Orthogroup	N_naja.pep	X_tropicalis.pep
OG0005084	Nana34368-RB, Nana34368-RA	ENSXETG00000015276.1
OG0005085	Nana10329-RB, Nana10329-RD, Nana10329-RC	ENSXETG00000003132.1
OG0005086	Nana35927-RA	ENSXETG00000002204.1
OG0005087	Nana13758-RA	ENSXETG00000002872.1
OG0005088	Nana28493-RB, Nana28493-RA	ENSXETG00000003264.1
OG0005089	Nana34364-RB	ENSXETG00000008992.1
OG0005090	Nana33551-RA, Nana33551-RB	ENSXETG00000007474.1
OG0005092	Nana31762-RA, Nana31761-RA	ENSXETG00000017352.1
OG0005093	Nana31764-RC, Nana31764-RB	ENSXETG00000019167.1
OG0005094	Nana27998-RD, Nana28488-RA	ENSXETG00000018141.1
OG0005095	Nana09970-RB, Nana09970-RA	ENSXETG00000007732.1
OG0005096	Nana33564-RB, Nana33564-RA	ENSXETG00000007208.1
OG0005098	Nana30864-RA	ENSXETG00000005104.1
OG0005099	Nana30866-RA	ENSXETG00000004399.1
OG0005100	Nana31770-RA	ENSXETG00000011727.1
OG0005101	Nana15660-RA	ENSXETG00000005753.1
OG0005102	Nana28473-RA	ENSXETG00000020638.1
OG0005103	Nana28006-RA	ENSXETG00000008602.1, ENSXETG00000007898.1
OG0005104	Nana34421-RA	ENSXETG00000010070.1
OG0005105	Nana36065-RA	ENSXETG00000002625.1
OG0005106	Nana34413-RB	ENSXETG00000010111.1
OG0005107	Nana27187-RA, Nana27187-RB	ENSXETG00000011333.1
OG0005108	Nana34404-RA	ENSXETG00000009077.1
OG0005109	Nana30551-RA	ENSXETG00000000917.1, ENSXETG00000000925.1
OG0005110	Nana12136-RA	ENSXETG00000021168.1
OG0005111	Nana30562-RA	ENSXETG00000000938.1
OG0005113	Nana31416-RA	ENSXETG00000015570.1
OG0005114	Nana17460-RA, Nana17460-RB	ENSXETG00000009859.1
OG0005115	Nana03114-RA	ENSXETG00000017171.1
OG0005116	Nana30954-RA	ENSXETG00000013944.1
OG0005117	Nana03115-RA	ENSXETG00000019619.1
OG0005118	Nana30026-RA	ENSXETG00000015420.1
OG0005119	Nana33318-RA	ENSXETG00000018636.1
OG0005120	Nana03098-RA, Nana03098-RB	ENSXETG00000007591.1
OG0005121	Nana36463-RA, Nana36463-RB	ENSXETG00000007123.1
OG0005122	Nana03093-RA	ENSXETG00000007454.1
OG0005123	Nana33237-RA	ENSXETG00000020773.1
OG0005124	Nana03148-RA	ENSXETG00000004352.1
OG0005125	Nana30948-RA, Nana30948-RB	ENSXETG00000011654.1, ENSXETG00000009956.1
OG0005126	Nana28109-RA	ENSXETG00000014910.1
OG0005127	Nana35631-RA, Nana35631-RB	ENSXETG00000001544.1
OG0005128	Nana03156-RA, Nana03155-RA	ENSXETG00000003474.1
OG0005129	Nana03160-RA	ENSXETG00000019466.1
OG0005130	Nana28848-RB, Nana28848-RA	ENSXETG00000000444.1
OG0005131	Nana21080-RB, Nana21080-RC	ENSXETG00000005707.1
OG0005133	Nana05672-RA, Nana05674-RA	ENSXETG00000019206.1
OG0005134	Nana05671-RA	ENSXETG00000020511.1
OG0005135	Nana19278-RA	ENSXETG00000011030.1
OG0005136	Nana34534-RA	ENSXETG00000009665.1
OG0005137	Nana32658-RA	ENSXETG00000007280.1
OG0005138	Nana30011-RA	ENSXETG00000021224.1
OG0005139	Nana19143-RB, Nana19143-RC	ENSXETG00000002999.1
OG0005140	Nana32653-RA	ENSXETG00000008408.1, ENSXETG00000008709.1
OG0005141	Nana34535-RB	ENSXETG00000009448.1
OG0005142	Nana37586-RB, Nana37586-RA	ENSXETG00000002944.1
OG0005143	Nana19151-RD, Nana19151-RC	ENSXETG00000009938.1
OG0005145	Nana17828-RA	ENSXETG00000005044.1
OG0005146	Nana33392-RB, Nana33392-RA	ENSXETG00000006207.1
OG0005147	Nana19160-RA	ENSXETG00000009829.1
OG0005148	Nana36719-RA	ENSXETG00000015956.1
OG0005149	Nana33381-RA	ENSXETG00000012163.1
OG0005150	Nana31792-RB, Nana31792-RA	ENSXETG00000008631.1
OG0005151	Nana37021-RA	ENSXETG00000020355.1
OG0005152	Nana08919-RA, Nana08919-RB	ENSXETG00000012349.1
OG0005153	Nana27860-RA	ENSXETG00000020161.1
OG0005154	Nana11431-RB, Nana11431-RA	ENSXETG00000005121.1
OG0005155	Nana34599-RA, Nana34599-RB	ENSXETG00000003598.1
OG0005156	Nana08916-RB, Nana08916-RA	ENSXETG00000012285.1
OG0005157	Nana08915-RA	ENSXETG00000012269.1
OG0005158	Nana06013-RA	ENSXETG00000013088.1
OG0005159	Nana08908-RA	ENSXETG00000012183.1
OG0005160	Nana31804-RA, Nana31804-RB	ENSXETG00000009659.1
OG0005161	Nana31806-RA	ENSXETG00000003678.1
OG0005162	Nana34213-RA	ENSXETG00000001513.1
OG0005163	Nana15116-RA	ENSXETG00000014094.1
OG0005164	Nana00276-RA	ENSXETG00000007791.1
OG0005165	Nana02366-RA	ENSXETG00000005930.1, ENSXETG00000006092.1
OG0005166	Nana36383-RE, Nana36383-RD	ENSXETG00000000816.1
OG0005167	Nana20736-RB, Nana20736-RA	ENSXETG00000000468.1
OG0005168	Nana00447-RA	ENSXETG00000011566.1
OG0005169	Nana36167-RA	ENSXETG00000016679.1
OG0005170	Nana30069-RA, Nana30070-RA	ENSXETG00000008623.1
OG0005171	Nana30887-RA	ENSXETG00000013662.1, ENSXETG00000004046.1
OG0005172	Nana11334-RA	ENSXETG00000006990.1
OG0005173	Nana34264-RA	ENSXETG00000002370.1
OG0005174	Nana02968-RA	ENSXETG00000002303.1
OG0005175	Nana00583-RA	ENSXETG00000009995.1
OG0005176	Nana12416-RA	ENSXETG00000014492.1
OG0005177	Nana03453-RB, Nana03453-RA	ENSXETG00000000370.1
OG0005178	Nana02965-RA	ENSXETG00000002587.1
OG0005179	Nana25548-RA	ENSXETG00000002830.1
OG0005180	Nana19110-RB, Nana19110-RA	ENSXETG00000000893.1
OG0005181	Nana30904-RA	ENSXETG00000002537.1
OG0005182	Nana33797-RA	ENSXETG00000005514.1
OG0005183	Nana36128-RA	ENSXETG00000005581.1
OG0005184	Nana33379-RC, Nana33379-RA	ENSXETG00000003232.1
OG0005185	Nana33301-RA	ENSXETG00000020714.1
OG0005186	Nana30685-RA, Nana30684-RA	ENSXETG00000018096.1
OG0005188	Nana33758-RA	ENSXETG00000020440.1
OG0005189	Nana36432-RA	ENSXETG00000014774.1
OG0005190	Nana33289-RB, Nana33289-RA	ENSXETG00000019881.1
OG0005191	Nana12429-RA	ENSXETG00000013248.1
OG0005192	Nana27941-RA	ENSXETG00000007332.1
OG0005193	Nana24220-RA	ENSXETG00000003381.1
OG0005194	Nana03444-RA	ENSXETG00000002129.1
OG0005195	Nana12430-RA	ENSXETG00000013260.1
OG0005197	Nana37355-RA	ENSXETG00000008828.1
OG0005198	Nana36979-RA	ENSXETG00000016050.1
OG0005199	Nana24223-RA, Nana24223-RB	ENSXETG00000006804.1
OG0005200	Nana23573-RB, Nana23573-RA	ENSXETG00000011661.1
OG0005201	Nana30696-RA, Nana30696-RB	ENSXETG00000006516.1
OG0005202	Nana29167-RA	ENSXETG00000003704.1
OG0005204	Nana17806-RA, Nana17807-RA	ENSXETG00000006609.1
OG0005205	Nana03440-RA	ENSXETG00000002080.1
OG0005206	Nana36131-RA, Nana36131-RB	ENSXETG00000015227.1
OG0005208	Nana30705-RA	ENSXETG00000006634.1
OG0005209	Nana23838-RB, Nana23838-RA	ENSXETG00000011376.1
OG0005210	Nana30977-RA	ENSXETG00000012078.1
OG0005211	Nana23834-RA	ENSXETG00000010831.1
OG0005212	Nana18706-RA	ENSXETG00000008945.1
OG0005213	Nana12442-RA	ENSXETG00000016430.1
OG0005214	Nana14690-RA	ENSXETG00000017556.1
OG0005216	Nana12448-RB, Nana12448-RA	ENSXETG00000016723.1
OG0005217	Nana17794-RA	ENSXETG00000002099.1
OG0005218	Nana39905-RA	ENSXETG00000005727.1
OG0005220	Nana31994-RA, Nana31993-RA	ENSXETG00000010163.1
OG0005221	Nana28070-RA	ENSXETG00000007756.1
OG0005222	Nana17636-RA, Nana17636-RB	ENSXETG00000012868.1
OG0005223	Nana16849-RA	ENSXETG00000007586.1
OG0005224	Nana06023-RA, Nana06024-RA	ENSXETG00000006995.1
OG0005225	Nana23810-RA, Nana23811-RA	ENSXETG00000014448.1
OG0005226	Nana23809-RA	ENSXETG00000010973.1
OG0005227	Nana23609-RB, Nana23609-RA	ENSXETG00000008494.1
OG0005228	Nana19715-RA	ENSXETG00000016548.1
OG0005230	Nana33334-RA	ENSXETG00000017280.1
OG0005231	Nana33336-RA	ENSXETG00000018404.1
OG0005232	Nana31624-RA	ENSXETG00000010270.1
OG0005233	Nana36302-RB, Nana36302-RA	ENSXETG00000001429.1
OG0005234	Nana36920-RA	ENSXETG00000006794.1
OG0005236	Nana23433-RA, Nana23434-RA	ENSXETG00000010255.1, ENSXETG00000010252.1, ENSXETG00000010245.1
OG0005237	Nana23435-RA, Nana23435-RB	ENSXETG00000010301.1
OG0005238	Nana23436-RA	ENSXETG00000019824.1, ENSXETG00000018263.1
OG0005239	Nana23439-RA, Nana23441-RA	ENSXETG00000018368.1
OG0005240	Nana20886-RA	ENSXETG00000010921.1, ENSXETG00000000662.1
OG0005241	Nana32606-RA	ENSXETG00000019870.1
OG0005242	Nana33532-RA	ENSXETG00000008488.1
OG0005243	Nana33584-RA, Nana33584-RB	ENSXETG00000006750.1
OG0005244	Nana36066-RA	ENSXETG00000002594.1
OG0005246	Nana33428-RA	ENSXETG00000005688.1
OG0005247	Nana11027-RA, Nana11027-RB	ENSXETG00000010590.1
OG0005248	Nana33424-RD, Nana33424-RA	ENSXETG00000005758.1
OG0005249	Nana33424-RB, Nana33424-RC	ENSXETG00000005768.1
OG0005250	Nana11075-RA	ENSXETG00000006179.1
OG0005251	Nana33422-RA	ENSXETG00000012119.1
OG0005252	Nana11023-RB, Nana11023-RA	ENSXETG00000018576.1
OG0005253	Nana11022-RA, Nana11021-RA	ENSXETG00000015524.1
OG0005254	Nana11071-RA	ENSXETG00000006612.1
OG0005255	Nana33413-RA	ENSXETG00000017408.1
OG0005256	Nana11015-RB, Nana11015-RA	ENSXETG00000012208.1
OG0005257	Nana11069-RA	ENSXETG00000012072.1
OG0005258	Nana33406-RA	ENSXETG00000018129.1
OG0005259	Nana32563-RA	ENSXETG00000003353.1
OG0005260	Nana00606-RA	ENSXETG00000006864.1
OG0005261	Nana00605-RA	ENSXETG00000006871.1
OG0005262	Nana00223-RA	ENSXETG00000020528.1
OG0005263	Nana35755-RA	ENSXETG00000015472.1
OG0005264	Nana11052-RB, Nana11052-RA	ENSXETG00000001597.1
OG0005265	Nana21071-RA	ENSXETG00000010162.1
OG0005266	Nana11051-RA, Nana11051-RB	ENSXETG00000001773.1
OG0005267	Nana31030-RB, Nana31030-RA	ENSXETG00000005312.1
OG0005268	Nana31048-RA	ENSXETG00000003608.1
OG0005269	Nana32421-RA	ENSXETG00000002160.1
OG0005270	Nana32419-RA, Nana32419-RB	ENSXETG00000002164.1
OG0005271	Nana11339-RA	ENSXETG00000010620.1
OG0005272	Nana11341-RA, Nana11342-RA	ENSXETG00000020688.1
OG0005273	Nana34192-RA	ENSXETG00000003881.1
OG0005274	Nana34193-RA	ENSXETG00000003944.1
OG0005275	Nana11358-RA	ENSXETG00000000091.1
OG0005276	Nana28958-RA, Nana28958-RB	ENSXETG00000001561.1
OG0005277	Nana03345-RA	ENSXETG00000018198.1
OG0005278	Nana23561-RB, Nana23561-RA	ENSXETG00000015490.1
OG0005279	Nana37487-RA	ENSXETG00000013613.1
OG0005280	Nana03348-RB, Nana03348-RA	ENSXETG00000020038.1
OG0005281	Nana06421-RA, Nana06421-RB	ENSXETG00000001682.1
OG0005282	Nana25452-RA	ENSXETG00000002619.1
OG0005283	Nana10820-RA, Nana15003-RA	ENSXETG00000009202.1
OG0005284	Nana29047-RA, Nana29044-RA	ENSXETG00000003333.1
OG0005285	Nana25719-RA, Nana25721-RA	ENSXETG00000000887.1
OG0005286	Nana19415-RB, Nana19415-RA	ENSXETG00000011852.1
OG0005287	Nana29049-RC	ENSXETG00000001168.1
OG0005288	Nana19409-RA	ENSXETG00000011833.1
OG0005289	Nana06263-RB, Nana06263-RA	ENSXETG00000008837.1
OG0005290	Nana10466-RA	ENSXETG00000000223.1
OG0005291	Nana32988-RD	ENSXETG00000009608.1
OG0005292	Nana32746-RA, Nana32746-RB	ENSXETG00000018446.1
OG0005293	Nana19398-RA	ENSXETG00000015903.1
OG0005294	Nana33714-RA	ENSXETG00000017534.1, ENSXETG00000000361.1
OG0005295	Nana28925-RA	ENSXETG00000004257.1
OG0005296	Nana09824-RA, Nana09823-RA	ENSXETG00000002009.1
OG0005297	Nana28924-RA	ENSXETG00000004223.1
OG0005298	Nana33214-RB	ENSXETG00000019449.1, ENSXETG00000018216.1
OG0005299	Nana32982-RA	ENSXETG00000010087.1
OG0005300	Nana09812-RA, Nana09813-RA	ENSXETG00000003568.1
OG0005301	Nana15949-RA	ENSXETG00000021091.1
OG0005302	Nana09805-RA	ENSXETG00000004268.1
OG0005303	Nana12771-RA	ENSXETG00000003301.1
OG0005304	Nana31727-RA	ENSXETG00000019090.1
OG0005305	Nana36955-RA	ENSXETG00000004464.1
OG0005306	Nana12486-RA	ENSXETG00000005058.1
OG0005307	Nana24052-RB	ENSXETG00000007398.1
OG0005308	Nana12954-RA	ENSXETG00000010003.1
OG0005309	Nana05904-RA	ENSXETG00000003093.1
OG0005310	Nana18778-RA	ENSXETG00000007386.1
OG0005311	Nana33201-RA	ENSXETG00000020938.1
OG0005312	Nana20868-RA	ENSXETG00000006941.1
OG0005313	Nana06084-RB, Nana06084-RA	ENSXETG00000011226.1
OG0005314	Nana08029-RA	ENSXETG00000003822.1
OG0005315	Nana21956-RB	ENSXETG00000017096.1
OG0005316	Nana08026-RA, Nana08026-RB	ENSXETG00000003865.1
OG0005317	Nana00319-RA	ENSXETG00000016896.1
OG0005318	Nana08024-RA	ENSXETG00000003931.1
OG0005319	Nana18663-RA, Nana18663-RB	ENSXETG00000007159.1
OG0005320	Nana33193-RA	ENSXETG00000018898.1
OG0005321	Nana13247-RC, Nana13247-RA	ENSXETG00000002917.1
OG0005322	Nana12939-RA	ENSXETG00000002959.1
OG0005323	Nana13012-RA, Nana13012-RB	ENSXETG00000005539.1
OG0005325	Nana20863-RA	ENSXETG00000011356.1
OG0005326	Nana33188-RA, Nana33188-RB	ENSXETG00000020526.1
OG0005327	Nana24916-RA	ENSXETG00000004196.1
OG0005328	Nana36845-RD, Nana36845-RC	ENSXETG00000017362.1
OG0005329	Nana00294-RA	ENSXETG00000005099.1
OG0005331	Nana34231-RA	ENSXETG00000000145.1
OG0005332	Nana23955-RA, Nana23955-RB, Nana23955-RC	ENSXETG00000008315.1
OG0005333	Nana30312-RA	ENSXETG00000008906.1
OG0005334	Nana26097-RA, Nana26097-RB	ENSXETG00000003289.1
OG0005335	Nana34225-RA	ENSXETG00000003122.1
OG0005336	Nana23952-RA, Nana23952-RB, Nana23952-RC	ENSXETG00000004297.1
OG0005337	Nana29831-RA, Nana29729-RA	ENSXETG00000009191.1
OG0005338	Nana26094-RA	ENSXETG00000006514.1
OG0005339	Nana34217-RA	ENSXETG00000003037.1
OG0005340	Nana36558-RA, Nana36558-RB	ENSXETG00000017044.1
OG0005341	Nana00329-RA	ENSXETG00000008634.1
OG0005342	Nana30307-RA, Nana30307-RB	ENSXETG00000007900.1
OG0005344	Nana33799-RA	ENSXETG00000005488.1
OG0005345	Nana35914-RB, Nana35914-RA, Nana35914-RD	ENSXETG00000013868.1
OG0005346	Nana12843-RA	ENSXETG00000002896.1
OG0005347	Nana24113-RA	ENSXETG00000003723.1
OG0005348	Nana24231-RA, Nana24231-RB	ENSXETG00000007476.1
OG0005349	Nana33614-RA	ENSXETG00000017631.1
OG0005350	Nana32289-RB	ENSXETG00000011195.1
OG0005351	Nana32851-RA	ENSXETG00000018448.1
OG0005352	Nana31007-RB, Nana31007-RC	ENSXETG00000003935.1
OG0005353	Nana23941-RA, Nana23940-RA	ENSXETG00000008453.1
OG0005354	Nana32289-RA	ENSXETG00000006834.1
OG0005355	Nana28024-RA, Nana28024-RB	ENSXETG00000013159.1
OG0005356	Nana29925-RB, Nana29925-RA	ENSXETG00000016645.1
OG0005357	Nana00999-RA, Nana01000-RA	ENSXETG00000002373.1
OG0005359	Nana28054-RA, Nana28054-RB	ENSXETG00000010458.1
OG0005360	Nana36862-RA	ENSXETG00000016318.1
OG0005361	Nana28528-RA	ENSXETG00000001651.1
OG0005362	Nana31004-RA, Nana31004-RB	ENSXETG00000004291.1
OG0005363	Nana26688-RD, Nana26688-RC	ENSXETG00000020768.1
OG0005365	Nana34246-RA	ENSXETG00000000359.1
OG0005366	Nana34249-RA	ENSXETG00000000027.1
OG0005367	Nana28513-RA, Nana28513-RB	ENSXETG00000002543.1
OG0005368	Nana32275-RE	ENSXETG00000013987.1
OG0005369	Nana24271-RA	ENSXETG00000012808.1
OG0005370	Nana28046-RA	ENSXETG00000019923.1
OG0005372	Nana32273-RC	ENSXETG00000007125.1
OG0005374	Nana31319-RA	ENSXETG00000015700.1
OG0005375	Nana20225-RA	ENSXETG00000012249.1
OG0005376	Nana19850-RA	ENSXETG00000005415.1
OG0005377	Nana06304-RB, Nana06304-RA	ENSXETG00000006164.1
OG0005378	Nana28088-RA, Nana28088-RB	ENSXETG00000011569.1
OG0005380	Nana29885-RC, Nana29885-RD	ENSXETG00000018403.1
OG0005381	Nana32271-RA, Nana32272-RA	ENSXETG00000016401.1
OG0005382	Nana20221-RA, Nana20221-RB	ENSXETG00000012211.1
OG0005383	Nana19862-RA	ENSXETG00000005546.1, ENSXETG00000005665.1
OG0005384	Nana25590-RB, Nana25590-RA	ENSXETG00000001722.1
OG0005385	Nana34261-RA	ENSXETG00000002339.1
OG0005386	Nana20748-RD, Nana20748-RC	ENSXETG00000001645.1
OG0005388	Nana32270-RB, Nana32270-RA	ENSXETG00000000197.1
OG0005389	Nana01891-RA, Nana01891-RB	ENSXETG00000015962.1
OG0005390	Nana20750-RA	ENSXETG00000001261.1
OG0005392	Nana25592-RC, Nana25592-RB	ENSXETG00000021316.1
OG0005393	Nana19894-RA, Nana19894-RB	ENSXETG00000012305.1
OG0005395	Nana15112-RA	ENSXETG00000004665.1
OG0005397	Nana01906-RA	ENSXETG00000000307.1, ENSXETG00000000298.1
OG0005398	Nana01908-RA	ENSXETG00000014878.1
OG0005400	Nana01814-RA	ENSXETG00000018048.1
OG0005401	Nana01919-RB, Nana01919-RA	ENSXETG00000014478.1
OG0005402	Nana34638-RA, Nana34638-RB	ENSXETG00000011728.1
OG0005403	Nana01813-RA	ENSXETG00000018739.1
OG0005404	Nana16111-RA	ENSXETG00000015915.1
OG0005405	Nana20765-RB, Nana20765-RA	ENSXETG00000005940.1
OG0005406	Nana01930-RA	ENSXETG00000020099.1
OG0005407	Nana01796-RA	ENSXETG00000006813.1
OG0005408	Nana34092-RA	ENSXETG00000016500.1
OG0005409	Nana01935-RA	ENSXETG00000004725.1
OG0005410	Nana01934-RA	ENSXETG00000004677.1
OG0005411	Nana03393-RA	ENSXETG00000016148.1
OG0005412	Nana36859-RA	ENSXETG00000016186.1
OG0005413	Nana27840-RB, Nana27840-RC, Nana27840-RA	ENSXETG00000020079.1
OG0005414	Nana19917-RA, Nana19917-RB	ENSXETG00000000199.1
OG0005415	Nana04662-RB, Nana04662-RA	ENSXETG00000004129.1
OG0005416	Nana36392-RA	ENSXETG00000000397.1
OG0005417	Nana37568-RA	ENSXETG00000015336.1
OG0005418	Nana03396-RA	ENSXETG00000005202.1, ENSXETG00000016518.1
OG0005419	Nana16107-RA	ENSXETG00000016450.1
OG0005420	Nana01990-RA	ENSXETG00000020103.1
OG0005421	Nana36331-RE	ENSXETG00000000379.1
OG0005422	Nana29945-RA	ENSXETG00000016383.1, ENSXETG00000007798.1
OG0005423	Nana03405-RA, Nana03404-RA	ENSXETG00000010770.1
OG0005424	Nana01768-RA	ENSXETG00000010516.1
OG0005425	Nana01950-RA	ENSXETG00000010589.1
OG0005426	Nana01981-RA	ENSXETG00000014783.1, ENSXETG00000018170.1
OG0005427	Nana00832-RA	ENSXETG00000010518.1
OG0005428	Nana00834-RA, Nana00833-RA	ENSXETG00000010481.1
OG0005430	Nana06126-RA	ENSXETG00000007802.1
OG0005431	Nana18295-RA	ENSXETG00000011295.1
OG0005432	Nana16101-RA, Nana16099-RA	ENSXETG00000013884.1
OG0005434	Nana18288-RA	ENSXETG00000014536.1
OG0005435	Nana18287-RA	ENSXETG00000019359.1
OG0005436	Nana18285-RA	ENSXETG00000021046.1
OG0005437	Nana01455-RA, Nana01455-RB	ENSXETG00000002763.1
OG0005438	Nana32582-RA	ENSXETG00000017397.1
OG0005439	Nana25731-RA	ENSXETG00000006585.1
OG0005440	Nana06026-RB	ENSXETG00000007862.1
OG0005441	Nana37357-RA	ENSXETG00000005858.1, ENSXETG00000008627.1
OG0005442	Nana20802-RA, Nana20802-RB	ENSXETG00000005835.1
OG0005443	Nana03508-RB, Nana03508-RA	ENSXETG00000018393.1
OG0005444	Nana19934-RB, Nana19934-RA	ENSXETG00000016511.1
OG0005445	Nana03510-RA	ENSXETG00000019672.1
OG0005446	Nana03856-RA	ENSXETG00000006155.1
OG0005447	Nana16834-RA, Nana16833-RA	ENSXETG00000005089.1
OG0005448	Nana30206-RC	ENSXETG00000019711.1
OG0005449	Nana37557-RA	ENSXETG00000020603.1
OG0005450	Nana33227-RA	ENSXETG00000020819.1
OG0005452	Nana20820-RA	ENSXETG00000007383.1
OG0005453	Nana19928-RA	ENSXETG00000015873.1
OG0005454	Nana06894-RA, Nana06894-RB	ENSXETG00000019406.1
OG0005455	Nana30043-RB, Nana30043-RC	ENSXETG00000007966.1
OG0005456	Nana30142-RA, Nana30141-RA	ENSXETG00000007711.1
OG0005457	Nana20853-RA	ENSXETG00000010130.1
OG0005458	Nana20856-RA	ENSXETG00000020815.1, ENSXETG00000016529.1
OG0005459	Nana30150-RA	ENSXETG00000008558.1
OG0005460	Nana33669-RA	ENSXETG00000010271.1
OG0005462	Nana33653-RA	ENSXETG00000003112.1
OG0005463	Nana13569-RA	ENSXETG00000004316.1
OG0005464	Nana13572-RA	ENSXETG00000004346.1
OG0005465	Nana33650-RA	ENSXETG00000002866.1
OG0005466	Nana13573-RB, Nana13573-RC	ENSXETG00000004381.1
OG0005467	Nana13576-RA	ENSXETG00000004442.1
OG0005468	Nana00068-RB	ENSXETG00000014028.1
OG0005469	Nana00056-RA	ENSXETG00000019305.1
OG0005470	Nana00055-RA	ENSXETG00000017152.1
OG0005471	Nana00150-RA	ENSXETG00000014326.1
OG0005472	Nana10351-RA, Nana10351-RB	ENSXETG00000012265.1
OG0005473	Nana00154-RA	ENSXETG00000014365.1
OG0005474	Nana10352-RB, Nana10352-RA	ENSXETG00000006520.1
OG0005475	Nana10354-RA, Nana10354-RB	ENSXETG00000006442.1
OG0005476	Nana10355-RA	ENSXETG00000006416.1
OG0005477	Nana10359-RB, Nana10359-RA	ENSXETG00000006287.1
OG0005478	Nana36828-RC, Nana36828-RB	ENSXETG00000013710.1
OG0005479	Nana32803-RA, Nana32803-RB	ENSXETG00000020386.1
OG0005480	Nana29033-RA	ENSXETG00000002665.1, ENSXETG00000015507.1
OG0005481	Nana30790-RA	ENSXETG00000020308.1
OG0005482	Nana32696-RG, Nana32696-RD, Nana32696-RC, Nana32696-RB, Nana32696-RA, Nana32696-RE	ENSXETG00000007764.1
OG0005483	Nana32687-RA, Nana32687-RB	ENSXETG00000007286.1
OG0005484	Nana22204-RA, Nana22205-RA	ENSXETG00000010940.1
OG0005485	Nana22195-RA	ENSXETG00000004267.1
OG0005486	Nana10382-RC	ENSXETG00000012111.1
OG0005487	Nana22182-RA, Nana22183-RA	ENSXETG00000005206.1
OG0005488	Nana32220-RA	ENSXETG00000010340.1
OG0005489	Nana22263-RB, Nana22263-RA	ENSXETG00000004699.1
OG0005490	Nana32223-RB, Nana32223-RA	ENSXETG00000010238.1
OG0005491	Nana32226-RA	ENSXETG00000010234.1
OG0005492	Nana00587-RA	ENSXETG00000009850.1
OG0005493	Nana00590-RA	ENSXETG00000007760.1, ENSXETG00000009802.1
OG0005494	Nana36272-RA	ENSXETG00000003309.1
OG0005495	Nana17214-RA	ENSXETG00000006580.1
OG0005496	Nana20893-RA	ENSXETG00000011055.1
OG0005497	Nana00358-RA, Nana00357-RA	ENSXETG00000001636.1
OG0005498	Nana02599-RA, Nana36278-RA	ENSXETG00000012273.1
OG0005499	Nana00365-RB, Nana00365-RA	ENSXETG00000001652.1
OG0005500	Nana18420-RA	ENSXETG00000014616.1, ENSXETG00000017754.1
OG0005501	Nana20334-RA	ENSXETG00000005242.1, ENSXETG00000015245.1
OG0005502	Nana00369-RA, Nana00369-RB	ENSXETG00000001687.1
OG0005503	Nana16913-RA, Nana16913-RB	ENSXETG00000020945.1
OG0005504	Nana37149-RA, Nana37147-RA	ENSXETG00000010249.1
OG0005505	Nana35531-RA, Nana35522-RA	ENSXETG00000014971.1
OG0005506	Nana31382-RA	ENSXETG00000013586.1
OG0005507	Nana28404-RB, Nana28404-RA	ENSXETG00000010366.1
OG0005508	Nana31024-RC, Nana31024-RB, Nana31024-RA	ENSXETG00000006708.1
OG0005509	Nana15760-RB, Nana15760-RA	ENSXETG00000015913.1
OG0005510	Nana29054-RA, Nana29054-RB	ENSXETG00000002135.1
OG0005511	Nana15761-RA, Nana15761-RB	ENSXETG00000014947.1
OG0005512	Nana31384-RB, Nana31384-RA	ENSXETG00000013819.1
OG0005513	Nana28396-RA	ENSXETG00000012361.1
OG0005514	Nana18693-RB	ENSXETG00000004009.1, ENSXETG00000009617.1
OG0005515	Nana05839-RA, Nana05839-RB	ENSXETG00000018203.1
OG0005516	Nana18723-RA	ENSXETG00000004026.1
OG0005517	Nana37215-RA	ENSXETG00000015111.1
OG0005518	Nana18724-RD, Nana18724-RC	ENSXETG00000004063.1
OG0005519	Nana18725-RB, Nana18725-RA	ENSXETG00000004092.1
OG0005520	Nana18726-RA	ENSXETG00000004121.1
OG0005521	Nana03420-RA	ENSXETG00000011938.1
OG0005522	Nana05837-RA	ENSXETG00000019496.1
OG0005523	Nana31391-RA	ENSXETG00000015168.1
OG0005524	Nana29061-RA	ENSXETG00000009298.1
OG0005525	Nana31887-RA	ENSXETG00000018344.1
OG0005526	Nana31885-RF	ENSXETG00000018424.1
OG0005527	Nana31190-RA	ENSXETG00000003267.1
OG0005528	Nana29066-RC, Nana29066-RA	ENSXETG00000009122.1
OG0005529	Nana03426-RA	ENSXETG00000004420.1
OG0005530	Nana16926-RA	ENSXETG00000018963.1
OG0005531	Nana36001-RB, Nana36001-RA	ENSXETG00000013351.1
OG0005532	Nana32108-RA	ENSXETG00000006515.1
OG0005533	Nana32110-RA	ENSXETG00000008271.1
OG0005534	Nana32107-RA	ENSXETG00000006501.1
OG0005535	Nana02139-RD, Nana02139-RC	ENSXETG00000015649.1
OG0005536	Nana36084-RA	ENSXETG00000000639.1
OG0005537	Nana28622-RA, Nana28622-RB	ENSXETG00000021342.1
OG0005538	Nana02136-RA, Nana02137-RA	ENSXETG00000015344.1
OG0005539	Nana20700-RA	ENSXETG00000020922.1
OG0005540	Nana16898-RC, Nana16898-RD	ENSXETG00000017011.1
OG0005541	Nana06121-RA, Nana06121-RD	ENSXETG00000006564.1
OG0005542	Nana34500-RC, Nana34500-RD	ENSXETG00000008537.1
OG0005543	Nana20701-RA	ENSXETG00000018606.1, ENSXETG00000007322.1
OG0005544	Nana34800-RA	ENSXETG00000002604.1
