Orthogroup	N_naja.pep	C_familiaris.pep
OG0005490	Nana32223-RB, Nana32223-RA	ENSCAFG00000019645.4
OG0005491	Nana32226-RA	ENSCAFG00000006755.4
OG0005492	Nana00587-RA	ENSCAFG00000017526.5
OG0005493	Nana00590-RA	ENSCAFG00000017528.6
OG0005494	Nana36272-RA	ENSCAFG00000012737.5
OG0005496	Nana20893-RA	ENSCAFG00000012967.4
OG0005497	Nana00358-RA, Nana00357-RA	ENSCAFG00000029405.1
OG0005498	Nana02599-RA, Nana36278-RA	ENSCAFG00000012707.4
OG0005499	Nana00365-RB, Nana00365-RA	ENSCAFG00000018629.4
OG0005500	Nana18420-RA	ENSCAFG00000016468.5
OG0005501	Nana20334-RA	ENSCAFG00000031341.2
OG0005502	Nana00369-RA, Nana00369-RB	ENSCAFG00000018638.5
OG0005503	Nana16913-RA, Nana16913-RB	ENSCAFG00000001105.4
OG0005504	Nana37149-RA, Nana37147-RA	ENSCAFG00000016558.4
OG0005505	Nana35531-RA, Nana35522-RA	ENSCAFG00000013646.5
OG0005506	Nana31382-RA	ENSCAFG00000007465.5
OG0005507	Nana28404-RB, Nana28404-RA	ENSCAFG00000006188.5
OG0005509	Nana15760-RB, Nana15760-RA	ENSCAFG00000009321.4
OG0005510	Nana29054-RA, Nana29054-RB	ENSCAFG00000012603.4
OG0005511	Nana15761-RA, Nana15761-RB	ENSCAFG00000009326.4
OG0005512	Nana31384-RB, Nana31384-RA	ENSCAFG00000007486.5
OG0005513	Nana28396-RA	ENSCAFG00000006161.3
OG0005514	Nana18693-RB	ENSCAFG00000015668.4
OG0005515	Nana05839-RA, Nana05839-RB	ENSCAFG00000023936.3
OG0005516	Nana18723-RA	ENSCAFG00000047045.1, ENSCAFG00000015675.4
OG0005517	Nana37215-RA	ENSCAFG00000041872.1
OG0005518	Nana18724-RD, Nana18724-RC	ENSCAFG00000015688.5
OG0005519	Nana18725-RB, Nana18725-RA	ENSCAFG00000015693.3
OG0005520	Nana18726-RA	ENSCAFG00000015700.5
OG0005521	Nana03420-RA	ENSCAFG00000012890.4
OG0005522	Nana05837-RA	ENSCAFG00000049846.1
OG0005523	Nana31391-RA	ENSCAFG00000007555.4
OG0005524	Nana29061-RA	ENSCAFG00000012766.4
OG0005525	Nana31887-RA	ENSCAFG00000031455.2
OG0005526	Nana31885-RF	ENSCAFG00000020071.4
OG0005527	Nana31190-RA	ENSCAFG00000008720.4
OG0005528	Nana29066-RC, Nana29066-RA	ENSCAFG00000012806.4
OG0005529	Nana03426-RA	ENSCAFG00000012521.5
OG0005530	Nana16926-RA	ENSCAFG00000001141.4
OG0005531	Nana36001-RB, Nana36001-RA	ENSCAFG00000014445.4
OG0005532	Nana32108-RA	ENSCAFG00000018004.4
OG0005533	Nana32110-RA	ENSCAFG00000019613.5
OG0005534	Nana32107-RA	ENSCAFG00000018007.4
OG0005535	Nana02139-RD, Nana02139-RC	ENSCAFG00000003600.4
OG0005536	Nana36084-RA	ENSCAFG00000015461.4
OG0005537	Nana28622-RA, Nana28622-RB	ENSCAFG00000010199.4
OG0005538	Nana02136-RA, Nana02137-RA	ENSCAFG00000003653.5
OG0005539	Nana20700-RA	ENSCAFG00000013625.4
OG0005540	Nana16898-RC, Nana16898-RD	ENSCAFG00000001096.4
OG0005541	Nana06121-RA, Nana06121-RD	ENSCAFG00000019552.5
OG0005542	Nana34500-RC, Nana34500-RD	ENSCAFG00000018463.4
OG0005543	Nana20701-RA	ENSCAFG00000013599.4
OG0005544	Nana34800-RA	ENSCAFG00000007933.4
OG0005545	Nana16885-RA	ENSCAFG00000001086.4
OG0005546	Nana34793-RA, Nana34793-RB	ENSCAFG00000007859.4
OG0005547	Nana14700-RB, Nana14700-RA	ENSCAFG00000020412.5
OG0005548	Nana34790-RA	ENSCAFG00000007837.5
OG0005549	Nana16869-RA	ENSCAFG00000031800.2
OG0005550	Nana14720-RA	ENSCAFG00000028720.2
OG0005551	Nana28587-RA	ENSCAFG00000017412.4, ENSCAFG00000010304.5
OG0005552	Nana16863-RA	ENSCAFG00000029985.2
OG0005553	Nana14741-RA	ENSCAFG00000020401.5
OG0005554	Nana37560-RA, Nana37560-RB	ENSCAFG00000015879.6
OG0005555	Nana14746-RB	ENSCAFG00000017969.3, ENSCAFG00000020392.4
OG0005556	Nana34735-RB, Nana34735-RA	ENSCAFG00000011261.4
OG0005557	Nana22938-RA	ENSCAFG00000014089.1
OG0005559	Nana14484-RA	ENSCAFG00000003935.5
OG0005560	Nana16859-RA	ENSCAFG00000001012.4
OG0005561	Nana30185-RA	ENSCAFG00000028982.2
OG0005562	Nana15343-RA, Nana15345-RA	ENSCAFG00000018445.4
OG0005563	Nana16855-RA	ENSCAFG00000001007.5
OG0005564	Nana14763-RA	ENSCAFG00000020376.4
OG0005565	Nana14480-RA	ENSCAFG00000003982.5
OG0005566	Nana30182-RA	ENSCAFG00000024112.2
OG0005567	Nana16853-RA	ENSCAFG00000000992.5
OG0005568	Nana14469-RB, Nana14469-RA	ENSCAFG00000004030.4
OG0005569	Nana15721-RA	ENSCAFG00000032449.2
OG0005570	Nana03593-RA, Nana03593-RB	ENSCAFG00000005565.4
OG0005571	Nana31829-RA	ENSCAFG00000020288.4
OG0005572	Nana31833-RA	ENSCAFG00000029835.2, ENSCAFG00000012382.3
OG0005573	Nana14772-RA	ENSCAFG00000020345.4
OG0005574	Nana31548-RA	ENSCAFG00000009755.5
OG0005575	Nana14798-RA	ENSCAFG00000020321.5
OG0005576	Nana33591-RA	ENSCAFG00000013529.4
OG0005578	Nana25203-RA	ENSCAFG00000014676.5
OG0005579	Nana16767-RA, Nana16767-RB	ENSCAFG00000000741.4
OG0005580	Nana36534-RB, Nana36534-RA	ENSCAFG00000020050.5
OG0005581	Nana16766-RA	ENSCAFG00000000738.5
OG0005582	Nana25199-RA, Nana25199-RB	ENSCAFG00000014613.5
OG0005583	Nana37509-RA, Nana37509-RB	ENSCAFG00000019740.6
OG0005584	Nana14802-RA	ENSCAFG00000008338.4, ENSCAFG00000020311.4
OG0005585	Nana14805-RA	ENSCAFG00000020309.5
OG0005586	Nana14807-RA	ENSCAFG00000020306.3
OG0005587	Nana16760-RA	ENSCAFG00000018044.3, ENSCAFG00000000713.4
OG0005588	Nana31506-RA	ENSCAFG00000009983.4
OG0005589	Nana34525-RC, Nana34525-RB	ENSCAFG00000018357.4
OG0005590	Nana37638-RC, Nana37638-RB, Nana37638-RA	ENSCAFG00000016279.5
OG0005591	Nana17183-RA	ENSCAFG00000001632.4
OG0005592	Nana06299-RA, Nana06299-RC	ENSCAFG00000019197.5
OG0005593	Nana33181-RA	ENSCAFG00000014211.5
OG0005594	Nana33182-RA	ENSCAFG00000014277.4
OG0005595	Nana03315-RA	ENSCAFG00000031849.2
OG0005596	Nana34521-RA	ENSCAFG00000018424.5
OG0005597	Nana14814-RA	ENSCAFG00000042787.1
OG0005598	Nana14816-RA, Nana14817-RA	ENSCAFG00000020287.4
OG0005599	Nana00768-RB, Nana00768-RA	ENSCAFG00000004075.5
OG0005600	Nana16750-RA	ENSCAFG00000000682.4
OG0005601	Nana03577-RA, Nana03577-RB	ENSCAFG00000005773.5
OG0005602	Nana16749-RA, Nana16748-RA	ENSCAFG00000000680.4
OG0005603	Nana35568-RA	ENSCAFG00000013995.5
OG0005604	Nana30398-RC, Nana30398-RB, Nana30398-RA	ENSCAFG00000006938.4
OG0005605	Nana14825-RA, Nana14826-RA	ENSCAFG00000020273.4
OG0005606	Nana36895-RA, Nana36895-RB	ENSCAFG00000019897.4
OG0005607	Nana32845-RA	ENSCAFG00000010336.4
OG0005608	Nana34943-RC, Nana34943-RB	ENSCAFG00000005266.4
OG0005609	Nana00780-RB, Nana00780-RA	ENSCAFG00000008237.5
OG0005610	Nana23230-RA	ENSCAFG00000016916.4
OG0005612	Nana32844-RA	ENSCAFG00000010306.6
OG0005613	Nana00387-RA, Nana00387-RB	ENSCAFG00000019298.5
OG0005614	Nana36906-RA, Nana36906-RC	ENSCAFG00000019882.5
OG0005616	Nana33367-RA	ENSCAFG00000017107.4
OG0005617	Nana32838-RA	ENSCAFG00000016661.1
OG0005618	Nana32621-RA	ENSCAFG00000018826.4
OG0005619	Nana39524-RB, Nana28888-RA	ENSCAFG00000013999.4
OG0005620	Nana38537-RA	ENSCAFG00000019014.4
OG0005621	Nana16728-RA	ENSCAFG00000000663.4
OG0005622	Nana39524-RD, Nana39524-RC	ENSCAFG00000014016.4
OG0005623	Nana09232-RA	ENSCAFG00000017275.4
OG0005624	Nana30089-RA	ENSCAFG00000029191.2
OG0005625	Nana00193-RA	ENSCAFG00000049975.1, ENSCAFG00000029233.2
OG0005626	Nana32620-RA	ENSCAFG00000018829.5
OG0005627	Nana16726-RA	ENSCAFG00000000656.4
OG0005628	Nana18893-RA	ENSCAFG00000016086.5
OG0005629	Nana27276-RB, Nana27276-RA	ENSCAFG00000001395.6
OG0005630	Nana16725-RA	ENSCAFG00000000654.4
OG0005631	Nana14274-RA, Nana14267-RA	ENSCAFG00000028936.2
OG0005632	Nana37197-RA	ENSCAFG00000015128.4
OG0005633	Nana16722-RA	ENSCAFG00000000649.4
OG0005634	Nana37200-RA, Nana37198-RA	ENSCAFG00000023125.4
OG0005635	Nana32824-RA, Nana32824-RB	ENSCAFG00000016690.5
OG0005636	Nana30096-RB, Nana30096-RA	ENSCAFG00000012671.4
OG0005638	Nana30097-RA	ENSCAFG00000012655.4
OG0005639	Nana37613-RB, Nana37613-RA	ENSCAFG00000019492.5
OG0005640	Nana34309-RB, Nana34309-RA	ENSCAFG00000011256.4
OG0005641	Nana15736-RA, Nana15734-RA	ENSCAFG00000000059.4
OG0005642	Nana11095-RA, Nana11095-RB	ENSCAFG00000014705.4
OG0005643	Nana09978-RA	ENSCAFG00000017347.4
OG0005644	Nana33320-RD, Nana33320-RC	ENSCAFG00000011583.4
OG0005645	Nana34314-RA	ENSCAFG00000011309.4
OG0005646	Nana37606-RA, Nana37607-RA	ENSCAFG00000019507.4
OG0005647	Nana30104-RB, Nana30104-RA	ENSCAFG00000012581.5
OG0005648	Nana37600-RA	ENSCAFG00000019514.4
OG0005649	Nana01047-RA	ENSCAFG00000006520.4
OG0005650	Nana33762-RB, Nana33762-RA	ENSCAFG00000017682.5
OG0005651	Nana30110-RA	ENSCAFG00000012488.2
OG0005652	Nana33761-RC, Nana33761-RB	ENSCAFG00000017687.4
OG0005653	Nana33317-RA, Nana33317-RB	ENSCAFG00000011760.5
OG0005654	Nana34913-RA	ENSCAFG00000012792.6
OG0005655	Nana34911-RA, Nana34911-RB	ENSCAFG00000012827.4
OG0005656	Nana11083-RB	ENSCAFG00000014586.4
OG0005657	Nana28059-RA	ENSCAFG00000007692.4, ENSCAFG00000042755.1
OG0005658	Nana01028-RA, Nana01028-RB	ENSCAFG00000002463.4
OG0005659	Nana15748-RA	ENSCAFG00000009212.4
OG0005660	Nana03376-RA	ENSCAFG00000013332.4
OG0005661	Nana36810-RA	ENSCAFG00000020023.4
OG0005662	Nana28283-RA	ENSCAFG00000032414.2
OG0005663	Nana33265-RA, Nana33264-RB	ENSCAFG00000013833.4
OG0005664	Nana03380-RA	ENSCAFG00000013283.4
OG0005666	Nana33267-RA	ENSCAFG00000013849.4
OG0005668	Nana11418-RA, Nana11418-RB	ENSCAFG00000002928.6
OG0005669	Nana34891-RC, Nana34891-RA, Nana34891-RB	ENSCAFG00000049987.1
OG0005670	Nana32781-RB, Nana32781-RA	ENSCAFG00000016578.4
OG0005671	Nana34473-RC, Nana34473-RB	ENSCAFG00000016526.4
OG0005672	Nana27205-RA	ENSCAFG00000001003.4
OG0005673	Nana03386-RA	ENSCAFG00000013239.4
OG0005674	Nana00003-RA	ENSCAFG00000019021.4
OG0005675	Nana03387-RA	ENSCAFG00000042181.1
OG0005676	Nana01019-RA, Nana01019-RB	ENSCAFG00000002543.4
OG0005677	Nana06325-RA, Nana39711-RA	ENSCAFG00000023991.4
OG0005678	Nana36822-RA	ENSCAFG00000019991.4
OG0005679	Nana06330-RA	ENSCAFG00000019538.4
OG0005680	Nana36820-RA	ENSCAFG00000020001.4
OG0005681	Nana34884-RA	ENSCAFG00000006215.5
OG0005682	Nana24724-RA	ENSCAFG00000013246.4
OG0005683	Nana24723-RB, Nana24723-RA	ENSCAFG00000030228.2
OG0005684	Nana35411-RA	ENSCAFG00000045006.1
OG0005686	Nana00666-RB, Nana00666-RA	ENSCAFG00000004909.5
OG0005687	Nana30648-RA, Nana30649-RA	ENSCAFG00000004824.5
OG0005688	Nana20922-RB	ENSCAFG00000031679.1
OG0005689	Nana37683-RA	ENSCAFG00000019688.4
OG0005690	Nana30919-RA	ENSCAFG00000017161.5
OG0005691	Nana31814-RA	ENSCAFG00000019813.4
OG0005692	Nana30918-RA	ENSCAFG00000042036.1, ENSCAFG00000004448.4
OG0005693	Nana20932-RA, Nana20932-RB	ENSCAFG00000013432.4
OG0005694	Nana01685-RA, Nana24036-RA	ENSCAFG00000000795.5
OG0005695	Nana11218-RA	ENSCAFG00000002416.4
OG0005696	Nana03303-RA, Nana03303-RB	ENSCAFG00000014752.5
OG0005697	Nana12819-RB, Nana12819-RC	ENSCAFG00000030020.2
OG0005698	Nana16968-RA	ENSCAFG00000001173.4
OG0005699	Nana35433-RA	ENSCAFG00000015014.4
OG0005700	Nana03297-RA	ENSCAFG00000014796.5
OG0005701	Nana16586-RA	ENSCAFG00000029971.2
OG0005703	Nana28145-RA	ENSCAFG00000005282.5, ENSCAFG00000005575.4
OG0005704	Nana34103-RA	ENSCAFG00000018839.4
OG0005705	Nana17172-RB, Nana17172-RA	ENSCAFG00000001595.3
OG0005706	Nana16598-RA	ENSCAFG00000043521.1
OG0005707	Nana28150-RA, Nana28150-RB	ENSCAFG00000005526.4
OG0005708	Nana37615-RB, Nana37615-RA, Nana37615-RC	ENSCAFG00000010340.6
OG0005709	Nana36737-RA, Nana36737-RB	ENSCAFG00000019548.5
OG0005710	Nana06889-RA	ENSCAFG00000001017.4
OG0005711	Nana36581-RA	ENSCAFG00000020094.3
OG0005712	Nana10538-RA	ENSCAFG00000000268.3
OG0005713	Nana00017-RA, Nana00015-RA	ENSCAFG00000018792.4
OG0005714	Nana30448-RC, Nana30448-RA, Nana30448-RB	ENSCAFG00000007054.4
OG0005715	Nana33043-RA, Nana33043-RB	ENSCAFG00000017779.5
OG0005716	Nana16610-RA	ENSCAFG00000009179.4
OG0005717	Nana11124-RA	ENSCAFG00000003578.5
OG0005718	Nana32595-RB	ENSCAFG00000035539.2
OG0005719	Nana16613-RB, Nana16613-RA	ENSCAFG00000009240.6
OG0005720	Nana37393-RA	ENSCAFG00000019266.4
OG0005721	Nana36802-RA	ENSCAFG00000020037.6
OG0005722	Nana32598-RA, Nana32598-RB	ENSCAFG00000018891.4
OG0005723	Nana16615-RB, Nana16615-RA	ENSCAFG00000009305.5
OG0005724	Nana30470-RA	ENSCAFG00000002852.4
OG0005725	Nana13590-RA, Nana13590-RB	ENSCAFG00000011825.5
OG0005726	Nana33876-RA, Nana33876-RB	ENSCAFG00000019030.4
OG0005727	Nana37391-RA	ENSCAFG00000043857.1, ENSCAFG00000019259.4
OG0005728	Nana13594-RA, Nana13593-RA	ENSCAFG00000011808.5
OG0005729	Nana32602-RA	ENSCAFG00000020192.2, ENSCAFG00000018870.5
OG0005730	Nana11123-RA	ENSCAFG00000003615.5
OG0005731	Nana08728-RB, Nana08728-RA	ENSCAFG00000016684.5
OG0005732	Nana32603-RA, Nana32603-RB	ENSCAFG00000018867.5
OG0005733	Nana08729-RA, Nana08729-RB	ENSCAFG00000016689.4
OG0005734	Nana35540-RB, Nana35540-RA	ENSCAFG00000013843.5
OG0005735	Nana28029-RB, Nana28029-RD, Nana28029-RE	ENSCAFG00000009703.4
OG0005736	Nana11121-RB, Nana11121-RA	ENSCAFG00000003619.4
OG0005737	Nana08731-RB, Nana08731-RA	ENSCAFG00000016694.4
OG0005738	Nana28121-RA	ENSCAFG00000041093.1
OG0005739	Nana13606-RA, Nana13604-RA	ENSCAFG00000011625.5
OG0005740	Nana32675-RA	ENSCAFG00000017071.4
OG0005741	Nana08735-RA	ENSCAFG00000014320.4
OG0005742	Nana13609-RA	ENSCAFG00000030079.2
OG0005743	Nana13611-RB, Nana13611-RA	ENSCAFG00000011576.5
OG0005744	Nana00264-RA	ENSCAFG00000017625.5
OG0005745	Nana37205-RA, Nana37205-RB	ENSCAFG00000015221.5
OG0005746	Nana16633-RB, Nana16633-RA	ENSCAFG00000009460.4
OG0005747	Nana00089-RA	ENSCAFG00000018715.4
OG0005748	Nana00082-RA	ENSCAFG00000018672.4
OG0005749	Nana00081-RB, Nana00081-RA	ENSCAFG00000018668.4
OG0005750	Nana29540-RA	ENSCAFG00000000718.5
OG0005751	Nana33859-RA, Nana33861-RA	ENSCAFG00000019601.5
OG0005752	Nana28313-RA, Nana28313-RB	ENSCAFG00000009114.4
OG0005753	Nana00078-RA	ENSCAFG00000019260.4
OG0005754	Nana29544-RA	ENSCAFG00000000711.4
OG0005755	Nana35440-RB, Nana35440-RA	ENSCAFG00000010258.4
OG0005757	Nana35459-RA, Nana35459-RB	ENSCAFG00000010377.5
OG0005758	Nana35468-RA, Nana35468-RB	ENSCAFG00000010408.5
OG0005759	Nana34969-RB, Nana34969-RA	ENSCAFG00000012514.4
OG0005760	Nana34974-RA	ENSCAFG00000010114.4
OG0005761	Nana02363-RA, Nana02363-RB	ENSCAFG00000002493.5
OG0005762	Nana16545-RB, Nana16545-RA	ENSCAFG00000008849.5
OG0005763	Nana18504-RA	ENSCAFG00000016022.5
OG0005764	Nana26811-RB, Nana26811-RA	ENSCAFG00000000341.4
OG0005765	Nana18510-RB, Nana18510-RA	ENSCAFG00000016161.4
OG0005766	Nana16532-RC, Nana16532-RD	ENSCAFG00000008628.4
OG0005767	Nana16532-RA, Nana16532-RB	ENSCAFG00000008598.4
OG0005768	Nana18513-RA	ENSCAFG00000016208.5
OG0005769	Nana35018-RB, Nana35018-RA	ENSCAFG00000009029.4
OG0005770	Nana35022-RA	ENSCAFG00000009046.4
OG0005771	Nana16523-RB, Nana16523-RC	ENSCAFG00000008505.4
OG0005772	Nana28882-RA	ENSCAFG00000023925.3
OG0005773	Nana18516-RA	ENSCAFG00000016265.4
OG0005774	Nana16523-RA	ENSCAFG00000030018.2
OG0005775	Nana18517-RA	ENSCAFG00000016269.4
OG0005776	Nana06363-RC, Nana06363-RB	ENSCAFG00000019272.4
OG0005777	Nana26717-RA, Nana26717-RB	ENSCAFG00000014979.5
OG0005778	Nana00660-RB, Nana00660-RC, Nana00660-RA	ENSCAFG00000005048.4
OG0005779	Nana28877-RB, Nana28877-RA	ENSCAFG00000014202.6
OG0005780	Nana35044-RA	ENSCAFG00000009146.5
OG0005781	Nana35632-RA, Nana35634-RA, Nana35762-RA	ENSCAFG00000013552.5
OG0005782	Nana28870-RA	ENSCAFG00000014210.4
OG0005783	Nana28866-RB, Nana28866-RA	ENSCAFG00000014213.4
OG0005784	Nana26723-RA	ENSCAFG00000044253.1
OG0005785	Nana26729-RA	ENSCAFG00000014873.4
OG0005786	Nana26314-RB, Nana26314-RA	ENSCAFG00000006869.4
OG0005787	Nana33773-RA	ENSCAFG00000017492.4
OG0005788	Nana11551-RA, Nana26758-RA	ENSCAFG00000006544.5
OG0005789	Nana16358-RA	ENSCAFG00000007088.3
OG0005790	Nana23252-RA	ENSCAFG00000016987.4
OG0005791	Nana26737-RA	ENSCAFG00000029040.2
OG0005792	Nana36928-RA	ENSCAFG00000019779.4
OG0005793	Nana26730-RB, Nana26730-RA	ENSCAFG00000004526.6
OG0005794	Nana12467-RA	ENSCAFG00000018917.4
OG0005795	Nana31324-RB, Nana31324-RA	ENSCAFG00000020409.5
OG0005796	Nana12476-RA, Nana12475-RA	ENSCAFG00000023022.4
OG0005797	Nana12490-RA	ENSCAFG00000000096.4
OG0005798	Nana31332-RB, Nana31332-RA	ENSCAFG00000020364.4
OG0005799	Nana31334-RB, Nana31334-RA	ENSCAFG00000020363.4
OG0005800	Nana16391-RA	ENSCAFG00000007203.4
OG0005801	Nana31337-RA	ENSCAFG00000020374.5
OG0005802	Nana32719-RA	ENSCAFG00000017968.4
OG0005803	Nana05919-RA	ENSCAFG00000014750.4
OG0005804	Nana31338-RB, Nana31338-RA	ENSCAFG00000020375.5
OG0005805	Nana28950-RA	ENSCAFG00000013538.4
OG0005806	Nana16411-RA	ENSCAFG00000030126.1
OG0005807	Nana17919-RA	ENSCAFG00000012156.4
OG0005808	Nana16414-RA	ENSCAFG00000007344.5
OG0005809	Nana27977-RB, Nana27977-RA	ENSCAFG00000001543.4
OG0005810	Nana36880-RA	ENSCAFG00000019902.5
OG0005812	Nana34130-RA, Nana34647-RA	ENSCAFG00000018135.4
OG0005813	Nana05805-RA, Nana05805-RB	ENSCAFG00000015656.4
OG0005814	Nana00022-RA, Nana00025-RA	ENSCAFG00000019117.4
OG0005815	Nana15049-RA, Nana15049-RB	ENSCAFG00000010552.4
OG0005816	Nana05817-RA	ENSCAFG00000015598.4
OG0005817	Nana16422-RA	ENSCAFG00000007386.4
OG0005818	Nana05819-RB, Nana05819-RA	ENSCAFG00000015585.6
OG0005819	Nana05821-RA, Nana05820-RA	ENSCAFG00000015578.5
OG0005820	Nana35737-RA, Nana35737-RB	ENSCAFG00000012557.4
OG0005821	Nana12514-RA	ENSCAFG00000000129.4
OG0005822	Nana28532-RA	ENSCAFG00000032261.2
OG0005823	Nana11285-RA	ENSCAFG00000016743.4
OG0005824	Nana31393-RA, Nana31393-RB	ENSCAFG00000007590.4
OG0005825	Nana28535-RA	ENSCAFG00000010488.4
OG0005826	Nana28536-RA	ENSCAFG00000010534.4
OG0005827	Nana17517-RA, Nana17517-RB	ENSCAFG00000008471.4
OG0005828	Nana36266-RA	ENSCAFG00000002473.4, ENSCAFG00000046244.1
OG0005829	Nana17483-RA	ENSCAFG00000008956.4
OG0005830	Nana11280-RA	ENSCAFG00000030333.1
OG0005831	Nana38358-RA, Nana38355-RA	ENSCAFG00000023671.4
OG0005832	Nana35335-RB, Nana35335-RA	ENSCAFG00000006694.4
OG0005833	Nana31681-RA	ENSCAFG00000019917.4, ENSCAFG00000044526.1
OG0005834	Nana06007-RA	ENSCAFG00000015735.5
OG0005835	Nana16442-RA	ENSCAFG00000007868.4
OG0005836	Nana28557-RA	ENSCAFG00000010432.5
OG0005837	Nana35359-RA, Nana35361-RA	ENSCAFG00000028957.2
OG0005838	Nana00696-RD, Nana00696-RF, Nana00696-RE	ENSCAFG00000004647.4
OG0005839	Nana19249-RA	ENSCAFG00000014651.4
OG0005840	Nana19253-RA	ENSCAFG00000012274.4
OG0005844	Nana19046-RB, Nana19046-RA	ENSCAFG00000015872.4
OG0005845	Nana11261-RA, Nana11261-RB	ENSCAFG00000002315.4
OG0005846	Nana03953-RA	ENSCAFG00000015541.4
OG0005847	Nana11249-RA, Nana11250-RA	ENSCAFG00000024624.3
OG0005848	Nana35599-RA	ENSCAFG00000006985.6
OG0005850	Nana35769-RB, Nana35769-RA	ENSCAFG00000011405.4
OG0005851	Nana11248-RA	ENSCAFG00000002370.4
OG0005852	Nana16465-RA, Nana16467-RA	ENSCAFG00000008031.4
OG0005853	Nana18789-RA	ENSCAFG00000008880.5
OG0005854	Nana34883-RA	ENSCAFG00000006996.5
OG0005856	Nana16476-RA, Nana16475-RA	ENSCAFG00000008170.4
OG0005857	Nana36113-RA	ENSCAFG00000031128.2
OG0005858	Nana34570-RA, Nana34570-RB	ENSCAFG00000018959.4
OG0005859	Nana11234-RA	ENSCAFG00000028527.2
OG0005860	Nana18786-RA	ENSCAFG00000006884.4
OG0005861	Nana11233-RA	ENSCAFG00000002386.4
OG0005862	Nana34573-RD, Nana34573-RE	ENSCAFG00000018931.5
OG0005863	Nana34573-RG, Nana34573-RF	ENSCAFG00000018920.5
OG0005864	Nana31186-RA	ENSCAFG00000002667.4, ENSCAFG00000023283.3
OG0005865	Nana36032-RA	ENSCAFG00000013350.4
OG0005866	Nana17782-RA	ENSCAFG00000010267.5
OG0005867	Nana31944-RA	ENSCAFG00000017252.4
OG0005868	Nana16225-RA	ENSCAFG00000018125.4
OG0005869	Nana06295-RA	ENSCAFG00000049675.1
OG0005870	Nana16220-RA	ENSCAFG00000018132.4
OG0005871	Nana17785-RA, Nana17785-RB	ENSCAFG00000010317.5
OG0005872	Nana18814-RA	ENSCAFG00000014872.4
OG0005873	Nana34869-RA	ENSCAFG00000007468.4
OG0005874	Nana36319-RA	ENSCAFG00000050043.1, ENSCAFG00000012540.5
OG0005875	Nana34868-RB, Nana34868-RA	ENSCAFG00000007482.4
OG0005876	Nana34669-RA	ENSCAFG00000007484.4, ENSCAFG00000007493.4
OG0005877	Nana33114-RD, Nana33114-RC	ENSCAFG00000017645.5
OG0005878	Nana05850-RB, Nana05850-RA	ENSCAFG00000015204.4
OG0005879	Nana28178-RA, Nana28180-RA	ENSCAFG00000000045.4, ENSCAFG00000023414.2
OG0005880	Nana30292-RA	ENSCAFG00000011979.4
OG0005881	Nana33110-RA	ENSCAFG00000013108.5
OG0005882	Nana34859-RA	ENSCAFG00000007512.3
OG0005883	Nana34857-RA	ENSCAFG00000007524.4
OG0005884	Nana30295-RH	ENSCAFG00000011935.4
OG0005886	Nana06104-RA, Nana06104-RB	ENSCAFG00000029882.2
OG0005887	Nana16203-RA	ENSCAFG00000018173.4
OG0005888	Nana19601-RA	ENSCAFG00000012205.4
OG0005889	Nana34019-RA	ENSCAFG00000019662.4
OG0005890	Nana28026-RA, Nana28026-RB	ENSCAFG00000007658.4
OG0005891	Nana36329-RA, Nana36329-RB	ENSCAFG00000012022.4
OG0005892	Nana17196-RA	ENSCAFG00000001285.4
OG0005894	Nana35971-RA	ENSCAFG00000014729.4, ENSCAFG00000013279.4
OG0005895	Nana00032-RA	ENSCAFG00000019157.4
OG0005896	Nana26646-RA	ENSCAFG00000004602.4
OG0005897	Nana35620-RA	ENSCAFG00000011319.5
OG0005898	Nana32939-RA	ENSCAFG00000018152.5
OG0005899	Nana16200-RA	ENSCAFG00000018183.4
OG0005900	Nana18925-RB, Nana18925-RA	ENSCAFG00000015388.4
OG0005901	Nana35983-RA	ENSCAFG00000014672.4
OG0005902	Nana28264-RB, Nana28264-RA	ENSCAFG00000006057.5
OG0005903	Nana19695-RA, Nana19697-RA	ENSCAFG00000011266.4
OG0005904	Nana37192-RA	ENSCAFG00000015152.4
OG0005905	Nana28266-RA	ENSCAFG00000006047.5
OG0005906	Nana35985-RA	ENSCAFG00000014591.5
OG0005907	Nana35817-RA	ENSCAFG00000013964.4
OG0005908	Nana34839-RA	ENSCAFG00000032380.2
OG0005909	Nana15764-RA, Nana13526-RA	ENSCAFG00000048005.1
OG0005910	Nana05955-RA	ENSCAFG00000014201.5
OG0005912	Nana30854-RB, Nana30854-RA	ENSCAFG00000006665.4
OG0005913	Nana34837-RB, Nana34837-RA	ENSCAFG00000008442.4
OG0005914	Nana16193-RA, Nana16193-RB	ENSCAFG00000018216.4
OG0005915	Nana36759-RA	ENSCAFG00000019525.4
OG0005916	Nana21190-RA	ENSCAFG00000005080.4
OG0005917	Nana28810-RA, Nana28812-RA	ENSCAFG00000012000.4
OG0005918	Nana28800-RA	ENSCAFG00000011978.5
OG0005919	Nana16171-RA, Nana16171-RB	ENSCAFG00000018249.4
OG0005920	Nana00591-RA, Nana00591-RB	ENSCAFG00000017513.5
OG0005921	Nana34822-RA	ENSCAFG00000008313.4
OG0005922	Nana18521-RA	ENSCAFG00000016306.4
OG0005923	Nana33824-RA	ENSCAFG00000019401.4
OG0005924	Nana21188-RB, Nana21188-RA	ENSCAFG00000005088.5
