Orthogroup	N_naja.pep	M_musculus.pep
OG0007685	Nana08337-RA, Nana02314-RA	ENSMUSG00000025650.13
OG0007686	Nana17322-RA	ENSMUSG00000027309.18
OG0007687	Nana33586-RA	ENSMUSG00000032363.15
OG0007688	Nana36058-RA, Nana36057-RA	ENSMUSG00000047824.13
OG0007689	Nana37511-RA	ENSMUSG00000028990.13
OG0007690	Nana33588-RA	ENSMUSG00000032381.5
OG0007691	Nana33589-RA	ENSMUSG00000033396.13
OG0007692	Nana05994-RA	ENSMUSG00000025474.9
OG0007693	Nana01994-RA	ENSMUSG00000038876.12
OG0007694	Nana36289-RA	ENSMUSG00000038612.16
OG0007695	Nana36287-RA, Nana36287-RB	ENSMUSG00000005774.12
OG0007696	Nana03214-RA	ENSMUSG00000025978.14
OG0007697	Nana29756-RA	ENSMUSG00000050188.8
OG0007698	Nana32754-RB	ENSMUSG00000036030.9
OG0007699	Nana15822-RA, Nana39470-RA	ENSMUSG00000022203.7
OG0007700	Nana34742-RA	ENSMUSG00000054675.5
OG0007701	Nana37214-RA	ENSMUSG00000041025.15, ENSMUSG00000094439.1
OG0007702	Nana31815-RA	ENSMUSG00000010154.7
OG0007703	Nana21891-RA	ENSMUSG00000043496.7
OG0007704	Nana36760-RA	ENSMUSG00000015085.8
OG0007705	Nana31821-RA	ENSMUSG00000040220.10
OG0007706	Nana21882-RA	ENSMUSG00000063568.11
OG0007707	Nana31917-RA	ENSMUSG00000031214.13
OG0007708	Nana29429-RA	ENSMUSG00000072662.2
OG0007709	Nana29431-RA	ENSMUSG00000040112.9
OG0007711	Nana31897-RA	ENSMUSG00000044206.3
OG0007712	Nana29438-RA	ENSMUSG00000003031.14
OG0007716	Nana21824-RA	ENSMUSG00000059182.7
OG0007717	Nana22240-RA	ENSMUSG00000040936.15
OG0007718	Nana22247-RA	ENSMUSG00000032532.7
OG0007719	Nana21101-RA	ENSMUSG00000044791.16
OG0007720	Nana34733-RA	ENSMUSG00000042096.15
OG0007721	Nana38905-RA, Nana38905-RB	ENSMUSG00000037364.12
OG0007722	Nana28072-RA	ENSMUSG00000029994.17
OG0007724	Nana36484-RA	ENSMUSG00000047250.13
OG0007725	Nana29762-RA	ENSMUSG00000028654.13
OG0007726	Nana13772-RA	ENSMUSG00000027628.10
OG0007727	Nana06539-RA	ENSMUSG00000020131.14
OG0007729	Nana36264-RA	ENSMUSG00000041912.12
OG0007730	Nana00722-RA, Nana00722-RB	ENSMUSG00000029175.17
OG0007731	Nana33540-RA	ENSMUSG00000032400.18
OG0007732	Nana29771-RA	ENSMUSG00000028651.12
OG0007733	Nana28497-RA	ENSMUSG00000055799.13
OG0007734	Nana17487-RA	ENSMUSG00000033720.12
OG0007735	Nana33544-RA	ENSMUSG00000036867.7
OG0007736	Nana13761-RA	ENSMUSG00000017868.16
OG0007737	Nana18546-RA	ENSMUSG00000029108.14
OG0007738	Nana13756-RA	ENSMUSG00000017861.11
OG0007739	Nana33554-RA	ENSMUSG00000037801.13
OG0007741	Nana09969-RA	ENSMUSG00000020553.8
OG0007742	Nana31765-RA	ENSMUSG00000006517.5
OG0007743	Nana29812-RA	ENSMUSG00000028789.16
OG0007744	Nana31768-RA	ENSMUSG00000014470.4
OG0007745	Nana33565-RA	ENSMUSG00000032245.12
OG0007746	Nana31769-RA	ENSMUSG00000049482.16
OG0007747	Nana33566-RA	ENSMUSG00000032244.9
OG0007750	Nana06241-RA	ENSMUSG00000031858.16
OG0007751	Nana30718-RA	ENSMUSG00000074364.6
OG0007752	Nana25621-RA	ENSMUSG00000044465.19
OG0007753	Nana36305-RA	ENSMUSG00000015711.8
OG0007756	Nana34433-RA	ENSMUSG00000036639.12
OG0007757	Nana28003-RA	ENSMUSG00000030000.10
OG0007760	Nana37121-RA	ENSMUSG00000026805.14
OG0007761	Nana30510-RB	ENSMUSG00000054342.8
OG0007762	Nana27196-RA	ENSMUSG00000018040.9
OG0007763	Nana00156-RA	ENSMUSG00000020692.14
OG0007764	Nana28465-RA	ENSMUSG00000036306.13
OG0007765	Nana27194-RA	ENSMUSG00000041815.14
OG0007766	Nana31974-RA	ENSMUSG00000033965.10
OG0007767	Nana15652-RA	ENSMUSG00000040420.15
OG0007768	Nana34010-RA	ENSMUSG00000037326.10
OG0007769	Nana31979-RA	ENSMUSG00000046449.15
OG0007770	Nana28458-RA	ENSMUSG00000031578.5
OG0007771	Nana25512-RA	ENSMUSG00000030706.17
OG0007772	Nana03102-RA	ENSMUSG00000025963.5
OG0007773	Nana03105-RA	ENSMUSG00000025964.15
OG0007775	Nana03108-RA	ENSMUSG00000027520.15
OG0007776	Nana32759-RA	ENSMUSG00000037674.15
OG0007777	Nana37429-RA	ENSMUSG00000023571.4
OG0007778	Nana31400-RA	ENSMUSG00000021217.7
OG0007779	Nana31411-RA	ENSMUSG00000043456.17
OG0007780	Nana30955-RA, Nana30955-RB	ENSMUSG00000037166.5
OG0007781	Nana31418-RA	ENSMUSG00000002068.16
OG0007782	Nana30031-RA	ENSMUSG00000037139.15
OG0007784	Nana30025-RA	ENSMUSG00000062585.11
OG0007785	Nana35849-RA	ENSMUSG00000106685.3, ENSMUSG00000032946.16
OG0007786	Nana34531-RD	ENSMUSG00000042650.3
OG0007787	Nana30023-RA	ENSMUSG00000028673.10
OG0007788	Nana31033-RD, Nana31033-RF, Nana31033-RE	ENSMUSG00000048400.13
OG0007790	Nana03123-RA	ENSMUSG00000025969.15
OG0007792	Nana03097-RA	ENSMUSG00000025956.10
OG0007793	Nana33241-RA	ENSMUSG00000025105.10
OG0007794	Nana03133-RA	ENSMUSG00000052062.14
OG0007795	Nana37138-RA	ENSMUSG00000029005.4
OG0007796	Nana34953-RA	ENSMUSG00000020412.16
OG0007797	Nana03200-RA	ENSMUSG00000038323.3
OG0007798	Nana19130-RA	ENSMUSG00000042846.8
OG0007799	Nana03151-RA	ENSMUSG00000026014.15
OG0007800	Nana35935-RA	ENSMUSG00000026544.6
OG0007801	Nana03153-RA	ENSMUSG00000026782.15
OG0007802	Nana19299-RA	ENSMUSG00000024776.18
OG0007803	Nana19136-RA	ENSMUSG00000036764.12
OG0007804	Nana30946-RA	ENSMUSG00000053198.14
OG0007805	Nana19266-RA	ENSMUSG00000024868.8
OG0007806	Nana37184-RA	ENSMUSG00000029016.13
OG0007807	Nana19298-RA	ENSMUSG00000024774.16
OG0007808	Nana28840-RA	ENSMUSG00000034739.17
OG0007809	Nana30017-RA	ENSMUSG00000028668.5
OG0007810	Nana30647-RB, Nana30647-RA	ENSMUSG00000043843.17
OG0007811	Nana19262-RA	ENSMUSG00000052613.16
OG0007812	Nana05673-RA	ENSMUSG00000040867.13
OG0007813	Nana03161-RA	ENSMUSG00000038085.13
OG0007814	Nana32660-RA	ENSMUSG00000009670.11
OG0007815	Nana03162-RA	ENSMUSG00000026019.15
OG0007816	Nana33751-RA	ENSMUSG00000046321.8
OG0007817	Nana05670-RA	ENSMUSG00000048856.9
OG0007818	Nana19143-RA	ENSMUSG00000020070.18
OG0007819	Nana03164-RA	ENSMUSG00000041040.12
OG0007820	Nana17838-RA	ENSMUSG00000028030.12
OG0007821	Nana03166-RA	ENSMUSG00000067336.6
OG0007822	Nana17834-RA	ENSMUSG00000040998.18
OG0007823	Nana17833-RA	ENSMUSG00000028018.15
OG0007824	Nana05658-RA	ENSMUSG00000058070.14
OG0007825	Nana19144-RA	ENSMUSG00000071253.8
OG0007826	Nana17831-RA	ENSMUSG00000028016.9
OG0007827	Nana03169-RA	ENSMUSG00000026020.9
OG0007828	Nana19272-RA	ENSMUSG00000024896.9
OG0007829	Nana17830-RA	ENSMUSG00000040969.14
OG0007830	Nana33507-RA	ENSMUSG00000030554.16
OG0007832	Nana33399-RA	ENSMUSG00000030556.13
OG0007833	Nana04766-RA	ENSMUSG00000037541.21
OG0007834	Nana32741-RA	ENSMUSG00000044976.17
OG0007835	Nana05635-RA	ENSMUSG00000021260.8
OG0007836	Nana19157-RA	ENSMUSG00000036955.16
OG0007837	Nana05630-RA	ENSMUSG00000021258.10
OG0007838	Nana08926-RA	ENSMUSG00000020387.15
OG0007839	Nana34605-RA	ENSMUSG00000024132.6
OG0007840	Nana04775-RA	ENSMUSG00000027180.12
OG0007841	Nana33384-RA	ENSMUSG00000053091.16
OG0007842	Nana04776-RA	ENSMUSG00000032698.15
OG0007843	Nana33383-RA	ENSMUSG00000030509.17
OG0007844	Nana37226-RA	ENSMUSG00000040972.8
OG0007845	Nana08923-RA	ENSMUSG00000036391.16
OG0007846	Nana13152-RA	ENSMUSG00000017307.16
OG0007847	Nana35863-RA, Nana35864-RB, Nana35864-RA	ENSMUSG00000004054.9
OG0007848	Nana37017-RA	ENSMUSG00000068966.10
OG0007849	Nana28010-RA	ENSMUSG00000029998.14
OG0007851	Nana08921-RA	ENSMUSG00000021501.4
OG0007852	Nana34546-RA	ENSMUSG00000001039.12
OG0007853	Nana36727-RA, Nana36727-RB	ENSMUSG00000026969.3
OG0007854	Nana27860-RB	ENSMUSG00000001763.14
OG0007855	Nana32952-RA	ENSMUSG00000032295.15
OG0007856	Nana31795-RA	ENSMUSG00000035569.17
OG0007857	Nana08905-RA	ENSMUSG00000048904.5
OG0007858	Nana08904-RA	ENSMUSG00000021508.11
OG0007859	Nana08902-RA	ENSMUSG00000021509.5
OG0007860	Nana08900-RA	ENSMUSG00000035493.10
OG0007863	Nana31810-RA	ENSMUSG00000019278.5
OG0007864	Nana04787-RA	ENSMUSG00000010911.12
OG0007865	Nana20733-RA	ENSMUSG00000021018.8
OG0007866	Nana34592-RA	ENSMUSG00000037972.7
OG0007867	Nana20734-RA	ENSMUSG00000029711.13
OG0007868	Nana21203-RA	ENSMUSG00000042787.15
OG0007869	Nana21204-RA	ENSMUSG00000061393.14
OG0007871	Nana30064-RB, Nana30064-RA	ENSMUSG00000028822.11
OG0007872	Nana02967-RA	ENSMUSG00000039783.15
OG0007873	Nana19117-RB	ENSMUSG00000057506.5
OG0007874	Nana11018-RA	ENSMUSG00000034206.15
OG0007876	Nana03179-RA	ENSMUSG00000079550.9
OG0007877	Nana19116-RA	ENSMUSG00000037578.4
OG0007878	Nana12418-RA	ENSMUSG00000054263.12
OG0007879	Nana03180-RA	ENSMUSG00000038079.14
OG0007880	Nana11011-RA	ENSMUSG00000022816.11
OG0007881	Nana12419-RA	ENSMUSG00000042961.13
OG0007882	Nana19113-RA	ENSMUSG00000036961.5
OG0007883	Nana03452-RA	ENSMUSG00000027070.14
OG0007884	Nana11009-RA	ENSMUSG00000034158.9
OG0007885	Nana33969-RA	ENSMUSG00000025738.8
OG0007886	Nana38750-RA	ENSMUSG00000022034.10
OG0007887	Nana11008-RA	ENSMUSG00000046961.8
OG0007888	Nana03185-RA	ENSMUSG00000026028.12
OG0007890	Nana12422-RA	ENSMUSG00000039828.7
OG0007891	Nana00799-RA	ENSMUSG00000014453.4
OG0007892	Nana09869-RA	ENSMUSG00000040548.16
OG0007893	Nana32552-RA	ENSMUSG00000031139.15
OG0007894	Nana12424-RA	ENSMUSG00000022142.8
OG0007895	Nana09870-RA	ENSMUSG00000020715.9
OG0007896	Nana32556-RA	ENSMUSG00000031138.4
OG0007897	Nana10467-RA	ENSMUSG00000034807.9
OG0007898	Nana34356-RA	ENSMUSG00000066640.11
OG0007899	Nana30680-RA	ENSMUSG00000057667.7
OG0007901	Nana33300-RB, Nana33300-RA	ENSMUSG00000039099.7
OG0007902	Nana33297-RA	ENSMUSG00000039313.14
OG0007903	Nana10557-RA	ENSMUSG00000031169.13
OG0007905	Nana36138-RD	ENSMUSG00000068921.14
OG0007906	Nana15383-RA, Nana37765-RA, Nana27939-RA	ENSMUSG00000079654.3
OG0007907	Nana37413-RA	ENSMUSG00000029033.16
OG0007908	Nana31702-RA	ENSMUSG00000031821.11
OG0007909	Nana36978-RA	ENSMUSG00000070953.13
OG0007910	Nana10565-RA	ENSMUSG00000031148.14
OG0007911	Nana06353-RA	ENSMUSG00000042570.14
OG0007912	Nana30689-RA	ENSMUSG00000002981.10
OG0007913	Nana29171-RA	ENSMUSG00000109865.1
OG0007914	Nana06400-RA	ENSMUSG00000003199.16
OG0007915	Nana10567-RA	ENSMUSG00000039382.12
OG0007918	Nana33271-RA	ENSMUSG00000052353.13
OG0007919	Nana29169-RA	ENSMUSG00000026648.18
OG0007920	Nana03443-RA	ENSMUSG00000027088.10
OG0007921	Nana31694-RA	ENSMUSG00000041515.10
OG0007922	Nana06392-RA	ENSMUSG00000001228.14
OG0007923	Nana03441-RA	ENSMUSG00000042155.3
OG0007924	Nana33270-RA	ENSMUSG00000038503.15
OG0007925	Nana36134-RA	ENSMUSG00000068923.14
OG0007926	Nana17808-RA	ENSMUSG00000053897.15
OG0007928	Nana14684-RA	ENSMUSG00000036390.8
OG0007929	Nana30701-RA	ENSMUSG00000002603.15
OG0007930	Nana38873-RA	ENSMUSG00000047123.8
OG0007931	Nana36130-RC	ENSMUSG00000028060.14
OG0007932	Nana14687-RA	ENSMUSG00000028173.10
OG0007933	Nana17801-RB, Nana17801-RA	ENSMUSG00000046818.7
OG0007935	Nana30706-RA	ENSMUSG00000006179.9
OG0007936	Nana17796-RA	ENSMUSG00000074212.7
OG0007937	Nana14689-RA	ENSMUSG00000028174.12
OG0007938	Nana18709-RA	ENSMUSG00000061535.11
OG0007940	Nana03438-RA	ENSMUSG00000044308.17
OG0007941	Nana12443-RA	ENSMUSG00000022247.12
OG0007942	Nana17795-RA	ENSMUSG00000091512.5
OG0007943	Nana14694-RA	ENSMUSG00000028176.13
OG0007944	Nana31103-RA	ENSMUSG00000031953.2
OG0007945	Nana23588-RA, Nana23588-RB	ENSMUSG00000003423.15
OG0007946	Nana17793-RA	ENSMUSG00000090066.2
OG0007947	Nana03433-RA	ENSMUSG00000075304.2
OG0007948	Nana14695-RA	ENSMUSG00000063052.9
OG0007949	Nana17792-RA	ENSMUSG00000028158.14
OG0007950	Nana23823-RA	ENSMUSG00000030830.18
OG0007951	Nana14697-RB	ENSMUSG00000039988.14
OG0007952	Nana21092-RB	ENSMUSG00000066324.2
OG0007953	Nana31992-RA	ENSMUSG00000073016.3
OG0007954	Nana14698-RA	ENSMUSG00000028179.12
OG0007955	Nana03914-RA	ENSMUSG00000033227.7
OG0007956	Nana00073-RA	ENSMUSG00000078789.9
OG0007957	Nana30567-RA, Nana30566-RA	ENSMUSG00000037145.14, ENSMUSG00000058287.5
OG0007958	Nana23595-RA	ENSMUSG00000030825.19
OG0007959	Nana17638-RA	ENSMUSG00000029337.2
OG0007960	Nana23816-RA	ENSMUSG00000042502.10
OG0007961	Nana13244-RA	ENSMUSG00000056941.17
OG0007962	Nana30874-RA	ENSMUSG00000003444.8
OG0007963	Nana23600-RA	ENSMUSG00000055809.7
OG0007964	Nana26993-RA, Nana23604-RA	ENSMUSG00000035429.13
OG0007965	Nana23607-RA	ENSMUSG00000052296.7
OG0007966	Nana13160-RA	ENSMUSG00000017299.13
OG0007967	Nana23443-RA	ENSMUSG00000008813.13
OG0007968	Nana25681-RA	ENSMUSG00000030890.16
OG0007969	Nana37165-RA	ENSMUSG00000036856.4
OG0007970	Nana34952-RA	ENSMUSG00000059534.8
OG0007971	Nana11034-RA	ENSMUSG00000047746.14
OG0007972	Nana04680-RA	ENSMUSG00000063297.7
OG0007973	Nana33576-RA	ENSMUSG00000041729.15
OG0007974	Nana04670-RA	ENSMUSG00000074968.11
OG0007975	Nana04671-RA	ENSMUSG00000050808.13
OG0007976	Nana04669-RA	ENSMUSG00000041644.14
OG0007977	Nana04664-RA	ENSMUSG00000041660.8
OG0007978	Nana33620-RA	ENSMUSG00000030541.16
OG0007979	Nana33426-RB, Nana33426-RA	ENSMUSG00000041696.14
OG0007980	Nana33619-RA	ENSMUSG00000048897.15
OG0007981	Nana33425-RA	ENSMUSG00000054978.3
OG0007982	Nana11078-RA	ENSMUSG00000004266.15
OG0007983	Nana11026-RA	ENSMUSG00000068284.14
OG0007984	Nana33420-RA	ENSMUSG00000053025.13
OG0007985	Nana11013-RA	ENSMUSG00000022821.13
OG0007986	Nana33415-RA	ENSMUSG00000025790.14
OG0007987	Nana11014-RA	ENSMUSG00000022827.14
OG0007988	Nana33411-RA	ENSMUSG00000078670.3
OG0007989	Nana33403-RA	ENSMUSG00000070509.15
OG0007990	Nana11065-RA	ENSMUSG00000051980.13
OG0007992	Nana36165-RA	ENSMUSG00000027933.11
OG0007993	Nana06032-RA	ENSMUSG00000000791.9, ENSMUSG00000111872.1
OG0007994	Nana20947-RA	ENSMUSG00000022780.5
OG0007995	Nana11060-RA	ENSMUSG00000027870.8
OG0007996	Nana11058-RA	ENSMUSG00000004233.14
OG0007997	Nana00693-RB	ENSMUSG00000029163.9
OG0007998	Nana11053-RA	ENSMUSG00000027867.10
OG0007999	Nana28203-RA	ENSMUSG00000037492.16
OG0008000	Nana04968-RB	ENSMUSG00000002679.14
OG0008001	Nana11822-RA	ENSMUSG00000021453.2
OG0008002	Nana00940-RA	ENSMUSG00000027379.13
OG0008003	Nana00938-RA	ENSMUSG00000027378.16
OG0008004	Nana31046-RE	ENSMUSG00000031787.8
OG0008005	Nana00937-RA	ENSMUSG00000027377.2
OG0008006	Nana11337-RA	ENSMUSG00000028412.17
OG0008008	Nana27934-RA, Nana27934-RB	ENSMUSG00000078937.8
OG0008009	Nana28967-RA	ENSMUSG00000032076.20
OG0008010	Nana11338-RA	ENSMUSG00000054752.16
OG0008012	Nana11340-RA	ENSMUSG00000028417.3
OG0008013	Nana11353-RA	ENSMUSG00000060206.11
OG0008014	Nana06277-RA	ENSMUSG00000031849.9
OG0008015	Nana34197-RA	ENSMUSG00000030922.12
OG0008016	Nana03336-RA	ENSMUSG00000027016.17
OG0008017	Nana03337-RA	ENSMUSG00000042272.17
OG0008018	Nana37563-RA	ENSMUSG00000028920.9
OG0008019	Nana03343-RA	ENSMUSG00000002733.8
OG0008020	Nana34094-RA	ENSMUSG00000038880.13
OG0008021	Nana37106-RA	ENSMUSG00000000889.8
OG0008022	Nana32165-RA	ENSMUSG00000031242.7, ENSMUSG00000109901.2
OG0008023	Nana03347-RA	ENSMUSG00000002731.6
OG0008024	Nana32161-RA	ENSMUSG00000031241.17
OG0008025	Nana37588-RA	ENSMUSG00000028948.16
OG0008026	Nana32151-RA	ENSMUSG00000049929.7
OG0008027	Nana32899-RA	ENSMUSG00000042557.14
OG0008028	Nana27185-RA	ENSMUSG00000042638.14
OG0008029	Nana33009-RA	ENSMUSG00000032300.7
OG0008030	Nana33002-RA	ENSMUSG00000062309.8
OG0008031	Nana27182-RA	ENSMUSG00000030213.12
OG0008032	Nana33000-RA	ENSMUSG00000032305.15
OG0008033	Nana32998-RA	ENSMUSG00000032306.14
OG0008034	Nana32238-RA	ENSMUSG00000090110.8
OG0008035	Nana32879-RA	ENSMUSG00000032289.15
OG0008036	Nana15007-RA	ENSMUSG00000026368.6
OG0008037	Nana25450-RA	ENSMUSG00000035713.15
OG0008038	Nana25451-RA	ENSMUSG00000044952.5
OG0008039	Nana32870-RA	ENSMUSG00000047766.15
OG0008040	Nana15006-RA	ENSMUSG00000033952.14
OG0008041	Nana32869-RA	ENSMUSG00000034839.5
OG0008042	Nana15005-RA	ENSMUSG00000033964.12
OG0008043	Nana25462-RA	ENSMUSG00000051727.14
OG0008044	Nana15004-RA	ENSMUSG00000063681.14
OG0008045	Nana19425-RA	ENSMUSG00000025475.17
OG0008046	Nana25466-RA	ENSMUSG00000035642.16
OG0008048	Nana25468-RA	ENSMUSG00000035623.14
OG0008049	Nana19418-RA	ENSMUSG00000025014.13
OG0008050	Nana29048-RA	ENSMUSG00000047880.15
OG0008051	Nana19414-RA	ENSMUSG00000049164.7
OG0008052	Nana14061-RA	ENSMUSG00000016494.9
OG0008053	Nana19408-RC, Nana19408-RA, Nana19408-RB	ENSMUSG00000108929.2
OG0008054	Nana19403-RA	ENSMUSG00000040565.8
OG0008055	Nana25506-RA	ENSMUSG00000008318.10
OG0008056	Nana33218-RA	ENSMUSG00000027360.5
OG0008057	Nana30196-RA	ENSMUSG00000040025.17
OG0008058	Nana32993-RA	ENSMUSG00000032312.7
OG0008059	Nana33216-RA	ENSMUSG00000027361.15
OG0008060	Nana07944-RA	ENSMUSG00000032609.12
OG0008061	Nana28933-RA	ENSMUSG00000032264.9
OG0008062	Nana09835-RA	ENSMUSG00000000049.11
OG0008063	Nana32996-RA	ENSMUSG00000039714.9
OG0008064	Nana28920-RA	ENSMUSG00000039542.16
OG0008065	Nana13589-RA	ENSMUSG00000038567.5
OG0008066	Nana03545-RA	ENSMUSG00000026834.13
OG0008069	Nana09808-RA	ENSMUSG00000020604.13
OG0008070	Nana03327-RA	ENSMUSG00000027009.18
OG0008071	Nana39406-RA	ENSMUSG00000035726.8
OG0008072	Nana30346-RA	ENSMUSG00000036931.15
OG0008073	Nana31725-RA	ENSMUSG00000025318.13
OG0008074	Nana33204-RA	ENSMUSG00000111559.2
OG0008075	Nana28301-RA	ENSMUSG00000034194.17
OG0008076	Nana20875-RA	ENSMUSG00000035629.19
OG0008077	Nana24084-RA	ENSMUSG00000022160.18
OG0008078	Nana08033-RA	ENSMUSG00000030020.13
OG0008080	Nana21960-RA	ENSMUSG00000021775.11
OG0008081	Nana06085-RA	ENSMUSG00000070002.7
OG0008082	Nana20867-RA	ENSMUSG00000060636.14
OG0008083	Nana30339-RA	ENSMUSG00000006651.8
OG0008084	Nana08025-RA	ENSMUSG00000044772.2
OG0008085	Nana33196-RA	ENSMUSG00000027207.15
OG0008086	Nana12951-RA	ENSMUSG00000068040.10
OG0008087	Nana08422-RA	ENSMUSG00000064080.12
OG0008088	Nana37051-RA	ENSMUSG00000026923.15
OG0008089	Nana20864-RA	ENSMUSG00000026229.17
OG0008090	Nana36564-RB, Nana36564-RA	ENSMUSG00000039021.15
OG0008091	Nana13251-RA	ENSMUSG00000046020.13
OG0008092	Nana33192-RA	ENSMUSG00000035093.16
OG0008093	Nana33190-RA	ENSMUSG00000035109.14
OG0008094	Nana08416-RA	ENSMUSG00000038042.11
OG0008095	Nana08415-RA	ENSMUSG00000021381.4
OG0008096	Nana08413-RA	ENSMUSG00000038025.8
OG0008097	Nana12937-RA	ENSMUSG00000061411.12
OG0008098	Nana01487-RA	ENSMUSG00000026492.11
OG0008099	Nana08408-RA	ENSMUSG00000037989.15
OG0008100	Nana08405-RA	ENSMUSG00000021384.14
OG0008101	Nana08404-RA	ENSMUSG00000037946.11
OG0008102	Nana01564-RA	ENSMUSG00000057554.13
OG0008103	Nana30317-RA	ENSMUSG00000032469.12
OG0008104	Nana23974-RA	ENSMUSG00000023411.12
OG0008105	Nana30316-RB	ENSMUSG00000044244.18
OG0008106	Nana26098-RA	ENSMUSG00000050967.5
OG0008107	Nana26096-RB	ENSMUSG00000003135.15
OG0008108	Nana34218-RA	ENSMUSG00000030889.14
OG0008109	Nana30308-RA	ENSMUSG00000049878.13
OG0008110	Nana25478-RA	ENSMUSG00000049580.12
OG0008111	Nana39267-RA	ENSMUSG00000074240.5
OG0008112	Nana26677-RA	ENSMUSG00000008090.14
OG0008113	Nana32868-RA	ENSMUSG00000027259.15
OG0008114	Nana30306-RA	ENSMUSG00000036940.15
OG0008115	Nana32867-RA	ENSMUSG00000078681.10
OG0008116	Nana23949-RA	ENSMUSG00000027133.3
OG0008117	Nana29985-RA	ENSMUSG00000028847.8
OG0008118	Nana37112-RA	ENSMUSG00000036040.14
OG0008119	Nana31009-RA	ENSMUSG00000031749.12
OG0008120	Nana30304-RA	ENSMUSG00000001089.14
OG0008121	Nana30803-RE, Nana30803-RD	ENSMUSG00000023118.15
OG0008122	Nana35741-RA	ENSMUSG00000003680.16
OG0008123	Nana37111-RA	ENSMUSG00000009216.7
OG0008124	Nana28125-RA	ENSMUSG00000034906.15
OG0008125	Nana33261-RA	ENSMUSG00000038540.14
OG0008126	Nana28027-RA, Nana28027-RB	ENSMUSG00000033589.4
OG0008128	Nana30004-RA	ENSMUSG00000028833.13
OG0008129	Nana35796-RA, Nana35802-RI, Nana35802-RH	ENSMUSG00000069833.13
OG0008130	Nana36399-RA	ENSMUSG00000026796.16
OG0008131	Nana03352-RA	ENSMUSG00000042410.16
OG0008132	Nana18219-RA	ENSMUSG00000031562.15
OG0008133	Nana24234-RA	ENSMUSG00000022193.7
OG0008134	Nana02325-RA	ENSMUSG00000032890.17
OG0008135	Nana32286-RA	ENSMUSG00000000223.13
OG0008136	Nana03354-RA	ENSMUSG00000015839.6
OG0008137	Nana31005-RA	ENSMUSG00000033732.10
OG0008138	Nana32285-RA	ENSMUSG00000040554.10
OG0008139	Nana29916-RA	ENSMUSG00000028776.14
OG0008140	Nana27873-RA	ENSMUSG00000059022.15
OG0008141	Nana36042-RA	ENSMUSG00000042737.9
OG0008143	Nana01007-RA	ENSMUSG00000024135.10
OG0008144	Nana31003-RB	ENSMUSG00000010936.11
OG0008145	Nana28516-RA	ENSMUSG00000032125.20
OG0008146	Nana28514-RA	ENSMUSG00000046240.8
OG0008147	Nana01016-RA	ENSMUSG00000071037.6
OG0008148	Nana24268-RA	ENSMUSG00000022218.16
OG0008149	Nana28504-RA	ENSMUSG00000035934.16
OG0008150	Nana34636-RE, Nana34636-RB	ENSMUSG00000024181.9
OG0008151	Nana27988-RA	ENSMUSG00000034832.15
OG0008152	Nana34637-RA	ENSMUSG00000024184.15
OG0008153	Nana28500-RA	ENSMUSG00000056698.11
OG0008154	Nana38342-RA, Nana38345-RA	ENSMUSG00000035960.14
OG0008155	Nana19848-RA	ENSMUSG00000035342.14
OG0008156	Nana36159-RA	ENSMUSG00000001018.15
OG0008157	Nana36787-RA	ENSMUSG00000036327.18
OG0008158	Nana20745-RA	ENSMUSG00000050821.14
OG0008159	Nana19856-RA	ENSMUSG00000025213.11
OG0008160	Nana19871-RA	ENSMUSG00000025216.9
OG0008161	Nana06407-RA	ENSMUSG00000019578.11
OG0008162	Nana01894-RA	ENSMUSG00000039891.6
OG0008163	Nana06406-RA	ENSMUSG00000002835.9
OG0008164	Nana33796-RA	ENSMUSG00000030869.11
OG0008165	Nana01897-RA	ENSMUSG00000078453.3
OG0008166	Nana32266-RA	ENSMUSG00000036985.12
OG0008167	Nana32263-RA	ENSMUSG00000031101.6
OG0008168	Nana01819-RA	ENSMUSG00000015755.16
OG0008169	Nana25196-RA	ENSMUSG00000034218.16
OG0008171	Nana01817-RA	ENSMUSG00000015757.10
OG0008172	Nana19893-RA	ENSMUSG00000025218.6
OG0008173	Nana01901-RA	ENSMUSG00000071392.6
OG0008174	Nana01902-RA	ENSMUSG00000059554.12
OG0008175	Nana23909-RA	ENSMUSG00000004561.14
OG0008176	Nana19897-RA	ENSMUSG00000040913.11
OG0008177	Nana01905-RA	ENSMUSG00000039835.16
OG0008178	Nana34639-RA	ENSMUSG00000005981.11
OG0008179	Nana32262-RA	ENSMUSG00000037005.16
OG0008180	Nana19898-RA	ENSMUSG00000025219.13
OG0008181	Nana19317-RA	ENSMUSG00000009378.4
OG0008183	Nana20758-RA	ENSMUSG00000033809.15
OG0008184	Nana16114-RA	ENSMUSG00000023460.13
OG0008185	Nana01922-RA	ENSMUSG00000050473.5
OG0008186	Nana01924-RA	ENSMUSG00000020003.16
OG0008187	Nana36715-RA	ENSMUSG00000089953.3
OG0008188	Nana01929-RA	ENSMUSG00000071369.11
OG0008189	Nana01811-RA	ENSMUSG00000116377.1, ENSMUSG00000019796.12
OG0008190	Nana19910-RA	ENSMUSG00000039901.10
OG0008191	Nana19911-RA	ENSMUSG00000074811.3
OG0008193	Nana01941-RA	ENSMUSG00000019986.17
OG0008194	Nana36918-RA	ENSMUSG00000015776.12
OG0008195	Nana09972-RA	ENSMUSG00000003948.17
