Orthogroup	N_naja.pep	G_gallus.pep
OG0004816	Nana02256-RC, Nana02256-RB, Nana02256-RD	ENSGALG00000015831.6
OG0004817	Nana02005-RA	ENSGALG00000014843.6
OG0004818	Nana39669-RA, Nana39669-RB, Nana39669-RC	ENSGALG00000005902.7
OG0004819	Nana02066-RA, Nana02064-RA	ENSGALG00000014964.6
OG0004820	Nana02078-RB, Nana02078-RA	ENSGALG00000015001.6
OG0004821	Nana02131-RA	ENSGALG00000015345.6
OG0004822	Nana08284-RA	ENSGALG00000034289.2
OG0004823	Nana08280-RB, Nana08280-RA, Nana08280-RC	ENSGALG00000044610.2
OG0004824	Nana02122-RA, Nana02123-RA	ENSGALG00000043047.3
OG0004825	Nana02114-RA, Nana02114-RB	ENSGALG00000015303.6
OG0004826	Nana02104-RA	ENSGALG00000015237.6
OG0004827	Nana08256-RA	ENSGALG00000008546.6
OG0004828	Nana02086-RA	ENSGALG00000049668.1
OG0004829	Nana02085-RB, Nana02085-RA	ENSGALG00000015033.6
OG0004830	Nana02084-RB, Nana02084-RA	ENSGALG00000015026.6
OG0004831	Nana22081-RB, Nana22081-RA	ENSGALG00000039920.2
OG0004832	Nana08117-RA	ENSGALG00000007819.6
OG0004833	Nana22019-RA	ENSGALG00000025811.3
OG0004834	Nana02265-RA	ENSGALG00000015836.6
OG0004835	Nana02267-RA, Nana02267-RB, Nana02267-RC	ENSGALG00000052460.1
OG0004836	Nana02274-RA	ENSGALG00000015851.5
OG0004837	Nana02275-RA	ENSGALG00000015854.6
OG0004838	Nana08057-RC, Nana08057-RA, Nana08057-RB	ENSGALG00000007483.6
OG0004839	Nana02280-RA, Nana02280-RB	ENSGALG00000015864.6
OG0004840	Nana07999-RA, Nana07998-RA	ENSGALG00000007168.6
OG0004841	Nana07997-RA	ENSGALG00000007152.6
OG0004842	Nana07993-RA	ENSGALG00000007139.6
OG0004843	Nana07989-RC	ENSGALG00000029576.2
OG0004844	Nana07988-RA	ENSGALG00000007052.6
OG0004845	Nana02292-RB, Nana02292-RA	ENSGALG00000015878.6
OG0004846	Nana39576-RA, Nana07968-RA	ENSGALG00000029980.3
OG0004847	Nana07958-RA, Nana07957-RA	ENSGALG00000006824.7
OG0004848	Nana01851-RA, Nana01851-RB	ENSGALG00000013773.6
OG0004849	Nana01974-RA	ENSGALG00000029794.2
OG0004849	Nana16123-RA	ENSGALG00000014762.7
OG0004850	Nana07953-RC, Nana07953-RA, Nana07953-RB	ENSGALG00000006802.6
OG0004855	Nana39455-RB, Nana39455-RA, Nana01720-RA	ENSGALG00000013741.6
OG0004856	Nana01725-RB, Nana01725-RA	ENSGALG00000013733.4
OG0004858	Nana05840-RA, Nana01580-RA	ENSGALG00000034003.3
OG0004859	Nana01594-RA	ENSGALG00000011013.6
OG0004860	Nana01619-RB, Nana01619-RA	ENSGALG00000011098.5
OG0004861	Nana01630-RB, Nana01630-RC, Nana01630-RA	ENSGALG00000032780.2
OG0004862	Nana01651-RA	ENSGALG00000037464.3
OG0004863	Nana01664-RA, Nana01664-RB	ENSGALG00000011329.6
OG0004864	Nana01665-RA, Nana01665-RC	ENSGALG00000049616.1
OG0004865	Nana01671-RB, Nana01671-RA	ENSGALG00000011423.6
OG0004866	Nana01676-RA	ENSGALG00000020005.6
OG0004867	Nana12284-RA	ENSGALG00000026028.3
OG0004868	Nana01403-RA, Nana16503-RA, Nana01403-RB	ENSGALG00000010341.7
OG0004869	Nana01444-RA	ENSGALG00000010560.2
OG0004870	Nana01482-RA	ENSGALG00000010624.6
OG0004871	Nana01484-RB, Nana01484-RC, Nana01484-RA	ENSGALG00000010630.6
OG0004872	Nana01063-RB, Nana01063-RA	ENSGALG00000009906.7
OG0004873	Nana01066-RA	ENSGALG00000009890.6
OG0004874	Nana01071-RB, Nana01071-RA	ENSGALG00000026359.3
OG0004875	Nana01073-RA	ENSGALG00000009881.6
OG0004876	Nana01118-RB, Nana01118-RA, Nana01121-RA	ENSGALG00000009796.6
OG0004877	Nana01127-RA, Nana01127-RC, Nana01127-RB	ENSGALG00000009788.7
OG0004878	Nana01147-RA	ENSGALG00000009627.5
OG0004879	Nana01181-RC, Nana01181-RA, Nana01181-RB	ENSGALG00000009503.6
OG0004880	Nana01333-RA	ENSGALG00000010051.6
OG0004882	Nana01281-RA	ENSGALG00000009158.6
OG0004883	Nana01264-RA, Nana01264-RC, Nana01264-RB	ENSGALG00000026009.3
OG0004884	Nana01241-RA	ENSGALG00000009330.5
OG0004885	Nana00915-RA	ENSGALG00000008530.7
OG0004887	Nana00878-RC, Nana00878-RB, Nana00878-RA	ENSGALG00000008176.6
OG0004888	Nana15198-RB, Nana15198-RA, Nana15109-RA	ENSGALG00000004782.7
OG0004891	Nana04213-RA	ENSGALG00000045362.2
OG0004892	Nana37493-RB, Nana37493-RC, Nana37493-RA	ENSGALG00000002473.7
OG0004893	Nana08392-RB, Nana08392-RD	ENSGALG00000005391.7
OG0004895	Nana36923-RA, Nana36923-RC	ENSGALG00000030609.2
OG0004896	Nana32295-RC, Nana32295-RA, Nana32295-RB, Nana32295-RD	ENSGALG00000006786.6
OG0004898	Nana09004-RB, Nana09004-RD, Nana09004-RC, Nana09004-RA	ENSGALG00000007528.6
OG0004899	Nana09002-RA	ENSGALG00000043334.3
OG0004902	Nana00625-RA	ENSGALG00000021696.4
OG0004903	Nana01476-RA	ENSGALG00000052063.1
OG0004906	Nana06897-RA	ENSGALG00000008022.5
OG0004907	Nana00579-RB, Nana00579-RA	ENSGALG00000001110.6
OG0004908	Nana00576-RA	ENSGALG00000027989.3
OG0004909	Nana15309-RD, Nana15309-RB, Nana15309-RA	ENSGALG00000002643.6, ENSGALG00000052537.1
OG0004910	Nana06237-RA, Nana17642-RA	ENSGALG00000039212.2
OG0004912	Nana36586-RB, Nana36586-RA	ENSGALG00000005095.6
OG0004914	Nana37544-RB, Nana37544-RA	ENSGALG00000003016.7
OG0004915	Nana25166-RA, Nana25166-RB	ENSGALG00000043421.3
OG0004916	Nana36354-RG, Nana36354-RD, Nana36354-RE, Nana36354-RF	ENSGALG00000050229.1, ENSGALG00000029657.2
OG0004918	Nana00572-RA	ENSGALG00000002397.6
OG0004920	Nana29635-RA, Nana29635-RB	ENSGALG00000009110.5
OG0004921	Nana29448-RA	ENSGALG00000011544.7
OG0004922	Nana35778-RF, Nana35778-RA, Nana35778-RB, Nana35778-RD, Nana35778-RC	ENSGALG00000037595.2
OG0004929	Nana20933-RB, Nana20933-RC, Nana20933-RD, Nana20933-RA	ENSGALG00000007040.6
OG0004931	Nana28012-RA, Nana28012-RB	ENSGALG00000051459.1
OG0004932	Nana16920-RF, Nana16920-RC, Nana16920-RH, Nana16920-RA	ENSGALG00000033205.3
OG0004934	Nana34681-RA, Nana34681-RC, Nana34681-RB, Nana34681-RD	ENSGALG00000005676.6
OG0004935	Nana33293-RA	ENSGALG00000006511.4
OG0004936	Nana37654-RB, Nana37654-RC	ENSGALG00000004097.6
OG0004937	Nana34697-RA, Nana34697-RC, Nana34697-RB, Nana34697-RD	ENSGALG00000005595.7
OG0004939	Nana00536-RA, Nana00536-RB	ENSGALG00000002060.6
OG0004940	Nana04365-RA	ENSGALG00000030492.3
OG0004940	Nana27387-RA	ENSGALG00000037082.2
OG0004941	Nana27422-RA	ENSGALG00000012850.6
OG0004942	Nana19008-RA	ENSGALG00000036847.2
OG0004943	Nana28120-RB, Nana28120-RD, Nana28120-RC, Nana28120-RA	ENSGALG00000035817.2
OG0004944	Nana05600-RA, Nana05599-RB, Nana04171-RB, Nana04171-RA	ENSGALG00000040962.2
OG0004945	Nana11235-RA, Nana32962-RA	ENSGALG00000001449.6
OG0004946	Nana24838-RA, Nana24817-RA	ENSGALG00000040949.2
OG0004947	Nana34724-RA	ENSGALG00000005138.6
OG0004948	Nana39630-RA, Nana12453-RA, Nana12452-RA	ENSGALG00000003310.6
OG0004951	Nana17402-RH, Nana17402-RG, Nana17402-RK, Nana17402-RA, Nana17402-RD	ENSGALG00000035134.3
OG0004952	Nana17812-RA, Nana17813-RA	ENSGALG00000027860.3
OG0004955	Nana00787-RA	ENSGALG00000041296.3
OG0004956	Nana06159-RA, Nana06159-RD, Nana06159-RE, Nana06159-RB, Nana06159-RC	ENSGALG00000001043.6
OG0004960	Nana16518-RD, Nana16518-RB, Nana16518-RC, Nana16518-RA	ENSGALG00000037867.2
OG0004961	Nana13665-RA	ENSGALG00000004309.6
OG0004963	Nana06366-RC, Nana06366-RD, Nana06366-RI, Nana06366-RB, Nana06366-RA, Nana06366-RG, Nana06366-RH, Nana06366-RF, Nana06366-RE	ENSGALG00000052242.1
OG0004966	Nana37522-RA, Nana37522-RB	ENSGALG00000024481.5
OG0004967	Nana36815-RA, Nana36815-RB, Nana36815-RD, Nana36815-RC	ENSGALG00000039541.2
OG0004985	Nana19643-RA, Nana19642-RA	ENSGALG00000029095.4
OG0004986	Nana17298-RC	ENSGALG00000022920.4
OG0004987	Nana25519-RA	ENSGALG00000017314.6
OG0004988	Nana17305-RA	ENSGALG00000016089.6
OG0004989	Nana03360-RA	ENSGALG00000023420.4
OG0004990	Nana03362-RA	ENSGALG00000023419.4
OG0004991	Nana29016-RB	ENSGALG00000007144.6
OG0004992	Nana37651-RD, Nana37651-RC	ENSGALG00000038780.2
OG0004993	Nana32094-RA	ENSGALG00000008076.5
OG0004994	Nana19673-RA	ENSGALG00000009182.7
OG0004995	Nana24337-RA	ENSGALG00000042733.3
OG0004996	Nana24338-RA	ENSGALG00000052672.1, ENSGALG00000054037.1
OG0004998	Nana19684-RA, Nana19684-RB	ENSGALG00000031404.3
OG0004999	Nana29013-RA, Nana29013-RB	ENSGALG00000025882.3
OG0005000	Nana00381-RB, Nana00381-RA	ENSGALG00000005737.6
OG0005001	Nana31105-RA, Nana31105-RB	ENSGALG00000001184.6
OG0005002	Nana36504-RA, Nana36502-RA	ENSGALG00000001157.7
OG0005003	Nana18437-RB	ENSGALG00000030209.3
OG0005004	Nana35943-RA	ENSGALG00000036925.2
OG0005005	Nana00413-RA	ENSGALG00000001153.6
OG0005006	Nana32070-RB	ENSGALG00000043447.3
OG0005007	Nana31126-RA	ENSGALG00000001391.5
OG0005008	Nana18849-RB, Nana18849-RA	ENSGALG00000003135.6
OG0005009	Nana05910-RA	ENSGALG00000012374.5
OG0005010	Nana32065-RA	ENSGALG00000029462.2
OG0005011	Nana35559-RA	ENSGALG00000006422.7
OG0005012	Nana05912-RA	ENSGALG00000012379.6
OG0005013	Nana31129-RA	ENSGALG00000021473.6
OG0005014	Nana16845-RA	ENSGALG00000029596.3
OG0005015	Nana15802-RB, Nana15802-RA	ENSGALG00000012784.6
OG0005016	Nana32904-RA	ENSGALG00000033110.2
OG0005017	Nana15804-RA	ENSGALG00000012782.3
OG0005018	Nana26149-RA	ENSGALG00000016794.6
OG0005019	Nana32725-RA	ENSGALG00000007269.6
OG0005021	Nana32931-RA, Nana32931-RB	ENSGALG00000002774.7
OG0005022	Nana26123-RA, Nana26122-RC	ENSGALG00000016788.7
OG0005023	Nana05945-RA	ENSGALG00000012282.6
OG0005024	Nana08247-RA	ENSGALG00000008487.6
OG0005025	Nana32722-RA	ENSGALG00000046724.1
OG0005026	Nana15827-RA, Nana15827-RB	ENSGALG00000012739.7
OG0005027	Nana32933-RB, Nana32933-RA	ENSGALG00000002883.7
OG0005028	Nana18865-RA	ENSGALG00000037682.2
OG0005030	Nana26116-RA	ENSGALG00000046326.2
OG0005031	Nana08238-RA	ENSGALG00000002848.5, ENSGALG00000020745.5
OG0005032	Nana03223-RA	ENSGALG00000030789.2
OG0005034	Nana05953-RA	ENSGALG00000012244.7
OG0005035	Nana34057-RB, Nana34057-RA	ENSGALG00000009234.7
OG0005036	Nana11304-RA	ENSGALG00000015385.6
OG0005037	Nana11308-RA	ENSGALG00000035780.2, ENSGALG00000015391.6
OG0005038	Nana11309-RA	ENSGALG00000015397.6
OG0005039	Nana08230-RA	ENSGALG00000008407.6
OG0005040	Nana38749-RA, Nana39048-RA	ENSGALG00000016582.7
OG0005041	Nana31732-RA	ENSGALG00000005872.6
OG0005042	Nana37527-RA, Nana37527-RB	ENSGALG00000002888.6
OG0005043	Nana29844-RA, Nana29844-RB	ENSGALG00000046649.2
OG0005044	Nana15700-RA, Nana15699-RA	ENSGALG00000012916.7
OG0005045	Nana37523-RA	ENSGALG00000002820.7
OG0005046	Nana37520-RA	ENSGALG00000002797.6
OG0005047	Nana37517-RA	ENSGALG00000002726.5
OG0005048	Nana33635-RA	ENSGALG00000008146.7
OG0005050	Nana24893-RA	ENSGALG00000015327.6
OG0005051	Nana33590-RA	ENSGALG00000008187.6
OG0005052	Nana05993-RA	ENSGALG00000003533.8
OG0005053	Nana01993-RA	ENSGALG00000014828.6
OG0005054	Nana00504-RA	ENSGALG00000001654.6
OG0005055	Nana29845-RB, Nana29845-RA	ENSGALG00000002112.6
OG0005056	Nana29754-RA	ENSGALG00000002123.6
OG0005057	Nana29757-RA	ENSGALG00000032925.3
OG0005058	Nana30793-RA	ENSGALG00000047879.1
OG0005059	Nana06088-RA	ENSGALG00000047617.1
OG0005060	Nana34743-RA	ENSGALG00000004869.6
OG0005061	Nana35611-RA	ENSGALG00000052329.1
OG0005062	Nana13091-RA	ENSGALG00000007015.5
OG0005063	Nana34745-RA	ENSGALG00000004858.6
OG0005065	Nana21890-RA	ENSGALG00000038265.2
OG0005066	Nana21881-RA	ENSGALG00000042822.2
OG0005067	Nana22223-RA	ENSGALG00000029266.2
OG0005068	Nana36912-RA	ENSGALG00000003412.6
OG0005069	Nana21867-RA	ENSGALG00000037310.3
OG0005070	Nana21858-RA	ENSGALG00000040021.2
OG0005071	Nana29440-RA, Nana23251-RA	ENSGALG00000037030.3
OG0005073	Nana22256-RA	ENSGALG00000041372.2
OG0005074	Nana32430-RA, Nana32430-RB	ENSGALG00000008872.6
OG0005075	Nana36485-RA, Nana36485-RB	ENSGALG00000001275.6
OG0005076	Nana29764-RB, Nana29764-RA	ENSGALG00000003851.6
OG0005078	Nana34118-RA	ENSGALG00000033690.2
OG0005079	Nana33599-RA	ENSGALG00000035465.2
OG0005081	Nana22171-RA, Nana22169-RA	ENSGALG00000036412.3
OG0005082	Nana13763-RA	ENSGALG00000030710.2
OG0005083	Nana28498-RA	ENSGALG00000054991.1
OG0005084	Nana34368-RB, Nana34368-RA	ENSGALG00000040528.2
OG0005086	Nana35927-RA	ENSGALG00000031594.2
OG0005087	Nana13758-RA	ENSGALG00000003523.7
OG0005088	Nana28493-RB, Nana28493-RA	ENSGALG00000036175.2
OG0005089	Nana34364-RB	ENSGALG00000004557.6
OG0005090	Nana33551-RA, Nana33551-RB	ENSGALG00000007887.6
OG0005091	Nana34363-RA	ENSGALG00000010497.6
OG0005092	Nana31762-RA, Nana31761-RA	ENSGALG00000006118.6
OG0005093	Nana31764-RC, Nana31764-RB	ENSGALG00000029367.3
OG0005094	Nana28488-RA	ENSGALG00000031359.2
OG0005095	Nana09970-RB, Nana09970-RA	ENSGALG00000026465.3
OG0005096	Nana33564-RB, Nana33564-RA	ENSGALG00000007970.6
OG0005098	Nana30864-RA	ENSGALG00000044705.2
OG0005101	Nana15660-RA	ENSGALG00000012941.5
OG0005103	Nana28006-RA	ENSGALG00000013882.6
OG0005104	Nana34421-RA	ENSGALG00000038515.2
OG0005105	Nana36065-RA	ENSGALG00000024094.4
OG0005106	Nana34413-RB	ENSGALG00000004310.6
OG0005107	Nana27187-RA, Nana27187-RB	ENSGALG00000011854.6
OG0005108	Nana34404-RA	ENSGALG00000004398.6
OG0005110	Nana12136-RA	ENSGALG00000044727.2
OG0005111	Nana30562-RA	ENSGALG00000051339.1
OG0005113	Nana31416-RA	ENSGALG00000004506.6
OG0005114	Nana17460-RA, Nana17460-RB	ENSGALG00000049119.1
OG0005115	Nana03114-RA	ENSGALG00000008606.5
OG0005117	Nana03115-RA	ENSGALG00000029701.2
OG0005118	Nana30026-RA	ENSGALG00000004122.6
OG0005119	Nana33318-RA	ENSGALG00000006658.5
OG0005120	Nana03098-RA, Nana03098-RB	ENSGALG00000008494.7
OG0005121	Nana36463-RA, Nana36463-RB	ENSGALG00000001474.6
OG0005122	Nana03093-RA	ENSGALG00000008479.6
OG0005123	Nana33237-RA	ENSGALG00000006027.7
OG0005124	Nana03148-RA	ENSGALG00000008669.5
OG0005126	Nana28109-RA	ENSGALG00000040899.2
OG0005128	Nana03156-RA, Nana03155-RA	ENSGALG00000008730.7
OG0005129	Nana03160-RA	ENSGALG00000008786.7
OG0005130	Nana28848-RB, Nana28848-RA	ENSGALG00000030027.3
OG0005131	Nana21080-RB, Nana21080-RC	ENSGALG00000039830.2
OG0005132	Nana19141-RA	ENSGALG00000003935.6
OG0005133	Nana05672-RA, Nana05674-RA	ENSGALG00000028897.4
OG0005134	Nana05671-RA	ENSGALG00000011228.5
OG0005135	Nana19278-RA	ENSGALG00000029829.2
OG0005136	Nana34534-RA	ENSGALG00000005005.7
OG0005137	Nana32658-RA	ENSGALG00000033002.2
OG0005138	Nana30011-RA	ENSGALG00000003936.4
OG0005139	Nana19143-RB, Nana19143-RC	ENSGALG00000004037.6
OG0005140	Nana32653-RA	ENSGALG00000005842.7
OG0005141	Nana34535-RB	ENSGALG00000005028.6
OG0005142	Nana37586-RB, Nana37586-RA	ENSGALG00000000627.7
OG0005143	Nana19151-RD, Nana19151-RC	ENSGALG00000004108.7
OG0005144	Nana15113-RA	ENSGALG00000004728.5
OG0005145	Nana17828-RA	ENSGALG00000010592.6
OG0005146	Nana33392-RB, Nana33392-RA	ENSGALG00000007092.5
OG0005147	Nana19160-RA	ENSGALG00000004174.7
OG0005148	Nana36719-RA	ENSGALG00000008920.6
OG0005149	Nana33381-RA	ENSGALG00000033365.3
OG0005150	Nana31792-RB, Nana31792-RA	ENSGALG00000030040.2
OG0005151	Nana37021-RA	ENSGALG00000000927.5
OG0005152	Nana08919-RA, Nana08919-RB	ENSGALG00000006404.6
OG0005153	Nana27860-RA	ENSGALG00000036114.2
OG0005154	Nana11431-RB, Nana11431-RA	ENSGALG00000002162.6
OG0005155	Nana34599-RA, Nana34599-RB	ENSGALG00000030826.2
OG0005156	Nana08916-RB, Nana08916-RA	ENSGALG00000039781.3
OG0005157	Nana08915-RA	ENSGALG00000006367.7
OG0005158	Nana06013-RA	ENSGALG00000027132.3
OG0005159	Nana08908-RA	ENSGALG00000040141.3
OG0005160	Nana31804-RA, Nana31804-RB	ENSGALG00000028363.4
OG0005161	Nana31806-RA	ENSGALG00000006179.7
OG0005162	Nana34213-RA	ENSGALG00000002484.7
OG0005163	Nana15116-RA	ENSGALG00000004700.6
OG0005164	Nana00276-RA	ENSGALG00000026031.4
OG0005165	Nana02366-RA	ENSGALG00000016273.5
OG0005166	Nana36383-RE, Nana36383-RD	ENSGALG00000037540.3
OG0005167	Nana20736-RB, Nana20736-RA	ENSGALG00000026983.4
OG0005168	Nana00447-RA	ENSGALG00000001313.7
OG0005169	Nana36167-RA	ENSGALG00000051276.1
OG0005170	Nana30069-RA, Nana30070-RA	ENSGALG00000001067.7
OG0005171	Nana30887-RA	ENSGALG00000050372.1
OG0005172	Nana11334-RA	ENSGALG00000015433.8
OG0005173	Nana34264-RA	ENSGALG00000003548.6
OG0005174	Nana02968-RA	ENSGALG00000047637.1
OG0005175	Nana00583-RA	ENSGALG00000042533.2
OG0005176	Nana12416-RA	ENSGALG00000003775.5
OG0005177	Nana03453-RB, Nana03453-RA	ENSGALG00000010873.6
OG0005178	Nana02965-RA	ENSGALG00000007511.4
OG0005180	Nana19110-RB, Nana19110-RA	ENSGALG00000005698.6
OG0005181	Nana30904-RA	ENSGALG00000041280.2
OG0005182	Nana33797-RA	ENSGALG00000006078.6
OG0005183	Nana36128-RA	ENSGALG00000041418.3
OG0005184	Nana33379-RC, Nana33379-RA	ENSGALG00000007141.6
OG0005185	Nana33301-RA	ENSGALG00000006534.6
OG0005186	Nana30685-RA, Nana30684-RA	ENSGALG00000054005.1
OG0005188	Nana33758-RA	ENSGALG00000006270.6
OG0005189	Nana36432-RA	ENSGALG00000008532.6
OG0005190	Nana33289-RB, Nana33289-RA	ENSGALG00000006482.6
OG0005191	Nana12429-RA	ENSGALG00000021304.5
OG0005194	Nana03444-RA	ENSGALG00000009839.6
OG0005195	Nana12430-RA	ENSGALG00000003558.6
OG0005197	Nana37355-RA	ENSGALG00000001382.6
OG0005198	Nana36979-RA	ENSGALG00000001000.4
OG0005201	Nana30696-RA, Nana30696-RB	ENSGALG00000047498.1
OG0005202	Nana29167-RA	ENSGALG00000006633.5
OG0005203	Nana12436-RC, Nana12436-RA, Nana12436-RB	ENSGALG00000013372.6
OG0005204	Nana17806-RA, Nana17807-RA	ENSGALG00000012292.6
OG0005205	Nana03440-RA	ENSGALG00000009677.6
OG0005206	Nana36131-RA, Nana36131-RB	ENSGALG00000014647.7
OG0005207	Nana10573-RA, Nana10575-RA	ENSGALG00000054713.1
OG0005208	Nana30705-RA	ENSGALG00000052202.1
OG0005210	Nana30977-RA	ENSGALG00000042246.3
OG0005211	Nana23834-RA	ENSGALG00000041514.2
OG0005212	Nana18706-RA	ENSGALG00000014514.6
OG0005213	Nana12442-RA	ENSGALG00000052991.1
OG0005214	Nana14690-RA	ENSGALG00000011275.5
OG0005216	Nana12448-RB, Nana12448-RA	ENSGALG00000003353.6
OG0005217	Nana17794-RA	ENSGALG00000043681.3
OG0005218	Nana39905-RA	ENSGALG00000040783.2
OG0005220	Nana31994-RA, Nana31993-RA	ENSGALG00000007800.6
OG0005221	Nana28070-RA	ENSGALG00000031789.2
OG0005222	Nana17636-RA	ENSGALG00000038372.2
OG0005223	Nana16849-RA	ENSGALG00000030460.2
OG0005224	Nana06023-RA, Nana06024-RA	ENSGALG00000033694.2
OG0005227	Nana23609-RB, Nana23609-RA	ENSGALG00000042503.2
OG0005228	Nana19715-RA	ENSGALG00000008880.6
OG0005230	Nana33334-RA	ENSGALG00000006750.6
OG0005231	Nana33336-RA	ENSGALG00000006777.3
OG0005232	Nana31624-RA	ENSGALG00000005467.6
OG0005233	Nana36302-RB, Nana36302-RA	ENSGALG00000024051.5
OG0005234	Nana36920-RA	ENSGALG00000003181.5
OG0005237	Nana23435-RA, Nana23435-RB	ENSGALG00000043938.2
OG0005240	Nana20886-RA	ENSGALG00000007485.7
OG0005241	Nana32606-RA	ENSGALG00000006087.6
OG0005242	Nana33532-RA	ENSGALG00000007643.7
OG0005243	Nana33584-RA, Nana33584-RB	ENSGALG00000028191.3
OG0005244	Nana36066-RA	ENSGALG00000034258.3
OG0005245	Nana11031-RB, Nana11031-RA	ENSGALG00000014413.7
OG0005246	Nana33428-RA	ENSGALG00000007353.6
OG0005247	Nana11027-RA, Nana11027-RB	ENSGALG00000014812.7
OG0005248	Nana33424-RD, Nana33424-RA	ENSGALG00000007333.6
OG0005249	Nana33424-RB, Nana33424-RC	ENSGALG00000021027.5
OG0005250	Nana11075-RA	ENSGALG00000014570.7
OG0005251	Nana33422-RA	ENSGALG00000007262.7
OG0005252	Nana11023-RB, Nana11023-RA	ENSGALG00000032036.2
OG0005253	Nana11022-RA, Nana11021-RA	ENSGALG00000039461.2
OG0005254	Nana11071-RA	ENSGALG00000014662.5
OG0005255	Nana33413-RA	ENSGALG00000006882.5
OG0005256	Nana11015-RB, Nana11015-RA	ENSGALG00000042320.2
OG0005257	Nana11069-RA	ENSGALG00000014674.6
OG0005258	Nana33406-RA	ENSGALG00000006949.6
OG0005259	Nana32563-RA	ENSGALG00000006508.7
OG0005260	Nana00606-RA	ENSGALG00000047167.1
OG0005261	Nana00605-RA	ENSGALG00000053999.1
OG0005262	Nana00223-RA	ENSGALG00000034297.2
OG0005264	Nana11052-RB, Nana11052-RA	ENSGALG00000014791.6
OG0005265	Nana21071-RA	ENSGALG00000031227.2
OG0005266	Nana11051-RA, Nana11051-RB	ENSGALG00000014794.6
OG0005267	Nana31030-RB, Nana31030-RA	ENSGALG00000002313.5
OG0005268	Nana31048-RA	ENSGALG00000004949.6
OG0005269	Nana32421-RA	ENSGALG00000020260.6
OG0005270	Nana32419-RA, Nana32419-RB	ENSGALG00000008682.5
OG0005271	Nana11339-RA	ENSGALG00000015443.6
OG0005272	Nana11341-RA, Nana11342-RA	ENSGALG00000027472.3
OG0005273	Nana34192-RA	ENSGALG00000002239.8
OG0005274	Nana34193-RA	ENSGALG00000002267.6
OG0005275	Nana11358-RA	ENSGALG00000015540.6
OG0005276	Nana28958-RA, Nana28958-RB	ENSGALG00000035980.3
OG0005277	Nana03345-RA	ENSGALG00000023439.3
OG0005279	Nana37487-RA	ENSGALG00000002390.5
OG0005280	Nana03348-RB, Nana03348-RA	ENSGALG00000009172.6
OG0005281	Nana06421-RA, Nana06421-RB	ENSGALG00000001245.7
OG0005282	Nana25452-RA	ENSGALG00000019042.6
OG0005283	Nana10820-RA, Nana15003-RA	ENSGALG00000002246.6
OG0005284	Nana29047-RA, Nana29044-RA	ENSGALG00000007685.6
OG0005285	Nana25719-RA, Nana25721-RA	ENSGALG00000031734.2
OG0005286	Nana19415-RB, Nana19415-RA	ENSGALG00000006973.5
OG0005287	Nana29049-RC	ENSGALG00000033064.2
OG0005288	Nana19409-RA	ENSGALG00000006955.6
OG0005289	Nana06263-RB, Nana06263-RA	ENSGALG00000003047.7
OG0005290	Nana10466-RA	ENSGALG00000030533.2
OG0005291	Nana32988-RD	ENSGALG00000040181.2
OG0005293	Nana19398-RA	ENSGALG00000038924.2
OG0005294	Nana33714-RA	ENSGALG00000005617.6
OG0005295	Nana28925-RA	ENSGALG00000007794.6
OG0005296	Nana09824-RA, Nana09823-RA	ENSGALG00000039200.2
OG0005297	Nana28924-RA	ENSGALG00000007833.6
OG0005298	Nana33214-RB	ENSGALG00000023451.4
OG0005299	Nana32982-RA	ENSGALG00000001376.6
OG0005300	Nana09812-RA, Nana09813-RA	ENSGALG00000036028.3
OG0005301	Nana15949-RA	ENSGALG00000039326.2
OG0005302	Nana09805-RA	ENSGALG00000040655.2, ENSGALG00000034504.3
OG0005303	Nana12771-RA	ENSGALG00000030730.2
OG0005304	Nana31727-RA	ENSGALG00000037315.2
OG0005305	Nana36955-RA	ENSGALG00000008750.6
OG0005306	Nana12486-RA	ENSGALG00000027785.3
OG0005307	Nana24052-RB	ENSGALG00000050145.1
OG0005308	Nana12954-RA	ENSGALG00000035111.2
OG0005309	Nana05904-RA	ENSGALG00000012429.7
OG0005310	Nana18778-RA	ENSGALG00000009528.6
OG0005311	Nana33201-RA	ENSGALG00000005673.6
OG0005312	Nana20868-RA	ENSGALG00000007607.6
OG0005313	Nana06084-RB, Nana06084-RA	ENSGALG00000030344.2
OG0005314	Nana08029-RA	ENSGALG00000007302.6
OG0005315	Nana21956-RB	ENSGALG00000011290.7
OG0005316	Nana08026-RA, Nana08026-RB	ENSGALG00000007299.7
OG0005317	Nana00319-RA	ENSGALG00000005452.7
OG0005318	Nana08024-RA	ENSGALG00000007284.5
OG0005319	Nana18663-RA, Nana18663-RB	ENSGALG00000027788.3
OG0005320	Nana33193-RA	ENSGALG00000000404.7
OG0005321	Nana13247-RC, Nana13247-RA	ENSGALG00000006604.6
OG0005322	Nana12939-RA	ENSGALG00000006612.6
OG0005323	Nana13012-RA, Nana13012-RB	ENSGALG00000004837.6
OG0005325	Nana20863-RA	ENSGALG00000007691.7
OG0005326	Nana33188-RA, Nana33188-RB	ENSGALG00000048828.1
OG0005327	Nana24916-RA	ENSGALG00000015247.6
OG0005328	Nana36845-RD, Nana36845-RC	ENSGALG00000041104.2
OG0005329	Nana00294-RA	ENSGALG00000005420.7
OG0005330	Nana00284-RA, Nana00283-RA	ENSGALG00000039523.3
OG0005331	Nana34231-RA	ENSGALG00000025743.3
