Orthogroup	N_naja.pep	P_troglodytes.pep
OG0006741	Nana13640-RA	ENSPTRG00000013594.5
OG0006742	Nana24410-RA	ENSPTRG00000021799.3, ENSPTRG00000051070.1
OG0006744	Nana24449-RA	ENSPTRG00000021812.7
OG0006745	Nana11826-RA, Nana13619-RA	ENSPTRG00000048989.1
OG0006746	Nana29353-RA	ENSPTRG00000019545.6
OG0006747	Nana29089-RA, Nana29091-RA	ENSPTRG00000019552.6
OG0006748	Nana24483-RA	ENSPTRG00000021820.6, ENSPTRG00000045948.1
OG0006749	Nana13479-RA, Nana13479-RB	ENSPTRG00000013701.6
OG0006750	Nana29347-RA	ENSPTRG00000019554.6
OG0006751	Nana24533-RA	ENSPTRG00000013953.4
OG0006752	Nana24538-RA	ENSPTRG00000013950.5
OG0006753	Nana29333-RB, Nana29335-RA	ENSPTRG00000019561.4
OG0006754	Nana29328-RE, Nana29328-RF	ENSPTRG00000019563.6
OG0006755	Nana29323-RA	ENSPTRG00000043961.1, ENSPTRG00000019565.6
OG0006756	Nana29320-RA	ENSPTRG00000050324.1, ENSPTRG00000019567.7
OG0006757	Nana24554-RB, Nana24554-RA	ENSPTRG00000013932.6
OG0006758	Nana29296-RA	ENSPTRG00000028426.3
OG0006759	Nana29293-RA	ENSPTRG00000019580.6
OG0006760	Nana13349-RA, Nana13349-RB	ENSPTRG00000013765.4
OG0006761	Nana29283-RB, Nana29283-RA	ENSPTRG00000048445.1
OG0006762	Nana29282-RA, Nana29282-RB	ENSPTRG00000004828.7
OG0006763	Nana24604-RA	ENSPTRG00000013892.6
OG0006764	Nana29519-RB, Nana29519-RA	ENSPTRG00000014509.5
OG0006765	Nana18502-RA	ENSPTRG00000015994.5
OG0006766	Nana18501-RA	ENSPTRG00000015996.5
OG0006767	Nana18271-RA	ENSPTRG00000016605.6
OG0006768	Nana18272-RA	ENSPTRG00000016604.6
OG0006769	Nana18487-RA	ENSPTRG00000016007.6
OG0006770	Nana18482-RA	ENSPTRG00000016009.5
OG0006771	Nana00096-RA	ENSPTRG00000008929.6
OG0006772	Nana24670-RA, Nana24670-RC	ENSPTRG00000013852.6
OG0006773	Nana18465-RA, Nana18465-RB	ENSPTRG00000016017.6
OG0006774	Nana18456-RB, Nana18456-RA	ENSPTRG00000016022.5
OG0006775	Nana24691-RA	ENSPTRG00000048746.1, ENSPTRG00000013817.6
OG0006776	Nana24698-RA	ENSPTRG00000042295.2, ENSPTRG00000013810.6
OG0006777	Nana24700-RB, Nana24700-RA	ENSPTRG00000013808.6
OG0006778	Nana24701-RA	ENSPTRG00000013807.6
OG0006779	Nana18615-RA, Nana18615-RB	ENSPTRG00000016071.4
OG0006780	Nana18625-RA, Nana18625-RB	ENSPTRG00000016079.6
OG0006781	Nana18626-RA	ENSPTRG00000051705.1, ENSPTRG00000016080.4
OG0006782	Nana24763-RA, Nana24761-RA	ENSPTRG00000045795.1
OG0006783	Nana18629-RA	ENSPTRG00000020006.3
OG0006784	Nana18631-RA	ENSPTRG00000041473.2
OG0006785	Nana18632-RA	ENSPTRG00000020009.7
OG0006786	Nana24768-RA	ENSPTRG00000023567.5
OG0006787	Nana24769-RA	ENSPTRG00000001213.5
OG0006788	Nana24772-RA	ENSPTRG00000001223.4
OG0006789	Nana18143-RA	ENSPTRG00000045130.1, ENSPTRG00000020019.6
OG0006790	Nana24773-RE, Nana24773-RC	ENSPTRG00000001222.4
OG0006791	Nana31153-RA	ENSPTRG00000008407.5
OG0006792	Nana24777-RA, Nana24777-RB	ENSPTRG00000015257.4
OG0006793	Nana31156-RA, Nana31156-RB	ENSPTRG00000008408.6
OG0006794	Nana24785-RA, Nana24786-RA	ENSPTRG00000001158.4
OG0006795	Nana24793-RA, Nana24791-RA	ENSPTRG00000001628.5
OG0006796	Nana24794-RA	ENSPTRG00000001629.7
OG0006797	Nana31166-RA	ENSPTRG00000008214.4
OG0006798	Nana24799-RA	ENSPTRG00000001635.7
OG0006799	Nana24800-RA, Nana24801-RA	ENSPTRG00000023609.5
OG0006800	Nana24807-RA	ENSPTRG00000015142.6
OG0006801	Nana18157-RA, Nana18157-RB	ENSPTRG00000020027.7
OG0006802	Nana24834-RA	ENSPTRG00000015128.6, ENSPTRG00000047877.1
OG0006803	Nana24848-RA	ENSPTRG00000015213.5
OG0006804	Nana18188-RA, Nana18188-RB	ENSPTRG00000031058.3
OG0006805	Nana24861-RA	ENSPTRG00000024320.5
OG0006806	Nana18189-RA	ENSPTRG00000016652.6
OG0006807	Nana18209-RB, Nana18209-RA	ENSPTRG00000016633.6
OG0006808	Nana18212-RA	ENSPTRG00000047738.1, ENSPTRG00000016631.4
OG0006809	Nana18250-RA, Nana18250-RB	ENSPTRG00000016618.3
OG0006810	Nana17985-RA	ENSPTRG00000016487.5
OG0006811	Nana17989-RB, Nana17989-RA	ENSPTRG00000016486.6
OG0006812	Nana24886-RA	ENSPTRG00000015177.5
OG0006813	Nana24890-RA	ENSPTRG00000043270.1, ENSPTRG00000015174.3
OG0006814	Nana24896-RA, Nana24897-RA	ENSPTRG00000015167.6
OG0006815	Nana24901-RA	ENSPTRG00000015166.6
OG0006816	Nana24902-RA	ENSPTRG00000015165.7
OG0006817	Nana24906-RA	ENSPTRG00000015160.5
OG0006818	Nana24907-RA	ENSPTRG00000015158.6
OG0006819	Nana18003-RA, Nana18003-RB	ENSPTRG00000016471.5
OG0006820	Nana24908-RA	ENSPTRG00000015157.4
OG0006821	Nana18010-RA	ENSPTRG00000016466.6
OG0006822	Nana18017-RA	ENSPTRG00000049174.1
OG0006823	Nana24926-RA	ENSPTRG00000001658.7
OG0006824	Nana18052-RA	ENSPTRG00000016444.5
OG0006825	Nana24929-RB, Nana24929-RA	ENSPTRG00000015221.2
OG0006826	Nana25191-RA	ENSPTRG00000047351.1, ENSPTRG00000004256.4
OG0006827	Nana24932-RB, Nana24932-RA	ENSPTRG00000015224.6
OG0006828	Nana18772-RA	ENSPTRG00000023618.3
OG0006829	Nana24947-RA	ENSPTRG00000015239.6
OG0006830	Nana18755-RB, Nana18755-RA	ENSPTRG00000016553.7
OG0006831	Nana18753-RA	ENSPTRG00000016550.6
OG0006832	Nana39058-RA	ENSPTRG00000016544.3
OG0006833	Nana18666-RA	ENSPTRG00000016543.2
OG0006834	Nana18668-RA, Nana18668-RB	ENSPTRG00000016542.7
OG0006835	Nana17927-RA	ENSPTRG00000016524.4
OG0006836	Nana25031-RA	ENSPTRG00000005760.7
OG0006837	Nana02335-RA	ENSPTRG00000018331.4
OG0006838	Nana17966-RA	ENSPTRG00000016494.7
OG0006839	Nana25179-RA	ENSPTRG00000045408.1, ENSPTRG00000004260.4
OG0006840	Nana17982-RA, Nana17980-RA	ENSPTRG00000016491.6
OG0006841	Nana18066-RA, Nana18066-RB	ENSPTRG00000016439.5
OG0006842	Nana25173-RA, Nana25173-RB	ENSPTRG00000005715.6
OG0006844	Nana25161-RA, Nana25161-RB	ENSPTRG00000005685.6
OG0006845	Nana36801-RA	ENSPTRG00000021438.7
OG0006846	Nana25159-RB, Nana25159-RA	ENSPTRG00000005687.4
OG0006847	Nana25158-RA, Nana25158-RB	ENSPTRG00000005690.5
OG0006848	Nana18092-RA	ENSPTRG00000016422.4
OG0006849	Nana25155-RA	ENSPTRG00000005691.4
OG0006850	Nana25151-RA	ENSPTRG00000049719.1
OG0006851	Nana25136-RA	ENSPTRG00000032583.4
OG0006852	Nana18110-RA, Nana18110-RB	ENSPTRG00000016407.5
OG0006853	Nana25234-RA, Nana25235-RA	ENSPTRG00000004227.6
OG0006854	Nana18122-RA	ENSPTRG00000016401.6, ENSPTRG00000006414.6
OG0006855	Nana18128-RA	ENSPTRG00000016395.4
OG0006856	Nana25245-RA	ENSPTRG00000004216.3
OG0006857	Nana17924-RA	ENSPTRG00000016385.7
OG0006858	Nana25247-RB, Nana25247-RA	ENSPTRG00000022738.5
OG0006859	Nana25257-RA	ENSPTRG00000004210.5
OG0006860	Nana25259-RA, Nana25259-RB	ENSPTRG00000004209.5
OG0006861	Nana25264-RA, Nana25263-RA	ENSPTRG00000004206.7
OG0006862	Nana17908-RA	ENSPTRG00000016379.7
OG0006863	Nana17904-RA	ENSPTRG00000052432.1
OG0006864	Nana25281-RA	ENSPTRG00000004198.6
OG0006865	Nana25284-RA, Nana25287-RA	ENSPTRG00000004196.4
OG0006866	Nana25289-RA	ENSPTRG00000004194.6
OG0006867	Nana25290-RA, Nana25290-RB	ENSPTRG00000004193.6
OG0006868	Nana25293-RA	ENSPTRG00000045007.1
OG0006869	Nana25294-RA	ENSPTRG00000044239.1
OG0006870	Nana17873-RA	ENSPTRG00000049340.1, ENSPTRG00000016364.6
OG0006871	Nana25305-RA	ENSPTRG00000052018.1
OG0006872	Nana25307-RA	ENSPTRG00000004177.6
OG0006873	Nana17860-RA, Nana17860-RB	ENSPTRG00000016355.3
OG0006874	Nana25308-RA	ENSPTRG00000032462.4
OG0006875	Nana17612-RB, Nana17612-RA	ENSPTRG00000016199.5
OG0006876	Nana25385-RE, Nana25385-RD, Nana25385-RA	ENSPTRG00000004137.6
OG0006877	Nana25388-RB, Nana25388-RA	ENSPTRG00000004134.3
OG0006878	Nana25407-RA	ENSPTRG00000051535.1, ENSPTRG00000004129.4
OG0006879	Nana25408-RB, Nana25408-RA	ENSPTRG00000004128.7
OG0006880	Nana25410-RB, Nana25410-RA	ENSPTRG00000004126.5
OG0006881	Nana25416-RA	ENSPTRG00000028459.2
OG0006882	Nana12585-RB	ENSPTRG00000010015.4
OG0006883	Nana12589-RA	ENSPTRG00000010011.5
OG0006884	Nana12594-RA	ENSPTRG00000010010.4
OG0006885	Nana12602-RA	ENSPTRG00000010006.6
OG0006886	Nana12330-RA	ENSPTRG00000016893.6
OG0006887	Nana12339-RA	ENSPTRG00000016887.7
OG0006888	Nana12342-RB, Nana12342-RA	ENSPTRG00000016883.5
OG0006889	Nana12348-RA	ENSPTRG00000016873.5
OG0006890	Nana12366-RA	ENSPTRG00000016859.5
OG0006891	Nana12381-RA	ENSPTRG00000016854.3
OG0006892	Nana12391-RA	ENSPTRG00000016845.6
OG0006893	Nana12393-RA	ENSPTRG00000052013.1, ENSPTRG00000016842.6
OG0006894	Nana12405-RA	ENSPTRG00000016824.5
OG0006895	Nana12412-RB, Nana12412-RA	ENSPTRG00000016817.7
OG0006896	Nana39753-RA, Nana12414-RA, Nana12413-RA	ENSPTRG00000016816.4
OG0006898	Nana12309-RA	ENSPTRG00000048427.1, ENSPTRG00000016906.5
OG0006899	Nana12272-RA	ENSPTRG00000016931.7
OG0006900	Nana12269-RA, Nana12269-RB	ENSPTRG00000022683.4
OG0006901	Nana12256-RA	ENSPTRG00000016941.6
OG0006902	Nana12248-RA, Nana12247-RA	ENSPTRG00000023686.5
OG0006903	Nana12246-RA, Nana12246-RB	ENSPTRG00000017028.4
OG0006904	Nana12241-RA	ENSPTRG00000017022.3
OG0006905	Nana12240-RA, Nana12240-RB	ENSPTRG00000017020.6
OG0006906	Nana12223-RA	ENSPTRG00000017008.5
OG0006907	Nana12183-RA	ENSPTRG00000016979.6
OG0006908	Nana12169-RA	ENSPTRG00000016978.6
OG0006909	Nana12152-RA	ENSPTRG00000016965.5
OG0006910	Nana12141-RA	ENSPTRG00000016947.6
OG0006911	Nana12134-RA	ENSPTRG00000017043.7
OG0006912	Nana12115-RA, Nana12114-RA	ENSPTRG00000017054.6
OG0006913	Nana12112-RA, Nana12113-RA	ENSPTRG00000017055.7
OG0006914	Nana12089-RA, Nana12089-RB	ENSPTRG00000024214.5
OG0006915	Nana12065-RA, Nana12066-RA	ENSPTRG00000023210.5
OG0006916	Nana12060-RA	ENSPTRG00000017082.6
OG0006917	Nana12059-RA, Nana12059-RB	ENSPTRG00000017083.5
OG0006918	Nana12052-RA	ENSPTRG00000048162.1, ENSPTRG00000044246.1
OG0006919	Nana10774-RB, Nana10774-RA	ENSPTRG00000010468.7
OG0006920	Nana10797-RA	ENSPTRG00000010567.3
OG0006921	Nana11869-RA	ENSPTRG00000017188.6, ENSPTRG00000046590.1
OG0006922	Nana11864-RA	ENSPTRG00000045835.1, ENSPTRG00000048256.1
OG0006923	Nana11855-RA	ENSPTRG00000017202.6
OG0006924	Nana11832-RA	ENSPTRG00000021100.4
OG0006925	Nana11531-RB, Nana11531-RA	ENSPTRG00000020776.6
OG0006926	Nana11502-RA	ENSPTRG00000020789.7
OG0006927	Nana11817-RA	ENSPTRG00000021094.6
OG0006928	Nana11790-RA	ENSPTRG00000042678.1, ENSPTRG00000021156.5
OG0006929	Nana11740-RB, Nana11740-RA	ENSPTRG00000023384.4
OG0006930	Nana11730-RA	ENSPTRG00000021076.6
OG0006931	Nana11712-RA	ENSPTRG00000021060.4
OG0006932	Nana11704-RA	ENSPTRG00000021053.5
OG0006933	Nana11700-RB, Nana11700-RA	ENSPTRG00000021052.6
OG0006934	Nana11679-RC, Nana11679-RB	ENSPTRG00000021041.7
OG0006935	Nana11665-RB, Nana11665-RA	ENSPTRG00000021033.5
OG0006936	Nana11659-RB, Nana11659-RA	ENSPTRG00000021028.7
OG0006937	Nana11641-RA	ENSPTRG00000021018.7
OG0006938	Nana11637-RA, Nana11636-RA	ENSPTRG00000021014.6
OG0006939	Nana11629-RB, Nana11629-RA	ENSPTRG00000021007.4
OG0006940	Nana11628-RA, Nana11628-RB	ENSPTRG00000021006.7
OG0006941	Nana11627-RA	ENSPTRG00000021005.6
OG0006942	Nana11624-RA	ENSPTRG00000047006.1, ENSPTRG00000044661.1
OG0006943	Nana11616-RA	ENSPTRG00000041819.2, ENSPTRG00000043491.1
OG0006944	Nana11587-RA	ENSPTRG00000020738.6
OG0006945	Nana11580-RC, Nana11580-RB, Nana11580-RA	ENSPTRG00000020743.5
OG0006946	Nana11573-RA, Nana11574-RA	ENSPTRG00000020760.6
OG0006947	Nana11570-RA, Nana11571-RA	ENSPTRG00000029350.4
OG0006948	Nana11565-RA	ENSPTRG00000046883.1, ENSPTRG00000029347.4
OG0006949	Nana05256-RA	ENSPTRG00000006264.4
OG0006950	Nana05229-RA, Nana05232-RA	ENSPTRG00000006247.6
OG0006951	Nana05220-RA, Nana05219-RA	ENSPTRG00000006241.4
OG0006952	Nana05217-RA	ENSPTRG00000006239.6
OG0006953	Nana05210-RA	ENSPTRG00000006235.6
OG0006954	Nana11447-RA, Nana11448-RA	ENSPTRG00000020835.6
OG0006955	Nana11453-RA	ENSPTRG00000020831.5
OG0006956	Nana11476-RA, Nana11476-RB	ENSPTRG00000052281.1
OG0006957	Nana11480-RA, Nana11482-RA	ENSPTRG00000020808.6
OG0006958	Nana10216-RA, Nana10216-RB	ENSPTRG00000004870.5
OG0006959	Nana10209-RA, Nana10209-RB	ENSPTRG00000005146.4
OG0006960	Nana10197-RB, Nana10197-RA	ENSPTRG00000005152.6
OG0006961	Nana05775-RA	ENSPTRG00000043211.1, ENSPTRG00000006435.5
OG0006962	Nana10188-RA, Nana10188-RB	ENSPTRG00000004948.3
OG0006963	Nana05778-RA, Nana05777-RA	ENSPTRG00000006432.7
OG0006964	Nana10185-RB, Nana10185-RA	ENSPTRG00000004950.6
OG0006965	Nana10184-RA	ENSPTRG00000049039.1, ENSPTRG00000004952.6
OG0006966	Nana10183-RA	ENSPTRG00000049002.1
OG0006967	Nana01070-RA, Nana05795-RA	ENSPTRG00000006421.7
OG0006968	Nana05756-RB, Nana05756-RA	ENSPTRG00000047801.1
OG0006969	Nana05753-RA	ENSPTRG00000006781.6
OG0006970	Nana05743-RA	ENSPTRG00000006770.5
OG0006971	Nana05733-RA	ENSPTRG00000006766.7
OG0006972	Nana10499-RD, Nana10499-RA, Nana10499-RB, Nana10499-RG	ENSPTRG00000021837.5
OG0006973	Nana10494-RA, Nana10494-RB	ENSPTRG00000012451.3
OG0006974	Nana05570-RA	ENSPTRG00000006676.6
OG0006975	Nana10487-RA, Nana10486-RA	ENSPTRG00000010021.7
OG0006976	Nana05580-RA	ENSPTRG00000006689.4
OG0006977	Nana05584-RB, Nana05584-RA	ENSPTRG00000006700.7
OG0006978	Nana10318-RB, Nana10318-RC	ENSPTRG00000005009.4
OG0006979	Nana05590-RA	ENSPTRG00000006705.3
OG0006980	Nana05562-RA	ENSPTRG00000006662.6
OG0006982	Nana05556-RA	ENSPTRG00000051905.1, ENSPTRG00000006655.6
OG0006983	Nana05555-RC	ENSPTRG00000006654.5
OG0006985	Nana05546-RA	ENSPTRG00000006644.5
OG0006986	Nana10275-RA	ENSPTRG00000005033.5
OG0006987	Nana10263-RA	ENSPTRG00000005030.5
OG0006988	Nana05525-RA	ENSPTRG00000042682.1
OG0006989	Nana05508-RA, Nana05508-RB	ENSPTRG00000023399.5
OG0006990	Nana05504-RA, Nana05504-RB	ENSPTRG00000006621.6
OG0006991	Nana05441-RA	ENSPTRG00000006596.5
OG0006992	Nana10812-RA	ENSPTRG00000010359.3
OG0006993	Nana10807-RA, Nana10807-RB	ENSPTRG00000010578.3
OG0006994	Nana10804-RA	ENSPTRG00000010573.5
OG0006995	Nana05409-RA	ENSPTRG00000006582.3
OG0006996	Nana05403-RA	ENSPTRG00000038857.2
OG0006997	Nana05399-RB, Nana05399-RA	ENSPTRG00000006574.6
OG0006998	Nana05359-RA, Nana05360-RA	ENSPTRG00000006560.6
OG0006999	Nana05356-RA	ENSPTRG00000006556.5
OG0007000	Nana10853-RA	ENSPTRG00000010551.5
OG0007001	Nana05333-RA	ENSPTRG00000040641.2, ENSPTRG00000006543.6
OG0007002	Nana05323-RA, Nana05323-RB, Nana05323-RC	ENSPTRG00000006538.6
OG0007003	Nana05312-RA, Nana05313-RA, Nana05314-RA	ENSPTRG00000006534.5
OG0007004	Nana10875-RA	ENSPTRG00000010508.5
OG0007005	Nana10884-RA	ENSPTRG00000010505.4
OG0007006	Nana05301-RA, Nana05301-RB	ENSPTRG00000006530.6
OG0007007	Nana10895-RA	ENSPTRG00000010498.6
OG0007008	Nana05294-RA, Nana05294-RB	ENSPTRG00000006299.4
OG0007009	Nana05292-RA, Nana05292-RB	ENSPTRG00000006293.4
OG0007010	Nana05291-RA, Nana05291-RB	ENSPTRG00000006292.6
OG0007011	Nana05289-RA	ENSPTRG00000005802.6
OG0007012	Nana05264-RA	ENSPTRG00000006273.6
OG0007014	Nana05119-RA, Nana05118-RA	ENSPTRG00000006870.4
OG0007015	Nana10939-RA	ENSPTRG00000010480.7
OG0007016	Nana10947-RA	ENSPTRG00000047031.1, ENSPTRG00000047714.1
OG0007017	Nana12609-RA, Nana12611-RA	ENSPTRG00000010001.5
OG0007018	Nana12612-RA	ENSPTRG00000009999.6
OG0007019	Nana12613-RA	ENSPTRG00000009998.6
OG0007020	Nana12621-RA	ENSPTRG00000009995.6
OG0007021	Nana12636-RA	ENSPTRG00000009992.4
OG0007022	Nana12644-RA	ENSPTRG00000009988.6
OG0007023	Nana12650-RA, Nana12654-RA	ENSPTRG00000009986.6
OG0007024	Nana12682-RA, Nana12683-RA	ENSPTRG00000009983.5
OG0007025	Nana32033-RA	ENSPTRG00000051628.1
OG0007026	Nana04973-RA	ENSPTRG00000023075.5
OG0007027	Nana04987-RA	ENSPTRG00000006509.5
OG0007028	Nana04988-RB, Nana04988-RA	ENSPTRG00000006510.6
OG0007029	Nana04995-RA	ENSPTRG00000006520.3
OG0007030	Nana10653-RB, Nana10654-RA	ENSPTRG00000022410.6
OG0007031	Nana05002-RA	ENSPTRG00000006982.7
OG0007032	Nana10665-RA, Nana10666-RA	ENSPTRG00000046838.1
OG0007033	Nana05011-RB, Nana05011-RA	ENSPTRG00000034200.3
OG0007034	Nana05013-RB, Nana05013-RA	ENSPTRG00000006972.6
OG0007035	Nana10684-RB, Nana10684-RA, Nana10684-RC, Nana10684-RD	ENSPTRG00000022397.6
OG0007036	Nana39830-RA, Nana05015-RA	ENSPTRG00000006970.6
OG0007037	Nana10699-RA	ENSPTRG00000033849.3
OG0007038	Nana10701-RA	ENSPTRG00000014581.5
OG0007039	Nana10702-RA	ENSPTRG00000033931.3
OG0007040	Nana05037-RA, Nana05036-RA	ENSPTRG00000006953.7
OG0007041	Nana05038-RA	ENSPTRG00000039189.2, ENSPTRG00000006951.5
OG0007042	Nana10712-RA	ENSPTRG00000045829.1, ENSPTRG00000022423.6
OG0007043	Nana10713-RA	ENSPTRG00000044429.1, ENSPTRG00000048003.1
OG0007044	Nana05055-RA, Nana05055-RB	ENSPTRG00000006946.6
OG0007045	Nana02317-RA	ENSPTRG00000018349.5
OG0007046	Nana10725-RA, Nana10725-RC, Nana10725-RB	ENSPTRG00000021887.6
OG0007047	Nana04872-RA, Nana04872-RB	ENSPTRG00000003545.7
OG0007048	Nana04876-RA	ENSPTRG00000003546.6
OG0007049	Nana04886-RA	ENSPTRG00000003555.6
OG0007050	Nana10747-RB, Nana10747-RA	ENSPTRG00000045486.1, ENSPTRG00000040677.2
OG0007051	Nana04894-RA, Nana04894-RB	ENSPTRG00000003559.5
OG0007052	Nana04901-RB, Nana04901-RA	ENSPTRG00000003563.4
OG0007053	Nana10013-RA	ENSPTRG00000004941.5
OG0007054	Nana04902-RB, Nana04902-RA	ENSPTRG00000003564.6
OG0007055	Nana04905-RA	ENSPTRG00000003565.3
OG0007056	Nana04907-RA	ENSPTRG00000003567.6
OG0007057	Nana04843-RA, Nana04842-RA	ENSPTRG00000003528.7
OG0007058	Nana10042-RA	ENSPTRG00000004921.6, ENSPTRG00000052454.1
OG0007059	Nana04854-RA, Nana04853-RA	ENSPTRG00000003533.6
OG0007060	Nana10047-RA	ENSPTRG00000052556.1
OG0007061	Nana10058-RA	ENSPTRG00000004965.4
OG0007062	Nana10061-RC, Nana10061-RB, Nana10061-RA	ENSPTRG00000004966.6
OG0007063	Nana10064-RA, Nana10064-RB	ENSPTRG00000005107.3
OG0007064	Nana10067-RB, Nana10067-RA	ENSPTRG00000005106.6
OG0007065	Nana04805-RA, Nana04806-RA	ENSPTRG00000003507.3
OG0007066	Nana04790-RA, Nana04791-RA	ENSPTRG00000003501.6
OG0007067	Nana04750-RA, Nana31218-RA	ENSPTRG00000003998.5
OG0007068	Nana04748-RA	ENSPTRG00000052519.1
OG0007069	Nana04733-RA	ENSPTRG00000003992.5
OG0007070	Nana04712-RA	ENSPTRG00000003436.6
OG0007071	Nana10087-RB, Nana10087-RA	ENSPTRG00000005085.6
OG0007072	Nana10089-RA	ENSPTRG00000005090.5
OG0007073	Nana10094-RB, Nana10094-RC	ENSPTRG00000005081.6
OG0007074	Nana04639-RA, Nana04639-RB	ENSPTRG00000003465.5
OG0007075	Nana04630-RA	ENSPTRG00000003472.3
OG0007076	Nana04615-RA	ENSPTRG00000003478.5
OG0007077	Nana10103-RB, Nana10103-RA	ENSPTRG00000012742.5
OG0007078	Nana04607-RA, Nana04607-RB	ENSPTRG00000003486.5
OG0007079	Nana10172-RA	ENSPTRG00000004890.5
OG0007080	Nana15304-RA	ENSPTRG00000052083.1, ENSPTRG00000001664.5
OG0007081	Nana04546-RA, Nana04546-RB	ENSPTRG00000003362.7
OG0007082	Nana10169-RA	ENSPTRG00000051972.1
OG0007083	Nana04543-RB, Nana04543-RA	ENSPTRG00000003360.6
OG0007084	Nana04540-RA, Nana04538-RA	ENSPTRG00000003355.6
OG0007085	Nana10160-RB, Nana10160-RA	ENSPTRG00000023249.5
OG0007086	Nana10159-RA	ENSPTRG00000004914.6
OG0007087	Nana04527-RB, Nana04527-RA	ENSPTRG00000003349.6
OG0007088	Nana04523-RA, Nana04523-RB	ENSPTRG00000003346.5
OG0007089	Nana04520-RB, Nana04520-RA	ENSPTRG00000003345.4
OG0007090	Nana04461-RA	ENSPTRG00000003388.5
OG0007091	Nana04433-RA, Nana04433-RB	ENSPTRG00000003399.5
OG0007092	Nana10117-RA	ENSPTRG00000011996.4
OG0007093	Nana09764-RB, Nana09764-RE	ENSPTRG00000009595.6
OG0007094	Nana04406-RA	ENSPTRG00000003420.5
OG0007095	Nana09743-RA	ENSPTRG00000009604.6
OG0007096	Nana04398-RA	ENSPTRG00000003425.7
OG0007097	Nana04396-RB, Nana04396-RA	ENSPTRG00000003426.6
OG0007098	Nana09737-RA	ENSPTRG00000009767.4
OG0007099	Nana09734-RA	ENSPTRG00000009765.6
OG0007100	Nana09714-RA, Nana09715-RA	ENSPTRG00000009754.6
OG0007101	Nana04378-RA, Nana04376-RA	ENSPTRG00000003184.5
OG0007102	Nana09708-RB, Nana09708-RA	ENSPTRG00000009748.5
OG0007103	Nana09695-RB, Nana09695-RA	ENSPTRG00000009745.6
OG0007104	Nana04366-RB, Nana04366-RA	ENSPTRG00000044879.1
OG0007105	Nana09690-RA, Nana09691-RA	ENSPTRG00000009740.5
OG0007106	Nana09669-RA	ENSPTRG00000009728.4
OG0007107	Nana09660-RA	ENSPTRG00000009727.6
OG0007108	Nana04318-RB, Nana04318-RA	ENSPTRG00000049480.1
OG0007109	Nana09288-RA	ENSPTRG00000010582.4
OG0007110	Nana04313-RA	ENSPTRG00000003132.5
OG0007111	Nana04312-RA	ENSPTRG00000047139.1
OG0007112	Nana04301-RA	ENSPTRG00000003120.4
OG0007114	Nana04296-RA	ENSPTRG00000003980.6
OG0007115	Nana04279-RB, Nana04279-RA	ENSPTRG00000003985.4
OG0007116	Nana09318-RA, Nana09320-RA	ENSPTRG00000010622.6
OG0007117	Nana09338-RA, Nana09340-RA	ENSPTRG00000050087.1
OG0007118	Nana03727-RA	ENSPTRG00000015801.7
OG0007119	Nana09352-RA	ENSPTRG00000008753.3
OG0007120	Nana03765-RB, Nana03765-RA	ENSPTRG00000015303.6
OG0007121	Nana09360-RA, Nana09361-RA	ENSPTRG00000008757.6
OG0007122	Nana03703-RA	ENSPTRG00000047092.1, ENSPTRG00000045036.1, ENSPTRG00000012391.3
OG0007123	Nana03704-RB, Nana03704-RA	ENSPTRG00000012394.5
OG0007124	Nana09377-RA	ENSPTRG00000007790.6, ENSPTRG00000047476.1
OG0007125	Nana03778-RA, Nana03779-RA	ENSPTRG00000015298.6
OG0007126	Nana09402-RA	ENSPTRG00000009811.6
OG0007127	Nana09405-RB, Nana09405-RD, Nana09405-RC	ENSPTRG00000009810.5
OG0007128	Nana03787-RA	ENSPTRG00000015281.6
OG0007129	Nana09409-RA	ENSPTRG00000008783.5, ENSPTRG00000051207.1
OG0007130	Nana09411-RA	ENSPTRG00000008775.4
OG0007131	Nana03884-RA	ENSPTRG00000034481.3
OG0007132	Nana03883-RA	ENSPTRG00000012940.7
OG0007133	Nana03881-RD, Nana39666-RA	ENSPTRG00000012941.6
OG0007134	Nana03880-RB, Nana03880-RA	ENSPTRG00000012942.2
OG0007135	Nana03872-RB, Nana03872-RC	ENSPTRG00000012922.6
OG0007136	Nana03859-RB, Nana03859-RA	ENSPTRG00000012915.4
OG0007137	Nana09418-RA, Nana09418-RB	ENSPTRG00000008759.5
OG0007138	Nana09419-RA, Nana09419-RB	ENSPTRG00000009805.7
OG0007139	Nana09422-RA	ENSPTRG00000009804.6
OG0007140	Nana03852-RA	ENSPTRG00000012911.6
OG0007141	Nana09457-RA, Nana09457-RB	ENSPTRG00000009690.7
OG0007142	Nana09465-RA	ENSPTRG00000033861.2
OG0007143	Nana09473-RB, Nana09473-RA	ENSPTRG00000009677.6
OG0007144	Nana22696-RA, Nana22696-RB	ENSPTRG00000009971.6
OG0007145	Nana04102-RA	ENSPTRG00000003700.4
OG0007146	Nana04087-RA	ENSPTRG00000003668.7
OG0007147	Nana04082-RA	ENSPTRG00000003667.6
OG0007148	Nana09484-RA, Nana09484-RB	ENSPTRG00000009669.6
OG0007149	Nana09486-RA	ENSPTRG00000034559.3
OG0007150	Nana04077-RA, Nana04077-RB	ENSPTRG00000046666.1
OG0007151	Nana04074-RA	ENSPTRG00000003659.5
