Orthogroup	N_naja.pep	P_Mucros.pep
OG0005952	"Nana30233-RA, Nana30235-RA"	XP_029142414.1
OG0005953	"Nana19720-RC, Nana19720-RA, Nana19720-RB"	XP_015670067.1
OG0005955	Nana29202-RA	"XP_015685057.1, XP_015682040.1"
OG0005956	Nana05075-RA	XP_015670039.1
OG0005957	Nana39678-RA	XP_015682962.1
OG0005958	Nana25130-RA	XP_015672523.1
OG0005959	Nana30245-RA	XP_015677671.1
OG0005960	"Nana05077-RA, Nana05077-RC"	XP_015670033.1
OG0005961	Nana29203-RA	XP_015682038.1
OG0005962	Nana16155-RA	XP_015668954.1
OG0005963	"Nana28750-RA, Nana28750-RB"	XP_015676899.1
OG0005964	Nana30250-RA	"XP_015677668.1, XP_015677667.1"
OG0005965	Nana29205-RA	"XP_015682037.1, XP_015685071.1"
OG0005966	"Nana34627-RE, Nana34627-RB"	XP_015667476.1
OG0005967	Nana25112-RA	"XP_015672527.1, XP_015672528.1"
OG0005968	"Nana38509-RA, Nana38505-RA, Nana13278-RA"	XP_029141471.1
OG0005969	Nana18903-RA	XP_015671955.1
OG0005970	"Nana29208-RA, Nana29209-RA"	XP_015679909.1
OG0005971	Nana29035-RA	XP_015668369.1
OG0005972	"Nana25099-RB, Nana25099-RA"	XP_015671133.1
OG0005973	"Nana21161-RA, Nana20716-RA"	XP_015667891.1
OG0005974	"Nana00781-RA, Nana00781-RB"	XP_015668467.2
OG0005975	Nana18838-RA	XP_029141166.1
OG0005976	Nana13273-RA	XP_015684604.2
OG0005977	Nana25573-RA	XP_015682255.1
OG0005978	Nana05005-RA	XP_015684816.1
OG0005979	Nana12008-RA	"XP_015677181.1, XP_015677182.1"
OG0005980	Nana28736-RA	XP_015670344.1
OG0005981	Nana21153-RA	XP_015667888.2
OG0005982	Nana11981-RA	"XP_015681854.1, XP_015681853.1"
OG0005983	Nana00406-RA	"XP_015683031.1, XP_015683032.1"
OG0005984	"Nana38819-RA, Nana39561-RA, Nana38821-RA"	XP_015677725.1
OG0005985	"Nana30123-RG, Nana30123-RE, Nana30123-RF"	XP_015674207.1
OG0005986	"Nana32750-RA, Nana32750-RC"	XP_015666513.1
OG0005987	"Nana28717-RB, Nana28717-RA"	XP_015677804.2
OG0005988	"Nana30125-RE, Nana30125-RA, Nana30125-RD"	XP_015674205.1
OG0005989	Nana05098-RA	XP_015675226.1
OG0005990	Nana36220-RA	XP_029139454.1
OG0005991	"Nana30126-RB, Nana30126-RD"	XP_015674204.1
OG0005992	Nana16126-RA	"XP_015674491.1, XP_015674490.1"
OG0005993	Nana21151-RA	XP_029139262.1
OG0005994	Nana16131-RA	XP_015678678.1
OG0005995	Nana11968-RA	XP_015683003.1
OG0005996	Nana04061-RA	XP_015673247.1
OG0005997	"Nana18737-RA, Nana18737-RB"	XP_015674302.2
OG0005998	Nana14122-RC	XP_015679859.2
OG0005999	Nana14121-RA	XP_015679862.2
OG0006000	"Nana36383-RA, Nana36383-RB"	XP_015674259.1
OG0006002	"Nana11958-RA, Nana11958-RB"	XP_015677878.1
OG0006003	Nana37377-RA	"XP_015671525.1, XP_015671524.1"
OG0006004	"Nana00745-RA, Nana00745-RB"	XP_015678133.1
OG0006005	"Nana38572-RA, Nana16137-RA"	XP_015678675.1
OG0006006	Nana21144-RA	"XP_015667882.1, XP_015682936.1"
OG0006007	"Nana11955-RA, Nana11955-RB"	XP_015682605.2
OG0006008	Nana16077-RA	XP_015672243.1
OG0006009	Nana32400-RA	"XP_029143123.1, XP_015687380.1"
OG0006010	"Nana25474-RA, Nana25473-RA"	XP_015683871.1
OG0006011	"Nana31480-RB, Nana31480-RC"	XP_015675222.1
OG0006012	"Nana16061-RB, Nana16061-RA"	XP_015674413.1
OG0006013	Nana11942-RA	XP_029140663.1
OG0006014	Nana34812-RA	XP_015670941.1
OG0006015	Nana25726-RA	"XP_015685874.1, XP_015685402.1"
OG0006016	Nana17148-RA	XP_029141384.1
OG0006017	Nana11939-RA	"XP_029140664.1, XP_015685505.1"
OG0006018	"Nana32409-RA, Nana32409-RB"	XP_029143124.1
OG0006019	"Nana14083-RB, Nana14083-RA"	XP_015686188.1
OG0006020	Nana34807-RA	XP_015670939.1
OG0006021	Nana17454-RA	XP_015682832.1
OG0006022	"Nana03533-RA, Nana03533-RB"	XP_015670217.1
OG0006023	Nana34805-RA	XP_029139871.1
OG0006024	Nana14075-RA	XP_015672469.1
OG0006025	"Nana31472-RB, Nana31472-RA"	XP_015683153.1
OG0006026	"Nana11918-RC, Nana11918-RA"	XP_015679064.1
OG0006027	"Nana34105-RA, Nana34104-RA"	XP_015678601.1
OG0006028	Nana26780-RA	XP_015670360.1
OG0006029	Nana21211-RA	XP_015688022.1
OG0006030	Nana36809-RA	XP_015681088.1
OG0006031	"Nana06429-RB, Nana06429-RA"	XP_015681909.1
OG0006032	Nana26778-RA	"XP_029139780.1, XP_029139779.1"
OG0006033	Nana21212-RA	XP_015688040.1
OG0006034	"Nana03537-RB, Nana03537-RA"	XP_015679709.1
OG0006035	Nana00396-RA	"XP_015678149.1, XP_015685369.1"
OG0006036	Nana31435-RA	XP_015674441.1
OG0006037	"Nana37054-RB, Nana37054-RA"	XP_029141843.1
OG0006038	Nana21214-RA	XP_015688021.1
OG0006039	Nana26903-RA	XP_015667938.1
OG0006040	Nana34067-RA	"XP_015676791.1, XP_015686452.1"
OG0006041	Nana03538-RA	XP_015676019.1
OG0006042	"Nana39926-RA, Nana39926-RB"	XP_015676778.1
OG0006043	Nana31462-RA	XP_015674447.1
OG0006044	Nana29036-RC	XP_015668395.2
OG0006045	Nana34081-RA	"XP_015678463.1, XP_015684240.1"
OG0006046	Nana02407-RA	XP_015681603.1
OG0006047	Nana21218-RA	XP_015688039.1
OG0006048	"Nana11903-RB, Nana11903-RA"	XP_015673680.1
OG0006049	"Nana11902-RA, Nana33012-RA, Nana33013-RA"	XP_015673679.2
OG0006050	"Nana16030-RA, Nana16030-RB"	XP_029140378.1
OG0006051	Nana11901-RA	XP_015677598.1
OG0006052	Nana02400-RA	"XP_015682089.1, XP_015682083.1"
OG0006053	"Nana18431-RA, Nana18431-RB"	XP_015684560.2
OG0006054	"Nana26912-RA, Nana26912-RB"	XP_015667943.1
OG0006055	Nana16026-RA	XP_015673731.1
OG0006056	Nana08788-RA	XP_015681354.1
OG0006057	Nana00341-RA	XP_015682069.1
OG0006058	"Nana08787-RA, Nana08787-RB"	XP_015681352.1
OG0006059	Nana21225-RA	XP_015688016.1
OG0006060	"Nana18567-RB, Nana18567-RA"	XP_015683448.1
OG0006061	Nana26915-RA	XP_015667287.1
OG0006062	"Nana04930-RA, Nana04930-RB"	XP_029139598.1
OG0006063	Nana18560-RA	XP_015682596.1
OG0006064	Nana15994-RA	"XP_029140820.1, XP_029140822.1"
OG0006065	Nana35296-RC	XP_015684027.1
OG0006066	"Nana26918-RA, Nana26918-RB"	XP_015667285.1
OG0006067	Nana31259-RA	XP_015672268.1
OG0006068	Nana26919-RA	"XP_015667284.1, XP_015667283.1"
OG0006069	Nana02494-RA	"XP_015685830.1, XP_029141368.1"
OG0006070	Nana11872-RA	XP_029139592.1
OG0006071	"Nana15984-RA, Nana15984-RB"	XP_015677740.1
OG0006072	Nana08776-RA	XP_015675399.1
OG0006073	Nana11871-RA	XP_015666655.1
OG0006074	Nana21251-RA	"XP_029138783.1, XP_015688034.1, XP_015688035.1"
OG0006075	"Nana15967-RA, Nana15968-RA"	XP_015669025.1
OG0006076	Nana35261-RA	"XP_015685810.1, XP_029141678.1"
OG0006077	Nana31243-RA	"XP_015684869.1, XP_015677199.1"
OG0006078	"Nana21257-RA, Nana21257-RB"	XP_029138782.1
OG0006079	Nana35250-RA	XP_015680253.1
OG0006080	Nana15952-RA	XP_015671411.1
OG0006082	Nana23552-RA	"XP_029141840.1, XP_015665773.1, XP_015665774.1"
OG0006083	"Nana31226-RB, Nana31226-RD, Nana31226-RC"	XP_015679809.1
OG0006084	Nana39249-RA	XP_015685868.1
OG0006085	Nana38632-RA	"XP_015680743.1, XP_015684974.1"
OG0006086	"Nana00655-RB, Nana00655-RC, Nana00655-RA"	XP_015670288.1
OG0006087	Nana23547-RA	"XP_015681858.1, XP_015665777.1"
OG0006088	Nana15918-RB	XP_015673874.1
OG0006089	Nana33983-RA	XP_015674732.1
OG0006090	"Nana33981-RC, Nana33981-RB, Nana33981-RA"	XP_015674745.1
OG0006091	Nana15915-RA	"XP_029140408.1, XP_015686497.1"
OG0006092	"Nana21302-RB, Nana21302-RA"	XP_015667425.1
OG0006093	"Nana21311-RA, Nana21312-RA"	XP_029139194.1
OG0006094	Nana11192-RA	XP_015669309.1
OG0006095	Nana15868-RA	XP_015670181.1
OG0006096	Nana11190-RA	XP_015669310.1
OG0006097	Nana14486-RA	"XP_015668044.1, XP_015668045.1, XP_015668046.2"
OG0006098	Nana27561-RA	XP_015675902.1
OG0006099	Nana05975-RA	"XP_029140525.1, XP_029140526.1"
OG0006100	"Nana16045-RA, Nana05976-RA"	XP_015674499.1
OG0006101	Nana05891-RA	"XP_015685957.1, XP_015685270.1"
OG0006102	Nana27557-RA	XP_015675903.1
OG0006103	Nana15859-RA	XP_015670177.1
OG0006104	"Nana15852-RC, Nana15852-RB"	XP_015670189.1
OG0006105	Nana23505-RA	"XP_015683997.1, XP_015665800.1, XP_015665801.1"
OG0006106	Nana11182-RA	"XP_015685469.1, XP_015685394.1"
OG0006107	Nana05882-RA	"XP_015678302.1, XP_015678301.1"
OG0006108	Nana27553-RA	XP_015676570.1
OG0006109	Nana05873-RA	XP_015687621.1
OG0006110	"Nana05872-RA, Nana05871-RA"	XP_029143172.1
OG0006111	"Nana05865-RA, Nana05865-RB"	XP_015687620.1
OG0006112	Nana11170-RA	XP_015669322.1
OG0006113	"Nana15839-RA, Nana15839-RB"	XP_029140786.1
OG0006114	Nana05862-RA	XP_015687615.1
OG0006115	Nana11103-RA	"XP_015669489.1, XP_015669490.1, XP_015669491.1"
OG0006116	Nana21364-RA	"XP_015666145.1, XP_015666144.1"
OG0006117	"Nana15625-RA, Nana15626-RA"	XP_015668486.1
OG0006118	"Nana15623-RA, Nana15623-RB"	"XP_015668488.1, XP_015668487.1"
OG0006119	Nana15619-RA	"XP_015668492.1, XP_015668491.1"
OG0006120	"Nana13694-RB, Nana13694-RA"	XP_029139929.1
OG0006121	Nana37159-RA	XP_029140498.1
OG0006122	"Nana26074-RB, Nana26074-RA"	XP_015686860.1
OG0006123	"Nana15616-RA, Nana15616-RB"	XP_015668494.1
OG0006124	Nana13689-RA	"XP_015671236.1, XP_015671237.1"
OG0006125	Nana36556-RA	XP_029143165.1
OG0006126	"Nana06010-RB, Nana06010-RA"	XP_015665461.1
OG0006127	"Nana17514-RA, Nana17514-RB"	XP_015677090.1
OG0006128	Nana00439-RA	XP_029141344.1
OG0006130	Nana17513-RA	"XP_029142994.1, XP_015686589.1"
OG0006131	Nana21381-RA	XP_015666140.1
OG0006132	Nana01515-RA	XP_015677609.1
OG0006133	Nana31093-RA	"XP_015671366.1, XP_029139956.1"
OG0006134	"Nana25542-RF, Nana25542-RE"	XP_015670961.1
OG0006135	Nana01513-RA	XP_029141118.1
OG0006136	Nana29869-RA	XP_015667109.1
OG0006137	"Nana31085-RA, Nana31085-RB"	XP_029139958.1
OG0006138	Nana18606-RA	XP_015676663.1
OG0006139	Nana30738-RA	XP_029141328.1
OG0006140	Nana10757-RA	XP_015667704.1
OG0006142	Nana18602-RA	XP_029142527.1
OG0006143	Nana13019-RA	XP_029141817.1
OG0006144	Nana15598-RA	XP_015679395.1
OG0006145	Nana15597-RA	XP_015679393.2
OG0006146	Nana21404-RA	XP_015666158.1
OG0006147	Nana10759-RA	XP_015667739.1
OG0006148	"Nana29733-RB, Nana29733-RA"	XP_015667150.1
OG0006149	Nana32627-RA	XP_015687907.1
OG0006150	"Nana01502-RA, Nana01503-RA"	XP_029142149.1
OG0006151	"Nana15593-RA, Nana15593-RB"	XP_015676767.1
OG0006152	Nana32457-RA	XP_015676588.1
OG0006153	"Nana18601-RA, Nana18601-RB"	XP_029142380.1
OG0006154	Nana06791-RA	XP_015682378.1
OG0006156	"Nana38725-RA, Nana38734-RB, Nana38734-RA"	XP_015668652.1
OG0006157	Nana32635-RA	XP_015687906.1
OG0006158	Nana21421-RA	"XP_015666128.1, XP_015666127.1"
OG0006159	Nana21425-RA	XP_015666125.2
OG0006160	"Nana21580-RA, Nana21581-RA, Nana21579-RA"	XP_029139097.1
OG0006161	Nana37819-RA	XP_015681508.1
OG0006161	Nana21574-RA	XP_029139105.1
OG0006162	"Nana21569-RA, Nana21570-RA"	XP_015667053.1
OG0006164	Nana00148-RA	XP_029141860.1
OG0006165	Nana16345-RA	XP_015667853.1
OG0006166	Nana21562-RA	XP_015667051.1
OG0006167	Nana18591-RA	XP_015681112.1
OG0006168	Nana04549-RA	XP_015687946.1
OG0006169	Nana32647-RA	XP_015687986.1
OG0006170	Nana21548-RA	XP_015667049.1
OG0006170	Nana39136-RA	XP_015678616.1
OG0006171	"Nana15578-RA, Nana15578-RB"	XP_015677177.1
OG0006172	"Nana21538-RA, Nana21537-RA"	XP_015667044.1
OG0006173	Nana15577-RA	XP_015677172.1
OG0006174	"Nana16335-RD, Nana16335-RA"	XP_015667848.1
OG0006175	Nana16321-RA	XP_015685655.1
OG0006175	"Nana16323-RA, Nana16324-RA"	XP_029141035.1
OG0006176	"Nana19328-RA, Nana19327-RB"	XP_015681442.1
OG0006177	Nana19334-RA	"XP_015674292.1, XP_015674293.1"
OG0006178	Nana34125-RA	XP_029142072.1
OG0006179	Nana21495-RA	"XP_015670860.1, XP_015670862.1"
OG0006180	"Nana16310-RB, Nana16310-RA"	XP_015673367.1
OG0006181	Nana04585-RA	"XP_029140706.1, XP_029142773.1"
OG0006182	Nana21487-RA	"XP_015666704.1, XP_015666706.1"
OG0006183	Nana15568-RA	XP_015676660.2
OG0006184	"Nana04587-RB, Nana04587-RA"	XP_029140707.1
OG0006185	Nana32944-RC	XP_015685703.1
OG0006186	Nana27724-RA	"XP_015680129.1, XP_015685907.1"
OG0006187	Nana27731-RA	"XP_015685324.1, XP_029142590.1"
OG0006189	"Nana15183-RA, Nana15183-RB"	XP_029139033.1
OG0006190	Nana15185-RA	"XP_015666759.1, XP_015666760.1"
OG0006191	Nana21477-RA	"XP_015666696.1, XP_015666697.1"
OG0006192	"Nana19370-RA, Nana19370-RB"	XP_015666781.1
OG0006193	"Nana21476-RB, Nana21476-RA"	XP_015666695.1
OG0006194	Nana15187-RA	"XP_015666758.1, XP_015666757.2"
OG0006195	Nana33073-RA	XP_015678760.1
OG0006196	"Nana11684-RB, Nana11684-RA"	XP_015668097.1
OG0006197	"Nana14582-RB, Nana14582-RC"	XP_015687048.1
OG0006198	Nana00339-RA	XP_015682070.1
OG0006199	Nana15274-RA	"XP_015687497.1, XP_015687496.1"
OG0006200	Nana17851-RA	"XP_015666249.1, XP_015666179.1"
OG0006201	"Nana33081-RA, Nana33081-RB"	XP_015673927.1
OG0006202	"Nana28860-RA, Nana28860-RB"	XP_015668078.1
OG0006203	"Nana31661-RC, Nana31661-RD"	XP_015666044.1
OG0006204	Nana17849-RA	XP_015665881.1
OG0006205	"Nana24843-RA, Nana24843-RB"	XP_015674469.1
OG0006206	Nana17840-RA	"XP_015667036.1, XP_015686094.1"
OG0006207	"Nana15270-RB, Nana15270-RA"	XP_015687494.1
OG0006208	Nana33086-RA	XP_015673937.1
OG0006209	Nana36905-RA	"XP_015681339.1, XP_015681340.1"
OG0006210	Nana18520-RA	XP_015679298.2
OG0006211	Nana21457-RA	XP_029139019.1
OG0006212	"Nana33092-RB, Nana33092-RA"	XP_015673930.1
OG0006213	"Nana10515-RA, Nana33094-RA"	XP_015673932.1
OG0006214	"Nana20687-RB, Nana20687-RA"	XP_015671871.2
OG0006215	Nana21448-RA	XP_015667338.1
OG0006216	"Nana18885-RA, Nana18885-RB"	XP_015678926.1
OG0006217	Nana21447-RA	XP_015667337.1
OG0006218	Nana09001-RA	XP_029140897.1
OG0006219	"Nana09960-RA, Nana09961-RA"	XP_015671013.1
OG0006220	Nana08937-RA	XP_015679645.1
OG0006221	"Nana20673-RB, Nana20673-RA"	XP_015681574.1
OG0006222	Nana21445-RA	XP_015670756.1
OG0006223	Nana36756-RC	"XP_015686819.1, XP_015682101.1"
OG0006224	Nana27819-RA	"XP_015685189.1, XP_015683524.1"
OG0006225	"Nana09958-RA, Nana09958-RB"	XP_015671471.1
OG0006226	"Nana28077-RB, Nana28077-RC, Nana28077-RA"	XP_015666641.1
OG0006227	Nana03198-RA	XP_015668515.1
OG0006228	Nana09945-RA	XP_015676752.1
OG0006229	"Nana05924-RB, Nana05924-RA"	XP_015673259.1
OG0006230	Nana33046-RD	XP_015682539.1
OG0006231	Nana09942-RA	"XP_015679388.1, XP_015676749.1"
OG0006232	Nana15256-RA	XP_015671300.2
OG0006233	Nana27830-RA	"XP_015684956.1, XP_015684727.1"
OG0006234	Nana28255-RA	"XP_029140336.1, XP_029140330.1"
OG0006235	"Nana28250-RA, Nana28250-RB"	XP_015673457.2
OG0006236	Nana13531-RA	XP_015680352.1
OG0006237	Nana00619-RA	"XP_015668303.1, XP_015668302.1"
OG0006238	"Nana39923-RA, Nana23778-RA"	"XP_015666017.1, XP_015675744.1"
OG0006239	Nana36813-RA	XP_015681084.1
OG0006240	"Nana21055-RC, Nana21055-RD"	XP_015669789.1
OG0006241	"Nana34766-RB, Nana34766-RA"	XP_029139869.1
OG0006242	Nana16301-RA	"XP_015680233.1, XP_029142428.1"
OG0006243	Nana37548-RA	XP_015679332.1
OG0006244	Nana21433-RA	XP_015666119.1
OG0006245	"Nana28244-RA, Nana28244-RD"	XP_015673456.1
OG0006246	"Nana12968-RC, Nana12968-RA, Nana12968-RB"	XP_015680945.1
OG0006247	"Nana00237-RA, Nana00233-RA"	XP_029142237.1
OG0006248	"Nana28243-RA, Nana25956-RA"	XP_015673451.1
OG0006249	"Nana27677-RA, Nana27677-RB"	XP_015680436.1
OG0006250	"Nana37550-RB, Nana37550-RC"	XP_029141485.1
OG0006251	"Nana27676-RA, Nana27676-RB"	XP_015680439.1
OG0006252	Nana39429-RA	XP_015675755.1
OG0006252	Nana23768-RA	XP_015666029.1
OG0006253	"Nana05721-RB, Nana05721-RA"	XP_015668718.1
OG0006254	Nana21431-RA	XP_015666120.1
OG0006255	"Nana06320-RA, Nana06321-RA"	XP_015666197.1
OG0006256	"Nana12970-RC, Nana12970-RA, Nana12970-RB"	XP_029141814.1
OG0006257	"Nana37747-RA, Nana23764-RA"	XP_029138905.1
OG0006258	"Nana37553-RA, Nana37553-RB"	XP_015681846.1
OG0006259	"Nana04163-RC, Nana04163-RB"	XP_029141026.1
OG0006260	Nana36297-RA	XP_015677512.1
OG0006261	Nana23762-RB	"XP_015675751.1, XP_015666008.1"
OG0006262	Nana36295-RA	"XP_015677532.1, XP_015677533.1"
OG0006263	Nana00535-RA	XP_015674367.1
OG0006264	Nana34759-RA	XP_029139867.1
OG0006265	Nana34757-RA	XP_015670906.1
OG0006266	Nana14975-RA	XP_015679470.1
OG0006267	Nana04953-RA	XP_015675522.2
OG0006268	Nana39957-RA	"XP_015684129.1, XP_015683856.1"
OG0006269	"Nana34756-RA, Nana34756-RD"	XP_015670887.1
OG0006270	"Nana32180-RC, Nana32180-RB"	XP_015674272.1
OG0006271	"Nana33734-RA, Nana33734-RB"	XP_015687210.1
OG0006272	Nana14973-RA	XP_029141574.1
OG0006273	Nana15231-RA	XP_029139029.1
OG0006274	"Nana14971-RB, Nana14971-RA"	XP_015679511.1
OG0006275	"Nana23754-RA, Nana38963-RA"	"XP_015684349.1, XP_015666006.1"
OG0006276	Nana00494-RA	XP_015673353.1
OG0006277	Nana14970-RA	XP_015679500.1
OG0006278	"Nana34754-RB, Nana34754-RA"	XP_029139865.1
OG0006280	Nana15219-RA	XP_015666746.1
OG0006281	"Nana20616-RA, Nana20616-RB"	XP_015670420.1
OG0006282	Nana27636-RA	XP_015680533.1
OG0006283	Nana16261-RA	XP_015678917.1
OG0006284	Nana05694-RA	"XP_015682865.1, XP_015685496.1"
OG0006285	Nana09894-RA	XP_015670224.1
OG0006286	Nana05693-RA	"XP_015679536.1, XP_015679537.1"
OG0006287	Nana34335-RA	XP_029142431.1
OG0006288	Nana21610-RA	"XP_029139091.1, XP_029139092.1"
OG0006289	Nana04183-RA	XP_015672043.1
OG0006290	Nana38678-RA	XP_029142749.1
OG0006291	Nana20597-RA	"XP_015681251.1, XP_015681250.1"
OG0006292	Nana15285-RA	"XP_015687507.1, XP_015687508.1"
OG0006293	Nana09887-RA	"XP_015686650.1, XP_029140040.1"
OG0006294	Nana16246-RA	XP_015677414.1
OG0006295	Nana23717-RD	"XP_015678119.1, XP_015666411.1"
OG0006296	Nana35158-RI	XP_029141106.1
OG0006297	Nana04199-RA	XP_015676129.1
OG0006298	Nana23714-RA	"XP_029138964.1, XP_029141242.1"
OG0006299	Nana38470-RA	XP_015685221.1
OG0006300	"Nana20592-RB, Nana20592-RA"	XP_015681258.1
OG0006301	Nana23612-RA	"XP_029138851.1, XP_015681765.1"
OG0006302	"Nana15303-RA, Nana15303-RB"	XP_015687519.1
OG0006303	"Nana35164-RB, Nana35164-RA"	XP_015677582.1
OG0006304	Nana00599-RA	XP_015668289.1
OG0006305	Nana15298-RA	"XP_015687517.1, XP_015687516.1"
OG0006306	Nana35172-RA	"XP_015677983.1, XP_015686201.1"
OG0006307	"Nana20577-RA, Nana20577-RB"	XP_015674606.1
OG0006308	Nana28078-RA	XP_015684357.2
OG0006309	"Nana15397-RA, Nana15396-RA"	"XP_015672904.1, XP_015672902.1"
OG0006310	Nana20567-RA	"XP_015684714.1, XP_015684715.1"
OG0006311	Nana20565-RA	XP_015684722.1
OG0006312	Nana21654-RA	XP_015667100.1
OG0006313	"Nana27580-RA, Nana27580-RB"	XP_015674846.1
OG0006314	Nana35191-RA	XP_015678058.1
OG0006315	"Nana20533-RB, Nana20533-RA"	XP_015677648.1
OG0006316	"Nana20531-RA, Nana20532-RA"	XP_029141131.1
OG0006317	Nana27461-RA	XP_015671161.1
OG0006318	Nana20527-RA	XP_015677101.1
OG0006319	Nana21670-RA	XP_015667102.1
OG0006320	Nana35203-RA	"XP_015678050.1, XP_015678049.1"
OG0006321	Nana35204-RA	XP_015678056.1
OG0006322	Nana35205-RA	XP_015678055.1
OG0006323	"Nana20513-RA, Nana20513-RB"	XP_015687325.1
OG0006324	Nana23684-RA	"XP_029142566.1, XP_015666416.2"
OG0006325	Nana21706-RA	XP_015666273.1
OG0006326	Nana21708-RA	XP_015666284.1
OG0006327	Nana27485-RA	XP_015682661.1
OG0006328	Nana15446-RA	XP_029142642.1
OG0006329	Nana20466-RA	"XP_015687327.1, XP_015687326.1"
OG0006330	"Nana20457-RA, Nana20455-RA"	XP_015670884.1
OG0006331	Nana21744-RA	XP_015666292.1
OG0006332	Nana21747-RA	XP_015666279.2
OG0006333	Nana15470-RA	XP_015667084.1
OG0006334	Nana27505-RA	XP_029139613.1
OG0006335	Nana20431-RB	XP_015672105.1
OG0006336	Nana27506-RA	"XP_015669660.1, XP_015669661.1"
OG0006337	Nana15471-RA	XP_015667086.1
OG0006338	Nana21754-RA	XP_015666293.1
OG0006339	Nana27515-RA	XP_015679227.2
OG0006340	Nana21766-RA	XP_015666093.1
OG0006341	Nana21767-RA	XP_015666094.1
OG0006342	Nana15478-RA	XP_029139212.1
OG0006343	Nana21769-RA	"XP_015666057.1, XP_015666056.1"
OG0006344	"Nana15486-RA, Nana15486-RB"	XP_015667645.1
OG0006345	Nana21778-RA	XP_015666061.1
OG0006346	Nana21779-RA	XP_015666062.1
OG0006347	Nana21781-RA	XP_015666050.1
OG0006348	"Nana20391-RB, Nana20391-RA"	XP_015679173.1
OG0006349	"Nana15510-RA, Nana15510-RB"	XP_029139279.1
OG0006350	Nana20390-RB	XP_015679171.1
OG0006351	Nana20387-RA	"XP_015673195.1, XP_015673187.1"
OG0006352	Nana20382-RA	XP_015673218.1
OG0006353	Nana15513-RA	XP_015668007.1
OG0006354	Nana15518-RA	XP_015682668.2
OG0006355	Nana20375-RA	XP_015678824.1
OG0006356	Nana15522-RA	XP_029142233.1
OG0006357	Nana21919-RA	XP_015666228.1
OG0006358	Nana21914-RA	XP_015666229.1
OG0006359	Nana21910-RA	"XP_029141800.1, XP_015666237.1"
OG0006360	Nana20365-RA	XP_015668439.1
OG0006361	Nana20347-RA	XP_029139365.1
OG0006362	"Nana27533-RB, Nana27533-RA"	XP_029140954.1
OG0006363	"Nana15528-RA, Nana15528-RB"	XP_015682612.1
OG0006364	"Nana15530-RB, Nana15530-RA"	XP_015682739.1
OG0006365	"Nana20318-RA, Nana20318-RB"	XP_015677364.1
OG0006366	Nana21903-RA	XP_015666235.1
OG0006367	Nana15539-RA	XP_015682590.1
OG0006368	Nana15540-RA	"XP_015682580.1, XP_015682573.1"
OG0006369	Nana20315-RA	"XP_015677360.1, XP_015677359.1"
OG0006370	Nana21900-RA	XP_015666092.1
OG0006371	"Nana20312-RA, Nana20312-RB"	XP_015676581.1
OG0006372	Nana22100-RA	"XP_015678669.1, XP_015678677.1"
OG0006373	Nana20309-RA	XP_015676584.1
OG0006373	Nana20308-RA	XP_015671793.1
OG0006374	Nana15549-RA	XP_015674307.1
OG0006375	Nana27412-RA	XP_015675813.1
OG0006376	Nana27413-RA	XP_029140751.1
OG0006377	Nana27416-RA	XP_015675805.1
OG0006378	Nana20299-RA	XP_015671789.1
OG0006379	"Nana20291-RB, Nana20291-RA"	XP_015671784.1
OG0006380	Nana22132-RA	XP_015669842.1
OG0006381	Nana22137-RA	XP_015669841.1
OG0006382	Nana27433-RA	XP_015674511.1
OG0006383	Nana27435-RA	XP_015674510.1
OG0006384	Nana27439-RA	"XP_015684839.1, XP_015678875.1, XP_015678874.1"
OG0006385	Nana27410-RA	XP_029140752.1
OG0006386	Nana22157-RA	XP_015678576.1
OG0006388	"Nana14941-RA, Nana14941-RB"	XP_015687089.1
OG0006389	Nana14935-RA	XP_029143071.1
OG0006390	Nana20260-RA	"XP_015674504.1, XP_015674505.1"
OG0006391	Nana14933-RA	"XP_015675730.1, XP_015675732.1, XP_015675729.1"
OG0006392	"Nana20254-RA, Nana20255-RA"	XP_015674506.1
OG0006393	Nana22320-RA	XP_015667259.1
OG0006394	Nana14928-RA	"XP_015675728.1, XP_015675727.1"
OG0006395	Nana22347-RA	XP_015667229.1
OG0006396	Nana27382-RA	XP_015679352.2
OG0006397	Nana20206-RA	"XP_015676793.1, XP_015676802.1"
OG0006398	Nana20204-RA	XP_015676824.1
OG0006399	"Nana20192-RA, Nana20192-RB"	XP_015676835.1
OG0006400	Nana27374-RA	"XP_015670558.1, XP_015670559.1"
OG0006402	"Nana27371-RA, Nana27371-RB"	XP_015670553.1
OG0006403	Nana14915-RA	XP_015684766.1
OG0006404	Nana27368-RA	XP_015673851.1
OG0006405	Nana27365-RA	"XP_015673848.1, XP_015673849.1"
OG0006406	Nana14909-RA	"XP_015684848.1, XP_015684840.1"
OG0006407	Nana22461-RA	XP_015666664.1
OG0006408	Nana22466-RA	XP_015668546.1
OG0006409	"Nana20160-RA, Nana20160-RB"	XP_029140113.1
OG0006410	Nana22467-RA	XP_015668554.1
OG0006411	"Nana22468-RA, Nana22472-RA"	XP_015668551.1
OG0006412	Nana20158-RA	"XP_015682115.1, XP_029142997.1"
OG0006413	Nana27360-RA	"XP_015668328.1, XP_015668327.1"
OG0006414	Nana03091-RA	XP_015669945.1
OG0006415	Nana20156-RA	XP_015682117.1
OG0006416	Nana27355-RA	"XP_015668321.1, XP_015668320.1"
OG0006417	Nana14900-RA	XP_015686691.1
