Orthogroup	N_naja.pep	H_sapiens.pep
OG0007042	Nana10712-RA	ENSG00000184216.14
OG0007043	Nana10713-RA	ENSG00000169057.23
OG0007044	Nana05055-RA, Nana05055-RB	ENSG00000137815.14
OG0007045	Nana02317-RA	ENSG00000156535.15
OG0007046	Nana10725-RA, Nana10725-RC, Nana10725-RB	ENSG00000102003.10
OG0007047	Nana04872-RA, Nana04872-RB	ENSG00000149091.15
OG0007048	Nana04876-RA	ENSG00000110497.14
OG0007049	Nana04886-RA	ENSG00000149179.13
OG0007050	Nana10747-RB, Nana10747-RA	ENSG00000269335.5
OG0007051	Nana04894-RA, Nana04894-RB	ENSG00000134575.13
OG0007052	Nana04901-RB, Nana04901-RA	ENSG00000066336.11
OG0007053	Nana10013-RA	ENSG00000123268.9
OG0007054	Nana04902-RB, Nana04902-RA	ENSG00000165915.14
OG0007055	Nana04905-RA	ENSG00000165916.8
OG0007056	Nana04907-RA	ENSG00000165917.10
OG0007057	Nana04843-RA, Nana04842-RA	ENSG00000151348.14
OG0007058	Nana10042-RA	ENSG00000161800.13
OG0007059	Nana04854-RA, Nana04853-RA	ENSG00000019485.13
OG0007060	Nana10047-RA	ENSG00000261308.2
OG0007061	Nana10058-RA	ENSG00000161835.11
OG0007062	Nana10061-RC, Nana10061-RB, Nana10061-RA	ENSG00000123358.20
OG0007063	Nana10064-RA, Nana10064-RB	ENSG00000110955.9
OG0007064	Nana10067-RB, Nana10067-RA	ENSG00000076108.11
OG0007065	Nana04805-RA, Nana04806-RA	ENSG00000179241.13
OG0007066	Nana04790-RA, Nana04791-RA	ENSG00000026508.19
OG0007067	Nana04750-RA, Nana31218-RA	ENSG00000162344.4
OG0007068	Nana04748-RA	ENSG00000110092.4
OG0007069	Nana04733-RA	ENSG00000287725.1, ENSG00000162341.18
OG0007070	Nana04712-RA	ENSG00000166833.21
OG0007071	Nana10087-RB, Nana10087-RA	ENSG00000139645.10
OG0007072	Nana10089-RA	ENSG00000062485.19
OG0007073	Nana10094-RB, Nana10094-RC	ENSG00000139613.12
OG0007074	Nana04639-RA, Nana04639-RB	ENSG00000152219.5
OG0007075	Nana04630-RA	ENSG00000148950.11
OG0007076	Nana04615-RA	ENSG00000149100.13
OG0007077	Nana10103-RB, Nana10103-RA	ENSG00000151689.13
OG0007078	Nana04607-RA, Nana04607-RB	ENSG00000110422.12
OG0007079	Nana10172-RA	ENSG00000134285.11
OG0007080	Nana15304-RA	ENSG00000000460.17
OG0007081	Nana04546-RA, Nana04546-RB	ENSG00000110321.17
OG0007083	Nana04543-RB, Nana04543-RA	ENSG00000072952.18
OG0007084	Nana04540-RA, Nana04538-RA	ENSG00000133805.15
OG0007085	Nana10160-RB, Nana10160-RA	ENSG00000167566.17
OG0007086	Nana10159-RA	ENSG00000139644.13
OG0007087	Nana04527-RB, Nana04527-RA	ENSG00000166478.10
OG0007088	Nana04523-RA, Nana04523-RB	ENSG00000166471.11
OG0007089	Nana04520-RB, Nana04520-RA	ENSG00000184014.8
OG0007090	Nana04461-RA	ENSG00000186104.10
OG0007091	Nana04433-RA, Nana04433-RB	ENSG00000011405.13
OG0007092	Nana10117-RA	ENSG00000143971.9
OG0007093	Nana09764-RB, Nana09764-RE	ENSG00000166685.12
OG0007094	Nana04406-RA	ENSG00000288114.1, ENSG00000110768.12
OG0007095	Nana09743-RA	ENSG00000171595.14
OG0007096	Nana04398-RA	ENSG00000151116.17
OG0007097	Nana04396-RB, Nana04396-RA	ENSG00000179119.15
OG0007098	Nana09737-RA	ENSG00000185298.13
OG0007099	Nana09734-RA	ENSG00000182612.10
OG0007100	Nana09714-RA, Nana09715-RA	ENSG00000141577.14
OG0007101	Nana04378-RA, Nana04376-RA	ENSG00000110628.16, ENSG00000276130.4
OG0007102	Nana09708-RB, Nana09708-RA	ENSG00000176108.9
OG0007103	Nana09695-RB, Nana09695-RA	ENSG00000173818.17
OG0007104	Nana04366-RB, Nana04366-RA	ENSG00000064201.15
OG0007105	Nana09690-RA, Nana09691-RA	ENSG00000181045.15
OG0007106	Nana09669-RA	ENSG00000182156.10
OG0007107	Nana09660-RA	ENSG00000167281.19
OG0007108	Nana04318-RB, Nana04318-RA	ENSG00000177595.18
OG0007109	Nana09288-RA	ENSG00000288239.1, ENSG00000188032.10
OG0007110	Nana04313-RA	ENSG00000177156.11
OG0007111	Nana04312-RA	ENSG00000177106.16
OG0007112	Nana04301-RA	ENSG00000161328.11, ENSG00000273831.2
OG0007114	Nana04296-RA	ENSG00000110721.12
OG0007115	Nana04279-RB, Nana04279-RA	ENSG00000069482.7
OG0007116	Nana09318-RA, Nana09320-RA	ENSG00000011451.20
OG0007117	Nana09338-RA, Nana09340-RA	ENSG00000233670.7
OG0007118	Nana03727-RA	ENSG00000185621.11
OG0007119	Nana09352-RA	ENSG00000170310.15
OG0007120	Nana03765-RB, Nana03765-RA	ENSG00000121542.12
OG0007121	Nana09360-RA, Nana09361-RA	ENSG00000154914.17
OG0007122	Nana03703-RA	ENSG00000088205.13
OG0007123	Nana03704-RB, Nana03704-RA	ENSG00000125633.11
OG0007124	Nana09377-RA	ENSG00000171928.14
OG0007125	Nana03778-RA, Nana03779-RA	ENSG00000169087.11
OG0007126	Nana09402-RA	ENSG00000278759.2, ENSG00000141556.21
OG0007127	Nana09405-RB, Nana09405-RD, Nana09405-RC	ENSG00000167363.14
OG0007128	Nana03787-RA	ENSG00000173226.17
OG0007129	Nana09409-RA	ENSG00000065559.15
OG0007130	Nana09411-RA	ENSG00000170222.12
OG0007131	Nana03884-RA	ENSG00000187736.12
OG0007132	Nana03883-RA	ENSG00000280537.2, ENSG00000213901.10
OG0007133	Nana03881-RD, Nana39666-RA	ENSG00000115649.16
OG0007134	Nana03880-RB, Nana03880-RA	ENSG00000144567.11
OG0007135	Nana03872-RB, Nana03872-RC	ENSG00000115556.14
OG0007136	Nana03859-RB, Nana03859-RA	ENSG00000135926.15
OG0007137	Nana09418-RA, Nana09418-RB	ENSG00000184544.11
OG0007138	Nana09419-RA, Nana09419-RB	ENSG00000141562.18
OG0007139	Nana09422-RA	ENSG00000178927.18
OG0007140	Nana03852-RA	ENSG00000163466.16
OG0007141	Nana09457-RA, Nana09457-RB	ENSG00000070495.14
OG0007142	Nana09465-RA	ENSG00000161544.10
OG0007143	Nana09473-RB, Nana09473-RA	ENSG00000129646.14
OG0007144	Nana22696-RA, Nana22696-RB	ENSG00000153391.15
OG0007145	Nana04102-RA	ENSG00000166902.5
OG0007146	Nana04087-RA	ENSG00000198561.14
OG0007147	Nana04082-RA	ENSG00000156603.18
OG0007148	Nana09484-RA, Nana09484-RB	ENSG00000167880.7
OG0007149	Nana09486-RA	ENSG00000261408.7, ENSG00000257949.7
OG0007150	Nana04077-RA, Nana04077-RB	ENSG00000149131.16
OG0007151	Nana04074-RA	ENSG00000134809.9
OG0007152	Nana04063-RA, Nana04063-RB	ENSG00000149136.9
OG0007153	Nana04062-RA, Nana04062-RB, Nana04062-RC	ENSG00000149115.14
OG0007154	Nana09499-RB, Nana09499-RA, Nana09501-RA	ENSG00000132470.14
OG0007155	Nana04055-RA	ENSG00000173120.15
OG0007156	Nana09511-RA	ENSG00000073350.13
OG0007157	Nana09515-RB, Nana09515-RA	ENSG00000177303.10
OG0007158	Nana09518-RA, Nana39672-RA	ENSG00000125454.12
OG0007159	Nana09519-RB, Nana09519-RA	ENSG00000125457.14
OG0007160	Nana09521-RA, Nana09521-RB	ENSG00000125447.17
OG0007161	Nana04025-RA	ENSG00000175544.13
OG0007162	Nana09524-RA	ENSG00000189159.16
OG0007163	Nana04021-RB, Nana04021-RA	ENSG00000110719.10
OG0007164	Nana09534-RA	ENSG00000182938.6
OG0007165	Nana04012-RA	ENSG00000125954.12, ENSG00000257365.8
OG0007166	Nana09542-RA	ENSG00000161509.14
OG0007167	Nana09561-RA, Nana09559-RA	ENSG00000167107.12
OG0007168	Nana03970-RA	ENSG00000072182.12
OG0007169	Nana03950-RG	ENSG00000072195.15
OG0007170	Nana03931-RB, Nana03931-RA	ENSG00000163521.16
OG0007171	Nana03930-RA, Nana03930-RB	ENSG00000163516.14
OG0007172	Nana03929-RA	ENSG00000198925.12, ENSG00000284820.1
OG0007173	Nana03927-RA	ENSG00000115657.14
OG0007174	Nana03674-RA	ENSG00000153086.14
OG0007175	Nana39586-RA, Nana03669-RA	ENSG00000121988.18
OG0007176	Nana03664-RA	ENSG00000115850.10
OG0007177	Nana03662-RA	ENSG00000076003.5
OG0007178	Nana09604-RA, Nana09603-RA	ENSG00000169696.16
OG0007179	Nana09608-RA	ENSG00000185105.5
OG0007180	Nana03659-RA	ENSG00000121966.7
OG0007181	Nana09615-RA, Nana09615-RB	ENSG00000183979.8
OG0007182	Nana09621-RA	ENSG00000288186.1, ENSG00000182676.5
OG0007183	Nana09624-RA	ENSG00000215644.10, ENSG00000288269.1
OG0007184	Nana09206-RA	ENSG00000113328.19
OG0007185	Nana39766-RA, Nana09204-RA	ENSG00000072571.20
OG0007186	Nana09274-RA	ENSG00000076984.17
OG0007187	Nana39622-RA	ENSG00000145936.9
OG0007188	Nana09080-RA	ENSG00000127743.6
OG0007189	Nana09079-RB, Nana09079-RA	ENSG00000145882.11
OG0007190	Nana09077-RB, Nana09077-RA	ENSG00000164284.15
OG0007191	Nana09059-RA, Nana09059-RB	ENSG00000072786.13
OG0007192	Nana09053-RA, Nana09054-RA	ENSG00000214357.9
OG0007193	Nana09044-RA	ENSG00000113734.17
OG0007194	Nana03044-RA	ENSG00000138376.11
OG0007195	Nana01315-RA	ENSG00000163803.13
OG0007196	Nana08985-RA, Nana08986-RA	ENSG00000113580.15
OG0007197	Nana08969-RA	ENSG00000164404.8
OG0007198	Nana08964-RA	ENSG00000131437.15
OG0007199	Nana08960-RA	ENSG00000125347.14
OG0007200	Nana08954-RA	ENSG00000131435.13
OG0007201	Nana03194-RB	ENSG00000082153.18
OG0007202	Nana03017-RA, Nana03017-RB	ENSG00000130147.16
OG0007203	Nana03004-RA	ENSG00000168505.7
OG0007204	Nana03269-RA	ENSG00000138386.17
OG0007205	Nana02842-RA	ENSG00000169764.15
OG0007206	Nana33601-RA, Nana33601-RB	ENSG00000197299.12
OG0007208	Nana09014-RA	ENSG00000176049.16
OG0007209	Nana02885-RA	ENSG00000112118.20
OG0007210	Nana08816-RA, Nana08816-RB	ENSG00000132912.12
OG0007211	Nana02987-RA	ENSG00000160282.14, ENSG00000281775.2
OG0007212	Nana08826-RA	ENSG00000019582.15
OG0007213	Nana02995-RB, Nana02995-RA	ENSG00000163359.16
OG0007214	Nana35908-RA, Nana02829-RA	ENSG00000138071.13
OG0007215	Nana08840-RC, Nana08840-RB	ENSG00000113716.13
OG0007216	Nana02808-RB	ENSG00000204923.4
OG0007217	Nana02805-RA	ENSG00000125864.14
OG0007218	Nana08846-RA	ENSG00000113269.14
OG0007219	Nana08848-RA	ENSG00000161011.20, ENSG00000284099.3
OG0007220	Nana08849-RA	ENSG00000284501.2, ENSG00000161013.17
OG0007221	Nana02780-RA	ENSG00000089048.14
OG0007222	Nana08850-RC, Nana08850-RB	ENSG00000161021.13, ENSG00000283780.3
OG0007223	Nana02782-RA, Nana02782-RB	ENSG00000101247.18
OG0007224	Nana08872-RA	ENSG00000175309.15
OG0007225	Nana08877-RA, Nana08877-RC, Nana08877-RB	ENSG00000078795.16
OG0007226	Nana02707-RA	ENSG00000113013.15
OG0007227	Nana00989-RA	ENSG00000171150.9
OG0007228	Nana02689-RA	ENSG00000188811.14
OG0007229	Nana02678-RA, Nana02678-RB	ENSG00000136114.17
OG0007230	Nana00974-RB, Nana00974-RA	ENSG00000288564.1, ENSG00000112651.12
OG0007231	Nana00967-RA, Nana00966-RA	ENSG00000124702.18
OG0007232	Nana00965-RA	ENSG00000124733.5
OG0007233	Nana02760-RA, Nana02760-RB	ENSG00000132639.12
OG0007234	Nana08705-RB, Nana08705-RA	ENSG00000160867.15
OG0007235	Nana08700-RA	ENSG00000169230.10
OG0007236	Nana08699-RD, Nana08699-RE	ENSG00000213347.10
OG0007237	Nana02972-RA, Nana02972-RB	ENSG00000139687.15
OG0007238	Nana08697-RG, Nana08697-RA, Nana08697-RB	ENSG00000146094.14
OG0007239	Nana08695-RA	ENSG00000196923.14
OG0007240	Nana02976-RA	ENSG00000136159.4
OG0007241	Nana02977-RA	ENSG00000136146.15
OG0007242	Nana02980-RA	ENSG00000174405.13
OG0007243	Nana08683-RA	ENSG00000169220.18
OG0007244	Nana08678-RA	ENSG00000027847.14
OG0007245	Nana08676-RA	ENSG00000145911.6
OG0007246	Nana08675-RC, Nana08675-RB, Nana08675-RA	ENSG00000145916.19
OG0007247	Nana02956-RB, Nana02956-RA	ENSG00000136169.16
OG0007248	Nana02955-RA	ENSG00000136147.18
OG0007249	Nana02954-RA, Nana02954-RB	ENSG00000136144.12
OG0007250	Nana08650-RA	ENSG00000283189.2, ENSG00000145020.16
OG0007251	Nana08649-RB	ENSG00000145029.13
OG0007252	Nana02952-RA, Nana02952-RB	ENSG00000123178.15
OG0007253	Nana02951-RA	ENSG00000204977.10
OG0007254	Nana08641-RA	ENSG00000144554.10
OG0007255	Nana02946-RB, Nana02946-RA	ENSG00000115364.14
OG0007256	Nana02940-RA	ENSG00000244694.7
OG0007257	Nana02934-RA, Nana02935-RA	ENSG00000198087.7
OG0007258	Nana02931-RA	ENSG00000146072.6
OG0007259	Nana02928-RA	ENSG00000069122.19
OG0007260	Nana02909-RA, Nana02908-RA	ENSG00000196284.16
OG0007261	Nana08629-RA, Nana08628-RA	ENSG00000004534.15
OG0007262	Nana08611-RB, Nana08611-RA	ENSG00000164062.13
OG0007263	Nana08609-RA	ENSG00000173531.15
OG0007264	Nana08608-RA, Nana08608-RB	ENSG00000214706.10
OG0007265	Nana02593-RA	ENSG00000134323.12
OG0007266	Nana02588-RB, Nana02588-RA	ENSG00000079785.15
OG0007267	Nana08603-RA, Nana08603-RB	ENSG00000068001.14
OG0007268	Nana08597-RB, Nana08597-RA	ENSG00000126062.4
OG0007269	Nana08587-RA, Nana08585-RA	ENSG00000088543.15
OG0007270	Nana08580-RA, Nana08580-RB	ENSG00000114737.15
OG0007271	Nana02569-RA, Nana02569-RB	ENSG00000169016.17
OG0007272	Nana08561-RB, Nana08561-RA	ENSG00000164080.13
OG0007273	Nana02561-RA	ENSG00000143882.12
OG0007274	Nana02547-RC, Nana02547-RB	ENSG00000172059.11
OG0007275	Nana08545-RB, Nana08545-RA	ENSG00000114779.19
OG0007276	Nana02540-RA	ENSG00000134330.19
OG0007277	Nana02536-RA, Nana02536-RB	ENSG00000151693.11
OG0007278	Nana02412-RA	ENSG00000012660.14
OG0007279	Nana02414-RA	ENSG00000112146.16
OG0007280	Nana02421-RB, Nana02421-RA	ENSG00000096092.6
OG0007281	Nana02426-RA	ENSG00000147316.13, ENSG00000285262.2
OG0007282	Nana02618-RA	ENSG00000143867.7
OG0007283	Nana02626-RA	ENSG00000115884.11
OG0007284	Nana02636-RA, Nana02637-RA	ENSG00000118961.15
OG0007285	Nana08481-RB, Nana08481-RA	ENSG00000164053.21
OG0007286	Nana08478-RA, Nana08478-RB	ENSG00000127080.10
OG0007287	Nana02443-RA	ENSG00000274137.2, ENSG00000036448.10
OG0007288	Nana02455-RA	ENSG00000104714.14
OG0007289	Nana02460-RA	ENSG00000184731.6
OG0007290	Nana02389-RA, Nana02389-RB	ENSG00000151914.20
OG0007291	Nana02377-RA	ENSG00000112208.11
OG0007292	Nana08398-RA	ENSG00000272886.6
OG0007293	Nana08384-RA, Nana27055-RA	ENSG00000144771.8
OG0007294	Nana02336-RB, Nana02336-RA	ENSG00000082269.16
OG0007295	Nana02329-RA	ENSG00000162174.12
OG0007296	Nana08363-RA	ENSG00000157500.12
OG0007297	Nana02172-RA, Nana02174-RA	ENSG00000123552.17
OG0007298	Nana08361-RA	ENSG00000174840.9
OG0007299	Nana02191-RA	ENSG00000146263.11
OG0007300	Nana08359-RA	ENSG00000174839.13
OG0007301	Nana08357-RA	ENSG00000163681.15
OG0007302	Nana02222-RA	ENSG00000288475.1, ENSG00000118412.12
OG0007303	Nana02245-RA	ENSG00000135336.14
OG0007304	Nana02246-RB, Nana02246-RA	ENSG00000146282.18
OG0007305	Nana08350-RA	ENSG00000068745.15
OG0007306	Nana02249-RB, Nana02249-RA	ENSG00000111850.11
OG0007307	Nana39783-RA, Nana02258-RA	ENSG00000135318.12
OG0007308	Nana01998-RB, Nana01998-RA	ENSG00000066651.20
OG0007309	Nana02036-RA, Nana02038-RA	ENSG00000111877.17
OG0007310	Nana02041-RA	ENSG00000196376.11
OG0007311	Nana02044-RC, Nana02044-RB	ENSG00000047932.14
OG0007312	Nana08315-RA	ENSG00000175792.12, ENSG00000284901.2
OG0007313	Nana02049-RA	ENSG00000173612.9
OG0007314	Nana02051-RA	ENSG00000153975.10
OG0007315	Nana02060-RA	ENSG00000111832.13
OG0007316	Nana02061-RA	ENSG00000173626.10
OG0007317	Nana08306-RA	ENSG00000114631.11
OG0007318	Nana02062-RA	ENSG00000188820.13
OG0007319	Nana02063-RA	ENSG00000111817.18
OG0007320	Nana02132-RA	ENSG00000057663.16
OG0007321	Nana02129-RA	ENSG00000130348.11
OG0007322	Nana08273-RA, Nana08273-RB	ENSG00000170876.7
OG0007323	Nana02117-RA	ENSG00000112333.11
OG0007324	Nana08261-RA	ENSG00000154781.16
OG0007325	Nana02103-RA, Nana02103-RB	ENSG00000112365.4
OG0007326	Nana02102-RA	ENSG00000155085.15
OG0007327	Nana08251-RB, Nana08251-RA	ENSG00000131381.12
OG0007328	Nana02091-RA	ENSG00000123505.18
OG0007329	Nana02090-RA	ENSG00000155115.7
OG0007330	Nana02089-RA	ENSG00000197498.13
OG0007331	Nana08163-RA	ENSG00000170364.12
OG0007332	Nana39497-RA, Nana08157-RA	ENSG00000113851.14
OG0007333	Nana02079-RA	ENSG00000074935.14
OG0007334	Nana22079-RA	ENSG00000160746.13
OG0007335	Nana08143-RA, Nana08144-RA	ENSG00000134121.10
OG0007336	Nana22055-RA	ENSG00000144635.9
OG0007337	Nana22044-RA, Nana22044-RB	ENSG00000163527.10
OG0007338	Nana08112-RA	ENSG00000144736.14
OG0007339	Nana08096-RA	ENSG00000163412.13
OG0007340	Nana08089-RA	ENSG00000285708.1, ENSG00000114861.21
OG0007341	Nana22001-RA	ENSG00000163491.16
OG0007342	Nana08064-RA	ENSG00000172340.14
OG0007343	Nana08053-RA	ENSG00000144741.17, ENSG00000282739.1
OG0007344	Nana02279-RA	ENSG00000146242.8, ENSG00000283085.1
OG0007345	Nana30126-RA, Nana30126-RC	ENSG00000131910.5
OG0007346	Nana07982-RA, Nana07982-RB	ENSG00000114302.16
OG0007347	Nana07973-RA, Nana07973-RB	ENSG00000178057.15
OG0007348	Nana02313-RB, Nana02313-RA	ENSG00000112697.17
OG0007349	Nana01857-RA, Nana01856-RA	ENSG00000146416.19
OG0007350	Nana16127-RA	ENSG00000231824.4
OG0007351	Nana01969-RA	ENSG00000197594.13
OG0007352	Nana07837-RB, Nana07837-RA	ENSG00000204628.12
OG0007353	Nana07903-RA	ENSG00000164051.14
OG0007354	Nana10600-RA	ENSG00000102007.11
OG0007355	Nana01845-RA	ENSG00000169976.7
OG0007356	Nana07922-RA	ENSG00000171148.13
OG0007357	Nana01834-RA	ENSG00000118496.5
OG0007358	Nana00500-RA	ENSG00000167842.16
OG0007359	Nana01692-RA	ENSG00000112531.17
OG0007360	Nana01700-RA	ENSG00000122194.18
OG0007361	Nana07829-RA	ENSG00000131446.16
OG0007362	Nana01710-RA	ENSG00000120438.12
OG0007363	Nana01714-RA	ENSG00000285441.1, ENSG00000112096.18
OG0007364	Nana01717-RA	ENSG00000164691.17
OG0007365	Nana01730-RA	ENSG00000215712.11
OG0007366	Nana01749-RA	ENSG00000213079.9
OG0007367	Nana01750-RA	ENSG00000288520.1
OG0007368	Nana01762-RA	ENSG00000112031.16
OG0007369	Nana01521-RA	ENSG00000174371.17
OG0007370	Nana01540-RA	ENSG00000133019.11
OG0007371	Nana01562-RB, Nana01562-RA	ENSG00000119285.11
OG0007372	Nana01568-RC, Nana01568-RB	ENSG00000077585.14
OG0007373	Nana01576-RA	ENSG00000162885.13, ENSG00000282880.2
OG0007374	Nana01578-RA	ENSG00000152904.11
OG0007375	Nana01582-RA, Nana01582-RB	ENSG00000173726.11
OG0007376	Nana01584-RB, Nana01584-RA	ENSG00000168264.10
OG0007377	Nana01589-RA	ENSG00000183780.13
OG0007378	Nana01611-RA	ENSG00000284984.2, ENSG00000116574.6
OG0007379	Nana01623-RA	ENSG00000143641.10
OG0007380	Nana01636-RA	ENSG00000116906.13
OG0007381	Nana01642-RA	ENSG00000275333.4, ENSG00000112584.13
OG0007382	Nana01643-RA	ENSG00000275555.2, ENSG00000198719.9
OG0007383	Nana01646-RA	ENSG00000275368.2, ENSG00000184786.6
OG0007384	Nana12288-RA, Nana12289-RA	ENSG00000164197.12
OG0007385	Nana12283-RA	ENSG00000153015.16
OG0007386	Nana01379-RA, Nana01379-RB	ENSG00000112759.19
OG0007387	Nana01376-RB, Nana01376-RA	ENSG00000157593.19
OG0007388	Nana01412-RC, Nana01412-RB	ENSG00000124574.15
OG0007389	Nana01415-RC, Nana01415-RB	ENSG00000119812.19
OG0007390	Nana01417-RA	ENSG00000152689.18
OG0007391	Nana01422-RA	ENSG00000018699.13
OG0007392	Nana01438-RA	ENSG00000170191.5
OG0007393	Nana01456-RA	ENSG00000150938.10
OG0007394	Nana01485-RA	ENSG00000143653.10
OG0007395	Nana01059-RA, Nana01059-RB	ENSG00000112624.12
OG0007396	Nana01067-RA	ENSG00000117597.18
OG0007397	Nana01083-RA	ENSG00000117625.13
OG0007398	Nana01084-RA	ENSG00000082512.15
OG0007399	Nana01087-RA	ENSG00000198570.5
OG0007400	Nana01090-RA	ENSG00000170385.10
OG0007401	Nana01098-RA	ENSG00000123684.13
OG0007402	Nana01110-RB, Nana01110-RA	ENSG00000162772.17
OG0007403	Nana01113-RB, Nana01113-RA	ENSG00000203705.11
OG0007404	Nana01115-RB, Nana01115-RA	ENSG00000143494.15
OG0007405	Nana01131-RA, Nana01130-RA	ENSG00000117724.13
OG0007406	Nana01136-RA, Nana01136-RB	ENSG00000136636.13
OG0007407	Nana01148-RA, Nana01150-RA	ENSG00000162814.11
OG0007408	Nana01172-RA, Nana01174-RA	ENSG00000143353.12
OG0007409	Nana01178-RA, Nana01178-RB	ENSG00000136628.18
OG0007410	Nana01179-RA	ENSG00000162813.18
OG0007411	Nana01180-RB, Nana01180-RA	ENSG00000067704.10
OG0007412	Nana01185-RB, Nana01185-RA	ENSG00000116141.15
OG0007413	Nana01196-RB, Nana01196-RA	ENSG00000136630.13
OG0007414	Nana01211-RA	ENSG00000143512.13
OG0007415	Nana01212-RA	ENSG00000143498.18
OG0007416	Nana01216-RA	ENSG00000186063.13
OG0007417	Nana03455-RA	ENSG00000277909.4, ENSG00000152253.9
OG0007418	Nana01310-RA	ENSG00000163811.12
OG0007419	Nana01274-RA	ENSG00000143799.13
OG0007420	Nana00935-RA	ENSG00000144029.12
OG0007421	Nana00927-RA	ENSG00000138050.15
OG0007422	Nana00923-RA, Nana00923-RB	ENSG00000214694.11
OG0007423	Nana00918-RA	ENSG00000143891.17
OG0007424	Nana00910-RA	ENSG00000197586.13
OG0007425	Nana00899-RB, Nana00899-RA	ENSG00000138081.20
OG0007426	Nana00893-RA, Nana00895-RA	ENSG00000162869.16
OG0007427	Nana00855-RA, Nana00855-RB	ENSG00000163001.11
OG0007428	Nana00852-RA	ENSG00000138035.15
OG0007429	Nana00876-RA, Nana00876-RB	ENSG00000068912.14
OG0007432	Nana10447-RA	ENSG00000198258.10
OG0007433	Nana36899-RB, Nana36899-RA, Nana37844-RA	ENSG00000125482.13
OG0007435	Nana00636-RA	ENSG00000108590.11
OG0007436	Nana00080-RA	ENSG00000004142.12
OG0007437	Nana36040-RC, Nana36040-RD, Nana36040-RA, Nana36040-RB	ENSG00000169242.12
OG0007438	Nana00376-RA	ENSG00000109084.14
OG0007439	Nana14215-RA	ENSG00000065029.15
OG0007440	Nana34482-RA	ENSG00000164853.9
OG0007441	Nana36143-RA	ENSG00000160767.21, ENSG00000262666.5
OG0007443	Nana36466-RA, Nana36466-RB	ENSG00000148180.19
OG0007445	Nana35495-RA, Nana35495-RB	ENSG00000184708.18
OG0007447	Nana06076-RA	ENSG00000130520.10
OG0007448	Nana36924-RA	ENSG00000160323.18, ENSG00000281244.2
OG0007449	Nana36918-RB, Nana36918-RC	ENSG00000148290.10, ENSG00000280627.3
OG0007450	Nana36916-RC	ENSG00000148296.7, ENSG00000281309.2
OG0007452	Nana31100-RA	ENSG00000050820.17, ENSG00000285460.2
OG0007453	Nana24345-RA	ENSG00000205544.4, ENSG00000284483.1, ENSG00000262481.5, ENSG00000283771.2
OG0007454	Nana37635-RJ, Nana37635-RG, Nana37635-RK, Nana37635-RB	ENSG00000158828.8
OG0007455	Nana04536-RA, Nana04537-RA, Nana04535-RA	ENSG00000148926.10
OG0007457	Nana34962-RA, Nana34962-RC, Nana34962-RB, Nana34962-RD	ENSG00000176635.18
OG0007458	Nana34955-RA, Nana34955-RB, Nana34955-RC	ENSG00000100330.15
OG0007461	Nana36844-RA, Nana36844-RB	ENSG00000136819.15
OG0007463	Nana37589-RB, Nana37589-RC, Nana37589-RA	ENSG00000204859.13
OG0007465	Nana35685-RA	ENSG00000160803.8
OG0007472	Nana06634-RA	ENSG00000160113.5
OG0007474	Nana00035-RA	ENSG00000274474.3, ENSG00000108953.17
OG0007475	Nana39182-RA	ENSG00000197093.11
OG0007477	Nana00563-RB	ENSG00000249319.2, ENSG00000241258.7
OG0007479	Nana39634-RB, Nana39634-RA, Nana38730-RA	ENSG00000161920.10
OG0007480	Nana15394-RA, Nana15395-RA	ENSG00000081791.9
OG0007481	Nana06607-RA, Nana06607-RB	ENSG00000186994.11
OG0007484	Nana32849-RA	ENSG00000034053.14, ENSG00000276495.4
OG0007486	Nana28218-RA, Nana28217-RA	ENSG00000134020.8
OG0007491	Nana34676-RA, Nana34676-RC, Nana34676-RB	ENSG00000100209.10
OG0007492	Nana25206-RA, Nana25204-RA	ENSG00000137760.14
OG0007495	Nana32398-RC, Nana32398-RB, Nana32398-RA	ENSG00000005893.16
OG0007497	Nana27396-RB	ENSG00000139351.15
OG0007500	Nana28007-RC, Nana28007-RB, Nana28007-RA	ENSG00000115998.7
OG0007502	Nana34707-RC, Nana34707-RB, Nana34707-RE	ENSG00000197077.13
OG0007503	Nana18015-RA	ENSG00000179387.10
OG0007505	Nana35326-RA, Nana35332-RA	ENSG00000111452.13
OG0007508	Nana16671-RA	ENSG00000164919.11
OG0007509	Nana28019-RA	ENSG00000168894.10
OG0007510	Nana00144-RA	ENSG00000197417.9, ENSG00000262304.2
