Orthogroup	N_naja.pep	A_carolinensis.pep
OG0005721	Nana36802-RA	ENSACAG00000000011.3
OG0005722	Nana32598-RA, Nana32598-RB	ENSACAG00000012803.3
OG0005723	Nana16615-RB, Nana16615-RA	ENSACAG00000003748.2
OG0005724	Nana30470-RA	ENSACAG00000010410.3
OG0005725	Nana13590-RA, Nana13590-RB	ENSACAG00000012671.3
OG0005726	Nana33876-RA, Nana33876-RB	ENSACAG00000006846.3
OG0005727	Nana37391-RA	ENSACAG00000009143.2
OG0005728	Nana13594-RA, Nana13593-RA	ENSACAG00000012691.2
OG0005729	Nana32602-RA	ENSACAG00000006525.3
OG0005730	Nana11123-RA	ENSACAG00000007180.3
OG0005731	Nana08728-RB, Nana08728-RA	ENSACAG00000006247.2
OG0005732	Nana32603-RA, Nana32603-RB	ENSACAG00000006530.3
OG0005733	Nana08729-RA, Nana08729-RB	ENSACAG00000006285.2
OG0005734	Nana35540-RB, Nana35540-RA	ENSACAG00000003242.3
OG0005735	Nana28029-RB, Nana28029-RD, Nana28029-RE	ENSACAG00000000624.3
OG0005736	Nana11121-RB, Nana11121-RA	ENSACAG00000006998.3
OG0005737	Nana08731-RB, Nana08731-RA	ENSACAG00000006333.2
OG0005738	Nana28121-RA	ENSACAG00000000434.3
OG0005739	Nana13606-RA, Nana13604-RA	ENSACAG00000013075.3
OG0005740	Nana32675-RA	ENSACAG00000015026.1
OG0005741	Nana08735-RA	ENSACAG00000006449.3
OG0005742	Nana13609-RA	ENSACAG00000003927.3
OG0005743	Nana13611-RB, Nana13611-RA	ENSACAG00000023616.1
OG0005744	Nana00264-RA	ENSACAG00000012418.3
OG0005745	Nana37205-RA, Nana37205-RB	ENSACAG00000024425.2
OG0005746	Nana16633-RB, Nana16633-RA	ENSACAG00000004143.3
OG0005747	Nana00089-RA	ENSACAG00000012235.3
OG0005748	Nana00082-RA	ENSACAG00000011935.2
OG0005749	Nana00081-RB, Nana00081-RA	ENSACAG00000011872.3
OG0005750	Nana29540-RA	ENSACAG00000009136.3
OG0005751	Nana33859-RA	ENSACAG00000006111.3
OG0005752	Nana28313-RA, Nana28313-RB	ENSACAG00000012023.2
OG0005753	Nana00078-RA	ENSACAG00000011783.3
OG0005754	Nana29544-RB	ENSACAG00000009086.3
OG0005755	Nana35440-RB, Nana35440-RA	ENSACAG00000002657.3
OG0005756	Nana33684-RA	ENSACAG00000005434.2
OG0005757	Nana35459-RA, Nana35459-RB	ENSACAG00000002995.2
OG0005758	Nana35468-RA, Nana35468-RB	ENSACAG00000003140.2
OG0005759	Nana34969-RB, Nana34969-RA	ENSACAG00000003325.3
OG0005760	Nana34974-RA	ENSACAG00000003441.3
OG0005761	Nana02363-RA, Nana02363-RB	ENSACAG00000009258.3
OG0005762	Nana16545-RB, Nana16545-RA	ENSACAG00000009847.3
OG0005763	Nana18504-RA	ENSACAG00000026896.1, ENSACAG00000007623.2
OG0005764	Nana26811-RB, Nana26811-RA	ENSACAG00000000800.3
OG0005765	Nana18510-RB, Nana18510-RA	ENSACAG00000007354.3
OG0005766	Nana16532-RC, Nana16532-RD	ENSACAG00000014098.3
OG0005767	Nana16532-RA, Nana16532-RB	ENSACAG00000013984.3
OG0005768	Nana18513-RA	ENSACAG00000007199.3
OG0005769	Nana35018-RB, Nana35018-RA	ENSACAG00000004703.3
OG0005770	Nana35022-RA	ENSACAG00000004804.3
OG0005771	Nana16523-RB, Nana16523-RC	ENSACAG00000013785.3
OG0005772	Nana28882-RA	ENSACAG00000006470.3
OG0005773	Nana18516-RA	ENSACAG00000007020.3
OG0005774	Nana16523-RA	ENSACAG00000013732.3
OG0005775	Nana18517-RA	ENSACAG00000006997.3
OG0005776	Nana06363-RC, Nana06363-RB	ENSACAG00000017479.2
OG0005777	Nana26717-RA, Nana26717-RB	ENSACAG00000008011.3
OG0005778	Nana00660-RB, Nana00660-RC, Nana00660-RA	ENSACAG00000006750.3
OG0005779	Nana28877-RB, Nana28877-RA	ENSACAG00000006549.2
OG0005780	Nana35044-RA	ENSACAG00000005065.3
OG0005781	Nana35634-RA	ENSACAG00000022636.1
OG0005782	Nana28870-RA	ENSACAG00000006608.2
OG0005783	Nana28866-RB, Nana28866-RA	ENSACAG00000006629.3
OG0005784	Nana26723-RA	ENSACAG00000024164.2
OG0005785	Nana26729-RA	ENSACAG00000007819.3
OG0005786	Nana26314-RB, Nana26314-RA	ENSACAG00000007774.3
OG0005787	Nana33773-RA	ENSACAG00000002014.3
OG0005788	Nana26758-RA	ENSACAG00000011319.3
OG0005789	Nana16358-RA	ENSACAG00000005315.2
OG0005790	Nana23252-RA	ENSACAG00000005508.3, ENSACAG00000027996.2
OG0005791	Nana26737-RA	ENSACAG00000011767.3
OG0005792	Nana36928-RA	ENSACAG00000022005.2
OG0005793	Nana26730-RB, Nana26730-RA	ENSACAG00000012239.3
OG0005794	Nana12467-RA	ENSACAG00000007801.3
OG0005795	Nana31324-RB, Nana31324-RA	ENSACAG00000002640.3
OG0005796	Nana12476-RA, Nana12475-RA	ENSACAG00000007750.3
OG0005797	Nana12490-RA	ENSACAG00000007605.2
OG0005798	Nana31332-RB, Nana31332-RA	ENSACAG00000002364.2
OG0005799	Nana31334-RB, Nana31334-RA	ENSACAG00000002334.3
OG0005800	Nana16391-RA	ENSACAG00000016891.3
OG0005801	Nana31337-RA	ENSACAG00000001972.3
OG0005802	Nana32719-RA	ENSACAG00000014208.2
OG0005803	Nana05919-RA	ENSACAG00000016044.2, ENSACAG00000006903.2
OG0005804	Nana31338-RB, Nana31338-RA	ENSACAG00000028484.1
OG0005805	Nana28950-RA	ENSACAG00000009265.2
OG0005806	Nana16411-RA	ENSACAG00000016674.2
OG0005807	Nana17919-RA	ENSACAG00000011862.3, ENSACAG00000011954.2
OG0005808	Nana16414-RA	ENSACAG00000016577.3
OG0005809	Nana27977-RB, Nana27977-RA	ENSACAG00000013470.3
OG0005810	Nana36880-RA	ENSACAG00000024118.1, ENSACAG00000013758.3
OG0005811	Nana34132-RA, Nana34131-RA, Nana34648-RA	ENSACAG00000025228.1
OG0005812	Nana34130-RA, Nana34647-RA	ENSACAG00000024341.1
OG0005813	Nana05805-RA, Nana05805-RB	ENSACAG00000006516.3
OG0005814	Nana00022-RA, Nana00025-RA	ENSACAG00000015977.3
OG0005815	Nana15049-RA, Nana15049-RB	ENSACAG00000008263.3
OG0005816	Nana05817-RA	ENSACAG00000015156.3
OG0005817	Nana16422-RA	ENSACAG00000016425.3
OG0005818	Nana05819-RB, Nana05819-RA	ENSACAG00000015114.3
OG0005819	Nana05820-RA	ENSACAG00000015060.3
OG0005820	Nana35737-RA, Nana35737-RB	ENSACAG00000016223.3
OG0005821	Nana12514-RA	ENSACAG00000009347.3
OG0005822	Nana28532-RA	ENSACAG00000000215.2
OG0005823	Nana11285-RA	ENSACAG00000001376.3
OG0005824	Nana31393-RA, Nana31393-RB	ENSACAG00000000318.3
OG0005825	Nana28535-RA	ENSACAG00000000189.2
OG0005826	Nana28536-RA	ENSACAG00000000186.3
OG0005827	Nana17517-RA, Nana17517-RB	ENSACAG00000027372.2
OG0005828	Nana36266-RA	ENSACAG00000008908.3, ENSACAG00000022381.1
OG0005829	Nana17483-RA	ENSACAG00000001020.1
OG0005830	Nana11280-RA	ENSACAG00000001268.1
OG0005831	Nana38358-RA, Nana38355-RA	ENSACAG00000000904.3
OG0005832	Nana35335-RB, Nana35335-RA	ENSACAG00000014093.3
OG0005833	Nana31681-RA	ENSACAG00000015976.3
OG0005834	Nana06007-RA	ENSACAG00000001730.3
OG0005835	Nana16442-RA	ENSACAG00000014807.3
OG0005836	Nana28557-RA	ENSACAG00000000103.3
OG0005837	Nana35359-RA, Nana35361-RA	ENSACAG00000025870.2
OG0005838	Nana00696-RD, Nana00696-RF, Nana00696-RE	ENSACAG00000008284.3
OG0005839	Nana19249-RA	ENSACAG00000004330.2
OG0005840	Nana19253-RA	ENSACAG00000004372.2
OG0005842	Nana35387-RA	ENSACAG00000014525.3
OG0005843	Nana19254-RA	ENSACAG00000004374.3
OG0005844	Nana19046-RB, Nana19046-RA	ENSACAG00000001509.2
OG0005845	Nana11261-RA, Nana11261-RB	ENSACAG00000002163.3
OG0005846	Nana03953-RA	ENSACAG00000002231.1, ENSACAG00000014108.3
OG0005847	Nana11249-RA, Nana11250-RA	ENSACAG00000011894.3
OG0005848	Nana35599-RA	ENSACAG00000014866.3
OG0005850	Nana35769-RB, Nana35769-RA	ENSACAG00000001167.2
OG0005851	Nana11248-RA	ENSACAG00000011898.2
OG0005852	Nana16465-RA, Nana16467-RA	ENSACAG00000014363.3
OG0005853	Nana18789-RA	ENSACAG00000014577.2
OG0005854	Nana34883-RA	ENSACAG00000015093.2
OG0005856	Nana16475-RA	ENSACAG00000013059.3
OG0005857	Nana36113-RA	ENSACAG00000003984.3
OG0005858	Nana34570-RA, Nana34570-RB	ENSACAG00000014658.1
OG0005859	Nana11234-RA	ENSACAG00000012156.3
OG0005860	Nana18786-RA	ENSACAG00000010260.3
OG0005861	Nana11233-RA	ENSACAG00000012188.3
OG0005862	Nana34573-RD, Nana34573-RE	ENSACAG00000021980.2
OG0005863	Nana34573-RG, Nana34573-RF	ENSACAG00000000009.3
OG0005864	Nana31186-RA	ENSACAG00000007323.2
OG0005865	Nana36032-RA	ENSACAG00000005312.2
OG0005866	Nana17782-RA	ENSACAG00000013983.3
OG0005867	Nana31944-RA	ENSACAG00000008641.3, ENSACAG00000025259.1
OG0005868	Nana16225-RA	ENSACAG00000002159.3
OG0005869	Nana06295-RA	ENSACAG00000016116.2
OG0005870	Nana16220-RA	ENSACAG00000002056.3
OG0005871	Nana17785-RA, Nana17785-RB	ENSACAG00000014229.2
OG0005872	Nana18814-RA	ENSACAG00000009701.2
OG0005873	Nana34869-RA	ENSACAG00000015382.3
OG0005874	Nana36319-RA	ENSACAG00000014838.3
OG0005875	Nana34868-RB, Nana34868-RA	ENSACAG00000015406.2
OG0005876	Nana34669-RA	ENSACAG00000015421.2
OG0005877	Nana33114-RD, Nana33114-RC	ENSACAG00000011552.3
OG0005878	Nana05850-RB, Nana05850-RA	ENSACAG00000014166.3
OG0005879	Nana28178-RA, Nana28180-RA	ENSACAG00000025824.1
OG0005880	Nana30292-RA	ENSACAG00000017653.3
OG0005881	Nana33110-RA	ENSACAG00000011959.3
OG0005882	Nana34859-RA	ENSACAG00000015561.3
OG0005883	Nana34857-RA	ENSACAG00000015563.3
OG0005884	Nana30295-RH	ENSACAG00000017635.3
OG0005886	Nana06104-RA, Nana06104-RB	ENSACAG00000025342.1
OG0005887	Nana16203-RA	ENSACAG00000000304.3
OG0005888	Nana19601-RA	ENSACAG00000023795.2, ENSACAG00000017047.3
OG0005889	Nana34019-RA	ENSACAG00000008189.2
OG0005890	Nana28026-RA, Nana28026-RB	ENSACAG00000010894.3
OG0005891	Nana36329-RA, Nana36329-RB	ENSACAG00000001773.2
OG0005892	Nana17196-RA	ENSACAG00000004353.3
OG0005894	Nana35971-RA	ENSACAG00000012495.2
OG0005895	Nana00032-RA	ENSACAG00000008373.3
OG0005896	Nana26646-RA	ENSACAG00000006411.3
OG0005897	Nana35620-RA	ENSACAG00000013782.3
OG0005898	Nana32939-RA	ENSACAG00000007849.3
OG0005899	Nana16200-RA	ENSACAG00000000201.2
OG0005900	Nana18925-RB, Nana18925-RA	ENSACAG00000008599.3
OG0005901	Nana35983-RA	ENSACAG00000000247.3
OG0005902	Nana28264-RB, Nana28264-RA	ENSACAG00000017999.3
OG0005903	Nana19695-RA, Nana19697-RA	ENSACAG00000009854.3
OG0005904	Nana37192-RA	ENSACAG00000007683.2
OG0005905	Nana28266-RA	ENSACAG00000018000.3
OG0005906	Nana35985-RA	ENSACAG00000000696.2
OG0005907	Nana35817-RA	ENSACAG00000010936.3
OG0005908	Nana34839-RA	ENSACAG00000016012.3
OG0005909	Nana15764-RA, Nana13526-RA	ENSACAG00000021101.2
OG0005910	Nana05955-RA	ENSACAG00000000757.3
OG0005911	Nana17494-RA	ENSACAG00000027314.2
OG0005912	Nana30854-RB, Nana30854-RA	ENSACAG00000011369.3
OG0005913	Nana34837-RB, Nana34837-RA	ENSACAG00000016062.3
OG0005914	Nana16193-RA, Nana16193-RB	ENSACAG00000007768.3
OG0005915	Nana36759-RA	ENSACAG00000000339.2
OG0005916	Nana21190-RA	ENSACAG00000009518.3
OG0005917	Nana28812-RA	ENSACAG00000003480.3
OG0005918	Nana28800-RA	ENSACAG00000003384.3
OG0005919	Nana16171-RA, Nana16171-RB	ENSACAG00000007912.3
OG0005920	Nana00591-RA, Nana00591-RB	ENSACAG00000000440.3
OG0005921	Nana34822-RA	ENSACAG00000001772.3, ENSACAG00000027058.2
OG0005922	Nana18521-RA	ENSACAG00000006900.3
OG0005923	Nana33824-RA	ENSACAG00000013778.2
OG0005924	Nana21188-RB, Nana21188-RA	ENSACAG00000009756.3
OG0005925	Nana37028-RA	ENSACAG00000022613.2
OG0005926	Nana21182-RA, Nana21182-RB	ENSACAG00000009771.2
OG0005927	Nana15091-RA	ENSACAG00000001824.3
OG0005928	Nana33832-RA	ENSACAG00000013844.3
OG0005929	Nana34728-RN	ENSACAG00000025026.1
OG0005930	Nana33835-RA	ENSACAG00000013853.3
OG0005931	Nana25674-RA	ENSACAG00000010246.2
OG0005932	Nana33638-RB, Nana33638-RD	ENSACAG00000003704.3
OG0005933	Nana05062-RA	ENSACAG00000003525.3
OG0005934	Nana34826-RA	ENSACAG00000016294.2
OG0005935	Nana12940-RA	ENSACAG00000006267.3, ENSACAG00000013226.3
OG0005936	Nana01398-RA	ENSACAG00000000580.3
OG0005937	Nana21176-RA, Nana21176-RB	ENSACAG00000009971.3
OG0005938	Nana03713-RA	ENSACAG00000009484.2
OG0005939	Nana24440-RA	ENSACAG00000017933.3, ENSACAG00000009145.1
OG0005940	Nana36510-RA	ENSACAG00000014926.2
OG0005941	Nana05069-RB, Nana05069-RA	ENSACAG00000003355.3
OG0005942	Nana21171-RA	ENSACAG00000005137.3
OG0005943	Nana30218-RB, Nana30218-RC	ENSACAG00000001529.3
OG0005944	Nana36995-RA	ENSACAG00000009852.3
OG0005945	Nana03524-RA, Nana03522-RA	ENSACAG00000012329.3
OG0005946	Nana05070-RA	ENSACAG00000003311.3
OG0005947	Nana35086-RA	ENSACAG00000016473.2
OG0005948	Nana28778-RB, Nana28778-RA	ENSACAG00000002668.3
OG0005949	Nana16161-RA, Nana16161-RB	ENSACAG00000008307.3
OG0005950	Nana34620-RA, Nana34620-RB	ENSACAG00000016352.3
OG0005951	Nana15106-RA, Nana15105-RA	ENSACAG00000002460.3
OG0005952	Nana30233-RA, Nana30235-RA	ENSACAG00000000940.3
OG0005953	Nana19720-RC, Nana19720-RA, Nana19720-RB	ENSACAG00000010027.3
OG0005955	Nana29202-RA	ENSACAG00000009021.3
OG0005956	Nana05075-RA, Nana08378-RA	ENSACAG00000013786.3
OG0005957	Nana39678-RA	ENSACAG00000011172.2
OG0005958	Nana25130-RA	ENSACAG00000002295.3
OG0005959	Nana30245-RA	ENSACAG00000000469.3
OG0005960	Nana05077-RA, Nana05077-RC	ENSACAG00000013893.3
OG0005961	Nana29203-RA	ENSACAG00000009104.3
OG0005962	Nana16155-RA	ENSACAG00000008639.3
OG0005963	Nana28750-RA, Nana28750-RB	ENSACAG00000004869.3
OG0005964	Nana30250-RA	ENSACAG00000000268.3
OG0005965	Nana29205-RA	ENSACAG00000009148.3
OG0005966	Nana34627-RE, Nana34627-RB	ENSACAG00000016514.3
OG0005967	Nana25112-RA	ENSACAG00000003083.2
OG0005968	Nana38509-RA, Nana38505-RA, Nana13278-RA	ENSACAG00000008407.3
OG0005969	Nana18903-RA	ENSACAG00000010340.2
OG0005970	Nana29208-RA, Nana29209-RA	ENSACAG00000000388.3
OG0005971	Nana29035-RA	ENSACAG00000027495.2
OG0005972	Nana25099-RB, Nana25099-RA	ENSACAG00000003250.3
OG0005973	Nana21161-RA, Nana20716-RA	ENSACAG00000005601.2
OG0005974	Nana00781-RA, Nana00781-RB	ENSACAG00000022405.2
OG0005975	Nana18838-RA	ENSACAG00000011005.3
OG0005976	Nana13273-RA	ENSACAG00000008276.3
OG0005977	Nana25573-RA	ENSACAG00000014495.2
OG0005978	Nana05005-RA	ENSACAG00000010091.2, ENSACAG00000015768.3
OG0005979	Nana12008-RA	ENSACAG00000006752.3
OG0005980	Nana28736-RA	ENSACAG00000009911.3
OG0005981	Nana21152-RA, Nana21153-RA	ENSACAG00000005775.3
OG0005982	Nana11981-RA	ENSACAG00000006839.3
OG0005983	Nana00406-RA	ENSACAG00000000491.3
OG0005984	Nana38819-RA, Nana39561-RA, Nana38821-RA	ENSACAG00000008060.3
OG0005985	Nana30123-RG, Nana30123-RE, Nana30123-RF	ENSACAG00000016644.3
OG0005986	Nana32750-RA, Nana32750-RC	ENSACAG00000006869.2
OG0005987	Nana28717-RB, Nana28717-RA	ENSACAG00000000861.3
OG0005988	Nana30125-RE, Nana30125-RA, Nana30125-RD	ENSACAG00000016692.2
OG0005989	Nana05098-RA	ENSACAG00000014432.3
OG0005990	Nana36220-RA	ENSACAG00000007609.3, ENSACAG00000027236.2, ENSACAG00000023490.2, ENSACAG00000007612.2, ENSACAG00000026374.1, ENSACAG00000007603.2, ENSACAG00000007588.2, ENSACAG00000025169.1
OG0005991	Nana30126-RB, Nana30126-RD	ENSACAG00000016726.3
OG0005992	Nana16126-RA	ENSACAG00000009653.2
OG0005993	Nana21151-RA	ENSACAG00000006137.3
OG0005994	Nana16131-RA	ENSACAG00000009578.3
OG0005995	Nana11968-RA	ENSACAG00000007330.3
OG0005996	Nana04061-RA	ENSACAG00000007589.2, ENSACAG00000009901.2
OG0005997	Nana18737-RA, Nana18737-RB	ENSACAG00000012470.3
OG0005998	Nana14122-RC	ENSACAG00000012492.3
OG0005999	Nana14121-RA	ENSACAG00000012585.2
OG0006000	Nana36383-RA, Nana36383-RB	ENSACAG00000011298.3
OG0006001	Nana22521-RA	ENSACAG00000027835.2
OG0006002	Nana11958-RA, Nana11958-RB	ENSACAG00000007587.3
OG0006003	Nana37377-RA	ENSACAG00000028043.1
OG0006004	Nana00745-RA, Nana00745-RB	ENSACAG00000002392.3
OG0006005	Nana38572-RA, Nana16137-RA	ENSACAG00000009078.2, ENSACAG00000023980.1
OG0006006	Nana21144-RA	ENSACAG00000006705.3
OG0006007	Nana11955-RA, Nana11955-RB	ENSACAG00000007754.2
OG0006008	Nana16077-RA	ENSACAG00000022148.1, ENSACAG00000013429.2
OG0006009	Nana32400-RA	ENSACAG00000003749.3
OG0006010	Nana25474-RA, Nana25473-RA	ENSACAG00000012675.3
OG0006011	Nana31480-RB, Nana31480-RC	ENSACAG00000014302.2
OG0006012	Nana16061-RB, Nana16061-RA	ENSACAG00000013169.3
OG0006013	Nana11942-RA	ENSACAG00000008076.3
OG0006014	Nana34812-RA	ENSACAG00000011214.3
OG0006015	Nana25726-RA	ENSACAG00000012725.3
OG0006016	Nana17148-RA	ENSACAG00000001861.3
OG0006017	Nana11939-RA	ENSACAG00000008112.2
OG0006018	Nana32409-RA, Nana32409-RB	ENSACAG00000003625.2
OG0006019	Nana14083-RB, Nana14083-RA	ENSACAG00000013874.3
OG0006020	Nana34807-RA	ENSACAG00000011483.2
OG0006021	Nana17454-RA	ENSACAG00000000524.2
OG0006022	Nana03533-RA, Nana03533-RB	ENSACAG00000010555.3
OG0006023	Nana34805-RA	ENSACAG00000011503.2
OG0006024	Nana14075-RA	ENSACAG00000013698.3
OG0006025	Nana31472-RB, Nana31472-RA	ENSACAG00000013941.3
OG0006026	Nana11918-RC, Nana11918-RA	ENSACAG00000004113.3
OG0006027	Nana34105-RA, Nana34104-RA	ENSACAG00000003641.2
OG0006028	Nana26780-RA	ENSACAG00000003523.3
OG0006029	Nana21211-RA	ENSACAG00000012076.3
OG0006030	Nana36809-RA	ENSACAG00000003742.2
OG0006031	Nana06429-RB, Nana06429-RA	ENSACAG00000025865.1
OG0006032	Nana26778-RA	ENSACAG00000003595.3
OG0006033	Nana21212-RA	ENSACAG00000002245.3
OG0006034	Nana03537-RB, Nana03537-RA	ENSACAG00000010447.3
OG0006035	Nana00396-RA	ENSACAG00000012840.3
OG0006036	Nana31435-RA	ENSACAG00000014884.2
OG0006037	Nana37054-RB, Nana37054-RA	ENSACAG00000016224.3
OG0006038	Nana21214-RA	ENSACAG00000002265.3
OG0006039	Nana26903-RA	ENSACAG00000003906.2
OG0006040	Nana34067-RA	ENSACAG00000014846.1
OG0006041	Nana03538-RA	ENSACAG00000010412.3
OG0006042	Nana39926-RA, Nana39926-RB	ENSACAG00000003178.2
OG0006043	Nana31462-RA	ENSACAG00000013584.3
OG0006044	Nana29036-RC	ENSACAG00000014089.3
OG0006045	Nana34081-RA	ENSACAG00000003246.3
OG0006046	Nana02407-RA	ENSACAG00000016633.3
OG0006047	Nana21218-RA	ENSACAG00000014168.3
OG0006048	Nana11903-RB, Nana11903-RA	ENSACAG00000003779.3
OG0006049	Nana11902-RA, Nana33012-RA, Nana33013-RA	ENSACAG00000003698.3
OG0006050	Nana16030-RA, Nana16030-RB	ENSACAG00000011576.3
OG0006051	Nana11901-RA	ENSACAG00000003682.3
OG0006052	Nana02400-RA	ENSACAG00000016759.3
OG0006053	Nana18431-RA, Nana18431-RB	ENSACAG00000014383.3
OG0006054	Nana26912-RA, Nana26912-RB	ENSACAG00000004443.2
OG0006055	Nana16026-RA	ENSACAG00000011568.1
OG0006056	Nana08788-RA	ENSACAG00000004308.3
OG0006057	Nana00341-RA	ENSACAG00000005454.3
OG0006058	Nana08787-RA, Nana08787-RB	ENSACAG00000004302.3
OG0006059	Nana21225-RA	ENSACAG00000010622.3
OG0006060	Nana18567-RB, Nana18567-RA	ENSACAG00000014578.3
OG0006061	Nana26915-RA	ENSACAG00000004492.2
OG0006062	Nana04930-RA, Nana04930-RB	ENSACAG00000005878.3
OG0006063	Nana18560-RA	ENSACAG00000014755.3
OG0006064	Nana15994-RA	ENSACAG00000003653.3
OG0006065	Nana35296-RC	ENSACAG00000007479.3
OG0006066	Nana26918-RA, Nana26918-RB	ENSACAG00000004637.3
OG0006067	Nana31259-RA	ENSACAG00000008885.2
OG0006068	Nana26919-RA	ENSACAG00000004695.3
OG0006069	Nana02494-RA	ENSACAG00000016908.2
OG0006070	Nana11872-RA	ENSACAG00000023904.1, ENSACAG00000003047.3
OG0006071	Nana15984-RA, Nana15984-RB	ENSACAG00000005316.3
OG0006072	Nana08776-RA	ENSACAG00000003875.2
OG0006073	Nana11871-RA	ENSACAG00000002899.3
OG0006074	Nana21251-RA	ENSACAG00000011060.3
OG0006075	Nana15967-RA, Nana15968-RA	ENSACAG00000005477.3
OG0006076	Nana35261-RA	ENSACAG00000007828.2
OG0006077	Nana31243-RA	ENSACAG00000009149.3
OG0006078	Nana21257-RA, Nana21257-RB	ENSACAG00000011192.3
OG0006079	Nana35250-RA	ENSACAG00000008031.2
OG0006080	Nana15952-RA	ENSACAG00000001148.3
OG0006082	Nana23552-RA	ENSACAG00000005243.3
OG0006083	Nana31226-RB, Nana31226-RD, Nana31226-RC	ENSACAG00000009900.3
OG0006084	Nana39249-RA	ENSACAG00000000449.3
OG0006085	Nana38632-RA	ENSACAG00000009075.2
OG0006086	Nana00655-RB, Nana00655-RC, Nana00655-RA	ENSACAG00000009040.3
OG0006087	Nana23547-RA	ENSACAG00000005528.3
OG0006088	Nana15918-RB	ENSACAG00000002307.1, ENSACAG00000002326.2
OG0006089	Nana33983-RA	ENSACAG00000001440.3
OG0006090	Nana33981-RC, Nana33981-RB, Nana33981-RA	ENSACAG00000001552.3
OG0006091	Nana15915-RA	ENSACAG00000002705.3
OG0006092	Nana21302-RB, Nana21302-RA	ENSACAG00000008286.3
OG0006093	Nana21311-RA, Nana21312-RA	ENSACAG00000001121.2
OG0006094	Nana11192-RA	ENSACAG00000003444.2
OG0006095	Nana15868-RA	ENSACAG00000003316.3
OG0006096	Nana11190-RA	ENSACAG00000003414.3
OG0006097	Nana14486-RA	ENSACAG00000010653.2
OG0006098	Nana27561-RA	ENSACAG00000014518.3
OG0006099	Nana05975-RA	ENSACAG00000004214.3
OG0006100	Nana16045-RA, Nana05976-RA	ENSACAG00000004149.3
OG0006101	Nana05891-RA	ENSACAG00000016303.3
OG0006102	Nana27557-RA	ENSACAG00000014378.3
OG0006103	Nana15859-RA	ENSACAG00000003648.3
OG0006104	Nana15852-RC, Nana15852-RB	ENSACAG00000003669.3
OG0006105	Nana23505-RA	ENSACAG00000006908.1
OG0006106	Nana11182-RA	ENSACAG00000003080.3
OG0006107	Nana05882-RA	ENSACAG00000016259.1
OG0006108	Nana27553-RA	ENSACAG00000013967.3
OG0006109	Nana05873-RA	ENSACAG00000000833.3
OG0006110	Nana05872-RA, Nana05871-RA	ENSACAG00000000793.2
OG0006111	Nana05865-RA, Nana05865-RB	ENSACAG00000000751.3
OG0006112	Nana11170-RA	ENSACAG00000002925.3
OG0006113	Nana15839-RA, Nana15839-RB	ENSACAG00000004118.2
OG0006114	Nana05862-RA	ENSACAG00000000344.3
OG0006115	Nana11103-RA	ENSACAG00000006228.2
OG0006116	Nana21364-RA	ENSACAG00000007513.3
OG0006117	Nana15625-RA, Nana15626-RA	ENSACAG00000000324.3
OG0006118	Nana15623-RA, Nana15623-RB	ENSACAG00000000306.3
OG0006119	Nana15619-RA	ENSACAG00000000278.3
OG0006120	Nana13694-RB, Nana13694-RA	ENSACAG00000012034.3
OG0006121	Nana37159-RA	ENSACAG00000001590.3
OG0006122	Nana26074-RB, Nana26074-RA	ENSACAG00000000982.3
OG0006123	Nana15616-RA, Nana15616-RB	ENSACAG00000005616.3
OG0006124	Nana13689-RA	ENSACAG00000012137.3
OG0006125	Nana36556-RA	ENSACAG00000007364.3
OG0006126	Nana06010-RB, Nana06010-RA	ENSACAG00000011583.3
OG0006127	Nana17514-RA, Nana17514-RB	ENSACAG00000000558.3
OG0006128	Nana00439-RA	ENSACAG00000011622.3
OG0006130	Nana17513-RA	ENSACAG00000000639.3
OG0006131	Nana21381-RA	ENSACAG00000007785.3
OG0006132	Nana01515-RA	ENSACAG00000005222.3
OG0006133	Nana31093-RA	ENSACAG00000006681.3
OG0006134	Nana25542-RF, Nana25542-RE	ENSACAG00000014446.3
OG0006135	Nana01513-RA	ENSACAG00000006805.3
OG0006136	Nana29869-RA	ENSACAG00000017285.3
OG0006137	Nana31085-RA, Nana31085-RB	ENSACAG00000006627.3
OG0006138	Nana18606-RA	ENSACAG00000006640.3
OG0006139	Nana30738-RA	ENSACAG00000002290.3, ENSACAG00000002217.3, ENSACAG00000002286.2
OG0006140	Nana10757-RA	ENSACAG00000003948.3
OG0006142	Nana18602-RA	ENSACAG00000006581.3
OG0006143	Nana13019-RA	ENSACAG00000013762.3
OG0006144	Nana15598-RA	ENSACAG00000024923.2
OG0006145	Nana15597-RA	ENSACAG00000002815.3
OG0006146	Nana21404-RA	ENSACAG00000008163.3
OG0006147	Nana10759-RA	ENSACAG00000004177.2
OG0006148	Nana29733-RB, Nana29733-RA	ENSACAG00000017181.3
OG0006149	Nana32627-RA	ENSACAG00000004931.3
OG0006150	Nana01502-RA, Nana01503-RA	ENSACAG00000004427.3
OG0006151	Nana15593-RA, Nana15593-RB	ENSACAG00000002675.3
OG0006152	Nana32457-RA	ENSACAG00000013271.2
OG0006153	Nana18601-RA, Nana18601-RB	ENSACAG00000006385.3
OG0006155	Nana30713-RB, Nana30713-RA	ENSACAG00000004893.2
OG0006156	Nana38725-RA, Nana38734-RB, Nana38734-RA	ENSACAG00000029285.1
OG0006157	Nana32635-RA	ENSACAG00000004828.2
OG0006158	Nana21421-RA	ENSACAG00000008543.3
