Orthogroup	A_carolinensis.pep	N_naja.pep
OG0006214	ENSACAG00000007250.3	Nana20687-RB, Nana20687-RA
OG0006215	ENSACAG00000015895.2	Nana21448-RA
OG0006216	ENSACAG00000014345.3	Nana18885-RA, Nana18885-RB
OG0006217	ENSACAG00000015871.3	Nana21447-RA
OG0006218	ENSACAG00000014177.2	Nana09001-RA
OG0006219	ENSACAG00000009216.3	Nana09960-RA, Nana09961-RA
OG0006220	ENSACAG00000006368.2	Nana08937-RA
OG0006221	ENSACAG00000003917.3	Nana20673-RB, Nana20673-RA
OG0006222	ENSACAG00000015849.1	Nana21445-RA
OG0006223	ENSACAG00000007200.2	Nana36756-RC
OG0006224	ENSACAG00000017103.3	Nana27819-RA
OG0006225	ENSACAG00000009279.3	Nana09958-RA, Nana09958-RB
OG0006226	ENSACAG00000009621.3	Nana28077-RB, Nana28077-RC, Nana28077-RA
OG0006227	ENSACAG00000016030.3, ENSACAG00000024338.1	Nana03198-RA
OG0006228	ENSACAG00000009472.3	Nana09945-RA
OG0006229	ENSACAG00000006618.3	Nana05924-RB, Nana05924-RA
OG0006230	ENSACAG00000006884.2	Nana33046-RD
OG0006231	ENSACAG00000009606.3	Nana09942-RA
OG0006232	ENSACAG00000023212.1	Nana15256-RA
OG0006233	ENSACAG00000002981.3	Nana27830-RA
OG0006234	ENSACAG00000010592.3	Nana28255-RA
OG0006235	ENSACAG00000010758.1	Nana28250-RA, Nana28250-RB
OG0006236	ENSACAG00000000848.3	Nana13531-RA
OG0006237	ENSACAG00000003894.3	Nana00619-RA
OG0006238	ENSACAG00000014374.3	Nana39923-RA, Nana23778-RA
OG0006239	ENSACAG00000025709.2	Nana36813-RA
OG0006240	ENSACAG00000004727.3	Nana21055-RC, Nana21055-RD
OG0006241	ENSACAG00000008980.3	Nana34766-RB, Nana34766-RA
OG0006242	ENSACAG00000012344.3	Nana16301-RA
OG0006243	ENSACAG00000000229.2	Nana37548-RA
OG0006244	ENSACAG00000015498.3	Nana21433-RA
OG0006245	ENSACAG00000010958.3, ENSACAG00000010966.2	Nana28244-RA, Nana28244-RD
OG0006246	ENSACAG00000012205.3	Nana12968-RC, Nana12968-RA, Nana12968-RB
OG0006247	ENSACAG00000001028.2	Nana00237-RA, Nana00233-RA
OG0006248	ENSACAG00000011034.3	Nana28241-RA, Nana28243-RA, Nana25956-RA
OG0006249	ENSACAG00000016931.3	Nana27677-RA, Nana27677-RB
OG0006250	ENSACAG00000000242.3	Nana37550-RB, Nana37550-RC
OG0006251	ENSACAG00000016942.3	Nana27676-RA, Nana27676-RB
OG0006252	ENSACAG00000014661.2	Nana39429-RA, Nana23768-RA
OG0006253	ENSACAG00000000652.3	Nana05721-RB, Nana05721-RA
OG0006254	ENSACAG00000015394.3	Nana21431-RA
OG0006255	ENSACAG00000000427.2	Nana06320-RA, Nana06321-RA
OG0006256	ENSACAG00000012062.3	Nana12970-RC, Nana12970-RA, Nana12970-RB
OG0006257	ENSACAG00000014698.3	Nana37747-RA, Nana23764-RA
OG0006258	ENSACAG00000016446.3	Nana37553-RA, Nana37553-RB
OG0006259	ENSACAG00000017769.3	Nana04163-RC, Nana04163-RB
OG0006260	ENSACAG00000008696.2	Nana36297-RA
OG0006261	ENSACAG00000014742.3	Nana23762-RB
OG0006262	ENSACAG00000008661.2	Nana36295-RA
OG0006263	ENSACAG00000011269.3	Nana00535-RA
OG0006264	ENSACAG00000009378.3	Nana34759-RA
OG0006265	ENSACAG00000009392.3	Nana34757-RA
OG0006266	ENSACAG00000005987.2	Nana14975-RA
OG0006267	ENSACAG00000005154.2	Nana04953-RA, Nana04954-RA
OG0006268	ENSACAG00000012940.3	Nana39957-RA
OG0006269	ENSACAG00000009408.3	Nana34756-RA, Nana34756-RD
OG0006270	ENSACAG00000008361.3	Nana32180-RC, Nana32180-RB
OG0006271	ENSACAG00000003614.2	Nana33734-RA, Nana33734-RB
OG0006272	ENSACAG00000005747.2	Nana14973-RA
OG0006273	ENSACAG00000012601.3	Nana15231-RA
OG0006274	ENSACAG00000005696.3	Nana14971-RB, Nana14971-RA
OG0006275	ENSACAG00000014977.3	Nana23754-RA, Nana38963-RA
OG0006276	ENSACAG00000015310.3	Nana00494-RA
OG0006277	ENSACAG00000005665.3	Nana14970-RA
OG0006278	ENSACAG00000009549.3	Nana34754-RB, Nana34754-RA
OG0006280	ENSACAG00000013089.3	Nana15219-RA
OG0006281	ENSACAG00000016420.2	Nana20616-RA, Nana20616-RB
OG0006282	ENSACAG00000017320.3	Nana27636-RA
OG0006283	ENSACAG00000017882.2	Nana16261-RA
OG0006284	ENSACAG00000000171.3	Nana05694-RA
OG0006285	ENSACAG00000015368.3	Nana09894-RA
OG0006286	ENSACAG00000000169.3	Nana05693-RA
OG0006287	ENSACAG00000012871.3	Nana34335-RA
OG0006288	ENSACAG00000013301.3	Nana21610-RA
OG0006289	ENSACAG00000017680.2	Nana04183-RA
OG0006290	ENSACAG00000012066.3	Nana38678-RA
OG0006291	ENSACAG00000016153.3	Nana20597-RA
OG0006292	ENSACAG00000012702.1	Nana15285-RA
OG0006293	ENSACAG00000005471.3	Nana09887-RA
OG0006294	ENSACAG00000017854.3	Nana16246-RA
OG0006295	ENSACAG00000015489.2	Nana23717-RD
OG0006296	ENSACAG00000002669.3	Nana35158-RI
OG0006297	ENSACAG00000017633.3	Nana04199-RA
OG0006298	ENSACAG00000015534.3	Nana37804-RA, Nana23714-RA
OG0006299	ENSACAG00000011582.3	Nana38470-RA
OG0006300	ENSACAG00000016073.3	Nana20592-RB, Nana20592-RA
OG0006301	ENSACAG00000016974.3	Nana23612-RA
OG0006302	ENSACAG00000012830.3	Nana15303-RA, Nana15303-RB
OG0006303	ENSACAG00000002608.3	Nana35164-RB, Nana35164-RA
OG0006304	ENSACAG00000011516.3	Nana00599-RA
OG0006305	ENSACAG00000013005.2	Nana15298-RA
OG0006306	ENSACAG00000002278.3	Nana35172-RA
OG0006307	ENSACAG00000015825.3	Nana20577-RA, Nana20577-RB
OG0006308	ENSACAG00000014198.2	Nana28078-RA
OG0006309	ENSACAG00000014293.3	Nana15397-RA, Nana15396-RA
OG0006310	ENSACAG00000015725.2	Nana20567-RA
OG0006311	ENSACAG00000015699.3	Nana20565-RA
OG0006312	ENSACAG00000029633.1	Nana21654-RA
OG0006313	ENSACAG00000017531.3	Nana27580-RA, Nana27580-RB
OG0006314	ENSACAG00000001685.2	Nana35191-RA
OG0006315	ENSACAG00000017892.3	Nana20533-RB, Nana20533-RA
OG0006316	ENSACAG00000017891.3	Nana20531-RA, Nana20532-RA
OG0006317	ENSACAG00000012265.3	Nana27462-RA, Nana27461-RA
OG0006318	ENSACAG00000007719.3	Nana20527-RA
OG0006319	ENSACAG00000013252.3	Nana21670-RA
OG0006320	ENSACAG00000001053.3	Nana35203-RA
OG0006321	ENSACAG00000001045.2	Nana35204-RA
OG0006322	ENSACAG00000000892.3	Nana35205-RA
OG0006323	ENSACAG00000007349.3	Nana20513-RA, Nana20513-RB
OG0006324	ENSACAG00000015945.2	Nana23684-RA
OG0006325	ENSACAG00000012804.2	Nana21706-RA
OG0006326	ENSACAG00000012769.3	Nana21708-RA
OG0006327	ENSACAG00000000039.3	Nana27485-RA
OG0006328	ENSACAG00000012489.3	Nana15446-RA
OG0006329	ENSACAG00000006789.2	Nana20466-RA
OG0006330	ENSACAG00000006767.3	Nana20457-RA, Nana20455-RA
OG0006331	ENSACAG00000011775.3	Nana21744-RA
OG0006332	ENSACAG00000011506.3	Nana21747-RA
OG0006333	ENSACAG00000012937.3	Nana15470-RA
OG0006334	ENSACAG00000000026.2	Nana27505-RA
OG0006335	ENSACAG00000000483.2	Nana20431-RB
OG0006336	ENSACAG00000000024.2	Nana27506-RA
OG0006337	ENSACAG00000012978.2	Nana15471-RA
OG0006338	ENSACAG00000014193.3	Nana21756-RA, Nana21754-RA
OG0006339	ENSACAG00000011066.3	Nana27515-RA
OG0006340	ENSACAG00000029018.1	Nana21766-RA
OG0006341	ENSACAG00000014032.3	Nana21767-RA
OG0006342	ENSACAG00000013168.3	Nana15478-RA
OG0006343	ENSACAG00000013949.3	Nana21769-RA
OG0006344	ENSACAG00000029112.1	Nana15486-RA, Nana15486-RB
OG0006345	ENSACAG00000013494.1	Nana21778-RA
OG0006346	ENSACAG00000013481.3	Nana21779-RA
OG0006347	ENSACAG00000013399.3	Nana21781-RA
OG0006348	ENSACAG00000007730.2	Nana20391-RB, Nana20391-RA
OG0006349	ENSACAG00000001533.3	Nana15510-RA, Nana15510-RB
OG0006350	ENSACAG00000007685.3	Nana20390-RB
OG0006351	ENSACAG00000007680.3	Nana20387-RA
OG0006352	ENSACAG00000007569.3	Nana20382-RA
OG0006353	ENSACAG00000007143.3	Nana15513-RA
OG0006354	ENSACAG00000005226.2	Nana15518-RA
OG0006355	ENSACAG00000007520.3	Nana20375-RA
OG0006356	ENSACAG00000005383.3	Nana15522-RA
OG0006357	ENSACAG00000007864.3	Nana21919-RA
OG0006358	ENSACAG00000007836.3	Nana21914-RA
OG0006359	ENSACAG00000007822.3	Nana21910-RA
OG0006360	ENSACAG00000006959.1	Nana20365-RA
OG0006361	ENSACAG00000006940.2, ENSACAG00000003701.2	Nana20347-RA
OG0006362	ENSACAG00000012534.2	Nana27533-RB, Nana27533-RA
OG0006363	ENSACAG00000005565.3	Nana15528-RA, Nana15528-RB
OG0006364	ENSACAG00000005697.2	Nana15530-RB, Nana15530-RA
OG0006365	ENSACAG00000009512.3	Nana20318-RA, Nana20318-RB
OG0006366	ENSACAG00000002368.3	Nana21903-RA
OG0006367	ENSACAG00000010488.3	Nana15539-RA
OG0006368	ENSACAG00000010474.3	Nana15540-RA
OG0006369	ENSACAG00000004701.3	Nana20315-RA
OG0006370	ENSACAG00000000988.3	Nana21900-RA
OG0006371	ENSACAG00000004985.3	Nana20312-RA, Nana20312-RB
OG0006372	ENSACAG00000002891.3	Nana22100-RA
OG0006373	ENSACAG00000005127.2	Nana20308-RA
OG0006374	ENSACAG00000029192.1	Nana15549-RA
OG0006375	ENSACAG00000013633.3	Nana27412-RA
OG0006376	ENSACAG00000013585.3	Nana27413-RA
OG0006377	ENSACAG00000013357.3	Nana27416-RA
OG0006378	ENSACAG00000005699.3	Nana20298-RA, Nana20299-RA
OG0006379	ENSACAG00000004087.3	Nana20291-RB, Nana20291-RA
OG0006380	ENSACAG00000001691.3	Nana22132-RA
OG0006381	ENSACAG00000001596.3	Nana22137-RA
OG0006382	ENSACAG00000011486.2	Nana27433-RA
OG0006383	ENSACAG00000011522.3	Nana27435-RA
OG0006384	ENSACAG00000011643.3	Nana27439-RA
OG0006385	ENSACAG00000016985.3	Nana27411-RA, Nana27410-RA
OG0006386	ENSACAG00000000328.3	Nana22157-RA
OG0006387	ENSACAG00000016809.3	Nana27399-RA
OG0006388	ENSACAG00000003158.2	Nana14941-RA, Nana14941-RB
OG0006389	ENSACAG00000003528.3	Nana14935-RA
OG0006390	ENSACAG00000004328.3	Nana20260-RA
OG0006391	ENSACAG00000003627.3	Nana14933-RA
OG0006392	ENSACAG00000004620.1	Nana20254-RA, Nana20255-RA
OG0006393	ENSACAG00000009699.2	Nana22320-RA
OG0006394	ENSACAG00000005728.3	Nana14928-RA
OG0006395	ENSACAG00000009458.3	Nana22347-RA
OG0006396	ENSACAG00000016148.3	Nana27382-RA
OG0006397	ENSACAG00000003475.3	Nana20206-RA
OG0006398	ENSACAG00000003292.3	Nana20204-RA
OG0006399	ENSACAG00000002884.3	Nana20192-RA, Nana20192-RB
OG0006400	ENSACAG00000015863.3	Nana27374-RA
OG0006402	ENSACAG00000015694.3	Nana27371-RA, Nana27371-RB
OG0006403	ENSACAG00000004947.3	Nana14915-RA
OG0006404	ENSACAG00000015532.3	Nana27368-RA
OG0006405	ENSACAG00000015487.3	Nana27365-RA
OG0006406	ENSACAG00000004808.3	Nana14909-RA
OG0006407	ENSACAG00000017609.3	Nana22461-RA
OG0006408	ENSACAG00000017597.2	Nana22466-RA
OG0006409	ENSACAG00000002050.3	Nana20160-RA, Nana20160-RB
OG0006410	ENSACAG00000017596.2	Nana22467-RA
OG0006411	ENSACAG00000017581.2	Nana22468-RA, Nana22472-RA
OG0006412	ENSACAG00000001962.3	Nana20158-RA
OG0006413	ENSACAG00000025074.2	Nana27360-RA
OG0006414	ENSACAG00000009873.3	Nana03091-RA
OG0006415	ENSACAG00000001909.3	Nana20156-RA
OG0006416	ENSACAG00000014954.3	Nana27355-RA
OG0006417	ENSACAG00000005600.3	Nana14900-RA
OG0006418	ENSACAG00000000581.3	Nana14881-RA
OG0006419	ENSACAG00000003937.3	Nana14875-RA, Nana14875-RB
OG0006420	ENSACAG00000014730.3	Nana27346-RA
OG0006421	ENSACAG00000003958.3	Nana14874-RB, Nana14874-RA
OG0006422	ENSACAG00000011255.2	Nana06544-RA, Nana27341-RA
OG0006423	ENSACAG00000003990.3	Nana14873-RA, Nana14873-RB
OG0006424	ENSACAG00000016748.3	Nana27339-RC, Nana27339-RD
OG0006425	ENSACAG00000028607.1	Nana22543-RA
OG0006426	ENSACAG00000013647.3	Nana22564-RA
OG0006427	ENSACAG00000000971.3	Nana20149-RB, Nana20149-RA
OG0006428	ENSACAG00000004265.3	Nana14871-RA
OG0006429	ENSACAG00000000776.3	Nana20144-RA
OG0006430	ENSACAG00000004529.3	Nana14868-RA
OG0006431	ENSACAG00000014123.3	Nana22582-RA
OG0006432	ENSACAG00000007906.3	Nana22586-RA
OG0006433	ENSACAG00000008102.3	Nana10382-RB, Nana10382-RA, Nana22628-RA
OG0006434	ENSACAG00000001503.3	Nana14859-RA, Nana14859-RB
OG0006435	ENSACAG00000008234.3	Nana22648-RA, Nana22647-RA
OG0006436	ENSACAG00000001288.3	Nana14844-RA
OG0006437	ENSACAG00000009749.3	Nana20122-RA
OG0006438	ENSACAG00000016382.3	Nana27329-RA
OG0006439	ENSACAG00000008550.3	Nana22658-RA, Nana22659-RA
OG0006440	ENSACAG00000009577.3	Nana20116-RB, Nana20116-RA
OG0006441	ENSACAG00000016308.3	Nana27328-RA, Nana27328-RB
OG0006442	ENSACAG00000029022.1	Nana14836-RA
OG0006443	ENSACAG00000028414.1	Nana22661-RA
OG0006444	ENSACAG00000001671.3	Nana14834-RA
OG0006445	ENSACAG00000009103.3	Nana20091-RB, Nana20091-RA
OG0006446	ENSACAG00000016213.3	Nana27324-RA
OG0006447	ENSACAG00000008807.3	Nana22667-RA, Nana22665-RA
OG0006448	ENSACAG00000016119.3	Nana27319-RA, Nana39538-RA
OG0006449	ENSACAG00000009195.3	Nana22677-RA
OG0006450	ENSACAG00000015819.2	Nana27310-RB, Nana27310-RA
OG0006451	ENSACAG00000009324.3	Nana22678-RA
OG0006452	ENSACAG00000015715.2	Nana27308-RA, Nana27308-RB
OG0006453	ENSACAG00000014138.3	Nana14829-RA
OG0006454	ENSACAG00000008997.2	Nana14668-RA
OG0006455	ENSACAG00000008148.2	Nana27275-RA
OG0006456	ENSACAG00000008789.3	Nana14665-RA
OG0006457	ENSACAG00000007904.3	Nana20064-RB, Nana20064-RA
OG0006458	ENSACAG00000008443.3	Nana14660-RA, Nana14660-RB
OG0006459	ENSACAG00000007885.2	Nana05998-RA
OG0006460	ENSACAG00000006922.2	Nana22686-RA
OG0006461	ENSACAG00000007616.3	Nana27259-RB
OG0006462	ENSACAG00000008132.3	Nana14650-RA
OG0006463	ENSACAG00000006830.3	Nana22699-RA
OG0006464	ENSACAG00000007571.3	Nana27254-RB, Nana27254-RA
OG0006465	ENSACAG00000007407.3	Nana27247-RA
OG0006466	ENSACAG00000007119.2	Nana20039-RA
OG0006467	ENSACAG00000009304.3	Nana22732-RA
OG0006468	ENSACAG00000007677.3	Nana14612-RA
OG0006469	ENSACAG00000009226.2	Nana22741-RA
OG0006470	ENSACAG00000009218.2	Nana22760-RA
OG0006471	ENSACAG00000006483.2	Nana20028-RA, Nana20028-RB
OG0006472	ENSACAG00000005148.3	Nana27228-RA, Nana27228-RB
OG0006473	ENSACAG00000006300.3	Nana20018-RB, Nana20018-RA
OG0006474	ENSACAG00000008484.3	Nana22784-RB, Nana22784-RA
OG0006475	ENSACAG00000004810.3	Nana27222-RA
OG0006476	ENSACAG00000005946.2	Nana20008-RA
OG0006477	ENSACAG00000004597.2	Nana27215-RA
OG0006478	ENSACAG00000014574.3	Nana14552-RA
OG0006479	ENSACAG00000028364.1	Nana27208-RA, Nana27207-RA
OG0006480	ENSACAG00000014179.3	Nana14543-RA, Nana14543-RB
OG0006481	ENSACAG00000014172.1	Nana39133-RA, Nana39329-RA
OG0006482	ENSACAG00000014104.2	Nana14540-RA
OG0006483	ENSACAG00000010873.3	Nana14306-RA
OG0006484	ENSACAG00000010916.3	Nana14307-RB, Nana14307-RA, Nana14307-RC, Nana14307-RD
OG0006485	ENSACAG00000010717.3	Nana27146-RA
OG0006486	ENSACAG00000010963.2	Nana14312-RA
OG0006487	ENSACAG00000010792.3	Nana27143-RA, Nana27143-RB
OG0006488	ENSACAG00000012744.2	Nana38351-RA
OG0006489	ENSACAG00000004835.2	Nana19978-RA
OG0006490	ENSACAG00000011154.3	Nana27125-RA
OG0006491	ENSACAG00000004687.3	Nana19975-RA, Nana19975-RB
OG0006492	ENSACAG00000004480.3	Nana19970-RA
OG0006493	ENSACAG00000011602.3	Nana27117-RA, Nana27117-RB
OG0006494	ENSACAG00000011671.2	Nana27116-RA, Nana27116-RB
OG0006495	ENSACAG00000004301.3	Nana19968-RA
OG0006496	ENSACAG00000003797.3	Nana19963-RB, Nana19963-RA
OG0006497	ENSACAG00000013719.3	Nana22852-RB, Nana22852-RA
OG0006498	ENSACAG00000012759.3	Nana14326-RC, Nana14326-RA, Nana14326-RD
OG0006499	ENSACAG00000002534.3	Nana19950-RB
OG0006500	ENSACAG00000012651.3	Nana27104-RA
OG0006501	ENSACAG00000003367.3	Nana19949-RA, Nana19949-RB
OG0006502	ENSACAG00000014409.2	Nana22861-RB, Nana22861-RA
OG0006503	ENSACAG00000013162.3	Nana14336-RA
OG0006504	ENSACAG00000013204.3	Nana14338-RA
OG0006505	ENSACAG00000013254.3	Nana14343-RA, Nana14343-RB
OG0006506	ENSACAG00000002892.3	Nana19936-RG, Nana19936-RH, Nana19936-RD
OG0006507	ENSACAG00000013339.3	Nana14345-RA
OG0006508	ENSACAG00000013393.3	Nana14346-RA
OG0006509	ENSACAG00000003954.3	Nana19836-RA
OG0006510	ENSACAG00000013618.2	Nana27082-RA
OG0006511	ENSACAG00000003982.2	Nana19834-RA
OG0006512	ENSACAG00000013672.3	Nana27081-RB, Nana27081-RA
OG0006513	ENSACAG00000013513.3	Nana14350-RB, Nana14350-RA
OG0006514	ENSACAG00000013331.2	Nana22897-RA
OG0006515	ENSACAG00000004310.3	Nana19819-RA
OG0006516	ENSACAG00000004350.3	Nana19818-RA
OG0006517	ENSACAG00000013303.3	Nana22898-RA, Nana22898-RB
OG0006518	ENSACAG00000028356.1	Nana19817-RB, Nana19817-RA
OG0006519	ENSACAG00000012933.3	Nana27070-RD, Nana27070-RC
OG0006520	ENSACAG00000013013.3	Nana22910-RB
OG0006521	ENSACAG00000008401.2	Nana19803-RA
OG0006522	ENSACAG00000004919.2	Nana19802-RA
OG0006523	ENSACAG00000012767.2	Nana27069-RA, Nana27069-RB
OG0006524	ENSACAG00000004932.3	Nana19790-RB, Nana19790-RC
OG0006525	ENSACAG00000012746.2	Nana27068-RA
OG0006526	ENSACAG00000014300.3	Nana14369-RB, Nana14369-RA
OG0006527	ENSACAG00000012654.3	Nana27067-RA, Nana27066-RA
OG0006528	ENSACAG00000012629.3	Nana27064-RA
OG0006529	ENSACAG00000014356.3	Nana14371-RA
OG0006530	ENSACAG00000005163.3	Nana19782-RA
OG0006531	ENSACAG00000012539.3	Nana22928-RA
OG0006532	ENSACAG00000012435.3	Nana02947-RC, Nana27058-RA
OG0006533	ENSACAG00000012355.3	Nana27052-RA
OG0006534	ENSACAG00000012258.3	Nana22934-RA
OG0006535	ENSACAG00000029213.1	Nana27034-RA
OG0006536	ENSACAG00000011675.3	Nana27031-RA, Nana39411-RA
OG0006538	ENSACAG00000015151.2	Nana14402-RA
OG0006539	ENSACAG00000007626.2	Nana22941-RA
OG0006540	ENSACAG00000011152.3	Nana27021-RA
OG0006541	ENSACAG00000011087.3	Nana27014-RA, Nana27013-RA
OG0006542	ENSACAG00000014707.2	Nana27002-RA
OG0006543	ENSACAG00000016324.3	Nana22955-RA
OG0006544	ENSACAG00000015697.3	Nana14424-RA
OG0006545	ENSACAG00000015996.2	Nana19195-RA
OG0006546	ENSACAG00000014205.3	Nana26989-RA
OG0006547	ENSACAG00000015765.3	Nana14431-RB, Nana14431-RA
OG0006548	ENSACAG00000014176.3	Nana26987-RA
OG0006549	ENSACAG00000016414.3	Nana19185-RA, Nana19185-RB
OG0006550	ENSACAG00000016742.3	Nana22973-RA
OG0006551	ENSACAG00000002424.2	Nana14438-RB, Nana14438-RA
OG0006552	ENSACAG00000002312.3	Nana14442-RA
OG0006553	ENSACAG00000001460.3	Nana26924-RB, Nana26924-RA
OG0006555	ENSACAG00000002150.3	Nana14444-RA, Nana14444-RB, Nana14444-RC
OG0006556	ENSACAG00000001951.3	Nana14452-RA
OG0006557	ENSACAG00000007308.3	Nana14496-RA
OG0006558	ENSACAG00000017013.3	Nana22988-RB, Nana22988-RA
OG0006559	ENSACAG00000007433.3	Nana14502-RA, Nana14502-RB
OG0006560	ENSACAG00000015207.3	Nana19217-RA
OG0006561	ENSACAG00000026245.1	Nana26935-RA
OG0006562	ENSACAG00000017140.3	Nana23002-RA
OG0006563	ENSACAG00000007788.3	Nana26950-RB, Nana26950-RA
OG0006564	ENSACAG00000001004.2	Nana19231-RB, Nana19231-RA
OG0006565	ENSACAG00000000907.3	Nana19234-RA
OG0006566	ENSACAG00000017228.3	Nana23008-RB, Nana23008-RA
OG0006567	ENSACAG00000000862.3	Nana19237-RA
OG0006568	ENSACAG00000028458.1	Nana19240-RA
OG0006569	ENSACAG00000017290.3	Nana23009-RA
OG0006570	ENSACAG00000007157.3	Nana19507-RA
OG0006571	ENSACAG00000006696.3	Nana26959-RC, Nana26959-RB
OG0006572	ENSACAG00000017422.3	Nana23021-RB, Nana23021-RC
OG0006573	ENSACAG00000008282.3	Nana14512-RB, Nana14512-RA
OG0006575	ENSACAG00000029345.1	Nana17652-RC, Nana17652-RB
OG0006576	ENSACAG00000015736.3	Nana19461-RA
OG0006577	ENSACAG00000017520.2	Nana23028-RC, Nana23028-RB
OG0006578	ENSACAG00000017561.2	Nana23032-RA
OG0006579	ENSACAG00000008046.3	Nana19443-RA, Nana19443-RB
OG0006580	ENSACAG00000008712.3	Nana14523-RA
OG0006581	ENSACAG00000003751.2	Nana23042-RA, Nana23042-RB
OG0006582	ENSACAG00000010949.3	Nana17669-RA
OG0006583	ENSACAG00000014153.1	Nana11615-RA
OG0006583	ENSACAG00000008903.3	Nana14530-RA
OG0006584	ENSACAG00000010948.2	Nana17668-RA
OG0006585	ENSACAG00000008910.3	Nana14531-RA, Nana14532-RA, Nana14533-RA
OG0006586	ENSACAG00000007586.3	Nana19439-RA
OG0006587	ENSACAG00000007576.3	Nana19438-RA, Nana19437-RA
OG0006588	ENSACAG00000007567.3	Nana19436-RA
OG0006589	ENSACAG00000011711.2	Nana17686-RB, Nana17686-RA
OG0006590	ENSACAG00000017438.2	Nana19576-RA
OG0006591	ENSACAG00000002768.2	Nana23064-RA
OG0006592	ENSACAG00000017494.3	Nana19551-RA
OG0006593	ENSACAG00000007599.2	Nana14161-RA
OG0006594	ENSACAG00000010067.3	Nana14172-RA
OG0006595	ENSACAG00000012695.3	Nana17717-RA
OG0006596	ENSACAG00000000456.3	Nana19510-RA, Nana19511-RA
OG0006597	ENSACAG00000028383.1, ENSACAG00000003458.3	Nana14182-RA
OG0006598	ENSACAG00000017293.3	Nana19589-RA, Nana23106-RA
OG0006599	ENSACAG00000025249.1	Nana14183-RA
OG0006600	ENSACAG00000013554.3	Nana17760-RA, Nana17760-RB
OG0006601	ENSACAG00000002993.2	Nana14189-RA
OG0006602	ENSACAG00000017159.3	Nana19595-RB, Nana19595-RA
OG0006603	ENSACAG00000002664.2	Nana14201-RA
OG0006604	ENSACAG00000017032.3	Nana19602-RA
OG0006605	ENSACAG00000016986.3	Nana19603-RB, Nana19603-RC
OG0006606	ENSACAG00000003442.3	Nana26796-RA
OG0006607	ENSACAG00000002359.3	Nana14208-RA
OG0006608	ENSACAG00000017936.3	Nana23139-RB, Nana23139-RA
OG0006609	ENSACAG00000017939.2	Nana23141-RA, Nana23142-RA
OG0006610	ENSACAG00000001662.3	Nana26628-RA, Nana26628-RB
OG0006611	ENSACAG00000003232.2	Nana26804-RA, Nana26804-RB
OG0006612	ENSACAG00000001573.3	Nana04552-RA, Nana14222-RA
OG0006613	ENSACAG00000015742.2	Nana14226-RA
OG0006614	ENSACAG00000017956.3	Nana23148-RA
OG0006615	ENSACAG00000000605.3	Nana26615-RA
OG0006616	ENSACAG00000000380.3	Nana26610-RA
OG0006617	ENSACAG00000000574.2	Nana26816-RA
OG0006618	ENSACAG00000017967.3	Nana23154-RA, Nana23154-RB
OG0006619	ENSACAG00000029122.1	Nana23156-RA
OG0006620	ENSACAG00000017973.3	Nana23160-RA
OG0006621	ENSACAG00000007498.3	Nana23165-RA
OG0006622	ENSACAG00000004968.3	Nana26553-RA
OG0006623	ENSACAG00000007418.3	Nana23171-RA
OG0006624	ENSACAG00000001618.3	Nana26848-RA
OG0006625	ENSACAG00000016485.3	Nana14246-RA
OG0006626	ENSACAG00000016506.2	Nana14247-RA
OG0006627	ENSACAG00000002532.3	Nana26359-RA, Nana26359-RB
OG0006628	ENSACAG00000007079.3	Nana23180-RA
OG0006629	ENSACAG00000002058.2	Nana26340-RA
OG0006630	ENSACAG00000016684.3	Nana14258-RB, Nana14257-RA, Nana14258-RA
OG0006631	ENSACAG00000012215.3	Nana18705-RA
OG0006632	ENSACAG00000006686.3	Nana23194-RA
OG0006633	ENSACAG00000006615.3	Nana23197-RA
OG0006634	ENSACAG00000001422.3	Nana26326-RA, Nana26326-RB
OG0006635	ENSACAG00000009270.3	Nana14281-RB, Nana14281-RA
OG0006636	ENSACAG00000006499.2	Nana23210-RA
OG0006637	ENSACAG00000006434.3	Nana23213-RA
OG0006638	ENSACAG00000006412.3	Nana23215-RA
OG0006639	ENSACAG00000029217.1	Nana26317-RA
OG0006640	ENSACAG00000003204.3	Nana26898-RA
OG0006641	ENSACAG00000000535.3	Nana26445-RA
OG0006642	ENSACAG00000002156.3	Nana26455-RJ, Nana26455-RH, Nana26455-RK
OG0006643	ENSACAG00000006108.2	Nana23233-RA
OG0006644	ENSACAG00000002035.3	Nana26459-RA
OG0006645	ENSACAG00000004992.2	Nana23245-RA, Nana23245-RB
OG0006646	ENSACAG00000010125.3	Nana14292-RA
OG0006647	ENSACAG00000028969.1	Nana29705-RA
OG0006648	ENSACAG00000011209.3	Nana18311-RA, Nana18311-RB
OG0006649	ENSACAG00000013260.2, ENSACAG00000025881.2	Nana25007-RA
OG0006650	ENSACAG00000007002.3	Nana29692-RA
OG0006651	ENSACAG00000016518.3	Nana26281-RA
OG0006652	ENSACAG00000006712.3	Nana10596-RA, Nana29675-RA
OG0006653	ENSACAG00000006611.3	Nana29661-RA
OG0006654	ENSACAG00000004111.3	Nana23286-RA
OG0006655	ENSACAG00000008056.3	Nana29648-RA, Nana29649-RA
OG0006656	ENSACAG00000009072.3	Nana26288-RA
OG0006657	ENSACAG00000017938.3	Nana14010-RA, Nana14010-RB
OG0006658	ENSACAG00000003540.2	Nana26294-RA
OG0006659	ENSACAG00000003482.3	Nana26295-RA
