Orthogroup	A_carolinensis.pep	M_musculus.pep
OG0004708	ENSACAG00000017472.2	ENSMUSG00000110104.1, ENSMUSG00000025489.5
OG0004709	ENSACAG00000017510.3	ENSMUSG00000025486.17
OG0004710	ENSACAG00000009679.3	ENSMUSG00000096316.7, ENSMUSG00000032463.10
OG0004712	ENSACAG00000010640.3	ENSMUSG00000022836.11
OG0004713	ENSACAG00000006032.3	ENSMUSG00000070695.4, ENSMUSG00000038048.8, ENSMUSG00000067028.11
OG0004714	ENSACAG00000001716.3	ENSMUSG00000026177.11
OG0004715	ENSACAG00000008383.3	ENSMUSG00000020806.15
OG0004716	ENSACAG00000028442.1	ENSMUSG00000024869.10, ENSMUSG00000110949.1
OG0004717	ENSACAG00000008270.3	ENSMUSG00000061878.15
OG0004718	ENSACAG00000010133.2	ENSMUSG00000097485.7, ENSMUSG00000024856.10
OG0004719	ENSACAG00000006607.2	ENSMUSG00000046139.8
OG0004720	ENSACAG00000006811.3	ENSMUSG00000024695.16, ENSMUSG00000118491.1
OG0004721	ENSACAG00000007694.3	ENSMUSG00000020777.16
OG0004722	ENSACAG00000007621.3	ENSMUSG00000020776.18
OG0004723	ENSACAG00000006875.3	ENSMUSG00000020752.11
OG0004724	ENSACAG00000006582.3	ENSMUSG00000020747.18
OG0004725	ENSACAG00000008066.3	ENSMUSG00000097909.3, ENSMUSG00000024824.7
OG0004726	ENSACAG00000006230.3	ENSMUSG00000020739.11
OG0004727	ENSACAG00000006197.3	ENSMUSG00000057219.11
OG0004728	ENSACAG00000005863.3	ENSMUSG00000050201.9
OG0004729	ENSACAG00000005254.3	ENSMUSG00000020869.8
OG0004730	ENSACAG00000009555.3	ENSMUSG00000111714.1, ENSMUSG00000027282.17
OG0004731	ENSACAG00000001396.3	ENSMUSG00000020865.16
OG0004732	ENSACAG00000001562.3	ENSMUSG00000020864.13
OG0004733	ENSACAG00000002427.3	ENSMUSG00000054079.12
OG0004734	ENSACAG00000002600.2	ENSMUSG00000048445.6
OG0004735	ENSACAG00000009945.2	ENSMUSG00000025155.15
OG0004736	ENSACAG00000010215.2	ENSMUSG00000025145.13
OG0004737	ENSACAG00000010492.2	ENSMUSG00000025137.15
OG0004738	ENSACAG00000010526.2	ENSMUSG00000060244.1, ENSMUSG00000025134.2
OG0004739	ENSACAG00000015950.1	ENSMUSG00000047861.2
OG0004740	ENSACAG00000015836.3	ENSMUSG00000004296.14
OG0004741	ENSACAG00000010914.3	ENSMUSG00000015222.18
OG0004742	ENSACAG00000010788.3	ENSMUSG00000055567.18
OG0004743	ENSACAG00000015429.3	ENSMUSG00000045629.8
OG0004744	ENSACAG00000009730.3	ENSMUSG00000053134.13
OG0004745	ENSACAG00000013092.3	ENSMUSG00000020361.13
OG0004746	ENSACAG00000015937.3	ENSMUSG00000034353.14
OG0004747	ENSACAG00000022605.2	ENSMUSG00000049470.13
OG0004748	ENSACAG00000012175.3	ENSMUSG00000035992.15
OG0004749	ENSACAG00000011619.3	ENSMUSG00000037533.20
OG0004750	ENSACAG00000006747.3	ENSMUSG00000026109.14
OG0004751	ENSACAG00000005909.3	ENSMUSG00000026104.14
OG0004752	ENSACAG00000010093.2	ENSMUSG00000036251.16
OG0004753	ENSACAG00000015018.3	ENSMUSG00000021469.9
OG0004754	ENSACAG00000005706.3	ENSMUSG00000098650.1, ENSMUSG00000051355.18
OG0004755	ENSACAG00000005251.3	ENSMUSG00000025927.13
OG0004756	ENSACAG00000010216.3	ENSMUSG00000018340.13
OG0004757	ENSACAG00000004914.3	ENSMUSG00000033105.12
OG0004758	ENSACAG00000004843.2	ENSMUSG00000020241.13
OG0004759	ENSACAG00000014811.3	ENSMUSG00000049173.8
OG0004760	ENSACAG00000015004.3	ENSMUSG00000024608.11
OG0004761	ENSACAG00000001654.3	ENSMUSG00000049659.15
OG0004762	ENSACAG00000001337.2	ENSMUSG00000000581.8
OG0004763	ENSACAG00000001218.3	ENSMUSG00000020116.7
OG0004764	ENSACAG00000000856.3	ENSMUSG00000030051.10
OG0004765	ENSACAG00000016000.3	ENSMUSG00000036644.15
OG0004766	ENSACAG00000000582.3	ENSMUSG00000008333.12
OG0004767	ENSACAG00000000664.2	ENSMUSG00000027353.14
OG0004768	ENSACAG00000015818.3	ENSMUSG00000024360.8
OG0004769	ENSACAG00000028138.2	ENSMUSG00000036501.7
OG0004770	ENSACAG00000004252.2	ENSMUSG00000037580.10
OG0004771	ENSACAG00000004264.2	ENSMUSG00000024150.12
OG0004773	ENSACAG00000001564.3	ENSMUSG00000014905.4
OG0004774	ENSACAG00000003314.3	ENSMUSG00000043110.2
OG0004775	ENSACAG00000014564.2	ENSMUSG00000040396.12
OG0004776	ENSACAG00000014510.3	ENSMUSG00000031497.9
OG0004777	ENSACAG00000006692.3	ENSMUSG00000001056.3
OG0004778	ENSACAG00000007315.3	ENSMUSG00000032595.10, ENSMUSG00000093456.7
OG0004779	ENSACAG00000007523.2	ENSMUSG00000070284.10
OG0004780	ENSACAG00000013087.3	ENSMUSG00000023961.16
OG0004781	ENSACAG00000008293.3	ENSMUSG00000063856.7
OG0004782	ENSACAG00000008316.2	ENSMUSG00000032586.9
OG0004783	ENSACAG00000012754.3	ENSMUSG00000023921.9
OG0004784	ENSACAG00000007692.3	ENSMUSG00000040325.16
OG0004785	ENSACAG00000029326.1	ENSMUSG00000045679.14
OG0004786	ENSACAG00000011490.3	ENSMUSG00000041506.15
OG0004787	ENSACAG00000001356.2	ENSMUSG00000052593.16
OG0004788	ENSACAG00000011945.3	ENSMUSG00000023262.13
OG0004789	ENSACAG00000001993.3	ENSMUSG00000062352.14
OG0004790	ENSACAG00000007132.3	ENSMUSG00000042323.17
OG0004791	ENSACAG00000007357.3	ENSMUSG00000042354.7
OG0004792	ENSACAG00000007481.3	ENSMUSG00000021918.10
OG0004793	ENSACAG00000009071.3	ENSMUSG00000031467.10
OG0004794	ENSACAG00000009087.3	ENSMUSG00000021391.10
OG0004795	ENSACAG00000005195.3	ENSMUSG00000026317.7
OG0004796	ENSACAG00000005286.2	ENSMUSG00000038365.8
OG0004797	ENSACAG00000005356.3	ENSMUSG00000020669.15
OG0004798	ENSACAG00000005431.3	ENSMUSG00000020672.14
OG0004799	ENSACAG00000005443.3	ENSMUSG00000020673.14
OG0004800	ENSACAG00000005667.3	ENSMUSG00000061911.15
OG0004801	ENSACAG00000013345.3	ENSMUSG00000042389.13
OG0004802	ENSACAG00000005867.3	ENSMUSG00000020628.16
OG0004803	ENSACAG00000005935.2	ENSMUSG00000020629.12
OG0004804	ENSACAG00000006656.2	ENSMUSG00000004768.14
OG0004805	ENSACAG00000006682.2	ENSMUSG00000026134.11
OG0004806	ENSACAG00000029582.1	ENSMUSG00000059900.14
OG0004807	ENSACAG00000008255.2	ENSMUSG00000026141.13
OG0004808	ENSACAG00000011744.3	ENSMUSG00000015971.5
OG0004809	ENSACAG00000010351.3	ENSMUSG00000028252.20
OG0004810	ENSACAG00000010498.2	ENSMUSG00000028247.2
OG0004811	ENSACAG00000002121.3	ENSMUSG00000028261.13
OG0004812	ENSACAG00000014449.2	ENSMUSG00000045854.4
OG0004813	ENSACAG00000014716.3	ENSMUSG00000028274.17
OG0004814	ENSACAG00000001733.3	ENSMUSG00000032598.8, ENSMUSG00000107055.1
OG0004815	ENSACAG00000000977.3	ENSMUSG00000023259.16, ENSMUSG00000107138.3
OG0004816	ENSACAG00000015278.3	ENSMUSG00000032422.17
OG0004817	ENSACAG00000001702.3	ENSMUSG00000000296.8
OG0004818	ENSACAG00000005993.3	ENSMUSG00000079477.9
OG0004819	ENSACAG00000012457.3	ENSMUSG00000039480.14
OG0004820	ENSACAG00000027915.2, ENSACAG00000011870.3	ENSMUSG00000019846.11
OG0004821	ENSACAG00000005581.2, ENSACAG00000023736.1	ENSMUSG00000019866.15
OG0004822	ENSACAG00000013923.2	ENSMUSG00000030089.15
OG0004823	ENSACAG00000013872.3	ENSMUSG00000048794.14
OG0004824	ENSACAG00000005784.3	ENSMUSG00000038248.8
OG0004825	ENSACAG00000006011.3	ENSMUSG00000038302.14
OG0004826	ENSACAG00000006233.3	ENSMUSG00000078451.5
OG0004827	ENSACAG00000011946.3, ENSACAG00000023480.2	ENSMUSG00000034037.14
OG0004828	ENSACAG00000011435.2	ENSMUSG00000038528.15, ENSMUSG00000096687.8, ENSMUSG00000038522.7
OG0004829	ENSACAG00000011456.3	ENSMUSG00000019841.15
OG0004830	ENSACAG00000011569.2	ENSMUSG00000019842.6
OG0004831	ENSACAG00000015044.3	ENSMUSG00000038145.17
OG0004832	ENSACAG00000014911.2	ENSMUSG00000035357.17
OG0004833	ENSACAG00000014240.3	ENSMUSG00000039163.10
OG0004834	ENSACAG00000003932.3	ENSMUSG00000056919.9
OG0004835	ENSACAG00000003963.3	ENSMUSG00000032872.16
OG0004836	ENSACAG00000017287.2	ENSMUSG00000032417.10
OG0004837	ENSACAG00000017288.3	ENSMUSG00000056131.13
OG0004838	ENSACAG00000002482.3	ENSMUSG00000030029.14
OG0004839	ENSACAG00000017326.3	ENSMUSG00000035941.15
OG0004840	ENSACAG00000011335.3	ENSMUSG00000021747.12
OG0004841	ENSACAG00000011383.3	ENSMUSG00000021749.6
OG0004842	ENSACAG00000011413.3	ENSMUSG00000021750.16
OG0004843	ENSACAG00000011676.3	ENSMUSG00000021748.9
OG0004844	ENSACAG00000011721.2	ENSMUSG00000033885.15
OG0004845	ENSACAG00000004563.3	ENSMUSG00000032258.15
OG0004846	ENSACAG00000012645.3	ENSMUSG00000032604.16
OG0004847	ENSACAG00000013261.3	ENSMUSG00000006676.16
OG0004848	ENSACAG00000008062.3	ENSMUSG00000019810.15
OG0004849	ENSACAG00000001820.3	ENSMUSG00000039166.16
OG0004850	ENSACAG00000013350.3	ENSMUSG00000052911.9
OG0004851	ENSACAG00000004999.3	ENSMUSG00000031399.15
OG0004852	ENSACAG00000025926.2	ENSMUSG00000035191.15
OG0004853	ENSACAG00000012139.2	ENSMUSG00000025262.8
OG0004854	ENSACAG00000011649.3	ENSMUSG00000030325.16, ENSMUSG00000030361.16, ENSMUSG00000107872.2, ENSMUSG00000079298.9, ENSMUSG00000030154.10, ENSMUSG00000079299.3
OG0004855	ENSACAG00000004780.3	ENSMUSG00000041831.16
OG0004856	ENSACAG00000004909.3	ENSMUSG00000034345.14
OG0004857	ENSACAG00000025499.1	ENSMUSG00000033739.8
OG0004858	ENSACAG00000001289.3	ENSMUSG00000039219.18
OG0004859	ENSACAG00000000765.3	ENSMUSG00000060212.13
OG0004860	ENSACAG00000001237.2	ENSMUSG00000038697.15
OG0004861	ENSACAG00000002115.3	ENSMUSG00000037300.19
OG0004862	ENSACAG00000002799.3	ENSMUSG00000046991.12
OG0004863	ENSACAG00000008269.3	ENSMUSG00000068036.16
OG0004864	ENSACAG00000027036.2	ENSMUSG00000079722.2
OG0004865	ENSACAG00000010465.3	ENSMUSG00000069135.11
OG0004866	ENSACAG00000029203.1	ENSMUSG00000073468.12, ENSMUSG00000069899.3
OG0004867	ENSACAG00000015621.3	ENSMUSG00000021716.14
OG0004868	ENSACAG00000009808.3	ENSMUSG00000067150.6
OG0004869	ENSACAG00000008379.3	ENSMUSG00000024079.4
OG0004870	ENSACAG00000000666.3	ENSMUSG00000058704.9
OG0004871	ENSACAG00000000397.3	ENSMUSG00000026491.13
OG0004872	ENSACAG00000000759.3	ENSMUSG00000023977.15
OG0004873	ENSACAG00000001234.3	ENSMUSG00000034729.16, ENSMUSG00000116070.1
OG0004874	ENSACAG00000001441.2	ENSMUSG00000016262.14
OG0004875	ENSACAG00000001446.3	ENSMUSG00000037375.16
OG0004876	ENSACAG00000006181.3	ENSMUSG00000089872.10
OG0004877	ENSACAG00000006117.3	ENSMUSG00000026603.13
OG0004878	ENSACAG00000014945.3	ENSMUSG00000039210.16
OG0004879	ENSACAG00000001769.3	ENSMUSG00000039318.12
OG0004881	ENSACAG00000007376.3	ENSMUSG00000043705.7
OG0004882	ENSACAG00000006624.3	ENSMUSG00000026490.18
OG0004883	ENSACAG00000005788.3	ENSMUSG00000026511.7
OG0004884	ENSACAG00000005458.3	ENSMUSG00000038633.5
OG0004885	ENSACAG00000014384.3	ENSMUSG00000025580.15, ENSMUSG00000107906.1, ENSMUSG00000094973.2
OG0004886	ENSACAG00000014297.3	ENSMUSG00000068115.13
OG0004887	ENSACAG00000012429.3	ENSMUSG00000020305.13
OG0004985	ENSACAG00000010324.3	ENSMUSG00000074746.3
OG0004986	ENSACAG00000000683.2	ENSMUSG00000033706.13
OG0004987	ENSACAG00000009457.3, ENSACAG00000024617.2	ENSMUSG00000047248.20
OG0004988	ENSACAG00000000676.3	ENSMUSG00000030008.9
OG0004989	ENSACAG00000017904.2	ENSMUSG00000079277.9
OG0004990	ENSACAG00000017905.2	ENSMUSG00000101174.8, ENSMUSG00000100642.1
OG0004991	ENSACAG00000001502.3	ENSMUSG00000034135.15
OG0004992	ENSACAG00000010749.3	ENSMUSG00000057637.13
OG0004993	ENSACAG00000012888.3, ENSACAG00000022568.1	ENSMUSG00000047045.17
OG0004994	ENSACAG00000025174.1, ENSACAG00000009856.2	ENSMUSG00000025090.9
OG0004995	ENSACAG00000004459.2	ENSMUSG00000044795.12
OG0004996	ENSACAG00000004477.2	ENSMUSG00000059278.9
OG0004997	ENSACAG00000001726.2	ENSMUSG00000032078.17
OG0004998	ENSACAG00000009309.3	ENSMUSG00000033478.5
OG0004999	ENSACAG00000001884.3	ENSMUSG00000032077.5
OG0005000	ENSACAG00000011801.3	ENSMUSG00000038351.14
OG0005001	ENSACAG00000014031.2	ENSMUSG00000031782.15
OG0005002	ENSACAG00000017005.2	ENSMUSG00000035392.17
OG0005003	ENSACAG00000025987.2, ENSACAG00000012204.3	ENSMUSG00000036596.6
OG0005004	ENSACAG00000014870.3	ENSMUSG00000005338.13
OG0005005	ENSACAG00000008635.2	ENSMUSG00000110939.2, ENSMUSG00000029673.17
OG0005006	ENSACAG00000013567.2	ENSMUSG00000057421.12
OG0005007	ENSACAG00000006772.3	ENSMUSG00000031775.5
OG0005008	ENSACAG00000000230.3	ENSMUSG00000069601.14
OG0005009	ENSACAG00000017890.3, ENSACAG00000024280.2	ENSMUSG00000048285.9
OG0005010	ENSACAG00000013684.2	ENSMUSG00000074384.4
OG0005011	ENSACAG00000013691.3, ENSACAG00000010847.3	ENSMUSG00000022750.18
OG0005012	ENSACAG00000017886.3	ENSMUSG00000021807.6
OG0005013	ENSACAG00000006643.3	ENSMUSG00000031774.8
OG0005014	ENSACAG00000009367.3, ENSACAG00000024213.1	ENSMUSG00000022367.7
OG0005015	ENSACAG00000003016.3	ENSMUSG00000038991.17
OG0005016	ENSACAG00000004078.2	ENSMUSG00000032733.6
OG0005017	ENSACAG00000003104.3	ENSMUSG00000001707.8
OG0005018	ENSACAG00000011232.3	ENSMUSG00000060679.14
OG0005019	ENSACAG00000013798.3	ENSMUSG00000031343.13
OG0005021	ENSACAG00000011566.3	ENSMUSG00000032324.11
OG0005022	ENSACAG00000007382.3	ENSMUSG00000026068.11
OG0005023	ENSACAG00000001723.2	ENSMUSG00000020988.9
OG0005024	ENSACAG00000014065.3	ENSMUSG00000030126.17
OG0005025	ENSACAG00000014130.3	ENSMUSG00000033361.13
OG0005026	ENSACAG00000008494.3	ENSMUSG00000021366.8
OG0005027	ENSACAG00000011770.3	ENSMUSG00000034007.10
OG0005028	ENSACAG00000001956.3	ENSMUSG00000058690.14
OG0005029	ENSACAG00000014162.3	ENSMUSG00000072944.11, ENSMUSG00000109511.1
OG0005030	ENSACAG00000007477.2	ENSMUSG00000026073.13
OG0005031	ENSACAG00000016065.2, ENSACAG00000014258.1	ENSMUSG00000030324.8
OG0005032	ENSACAG00000013805.2	ENSMUSG00000073678.4
OG0005033	ENSACAG00000000566.3	ENSMUSG00000052861.13
OG0005034	ENSACAG00000001109.3	ENSMUSG00000020978.10
OG0005035	ENSACAG00000001708.3	ENSMUSG00000036820.12
OG0005036	ENSACAG00000005705.2	ENSMUSG00000037214.12
OG0005037	ENSACAG00000005906.3	ENSMUSG00000055239.10
OG0005038	ENSACAG00000005961.3	ENSMUSG00000015994.10
OG0005039	ENSACAG00000014931.3	ENSMUSG00000060477.14
OG0005040	ENSACAG00000016068.3	ENSMUSG00000022033.9
OG0005041	ENSACAG00000013493.3	ENSMUSG00000025316.16
OG0005042	ENSACAG00000011787.3	ENSMUSG00000028977.17
OG0005043	ENSACAG00000004581.3	ENSMUSG00000078552.10
OG0005044	ENSACAG00000007970.3	ENSMUSG00000022191.16
OG0005045	ENSACAG00000011913.3	ENSMUSG00000028974.13
OG0005046	ENSACAG00000022463.1	ENSMUSG00000028961.15
OG0005047	ENSACAG00000011994.3	ENSMUSG00000063077.15
OG0005048	ENSACAG00000014214.3	ENSMUSG00000062270.14
OG0005049	ENSACAG00000015799.3	ENSMUSG00000042626.13
OG0005050	ENSACAG00000011887.2	ENSMUSG00000031723.8
OG0005051	ENSACAG00000013759.3	ENSMUSG00000043424.10, ENSMUSG00000027236.8
OG0005052	ENSACAG00000023439.2, ENSACAG00000015979.3	ENSMUSG00000025470.11
OG0005053	ENSACAG00000010436.2	ENSMUSG00000019883.11
OG0005054	ENSACAG00000007147.3	ENSMUSG00000018446.8
OG0005055	ENSACAG00000001059.3	ENSMUSG00000028859.14
OG0005056	ENSACAG00000001106.3	ENSMUSG00000042616.8
OG0005057	ENSACAG00000001240.2	ENSMUSG00000042608.15
OG0005058	ENSACAG00000022477.2	ENSMUSG00000048481.15
OG0005059	ENSACAG00000017369.2	ENSMUSG00000074247.10
OG0005060	ENSACAG00000001172.2	ENSMUSG00000025825.12
OG0005061	ENSACAG00000014389.3	ENSMUSG00000106447.1, ENSMUSG00000028102.15
OG0005062	ENSACAG00000011550.2	ENSMUSG00000017652.16
OG0005063	ENSACAG00000001379.2	ENSMUSG00000053334.6
OG0005064	ENSACAG00000007086.3	ENSMUSG00000052955.5
OG0005065	ENSACAG00000007144.3	ENSMUSG00000053007.9
OG0005066	ENSACAG00000007204.3	ENSMUSG00000004535.12
OG0005067	ENSACAG00000004129.2	ENSMUSG00000054117.8, ENSMUSG00000025786.17
OG0005068	ENSACAG00000016173.3	ENSMUSG00000026821.16
OG0005069	ENSACAG00000007272.3	ENSMUSG00000005503.8
OG0005070	ENSACAG00000010304.3	ENSMUSG00000038210.10
OG0005071	ENSACAG00000004363.3	ENSMUSG00000032652.13
OG0005072	ENSACAG00000010401.3	ENSMUSG00000079560.13
OG0005073	ENSACAG00000004434.3	ENSMUSG00000041794.13
OG0005074	ENSACAG00000003239.3	ENSMUSG00000042595.7
OG0005075	ENSACAG00000012212.3	ENSMUSG00000009030.14
OG0005076	ENSACAG00000002280.3	ENSMUSG00000028653.16
OG0005077	ENSACAG00000005016.3	ENSMUSG00000032278.11, ENSMUSG00000041423.16
OG0005078	ENSACAG00000029687.1	ENSMUSG00000005846.12
OG0005079	ENSACAG00000004994.3, ENSACAG00000015499.2	ENSMUSG00000027242.14
OG0005080	ENSACAG00000011330.2	ENSMUSG00000056666.13
OG0005081	ENSACAG00000004468.3	ENSMUSG00000042757.16
OG0005082	ENSACAG00000002143.3	ENSMUSG00000035576.13
OG0005083	ENSACAG00000024591.1, ENSACAG00000026400.1	ENSMUSG00000056429.4
OG0005084	ENSACAG00000017557.3	ENSMUSG00000039623.13
OG0005085	ENSACAG00000007233.3	ENSMUSG00000040462.13
OG0005086	ENSACAG00000010060.3	ENSMUSG00000024807.18
OG0005087	ENSACAG00000002461.3	ENSMUSG00000017858.12
OG0005088	ENSACAG00000011605.3	ENSMUSG00000056737.14
OG0005089	ENSACAG00000014501.3	ENSMUSG00000029578.15
OG0005090	ENSACAG00000010006.3	ENSMUSG00000037257.8
OG0005091	ENSACAG00000014620.3	ENSMUSG00000050822.11
OG0005092	ENSACAG00000006544.3	ENSMUSG00000017478.15
OG0005093	ENSACAG00000006600.2	ENSMUSG00000006519.11
OG0005094	ENSACAG00000011822.2	ENSMUSG00000041798.15
OG0005095	ENSACAG00000002609.2	ENSMUSG00000069763.3
OG0005096	ENSACAG00000010183.2	ENSMUSG00000032405.10
OG0005097	ENSACAG00000003412.2	ENSMUSG00000028648.13
OG0005098	ENSACAG00000000693.2	ENSMUSG00000003438.17
OG0005099	ENSACAG00000000375.3	ENSMUSG00000003435.9
OG0005100	ENSACAG00000006792.2, ENSACAG00000006119.3	ENSMUSG00000014444.17
OG0005101	ENSACAG00000016017.3	ENSMUSG00000040452.9
OG0005102	ENSACAG00000001877.3	ENSMUSG00000041164.15
OG0005103	ENSACAG00000006004.2	ENSMUSG00000001156.9
OG0005104	ENSACAG00000008815.3	ENSMUSG00000029570.5
OG0005105	ENSACAG00000010587.3, ENSACAG00000014393.3	ENSMUSG00000042520.16
OG0005106	ENSACAG00000008745.3	ENSMUSG00000036565.7
OG0005107	ENSACAG00000003424.3	ENSMUSG00000038538.17
OG0005108	ENSACAG00000008579.3, ENSACAG00000002661.3	ENSMUSG00000036526.8
OG0005109	ENSACAG00000004396.3	ENSMUSG00000046223.10
OG0005110	ENSACAG00000023729.1, ENSACAG00000023023.1	ENSMUSG00000045034.12
OG0005111	ENSACAG00000004188.3	ENSMUSG00000051768.9
OG0005112	ENSACAG00000014599.2	ENSMUSG00000038037.5
OG0005113	ENSACAG00000012186.3	ENSMUSG00000030421.9
OG0005114	ENSACAG00000010581.3	ENSMUSG00000030016.14
OG0005115	ENSACAG00000001471.3	ENSMUSG00000025968.16
OG0005116	ENSACAG00000003964.3	ENSMUSG00000074227.12
OG0005117	ENSACAG00000004095.2	ENSMUSG00000040865.15
OG0005118	ENSACAG00000005326.2	ENSMUSG00000028675.12
OG0005119	ENSACAG00000017250.3, ENSACAG00000000882.3	ENSMUSG00000039187.16
OG0005120	ENSACAG00000009672.2	ENSMUSG00000025958.14
OG0005121	ENSACAG00000008285.2	ENSMUSG00000026878.17
OG0005122	ENSACAG00000009797.3	ENSMUSG00000051344.13
OG0005123	ENSACAG00000013723.3	ENSMUSG00000038623.9
OG0005124	ENSACAG00000004486.3	ENSMUSG00000102412.7, ENSMUSG00000026012.2
OG0005125	ENSACAG00000003108.3	ENSMUSG00000040466.16
OG0005126	ENSACAG00000004312.3, ENSACAG00000028005.2	ENSMUSG00000046338.4
OG0005127	ENSACAG00000023311.2	ENSMUSG00000024773.15, ENSMUSG00000106907.4
OG0005128	ENSACAG00000004604.2	ENSMUSG00000049439.13
OG0005129	ENSACAG00000005672.3, ENSACAG00000004721.3	ENSMUSG00000073664.11
OG0005130	ENSACAG00000002036.3	ENSMUSG00000032135.15
OG0005131	ENSACAG00000017696.3	ENSMUSG00000032480.17
OG0005132	ENSACAG00000010420.3, ENSACAG00000010301.3	ENSMUSG00000112129.1, ENSMUSG00000020072.15
OG0005133	ENSACAG00000013516.2	ENSMUSG00000040877.16
OG0005134	ENSACAG00000013482.3	ENSMUSG00000021266.16
OG0005135	ENSACAG00000015097.3	ENSMUSG00000071573.14
OG0005136	ENSACAG00000009323.3	ENSMUSG00000018599.5
OG0005137	ENSACAG00000004018.3	ENSMUSG00000054753.9, ENSMUSG00000107871.1, ENSMUSG00000031297.14
OG0005138	ENSACAG00000005000.2	ENSMUSG00000028657.14
OG0005139	ENSACAG00000010137.3	ENSMUSG00000036875.15
OG0005140	ENSACAG00000015258.3	ENSMUSG00000019359.14
OG0005141	ENSACAG00000009174.3	ENSMUSG00000002814.15
OG0005142	ENSACAG00000024682.2	ENSMUSG00000039768.16
OG0005143	ENSACAG00000009927.3	ENSMUSG00000020074.7
OG0005144	ENSACAG00000005151.2, ENSACAG00000015194.3	ENSMUSG00000026482.13
OG0005145	ENSACAG00000008609.2	ENSMUSG00000040943.12
OG0005146	ENSACAG00000009916.3	ENSMUSG00000043831.12
OG0005147	ENSACAG00000009758.2	ENSMUSG00000020078.16
OG0005148	ENSACAG00000012920.2	ENSMUSG00000006471.18, ENSMUSG00000115074.1
OG0005149	ENSACAG00000009322.3	ENSMUSG00000015134.15
OG0005150	ENSACAG00000016950.2	ENSMUSG00000031962.6
OG0005151	ENSACAG00000004716.3	ENSMUSG00000004105.8
OG0005152	ENSACAG00000001437.3	ENSMUSG00000021500.17
OG0005153	ENSACAG00000000255.3	ENSMUSG00000001761.7
OG0005154	ENSACAG00000001541.3	ENSMUSG00000028405.9
OG0005155	ENSACAG00000005029.3	ENSMUSG00000036636.10
OG0005156	ENSACAG00000001427.2	ENSMUSG00000021497.10
OG0005157	ENSACAG00000001400.2	ENSMUSG00000021496.12
OG0005158	ENSACAG00000014212.3	ENSMUSG00000045248.6
OG0005159	ENSACAG00000001269.3	ENSMUSG00000015937.15
OG0005160	ENSACAG00000017044.3	ENSMUSG00000000738.18
OG0005161	ENSACAG00000017072.2	ENSMUSG00000000740.12
OG0005162	ENSACAG00000007165.2	ENSMUSG00000030905.5
OG0005163	ENSACAG00000015065.3, ENSACAG00000023019.2	ENSMUSG00000026480.12
OG0005164	ENSACAG00000009391.3	ENSMUSG00000020526.12
OG0005165	ENSACAG00000009236.2	ENSMUSG00000050217.13
OG0005166	ENSACAG00000017599.2	ENSMUSG00000015745.9
OG0005167	ENSACAG00000002707.3	ENSMUSG00000006958.14
OG0005168	ENSACAG00000000612.3	ENSMUSG00000040731.13
OG0005169	ENSACAG00000008791.2	ENSMUSG00000042390.9
OG0005170	ENSACAG00000013738.2	ENSMUSG00000028826.14
OG0005171	ENSACAG00000011951.2	ENSMUSG00000084174.3
OG0005172	ENSACAG00000015547.3, ENSACAG00000014282.2	ENSMUSG00000015243.4
OG0005173	ENSACAG00000001902.2	ENSMUSG00000038859.7
OG0005174	ENSACAG00000028291.1	ENSMUSG00000009114.17
OG0005175	ENSACAG00000012879.2, ENSACAG00000005303.3	ENSMUSG00000034156.16
OG0005176	ENSACAG00000009960.3	ENSMUSG00000050310.9
OG0005177	ENSACAG00000017218.3	ENSMUSG00000027068.6
OG0005178	ENSACAG00000009502.3	ENSMUSG00000000290.13, ENSMUSG00000000157.16
OG0005179	ENSACAG00000002764.3	ENSMUSG00000030653.17, ENSMUSG00000110195.1
OG0005180	ENSACAG00000010968.2	ENSMUSG00000036450.4
OG0005181	ENSACAG00000007426.2	ENSMUSG00000003545.3
OG0005182	ENSACAG00000022548.1, ENSACAG00000012053.3	ENSMUSG00000044702.13
OG0005183	ENSACAG00000003534.3	ENSMUSG00000013593.12
OG0005184	ENSACAG00000012028.3	ENSMUSG00000015133.17
OG0005185	ENSACAG00000011967.2	ENSMUSG00000030545.9
OG0005186	ENSACAG00000004300.3	ENSMUSG00000051403.9
OG0005187	ENSACAG00000011877.3	ENSMUSG00000030629.15
OG0005188	ENSACAG00000027346.2, ENSACAG00000014662.2	ENSMUSG00000000216.8
OG0005189	ENSACAG00000012467.3	ENSMUSG00000013465.19
OG0005190	ENSACAG00000011747.3	ENSMUSG00000030630.16
OG0005191	ENSACAG00000009233.3	ENSMUSG00000110746.3, ENSMUSG00000048424.17
OG0005192	ENSACAG00000002505.1	ENSMUSG00000026807.8
OG0005193	ENSACAG00000000945.3	ENSMUSG00000000959.7
OG0005194	ENSACAG00000017064.3	ENSMUSG00000042133.16
OG0005195	ENSACAG00000009164.3	ENSMUSG00000111527.2, ENSMUSG00000022253.15
