Orthogroup	A_carolinensis.pep	P_Mucros.pep
OG0007965	ENSACAG00000017059.3	XP_015665747.1, XP_015683187.1
OG0007966	ENSACAG00000010144.3	XP_015684352.1
OG0007967	ENSACAG00000011386.3	XP_015668970.1, XP_015681108.1
OG0007968	ENSACAG00000007838.2	XP_015672785.1
OG0007969	ENSACAG00000012513.3	XP_015674344.1
OG0007970	ENSACAG00000000786.3	XP_015672955.1
OG0007971	ENSACAG00000006404.3	XP_015667616.1
OG0007972	ENSACAG00000028481.1	XP_015681104.1
OG0007973	ENSACAG00000013721.3	XP_015667411.1
OG0007974	ENSACAG00000004571.3	XP_015678526.1
OG0007975	ENSACAG00000004666.3	XP_015678528.1, XP_015678529.1
OG0007976	ENSACAG00000004670.3	XP_015670873.1
OG0007977	ENSACAG00000004751.3	XP_015670875.1
OG0007978	ENSACAG00000009784.3	XP_015667390.2
OG0007979	ENSACAG00000004524.2	XP_015674651.1
OG0007980	ENSACAG00000009870.2	XP_015667389.2
OG0007981	ENSACAG00000004550.2	XP_015674644.1
OG0007982	ENSACAG00000006994.3	XP_015669510.1
OG0007983	ENSACAG00000006745.3	XP_015667610.1
OG0007984	ENSACAG00000004741.3	XP_015679703.1
OG0007985	ENSACAG00000011350.3	XP_015667598.1
OG0007986	ENSACAG00000000084.3	XP_015679704.1
OG0007987	ENSACAG00000011313.3	XP_015667599.1, XP_015667601.1
OG0007988	ENSACAG00000000087.2	XP_015679706.1
OG0007989	ENSACAG00000000089.3	XP_029139143.1
OG0007990	ENSACAG00000007772.3	XP_015669536.1
OG0007991	ENSACAG00000022247.1, ENSACAG00000005049.3	XP_029139842.1
OG0007992	ENSACAG00000011196.2	XP_015668829.1
OG0007993	ENSACAG00000023203.2	XP_029138808.1
OG0007994	ENSACAG00000015714.2	XP_029140833.1
OG0007995	ENSACAG00000008120.3	XP_015669521.1
OG0007996	ENSACAG00000008122.3	XP_015669555.1
OG0007997	ENSACAG00000014867.3	XP_029139768.1
OG0007998	ENSACAG00000008182.3	XP_029139590.1
OG0007999	ENSACAG00000005388.3	XP_015673463.2
OG0008000	ENSACAG00000004951.3	XP_015679010.1
OG0008001	ENSACAG00000012182.3	XP_015674501.1
OG0008002	ENSACAG00000013107.3	XP_029140578.1
OG0008003	ENSACAG00000012991.3	XP_015674780.1
OG0008004	ENSACAG00000000837.3	XP_015667583.1
OG0008005	ENSACAG00000012979.3	XP_015674781.1
OG0008006	ENSACAG00000008390.3	XP_015675915.1
OG0008007	ENSACAG00000000989.3	XP_015667582.1
OG0008008	ENSACAG00000000623.3	XP_015673409.1
OG0008009	ENSACAG00000001070.3	XP_015668360.1
OG0008010	ENSACAG00000008495.3	XP_015675916.1
OG0008011	ENSACAG00000008792.1, ENSACAG00000028242.1	YP_008081111.1
OG0008012	ENSACAG00000004545.1	XP_015675917.1
OG0008013	ENSACAG00000003537.2	XP_015676856.1
OG0008014	ENSACAG00000014333.3	XP_015666172.1
OG0008015	ENSACAG00000009813.3	XP_015680088.1
OG0008016	ENSACAG00000017419.3	XP_029141419.1
OG0008017	ENSACAG00000017415.3	XP_015679019.1
OG0008018	ENSACAG00000000445.3	XP_015681841.1
OG0008019	ENSACAG00000017256.3	XP_015674336.1
OG0008020	ENSACAG00000000496.2	XP_015678469.1
OG0008021	ENSACAG00000014982.3	XP_015675464.1
OG0008022	ENSACAG00000001128.2	XP_015674269.1, XP_015674270.1
OG0008023	ENSACAG00000017232.3	XP_015674331.1
OG0008024	ENSACAG00000001024.3	XP_015674275.1
OG0008025	ENSACAG00000017123.3	XP_029139322.1
OG0008026	ENSACAG00000000902.2	XP_015674280.1
OG0008027	ENSACAG00000005871.3	XP_015671830.1
OG0008028	ENSACAG00000010233.3	XP_015687632.1
OG0008029	ENSACAG00000017164.2	XP_015678029.1
OG0008030	ENSACAG00000017124.2	XP_015678022.1
OG0008031	ENSACAG00000010445.3	XP_015687636.1
OG0008032	ENSACAG00000017095.3	XP_015678025.2
OG0008033	ENSACAG00000017077.2	XP_015678031.1
OG0008034	ENSACAG00000000517.2	XP_015680204.1
OG0008035	ENSACAG00000008557.3	XP_029141157.1
OG0008036	ENSACAG00000009267.3	XP_029141006.1
OG0008037	ENSACAG00000012407.3	XP_015682104.1
OG0008038	ENSACAG00000012466.1	XP_015682109.1, XP_015682108.1
OG0008039	ENSACAG00000008595.3	XP_015677620.2
OG0008040	ENSACAG00000009332.3	XP_029141004.1
OG0008041	ENSACAG00000008613.3	XP_015677619.1
OG0008042	ENSACAG00000009459.3	XP_015677108.1
OG0008043	ENSACAG00000007126.3	XP_015682103.1
OG0008044	ENSACAG00000009487.3	XP_029141005.1
OG0008045	ENSACAG00000005978.3	XP_015669451.1
OG0008046	ENSACAG00000001888.1	XP_015682771.1
OG0008047	ENSACAG00000006023.3, ENSACAG00000024721.1	XP_015675378.1
OG0008048	ENSACAG00000001901.2	XP_015682770.1
OG0008049	ENSACAG00000006066.3	XP_015680964.1
OG0008050	ENSACAG00000017130.2	XP_015668372.1
OG0008051	ENSACAG00000006175.2	XP_015666320.1
OG0008052	ENSACAG00000008223.3	XP_015672467.1
OG0008053	ENSACAG00000006184.3	XP_029138952.1
OG0008054	ENSACAG00000006198.3	XP_015666309.1
OG0008055	ENSACAG00000002736.2	XP_029139886.1
OG0008056	ENSACAG00000004258.2	XP_015687105.1
OG0008057	ENSACAG00000010846.2	XP_015687638.1
OG0008058	ENSACAG00000014477.3	XP_015683081.1
OG0008059	ENSACAG00000004186.3	XP_015684323.1
OG0008060	ENSACAG00000004611.2	XP_015682238.1
OG0008061	ENSACAG00000008966.3	XP_015668410.1
OG0008062	ENSACAG00000022602.1, ENSACAG00000001370.3	XP_029139582.1
OG0008063	ENSACAG00000022454.2	XP_015678027.1
OG0008064	ENSACAG00000008287.3	XP_029140797.1
OG0008065	ENSACAG00000006399.3, ENSACAG00000024718.2	XP_015671031.1
OG0008066	ENSACAG00000007686.3	XP_015673854.1
OG0008067	ENSACAG00000017806.3	XP_015683573.1, XP_029142470.1, XP_015683584.1, XP_015683613.1, XP_015683621.1, XP_015683605.1
OG0008068	ENSACAG00000029661.1, ENSACAG00000029557.1	XP_015686179.1, XP_015683585.1
OG0008069	ENSACAG00000013308.3	XP_015665861.1
OG0008070	ENSACAG00000008954.3	XP_015678923.1
OG0008071	ENSACAG00000003193.3	XP_015670484.1
OG0008072	ENSACAG00000016377.3	XP_015672455.1
OG0008073	ENSACAG00000009848.3	XP_015677502.1
OG0008074	ENSACAG00000015727.3	XP_015671715.1
OG0008075	ENSACAG00000016627.2	XP_015685234.2
OG0008076	ENSACAG00000002827.3	XP_029142365.1
OG0008077	ENSACAG00000002851.3	XP_015670452.1
OG0008078	ENSACAG00000000943.3	XP_015679674.1
OG0008079	ENSACAG00000014736.3, ENSACAG00000017057.3	XP_015683154.1
OG0008080	ENSACAG00000011374.3	XP_015667186.1
OG0008081	ENSACAG00000010718.2	XP_015665480.1
OG0008082	ENSACAG00000002681.2	XP_015683256.1
OG0008083	ENSACAG00000016528.3	XP_029140167.1, XP_015685842.1
OG0008084	ENSACAG00000001187.3	XP_015674886.1
OG0008085	ENSACAG00000015916.3	XP_015671700.1
OG0008086	ENSACAG00000008747.3	XP_015679326.1
OG0008087	ENSACAG00000012595.3	XP_015676837.1
OG0008088	ENSACAG00000011132.3	XP_015681067.1
OG0008089	ENSACAG00000002311.3	XP_015683259.1
OG0008091	ENSACAG00000008660.3	XP_015679324.2
OG0008092	ENSACAG00000006021.3	XP_015671710.1
OG0008093	ENSACAG00000005944.2	XP_015671697.1
OG0008094	ENSACAG00000000669.3	XP_029139531.1
OG0008095	ENSACAG00000000680.3	XP_015669238.1
OG0008096	ENSACAG00000000718.3	XP_015679533.1
OG0008097	ENSACAG00000008535.2	XP_015683307.1
OG0008098	ENSACAG00000011940.3	XP_015688038.1
OG0008099	ENSACAG00000001150.2	XP_029140294.1
OG0008100	ENSACAG00000001297.3	XP_015673138.1
OG0008101	ENSACAG00000001307.3	XP_015679591.2
OG0008102	ENSACAG00000002408.3	XP_015678297.1
OG0008103	ENSACAG00000016760.3	XP_015672060.1
OG0008104	ENSACAG00000009230.3	XP_029139806.1
OG0008105	ENSACAG00000016774.3	XP_015672095.1
OG0008106	ENSACAG00000007700.3	XP_015679178.2
OG0008107	ENSACAG00000007718.2	XP_015672233.2
OG0008108	ENSACAG00000013918.3	XP_029140920.1
OG0008109	ENSACAG00000016926.2	XP_015672089.1
OG0008110	ENSACAG00000001325.2	XP_015684711.1
OG0008111	ENSACAG00000005342.1	XP_015681445.1
OG0008112	ENSACAG00000011540.3	XP_015666552.1
OG0008113	ENSACAG00000000191.1	XP_015677618.1
OG0008114	ENSACAG00000016954.3	XP_015672090.1
OG0008115	ENSACAG00000000192.3	XP_015677622.1
OG0008116	ENSACAG00000024255.1	XP_015677301.1, XP_015677290.1
OG0008117	ENSACAG00000013047.3	XP_015679494.1
OG0008118	ENSACAG00000015024.3	XP_029140688.1
OG0008119	ENSACAG00000002447.3	XP_015667679.1
OG0008120	ENSACAG00000016989.3	XP_029140090.1
OG0008121	ENSACAG00000004126.3	XP_029140886.1
OG0008122	ENSACAG00000003486.3	XP_015672881.1
OG0008123	ENSACAG00000024706.2	XP_015675465.1
OG0008124	ENSACAG00000008024.3	XP_015667023.1
OG0008125	ENSACAG00000011113.2	XP_015675679.1
OG0008126	ENSACAG00000008090.2	XP_029139000.1
OG0008127	ENSACAG00000011263.2, ENSACAG00000011614.2	XP_015686508.1
OG0008128	ENSACAG00000014787.3	XP_015679635.1
OG0008129	ENSACAG00000003562.2	XP_029141791.1
OG0008130	ENSACAG00000011283.3	XP_015683052.1
OG0008131	ENSACAG00000012169.3	XP_015670460.1
OG0008132	ENSACAG00000013589.3	XP_015672864.1
OG0008133	ENSACAG00000001931.3	XP_015678806.1, XP_015685292.1
OG0008134	ENSACAG00000014438.3	XP_015680172.1
OG0008135	ENSACAG00000008061.2	XP_015676066.1
OG0008136	ENSACAG00000012216.3	XP_015670459.1
OG0008137	ENSACAG00000001817.2	XP_015667670.1
OG0008138	ENSACAG00000008153.2	XP_029140792.1
OG0008139	ENSACAG00000012412.3	XP_015684306.1
OG0008140	ENSACAG00000011225.3, ENSACAG00000025569.2	XP_015684038.1
OG0008141	ENSACAG00000008811.1	XP_015686149.1, XP_015681544.1, XP_015681545.1, XP_015681546.1
OG0008142	ENSACAG00000024133.2, ENSACAG00000027620.1	XP_029142858.1, XP_015684037.2, XP_029142541.1, XP_015685418.2, XP_029142542.1
OG0008143	ENSACAG00000003837.3	XP_029140275.1
OG0008144	ENSACAG00000001438.3	XP_015667674.1
OG0008145	ENSACAG00000000438.3	XP_029140607.1
OG0008146	ENSACAG00000000481.3	XP_029141654.1
OG0008147	ENSACAG00000003781.2	XP_015668568.1
OG0008148	ENSACAG00000004106.3	XP_015676816.1
OG0008149	ENSACAG00000000635.3	XP_015675737.1
OG0008151	ENSACAG00000001632.2	XP_015666614.1
OG0008152	ENSACAG00000015377.3	XP_015667472.2
OG0008153	ENSACAG00000000810.2	XP_015686228.1
OG0008154	ENSACAG00000008099.3	XP_015676884.1
OG0008155	ENSACAG00000011076.3	XP_015668917.1
OG0008156	ENSACAG00000025493.1	XP_015668826.1
OG0008157	ENSACAG00000025749.2	XP_015679824.1
OG0008158	ENSACAG00000002314.3	XP_015679801.1
OG0008159	ENSACAG00000011169.3	XP_015668920.1
OG0008160	ENSACAG00000022501.1	XP_015668933.1
OG0008161	ENSACAG00000001140.3	XP_029142251.1
OG0008162	ENSACAG00000004862.3	XP_015677662.1
OG0008163	ENSACAG00000001290.2	XP_015684784.1
OG0008165	ENSACAG00000004921.2	XP_015677656.1
OG0008166	ENSACAG00000009139.3	XP_015676073.1
OG0008167	ENSACAG00000009197.2	XP_029140793.1
OG0008168	ENSACAG00000006999.3	XP_015671405.1
OG0008169	ENSACAG00000002967.2	XP_029139372.1
OG0008170	ENSACAG00000012683.2	XP_029139182.1, XP_029139181.1
OG0008171	ENSACAG00000006936.2	XP_015671404.1
OG0008172	ENSACAG00000011850.3	XP_015668934.1
OG0008173	ENSACAG00000029128.1	XP_015686123.1, XP_029141134.1, XP_015680417.1
OG0008174	ENSACAG00000016800.3	XP_015680419.1
OG0008175	ENSACAG00000007865.3	XP_015681288.1, XP_015683670.1
OG0008176	ENSACAG00000011888.3	XP_015668922.1
OG0008177	ENSACAG00000016804.3	XP_029141717.1
OG0008178	ENSACAG00000012701.2	XP_015667432.2
OG0008179	ENSACAG00000009224.3	XP_015676063.1
OG0008180	ENSACAG00000011928.3	XP_015668916.1
OG0008181	ENSACAG00000008785.3	XP_015678514.1
OG0008182	ENSACAG00000007810.2	XP_015674591.1
OG0008183	ENSACAG00000008854.2	XP_015679119.1
OG0008184	ENSACAG00000003360.3	XP_015669755.1
OG0008185	ENSACAG00000016914.3	XP_015679213.1
OG0008186	ENSACAG00000016918.3	XP_015679218.1
OG0008187	ENSACAG00000026366.1	XP_015687122.1
OG0008188	ENSACAG00000016923.3	XP_015665489.1
OG0008189	ENSACAG00000006719.3	XP_015671397.1
OG0008190	ENSACAG00000012211.3	XP_015669275.1
OG0008191	ENSACAG00000012311.2	XP_015669281.1
OG0008192	ENSACAG00000017018.3	XP_015671386.1
OG0008193	ENSACAG00000009806.3	XP_015669325.1
OG0008194	ENSACAG00000015029.3	XP_015682314.1
OG0008195	ENSACAG00000017432.3	XP_015687368.1
OG0008197	ENSACAG00000028700.1	XP_029140972.1, XP_015676933.1
OG0008198	ENSACAG00000006317.2	XP_015677440.1
OG0008199	ENSACAG00000015481.2	XP_029139202.1
OG0008200	ENSACAG00000015291.2	XP_015674352.1
OG0008201	ENSACAG00000003520.3	XP_015669749.1
OG0008202	ENSACAG00000006306.2	XP_015677417.1
OG0008203	ENSACAG00000011657.2	XP_029141757.1
OG0008204	ENSACAG00000009861.3	XP_015669315.1
OG0008205	ENSACAG00000017747.2	XP_015666203.1
OG0008206	ENSACAG00000021055.2	XP_015669280.2
OG0008207	ENSACAG00000015738.2	XP_015670876.1
OG0008208	ENSACAG00000002501.3	XP_015675277.1
OG0008209	ENSACAG00000012434.3	XP_015681745.1
OG0008210	ENSACAG00000009039.3	XP_015678157.1
OG0008211	ENSACAG00000010120.3	XP_015669303.1
OG0008212	ENSACAG00000015688.3	XP_015670870.1
OG0008213	ENSACAG00000014220.2	XP_015679992.1
OG0008214	ENSACAG00000012444.3	XP_029139539.1
OG0008215	ENSACAG00000002606.3	XP_015679675.1
OG0008216	ENSACAG00000014140.3	XP_029142339.1
OG0008217	ENSACAG00000008574.3	XP_029140998.1
OG0008218	ENSACAG00000004876.3	XP_029140665.1
OG0008219	ENSACAG00000001271.3	XP_015684942.1
OG0008220	ENSACAG00000005652.2	XP_015683173.1
OG0008221	ENSACAG00000008620.2	XP_029140992.1
OG0008222	ENSACAG00000002834.3	XP_015679677.1
OG0008223	ENSACAG00000010313.3	XP_015674219.1
OG0008224	ENSACAG00000002926.3	XP_015685560.1
OG0008225	ENSACAG00000000829.3	XP_029140976.1
OG0008226	ENSACAG00000006666.3	XP_029142284.1
OG0008227	ENSACAG00000000190.3	XP_015685692.1
OG0008228	ENSACAG00000009336.2	XP_029140991.1
OG0008229	ENSACAG00000003771.3	XP_015669744.1
OG0008230	ENSACAG00000009343.3	XP_029140990.1
OG0008231	ENSACAG00000021148.3	XP_015669743.1
OG0008232	ENSACAG00000000204.3	XP_015672447.1
OG0008233	ENSACAG00000006708.3	XP_015681119.1, XP_015679029.1
OG0008234	ENSACAG00000001366.3	XP_029140210.1
OG0008235	ENSACAG00000011353.3	XP_015682335.2
OG0008236	ENSACAG00000013111.3	XP_015665415.1
OG0008237	ENSACAG00000010579.3	XP_015687247.1
OG0008238	ENSACAG00000000921.3	XP_029143097.1
OG0008239	ENSACAG00000015828.3	XP_015670032.1
OG0008240	ENSACAG00000013712.3	XP_015681793.2
OG0008241	ENSACAG00000010856.3	XP_015675494.2
OG0008242	ENSACAG00000000734.3	XP_015668454.1
OG0008243	ENSACAG00000014181.2	XP_015683166.1
OG0008244	ENSACAG00000014281.3	XP_015672788.1
OG0008245	ENSACAG00000001118.3	XP_015668462.2
OG0008246	ENSACAG00000009346.3	XP_015687955.1
OG0008247	ENSACAG00000011258.3	XP_015672251.1
OG0008248	ENSACAG00000026177.2	XP_015687914.2
OG0008249	ENSACAG00000008445.3	XP_015672876.1
OG0008250	ENSACAG00000008470.3	XP_015672873.2
OG0008251	ENSACAG00000008496.3	XP_015672872.1
OG0008252	ENSACAG00000014017.3	XP_029139525.1, XP_015686332.1
OG0008253	ENSACAG00000010118.3	XP_015683255.1
OG0008254	ENSACAG00000008878.2	XP_015684683.1
OG0008255	ENSACAG00000004422.3	XP_015682611.1
OG0008256	ENSACAG00000010984.3	XP_015682774.1
OG0008257	ENSACAG00000017734.3	XP_015682375.1
OG0008258	ENSACAG00000000514.2	XP_015683785.1
OG0008259	ENSACAG00000024762.2	XP_015682973.1
OG0008260	ENSACAG00000006107.3	XP_015684230.1, XP_029142955.1
OG0008261	ENSACAG00000027006.1, ENSACAG00000013675.3	XP_015681275.1
OG0008262	ENSACAG00000013746.2	XP_015681274.1
OG0008263	ENSACAG00000007883.3	XP_029140432.1
OG0008264	ENSACAG00000002175.3	XP_015678944.1
OG0008265	ENSACAG00000011186.3	XP_015687193.1
OG0008266	ENSACAG00000004740.2	XP_029143073.1
OG0008267	ENSACAG00000012481.3	XP_029139265.1
OG0008268	ENSACAG00000003995.3	XP_015687597.1
OG0008269	ENSACAG00000002673.2	XP_015681281.1
OG0008270	ENSACAG00000017844.2	XP_015679024.1
OG0008271	ENSACAG00000011860.3	XP_015674498.1
OG0008272	ENSACAG00000011987.3	XP_015683723.1
OG0008273	ENSACAG00000009255.3	XP_015681521.1
OG0008274	ENSACAG00000012101.3	XP_015680875.1
OG0008275	ENSACAG00000009271.3	XP_015686158.1, XP_015681520.2
OG0008276	ENSACAG00000009289.3	XP_015681518.1
OG0008277	ENSACAG00000000464.3	XP_029143049.1
OG0008278	ENSACAG00000001006.3	XP_015674767.1
OG0008279	ENSACAG00000003254.3	XP_029140589.1
OG0008280	ENSACAG00000001002.2	XP_015674769.1
OG0008281	ENSACAG00000015008.3	XP_015668260.1
OG0008282	ENSACAG00000012964.3	XP_015679531.1
OG0008283	ENSACAG00000013079.2	XP_015683820.1
OG0008284	ENSACAG00000014499.3	XP_029143159.1
OG0008285	ENSACAG00000004561.3	XP_015674097.2
OG0008286	ENSACAG00000016133.3	XP_015679337.1
OG0008287	ENSACAG00000004800.3	XP_015674083.1
OG0008288	ENSACAG00000016076.3	XP_015680264.1, XP_015680265.1
OG0008289	ENSACAG00000015997.3	XP_015681789.1
OG0008290	ENSACAG00000010865.3	XP_015678063.1
OG0008291	ENSACAG00000004303.2	XP_029142494.1, XP_015685223.1
OG0008292	ENSACAG00000004278.3	XP_015683868.1, XP_015682833.1
OG0008293	ENSACAG00000010674.3	XP_015683156.1
OG0008294	ENSACAG00000014639.3	XP_029141834.1
OG0008295	ENSACAG00000014667.3	XP_015685545.1, XP_015681035.1
OG0008296	ENSACAG00000011025.3	XP_015679467.1
OG0008297	ENSACAG00000006813.3	XP_029141516.1
OG0008298	ENSACAG00000024733.2	XP_015666880.1
OG0008299	ENSACAG00000009478.1	XP_015671332.1
OG0008299	ENSACAG00000009180.2	XP_015667261.1
OG0008300	ENSACAG00000009480.3	XP_015671324.1
OG0008301	ENSACAG00000006361.3	XP_015671839.1
OG0008302	ENSACAG00000009488.3	XP_029139947.1
OG0008303	ENSACAG00000007797.2	XP_029140296.1
OG0008304	ENSACAG00000000025.3	XP_015668887.2
OG0008305	ENSACAG00000006270.2	XP_029140685.1
OG0008306	ENSACAG00000023038.2	XP_015671646.1
OG0008307	ENSACAG00000001925.3	XP_015683168.1, XP_015680381.1
OG0008308	ENSACAG00000000694.3	XP_015671091.1
OG0008309	ENSACAG00000015320.3	XP_015681305.1
OG0008310	ENSACAG00000015028.3	XP_015680380.1
OG0008311	ENSACAG00000006061.3	XP_029138769.1
OG0008312	ENSACAG00000001170.1	XP_015666541.1
OG0008313	ENSACAG00000009680.3	XP_015675436.1
OG0008314	ENSACAG00000009638.3	XP_015675442.1
OG0008315	ENSACAG00000009604.3	XP_029140684.1
OG0008316	ENSACAG00000014430.3	XP_015678453.1
OG0008317	ENSACAG00000014116.3	XP_015679993.1
OG0008318	ENSACAG00000009575.3	XP_015675434.1
OG0008319	ENSACAG00000014164.3	XP_015678493.1
OG0008320	ENSACAG00000013999.2	XP_015681017.1
OG0008321	ENSACAG00000014069.2	XP_015678820.1
OG0008322	ENSACAG00000015811.3	XP_015677795.1
OG0008323	ENSACAG00000003235.2	XP_015674248.1
OG0008324	ENSACAG00000016832.2, ENSACAG00000012728.2	XP_015674676.1
OG0008325	ENSACAG00000008911.2	XP_015665405.1
OG0008326	ENSACAG00000015693.1	XP_015680202.2
OG0008327	ENSACAG00000004961.3	XP_015668616.1, XP_015668615.1
OG0008328	ENSACAG00000012688.3	XP_015679420.1
OG0008329	ENSACAG00000026028.1	XP_015680197.1
OG0008330	ENSACAG00000005003.3	XP_015668624.1
OG0008331	ENSACAG00000008920.3	XP_015667732.1
OG0008332	ENSACAG00000008961.3	XP_015681553.1
OG0008333	ENSACAG00000010678.3, ENSACAG00000007687.3	XP_029142653.1
OG0008334	ENSACAG00000006073.2	XP_015681058.1
OG0008335	ENSACAG00000002387.2	XP_015670245.1
OG0008336	ENSACAG00000017732.2	XP_015668691.1
OG0008337	ENSACAG00000005991.3	XP_015684689.1, XP_015682877.1
OG0008338	ENSACAG00000013440.3	XP_015683345.1
OG0008339	ENSACAG00000017715.3	XP_015669447.1
OG0008340	ENSACAG00000010358.3	XP_015670244.1
OG0008341	ENSACAG00000005973.3	XP_015683471.1
OG0008342	ENSACAG00000010347.3	XP_015670242.1
OG0008343	ENSACAG00000002258.1	XP_015684296.1
OG0008344	ENSACAG00000003229.3	XP_015678952.1
OG0008345	ENSACAG00000010583.2	XP_015679328.1
OG0008346	ENSACAG00000015500.2	XP_015672839.1
OG0008347	ENSACAG00000010995.3	XP_015683631.1
OG0008348	ENSACAG00000000225.3	XP_015681588.1
OG0008349	ENSACAG00000000233.2	XP_015681589.1
OG0008350	ENSACAG00000011050.3	XP_015683634.1, XP_015683635.1, XP_015683633.1, XP_015683632.1
OG0008351	ENSACAG00000015943.3	XP_015676014.1
OG0008352	ENSACAG00000014541.3	XP_015676739.1
OG0008353	ENSACAG00000007273.3	XP_015677168.1
OG0008354	ENSACAG00000025104.1	XP_015683989.1
OG0008355	ENSACAG00000016168.3	XP_015667357.1
OG0008356	ENSACAG00000016186.3	XP_015667346.1
OG0008357	ENSACAG00000007311.2	XP_015677171.1
OG0008358	ENSACAG00000017660.2	XP_015670379.1
OG0008359	ENSACAG00000011043.3	XP_015682282.2
OG0008360	ENSACAG00000029615.1	XP_029141012.1
OG0008361	ENSACAG00000014719.3	XP_029140936.1
OG0008362	ENSACAG00000007456.2	XP_015677163.1
OG0008363	ENSACAG00000011272.3	XP_015682280.1
OG0008364	ENSACAG00000014812.3	XP_029140938.1
OG0008365	ENSACAG00000007712.2	XP_015666967.1
OG0008366	ENSACAG00000011560.3	XP_015681630.1
OG0008367	ENSACAG00000017621.3	XP_029139088.1
OG0008368	ENSACAG00000011648.3	XP_015676386.1
OG0008369	ENSACAG00000016501.3	XP_015667355.1
OG0008370	ENSACAG00000017619.3	XP_015667001.1
OG0008371	ENSACAG00000007468.2	XP_029139358.1
OG0008372	ENSACAG00000011803.3	XP_029142799.1
OG0008373	ENSACAG00000023660.1	XP_015666905.1
OG0008374	ENSACAG00000012102.3	XP_015687471.1
OG0008375	ENSACAG00000012105.3	XP_015687470.1
OG0008376	ENSACAG00000017590.3	XP_015666999.1
OG0008377	ENSACAG00000017456.3	XP_015678489.1
OG0008378	ENSACAG00000012121.3	XP_029143143.1
OG0008379	ENSACAG00000011882.2	XP_015685826.1, XP_015684249.1
OG0008380	ENSACAG00000006402.3	XP_015684041.2
OG0008381	ENSACAG00000000746.3	XP_015676992.1
OG0008382	ENSACAG00000003993.3	XP_015667673.1
OG0008383	ENSACAG00000011949.3	XP_015682440.1
OG0008384	ENSACAG00000000972.2	XP_015677006.1, XP_015677007.1
OG0008385	ENSACAG00000005367.3	XP_015676176.1
OG0008386	ENSACAG00000017654.3	XP_015676233.1
OG0008387	ENSACAG00000005470.3	XP_015675996.1
OG0008388	ENSACAG00000001181.3	XP_029140309.1
OG0008389	ENSACAG00000005535.3	XP_015672639.1
OG0008390	ENSACAG00000010598.3	XP_015674296.1
OG0008391	ENSACAG00000007346.3	XP_029142604.1
OG0008392	ENSACAG00000008238.2	XP_029139070.1
OG0008393	ENSACAG00000005755.3	XP_029142399.1
OG0008394	ENSACAG00000017687.3	XP_015673525.1
OG0008395	ENSACAG00000011777.3	XP_029141836.1
OG0008396	ENSACAG00000004515.2	XP_015673326.1
OG0008397	ENSACAG00000017706.3	XP_015673527.1
OG0008398	ENSACAG00000005813.3	XP_029142400.1
OG0008399	ENSACAG00000009311.3	XP_015681957.1
OG0008400	ENSACAG00000017709.3	XP_015673524.2
OG0008401	ENSACAG00000001439.3	XP_015673325.1
OG0008402	ENSACAG00000014111.3	XP_015671551.1
OG0008403	ENSACAG00000017722.2	XP_015673523.1
OG0008404	ENSACAG00000007908.3	XP_029141846.1
OG0008405	ENSACAG00000005981.3	XP_015672618.1
