Orthogroup	A_carolinensis.pep	G_gallus.pep
OG0005137	ENSACAG00000004018.3	ENSGALG00000033002.2
OG0005138	ENSACAG00000005000.2	ENSGALG00000003936.4
OG0005139	ENSACAG00000010137.3	ENSGALG00000004037.6
OG0005140	ENSACAG00000015258.3	ENSGALG00000005842.7
OG0005141	ENSACAG00000009174.3	ENSGALG00000005028.6
OG0005142	ENSACAG00000024682.2	ENSGALG00000000627.7
OG0005143	ENSACAG00000009927.3	ENSGALG00000004108.7
OG0005145	ENSACAG00000008609.2	ENSGALG00000010592.6
OG0005146	ENSACAG00000009916.3	ENSGALG00000007092.5
OG0005147	ENSACAG00000009758.2	ENSGALG00000004174.7
OG0005148	ENSACAG00000012920.2	ENSGALG00000008920.6
OG0005149	ENSACAG00000009322.3	ENSGALG00000033365.3
OG0005150	ENSACAG00000016950.2	ENSGALG00000030040.2
OG0005151	ENSACAG00000004716.3	ENSGALG00000000927.5
OG0005152	ENSACAG00000001437.3	ENSGALG00000006404.6
OG0005153	ENSACAG00000000255.3	ENSGALG00000036114.2
OG0005154	ENSACAG00000001541.3	ENSGALG00000002162.6
OG0005155	ENSACAG00000005029.3	ENSGALG00000030826.2
OG0005156	ENSACAG00000001427.2	ENSGALG00000039781.3
OG0005157	ENSACAG00000001400.2	ENSGALG00000006367.7
OG0005158	ENSACAG00000014212.3	ENSGALG00000027132.3
OG0005159	ENSACAG00000001269.3	ENSGALG00000040141.3
OG0005160	ENSACAG00000017044.3	ENSGALG00000028363.4
OG0005161	ENSACAG00000017072.2	ENSGALG00000006179.7
OG0005162	ENSACAG00000007165.2	ENSGALG00000002484.7
OG0005163	ENSACAG00000015065.3, ENSACAG00000023019.2	ENSGALG00000004700.6
OG0005164	ENSACAG00000009391.3	ENSGALG00000026031.4
OG0005165	ENSACAG00000009236.2	ENSGALG00000016273.5
OG0005166	ENSACAG00000017599.2	ENSGALG00000037540.3
OG0005167	ENSACAG00000002707.3	ENSGALG00000026983.4
OG0005168	ENSACAG00000000612.3	ENSGALG00000001313.7
OG0005169	ENSACAG00000008791.2	ENSGALG00000051276.1
OG0005170	ENSACAG00000013738.2	ENSGALG00000001067.7
OG0005171	ENSACAG00000011951.2	ENSGALG00000050372.1
OG0005172	ENSACAG00000015547.3, ENSACAG00000014282.2	ENSGALG00000015433.8
OG0005173	ENSACAG00000001902.2	ENSGALG00000003548.6
OG0005174	ENSACAG00000028291.1	ENSGALG00000047637.1
OG0005175	ENSACAG00000012879.2, ENSACAG00000005303.3	ENSGALG00000042533.2
OG0005176	ENSACAG00000009960.3	ENSGALG00000003775.5
OG0005177	ENSACAG00000017218.3	ENSGALG00000010873.6
OG0005178	ENSACAG00000009502.3	ENSGALG00000007511.4
OG0005180	ENSACAG00000010968.2	ENSGALG00000005698.6
OG0005181	ENSACAG00000007426.2	ENSGALG00000041280.2
OG0005182	ENSACAG00000022548.1, ENSACAG00000012053.3	ENSGALG00000006078.6
OG0005183	ENSACAG00000003534.3	ENSGALG00000041418.3
OG0005184	ENSACAG00000012028.3	ENSGALG00000007141.6
OG0005185	ENSACAG00000011967.2	ENSGALG00000006534.6
OG0005186	ENSACAG00000004300.3	ENSGALG00000054005.1
OG0005187	ENSACAG00000011877.3	ENSGALG00000006505.7
OG0005188	ENSACAG00000027346.2, ENSACAG00000014662.2	ENSGALG00000006270.6
OG0005189	ENSACAG00000012467.3	ENSGALG00000008532.6
OG0005190	ENSACAG00000011747.3	ENSGALG00000006482.6
OG0005191	ENSACAG00000009233.3	ENSGALG00000021304.5
OG0005192	ENSACAG00000002505.1	ENSGALG00000040923.2
OG0005194	ENSACAG00000017064.3	ENSGALG00000009839.6
OG0005195	ENSACAG00000009164.3	ENSGALG00000003558.6
OG0005197	ENSACAG00000004488.3	ENSGALG00000001382.6
OG0005198	ENSACAG00000004072.3	ENSGALG00000001000.4
OG0005201	ENSACAG00000003856.3	ENSGALG00000047498.1
OG0005202	ENSACAG00000001444.2	ENSGALG00000006633.5
OG0005203	ENSACAG00000008906.3	ENSGALG00000013372.6
OG0005204	ENSACAG00000027904.2	ENSGALG00000012292.6
OG0005205	ENSACAG00000017008.3	ENSGALG00000009677.6
OG0005206	ENSACAG00000021104.3	ENSGALG00000014647.7
OG0005207	ENSACAG00000016477.3	ENSGALG00000054713.1
OG0005208	ENSACAG00000003784.3	ENSGALG00000052202.1
OG0005210	ENSACAG00000003703.2	ENSGALG00000042246.3
OG0005211	ENSACAG00000011669.3	ENSGALG00000041514.2
OG0005212	ENSACAG00000012129.3, ENSACAG00000027159.2	ENSGALG00000014514.6
OG0005213	ENSACAG00000021095.3	ENSGALG00000052991.1
OG0005214	ENSACAG00000011251.2	ENSGALG00000011275.5
OG0005216	ENSACAG00000008462.3	ENSGALG00000003353.6
OG0005217	ENSACAG00000012374.3	ENSGALG00000043681.3
OG0005218	ENSACAG00000006537.3	ENSGALG00000040783.2
OG0005220	ENSACAG00000001382.3	ENSGALG00000007800.6
OG0005221	ENSACAG00000009853.3	ENSGALG00000031789.2
OG0005222	ENSACAG00000010106.3	ENSGALG00000038372.2
OG0005223	ENSACAG00000009471.3	ENSGALG00000030460.2
OG0005224	ENSACAG00000008523.2	ENSGALG00000033694.2
OG0005227	ENSACAG00000017041.3	ENSGALG00000042503.2
OG0005228	ENSACAG00000027952.1, ENSACAG00000009448.3	ENSGALG00000008880.6
OG0005230	ENSACAG00000005362.3	ENSGALG00000006750.6
OG0005231	ENSACAG00000005360.3	ENSGALG00000006777.3
OG0005232	ENSACAG00000011496.3	ENSGALG00000005467.6
OG0005233	ENSACAG00000011992.3	ENSGALG00000024051.5
OG0005234	ENSACAG00000014905.2	ENSGALG00000003181.5
OG0005237	ENSACAG00000011085.3	ENSGALG00000043938.2
OG0005240	ENSACAG00000000423.3	ENSGALG00000007485.7
OG0005241	ENSACAG00000016063.1	ENSGALG00000006087.6
OG0005242	ENSACAG00000004194.2	ENSGALG00000007643.7
OG0005243	ENSACAG00000013871.2	ENSGALG00000028191.3
OG0005244	ENSACAG00000010571.3	ENSGALG00000034258.3
OG0005245	ENSACAG00000006601.3	ENSGALG00000014413.7
OG0005246	ENSACAG00000004514.3	ENSGALG00000007353.6
OG0005247	ENSACAG00000006631.3	ENSGALG00000014812.7
OG0005248	ENSACAG00000024618.1	ENSGALG00000007333.6
OG0005249	ENSACAG00000004552.2	ENSGALG00000021027.5
OG0005250	ENSACAG00000007224.3	ENSGALG00000014570.7
OG0005251	ENSACAG00000004672.2	ENSGALG00000007262.7
OG0005252	ENSACAG00000011534.3	ENSGALG00000032036.2
OG0005253	ENSACAG00000011499.3	ENSGALG00000039461.2
OG0005254	ENSACAG00000007528.3	ENSGALG00000014662.5
OG0005255	ENSACAG00000000085.3	ENSGALG00000006882.5
OG0005256	ENSACAG00000011261.2	ENSGALG00000042320.2
OG0005257	ENSACAG00000007546.2	ENSGALG00000014674.6
OG0005258	ENSACAG00000000088.3	ENSGALG00000006949.6
OG0005259	ENSACAG00000008514.3, ENSACAG00000025835.2	ENSGALG00000006508.7
OG0005260	ENSACAG00000007698.2	ENSGALG00000047167.1
OG0005261	ENSACAG00000007684.3	ENSGALG00000053999.1
OG0005262	ENSACAG00000000716.2, ENSACAG00000015414.2	ENSGALG00000034297.2
OG0005264	ENSACAG00000008210.3	ENSGALG00000014791.6
OG0005265	ENSACAG00000013931.3, ENSACAG00000004015.2	ENSGALG00000031227.2
OG0005266	ENSACAG00000008288.3	ENSGALG00000014794.6
OG0005267	ENSACAG00000000752.3	ENSGALG00000002313.5
OG0005268	ENSACAG00000000991.3	ENSGALG00000004949.6
OG0005269	ENSACAG00000012881.2	ENSGALG00000020260.6
OG0005270	ENSACAG00000012863.2	ENSGALG00000008682.5
OG0005271	ENSACAG00000004546.3	ENSGALG00000015443.6
OG0005272	ENSACAG00000004542.3	ENSGALG00000027472.3
OG0005273	ENSACAG00000009744.3	ENSGALG00000002239.8
OG0005274	ENSACAG00000009803.3	ENSGALG00000002267.6
OG0005275	ENSACAG00000003607.3	ENSGALG00000015540.6
OG0005276	ENSACAG00000011631.2	ENSGALG00000035980.3
OG0005277	ENSACAG00000017244.1	ENSGALG00000023439.3
OG0005279	ENSACAG00000014149.3	ENSGALG00000002390.5
OG0005280	ENSACAG00000017145.3	ENSGALG00000009172.6
OG0005281	ENSACAG00000010661.2	ENSGALG00000001245.7
OG0005282	ENSACAG00000012469.3	ENSGALG00000019042.6
OG0005283	ENSACAG00000009544.3	ENSGALG00000002246.6
OG0005284	ENSACAG00000017119.2	ENSGALG00000007685.6
OG0005285	ENSACAG00000022958.2	ENSGALG00000031734.2
OG0005286	ENSACAG00000006126.3	ENSGALG00000006973.5
OG0005287	ENSACAG00000017134.2	ENSGALG00000033064.2
OG0005288	ENSACAG00000006178.2	ENSGALG00000006955.6
OG0005289	ENSACAG00000023758.1	ENSGALG00000003047.7
OG0005290	ENSACAG00000022647.1, ENSACAG00000005002.2	ENSGALG00000030533.2
OG0005291	ENSACAG00000000460.2	ENSGALG00000040181.2
OG0005293	ENSACAG00000006462.3	ENSGALG00000038924.2
OG0005294	ENSACAG00000017444.1	ENSGALG00000005617.6
OG0005295	ENSACAG00000008768.3	ENSGALG00000007794.6
OG0005296	ENSACAG00000001519.2	ENSGALG00000039200.2
OG0005297	ENSACAG00000008658.3	ENSGALG00000007833.6
OG0005298	ENSACAG00000003845.3	ENSGALG00000023451.4
OG0005299	ENSACAG00000015146.2	ENSGALG00000001376.6
OG0005300	ENSACAG00000001881.2	ENSGALG00000036028.3
OG0005301	ENSACAG00000022879.1	ENSGALG00000039326.2
OG0005302	ENSACAG00000013150.3	ENSGALG00000040655.2, ENSGALG00000034504.3
OG0005303	ENSACAG00000012749.3, ENSACAG00000000983.2	ENSGALG00000030730.2
OG0005304	ENSACAG00000009796.3	ENSGALG00000037315.2
OG0005305	ENSACAG00000014937.3	ENSGALG00000008750.6
OG0005306	ENSACAG00000007721.3, ENSACAG00000005291.3	ENSGALG00000027785.3
OG0005307	ENSACAG00000017589.3	ENSGALG00000050145.1
OG0005308	ENSACAG00000017039.3	ENSGALG00000035111.2
OG0005309	ENSACAG00000017900.3	ENSGALG00000012429.7
OG0005310	ENSACAG00000000684.3	ENSGALG00000009528.6
OG0005311	ENSACAG00000015878.3	ENSGALG00000005673.6
OG0005312	ENSACAG00000002685.3	ENSGALG00000007607.6
OG0005313	ENSACAG00000010722.3	ENSGALG00000030344.2
OG0005314	ENSACAG00000001088.3	ENSGALG00000007302.6
OG0005315	ENSACAG00000011339.3	ENSGALG00000011290.7
OG0005316	ENSACAG00000001152.3	ENSGALG00000007299.7
OG0005317	ENSACAG00000014400.3	ENSGALG00000005452.7
OG0005318	ENSACAG00000001205.3	ENSGALG00000007284.5
OG0005319	ENSACAG00000000260.3	ENSGALG00000027788.3
OG0005320	ENSACAG00000015992.3	ENSGALG00000000404.7
OG0005321	ENSACAG00000008601.2	ENSGALG00000006604.6
OG0005322	ENSACAG00000008592.3	ENSGALG00000006612.6
OG0005323	ENSACAG00000001750.3	ENSGALG00000004837.6
OG0005324	ENSACAG00000026031.1, ENSACAG00000006952.3, ENSACAG00000001775.2	ENSGALG00000004859.6
OG0005325	ENSACAG00000002190.3	ENSGALG00000007691.7
OG0005326	ENSACAG00000005920.3	ENSGALG00000048828.1
OG0005327	ENSACAG00000010751.3	ENSGALG00000015247.6
OG0005328	ENSACAG00000009302.3	ENSGALG00000041104.2
OG0005329	ENSACAG00000002435.3	ENSGALG00000005420.7
OG0005330	ENSACAG00000002573.3	ENSGALG00000039523.3
OG0005331	ENSACAG00000012633.3	ENSGALG00000025743.3
OG0005334	ENSACAG00000007711.3	ENSGALG00000016779.6
OG0005335	ENSACAG00000012363.3	ENSGALG00000006982.6
OG0005337	ENSACAG00000003378.3	ENSGALG00000003529.7
OG0005338	ENSACAG00000007732.3	ENSGALG00000016776.6
OG0005339	ENSACAG00000014024.3	ENSGALG00000006933.5
OG0005340	ENSACAG00000010428.2	ENSGALG00000004971.4
OG0005341	ENSACAG00000005979.3	ENSGALG00000005516.6
OG0005342	ENSACAG00000016937.3	ENSGALG00000000855.7
OG0005343	ENSACAG00000006422.2	ENSGALG00000025991.4
OG0005344	ENSACAG00000001805.2	ENSGALG00000006088.7
OG0005346	ENSACAG00000029190.1	ENSGALG00000002009.5
OG0005347	ENSACAG00000003078.2	ENSGALG00000035626.2
OG0005348	ENSACAG00000001734.3	ENSGALG00000052532.1
OG0005349	ENSACAG00000000512.3	ENSGALG00000027501.4
OG0005350	ENSACAG00000007962.2	ENSGALG00000050075.1
OG0005351	ENSACAG00000000275.3	ENSGALG00000003944.7
OG0005352	ENSACAG00000001978.3	ENSGALG00000002603.5
OG0005353	ENSACAG00000008636.3	ENSGALG00000054600.1
OG0005354	ENSACAG00000007963.3	ENSGALG00000005038.7
OG0005356	ENSACAG00000014470.2	ENSGALG00000029244.2
OG0005357	ENSACAG00000004034.3	ENSGALG00000010005.6
OG0005359	ENSACAG00000001998.2	ENSGALG00000040828.3
OG0005360	ENSACAG00000016896.3	ENSGALG00000003866.6
OG0005361	ENSACAG00000000234.3	ENSGALG00000043163.2
OG0005362	ENSACAG00000001650.3	ENSGALG00000002467.5
OG0005363	ENSACAG00000010195.3	ENSGALG00000013310.6
OG0005365	ENSACAG00000013073.3	ENSGALG00000049190.1
OG0005366	ENSACAG00000013139.3	ENSGALG00000003391.5
OG0005367	ENSACAG00000028857.1	ENSGALG00000033570.2
OG0005368	ENSACAG00000008537.3	ENSGALG00000004948.6
OG0005369	ENSACAG00000004170.3	ENSGALG00000046939.1
OG0005370	ENSACAG00000001804.3	ENSGALG00000042555.2
OG0005372	ENSACAG00000008819.3	ENSGALG00000051206.1
OG0005373	ENSACAG00000008033.3	ENSGALG00000044146.2
OG0005374	ENSACAG00000002850.3, ENSACAG00000000421.3	ENSGALG00000034216.2
OG0005375	ENSACAG00000013985.3	ENSGALG00000029102.3
OG0005376	ENSACAG00000011099.3, ENSACAG00000011135.3	ENSGALG00000020726.5
OG0005377	ENSACAG00000005366.3	ENSGALG00000015200.7
OG0005378	ENSACAG00000014460.2	ENSGALG00000035194.2
OG0005379	ENSACAG00000016569.2	ENSGALG00000027587.3
OG0005380	ENSACAG00000011591.3	ENSGALG00000003287.7
OG0005381	ENSACAG00000008867.3	ENSGALG00000004003.7
OG0005382	ENSACAG00000013996.3	ENSGALG00000005283.4
OG0005383	ENSACAG00000011182.3	ENSGALG00000007831.5
OG0005384	ENSACAG00000003506.3	ENSGALG00000041762.2
OG0005385	ENSACAG00000012378.2	ENSGALG00000031306.2
OG0005386	ENSACAG00000002120.3	ENSGALG00000008520.7
OG0005387	ENSACAG00000001770.3	ENSGALG00000054209.1
OG0005388	ENSACAG00000009024.3	ENSGALG00000003976.6
OG0005389	ENSACAG00000004848.3	ENSGALG00000013818.4
OG0005390	ENSACAG00000001727.3	ENSGALG00000006294.7
OG0005391	ENSACAG00000026746.1	ENSGALG00000039865.3
OG0005392	ENSACAG00000003089.3	ENSGALG00000017350.7
OG0005393	ENSACAG00000029359.1	ENSGALG00000007731.7
OG0005394	ENSACAG00000006919.3, ENSACAG00000008322.2	ENSGALG00000012370.7
OG0005395	ENSACAG00000022298.2, ENSACAG00000015282.3	ENSGALG00000038320.2
OG0005396	ENSACAG00000004902.3	ENSGALG00000049618.1
OG0005397	ENSACAG00000016816.3	ENSGALG00000047143.1
OG0005398	ENSACAG00000016819.3	ENSGALG00000013846.6
OG0005400	ENSACAG00000006840.2	ENSGALG00000012386.6
OG0005401	ENSACAG00000028065.2	ENSGALG00000013865.6
OG0005402	ENSACAG00000012900.3	ENSGALG00000031303.2
OG0005403	ENSACAG00000006777.3	ENSGALG00000012387.7
OG0005404	ENSACAG00000003426.2	ENSGALG00000036625.3
OG0005405	ENSACAG00000008976.3	ENSGALG00000008480.6
OG0005406	ENSACAG00000016994.3	ENSGALG00000013900.6
OG0005407	ENSACAG00000006603.3	ENSGALG00000012395.6
OG0005408	ENSACAG00000003716.3	ENSGALG00000002285.6
OG0005409	ENSACAG00000017035.3	ENSGALG00000013941.6
OG0005410	ENSACAG00000017033.2	ENSGALG00000019967.6
OG0005411	ENSACAG00000017061.3	ENSGALG00000031796.2
OG0005412	ENSACAG00000016905.2	ENSGALG00000003875.6
OG0005413	ENSACAG00000000932.3	ENSGALG00000008103.6
OG0005414	ENSACAG00000012404.3	ENSGALG00000020742.5
OG0005415	ENSACAG00000015802.3	ENSGALG00000040834.2
OG0005416	ENSACAG00000003176.3	ENSGALG00000028205.3
OG0005417	ENSACAG00000017386.2	ENSGALG00000036214.3
OG0005419	ENSACAG00000003599.3	ENSGALG00000032092.2
OG0005420	ENSACAG00000010499.3	ENSGALG00000045522.2
OG0005421	ENSACAG00000003131.3	ENSGALG00000014656.7
OG0005422	ENSACAG00000013450.1	ENSGALG00000030261.2
OG0005423	ENSACAG00000006250.3	ENSGALG00000043694.2
OG0005424	ENSACAG00000005645.3	ENSGALG00000013505.7
OG0005425	ENSACAG00000010226.3	ENSGALG00000013971.5
OG0005426	ENSACAG00000014109.3	ENSGALG00000031843.2
OG0005427	ENSACAG00000002947.3	ENSGALG00000007835.5
OG0005428	ENSACAG00000003030.3	ENSGALG00000007845.6
OG0005429	ENSACAG00000016010.3	ENSGALG00000009639.6
OG0005430	ENSACAG00000013136.2	ENSGALG00000037011.2
OG0005432	ENSACAG00000003782.3	ENSGALG00000042134.2
OG0005434	ENSACAG00000015642.3	ENSGALG00000009668.7
OG0005435	ENSACAG00000015641.3	ENSGALG00000009667.6
OG0005436	ENSACAG00000028358.1, ENSACAG00000015588.3	ENSGALG00000009655.7
OG0005437	ENSACAG00000001601.2	ENSGALG00000010594.6
OG0005438	ENSACAG00000009400.2	ENSGALG00000006412.6
OG0005439	ENSACAG00000017102.3	ENSGALG00000000818.7
OG0005440	ENSACAG00000000187.3	ENSGALG00000003499.7
OG0005441	ENSACAG00000001969.3	ENSGALG00000001392.7
OG0005442	ENSACAG00000010513.3	ENSGALG00000008432.6
OG0005443	ENSACAG00000014120.3	ENSGALG00000011099.7
OG0005444	ENSACAG00000001981.3	ENSGALG00000007572.6
OG0005445	ENSACAG00000014197.2	ENSGALG00000042452.3
OG0005446	ENSACAG00000011253.1, ENSACAG00000001349.3	ENSGALG00000011445.6
OG0005447	ENSACAG00000009044.3	ENSGALG00000037675.3
OG0005448	ENSACAG00000003888.3	ENSGALG00000001329.6
OG0005449	ENSACAG00000016448.3	ENSGALG00000004662.5
OG0005451	ENSACAG00000012477.3	ENSGALG00000002419.7
OG0005452	ENSACAG00000011238.3	ENSGALG00000034562.2
OG0005453	ENSACAG00000002351.3	ENSGALG00000007609.5
OG0005455	ENSACAG00000017845.2	ENSGALG00000004268.6
OG0005456	ENSACAG00000017840.3	ENSGALG00000034964.2
OG0005457	ENSACAG00000012044.2	ENSGALG00000007752.7
OG0005458	ENSACAG00000001114.3	ENSGALG00000007714.7
OG0005459	ENSACAG00000017829.2	ENSGALG00000055006.1
OG0005460	ENSACAG00000004206.3, ENSACAG00000006059.2	ENSGALG00000048349.1
OG0005461	ENSACAG00000016197.3	ENSGALG00000007653.6
OG0005462	ENSACAG00000004763.3	ENSGALG00000028295.4
OG0005463	ENSACAG00000016089.3	ENSGALG00000007690.6
OG0005464	ENSACAG00000016027.3	ENSGALG00000007709.6
OG0005465	ENSACAG00000004882.2	ENSGALG00000008348.6
OG0005466	ENSACAG00000016020.2	ENSGALG00000007744.6
OG0005467	ENSACAG00000015965.2	ENSGALG00000007771.6
OG0005468	ENSACAG00000014490.3	ENSGALG00000003072.6
OG0005469	ENSACAG00000014776.2	ENSGALG00000021592.6
OG0005470	ENSACAG00000014784.3	ENSGALG00000002943.6
OG0005471	ENSACAG00000014876.3	ENSGALG00000049567.1
OG0005472	ENSACAG00000006736.3	ENSGALG00000031518.2
OG0005473	ENSACAG00000014899.3	ENSGALG00000004679.5
OG0005474	ENSACAG00000006698.3	ENSGALG00000039315.2
OG0005476	ENSACAG00000006541.3	ENSGALG00000042422.2
OG0005477	ENSACAG00000006388.3	ENSGALG00000043736.2
OG0005478	ENSACAG00000008313.3	ENSGALG00000004378.5
OG0005479	ENSACAG00000011788.3	ENSGALG00000003505.5
OG0005480	ENSACAG00000015612.2	ENSGALG00000032420.3
OG0005481	ENSACAG00000003696.3, ENSACAG00000025943.2	ENSGALG00000006714.7
OG0005482	ENSACAG00000006068.3	ENSGALG00000003841.6
OG0005483	ENSACAG00000006389.3	ENSGALG00000037361.3
OG0005484	ENSACAG00000014604.3	ENSGALG00000036309.2
OG0005485	ENSACAG00000006364.3	ENSGALG00000041334.2
OG0005486	ENSACAG00000009385.3	ENSGALG00000034399.2
OG0005487	ENSACAG00000014112.2	ENSGALG00000011735.4
OG0005488	ENSACAG00000015812.3	ENSGALG00000007493.7
OG0005489	ENSACAG00000013765.3	ENSGALG00000040028.2
OG0005490	ENSACAG00000015766.2	ENSGALG00000007476.7
OG0005491	ENSACAG00000015753.3	ENSGALG00000007470.6
OG0005492	ENSACAG00000000579.3	ENSGALG00000001028.5
OG0005493	ENSACAG00000000662.2	ENSGALG00000001031.6
OG0005494	ENSACAG00000011745.3	ENSGALG00000032955.3
OG0005495	ENSACAG00000000541.3	ENSGALG00000052538.1
OG0005496	ENSACAG00000006962.3	ENSGALG00000007474.5
OG0005497	ENSACAG00000008960.2	ENSGALG00000039084.2
OG0005498	ENSACAG00000011542.2	ENSGALG00000000905.7
OG0005499	ENSACAG00000009019.3	ENSGALG00000005668.6
OG0005500	ENSACAG00000013486.3	ENSGALG00000014386.7
OG0005501	ENSACAG00000006915.3	ENSGALG00000006807.6
OG0005502	ENSACAG00000008179.3	ENSGALG00000050395.1
OG0005503	ENSACAG00000010814.3	ENSGALG00000037626.2
OG0005504	ENSACAG00000017430.2	ENSGALG00000004612.7
OG0005505	ENSACAG00000002259.1	ENSGALG00000006712.5
OG0005506	ENSACAG00000007189.3	ENSGALG00000004814.6
OG0005507	ENSACAG00000000195.3	ENSGALG00000003118.6
OG0005508	ENSACAG00000010486.3	ENSGALG00000028928.3
OG0005509	ENSACAG00000017693.3	ENSGALG00000012827.7
OG0005510	ENSACAG00000006970.3	ENSGALG00000007438.8
OG0005511	ENSACAG00000017692.2	ENSGALG00000029659.2
OG0005512	ENSACAG00000007295.2	ENSGALG00000004756.6
OG0005513	ENSACAG00000000272.3	ENSGALG00000019018.5
OG0005514	ENSACAG00000010933.3	ENSGALG00000014992.7
OG0005515	ENSACAG00000014637.3	ENSGALG00000012037.6
OG0005516	ENSACAG00000010935.2	ENSGALG00000015000.7
OG0005517	ENSACAG00000022922.1	ENSGALG00000042184.2
OG0005518	ENSACAG00000010957.3	ENSGALG00000015009.7
OG0005519	ENSACAG00000011009.3	ENSGALG00000015010.4
OG0005520	ENSACAG00000011038.3	ENSGALG00000015012.7
OG0005521	ENSACAG00000016194.3	ENSGALG00000009525.7
OG0005522	ENSACAG00000014715.3	ENSGALG00000031966.3
OG0005523	ENSACAG00000007506.1	ENSGALG00000004648.6
OG0005524	ENSACAG00000007112.3	ENSGALG00000031134.3
OG0005525	ENSACAG00000007547.3	ENSGALG00000003208.5
OG0005526	ENSACAG00000007555.3	ENSGALG00000000908.6
OG0005527	ENSACAG00000011302.2, ENSACAG00000007514.2	ENSGALG00000001168.6
OG0005528	ENSACAG00000007296.2	ENSGALG00000007412.6
OG0005529	ENSACAG00000016530.3	ENSGALG00000009569.6
OG0005530	ENSACAG00000011700.3	ENSGALG00000054783.1
OG0005532	ENSACAG00000011962.3	ENSGALG00000008290.5
OG0005533	ENSACAG00000011922.2	ENSGALG00000008408.7
OG0005534	ENSACAG00000012006.3	ENSGALG00000008287.6
OG0005535	ENSACAG00000003910.2	ENSGALG00000015410.7
OG0005536	ENSACAG00000001005.2	ENSGALG00000054180.1
OG0005537	ENSACAG00000017671.3	ENSGALG00000001306.9
OG0005538	ENSACAG00000003768.2	ENSGALG00000015405.7
OG0005539	ENSACAG00000007761.3	ENSGALG00000046159.2
OG0005540	ENSACAG00000010415.3	ENSGALG00000037618.2
OG0005541	ENSACAG00000003070.3	ENSGALG00000032469.2
OG0005542	ENSACAG00000004345.3	ENSGALG00000004834.6
OG0005543	ENSACAG00000024876.1	ENSGALG00000008646.7
OG0005544	ENSACAG00000000992.2	ENSGALG00000004412.7
OG0005545	ENSACAG00000010372.3	ENSGALG00000033631.3
OG0005546	ENSACAG00000001545.3	ENSGALG00000004486.8
OG0005547	ENSACAG00000004293.3	ENSGALG00000011340.6
OG0005548	ENSACAG00000001722.3	ENSGALG00000004515.7, ENSGALG00000047346.1
OG0005549	ENSACAG00000010107.3	ENSGALG00000033769.2
OG0005550	ENSACAG00000027860.2	ENSGALG00000026958.3
OG0005551	ENSACAG00000016330.3	ENSGALG00000001143.7
OG0005552	ENSACAG00000009979.2	ENSGALG00000032734.3
OG0005553	ENSACAG00000011289.3	ENSGALG00000011369.5
OG0005554	ENSACAG00000025801.2, ENSACAG00000002714.2	ENSGALG00000039329.2
OG0005555	ENSACAG00000011052.2	ENSGALG00000011388.7
OG0005557	ENSACAG00000022759.1, ENSACAG00000012123.1	ENSGALG00000000997.4
OG0005558	ENSACAG00000012668.2	ENSGALG00000040890.2
OG0005560	ENSACAG00000009737.3	ENSGALG00000038946.3
OG0005561	ENSACAG00000004855.2	ENSGALG00000036949.2
OG0005562	ENSACAG00000005707.3	ENSGALG00000027492.3
OG0005563	ENSACAG00000009711.3	ENSGALG00000041202.2
OG0005564	ENSACAG00000006005.3	ENSGALG00000008988.6
OG0005565	ENSACAG00000005693.3	ENSGALG00000010494.6
OG0005566	ENSACAG00000005034.2	ENSGALG00000050173.1
OG0005567	ENSACAG00000009618.3	ENSGALG00000034348.2
OG0005568	ENSACAG00000005891.3	ENSGALG00000010481.5
OG0005569	ENSACAG00000012011.3	ENSGALG00000012886.7
OG0005570	ENSACAG00000003345.3	ENSGALG00000012453.6
OG0005571	ENSACAG00000003209.3	ENSGALG00000027482.3
OG0005572	ENSACAG00000003476.3	ENSGALG00000000650.6
OG0005573	ENSACAG00000006527.3	ENSGALG00000008901.7
OG0005574	ENSACAG00000014399.2	ENSGALG00000039238.3
