Orthogroup	A_carolinensis.pep	P_troglodytes.pep
OG0007803	ENSACAG00000010593.3	ENSPTRG00000002546.4
OG0007804	ENSACAG00000011202.3, ENSACAG00000025131.2	ENSPTRG00000010996.7
OG0007805	ENSACAG00000005589.3	ENSPTRG00000002511.4
OG0007806	ENSACAG00000008713.3	ENSPTRG00000000154.7
OG0007807	ENSACAG00000000760.3	ENSPTRG00000002726.4
OG0007808	ENSACAG00000001980.3	ENSPTRG00000024075.4
OG0007809	ENSACAG00000005103.2	ENSPTRG00000000335.4
OG0007810	ENSACAG00000008725.3	ENSPTRG00000011054.6
OG0007811	ENSACAG00000005607.3	ENSPTRG00000048830.1
OG0007812	ENSACAG00000013520.3	ENSPTRG00000006725.5
OG0007813	ENSACAG00000004755.3	ENSPTRG00000013454.3
OG0007814	ENSACAG00000015021.3	ENSPTRG00000022000.6
OG0007815	ENSACAG00000004774.3	ENSPTRG00000012823.4
OG0007816	ENSACAG00000006465.3	ENSPTRG00000007881.4
OG0007817	ENSACAG00000013425.3	ENSPTRG00000006719.5
OG0007818	ENSACAG00000010193.2	ENSPTRG00000002554.6
OG0007819	ENSACAG00000004859.3	ENSPTRG00000012821.6
OG0007820	ENSACAG00000008343.3	ENSPTRG00000016344.6
OG0007821	ENSACAG00000004885.3	ENSPTRG00000029076.5
OG0007822	ENSACAG00000008437.3	ENSPTRG00000016343.4
OG0007823	ENSACAG00000008508.3	ENSPTRG00000016341.6
OG0007824	ENSACAG00000013231.3	ENSPTRG00000006714.7
OG0007825	ENSACAG00000010134.3	ENSPTRG00000002557.5
OG0007826	ENSACAG00000008540.3	ENSPTRG00000016340.5
OG0007827	ENSACAG00000005194.3	ENSPTRG00000012818.3
OG0007828	ENSACAG00000015245.3	ENSPTRG00000002715.6
OG0007829	ENSACAG00000008587.2	ENSPTRG00000016338.3
OG0007830	ENSACAG00000008247.3	ENSPTRG00000007493.6
OG0007831	ENSACAG00000015269.3	ENSPTRG00000002508.7
OG0007832	ENSACAG00000008251.3	ENSPTRG00000007495.5
OG0007833	ENSACAG00000004060.2	ENSPTRG00000004007.6
OG0007834	ENSACAG00000012021.3	ENSPTRG00000007092.6
OG0007835	ENSACAG00000013064.3	ENSPTRG00000006712.6
OG0007836	ENSACAG00000009782.2	ENSPTRG00000024353.4
OG0007837	ENSACAG00000013001.3	ENSPTRG00000006709.6
OG0007838	ENSACAG00000001897.2	ENSPTRG00000017242.6
OG0007839	ENSACAG00000022401.2	ENSPTRG00000007644.6
OG0007840	ENSACAG00000013809.2	ENSPTRG00000003490.6
OG0007841	ENSACAG00000009809.3	ENSPTRG00000023792.5
OG0007842	ENSACAG00000013783.2	ENSPTRG00000003491.6
OG0007843	ENSACAG00000009786.3	ENSPTRG00000007507.6
OG0007844	ENSACAG00000010900.3	ENSPTRG00000000250.5
OG0007845	ENSACAG00000001623.3	ENSPTRG00000017246.7
OG0007846	ENSACAG00000013976.2	ENSPTRG00000013567.6
OG0007847	ENSACAG00000003809.3	ENSPTRG00000003886.3
OG0007848	ENSACAG00000004729.2	ENSPTRG00000044442.1
OG0007849	ENSACAG00000007888.3	ENSPTRG00000012028.6
OG0007850	ENSACAG00000002871.3	ENSPTRG00000015730.6
OG0007851	ENSACAG00000001591.3	ENSPTRG00000017247.3
OG0007852	ENSACAG00000008466.2	ENSPTRG00000008866.6
OG0007853	ENSACAG00000012845.3	ENSPTRG00000022939.5
OG0007854	ENSACAG00000000270.1	ENSPTRG00000047489.1, ENSPTRG00000019678.5
OG0007855	ENSACAG00000012598.2	ENSPTRG00000007299.5
OG0007856	ENSACAG00000017023.3	ENSPTRG00000008476.6
OG0007857	ENSACAG00000001255.2	ENSPTRG00000017258.5
OG0007858	ENSACAG00000028502.1	ENSPTRG00000017259.4
OG0007859	ENSACAG00000001174.3	ENSPTRG00000017260.5
OG0007860	ENSACAG00000000858.3	ENSPTRG00000017264.6
OG0007861	ENSACAG00000014124.2	ENSPTRG00000019683.6
OG0007862	ENSACAG00000025674.1	ENSPTRG00000008936.7
OG0007863	ENSACAG00000017169.3	ENSPTRG00000008482.4
OG0007864	ENSACAG00000013004.3	ENSPTRG00000003499.5
OG0007865	ENSACAG00000002828.3	ENSPTRG00000047600.1
OG0007866	ENSACAG00000005558.2	ENSPTRG00000041691.2
OG0007867	ENSACAG00000002821.2	ENSPTRG00000050969.1, ENSPTRG00000019505.4
OG0007868	ENSACAG00000009138.3	ENSPTRG00000014761.6
OG0007869	ENSACAG00000009033.3	ENSPTRG00000014760.7
OG0007870	ENSACAG00000017185.2, ENSACAG00000017183.2, ENSACAG00000027009.2, ENSACAG00000024009.2	ENSPTRG00000003197.7
OG0007872	ENSACAG00000009414.3	ENSPTRG00000002164.6
OG0007873	ENSACAG00000000720.3	ENSPTRG00000038697.2
OG0007874	ENSACAG00000011574.3	ENSPTRG00000015276.6
OG0007875	ENSACAG00000026596.1	ENSPTRG00000039212.2, ENSPTRG00000022977.4
OG0007876	ENSACAG00000001108.3	ENSPTRG00000012809.7
OG0007877	ENSACAG00000000737.2	ENSPTRG00000002845.7
OG0007878	ENSACAG00000009842.3	ENSPTRG00000016809.4
OG0007879	ENSACAG00000001296.3	ENSPTRG00000012808.6
OG0007880	ENSACAG00000011543.3	ENSPTRG00000015269.4
OG0007881	ENSACAG00000021140.3	ENSPTRG00000016808.6
OG0007882	ENSACAG00000010872.3	ENSPTRG00000002849.5
OG0007883	ENSACAG00000017153.3	ENSPTRG00000012613.5
OG0007884	ENSACAG00000011532.2	ENSPTRG00000015268.3
OG0007885	ENSACAG00000011748.3	ENSPTRG00000007555.4
OG0007886	ENSACAG00000011116.3	ENSPTRG00000020110.5
OG0007887	ENSACAG00000011507.3	ENSPTRG00000015267.6
OG0007888	ENSACAG00000001412.3	ENSPTRG00000012804.4
OG0007889	ENSACAG00000009822.3	ENSPTRG00000016807.5
OG0007890	ENSACAG00000009770.3	ENSPTRG00000016806.5
OG0007891	ENSACAG00000011166.2	ENSPTRG00000019991.5
OG0007892	ENSACAG00000016772.3	ENSPTRG00000009537.4
OG0007893	ENSACAG00000014649.3	ENSPTRG00000046461.1
OG0007894	ENSACAG00000026901.2	ENSPTRG00000016804.5
OG0007895	ENSACAG00000016707.3	ENSPTRG00000009535.6
OG0007896	ENSACAG00000014529.3	ENSPTRG00000022330.6
OG0007897	ENSACAG00000016696.2	ENSPTRG00000010680.6
OG0007898	ENSACAG00000001175.3	ENSPTRG00000018889.6
OG0007899	ENSACAG00000026046.1	ENSPTRG00000011143.6
OG0007900	ENSACAG00000017118.3	ENSPTRG00000012614.6
OG0007901	ENSACAG00000028680.1	ENSPTRG00000007438.6
OG0007902	ENSACAG00000011915.2	ENSPTRG00000007357.3
OG0007903	ENSACAG00000016615.3	ENSPTRG00000047836.1
OG0007904	ENSACAG00000024785.1	ENSPTRG00000047265.1, ENSPTRG00000000084.7
OG0007905	ENSACAG00000003347.2	ENSPTRG00000001430.6
OG0007906	ENSACAG00000028761.1	ENSPTRG00000041628.2
OG0007907	ENSACAG00000014132.3	ENSPTRG00000024081.6
OG0007908	ENSACAG00000005538.2	ENSPTRG00000008430.4
OG0007909	ENSACAG00000004012.2	ENSPTRG00000021369.7
OG0007910	ENSACAG00000016598.3	ENSPTRG00000047603.1
OG0007911	ENSACAG00000012120.3	ENSPTRG00000010142.5
OG0007912	ENSACAG00000004030.3	ENSPTRG00000011131.6
OG0007913	ENSACAG00000001012.3	ENSPTRG00000002311.6
OG0007914	ENSACAG00000026782.2	ENSPTRG00000010307.6
OG0007915	ENSACAG00000016580.3	ENSPTRG00000052408.1, ENSPTRG00000021882.6
OG0007916	ENSACAG00000003363.2	ENSPTRG00000000017.7
OG0007917	ENSACAG00000014484.2, ENSACAG00000022173.1, ENSACAG00000022883.1, ENSACAG00000023313.1	ENSPTRG00000001626.5
OG0007918	ENSACAG00000011453.3	ENSPTRG00000007365.7
OG0007919	ENSACAG00000001207.3	ENSPTRG00000002314.7
OG0007920	ENSACAG00000017048.1	ENSPTRG00000042009.2
OG0007921	ENSACAG00000005409.3	ENSPTRG00000008435.5
OG0007922	ENSACAG00000008483.3	ENSPTRG00000010326.6
OG0007923	ENSACAG00000017042.2	ENSPTRG00000012619.6
OG0007924	ENSACAG00000011439.3	ENSPTRG00000007366.4
OG0007925	ENSACAG00000002920.2	ENSPTRG00000001436.6
OG0007926	ENSACAG00000012798.3	ENSPTRG00000016318.5
OG0007928	ENSACAG00000011832.2	ENSPTRG00000000842.5
OG0007929	ENSACAG00000023287.2	ENSPTRG00000011021.6
OG0007930	ENSACAG00000008683.3	ENSPTRG00000010322.6
OG0007931	ENSACAG00000002820.3	ENSPTRG00000001438.7
OG0007932	ENSACAG00000011650.3	ENSPTRG00000000845.5
OG0007933	ENSACAG00000012547.3	ENSPTRG00000016313.3
OG0007934	ENSACAG00000002697.3	ENSPTRG00000001418.7
OG0007935	ENSACAG00000011239.3	ENSPTRG00000017843.6
OG0007936	ENSACAG00000012468.3	ENSPTRG00000016311.5
OG0007937	ENSACAG00000011404.3	ENSPTRG00000000846.4
OG0007938	ENSACAG00000012122.2	ENSPTRG00000015925.4
OG0007939	ENSACAG00000011696.3, ENSACAG00000023970.2	ENSPTRG00000004660.6
OG0007940	ENSACAG00000016947.3	ENSPTRG00000048906.1
OG0007941	ENSACAG00000008586.3	ENSPTRG00000016784.5
OG0007942	ENSACAG00000012420.2	ENSPTRG00000016310.5
OG0007943	ENSACAG00000011058.3	ENSPTRG00000000848.7
OG0007944	ENSACAG00000007608.2	ENSPTRG00000050509.1
OG0007945	ENSACAG00000017335.3	ENSPTRG00000011295.3
OG0007946	ENSACAG00000029134.1	ENSPTRG00000039157.2
OG0007947	ENSACAG00000016843.2	ENSPTRG00000029149.2
OG0007948	ENSACAG00000013810.3	ENSPTRG00000000850.5
OG0007949	ENSACAG00000012194.2	ENSPTRG00000023619.5
OG0007950	ENSACAG00000010992.3	ENSPTRG00000008004.6
OG0007951	ENSACAG00000013605.3	ENSPTRG00000000853.4
OG0007952	ENSACAG00000006515.2	ENSPTRG00000020271.6
OG0007953	ENSACAG00000001338.3	ENSPTRG00000022040.6
OG0007954	ENSACAG00000013510.3	ENSPTRG00000000854.3
OG0007955	ENSACAG00000014365.3	ENSPTRG00000045565.1
OG0007956	ENSACAG00000010817.3	ENSPTRG00000008542.7
OG0007957	ENSACAG00000026869.1	ENSPTRG00000048448.1
OG0007958	ENSACAG00000017205.2, ENSACAG00000017215.2	ENSPTRG00000011259.5
OG0007959	ENSACAG00000010128.3	ENSPTRG00000016209.6
OG0007960	ENSACAG00000010595.2	ENSPTRG00000007995.5
OG0007961	ENSACAG00000009735.3	ENSPTRG00000013383.6
OG0007962	ENSACAG00000009150.2	ENSPTRG00000010966.4
OG0007963	ENSACAG00000017144.3	ENSPTRG00000011490.5
OG0007964	ENSACAG00000017116.3	ENSPTRG00000011492.5
OG0007965	ENSACAG00000017059.3	ENSPTRG00000011494.6
OG0007966	ENSACAG00000010144.3	ENSPTRG00000013563.5
OG0007967	ENSACAG00000011386.3	ENSPTRG00000030804.3
OG0007968	ENSACAG00000007838.2	ENSPTRG00000003298.4
OG0007969	ENSACAG00000012513.3	ENSPTRG00000052708.1
OG0007970	ENSACAG00000000786.3	ENSPTRG00000051141.1
OG0007971	ENSACAG00000006404.3	ENSPTRG00000015278.4
OG0007972	ENSACAG00000028481.1	ENSPTRG00000003448.4
OG0007973	ENSACAG00000013721.3	ENSPTRG00000007218.6
OG0007974	ENSACAG00000004571.3	ENSPTRG00000003449.3
OG0007975	ENSACAG00000004666.3	ENSPTRG00000003450.6
OG0007976	ENSACAG00000004670.3	ENSPTRG00000003451.6
OG0007977	ENSACAG00000004751.3	ENSPTRG00000003453.4
OG0007978	ENSACAG00000009784.3	ENSPTRG00000007446.4
OG0007979	ENSACAG00000004524.2	ENSPTRG00000007173.4
OG0007980	ENSACAG00000009870.2	ENSPTRG00000007445.5
OG0007981	ENSACAG00000004550.2	ENSPTRG00000042018.2
OG0007982	ENSACAG00000006994.3	ENSPTRG00000004601.6
OG0007983	ENSACAG00000006745.3	ENSPTRG00000030159.4
OG0007984	ENSACAG00000004741.3	ENSPTRG00000007469.6
OG0007985	ENSACAG00000011350.3	ENSPTRG00000015271.4
OG0007986	ENSACAG00000000084.3	ENSPTRG00000007471.5
OG0007987	ENSACAG00000011313.3	ENSPTRG00000015272.3
OG0007988	ENSACAG00000000087.2	ENSPTRG00000007475.4
OG0007989	ENSACAG00000000089.3	ENSPTRG00000007480.6
OG0007990	ENSACAG00000007772.3	ENSPTRG00000015289.6
OG0007992	ENSACAG00000011196.2	ENSPTRG00000001360.3
OG0007993	ENSACAG00000023203.2	ENSPTRG00000010692.6
OG0007994	ENSACAG00000015714.2	ENSPTRG00000015792.5
OG0007995	ENSACAG00000008120.3	ENSPTRG00000001174.6
OG0007996	ENSACAG00000008122.3	ENSPTRG00000001173.6
OG0007997	ENSACAG00000014867.3	ENSPTRG00000011745.6
OG0007998	ENSACAG00000008182.3	ENSPTRG00000001170.5
OG0007999	ENSACAG00000005388.3	ENSPTRG00000020191.6
OG0008000	ENSACAG00000004951.3	ENSPTRG00000006496.4
OG0008001	ENSACAG00000012182.3	ENSPTRG00000021095.6
OG0008002	ENSACAG00000013107.3	ENSPTRG00000012348.7
OG0008003	ENSACAG00000012991.3	ENSPTRG00000012346.7
OG0008004	ENSACAG00000000837.3	ENSPTRG00000008166.6
OG0008005	ENSACAG00000012979.3	ENSPTRG00000012345.3
OG0008006	ENSACAG00000008390.3	ENSPTRG00000021220.7
OG0008007	ENSACAG00000000989.3	ENSPTRG00000040987.2, ENSPTRG00000052353.1
OG0008008	ENSACAG00000000623.3	ENSPTRG00000014548.6
OG0008009	ENSACAG00000001070.3	ENSPTRG00000004310.5
OG0008010	ENSACAG00000008495.3	ENSPTRG00000021222.6
OG0008011	ENSACAG00000008792.1, ENSACAG00000028242.1	ENSPTRG00000042630.1
OG0008012	ENSACAG00000004545.1	ENSPTRG00000021225.3
OG0008013	ENSACAG00000003537.2	ENSPTRG00000021228.5
OG0008014	ENSACAG00000014333.3	ENSPTRG00000010720.6
OG0008015	ENSACAG00000009813.3	ENSPTRG00000007853.6
OG0008016	ENSACAG00000017419.3	ENSPTRG00000012696.6
OG0008017	ENSACAG00000017415.3	ENSPTRG00000012695.6
OG0008018	ENSACAG00000000445.3	ENSPTRG00000000225.4
OG0008019	ENSACAG00000017256.3	ENSPTRG00000012690.3
OG0008020	ENSACAG00000000496.2	ENSPTRG00000007606.4
OG0008021	ENSACAG00000014982.3	ENSPTRG00000021521.6
OG0008023	ENSACAG00000017232.3	ENSPTRG00000012688.6
OG0008024	ENSACAG00000001024.3	ENSPTRG00000022058.5
OG0008025	ENSACAG00000017123.3	ENSPTRG00000000089.3
OG0008026	ENSACAG00000000902.2	ENSPTRG00000022056.6
OG0008027	ENSACAG00000005871.3	ENSPTRG00000007300.6
OG0008028	ENSACAG00000010233.3	ENSPTRG00000004721.4
OG0008029	ENSACAG00000017164.2	ENSPTRG00000007294.5
OG0008030	ENSACAG00000017124.2	ENSPTRG00000007290.4
OG0008031	ENSACAG00000010445.3	ENSPTRG00000004719.6
OG0008032	ENSACAG00000017095.3	ENSPTRG00000039754.2
OG0008033	ENSACAG00000017077.2	ENSPTRG00000007287.7
OG0008034	ENSACAG00000000517.2	ENSPTRG00000039562.2
OG0008035	ENSACAG00000008557.3	ENSPTRG00000007240.6
OG0008036	ENSACAG00000009267.3	ENSPTRG00000001806.4
OG0008037	ENSACAG00000012407.3	ENSPTRG00000051443.1
OG0008038	ENSACAG00000012466.1	ENSPTRG00000044559.1
OG0008039	ENSACAG00000008595.3	ENSPTRG00000007236.4
OG0008040	ENSACAG00000009332.3	ENSPTRG00000001807.7
OG0008041	ENSACAG00000008613.3	ENSPTRG00000007234.5
OG0008042	ENSACAG00000009459.3	ENSPTRG00000001808.7
OG0008043	ENSACAG00000007126.3	ENSPTRG00000004109.6
OG0008044	ENSACAG00000009487.3	ENSPTRG00000001809.6
OG0008045	ENSACAG00000005978.3	ENSPTRG00000003084.6
OG0008046	ENSACAG00000001888.1	ENSPTRG00000004106.6
OG0008047	ENSACAG00000006023.3, ENSACAG00000024721.1	ENSPTRG00000003087.4
OG0008048	ENSACAG00000001901.2	ENSPTRG00000004105.6
OG0008049	ENSACAG00000006066.3	ENSPTRG00000002793.4
OG0008050	ENSACAG00000017130.2	ENSPTRG00000004355.5
OG0008051	ENSACAG00000006175.2	ENSPTRG00000043182.1
OG0008052	ENSACAG00000008223.3	ENSPTRG00000001932.7
OG0008053	ENSACAG00000006184.3	ENSPTRG00000002788.4
OG0008054	ENSACAG00000006198.3	ENSPTRG00000002751.6
OG0008055	ENSACAG00000002736.2	ENSPTRG00000004045.6
OG0008056	ENSACAG00000004258.2	ENSPTRG00000007063.4
OG0008057	ENSACAG00000010846.2	ENSPTRG00000000439.7
OG0008058	ENSACAG00000014477.3	ENSPTRG00000007282.4
OG0008059	ENSACAG00000004186.3	ENSPTRG00000007064.5
OG0008060	ENSACAG00000004611.2	ENSPTRG00000014914.6
OG0008061	ENSACAG00000008966.3	ENSPTRG00000004297.4
OG0008062	ENSACAG00000022602.1, ENSACAG00000001370.3	ENSPTRG00000009556.5
OG0008063	ENSACAG00000022454.2	ENSPTRG00000045746.1
OG0008064	ENSACAG00000008287.3	ENSPTRG00000004291.6
OG0008065	ENSACAG00000006399.3, ENSACAG00000024718.2	ENSPTRG00000013640.5
OG0008066	ENSACAG00000007686.3	ENSPTRG00000012554.6
OG0008069	ENSACAG00000013308.3	ENSPTRG00000009577.6
OG0008070	ENSACAG00000008954.3	ENSPTRG00000012700.6
OG0008071	ENSACAG00000003193.3	ENSPTRG00000049898.1, ENSPTRG00000006122.4
OG0008072	ENSACAG00000016377.3	ENSPTRG00000010874.6
OG0008073	ENSACAG00000009848.3	ENSPTRG00000008447.5
OG0008074	ENSACAG00000015727.3	ENSPTRG00000007034.5
OG0008075	ENSACAG00000016627.2	ENSPTRG00000020076.5
OG0008076	ENSACAG00000002827.3	ENSPTRG00000015795.6
OG0008077	ENSACAG00000002851.3	ENSPTRG00000006127.4
OG0008078	ENSACAG00000000943.3	ENSPTRG00000015081.4
OG0008079	ENSACAG00000014736.3, ENSACAG00000017057.3	ENSPTRG00000013370.5
OG0008080	ENSACAG00000011374.3	ENSPTRG00000014696.6
OG0008081	ENSACAG00000010718.2	ENSPTRG00000010711.3
OG0008082	ENSACAG00000002681.2	ENSPTRG00000015800.5
OG0008083	ENSACAG00000016528.3	ENSPTRG00000010873.5
OG0008084	ENSACAG00000001187.3	ENSPTRG00000015074.3
OG0008085	ENSACAG00000015916.3	ENSPTRG00000007052.6
OG0008086	ENSACAG00000008747.3	ENSPTRG00000013372.6
OG0008087	ENSACAG00000012595.3	ENSPTRG00000014642.6
OG0008088	ENSACAG00000011132.3	ENSPTRG00000021561.6
OG0008089	ENSACAG00000002311.3	ENSPTRG00000013021.6
OG0008090	ENSACAG00000006921.2	ENSPTRG00000021395.6
OG0008091	ENSACAG00000008660.3	ENSPTRG00000013375.5
OG0008092	ENSACAG00000006021.3	ENSPTRG00000007050.6
OG0008093	ENSACAG00000005944.2	ENSPTRG00000007048.6
OG0008094	ENSACAG00000000669.3	ENSPTRG00000021130.5
OG0008095	ENSACAG00000000680.3	ENSPTRG00000021129.5
OG0008096	ENSACAG00000000718.3	ENSPTRG00000021128.6
OG0008097	ENSACAG00000008535.2	ENSPTRG00000044114.1
OG0008098	ENSACAG00000011940.3	ENSPTRG00000002188.3
OG0008099	ENSACAG00000001150.2	ENSPTRG00000044172.1
OG0008100	ENSACAG00000001297.3	ENSPTRG00000021122.4
OG0008101	ENSACAG00000001307.3	ENSPTRG00000021120.6
OG0008102	ENSACAG00000002408.3	ENSPTRG00000002140.6
OG0008103	ENSACAG00000016760.3	ENSPTRG00000015441.5
OG0008104	ENSACAG00000009230.3	ENSPTRG00000006218.5
OG0008105	ENSACAG00000016774.3	ENSPTRG00000015436.5
OG0008106	ENSACAG00000007700.3	ENSPTRG00000012292.2
OG0008107	ENSACAG00000007718.2	ENSPTRG00000012290.5
OG0008108	ENSACAG00000013918.3	ENSPTRG00000007874.6
OG0008109	ENSACAG00000016926.2	ENSPTRG00000000585.3
OG0008110	ENSACAG00000001325.2	ENSPTRG00000028468.3
OG0008111	ENSACAG00000005342.1	ENSPTRG00000010640.6
OG0008112	ENSACAG00000011540.3	ENSPTRG00000049998.1
OG0008113	ENSACAG00000000191.1	ENSPTRG00000006991.6
OG0008114	ENSACAG00000016954.3	ENSPTRG00000000321.6
OG0008115	ENSACAG00000000192.3	ENSPTRG00000007515.4
OG0008116	ENSACAG00000024255.1	ENSPTRG00000006880.4
OG0008117	ENSACAG00000013047.3	ENSPTRG00000000533.7
OG0008118	ENSACAG00000015024.3	ENSPTRG00000022572.4
OG0008119	ENSACAG00000002447.3	ENSPTRG00000052488.1
OG0008120	ENSACAG00000016989.3	ENSPTRG00000000322.6
OG0008121	ENSACAG00000004126.3	ENSPTRG00000011169.5
OG0008122	ENSACAG00000003486.3	ENSPTRG00000003787.5
OG0008123	ENSACAG00000024706.2	ENSPTRG00000047128.1
OG0008124	ENSACAG00000008024.3	ENSPTRG00000012232.4
OG0008125	ENSACAG00000011113.2	ENSPTRG00000007371.6
OG0008126	ENSACAG00000008090.2	ENSPTRG00000020051.5
OG0008127	ENSACAG00000011263.2, ENSACAG00000011614.2	ENSPTRG00000020903.4
OG0008128	ENSACAG00000014787.3	ENSPTRG00000000522.6
OG0008129	ENSACAG00000003562.2	ENSPTRG00000003766.6
OG0008130	ENSACAG00000011283.3	ENSPTRG00000021391.4
OG0008131	ENSACAG00000012169.3	ENSPTRG00000012680.4
OG0008132	ENSACAG00000013589.3	ENSPTRG00000016624.5
OG0008133	ENSACAG00000001931.3	ENSPTRG00000006156.5
OG0008134	ENSACAG00000014438.3	ENSPTRG00000000594.4
OG0008135	ENSACAG00000008061.2	ENSPTRG00000022100.4
OG0008136	ENSACAG00000012216.3	ENSPTRG00000012677.7
OG0008137	ENSACAG00000001817.2	ENSPTRG00000008308.6
OG0008138	ENSACAG00000008153.2	ENSPTRG00000008640.5
OG0008139	ENSACAG00000012412.3	ENSPTRG00000000461.5
OG0008140	ENSACAG00000011225.3, ENSACAG00000025569.2	ENSPTRG00000045199.1
OG0008141	ENSACAG00000008811.1	ENSPTRG00000001409.4
OG0008143	ENSACAG00000003837.3	ENSPTRG00000011889.4
OG0008144	ENSACAG00000001438.3	ENSPTRG00000008313.6
OG0008145	ENSACAG00000000438.3	ENSPTRG00000004434.6
OG0008146	ENSACAG00000000481.3	ENSPTRG00000004435.6
OG0008147	ENSACAG00000003781.2	ENSPTRG00000011886.6
OG0008148	ENSACAG00000004106.3	ENSPTRG00000006209.5
OG0008149	ENSACAG00000000635.3	ENSPTRG00000004440.7
OG0008150	ENSACAG00000015301.2	ENSPTRG00000047553.1
OG0008151	ENSACAG00000001632.2	ENSPTRG00000012075.6
OG0008152	ENSACAG00000015377.3	ENSPTRG00000051483.1
OG0008153	ENSACAG00000000810.2	ENSPTRG00000012131.6
OG0008154	ENSACAG00000008099.3	ENSPTRG00000006093.2
OG0008155	ENSACAG00000011076.3	ENSPTRG00000042870.1
OG0008156	ENSACAG00000025493.1	ENSPTRG00000001357.4, ENSPTRG00000050809.1
OG0008157	ENSACAG00000025749.2	ENSPTRG00000021547.6
OG0008158	ENSACAG00000002314.3	ENSPTRG00000015691.6
OG0008159	ENSACAG00000011169.3	ENSPTRG00000002865.6
OG0008160	ENSACAG00000022501.1	ENSPTRG00000002868.5
OG0008161	ENSACAG00000001140.3	ENSPTRG00000010310.6
OG0008162	ENSACAG00000004862.3	ENSPTRG00000018658.6
OG0008163	ENSACAG00000001290.2	ENSPTRG00000010309.6
OG0008164	ENSACAG00000012020.3	ENSPTRG00000007889.3
OG0008165	ENSACAG00000004921.2	ENSPTRG00000049084.1
OG0008166	ENSACAG00000009139.3	ENSPTRG00000052796.1
OG0008167	ENSACAG00000009197.2	ENSPTRG00000022934.4
OG0008168	ENSACAG00000006999.3	ENSPTRG00000018690.6
OG0008169	ENSACAG00000002967.2	ENSPTRG00000004250.6
OG0008170	ENSACAG00000012683.2	ENSPTRG00000007706.4
OG0008171	ENSACAG00000006936.2	ENSPTRG00000018692.2
OG0008172	ENSACAG00000011850.3	ENSPTRG00000002870.6
OG0008173	ENSACAG00000029128.1	ENSPTRG00000029383.4
OG0008174	ENSACAG00000016800.3	ENSPTRG00000018653.7
OG0008175	ENSACAG00000007865.3	ENSPTRG00000006108.6
OG0008176	ENSACAG00000011888.3	ENSPTRG00000048959.1, ENSPTRG00000045141.1
OG0008177	ENSACAG00000016804.3	ENSPTRG00000018652.7
OG0008178	ENSACAG00000012701.2	ENSPTRG00000007708.4
OG0008179	ENSACAG00000009224.3	ENSPTRG00000022259.4
OG0008180	ENSACAG00000011928.3	ENSPTRG00000002874.5
OG0008181	ENSACAG00000008785.3	ENSPTRG00000002737.6
OG0008183	ENSACAG00000008854.2	ENSPTRG00000047056.1
OG0008184	ENSACAG00000003360.3	ENSPTRG00000009853.5
OG0008185	ENSACAG00000016914.3	ENSPTRG00000018639.3
OG0008186	ENSACAG00000016918.3	ENSPTRG00000018638.4
OG0008187	ENSACAG00000026366.1	ENSPTRG00000039335.2
OG0008188	ENSACAG00000016923.3	ENSPTRG00000024326.6
OG0008189	ENSACAG00000006719.3	ENSPTRG00000018700.5
OG0008190	ENSACAG00000012211.3	ENSPTRG00000002879.6
OG0008191	ENSACAG00000012311.2	ENSPTRG00000002881.6
OG0008192	ENSACAG00000017018.3	ENSPTRG00000048207.1, ENSPTRG00000012650.6
OG0008193	ENSACAG00000009806.3	ENSPTRG00000018632.6
OG0008194	ENSACAG00000015029.3	ENSPTRG00000021515.6
OG0008195	ENSACAG00000017432.3	ENSPTRG00000009425.3
OG0008196	ENSACAG00000006324.2	ENSPTRG00000018711.6
OG0008198	ENSACAG00000006317.2	ENSPTRG00000018712.7
OG0008199	ENSACAG00000015481.2	ENSPTRG00000008172.4
OG0008200	ENSACAG00000015291.2	ENSPTRG00000000064.7
OG0008201	ENSACAG00000003520.3	ENSPTRG00000009859.7
OG0008202	ENSACAG00000006306.2	ENSPTRG00000018714.6
OG0008203	ENSACAG00000011657.2	ENSPTRG00000009005.5
OG0008204	ENSACAG00000009861.3	ENSPTRG00000018631.7
OG0008205	ENSACAG00000017747.2	ENSPTRG00000010276.4
OG0008206	ENSACAG00000021055.2	ENSPTRG00000002801.4
OG0008207	ENSACAG00000015738.2	ENSPTRG00000040882.2
OG0008208	ENSACAG00000002501.3	ENSPTRG00000011962.6
OG0008209	ENSACAG00000012434.3	ENSPTRG00000003815.6
OG0008210	ENSACAG00000009039.3	ENSPTRG00000021462.7
OG0008211	ENSACAG00000010120.3	ENSPTRG00000018630.7
OG0008212	ENSACAG00000015688.3	ENSPTRG00000003460.5
OG0008213	ENSACAG00000014220.2	ENSPTRG00000018596.4
OG0008214	ENSACAG00000012444.3	ENSPTRG00000033956.3
OG0008215	ENSACAG00000002606.3	ENSPTRG00000011959.5
OG0008216	ENSACAG00000014140.3	ENSPTRG00000023858.5
OG0008217	ENSACAG00000008574.3	ENSPTRG00000012097.5
OG0008218	ENSACAG00000004876.3	ENSPTRG00000001467.7
OG0008219	ENSACAG00000001271.3	ENSPTRG00000019691.6
OG0008220	ENSACAG00000005652.2	ENSPTRG00000008717.4
OG0008221	ENSACAG00000008620.2	ENSPTRG00000012098.6
OG0008222	ENSACAG00000002834.3	ENSPTRG00000011954.6
OG0008223	ENSACAG00000010313.3	ENSPTRG00000018625.7
