Orthogroup	A_carolinensis.pep	X_tropicalis.pep
OG0008060	ENSACAG00000004611.2	ENSXETG00000019138.1
OG0008061	ENSACAG00000008966.3	ENSXETG00000004283.1
OG0008063	ENSACAG00000022454.2	ENSXETG00000008630.1
OG0008064	ENSACAG00000008287.3	ENSXETG00000003501.1
OG0008065	ENSACAG00000006399.3, ENSACAG00000024718.2	ENSXETG00000001650.1
OG0008066	ENSACAG00000007686.3	ENSXETG00000015449.1
OG0008068	ENSACAG00000029661.1, ENSACAG00000029557.1	ENSXETG00000009543.1, ENSXETG00000009417.1
OG0008069	ENSACAG00000013308.3	ENSXETG00000003525.1
OG0008070	ENSACAG00000008954.3	ENSXETG00000020908.1
OG0008071	ENSACAG00000003193.3	ENSXETG00000011984.1
OG0008072	ENSACAG00000016377.3	ENSXETG00000009212.1
OG0008073	ENSACAG00000009848.3	ENSXETG00000019818.1
OG0008074	ENSACAG00000015727.3	ENSXETG00000018555.1
OG0008075	ENSACAG00000016627.2	ENSXETG00000020943.1
OG0008076	ENSACAG00000002827.3	ENSXETG00000019446.1
OG0008077	ENSACAG00000002851.3	ENSXETG00000015429.1
OG0008078	ENSACAG00000000943.3	ENSXETG00000003720.1
OG0008079	ENSACAG00000014736.3, ENSACAG00000017057.3	ENSXETG00000011130.1
OG0008080	ENSACAG00000011374.3	ENSXETG00000017864.1
OG0008081	ENSACAG00000010718.2	ENSXETG00000011619.1
OG0008082	ENSACAG00000002681.2	ENSXETG00000006920.1
OG0008083	ENSACAG00000016528.3	ENSXETG00000009571.1
OG0008084	ENSACAG00000001187.3	ENSXETG00000003922.1
OG0008085	ENSACAG00000015916.3	ENSXETG00000017173.1
OG0008086	ENSACAG00000008747.3	ENSXETG00000002755.1
OG0008087	ENSACAG00000012595.3	ENSXETG00000001120.1
OG0008088	ENSACAG00000011132.3	ENSXETG00000017330.1
OG0008089	ENSACAG00000002311.3	ENSXETG00000011842.1
OG0008090	ENSACAG00000006921.2	ENSXETG00000012238.1
OG0008091	ENSACAG00000008660.3	ENSXETG00000002867.1
OG0008092	ENSACAG00000006021.3	ENSXETG00000017778.1
OG0008093	ENSACAG00000005944.2	ENSXETG00000019756.1
OG0008094	ENSACAG00000000669.3	ENSXETG00000011525.1
OG0008095	ENSACAG00000000680.3	ENSXETG00000005264.1
OG0008096	ENSACAG00000000718.3	ENSXETG00000006241.1
OG0008097	ENSACAG00000008535.2	ENSXETG00000002974.1
OG0008098	ENSACAG00000011940.3	ENSXETG00000004954.1
OG0008099	ENSACAG00000001150.2	ENSXETG00000001253.1
OG0008100	ENSACAG00000001297.3	ENSXETG00000015271.1
OG0008101	ENSACAG00000001307.3	ENSXETG00000015445.1
OG0008102	ENSACAG00000002408.3	ENSXETG00000009526.1
OG0008103	ENSACAG00000016760.3	ENSXETG00000001901.1
OG0008104	ENSACAG00000009230.3	ENSXETG00000006755.1
OG0008105	ENSACAG00000016774.3	ENSXETG00000014251.1
OG0008106	ENSACAG00000007700.3	ENSXETG00000003318.1
OG0008107	ENSACAG00000007718.2	ENSXETG00000003266.1
OG0008108	ENSACAG00000013918.3	ENSXETG00000003060.1
OG0008109	ENSACAG00000016926.2	ENSXETG00000008404.1
OG0008110	ENSACAG00000001325.2	ENSXETG00000005054.1
OG0008111	ENSACAG00000005342.1	ENSXETG00000009043.1
OG0008112	ENSACAG00000011540.3	ENSXETG00000020685.1
OG0008113	ENSACAG00000000191.1	ENSXETG00000018003.1
OG0008114	ENSACAG00000016954.3	ENSXETG00000008191.1
OG0008115	ENSACAG00000000192.3	ENSXETG00000016944.1
OG0008116	ENSACAG00000024255.1	ENSXETG00000008586.1
OG0008117	ENSACAG00000013047.3	ENSXETG00000009677.1
OG0008118	ENSACAG00000015024.3	ENSXETG00000003184.1
OG0008119	ENSACAG00000002447.3	ENSXETG00000003408.1
OG0008120	ENSACAG00000016989.3	ENSXETG00000008378.1
OG0008121	ENSACAG00000004126.3	ENSXETG00000018613.1
OG0008122	ENSACAG00000003486.3	ENSXETG00000017872.1
OG0008123	ENSACAG00000024706.2	ENSXETG00000003180.1
OG0008124	ENSACAG00000008024.3	ENSXETG00000014079.1
OG0008125	ENSACAG00000011113.2	ENSXETG00000013447.1
OG0008126	ENSACAG00000008090.2	ENSXETG00000008165.1
OG0008127	ENSACAG00000011263.2, ENSACAG00000011614.2	ENSXETG00000002838.1
OG0008128	ENSACAG00000014787.3	ENSXETG00000019272.1
OG0008129	ENSACAG00000003562.2	ENSXETG00000006809.1
OG0008130	ENSACAG00000011283.3	ENSXETG00000000577.1
OG0008131	ENSACAG00000012169.3	ENSXETG00000017042.1
OG0008132	ENSACAG00000013589.3	ENSXETG00000000677.1
OG0008133	ENSACAG00000001931.3	ENSXETG00000008860.1
OG0008134	ENSACAG00000014438.3	ENSXETG00000016110.1
OG0008135	ENSACAG00000008061.2	ENSXETG00000015189.1
OG0008136	ENSACAG00000012216.3	ENSXETG00000020640.1
OG0008137	ENSACAG00000001817.2	ENSXETG00000004075.1
OG0008138	ENSACAG00000008153.2	ENSXETG00000013137.1
OG0008139	ENSACAG00000012412.3	ENSXETG00000017690.1
OG0008140	ENSACAG00000011225.3, ENSACAG00000025569.2	ENSXETG00000019769.1
OG0008143	ENSACAG00000003837.3	ENSXETG00000019409.1
OG0008144	ENSACAG00000001438.3	ENSXETG00000004618.1
OG0008145	ENSACAG00000000438.3	ENSXETG00000002533.1
OG0008146	ENSACAG00000000481.3	ENSXETG00000002539.1
OG0008147	ENSACAG00000003781.2	ENSXETG00000010452.1
OG0008148	ENSACAG00000004106.3	ENSXETG00000012905.1
OG0008149	ENSACAG00000000635.3	ENSXETG00000010192.1
OG0008150	ENSACAG00000015301.2	ENSXETG00000011720.1
OG0008151	ENSACAG00000001632.2	ENSXETG00000000830.1
OG0008152	ENSACAG00000015377.3	ENSXETG00000012391.1
OG0008153	ENSACAG00000000810.2	ENSXETG00000019763.1
OG0008154	ENSACAG00000008099.3	ENSXETG00000004538.1
OG0008155	ENSACAG00000011076.3	ENSXETG00000005395.1
OG0008157	ENSACAG00000025749.2	ENSXETG00000021208.1
OG0008158	ENSACAG00000002314.3	ENSXETG00000019569.1
OG0008159	ENSACAG00000011169.3	ENSXETG00000005524.1
OG0008160	ENSACAG00000022501.1	ENSXETG00000005554.1
OG0008161	ENSACAG00000001140.3	ENSXETG00000020169.1
OG0008162	ENSACAG00000004862.3	ENSXETG00000015861.1
OG0008163	ENSACAG00000001290.2	ENSXETG00000017843.1
OG0008164	ENSACAG00000012020.3	ENSXETG00000007582.1
OG0008165	ENSACAG00000004921.2	ENSXETG00000015781.1
OG0008166	ENSACAG00000009139.3	ENSXETG00000020155.1
OG0008167	ENSACAG00000009197.2	ENSXETG00000017489.1
OG0008168	ENSACAG00000006999.3	ENSXETG00000017867.1
OG0008169	ENSACAG00000002967.2	ENSXETG00000002050.1
OG0008170	ENSACAG00000012683.2	ENSXETG00000009888.1
OG0008171	ENSACAG00000006936.2	ENSXETG00000018161.1
OG0008172	ENSACAG00000011850.3	ENSXETG00000012272.1
OG0008174	ENSACAG00000016800.3	ENSXETG00000014767.1
OG0008175	ENSACAG00000007865.3	ENSXETG00000017395.1
OG0008176	ENSACAG00000011888.3	ENSXETG00000012327.1
OG0008177	ENSACAG00000016804.3	ENSXETG00000014701.1
OG0008178	ENSACAG00000012701.2	ENSXETG00000009625.1
OG0008179	ENSACAG00000009224.3	ENSXETG00000019262.1
OG0008180	ENSACAG00000011928.3	ENSXETG00000012409.1
OG0008181	ENSACAG00000008785.3	ENSXETG00000020810.1
OG0008183	ENSACAG00000008854.2	ENSXETG00000012193.1
OG0008184	ENSACAG00000003360.3	ENSXETG00000011755.1
OG0008185	ENSACAG00000016914.3	ENSXETG00000019494.1
OG0008186	ENSACAG00000016918.3	ENSXETG00000019548.1
OG0008187	ENSACAG00000026366.1	ENSXETG00000015581.1
OG0008188	ENSACAG00000016923.3	ENSXETG00000017030.1
OG0008190	ENSACAG00000012211.3	ENSXETG00000010577.1
OG0008191	ENSACAG00000012311.2	ENSXETG00000000125.1
OG0008192	ENSACAG00000017018.3	ENSXETG00000016012.1
OG0008193	ENSACAG00000009806.3	ENSXETG00000004968.1
OG0008194	ENSACAG00000015029.3	ENSXETG00000015404.1
OG0008195	ENSACAG00000017432.3	ENSXETG00000007598.1
OG0008196	ENSACAG00000006324.2	ENSXETG00000004720.1
OG0008197	ENSACAG00000028700.1	ENSXETG00000009027.1
OG0008198	ENSACAG00000006317.2	ENSXETG00000020761.1
OG0008199	ENSACAG00000015481.2	ENSXETG00000010665.1
OG0008200	ENSACAG00000015291.2	ENSXETG00000020917.1
OG0008201	ENSACAG00000003520.3	ENSXETG00000016229.1
OG0008202	ENSACAG00000006306.2	ENSXETG00000020708.1
OG0008203	ENSACAG00000011657.2	ENSXETG00000006279.1
OG0008204	ENSACAG00000009861.3	ENSXETG00000005022.1
OG0008205	ENSACAG00000017747.2	ENSXETG00000019742.1
OG0008206	ENSACAG00000021055.2	ENSXETG00000000226.1
OG0008207	ENSACAG00000015738.2	ENSXETG00000004011.1
OG0008208	ENSACAG00000002501.3	ENSXETG00000021263.1
OG0008209	ENSACAG00000012434.3	ENSXETG00000014410.1
OG0008210	ENSACAG00000009039.3	ENSXETG00000013676.1
OG0008211	ENSACAG00000010120.3	ENSXETG00000006427.1
OG0008212	ENSACAG00000015688.3	ENSXETG00000003887.1
OG0008213	ENSACAG00000014220.2	ENSXETG00000019112.1
OG0008214	ENSACAG00000012444.3	ENSXETG00000014277.1
OG0008215	ENSACAG00000002606.3	ENSXETG00000002264.1
OG0008216	ENSACAG00000014140.3	ENSXETG00000020589.1
OG0008217	ENSACAG00000008574.3	ENSXETG00000014993.1
OG0008218	ENSACAG00000004876.3	ENSXETG00000000609.1
OG0008219	ENSACAG00000001271.3	ENSXETG00000017091.1
OG0008220	ENSACAG00000005652.2	ENSXETG00000010526.1
OG0008221	ENSACAG00000008620.2	ENSXETG00000015475.1
OG0008222	ENSACAG00000002834.3	ENSXETG00000018847.1
OG0008223	ENSACAG00000010313.3	ENSXETG00000000627.1
OG0008224	ENSACAG00000002926.3	ENSXETG00000020665.1
OG0008225	ENSACAG00000000829.3	ENSXETG00000008835.1
OG0008226	ENSACAG00000006666.3	ENSXETG00000021166.1
OG0008227	ENSACAG00000000190.3	ENSXETG00000017738.1
OG0008229	ENSACAG00000003771.3	ENSXETG00000011571.1
OG0008230	ENSACAG00000009343.3	ENSXETG00000001639.1
OG0008231	ENSACAG00000021148.3	ENSXETG00000015812.1
OG0008232	ENSACAG00000000204.3	ENSXETG00000015756.1
OG0008233	ENSACAG00000006708.3	ENSXETG00000008595.1
OG0008234	ENSACAG00000001366.3	ENSXETG00000004632.1
OG0008235	ENSACAG00000011353.3	ENSXETG00000007736.1
OG0008236	ENSACAG00000013111.3	ENSXETG00000007854.1
OG0008237	ENSACAG00000010579.3	ENSXETG00000002270.1
OG0008238	ENSACAG00000000921.3	ENSXETG00000002277.1
OG0008239	ENSACAG00000015828.3	ENSXETG00000010863.1
OG0008240	ENSACAG00000013712.3	ENSXETG00000001374.1
OG0008241	ENSACAG00000010856.3	ENSXETG00000001112.1
OG0008242	ENSACAG00000000734.3	ENSXETG00000000264.1
OG0008243	ENSACAG00000014181.2	ENSXETG00000005030.1
OG0008244	ENSACAG00000014281.3	ENSXETG00000003593.1
OG0008245	ENSACAG00000001118.3	ENSXETG00000000240.1
OG0008247	ENSACAG00000011258.3	ENSXETG00000003590.1
OG0008248	ENSACAG00000026177.2	ENSXETG00000018960.1
OG0008249	ENSACAG00000008445.3	ENSXETG00000015643.1
OG0008250	ENSACAG00000008470.3	ENSXETG00000015758.1
OG0008251	ENSACAG00000008496.3	ENSXETG00000015912.1
OG0008252	ENSACAG00000014017.3	ENSXETG00000020858.1
OG0008253	ENSACAG00000010118.3	ENSXETG00000012789.1
OG0008254	ENSACAG00000008878.2	ENSXETG00000009147.1
OG0008255	ENSACAG00000004422.3	ENSXETG00000003382.1
OG0008256	ENSACAG00000010984.3	ENSXETG00000017040.1
OG0008257	ENSACAG00000017734.3	ENSXETG00000001350.1
OG0008258	ENSACAG00000000514.2	ENSXETG00000008448.1
OG0008259	ENSACAG00000024762.2	ENSXETG00000010774.1
OG0008260	ENSACAG00000006107.3	ENSXETG00000006776.1
OG0008261	ENSACAG00000027006.1, ENSACAG00000013675.3	ENSXETG00000005277.1
OG0008262	ENSACAG00000013746.2	ENSXETG00000016063.1
OG0008263	ENSACAG00000007883.3	ENSXETG00000002104.1
OG0008264	ENSACAG00000002175.3	ENSXETG00000015998.1
OG0008265	ENSACAG00000011186.3	ENSXETG00000007664.1
OG0008266	ENSACAG00000004740.2	ENSXETG00000020331.1
OG0008267	ENSACAG00000012481.3	ENSXETG00000005039.1
OG0008268	ENSACAG00000003995.3	ENSXETG00000005601.1
OG0008269	ENSACAG00000002673.2	ENSXETG00000020431.1
OG0008270	ENSACAG00000017844.2	ENSXETG00000007734.1
OG0008271	ENSACAG00000011860.3	ENSXETG00000019142.1
OG0008272	ENSACAG00000011987.3	ENSXETG00000010150.1
OG0008273	ENSACAG00000009255.3	ENSXETG00000000312.1
OG0008274	ENSACAG00000012101.3	ENSXETG00000010119.1
OG0008275	ENSACAG00000009271.3	ENSXETG00000009578.1
OG0008276	ENSACAG00000009289.3	ENSXETG00000000380.1
OG0008277	ENSACAG00000000464.3	ENSXETG00000011603.1
OG0008278	ENSACAG00000001006.3	ENSXETG00000011157.1
OG0008279	ENSACAG00000003254.3	ENSXETG00000011971.1
OG0008280	ENSACAG00000001002.2	ENSXETG00000011283.1, ENSXETG00000015031.1
OG0008281	ENSACAG00000015008.3	ENSXETG00000016017.1
OG0008283	ENSACAG00000013079.2	ENSXETG00000005075.1
OG0008284	ENSACAG00000014499.3	ENSXETG00000003274.1
OG0008285	ENSACAG00000004561.3	ENSXETG00000010537.1
OG0008286	ENSACAG00000016133.3	ENSXETG00000001181.1
OG0008287	ENSACAG00000004800.3	ENSXETG00000003077.1
OG0008288	ENSACAG00000016076.3	ENSXETG00000004372.1
OG0008289	ENSACAG00000015997.3	ENSXETG00000004400.1
OG0008290	ENSACAG00000010865.3	ENSXETG00000004271.1
OG0008291	ENSACAG00000004303.2	ENSXETG00000014142.1
OG0008292	ENSACAG00000004278.3	ENSXETG00000014123.1
OG0008293	ENSACAG00000025998.2, ENSACAG00000010674.3	ENSXETG00000004457.1
OG0008294	ENSACAG00000014639.3	ENSXETG00000014167.1
OG0008295	ENSACAG00000014667.3	ENSXETG00000014179.1
OG0008296	ENSACAG00000011025.3	ENSXETG00000002742.1, ENSXETG00000009647.1
OG0008297	ENSACAG00000006813.3	ENSXETG00000003247.1
OG0008298	ENSACAG00000024733.2	ENSXETG00000021139.1
OG0008299	ENSACAG00000009478.1, ENSACAG00000009180.2	ENSXETG00000017345.1
OG0008300	ENSACAG00000009480.3	ENSXETG00000005275.1
OG0008301	ENSACAG00000006361.3	ENSXETG00000006236.1
OG0008302	ENSACAG00000009488.3	ENSXETG00000005117.1
OG0008303	ENSACAG00000007797.2	ENSXETG00000018962.1
OG0008304	ENSACAG00000000025.3	ENSXETG00000003286.1, ENSXETG00000018579.1
OG0008305	ENSACAG00000006270.2	ENSXETG00000005958.1
OG0008306	ENSACAG00000023038.2	ENSXETG00000003064.1
OG0008308	ENSACAG00000000694.3	ENSXETG00000003046.1
OG0008309	ENSACAG00000015320.3	ENSXETG00000020613.1
OG0008310	ENSACAG00000015028.3	ENSXETG00000001653.1
OG0008311	ENSACAG00000006061.3	ENSXETG00000021409.1
OG0008312	ENSACAG00000001170.1, ENSACAG00000028365.1	ENSXETG00000012187.1
OG0008313	ENSACAG00000009680.3	ENSXETG00000013012.1
OG0008314	ENSACAG00000009638.3	ENSXETG00000012991.1
OG0008315	ENSACAG00000009604.3	ENSXETG00000012982.1
OG0008316	ENSACAG00000014430.3	ENSXETG00000004319.1
OG0008317	ENSACAG00000014116.3	ENSXETG00000009542.1
OG0008318	ENSACAG00000009575.3	ENSXETG00000006630.1
OG0008319	ENSACAG00000014164.3	ENSXETG00000004027.1
OG0008320	ENSACAG00000013999.2	ENSXETG00000009285.1
OG0008321	ENSACAG00000014069.2	ENSXETG00000011697.1
OG0008322	ENSACAG00000015811.3	ENSXETG00000010260.1
OG0008323	ENSACAG00000003235.2	ENSXETG00000000744.1
OG0008324	ENSACAG00000016832.2, ENSACAG00000012728.2	ENSXETG00000001000.1
OG0008325	ENSACAG00000008911.2	ENSXETG00000014370.1
OG0008326	ENSACAG00000015693.1	ENSXETG00000010217.1
OG0008328	ENSACAG00000012688.3	ENSXETG00000005257.1
OG0008329	ENSACAG00000026028.1	ENSXETG00000010202.1
OG0008329	ENSACAG00000017926.2	ENSXETG00000010597.1
OG0008330	ENSACAG00000005003.3	ENSXETG00000011071.1
OG0008331	ENSACAG00000008920.3	ENSXETG00000012241.1
OG0008332	ENSACAG00000008961.3	ENSXETG00000001641.1
OG0008333	ENSACAG00000010678.3, ENSACAG00000007687.3	ENSXETG00000020245.1
OG0008335	ENSACAG00000002387.2	ENSXETG00000014182.1
OG0008336	ENSACAG00000017732.2	ENSXETG00000016336.1
OG0008338	ENSACAG00000013440.3	ENSXETG00000021004.1
OG0008339	ENSACAG00000017715.3	ENSXETG00000016109.1
OG0008340	ENSACAG00000010358.3	ENSXETG00000014169.1
OG0008341	ENSACAG00000005973.3	ENSXETG00000015771.1
OG0008342	ENSACAG00000010347.3	ENSXETG00000014165.1
OG0008343	ENSACAG00000002258.1	ENSXETG00000014984.1
OG0008344	ENSACAG00000003229.3	ENSXETG00000004128.1
OG0008345	ENSACAG00000010583.2	ENSXETG00000003406.1
OG0008346	ENSACAG00000015500.2	ENSXETG00000010372.1
OG0008347	ENSACAG00000010995.3	ENSXETG00000017457.1
OG0008348	ENSACAG00000000225.3	ENSXETG00000010517.1
OG0008349	ENSACAG00000000233.2	ENSXETG00000010531.1
OG0008351	ENSACAG00000015943.3	ENSXETG00000011374.1
OG0008352	ENSACAG00000014541.3	ENSXETG00000018655.1
OG0008353	ENSACAG00000007273.3	ENSXETG00000013808.1
OG0008354	ENSACAG00000025104.1	ENSXETG00000004614.1
OG0008355	ENSACAG00000016168.3	ENSXETG00000011800.1
OG0008356	ENSACAG00000016186.3	ENSXETG00000011816.1
OG0008357	ENSACAG00000007311.2	ENSXETG00000013964.1
OG0008358	ENSACAG00000017660.2	ENSXETG00000015100.1
OG0008359	ENSACAG00000011043.3	ENSXETG00000004192.1
OG0008360	ENSACAG00000029615.1	ENSXETG00000014415.1
OG0008361	ENSACAG00000014719.3	ENSXETG00000017244.1
OG0008362	ENSACAG00000007456.2	ENSXETG00000014534.1
OG0008363	ENSACAG00000011272.3	ENSXETG00000005226.1
OG0008364	ENSACAG00000014812.3	ENSXETG00000020987.1
OG0008365	ENSACAG00000007712.2	ENSXETG00000011443.1
OG0008366	ENSACAG00000011560.3	ENSXETG00000002291.1
OG0008368	ENSACAG00000011648.3	ENSXETG00000010365.1
OG0008369	ENSACAG00000016501.3	ENSXETG00000004736.1
OG0008370	ENSACAG00000017619.3	ENSXETG00000016713.1
OG0008371	ENSACAG00000007468.2	ENSXETG00000008971.1
OG0008372	ENSACAG00000011803.3	ENSXETG00000020088.1
OG0008373	ENSACAG00000023660.1	ENSXETG00000011371.1
OG0008374	ENSACAG00000012102.3	ENSXETG00000002447.1
OG0008375	ENSACAG00000012105.3	ENSXETG00000002443.1
OG0008376	ENSACAG00000017590.3	ENSXETG00000011158.1
OG0008377	ENSACAG00000017456.3	ENSXETG00000011605.1
OG0008378	ENSACAG00000012121.3	ENSXETG00000002415.1
OG0008379	ENSACAG00000011882.2	ENSXETG00000002325.1
OG0008380	ENSACAG00000006402.3	ENSXETG00000013333.1
OG0008381	ENSACAG00000000746.3	ENSXETG00000013245.1
OG0008382	ENSACAG00000003993.3	ENSXETG00000015834.1
OG0008383	ENSACAG00000011949.3	ENSXETG00000010446.1
OG0008384	ENSACAG00000000972.2	ENSXETG00000013229.1
OG0008385	ENSACAG00000005367.3	ENSXETG00000005291.1
OG0008386	ENSACAG00000017654.3	ENSXETG00000019798.1
OG0008387	ENSACAG00000005470.3	ENSXETG00000005860.1
OG0008388	ENSACAG00000001181.3	ENSXETG00000001889.1
OG0008389	ENSACAG00000005535.3	ENSXETG00000003868.1
OG0008390	ENSACAG00000010598.3	ENSXETG00000019927.1
OG0008391	ENSACAG00000007346.3	ENSXETG00000014549.1
OG0008392	ENSACAG00000008238.2	ENSXETG00000016670.1
OG0008393	ENSACAG00000005755.3	ENSXETG00000012817.1
OG0008394	ENSACAG00000017687.3	ENSXETG00000011683.1
OG0008395	ENSACAG00000011777.3	ENSXETG00000013891.1
OG0008396	ENSACAG00000004515.2	ENSXETG00000008466.1
OG0008397	ENSACAG00000017706.3	ENSXETG00000006876.1
OG0008398	ENSACAG00000005813.3	ENSXETG00000012914.1
OG0008399	ENSACAG00000009311.3	ENSXETG00000003995.1
OG0008400	ENSACAG00000017709.3	ENSXETG00000006992.1
OG0008401	ENSACAG00000001439.3	ENSXETG00000008626.1
OG0008402	ENSACAG00000014111.3	ENSXETG00000006861.1
OG0008403	ENSACAG00000017722.2	ENSXETG00000007314.1
OG0008404	ENSACAG00000007908.3	ENSXETG00000016926.1
OG0008406	ENSACAG00000010344.3	ENSXETG00000019338.1
OG0008407	ENSACAG00000016149.3	ENSXETG00000007797.1
OG0008408	ENSACAG00000010210.3	ENSXETG00000018488.1
OG0008409	ENSACAG00000016182.3	ENSXETG00000021141.1
OG0008410	ENSACAG00000005046.2	ENSXETG00000017936.1
OG0008411	ENSACAG00000001652.3	ENSXETG00000012186.1
OG0008412	ENSACAG00000024629.2	ENSXETG00000021292.1
OG0008413	ENSACAG00000004371.3	ENSXETG00000016433.1
OG0008414	ENSACAG00000010117.2	ENSXETG00000020634.1
OG0008415	ENSACAG00000028360.1	ENSXETG00000016395.1
OG0008416	ENSACAG00000011525.3	ENSXETG00000015854.1
OG0008417	ENSACAG00000001908.2	ENSXETG00000012961.1
OG0008418	ENSACAG00000001914.3	ENSXETG00000012969.1
OG0008419	ENSACAG00000001945.3	ENSXETG00000012972.1
OG0008420	ENSACAG00000011380.3	ENSXETG00000015693.1
OG0008421	ENSACAG00000009965.3	ENSXETG00000011506.1
OG0008422	ENSACAG00000011142.3	ENSXETG00000014120.1
OG0008423	ENSACAG00000002281.3	ENSXETG00000014351.1
OG0008424	ENSACAG00000002634.3	ENSXETG00000021270.1
OG0008425	ENSACAG00000009734.3	ENSXETG00000005877.1
OG0008426	ENSACAG00000010892.3	ENSXETG00000013950.1
OG0008427	ENSACAG00000012510.2	ENSXETG00000014938.1
OG0008428	ENSACAG00000017437.3	ENSXETG00000010685.1
OG0008429	ENSACAG00000005819.3	ENSXETG00000013933.1
OG0008430	ENSACAG00000005827.3	ENSXETG00000013927.1
OG0008432	ENSACAG00000012669.3	ENSXETG00000005551.1
OG0008433	ENSACAG00000002419.3	ENSXETG00000014042.1
OG0008434	ENSACAG00000005300.3	ENSXETG00000017808.1
OG0008435	ENSACAG00000006035.3	ENSXETG00000019985.1
OG0008436	ENSACAG00000005100.3	ENSXETG00000005353.1
OG0008437	ENSACAG00000005128.3	ENSXETG00000005431.1
OG0008438	ENSACAG00000010719.2	ENSXETG00000006979.1
OG0008439	ENSACAG00000002553.3	ENSXETG00000013940.1
OG0008440	ENSACAG00000008493.3	ENSXETG00000015056.1
OG0008441	ENSACAG00000005943.2	ENSXETG00000014313.1
OG0008442	ENSACAG00000011864.2	ENSXETG00000011269.1
OG0008443	ENSACAG00000003421.3	ENSXETG00000020604.1
OG0008444	ENSACAG00000010909.3	ENSXETG00000014491.1
OG0008445	ENSACAG00000005798.3	ENSXETG00000016052.1
OG0008446	ENSACAG00000027626.1	ENSXETG00000007884.1
OG0008447	ENSACAG00000028602.1	ENSXETG00000014301.1
OG0008448	ENSACAG00000011813.3	ENSXETG00000011389.1
OG0008449	ENSACAG00000003438.2	ENSXETG00000012274.1
OG0008450	ENSACAG00000011061.3	ENSXETG00000014360.1
OG0008451	ENSACAG00000011780.3	ENSXETG00000011412.1
OG0008452	ENSACAG00000003484.3	ENSXETG00000010264.1
OG0008453	ENSACAG00000017775.2	ENSXETG00000008464.1
OG0008454	ENSACAG00000006929.3	ENSXETG00000018296.1
OG0008455	ENSACAG00000011074.3	ENSXETG00000014108.1
OG0008456	ENSACAG00000006469.3	ENSXETG00000017454.1
OG0008457	ENSACAG00000017776.3	ENSXETG00000008353.1
OG0008458	ENSACAG00000003439.2	ENSXETG00000002637.1
OG0008459	ENSACAG00000012303.3	ENSXETG00000012027.1
OG0008460	ENSACAG00000011559.3	ENSXETG00000007108.1
OG0008461	ENSACAG00000007072.2	ENSXETG00000019402.1
OG0008462	ENSACAG00000006559.3	ENSXETG00000010399.1
OG0008463	ENSACAG00000003660.3	ENSXETG00000012432.1
OG0008464	ENSACAG00000011557.2	ENSXETG00000007185.1
OG0008465	ENSACAG00000002767.3	ENSXETG00000010280.1
OG0008466	ENSACAG00000014388.2	ENSXETG00000012043.1
OG0008467	ENSACAG00000011301.3	ENSXETG00000007560.1
OG0008468	ENSACAG00000002390.3	ENSXETG00000008589.1
OG0008470	ENSACAG00000014372.3	ENSXETG00000000044.1
OG0008471	ENSACAG00000014357.3	ENSXETG00000000824.1
OG0008472	ENSACAG00000003862.3	ENSXETG00000016591.1
OG0008473	ENSACAG00000002558.3	ENSXETG00000000228.1
OG0008474	ENSACAG00000006268.3	ENSXETG00000002427.1
OG0008475	ENSACAG00000006042.3	ENSXETG00000019316.1
OG0008476	ENSACAG00000002434.3	ENSXETG00000005362.1
OG0008477	ENSACAG00000013952.3	ENSXETG00000021378.1
OG0008478	ENSACAG00000013838.3	ENSXETG00000018235.1
OG0008479	ENSACAG00000004256.3	ENSXETG00000019162.1
OG0008480	ENSACAG00000016171.3	ENSXETG00000010019.1
OG0008481	ENSACAG00000028911.1	ENSXETG00000011163.1
OG0008482	ENSACAG00000010203.3	ENSXETG00000005573.1
OG0008484	ENSACAG00000011204.3	ENSXETG00000005451.1
OG0008485	ENSACAG00000005540.3	ENSXETG00000007737.1
OG0008487	ENSACAG00000012520.3	ENSXETG00000013988.1
