Orthogroup	M_musculus.pep	C_familiaris.pep
OG0009453	ENSMUSG00000041180.13	ENSCAFG00000007266.4
OG0009454	ENSMUSG00000030650.18	ENSCAFG00000018092.5
OG0009455	ENSMUSG00000067279.3	ENSCAFG00000029146.2
OG0009456	ENSMUSG00000098132.1	ENSCAFG00000008082.5
OG0009457	ENSMUSG00000033793.12	ENSCAFG00000006947.4
OG0009459	ENSMUSG00000055116.8	ENSCAFG00000008095.5
OG0009460	ENSMUSG00000025905.14	ENSCAFG00000032542.2
OG0009461	ENSMUSG00000059077.6	ENSCAFG00000008177.3
OG0009462	ENSMUSG00000048720.8	ENSCAFG00000008068.5
OG0009463	ENSMUSG00000033740.17	ENSCAFG00000006762.4
OG0009464	ENSMUSG00000024999.7	ENSCAFG00000008033.4
OG0009465	ENSMUSG00000025782.12	ENSCAFG00000005022.5
OG0009466	ENSMUSG00000021610.8	ENSCAFG00000010726.4
OG0009467	ENSMUSG00000037262.7	ENSCAFG00000005034.5
OG0009468	ENSMUSG00000024998.17	ENSCAFG00000007985.5
OG0009469	ENSMUSG00000026832.12	ENSCAFG00000009258.3
OG0009470	ENSMUSG00000003418.11	ENSCAFG00000032700.2
OG0009471	ENSMUSG00000026828.11	ENSCAFG00000009254.4
OG0009472	ENSMUSG00000021606.8	ENSCAFG00000030152.2
OG0009473	ENSMUSG00000067242.11	ENSCAFG00000007949.4
OG0009474	ENSMUSG00000021604.15	ENSCAFG00000010441.4
OG0009475	ENSMUSG00000054237.6	ENSCAFG00000007929.4
OG0009476	ENSMUSG00000026723.10	ENSCAFG00000004545.4
OG0009477	ENSMUSG00000025780.7	ENSCAFG00000005096.5
OG0009478	ENSMUSG00000024992.13	ENSCAFG00000007908.4
OG0009479	ENSMUSG00000038763.12	ENSCAFG00000012927.5
OG0009480	ENSMUSG00000005621.11	ENSCAFG00000012909.5
OG0009481	ENSMUSG00000054200.7	ENSCAFG00000007888.4
OG0009482	ENSMUSG00000026768.10	ENSCAFG00000004656.5
OG0009483	ENSMUSG00000033684.14	ENSCAFG00000012717.4
OG0009484	ENSMUSG00000050530.14	ENSCAFG00000004682.5
OG0009485	ENSMUSG00000074480.4	ENSCAFG00000024440.3
OG0009486	ENSMUSG00000024987.6	ENSCAFG00000007574.4
OG0009487	ENSMUSG00000040359.14	ENSCAFG00000003430.4
OG0009488	ENSMUSG00000060985.15	ENSCAFG00000013822.4
OG0009489	ENSMUSG00000027985.14	ENSCAFG00000011252.4
OG0009490	ENSMUSG00000032105.5	ENSCAFG00000028507.3
OG0009491	ENSMUSG00000032489.17	ENSCAFG00000013358.4
OG0009492	ENSMUSG00000055373.8	ENSCAFG00000003421.3
OG0009493	ENSMUSG00000038463.8	ENSCAFG00000013079.4
OG0009494	ENSMUSG00000032109.15	ENSCAFG00000012187.4
OG0009496	ENSMUSG00000050088.9	ENSCAFG00000004065.3
OG0009497	ENSMUSG00000024098.6	ENSCAFG00000018697.4
OG0009498	ENSMUSG00000027233.4	ENSCAFG00000013629.4
OG0009499	ENSMUSG00000034889.8	ENSCAFG00000019208.4
OG0009500	ENSMUSG00000028031.6	ENSCAFG00000011087.4
OG0009501	ENSMUSG00000031825.16	ENSCAFG00000019943.4
OG0009502	ENSMUSG00000022686.14	ENSCAFG00000011824.3
OG0009503	ENSMUSG00000041247.8	ENSCAFG00000047343.1
OG0009504	ENSMUSG00000030754.9	ENSCAFG00000008420.4
OG0009505	ENSMUSG00000073733.4	ENSCAFG00000015939.4
OG0009506	ENSMUSG00000063317.7	ENSCAFG00000017694.5
OG0009507	ENSMUSG00000025608.9	ENSCAFG00000001403.5
OG0009508	ENSMUSG00000029577.13	ENSCAFG00000010870.4
OG0009509	ENSMUSG00000026708.16	ENSCAFG00000014529.4
OG0009510	ENSMUSG00000048330.14	ENSCAFG00000006903.5
OG0009511	ENSMUSG00000092094.5	ENSCAFG00000001862.4
OG0009512	ENSMUSG00000043467.19	ENSCAFG00000014502.4
OG0009513	ENSMUSG00000031027.15	ENSCAFG00000006914.5
OG0009514	ENSMUSG00000046295.13	ENSCAFG00000015434.4
OG0009515	ENSMUSG00000026715.12	ENSCAFG00000014470.4
OG0009516	ENSMUSG00000000276.11	ENSCAFG00000017384.4
OG0009517	ENSMUSG00000015149.14	ENSCAFG00000005638.4
OG0009518	ENSMUSG00000026942.13	ENSCAFG00000019541.5
OG0009519	ENSMUSG00000024759.14	ENSCAFG00000015073.4
OG0009520	ENSMUSG00000033983.14	ENSCAFG00000017399.4
OG0009521	ENSMUSG00000046480.6	ENSCAFG00000012824.5
OG0009522	ENSMUSG00000018999.14	ENSCAFG00000001300.4
OG0009523	ENSMUSG00000027350.8	ENSCAFG00000005988.4
OG0009525	ENSMUSG00000000378.15	ENSCAFG00000003136.5
OG0009526	ENSMUSG00000037722.8	ENSCAFG00000014826.3
OG0009527	ENSMUSG00000071647.5	ENSCAFG00000015795.3
OG0009528	ENSMUSG00000024732.7	ENSCAFG00000016456.4
OG0009529	ENSMUSG00000032624.16	ENSCAFG00000006510.4
OG0009530	ENSMUSG00000026753.5	ENSCAFG00000032009.2
OG0009531	ENSMUSG00000024791.10	ENSCAFG00000013980.5
OG0009532	ENSMUSG00000037697.19	ENSCAFG00000014871.6
OG0009533	ENSMUSG00000035498.10	ENSCAFG00000014040.4
OG0009534	ENSMUSG00000025784.5	ENSCAFG00000014049.3
OG0009535	ENSMUSG00000075227.6	ENSCAFG00000030426.1
OG0009536	ENSMUSG00000055053.18	ENSCAFG00000019246.5
OG0009537	ENSMUSG00000039543.16	ENSCAFG00000014683.5
OG0009538	ENSMUSG00000025235.8	ENSCAFG00000017713.5
OG0009539	ENSMUSG00000024493.9	ENSCAFG00000006431.4
OG0009540	ENSMUSG00000021815.4	ENSCAFG00000029612.2
OG0009541	ENSMUSG00000026725.17	ENSCAFG00000014353.5
OG0009543	ENSMUSG00000027674.16	ENSCAFG00000011494.5
OG0009544	ENSMUSG00000015829.13	ENSCAFG00000014301.5
OG0009545	ENSMUSG00000040296.15	ENSCAFG00000001807.4
OG0009546	ENSMUSG00000045613.9	ENSCAFG00000003363.4
OG0009547	ENSMUSG00000056900.13	ENSCAFG00000011446.4
OG0009548	ENSMUSG00000003379.7	ENSCAFG00000004980.4
OG0009549	ENSMUSG00000040367.2	ENSCAFG00000001947.4
OG0009550	ENSMUSG00000073856.11	ENSCAFG00000018031.4
OG0009551	ENSMUSG00000071014.10	ENSCAFG00000004456.3
OG0009552	ENSMUSG00000090247.7	ENSCAFG00000000061.4
OG0009553	ENSMUSG00000002205.16	ENSCAFG00000003420.4
OG0009554	ENSMUSG00000060950.12	ENSCAFG00000029557.2
OG0009555	ENSMUSG00000038668.14	ENSCAFG00000002978.5
OG0009556	ENSMUSG00000031130.3	ENSCAFG00000018943.3
OG0009557	ENSMUSG00000040782.12	ENSCAFG00000014263.4
OG0009558	ENSMUSG00000022676.7	ENSCAFG00000006638.4
OG0009559	ENSMUSG00000000094.12	ENSCAFG00000017740.4
OG0009561	ENSMUSG00000032705.9	ENSCAFG00000016557.5
OG0009562	ENSMUSG00000040389.15	ENSCAFG00000019867.4
OG0009563	ENSMUSG00000057719.11	ENSCAFG00000006409.4
OG0009564	ENSMUSG00000073574.4	ENSCAFG00000023537.3
OG0009565	ENSMUSG00000022673.5	ENSCAFG00000006598.4
OG0009566	ENSMUSG00000029705.17	ENSCAFG00000013749.5
OG0009567	ENSMUSG00000002781.19	ENSCAFG00000004029.4
OG0009568	ENSMUSG00000056671.7	ENSCAFG00000031541.2
OG0009569	ENSMUSG00000051934.5	ENSCAFG00000008587.5
OG0009570	ENSMUSG00000022089.9	ENSCAFG00000009275.4
OG0009571	ENSMUSG00000038009.7	ENSCAFG00000008600.4
OG0009572	ENSMUSG00000040189.18	ENSCAFG00000004036.5
OG0009573	ENSMUSG00000037759.6	ENSCAFG00000014701.4
OG0009574	ENSMUSG00000048833.9	ENSCAFG00000016572.4
OG0009575	ENSMUSG00000023484.14	ENSCAFG00000008623.4
OG0009576	ENSMUSG00000073007.10	ENSCAFG00000017299.2
OG0009577	ENSMUSG00000071451.10	ENSCAFG00000031526.2
OG0009578	ENSMUSG00000005374.13	ENSCAFG00000013010.5
OG0009579	ENSMUSG00000022672.8	ENSCAFG00000006555.4
OG0009580	ENSMUSG00000066438.6	ENSCAFG00000023745.4
OG0009581	ENSMUSG00000005378.17	ENSCAFG00000012894.4
OG0009583	ENSMUSG00000027882.18	ENSCAFG00000019913.4
OG0009584	ENSMUSG00000021133.9	ENSCAFG00000016582.4
OG0009585	ENSMUSG00000021901.10	ENSCAFG00000009520.5
OG0009586	ENSMUSG00000038170.15	ENSCAFG00000010803.5
OG0009587	ENSMUSG00000022280.9	ENSCAFG00000000555.3
OG0009588	ENSMUSG00000044156.14	ENSCAFG00000002011.4
OG0009589	ENSMUSG00000030750.13	ENSCAFG00000017462.4
OG0009591	ENSMUSG00000041974.10	ENSCAFG00000009134.5
OG0009592	ENSMUSG00000030745.9	ENSCAFG00000032590.2
OG0009593	ENSMUSG00000006589.8	ENSCAFG00000019865.3
OG0009594	ENSMUSG00000019027.8	ENSCAFG00000009717.4
OG0009595	ENSMUSG00000001376.17	ENSCAFG00000002018.4
OG0009596	ENSMUSG00000006585.3	ENSCAFG00000019866.4
OG0009597	ENSMUSG00000020639.14	ENSCAFG00000031185.2
OG0009598	ENSMUSG00000024122.16	ENSCAFG00000019358.4
OG0009599	ENSMUSG00000048230.6	ENSCAFG00000000544.4
OG0009600	ENSMUSG00000042744.16	ENSCAFG00000008851.5
OG0009601	ENSMUSG00000070565.11	ENSCAFG00000014046.4
OG0009602	ENSMUSG00000021279.5	ENSCAFG00000018159.5
OG0009603	ENSMUSG00000023000.5	ENSCAFG00000008694.5
OG0009604	ENSMUSG00000027663.12	ENSCAFG00000011081.4
OG0009605	ENSMUSG00000034371.9	ENSCAFG00000016197.4
OG0009606	ENSMUSG00000069806.5, ENSMUSG00000096998.3	ENSCAFG00000029738.2
OG0009607	ENSMUSG00000037857.16	ENSCAFG00000018888.4
OG0009608	ENSMUSG00000052981.6	ENSCAFG00000030271.2
OG0009609	ENSMUSG00000026594.14	ENSCAFG00000013981.4
OG0009610	ENSMUSG00000021598.9	ENSCAFG00000010346.2
OG0009611	ENSMUSG00000020817.16	ENSCAFG00000015589.4
OG0009612	ENSMUSG00000034525.7	ENSCAFG00000010355.5
OG0009613	ENSMUSG00000024666.6	ENSCAFG00000016171.4
OG0009614	ENSMUSG00000015120.15	ENSCAFG00000031449.2
OG0009615	ENSMUSG00000027699.19	ENSCAFG00000015455.5
OG0009616	ENSMUSG00000011877.13	ENSCAFG00000018930.5
OG0009617	ENSMUSG00000033557.17	ENSCAFG00000013935.4
OG0009618	ENSMUSG00000001983.7	ENSCAFG00000012943.2
OG0009619	ENSMUSG00000052428.10	ENSCAFG00000013472.4
OG0009620	ENSMUSG00000021277.16	ENSCAFG00000018075.4
OG0009621	ENSMUSG00000011114.18	ENSCAFG00000011215.4
OG0009622	ENSMUSG00000026596.13	ENSCAFG00000013920.4
OG0009623	ENSMUSG00000090291.3	ENSCAFG00000025401.2
OG0009624	ENSMUSG00000030275.6	ENSCAFG00000011667.6
OG0009625	ENSMUSG00000023279.7	ENSCAFG00000016037.3
OG0009626	ENSMUSG00000058743.6	ENSCAFG00000004001.5
OG0009627	ENSMUSG00000024743.16	ENSCAFG00000016121.5
OG0009628	ENSMUSG00000045215.17	ENSCAFG00000017980.5
OG0009629	ENSMUSG00000060519.11	ENSCAFG00000013929.4
OG0009630	ENSMUSG00000037904.14	ENSCAFG00000018059.4
OG0009631	ENSMUSG00000039304.11	ENSCAFG00000015383.4
OG0009632	ENSMUSG00000024306.13	ENSCAFG00000017987.5
OG0009633	ENSMUSG00000026600.12	ENSCAFG00000013894.4
OG0009634	ENSMUSG00000051136.1	ENSCAFG00000015376.5
OG0009635	ENSMUSG00000021275.16	ENSCAFG00000018054.4
OG0009636	ENSMUSG00000026601.14	ENSCAFG00000013861.5
OG0009637	ENSMUSG00000060568.14	ENSCAFG00000013491.3
OG0009638	ENSMUSG00000025352.6	ENSCAFG00000000065.5
OG0009639	ENSMUSG00000026602.9	ENSCAFG00000013834.3
OG0009640	ENSMUSG00000042680.8	ENSCAFG00000018008.4
OG0009641	ENSMUSG00000042190.12	ENSCAFG00000011383.3
OG0009642	ENSMUSG00000038722.17	ENSCAFG00000015065.4
OG0009643	ENSMUSG00000026687.14	ENSCAFG00000013422.4
OG0009644	ENSMUSG00000039286.12	ENSCAFG00000015349.4
OG0009645	ENSMUSG00000025355.7	ENSCAFG00000000074.4
OG0009646	ENSMUSG00000036098.15	ENSCAFG00000016062.6
OG0009647	ENSMUSG00000041671.13	ENSCAFG00000012325.7
OG0009648	ENSMUSG00000029625.16	ENSCAFG00000015036.5
OG0009649	ENSMUSG00000064030.15	ENSCAFG00000000076.4
OG0009650	ENSMUSG00000027695.16	ENSCAFG00000015246.5
OG0009651	ENSMUSG00000025357.8	ENSCAFG00000000078.4
OG0009652	ENSMUSG00000050944.14	ENSCAFG00000018972.5
OG0009653	ENSMUSG00000074797.11	ENSCAFG00000031613.2
OG0009654	ENSMUSG00000040828.10	ENSCAFG00000018769.4
OG0009655	ENSMUSG00000020840.10	ENSCAFG00000019005.4
OG0009656	ENSMUSG00000006154.13	ENSCAFG00000002628.4
OG0009657	ENSMUSG00000056124.5	ENSCAFG00000018037.4
OG0009658	ENSMUSG00000035228.15	ENSCAFG00000002558.4
OG0009659	ENSMUSG00000044393.15	ENSCAFG00000018051.5
OG0009660	ENSMUSG00000049858.8	ENSCAFG00000000088.4
OG0009661	ENSMUSG00000002578.18	ENSCAFG00000030801.2
OG0009662	ENSMUSG00000015189.12	ENSCAFG00000002093.4
OG0009663	ENSMUSG00000020839.16	ENSCAFG00000019009.4
OG0009664	ENSMUSG00000026585.13	ENSCAFG00000015067.4
OG0009665	ENSMUSG00000069072.9	ENSCAFG00000014912.4
OG0009666	ENSMUSG00000004631.15	ENSCAFG00000002104.5
OG0009667	ENSMUSG00000018166.8	ENSCAFG00000000097.4
OG0009668	ENSMUSG00000032827.15	ENSCAFG00000002110.4
OG0009669	ENSMUSG00000024665.8	ENSCAFG00000016019.4
OG0009670	ENSMUSG00000042607.15	ENSCAFG00000002124.4
OG0009671	ENSMUSG00000050089.13	ENSCAFG00000015984.4
OG0009672	ENSMUSG00000037418.6	ENSCAFG00000015909.4
OG0009673	ENSMUSG00000027706.8	ENSCAFG00000031588.2
OG0009674	ENSMUSG00000050578.10	ENSCAFG00000015043.4
OG0009675	ENSMUSG00000027425.18	ENSCAFG00000005450.4
OG0009676	ENSMUSG00000051860.13	ENSCAFG00000014755.4
OG0009677	ENSMUSG00000074653.10	ENSCAFG00000014735.4
OG0009678	ENSMUSG00000027703.16	ENSCAFG00000014726.5
OG0009679	ENSMUSG00000031861.16	ENSCAFG00000014181.4
OG0009680	ENSMUSG00000031860.17	ENSCAFG00000014191.5
OG0009681	ENSMUSG00000027635.15	ENSCAFG00000008618.4
OG0009682	ENSMUSG00000051375.15	ENSCAFG00000006229.4
OG0009683	ENSMUSG00000029755.10	ENSCAFG00000002191.4
OG0009684	ENSMUSG00000041741.10	ENSCAFG00000012391.5
OG0009685	ENSMUSG00000031813.8	ENSCAFG00000015332.4
OG0009686	ENSMUSG00000031862.11	ENSCAFG00000014153.5
OG0009687	ENSMUSG00000022766.14	ENSCAFG00000015271.3
OG0009688	ENSMUSG00000024451.9	ENSCAFG00000006214.5
OG0009689	ENSMUSG00000041774.16	ENSCAFG00000015293.4
OG0009690	ENSMUSG00000022779.16	ENSCAFG00000015482.4
OG0009691	ENSMUSG00000027834.15	ENSCAFG00000014582.4
OG0009692	ENSMUSG00000044024.16	ENSCAFG00000006185.4
OG0009693	ENSMUSG00000042447.13	ENSCAFG00000002238.4
OG0009694	ENSMUSG00000026181.13	ENSCAFG00000015440.4
OG0009696	ENSMUSG00000029638.17	ENSCAFG00000002246.5
OG0009697	ENSMUSG00000062995.12	ENSCAFG00000002257.5
OG0009698	ENSMUSG00000022771.17	ENSCAFG00000015364.4
OG0009699	ENSMUSG00000034151.13	ENSCAFG00000014517.5
OG0009700	ENSMUSG00000022792.16	ENSCAFG00000010496.4
OG0009701	ENSMUSG00000048304.8	ENSCAFG00000014440.4
OG0009702	ENSMUSG00000035964.8	ENSCAFG00000014687.4
OG0009703	ENSMUSG00000008496.19	ENSCAFG00000004911.5
OG0009704	ENSMUSG00000003273.14	ENSCAFG00000030245.2
OG0009705	ENSMUSG00000000028.15	ENSCAFG00000014571.5
OG0009706	ENSMUSG00000017830.15	ENSCAFG00000015720.4
OG0009707	ENSMUSG00000022788.16	ENSCAFG00000010589.4
OG0009708	ENSMUSG00000027788.6	ENSCAFG00000014362.4
OG0009709	ENSMUSG00000039958.17	ENSCAFG00000010675.4
OG0009710	ENSMUSG00000043461.13	ENSCAFG00000014360.3
OG0009711	ENSMUSG00000050761.4	ENSCAFG00000029230.2
OG0009712	ENSMUSG00000020907.1	ENSCAFG00000017451.2
OG0009713	ENSMUSG00000027784.10	ENSCAFG00000014325.4
OG0009714	ENSMUSG00000030309.16	ENSCAFG00000010713.4
OG0009715	ENSMUSG00000098207.1	ENSCAFG00000014316.3
OG0009716	ENSMUSG00000053550.13	ENSCAFG00000032489.3
OG0009717	ENSMUSG00000054161.12	ENSCAFG00000003971.3
OG0009718	ENSMUSG00000037995.15	ENSCAFG00000011835.4
OG0009719	ENSMUSG00000050103.18	ENSCAFG00000002414.4
OG0009720	ENSMUSG00000034317.14	ENSCAFG00000030902.1
OG0009721	ENSMUSG00000030306.14	ENSCAFG00000010821.4
OG0009722	ENSMUSG00000034349.14	ENSCAFG00000014295.5
OG0009723	ENSMUSG00000020547.5	ENSCAFG00000002424.4
OG0009724	ENSMUSG00000002771.12	ENSCAFG00000004014.4
OG0009725	ENSMUSG00000020577.17	ENSCAFG00000002432.5
OG0009726	ENSMUSG00000027775.9	ENSCAFG00000014174.4
OG0009727	ENSMUSG00000020581.11	ENSCAFG00000002437.4
OG0009728	ENSMUSG00000049404.7	ENSCAFG00000032422.2
OG0009729	ENSMUSG00000027774.16	ENSCAFG00000009006.5
OG0009730	ENSMUSG00000047557.2	ENSCAFG00000009096.4
OG0009731	ENSMUSG00000020590.16	ENSCAFG00000002467.4
OG0009732	ENSMUSG00000034544.17	ENSCAFG00000008913.4
OG0009733	ENSMUSG00000027832.5	ENSCAFG00000008902.4
OG0009734	ENSMUSG00000027829.15	ENSCAFG00000008884.4
OG0009735	ENSMUSG00000034640.9	ENSCAFG00000008875.6
OG0009736	ENSMUSG00000027828.12	ENSCAFG00000008870.5
OG0009737	ENSMUSG00000030180.15	ENSCAFG00000015781.4
OG0009738	ENSMUSG00000046518.3	ENSCAFG00000002506.4
OG0009739	ENSMUSG00000020561.8	ENSCAFG00000002511.6
OG0009740	ENSMUSG00000048004.15	ENSCAFG00000002513.5
OG0009741	ENSMUSG00000001383.9	ENSCAFG00000005907.2
OG0009742	ENSMUSG00000027823.9	ENSCAFG00000008780.5
OG0009743	ENSMUSG00000048581.12	ENSCAFG00000030909.2
OG0009744	ENSMUSG00000036834.16	ENSCAFG00000008746.5
OG0009745	ENSMUSG00000006850.8	ENSCAFG00000005855.4
OG0009746	ENSMUSG00000030019.6	ENSCAFG00000015913.4
OG0009747	ENSMUSG00000117679.1	ENSCAFG00000005825.5
OG0009748	ENSMUSG00000021175.15	ENSCAFG00000002728.4
OG0009749	ENSMUSG00000006050.12	ENSCAFG00000005819.5
OG0009750	ENSMUSG00000043441.5	ENSCAFG00000008688.4
OG0009751	ENSMUSG00000027770.5	ENSCAFG00000008673.5
OG0009752	ENSMUSG00000028986.12	ENSCAFG00000002746.4
OG0009753	ENSMUSG00000027765.6	ENSCAFG00000008626.4
OG0009754	ENSMUSG00000029816.10	ENSCAFG00000002753.5
OG0009755	ENSMUSG00000027761.4	ENSCAFG00000008554.4
OG0009756	ENSMUSG00000029190.19	ENSCAFG00000014342.4
OG0009757	ENSMUSG00000043850.15	ENSCAFG00000008447.4
OG0009758	ENSMUSG00000038388.14	ENSCAFG00000002816.4
OG0009759	ENSMUSG00000029196.9	ENSCAFG00000014357.3
OG0009760	ENSMUSG00000029198.3	ENSCAFG00000014364.4
OG0009761	ENSMUSG00000029821.15	ENSCAFG00000002825.3
OG0009762	ENSMUSG00000029093.14	ENSCAFG00000014403.4
OG0009763	ENSMUSG00000029822.15	ENSCAFG00000002850.5
OG0009764	ENSMUSG00000029828.4	ENSCAFG00000002859.5
OG0009765	ENSMUSG00000029832.16	ENSCAFG00000002865.4
OG0009766	ENSMUSG00000074736.10	ENSCAFG00000004315.3
OG0009767	ENSMUSG00000038301.15	ENSCAFG00000028917.2
OG0009768	ENSMUSG00000036513.15	ENSCAFG00000030160.2
OG0009769	ENSMUSG00000023940.14	ENSCAFG00000005806.5
OG0009770	ENSMUSG00000027803.14	ENSCAFG00000008356.5
OG0009771	ENSMUSG00000002728.14	ENSCAFG00000032025.2
OG0009772	ENSMUSG00000044957.3	ENSCAFG00000005813.4
OG0009773	ENSMUSG00000002897.5	ENSCAFG00000016076.5
OG0009774	ENSMUSG00000001767.5	ENSCAFG00000005333.5
OG0009775	ENSMUSG00000023931.5	ENSCAFG00000005815.6
OG0009776	ENSMUSG00000035580.10	ENSCAFG00000005826.5
OG0009777	ENSMUSG00000071226.11	ENSCAFG00000016136.5
OG0009778	ENSMUSG00000037110.20	ENSCAFG00000005251.5
OG0009779	ENSMUSG00000074749.10	ENSCAFG00000005214.5
OG0009780	ENSMUSG00000009112.4	ENSCAFG00000016158.6
OG0009781	ENSMUSG00000021906.14	ENSCAFG00000005879.4
OG0009782	ENSMUSG00000021905.14	ENSCAFG00000005881.4
OG0009783	ENSMUSG00000045414.7	ENSCAFG00000029025.2
OG0009784	ENSMUSG00000014496.8	ENSCAFG00000005916.5
OG0009785	ENSMUSG00000051586.17	ENSCAFG00000016211.5
OG0009786	ENSMUSG00000037034.16	ENSCAFG00000005170.5
OG0009787	ENSMUSG00000027435.8	ENSCAFG00000005153.3
OG0009788	ENSMUSG00000021900.10	ENSCAFG00000005929.5
OG0009789	ENSMUSG00000015354.8	ENSCAFG00000007915.5
OG0009791	ENSMUSG00000019124.10	ENSCAFG00000003044.4
OG0009792	ENSMUSG00000034617.7	ENSCAFG00000010118.4
OG0009793	ENSMUSG00000086040.8	ENSCAFG00000003037.5
OG0009794	ENSMUSG00000066235.7	ENSCAFG00000030823.2
OG0009795	ENSMUSG00000038233.10	ENSCAFG00000005377.4
OG0009796	ENSMUSG00000038871.5	ENSCAFG00000003165.4
OG0009797	ENSMUSG00000032409.15	ENSCAFG00000007863.5
OG0009798	ENSMUSG00000041608.8	ENSCAFG00000005128.3
OG0009799	ENSMUSG00000021532.11	ENSCAFG00000010129.5
OG0009800	ENSMUSG00000038058.14	ENSCAFG00000003074.3
OG0009801	ENSMUSG00000021891.8	ENSCAFG00000018633.4
OG0009802	ENSMUSG00000030222.13	ENSCAFG00000012854.5
OG0009803	ENSMUSG00000021892.14	ENSCAFG00000006024.4
OG0009804	ENSMUSG00000021595.18	ENSCAFG00000010334.4
OG0009805	ENSMUSG00000032413.12	ENSCAFG00000007674.4
OG0009806	ENSMUSG00000040433.16	ENSCAFG00000007664.4
OG0009807	ENSMUSG00000026220.6	ENSCAFG00000010665.4
OG0009808	ENSMUSG00000032571.14	ENSCAFG00000006049.4
OG0009809	ENSMUSG00000045658.16	ENSCAFG00000030640.2
OG0009810	ENSMUSG00000026163.17	ENSCAFG00000010532.4
OG0009811	ENSMUSG00000042599.8	ENSCAFG00000003990.4
OG0009812	ENSMUSG00000053161.16	ENSCAFG00000010512.4
OG0009813	ENSMUSG00000026248.9	ENSCAFG00000016214.4
OG0009814	ENSMUSG00000038456.9	ENSCAFG00000003945.6
OG0009815	ENSMUSG00000032567.16	ENSCAFG00000006097.4
OG0009816	ENSMUSG00000090150.10	ENSCAFG00000023835.3
OG0009817	ENSMUSG00000032557.13	ENSCAFG00000006405.4
OG0009818	ENSMUSG00000026142.15	ENSCAFG00000010409.5
OG0009819	ENSMUSG00000061436.15	ENSCAFG00000004038.4
OG0009820	ENSMUSG00000054414.4	ENSCAFG00000019998.4
OG0009821	ENSMUSG00000029925.13	ENSCAFG00000004011.4
OG0009822	ENSMUSG00000027963.14	ENSCAFG00000020002.6
OG0009823	ENSMUSG00000068696.6	ENSCAFG00000030399.2
OG0009824	ENSMUSG00000000339.14	ENSCAFG00000020010.4
OG0009825	ENSMUSG00000032498.9	ENSCAFG00000004783.4
OG0009826	ENSMUSG00000027961.7	ENSCAFG00000020018.5
OG0009827	ENSMUSG00000004364.14	ENSCAFG00000010230.3
OG0009828	ENSMUSG00000032497.19	ENSCAFG00000004793.5
OG0009829	ENSMUSG00000043230.2	ENSCAFG00000010209.3
OG0009830	ENSMUSG00000035311.16	ENSCAFG00000007248.5
OG0009831	ENSMUSG00000073643.11	ENSCAFG00000016204.4
OG0009832	ENSMUSG00000047330.8	ENSCAFG00000023427.3
OG0009833	ENSMUSG00000035365.15	ENSCAFG00000007291.4
OG0009834	ENSMUSG00000035383.7	ENSCAFG00000007297.2
OG0009835	ENSMUSG00000032883.15	ENSCAFG00000029045.2
OG0009836	ENSMUSG00000012187.13	ENSCAFG00000016139.3
OG0009837	ENSMUSG00000020051.17	ENSCAFG00000007310.4
OG0009838	ENSMUSG00000026245.16	ENSCAFG00000016094.5
OG0009839	ENSMUSG00000063406.11	ENSCAFG00000020146.4
OG0009840	ENSMUSG00000056531.11	ENSCAFG00000020143.5
OG0009841	ENSMUSG00000035459.18	ENSCAFG00000007334.5
OG0009842	ENSMUSG00000029265.4	ENSCAFG00000020141.4
OG0009843	ENSMUSG00000035919.16	ENSCAFG00000003161.4
OG0009844	ENSMUSG00000031963.8	ENSCAFG00000003167.4
OG0009845	ENSMUSG00000028121.8	ENSCAFG00000020133.4
OG0009846	ENSMUSG00000031965.15	ENSCAFG00000028536.2
OG0009847	ENSMUSG00000008429.8	ENSCAFG00000003194.4
OG0009848	ENSMUSG00000032452.12	ENSCAFG00000007635.5
OG0009849	ENSMUSG00000046402.10	ENSCAFG00000032569.2
OG0009850	ENSMUSG00000028125.14	ENSCAFG00000020121.5
OG0009851	ENSMUSG00000036411.10	ENSCAFG00000003232.4
OG0009852	ENSMUSG00000020251.13	ENSCAFG00000007456.4
OG0009853	ENSMUSG00000032458.6	ENSCAFG00000007602.4
OG0009854	ENSMUSG00000036777.8	ENSCAFG00000003243.4
OG0009855	ENSMUSG00000020246.13	ENSCAFG00000007476.5
OG0009856	ENSMUSG00000021322.8	ENSCAFG00000003252.5
OG0009857	ENSMUSG00000034612.7	ENSCAFG00000032127.2
OG0009858	ENSMUSG00000039831.16	ENSCAFG00000020116.4
OG0009859	ENSMUSG00000021319.7	ENSCAFG00000003646.4
OG0009860	ENSMUSG00000020255.8	ENSCAFG00000001925.4
OG0009861	ENSMUSG00000002808.7	ENSCAFG00000031158.2
OG0009862	ENSMUSG00000021314.13	ENSCAFG00000003617.5
OG0009863	ENSMUSG00000020263.14	ENSCAFG00000001885.4
OG0009864	ENSMUSG00000028128.13	ENSCAFG00000020110.4
OG0009865	ENSMUSG00000041236.8	ENSCAFG00000003582.4
OG0009866	ENSMUSG00000034220.7	ENSCAFG00000012663.4
OG0009867	ENSMUSG00000053931.11	ENSCAFG00000020104.5
OG0009868	ENSMUSG00000046841.5	ENSCAFG00000001875.5
OG0009869	ENSMUSG00000034212.14	ENSCAFG00000012669.5
OG0009870	ENSMUSG00000039887.11	ENSCAFG00000020102.4
OG0009871	ENSMUSG00000034159.12	ENSCAFG00000012788.4, ENSCAFG00000030158.2
