Orthogroup	M_musculus.pep	P_Mucros.pep
OG0005241	ENSMUSG00000055653.13	XP_015687911.1
OG0005242	ENSMUSG00000032396.17	XP_015674073.1, XP_029140450.1
OG0005243	ENSMUSG00000032252.14	XP_015667385.2
OG0005244	ENSMUSG00000027942.17, ENSMUSG00000118504.1	XP_015668867.1
OG0005245	ENSMUSG00000075229.11	XP_015667620.1
OG0005246	ENSMUSG00000059183.12	XP_029142986.1, XP_015674652.2
OG0005247	ENSMUSG00000022696.17	XP_015667594.1
OG0005248	ENSMUSG00000086228.2	XP_015674643.1
OG0005249	ENSMUSG00000041837.4	XP_015674642.1
OG0005250	ENSMUSG00000004270.13	XP_015669513.1, XP_015669514.1
OG0005251	ENSMUSG00000032388.7	XP_015674639.1, XP_015674640.1
OG0005252	ENSMUSG00000020898.18	XP_015667593.2
OG0005253	ENSMUSG00000030341.17	XP_029139206.1
OG0005255	ENSMUSG00000025789.9	XP_029141577.1, XP_015679705.1
OG0005256	ENSMUSG00000022828.10	XP_015667602.1
OG0005257	ENSMUSG00000008153.12	XP_015669517.1
OG0005258	ENSMUSG00000078671.11	XP_015681077.1
OG0005259	ENSMUSG00000031137.17	XP_015687962.1
OG0005260	ENSMUSG00000061118.8	XP_015668307.1
OG0005261	ENSMUSG00000043614.13	XP_015668306.1
OG0005262	ENSMUSG00000000093.6	XP_015682408.1
OG0005263	ENSMUSG00000118560.1	XP_015678478.1
OG0005264	ENSMUSG00000033285.15	XP_015669524.1
OG0005265	ENSMUSG00000054836.12	XP_015684551.1
OG0005266	ENSMUSG00000027865.10	XP_015669525.1
OG0005267	ENSMUSG00000036534.6	XP_015667665.1
OG0005268	ENSMUSG00000066571.13	XP_015667576.1
OG0005269	ENSMUSG00000006373.10	XP_015682387.1
OG0005270	ENSMUSG00000037636.6	XP_015682388.1
OG0005271	ENSMUSG00000028414.17	XP_029140772.1, XP_015675920.1
OG0005272	ENSMUSG00000028420.13	XP_015675919.1
OG0005273	ENSMUSG00000030924.16	XP_029141650.1, XP_029142834.1
OG0005274	ENSMUSG00000048787.13	XP_015680087.1
OG0005275	ENSMUSG00000028426.10	XP_015676858.1
OG0005276	ENSMUSG00000032026.7	XP_015668388.1
OG0005277	ENSMUSG00000075267.9	XP_015674337.2, XP_029140493.1
OG0005278	ENSMUSG00000011096.17	XP_015683373.1, XP_015665832.1
OG0005279	ENSMUSG00000028972.11	XP_015676910.1
OG0005280	ENSMUSG00000042359.18	XP_015674333.1
OG0005281	ENSMUSG00000034748.16	XP_015680119.1
OG0005282	ENSMUSG00000035704.17	XP_015682112.1, XP_015682111.1
OG0005283	ENSMUSG00000056268.15	XP_029140006.1
OG0005284	ENSMUSG00000063382.6	XP_029139352.1
OG0005285	ENSMUSG00000042797.9	XP_015682773.1
OG0005286	ENSMUSG00000061132.13	XP_015666331.1
OG0005287	ENSMUSG00000032097.10	XP_015668400.1
OG0005288	ENSMUSG00000025010.14	XP_015666297.1
OG0005289	ENSMUSG00000036054.15	XP_015666192.1
OG0005290	ENSMUSG00000031807.10	XP_015671210.1
OG0005291	ENSMUSG00000038957.13	XP_015676453.1
OG0005292	ENSMUSG00000062151.13	XP_029138987.1, XP_029138988.1
OG0005293	ENSMUSG00000056999.15, ENSMUSG00000111624.2	XP_015666775.1
OG0005294	ENSMUSG00000041429.3	XP_029143092.1
OG0005295	ENSMUSG00000032259.8	XP_015668408.1, XP_015668407.2
OG0005296	ENSMUSG00000000142.15	XP_015672431.1
OG0005297	ENSMUSG00000040219.4	XP_015668355.1, XP_015684610.1
OG0005298	ENSMUSG00000027365.14	XP_029141258.1
OG0005299	ENSMUSG00000004661.15	XP_015676459.1, XP_015676460.1
OG0005300	ENSMUSG00000020611.14	XP_015665852.1
OG0005301	ENSMUSG00000078963.3	XP_015682363.1, XP_015682370.1
OG0005302	ENSMUSG00000020614.13	XP_015665864.1
OG0005303	ENSMUSG00000028430.14	XP_015667994.1
OG0005304	ENSMUSG00000040263.16	XP_015677503.1
OG0005305	ENSMUSG00000026975.10	XP_029142418.1, XP_015685809.1
OG0005306	ENSMUSG00000046318.16	XP_015675281.1
OG0005307	ENSMUSG00000019054.13	XP_015675786.1
OG0005308	ENSMUSG00000027472.14	XP_015685348.1, XP_015684976.1
OG0005309	ENSMUSG00000021835.15	XP_015677933.1
OG0005310	ENSMUSG00000025521.15	XP_015676123.1
OG0005311	ENSMUSG00000023330.12	XP_015671714.2
OG0005312	ENSMUSG00000035578.16	XP_029141277.1, XP_015683260.1
OG0005313	ENSMUSG00000019139.10	XP_015665543.1
OG0005314	ENSMUSG00000021738.5	XP_015674881.1
OG0005315	ENSMUSG00000012405.16	XP_015667185.1
OG0005316	ENSMUSG00000053453.9	XP_015674887.1
OG0005317	ENSMUSG00000018651.14	XP_015678792.1
OG0005318	ENSMUSG00000056296.17	XP_015684662.1, XP_015674885.1
OG0005319	ENSMUSG00000037852.8	XP_015675298.1
OG0005320	ENSMUSG00000027206.13	XP_015671698.1
OG0005321	ENSMUSG00000027475.9	XP_015679323.1, XP_015684335.1
OG0005322	ENSMUSG00000042548.14	XP_029142354.1, XP_029142748.1
OG0005323	ENSMUSG00000023572.16	XP_029141816.1
OG0005325	ENSMUSG00000062590.13	XP_029140577.1, XP_015685595.1
OG0005326	ENSMUSG00000068394.4	XP_029140018.1
OG0005327	ENSMUSG00000040836.15	XP_015685116.1
OG0005328	ENSMUSG00000026854.16	XP_015678151.1
OG0005329	ENSMUSG00000018697.14	XP_015685494.1
OG0005330	ENSMUSG00000018405.7	XP_015679625.1
OG0005331	ENSMUSG00000030878.11	XP_015676633.1, XP_015676632.1
OG0005332	ENSMUSG00000047153.4	XP_029141038.1
OG0005333	ENSMUSG00000002409.18	XP_029140093.1, XP_015672097.1
OG0005334	ENSMUSG00000048234.13	XP_015672234.2
OG0005335	ENSMUSG00000035064.17	XP_015676631.1
OG0005336	ENSMUSG00000027131.3	XP_015686588.1
OG0005337	ENSMUSG00000001333.9	XP_015667160.1
OG0005338	ENSMUSG00000003134.10	XP_015685420.1, XP_015672231.1
OG0005339	ENSMUSG00000046096.7	XP_015676640.1
OG0005340	ENSMUSG00000069020.9	XP_015687586.1
OG0005341	ENSMUSG00000000976.13	XP_029141806.1
OG0005342	ENSMUSG00000043207.10	XP_015672065.1
OG0005344	ENSMUSG00000030868.6	XP_015668735.1
OG0005345	ENSMUSG00000049562.6	XP_015681965.1
OG0005346	ENSMUSG00000028453.10	XP_029142540.1, XP_029141979.1
OG0005347	ENSMUSG00000022174.8	XP_015671104.1
OG0005348	ENSMUSG00000023110.12	XP_015678808.1
OG0005349	ENSMUSG00000039062.15	XP_015667388.1
OG0005350	ENSMUSG00000033578.7	XP_015676082.1
OG0005351	ENSMUSG00000030518.17	XP_015677615.1
OG0005352	ENSMUSG00000031753.16	XP_015667659.1
OG0005353	ENSMUSG00000006288.8	XP_015680520.1
OG0005354	ENSMUSG00000031262.12	XP_029140795.1
OG0005355	ENSMUSG00000058706.5, ENSMUSG00000108680.1	XP_029138999.1
OG0005356	ENSMUSG00000032870.8	XP_015680173.1
OG0005357	ENSMUSG00000024140.10	XP_015671900.1
OG0005359	ENSMUSG00000031536.6	XP_015666632.1
OG0005360	ENSMUSG00000026841.7	XP_015675822.1
OG0005361	ENSMUSG00000042138.8	XP_015675593.1, XP_015675594.1
OG0005362	ENSMUSG00000033763.14	XP_029139223.1
OG0005363	ENSMUSG00000079562.7	XP_015683985.1
OG0005364	ENSMUSG00000002320.15	XP_029140949.1
OG0005365	ENSMUSG00000051306.7	XP_015676258.1
OG0005366	ENSMUSG00000029613.15	XP_015676257.1
OG0005367	ENSMUSG00000034303.7	XP_015680111.1
OG0005368	ENSMUSG00000031266.7	XP_015676090.2
OG0005369	ENSMUSG00000040472.15	XP_029142055.1
OG0005370	ENSMUSG00000006906.10	XP_015666630.1, XP_015666629.1
OG0005371	ENSMUSG00000019297.9	XP_015681939.1
OG0005372	ENSMUSG00000031107.6	XP_015676093.1
OG0005373	ENSMUSG00000115338.2, ENSMUSG00000021871.19, ENSMUSG00000068417.8	XP_015676887.1
OG0005374	ENSMUSG00000035824.7	XP_029140284.1
OG0005375	ENSMUSG00000043587.15	XP_015676380.1, XP_015676379.1
OG0005376	ENSMUSG00000074818.13	XP_015668913.1
OG0005377	ENSMUSG00000069565.12	XP_015666166.1
OG0005378	ENSMUSG00000030047.14	XP_015666782.1
OG0005379	ENSMUSG00000037095.8	XP_015684614.1, XP_015684136.1, XP_015684137.1
OG0005380	ENSMUSG00000053730.15	XP_015669188.1
OG0005381	ENSMUSG00000036932.14	XP_015676072.1
OG0005382	ENSMUSG00000032449.13	XP_015676381.1
OG0005383	ENSMUSG00000025215.10	XP_015668932.1
OG0005384	ENSMUSG00000030987.5	XP_029142348.1
OG0005385	ENSMUSG00000052271.7	XP_015676260.1
OG0005386	ENSMUSG00000045983.16	XP_015679751.1
OG0005387	ENSMUSG00000059810.18	XP_029143081.1
OG0005388	ENSMUSG00000036959.15	XP_015676094.1
OG0005389	ENSMUSG00000039910.10	XP_015677657.1
OG0005390	ENSMUSG00000006998.16	XP_015679748.1
OG0005391	ENSMUSG00000027944.13	XP_015668866.1
OG0005392	ENSMUSG00000030978.10	XP_015683288.1
OG0005393	ENSMUSG00000041035.9	XP_015668935.1
OG0005394	ENSMUSG00000040006.13, ENSMUSG00000115999.1	XP_015671403.1
OG0005395	ENSMUSG00000032649.14	XP_015672122.1
OG0005396	ENSMUSG00000020895.14	XP_015686026.1, XP_015685630.1
OG0005397	ENSMUSG00000019853.6	XP_015680418.1
OG0005398	ENSMUSG00000019852.7	XP_015679214.1, XP_015680414.1
OG0005400	ENSMUSG00000116422.1, ENSMUSG00000040021.13	XP_015671401.1
OG0005401	ENSMUSG00000020009.13	XP_015679216.1
OG0005402	ENSMUSG00000024187.15	XP_029139171.1
OG0005403	ENSMUSG00000040034.15, ENSMUSG00000116037.1	XP_029139961.1
OG0005404	ENSMUSG00000024099.15	XP_015669754.1
OG0005405	ENSMUSG00000003234.16	XP_015679117.1
OG0005406	ENSMUSG00000019996.17	XP_015665420.1
OG0005407	ENSMUSG00000040624.18	XP_029141066.1, XP_015677450.1
OG0005409	ENSMUSG00000019990.15	XP_015669338.1, XP_029139540.1
OG0005410	ENSMUSG00000019992.8	XP_015686052.1, XP_015665453.1
OG0005411	ENSMUSG00000027109.16	XP_015671389.1
OG0005412	ENSMUSG00000026842.16	XP_015675823.1
OG0005414	ENSMUSG00000055491.14	XP_015669279.1
OG0005415	ENSMUSG00000050199.13	XP_015670867.1
OG0005416	ENSMUSG00000015748.13	XP_029140476.1
OG0005417	ENSMUSG00000028964.14	XP_015668257.1
OG0005418	ENSMUSG00000055612.15	XP_015674782.2
OG0005419	ENSMUSG00000061950.17	XP_015669748.1
OG0005420	ENSMUSG00000015519.12	XP_029140023.1
OG0005421	ENSMUSG00000028106.13	XP_015683381.1, XP_029142383.1
OG0005422	ENSMUSG00000042380.8	XP_015675945.1
OG0005423	ENSMUSG00000049044.16	XP_015674808.1
OG0005424	ENSMUSG00000096054.3	XP_015686538.1, XP_015677369.1
OG0005425	ENSMUSG00000019970.15	XP_015674218.1
OG0005426	ENSMUSG00000039031.16	XP_015673128.1
OG0005427	ENSMUSG00000020280.12	XP_015685617.1, XP_015685440.1
OG0005428	ENSMUSG00000020275.9	XP_015667999.1
OG0005430	ENSMUSG00000044006.8	XP_029138813.1
OG0005431	ENSMUSG00000058056.16	XP_029140086.1, XP_029140085.1, XP_015672037.1
OG0005432	ENSMUSG00000041482.17	XP_015669742.1
OG0005433	ENSMUSG00000014542.3	XP_015682726.1
OG0005434	ENSMUSG00000038005.15	XP_015669985.1, XP_015669979.1
OG0005435	ENSMUSG00000031647.10	XP_015669966.1, XP_015669958.1
OG0005436	ENSMUSG00000057228.6	XP_015669938.1
OG0005437	ENSMUSG00000056121.16	XP_015671479.1
OG0005438	ENSMUSG00000031131.11	XP_015687957.1, XP_015687958.1
OG0005439	ENSMUSG00000090958.2	XP_015683478.1, XP_015683538.1
OG0005440	ENSMUSG00000031833.10, ENSMUSG00000110763.1	XP_015665532.1
OG0005441	ENSMUSG00000029061.2	XP_015675074.1
OG0005442	ENSMUSG00000022841.15	XP_015675892.1
OG0005443	ENSMUSG00000000392.17	XP_015669231.1
OG0005444	ENSMUSG00000025159.8	XP_015678943.1
OG0005445	ENSMUSG00000035000.8	XP_015679255.2, XP_015669219.1
OG0005446	ENSMUSG00000006299.13	XP_015675951.1
OG0005447	ENSMUSG00000022371.16	XP_029141948.1
OG0005448	ENSMUSG00000028906.17	XP_015687570.1, XP_015687578.1
OG0005449	ENSMUSG00000041544.11	XP_015685106.1, XP_015681840.1
OG0005450	ENSMUSG00000038663.7	XP_015687107.1, XP_015687108.1
OG0005451	ENSMUSG00000033632.16	XP_015667914.1
OG0005452	ENSMUSG00000026270.11	XP_015687187.1, XP_015685697.1
OG0005453	ENSMUSG00000025154.15	XP_015678936.1
OG0005454	ENSMUSG00000024193.8	XP_029141688.1
OG0005455	ENSMUSG00000028803.18	XP_015675780.1
OG0005456	ENSMUSG00000028860.13	XP_029141421.1
OG0005457	ENSMUSG00000026240.12	XP_015680876.1, XP_015680877.1
OG0005458	ENSMUSG00000026237.5	XP_015674770.1
OG0005459	ENSMUSG00000037692.14	XP_015670657.1
OG0005460	ENSMUSG00000038943.16	XP_015674088.1
OG0005461	ENSMUSG00000027509.11	XP_015680909.1, XP_015680910.1, XP_015680908.1, XP_015680907.1
OG0005462	ENSMUSG00000048222.3, ENSMUSG00000068479.5	XP_015674082.1
OG0005463	ENSMUSG00000028640.11	XP_015680263.1
OG0005464	ENSMUSG00000027502.11	XP_015680266.1, XP_015686375.1
OG0005465	ENSMUSG00000027248.13	XP_015674084.2
OG0005466	ENSMUSG00000074570.14	XP_015680261.1
OG0005467	ENSMUSG00000027495.4	XP_015681786.1
OG0005468	ENSMUSG00000000751.13	XP_015681029.2, XP_015685544.1
OG0005469	ENSMUSG00000038217.13	XP_015673833.1
OG0005470	ENSMUSG00000020850.14	XP_015673834.1
OG0005471	ENSMUSG00000112920.1, ENSMUSG00000069825.12	XP_029142009.1
OG0005472	ENSMUSG00000025408.15	XP_015678104.1
OG0005473	ENSMUSG00000047804.15	XP_015682644.1, XP_029142511.1
OG0005474	ENSMUSG00000040354.14	XP_015678102.1
OG0005475	ENSMUSG00000040345.10	XP_029141241.1
OG0005476	ENSMUSG00000025407.7	XP_029142806.1, XP_015685421.1
OG0005477	ENSMUSG00000025404.15	XP_015671838.1
OG0005478	ENSMUSG00000039483.10	XP_015678155.1
OG0005479	ENSMUSG00000032370.8	XP_015666469.1
OG0005480	ENSMUSG00000032123.5	XP_015668393.1
OG0005481	ENSMUSG00000074358.9	XP_029142105.1
OG0005483	ENSMUSG00000041649.13	XP_015687974.1
OG0005484	ENSMUSG00000035202.8	XP_015678431.1
OG0005485	ENSMUSG00000002477.5	XP_015678483.1
OG0005486	ENSMUSG00000037003.16	XP_029140686.1, XP_015672255.1
OG0005487	ENSMUSG00000060509.5	XP_015678876.1
OG0005488	ENSMUSG00000031349.4	XP_015677790.1
OG0005489	ENSMUSG00000045594.10	XP_015678272.1
OG0005490	ENSMUSG00000051412.6	XP_015677794.1
OG0005491	ENSMUSG00000029642.11	XP_015677792.1, XP_015677793.1
OG0005492	ENSMUSG00000034177.15	XP_015672674.1
OG0005493	ENSMUSG00000070345.3	XP_015672681.1
OG0005494	ENSMUSG00000005968.14	XP_015685396.2, XP_015685413.1
OG0005495	ENSMUSG00000022554.7	XP_015679424.1
OG0005496	ENSMUSG00000005615.15	XP_015685459.1, XP_015686090.1
OG0005498	ENSMUSG00000005779.12	XP_015677527.1
OG0005499	ENSMUSG00000017677.11	XP_015678986.1
OG0005500	ENSMUSG00000029173.12	XP_015682621.1
OG0005501	ENSMUSG00000095654.2	XP_015680148.1
OG0005502	ENSMUSG00000018334.18	XP_015681042.1
OG0005503	ENSMUSG00000056258.9	XP_015684737.1
OG0005504	ENSMUSG00000029009.17	XP_015678863.1
OG0005505	ENSMUSG00000009070.14	XP_015678883.1
OG0005506	ENSMUSG00000030494.13	XP_015677167.1
OG0005507	ENSMUSG00000031486.15	XP_015681590.1
OG0005508	ENSMUSG00000035237.7	XP_015667667.1
OG0005509	ENSMUSG00000021408.15	XP_015669564.1
OG0005510	ENSMUSG00000002031.13	XP_029139353.1
OG0005511	ENSMUSG00000038286.11	XP_015669781.1
OG0005512	ENSMUSG00000023072.14	XP_015677170.1
OG0005513	ENSMUSG00000031489.15	XP_015681595.1
OG0005514	ENSMUSG00000067365.10	XP_015673142.1
OG0005515	ENSMUSG00000048118.17	XP_015676738.1
OG0005516	ENSMUSG00000067367.9	XP_015680791.1
OG0005517	ENSMUSG00000028737.15	XP_015683708.1, XP_015685682.1
OG0005518	ENSMUSG00000029127.15	XP_029141783.1
OG0005519	ENSMUSG00000029126.7	XP_015680788.1
OG0005520	ENSMUSG00000029125.14	XP_015680787.1
OG0005521	ENSMUSG00000027018.11	XP_015667347.1, XP_015667348.1
OG0005522	ENSMUSG00000021079.16	XP_015676737.1, XP_015676735.1
OG0005523	ENSMUSG00000030417.15	XP_015675558.1
OG0005524	ENSMUSG00000059890.16	XP_015668405.1, XP_015668404.1
OG0005525	ENSMUSG00000031950.7	XP_015666941.1, XP_015666940.1
OG0005526	ENSMUSG00000031949.17	XP_029139056.1, XP_029139055.1
OG0005527	ENSMUSG00000031783.10	XP_015680043.1
OG0005528	ENSMUSG00000032092.5	XP_029139357.1
OG0005529	ENSMUSG00000041997.16	XP_015667354.1
OG0005530	ENSMUSG00000005125.13	XP_015676375.1, XP_015676398.2
OG0005531	ENSMUSG00000038812.16	XP_015684042.1
OG0005532	ENSMUSG00000031430.8, ENSMUSG00000115864.1	XP_015687910.2
OG0005533	ENSMUSG00000032750.13	XP_029143214.1
OG0005534	ENSMUSG00000116430.1, ENSMUSG00000031429.14	XP_015687921.1
OG0005535	ENSMUSG00000071317.4	XP_015667685.1
OG0005536	ENSMUSG00000071662.4	XP_015676988.1, XP_015685306.1
OG0005537	ENSMUSG00000042185.14	XP_015676232.1
OG0005538	ENSMUSG00000019849.11	XP_015667696.1
OG0005539	ENSMUSG00000022875.18, ENSMUSG00000060459.14	XP_029141211.1
OG0005540	ENSMUSG00000022377.16	XP_015667315.1
OG0005541	ENSMUSG00000035697.14	XP_029138812.1
OG0005542	ENSMUSG00000019373.11	XP_015673300.1
OG0005543	ENSMUSG00000022877.9	XP_029141210.1
OG0005544	ENSMUSG00000029433.16	XP_015670938.1
OG0005545	ENSMUSG00000049086.8, ENSMUSG00000022346.15	XP_029142575.1
OG0005546	ENSMUSG00000029427.11	XP_015670897.1
OG0005547	ENSMUSG00000028180.18	XP_015678821.1
OG0005548	ENSMUSG00000029414.11	XP_029139870.1
OG0005549	ENSMUSG00000035759.4	XP_015680674.1, XP_029141759.1
OG0005550	ENSMUSG00000053870.7	XP_015668692.1
OG0005551	ENSMUSG00000032035.16	XP_015675621.1
OG0005552	ENSMUSG00000037075.7, ENSMUSG00000115463.1	XP_015667203.1
OG0005553	ENSMUSG00000096225.7	XP_015668701.1, XP_015668700.1
OG0005554	ENSMUSG00000040860.16	XP_029142024.1
OG0005555	ENSMUSG00000038975.14	XP_015668704.1
OG0005556	ENSMUSG00000042121.16	XP_015671245.1, XP_015671243.1
OG0005557	ENSMUSG00000034520.14	XP_015686944.1
OG0005558	ENSMUSG00000090122.3	XP_015671135.1
OG0005559	ENSMUSG00000061298.14	XP_015668024.1, XP_015666401.1
OG0005560	ENSMUSG00000116332.1, ENSMUSG00000022357.2	XP_015679951.1
OG0005561	ENSMUSG00000036995.7	XP_029143181.1
OG0005562	ENSMUSG00000037466.13	XP_015677150.1
OG0005563	ENSMUSG00000116076.1, ENSMUSG00000022358.7	XP_015679950.1
OG0005564	ENSMUSG00000039068.16	XP_015673701.1, XP_015673700.1
OG0005565	ENSMUSG00000028544.14	XP_015668032.1, XP_015668033.1
OG0005567	ENSMUSG00000022360.8, ENSMUSG00000116053.1	XP_029141612.1
OG0005568	ENSMUSG00000028719.8	XP_015668034.1
OG0005569	ENSMUSG00000001672.14	XP_015667007.1
OG0005570	ENSMUSG00000069495.12	XP_015677567.1
OG0005571	ENSMUSG00000041308.6	XP_029139078.1, XP_015666960.1
OG0005572	ENSMUSG00000031917.12	XP_015666961.1
OG0005573	ENSMUSG00000028036.6	XP_015673684.1
OG0005574	ENSMUSG00000031665.7	XP_015683583.2
OG0005575	ENSMUSG00000036745.15	XP_015678707.1
OG0005576	ENSMUSG00000033411.16	XP_015667412.1
OG0005578	ENSMUSG00000041986.16	XP_015668569.1, XP_015668577.1
OG0005579	ENSMUSG00000022340.15	XP_015682758.1
OG0005580	ENSMUSG00000019715.14	XP_029141768.1
OG0005581	ENSMUSG00000022339.9	XP_015682757.1, XP_015685894.1
OG0005582	ENSMUSG00000032030.16	XP_015668524.1
OG0005583	ENSMUSG00000039953.13	XP_015676904.1
OG0005584	ENSMUSG00000028187.10	XP_015668909.1
OG0005585	ENSMUSG00000028188.13	XP_015668899.1
OG0005586	ENSMUSG00000028189.12	XP_015668898.1, XP_015668908.1
OG0005587	ENSMUSG00000022337.7	XP_015675126.1
OG0005588	ENSMUSG00000045333.15	XP_015674467.2, XP_015674476.1
OG0005589	ENSMUSG00000020537.9	XP_015673302.1
OG0005590	ENSMUSG00000028914.13	XP_015675859.1
OG0005591	ENSMUSG00000033837.5	XP_029141473.1
OG0005592	ENSMUSG00000034917.8	XP_029138921.1
OG0005593	ENSMUSG00000027202.12	XP_015671707.1
OG0005594	ENSMUSG00000027203.15	XP_015671713.1
OG0005595	ENSMUSG00000026999.14	XP_015684055.1, XP_015684054.1
OG0005596	ENSMUSG00000000538.18	XP_015673330.1
OG0005597	ENSMUSG00000036853.5	XP_029139461.1
OG0005598	ENSMUSG00000036863.12	XP_029139459.1
OG0005599	ENSMUSG00000020647.10	XP_015668465.1
OG0005600	ENSMUSG00000042895.6	XP_015686744.1, XP_015683935.1
OG0005601	ENSMUSG00000017412.15	XP_015669858.1
OG0005602	ENSMUSG00000022307.16	XP_015678214.2
OG0005603	ENSMUSG00000020196.10	XP_015679934.1, XP_015676356.1
OG0005604	ENSMUSG00000078762.10	XP_015671575.1
OG0005605	ENSMUSG00000074182.8	XP_015674484.1
OG0005606	ENSMUSG00000043535.13	XP_029141111.1
OG0005607	ENSMUSG00000030522.14	XP_015666483.1
OG0005608	ENSMUSG00000030278.11	XP_015672952.1
OG0005609	ENSMUSG00000021972.14	XP_029139371.1
OG0005610	ENSMUSG00000013418.8	XP_029138875.1
OG0005611	ENSMUSG00000075600.3	XP_015684988.1, XP_029142036.1
OG0005612	ENSMUSG00000030523.18	XP_015666464.1
OG0005613	ENSMUSG00000020745.15	XP_015679988.1
OG0005614	ENSMUSG00000026812.16	XP_029141917.1
OG0005615	ENSMUSG00000051790.15	XP_015684150.1, XP_015684149.1, XP_015684148.1
OG0005616	ENSMUSG00000050721.9	XP_015673799.2
OG0005617	ENSMUSG00000032226.5	XP_015666487.1
OG0005618	ENSMUSG00000031112.10	XP_029138763.1
OG0005619	ENSMUSG00000059820.14	XP_015668069.1
OG0005620	ENSMUSG00000001227.12	XP_015683188.2
OG0005621	ENSMUSG00000106903.3, ENSMUSG00000022300.10	XP_015677481.1
OG0005622	ENSMUSG00000000168.9	XP_015668058.1
OG0005623	ENSMUSG00000020405.4	XP_015670829.1
OG0005624	ENSMUSG00000028832.11	XP_015680437.1, XP_015680447.1, XP_015680454.1
OG0005625	ENSMUSG00000020492.11	XP_015679967.1
OG0005626	ENSMUSG00000036131.12	XP_029143211.1
OG0005627	ENSMUSG00000054196.7, ENSMUSG00000106929.3	XP_015686296.1
OG0005628	ENSMUSG00000041445.9	XP_029141720.1
OG0005629	ENSMUSG00000055065.7	XP_015672739.1
OG0005630	ENSMUSG00000107137.5, ENSMUSG00000022297.15	XP_015682495.1
OG0005631	ENSMUSG00000024223.3	XP_029141061.1, XP_015668080.1
OG0005632	ENSMUSG00000041143.16	XP_029141674.1
OG0005633	ENSMUSG00000022295.8, ENSMUSG00000116394.1	XP_015671857.1
OG0005634	ENSMUSG00000028747.10	XP_015680221.1
OG0005635	ENSMUSG00000032235.15	XP_029138981.1
OG0005636	ENSMUSG00000028834.13	XP_015680499.1
OG0005637	ENSMUSG00000027381.16	XP_029140864.1, XP_015676417.1, XP_029140869.1
OG0005638	ENSMUSG00000050890.15	XP_015680513.1, XP_015680509.1
OG0005639	ENSMUSG00000029028.14	XP_015675846.1
OG0005640	ENSMUSG00000025857.10	XP_015676413.1
OG0005641	ENSMUSG00000062345.10	XP_015685053.1
OG0005642	ENSMUSG00000030127.15	XP_015669496.1, XP_015669497.1
OG0005643	ENSMUSG00000020544.14	XP_015687371.1
OG0005644	ENSMUSG00000039202.12	XP_015670765.1
OG0005645	ENSMUSG00000025858.12	XP_015676410.1
OG0005646	ENSMUSG00000039546.9	XP_029139328.1
OG0005647	ENSMUSG00000037443.13	XP_015680554.1
OG0005648	ENSMUSG00000039577.17	XP_029139329.1
OG0005649	ENSMUSG00000045053.2	XP_015668595.1, XP_015668596.1
OG0005650	ENSMUSG00000034951.10	XP_015687233.1
OG0005651	ENSMUSG00000050966.9	XP_015678459.1
OG0005652	ENSMUSG00000030873.9	XP_029143088.1
OG0005653	ENSMUSG00000039176.17	XP_015670767.2
OG0005654	ENSMUSG00000020430.12	XP_015669135.1
OG0005655	ENSMUSG00000020432.12	XP_015669118.1
OG0005656	ENSMUSG00000038429.10	XP_015669507.1, XP_015669506.1
OG0005657	ENSMUSG00000050732.9, ENSMUSG00000103205.1	XP_015666636.1
OG0005658	ENSMUSG00000024251.10	XP_015668567.1
OG0005659	ENSMUSG00000038372.14	XP_015669330.1, XP_015669253.1
OG0005660	ENSMUSG00000027104.18	XP_015686089.1, XP_015686096.1
OG0005661	ENSMUSG00000079484.12	XP_015681086.1, XP_015681087.1
OG0005662	ENSMUSG00000031557.16	XP_015681008.1
OG0005663	ENSMUSG00000001741.12	XP_029140733.1
OG0005664	ENSMUSG00000027107.3	XP_015671380.1
OG0005665	ENSMUSG00000025579.14	XP_015675027.1, XP_015672926.1
OG0005666	ENSMUSG00000011154.17	XP_015679416.1, XP_015686164.1
