Orthogroup	M_musculus.pep	P_troglodytes.pep
OG0009174	ENSMUSG00000030718.9	ENSPTRG00000004061.6
OG0009175	ENSMUSG00000029477.14	ENSPTRG00000005563.6
OG0009176	ENSMUSG00000079614.4	ENSPTRG00000009885.6
OG0009177	ENSMUSG00000026427.16	ENSPTRG00000001913.7
OG0009178	ENSMUSG00000063605.5	ENSPTRG00000008159.5
OG0009179	ENSMUSG00000033949.12	ENSPTRG00000017145.5
OG0009180	ENSMUSG00000021418.15	ENSPTRG00000017690.6
OG0009181	ENSMUSG00000024477.4	ENSPTRG00000017146.6
OG0009182	ENSMUSG00000027022.14	ENSPTRG00000012600.6
OG0009183	ENSMUSG00000035539.14	ENSPTRG00000021162.6
OG0009184	ENSMUSG00000066148.3	ENSPTRG00000021274.5
OG0009185	ENSMUSG00000024542.9	ENSPTRG00000009886.6
OG0009186	ENSMUSG00000001558.5	ENSPTRG00000009182.6
OG0009187	ENSMUSG00000033319.5	ENSPTRG00000017150.3
OG0009188	ENSMUSG00000056130.10	ENSPTRG00000049062.1
OG0009189	ENSMUSG00000036502.14	ENSPTRG00000044206.1
OG0009190	ENSMUSG00000016529.5	ENSPTRG00000001916.2
OG0009191	ENSMUSG00000019731.13	ENSPTRG00000010648.5
OG0009192	ENSMUSG00000033184.14	ENSPTRG00000017152.5
OG0009193	ENSMUSG00000066149.11	ENSPTRG00000021273.2
OG0009194	ENSMUSG00000033022.8	ENSPTRG00000017153.4
OG0009195	ENSMUSG00000066150.12	ENSPTRG00000048665.1, ENSPTRG00000021272.7
OG0009196	ENSMUSG00000036551.6	ENSPTRG00000022232.7
OG0009197	ENSMUSG00000045569.7	ENSPTRG00000047238.1
OG0009198	ENSMUSG00000057604.9	ENSPTRG00000014579.6
OG0009199	ENSMUSG00000029440.15	ENSPTRG00000005569.5
OG0009200	ENSMUSG00000026417.13	ENSPTRG00000001921.4
OG0009201	ENSMUSG00000046691.14	ENSPTRG00000008274.5
OG0009202	ENSMUSG00000049287.5	ENSPTRG00000002072.3
OG0009203	ENSMUSG00000043448.13	ENSPTRG00000002070.4
OG0009204	ENSMUSG00000036860.14	ENSPTRG00000002068.6
OG0009205	ENSMUSG00000042705.9	ENSPTRG00000017159.4
OG0009206	ENSMUSG00000020441.6	ENSPTRG00000002067.6
OG0009207	ENSMUSG00000019647.16	ENSPTRG00000017162.7
OG0009208	ENSMUSG00000041130.10	ENSPTRG00000007625.5
OG0009209	ENSMUSG00000022215.6	ENSPTRG00000006193.5
OG0009210	ENSMUSG00000033697.16	ENSPTRG00000020714.5
OG0009211	ENSMUSG00000026312.17	ENSPTRG00000010094.5
OG0009212	ENSMUSG00000040888.10	ENSPTRG00000045515.1
OG0009213	ENSMUSG00000063409.12	ENSPTRG00000005574.6
OG0009214	ENSMUSG00000035769.9	ENSPTRG00000014758.3
OG0009215	ENSMUSG00000035168.16	ENSPTRG00000012561.7
OG0009216	ENSMUSG00000026791.14	ENSPTRG00000021387.7
OG0009217	ENSMUSG00000020225.10	ENSPTRG00000005186.7
OG0009218	ENSMUSG00000035984.14	ENSPTRG00000017279.2
OG0009219	ENSMUSG00000031770.16	ENSPTRG00000008144.6
OG0009220	ENSMUSG00000034848.17	ENSPTRG00000012594.6
OG0009221	ENSMUSG00000039257.11	ENSPTRG00000010778.4
OG0009222	ENSMUSG00000075249.12	ENSPTRG00000039357.2
OG0009223	ENSMUSG00000031703.8	ENSPTRG00000008089.5
OG0009224	ENSMUSG00000028630.9	ENSPTRG00000042857.1
OG0009225	ENSMUSG00000063550.8	ENSPTRG00000003200.6
OG0009226	ENSMUSG00000020212.14	ENSPTRG00000005196.6
OG0009227	ENSMUSG00000038702.6	ENSPTRG00000029284.5
OG0009228	ENSMUSG00000049106.7	ENSPTRG00000006478.6
OG0009229	ENSMUSG00000024507.6	ENSPTRG00000017168.5
OG0009230	ENSMUSG00000030990.18	ENSPTRG00000003202.6
OG0009231	ENSMUSG00000052798.13	ENSPTRG00000005200.6
OG0009232	ENSMUSG00000029186.12	ENSPTRG00000015960.6
OG0009233	ENSMUSG00000024165.9	ENSPTRG00000034459.3
OG0009234	ENSMUSG00000029439.14	ENSPTRG00000005640.3
OG0009235	ENSMUSG00000024614.7	ENSPTRG00000010099.3
OG0009236	ENSMUSG00000073565.5	ENSPTRG00000017170.5
OG0009237	ENSMUSG00000022545.13	ENSPTRG00000007789.7
OG0009238	ENSMUSG00000059060.15	ENSPTRG00000006472.7
OG0009239	ENSMUSG00000009569.14	ENSPTRG00000007791.6
OG0009240	ENSMUSG00000055531.12	ENSPTRG00000005205.6
OG0009241	ENSMUSG00000046070.9	ENSPTRG00000007610.4
OG0009242	ENSMUSG00000024534.15	ENSPTRG00000017175.6
OG0009243	ENSMUSG00000032360.16	ENSPTRG00000018297.4
OG0009244	ENSMUSG00000031697.12	ENSPTRG00000008080.4
OG0009245	ENSMUSG00000021120.11	ENSPTRG00000006466.3
OG0009246	ENSMUSG00000034484.8	ENSPTRG00000028644.5
OG0009247	ENSMUSG00000021125.6	ENSPTRG00000006467.3
OG0009248	ENSMUSG00000031696.9	ENSPTRG00000008079.5
OG0009249	ENSMUSG00000020170.4	ENSPTRG00000005207.5
OG0009250	ENSMUSG00000029775.14	ENSPTRG00000019687.6
OG0009251	ENSMUSG00000032179.7	ENSPTRG00000018300.2
OG0009253	ENSMUSG00000034391.12	ENSPTRG00000010109.4
OG0009254	ENSMUSG00000022322.8	ENSPTRG00000008078.3
OG0009255	ENSMUSG00000029507.16	ENSPTRG00000005643.6
OG0009256	ENSMUSG00000037331.15	ENSPTRG00000017447.6
OG0009257	ENSMUSG00000024645.5	ENSPTRG00000010110.5
OG0009258	ENSMUSG00000069378.14	ENSPTRG00000017180.6
OG0009259	ENSMUSG00000055435.6	ENSPTRG00000045874.1
OG0009260	ENSMUSG00000039178.9	ENSPTRG00000015970.5
OG0009261	ENSMUSG00000048799.8	ENSPTRG00000017181.6
OG0009262	ENSMUSG00000031758.10	ENSPTRG00000008380.5
OG0009263	ENSMUSG00000061576.15	ENSPTRG00000049680.1, ENSPTRG00000019901.7
OG0009264	ENSMUSG00000021118.7	ENSPTRG00000006463.4
OG0009265	ENSMUSG00000047992.11	ENSPTRG00000010113.6
OG0009266	ENSMUSG00000060187.4	ENSPTRG00000022651.3
OG0009267	ENSMUSG00000031756.5	ENSPTRG00000008383.6
OG0009268	ENSMUSG00000037275.14	ENSPTRG00000017452.5
OG0009269	ENSMUSG00000021116.10	ENSPTRG00000006462.3
OG0009270	ENSMUSG00000052713.9	ENSPTRG00000017183.6
OG0009271	ENSMUSG00000056162.14	ENSPTRG00000010115.6
OG0009272	ENSMUSG00000075324.13	ENSPTRG00000012586.6
OG0009273	ENSMUSG00000043323.17	ENSPTRG00000005650.5
OG0009274	ENSMUSG00000021114.9	ENSPTRG00000006461.4
OG0009275	ENSMUSG00000046982.11	ENSPTRG00000010120.5
OG0009276	ENSMUSG00000014668.15	ENSPTRG00000005661.6
OG0009277	ENSMUSG00000058881.13	ENSPTRG00000010121.5
OG0009278	ENSMUSG00000006095.12	ENSPTRG00000010886.3
OG0009279	ENSMUSG00000041258.18	ENSPTRG00000010123.6
OG0009280	ENSMUSG00000021112.9	ENSPTRG00000006460.5
OG0009281	ENSMUSG00000058230.12	ENSPTRG00000011198.5
OG0009282	ENSMUSG00000029130.12	ENSPTRG00000019914.6
OG0009283	ENSMUSG00000008036.11	ENSPTRG00000011197.5
OG0009284	ENSMUSG00000052557.11	ENSPTRG00000008391.4
OG0009285	ENSMUSG00000047454.12	ENSPTRG00000006457.5
OG0009286	ENSMUSG00000001918.17	ENSPTRG00000011194.4
OG0009287	ENSMUSG00000024553.8	ENSPTRG00000010125.4
OG0009288	ENSMUSG00000020395.13	ENSPTRG00000017464.4
OG0009289	ENSMUSG00000029500.16	ENSPTRG00000005657.4
OG0009290	ENSMUSG00000034330.10	ENSPTRG00000008395.5
OG0009291	ENSMUSG00000039000.8	ENSPTRG00000019919.6
OG0009292	ENSMUSG00000056553.14	ENSPTRG00000052508.1
OG0009293	ENSMUSG00000020411.2	ENSPTRG00000017469.7
OG0009294	ENSMUSG00000042029.7	ENSPTRG00000047803.1
OG0009295	ENSMUSG00000011256.16	ENSPTRG00000017470.6
OG0009296	ENSMUSG00000053950.10	ENSPTRG00000010138.3
OG0009297	ENSMUSG00000031901.12	ENSPTRG00000008259.5
OG0009298	ENSMUSG00000060708.4	ENSPTRG00000051001.1
OG0009299	ENSMUSG00000056214.9	ENSPTRG00000010139.6
OG0009300	ENSMUSG00000021337.8	ENSPTRG00000017788.6
OG0009301	ENSMUSG00000044847.13	ENSPTRG00000017474.5
OG0009302	ENSMUSG00000031902.10	ENSPTRG00000008260.6
OG0009303	ENSMUSG00000006169.20	ENSPTRG00000052146.1
OG0009304	ENSMUSG00000021338.17	ENSPTRG00000017787.6
OG0009305	ENSMUSG00000037791.15	ENSPTRG00000008941.6
OG0009306	ENSMUSG00000031906.9	ENSPTRG00000008267.5
OG0009307	ENSMUSG00000033106.6	ENSPTRG00000008264.6
OG0009308	ENSMUSG00000041231.15	ENSPTRG00000017480.5
OG0009309	ENSMUSG00000036006.20	ENSPTRG00000017782.6
OG0009310	ENSMUSG00000019132.11	ENSPTRG00000017780.6
OG0009311	ENSMUSG00000022515.6	ENSPTRG00000007725.5
OG0009312	ENSMUSG00000030741.15	ENSPTRG00000048927.1
OG0009313	ENSMUSG00000035958.3	ENSPTRG00000017778.6
OG0009314	ENSMUSG00000031871.9	ENSPTRG00000008190.5
OG0009315	ENSMUSG00000035936.6	ENSPTRG00000017776.7
OG0009316	ENSMUSG00000021147.17	ENSPTRG00000002240.5
OG0009317	ENSMUSG00000021339.4	ENSPTRG00000017774.7
OG0009318	ENSMUSG00000035910.15	ENSPTRG00000017772.5
OG0009319	ENSMUSG00000048978.14	ENSPTRG00000017770.5
OG0009320	ENSMUSG00000028431.11	ENSPTRG00000021233.7
OG0009321	ENSMUSG00000076431.4	ENSPTRG00000029832.4
OG0009322	ENSMUSG00000038732.15	ENSPTRG00000017761.5
OG0009323	ENSMUSG00000038068.15	ENSPTRG00000017759.6
OG0009324	ENSMUSG00000038080.17	ENSPTRG00000017757.7
OG0009325	ENSMUSG00000044231.3	ENSPTRG00000017755.4
OG0009326	ENSMUSG00000030714.14	ENSPTRG00000007925.4
OG0009327	ENSMUSG00000042078.14	ENSPTRG00000005416.5
OG0009328	ENSMUSG00000031584.16	ENSPTRG00000020138.6
OG0009329	ENSMUSG00000013629.16	ENSPTRG00000011756.6
OG0009330	ENSMUSG00000025812.18	ENSPTRG00000002415.7
OG0009331	ENSMUSG00000049184.6	ENSPTRG00000020143.5
OG0009332	ENSMUSG00000063200.4	ENSPTRG00000049899.1, ENSPTRG00000017737.5
OG0009333	ENSMUSG00000036550.16	ENSPTRG00000008183.6
OG0009334	ENSMUSG00000031583.13	ENSPTRG00000020145.5
OG0009335	ENSMUSG00000023908.8	ENSPTRG00000007674.6
OG0009336	ENSMUSG00000015396.4	ENSPTRG00000017742.6
OG0009337	ENSMUSG00000050335.17	ENSPTRG00000006370.6
OG0009338	ENSMUSG00000003437.14	ENSPTRG00000010964.3
OG0009339	ENSMUSG00000015766.14	ENSPTRG00000004733.5
OG0009340	ENSMUSG00000071506.4	ENSPTRG00000043949.1, ENSPTRG00000019804.5
OG0009341	ENSMUSG00000016933.17	ENSPTRG00000013500.6
OG0009342	ENSMUSG00000037544.14	ENSPTRG00000006371.5
OG0009343	ENSMUSG00000031516.11	ENSPTRG00000020134.5
OG0009344	ENSMUSG00000037536.14	ENSPTRG00000006373.5
OG0009345	ENSMUSG00000038175.10	ENSPTRG00000023743.5
OG0009346	ENSMUSG00000037526.7	ENSPTRG00000006375.5
OG0009347	ENSMUSG00000090523.2	ENSPTRG00000012422.6
OG0009348	ENSMUSG00000030340.16	ENSPTRG00000004571.6
OG0009349	ENSMUSG00000046876.16	ENSPTRG00000039250.2
OG0009350	ENSMUSG00000035877.17	ENSPTRG00000013501.6
OG0009351	ENSMUSG00000050271.12	ENSPTRG00000019968.5
OG0009352	ENSMUSG00000055976.6	ENSPTRG00000040603.2
OG0009353	ENSMUSG00000070056.6	ENSPTRG00000019969.6
OG0009354	ENSMUSG00000024382.13	ENSPTRG00000046940.1
OG0009355	ENSMUSG00000021373.16	ENSPTRG00000017750.5
OG0009356	ENSMUSG00000031527.7	ENSPTRG00000050102.1
OG0009357	ENSMUSG00000021850.14	ENSPTRG00000048155.1, ENSPTRG00000006386.4
OG0009358	ENSMUSG00000038252.13	ENSPTRG00000004576.6
OG0009359	ENSMUSG00000024240.13	ENSPTRG00000002410.7
OG0009360	ENSMUSG00000031530.6	ENSPTRG00000020129.6
OG0009361	ENSMUSG00000021579.4	ENSPTRG00000016673.4
OG0009362	ENSMUSG00000059325.14	ENSPTRG00000016084.6
OG0009363	ENSMUSG00000026188.11	ENSPTRG00000012895.5
OG0009364	ENSMUSG00000026187.9	ENSPTRG00000012896.5
OG0009365	ENSMUSG00000029248.14	ENSPTRG00000049168.1
OG0009366	ENSMUSG00000050700.11	ENSPTRG00000013503.5
OG0009367	ENSMUSG00000063820.11	ENSPTRG00000023347.2
OG0009368	ENSMUSG00000041225.16	ENSPTRG00000002406.7
OG0009369	ENSMUSG00000051335.6	ENSPTRG00000051423.1
OG0009370	ENSMUSG00000000567.5	ENSPTRG00000009592.3
OG0009371	ENSMUSG00000041695.2	ENSPTRG00000009590.6
OG0009372	ENSMUSG00000038279.10	ENSPTRG00000004579.7
OG0009373	ENSMUSG00000051497.15	ENSPTRG00000009589.6
OG0009374	ENSMUSG00000054728.17	ENSPTRG00000046942.1
OG0009375	ENSMUSG00000031532.6	ENSPTRG00000020131.6
OG0009376	ENSMUSG00000027643.9	ENSPTRG00000013472.3
OG0009377	ENSMUSG00000036285.10	ENSPTRG00000016088.5
OG0009378	ENSMUSG00000027646.15	ENSPTRG00000013474.5
OG0009379	ENSMUSG00000033960.6	ENSPTRG00000002395.6
OG0009380	ENSMUSG00000024235.11	ENSPTRG00000002400.3
OG0009381	ENSMUSG00000024232.2	ENSPTRG00000002389.4
OG0009382	ENSMUSG00000022269.13	ENSPTRG00000016742.5
OG0009383	ENSMUSG00000043556.10	ENSPTRG00000016741.4
OG0009384	ENSMUSG00000035863.14	ENSPTRG00000010163.5
OG0009385	ENSMUSG00000022265.7	ENSPTRG00000016739.4
OG0009386	ENSMUSG00000039005.13	ENSPTRG00000021299.7
OG0009387	ENSMUSG00000030329.11	ENSPTRG00000004585.6
OG0009388	ENSMUSG00000109336.1	ENSPTRG00000010961.6
OG0009389	ENSMUSG00000042002.11	ENSPTRG00000005421.6
OG0009390	ENSMUSG00000004895.9	ENSPTRG00000001475.6
OG0009391	ENSMUSG00000029026.16	ENSPTRG00000000062.5
OG0009392	ENSMUSG00000040688.16	ENSPTRG00000007621.6
OG0009393	ENSMUSG00000037216.5	ENSPTRG00000012273.5
OG0009394	ENSMUSG00000030034.11	ENSPTRG00000042535.2
OG0009395	ENSMUSG00000026088.15	ENSPTRG00000012274.3
OG0009396	ENSMUSG00000022677.15	ENSPTRG00000007811.6
OG0009397	ENSMUSG00000044149.7	ENSPTRG00000022226.5
OG0009398	ENSMUSG00000031093.14	ENSPTRG00000022212.6
OG0009399	ENSMUSG00000033579.16	ENSPTRG00000008350.4
OG0009400	ENSMUSG00000070319.6	ENSPTRG00000010460.4
OG0009401	ENSMUSG00000028863.13	ENSPTRG00000047980.1
OG0009402	ENSMUSG00000022887.9	ENSPTRG00000015725.6
OG0009403	ENSMUSG00000026779.6	ENSPTRG00000002379.7
OG0009404	ENSMUSG00000029213.11	ENSPTRG00000016031.6
OG0009405	ENSMUSG00000005220.10	ENSPTRG00000016034.3
OG0009406	ENSMUSG00000028869.13	ENSPTRG00000000549.4
OG0009407	ENSMUSG00000039205.16	ENSPTRG00000045021.1, ENSPTRG00000051341.1
OG0009408	ENSMUSG00000063659.11	ENSPTRG00000002175.5
OG0009409	ENSMUSG00000044730.17	ENSPTRG00000000551.5
OG0009410	ENSMUSG00000028889.17	ENSPTRG00000000557.5
OG0009411	ENSMUSG00000021431.15	ENSPTRG00000017703.6
OG0009413	ENSMUSG00000026787.3	ENSPTRG00000002372.7
OG0009414	ENSMUSG00000024816.12	ENSPTRG00000047745.1, ENSPTRG00000044235.1
OG0009415	ENSMUSG00000030590.15	ENSPTRG00000049914.1, ENSPTRG00000010929.6
OG0009416	ENSMUSG00000035776.14	ENSPTRG00000022369.6
OG0009417	ENSMUSG00000030589.15	ENSPTRG00000010930.6, ENSPTRG00000048885.1
OG0009418	ENSMUSG00000026495.8	ENSPTRG00000030083.4
OG0009419	ENSMUSG00000048550.17	ENSPTRG00000002368.4
OG0009420	ENSMUSG00000039774.12	ENSPTRG00000021180.6
OG0009421	ENSMUSG00000031189.12	ENSPTRG00000022353.7
OG0009422	ENSMUSG00000068122.10	ENSPTRG00000052314.1
OG0009423	ENSMUSG00000035653.16	ENSPTRG00000006300.6
OG0009424	ENSMUSG00000032643.12	ENSPTRG00000000560.4
OG0009425	ENSMUSG00000028907.7	ENSPTRG00000000561.3
OG0009426	ENSMUSG00000039809.10	ENSPTRG00000021177.6
OG0009427	ENSMUSG00000036352.16	ENSPTRG00000021543.4
OG0009428	ENSMUSG00000031891.6	ENSPTRG00000008230.4
OG0009429	ENSMUSG00000030423.7	ENSPTRG00000010779.4
OG0009430	ENSMUSG00000034987.4	ENSPTRG00000017551.6
OG0009431	ENSMUSG00000024271.8	ENSPTRG00000009977.6
OG0009432	ENSMUSG00000045875.13	ENSPTRG00000020100.6
OG0009433	ENSMUSG00000027318.17	ENSPTRG00000013200.7
OG0009434	ENSMUSG00000035495.15	ENSPTRG00000021166.7
OG0009435	ENSMUSG00000029153.11	ENSPTRG00000016048.5
OG0009436	ENSMUSG00000058488.7	ENSPTRG00000005772.4
OG0009437	ENSMUSG00000000085.16	ENSPTRG00000000601.7
OG0009438	ENSMUSG00000028521.17	ENSPTRG00000000838.5
OG0009439	ENSMUSG00000030708.14	ENSPTRG00000047842.1
OG0009440	ENSMUSG00000029156.11	ENSPTRG00000016053.5
OG0009441	ENSMUSG00000028522.16	ENSPTRG00000000837.7
OG0009442	ENSMUSG00000003282.9	ENSPTRG00000051855.1
OG0009443	ENSMUSG00000035126.19	ENSPTRG00000043837.1
OG0009444	ENSMUSG00000038827.11	ENSPTRG00000021234.6
OG0009445	ENSMUSG00000049907.8	ENSPTRG00000016058.4
OG0009446	ENSMUSG00000026740.12	ENSPTRG00000002349.6
OG0009447	ENSMUSG00000028524.21	ENSPTRG00000000832.6
OG0009448	ENSMUSG00000028337.14	ENSPTRG00000021175.5
OG0009450	ENSMUSG00000024798.15	ENSPTRG00000002741.6
OG0009451	ENSMUSG00000040734.14	ENSPTRG00000011150.6
OG0009452	ENSMUSG00000025902.13	ENSPTRG00000020254.5
OG0009453	ENSMUSG00000041180.13	ENSPTRG00000002747.5
OG0009454	ENSMUSG00000030650.18	ENSPTRG00000007831.6
OG0009455	ENSMUSG00000067279.3	ENSPTRG00000041574.2
OG0009456	ENSMUSG00000098132.1	ENSPTRG00000047122.1
OG0009457	ENSMUSG00000033793.12	ENSPTRG00000020249.5
OG0009458	ENSMUSG00000033904.16	ENSPTRG00000007834.6
OG0009459	ENSMUSG00000055116.8	ENSPTRG00000003376.6
OG0009460	ENSMUSG00000025905.14	ENSPTRG00000038846.2
OG0009461	ENSMUSG00000059077.6	ENSPTRG00000003379.2
OG0009462	ENSMUSG00000048720.8	ENSPTRG00000002777.6
OG0009463	ENSMUSG00000033740.17	ENSPTRG00000020245.4
OG0009464	ENSMUSG00000024999.7	ENSPTRG00000002776.5
OG0009465	ENSMUSG00000025782.12	ENSPTRG00000002278.6
OG0009467	ENSMUSG00000037262.7	ENSPTRG00000002276.5
OG0009468	ENSMUSG00000024998.17	ENSPTRG00000002775.7
OG0009469	ENSMUSG00000026832.12	ENSPTRG00000012553.3
OG0009470	ENSMUSG00000003418.11	ENSPTRG00000002330.5
OG0009471	ENSMUSG00000026828.11	ENSPTRG00000012550.3
OG0009472	ENSMUSG00000021606.8	ENSPTRG00000016706.7
OG0009473	ENSMUSG00000067242.11	ENSPTRG00000002771.4
OG0009474	ENSMUSG00000021604.15	ENSPTRG00000046893.1
OG0009475	ENSMUSG00000054237.6	ENSPTRG00000002770.6
OG0009476	ENSMUSG00000026723.10	ENSPTRG00000002327.7
OG0009477	ENSMUSG00000025780.7	ENSPTRG00000002273.6
OG0009478	ENSMUSG00000024992.13	ENSPTRG00000002769.7
OG0009479	ENSMUSG00000038763.12	ENSPTRG00000007406.5
OG0009480	ENSMUSG00000005621.11	ENSPTRG00000007405.5
OG0009481	ENSMUSG00000054200.7	ENSPTRG00000002767.5
OG0009482	ENSMUSG00000026768.10	ENSPTRG00000002321.2
OG0009483	ENSMUSG00000033684.14	ENSPTRG00000001739.6
OG0009484	ENSMUSG00000050530.14	ENSPTRG00000002320.6
OG0009485	ENSMUSG00000074480.4	ENSPTRG00000030373.3
OG0009486	ENSMUSG00000024987.6	ENSPTRG00000002763.5
OG0009487	ENSMUSG00000040359.14	ENSPTRG00000018432.6
OG0009488	ENSMUSG00000060985.15	ENSPTRG00000001732.7
OG0009489	ENSMUSG00000027985.14	ENSPTRG00000016352.5
OG0009490	ENSMUSG00000032105.5	ENSPTRG00000004375.7
OG0009491	ENSMUSG00000032489.17	ENSPTRG00000014867.6
OG0009492	ENSMUSG00000055373.8	ENSPTRG00000052137.1
OG0009493	ENSMUSG00000038463.8	ENSPTRG00000001597.5
OG0009494	ENSMUSG00000032109.15	ENSPTRG00000004374.6
OG0009495	ENSMUSG00000041477.14	ENSPTRG00000004525.5
OG0009496	ENSMUSG00000050088.9	ENSPTRG00000029334.3
OG0009497	ENSMUSG00000024098.6	ENSPTRG00000009858.7
OG0009498	ENSMUSG00000027233.4	ENSPTRG00000041536.2
OG0009499	ENSMUSG00000034889.8	ENSPTRG00000010272.7
OG0009500	ENSMUSG00000028031.6	ENSPTRG00000016346.4
OG0009501	ENSMUSG00000031825.16	ENSPTRG00000008422.5
OG0009502	ENSMUSG00000022686.14	ENSPTRG00000015666.6
OG0009503	ENSMUSG00000041247.8	ENSPTRG00000015663.4
OG0009504	ENSMUSG00000030754.9	ENSPTRG00000003384.6
OG0009505	ENSMUSG00000073733.4	ENSPTRG00000000224.4
OG0009506	ENSMUSG00000063317.7	ENSPTRG00000007882.7
OG0009507	ENSMUSG00000025608.9	ENSPTRG00000019705.7
OG0009508	ENSMUSG00000029577.13	ENSPTRG00000005425.6
OG0009509	ENSMUSG00000026708.16	ENSPTRG00000001697.6
OG0009510	ENSMUSG00000048330.14	ENSPTRG00000003328.6
OG0009511	ENSMUSG00000092094.5	ENSPTRG00000019378.3
OG0009512	ENSMUSG00000043467.19	ENSPTRG00000001700.5
OG0009513	ENSMUSG00000031027.15	ENSPTRG00000003331.6
OG0009514	ENSMUSG00000046295.13	ENSPTRG00000010665.5
OG0009515	ENSMUSG00000026715.12	ENSPTRG00000001701.7
OG0009516	ENSMUSG00000000276.11	ENSPTRG00000009431.3
OG0009517	ENSMUSG00000015149.14	ENSPTRG00000010945.7
OG0009518	ENSMUSG00000026942.13	ENSPTRG00000021578.6
OG0009519	ENSMUSG00000024759.14	ENSPTRG00000003807.6
OG0009520	ENSMUSG00000033983.14	ENSPTRG00000047881.1, ENSPTRG00000009433.4
OG0009521	ENSMUSG00000046480.6	ENSPTRG00000004333.4
OG0009522	ENSMUSG00000018999.14	ENSPTRG00000028390.4
OG0009523	ENSMUSG00000027350.8	ENSPTRG00000013230.5
OG0009524	ENSMUSG00000042747.12	ENSPTRG00000001410.4
OG0009525	ENSMUSG00000000378.15	ENSPTRG00000047014.1, ENSPTRG00000019156.6
OG0009526	ENSMUSG00000037722.8	ENSPTRG00000006354.3
OG0009527	ENSMUSG00000071647.5	ENSPTRG00000003772.6, ENSPTRG00000046495.1
OG0009528	ENSMUSG00000024732.7	ENSPTRG00000003721.5
OG0009529	ENSMUSG00000032624.16	ENSPTRG00000011863.6
OG0009530	ENSMUSG00000026753.5	ENSPTRG00000021368.6
OG0009531	ENSMUSG00000024791.10	ENSPTRG00000003860.6
OG0009532	ENSMUSG00000037697.19	ENSPTRG00000006357.7
OG0009533	ENSMUSG00000035498.10	ENSPTRG00000014832.3
OG0009534	ENSMUSG00000025784.5	ENSPTRG00000014831.5
OG0009535	ENSMUSG00000075227.6	ENSPTRG00000003865.4
OG0009536	ENSMUSG00000055053.18	ENSPTRG00000010261.7
OG0009537	ENSMUSG00000039543.16	ENSPTRG00000002628.6
OG0009538	ENSMUSG00000025235.8	ENSPTRG00000007255.6
OG0009539	ENSMUSG00000024493.9	ENSPTRG00000017372.6
OG0009540	ENSMUSG00000021815.4	ENSPTRG00000002630.4
OG0009541	ENSMUSG00000026725.17	ENSPTRG00000001707.6
OG0009542	ENSMUSG00000025234.11	ENSPTRG00000007253.6
OG0009543	ENSMUSG00000027674.16	ENSPTRG00000015651.6
OG0009544	ENSMUSG00000015829.13	ENSPTRG00000001709.6
OG0009545	ENSMUSG00000040296.15	ENSPTRG00000020844.6
OG0009546	ENSMUSG00000045613.9	ENSPTRG00000050632.1
OG0009547	ENSMUSG00000056900.13	ENSPTRG00000015650.2
OG0009548	ENSMUSG00000003379.7	ENSPTRG00000011038.3
OG0009549	ENSMUSG00000040367.2	ENSPTRG00000051323.1, ENSPTRG00000041391.2
OG0009550	ENSMUSG00000073856.11	ENSPTRG00000007838.5
OG0009551	ENSMUSG00000071014.10	ENSPTRG00000020846.4
OG0009553	ENSMUSG00000002205.16	ENSPTRG00000011330.4
OG0009554	ENSMUSG00000060950.12	ENSPTRG00000006757.6
OG0009555	ENSMUSG00000038668.14	ENSPTRG00000021249.4
OG0009556	ENSMUSG00000031130.3	ENSPTRG00000022314.3
OG0009557	ENSMUSG00000040782.12	ENSPTRG00000001711.6
OG0009558	ENSMUSG00000022676.7	ENSPTRG00000020235.4
OG0009559	ENSMUSG00000000094.12	ENSPTRG00000009491.4
OG0009560	ENSMUSG00000019178.17	ENSPTRG00000048461.1, ENSPTRG00000019315.6
OG0009561	ENSMUSG00000032705.9	ENSPTRG00000006480.6
OG0009562	ENSMUSG00000040389.15	ENSPTRG00000001039.6
OG0009563	ENSMUSG00000057719.11	ENSPTRG00000017369.6
OG0009564	ENSMUSG00000073574.4	ENSPTRG00000028540.2
OG0009565	ENSMUSG00000022673.5	ENSPTRG00000020230.5
OG0009566	ENSMUSG00000029705.17	ENSPTRG00000019531.7
OG0009567	ENSMUSG00000002781.19	ENSPTRG00000011232.5
OG0009568	ENSMUSG00000056671.7	ENSPTRG00000017368.7
OG0009569	ENSMUSG00000051934.5	ENSPTRG00000004907.6
OG0009570	ENSMUSG00000022089.9	ENSPTRG00000020066.6
OG0009571	ENSMUSG00000038009.7	ENSPTRG00000004906.5
OG0009572	ENSMUSG00000040189.18	ENSPTRG00000011229.6
OG0009573	ENSMUSG00000037759.6	ENSPTRG00000006347.5
OG0009574	ENSMUSG00000048833.9	ENSPTRG00000006483.6
OG0009575	ENSMUSG00000023484.14	ENSPTRG00000004903.4
OG0009576	ENSMUSG00000073007.10	ENSPTRG00000049359.1
OG0009577	ENSMUSG00000071451.10	ENSPTRG00000033938.3
OG0009578	ENSMUSG00000005374.13	ENSPTRG00000019273.6
OG0009579	ENSMUSG00000022672.8	ENSPTRG00000020229.5
OG0009580	ENSMUSG00000066438.6	ENSPTRG00000006485.6
OG0009581	ENSMUSG00000005378.17	ENSPTRG00000049490.1, ENSPTRG00000019276.4
OG0009582	ENSMUSG00000021282.17	ENSPTRG00000006753.5
