Orthogroup	M_musculus.pep	G_gallus.pep
OG0006195	ENSMUSG00000027227.7	ENSGALG00000031408.3
OG0006196	ENSMUSG00000041491.8	ENSGALG00000015179.5
OG0006197	ENSMUSG00000062627.9	ENSGALG00000010869.6
OG0006198	ENSMUSG00000018378.13, ENSMUSG00000098571.6	ENSGALG00000005549.7
OG0006199	ENSMUSG00000026663.6	ENSGALG00000032278.2
OG0006200	ENSMUSG00000027984.8	ENSGALG00000016124.7
OG0006201	ENSMUSG00000032382.14	ENSGALG00000002189.7
OG0006202	ENSMUSG00000032119.5	ENSGALG00000006806.6
OG0006203	ENSMUSG00000031823.14	ENSGALG00000042522.2
OG0006204	ENSMUSG00000116143.1, ENSMUSG00000050931.7	ENSGALG00000010535.6
OG0006205	ENSMUSG00000047141.5	ENSGALG00000022866.5
OG0006206	ENSMUSG00000091721.4	ENSGALG00000051117.1
OG0006207	ENSMUSG00000026563.13	ENSGALG00000032173.3
OG0006208	ENSMUSG00000040204.6	ENSGALG00000034288.2
OG0006209	ENSMUSG00000026809.15	ENSGALG00000003509.6
OG0006210	ENSMUSG00000090326.2	ENSGALG00000020139.6
OG0006211	ENSMUSG00000040537.17	ENSGALG00000008976.6
OG0006212	ENSMUSG00000040524.9	ENSGALG00000040087.2
OG0006213	ENSMUSG00000040652.16	ENSGALG00000036288.2
OG0006214	ENSMUSG00000037400.17	ENSGALG00000008839.6
OG0006215	ENSMUSG00000015653.13	ENSGALG00000009017.6
OG0006216	ENSMUSG00000041408.18	ENSGALG00000001907.6
OG0006217	ENSMUSG00000040473.15	ENSGALG00000009026.7
OG0006218	ENSMUSG00000024491.16	ENSGALG00000007516.6
OG0006219	ENSMUSG00000000275.16	ENSGALG00000003144.7
OG0006220	ENSMUSG00000036275.13	ENSGALG00000006506.5
OG0006221	ENSMUSG00000027679.13	ENSGALG00000008852.6
OG0006222	ENSMUSG00000046798.14	ENSGALG00000054178.1
OG0006223	ENSMUSG00000015093.15	ENSGALG00000038789.2
OG0006224	ENSMUSG00000056215.13	ENSGALG00000037842.2
OG0006225	ENSMUSG00000000278.10	ENSGALG00000003185.5
OG0006226	ENSMUSG00000029993.16	ENSGALG00000030200.3
OG0006227	ENSMUSG00000025971.6	ENSGALG00000031070.2
OG0006228	ENSMUSG00000035575.11	ENSGALG00000003260.7
OG0006229	ENSMUSG00000037712.16	ENSGALG00000012425.6
OG0006230	ENSMUSG00000025236.11	ENSGALG00000001788.7
OG0006231	ENSMUSG00000017550.14	ENSGALG00000003294.7
OG0006232	ENSMUSG00000058267.13	ENSGALG00000030028.3
OG0006233	ENSMUSG00000047909.11	ENSGALG00000008168.6
OG0006234	ENSMUSG00000000776.13	ENSGALG00000032501.2
OG0006235	ENSMUSG00000022094.15	ENSGALG00000033989.2
OG0006236	ENSMUSG00000016253.12	ENSGALG00000007477.7
OG0006237	ENSMUSG00000002748.7	ENSGALG00000029408.3
OG0006239	ENSMUSG00000052533.14	ENSGALG00000043394.3
OG0006240	ENSMUSG00000019659.8	ENSGALG00000005487.6
OG0006242	ENSMUSG00000025909.16	ENSGALG00000015248.5
OG0006243	ENSMUSG00000006442.10	ENSGALG00000003039.6
OG0006244	ENSMUSG00000007415.15	ENSGALG00000009399.6
OG0006247	ENSMUSG00000034329.16	ENSGALG00000005279.5
OG0006249	ENSMUSG00000039063.5	ENSGALG00000006690.6
OG0006250	ENSMUSG00000028991.15	ENSGALG00000003339.6
OG0006251	ENSMUSG00000045319.13	ENSGALG00000055058.1
OG0006253	ENSMUSG00000007411.16	ENSGALG00000011505.6
OG0006254	ENSMUSG00000005907.14	ENSGALG00000009410.6
OG0006255	ENSMUSG00000035621.13	ENSGALG00000033150.2
OG0006257	ENSMUSG00000030678.7	ENSGALG00000049721.1
OG0006258	ENSMUSG00000047719.2	ENSGALG00000003358.5
OG0006259	ENSMUSG00000043789.8	ENSGALG00000043089.2
OG0006260	ENSMUSG00000028109.14	ENSGALG00000043021.3
OG0006261	ENSMUSG00000030681.18	ENSGALG00000040471.3
OG0006262	ENSMUSG00000046519.15	ENSGALG00000014640.6
OG0006263	ENSMUSG00000039917.10	ENSGALG00000035035.2
OG0006264	ENSMUSG00000029452.18	ENSGALG00000004760.6
OG0006265	ENSMUSG00000029616.9	ENSGALG00000023510.4
OG0006266	ENSMUSG00000049565.16	ENSGALG00000051777.1
OG0006267	ENSMUSG00000062961.7	ENSGALG00000026215.3
OG0006268	ENSMUSG00000000631.20	ENSGALG00000003741.6
OG0006269	ENSMUSG00000042719.17	ENSGALG00000041821.3
OG0006270	ENSMUSG00000063663.11	ENSGALG00000007151.6
OG0006271	ENSMUSG00000030752.8	ENSGALG00000006301.6
OG0006272	ENSMUSG00000045326.13	ENSGALG00000001983.7, ENSGALG00000052265.1
OG0006273	ENSMUSG00000026589.14	ENSGALG00000004424.6
OG0006274	ENSMUSG00000045662.17	ENSGALG00000001959.5
OG0006276	ENSMUSG00000004415.15	ENSGALG00000043223.2
OG0006277	ENSMUSG00000040339.10	ENSGALG00000001951.6, ENSGALG00000046646.2
OG0006278	ENSMUSG00000042726.14	ENSGALG00000043208.3
OG0006279	ENSMUSG00000037610.15	ENSGALG00000031929.2
OG0006280	ENSMUSG00000033544.6	ENSGALG00000004290.7
OG0006281	ENSMUSG00000027698.14	ENSGALG00000009170.7
OG0006282	ENSMUSG00000041540.16	ENSGALG00000032768.2
OG0006283	ENSMUSG00000042514.11	ENSGALG00000036969.2
OG0006284	ENSMUSG00000021271.5	ENSGALG00000011368.6
OG0006285	ENSMUSG00000025354.5	ENSGALG00000037186.2
OG0006286	ENSMUSG00000056458.16	ENSGALG00000011366.7
OG0006287	ENSMUSG00000029624.10	ENSGALG00000004711.6
OG0006288	ENSMUSG00000029661.16	ENSGALG00000009641.7
OG0006289	ENSMUSG00000024742.15	ENSGALG00000033781.2
OG0006290	ENSMUSG00000037926.15	ENSGALG00000021572.5
OG0006291	ENSMUSG00000027692.16	ENSGALG00000009298.6
OG0006292	ENSMUSG00000026696.15	ENSGALG00000031381.3
OG0006293	ENSMUSG00000025359.10	ENSGALG00000035350.2
OG0006294	ENSMUSG00000061808.4	ENSGALG00000044733.2, ENSGALG00000015143.7
OG0006295	ENSMUSG00000030435.16	ENSGALG00000052748.1
OG0006296	ENSMUSG00000003166.20, ENSMUSG00000092470.1	ENSGALG00000005891.6
OG0006297	ENSMUSG00000010663.5	ENSGALG00000020486.6, ENSGALG00000007127.7
OG0006299	ENSMUSG00000037958.13	ENSGALG00000004186.7
OG0006300	ENSMUSG00000039221.10	ENSGALG00000009312.6
OG0006301	ENSMUSG00000059851.15	ENSGALG00000053583.1
OG0006302	ENSMUSG00000026584.14	ENSGALG00000036264.3
OG0006303	ENSMUSG00000003527.9	ENSGALG00000005885.7
OG0006304	ENSMUSG00000040557.14	ENSGALG00000050734.1
OG0006305	ENSMUSG00000040124.5	ENSGALG00000003329.6
OG0006306	ENSMUSG00000022765.10	ENSGALG00000040128.2
OG0006307	ENSMUSG00000037652.15	ENSGALG00000009372.6
OG0006308	ENSMUSG00000027424.11	ENSGALG00000008698.7
OG0006309	ENSMUSG00000027427.13	ENSGALG00000008749.5
OG0006310	ENSMUSG00000027702.7	ENSGALG00000009402.6
OG0006311	ENSMUSG00000037730.13	ENSGALG00000009409.5
OG0006312	ENSMUSG00000061762.12	ENSGALG00000009737.7
OG0006313	ENSMUSG00000030232.18	ENSGALG00000038026.2
OG0006314	ENSMUSG00000022769.9	ENSGALG00000031982.3
OG0006315	ENSMUSG00000027835.11	ENSGALG00000009477.5
OG0006317	ENSMUSG00000041957.15	ENSGALG00000012913.7
OG0006318	ENSMUSG00000027792.11	ENSGALG00000034860.2
OG0006319	ENSMUSG00000046178.3	ENSGALG00000010711.6
OG0006320	ENSMUSG00000022706.16	ENSGALG00000053063.1
OG0006321	ENSMUSG00000071632.10, ENSMUSG00000099908.1	ENSGALG00000044654.2
OG0006322	ENSMUSG00000005262.13	ENSGALG00000001593.7
OG0006323	ENSMUSG00000027787.14	ENSGALG00000009533.5
OG0006324	ENSMUSG00000004371.15	ENSGALG00000054976.1
OG0006325	ENSMUSG00000020545.14	ENSGALG00000010803.6
OG0006326	ENSMUSG00000036188.4	ENSGALG00000010804.6
OG0006327	ENSMUSG00000035842.10	ENSGALG00000053509.1
OG0006328	ENSMUSG00000102697.1, ENSMUSG00000103255.1	ENSGALG00000052653.1
OG0006329	ENSMUSG00000027833.16	ENSGALG00000039728.2
OG0006330	ENSMUSG00000027831.9	ENSGALG00000009682.5
OG0006331	ENSMUSG00000041886.7	ENSGALG00000010868.6
OG0006332	ENSMUSG00000025321.14	ENSGALG00000010875.6
OG0006333	ENSMUSG00000024474.7	ENSGALG00000037172.3
OG0006334	ENSMUSG00000030166.14	ENSGALG00000039171.3
OG0006335	ENSMUSG00000027822.16	ENSGALG00000010302.7
OG0006336	ENSMUSG00000030172.15	ENSGALG00000012994.6
OG0006337	ENSMUSG00000014294.4	ENSGALG00000040626.2
OG0006338	ENSMUSG00000025323.10	ENSGALG00000039454.2
OG0006339	ENSMUSG00000055003.14	ENSGALG00000026214.4
OG0006340	ENSMUSG00000025746.11	ENSGALG00000010915.5
OG0006341	ENSMUSG00000028998.6	ENSGALG00000029856.3
OG0006342	ENSMUSG00000024483.19	ENSGALG00000001099.6
OG0006343	ENSMUSG00000028995.14	ENSGALG00000010925.7
OG0006344	ENSMUSG00000024486.6	ENSGALG00000000949.5
OG0006345	ENSMUSG00000050786.8	ENSGALG00000010976.5
OG0006346	ENSMUSG00000047115.15	ENSGALG00000010977.6
OG0006347	ENSMUSG00000023403.14	ENSGALG00000010980.6
OG0006348	ENSMUSG00000075700.9	ENSGALG00000010399.5
OG0006349	ENSMUSG00000029094.12	ENSGALG00000015556.6
OG0006350	ENSMUSG00000027810.14	ENSGALG00000010401.7
OG0006351	ENSMUSG00000027806.9	ENSGALG00000027591.4
OG0006352	ENSMUSG00000036503.13	ENSGALG00000010411.7
OG0006353	ENSMUSG00000027430.12	ENSGALG00000008808.7
OG0006354	ENSMUSG00000001768.16	ENSGALG00000008457.6
OG0006355	ENSMUSG00000027801.7	ENSGALG00000010427.5
OG0006356	ENSMUSG00000037143.17	ENSGALG00000008416.7
OG0006357	ENSMUSG00000023923.10	ENSGALG00000011251.5
OG0006358	ENSMUSG00000038910.7	ENSGALG00000011248.6
OG0006359	ENSMUSG00000010592.9	ENSGALG00000011243.6
OG0006360	ENSMUSG00000049115.15, ENSMUSG00000054988.9	ENSGALG00000038512.2
OG0006361	ENSMUSG00000036972.14	ENSGALG00000006810.6
OG0006362	ENSMUSG00000004446.12	ENSGALG00000013039.6
OG0006363	ENSMUSG00000027433.5	ENSGALG00000008372.6
OG0006364	ENSMUSG00000027434.11	ENSGALG00000036869.2
OG0006365	ENSMUSG00000032407.14	ENSGALG00000002612.6
OG0006366	ENSMUSG00000115022.1, ENSMUSG00000021884.18	ENSGALG00000011211.7
OG0006367	ENSMUSG00000022234.15	ENSGALG00000013041.7
OG0006368	ENSMUSG00000039065.11	ENSGALG00000013043.7
OG0006369	ENSMUSG00000032839.13	ENSGALG00000002639.7
OG0006370	ENSMUSG00000005225.15	ENSGALG00000011185.6
OG0006371	ENSMUSG00000032410.13	ENSGALG00000002706.6
OG0006372	ENSMUSG00000038065.13	ENSGALG00000029724.2
OG0006374	ENSMUSG00000021594.11	ENSGALG00000013063.7
OG0006375	ENSMUSG00000038600.12	ENSGALG00000040666.3
OG0006376	ENSMUSG00000029830.15	ENSGALG00000012812.6
OG0006377	ENSMUSG00000038641.12	ENSGALG00000012834.7
OG0006378	ENSMUSG00000036766.12	ENSGALG00000002958.7
OG0006379	ENSMUSG00000026159.13	ENSGALG00000003052.7
OG0006380	ENSMUSG00000035032.12	ENSGALG00000037242.3
OG0006381	ENSMUSG00000032563.16	ENSGALG00000040873.3
OG0006382	ENSMUSG00000037172.14	ENSGALG00000012874.6
OG0006383	ENSMUSG00000037159.11	ENSGALG00000012875.6
OG0006384	ENSMUSG00000038648.5	ENSGALG00000012877.6
OG0006385	ENSMUSG00000063455.16	ENSGALG00000012796.7
OG0006386	ENSMUSG00000032558.19	ENSGALG00000034586.2
OG0006387	ENSMUSG00000004359.16	ENSGALG00000054799.1
OG0006388	ENSMUSG00000033502.15	ENSGALG00000005248.6
OG0006389	ENSMUSG00000027959.14	ENSGALG00000005302.6
OG0006390	ENSMUSG00000026249.10	ENSGALG00000005135.6
OG0006391	ENSMUSG00000027957.13	ENSGALG00000005340.7
OG0006392	ENSMUSG00000050711.7	ENSGALG00000029819.2
OG0006393	ENSMUSG00000037984.9	ENSGALG00000030287.2
OG0006394	ENSMUSG00000029267.17	ENSGALG00000043087.3
OG0006395	ENSMUSG00000029787.10	ENSGALG00000041568.2
OG0006396	ENSMUSG00000034674.18	ENSGALG00000031457.2
OG0006397	ENSMUSG00000004996.9	ENSGALG00000034575.2
OG0006398	ENSMUSG00000032459.9	ENSGALG00000005367.6
OG0006399	ENSMUSG00000032462.14	ENSGALG00000005505.6
OG0006400	ENSMUSG00000034591.5	ENSGALG00000012697.6
OG0006401	ENSMUSG00000003062.13	ENSGALG00000033038.3
OG0006402	ENSMUSG00000034560.6	ENSGALG00000028254.3
OG0006403	ENSMUSG00000028127.10	ENSGALG00000005647.4
OG0006404	ENSMUSG00000020032.14	ENSGALG00000012662.5
OG0006405	ENSMUSG00000020034.7	ENSGALG00000012658.7
OG0006406	ENSMUSG00000031352.10	ENSGALG00000005571.5
OG0006407	ENSMUSG00000075054.5	ENSGALG00000043636.2
OG0006408	ENSMUSG00000041297.8	ENSGALG00000043243.2, ENSGALG00000046769.1
OG0006409	ENSMUSG00000047793.13	ENSGALG00000043596.3
OG0006410	ENSMUSG00000012429.9, ENSMUSG00000094649.1	ENSGALG00000031294.3
OG0006411	ENSMUSG00000055137.7	ENSGALG00000031758.2
OG0006412	ENSMUSG00000026274.11	ENSGALG00000006016.6
OG0006413	ENSMUSG00000060935.6	ENSGALG00000012640.2
OG0006414	ENSMUSG00000025950.16	ENSGALG00000008818.7
OG0006415	ENSMUSG00000026275.13	ENSGALG00000031766.3
OG0006416	ENSMUSG00000001785.13	ENSGALG00000012631.5
OG0006417	ENSMUSG00000028134.11	ENSGALG00000005552.6
OG0006418	ENSMUSG00000028007.13	ENSGALG00000005478.7
OG0006419	ENSMUSG00000033377.14	ENSGALG00000005442.6
OG0006420	ENSMUSG00000020044.13	ENSGALG00000028627.3
OG0006421	ENSMUSG00000033386.10	ENSGALG00000005418.6
OG0006423	ENSMUSG00000033400.14	ENSGALG00000005407.6
OG0006424	ENSMUSG00000034518.14	ENSGALG00000044768.2
OG0006425	ENSMUSG00000078974.10	ENSGALG00000037863.3
OG0006426	ENSMUSG00000039419.17	ENSGALG00000031971.2
OG0006427	ENSMUSG00000026277.14	ENSGALG00000037739.3
OG0006428	ENSMUSG00000058558.12	ENSGALG00000005922.7
OG0006429	ENSMUSG00000026280.17	ENSGALG00000006298.6
OG0006430	ENSMUSG00000033773.14	ENSGALG00000005953.7
OG0006431	ENSMUSG00000025823.9	ENSGALG00000043006.3
OG0006432	ENSMUSG00000031381.16	ENSGALG00000016559.5
OG0006433	ENSMUSG00000020422.14	ENSGALG00000039139.3
OG0006434	ENSMUSG00000029283.17	ENSGALG00000006051.6
OG0006435	ENSMUSG00000020191.11	ENSGALG00000013084.4
OG0006436	ENSMUSG00000070639.5	ENSGALG00000006167.6
OG0006437	ENSMUSG00000032548.14	ENSGALG00000006471.6
OG0006438	ENSMUSG00000005354.16	ENSGALG00000012532.6
OG0006439	ENSMUSG00000020173.17	ENSGALG00000013102.6
OG0006440	ENSMUSG00000032534.18	ENSGALG00000006632.5
OG0006441	ENSMUSG00000016554.9	ENSGALG00000012529.7
OG0006442	ENSMUSG00000028266.17	ENSGALG00000006252.6
OG0006443	ENSMUSG00000021576.6	ENSGALG00000013400.7
OG0006444	ENSMUSG00000040151.9	ENSGALG00000028423.4
OG0006445	ENSMUSG00000004462.7	ENSGALG00000006566.5
OG0006446	ENSMUSG00000071715.12	ENSGALG00000038141.2
OG0006447	ENSMUSG00000028344.12	ENSGALG00000013441.6
OG0006448	ENSMUSG00000016942.6	ENSGALG00000012483.6
OG0006449	ENSMUSG00000007613.15	ENSGALG00000033179.3
OG0006450	ENSMUSG00000049521.2	ENSGALG00000038556.3
OG0006451	ENSMUSG00000021569.10	ENSGALG00000033834.3
OG0006452	ENSMUSG00000033128.9	ENSGALG00000039658.2
OG0006453	ENSMUSG00000028256.16	ENSGALG00000006804.6
OG0006454	ENSMUSG00000057722.17	ENSGALG00000011058.6
OG0006455	ENSMUSG00000022429.11	ENSGALG00000012236.6
OG0006456	ENSMUSG00000028527.18	ENSGALG00000011035.6
OG0006457	ENSMUSG00000022856.9	ENSGALG00000006649.5
OG0006458	ENSMUSG00000035275.14	ENSGALG00000033759.3
OG0006459	ENSMUSG00000022420.16	ENSGALG00000043451.2
OG0006460	ENSMUSG00000055296.14	ENSGALG00000013138.6
OG0006461	ENSMUSG00000022414.8	ENSGALG00000012150.7
OG0006462	ENSMUSG00000073792.11, ENSMUSG00000116382.1	ENSGALG00000010991.6
OG0006463	ENSMUSG00000024273.8	ENSGALG00000013131.5
OG0006464	ENSMUSG00000051518.8	ENSGALG00000029810.2
OG0006465	ENSMUSG00000042351.9	ENSGALG00000012056.6
OG0006466	ENSMUSG00000026272.6	ENSGALG00000020943.5
OG0006467	ENSMUSG00000029269.11	ENSGALG00000023120.4, ENSGALG00000023122.4
OG0006468	ENSMUSG00000028565.18	ENSGALG00000010924.7
OG0006469	ENSMUSG00000031534.15	ENSGALG00000029508.2
OG0006470	ENSMUSG00000037251.5	ENSGALG00000026210.4
OG0006471	ENSMUSG00000026307.12	ENSGALG00000030194.3
OG0006472	ENSMUSG00000055024.12	ENSGALG00000011992.7
OG0006473	ENSMUSG00000048000.15	ENSGALG00000038730.2
OG0006474	ENSMUSG00000055027.17	ENSGALG00000015935.7
OG0006475	ENSMUSG00000022389.15	ENSGALG00000011958.7
OG0006476	ENSMUSG00000056055.13	ENSGALG00000001696.7
OG0006477	ENSMUSG00000022472.16	ENSGALG00000047248.1
OG0006478	ENSMUSG00000025413.13	ENSGALG00000051885.1
OG0006479	ENSMUSG00000096883.2	ENSGALG00000045762.2, ENSGALG00000019322.3
OG0006480	ENSMUSG00000028622.11	ENSGALG00000010761.6
OG0006481	ENSMUSG00000047636.3	ENSGALG00000010752.6
OG0006482	ENSMUSG00000028618.11	ENSGALG00000010746.6
OG0006483	ENSMUSG00000027887.11	ENSGALG00000032619.3
OG0006485	ENSMUSG00000030216.12	ENSGALG00000011745.6
OG0006486	ENSMUSG00000046793.8	ENSGALG00000040168.3
OG0006487	ENSMUSG00000030218.2	ENSGALG00000011740.5
OG0006488	ENSMUSG00000049354.8	ENSGALG00000000510.5
OG0006489	ENSMUSG00000045174.10	ENSGALG00000041501.3
OG0006490	ENSMUSG00000038784.13	ENSGALG00000011682.5
OG0006491	ENSMUSG00000041215.16	ENSGALG00000036356.2
OG0006492	ENSMUSG00000025007.13	ENSGALG00000034655.3
OG0006493	ENSMUSG00000060904.14	ENSGALG00000011651.7
OG0006494	ENSMUSG00000004356.8	ENSGALG00000011643.6
OG0006495	ENSMUSG00000048120.16	ENSGALG00000007078.7
OG0006496	ENSMUSG00000025193.14	ENSGALG00000037283.3
OG0006497	ENSMUSG00000019303.14	ENSGALG00000019741.6
OG0006498	ENSMUSG00000027896.15	ENSGALG00000000417.6
OG0006499	ENSMUSG00000025188.15	ENSGALG00000017419.7
OG0006500	ENSMUSG00000019948.4	ENSGALG00000040976.3
OG0006501	ENSMUSG00000060224.4	ENSGALG00000007014.7
OG0006502	ENSMUSG00000001240.13	ENSGALG00000024449.5
OG0006503	ENSMUSG00000041064.13	ENSGALG00000009032.7
OG0006504	ENSMUSG00000028729.15	ENSGALG00000009045.6
OG0006505	ENSMUSG00000033191.14	ENSGALG00000009957.5
OG0006506	ENSMUSG00000025176.14	ENSGALG00000006134.6
OG0006507	ENSMUSG00000006398.15	ENSGALG00000009971.5
OG0006508	ENSMUSG00000006390.15	ENSGALG00000009988.6
OG0006509	ENSMUSG00000036097.8	ENSGALG00000008025.6
OG0006510	ENSMUSG00000008398.15	ENSGALG00000043701.2
OG0006511	ENSMUSG00000025227.14	ENSGALG00000008039.4
OG0006512	ENSMUSG00000015889.8	ENSGALG00000033709.3
OG0006513	ENSMUSG00000006395.16	ENSGALG00000033943.2
OG0006514	ENSMUSG00000017119.19	ENSGALG00000002765.5
OG0006515	ENSMUSG00000047731.17	ENSGALG00000041010.3
OG0006516	ENSMUSG00000003555.8	ENSGALG00000008121.6
OG0006518	ENSMUSG00000062376.7	ENSGALG00000008124.7
OG0006519	ENSMUSG00000020021.4	ENSGALG00000011342.6
OG0006520	ENSMUSG00000034247.9	ENSGALG00000000201.5
OG0006521	ENSMUSG00000079258.2	ENSGALG00000008271.4
OG0006522	ENSMUSG00000094219.1	ENSGALG00000008273.4
OG0006523	ENSMUSG00000020022.17	ENSGALG00000011325.6
OG0006524	ENSMUSG00000053617.12	ENSGALG00000008293.6
OG0006525	ENSMUSG00000020023.18	ENSGALG00000011320.6
OG0006526	ENSMUSG00000033365.14	ENSGALG00000010087.8
OG0006527	ENSMUSG00000020024.7	ENSGALG00000019336.5
OG0006528	ENSMUSG00000045867.10	ENSGALG00000011297.4
OG0006529	ENSMUSG00000033379.13	ENSGALG00000010091.7
OG0006530	ENSMUSG00000025066.10	ENSGALG00000052088.1
OG0006531	ENSMUSG00000051455.13	ENSGALG00000045889.2
OG0006533	ENSMUSG00000019932.8	ENSGALG00000011270.4
OG0006534	ENSMUSG00000034664.13	ENSGALG00000054766.1
OG0006535	ENSMUSG00000019966.18	ENSGALG00000011206.6
OG0006536	ENSMUSG00000036676.14	ENSGALG00000033106.2
OG0006537	ENSMUSG00000025025.14	ENSGALG00000008555.6
OG0006538	ENSMUSG00000028687.17	ENSGALG00000010226.8
OG0006539	ENSMUSG00000075510.3	ENSGALG00000000914.6
OG0006540	ENSMUSG00000019890.4	ENSGALG00000027192.4
OG0006541	ENSMUSG00000019892.13	ENSGALG00000044478.2
OG0006542	ENSMUSG00000019897.8	ENSGALG00000028648.3
OG0006543	ENSMUSG00000035441.14	ENSGALG00000000674.6
OG0006544	ENSMUSG00000047675.15	ENSGALG00000010124.7
OG0006545	ENSMUSG00000020100.15	ENSGALG00000049446.1
OG0006546	ENSMUSG00000091455.4	ENSGALG00000010342.7
OG0006547	ENSMUSG00000003810.13	ENSGALG00000010313.6
OG0006548	ENSMUSG00000037563.15	ENSGALG00000026490.4
OG0006549	ENSMUSG00000004207.14	ENSGALG00000004769.7
OG0006550	ENSMUSG00000020689.4	ENSGALG00000000379.6
OG0006551	ENSMUSG00000028700.14	ENSGALG00000010351.6
OG0006552	ENSMUSG00000028702.15	ENSGALG00000010356.6
OG0006553	ENSMUSG00000020154.10	ENSGALG00000010049.6
OG0006554	ENSMUSG00000063882.12	ENSGALG00000017380.6
OG0006556	ENSMUSG00000028707.15	ENSGALG00000010436.5
OG0006557	ENSMUSG00000010517.7	ENSGALG00000010536.6
OG0006558	ENSMUSG00000020917.17	ENSGALG00000003475.7
OG0006559	ENSMUSG00000028552.13	ENSGALG00000010543.6
OG0006560	ENSMUSG00000020090.7	ENSGALG00000004446.4
OG0006561	ENSMUSG00000050663.7	ENSGALG00000010200.6
OG0006562	ENSMUSG00000001555.10	ENSGALG00000025764.3
OG0006563	ENSMUSG00000063334.16	ENSGALG00000010227.7
OG0006564	ENSMUSG00000020109.13	ENSGALG00000034104.3
OG0006565	ENSMUSG00000020111.15	ENSGALG00000004372.7
OG0006566	ENSMUSG00000006574.15	ENSGALG00000039978.3
OG0006567	ENSMUSG00000009647.13	ENSGALG00000004355.6
OG0006568	ENSMUSG00000009646.13	ENSGALG00000004332.6
OG0006569	ENSMUSG00000006575.14	ENSGALG00000026518.3
OG0006570	ENSMUSG00000030994.16	ENSGALG00000052052.1
OG0006571	ENSMUSG00000035798.14	ENSGALG00000010253.6
OG0006572	ENSMUSG00000020882.17	ENSGALG00000025788.3
OG0006573	ENSMUSG00000034610.14	ENSGALG00000010629.6
OG0006574	ENSMUSG00000054612.4	ENSGALG00000042949.3
OG0006575	ENSMUSG00000050640.16	ENSGALG00000011175.7
OG0006576	ENSMUSG00000031068.8	ENSGALG00000010464.6
OG0006577	ENSMUSG00000018160.15	ENSGALG00000001708.6
OG0006578	ENSMUSG00000038255.6	ENSGALG00000039633.2
OG0006579	ENSMUSG00000078566.8	ENSGALG00000010476.6
OG0006580	ENSMUSG00000028607.16	ENSGALG00000010681.7
OG0006581	ENSMUSG00000038208.13	ENSGALG00000022030.3
OG0006582	ENSMUSG00000035234.18	ENSGALG00000011210.7
OG0006583	ENSMUSG00000028610.16	ENSGALG00000029023.4
OG0006584	ENSMUSG00000016833.14	ENSGALG00000023191.5
OG0006585	ENSMUSG00000034762.9	ENSGALG00000010721.6
OG0006586	ENSMUSG00000111536.1, ENSMUSG00000015981.12	ENSGALG00000020615.5
OG0006588	ENSMUSG00000060260.13, ENSMUSG00000110798.1	ENSGALG00000010491.6
OG0006589	ENSMUSG00000057315.14	ENSGALG00000011124.7
OG0006590	ENSMUSG00000040205.8	ENSGALG00000038254.3
OG0006591	ENSMUSG00000052915.14	ENSGALG00000030739.2
OG0006592	ENSMUSG00000066979.6	ENSGALG00000009681.7
OG0006593	ENSMUSG00000046062.5	ENSGALG00000000611.6
OG0006594	ENSMUSG00000090553.8	ENSGALG00000000137.7
OG0006595	ENSMUSG00000034462.9	ENSGALG00000010921.7
OG0006596	ENSMUSG00000054555.11	ENSGALG00000041255.2
OG0006598	ENSMUSG00000030852.18	ENSGALG00000032373.2
OG0006599	ENSMUSG00000010136.14	ENSGALG00000023763.5
OG0006600	ENSMUSG00000029920.9	ENSGALG00000037339.2
OG0006601	ENSMUSG00000090115.7	ENSGALG00000003461.8
OG0006602	ENSMUSG00000042055.13	ENSGALG00000035013.2
OG0006603	ENSMUSG00000023990.18	ENSGALG00000039878.2
OG0006604	ENSMUSG00000030847.8	ENSGALG00000009433.7
OG0006605	ENSMUSG00000030846.15	ENSGALG00000009427.7
OG0006606	ENSMUSG00000052302.6	ENSGALG00000009859.5
OG0006607	ENSMUSG00000116470.1, ENSMUSG00000023992.14	ENSGALG00000023781.3
OG0006608	ENSMUSG00000019302.16	ENSGALG00000003256.7
OG0006609	ENSMUSG00000004044.9	ENSGALG00000003261.6
OG0006610	ENSMUSG00000034731.11	ENSGALG00000016959.6
OG0006611	ENSMUSG00000020115.3	ENSGALG00000009840.6
OG0006612	ENSMUSG00000024218.13	ENSGALG00000002735.6
OG0006613	ENSMUSG00000056692.13	ENSGALG00000041792.3
OG0006614	ENSMUSG00000045471.4	ENSGALG00000011485.5
OG0006615	ENSMUSG00000022024.10	ENSGALG00000016946.7
OG0006616	ENSMUSG00000022026.7	ENSGALG00000016943.6
OG0006617	ENSMUSG00000034602.15	ENSGALG00000009795.6
OG0006618	ENSMUSG00000001755.12	ENSGALG00000028866.3
OG0006619	ENSMUSG00000078695.8	ENSGALG00000045738.2
OG0006620	ENSMUSG00000043439.5	ENSGALG00000054364.1
