Orthogroup	M_musculus.pep	N_naja.pep
OG0007905	ENSMUSG00000068921.14	Nana36138-RD
OG0007906	ENSMUSG00000079654.3	Nana15383-RA, Nana37765-RA, Nana27939-RA
OG0007907	ENSMUSG00000029033.16	Nana37413-RA
OG0007908	ENSMUSG00000031821.11	Nana31702-RA
OG0007909	ENSMUSG00000070953.13	Nana36978-RA
OG0007910	ENSMUSG00000031148.14	Nana10565-RA
OG0007911	ENSMUSG00000042570.14	Nana06353-RA
OG0007912	ENSMUSG00000002981.10	Nana30689-RA
OG0007913	ENSMUSG00000109865.1	Nana29171-RA
OG0007914	ENSMUSG00000003199.16	Nana06400-RA
OG0007915	ENSMUSG00000039382.12	Nana10567-RA
OG0007918	ENSMUSG00000052353.13	Nana33271-RA
OG0007919	ENSMUSG00000026648.18	Nana29169-RA
OG0007920	ENSMUSG00000027088.10	Nana03443-RA
OG0007921	ENSMUSG00000041515.10	Nana31694-RA
OG0007922	ENSMUSG00000001228.14	Nana06392-RA
OG0007923	ENSMUSG00000042155.3	Nana03441-RA
OG0007924	ENSMUSG00000038503.15	Nana33270-RA
OG0007925	ENSMUSG00000068923.14	Nana36134-RA
OG0007926	ENSMUSG00000053897.15	Nana17808-RA
OG0007928	ENSMUSG00000036390.8	Nana14684-RA
OG0007929	ENSMUSG00000002603.15	Nana30701-RA
OG0007930	ENSMUSG00000047123.8	Nana38873-RA
OG0007931	ENSMUSG00000028060.14	Nana36130-RC
OG0007932	ENSMUSG00000028173.10	Nana14687-RA
OG0007933	ENSMUSG00000046818.7	Nana17801-RB, Nana17801-RA
OG0007935	ENSMUSG00000006179.9	Nana30706-RA
OG0007936	ENSMUSG00000074212.7	Nana17796-RA
OG0007937	ENSMUSG00000028174.12	Nana14689-RA
OG0007938	ENSMUSG00000061535.11	Nana18709-RA
OG0007940	ENSMUSG00000044308.17	Nana03438-RA
OG0007941	ENSMUSG00000022247.12	Nana12443-RA
OG0007942	ENSMUSG00000091512.5	Nana17795-RA
OG0007943	ENSMUSG00000028176.13	Nana14694-RA
OG0007944	ENSMUSG00000031953.2	Nana31103-RA
OG0007945	ENSMUSG00000003423.15	Nana23588-RA, Nana23588-RB
OG0007946	ENSMUSG00000090066.2	Nana17793-RA
OG0007947	ENSMUSG00000075304.2	Nana03433-RA
OG0007948	ENSMUSG00000063052.9	Nana14695-RA
OG0007949	ENSMUSG00000028158.14	Nana17792-RA
OG0007950	ENSMUSG00000030830.18	Nana23823-RA
OG0007951	ENSMUSG00000039988.14	Nana14697-RB
OG0007952	ENSMUSG00000066324.2	Nana21092-RB
OG0007953	ENSMUSG00000073016.3	Nana31992-RA
OG0007954	ENSMUSG00000028179.12	Nana14698-RA
OG0007955	ENSMUSG00000033227.7	Nana03914-RA
OG0007956	ENSMUSG00000078789.9	Nana00073-RA
OG0007957	ENSMUSG00000037145.14, ENSMUSG00000058287.5	Nana30567-RA, Nana30566-RA
OG0007958	ENSMUSG00000030825.19	Nana23595-RA
OG0007959	ENSMUSG00000029337.2	Nana17638-RA
OG0007960	ENSMUSG00000042502.10	Nana23816-RA
OG0007961	ENSMUSG00000056941.17	Nana13244-RA
OG0007962	ENSMUSG00000003444.8	Nana30874-RA
OG0007963	ENSMUSG00000055809.7	Nana23600-RA
OG0007964	ENSMUSG00000035429.13	Nana26993-RA, Nana23604-RA
OG0007965	ENSMUSG00000052296.7	Nana23607-RA
OG0007966	ENSMUSG00000017299.13	Nana13160-RA
OG0007967	ENSMUSG00000008813.13	Nana23443-RA
OG0007968	ENSMUSG00000030890.16	Nana25681-RA
OG0007969	ENSMUSG00000036856.4	Nana37165-RA
OG0007970	ENSMUSG00000059534.8	Nana34952-RA
OG0007971	ENSMUSG00000047746.14	Nana11034-RA
OG0007972	ENSMUSG00000063297.7	Nana04680-RA
OG0007973	ENSMUSG00000041729.15	Nana33576-RA
OG0007974	ENSMUSG00000074968.11	Nana04670-RA
OG0007975	ENSMUSG00000050808.13	Nana04671-RA
OG0007976	ENSMUSG00000041644.14	Nana04669-RA
OG0007977	ENSMUSG00000041660.8	Nana04664-RA
OG0007978	ENSMUSG00000030541.16	Nana33620-RA
OG0007979	ENSMUSG00000041696.14	Nana33426-RB, Nana33426-RA
OG0007980	ENSMUSG00000048897.15	Nana33619-RA
OG0007981	ENSMUSG00000054978.3	Nana33425-RA
OG0007982	ENSMUSG00000004266.15	Nana11078-RA
OG0007983	ENSMUSG00000068284.14	Nana11026-RA
OG0007984	ENSMUSG00000053025.13	Nana33420-RA
OG0007985	ENSMUSG00000022821.13	Nana11013-RA
OG0007986	ENSMUSG00000025790.14	Nana33415-RA
OG0007987	ENSMUSG00000022827.14	Nana11014-RA
OG0007988	ENSMUSG00000078670.3	Nana33411-RA
OG0007989	ENSMUSG00000070509.15	Nana33403-RA
OG0007990	ENSMUSG00000051980.13	Nana11065-RA
OG0007992	ENSMUSG00000027933.11	Nana36165-RA
OG0007993	ENSMUSG00000000791.9, ENSMUSG00000111872.1	Nana06032-RA
OG0007994	ENSMUSG00000022780.5	Nana20947-RA
OG0007995	ENSMUSG00000027870.8	Nana11060-RA
OG0007996	ENSMUSG00000004233.14	Nana11058-RA
OG0007997	ENSMUSG00000029163.9	Nana00693-RB
OG0007998	ENSMUSG00000027867.10	Nana11053-RA
OG0007999	ENSMUSG00000037492.16	Nana28203-RA
OG0008000	ENSMUSG00000002679.14	Nana04968-RB
OG0008001	ENSMUSG00000021453.2	Nana11822-RA
OG0008002	ENSMUSG00000027379.13	Nana00940-RA
OG0008003	ENSMUSG00000027378.16	Nana00938-RA
OG0008004	ENSMUSG00000031787.8	Nana31046-RE
OG0008005	ENSMUSG00000027377.2	Nana00937-RA
OG0008006	ENSMUSG00000028412.17	Nana11337-RA
OG0008008	ENSMUSG00000078937.8	Nana27934-RA, Nana27934-RB
OG0008009	ENSMUSG00000032076.20	Nana28967-RA
OG0008010	ENSMUSG00000054752.16	Nana11338-RA
OG0008012	ENSMUSG00000028417.3	Nana11340-RA
OG0008013	ENSMUSG00000060206.11	Nana11353-RA
OG0008014	ENSMUSG00000031849.9	Nana06277-RA
OG0008015	ENSMUSG00000030922.12	Nana34197-RA
OG0008016	ENSMUSG00000027016.17	Nana03336-RA
OG0008017	ENSMUSG00000042272.17	Nana03337-RA
OG0008018	ENSMUSG00000028920.9	Nana37563-RA
OG0008019	ENSMUSG00000002733.8	Nana03343-RA
OG0008020	ENSMUSG00000038880.13	Nana34094-RA
OG0008021	ENSMUSG00000000889.8	Nana37106-RA
OG0008022	ENSMUSG00000031242.7, ENSMUSG00000109901.2	Nana32165-RA
OG0008023	ENSMUSG00000002731.6	Nana03347-RA
OG0008024	ENSMUSG00000031241.17	Nana32161-RA
OG0008025	ENSMUSG00000028948.16	Nana37588-RA
OG0008026	ENSMUSG00000049929.7	Nana32151-RA
OG0008027	ENSMUSG00000042557.14	Nana32899-RA
OG0008028	ENSMUSG00000042638.14	Nana27185-RA
OG0008029	ENSMUSG00000032300.7	Nana33009-RA
OG0008030	ENSMUSG00000062309.8	Nana33002-RA
OG0008031	ENSMUSG00000030213.12	Nana27182-RA
OG0008032	ENSMUSG00000032305.15	Nana33000-RA
OG0008033	ENSMUSG00000032306.14	Nana32998-RA
OG0008034	ENSMUSG00000090110.8	Nana32238-RA
OG0008035	ENSMUSG00000032289.15	Nana32879-RA
OG0008036	ENSMUSG00000026368.6	Nana15007-RA
OG0008037	ENSMUSG00000035713.15	Nana25450-RA
OG0008038	ENSMUSG00000044952.5	Nana25451-RA
OG0008039	ENSMUSG00000047766.15	Nana32870-RA
OG0008040	ENSMUSG00000033952.14	Nana15006-RA
OG0008041	ENSMUSG00000034839.5	Nana32869-RA
OG0008042	ENSMUSG00000033964.12	Nana15005-RA
OG0008043	ENSMUSG00000051727.14	Nana25462-RA
OG0008044	ENSMUSG00000063681.14	Nana15004-RA
OG0008045	ENSMUSG00000025475.17	Nana19425-RA
OG0008046	ENSMUSG00000035642.16	Nana25466-RA
OG0008048	ENSMUSG00000035623.14	Nana25468-RA
OG0008049	ENSMUSG00000025014.13	Nana19418-RA
OG0008050	ENSMUSG00000047880.15	Nana29048-RA
OG0008051	ENSMUSG00000049164.7	Nana19414-RA
OG0008052	ENSMUSG00000016494.9	Nana14061-RA
OG0008053	ENSMUSG00000108929.2	Nana19408-RC, Nana19408-RA, Nana19408-RB
OG0008054	ENSMUSG00000040565.8	Nana19403-RA
OG0008055	ENSMUSG00000008318.10	Nana25506-RA
OG0008056	ENSMUSG00000027360.5	Nana33218-RA
OG0008057	ENSMUSG00000040025.17	Nana30196-RA
OG0008058	ENSMUSG00000032312.7	Nana32993-RA
OG0008059	ENSMUSG00000027361.15	Nana33216-RA
OG0008060	ENSMUSG00000032609.12	Nana07944-RA
OG0008061	ENSMUSG00000032264.9	Nana28933-RA
OG0008062	ENSMUSG00000000049.11	Nana09835-RA
OG0008063	ENSMUSG00000039714.9	Nana32996-RA
OG0008064	ENSMUSG00000039542.16	Nana28920-RA
OG0008065	ENSMUSG00000038567.5	Nana13589-RA
OG0008066	ENSMUSG00000026834.13	Nana03545-RA
OG0008069	ENSMUSG00000020604.13	Nana09808-RA
OG0008070	ENSMUSG00000027009.18	Nana03327-RA
OG0008071	ENSMUSG00000035726.8	Nana39406-RA
OG0008072	ENSMUSG00000036931.15	Nana30346-RA
OG0008073	ENSMUSG00000025318.13	Nana31725-RA
OG0008074	ENSMUSG00000111559.2	Nana33204-RA
OG0008075	ENSMUSG00000034194.17	Nana28301-RA
OG0008076	ENSMUSG00000035629.19	Nana20875-RA
OG0008077	ENSMUSG00000022160.18	Nana24084-RA
OG0008078	ENSMUSG00000030020.13	Nana08033-RA
OG0008080	ENSMUSG00000021775.11	Nana21960-RA
OG0008081	ENSMUSG00000070002.7	Nana06085-RA
OG0008082	ENSMUSG00000060636.14	Nana20867-RA
OG0008083	ENSMUSG00000006651.8	Nana30339-RA
OG0008084	ENSMUSG00000044772.2	Nana08025-RA
OG0008085	ENSMUSG00000027207.15	Nana33196-RA
OG0008086	ENSMUSG00000068040.10	Nana12951-RA
OG0008087	ENSMUSG00000064080.12	Nana08422-RA
OG0008088	ENSMUSG00000026923.15	Nana37051-RA
OG0008089	ENSMUSG00000026229.17	Nana20864-RA
OG0008090	ENSMUSG00000039021.15	Nana36564-RB, Nana36564-RA
OG0008091	ENSMUSG00000046020.13	Nana13251-RA
OG0008092	ENSMUSG00000035093.16	Nana33192-RA
OG0008093	ENSMUSG00000035109.14	Nana33190-RA
OG0008094	ENSMUSG00000038042.11	Nana08416-RA
OG0008095	ENSMUSG00000021381.4	Nana08415-RA
OG0008096	ENSMUSG00000038025.8	Nana08413-RA
OG0008097	ENSMUSG00000061411.12	Nana12937-RA
OG0008098	ENSMUSG00000026492.11	Nana01487-RA
OG0008099	ENSMUSG00000037989.15	Nana08408-RA
OG0008100	ENSMUSG00000021384.14	Nana08405-RA
OG0008101	ENSMUSG00000037946.11	Nana08404-RA
OG0008102	ENSMUSG00000057554.13	Nana01564-RA
OG0008103	ENSMUSG00000032469.12	Nana30317-RA
OG0008104	ENSMUSG00000023411.12	Nana23974-RA
OG0008105	ENSMUSG00000044244.18	Nana30316-RB
OG0008106	ENSMUSG00000050967.5	Nana26098-RA
OG0008107	ENSMUSG00000003135.15	Nana26096-RB
OG0008108	ENSMUSG00000030889.14	Nana34218-RA
OG0008109	ENSMUSG00000049878.13	Nana30308-RA
OG0008110	ENSMUSG00000049580.12	Nana25478-RA
OG0008111	ENSMUSG00000074240.5	Nana39267-RA
OG0008112	ENSMUSG00000008090.14	Nana26677-RA
OG0008113	ENSMUSG00000027259.15	Nana32868-RA
OG0008114	ENSMUSG00000036940.15	Nana30306-RA
OG0008115	ENSMUSG00000078681.10	Nana32867-RA
OG0008116	ENSMUSG00000027133.3	Nana23949-RA
OG0008117	ENSMUSG00000028847.8	Nana29985-RA
OG0008118	ENSMUSG00000036040.14	Nana37112-RA
OG0008119	ENSMUSG00000031749.12	Nana31009-RA
OG0008120	ENSMUSG00000001089.14	Nana30304-RA
OG0008121	ENSMUSG00000023118.15	Nana30803-RE, Nana30803-RD
OG0008122	ENSMUSG00000003680.16	Nana35741-RA
OG0008123	ENSMUSG00000009216.7	Nana37111-RA
OG0008124	ENSMUSG00000034906.15	Nana28125-RA
OG0008125	ENSMUSG00000038540.14	Nana33261-RA
OG0008126	ENSMUSG00000033589.4	Nana28027-RA, Nana28027-RB
OG0008128	ENSMUSG00000028833.13	Nana30004-RA
OG0008129	ENSMUSG00000069833.13	Nana35796-RA, Nana35802-RI, Nana35802-RH
OG0008130	ENSMUSG00000026796.16	Nana36399-RA
OG0008131	ENSMUSG00000042410.16	Nana03352-RA
OG0008132	ENSMUSG00000031562.15	Nana18219-RA
OG0008133	ENSMUSG00000022193.7	Nana24234-RA
OG0008134	ENSMUSG00000032890.17	Nana02325-RA
OG0008135	ENSMUSG00000000223.13	Nana32286-RA
OG0008136	ENSMUSG00000015839.6	Nana03354-RA
OG0008137	ENSMUSG00000033732.10	Nana31005-RA
OG0008138	ENSMUSG00000040554.10	Nana32285-RA
OG0008139	ENSMUSG00000028776.14	Nana29916-RA
OG0008140	ENSMUSG00000059022.15	Nana27873-RA
OG0008141	ENSMUSG00000042737.9	Nana36042-RA
OG0008143	ENSMUSG00000024135.10	Nana01007-RA
OG0008144	ENSMUSG00000010936.11	Nana31003-RB
OG0008145	ENSMUSG00000032125.20	Nana28516-RA
OG0008146	ENSMUSG00000046240.8	Nana28514-RA
OG0008147	ENSMUSG00000071037.6	Nana01016-RA
OG0008148	ENSMUSG00000022218.16	Nana24268-RA
OG0008149	ENSMUSG00000035934.16	Nana28504-RA
OG0008150	ENSMUSG00000024181.9	Nana34636-RE, Nana34636-RB
OG0008151	ENSMUSG00000034832.15	Nana27988-RA
OG0008152	ENSMUSG00000024184.15	Nana34637-RA
OG0008153	ENSMUSG00000056698.11	Nana28500-RA
OG0008154	ENSMUSG00000035960.14	Nana38342-RA, Nana38345-RA
OG0008155	ENSMUSG00000035342.14	Nana19848-RA
OG0008156	ENSMUSG00000001018.15	Nana36159-RA
OG0008157	ENSMUSG00000036327.18	Nana36787-RA
OG0008158	ENSMUSG00000050821.14	Nana20745-RA
OG0008159	ENSMUSG00000025213.11	Nana19856-RA
OG0008160	ENSMUSG00000025216.9	Nana19871-RA
OG0008161	ENSMUSG00000019578.11	Nana06407-RA
OG0008162	ENSMUSG00000039891.6	Nana01894-RA
OG0008163	ENSMUSG00000002835.9	Nana06406-RA
OG0008164	ENSMUSG00000030869.11	Nana33796-RA
OG0008165	ENSMUSG00000078453.3	Nana01897-RA
OG0008166	ENSMUSG00000036985.12	Nana32266-RA
OG0008167	ENSMUSG00000031101.6	Nana32263-RA
OG0008168	ENSMUSG00000015755.16	Nana01819-RA
OG0008169	ENSMUSG00000034218.16	Nana25196-RA
OG0008171	ENSMUSG00000015757.10	Nana01817-RA
OG0008172	ENSMUSG00000025218.6	Nana19893-RA
OG0008173	ENSMUSG00000071392.6	Nana01901-RA
OG0008174	ENSMUSG00000059554.12	Nana01902-RA
OG0008175	ENSMUSG00000004561.14	Nana23909-RA
OG0008176	ENSMUSG00000040913.11	Nana19897-RA
OG0008177	ENSMUSG00000039835.16	Nana01905-RA
OG0008178	ENSMUSG00000005981.11	Nana34639-RA
OG0008179	ENSMUSG00000037005.16	Nana32262-RA
OG0008180	ENSMUSG00000025219.13	Nana19898-RA
OG0008181	ENSMUSG00000009378.4	Nana19317-RA
OG0008183	ENSMUSG00000033809.15	Nana20758-RA
OG0008184	ENSMUSG00000023460.13	Nana16114-RA
OG0008185	ENSMUSG00000050473.5	Nana01922-RA
OG0008186	ENSMUSG00000020003.16	Nana01924-RA
OG0008187	ENSMUSG00000089953.3	Nana36715-RA
OG0008188	ENSMUSG00000071369.11	Nana01929-RA
OG0008189	ENSMUSG00000116377.1, ENSMUSG00000019796.12	Nana01811-RA
OG0008190	ENSMUSG00000039901.10	Nana19910-RA
OG0008191	ENSMUSG00000074811.3	Nana19911-RA
OG0008193	ENSMUSG00000019986.17	Nana01941-RA
OG0008194	ENSMUSG00000015776.12	Nana36918-RA
OG0008195	ENSMUSG00000003948.17	Nana09972-RA
OG0008196	ENSMUSG00000038587.10	Nana01788-RB, Nana01788-RC
OG0008197	ENSMUSG00000028327.14	Nana11222-RB, Nana11222-RA, Nana11221-RA
OG0008198	ENSMUSG00000075327.10	Nana01785-RA
OG0008199	ENSMUSG00000031792.15	Nana31040-RA
OG0008200	ENSMUSG00000029029.14	Nana37153-RA
OG0008201	ENSMUSG00000024096.17	Nana16108-RA
OG0008202	ENSMUSG00000061759.15	Nana01783-RA
OG0008203	ENSMUSG00000020701.12	Nana00555-RA
OG0008204	ENSMUSG00000019982.15	Nana01944-RA
OG0008205	ENSMUSG00000034932.4	Nana06296-RA
OG0008206	ENSMUSG00000025019.17	Nana19924-RA
OG0008207	ENSMUSG00000048482.14	Nana04658-RA
OG0008208	ENSMUSG00000020290.14	Nana00828-RA
OG0008209	ENSMUSG00000024764.10	Nana35969-RA
OG0008210	ENSMUSG00000050737.13	Nana36836-RA
OG0008211	ENSMUSG00000019977.16	Nana01947-RA
OG0008212	ENSMUSG00000027115.14	Nana04650-RA
OG0008213	ENSMUSG00000049420.9	Nana01977-RA
OG0008214	ENSMUSG00000025020.11	Nana19926-RA, Nana19925-RA
OG0008215	ENSMUSG00000056342.16	Nana00829-RA
OG0008216	ENSMUSG00000039089.15	Nana01979-RA
OG0008217	ENSMUSG00000068328.9	Nana17529-RA
OG0008218	ENSMUSG00000004892.13	Nana35662-RA
OG0008219	ENSMUSG00000029782.19	Nana27845-RA
OG0008220	ENSMUSG00000049299.14	Nana24328-RA, Nana24328-RB
OG0008221	ENSMUSG00000068329.12	Nana17531-RA
OG0008222	ENSMUSG00000042208.15	Nana00830-RA
OG0008223	ENSMUSG00000037490.5	Nana01951-RA
OG0008224	ENSMUSG00000020283.5	Nana00831-RB, Nana00831-RA
OG0008225	ENSMUSG00000071645.6	Nana36021-RA
OG0008226	ENSMUSG00000022508.5	Nana21024-RA
OG0008227	ENSMUSG00000032314.14	Nana32938-RA
OG0008228	ENSMUSG00000068335.6	Nana17534-RA
OG0008229	ENSMUSG00000071847.13	Nana16104-RA
OG0008230	ENSMUSG00000030041.9	Nana17535-RA
OG0008231	ENSMUSG00000024581.13	Nana16102-RA
OG0008232	ENSMUSG00000020722.5	Nana09846-RA
OG0008233	ENSMUSG00000030801.10	Nana23852-RA
OG0008234	ENSMUSG00000115388.2	Nana17238-RA, Nana17239-RA, Nana17240-RA
OG0008235	ENSMUSG00000029710.15	Nana39567-RA
OG0008236	ENSMUSG00000048967.16	Nana06125-RA
OG0008237	ENSMUSG00000019998.6	Nana01966-RA
OG0008238	ENSMUSG00000020000.7	Nana01967-RA
OG0008239	ENSMUSG00000031644.19	Nana18290-RA
OG0008240	ENSMUSG00000035969.15	Nana12862-RA
OG0008241	ENSMUSG00000038860.15	Nana36473-RA
OG0008242	ENSMUSG00000018372.13	Nana09861-RA
OG0008243	ENSMUSG00000030760.14	Nana25479-RA
OG0008244	ENSMUSG00000036862.15	Nana25689-RA
OG0008245	ENSMUSG00000020718.12	Nana09864-RA
OG0008246	ENSMUSG00000067873.11	Nana32584-RD, Nana32584-RC
OG0008247	ENSMUSG00000000555.8	Nana10390-RB, Nana10390-RA
OG0008248	ENSMUSG00000031132.1	Nana32581-RA
OG0008249	ENSMUSG00000063727.3	Nana16821-RA
OG0008250	ENSMUSG00000038591.3	Nana16824-RA
OG0008251	ENSMUSG00000024479.3	Nana16825-RA
OG0008252	ENSMUSG00000026896.14	Nana03506-RA
OG0008253	ENSMUSG00000037750.16	Nana00102-RA
OG0008254	ENSMUSG00000037343.8	Nana16829-RA
OG0008255	ENSMUSG00000021866.15	Nana19007-RA
OG0008256	ENSMUSG00000026251.13	Nana20834-RA
OG0008257	ENSMUSG00000028757.4	Nana37261-RB
OG0008258	ENSMUSG00000079442.12	Nana36577-RA
OG0008259	ENSMUSG00000022791.19	Nana20950-RA
OG0008262	ENSMUSG00000043085.14	Nana37266-RA
OG0008263	ENSMUSG00000003123.15	Nana30653-RA
OG0008264	ENSMUSG00000035049.4	Nana19929-RA
OG0008265	ENSMUSG00000026269.14	Nana20817-RA
OG0008266	ENSMUSG00000045795.10	Nana33228-RA
OG0008267	ENSMUSG00000024269.11	Nana12766-RA
OG0008268	ENSMUSG00000028898.15	Nana30202-RA
OG0008269	ENSMUSG00000006221.7	Nana37271-RA
OG0008270	ENSMUSG00000028857.16	Nana30135-RC
OG0008271	ENSMUSG00000035033.15	Nana03513-RA
OG0008272	ENSMUSG00000053333.15	Nana38580-RA
OG0008273	ENSMUSG00000022370.13	Nana16837-RA
OG0008274	ENSMUSG00000026239.14	Nana20854-RA
OG0008275	ENSMUSG00000022369.13	Nana16838-RA
OG0008276	ENSMUSG00000060429.12	Nana16839-RA
OG0008277	ENSMUSG00000040463.16	Nana00448-RA
OG0008278	ENSMUSG00000026234.12	Nana20857-RA
OG0008279	ENSMUSG00000038156.16	Nana04593-RA
OG0008280	ENSMUSG00000079445.3	Nana20859-RA
OG0008281	ENSMUSG00000066026.14	Nana37170-RA
OG0008282	ENSMUSG00000028436.8	Nana12780-RB, Nana12780-RA
OG0008283	ENSMUSG00000028443.6	Nana12785-RA
OG0008284	ENSMUSG00000027518.3	Nana13547-RA
OG0008285	ENSMUSG00000030530.15	Nana33657-RA
OG0008286	ENSMUSG00000008999.7	Nana13567-RA
OG0008287	ENSMUSG00000027245.11	Nana33652-RA
OG0008288	ENSMUSG00000074569.4	Nana13571-RA
OG0008289	ENSMUSG00000027498.14	Nana13574-RA
OG0008290	ENSMUSG00000021066.9	Nana05938-RA
OG0008291	ENSMUSG00000014747.6	Nana17450-RA
OG0008292	ENSMUSG00000014748.13	Nana17451-RA
OG0008294	ENSMUSG00000018809.2	Nana00067-RA
OG0008296	ENSMUSG00000040415.15	Nana10341-RA
OG0008297	ENSMUSG00000074657.5	Nana10344-RA
OG0008298	ENSMUSG00000049577.15	Nana31753-RA, Nana31753-RB
OG0008300	ENSMUSG00000030879.10	Nana12900-RA
OG0008301	ENSMUSG00000040287.9	Nana10362-RA, Nana10362-RB
OG0008302	ENSMUSG00000051517.14	Nana12899-RA
OG0008303	ENSMUSG00000067872.2	Nana35868-RA
OG0008304	ENSMUSG00000030413.7	Nana36173-RA
OG0008305	ENSMUSG00000040258.6	Nana10368-RA
OG0008306	ENSMUSG00000060969.9	Nana15559-RA
OG0008307	ENSMUSG00000038861.14	Nana36326-RA
OG0008308	ENSMUSG00000001504.10	Nana15562-RA
OG0008309	ENSMUSG00000020525.17	Nana00207-RA
OG0008310	ENSMUSG00000019338.13	Nana36322-RA
OG0008311	ENSMUSG00000068270.15	Nana32699-RA
OG0008312	ENSMUSG00000022018.7	Nana32690-RC
OG0008313	ENSMUSG00000002147.18	Nana10375-RA
OG0008314	ENSMUSG00000025402.12	Nana10376-RA
OG0008315	ENSMUSG00000040195.11	Nana10378-RA
OG0008316	ENSMUSG00000025240.10	Nana22196-RA
OG0008317	ENSMUSG00000034551.12	Nana32195-RA
OG0008318	ENSMUSG00000036966.15	Nana10380-RA
OG0008319	ENSMUSG00000025245.14	Nana22191-RA
OG0008320	ENSMUSG00000034607.6	Nana32205-RA
OG0008321	ENSMUSG00000032519.11	Nana26619-RA
OG0008322	ENSMUSG00000031351.15	Nana32221-RA
OG0008323	ENSMUSG00000038495.14	Nana36378-RA
OG0008324	ENSMUSG00000025731.16	Nana34024-RA
OG0008325	ENSMUSG00000069633.12	Nana06040-RA
OG0008326	ENSMUSG00000061654.3	Nana32229-RA
OG0008327	ENSMUSG00000066800.11	Nana15143-RA
OG0008328	ENSMUSG00000034161.8	Nana17208-RA
OG0008330	ENSMUSG00000042671.12	Nana15139-RA
OG0008331	ENSMUSG00000018428.15	Nana00352-RA
OG0008332	ENSMUSG00000049612.10	Nana00360-RA
OG0008334	ENSMUSG00000036114.3	Nana12810-RA
OG0008335	ENSMUSG00000031767.13	Nana31296-RA
OG0008336	ENSMUSG00000038402.2	Nana15751-RA
OG0008337	ENSMUSG00000061322.15	Nana12803-RA
OG0008338	ENSMUSG00000039252.11	Nana18419-RA
OG0008339	ENSMUSG00000021357.14	Nana15756-RA
OG0008340	ENSMUSG00000046844.6	Nana31294-RA
OG0008341	ENSMUSG00000028439.14	Nana12798-RB
OG0008342	ENSMUSG00000008874.3	Nana31293-RA
OG0008343	ENSMUSG00000040009.6	Nana35526-RA
OG0008344	ENSMUSG00000026546.16	Nana35931-RA
OG0008345	ENSMUSG00000005103.12	Nana18704-RA
OG0008346	ENSMUSG00000052821.3	Nana32145-RA
OG0008347	ENSMUSG00000022375.6	Nana16915-RA
OG0008348	ENSMUSG00000031487.5	Nana28403-RA
OG0008349	ENSMUSG00000031488.14	Nana28401-RA
OG0008351	ENSMUSG00000027111.16	Nana03412-RA
OG0008352	ENSMUSG00000060073.9	Nana05841-RA
OG0008353	ENSMUSG00000030493.13	Nana31383-RA
OG0008355	ENSMUSG00000023391.8	Nana03413-RA
OG0008356	ENSMUSG00000041921.16	Nana03418-RA
OG0008357	ENSMUSG00000030492.16	Nana31386-RA
OG0008358	ENSMUSG00000021411.16	Nana15768-RA
OG0008359	ENSMUSG00000048450.10	Nana18728-RA
OG0008360	ENSMUSG00000030491.16	Nana31387-RA
OG0008361	ENSMUSG00000034601.17	Nana05836-RA
OG0008362	ENSMUSG00000056043.5	Nana31388-RA
OG0008363	ENSMUSG00000040552.8	Nana18730-RA
OG0008364	ENSMUSG00000044548.11	Nana05833-RA
OG0008365	ENSMUSG00000001670.13	Nana31882-RA
OG0008366	ENSMUSG00000022372.14	Nana16923-RA
OG0008367	ENSMUSG00000026327.8	Nana15726-RA
OG0008368	ENSMUSG00000005124.10	Nana16925-RA
OG0008369	ENSMUSG00000014959.12	Nana03427-RA
OG0008370	ENSMUSG00000067006.12	Nana15725-RA
OG0008371	ENSMUSG00000032089.16	Nana29071-RA
OG0008372	ENSMUSG00000036553.16	Nana18734-RA
OG0008373	ENSMUSG00000069895.4	Nana31878-RA
OG0008374	ENSMUSG00000029840.8	Nana27451-RA
OG0008375	ENSMUSG00000047420.8	Nana27453-RA
OG0008376	ENSMUSG00000009905.5	Nana15722-RA
OG0008377	ENSMUSG00000013973.12	Nana35747-RA
OG0008378	ENSMUSG00000029843.4	Nana27455-RA
OG0008380	ENSMUSG00000024953.17	Nana36002-RA
OG0008381	ENSMUSG00000071659.4	Nana36090-RA
OG0008382	ENSMUSG00000038822.15	Nana02141-RA
OG0008383	ENSMUSG00000022335.17	Nana16936-RA
OG0008384	ENSMUSG00000071660.10	Nana36088-RA
OG0008385	ENSMUSG00000036678.8	Nana10223-RA
OG0008386	ENSMUSG00000042496.18	Nana28620-RB
OG0008387	ENSMUSG00000001285.12	Nana10221-RA
OG0008388	ENSMUSG00000020538.15	Nana34518-RA
OG0008389	ENSMUSG00000048175.13	Nana10323-RA
OG0008390	ENSMUSG00000022376.8	Nana16904-RA
OG0008391	ENSMUSG00000039804.15	Nana13092-RA
OG0008392	ENSMUSG00000038872.10	Nana31869-RA
OG0008393	ENSMUSG00000044716.12	Nana18439-RA
OG0008394	ENSMUSG00000031995.9	Nana28624-RA
OG0008395	ENSMUSG00000043099.4	Nana00075-RA
OG0008396	ENSMUSG00000049892.7	Nana34506-RA
OG0008397	ENSMUSG00000047412.16	Nana28627-RB
OG0008398	ENSMUSG00000051246.3	Nana18442-RA
OG0008399	ENSMUSG00000024909.15	Nana35896-RA, Nana35896-RB
OG0008400	ENSMUSG00000031994.13	Nana28630-RA
OG0008401	ENSMUSG00000032633.12	Nana34500-RB
