Orthogroup	M_musculus.pep	A_carolinensis.pep
OG0005967	ENSMUSG00000029636.11	ENSACAG00000003083.2
OG0005968	ENSMUSG00000074704.9	ENSACAG00000008407.3
OG0005969	ENSMUSG00000116458.1, ENSMUSG00000037868.15	ENSACAG00000010340.2
OG0005970	ENSMUSG00000030259.12	ENSACAG00000000388.3
OG0005971	ENSMUSG00000032127.9	ENSACAG00000027495.2
OG0005972	ENSMUSG00000016510.11	ENSACAG00000003250.3
OG0005973	ENSMUSG00000029777.10	ENSACAG00000005601.2
OG0005974	ENSMUSG00000060012.9	ENSACAG00000022405.2
OG0005975	ENSMUSG00000060044.8	ENSACAG00000011005.3
OG0005976	ENSMUSG00000027455.16	ENSACAG00000008276.3
OG0005977	ENSMUSG00000078630.8	ENSACAG00000014495.2
OG0005978	ENSMUSG00000033705.17	ENSACAG00000010091.2, ENSACAG00000015768.3
OG0005979	ENSMUSG00000024228.12	ENSACAG00000006752.3
OG0005980	ENSMUSG00000022229.3	ENSACAG00000009911.3
OG0005981	ENSMUSG00000038022.11	ENSACAG00000005775.3
OG0005982	ENSMUSG00000000127.15	ENSACAG00000006839.3
OG0005983	ENSMUSG00000060371.12	ENSACAG00000000491.3
OG0005984	ENSMUSG00000022208.12	ENSACAG00000008060.3
OG0005985	ENSMUSG00000037553.14	ENSACAG00000016644.3
OG0005986	ENSMUSG00000079469.10	ENSACAG00000006869.2
OG0005987	ENSMUSG00000031969.16	ENSACAG00000000861.3
OG0005988	ENSMUSG00000028848.13	ENSACAG00000016692.2
OG0005989	ENSMUSG00000040084.9	ENSACAG00000014432.3
OG0005991	ENSMUSG00000028851.6	ENSACAG00000016726.3
OG0005992	ENSMUSG00000049672.15	ENSACAG00000009653.2
OG0005993	ENSMUSG00000029778.12	ENSACAG00000006137.3
OG0005994	ENSMUSG00000047407.17	ENSACAG00000009578.3
OG0005995	ENSMUSG00000024378.9	ENSACAG00000007330.3
OG0005996	ENSMUSG00000044338.9	ENSACAG00000007589.2, ENSACAG00000009901.2
OG0005997	ENSMUSG00000046985.11	ENSACAG00000012470.3
OG0005998	ENSMUSG00000013275.9	ENSACAG00000012492.3
OG0005999	ENSMUSG00000042251.12	ENSACAG00000012585.2
OG0006000	ENSMUSG00000015747.5	ENSACAG00000011298.3
OG0006001	ENSMUSG00000021301.9	ENSACAG00000027835.2, ENSACAG00000017492.3
OG0006002	ENSMUSG00000024472.9	ENSACAG00000007587.3
OG0006003	ENSMUSG00000042116.3	ENSACAG00000028043.1
OG0006004	ENSMUSG00000059456.13	ENSACAG00000002392.3
OG0006005	ENSMUSG00000024053.11	ENSACAG00000009078.2, ENSACAG00000023980.1
OG0006006	ENSMUSG00000013419.7	ENSACAG00000006705.3
OG0006007	ENSMUSG00000034653.11	ENSACAG00000007754.2
OG0006008	ENSMUSG00000073542.3	ENSACAG00000022148.1, ENSACAG00000013429.2
OG0006009	ENSMUSG00000016327.9	ENSACAG00000003749.3
OG0006010	ENSMUSG00000035354.9	ENSACAG00000012675.3
OG0006011	ENSMUSG00000047866.18	ENSACAG00000014302.2
OG0006012	ENSMUSG00000038121.6	ENSACAG00000013169.3
OG0006013	ENSMUSG00000032905.5	ENSACAG00000008076.3
OG0006014	ENSMUSG00000029445.13	ENSACAG00000011214.3
OG0006015	ENSMUSG00000015957.12	ENSACAG00000012725.3
OG0006016	ENSMUSG00000055762.16	ENSACAG00000001861.3
OG0006017	ENSMUSG00000024481.5	ENSACAG00000008112.2
OG0006018	ENSMUSG00000036572.16	ENSACAG00000003625.2
OG0006019	ENSMUSG00000042510.7	ENSACAG00000013874.3
OG0006020	ENSMUSG00000029438.9	ENSACAG00000011483.2
OG0006021	ENSMUSG00000034744.13	ENSACAG00000000524.2
OG0006022	ENSMUSG00000026988.15	ENSACAG00000010555.3
OG0006023	ENSMUSG00000038342.15	ENSACAG00000011503.2
OG0006024	ENSMUSG00000026409.14, ENSMUSG00000101904.1	ENSACAG00000013698.3
OG0006025	ENSMUSG00000036879.15	ENSACAG00000013941.3
OG0006026	ENSMUSG00000037416.13	ENSACAG00000004113.3
OG0006027	ENSMUSG00000065979.12	ENSACAG00000003641.2
OG0006028	ENSMUSG00000020224.15	ENSACAG00000003523.3
OG0006029	ENSMUSG00000028954.11	ENSACAG00000012076.3
OG0006030	ENSMUSG00000099041.1, ENSMUSG00000007476.18	ENSACAG00000003742.2
OG0006031	ENSMUSG00000004934.14	ENSACAG00000025865.1
OG0006032	ENSMUSG00000034813.18	ENSACAG00000003595.3
OG0006033	ENSMUSG00000055235.11	ENSACAG00000002245.3
OG0006034	ENSMUSG00000026991.20	ENSACAG00000010447.3
OG0006035	ENSMUSG00000038807.19	ENSACAG00000012840.3
OG0006036	ENSMUSG00000038462.3	ENSACAG00000014884.2
OG0006037	ENSMUSG00000026925.16	ENSACAG00000016224.3
OG0006038	ENSMUSG00000028945.9	ENSACAG00000002265.3
OG0006039	ENSMUSG00000090461.2, ENSMUSG00000074695.3	ENSACAG00000003906.2
OG0006040	ENSMUSG00000024168.8	ENSACAG00000014846.1
OG0006041	ENSMUSG00000036641.9	ENSACAG00000010412.3
OG0006042	ENSMUSG00000038002.9	ENSACAG00000003178.2
OG0006043	ENSMUSG00000031701.6	ENSACAG00000013584.3
OG0006044	ENSMUSG00000032115.14	ENSACAG00000014089.3
OG0006045	ENSMUSG00000024163.17	ENSACAG00000003246.3
OG0006046	ENSMUSG00000032352.16	ENSACAG00000016633.3
OG0006047	ENSMUSG00000038072.14	ENSACAG00000014168.3
OG0006048	ENSMUSG00000024528.8	ENSACAG00000003779.3
OG0006049	ENSMUSG00000024529.14	ENSACAG00000003698.3
OG0006050	ENSMUSG00000023066.10	ENSACAG00000011576.3
OG0006051	ENSMUSG00000024532.13, ENSMUSG00000046886.6	ENSACAG00000003682.3
OG0006052	ENSMUSG00000032358.12	ENSACAG00000016759.3
OG0006053	ENSMUSG00000029188.14	ENSACAG00000014383.3
OG0006054	ENSMUSG00000020171.8	ENSACAG00000004443.2
OG0006055	ENSMUSG00000056153.15	ENSACAG00000011568.1
OG0006056	ENSMUSG00000020523.14	ENSACAG00000004308.3
OG0006057	ENSMUSG00000098375.6, ENSMUSG00000023723.17	ENSACAG00000005454.3
OG0006058	ENSMUSG00000020522.13	ENSACAG00000004302.3
OG0006059	ENSMUSG00000028933.11	ENSACAG00000010622.3
OG0006060	ENSMUSG00000039191.12	ENSACAG00000014578.3
OG0006061	ENSMUSG00000034024.8	ENSACAG00000004492.2
OG0006062	ENSMUSG00000066440.5	ENSACAG00000005878.3
OG0006063	ENSMUSG00000039156.19	ENSACAG00000014755.3
OG0006064	ENSMUSG00000024644.17	ENSACAG00000003653.3
OG0006065	ENSMUSG00000033294.11	ENSACAG00000007479.3
OG0006066	ENSMUSG00000020169.4	ENSACAG00000004637.3
OG0006067	ENSMUSG00000047388.10	ENSACAG00000008885.2
OG0006068	ENSMUSG00000064181.6	ENSACAG00000004695.3
OG0006069	ENSMUSG00000036655.8	ENSACAG00000016908.2
OG0006070	ENSMUSG00000001700.10	ENSACAG00000023904.1, ENSACAG00000003047.3
OG0006071	ENSMUSG00000049090.3	ENSACAG00000005316.3
OG0006072	ENSMUSG00000020514.8	ENSACAG00000003875.2
OG0006073	ENSMUSG00000053644.13	ENSACAG00000002899.3
OG0006074	ENSMUSG00000002633.4	ENSACAG00000011060.3
OG0006075	ENSMUSG00000041607.17	ENSACAG00000005477.3
OG0006076	ENSMUSG00000029501.14	ENSACAG00000007828.2
OG0006077	ENSMUSG00000034390.16	ENSACAG00000009149.3
OG0006078	ENSMUSG00000001569.10	ENSACAG00000011192.3
OG0006079	ENSMUSG00000106687.5, ENSMUSG00000022718.12	ENSACAG00000008031.2
OG0006080	ENSMUSG00000033323.14	ENSACAG00000001148.3
OG0006081	ENSMUSG00000034006.17	ENSACAG00000001270.3
OG0006082	ENSMUSG00000012777.14	ENSACAG00000005243.3
OG0006083	ENSMUSG00000084128.10	ENSACAG00000009900.3
OG0006084	ENSMUSG00000003208.9	ENSACAG00000000449.3
OG0006085	ENSMUSG00000045912.9	ENSACAG00000009075.2
OG0006086	ENSMUSG00000062761.7	ENSACAG00000009040.3
OG0006087	ENSMUSG00000030733.10	ENSACAG00000005528.3
OG0006088	ENSMUSG00000006717.7	ENSACAG00000002307.1, ENSACAG00000002326.2
OG0006089	ENSMUSG00000093575.1, ENSMUSG00000014232.14	ENSACAG00000001440.3
OG0006090	ENSMUSG00000049871.14	ENSACAG00000001552.3
OG0006091	ENSMUSG00000021340.13	ENSACAG00000002705.3
OG0006092	ENSMUSG00000021193.10	ENSACAG00000008286.3
OG0006093	ENSMUSG00000036855.3	ENSACAG00000001121.2
OG0006095	ENSMUSG00000021376.11	ENSACAG00000003316.3
OG0006096	ENSMUSG00000028413.13	ENSACAG00000003414.3
OG0006097	ENSMUSG00000028545.13	ENSACAG00000010653.2
OG0006098	ENSMUSG00000008540.11	ENSACAG00000014518.3
OG0006099	ENSMUSG00000047534.17	ENSACAG00000004214.3
OG0006100	ENSMUSG00000055884.8	ENSACAG00000004149.3
OG0006101	ENSMUSG00000037572.17	ENSACAG00000016303.3
OG0006102	ENSMUSG00000030224.10	ENSACAG00000014378.3
OG0006103	ENSMUSG00000021371.5	ENSACAG00000003648.3
OG0006104	ENSMUSG00000038518.15	ENSACAG00000003669.3
OG0006105	ENSMUSG00000023906.3	ENSACAG00000006908.1
OG0006106	ENSMUSG00000031585.13	ENSACAG00000003080.3
OG0006107	ENSMUSG00000032288.9	ENSACAG00000016259.1
OG0006108	ENSMUSG00000030223.14	ENSACAG00000013967.3
OG0006109	ENSMUSG00000021076.6	ENSACAG00000000833.3
OG0006110	ENSMUSG00000036242.15	ENSACAG00000000793.2
OG0006111	ENSMUSG00000036282.15	ENSACAG00000000751.3
OG0006112	ENSMUSG00000046794.9	ENSACAG00000002925.3
OG0006113	ENSMUSG00000021374.10	ENSACAG00000004118.2
OG0006114	ENSMUSG00000061244.14	ENSACAG00000000344.3
OG0006115	ENSMUSG00000067714.13	ENSACAG00000006228.2
OG0006116	ENSMUSG00000024234.7	ENSACAG00000007513.3
OG0006117	ENSMUSG00000022270.16	ENSACAG00000000324.3
OG0006118	ENSMUSG00000052253.6	ENSACAG00000000306.3
OG0006119	ENSMUSG00000046034.8	ENSACAG00000000278.3
OG0006120	ENSMUSG00000017721.15	ENSACAG00000012034.3
OG0006121	ENSMUSG00000039492.7	ENSACAG00000001590.3
OG0006122	ENSMUSG00000060771.15	ENSACAG00000000982.3
OG0006123	ENSMUSG00000056069.10	ENSACAG00000005616.3
OG0006124	ENSMUSG00000045503.16	ENSACAG00000012137.3
OG0006125	ENSMUSG00000026798.10	ENSACAG00000007364.3
OG0006126	ENSMUSG00000052488.7	ENSACAG00000011583.3
OG0006127	ENSMUSG00000030036.8	ENSACAG00000000558.3
OG0006128	ENSMUSG00000023079.14	ENSACAG00000011622.3
OG0006129	ENSMUSG00000059689.15	ENSACAG00000026939.1
OG0006130	ENSMUSG00000030035.14	ENSACAG00000000639.3
OG0006131	ENSMUSG00000061802.6	ENSACAG00000007785.3
OG0006132	ENSMUSG00000057335.11	ENSACAG00000005222.3
OG0006133	ENSMUSG00000031959.15	ENSACAG00000006681.3
OG0006134	ENSMUSG00000058761.5	ENSACAG00000014446.3
OG0006135	ENSMUSG00000026504.17	ENSACAG00000006805.3
OG0006136	ENSMUSG00000042677.7	ENSACAG00000017285.3
OG0006137	ENSMUSG00000033596.5	ENSACAG00000006627.3
OG0006138	ENSMUSG00000072889.9	ENSACAG00000006640.3
OG0006139	ENSMUSG00000049123.10, ENSMUSG00000049676.14	ENSACAG00000002290.3, ENSACAG00000002217.3, ENSACAG00000002286.2
OG0006140	ENSMUSG00000004099.16	ENSACAG00000003948.3
OG0006141	ENSMUSG00000039195.4	ENSACAG00000006946.2
OG0006142	ENSMUSG00000067219.9	ENSACAG00000006581.3
OG0006143	ENSMUSG00000017664.16	ENSACAG00000013762.3
OG0006144	ENSMUSG00000039168.15	ENSACAG00000024923.2
OG0006145	ENSMUSG00000022237.17	ENSACAG00000002815.3, ENSACAG00000016915.3
OG0006146	ENSMUSG00000026786.14	ENSACAG00000008163.3
OG0006147	ENSMUSG00000043895.6	ENSACAG00000004177.2
OG0006148	ENSMUSG00000028890.13	ENSACAG00000017181.3
OG0006149	ENSMUSG00000036769.14	ENSACAG00000004931.3
OG0006150	ENSMUSG00000110948.3, ENSMUSG00000091476.8, ENSMUSG00000102483.2	ENSACAG00000004427.3
OG0006151	ENSMUSG00000039100.10	ENSACAG00000002675.3
OG0006152	ENSMUSG00000073131.12	ENSACAG00000013271.2
OG0006153	ENSMUSG00000036087.18	ENSACAG00000006385.3
OG0006154	ENSMUSG00000007603.9	ENSACAG00000012955.3
OG0006155	ENSMUSG00000041571.9	ENSACAG00000004893.2
OG0006156	ENSMUSG00000018919.10	ENSACAG00000029285.1
OG0006157	ENSMUSG00000031089.7	ENSACAG00000004828.2
OG0006158	ENSMUSG00000026679.3	ENSACAG00000008543.3
OG0006159	ENSMUSG00000036591.16	ENSACAG00000008596.3
OG0006160	ENSMUSG00000026734.9	ENSACAG00000008706.2
OG0006161	ENSMUSG00000026735.2	ENSACAG00000008717.3
OG0006162	ENSMUSG00000037683.14	ENSACAG00000008722.3
OG0006163	ENSMUSG00000028647.13	ENSACAG00000016991.2
OG0006164	ENSMUSG00000043029.2	ENSACAG00000001651.2
OG0006165	ENSMUSG00000071019.11, ENSMUSG00000028236.3	ENSACAG00000017997.3
OG0006166	ENSMUSG00000022783.11, ENSMUSG00000037708.16	ENSACAG00000008944.3
OG0006167	ENSMUSG00000029155.16	ENSACAG00000005954.3
OG0006168	ENSMUSG00000038296.14	ENSACAG00000008342.3, ENSACAG00000010002.3
OG0006169	ENSMUSG00000041380.13	ENSACAG00000004275.3
OG0006170	ENSMUSG00000051154.11	ENSACAG00000009052.3
OG0006171	ENSMUSG00000024270.11	ENSACAG00000001852.3
OG0006172	ENSMUSG00000026743.16	ENSACAG00000009100.3
OG0006173	ENSMUSG00000028347.14	ENSACAG00000001796.3
OG0006174	ENSMUSG00000028233.6	ENSACAG00000017988.3
OG0006176	ENSMUSG00000024800.8	ENSACAG00000007996.3
OG0006177	ENSMUSG00000024805.16	ENSACAG00000007900.2
OG0006179	ENSMUSG00000057914.15	ENSACAG00000005593.3
OG0006180	ENSMUSG00000025907.14	ENSACAG00000017963.3
OG0006181	ENSMUSG00000048236.8	ENSACAG00000004288.3
OG0006182	ENSMUSG00000063275.15	ENSACAG00000028468.1
OG0006183	ENSMUSG00000021608.15	ENSACAG00000000821.3
OG0006184	ENSMUSG00000036528.16	ENSACAG00000004043.3
OG0006185	ENSMUSG00000032309.15	ENSACAG00000027451.1
OG0006186	ENSMUSG00000037254.18	ENSACAG00000004306.3
OG0006187	ENSMUSG00000061186.15	ENSACAG00000004952.3
OG0006188	ENSMUSG00000026727.10	ENSACAG00000016689.3
OG0006189	ENSMUSG00000033722.9	ENSACAG00000004897.3
OG0006190	ENSMUSG00000026469.14	ENSACAG00000004906.3
OG0006191	ENSMUSG00000026730.12	ENSACAG00000016661.2
OG0006192	ENSMUSG00000024989.15	ENSACAG00000007022.3
OG0006193	ENSMUSG00000026767.12	ENSACAG00000016625.3
OG0006194	ENSMUSG00000033701.13	ENSACAG00000004974.3
OG0006195	ENSMUSG00000027227.7	ENSACAG00000006710.2
OG0006196	ENSMUSG00000041491.8	ENSACAG00000005485.3
OG0006197	ENSMUSG00000062627.9	ENSACAG00000005486.3
OG0006198	ENSMUSG00000018378.13, ENSMUSG00000098571.6	ENSACAG00000005475.3
OG0006199	ENSMUSG00000026663.6	ENSACAG00000001336.3
OG0006200	ENSMUSG00000027984.8	ENSACAG00000008172.3
OG0006201	ENSMUSG00000032382.14	ENSACAG00000006791.2
OG0006202	ENSMUSG00000032119.5	ENSACAG00000002495.3
OG0006203	ENSMUSG00000031823.14	ENSACAG00000014340.3
OG0006204	ENSMUSG00000116143.1, ENSMUSG00000050931.7	ENSACAG00000008243.3
OG0006205	ENSMUSG00000047141.5	ENSACAG00000005695.3
OG0006206	ENSMUSG00000091721.4	ENSACAG00000021108.3
OG0006207	ENSMUSG00000026563.13	ENSACAG00000015521.3
OG0006208	ENSMUSG00000040204.6	ENSACAG00000028782.1
OG0006209	ENSMUSG00000026809.15	ENSACAG00000004338.2
OG0006210	ENSMUSG00000090326.2	ENSACAG00000006990.3
OG0006211	ENSMUSG00000040537.17	ENSACAG00000015990.3
OG0006212	ENSMUSG00000040524.9	ENSACAG00000007125.3
OG0006213	ENSMUSG00000040652.16	ENSACAG00000007150.3
OG0006214	ENSMUSG00000037400.17	ENSACAG00000007250.3
OG0006215	ENSMUSG00000015653.13	ENSACAG00000015895.2
OG0006216	ENSMUSG00000041408.18	ENSACAG00000014345.3
OG0006217	ENSMUSG00000040473.15	ENSACAG00000015871.3
OG0006218	ENSMUSG00000024491.16	ENSACAG00000014177.2
OG0006219	ENSMUSG00000000275.16	ENSACAG00000009216.3
OG0006220	ENSMUSG00000036275.13	ENSACAG00000006368.2
OG0006221	ENSMUSG00000027679.13	ENSACAG00000003917.3
OG0006222	ENSMUSG00000046798.14	ENSACAG00000015849.1
OG0006223	ENSMUSG00000015093.15	ENSACAG00000007200.2
OG0006224	ENSMUSG00000056215.13	ENSACAG00000017103.3
OG0006225	ENSMUSG00000000278.10	ENSACAG00000009279.3
OG0006226	ENSMUSG00000029993.16	ENSACAG00000009621.3
OG0006227	ENSMUSG00000025971.6	ENSACAG00000016030.3, ENSACAG00000024338.1
OG0006228	ENSMUSG00000035575.11	ENSACAG00000009472.3
OG0006229	ENSMUSG00000037712.16	ENSACAG00000006618.3
OG0006230	ENSMUSG00000025236.11	ENSACAG00000006884.2
OG0006231	ENSMUSG00000017550.14	ENSACAG00000009606.3
OG0006232	ENSMUSG00000058267.13	ENSACAG00000023212.1
OG0006233	ENSMUSG00000047909.11	ENSACAG00000002981.3
OG0006234	ENSMUSG00000000776.13	ENSACAG00000010592.3
OG0006235	ENSMUSG00000022094.15	ENSACAG00000010758.1
OG0006236	ENSMUSG00000016253.12	ENSACAG00000000848.3
OG0006237	ENSMUSG00000002748.7	ENSACAG00000003894.3
OG0006238	ENSMUSG00000030685.5	ENSACAG00000014374.3
OG0006239	ENSMUSG00000052533.14	ENSACAG00000025709.2
OG0006240	ENSMUSG00000019659.8	ENSACAG00000004727.3
OG0006241	ENSMUSG00000042647.13, ENSMUSG00000029456.12	ENSACAG00000008980.3
OG0006242	ENSMUSG00000025909.16	ENSACAG00000012344.3
OG0006243	ENSMUSG00000006442.10	ENSACAG00000000229.2
OG0006244	ENSMUSG00000007415.15	ENSACAG00000015498.3
OG0006245	ENSMUSG00000022091.6	ENSACAG00000010958.3
OG0006246	ENSMUSG00000029730.16	ENSACAG00000012205.3
OG0006247	ENSMUSG00000034329.16	ENSACAG00000001028.2
OG0006248	ENSMUSG00000022090.10	ENSACAG00000011034.3
OG0006249	ENSMUSG00000039063.5	ENSACAG00000016931.3
OG0006250	ENSMUSG00000028991.15	ENSACAG00000000242.3
OG0006251	ENSMUSG00000045319.13	ENSACAG00000016942.3
OG0006252	ENSMUSG00000030682.4	ENSACAG00000014661.2
OG0006253	ENSMUSG00000007411.16	ENSACAG00000000652.3
OG0006254	ENSMUSG00000005907.14	ENSACAG00000015394.3
OG0006255	ENSMUSG00000035621.13	ENSACAG00000000427.2
OG0006256	ENSMUSG00000019518.11	ENSACAG00000012062.3
OG0006257	ENSMUSG00000030678.7	ENSACAG00000014698.3
OG0006258	ENSMUSG00000047719.2	ENSACAG00000016446.3
OG0006259	ENSMUSG00000043789.8	ENSACAG00000017769.3
OG0006260	ENSMUSG00000028109.14	ENSACAG00000008696.2
OG0006261	ENSMUSG00000030681.18	ENSACAG00000014742.3
OG0006262	ENSMUSG00000046519.15	ENSACAG00000008661.2
OG0006263	ENSMUSG00000039917.10	ENSACAG00000011269.3
OG0006264	ENSMUSG00000029452.18	ENSACAG00000009378.3
OG0006265	ENSMUSG00000029616.9	ENSACAG00000009392.3
OG0006266	ENSMUSG00000049565.16	ENSACAG00000022532.1, ENSACAG00000005987.2
OG0006267	ENSMUSG00000062961.7	ENSACAG00000005154.2
OG0006268	ENSMUSG00000000631.20	ENSACAG00000012940.3
OG0006269	ENSMUSG00000042719.17	ENSACAG00000009408.3
OG0006270	ENSMUSG00000063663.11	ENSACAG00000008361.3
OG0006271	ENSMUSG00000030752.8	ENSACAG00000003614.2
OG0006272	ENSMUSG00000045326.13	ENSACAG00000005747.2
OG0006273	ENSMUSG00000026589.14	ENSACAG00000012601.3
OG0006274	ENSMUSG00000045662.17	ENSACAG00000005696.3
OG0006275	ENSMUSG00000030697.7	ENSACAG00000014977.3
OG0006276	ENSMUSG00000004415.15	ENSACAG00000015310.3
OG0006277	ENSMUSG00000040339.10	ENSACAG00000005665.3
OG0006278	ENSMUSG00000042726.14	ENSACAG00000009549.3
OG0006279	ENSMUSG00000037610.15	ENSACAG00000005012.2
OG0006280	ENSMUSG00000033544.6	ENSACAG00000013089.3
OG0006281	ENSMUSG00000027698.14	ENSACAG00000016420.2
OG0006282	ENSMUSG00000041540.16	ENSACAG00000017320.3
OG0006283	ENSMUSG00000042514.11	ENSACAG00000017882.2
OG0006284	ENSMUSG00000021271.5	ENSACAG00000000171.3
OG0006285	ENSMUSG00000025354.5	ENSACAG00000015368.3
OG0006286	ENSMUSG00000056458.16	ENSACAG00000000169.3
OG0006287	ENSMUSG00000029624.10	ENSACAG00000012871.3
OG0006288	ENSMUSG00000029661.16	ENSACAG00000013301.3
OG0006289	ENSMUSG00000024742.15	ENSACAG00000017680.2
OG0006290	ENSMUSG00000037926.15	ENSACAG00000012066.3
OG0006291	ENSMUSG00000027692.16	ENSACAG00000016153.3
OG0006292	ENSMUSG00000026696.15	ENSACAG00000012702.1
OG0006293	ENSMUSG00000025359.10	ENSACAG00000005471.3
OG0006294	ENSMUSG00000061808.4	ENSACAG00000017854.3
OG0006295	ENSMUSG00000030435.16	ENSACAG00000015489.2
OG0006296	ENSMUSG00000003166.20, ENSMUSG00000092470.1	ENSACAG00000002669.3
OG0006297	ENSMUSG00000010663.5	ENSACAG00000017633.3
OG0006298	ENSMUSG00000035203.16	ENSACAG00000015534.3
OG0006299	ENSMUSG00000037958.13	ENSACAG00000011582.3
OG0006300	ENSMUSG00000039221.10	ENSACAG00000016073.3
OG0006301	ENSMUSG00000059851.15	ENSACAG00000016974.3
OG0006302	ENSMUSG00000026584.14	ENSACAG00000012830.3
OG0006303	ENSMUSG00000003527.9	ENSACAG00000002608.3
OG0006304	ENSMUSG00000040557.14	ENSACAG00000011516.3
OG0006305	ENSMUSG00000040124.5	ENSACAG00000013005.2
OG0006306	ENSMUSG00000022765.10	ENSACAG00000002278.3
OG0006307	ENSMUSG00000037652.15	ENSACAG00000015825.3
OG0006308	ENSMUSG00000027424.11	ENSACAG00000014198.2
OG0006309	ENSMUSG00000027427.13	ENSACAG00000014293.3
OG0006310	ENSMUSG00000027702.7	ENSACAG00000015725.2
OG0006311	ENSMUSG00000037730.13	ENSACAG00000015699.3
OG0006312	ENSMUSG00000061762.12	ENSACAG00000029633.1
OG0006313	ENSMUSG00000030232.18	ENSACAG00000017531.3
OG0006314	ENSMUSG00000022769.9	ENSACAG00000001685.2
OG0006315	ENSMUSG00000027835.11	ENSACAG00000017892.3
OG0006316	ENSMUSG00000104301.3	ENSACAG00000017891.3
OG0006317	ENSMUSG00000041957.15	ENSACAG00000012265.3
OG0006318	ENSMUSG00000027792.11	ENSACAG00000007719.3
OG0006319	ENSMUSG00000046178.3	ENSACAG00000013252.3
OG0006320	ENSMUSG00000022706.16	ENSACAG00000001053.3
OG0006321	ENSMUSG00000071632.10, ENSMUSG00000099908.1	ENSACAG00000001045.2
OG0006322	ENSMUSG00000005262.13	ENSACAG00000000892.3
OG0006323	ENSMUSG00000027787.14	ENSACAG00000007349.3
OG0006324	ENSMUSG00000004371.15	ENSACAG00000015945.2
OG0006325	ENSMUSG00000020545.14	ENSACAG00000012804.2
OG0006326	ENSMUSG00000036188.4	ENSACAG00000012769.3
OG0006327	ENSMUSG00000035842.10	ENSACAG00000000039.3
OG0006328	ENSMUSG00000102697.1, ENSMUSG00000103255.1	ENSACAG00000012489.3
OG0006329	ENSMUSG00000027833.16	ENSACAG00000006789.2
OG0006330	ENSMUSG00000027831.9	ENSACAG00000006767.3
OG0006331	ENSMUSG00000041886.7	ENSACAG00000011775.3
OG0006332	ENSMUSG00000025321.14	ENSACAG00000011506.3
OG0006333	ENSMUSG00000024474.7	ENSACAG00000012937.3
OG0006334	ENSMUSG00000030166.14	ENSACAG00000000026.2
OG0006335	ENSMUSG00000027822.16	ENSACAG00000000483.2
OG0006336	ENSMUSG00000030172.15	ENSACAG00000000024.2
OG0006337	ENSMUSG00000014294.4	ENSACAG00000012978.2
OG0006338	ENSMUSG00000025323.10	ENSACAG00000014193.3
OG0006339	ENSMUSG00000055003.14	ENSACAG00000011066.3
OG0006340	ENSMUSG00000025746.11	ENSACAG00000029018.1
OG0006341	ENSMUSG00000028998.6	ENSACAG00000014032.3
OG0006342	ENSMUSG00000024483.19	ENSACAG00000013168.3
OG0006343	ENSMUSG00000028995.14	ENSACAG00000013949.3
OG0006344	ENSMUSG00000024486.6	ENSACAG00000029112.1
OG0006345	ENSMUSG00000050786.8	ENSACAG00000013494.1
OG0006346	ENSMUSG00000047115.15	ENSACAG00000013481.3
OG0006347	ENSMUSG00000023403.14	ENSACAG00000013399.3
OG0006348	ENSMUSG00000075700.9	ENSACAG00000007730.2
OG0006349	ENSMUSG00000029094.12	ENSACAG00000001533.3
OG0006350	ENSMUSG00000027810.14	ENSACAG00000007685.3
OG0006351	ENSMUSG00000027806.9	ENSACAG00000007680.3
OG0006352	ENSMUSG00000036503.13	ENSACAG00000007569.3
OG0006353	ENSMUSG00000027430.12	ENSACAG00000007143.3
OG0006354	ENSMUSG00000001768.16	ENSACAG00000005226.2
OG0006355	ENSMUSG00000027801.7	ENSACAG00000007520.3
OG0006356	ENSMUSG00000037143.17	ENSACAG00000005383.3
OG0006357	ENSMUSG00000023923.10	ENSACAG00000007864.3
OG0006358	ENSMUSG00000038910.7	ENSACAG00000007836.3
OG0006359	ENSMUSG00000010592.9	ENSACAG00000007822.3
OG0006360	ENSMUSG00000049115.15, ENSMUSG00000054988.9	ENSACAG00000006959.1
OG0006361	ENSMUSG00000036972.14	ENSACAG00000006940.2, ENSACAG00000003701.2
OG0006362	ENSMUSG00000004446.12	ENSACAG00000012534.2
OG0006363	ENSMUSG00000027433.5	ENSACAG00000005565.3
OG0006364	ENSMUSG00000027434.11	ENSACAG00000005697.2
OG0006365	ENSMUSG00000032407.14	ENSACAG00000009512.3
OG0006366	ENSMUSG00000115022.1, ENSMUSG00000021884.18	ENSACAG00000002368.3
OG0006367	ENSMUSG00000022234.15	ENSACAG00000010488.3
OG0006368	ENSMUSG00000039065.11	ENSACAG00000010474.3
OG0006369	ENSMUSG00000032839.13	ENSACAG00000004701.3
OG0006370	ENSMUSG00000005225.15	ENSACAG00000000988.3
OG0006371	ENSMUSG00000032410.13	ENSACAG00000004985.3
