Orthogroup	X_tropicalis.pep	P_troglodytes.pep
OG0007772	ENSXETG00000007661.1	ENSPTRG00000012847.6
OG0007773	ENSXETG00000017800.1	ENSPTRG00000012846.5
OG0007774	ENSXETG00000008953.1	ENSPTRG00000010259.6
OG0007776	ENSXETG00000001631.1	ENSPTRG00000007104.6
OG0007777	ENSXETG00000016221.1	ENSPTRG00000046221.1
OG0007778	ENSXETG00000015518.1	ENSPTRG00000010788.4
OG0007779	ENSXETG00000015545.1	ENSPTRG00000010786.4
OG0007780	ENSXETG00000013937.1	ENSPTRG00000048672.1
OG0007781	ENSXETG00000015617.1	ENSPTRG00000010782.6
OG0007782	ENSXETG00000015779.1	ENSPTRG00000000341.6
OG0007783	ENSXETG00000020376.1	ENSPTRG00000033884.2
OG0007784	ENSXETG00000015355.1	ENSPTRG00000024370.3
OG0007785	ENSXETG00000000418.1	ENSPTRG00000003844.7
OG0007786	ENSXETG00000004376.1	ENSPTRG00000024216.5
OG0007787	ENSXETG00000002278.1	ENSPTRG00000000340.5
OG0007789	ENSXETG00000016047.1	ENSPTRG00000021476.7, ENSPTRG00000045766.1
OG0007790	ENSXETG00000017829.1	ENSPTRG00000012839.6
OG0007791	ENSXETG00000009930.1	ENSPTRG00000008846.6
OG0007792	ENSXETG00000007571.1	ENSPTRG00000012852.5
OG0007793	ENSXETG00000013135.1	ENSPTRG00000007392.5
OG0007794	ENSXETG00000021148.1	ENSPTRG00000012838.5
OG0007795	ENSXETG00000010232.1	ENSPTRG00000000150.4
OG0007796	ENSXETG00000008672.1	ENSPTRG00000014231.6
OG0007797	ENSXETG00000009204.1	ENSPTRG00000012782.5
OG0007798	ENSXETG00000019529.1	ENSPTRG00000002545.4
OG0007799	ENSXETG00000003869.1	ENSPTRG00000012831.7
OG0007800	ENSXETG00000004037.1	ENSPTRG00000001528.5
OG0007801	ENSXETG00000003721.1	ENSPTRG00000012830.7
OG0007802	ENSXETG00000010723.1	ENSPTRG00000002727.7
OG0007803	ENSXETG00000018508.1	ENSPTRG00000002546.4
OG0007804	ENSXETG00000009991.1	ENSPTRG00000010996.7
OG0007805	ENSXETG00000007016.1	ENSPTRG00000002511.4
OG0007806	ENSXETG00000010360.1	ENSPTRG00000000154.7
OG0007807	ENSXETG00000010765.1	ENSPTRG00000002726.4
OG0007808	ENSXETG00000015457.1, ENSXETG00000000510.1	ENSPTRG00000024075.4
OG0007809	ENSXETG00000010123.1	ENSPTRG00000000335.4
OG0007810	ENSXETG00000001790.1	ENSPTRG00000011054.6
OG0007811	ENSXETG00000007192.1	ENSPTRG00000048830.1
OG0007812	ENSXETG00000017456.1	ENSPTRG00000006725.5
OG0007813	ENSXETG00000008620.1	ENSPTRG00000013454.3
OG0007814	ENSXETG00000007750.1	ENSPTRG00000022000.6
OG0007815	ENSXETG00000019988.1	ENSPTRG00000012823.4
OG0007816	ENSXETG00000018650.1	ENSPTRG00000007881.4
OG0007817	ENSXETG00000020554.1	ENSPTRG00000006719.5
OG0007818	ENSXETG00000011679.1	ENSPTRG00000002554.6
OG0007819	ENSXETG00000019306.1	ENSPTRG00000012821.6
OG0007820	ENSXETG00000004549.1	ENSPTRG00000016344.6
OG0007821	ENSXETG00000016971.1	ENSPTRG00000029076.5
OG0007822	ENSXETG00000004743.1	ENSPTRG00000016343.4
OG0007823	ENSXETG00000004913.1	ENSPTRG00000016341.6
OG0007824	ENSXETG00000010437.1	ENSPTRG00000006714.7
OG0007825	ENSXETG00000017145.1	ENSPTRG00000002557.5
OG0007826	ENSXETG00000004966.1	ENSPTRG00000016340.5
OG0007827	ENSXETG00000017832.1	ENSPTRG00000012818.3
OG0007828	ENSXETG00000011900.1	ENSPTRG00000002715.6
OG0007829	ENSXETG00000004986.1	ENSPTRG00000016338.3
OG0007830	ENSXETG00000005889.1	ENSPTRG00000007493.6
OG0007831	ENSXETG00000006867.1	ENSPTRG00000002508.7
OG0007832	ENSXETG00000005896.1	ENSPTRG00000007495.5
OG0007833	ENSXETG00000012340.1	ENSPTRG00000004007.6
OG0007834	ENSXETG00000010122.1	ENSPTRG00000007092.6
OG0007835	ENSXETG00000019020.1, ENSXETG00000013978.1	ENSPTRG00000006712.6
OG0007836	ENSXETG00000003727.1	ENSPTRG00000024353.4
OG0007837	ENSXETG00000021039.1	ENSPTRG00000006709.6
OG0007838	ENSXETG00000001610.1	ENSPTRG00000017242.6
OG0007839	ENSXETG00000007596.1	ENSPTRG00000007644.6
OG0007840	ENSXETG00000001436.1	ENSPTRG00000003490.6
OG0007841	ENSXETG00000012104.1	ENSPTRG00000023792.5
OG0007842	ENSXETG00000010541.1	ENSPTRG00000003491.6
OG0007843	ENSXETG00000012115.1	ENSPTRG00000007507.6
OG0007845	ENSXETG00000001223.1	ENSPTRG00000017246.7
OG0007846	ENSXETG00000007006.1	ENSPTRG00000013567.6
OG0007848	ENSXETG00000019922.1	ENSPTRG00000044442.1
OG0007849	ENSXETG00000008637.1	ENSPTRG00000012028.6
OG0007850	ENSXETG00000018681.1	ENSPTRG00000015730.6
OG0007851	ENSXETG00000001170.1	ENSPTRG00000017247.3
OG0007852	ENSXETG00000003120.1	ENSPTRG00000008866.6
OG0007854	ENSXETG00000020625.1	ENSPTRG00000047489.1, ENSPTRG00000019678.5
OG0007855	ENSXETG00000001807.1	ENSPTRG00000007299.5
OG0007856	ENSXETG00000009457.1	ENSPTRG00000008476.6
OG0007857	ENSXETG00000012168.1	ENSPTRG00000017258.5
OG0007858	ENSXETG00000012145.1	ENSPTRG00000017259.4
OG0007859	ENSXETG00000012114.1	ENSPTRG00000017260.5
OG0007860	ENSXETG00000008530.1	ENSPTRG00000017264.6
OG0007861	ENSXETG00000021400.1	ENSPTRG00000019683.6
OG0007862	ENSXETG00000012793.1	ENSPTRG00000008936.7
OG0007863	ENSXETG00000004334.1	ENSPTRG00000008482.4
OG0007864	ENSXETG00000013713.1	ENSPTRG00000003499.5
OG0007865	ENSXETG00000001130.1	ENSPTRG00000047600.1
OG0007866	ENSXETG00000014390.1	ENSPTRG00000041691.2
OG0007867	ENSXETG00000007211.1	ENSPTRG00000050969.1, ENSPTRG00000019505.4
OG0007869	ENSXETG00000000235.1	ENSPTRG00000014760.7
OG0007870	ENSXETG00000002793.1	ENSPTRG00000003197.7
OG0007872	ENSXETG00000019266.1	ENSPTRG00000002164.6
OG0007873	ENSXETG00000011600.1	ENSPTRG00000038697.2
OG0007874	ENSXETG00000009155.1	ENSPTRG00000015276.6
OG0007875	ENSXETG00000014725.1	ENSPTRG00000039212.2, ENSPTRG00000022977.4
OG0007876	ENSXETG00000016976.1	ENSPTRG00000012809.7
OG0007877	ENSXETG00000016922.1	ENSPTRG00000002845.7
OG0007878	ENSXETG00000014311.1	ENSPTRG00000016809.4
OG0007879	ENSXETG00000008999.1	ENSPTRG00000012808.6
OG0007880	ENSXETG00000003797.1	ENSPTRG00000015269.4
OG0007881	ENSXETG00000014159.1	ENSPTRG00000016808.6
OG0007882	ENSXETG00000000712.1	ENSPTRG00000002849.5
OG0007883	ENSXETG00000002979.1	ENSPTRG00000012613.5
OG0007884	ENSXETG00000003805.1	ENSPTRG00000015268.3
OG0007885	ENSXETG00000006391.1	ENSPTRG00000007555.4
OG0007886	ENSXETG00000011606.1	ENSPTRG00000020110.5
OG0007887	ENSXETG00000003811.1	ENSPTRG00000015267.6
OG0007888	ENSXETG00000009139.1	ENSPTRG00000012804.4
OG0007889	ENSXETG00000014119.1	ENSPTRG00000016807.5
OG0007890	ENSXETG00000014082.1	ENSPTRG00000016806.5
OG0007892	ENSXETG00000005494.1	ENSPTRG00000009537.4
OG0007893	ENSXETG00000003421.1	ENSPTRG00000046461.1
OG0007894	ENSXETG00000013666.1	ENSPTRG00000016804.5
OG0007895	ENSXETG00000004229.1	ENSPTRG00000009535.6
OG0007896	ENSXETG00000003396.1	ENSPTRG00000022330.6
OG0007897	ENSXETG00000000251.1	ENSPTRG00000010680.6
OG0007898	ENSXETG00000001395.1	ENSPTRG00000018889.6
OG0007899	ENSXETG00000020329.1	ENSPTRG00000011143.6
OG0007900	ENSXETG00000002664.1	ENSPTRG00000012614.6
OG0007901	ENSXETG00000018519.1	ENSPTRG00000007438.6
OG0007902	ENSXETG00000002248.1	ENSPTRG00000007357.3
OG0007903	ENSXETG00000015034.1	ENSPTRG00000047836.1
OG0007904	ENSXETG00000012223.1	ENSPTRG00000047265.1, ENSPTRG00000000084.7
OG0007905	ENSXETG00000008312.1	ENSPTRG00000001430.6
OG0007906	ENSXETG00000016456.1	ENSPTRG00000041628.2
OG0007907	ENSXETG00000016597.1	ENSPTRG00000024081.6
OG0007908	ENSXETG00000002155.1	ENSPTRG00000008430.4
OG0007909	ENSXETG00000016316.1	ENSPTRG00000021369.7
OG0007910	ENSXETG00000008760.1	ENSPTRG00000047603.1
OG0007911	ENSXETG00000015124.1	ENSPTRG00000010142.5
OG0007912	ENSXETG00000019028.1	ENSPTRG00000011131.6
OG0007913	ENSXETG00000005455.1	ENSPTRG00000002311.6
OG0007914	ENSXETG00000019100.1	ENSPTRG00000010307.6
OG0007915	ENSXETG00000005926.1	ENSPTRG00000052408.1, ENSPTRG00000021882.6
OG0007916	ENSXETG00000016290.1, ENSXETG00000016339.1	ENSPTRG00000000017.7
OG0007918	ENSXETG00000018167.1	ENSPTRG00000007365.7
OG0007919	ENSXETG00000003879.1	ENSPTRG00000002314.7
OG0007920	ENSXETG00000002106.1	ENSPTRG00000042009.2
OG0007921	ENSXETG00000018989.1	ENSPTRG00000008435.5
OG0007922	ENSXETG00000016657.1	ENSPTRG00000010326.6
OG0007923	ENSXETG00000002102.1	ENSPTRG00000012619.6
OG0007924	ENSXETG00000017113.1	ENSPTRG00000007366.4
OG0007926	ENSXETG00000006587.1	ENSPTRG00000016318.5
OG0007928	ENSXETG00000021246.1	ENSPTRG00000000842.5
OG0007929	ENSXETG00000006618.1	ENSPTRG00000011021.6
OG0007931	ENSXETG00000008824.1	ENSPTRG00000001438.7
OG0007932	ENSXETG00000019821.1	ENSPTRG00000000845.5
OG0007933	ENSXETG00000001577.1	ENSPTRG00000016313.3
OG0007935	ENSXETG00000012370.1, ENSXETG00000003253.1	ENSPTRG00000017843.6
OG0007936	ENSXETG00000001649.1	ENSPTRG00000016311.5
OG0007937	ENSXETG00000019415.1	ENSPTRG00000000846.4
OG0007938	ENSXETG00000009418.1	ENSPTRG00000015925.4
OG0007940	ENSXETG00000001933.1	ENSPTRG00000048906.1
OG0007941	ENSXETG00000016475.1	ENSPTRG00000016784.5
OG0007942	ENSXETG00000020246.1	ENSPTRG00000016310.5
OG0007943	ENSXETG00000020668.1	ENSPTRG00000000848.7
OG0007944	ENSXETG00000002275.1	ENSPTRG00000050509.1
OG0007945	ENSXETG00000008763.1	ENSPTRG00000011295.3
OG0007946	ENSXETG00000002086.1	ENSPTRG00000039157.2
OG0007947	ENSXETG00000003298.1	ENSPTRG00000029149.2
OG0007948	ENSXETG00000017422.1	ENSPTRG00000000850.5
OG0007949	ENSXETG00000001746.1	ENSPTRG00000023619.5
OG0007951	ENSXETG00000017335.1	ENSPTRG00000000853.4
OG0007952	ENSXETG00000017494.1	ENSPTRG00000020271.6
OG0007953	ENSXETG00000010177.1	ENSPTRG00000022040.6
OG0007954	ENSXETG00000016486.1	ENSPTRG00000000854.3
OG0007955	ENSXETG00000019341.1	ENSPTRG00000045565.1
OG0007956	ENSXETG00000013935.1	ENSPTRG00000008542.7
OG0007958	ENSXETG00000009892.1	ENSPTRG00000011259.5
OG0007959	ENSXETG00000012872.1	ENSPTRG00000016209.6
OG0007960	ENSXETG00000015320.1	ENSPTRG00000007995.5
OG0007962	ENSXETG00000004295.1	ENSPTRG00000010966.4
OG0007963	ENSXETG00000015317.1	ENSPTRG00000011490.5
OG0007964	ENSXETG00000007135.1	ENSPTRG00000011492.5
OG0007965	ENSXETG00000008567.1	ENSPTRG00000011494.6
OG0007966	ENSXETG00000007292.1	ENSPTRG00000013563.5
OG0007968	ENSXETG00000014781.1	ENSPTRG00000003298.4
OG0007969	ENSXETG00000013903.1	ENSPTRG00000052708.1
OG0007970	ENSXETG00000008737.1	ENSPTRG00000051141.1
OG0007971	ENSXETG00000000385.1	ENSPTRG00000015278.4
OG0007972	ENSXETG00000011957.1	ENSPTRG00000003448.4
OG0007973	ENSXETG00000006874.1	ENSPTRG00000007218.6
OG0007974	ENSXETG00000006668.1	ENSPTRG00000003449.3
OG0007975	ENSXETG00000006719.1	ENSPTRG00000003450.6
OG0007976	ENSXETG00000006859.1	ENSPTRG00000003451.6
OG0007977	ENSXETG00000004544.1	ENSPTRG00000003453.4
OG0007978	ENSXETG00000020289.1	ENSPTRG00000007446.4
OG0007979	ENSXETG00000005733.1	ENSPTRG00000007173.4
OG0007980	ENSXETG00000019456.1	ENSPTRG00000007445.5
OG0007981	ENSXETG00000005741.1	ENSPTRG00000042018.2
OG0007982	ENSXETG00000001271.1	ENSPTRG00000004601.6
OG0007983	ENSXETG00000003175.1	ENSPTRG00000030159.4
OG0007984	ENSXETG00000020444.1	ENSPTRG00000007469.6
OG0007985	ENSXETG00000012286.1	ENSPTRG00000015271.4
OG0007986	ENSXETG00000018330.1	ENSPTRG00000007471.5
OG0007987	ENSXETG00000012224.1	ENSPTRG00000015272.3
OG0007988	ENSXETG00000018049.1	ENSPTRG00000007475.4
OG0007989	ENSXETG00000020352.1	ENSPTRG00000007480.6
OG0007990	ENSXETG00000004380.1	ENSPTRG00000015289.6
OG0007994	ENSXETG00000001097.1	ENSPTRG00000015792.5
OG0007995	ENSXETG00000015630.1	ENSPTRG00000001174.6
OG0007996	ENSXETG00000015203.1	ENSPTRG00000001173.6
OG0007997	ENSXETG00000001398.1	ENSPTRG00000011745.6
OG0007998	ENSXETG00000009890.1	ENSPTRG00000001170.5
OG0008000	ENSXETG00000017565.1	ENSPTRG00000006496.4
OG0008001	ENSXETG00000012543.1	ENSPTRG00000021095.6
OG0008002	ENSXETG00000007823.1	ENSPTRG00000012348.7
OG0008003	ENSXETG00000008149.1	ENSPTRG00000012346.7
OG0008004	ENSXETG00000012170.1	ENSPTRG00000008166.6
OG0008005	ENSXETG00000008236.1	ENSPTRG00000012345.3
OG0008006	ENSXETG00000006097.1	ENSPTRG00000021220.7
OG0008007	ENSXETG00000003688.1	ENSPTRG00000040987.2, ENSPTRG00000052353.1
OG0008008	ENSXETG00000010401.1	ENSPTRG00000014548.6
OG0008009	ENSXETG00000016283.1	ENSPTRG00000004310.5
OG0008010	ENSXETG00000001609.1	ENSPTRG00000021222.6
OG0008011	ENSXETG00000021455.1	ENSPTRG00000042630.1
OG0008012	ENSXETG00000016959.1	ENSPTRG00000021225.3
OG0008013	ENSXETG00000000062.1	ENSPTRG00000021228.5
OG0008014	ENSXETG00000007196.1	ENSPTRG00000010720.6
OG0008015	ENSXETG00000003958.1	ENSPTRG00000007853.6
OG0008016	ENSXETG00000017884.1	ENSPTRG00000012696.6
OG0008017	ENSXETG00000017973.1	ENSPTRG00000012695.6
OG0008018	ENSXETG00000005306.1	ENSPTRG00000000225.4
OG0008019	ENSXETG00000020229.1	ENSPTRG00000012690.3
OG0008020	ENSXETG00000006623.1	ENSPTRG00000007606.4
OG0008021	ENSXETG00000006439.1	ENSPTRG00000021521.6
OG0008023	ENSXETG00000019683.1, ENSXETG00000020612.1	ENSPTRG00000012688.6
OG0008024	ENSXETG00000002356.1	ENSPTRG00000022058.5
OG0008025	ENSXETG00000019826.1	ENSPTRG00000000089.3
OG0008026	ENSXETG00000010367.1	ENSPTRG00000022056.6
OG0008027	ENSXETG00000016415.1	ENSPTRG00000007300.6
OG0008028	ENSXETG00000011066.1	ENSPTRG00000004721.4
OG0008029	ENSXETG00000012217.1	ENSPTRG00000007294.5
OG0008030	ENSXETG00000007980.1	ENSPTRG00000007290.4
OG0008031	ENSXETG00000010980.1	ENSPTRG00000004719.6
OG0008032	ENSXETG00000008045.1	ENSPTRG00000039754.2
OG0008033	ENSXETG00000008068.1	ENSPTRG00000007287.7
OG0008035	ENSXETG00000011296.1	ENSPTRG00000007240.6
OG0008036	ENSXETG00000013382.1	ENSPTRG00000001806.4
OG0008037	ENSXETG00000002671.1	ENSPTRG00000051443.1
OG0008039	ENSXETG00000010668.1	ENSPTRG00000007236.4
OG0008040	ENSXETG00000008073.1	ENSPTRG00000001807.7
OG0008041	ENSXETG00000017069.1	ENSPTRG00000007234.5
OG0008042	ENSXETG00000009118.1	ENSPTRG00000001808.7
OG0008043	ENSXETG00000002608.1	ENSPTRG00000004109.6
OG0008044	ENSXETG00000009165.1	ENSPTRG00000001809.6
OG0008045	ENSXETG00000017625.1	ENSPTRG00000003084.6
OG0008046	ENSXETG00000001870.1	ENSPTRG00000004106.6
OG0008047	ENSXETG00000012006.1, ENSXETG00000011979.1	ENSPTRG00000003087.4
OG0008048	ENSXETG00000001821.1	ENSPTRG00000004105.6
OG0008049	ENSXETG00000011889.1	ENSPTRG00000002793.4
OG0008050	ENSXETG00000018662.1	ENSPTRG00000004355.5
OG0008051	ENSXETG00000011843.1	ENSPTRG00000043182.1
OG0008052	ENSXETG00000007365.1	ENSPTRG00000001932.7
OG0008054	ENSXETG00000016580.1	ENSPTRG00000002751.6
OG0008055	ENSXETG00000006180.1	ENSPTRG00000004045.6
OG0008056	ENSXETG00000017153.1	ENSPTRG00000007063.4
OG0008057	ENSXETG00000004710.1	ENSPTRG00000000439.7
OG0008058	ENSXETG00000008994.1	ENSPTRG00000007282.4
OG0008059	ENSXETG00000016931.1	ENSPTRG00000007064.5
OG0008060	ENSXETG00000019138.1	ENSPTRG00000014914.6
OG0008061	ENSXETG00000004283.1	ENSPTRG00000004297.4
OG0008063	ENSXETG00000008630.1	ENSPTRG00000045746.1
OG0008064	ENSXETG00000003501.1	ENSPTRG00000004291.6
OG0008065	ENSXETG00000001650.1	ENSPTRG00000013640.5
OG0008066	ENSXETG00000015449.1	ENSPTRG00000012554.6
OG0008069	ENSXETG00000003525.1	ENSPTRG00000009577.6
OG0008070	ENSXETG00000020908.1	ENSPTRG00000012700.6
OG0008071	ENSXETG00000011984.1	ENSPTRG00000049898.1, ENSPTRG00000006122.4
OG0008072	ENSXETG00000009212.1	ENSPTRG00000010874.6
OG0008073	ENSXETG00000019818.1	ENSPTRG00000008447.5
OG0008074	ENSXETG00000018555.1	ENSPTRG00000007034.5
OG0008075	ENSXETG00000020943.1	ENSPTRG00000020076.5
OG0008076	ENSXETG00000019446.1	ENSPTRG00000015795.6
OG0008077	ENSXETG00000015429.1	ENSPTRG00000006127.4
OG0008078	ENSXETG00000003720.1	ENSPTRG00000015081.4
OG0008079	ENSXETG00000011130.1	ENSPTRG00000013370.5
OG0008080	ENSXETG00000017864.1	ENSPTRG00000014696.6
OG0008081	ENSXETG00000011619.1	ENSPTRG00000010711.3
OG0008082	ENSXETG00000006920.1	ENSPTRG00000015800.5
OG0008083	ENSXETG00000009571.1	ENSPTRG00000010873.5
OG0008084	ENSXETG00000003922.1	ENSPTRG00000015074.3
OG0008085	ENSXETG00000017173.1	ENSPTRG00000007052.6
OG0008086	ENSXETG00000002755.1	ENSPTRG00000013372.6
OG0008087	ENSXETG00000001120.1	ENSPTRG00000014642.6
OG0008088	ENSXETG00000017330.1	ENSPTRG00000021561.6
OG0008089	ENSXETG00000011842.1	ENSPTRG00000013021.6
OG0008090	ENSXETG00000012238.1	ENSPTRG00000021395.6
OG0008091	ENSXETG00000002867.1	ENSPTRG00000013375.5
OG0008092	ENSXETG00000017778.1	ENSPTRG00000007050.6
OG0008093	ENSXETG00000019756.1	ENSPTRG00000007048.6
OG0008094	ENSXETG00000011525.1	ENSPTRG00000021130.5
OG0008095	ENSXETG00000005264.1	ENSPTRG00000021129.5
OG0008096	ENSXETG00000006241.1	ENSPTRG00000021128.6
OG0008097	ENSXETG00000002974.1	ENSPTRG00000044114.1
OG0008098	ENSXETG00000004954.1	ENSPTRG00000002188.3
OG0008099	ENSXETG00000001253.1	ENSPTRG00000044172.1
OG0008100	ENSXETG00000015271.1	ENSPTRG00000021122.4
OG0008101	ENSXETG00000015445.1	ENSPTRG00000021120.6
OG0008102	ENSXETG00000009526.1	ENSPTRG00000002140.6
OG0008103	ENSXETG00000001901.1	ENSPTRG00000015441.5
OG0008104	ENSXETG00000006755.1	ENSPTRG00000006218.5
OG0008105	ENSXETG00000014251.1	ENSPTRG00000015436.5
OG0008106	ENSXETG00000003318.1	ENSPTRG00000012292.2
OG0008107	ENSXETG00000003266.1	ENSPTRG00000012290.5
OG0008108	ENSXETG00000003060.1	ENSPTRG00000007874.6
OG0008109	ENSXETG00000008404.1	ENSPTRG00000000585.3
OG0008110	ENSXETG00000005054.1	ENSPTRG00000028468.3
OG0008111	ENSXETG00000009043.1	ENSPTRG00000010640.6
OG0008112	ENSXETG00000020685.1	ENSPTRG00000049998.1
OG0008113	ENSXETG00000018003.1	ENSPTRG00000006991.6
OG0008114	ENSXETG00000008191.1	ENSPTRG00000000321.6
OG0008115	ENSXETG00000016944.1	ENSPTRG00000007515.4
OG0008116	ENSXETG00000008586.1	ENSPTRG00000006880.4
OG0008117	ENSXETG00000009677.1	ENSPTRG00000000533.7
OG0008118	ENSXETG00000003184.1	ENSPTRG00000022572.4
OG0008119	ENSXETG00000003408.1	ENSPTRG00000052488.1
OG0008120	ENSXETG00000008378.1	ENSPTRG00000000322.6
OG0008121	ENSXETG00000018613.1	ENSPTRG00000011169.5
OG0008122	ENSXETG00000017872.1	ENSPTRG00000003787.5
OG0008123	ENSXETG00000003180.1	ENSPTRG00000047128.1
OG0008124	ENSXETG00000014079.1	ENSPTRG00000012232.4
OG0008125	ENSXETG00000013447.1	ENSPTRG00000007371.6
OG0008126	ENSXETG00000008165.1	ENSPTRG00000020051.5
OG0008127	ENSXETG00000002838.1	ENSPTRG00000020903.4
OG0008128	ENSXETG00000019272.1	ENSPTRG00000000522.6
OG0008129	ENSXETG00000006809.1	ENSPTRG00000003766.6
OG0008130	ENSXETG00000000577.1	ENSPTRG00000021391.4
OG0008131	ENSXETG00000017042.1	ENSPTRG00000012680.4
OG0008132	ENSXETG00000000677.1	ENSPTRG00000016624.5
OG0008133	ENSXETG00000008860.1	ENSPTRG00000006156.5
OG0008134	ENSXETG00000016110.1	ENSPTRG00000000594.4
OG0008135	ENSXETG00000015189.1	ENSPTRG00000022100.4
OG0008136	ENSXETG00000020640.1	ENSPTRG00000012677.7
OG0008137	ENSXETG00000004075.1	ENSPTRG00000008308.6
OG0008138	ENSXETG00000013137.1	ENSPTRG00000008640.5
OG0008139	ENSXETG00000017690.1	ENSPTRG00000000461.5
OG0008140	ENSXETG00000019769.1	ENSPTRG00000045199.1
OG0008143	ENSXETG00000019409.1	ENSPTRG00000011889.4
OG0008144	ENSXETG00000004618.1	ENSPTRG00000008313.6
OG0008145	ENSXETG00000002533.1	ENSPTRG00000004434.6
OG0008146	ENSXETG00000002539.1	ENSPTRG00000004435.6
OG0008147	ENSXETG00000010452.1	ENSPTRG00000011886.6
OG0008148	ENSXETG00000012905.1	ENSPTRG00000006209.5
OG0008149	ENSXETG00000010192.1	ENSPTRG00000004440.7
OG0008150	ENSXETG00000011720.1	ENSPTRG00000047553.1
OG0008151	ENSXETG00000000830.1	ENSPTRG00000012075.6
OG0008152	ENSXETG00000012391.1	ENSPTRG00000051483.1
OG0008153	ENSXETG00000019763.1	ENSPTRG00000012131.6
OG0008154	ENSXETG00000004538.1	ENSPTRG00000006093.2
OG0008155	ENSXETG00000005395.1	ENSPTRG00000042870.1
OG0008157	ENSXETG00000021208.1	ENSPTRG00000021547.6
OG0008158	ENSXETG00000019569.1	ENSPTRG00000015691.6
OG0008159	ENSXETG00000005524.1	ENSPTRG00000002865.6
OG0008160	ENSXETG00000005554.1	ENSPTRG00000002868.5
OG0008161	ENSXETG00000020169.1	ENSPTRG00000010310.6
OG0008162	ENSXETG00000015861.1	ENSPTRG00000018658.6
OG0008163	ENSXETG00000017843.1	ENSPTRG00000010309.6
OG0008164	ENSXETG00000007582.1	ENSPTRG00000007889.3
OG0008165	ENSXETG00000015781.1	ENSPTRG00000049084.1
OG0008166	ENSXETG00000020155.1	ENSPTRG00000052796.1
OG0008167	ENSXETG00000017489.1	ENSPTRG00000022934.4
OG0008168	ENSXETG00000017867.1	ENSPTRG00000018690.6
OG0008169	ENSXETG00000002050.1	ENSPTRG00000004250.6
OG0008170	ENSXETG00000009888.1	ENSPTRG00000007706.4
OG0008171	ENSXETG00000018161.1	ENSPTRG00000018692.2
OG0008172	ENSXETG00000012272.1	ENSPTRG00000002870.6
OG0008174	ENSXETG00000014767.1	ENSPTRG00000018653.7
OG0008175	ENSXETG00000017395.1	ENSPTRG00000006108.6
OG0008176	ENSXETG00000012327.1	ENSPTRG00000048959.1, ENSPTRG00000045141.1
OG0008177	ENSXETG00000014701.1	ENSPTRG00000018652.7
OG0008178	ENSXETG00000009625.1	ENSPTRG00000007708.4
OG0008179	ENSXETG00000019262.1	ENSPTRG00000022259.4
OG0008180	ENSXETG00000012409.1	ENSPTRG00000002874.5
OG0008181	ENSXETG00000020810.1	ENSPTRG00000002737.6
OG0008183	ENSXETG00000012193.1	ENSPTRG00000047056.1
OG0008184	ENSXETG00000011755.1	ENSPTRG00000009853.5
OG0008185	ENSXETG00000019494.1	ENSPTRG00000018639.3
OG0008186	ENSXETG00000019548.1	ENSPTRG00000018638.4
OG0008187	ENSXETG00000015581.1	ENSPTRG00000039335.2
OG0008188	ENSXETG00000017030.1	ENSPTRG00000024326.6
OG0008190	ENSXETG00000010577.1	ENSPTRG00000002879.6
OG0008191	ENSXETG00000000125.1	ENSPTRG00000002881.6
OG0008192	ENSXETG00000016012.1	ENSPTRG00000048207.1, ENSPTRG00000012650.6
OG0008193	ENSXETG00000004968.1	ENSPTRG00000018632.6
OG0008194	ENSXETG00000015404.1	ENSPTRG00000021515.6
OG0008195	ENSXETG00000007598.1	ENSPTRG00000009425.3
OG0008196	ENSXETG00000004720.1	ENSPTRG00000018711.6
OG0008198	ENSXETG00000020761.1	ENSPTRG00000018712.7
OG0008199	ENSXETG00000010665.1	ENSPTRG00000008172.4
OG0008200	ENSXETG00000020917.1	ENSPTRG00000000064.7
OG0008201	ENSXETG00000016229.1	ENSPTRG00000009859.7
OG0008202	ENSXETG00000020708.1	ENSPTRG00000018714.6
OG0008203	ENSXETG00000006279.1	ENSPTRG00000009005.5
OG0008204	ENSXETG00000005022.1	ENSPTRG00000018631.7
OG0008205	ENSXETG00000019742.1	ENSPTRG00000010276.4
OG0008206	ENSXETG00000000226.1	ENSPTRG00000002801.4
OG0008207	ENSXETG00000004011.1	ENSPTRG00000040882.2
OG0008208	ENSXETG00000021263.1	ENSPTRG00000011962.6
OG0008209	ENSXETG00000014410.1	ENSPTRG00000003815.6
OG0008210	ENSXETG00000013676.1	ENSPTRG00000021462.7
OG0008211	ENSXETG00000006427.1	ENSPTRG00000018630.7
OG0008212	ENSXETG00000003887.1	ENSPTRG00000003460.5
OG0008213	ENSXETG00000019112.1	ENSPTRG00000018596.4
OG0008214	ENSXETG00000014277.1	ENSPTRG00000033956.3
OG0008215	ENSXETG00000002264.1	ENSPTRG00000011959.5
OG0008216	ENSXETG00000020589.1	ENSPTRG00000023858.5
OG0008217	ENSXETG00000014993.1	ENSPTRG00000012097.5
OG0008218	ENSXETG00000000609.1	ENSPTRG00000001467.7
OG0008219	ENSXETG00000017091.1	ENSPTRG00000019691.6
OG0008220	ENSXETG00000010526.1	ENSPTRG00000008717.4
OG0008221	ENSXETG00000015475.1	ENSPTRG00000012098.6
OG0008222	ENSXETG00000018847.1	ENSPTRG00000011954.6
OG0008223	ENSXETG00000000627.1	ENSPTRG00000018625.7
