Orthogroup	X_tropicalis.pep	H_sapiens.pep
OG0007007	ENSXETG00000010373.1	ENSG00000105518.14
OG0007008	ENSXETG00000017403.1	ENSG00000165355.7
OG0007009	ENSXETG00000009609.1	ENSG00000100941.9
OG0007010	ENSXETG00000009652.1	ENSG00000182400.15
OG0007011	ENSXETG00000008044.1	ENSG00000120685.20
OG0007012	ENSXETG00000019939.1	ENSG00000151332.19
OG0007013	ENSXETG00000017250.1	ENSG00000282046.3, ENSG00000166923.12, ENSG00000276886.4
OG0007014	ENSXETG00000019163.1	ENSG00000248905.10
OG0007015	ENSXETG00000009092.1	ENSG00000129351.17
OG0007016	ENSXETG00000008806.1	ENSG00000166532.16
OG0007017	ENSXETG00000008279.1	ENSG00000167220.12
OG0007018	ENSXETG00000008398.1	ENSG00000167216.17
OG0007019	ENSXETG00000009108.1	ENSG00000078043.16
OG0007020	ENSXETG00000004939.1, ENSXETG00000004877.1	ENSG00000167210.17
OG0007021	ENSXETG00000004815.1	ENSG00000152240.13
OG0007023	ENSXETG00000019920.1	ENSG00000152217.19
OG0007024	ENSXETG00000000335.1	ENSG00000078142.13
OG0007025	ENSXETG00000017383.1, ENSXETG00000003730.1	ENSG00000181704.12
OG0007026	ENSXETG00000000945.1	ENSG00000197555.9
OG0007027	ENSXETG00000000536.1	ENSG00000119707.14
OG0007028	ENSXETG00000000435.1	ENSG00000080815.19
OG0007029	ENSXETG00000005841.1	ENSG00000119661.15
OG0007030	ENSXETG00000014325.1	ENSG00000184343.11
OG0007031	ENSXETG00000003092.1	ENSG00000128881.17
OG0007032	ENSXETG00000003461.1	ENSG00000185825.17
OG0007033	ENSXETG00000019825.1	ENSG00000092529.25
OG0007034	ENSXETG00000017024.1	ENSG00000103978.16
OG0007036	ENSXETG00000021175.1	ENSG00000168907.13
OG0007037	ENSXETG00000019909.1, ENSXETG00000020746.1	ENSG00000126895.15
OG0007038	ENSXETG00000020136.1, ENSXETG00000020749.1	ENSG00000182533.7
OG0007039	ENSXETG00000000007.1	ENSG00000284987.1, ENSG00000089820.15
OG0007040	ENSXETG00000009944.1	ENSG00000174197.16
OG0007041	ENSXETG00000010074.1	ENSG00000092445.12
OG0007042	ENSXETG00000001027.1	ENSG00000184216.14
OG0007043	ENSXETG00000001058.1	ENSG00000169057.23
OG0007044	ENSXETG00000017327.1	ENSG00000137815.14
OG0007045	ENSXETG00000010069.1, ENSXETG00000010015.1	ENSG00000156535.15
OG0007046	ENSXETG00000008861.1	ENSG00000102003.10
OG0007047	ENSXETG00000011045.1	ENSG00000149091.15
OG0007048	ENSXETG00000010791.1	ENSG00000110497.14
OG0007049	ENSXETG00000008385.1	ENSG00000149179.13
OG0007050	ENSXETG00000018864.1	ENSG00000269335.5
OG0007051	ENSXETG00000021278.1	ENSG00000134575.13
OG0007052	ENSXETG00000021149.1	ENSG00000066336.11
OG0007053	ENSXETG00000020313.1	ENSG00000123268.9
OG0007054	ENSXETG00000017570.1	ENSG00000165915.14
OG0007055	ENSXETG00000020537.1	ENSG00000165916.8
OG0007056	ENSXETG00000011134.1	ENSG00000165917.10
OG0007057	ENSXETG00000013315.1	ENSG00000151348.14
OG0007058	ENSXETG00000002844.1	ENSG00000161800.13
OG0007059	ENSXETG00000002935.1	ENSG00000019485.13
OG0007060	ENSXETG00000018582.1	ENSG00000261308.2
OG0007061	ENSXETG00000016351.1	ENSG00000161835.11
OG0007062	ENSXETG00000016386.1	ENSG00000123358.20
OG0007063	ENSXETG00000017039.1	ENSG00000110955.9
OG0007064	ENSXETG00000019450.1	ENSG00000076108.11
OG0007065	ENSXETG00000013418.1	ENSG00000179241.13
OG0007066	ENSXETG00000013525.1	ENSG00000026508.19
OG0007067	ENSXETG00000015296.1	ENSG00000162344.4
OG0007068	ENSXETG00000003542.1, ENSXETG00000006512.1	ENSG00000110092.4
OG0007069	ENSXETG00000008880.1	ENSG00000287725.1, ENSG00000162341.18
OG0007070	ENSXETG00000010082.1	ENSG00000166833.21
OG0007071	ENSXETG00000000877.1	ENSG00000139645.10
OG0007072	ENSXETG00000000211.1	ENSG00000062485.19
OG0007073	ENSXETG00000002450.1	ENSG00000139613.12
OG0007074	ENSXETG00000003800.1	ENSG00000152219.5
OG0007075	ENSXETG00000003702.1	ENSG00000148950.11
OG0007076	ENSXETG00000007842.1	ENSG00000149100.13
OG0007078	ENSXETG00000007164.1	ENSG00000110422.12
OG0007079	ENSXETG00000006321.1	ENSG00000134285.11
OG0007080	ENSXETG00000011061.1	ENSG00000000460.17
OG0007081	ENSXETG00000008755.1	ENSG00000110321.17
OG0007082	ENSXETG00000005339.1	ENSG00000174243.10
OG0007083	ENSXETG00000003600.1	ENSG00000072952.18
OG0007084	ENSXETG00000003821.1	ENSG00000133805.15
OG0007085	ENSXETG00000008210.1	ENSG00000167566.17
OG0007086	ENSXETG00000008090.1	ENSG00000139644.13
OG0007087	ENSXETG00000012194.1	ENSG00000166478.10
OG0007088	ENSXETG00000012093.1	ENSG00000166471.11
OG0007089	ENSXETG00000003395.1	ENSG00000184014.8
OG0007090	ENSXETG00000007131.1	ENSG00000186104.10
OG0007091	ENSXETG00000015074.1	ENSG00000011405.13
OG0007092	ENSXETG00000007455.1	ENSG00000143971.9
OG0007093	ENSXETG00000003577.1	ENSG00000166685.12
OG0007094	ENSXETG00000003128.1	ENSG00000288114.1, ENSG00000110768.12
OG0007095	ENSXETG00000012231.1	ENSG00000171595.14
OG0007096	ENSXETG00000008577.1	ENSG00000151116.17
OG0007097	ENSXETG00000014830.1	ENSG00000179119.15
OG0007098	ENSXETG00000020495.1	ENSG00000185298.13
OG0007099	ENSXETG00000006598.1, ENSXETG00000004585.1	ENSG00000182612.10
OG0007100	ENSXETG00000012202.1	ENSG00000141577.14
OG0007102	ENSXETG00000009161.1	ENSG00000176108.9
OG0007103	ENSXETG00000009475.1	ENSG00000173818.17
OG0007104	ENSXETG00000005576.1	ENSG00000064201.15
OG0007105	ENSXETG00000009833.1	ENSG00000181045.15
OG0007106	ENSXETG00000007979.1	ENSG00000182156.10
OG0007107	ENSXETG00000006795.1	ENSG00000167281.19
OG0007108	ENSXETG00000010482.1	ENSG00000177595.18
OG0007110	ENSXETG00000010886.1	ENSG00000177156.11
OG0007111	ENSXETG00000018103.1	ENSG00000177106.16
OG0007112	ENSXETG00000000558.1	ENSG00000161328.11, ENSG00000273831.2
OG0007114	ENSXETG00000001546.1	ENSG00000110721.12
OG0007115	ENSXETG00000004960.1	ENSG00000069482.7
OG0007116	ENSXETG00000010713.1	ENSG00000011451.20
OG0007117	ENSXETG00000010681.1	ENSG00000233670.7
OG0007118	ENSXETG00000012446.1	ENSG00000185621.11
OG0007119	ENSXETG00000017178.1	ENSG00000170310.15
OG0007120	ENSXETG00000003979.1	ENSG00000121542.12
OG0007121	ENSXETG00000020572.1	ENSG00000154914.17
OG0007123	ENSXETG00000015491.1	ENSG00000125633.11
OG0007124	ENSXETG00000021283.1	ENSG00000171928.14
OG0007125	ENSXETG00000000231.1	ENSG00000169087.11
OG0007126	ENSXETG00000009185.1	ENSG00000278759.2, ENSG00000141556.21
OG0007128	ENSXETG00000010887.1	ENSG00000173226.17
OG0007129	ENSXETG00000019937.1	ENSG00000065559.15
OG0007130	ENSXETG00000019036.1, ENSXETG00000017662.1	ENSG00000170222.12
OG0007131	ENSXETG00000017578.1	ENSG00000187736.12
OG0007132	ENSXETG00000019221.1	ENSG00000280537.2, ENSG00000213901.10
OG0007133	ENSXETG00000017860.1	ENSG00000115649.16
OG0007134	ENSXETG00000021099.1	ENSG00000144567.11
OG0007135	ENSXETG00000016987.1	ENSG00000115556.14
OG0007136	ENSXETG00000018821.1	ENSG00000135926.15
OG0007137	ENSXETG00000006358.1	ENSG00000184544.11
OG0007138	ENSXETG00000020402.1	ENSG00000141562.18
OG0007139	ENSXETG00000019107.1	ENSG00000178927.18
OG0007140	ENSXETG00000009752.1	ENSG00000163466.16
OG0007141	ENSXETG00000005537.1	ENSG00000070495.14
OG0007142	ENSXETG00000005447.1	ENSG00000161544.10
OG0007143	ENSXETG00000004740.1	ENSG00000129646.14
OG0007144	ENSXETG00000001904.1	ENSG00000153391.15
OG0007145	ENSXETG00000004125.1	ENSG00000166902.5
OG0007146	ENSXETG00000011887.1	ENSG00000198561.14
OG0007147	ENSXETG00000007504.1	ENSG00000156603.18
OG0007148	ENSXETG00000003435.1	ENSG00000167880.7
OG0007149	ENSXETG00000003424.1	ENSG00000261408.7, ENSG00000257949.7
OG0007151	ENSXETG00000012822.1	ENSG00000134809.9
OG0007152	ENSXETG00000009413.1	ENSG00000149136.9
OG0007154	ENSXETG00000016101.1	ENSG00000132470.14
OG0007155	ENSXETG00000005148.1	ENSG00000173120.15
OG0007156	ENSXETG00000021110.1	ENSG00000073350.13
OG0007157	ENSXETG00000017791.1	ENSG00000177303.10
OG0007158	ENSXETG00000009620.1	ENSG00000125454.12
OG0007159	ENSXETG00000010141.1	ENSG00000125457.14
OG0007160	ENSXETG00000010188.1	ENSG00000125447.17
OG0007161	ENSXETG00000001155.1	ENSG00000175544.13
OG0007162	ENSXETG00000018478.1	ENSG00000189159.16
OG0007163	ENSXETG00000004964.1	ENSG00000110719.10
OG0007164	ENSXETG00000018589.1, ENSXETG00000002267.1	ENSG00000182938.6
OG0007165	ENSXETG00000012042.1	ENSG00000125954.12, ENSG00000257365.8
OG0007166	ENSXETG00000010274.1	ENSG00000161509.14
OG0007167	ENSXETG00000002422.1	ENSG00000167107.12
OG0007168	ENSXETG00000017261.1	ENSG00000072182.12
OG0007169	ENSXETG00000009115.1	ENSG00000072195.15
OG0007170	ENSXETG00000003583.1	ENSG00000163521.16
OG0007171	ENSXETG00000003902.1	ENSG00000163516.14
OG0007172	ENSXETG00000003957.1	ENSG00000198925.12, ENSG00000284820.1
OG0007173	ENSXETG00000018034.1	ENSG00000115657.14
OG0007174	ENSXETG00000012151.1	ENSG00000153086.14
OG0007175	ENSXETG00000005323.1	ENSG00000121988.18
OG0007176	ENSXETG00000004430.1, ENSXETG00000017813.1	ENSG00000115850.10
OG0007177	ENSXETG00000001471.1, ENSXETG00000020866.1	ENSG00000076003.5
OG0007178	ENSXETG00000008263.1	ENSG00000169696.16
OG0007179	ENSXETG00000012085.1	ENSG00000185105.5
OG0007180	ENSXETG00000017895.1	ENSG00000121966.7
OG0007181	ENSXETG00000006316.1	ENSG00000183979.8
OG0007182	ENSXETG00000005964.1	ENSG00000288186.1, ENSG00000182676.5
OG0007183	ENSXETG00000005731.1	ENSG00000215644.10, ENSG00000288269.1
OG0007184	ENSXETG00000006443.1	ENSG00000113328.19
OG0007185	ENSXETG00000006476.1	ENSG00000072571.20
OG0007186	ENSXETG00000011861.1	ENSG00000076984.17
OG0007187	ENSXETG00000011011.1	ENSG00000145936.9
OG0007188	ENSXETG00000018972.1	ENSG00000127743.6
OG0007189	ENSXETG00000019191.1	ENSG00000145882.11
OG0007190	ENSXETG00000020957.1	ENSG00000164284.15
OG0007191	ENSXETG00000002471.1	ENSG00000072786.13
OG0007192	ENSXETG00000018588.1	ENSG00000214357.9
OG0007193	ENSXETG00000020641.1	ENSG00000113734.17
OG0007194	ENSXETG00000018132.1	ENSG00000138376.11
OG0007195	ENSXETG00000016594.1	ENSG00000163803.13
OG0007196	ENSXETG00000001407.1	ENSG00000113580.15
OG0007197	ENSXETG00000006517.1	ENSG00000164404.8
OG0007198	ENSXETG00000012262.1	ENSG00000131437.15
OG0007199	ENSXETG00000003511.1	ENSG00000125347.14
OG0007200	ENSXETG00000003623.1	ENSG00000131435.13
OG0007201	ENSXETG00000009438.1	ENSG00000082153.18
OG0007202	ENSXETG00000020193.1	ENSG00000130147.16
OG0007203	ENSXETG00000020434.1, ENSXETG00000019710.1	ENSG00000168505.7
OG0007204	ENSXETG00000017258.1	ENSG00000138386.17
OG0007205	ENSXETG00000011789.1	ENSG00000169764.15
OG0007206	ENSXETG00000013575.1	ENSG00000197299.12
OG0007207	ENSXETG00000019279.1	ENSG00000115484.15
OG0007208	ENSXETG00000012503.1	ENSG00000176049.16
OG0007209	ENSXETG00000007089.1, ENSXETG00000005178.1	ENSG00000112118.20
OG0007210	ENSXETG00000006777.1	ENSG00000132912.12
OG0007211	ENSXETG00000021064.1	ENSG00000160282.14, ENSG00000281775.2
OG0007212	ENSXETG00000001999.1	ENSG00000019582.15
OG0007213	ENSXETG00000019475.1	ENSG00000163359.16
OG0007214	ENSXETG00000007143.1	ENSG00000138071.13
OG0007215	ENSXETG00000007132.1	ENSG00000113716.13
OG0007216	ENSXETG00000007674.1	ENSG00000204923.4
OG0007217	ENSXETG00000007767.1	ENSG00000125864.14
OG0007218	ENSXETG00000011191.1, ENSXETG00000013636.1	ENSG00000113269.14
OG0007219	ENSXETG00000014060.1	ENSG00000161011.20, ENSG00000284099.3
OG0007220	ENSXETG00000012505.1	ENSG00000284501.2, ENSG00000161013.17
OG0007221	ENSXETG00000003603.1	ENSG00000089048.14
OG0007222	ENSXETG00000012561.1	ENSG00000161021.13, ENSG00000283780.3
OG0007223	ENSXETG00000003582.1	ENSG00000101247.18
OG0007226	ENSXETG00000016957.1	ENSG00000113013.15
OG0007227	ENSXETG00000018965.1	ENSG00000171150.9
OG0007228	ENSXETG00000007914.1	ENSG00000188811.14
OG0007229	ENSXETG00000006713.1	ENSG00000136114.17
OG0007232	ENSXETG00000002058.1	ENSG00000124733.5
OG0007233	ENSXETG00000001302.1	ENSG00000132639.12
OG0007234	ENSXETG00000008123.1	ENSG00000160867.15
OG0007235	ENSXETG00000016438.1	ENSG00000169230.10
OG0007236	ENSXETG00000016422.1	ENSG00000213347.10
OG0007237	ENSXETG00000012626.1	ENSG00000139687.15
OG0007239	ENSXETG00000016158.1	ENSG00000196923.14
OG0007240	ENSXETG00000021282.1	ENSG00000136159.4
OG0007241	ENSXETG00000019037.1	ENSG00000136146.15
OG0007242	ENSXETG00000001845.1	ENSG00000174405.13
OG0007243	ENSXETG00000013863.1	ENSG00000169220.18
OG0007244	ENSXETG00000016934.1	ENSG00000027847.14
OG0007245	ENSXETG00000019828.1	ENSG00000145911.6
OG0007247	ENSXETG00000012894.1	ENSG00000136169.16
OG0007249	ENSXETG00000012927.1	ENSG00000136144.12
OG0007250	ENSXETG00000017831.1	ENSG00000283189.2, ENSG00000145020.16
OG0007251	ENSXETG00000020364.1	ENSG00000145029.13
OG0007252	ENSXETG00000013018.1	ENSG00000123178.15
OG0007253	ENSXETG00000013022.1	ENSG00000204977.10
OG0007254	ENSXETG00000000759.1	ENSG00000144554.10
OG0007255	ENSXETG00000001309.1	ENSG00000115364.14
OG0007256	ENSXETG00000001362.1	ENSG00000244694.7
OG0007257	ENSXETG00000001408.1	ENSG00000198087.7
OG0007258	ENSXETG00000001514.1	ENSG00000146072.6
OG0007259	ENSXETG00000001526.1	ENSG00000069122.19
OG0007260	ENSXETG00000002037.1	ENSG00000196284.16
OG0007261	ENSXETG00000018306.1	ENSG00000004534.15
OG0007262	ENSXETG00000021240.1	ENSG00000164062.13
OG0007263	ENSXETG00000019758.1	ENSG00000173531.15
OG0007264	ENSXETG00000018951.1	ENSG00000214706.10
OG0007265	ENSXETG00000010992.1	ENSG00000134323.12
OG0007266	ENSXETG00000016652.1	ENSG00000079785.15
OG0007267	ENSXETG00000017709.1	ENSG00000068001.14
OG0007268	ENSXETG00000003162.1	ENSG00000126062.4
OG0007269	ENSXETG00000001953.1	ENSG00000088543.15
OG0007270	ENSXETG00000001878.1	ENSG00000114737.15
OG0007271	ENSXETG00000019949.1	ENSG00000169016.17
OG0007272	ENSXETG00000011006.1	ENSG00000164080.13
OG0007273	ENSXETG00000002263.1	ENSG00000143882.12
OG0007274	ENSXETG00000021294.1	ENSG00000172059.11
OG0007275	ENSXETG00000017435.1	ENSG00000114779.19
OG0007276	ENSXETG00000000793.1, ENSXETG00000015380.1	ENSG00000134330.19
OG0007277	ENSXETG00000003127.1	ENSG00000151693.11
OG0007278	ENSXETG00000018678.1	ENSG00000012660.14
OG0007279	ENSXETG00000002283.1	ENSG00000112146.16
OG0007280	ENSXETG00000018479.1	ENSG00000096092.6
OG0007281	ENSXETG00000010534.1	ENSG00000147316.13, ENSG00000285262.2
OG0007282	ENSXETG00000007663.1, ENSXETG00000015656.1	ENSG00000143867.7
OG0007283	ENSXETG00000008160.1	ENSG00000115884.11
OG0007284	ENSXETG00000009934.1	ENSG00000118961.15
OG0007285	ENSXETG00000005497.1	ENSG00000164053.21
OG0007286	ENSXETG00000005548.1	ENSG00000127080.10
OG0007287	ENSXETG00000017844.1	ENSG00000274137.2, ENSG00000036448.10
OG0007288	ENSXETG00000011344.1	ENSG00000104714.14
OG0007289	ENSXETG00000005697.1	ENSG00000184731.6
OG0007290	ENSXETG00000009541.1	ENSG00000151914.20
OG0007291	ENSXETG00000005773.1	ENSG00000112208.11
OG0007292	ENSXETG00000012310.1	ENSG00000272886.6
OG0007293	ENSXETG00000019414.1	ENSG00000144771.8
OG0007294	ENSXETG00000002666.1	ENSG00000082269.16
OG0007295	ENSXETG00000003042.1	ENSG00000162174.12
OG0007296	ENSXETG00000001943.1	ENSG00000157500.12
OG0007297	ENSXETG00000018954.1	ENSG00000123552.17
OG0007298	ENSXETG00000018794.1	ENSG00000174840.9
OG0007299	ENSXETG00000010746.1, ENSXETG00000016384.1	ENSG00000146263.11
OG0007300	ENSXETG00000021129.1	ENSG00000174839.13
OG0007301	ENSXETG00000021075.1	ENSG00000163681.15
OG0007302	ENSXETG00000013391.1	ENSG00000288475.1, ENSG00000118412.12
OG0007303	ENSXETG00000011142.1	ENSG00000135336.14
OG0007304	ENSXETG00000007066.1	ENSG00000146282.18
OG0007305	ENSXETG00000018417.1	ENSG00000068745.15
OG0007306	ENSXETG00000006956.1	ENSG00000111850.11
OG0007307	ENSXETG00000008485.1	ENSG00000135318.12
OG0007308	ENSXETG00000016725.1	ENSG00000066651.20
OG0007309	ENSXETG00000009182.1	ENSG00000111877.17
OG0007310	ENSXETG00000009075.1	ENSG00000196376.11
OG0007311	ENSXETG00000008780.1	ENSG00000047932.14
OG0007312	ENSXETG00000003233.1	ENSG00000175792.12, ENSG00000284901.2
OG0007313	ENSXETG00000008059.1, ENSXETG00000008036.1	ENSG00000173612.9
OG0007314	ENSXETG00000008013.1	ENSG00000153975.10
OG0007315	ENSXETG00000007994.1	ENSG00000111832.13
OG0007316	ENSXETG00000007936.1	ENSG00000173626.10
OG0007317	ENSXETG00000012095.1	ENSG00000114631.11
OG0007318	ENSXETG00000011752.1, ENSXETG00000007917.1	ENSG00000188820.13
OG0007319	ENSXETG00000004212.1, ENSXETG00000011760.1	ENSG00000111817.18
OG0007320	ENSXETG00000015174.1	ENSG00000057663.16
OG0007321	ENSXETG00000014373.1	ENSG00000130348.11
OG0007322	ENSXETG00000012007.1	ENSG00000170876.7
OG0007323	ENSXETG00000014098.1	ENSG00000112333.11
OG0007324	ENSXETG00000011303.1, ENSXETG00000015826.1	ENSG00000154781.16
OG0007325	ENSXETG00000013792.1	ENSG00000112365.4
OG0007326	ENSXETG00000013771.1	ENSG00000155085.15
OG0007327	ENSXETG00000016643.1	ENSG00000131381.12
OG0007328	ENSXETG00000001340.1	ENSG00000123505.18
OG0007329	ENSXETG00000002236.1	ENSG00000155115.7
OG0007330	ENSXETG00000001298.1	ENSG00000197498.13
OG0007331	ENSXETG00000019624.1	ENSG00000170364.12
OG0007332	ENSXETG00000017614.1	ENSG00000113851.14
OG0007333	ENSXETG00000006007.1	ENSG00000074935.14
OG0007334	ENSXETG00000004729.1	ENSG00000160746.13
OG0007336	ENSXETG00000005779.1	ENSG00000144635.9
OG0007337	ENSXETG00000006227.1	ENSG00000163527.10
OG0007338	ENSXETG00000016288.1	ENSG00000144736.14
OG0007339	ENSXETG00000016428.1	ENSG00000163412.13
OG0007340	ENSXETG00000010727.1	ENSG00000285708.1, ENSG00000114861.21
OG0007341	ENSXETG00000017924.1	ENSG00000163491.16
OG0007342	ENSXETG00000001806.1	ENSG00000172340.14
OG0007343	ENSXETG00000002720.1	ENSG00000144741.17, ENSG00000282739.1
OG0007344	ENSXETG00000007499.1	ENSG00000146242.8, ENSG00000283085.1
OG0007345	ENSXETG00000006685.1	ENSG00000131910.5
OG0007346	ENSXETG00000019566.1	ENSG00000114302.16
OG0007347	ENSXETG00000002335.1	ENSG00000178057.15
OG0007348	ENSXETG00000012135.1	ENSG00000112697.17
OG0007349	ENSXETG00000006790.1	ENSG00000146416.19
OG0007350	ENSXETG00000001278.1	ENSG00000231824.4
OG0007351	ENSXETG00000020476.1	ENSG00000197594.13
OG0007352	ENSXETG00000017130.1	ENSG00000204628.12
OG0007353	ENSXETG00000015893.1	ENSG00000164051.14
OG0007355	ENSXETG00000019346.1	ENSG00000169976.7
OG0007356	ENSXETG00000020168.1	ENSG00000171148.13
OG0007357	ENSXETG00000004525.1	ENSG00000118496.5
OG0007358	ENSXETG00000003882.1	ENSG00000167842.16
OG0007359	ENSXETG00000010355.1	ENSG00000112531.17
OG0007360	ENSXETG00000014316.1	ENSG00000122194.18
OG0007361	ENSXETG00000017427.1	ENSG00000131446.16
OG0007362	ENSXETG00000017043.1	ENSG00000120438.12
OG0007363	ENSXETG00000011143.1	ENSG00000285441.1, ENSG00000112096.18
OG0007364	ENSXETG00000011786.1	ENSG00000164691.17
OG0007365	ENSXETG00000003268.1	ENSG00000215712.11
OG0007366	ENSXETG00000002458.1	ENSG00000213079.9
OG0007367	ENSXETG00000002389.1	ENSG00000288520.1, ENSG00000153721.19
OG0007368	ENSXETG00000002235.1	ENSG00000112031.16
OG0007369	ENSXETG00000017667.1	ENSG00000174371.17
OG0007370	ENSXETG00000015200.1, ENSXETG00000020181.1	ENSG00000133019.11
OG0007371	ENSXETG00000008487.1	ENSG00000119285.11
OG0007372	ENSXETG00000019745.1	ENSG00000077585.14
OG0007373	ENSXETG00000021318.1	ENSG00000162885.13, ENSG00000282880.2
OG0007374	ENSXETG00000018865.1	ENSG00000152904.11
OG0007375	ENSXETG00000021344.1	ENSG00000173726.11
OG0007376	ENSXETG00000020865.1	ENSG00000168264.10
OG0007377	ENSXETG00000017186.1	ENSG00000183780.13
OG0007378	ENSXETG00000004185.1	ENSG00000284984.2, ENSG00000116574.6
OG0007379	ENSXETG00000000003.1	ENSG00000143641.10
OG0007380	ENSXETG00000004350.1, ENSXETG00000007136.1	ENSG00000116906.13
OG0007381	ENSXETG00000007478.1	ENSG00000275333.4, ENSG00000112584.13
OG0007382	ENSXETG00000007405.1	ENSG00000275555.2, ENSG00000198719.9
OG0007384	ENSXETG00000019565.1	ENSG00000164197.12
OG0007385	ENSXETG00000016913.1	ENSG00000153015.16
OG0007387	ENSXETG00000001581.1	ENSG00000157593.19
OG0007388	ENSXETG00000001243.1	ENSG00000124574.15
OG0007389	ENSXETG00000010331.1	ENSG00000119812.19
OG0007390	ENSXETG00000010323.1	ENSG00000152689.18
OG0007391	ENSXETG00000000457.1	ENSG00000018699.13
OG0007392	ENSXETG00000014011.1	ENSG00000170191.5
OG0007393	ENSXETG00000018249.1	ENSG00000150938.10
OG0007394	ENSXETG00000005316.1, ENSXETG00000004829.1	ENSG00000143653.10
OG0007395	ENSXETG00000008802.1	ENSG00000112624.12
OG0007396	ENSXETG00000005852.1	ENSG00000117597.18
OG0007397	ENSXETG00000006067.1	ENSG00000117625.13
OG0007398	ENSXETG00000008777.1	ENSG00000082512.15
OG0007399	ENSXETG00000008751.1	ENSG00000198570.5
OG0007400	ENSXETG00000008733.1	ENSG00000170385.10
OG0007401	ENSXETG00000008689.1	ENSG00000123684.13
OG0007402	ENSXETG00000007600.1	ENSG00000162772.17
OG0007403	ENSXETG00000007524.1	ENSG00000203705.11
OG0007404	ENSXETG00000007293.1	ENSG00000143494.15
OG0007405	ENSXETG00000006807.1	ENSG00000117724.13
OG0007406	ENSXETG00000011634.1	ENSG00000136636.13
OG0007407	ENSXETG00000016772.1	ENSG00000162814.11
OG0007408	ENSXETG00000018321.1	ENSG00000143353.12
OG0007409	ENSXETG00000018392.1	ENSG00000136628.18
OG0007410	ENSXETG00000002257.1	ENSG00000162813.18
OG0007411	ENSXETG00000020710.1	ENSG00000067704.10
OG0007412	ENSXETG00000019407.1	ENSG00000116141.15
OG0007413	ENSXETG00000020343.1	ENSG00000136630.13
OG0007414	ENSXETG00000018039.1	ENSG00000143512.13
OG0007415	ENSXETG00000017941.1	ENSG00000143498.18
OG0007416	ENSXETG00000001007.1	ENSG00000186063.13
OG0007417	ENSXETG00000021313.1	ENSG00000277909.4, ENSG00000152253.9
OG0007418	ENSXETG00000010743.1	ENSG00000163811.12
OG0007419	ENSXETG00000006546.1	ENSG00000143799.13
OG0007420	ENSXETG00000008277.1	ENSG00000144029.12
OG0007421	ENSXETG00000001691.1	ENSG00000138050.15
OG0007422	ENSXETG00000004370.1	ENSG00000214694.11
OG0007423	ENSXETG00000003871.1	ENSG00000143891.17
OG0007424	ENSXETG00000007349.1	ENSG00000197586.13
OG0007425	ENSXETG00000020292.1	ENSG00000138081.20
