Orthogroup	X_tropicalis.pep	M_musculus.pep
OG0007441	ENSXETG00000001449.1	ENSMUSG00000032657.15
OG0007443	ENSXETG00000015975.1	ENSMUSG00000026879.14
OG0007445	ENSXETG00000018805.1	ENSMUSG00000020454.17
OG0007447	ENSXETG00000014379.1	ENSMUSG00000110900.1, ENSMUSG00000031848.15
OG0007448	ENSXETG00000003074.1	ENSMUSG00000014852.16
OG0007449	ENSXETG00000006773.1	ENSMUSG00000015790.16
OG0007450	ENSXETG00000015348.1	ENSMUSG00000036160.13
OG0007452	ENSXETG00000002254.1	ENSMUSG00000031955.10
OG0007453	ENSXETG00000015163.1	ENSMUSG00000070394.10
OG0007455	ENSXETG00000002076.1	ENSMUSG00000030790.15
OG0007458	ENSXETG00000008420.1	ENSMUSG00000034354.17
OG0007461	ENSXETG00000019604.1	ENSMUSG00000026851.9
OG0007463	ENSXETG00000002704.1	ENSMUSG00000028952.12
OG0007464	ENSXETG00000003133.1	ENSMUSG00000043311.7
OG0007465	ENSXETG00000010261.1	ENSMUSG00000008604.11
OG0007467	ENSXETG00000013990.1	ENSMUSG00000050134.7, ENSMUSG00000049528.7
OG0007469	ENSXETG00000019111.1	ENSMUSG00000002307.16
OG0007472	ENSXETG00000018967.1	ENSMUSG00000002393.14
OG0007473	ENSXETG00000016990.1	ENSMUSG00000046245.13, ENSMUSG00000066684.10, ENSMUSG00000066682.11
OG0007474	ENSXETG00000000814.1	ENSMUSG00000020849.13
OG0007475	ENSXETG00000014499.1, ENSXETG00000014476.1, ENSXETG00000014460.1, ENSXETG00000014533.1	ENSMUSG00000075593.10
OG0007477	ENSXETG00000006431.1	ENSMUSG00000025532.13
OG0007479	ENSXETG00000012997.1	ENSMUSG00000018923.13
OG0007480	ENSXETG00000017329.1	ENSMUSG00000024442.6
OG0007481	ENSXETG00000012879.1	ENSMUSG00000042099.16
OG0007484	ENSXETG00000020963.1	ENSMUSG00000030519.14
OG0007486	ENSXETG00000017493.1	ENSMUSG00000022085.4
OG0007487	ENSXETG00000009214.1	ENSMUSG00000040028.10
OG0007489	ENSXETG00000007428.1	ENSMUSG00000042331.13
OG0007491	ENSXETG00000001661.1	ENSMUSG00000043510.12
OG0007492	ENSXETG00000020600.1	ENSMUSG00000025899.14
OG0007493	ENSXETG00000005751.1	ENSMUSG00000106918.3
OG0007495	ENSXETG00000000656.1	ENSMUSG00000016534.15
OG0007497	ENSXETG00000002092.1	ENSMUSG00000020059.9, ENSMUSG00000031125.2
OG0007500	ENSXETG00000009869.1	ENSMUSG00000046679.16
OG0007502	ENSXETG00000007838.1	ENSMUSG00000051339.10
OG0007503	ENSXETG00000012952.1	ENSMUSG00000035151.12
OG0007505	ENSXETG00000015920.1	ENSMUSG00000044017.16
OG0007506	ENSXETG00000014461.1	ENSMUSG00000048442.15
OG0007507	ENSXETG00000014357.1	ENSMUSG00000015289.4
OG0007508	ENSXETG00000007883.1	ENSMUSG00000014313.15
OG0007509	ENSXETG00000013179.1	ENSMUSG00000055850.12, ENSMUSG00000102720.5
OG0007510	ENSXETG00000013873.1	ENSMUSG00000005951.13
OG0007511	ENSXETG00000007082.1	ENSMUSG00000001403.13
OG0007513	ENSXETG00000009875.1	ENSMUSG00000020485.14
OG0007515	ENSXETG00000019264.1	ENSMUSG00000000409.14
OG0007516	ENSXETG00000020215.1	ENSMUSG00000028416.12
OG0007518	ENSXETG00000011169.1	ENSMUSG00000024841.8
OG0007521	ENSXETG00000012583.1	ENSMUSG00000044339.12
OG0007522	ENSXETG00000012588.1	ENSMUSG00000029591.14
OG0007523	ENSXETG00000012783.1	ENSMUSG00000037716.15
OG0007525	ENSXETG00000004348.1	ENSMUSG00000022206.7
OG0007526	ENSXETG00000006495.1	ENSMUSG00000004665.10
OG0007527	ENSXETG00000004546.1, ENSXETG00000005195.1	ENSMUSG00000028167.15
OG0007528	ENSXETG00000015806.1, ENSXETG00000015783.1	ENSMUSG00000036892.12
OG0007531	ENSXETG00000004602.1	ENSMUSG00000066043.13
OG0007532	ENSXETG00000009861.1	ENSMUSG00000110906.1, ENSMUSG00000002910.11
OG0007533	ENSXETG00000007190.1	ENSMUSG00000111826.1, ENSMUSG00000031834.15
OG0007534	ENSXETG00000008523.1	ENSMUSG00000042831.13, ENSMUSG00000019737.14
OG0007536	ENSXETG00000020366.1	ENSMUSG00000035048.13
OG0007537	ENSXETG00000000469.1	ENSMUSG00000032553.14
OG0007538	ENSXETG00000010540.1	ENSMUSG00000079478.9, ENSMUSG00000118125.1
OG0007539	ENSXETG00000016891.1	ENSMUSG00000098615.4, ENSMUSG00000000325.16
OG0007542	ENSXETG00000016544.1	ENSMUSG00000028637.16
OG0007546	ENSXETG00000004368.1	ENSMUSG00000074489.9, ENSMUSG00000074483.2, ENSMUSG00000074486.2
OG0007581	ENSXETG00000015946.1	ENSMUSG00000057858.8
OG0007582	ENSXETG00000015961.1	ENSMUSG00000040022.14
OG0007583	ENSXETG00000007963.1	ENSMUSG00000040901.8
OG0007584	ENSXETG00000015896.1	ENSMUSG00000041362.17
OG0007585	ENSXETG00000013523.1	ENSMUSG00000039047.17
OG0007586	ENSXETG00000015830.1	ENSMUSG00000048029.10
OG0007587	ENSXETG00000018806.1	ENSMUSG00000027099.9
OG0007588	ENSXETG00000015329.1	ENSMUSG00000025092.7
OG0007589	ENSXETG00000010337.1	ENSMUSG00000050332.7
OG0007590	ENSXETG00000020087.1	ENSMUSG00000050368.4
OG0007591	ENSXETG00000012431.1	ENSMUSG00000047013.15
OG0007592	ENSXETG00000020086.1	ENSMUSG00000042499.13
OG0007593	ENSXETG00000003134.1	ENSMUSG00000055128.15
OG0007594	ENSXETG00000020081.1	ENSMUSG00000009207.15
OG0007597	ENSXETG00000014560.1, ENSXETG00000005448.1	ENSMUSG00000042672.15
OG0007598	ENSXETG00000004955.1	ENSMUSG00000025089.15
OG0007599	ENSXETG00000005711.1	ENSMUSG00000031283.16
OG0007601	ENSXETG00000016414.1	ENSMUSG00000035403.10
OG0007602	ENSXETG00000013659.1	ENSMUSG00000002980.14
OG0007603	ENSXETG00000011891.1	ENSMUSG00000035382.9
OG0007604	ENSXETG00000004176.1	ENSMUSG00000025085.16
OG0007605	ENSXETG00000018878.1	ENSMUSG00000000282.12
OG0007606	ENSXETG00000003220.1	ENSMUSG00000040631.8
OG0007607	ENSXETG00000014349.1	ENSMUSG00000059288.14
OG0007608	ENSXETG00000014647.1	ENSMUSG00000027469.16
OG0007609	ENSXETG00000001772.1	ENSMUSG00000030513.14
OG0007610	ENSXETG00000002578.1	ENSMUSG00000030871.11
OG0007611	ENSXETG00000005405.1	ENSMUSG00000032816.15
OG0007612	ENSXETG00000005315.1	ENSMUSG00000054889.10
OG0007613	ENSXETG00000021047.1	ENSMUSG00000035045.17
OG0007614	ENSXETG00000001134.1	ENSMUSG00000032478.14
OG0007615	ENSXETG00000018983.1	ENSMUSG00000035062.13
OG0007616	ENSXETG00000004065.1	ENSMUSG00000033629.6
OG0007617	ENSXETG00000005809.1	ENSMUSG00000039004.6
OG0007618	ENSXETG00000006945.1	ENSMUSG00000039873.4
OG0007619	ENSXETG00000014284.1	ENSMUSG00000003299.10
OG0007620	ENSXETG00000015356.1	ENSMUSG00000049532.11
OG0007621	ENSXETG00000007121.1	ENSMUSG00000059013.12
OG0007622	ENSXETG00000005851.1	ENSMUSG00000038982.10
OG0007623	ENSXETG00000014074.1	ENSMUSG00000032911.6
OG0007624	ENSXETG00000013976.1	ENSMUSG00000049556.5
OG0007625	ENSXETG00000009167.1	ENSMUSG00000034761.15
OG0007626	ENSXETG00000012813.1	ENSMUSG00000056204.8
OG0007627	ENSXETG00000018329.1	ENSMUSG00000034361.10
OG0007628	ENSXETG00000000806.1	ENSMUSG00000021806.4
OG0007629	ENSXETG00000006222.1	ENSMUSG00000021359.16
OG0007630	ENSXETG00000013892.1	ENSMUSG00000032329.4
OG0007631	ENSXETG00000004112.1	ENSMUSG00000015087.14
OG0007632	ENSXETG00000013834.1	ENSMUSG00000074305.9
OG0007633	ENSXETG00000000220.1	ENSMUSG00000079588.3
OG0007634	ENSXETG00000008054.1	ENSMUSG00000048701.13
OG0007635	ENSXETG00000006458.1	ENSMUSG00000021363.14
OG0007636	ENSXETG00000000212.1	ENSMUSG00000041945.12
OG0007637	ENSXETG00000010588.1	ENSMUSG00000026062.12
OG0007638	ENSXETG00000006552.1	ENSMUSG00000021362.7
OG0007639	ENSXETG00000019284.1	ENSMUSG00000032322.14
OG0007640	ENSXETG00000006570.1	ENSMUSG00000038651.15
OG0007641	ENSXETG00000003161.1	ENSMUSG00000026070.15
OG0007642	ENSXETG00000012116.1	ENSMUSG00000021364.16
OG0007643	ENSXETG00000008392.1	ENSMUSG00000054894.6
OG0007644	ENSXETG00000012160.1	ENSMUSG00000021365.15
OG0007645	ENSXETG00000007860.1	ENSMUSG00000037747.9
OG0007646	ENSXETG00000012172.1	ENSMUSG00000087370.3
OG0007647	ENSXETG00000005806.1	ENSMUSG00000000359.3
OG0007648	ENSXETG00000007749.1	ENSMUSG00000014329.14
OG0007649	ENSXETG00000013928.1	ENSMUSG00000047230.6
OG0007650	ENSXETG00000008592.1	ENSMUSG00000034801.13
OG0007651	ENSXETG00000018956.1	ENSMUSG00000030123.15
OG0007652	ENSXETG00000012198.1	ENSMUSG00000021367.8
OG0007653	ENSXETG00000017825.1	ENSMUSG00000020826.9
OG0007654	ENSXETG00000001216.1	ENSMUSG00000026074.15
OG0007655	ENSXETG00000012566.1	ENSMUSG00000041303.7
OG0007656	ENSXETG00000006129.1	ENSMUSG00000066197.5
OG0007657	ENSXETG00000001245.1	ENSMUSG00000031491.10
OG0007658	ENSXETG00000001228.1	ENSMUSG00000031492.13
OG0007659	ENSXETG00000019832.1	ENSMUSG00000030321.15
OG0007660	ENSXETG00000007231.1	ENSMUSG00000079502.8
OG0007662	ENSXETG00000013036.1	ENSMUSG00000046152.16
OG0007663	ENSXETG00000019982.1	ENSMUSG00000030298.10
OG0007665	ENSXETG00000003179.1	ENSMUSG00000028072.6
OG0007666	ENSXETG00000018294.1	ENSMUSG00000033933.13
OG0007667	ENSXETG00000009390.1	ENSMUSG00000047259.3
OG0007668	ENSXETG00000020622.1	ENSMUSG00000030257.16
OG0007669	ENSXETG00000009420.1	ENSMUSG00000022195.7
OG0007670	ENSXETG00000019205.1	ENSMUSG00000028798.16
OG0007672	ENSXETG00000007234.1	ENSMUSG00000026885.13
OG0007673	ENSXETG00000002655.1	ENSMUSG00000034930.16
OG0007674	ENSXETG00000015268.1	ENSMUSG00000028975.16
OG0007675	ENSXETG00000013262.1	ENSMUSG00000027316.15
OG0007676	ENSXETG00000008785.1	ENSMUSG00000024927.8
OG0007677	ENSXETG00000018405.1	ENSMUSG00000078716.10
OG0007679	ENSXETG00000019957.1	ENSMUSG00000040795.12
OG0007680	ENSXETG00000018372.1	ENSMUSG00000030254.16
OG0007681	ENSXETG00000019955.1	ENSMUSG00000028795.15
OG0007682	ENSXETG00000020140.1	ENSMUSG00000049112.9
OG0007683	ENSXETG00000020929.1	ENSMUSG00000053841.15
OG0007684	ENSXETG00000008653.1	ENSMUSG00000036186.5
OG0007685	ENSXETG00000001381.1	ENSMUSG00000025650.13
OG0007686	ENSXETG00000013580.1	ENSMUSG00000027309.18
OG0007687	ENSXETG00000014245.1	ENSMUSG00000032363.15
OG0007689	ENSXETG00000013913.1	ENSMUSG00000028990.13
OG0007690	ENSXETG00000014147.1	ENSMUSG00000032381.5
OG0007691	ENSXETG00000014016.1	ENSMUSG00000033396.13
OG0007692	ENSXETG00000003343.1	ENSMUSG00000025474.9
OG0007693	ENSXETG00000016613.1	ENSMUSG00000038876.12
OG0007694	ENSXETG00000002081.1	ENSMUSG00000038612.16
OG0007697	ENSXETG00000019822.1	ENSMUSG00000050188.8
OG0007698	ENSXETG00000000881.1	ENSMUSG00000036030.9
OG0007699	ENSXETG00000013765.1	ENSMUSG00000022203.7
OG0007700	ENSXETG00000006300.1	ENSMUSG00000054675.5
OG0007702	ENSXETG00000006374.1	ENSMUSG00000010154.7
OG0007703	ENSXETG00000004953.1	ENSMUSG00000043496.7
OG0007704	ENSXETG00000015685.1	ENSMUSG00000015085.8
OG0007705	ENSXETG00000005337.1	ENSMUSG00000040220.10
OG0007706	ENSXETG00000005043.1	ENSMUSG00000063568.11
OG0007707	ENSXETG00000003799.1	ENSMUSG00000031214.13
OG0007708	ENSXETG00000019374.1	ENSMUSG00000072662.2
OG0007709	ENSXETG00000019271.1	ENSMUSG00000040112.9
OG0007710	ENSXETG00000005170.1	ENSMUSG00000000938.11
OG0007711	ENSXETG00000003633.1	ENSMUSG00000044206.3
OG0007712	ENSXETG00000014542.1	ENSMUSG00000003031.14
OG0007713	ENSXETG00000005183.1	ENSMUSG00000038236.8
OG0007714	ENSXETG00000005198.1	ENSMUSG00000038253.6
OG0007715	ENSXETG00000005256.1	ENSMUSG00000029844.9
OG0007716	ENSXETG00000005268.1	ENSMUSG00000059182.7
OG0007717	ENSXETG00000010267.1	ENSMUSG00000040936.15
OG0007718	ENSXETG00000016706.1	ENSMUSG00000032532.7
OG0007719	ENSXETG00000007897.1	ENSMUSG00000044791.16
OG0007720	ENSXETG00000012487.1	ENSMUSG00000042096.15
OG0007721	ENSXETG00000016649.1	ENSMUSG00000037364.12
OG0007722	ENSXETG00000007391.1	ENSMUSG00000029994.17
OG0007724	ENSXETG00000021146.1	ENSMUSG00000047250.13
OG0007725	ENSXETG00000021065.1	ENSMUSG00000028654.13
OG0007726	ENSXETG00000002673.1	ENSMUSG00000027628.10
OG0007727	ENSXETG00000005305.1	ENSMUSG00000020131.14
OG0007728	ENSXETG00000004048.1	ENSMUSG00000071650.6
OG0007729	ENSXETG00000012076.1	ENSMUSG00000041912.12
OG0007731	ENSXETG00000008021.1	ENSMUSG00000032400.18
OG0007732	ENSXETG00000020884.1	ENSMUSG00000028651.12
OG0007733	ENSXETG00000019928.1	ENSMUSG00000055799.13
OG0007734	ENSXETG00000001447.1	ENSMUSG00000033720.12
OG0007735	ENSXETG00000007911.1	ENSMUSG00000036867.7
OG0007737	ENSXETG00000011206.1	ENSMUSG00000029108.14
OG0007738	ENSXETG00000003100.1	ENSMUSG00000017861.11
OG0007739	ENSXETG00000007448.1	ENSMUSG00000037801.13
OG0007742	ENSXETG00000019534.1	ENSMUSG00000006517.5
OG0007743	ENSXETG00000009532.1	ENSMUSG00000028789.16
OG0007744	ENSXETG00000011641.1	ENSMUSG00000014470.4
OG0007745	ENSXETG00000007111.1	ENSMUSG00000032245.12
OG0007746	ENSXETG00000011663.1	ENSMUSG00000049482.16
OG0007747	ENSXETG00000007097.1	ENSMUSG00000032244.9
OG0007748	ENSXETG00000005516.1	ENSMUSG00000025370.7
OG0007749	ENSXETG00000000875.1	ENSMUSG00000008690.15
OG0007750	ENSXETG00000008006.1	ENSMUSG00000031858.16
OG0007751	ENSXETG00000003258.1	ENSMUSG00000074364.6
OG0007752	ENSXETG00000011176.1	ENSMUSG00000044465.19
OG0007753	ENSXETG00000003989.1	ENSMUSG00000015711.8
OG0007755	ENSXETG00000009602.1	ENSMUSG00000029557.7
OG0007756	ENSXETG00000009607.1	ENSMUSG00000036639.12
OG0007757	ENSXETG00000009912.1	ENSMUSG00000030000.10
OG0007758	ENSXETG00000010027.1	ENSMUSG00000036599.10
OG0007759	ENSXETG00000011441.1, ENSXETG00000011484.1	ENSMUSG00000058586.12
OG0007760	ENSXETG00000007240.1	ENSMUSG00000026805.14
OG0007761	ENSXETG00000008496.1	ENSMUSG00000054342.8
OG0007762	ENSXETG00000011467.1	ENSMUSG00000018040.9
OG0007763	ENSXETG00000018251.1	ENSMUSG00000020692.14
OG0007764	ENSXETG00000002659.1	ENSMUSG00000036306.13
OG0007765	ENSXETG00000011515.1	ENSMUSG00000041815.14
OG0007766	ENSXETG00000010136.1	ENSMUSG00000033965.10
OG0007767	ENSXETG00000005763.1	ENSMUSG00000040420.15
OG0007768	ENSXETG00000003830.1	ENSMUSG00000037326.10
OG0007769	ENSXETG00000018769.1	ENSMUSG00000046449.15
OG0007770	ENSXETG00000012382.1	ENSMUSG00000031578.5
OG0007771	ENSXETG00000008983.1	ENSMUSG00000030706.17
OG0007772	ENSXETG00000007661.1	ENSMUSG00000025963.5
OG0007773	ENSXETG00000017800.1	ENSMUSG00000025964.15
OG0007774	ENSXETG00000008953.1	ENSMUSG00000034818.17
OG0007776	ENSXETG00000001631.1	ENSMUSG00000037674.15
OG0007777	ENSXETG00000016221.1	ENSMUSG00000023571.4
OG0007778	ENSXETG00000015518.1	ENSMUSG00000021217.7
OG0007779	ENSXETG00000015545.1	ENSMUSG00000043456.17
OG0007780	ENSXETG00000013937.1	ENSMUSG00000037166.5
OG0007781	ENSXETG00000015617.1	ENSMUSG00000002068.16
OG0007782	ENSXETG00000015779.1	ENSMUSG00000037139.15
OG0007783	ENSXETG00000020376.1	ENSMUSG00000001588.12
OG0007784	ENSXETG00000015355.1	ENSMUSG00000062585.11
OG0007785	ENSXETG00000000418.1	ENSMUSG00000106685.3, ENSMUSG00000032946.16
OG0007786	ENSXETG00000004376.1	ENSMUSG00000042650.3
OG0007787	ENSXETG00000002278.1	ENSMUSG00000028673.10
OG0007789	ENSXETG00000016047.1	ENSMUSG00000039356.15
OG0007790	ENSXETG00000017829.1	ENSMUSG00000025969.15
OG0007791	ENSXETG00000009930.1	ENSMUSG00000020536.12
OG0007792	ENSXETG00000007571.1	ENSMUSG00000025956.10
OG0007793	ENSXETG00000013135.1	ENSMUSG00000025105.10
OG0007794	ENSXETG00000021148.1	ENSMUSG00000052062.14
OG0007795	ENSXETG00000010232.1	ENSMUSG00000029005.4
OG0007796	ENSXETG00000008672.1	ENSMUSG00000020412.16
OG0007797	ENSXETG00000009204.1	ENSMUSG00000038323.3
OG0007798	ENSXETG00000019529.1	ENSMUSG00000042846.8
OG0007799	ENSXETG00000003869.1	ENSMUSG00000026014.15
OG0007800	ENSXETG00000004037.1	ENSMUSG00000026544.6
OG0007801	ENSXETG00000003721.1	ENSMUSG00000026782.15
OG0007802	ENSXETG00000010723.1	ENSMUSG00000024776.18
OG0007803	ENSXETG00000018508.1	ENSMUSG00000036764.12
OG0007804	ENSXETG00000009991.1	ENSMUSG00000053198.14
OG0007805	ENSXETG00000007016.1	ENSMUSG00000024868.8
OG0007806	ENSXETG00000010360.1	ENSMUSG00000029016.13
OG0007807	ENSXETG00000010765.1	ENSMUSG00000024774.16
OG0007808	ENSXETG00000015457.1, ENSXETG00000000510.1	ENSMUSG00000034739.17
OG0007809	ENSXETG00000010123.1	ENSMUSG00000028668.5
OG0007810	ENSXETG00000001790.1	ENSMUSG00000043843.17
OG0007811	ENSXETG00000007192.1	ENSMUSG00000052613.16
OG0007812	ENSXETG00000017456.1	ENSMUSG00000040867.13
OG0007813	ENSXETG00000008620.1	ENSMUSG00000038085.13
OG0007814	ENSXETG00000007750.1	ENSMUSG00000009670.11
OG0007815	ENSXETG00000019988.1	ENSMUSG00000026019.15
OG0007816	ENSXETG00000018650.1	ENSMUSG00000046321.8
OG0007817	ENSXETG00000020554.1	ENSMUSG00000048856.9
OG0007818	ENSXETG00000011679.1	ENSMUSG00000020070.18
OG0007819	ENSXETG00000019306.1	ENSMUSG00000041040.12
OG0007820	ENSXETG00000004549.1	ENSMUSG00000028030.12
OG0007821	ENSXETG00000016971.1	ENSMUSG00000067336.6
OG0007822	ENSXETG00000004743.1	ENSMUSG00000040998.18
OG0007823	ENSXETG00000004913.1	ENSMUSG00000028018.15
OG0007824	ENSXETG00000010437.1	ENSMUSG00000058070.14
OG0007825	ENSXETG00000017145.1	ENSMUSG00000071253.8
OG0007826	ENSXETG00000004966.1	ENSMUSG00000028016.9
OG0007827	ENSXETG00000017832.1	ENSMUSG00000026020.9
OG0007828	ENSXETG00000011900.1	ENSMUSG00000024896.9
OG0007829	ENSXETG00000004986.1	ENSMUSG00000040969.14
OG0007830	ENSXETG00000005889.1	ENSMUSG00000030554.16
OG0007831	ENSXETG00000006867.1	ENSMUSG00000052595.8
OG0007832	ENSXETG00000005896.1	ENSMUSG00000030556.13
OG0007833	ENSXETG00000012340.1	ENSMUSG00000037541.21
OG0007834	ENSXETG00000010122.1	ENSMUSG00000044976.17
OG0007835	ENSXETG00000019020.1, ENSXETG00000013978.1	ENSMUSG00000021260.8
OG0007836	ENSXETG00000003727.1	ENSMUSG00000036955.16
OG0007837	ENSXETG00000021039.1	ENSMUSG00000021258.10
OG0007838	ENSXETG00000001610.1	ENSMUSG00000020387.15
OG0007839	ENSXETG00000007596.1	ENSMUSG00000024132.6
OG0007840	ENSXETG00000001436.1	ENSMUSG00000027180.12
OG0007841	ENSXETG00000012104.1	ENSMUSG00000053091.16
OG0007842	ENSXETG00000010541.1	ENSMUSG00000032698.15
OG0007843	ENSXETG00000012115.1	ENSMUSG00000030509.17
OG0007845	ENSXETG00000001223.1	ENSMUSG00000036391.16
OG0007846	ENSXETG00000007006.1	ENSMUSG00000017307.16
OG0007848	ENSXETG00000019922.1	ENSMUSG00000068966.10
OG0007849	ENSXETG00000008637.1	ENSMUSG00000029998.14
OG0007850	ENSXETG00000018681.1	ENSMUSG00000033306.15
OG0007851	ENSXETG00000001170.1	ENSMUSG00000021501.4
OG0007852	ENSXETG00000003120.1	ENSMUSG00000001039.12
OG0007854	ENSXETG00000020625.1	ENSMUSG00000001763.14
OG0007855	ENSXETG00000001807.1	ENSMUSG00000032295.15
OG0007856	ENSXETG00000009457.1	ENSMUSG00000035569.17
OG0007857	ENSXETG00000012168.1	ENSMUSG00000048904.5
OG0007858	ENSXETG00000012145.1	ENSMUSG00000021508.11
OG0007859	ENSXETG00000012114.1	ENSMUSG00000021509.5
OG0007860	ENSXETG00000008530.1	ENSMUSG00000035493.10
OG0007861	ENSXETG00000021400.1	ENSMUSG00000058440.14
OG0007862	ENSXETG00000012793.1	ENSMUSG00000017386.10
OG0007863	ENSXETG00000004334.1	ENSMUSG00000019278.5
OG0007864	ENSXETG00000013713.1	ENSMUSG00000010911.12
OG0007865	ENSXETG00000001130.1	ENSMUSG00000021018.8
OG0007866	ENSXETG00000014390.1	ENSMUSG00000037972.7
OG0007867	ENSXETG00000007211.1	ENSMUSG00000029711.13
OG0007869	ENSXETG00000000235.1	ENSMUSG00000061393.14
OG0007870	ENSXETG00000002793.1	ENSMUSG00000070424.12
OG0007871	ENSXETG00000008655.1	ENSMUSG00000028822.11
OG0007872	ENSXETG00000019266.1	ENSMUSG00000039783.15
OG0007873	ENSXETG00000011600.1	ENSMUSG00000057506.5
OG0007874	ENSXETG00000009155.1	ENSMUSG00000034206.15
OG0007875	ENSXETG00000014725.1	ENSMUSG00000018565.17
OG0007876	ENSXETG00000016976.1	ENSMUSG00000079550.9
OG0007877	ENSXETG00000016922.1	ENSMUSG00000037578.4
OG0007878	ENSXETG00000014311.1	ENSMUSG00000054263.12
OG0007879	ENSXETG00000008999.1	ENSMUSG00000038079.14
OG0007880	ENSXETG00000003797.1	ENSMUSG00000022816.11
OG0007881	ENSXETG00000014159.1	ENSMUSG00000042961.13
OG0007882	ENSXETG00000000712.1	ENSMUSG00000036961.5
OG0007883	ENSXETG00000002979.1	ENSMUSG00000027070.14
OG0007884	ENSXETG00000003805.1	ENSMUSG00000034158.9
OG0007885	ENSXETG00000006391.1	ENSMUSG00000025738.8
OG0007886	ENSXETG00000011606.1	ENSMUSG00000022034.10
OG0007887	ENSXETG00000003811.1	ENSMUSG00000046961.8
OG0007888	ENSXETG00000009139.1	ENSMUSG00000026028.12
OG0007889	ENSXETG00000014119.1	ENSMUSG00000022144.4
OG0007890	ENSXETG00000014082.1	ENSMUSG00000039828.7
OG0007892	ENSXETG00000005494.1	ENSMUSG00000040548.16
OG0007893	ENSXETG00000003421.1	ENSMUSG00000031139.15
OG0007894	ENSXETG00000013666.1	ENSMUSG00000022142.8
OG0007895	ENSXETG00000004229.1	ENSMUSG00000020715.9
OG0007896	ENSXETG00000003396.1	ENSMUSG00000031138.4
OG0007897	ENSXETG00000000251.1	ENSMUSG00000034807.9
OG0007898	ENSXETG00000001395.1	ENSMUSG00000066640.11
OG0007899	ENSXETG00000020329.1	ENSMUSG00000057667.7
OG0007900	ENSXETG00000002664.1	ENSMUSG00000063145.10
OG0007901	ENSXETG00000018519.1	ENSMUSG00000039099.7
OG0007902	ENSXETG00000002248.1	ENSMUSG00000039313.14
OG0007903	ENSXETG00000015034.1	ENSMUSG00000031169.13
OG0007904	ENSXETG00000012223.1	ENSMUSG00000028937.14
OG0007905	ENSXETG00000008312.1	ENSMUSG00000068921.14
OG0007906	ENSXETG00000016456.1	ENSMUSG00000079654.3
OG0007907	ENSXETG00000016597.1	ENSMUSG00000029033.16
OG0007908	ENSXETG00000002155.1	ENSMUSG00000031821.11
OG0007909	ENSXETG00000016316.1	ENSMUSG00000070953.13
OG0007910	ENSXETG00000008760.1	ENSMUSG00000031148.14
OG0007911	ENSXETG00000015124.1	ENSMUSG00000042570.14
OG0007912	ENSXETG00000019028.1	ENSMUSG00000002981.10
OG0007913	ENSXETG00000005455.1	ENSMUSG00000109865.1
OG0007914	ENSXETG00000019100.1	ENSMUSG00000003199.16
OG0007915	ENSXETG00000005926.1	ENSMUSG00000039382.12
OG0007918	ENSXETG00000018167.1	ENSMUSG00000052353.13
OG0007919	ENSXETG00000003879.1	ENSMUSG00000026648.18
OG0007920	ENSXETG00000002106.1	ENSMUSG00000027088.10
OG0007921	ENSXETG00000018989.1	ENSMUSG00000041515.10
OG0007922	ENSXETG00000016657.1	ENSMUSG00000001228.14
OG0007923	ENSXETG00000002102.1	ENSMUSG00000042155.3
OG0007924	ENSXETG00000017113.1	ENSMUSG00000038503.15
OG0007926	ENSXETG00000006587.1	ENSMUSG00000053897.15
OG0007928	ENSXETG00000021246.1	ENSMUSG00000036390.8
OG0007929	ENSXETG00000006618.1	ENSMUSG00000002603.15
OG0007931	ENSXETG00000008824.1	ENSMUSG00000028060.14
OG0007932	ENSXETG00000019821.1	ENSMUSG00000028173.10
OG0007933	ENSXETG00000001577.1	ENSMUSG00000046818.7
OG0007935	ENSXETG00000012370.1, ENSXETG00000003253.1	ENSMUSG00000006179.9
OG0007936	ENSXETG00000001649.1	ENSMUSG00000074212.7
OG0007937	ENSXETG00000019415.1	ENSMUSG00000028174.12
OG0007938	ENSXETG00000009418.1	ENSMUSG00000061535.11
OG0007940	ENSXETG00000001933.1	ENSMUSG00000044308.17
OG0007941	ENSXETG00000016475.1	ENSMUSG00000022247.12
OG0007942	ENSXETG00000020246.1	ENSMUSG00000091512.5
OG0007943	ENSXETG00000020668.1	ENSMUSG00000028176.13
OG0007944	ENSXETG00000002275.1	ENSMUSG00000031953.2
OG0007945	ENSXETG00000008763.1	ENSMUSG00000003423.15
OG0007946	ENSXETG00000002086.1	ENSMUSG00000090066.2
OG0007947	ENSXETG00000003298.1	ENSMUSG00000075304.2
OG0007948	ENSXETG00000017422.1	ENSMUSG00000063052.9
OG0007949	ENSXETG00000001746.1	ENSMUSG00000028158.14
OG0007951	ENSXETG00000017335.1	ENSMUSG00000039988.14
OG0007952	ENSXETG00000017494.1	ENSMUSG00000066324.2
OG0007953	ENSXETG00000010177.1	ENSMUSG00000073016.3
