Orthogroup	X_tropicalis.pep	N_naja.pep
OG0007815	ENSXETG00000019988.1	Nana03162-RA
OG0007816	ENSXETG00000018650.1	Nana33751-RA
OG0007817	ENSXETG00000020554.1	Nana05670-RA
OG0007818	ENSXETG00000011679.1	Nana19143-RA
OG0007819	ENSXETG00000019306.1	Nana03164-RA
OG0007820	ENSXETG00000004549.1	Nana17838-RA
OG0007821	ENSXETG00000016971.1	Nana03166-RA
OG0007822	ENSXETG00000004743.1	Nana17834-RA
OG0007823	ENSXETG00000004913.1	Nana17833-RA
OG0007824	ENSXETG00000010437.1	Nana05658-RA
OG0007825	ENSXETG00000017145.1	Nana19144-RA
OG0007826	ENSXETG00000004966.1	Nana17831-RA
OG0007827	ENSXETG00000017832.1	Nana03169-RA
OG0007828	ENSXETG00000011900.1	Nana19272-RA
OG0007829	ENSXETG00000004986.1	Nana17830-RA
OG0007830	ENSXETG00000005889.1	Nana33507-RA
OG0007832	ENSXETG00000005896.1	Nana33399-RA
OG0007833	ENSXETG00000012340.1	Nana04766-RA
OG0007834	ENSXETG00000010122.1	Nana32741-RA
OG0007835	ENSXETG00000019020.1, ENSXETG00000013978.1	Nana05635-RA
OG0007836	ENSXETG00000003727.1	Nana19157-RA
OG0007837	ENSXETG00000021039.1	Nana05630-RA
OG0007838	ENSXETG00000001610.1	Nana08926-RA
OG0007839	ENSXETG00000007596.1	Nana34605-RA
OG0007840	ENSXETG00000001436.1	Nana04775-RA
OG0007841	ENSXETG00000012104.1	Nana33384-RA
OG0007842	ENSXETG00000010541.1	Nana04776-RA
OG0007843	ENSXETG00000012115.1	Nana33383-RA
OG0007845	ENSXETG00000001223.1	Nana08923-RA
OG0007846	ENSXETG00000007006.1	Nana13152-RA
OG0007848	ENSXETG00000019922.1	Nana37017-RA
OG0007849	ENSXETG00000008637.1	Nana28010-RA
OG0007851	ENSXETG00000001170.1	Nana08921-RA
OG0007852	ENSXETG00000003120.1	Nana34546-RA
OG0007854	ENSXETG00000020625.1	Nana27860-RB
OG0007855	ENSXETG00000001807.1	Nana32952-RA
OG0007856	ENSXETG00000009457.1	Nana31795-RA
OG0007857	ENSXETG00000012168.1	Nana08905-RA
OG0007858	ENSXETG00000012145.1	Nana08904-RA
OG0007859	ENSXETG00000012114.1	Nana08902-RA
OG0007860	ENSXETG00000008530.1	Nana08900-RA
OG0007863	ENSXETG00000004334.1	Nana31810-RA
OG0007864	ENSXETG00000013713.1	Nana04787-RA
OG0007865	ENSXETG00000001130.1	Nana20733-RA
OG0007866	ENSXETG00000014390.1	Nana34592-RA
OG0007867	ENSXETG00000007211.1	Nana20734-RA
OG0007869	ENSXETG00000000235.1	Nana21204-RA
OG0007871	ENSXETG00000008655.1	Nana30064-RB, Nana30064-RA
OG0007872	ENSXETG00000019266.1	Nana02967-RA
OG0007873	ENSXETG00000011600.1	Nana19117-RB
OG0007874	ENSXETG00000009155.1	Nana11018-RA
OG0007876	ENSXETG00000016976.1	Nana03179-RA
OG0007877	ENSXETG00000016922.1	Nana19116-RA
OG0007878	ENSXETG00000014311.1	Nana12418-RA
OG0007879	ENSXETG00000008999.1	Nana03180-RA
OG0007880	ENSXETG00000003797.1	Nana11011-RA
OG0007881	ENSXETG00000014159.1	Nana12419-RA
OG0007882	ENSXETG00000000712.1	Nana19113-RA
OG0007883	ENSXETG00000002979.1	Nana03452-RA
OG0007884	ENSXETG00000003805.1	Nana11009-RA
OG0007885	ENSXETG00000006391.1	Nana33969-RA
OG0007886	ENSXETG00000011606.1	Nana38750-RA
OG0007887	ENSXETG00000003811.1	Nana11008-RA
OG0007888	ENSXETG00000009139.1	Nana03185-RA
OG0007890	ENSXETG00000014082.1	Nana12422-RA
OG0007892	ENSXETG00000005494.1	Nana09869-RA
OG0007893	ENSXETG00000003421.1	Nana32552-RA
OG0007894	ENSXETG00000013666.1	Nana12424-RA
OG0007895	ENSXETG00000004229.1	Nana09870-RA
OG0007896	ENSXETG00000003396.1	Nana32556-RA
OG0007897	ENSXETG00000000251.1	Nana10467-RA
OG0007898	ENSXETG00000001395.1	Nana34356-RA
OG0007899	ENSXETG00000020329.1	Nana30680-RA
OG0007901	ENSXETG00000018519.1	Nana33300-RB, Nana33300-RA
OG0007902	ENSXETG00000002248.1	Nana33297-RA
OG0007903	ENSXETG00000015034.1	Nana10557-RA
OG0007905	ENSXETG00000008312.1	Nana36138-RD
OG0007906	ENSXETG00000016456.1	Nana15383-RA, Nana37765-RA, Nana27939-RA
OG0007907	ENSXETG00000016597.1	Nana37413-RA
OG0007908	ENSXETG00000002155.1	Nana31702-RA
OG0007909	ENSXETG00000016316.1	Nana36978-RA
OG0007910	ENSXETG00000008760.1	Nana10565-RA
OG0007911	ENSXETG00000015124.1	Nana06353-RA
OG0007912	ENSXETG00000019028.1	Nana30689-RA
OG0007913	ENSXETG00000005455.1	Nana29171-RA
OG0007914	ENSXETG00000019100.1	Nana06400-RA
OG0007915	ENSXETG00000005926.1	Nana10567-RA
OG0007916	ENSXETG00000016290.1, ENSXETG00000016339.1	Nana37422-RA
OG0007918	ENSXETG00000018167.1	Nana33271-RA
OG0007919	ENSXETG00000003879.1	Nana29169-RA
OG0007920	ENSXETG00000002106.1	Nana03443-RA
OG0007921	ENSXETG00000018989.1	Nana31694-RA
OG0007922	ENSXETG00000016657.1	Nana06392-RA
OG0007923	ENSXETG00000002102.1	Nana03441-RA
OG0007924	ENSXETG00000017113.1	Nana33270-RA
OG0007926	ENSXETG00000006587.1	Nana17808-RA
OG0007927	ENSXETG00000011672.1	Nana23575-RD, Nana23575-RB, Nana23575-RC, Nana23575-RA, Nana23575-RE
OG0007928	ENSXETG00000021246.1	Nana14684-RA
OG0007929	ENSXETG00000006618.1	Nana30701-RA
OG0007931	ENSXETG00000008824.1	Nana36130-RC
OG0007932	ENSXETG00000019821.1	Nana14687-RA
OG0007933	ENSXETG00000001577.1	Nana17801-RB, Nana17801-RA
OG0007935	ENSXETG00000012370.1, ENSXETG00000003253.1	Nana30706-RA
OG0007936	ENSXETG00000001649.1	Nana17796-RA
OG0007937	ENSXETG00000019415.1	Nana14689-RA
OG0007938	ENSXETG00000009418.1	Nana18709-RA
OG0007940	ENSXETG00000001933.1	Nana03438-RA
OG0007941	ENSXETG00000016475.1	Nana12443-RA
OG0007942	ENSXETG00000020246.1	Nana17795-RA
OG0007943	ENSXETG00000020668.1	Nana14694-RA
OG0007944	ENSXETG00000002275.1	Nana31103-RA
OG0007945	ENSXETG00000008763.1	Nana23588-RA, Nana23588-RB
OG0007946	ENSXETG00000002086.1	Nana17793-RA
OG0007947	ENSXETG00000003298.1	Nana03433-RA
OG0007948	ENSXETG00000017422.1	Nana14695-RA
OG0007949	ENSXETG00000001746.1	Nana17792-RA
OG0007951	ENSXETG00000017335.1	Nana14697-RB
OG0007952	ENSXETG00000017494.1	Nana21092-RB
OG0007953	ENSXETG00000010177.1	Nana31992-RA
OG0007954	ENSXETG00000016486.1	Nana14698-RA
OG0007955	ENSXETG00000019341.1	Nana03914-RA
OG0007956	ENSXETG00000013935.1	Nana00073-RA
OG0007958	ENSXETG00000009892.1	Nana23595-RA
OG0007959	ENSXETG00000012872.1	Nana17638-RA
OG0007960	ENSXETG00000015320.1	Nana23816-RA
OG0007962	ENSXETG00000004295.1	Nana30874-RA
OG0007963	ENSXETG00000015317.1	Nana23600-RA
OG0007964	ENSXETG00000007135.1	Nana26993-RA, Nana23604-RA
OG0007965	ENSXETG00000008567.1	Nana23607-RA
OG0007966	ENSXETG00000007292.1	Nana13160-RA
OG0007968	ENSXETG00000014781.1	Nana25681-RA
OG0007969	ENSXETG00000013903.1	Nana37165-RA
OG0007970	ENSXETG00000008737.1	Nana34952-RA
OG0007971	ENSXETG00000000385.1	Nana11034-RA
OG0007972	ENSXETG00000011957.1	Nana04680-RA
OG0007973	ENSXETG00000006874.1	Nana33576-RA
OG0007974	ENSXETG00000006668.1	Nana04670-RA
OG0007975	ENSXETG00000006719.1	Nana04671-RA
OG0007976	ENSXETG00000006859.1	Nana04669-RA
OG0007977	ENSXETG00000004544.1	Nana04664-RA
OG0007978	ENSXETG00000020289.1	Nana33620-RA
OG0007979	ENSXETG00000005733.1	Nana33426-RB, Nana33426-RA
OG0007980	ENSXETG00000019456.1	Nana33619-RA
OG0007981	ENSXETG00000005741.1	Nana33425-RA
OG0007982	ENSXETG00000001271.1	Nana11078-RA
OG0007983	ENSXETG00000003175.1	Nana11026-RA
OG0007984	ENSXETG00000020444.1	Nana33420-RA
OG0007985	ENSXETG00000012286.1	Nana11013-RA
OG0007986	ENSXETG00000018330.1	Nana33415-RA
OG0007987	ENSXETG00000012224.1	Nana11014-RA
OG0007988	ENSXETG00000018049.1	Nana33411-RA
OG0007989	ENSXETG00000020352.1	Nana33403-RA
OG0007990	ENSXETG00000004380.1	Nana11065-RA
OG0007991	ENSXETG00000002181.1	Nana25032-RA
OG0007994	ENSXETG00000001097.1	Nana20947-RA
OG0007995	ENSXETG00000015630.1	Nana11060-RA
OG0007996	ENSXETG00000015203.1	Nana11058-RA
OG0007997	ENSXETG00000001398.1	Nana00693-RB
OG0007998	ENSXETG00000009890.1	Nana11053-RA
OG0008000	ENSXETG00000017565.1	Nana04968-RB
OG0008001	ENSXETG00000012543.1	Nana11822-RA
OG0008002	ENSXETG00000007823.1	Nana00940-RA
OG0008003	ENSXETG00000008149.1	Nana00938-RA
OG0008004	ENSXETG00000012170.1	Nana31046-RE
OG0008005	ENSXETG00000008236.1	Nana00937-RA
OG0008006	ENSXETG00000006097.1	Nana11337-RA
OG0008008	ENSXETG00000010401.1	Nana27934-RA, Nana27934-RB
OG0008009	ENSXETG00000016283.1	Nana28967-RA
OG0008010	ENSXETG00000001609.1	Nana11338-RA
OG0008012	ENSXETG00000016959.1	Nana11340-RA
OG0008013	ENSXETG00000000062.1	Nana11353-RA
OG0008014	ENSXETG00000007196.1	Nana06277-RA
OG0008015	ENSXETG00000003958.1	Nana34197-RA
OG0008016	ENSXETG00000017884.1	Nana03336-RA
OG0008017	ENSXETG00000017973.1	Nana03337-RA
OG0008018	ENSXETG00000005306.1	Nana37563-RA
OG0008019	ENSXETG00000020229.1	Nana03343-RA
OG0008020	ENSXETG00000006623.1	Nana34094-RA
OG0008021	ENSXETG00000006439.1	Nana37106-RA
OG0008022	ENSXETG00000002330.1	Nana32165-RA
OG0008023	ENSXETG00000019683.1, ENSXETG00000020612.1	Nana03347-RA
OG0008024	ENSXETG00000002356.1	Nana32161-RA
OG0008025	ENSXETG00000019826.1	Nana37588-RA
OG0008026	ENSXETG00000010367.1	Nana32151-RA
OG0008027	ENSXETG00000016415.1	Nana32899-RA
OG0008028	ENSXETG00000011066.1	Nana27185-RA
OG0008029	ENSXETG00000012217.1	Nana33009-RA
OG0008030	ENSXETG00000007980.1	Nana33002-RA
OG0008031	ENSXETG00000010980.1	Nana27182-RA
OG0008032	ENSXETG00000008045.1	Nana33000-RA
OG0008033	ENSXETG00000008068.1	Nana32998-RA
OG0008035	ENSXETG00000011296.1	Nana32879-RA
OG0008036	ENSXETG00000013382.1	Nana15007-RA
OG0008037	ENSXETG00000002671.1	Nana25450-RA
OG0008039	ENSXETG00000010668.1	Nana32870-RA
OG0008040	ENSXETG00000008073.1	Nana15006-RA
OG0008041	ENSXETG00000017069.1	Nana32869-RA
OG0008042	ENSXETG00000009118.1	Nana15005-RA
OG0008043	ENSXETG00000002608.1	Nana25462-RA
OG0008044	ENSXETG00000009165.1	Nana15004-RA
OG0008045	ENSXETG00000017625.1	Nana19425-RA
OG0008046	ENSXETG00000001870.1	Nana25466-RA
OG0008047	ENSXETG00000012006.1, ENSXETG00000011979.1	Nana19422-RA
OG0008048	ENSXETG00000001821.1	Nana25468-RA
OG0008049	ENSXETG00000011889.1	Nana19418-RA
OG0008050	ENSXETG00000018662.1	Nana29048-RA
OG0008051	ENSXETG00000011843.1	Nana19414-RA
OG0008052	ENSXETG00000007365.1	Nana14061-RA
OG0008054	ENSXETG00000016580.1	Nana19403-RA
OG0008055	ENSXETG00000006180.1	Nana25506-RA
OG0008056	ENSXETG00000017153.1	Nana33218-RA
OG0008057	ENSXETG00000004710.1	Nana30196-RA
OG0008058	ENSXETG00000008994.1	Nana32993-RA
OG0008059	ENSXETG00000016931.1	Nana33216-RA
OG0008060	ENSXETG00000019138.1	Nana07944-RA
OG0008061	ENSXETG00000004283.1	Nana28933-RA
OG0008063	ENSXETG00000008630.1	Nana32996-RA
OG0008064	ENSXETG00000003501.1	Nana28920-RA
OG0008065	ENSXETG00000001650.1	Nana13589-RA
OG0008066	ENSXETG00000015449.1	Nana03545-RA
OG0008068	ENSXETG00000009543.1, ENSXETG00000009417.1	Nana30365-RA
OG0008069	ENSXETG00000003525.1	Nana09808-RA
OG0008070	ENSXETG00000020908.1	Nana03327-RA
OG0008071	ENSXETG00000011984.1	Nana39406-RA
OG0008072	ENSXETG00000009212.1	Nana30346-RA
OG0008073	ENSXETG00000019818.1	Nana31725-RA
OG0008074	ENSXETG00000018555.1	Nana33204-RA
OG0008075	ENSXETG00000020943.1	Nana28301-RA
OG0008076	ENSXETG00000019446.1	Nana20875-RA
OG0008077	ENSXETG00000015429.1	Nana24084-RA
OG0008078	ENSXETG00000003720.1	Nana08033-RA
OG0008080	ENSXETG00000017864.1	Nana21960-RA
OG0008081	ENSXETG00000011619.1	Nana06085-RA
OG0008082	ENSXETG00000006920.1	Nana20867-RA
OG0008083	ENSXETG00000009571.1	Nana30339-RA
OG0008084	ENSXETG00000003922.1	Nana08025-RA
OG0008085	ENSXETG00000017173.1	Nana33196-RA
OG0008086	ENSXETG00000002755.1	Nana12951-RA
OG0008087	ENSXETG00000001120.1	Nana08422-RA
OG0008088	ENSXETG00000017330.1	Nana37051-RA
OG0008089	ENSXETG00000011842.1	Nana20864-RA
OG0008090	ENSXETG00000012238.1	Nana36564-RB, Nana36564-RA
OG0008091	ENSXETG00000002867.1	Nana13251-RA
OG0008092	ENSXETG00000017778.1	Nana33192-RA
OG0008093	ENSXETG00000019756.1	Nana33190-RA
OG0008094	ENSXETG00000011525.1	Nana08416-RA
OG0008095	ENSXETG00000005264.1	Nana08415-RA
OG0008096	ENSXETG00000006241.1	Nana08413-RA
OG0008097	ENSXETG00000002974.1	Nana12937-RA
OG0008098	ENSXETG00000004954.1	Nana01487-RA
OG0008099	ENSXETG00000001253.1	Nana08408-RA
OG0008100	ENSXETG00000015271.1	Nana08405-RA
OG0008101	ENSXETG00000015445.1	Nana08404-RA
OG0008102	ENSXETG00000009526.1	Nana01564-RA
OG0008103	ENSXETG00000001901.1	Nana30317-RA
OG0008104	ENSXETG00000006755.1	Nana23974-RA
OG0008105	ENSXETG00000014251.1	Nana30316-RB
OG0008106	ENSXETG00000003318.1	Nana26098-RA
OG0008107	ENSXETG00000003266.1	Nana26096-RB
OG0008108	ENSXETG00000003060.1	Nana34218-RA
OG0008109	ENSXETG00000008404.1	Nana30308-RA
OG0008110	ENSXETG00000005054.1	Nana25478-RA
OG0008111	ENSXETG00000009043.1	Nana39267-RA
OG0008112	ENSXETG00000020685.1	Nana26677-RA
OG0008113	ENSXETG00000018003.1	Nana32868-RA
OG0008114	ENSXETG00000008191.1	Nana30306-RA
OG0008115	ENSXETG00000016944.1	Nana32867-RA
OG0008116	ENSXETG00000008586.1	Nana23949-RA
OG0008117	ENSXETG00000009677.1	Nana29985-RA
OG0008118	ENSXETG00000003184.1	Nana37112-RA
OG0008119	ENSXETG00000003408.1	Nana31009-RA
OG0008120	ENSXETG00000008378.1	Nana30304-RA
OG0008121	ENSXETG00000018613.1	Nana30803-RE, Nana30803-RD
OG0008122	ENSXETG00000017872.1	Nana35741-RA
OG0008123	ENSXETG00000003180.1	Nana37111-RA
OG0008124	ENSXETG00000014079.1	Nana28125-RA
OG0008125	ENSXETG00000013447.1	Nana33261-RA
OG0008126	ENSXETG00000008165.1	Nana28027-RA, Nana28027-RB
OG0008128	ENSXETG00000019272.1	Nana30004-RA
OG0008129	ENSXETG00000006809.1	Nana35796-RA, Nana35802-RI, Nana35802-RH
OG0008130	ENSXETG00000000577.1	Nana36399-RA
OG0008131	ENSXETG00000017042.1	Nana03352-RA
OG0008132	ENSXETG00000000677.1	Nana18219-RA
OG0008133	ENSXETG00000008860.1	Nana24234-RA
OG0008134	ENSXETG00000016110.1	Nana02325-RA
OG0008135	ENSXETG00000015189.1	Nana32286-RA
OG0008136	ENSXETG00000020640.1	Nana03354-RA
OG0008137	ENSXETG00000004075.1	Nana31005-RA
OG0008138	ENSXETG00000013137.1	Nana32285-RA
OG0008139	ENSXETG00000017690.1	Nana29916-RA
OG0008140	ENSXETG00000019769.1	Nana27873-RA
OG0008143	ENSXETG00000019409.1	Nana01007-RA
OG0008144	ENSXETG00000004618.1	Nana31003-RB
OG0008145	ENSXETG00000002533.1	Nana28516-RA
OG0008146	ENSXETG00000002539.1	Nana28514-RA
OG0008147	ENSXETG00000010452.1	Nana01016-RA
OG0008148	ENSXETG00000012905.1	Nana24268-RA
OG0008149	ENSXETG00000010192.1	Nana28504-RA
OG0008150	ENSXETG00000011720.1	Nana34636-RE, Nana34636-RB
OG0008151	ENSXETG00000000830.1	Nana27988-RA
OG0008152	ENSXETG00000012391.1	Nana34637-RA
OG0008153	ENSXETG00000019763.1	Nana28500-RA
OG0008154	ENSXETG00000004538.1	Nana38342-RA, Nana38345-RA
OG0008155	ENSXETG00000005395.1	Nana19848-RA
OG0008157	ENSXETG00000021208.1	Nana36787-RA
OG0008158	ENSXETG00000019569.1	Nana20745-RA
OG0008159	ENSXETG00000005524.1	Nana19856-RA
OG0008160	ENSXETG00000005554.1	Nana19871-RA
OG0008161	ENSXETG00000020169.1	Nana06407-RA
OG0008162	ENSXETG00000015861.1	Nana01894-RA
OG0008163	ENSXETG00000017843.1	Nana06406-RA
OG0008164	ENSXETG00000007582.1	Nana33796-RA
OG0008165	ENSXETG00000015781.1	Nana01897-RA
OG0008166	ENSXETG00000020155.1	Nana32266-RA
OG0008167	ENSXETG00000017489.1	Nana32263-RA
OG0008168	ENSXETG00000017867.1	Nana01819-RA
OG0008169	ENSXETG00000002050.1	Nana25196-RA
OG0008171	ENSXETG00000018161.1	Nana01817-RA
OG0008172	ENSXETG00000012272.1	Nana19893-RA
OG0008174	ENSXETG00000014767.1	Nana01902-RA
OG0008175	ENSXETG00000017395.1	Nana23909-RA
OG0008176	ENSXETG00000012327.1	Nana19897-RA
OG0008177	ENSXETG00000014701.1	Nana01905-RA
OG0008178	ENSXETG00000009625.1	Nana34639-RA
OG0008179	ENSXETG00000019262.1	Nana32262-RA
OG0008180	ENSXETG00000012409.1	Nana19898-RA
OG0008181	ENSXETG00000020810.1	Nana19317-RA
OG0008183	ENSXETG00000012193.1	Nana20758-RA
OG0008184	ENSXETG00000011755.1	Nana16114-RA
OG0008185	ENSXETG00000019494.1	Nana01922-RA
OG0008186	ENSXETG00000019548.1	Nana01924-RA
OG0008187	ENSXETG00000015581.1	Nana36715-RA
OG0008188	ENSXETG00000017030.1	Nana01929-RA
OG0008190	ENSXETG00000010577.1	Nana19910-RA
OG0008191	ENSXETG00000000125.1	Nana19911-RA
OG0008193	ENSXETG00000004968.1	Nana01941-RA
OG0008194	ENSXETG00000015404.1	Nana36918-RA
OG0008195	ENSXETG00000007598.1	Nana09972-RA
OG0008196	ENSXETG00000004720.1	Nana01788-RB, Nana01788-RC
OG0008197	ENSXETG00000009027.1	Nana11222-RB, Nana11222-RA, Nana11221-RA
OG0008198	ENSXETG00000020761.1	Nana01785-RA
OG0008199	ENSXETG00000010665.1	Nana31040-RA
OG0008200	ENSXETG00000020917.1	Nana37153-RA
OG0008201	ENSXETG00000016229.1	Nana16108-RA
OG0008202	ENSXETG00000020708.1	Nana01783-RA
OG0008203	ENSXETG00000006279.1	Nana00555-RA
OG0008204	ENSXETG00000005022.1	Nana01944-RA
OG0008205	ENSXETG00000019742.1	Nana06296-RA
OG0008206	ENSXETG00000000226.1	Nana19924-RA
OG0008207	ENSXETG00000004011.1	Nana04658-RA
OG0008208	ENSXETG00000021263.1	Nana00828-RA
OG0008209	ENSXETG00000014410.1	Nana35969-RA
OG0008210	ENSXETG00000013676.1	Nana36836-RA
OG0008211	ENSXETG00000006427.1	Nana01947-RA
OG0008212	ENSXETG00000003887.1	Nana04650-RA
OG0008213	ENSXETG00000019112.1	Nana01977-RA
OG0008214	ENSXETG00000014277.1	Nana19926-RA, Nana19925-RA
OG0008215	ENSXETG00000002264.1	Nana00829-RA
OG0008216	ENSXETG00000020589.1	Nana01979-RA
OG0008217	ENSXETG00000014993.1	Nana17529-RA
OG0008218	ENSXETG00000000609.1	Nana35662-RA
OG0008219	ENSXETG00000017091.1	Nana27845-RA
OG0008220	ENSXETG00000010526.1	Nana24328-RA, Nana24328-RB
OG0008221	ENSXETG00000015475.1	Nana17531-RA
OG0008222	ENSXETG00000018847.1	Nana00830-RA
OG0008223	ENSXETG00000000627.1	Nana01951-RA
OG0008224	ENSXETG00000020665.1	Nana00831-RB, Nana00831-RA
OG0008225	ENSXETG00000008835.1	Nana36021-RA
OG0008226	ENSXETG00000021166.1	Nana21024-RA
OG0008227	ENSXETG00000017738.1	Nana32938-RA
OG0008229	ENSXETG00000011571.1	Nana16104-RA
OG0008230	ENSXETG00000001639.1	Nana17535-RA
OG0008231	ENSXETG00000015812.1	Nana16102-RA
OG0008232	ENSXETG00000015756.1	Nana09846-RA
OG0008233	ENSXETG00000008595.1	Nana23852-RA
OG0008234	ENSXETG00000004632.1	Nana17238-RA, Nana17239-RA, Nana17240-RA
OG0008235	ENSXETG00000007736.1	Nana39567-RA
OG0008236	ENSXETG00000007854.1	Nana06125-RA
OG0008237	ENSXETG00000002270.1	Nana01966-RA
OG0008238	ENSXETG00000002277.1	Nana01967-RA
OG0008239	ENSXETG00000010863.1	Nana18290-RA
OG0008240	ENSXETG00000001374.1	Nana12862-RA
OG0008241	ENSXETG00000001112.1	Nana36473-RA
OG0008242	ENSXETG00000000264.1	Nana09861-RA
OG0008243	ENSXETG00000005030.1	Nana25479-RA
OG0008244	ENSXETG00000003593.1	Nana25689-RA
OG0008245	ENSXETG00000000240.1	Nana09864-RA
OG0008247	ENSXETG00000003590.1	Nana10390-RB, Nana10390-RA
OG0008248	ENSXETG00000018960.1	Nana32581-RA
OG0008249	ENSXETG00000015643.1	Nana16821-RA
OG0008250	ENSXETG00000015758.1	Nana16824-RA
OG0008251	ENSXETG00000015912.1	Nana16825-RA
OG0008252	ENSXETG00000020858.1	Nana03506-RA
OG0008253	ENSXETG00000012789.1	Nana00102-RA
OG0008254	ENSXETG00000009147.1	Nana16829-RA
OG0008255	ENSXETG00000003382.1	Nana19007-RA
OG0008256	ENSXETG00000017040.1	Nana20834-RA
OG0008257	ENSXETG00000001350.1	Nana37261-RB
OG0008258	ENSXETG00000008448.1	Nana36577-RA
OG0008259	ENSXETG00000010774.1	Nana20950-RA
OG0008262	ENSXETG00000016063.1	Nana37266-RA
OG0008263	ENSXETG00000002104.1	Nana30653-RA
OG0008264	ENSXETG00000015998.1	Nana19929-RA
OG0008265	ENSXETG00000007664.1	Nana20817-RA
OG0008266	ENSXETG00000020331.1	Nana33228-RA
OG0008267	ENSXETG00000005039.1	Nana12766-RA
OG0008268	ENSXETG00000005601.1	Nana30202-RA
OG0008269	ENSXETG00000020431.1	Nana37271-RA
OG0008270	ENSXETG00000007734.1	Nana30135-RC
OG0008271	ENSXETG00000019142.1	Nana03513-RA
OG0008272	ENSXETG00000010150.1	Nana38580-RA
OG0008273	ENSXETG00000000312.1	Nana16837-RA
OG0008274	ENSXETG00000010119.1	Nana20854-RA
OG0008275	ENSXETG00000009578.1	Nana16838-RA
OG0008276	ENSXETG00000000380.1	Nana16839-RA
OG0008277	ENSXETG00000011603.1	Nana00448-RA
OG0008278	ENSXETG00000011157.1	Nana20857-RA
OG0008279	ENSXETG00000011971.1	Nana04593-RA
OG0008280	ENSXETG00000011283.1, ENSXETG00000015031.1	Nana20859-RA
OG0008281	ENSXETG00000016017.1	Nana37170-RA
OG0008283	ENSXETG00000005075.1	Nana12785-RA
OG0008284	ENSXETG00000003274.1	Nana13547-RA
OG0008285	ENSXETG00000010537.1	Nana33657-RA
OG0008286	ENSXETG00000001181.1	Nana13567-RA
OG0008287	ENSXETG00000003077.1	Nana33652-RA
OG0008288	ENSXETG00000004372.1	Nana13571-RA
OG0008289	ENSXETG00000004400.1	Nana13574-RA
OG0008290	ENSXETG00000004271.1	Nana05938-RA
OG0008291	ENSXETG00000014142.1	Nana17450-RA
OG0008292	ENSXETG00000014123.1	Nana17451-RA
OG0008293	ENSXETG00000004457.1	Nana36517-RA
OG0008294	ENSXETG00000014167.1	Nana00067-RA
OG0008296	ENSXETG00000002742.1, ENSXETG00000009647.1	Nana10341-RA
OG0008297	ENSXETG00000003247.1	Nana10344-RA
OG0008298	ENSXETG00000021139.1	Nana31753-RA, Nana31753-RB
OG0008300	ENSXETG00000005275.1	Nana12900-RA
OG0008301	ENSXETG00000006236.1	Nana10362-RA, Nana10362-RB
OG0008302	ENSXETG00000005117.1	Nana12899-RA
OG0008303	ENSXETG00000018962.1	Nana35868-RA
OG0008304	ENSXETG00000003286.1, ENSXETG00000018579.1	Nana36173-RA
OG0008305	ENSXETG00000005958.1	Nana10368-RA
OG0008306	ENSXETG00000003064.1	Nana15559-RA
OG0008308	ENSXETG00000003046.1	Nana15562-RA
OG0008309	ENSXETG00000020613.1	Nana00207-RA
OG0008310	ENSXETG00000001653.1	Nana36322-RA
OG0008311	ENSXETG00000021409.1	Nana32699-RA
OG0008312	ENSXETG00000012187.1	Nana32690-RC
OG0008313	ENSXETG00000013012.1	Nana10375-RA
OG0008314	ENSXETG00000012991.1	Nana10376-RA
OG0008315	ENSXETG00000012982.1	Nana10378-RA
OG0008316	ENSXETG00000004319.1	Nana22196-RA
OG0008317	ENSXETG00000009542.1	Nana32195-RA
OG0008318	ENSXETG00000006630.1	Nana10380-RA
OG0008319	ENSXETG00000004027.1	Nana22191-RA
OG0008320	ENSXETG00000009285.1	Nana32205-RA
OG0008321	ENSXETG00000011697.1	Nana26619-RA
OG0008322	ENSXETG00000010260.1	Nana32221-RA
OG0008323	ENSXETG00000000744.1	Nana36378-RA
OG0008324	ENSXETG00000001000.1	Nana34024-RA
OG0008325	ENSXETG00000014370.1	Nana06040-RA
OG0008326	ENSXETG00000010217.1	Nana32229-RA
OG0008328	ENSXETG00000005257.1	Nana17208-RA
OG0008330	ENSXETG00000011071.1	Nana15139-RA
OG0008331	ENSXETG00000012241.1	Nana00352-RA
OG0008332	ENSXETG00000001641.1	Nana00360-RA
OG0008335	ENSXETG00000014182.1	Nana31296-RA
OG0008336	ENSXETG00000016336.1	Nana15751-RA
OG0008338	ENSXETG00000021004.1	Nana18419-RA
OG0008339	ENSXETG00000016109.1	Nana15756-RA
OG0008340	ENSXETG00000014169.1	Nana31294-RA
OG0008341	ENSXETG00000015771.1	Nana12798-RB
OG0008342	ENSXETG00000014165.1	Nana31293-RA
OG0008343	ENSXETG00000014984.1	Nana35526-RA
OG0008344	ENSXETG00000004128.1	Nana35931-RA
OG0008345	ENSXETG00000003406.1	Nana18704-RA
OG0008346	ENSXETG00000010372.1	Nana32145-RA
OG0008347	ENSXETG00000017457.1	Nana16915-RA
OG0008348	ENSXETG00000010517.1	Nana28403-RA
OG0008349	ENSXETG00000010531.1	Nana28401-RA
OG0008351	ENSXETG00000011374.1	Nana03412-RA
OG0008352	ENSXETG00000018655.1	Nana05841-RA
OG0008353	ENSXETG00000013808.1	Nana31383-RA
OG0008355	ENSXETG00000011800.1	Nana03413-RA
OG0008356	ENSXETG00000011816.1	Nana03418-RA
