Orthogroup	X_tropicalis.pep	G_gallus.pep
OG0004831	ENSXETG00000004691.1	ENSGALG00000039920.2
OG0004832	ENSXETG00000015989.1	ENSGALG00000007819.6
OG0004833	ENSXETG00000000118.1	ENSGALG00000025811.3
OG0004834	ENSXETG00000006559.1, ENSXETG00000006554.1, ENSXETG00000003300.1	ENSGALG00000015836.6
OG0004835	ENSXETG00000008603.1	ENSGALG00000052460.1
OG0004836	ENSXETG00000007964.1	ENSGALG00000015851.5
OG0004837	ENSXETG00000007880.1	ENSGALG00000015854.6
OG0004838	ENSXETG00000002131.1	ENSGALG00000007483.6
OG0004839	ENSXETG00000007336.1	ENSGALG00000015864.6
OG0004840	ENSXETG00000001683.1	ENSGALG00000007168.6
OG0004841	ENSXETG00000001516.1, ENSXETG00000001669.1, ENSXETG00000001611.1	ENSGALG00000007152.6
OG0004842	ENSXETG00000019484.1	ENSGALG00000007139.6
OG0004843	ENSXETG00000002500.1	ENSGALG00000029576.2
OG0004845	ENSXETG00000011644.1, ENSXETG00000006805.1	ENSGALG00000015878.6
OG0004846	ENSXETG00000019487.1	ENSGALG00000029980.3
OG0004847	ENSXETG00000021036.1	ENSGALG00000006824.7
OG0004848	ENSXETG00000011902.1	ENSGALG00000013773.6
OG0004849	ENSXETG00000018840.1	ENSGALG00000029794.2, ENSGALG00000014762.7
OG0004850	ENSXETG00000021217.1	ENSGALG00000006802.6
OG0004855	ENSXETG00000016135.1	ENSGALG00000013741.6
OG0004858	ENSXETG00000020990.1	ENSGALG00000034003.3
OG0004859	ENSXETG00000019761.1	ENSGALG00000011013.6
OG0004860	ENSXETG00000002554.1	ENSGALG00000011098.5
OG0004861	ENSXETG00000004959.1	ENSGALG00000032780.2
OG0004862	ENSXETG00000008180.1	ENSGALG00000037464.3
OG0004863	ENSXETG00000020199.1	ENSGALG00000011329.6
OG0004864	ENSXETG00000011610.1	ENSGALG00000049616.1
OG0004865	ENSXETG00000017757.1	ENSGALG00000011423.6
OG0004866	ENSXETG00000021390.1	ENSGALG00000020005.6
OG0004867	ENSXETG00000019819.1	ENSGALG00000026028.3
OG0004868	ENSXETG00000005253.1	ENSGALG00000010341.7
OG0004869	ENSXETG00000004409.1, ENSXETG00000004511.1, ENSXETG00000004489.1	ENSGALG00000010560.2
OG0004870	ENSXETG00000004622.1	ENSGALG00000010624.6
OG0004872	ENSXETG00000009637.1	ENSGALG00000009906.7
OG0004873	ENSXETG00000005129.1	ENSGALG00000009890.6
OG0004874	ENSXETG00000005960.1	ENSGALG00000026359.3
OG0004875	ENSXETG00000005967.1	ENSGALG00000009881.6
OG0004876	ENSXETG00000007156.1	ENSGALG00000009796.6
OG0004877	ENSXETG00000006885.1	ENSGALG00000009788.7
OG0004878	ENSXETG00000010708.1	ENSGALG00000009627.5
OG0004879	ENSXETG00000021210.1	ENSGALG00000009503.6
OG0004880	ENSXETG00000005499.1	ENSGALG00000010051.6
OG0004881	ENSXETG00000007133.1	ENSGALG00000020084.5
OG0004882	ENSXETG00000003413.1	ENSGALG00000009158.6
OG0004883	ENSXETG00000001538.1	ENSGALG00000026009.3
OG0004884	ENSXETG00000002695.1	ENSGALG00000009330.5
OG0004885	ENSXETG00000010885.1	ENSGALG00000008530.7
OG0004887	ENSXETG00000013616.1	ENSGALG00000008176.6
OG0004888	ENSXETG00000004836.1	ENSGALG00000004782.7
OG0004892	ENSXETG00000013645.1	ENSGALG00000002473.7
OG0004894	ENSXETG00000011496.1	ENSGALG00000006760.7
OG0004895	ENSXETG00000005863.1	ENSGALG00000030609.2
OG0004896	ENSXETG00000002448.1	ENSGALG00000006786.6
OG0004898	ENSXETG00000001109.1	ENSGALG00000007528.6
OG0004899	ENSXETG00000010221.1	ENSGALG00000034567.2
OG0004899	ENSXETG00000001054.1	ENSGALG00000043334.3
OG0004902	ENSXETG00000020125.1	ENSGALG00000021696.4
OG0004903	ENSXETG00000002229.1	ENSGALG00000052063.1
OG0004906	ENSXETG00000019458.1	ENSGALG00000008022.5
OG0004907	ENSXETG00000001028.1	ENSGALG00000001110.6
OG0004908	ENSXETG00000000977.1	ENSGALG00000027989.3
OG0004909	ENSXETG00000011205.1	ENSGALG00000002643.6, ENSGALG00000052537.1
OG0004910	ENSXETG00000010108.1	ENSGALG00000039212.2
OG0004912	ENSXETG00000008665.1	ENSGALG00000005095.6
OG0004914	ENSXETG00000015459.1	ENSGALG00000003016.7
OG0004916	ENSXETG00000003888.1	ENSGALG00000050229.1, ENSGALG00000029657.2
OG0004918	ENSXETG00000000309.1	ENSGALG00000002397.6
OG0004920	ENSXETG00000018279.1	ENSGALG00000009110.5
OG0004921	ENSXETG00000003437.1	ENSGALG00000011544.7
OG0004921	ENSXETG00000004988.1	ENSGALG00000000497.6
OG0004929	ENSXETG00000000255.1	ENSGALG00000007040.6
OG0004930	ENSXETG00000015468.1	ENSGALG00000050621.1
OG0004931	ENSXETG00000008622.1	ENSGALG00000051459.1
OG0004932	ENSXETG00000018542.1	ENSGALG00000033205.3
OG0004934	ENSXETG00000001500.1	ENSGALG00000005676.6
OG0004936	ENSXETG00000016056.1, ENSXETG00000015594.1	ENSGALG00000004097.6
OG0004937	ENSXETG00000005585.1	ENSGALG00000005595.7
OG0004939	ENSXETG00000007660.1	ENSGALG00000002060.6
OG0004940	ENSXETG00000004998.1	ENSGALG00000030492.3, ENSGALG00000037082.2
OG0004941	ENSXETG00000003136.1	ENSGALG00000012850.6
OG0004942	ENSXETG00000010099.1	ENSGALG00000036847.2
OG0004943	ENSXETG00000014764.1	ENSGALG00000035817.2
OG0004944	ENSXETG00000013227.1	ENSGALG00000040962.2
OG0004945	ENSXETG00000013074.1	ENSGALG00000001449.6
OG0004946	ENSXETG00000019944.1	ENSGALG00000040949.2
OG0004947	ENSXETG00000016505.1	ENSGALG00000005138.6
OG0004948	ENSXETG00000010694.1	ENSGALG00000003310.6
OG0004951	ENSXETG00000013251.1	ENSGALG00000035134.3
OG0004952	ENSXETG00000005840.1	ENSGALG00000027860.3
OG0004955	ENSXETG00000004658.1	ENSGALG00000041296.3
OG0004956	ENSXETG00000013865.1	ENSGALG00000001043.6
OG0004960	ENSXETG00000017055.1	ENSGALG00000037867.2
OG0004961	ENSXETG00000009149.1	ENSGALG00000004309.6
OG0004965	ENSXETG00000009198.1	ENSGALG00000050981.1, ENSGALG00000046256.2, ENSGALG00000050085.1, ENSGALG00000048816.1, ENSGALG00000041718.2, ENSGALG00000047310.1, ENSGALG00000052531.1, ENSGALG00000050439.1, ENSGALG00000053020.1, ENSGALG00000049417.1
OG0004966	ENSXETG00000015220.1	ENSGALG00000024481.5
OG0004967	ENSXETG00000000996.1	ENSGALG00000039541.2
OG0004985	ENSXETG00000014960.1	ENSGALG00000029095.4
OG0004986	ENSXETG00000006163.1	ENSGALG00000022920.4
OG0004987	ENSXETG00000000085.1	ENSGALG00000017314.6
OG0004988	ENSXETG00000001371.1	ENSGALG00000016089.6
OG0004989	ENSXETG00000018449.1	ENSGALG00000023420.4
OG0004990	ENSXETG00000020874.1	ENSGALG00000023419.4
OG0004991	ENSXETG00000016773.1	ENSGALG00000007144.6
OG0004992	ENSXETG00000016099.1	ENSGALG00000038780.2
OG0004993	ENSXETG00000005676.1	ENSGALG00000008076.5
OG0004994	ENSXETG00000004967.1	ENSGALG00000009182.7
OG0004995	ENSXETG00000009363.1, ENSXETG00000005518.1	ENSGALG00000042733.3
OG0004997	ENSXETG00000016396.1	ENSGALG00000007101.7
OG0004998	ENSXETG00000008354.1	ENSGALG00000031404.3
OG0004999	ENSXETG00000016378.1	ENSGALG00000025882.3
OG0005000	ENSXETG00000020530.1	ENSGALG00000005737.6
OG0005001	ENSXETG00000016666.1	ENSGALG00000001184.6
OG0005002	ENSXETG00000009831.1	ENSGALG00000001157.7
OG0005003	ENSXETG00000017999.1	ENSGALG00000030209.3
OG0005004	ENSXETG00000010081.1	ENSGALG00000036925.2
OG0005005	ENSXETG00000016720.1	ENSGALG00000001153.6
OG0005006	ENSXETG00000018067.1, ENSXETG00000015618.1	ENSGALG00000043447.3
OG0005007	ENSXETG00000008710.1	ENSGALG00000001391.5
OG0005008	ENSXETG00000008736.1	ENSGALG00000003135.6
OG0005009	ENSXETG00000001092.1	ENSGALG00000012374.5
OG0005010	ENSXETG00000018381.1	ENSGALG00000029462.2
OG0005011	ENSXETG00000006919.1	ENSGALG00000006422.7
OG0005012	ENSXETG00000001064.1	ENSGALG00000012379.6
OG0005013	ENSXETG00000018860.1	ENSGALG00000021473.6
OG0005014	ENSXETG00000000411.1	ENSGALG00000029596.3
OG0005015	ENSXETG00000005822.1	ENSGALG00000012784.6
OG0005016	ENSXETG00000014318.1	ENSGALG00000033110.2
OG0005017	ENSXETG00000005898.1	ENSGALG00000012782.3
OG0005018	ENSXETG00000000237.1	ENSGALG00000016794.6
OG0005019	ENSXETG00000012008.1	ENSGALG00000007269.6
OG0005021	ENSXETG00000017581.1	ENSGALG00000002774.7
OG0005022	ENSXETG00000003172.1	ENSGALG00000016788.7
OG0005023	ENSXETG00000008428.1	ENSGALG00000012282.6
OG0005024	ENSXETG00000020983.1	ENSGALG00000008487.6
OG0005025	ENSXETG00000011857.1	ENSGALG00000046724.1
OG0005026	ENSXETG00000012190.1	ENSGALG00000012739.7
OG0005027	ENSXETG00000020217.1	ENSGALG00000002883.7
OG0005028	ENSXETG00000003731.1	ENSGALG00000037682.2
OG0005029	ENSXETG00000011888.1	ENSGALG00000004856.6
OG0005030	ENSXETG00000003144.1	ENSGALG00000046326.2
OG0005031	ENSXETG00000019791.1	ENSGALG00000002848.5, ENSGALG00000020745.5
OG0005032	ENSXETG00000007681.1	ENSGALG00000030789.2
OG0005034	ENSXETG00000005329.1	ENSGALG00000012244.7
OG0005035	ENSXETG00000021422.1	ENSGALG00000009234.7
OG0005036	ENSXETG00000011264.1, ENSXETG00000018009.1	ENSGALG00000015385.6
OG0005037	ENSXETG00000012837.1	ENSGALG00000035780.2, ENSGALG00000015391.6
OG0005038	ENSXETG00000012917.1	ENSGALG00000015397.6
OG0005039	ENSXETG00000021094.1	ENSGALG00000008407.6
OG0005040	ENSXETG00000011635.1	ENSGALG00000016582.7
OG0005041	ENSXETG00000018541.1	ENSGALG00000005872.6
OG0005042	ENSXETG00000015335.1	ENSGALG00000002888.6
OG0005043	ENSXETG00000019958.1	ENSGALG00000046649.2
OG0005044	ENSXETG00000009616.1	ENSGALG00000012916.7
OG0005045	ENSXETG00000015254.1	ENSGALG00000002820.7
OG0005046	ENSXETG00000015073.1	ENSGALG00000002797.6
OG0005047	ENSXETG00000014412.1	ENSGALG00000002726.5
OG0005048	ENSXETG00000014651.1	ENSGALG00000008146.7
OG0005049	ENSXETG00000001319.1	ENSGALG00000039775.3
OG0005050	ENSXETG00000001111.1	ENSGALG00000015327.6
OG0005051	ENSXETG00000013967.1	ENSGALG00000008187.6
OG0005052	ENSXETG00000003416.1	ENSGALG00000003533.8
OG0005053	ENSXETG00000016596.1	ENSGALG00000014828.6
OG0005054	ENSXETG00000000884.1	ENSGALG00000001654.6
OG0005055	ENSXETG00000008554.1	ENSGALG00000002112.6
OG0005056	ENSXETG00000018644.1	ENSGALG00000002123.6
OG0005057	ENSXETG00000018846.1	ENSGALG00000032925.3
OG0005058	ENSXETG00000015393.1, ENSXETG00000015206.1	ENSGALG00000047879.1
OG0005059	ENSXETG00000007285.1	ENSGALG00000047617.1
OG0005060	ENSXETG00000006277.1	ENSGALG00000004869.6
OG0005061	ENSXETG00000015704.1	ENSGALG00000052329.1
OG0005062	ENSXETG00000013691.1, ENSXETG00000014475.1	ENSGALG00000007015.5
OG0005063	ENSXETG00000010552.1	ENSGALG00000004858.6
OG0005065	ENSXETG00000004965.1	ENSGALG00000038265.2
OG0005066	ENSXETG00000005061.1	ENSGALG00000042822.2
OG0005067	ENSXETG00000011911.1	ENSGALG00000029266.2
OG0005068	ENSXETG00000009020.1	ENSGALG00000003412.6
OG0005069	ENSXETG00000005155.1	ENSGALG00000037310.3
OG0005070	ENSXETG00000005162.1	ENSGALG00000040021.2
OG0005071	ENSXETG00000006100.1	ENSGALG00000037030.3
OG0005072	ENSXETG00000005223.1	ENSGALG00000027925.4
OG0005073	ENSXETG00000010686.1	ENSGALG00000030855.2, ENSGALG00000041372.2
OG0005074	ENSXETG00000017076.1	ENSGALG00000008872.6
OG0005075	ENSXETG00000020094.1	ENSGALG00000001275.6
OG0005076	ENSXETG00000016992.1	ENSGALG00000003851.6
OG0005077	ENSXETG00000006714.1, ENSXETG00000004356.1	ENSGALG00000008077.7
OG0005078	ENSXETG00000020104.1	ENSGALG00000033690.2
OG0005079	ENSXETG00000013721.1	ENSGALG00000035465.2
OG0005080	ENSXETG00000019924.1	ENSGALG00000034358.3
OG0005081	ENSXETG00000006978.1	ENSGALG00000036412.3
OG0005082	ENSXETG00000002708.1	ENSGALG00000030710.2
OG0005083	ENSXETG00000021196.1	ENSGALG00000054991.1
OG0005084	ENSXETG00000015276.1	ENSGALG00000040528.2
OG0005086	ENSXETG00000002204.1	ENSGALG00000031594.2
OG0005087	ENSXETG00000002872.1	ENSGALG00000003523.7
OG0005088	ENSXETG00000003264.1	ENSGALG00000036175.2
OG0005089	ENSXETG00000008992.1	ENSGALG00000004557.6
OG0005090	ENSXETG00000007474.1	ENSGALG00000007887.6
OG0005092	ENSXETG00000017352.1	ENSGALG00000006118.6
OG0005093	ENSXETG00000019167.1	ENSGALG00000029367.3
OG0005094	ENSXETG00000018141.1	ENSGALG00000031359.2
OG0005095	ENSXETG00000007732.1	ENSGALG00000026465.3
OG0005096	ENSXETG00000007208.1	ENSGALG00000007970.6
OG0005097	ENSXETG00000009715.1	ENSGALG00000003625.6
OG0005098	ENSXETG00000005104.1	ENSGALG00000044705.2
OG0005101	ENSXETG00000005753.1	ENSGALG00000012941.5
OG0005103	ENSXETG00000008602.1, ENSXETG00000007898.1	ENSGALG00000013882.6
OG0005104	ENSXETG00000010070.1	ENSGALG00000038515.2
OG0005105	ENSXETG00000002625.1	ENSGALG00000024094.4
OG0005106	ENSXETG00000010111.1	ENSGALG00000004310.6
OG0005107	ENSXETG00000011333.1	ENSGALG00000011854.6
OG0005108	ENSXETG00000009077.1	ENSGALG00000004398.6
OG0005110	ENSXETG00000021168.1	ENSGALG00000044727.2
OG0005111	ENSXETG00000000938.1	ENSGALG00000051339.1
OG0005112	ENSXETG00000020494.1	ENSGALG00000007158.4
OG0005112	ENSXETG00000011424.1	ENSGALG00000023193.5
OG0005113	ENSXETG00000015570.1	ENSGALG00000004506.6
OG0005114	ENSXETG00000009859.1	ENSGALG00000049119.1
OG0005115	ENSXETG00000017171.1	ENSGALG00000008606.5
OG0005117	ENSXETG00000019619.1	ENSGALG00000029701.2
OG0005118	ENSXETG00000015420.1	ENSGALG00000004122.6
OG0005119	ENSXETG00000018636.1	ENSGALG00000006658.5
OG0005120	ENSXETG00000007591.1	ENSGALG00000008494.7
OG0005121	ENSXETG00000007123.1	ENSGALG00000001474.6
OG0005122	ENSXETG00000007454.1	ENSGALG00000008479.6
OG0005123	ENSXETG00000020773.1	ENSGALG00000006027.7
OG0005124	ENSXETG00000004352.1	ENSGALG00000008669.5
OG0005126	ENSXETG00000014910.1	ENSGALG00000040899.2
OG0005128	ENSXETG00000003474.1	ENSGALG00000008730.7
OG0005129	ENSXETG00000019466.1	ENSGALG00000008786.7
OG0005130	ENSXETG00000000444.1	ENSGALG00000030027.3
OG0005131	ENSXETG00000005707.1	ENSGALG00000039830.2
OG0005133	ENSXETG00000019206.1	ENSGALG00000028897.4
OG0005134	ENSXETG00000020511.1	ENSGALG00000011228.5
OG0005135	ENSXETG00000011030.1	ENSGALG00000029829.2
OG0005136	ENSXETG00000009665.1	ENSGALG00000005005.7
OG0005137	ENSXETG00000007280.1	ENSGALG00000033002.2
OG0005138	ENSXETG00000021224.1	ENSGALG00000003936.4
OG0005139	ENSXETG00000002999.1	ENSGALG00000004037.6
OG0005140	ENSXETG00000008408.1, ENSXETG00000008709.1	ENSGALG00000005842.7
OG0005141	ENSXETG00000009448.1	ENSGALG00000005028.6
OG0005142	ENSXETG00000002944.1	ENSGALG00000000627.7
OG0005143	ENSXETG00000009938.1	ENSGALG00000004108.7
OG0005145	ENSXETG00000005044.1	ENSGALG00000010592.6
OG0005146	ENSXETG00000006207.1	ENSGALG00000007092.5
OG0005147	ENSXETG00000009829.1	ENSGALG00000004174.7
OG0005148	ENSXETG00000015956.1	ENSGALG00000008920.6
OG0005149	ENSXETG00000012163.1	ENSGALG00000033365.3
OG0005150	ENSXETG00000008631.1	ENSGALG00000030040.2
OG0005151	ENSXETG00000020355.1	ENSGALG00000000927.5
OG0005152	ENSXETG00000012349.1	ENSGALG00000006404.6
OG0005153	ENSXETG00000020161.1	ENSGALG00000036114.2
OG0005154	ENSXETG00000005121.1	ENSGALG00000002162.6
OG0005155	ENSXETG00000003598.1	ENSGALG00000030826.2
OG0005156	ENSXETG00000012285.1	ENSGALG00000039781.3
OG0005157	ENSXETG00000012269.1	ENSGALG00000006367.7
OG0005158	ENSXETG00000013088.1	ENSGALG00000027132.3
OG0005159	ENSXETG00000012183.1	ENSGALG00000040141.3
OG0005160	ENSXETG00000009659.1	ENSGALG00000028363.4
OG0005161	ENSXETG00000003678.1	ENSGALG00000006179.7
OG0005162	ENSXETG00000001513.1	ENSGALG00000002484.7
OG0005163	ENSXETG00000014094.1	ENSGALG00000004700.6
OG0005164	ENSXETG00000007791.1	ENSGALG00000026031.4
OG0005165	ENSXETG00000005930.1, ENSXETG00000006092.1	ENSGALG00000016273.5
OG0005166	ENSXETG00000000816.1	ENSGALG00000037540.3
OG0005167	ENSXETG00000000468.1	ENSGALG00000026983.4
OG0005168	ENSXETG00000011566.1	ENSGALG00000001313.7
OG0005169	ENSXETG00000016679.1	ENSGALG00000051276.1
OG0005170	ENSXETG00000008623.1	ENSGALG00000001067.7
OG0005171	ENSXETG00000013662.1, ENSXETG00000004046.1	ENSGALG00000050372.1
OG0005172	ENSXETG00000006990.1	ENSGALG00000015433.8
OG0005173	ENSXETG00000002370.1	ENSGALG00000003548.6
OG0005174	ENSXETG00000002303.1	ENSGALG00000047637.1
OG0005175	ENSXETG00000009995.1	ENSGALG00000042533.2
OG0005176	ENSXETG00000014492.1	ENSGALG00000003775.5
OG0005177	ENSXETG00000000370.1	ENSGALG00000010873.6
OG0005178	ENSXETG00000002587.1	ENSGALG00000007511.4
OG0005180	ENSXETG00000000893.1	ENSGALG00000005698.6
OG0005181	ENSXETG00000002537.1	ENSGALG00000041280.2
OG0005182	ENSXETG00000005514.1	ENSGALG00000006078.6
OG0005183	ENSXETG00000005581.1	ENSGALG00000041418.3
OG0005184	ENSXETG00000003232.1	ENSGALG00000007141.6
OG0005185	ENSXETG00000020714.1	ENSGALG00000006534.6
OG0005186	ENSXETG00000018096.1	ENSGALG00000054005.1
OG0005187	ENSXETG00000002226.1	ENSGALG00000006505.7
OG0005188	ENSXETG00000020440.1	ENSGALG00000006270.6
OG0005189	ENSXETG00000014774.1	ENSGALG00000008532.6
OG0005190	ENSXETG00000019881.1	ENSGALG00000006482.6
OG0005191	ENSXETG00000013248.1	ENSGALG00000021304.5
OG0005192	ENSXETG00000007332.1	ENSGALG00000040923.2
OG0005194	ENSXETG00000002129.1	ENSGALG00000009839.6
OG0005195	ENSXETG00000013260.1	ENSGALG00000003558.6
OG0005197	ENSXETG00000008828.1	ENSGALG00000001382.6
OG0005198	ENSXETG00000016050.1	ENSGALG00000001000.4
OG0005201	ENSXETG00000006516.1	ENSGALG00000047498.1
OG0005202	ENSXETG00000003704.1	ENSGALG00000006633.5
OG0005204	ENSXETG00000006609.1	ENSGALG00000012292.6
OG0005205	ENSXETG00000002080.1	ENSGALG00000009677.6
OG0005206	ENSXETG00000015227.1	ENSGALG00000014647.7
OG0005208	ENSXETG00000006634.1	ENSGALG00000052202.1
OG0005210	ENSXETG00000012078.1	ENSGALG00000042246.3
OG0005211	ENSXETG00000010831.1	ENSGALG00000041514.2
OG0005212	ENSXETG00000008945.1	ENSGALG00000014514.6
OG0005213	ENSXETG00000016430.1	ENSGALG00000052991.1
OG0005214	ENSXETG00000017556.1	ENSGALG00000011275.5
OG0005216	ENSXETG00000016723.1	ENSGALG00000003353.6
OG0005217	ENSXETG00000002099.1	ENSGALG00000043681.3
OG0005218	ENSXETG00000005727.1	ENSGALG00000040783.2
OG0005220	ENSXETG00000010163.1	ENSGALG00000007800.6
OG0005221	ENSXETG00000007756.1	ENSGALG00000031789.2
OG0005222	ENSXETG00000012868.1	ENSGALG00000038372.2
OG0005223	ENSXETG00000007586.1	ENSGALG00000030460.2
OG0005224	ENSXETG00000006995.1	ENSGALG00000033694.2
OG0005227	ENSXETG00000008494.1	ENSGALG00000042503.2
OG0005228	ENSXETG00000016548.1	ENSGALG00000008880.6
OG0005230	ENSXETG00000017280.1	ENSGALG00000006750.6
OG0005231	ENSXETG00000018404.1	ENSGALG00000006777.3
OG0005232	ENSXETG00000010270.1	ENSGALG00000005467.6
OG0005233	ENSXETG00000001429.1	ENSGALG00000024051.5
OG0005234	ENSXETG00000006794.1	ENSGALG00000003181.5
OG0005237	ENSXETG00000010301.1	ENSGALG00000043938.2
OG0005240	ENSXETG00000010921.1, ENSXETG00000000662.1	ENSGALG00000007485.7
OG0005241	ENSXETG00000019870.1	ENSGALG00000006087.6
OG0005242	ENSXETG00000008488.1	ENSGALG00000007643.7
OG0005243	ENSXETG00000006750.1	ENSGALG00000028191.3
OG0005244	ENSXETG00000002594.1	ENSGALG00000034258.3
OG0005246	ENSXETG00000005688.1	ENSGALG00000007353.6
OG0005247	ENSXETG00000010590.1	ENSGALG00000014812.7
OG0005248	ENSXETG00000005758.1	ENSGALG00000007333.6
OG0005249	ENSXETG00000005768.1	ENSGALG00000021027.5
OG0005250	ENSXETG00000006179.1	ENSGALG00000014570.7
OG0005251	ENSXETG00000012119.1	ENSGALG00000007262.7
OG0005252	ENSXETG00000018576.1	ENSGALG00000032036.2
OG0005253	ENSXETG00000015524.1	ENSGALG00000039461.2
OG0005254	ENSXETG00000006612.1	ENSGALG00000014662.5
OG0005255	ENSXETG00000017408.1	ENSGALG00000006882.5
OG0005256	ENSXETG00000012208.1	ENSGALG00000042320.2
OG0005257	ENSXETG00000012072.1	ENSGALG00000014674.6
OG0005258	ENSXETG00000018129.1	ENSGALG00000006949.6
OG0005259	ENSXETG00000003353.1	ENSGALG00000006508.7
OG0005260	ENSXETG00000006864.1	ENSGALG00000047167.1
OG0005261	ENSXETG00000006871.1	ENSGALG00000053999.1
OG0005262	ENSXETG00000020528.1	ENSGALG00000034297.2
OG0005264	ENSXETG00000001597.1	ENSGALG00000014791.6
OG0005265	ENSXETG00000010162.1	ENSGALG00000031227.2
OG0005266	ENSXETG00000001773.1	ENSGALG00000014794.6
OG0005267	ENSXETG00000005312.1	ENSGALG00000002313.5
OG0005268	ENSXETG00000003608.1	ENSGALG00000004949.6
OG0005269	ENSXETG00000002160.1	ENSGALG00000020260.6
OG0005270	ENSXETG00000002164.1	ENSGALG00000008682.5
OG0005271	ENSXETG00000010620.1	ENSGALG00000015443.6
OG0005272	ENSXETG00000020688.1	ENSGALG00000027472.3
OG0005273	ENSXETG00000003881.1	ENSGALG00000002239.8
OG0005274	ENSXETG00000003944.1	ENSGALG00000002267.6
OG0005275	ENSXETG00000000091.1	ENSGALG00000015540.6
OG0005276	ENSXETG00000001561.1	ENSGALG00000035980.3
OG0005277	ENSXETG00000018198.1	ENSGALG00000023439.3
OG0005279	ENSXETG00000013605.1, ENSXETG00000013613.1	ENSGALG00000002390.5
OG0005280	ENSXETG00000020038.1	ENSGALG00000009172.6
OG0005281	ENSXETG00000001682.1	ENSGALG00000001245.7
OG0005282	ENSXETG00000002619.1	ENSGALG00000019042.6
OG0005283	ENSXETG00000009202.1	ENSGALG00000002246.6
OG0005284	ENSXETG00000003333.1	ENSGALG00000007685.6
OG0005285	ENSXETG00000000887.1	ENSGALG00000031734.2
OG0005286	ENSXETG00000011852.1	ENSGALG00000006973.5
OG0005287	ENSXETG00000001168.1	ENSGALG00000033064.2
OG0005288	ENSXETG00000011833.1	ENSGALG00000006955.6
OG0005289	ENSXETG00000008837.1	ENSGALG00000003047.7
OG0005290	ENSXETG00000000223.1	ENSGALG00000030533.2
OG0005291	ENSXETG00000009608.1	ENSGALG00000040181.2
OG0005293	ENSXETG00000015903.1	ENSGALG00000038924.2
OG0005294	ENSXETG00000017534.1, ENSXETG00000000361.1	ENSGALG00000005617.6
OG0005295	ENSXETG00000004257.1	ENSGALG00000007794.6
OG0005296	ENSXETG00000002009.1	ENSGALG00000039200.2
OG0005297	ENSXETG00000004223.1	ENSGALG00000007833.6
OG0005298	ENSXETG00000019449.1, ENSXETG00000018216.1	ENSGALG00000023451.4
OG0005299	ENSXETG00000010087.1	ENSGALG00000001376.6
OG0005300	ENSXETG00000003568.1	ENSGALG00000036028.3
OG0005301	ENSXETG00000021091.1	ENSGALG00000039326.2
OG0005302	ENSXETG00000004268.1	ENSGALG00000040655.2, ENSGALG00000034504.3
OG0005303	ENSXETG00000003301.1	ENSGALG00000030730.2
OG0005304	ENSXETG00000019090.1	ENSGALG00000037315.2
OG0005305	ENSXETG00000004464.1	ENSGALG00000008750.6
OG0005306	ENSXETG00000005058.1	ENSGALG00000027785.3
OG0005307	ENSXETG00000007398.1	ENSGALG00000050145.1
OG0005308	ENSXETG00000010003.1	ENSGALG00000035111.2
OG0005309	ENSXETG00000003093.1	ENSGALG00000012429.7
OG0005310	ENSXETG00000007386.1	ENSGALG00000009528.6
OG0005311	ENSXETG00000020938.1	ENSGALG00000005673.6
OG0005312	ENSXETG00000006941.1	ENSGALG00000007607.6
OG0005313	ENSXETG00000011226.1	ENSGALG00000030344.2
OG0005314	ENSXETG00000003822.1	ENSGALG00000007302.6
OG0005315	ENSXETG00000017096.1	ENSGALG00000011290.7
OG0005316	ENSXETG00000003865.1	ENSGALG00000007299.7
OG0005317	ENSXETG00000016896.1	ENSGALG00000005452.7
OG0005318	ENSXETG00000003931.1	ENSGALG00000007284.5
OG0005319	ENSXETG00000007159.1	ENSGALG00000027788.3
OG0005320	ENSXETG00000018898.1	ENSGALG00000000404.7
