"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9"
"10851","107294350","peroxisomal biogenesis factor 26",53,108,157,51,49,77,42,50,88,30,407,105,262,86,63,41,26,33,244,48,100,285,183,145,92,196,56,55,49,40
"10852","107294351","ferritin heavy chain",2852,3793,6667,3177,1522,2227,668,1082,3847,656,1796,3950,2059,1061,1159,1234,645,631,4128,926,1440,2683,4916,4979,2332,3647,1595,3064,3763,3738
"10853","107294352","tubulin alpha-8 chain-like",1.14,9.67,14.71,0,4.08,0,0,3.45,1.01,8.17,5.81,2.62,0.82,0,0,0,0,0,0,0,1.3,2.25,4.36,1.38,9.97,4.68,3.7,3.6,0,0
"10854","107294353","ubiquitin specific peptidase 18",12,14,23,4,47,13,5,28,3,47,263,20,153,27,50,275,8,1,66,11,31,260,107,65,82,77,22,0,19,0
"10855","107294354","bisphosphoglycerate mutase",40,146,64,93,47,124,54,89,55,59,73,39,50,67,113,41,32,31,54,48,51,119,70,59,84,82,38,66,108,32
"10856","107294355","tubulin alpha-8 chain",109.86,287.33,282.29,109,153.92,526,31,113.55,39.99,137.84,415.19,146.38,242.18,91,81,105,15,15,262,78,37.7,280.75,165.64,301.62,583.59,171.32,76.3,79.4,517,11
"10857","107294356","aldose reductase-like",395,645,570,357,200,376,317,154,442,212,371,311,265,274,254,124,196,139,275,219,173,335,538,348,234,587,158,182,582,84
"10858","107294357","armadillo repeat gene deleted in velocardiofacial syndrome",3,5,7,5,3,2,2,6,7,0,7,3,4,1,0,1,3,3,8,1,0,8,15,6,14,6,5,1,7,0
"10859","107294358","catechol-O-methyltransferase",35,102,115,44,30,36,7,18,108,13,102,58,117,39,26,12,4,20,137,31,17,212,278,45,32,24,39,6,58,8
"10860","107294359","thioredoxin reductase 2",33,28,84,29,31,53,21,65,38,29,93,114,30,16,18,41,20,50,91,38,20,78,119,134,79,26,34,18,101,8
"10861","107294360","inner centromere protein",13,130,130,43,38,118,20,175,167,30,540,104,351,105,70,135,36,22,320,99,120,497,367,204,46,107,55,8,139,9
"10862","107294361","guanine nucleotide binding protein (G protein) beta polypeptide 1-like",8,18,12,6,5,11,3,5,4,7,18,13,20,16,6,5,8,6,9,7,4,16,24,12,14,6,10,0,9,1
"10863","107294362","pleckstrin homology domain-containing family A member 1-like",0,0,0,0.12,0,0,0.51,8.22,6.38,1.39,0,0,0,0,0,7.51,0,0,4.23,0,0,0,0,6.87,0,0.21,2.46,0,0,0
"10864","107294363","deleted in malignant brain tumors 1 protein-like",2,7,5,1,0,4.99,1,3,7,2,6,4,0,1,1,1,0,1,2,0,1,1,8,5,11,10,4,1,3,0
"10865","107294364","deleted in malignant brain tumors 1 protein-like",400.11,19.75,16.96,4.79,17076.4,8.35,2,9.1,7.34,37.73,6.4,219.44,2.98,67.03,9.62,7.84,15.93,119.6,77.7,3,458.8,10.24,4.5,262.42,216.59,888.81,250.67,0,13.79,8.39
"10866","107294365","uncharacterized LOC107294365",2.51,0,0,0,274.43,0,0,0,1,1,0,0,0,0,0,0,0,1.1,0,0,4.05,0.52,0,0,0,6.44,0,0,0,0
"10867","107294367","SLAM family member 8-like",20,6,3,27,21,6,46,51,20,51,66,13,6,33,79,85,75,27,13,52,79,15,6,11,24,7,48,5,7,18
"10868","107294370","polymerase (DNA) alpha 2 accessory subunit",5,4,8,3,5,5,0,3,2,3,13,2,4,0,2,1,0,0,3,1,0,13,28,20,0,7,2,0,5,3
"10869","107294371","solute carrier family 22 member 20",2.29,6.06,6.72,10.83,2.27,1.36,4.25,0,7.08,0,10.13,9.73,3.55,0,0,4.39,0,0,6.51,2.07,7.35,1.28,12.3,2.21,11.92,6.7,7.42,14.5,2.65,4.64
"10870","107294372","Bet1 golgi vesicular membrane trafficking protein like",3113,1308,1613,1165,1103,858,500,778,1535,457,829,1615,788,669,825,679,729,884,2113,632,921,966,2166,2409,2709,1478,1205,852,1204,1007
"10871","107294374","solute carrier family 22 member 6-A-like",0,6,6,1,1,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,2,3,0,0,2,0
"10872","107294375","synoviolin 1",51.72,9,13.95,35.4,30.06,6.07,11,12.57,20.43,16.76,17.29,13.27,4.71,34.57,18.86,16.16,26.66,26.5,3.03,13.68,13.57,3.14,11,7.86,21.94,4.51,40.62,124.41,8.39,57.84
"10873","107294376","speedy/RINGO cell cycle regulator family member C",0,4,1,0,3,1,0,2,0,0,3,3,2,0,1,1,0,0,0,0,2,2,5,4,8,7,0,4,4,0
"10874","107294377","CDC42 effector protein 2",2,6,4,0,1,1,1,2,5,4,8,1,4,0,0,2,3,1,6,5,1,4,30,9,5,1,3,0,1,1
"10875","107294378","calpain 1",44,67,121,16,37,60,23,34,34,34,102,62,60,43,36,46,20,34,87,56,25,114,212,67,121,46,30,18,89,25
"10876","107294379","double PHD fingers 2",33,34,39,21,52,30,11,27,30,36,44,39,21,21,10,13,35,28,56,23,20,22,124,56,106,24,32,35,60,16
"10877","107294381","glycosyltransferase 1 domain containing 1",266,115,185,167,101,105,154,85,175,103,133,92,82,169,123,141,230,116,169,92,93,104,167,175,147,174,168,228,143,102
"10878","107294382","nuclear VCP-like",165.59,330.11,488.21,225.41,127.13,230.75,81.19,83.33,403.82,123.92,240.37,267.08,98.28,179.48,181.61,168.79,164.52,174.13,434.8,129.27,142.08,161.31,592.91,325.83,349.34,230.74,236.1,90.81,319.42,158.11
"10879","107294383","olfactory receptor 5C1-like",0,5.4,3,0,0.5,0,0,0,0,4,1,0,0,1,0,5,0,0,0,0.5,0,0,0,0,0,1,0,0,0.83,0
"10880","107294384","solute carrier family 15 member 4",2,4,5,1,5,1,2,7,2,1,15,4,1,4,5,3,1,3,6,2,2,11,18,2,16,0,1,1,8,2
"10881","107294385","transmembrane protein 132C-like",0,7,5,0,4,8,0,5,4,2,2,1,1,0,0,2,0,0,1,0,0,3,5,5,5,3,2,2,5,1
"10882","107294386","podocalyxin like",5,5,4,2,2,1,0,1,3,0,1,4,7,0,3,0,0,2,4,2,3,4,15,2,8,8,2,8,0,4
"10883","107294387","muskelin 1",12,8,20,20,12,2,3,25,21,7,16,55,16,14,8,11,10,6,23,3,4,28,38,31,29,21,13,19,19,13
"10884","107294390","cytochrome P450 2C31-like",10.77,5.95,7.1,2.27,4.49,2.26,1.06,3.14,2.61,3.59,2.17,3.84,2.08,2.36,2.55,1.39,0,0,9.24,1,3.13,1.46,9.56,2.23,0,2.94,1.26,0,9.17,0
"10885","107294391","cytochrome P450 2J5-like",9.73,7.53,10.29,4.71,1.12,1.85,7.27,1.86,6.26,2.16,7.78,2.68,1.5,3.98,10.95,0,5.45,0.92,13.28,2.33,1.91,0.54,7.3,6.54,6.33,10.03,3.88,5.69,2.01,5.17
"10886","107294393","cytochrome P450 2C25-like",1,0,2,2,0,3,0,0,0,0,4,0,0,0,1,1,0,0,2,0,1,1,2,3,1,1,0,1,0,0
"10887","107294394","PHD finger protein 13-like",2,2,0,0,1,0,0,2,3,0,2,0,0,0,0,0,0,0,2,0,1,4,3.6,0,0,5,0,0,0,3.6
"10888","107294395","von Willebrand factor A domain containing 5B2",3,5,6,3,1,1,2,0,7,4,3,6,2,1,3,2,2,2,10,2,0,4,8,7,7,3,5,3,3,2
"10889","107294397","RIC8 guanine nucleotide exchange factor A",249,361,398,146,121,213,119,170,196,115,252,120,184,136,116,127,174,105,374,112,116,288,515,370,358,238,228,35,249,68
"10890","107294398","cytochrome P450 2J2-like",2.48,9.77,7.45,0,2.41,3.29,2.26,13.2,1.6,0,0,4.72,0,3.63,3.11,4.37,2.29,1.22,9.96,0.43,1.52,3.24,4.04,5.83,4.51,8.69,2.61,0,0.9,2
"10891","107294400","ATP binding cassette subfamily F member 3",27,6,18,10,10,5,1,14,8,11,11,20,7,7,3,5,8,5,10,6,10,12,39,17,52,18,10,54,19,24
"10892","107294401","ALG3 alpha-13- mannosyltransferase",417,118,196,240,267,138,120,140,257,173,164,200,94,224,156,163,153,159,193,121,105,141,278,212,359,114,184,685,219,360
"10893","107294402","sodium channel protein type 2 subunit alpha-like",3.28,10,9,4,2,1,0.99,2,20.6,2,5,2.17,1,1,2,4,1,0,2,0,0,3,19.01,2,7,10.72,4.38,4.26,8,0
"10894","107294403","tetratricopeptide repeat domain 21B",42.53,246.21,208.75,100.05,54,98.95,24,76.65,143,41.57,219.27,69.32,158.62,54.84,34.01,98.21,40,21.22,213.55,88.91,79.57,359.45,182.5,197.98,93.7,159.49,82.08,20,135.01,59.03
"10895","107294404","polypeptide N-acetylgalactosaminyltransferase 3",105,467,902,306,143,371,52,298,273,62,352,67,361,117,90,160,48,51,402,150,163,602,449,328,258,685,217,6,500,89
"10896","107294405","sodium voltage-gated channel alpha subunit 1",2,16.57,12.19,6,2,3,2.49,8.66,8.68,1.4,16.03,2.16,4,2,6,1.41,1,0,2,1,2,4.89,9.99,2.87,10.66,9.39,8.31,2.12,5.1,0
"10897","107294406","cysteine-serine-rich nuclear protein 3",1,6,2.43,1.01,1,1,0,1.43,9.12,4.5,3.06,2.3,1,0.67,0,1,0,0,1.95,0,0,0,18.64,1.84,2,5.97,2,1,5.14,1
"10898","107294407","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G",4,3,2,2,0,4,1,0,1,0,4,4,1,2,1,0,1,0,7,1,0,0,7,2,1,5,4,1,4,1
"10899","107294408","proteasome 26S subunit non-ATPase 13",741,344,615,391,359,253,71,172,286,94,355,266,251,151,116,204,153,142,410,166,112,321,630,276,605,399,167,269,420,246
"10900","107294409","pyrroline-5-carboxylate reductase 1",107,3,5,59,52,12,52,28,54,35,12,16,5,35,16,28,98,43,38,31,46,14,22,19,76,19,52,104,31,35
"10901","107294410","phosphate cytidylyltransferase 2 ethanolamine",280,845,667,290,173,592,89,212,277,128,273,453,327,151,163,305,111,100,875,275,233,524,989,740,357,799,212,64,305,75
"10902","107294411","sirtuin 7",161,183,232,144,94,114,76,123,160,57,178,244,144,108,93,137,94,81,224,97,154,225,300,149,168,250,100,100,122,165
"10903","107294412","lanosterol synthase-like",1,11,3,2,1,8,0,1,5,3,3,2,1,0,0,0,0,0,2,0,0,1,4,4,5,5,2,0,1,0
"10904","107294413","lymphocyte expansion molecule",3,12,10,11,2,16,3,19,18,7,25,5,26,11,3,21,1,3,50,14,26,51,12,31,2,32,10,0,13,3
"10905","107294414","prolyl-tRNA synthetase 2 mitochondrial (putative)",56,74,79,50,23,40,20,28,55,17,42,107,44,36,38,29,30,34,43,23,23,67,136,44,29,81,31,39,36,28
"10906","107294415","tetratricopeptide repeat domain 4",1598,1244,1205,1979,1064,843,442,1052,767,1035,931,1567,588,934,453,910,1292,527,1837,678,1127,804,1373,1527,1756,1075.99,693,786,1747,543
"10907","107294416","tetratricopeptide repeat domain 22",84,378,375,213,127,216,96,202,156,90,306,270,205,90,120,221,124,94,384,179,183,403,471,317,222,276,130,39,196,71
"10908","107294417","24-dehydrocholesterol reductase",457,360,424,1363,1796,627,599,353,485,674,319,365,360,364,260,213,720,671,330,351,353,687,1070,565,286,266,459,582,527,1189
"10909","107294418","family with sequence similarity 189 member A2",17,16,13,13,5,10,11,15,7,8,20,8,14,10,24,18,21,15,12,13,3,22,26,12,13,7,12,11,23,3
"10910","107294419","ryncolin-3-like",2305.81,530.22,14344.08,855.05,5844.11,1070.38,76.53,1439.59,1967,19.66,259.28,5045.5,73.75,1117.54,516.63,938.1,365.35,2677.45,5931.15,38.76,816.98,570.31,292.84,3693.9,1307.64,11465.55,4198.62,167.36,3218.13,776.03
"10911","107294420","phosphatidylinositol-4-phosphate 5-kinase type I beta",37,281,316,103,44,137,16,67,167,27,171,249,158,33,28,57,30,32,349,44,75,183,376,129,134,260,75,10,129,47
"10912","107294421","frataxin",54,65,79,40,25,55,14,42,44,22,47,32,52,41,22,26,24,22,67,29,31,59,68,63,71,56,34,53,64,44
"10913","107294422","tight junction protein 2",741,862,1427,378,477,485,224,323,551,295,736,735,725,373,378,453,422,428,1065,758,308,845,2525,668,1247,563,505,201,658,577
"10914","107294423","amyloid beta precursor protein binding family A member 1",100,178,183,57,100,121,71,96,167,130,201,179,157,112,87,96,205,153,205,106,97,183,530,174,234,99,180,86,123,68
"10915","107294424","endonuclease domain-containing 1 protein-like",0,28,2,0,2,1,0,50,3,1,7,6,1,3,2,3,0,0,2,3,4,1,0,3,7,4,1,2,3,2
"10916","107294425","interleukin 15 receptor subunit alpha",1,9,4,3,0,8,0,1,9,1,12,5,2,3,0,2,0,2,12,0,2,1,3,10,9,7,3,0,5,4
"10917","107294426","TRPM8 channel-associated factor 2",3,23,8,2,6,2,2,12,8,3,19,3,6,0,2,7,1,0,4,1,3,11,5,11,15,11,1,1,12,3
"10918","107294428","U4/U6 small nuclear ribonucleoprotein Prp31-like",2.53,0,2.67,0,6.07,0,0,0,0,0,1.17,0,2.82,2.48,1.21,1.34,0,0,2.01,0,0,0,0,0,0,0,2.47,0.68,0,1.95
"10919","107294429","NACHT LRR and PYD domains-containing protein 3-like",74.52,411.3,435.38,119.54,81.54,191.75,78.62,144.01,244.69,74,444.98,125.01,234.53,130,192.78,69,138,82.01,247.36,131,145,403.43,589.85,233.58,227.63,279.72,167.7,26,276.01,70
"10920","107294431","CCR4-NOT transcription complex subunit 3-like",33.72,20.15,55.2,0,50.64,7.23,20.07,0,29.56,11.5,17.47,10.39,21.01,7.76,11.08,25.62,19.95,0,29.34,21.76,3.93,3.31,12.31,64.66,92.12,2.66,23.1,23.99,2.83,17.43
"10921","107294432","zinc finger protein 536-like",4,41,32,2,3,24,6,9,4,2,12,7,11,6,1,9,1,2,20,4,0,14,25,2,15,39,15,6,27,6
"10922","107294434","carbonic anhydrase 3-like",1,19,8,3,2,5,1,3,49,0,4,9,2,1,0,0,0,0,10,0,4,0,49,4,17,11,3,0,4,9
"10923","107294435","RALY RNA binding protein-like",0,6,13,7,1,4,3,7,15,2,15,4,8.99,5,3,4,4,0,11,2,3,14,8,10,0,20,2,0,4,5
"10924","107294436","carbonic anhydrase II",17205.6,11130.72,29464.71,14251.26,4000.85,5471.26,2488.05,3742.54,9613.16,1916.98,5804.28,17472.04,5446.08,8137.35,7064.7,2871.74,5771.28,7061.12,10004.28,3314.31,7884.16,8651.59,18551.45,15488.63,19939.32,15867.35,16948.78,2228.1,6762,15430.39
"10925","107294437","carbonic anhydrase 13-like",1440.22,3923.42,5320.12,2157.29,1280.23,1544.66,634.3,1678.13,2541.55,871.43,2276.25,1896.23,950.22,1045.77,826.49,1099.49,797.84,986.4,2185.18,791.5,936.1,1460.28,3335.43,3102.59,3320.57,4068.36,2286.92,1563.89,1680.16,3325.11
"10926","107294438","chromosome unknown open reading frame human C8orf59",1596,444,654,974,956,375,257,281,447,322,362,602,223,461,257,317,389,399,658,206,351,278,814,432,1144,1177,489,992,1059,782
"10927","107294439","E2F transcription factor 5",96,80,73,67,43,56,9,44,70,21,46,69,44,41,36,45,32,43,83.95,17,36,67,92,77,87,92,36,67,61,72
"10928","107294440","NLR family pyrin domain containing 6",47.6,143.88,223.44,79.01,48.34,46.79,12.88,39.57,67.41,14.99,382.81,57.93,118.55,8.04,40.61,10.57,1.16,32.43,81.1,26.86,24.04,48.96,75.06,120.82,97.17,128.3,50.83,8,159.04,27.7
"10929","107294441","leucine rich repeat and coiled-coil centrosomal protein 1",33,100,99,48,26,48,8,48,75,27,91,47,75,60,54,32,24,26,121,36,39,84,78,50,60,52,40,22,71,44
"10930","107294442","cytochrome P450 2J2-like",0,10.58,6.8,0,1.09,0,0,0,0,0,2.07,5.94,1.06,3.9,1.02,2.71,0,0,5.95,0.66,3.04,3.62,6.11,0,0,3.12,1.03,0,2.27,0
"10931","107294443","cytochrome P450 2J5-like",1.11,13.12,7.71,3.82,2.36,0,1.15,3.53,10.81,3.85,4.71,1.2,1.11,3.37,0,1.49,0,0,8.57,2.27,7.76,2.42,13.69,4.06,0,1.15,0,0,6.72,1.1
"10932","107294444","cytochrome P450 2J5-like",34.95,27.07,61.49,15.78,8.69,16.37,15.3,16.3,25.83,12.16,25.65,17.63,26.6,13.41,25.23,8.29,11.81,6.38,50.87,9.88,15.74,24.17,50,20.54,17.8,20.11,21.59,2.69,19.59,5.36
"10933","107294445","cytochrome P450 2J2-like",35.87,42.02,56.13,13.22,10.23,21.92,7.19,11.98,35.63,8.18,30.95,23.48,13.27,10.12,31.72,13.35,8.09,0,54.97,11.27,16.39,13.27,41.05,22.52,22.45,17.86,31.49,3.05,11.38,12.05
"10934","107294446","cytochrome P450 2J2-like",10.98,112.22,145.08,11.41,29.33,22.71,53.3,17.64,96.56,45.99,60.28,55.04,37.94,44.7,15.74,92.23,24.58,4.95,110.14,22.21,27.43,40.55,125.58,78.65,32.65,35.63,34.49,0,61.46,21.63
"10935","107294447","cytochrome P450 2J2-like",223.3,158.7,206.56,98.99,33.02,52.94,93.83,42.14,143.63,21.13,106.98,89.36,63.52,35.8,267.12,41.45,88.31,31.26,193.04,52.7,71.16,66.6,148.13,102.21,81.78,67.43,105.9,104.74,77.3,74.11
"10936","107294448","contactin-associated protein-like 2",0,2,1,0,0,0,0,12,3,2,1,0,3,0,0,1,0,0,0,0,2,1,23,0,0,0,0,0,11,0
"10937","107294449","Krueppel-like factor 6",4,20.9,8.46,0,1.08,0,1.05,0,11.48,0,18.57,0,6.34,5.24,2.06,4.12,1.04,0,21.22,8.22,0,0,0,9.36,15.55,0,6.2,1.26,0,2.08
"10938","107294450","eukaryotic translation initiation factor 1b",1090.91,705.79,883.75,2,718.55,0,503.89,1,955.46,0,534.73,0,386.6,668.1,673.84,484.83,507.8,0,1139.6,320.05,1,0,0,512.46,808.68,0,834.61,2494.27,0,628.94
"10939","107294451","inner centromere protein-like",11,31,47,11,5,14,0,12,46,4,41,26,40,7,8,13,12,3,44,14,2,18,39,38,15,17,17,2,11,9
"10940","107294452","glucose-dependent insulinotropic receptor-like",32,14,41,11,23,5,8,3,22,3,10,3,12,20,8,13,23,7,18,2,4,2,19,20,29,5,23,23,10,42
"10941","107294453","E3 ubiquitin-protein ligase SIAH2-like",41,89,130,36,18,56,14,34,92,19,77,38,47,37,13,20,51,13,75,25,32,73,156,68,45,55,17,36,103,42
"10942","107294454","eukaryotic translation initiation factor 2A",803.06,1017.27,767.93,496.55,413.6,426.19,228.49,310.84,566.68,324.43,702.9,844.31,334.23,425.92,478.21,390.23,333.8,263.31,657.62,353.8,304.49,609.45,1527.79,513.92,930.53,628.47,520.79,237,708.52,359.3
"10943","107294455","selenoprotein T",1007,786,1161,1445,695,654,402,719,719,744,639,549,449,689,554,675,875,1107,963,493,560,766,949,991,801,1284,853,677,853,1031
"10944","107294456","glutamate rich 6",21,131,96,57,29,71,7,27,58,14,54,30,42,7,11,54,17,5,141,38,18,97,123,41,17,56,16,12,51,17
"10945","107294457","uncharacterized LOC107294457",103,357,354,131,120,435,19,94,156,135,349,103,285,56,39,106,46,72,282,162,40,480,384,455,394,270,112,16,374,57
"10946","107294458","calpain-1 catalytic subunit",1067,2421,2972,893,887,1123,422,703,1184,500,2266,1143,1924,662,554,709,565,644,1988,1095,517,2025,6147,2017,2301,1957,971,218,2029,711
"10947","107294459","transmembrane protein 63B",44,73,92,46,30,49,20,35,45,26,78,51,52,24,28,40,23,28,63,49,19,78,197,85,143,64,35,25,84,24
"10948","107294460","cellular repressor of E1A stimulated genes 2",0,1,2,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,1
"10949","107294462","sirtuin 3",28,77.49,37.93,30.09,18.31,21.87,21.39,30,47.32,33,45.72,30.42,25.01,23.71,20.07,22.34,11,21,27,18,24,40.18,73.63,24.74,50,53.6,42,13,35.08,20
"10950","107294463","ubiquitin protein ligase E3 component n-recognin 1",338,424,493,245,214,294,132,192,353,225,554,232,349,152,228,184,162,230,395,231,123,523,1025,274,540,301,301,73,411,172
"10951","107294464","photoreceptor outer segment membrane glycoprotein 2-like",8,71,40,23,21,22,15,26,23,8,23,16,20,9,8,9,6,4,26,4,3,14,26,29,55,45,24,16,36,4
"10952","107294465","tau tubulin kinase 2",29,77,84.87,21.85,18.64,57.37,4,31,43.34,37.94,59.11,54,48,13,14.36,33.34,5.29,23,37.97,14,19.55,81.5,139,47.62,42.21,41.09,24.31,11,53.34,18.64
"10953","107294466","codanin 1",71,124,92,36,41,69,32,34,91,15,61,26,44,32,39,31,33,44,106,41,25,76,154,60.98,110,79,65,13,86,30
"10954","107294467","ubiquitin specific peptidase 16",726.57,359.19,347.55,304.21,203.15,150.11,122.84,164.1,332.06,154,298.54,265.99,213.11,169.14,204.74,279.8,186.96,184.55,268.45,185.48,137.45,264.05,455.01,225.26,357.17,356.65,315.99,194,238.13,387.34
"10955","107294468","RWD domain containing 2B",181,203,141,98,77,38,28,43,142,89,84,114,68,45,24,59,29,68,88,42,37,51,52,124,122,210,48,54,101,146
"10956","107294469","listerin E3 ubiquitin protein ligase 1",11365.82,4599.1,3275.27,2123.02,3849.9,3928.26,1209.77,1757.23,2289.9,1875.67,2947.36,2455.1,1788.71,2105.33,2392.57,1535.65,1225.16,1603.74,3801.25,2083.41,1560.71,3208.53,2877.08,2530.18,11233.56,2662.44,5793.18,1345.16,3110.11,1179
"10957","107294470","N-6 adenine-specific DNA methyltransferase 1 (putative)",275,322,387,209,189,196,119,131,253,142,220,280,242,132,173,148,172,139,372,145,185,258,302,295,336,340,208,184,435,154
"10958","107294471","uncharacterized LOC107294471",768,913,866,1050,493,724,363,521,943,352,533,558,436,548,548,365,397,271,889,303,652,704,568,541,598,1212,600,2296,975,757
"10959","107294472","tropomodulin-3-like",154,201,363,66,216,203,98,131,104,197,198,108,138,100,92,232,112,167,272,283,137,230,554,101,229,81,178,23,157,60
"10960","107294473","guanine nucleotide binding protein (G protein) beta 5",1,7,3,0,4,1,2,3,8,2,5,6,0,1,1,2,1,2,9,4,1,12,22,4,10,2,0,1,1,0
"10961","107294474","myosin VA",2,13,17,7,3,4,1,6.92,5.39,0,10,5,7.43,3.46,2,3,4,1,8,4,3,10,18.65,14,9,12,5.76,11,7.38,2
"10962","107294476","BCL2 like 10",3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,2,2,0,0,0,0,0
"10963","107294477","LEO1 homolog Paf1/RNA polymerase II complex component",238,194,275,156,175,211.99,65,120,184,113,214,317,122,148,62,105,136,123,255,128,112,246,436,209,338,166,158,147,335,147
"10964","107294478","mitogen-activated protein kinase 6",2658,1295,2242,1022,1594,782,836,783,1309,1150,1287,1638,1522,900,934,853,1084,1360,1695,1185,535,2391,6989,2291,3111,631,859,1425,2238,1495
"10965","107294479","succinyl-CoA ligase [GDP-forming] subunit beta mitochondrial-like",85,135,162,45,46,64,31,47,68,32,65,75,60,48,44,31,54,40,88,52,50,98,183,67,90,89,44,20,95,25
"10966","107294480","myosin VC",234,85,121,130,85,76,110,107,138,101,127,104,62,109,182,101,173,208,113,142,96,113,133,141,228,43,241,200,80,154
"10967","107294481","cAMP regulated phosphoprotein 19kDa",6.45,5.88,2.39,4.63,0,0,2.38,7,0,0,9.27,2.18,9.38,0,0,0,0,0,3.51,0,2.39,12.48,0,0,2.87,8.64,0,6,1.59,0
"10968","107294482","family with sequence similarity 214 member A",395,402,542,413,219,378,121,285,359,236,423,356,399,206,189,308,322,188,399,258,184,347,815,412,311,315,252,305,636,366
"10969","107294483","CUB and sushi domain-containing protein 3-like",0,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"10970","107294484","gamma-aminobutyric acid receptor subunit alpha-4-like",0,6,5,0,2,8,0,0,1,1,8,0,1,0,0,0,1,0,6,3,3,5,2,6,6,4,3,2,2,0
"10971","107294485","ankyrin repeat and SOCS box protein 13-like",38.16,33.69,64.02,38.16,25.78,27.53,16.83,62.91,31.62,41.45,40.27,51.64,36.09,20.73,29.43,62.01,37.37,36.97,77.2,37.38,22.02,57.22,75.84,44.28,69.21,26.15,33.78,28.19,78.46,21.89
"10972","107294487","60 kDa lysophospholipase-like",54.82,50.59,150.48,47.5,50.79,71.41,69.16,103.79,49.37,116.41,60.82,120.26,68.59,103.26,67.68,57.55,28.51,83.75,65.76,40.27,79.75,138.36,213.17,124.59,125.48,59.3,55.85,27.11,64.37,64.22
"10973","107294488","rab GDP dissociation inhibitor beta",23.83,12.54,16.92,51.5,32.42,7.53,25.09,16.31,25.09,25,16.31,11.29,27.98,21,11.29,17.35,27.6,18.75,11.29,25.09,15.05,40.03,41.37,47.65,36.38,10,17.56,168.06,24.63,37.63
"10974","107294490","bradykinin receptor B2",5,10,5,3,5,4,3,3,0,0,8,2,2,1,2,3,2,0,4,3,3,7,11,5,8,4,1,1,8,3
"10975","107294491","uncharacterized LOC107294491",141,136,458,158,179,176,147,298,131,223,232,146,134,164,107,230,144,206,219,201,147,413,910,222,674,222,174,77,246,81
"10976","107294492","ankyrin repeat and SOCS box containing 13",85.02,122.71,239.5,85.34,72.44,112.06,114.01,151.3,140.01,226.15,160.91,176.11,94.32,130.02,87.89,111.44,81.12,107.27,172.04,119.35,122.23,231.42,483,207.14,275.3,82.55,88.37,46.7,172.17,70.89
