Orthogroup	P_Mucros.pep	M_musculus.pep
OG0007404	XP_029139970.1	ENSMUSG00000037568.12
OG0007405	XP_029140340.1	ENSMUSG00000026605.14
OG0007406	XP_015673506.1	ENSMUSG00000026608.13
OG0007407	XP_015678020.1	ENSMUSG00000026611.17
OG0007408	XP_015676862.1	ENSMUSG00000039246.8
OG0007409	XP_015676863.1	ENSMUSG00000026615.14
OG0007410	XP_015676860.1, XP_015676864.1	ENSMUSG00000026617.16
OG0007411	XP_015676865.1	ENSMUSG00000026618.11
OG0007412	XP_015683595.1	ENSMUSG00000026620.11
OG0007413	XP_015687404.1	ENSMUSG00000039377.7
OG0007414	XP_015687416.1	ENSMUSG00000053461.9
OG0007415	XP_015687417.1, XP_015685744.1	ENSMUSG00000072258.10
OG0007416	XP_015687409.1, XP_015687408.1	ENSMUSG00000042901.10
OG0007417	XP_015671881.1	ENSMUSG00000005233.16
OG0007418	XP_015682866.1, XP_015685841.1	ENSMUSG00000041057.10
OG0007419	XP_015686644.1, XP_015675666.1	ENSMUSG00000026496.11
OG0007420	XP_015673444.1	ENSMUSG00000027374.12
OG0007421	XP_015673428.1, XP_015673427.1	ENSMUSG00000024246.9
OG0007422	XP_029140874.1	ENSMUSG00000054901.7
OG0007423	XP_015676438.1, XP_015676439.1	ENSMUSG00000035473.10
OG0007424	XP_015667608.1, XP_015667617.1	ENSMUSG00000033068.16
OG0007425	XP_015674461.1	ENSMUSG00000005371.15
OG0007426	XP_015674459.1	ENSMUSG00000034709.8
OG0007427	XP_015686857.1	ENSMUSG00000020462.14
OG0007428	XP_015686788.1	ENSMUSG00000020464.15
OG0007429	XP_015669174.1	ENSMUSG00000020311.17
OG0007430	XP_015679230.1	ENSMUSG00000017631.19
OG0007431	YP_008081105.1	ENSMUSG00000064357.1
OG0007432	XP_015671198.1	ENSMUSG00000113951.1, ENSMUSG00000113489.1
OG0007433	XP_029141112.1	ENSMUSG00000026803.17
OG0007434	XP_015675270.1, XP_015675269.1	ENSMUSG00000071528.4
OG0007435	XP_015670278.1, XP_015670279.1	ENSMUSG00000020801.8
OG0007436	XP_015681034.1, XP_015681808.1	ENSMUSG00000001100.10
OG0007437	XP_015681542.1	ENSMUSG00000027954.9
OG0007438	XP_015682781.1, XP_015682779.1	ENSMUSG00000037278.9
OG0007439	XP_015686238.1, XP_029143138.1, XP_029143137.1, XP_029143139.1	ENSMUSG00000024220.14
OG0007440	XP_015682934.1, XP_029143016.1	ENSMUSG00000029546.12
OG0007441	XP_015681865.1, XP_029142034.1	ENSMUSG00000032657.15
OG0007442	XP_015679791.1	ENSMUSG00000006143.12
OG0007443	XP_015680177.1, XP_015680178.1	ENSMUSG00000026879.14
OG0007445	XP_015678139.1	ENSMUSG00000020454.17
OG0007447	XP_015665539.1	ENSMUSG00000110900.1, ENSMUSG00000031848.15
OG0007448	XP_015685289.1, XP_015687440.1	ENSMUSG00000014852.16
OG0007449	XP_015682315.1	ENSMUSG00000015790.16
OG0007450	XP_015682313.1	ENSMUSG00000036160.13
OG0007452	XP_015671368.1, XP_015671369.1	ENSMUSG00000031955.10
OG0007454	XP_015675858.1	ENSMUSG00000028756.12
OG0007455	XP_015678144.1	ENSMUSG00000030790.15
OG0007457	XP_029140269.1	ENSMUSG00000020419.11
OG0007458	XP_015672923.1	ENSMUSG00000034354.17
OG0007461	XP_015678158.1	ENSMUSG00000026851.9
OG0007463	XP_029139323.1	ENSMUSG00000028952.12
OG0007465	XP_015675339.1, XP_015685688.1	ENSMUSG00000008604.11
OG0007467	XP_015678308.1	ENSMUSG00000050134.7, ENSMUSG00000049528.7
OG0007469	XP_029141690.1	ENSMUSG00000002307.16
OG0007472	XP_029142131.1	ENSMUSG00000002393.14
OG0007474	XP_015673826.1	ENSMUSG00000020849.13
OG0007475	XP_029139419.1	ENSMUSG00000075593.10
OG0007477	XP_015671110.1	ENSMUSG00000025532.13
OG0007479	XP_015668655.1	ENSMUSG00000018923.13
OG0007480	XP_015672905.1, XP_015672906.1	ENSMUSG00000024442.6
OG0007481	XP_029142963.1, XP_029142651.1	ENSMUSG00000042099.16
OG0007484	XP_015677621.1, XP_029141123.1	ENSMUSG00000030519.14
OG0007486	XP_015673455.1, XP_015673448.1	ENSMUSG00000022085.4
OG0007487	XP_015674016.1, XP_015674015.1	ENSMUSG00000040028.10
OG0007491	XP_015671260.1	ENSMUSG00000043510.12
OG0007492	XP_015682250.1, XP_015685470.1	ENSMUSG00000025899.14
OG0007493	XP_015672134.1, XP_015672135.1	ENSMUSG00000106918.3
OG0007495	XP_015687377.1	ENSMUSG00000016534.15
OG0007497	XP_015673720.1	ENSMUSG00000020059.9, ENSMUSG00000031125.2
OG0007500	XP_015666647.1	ENSMUSG00000046679.16
OG0007502	XP_029139936.1	ENSMUSG00000051339.10
OG0007503	XP_029140987.1, XP_015677043.1, XP_015677060.1	ENSMUSG00000035151.12
OG0007505	XP_015683976.1, XP_015680632.1	ENSMUSG00000044017.16
OG0007506	XP_015674705.1, XP_015674681.1, XP_015674689.1, XP_015674697.1	ENSMUSG00000048442.15
OG0007507	XP_015670609.1	ENSMUSG00000015289.4
OG0007508	XP_029139466.1	ENSMUSG00000014313.15
OG0007509	XP_015666597.1	ENSMUSG00000055850.12, ENSMUSG00000102720.5
OG0007510	XP_015681983.1, XP_029142664.1	ENSMUSG00000005951.13
OG0007511	XP_015684356.1	ENSMUSG00000001403.13
OG0007513	XP_015672675.1, XP_015672676.1, XP_015672677.1	ENSMUSG00000020485.14
OG0007515	XP_029139520.1, XP_015669187.1, XP_029139519.1	ENSMUSG00000000409.14
OG0007516	XP_015673685.1, XP_015673694.1, XP_015673678.1	ENSMUSG00000028416.12
OG0007518	XP_015678480.1, XP_015678484.1, XP_015678485.1, XP_015678482.1	ENSMUSG00000024841.8
OG0007520	XP_015668884.1	ENSMUSG00000001016.12
OG0007521	XP_015671246.2	ENSMUSG00000044339.12
OG0007522	XP_015686416.1, XP_015671272.1	ENSMUSG00000029591.14
OG0007523	XP_015676457.1, XP_029142770.1	ENSMUSG00000037716.15
OG0007524	XP_015680496.1, XP_015680497.1	ENSMUSG00000050865.5, ENSMUSG00000047207.3, ENSMUSG00000051156.2
OG0007525	XP_029140173.1	ENSMUSG00000022206.7
OG0007526	XP_015665495.1	ENSMUSG00000004665.10
OG0007527	XP_015683944.1, XP_015683936.1	ENSMUSG00000028167.15
OG0007528	XP_015665725.1	ENSMUSG00000036892.12
OG0007529	XP_029140456.1	ENSMUSG00000041617.10
OG0007531	XP_015671452.1	ENSMUSG00000066043.13
OG0007532	XP_015665466.1	ENSMUSG00000110906.1, ENSMUSG00000002910.11
OG0007533	XP_015665531.1	ENSMUSG00000111826.1, ENSMUSG00000031834.15
OG0007534	XP_015676520.1	ENSMUSG00000042831.13, ENSMUSG00000019737.14
OG0007536	XP_015671085.1, XP_015671086.1, XP_015671087.1	ENSMUSG00000035048.13
OG0007537	XP_015685441.1, XP_015685557.1	ENSMUSG00000032553.14
OG0007538	XP_015673170.1	ENSMUSG00000079478.9, ENSMUSG00000118125.1
OG0007539	XP_015679076.1, XP_015684128.1	ENSMUSG00000098615.4, ENSMUSG00000000325.16
OG0007541	XP_015666178.1	ENSMUSG00000079033.10
OG0007542	XP_015675850.1	ENSMUSG00000028637.16
OG0007543	XP_015673917.1	ENSMUSG00000043383.5, ENSMUSG00000070821.6, ENSMUSG00000043698.9, ENSMUSG00000070820.3, ENSMUSG00000046790.7
OG0007546	XP_015682269.1	ENSMUSG00000074489.9, ENSMUSG00000074483.2, ENSMUSG00000074486.2
OG0007581	XP_015674958.1	ENSMUSG00000057858.8
OG0007582	XP_029139594.1	ENSMUSG00000040022.14
OG0007583	XP_015670708.1	ENSMUSG00000040901.8
OG0007584	XP_015670704.1	ENSMUSG00000041362.17
OG0007585	XP_015671834.1	ENSMUSG00000039047.17
OG0007586	XP_015670703.1	ENSMUSG00000048029.10
OG0007587	XP_015670456.1	ENSMUSG00000027099.9
OG0007588	XP_015681263.1	ENSMUSG00000025092.7
OG0007589	XP_029138934.1	ENSMUSG00000050332.7
OG0007590	XP_015670468.1	ENSMUSG00000050368.4
OG0007591	XP_029141928.1	ENSMUSG00000047013.15
OG0007592	XP_015670467.1	ENSMUSG00000042499.13
OG0007593	XP_015678801.1	ENSMUSG00000055128.15
OG0007594	XP_015670455.1	ENSMUSG00000009207.15
OG0007595	XP_029140762.1	ENSMUSG00000116181.1, ENSMUSG00000051435.11
OG0007597	XP_015681529.1	ENSMUSG00000042672.15
OG0007598	XP_015671310.1	ENSMUSG00000025089.15
OG0007599	XP_029141407.1	ENSMUSG00000031283.16
OG0007601	XP_029142030.1	ENSMUSG00000035403.10
OG0007602	XP_029142271.1, XP_015682670.1	ENSMUSG00000002980.14
OG0007603	XP_015668366.1	ENSMUSG00000035382.9
OG0007604	XP_015671305.1	ENSMUSG00000025085.16
OG0007605	XP_015682333.1	ENSMUSG00000000282.12
OG0007606	XP_029139955.1	ENSMUSG00000040631.8
OG0007607	XP_015666314.1	ENSMUSG00000059288.14
OG0007608	XP_029142260.1	ENSMUSG00000027469.16
OG0007609	XP_015667336.1	ENSMUSG00000030513.14
OG0007610	XP_015687204.1	ENSMUSG00000030871.11
OG0007611	XP_029140554.1	ENSMUSG00000032816.15
OG0007612	XP_015666325.1	ENSMUSG00000054889.10
OG0007613	XP_015675773.1	ENSMUSG00000035045.17
OG0007614	XP_015682178.1	ENSMUSG00000032478.14
OG0007615	XP_015675774.1	ENSMUSG00000035062.13
OG0007616	XP_015674970.1	ENSMUSG00000033629.6
OG0007617	XP_015666324.1	ENSMUSG00000039004.6
OG0007618	XP_015683310.1	ENSMUSG00000039873.4
OG0007619	XP_029139561.1	ENSMUSG00000003299.10
OG0007620	XP_015680190.1	ENSMUSG00000049532.11
OG0007621	XP_015682895.1	ENSMUSG00000059013.12
OG0007622	XP_015666322.1	ENSMUSG00000038982.10
OG0007623	XP_015676242.1	ENSMUSG00000032911.6
OG0007624	XP_015679778.1	ENSMUSG00000049556.5
OG0007625	XP_015683128.2	ENSMUSG00000034761.15
OG0007626	XP_015665479.1	ENSMUSG00000056204.8
OG0007627	XP_015678438.1, XP_015678439.1	ENSMUSG00000034361.10
OG0007628	XP_015681905.1	ENSMUSG00000021806.4
OG0007629	XP_015666317.1	ENSMUSG00000021359.16
OG0007630	XP_015673476.1, XP_015673475.1	ENSMUSG00000032329.4
OG0007631	XP_029143079.1	ENSMUSG00000015087.14
OG0007632	XP_029140337.1	ENSMUSG00000074305.9
OG0007633	XP_015672276.1	ENSMUSG00000079588.3
OG0007634	XP_015675055.1	ENSMUSG00000048701.13
OG0007635	XP_015666315.1	ENSMUSG00000021363.14
OG0007636	XP_015672275.1	ENSMUSG00000041945.12
OG0007637	XP_029140128.1	ENSMUSG00000026062.12
OG0007638	XP_015666312.2	ENSMUSG00000021362.7
OG0007639	XP_015673479.1	ENSMUSG00000032322.14
OG0007640	XP_015666311.1	ENSMUSG00000038651.15
OG0007641	XP_029140127.1	ENSMUSG00000026070.15
OG0007642	XP_015666310.1	ENSMUSG00000021364.16
OG0007643	XP_015681056.1	ENSMUSG00000054894.6
OG0007644	XP_029138949.1	ENSMUSG00000021365.15
OG0007645	XP_015675058.1	ENSMUSG00000037747.9
OG0007646	XP_015666339.1	ENSMUSG00000087370.3
OG0007647	XP_029142738.1	ENSMUSG00000000359.3
OG0007648	XP_015684660.2	ENSMUSG00000014329.14
OG0007649	XP_015687966.1	ENSMUSG00000047230.6
OG0007650	XP_015681054.1	ENSMUSG00000034801.13
OG0007651	XP_015678957.1	ENSMUSG00000030123.15
OG0007652	XP_015666338.1	ENSMUSG00000021367.8
OG0007653	XP_015681039.1	ENSMUSG00000020826.9
OG0007654	XP_029139783.1	ENSMUSG00000026074.15
OG0007655	XP_029139386.1	ENSMUSG00000041303.7
OG0007656	XP_015681771.1	ENSMUSG00000066197.5
OG0007657	XP_029141557.1	ENSMUSG00000031491.10
OG0007658	XP_029141556.1	ENSMUSG00000031492.13
OG0007659	XP_015678960.1	ENSMUSG00000030321.15
OG0007660	XP_015677588.1	ENSMUSG00000079502.8
OG0007662	XP_015673956.1	ENSMUSG00000046152.16
OG0007663	XP_015682693.1	ENSMUSG00000030298.10
OG0007664	XP_015669180.1	ENSMUSG00000047945.6
OG0007665	XP_015683378.1	ENSMUSG00000028072.6
OG0007666	XP_015683469.1	ENSMUSG00000033933.13
OG0007667	XP_015667006.1	ENSMUSG00000047259.3
OG0007668	XP_015676748.1	ENSMUSG00000030257.16
OG0007669	XP_015666990.1	ENSMUSG00000022195.7
OG0007670	XP_015667120.1	ENSMUSG00000028798.16
OG0007671	XP_029142385.1	ENSMUSG00000028073.15
OG0007672	XP_015679830.1	ENSMUSG00000026885.13
OG0007673	XP_015677093.1	ENSMUSG00000034930.16
OG0007674	XP_015676903.1	ENSMUSG00000028975.16
OG0007675	XP_015682245.1	ENSMUSG00000027316.15
OG0007676	XP_029142061.1	ENSMUSG00000024927.8
OG0007677	XP_015681311.1	ENSMUSG00000078716.10
OG0007679	XP_015667110.1	ENSMUSG00000040795.12
OG0007680	XP_015686260.1	ENSMUSG00000030254.16
OG0007681	XP_015667127.1	ENSMUSG00000028795.15
OG0007682	XP_015678990.1	ENSMUSG00000049112.9
OG0007683	XP_029139108.1	ENSMUSG00000053841.15
OG0007684	XP_015680081.1	ENSMUSG00000036186.5
OG0007686	XP_015676775.1	ENSMUSG00000027309.18
OG0007687	XP_029139151.1	ENSMUSG00000032363.15
OG0007688	XP_015681537.2	ENSMUSG00000047824.13
OG0007689	XP_015676926.1	ENSMUSG00000028990.13
OG0007690	XP_029139152.1	ENSMUSG00000032381.5
OG0007691	XP_029139153.1	ENSMUSG00000033396.13
OG0007692	XP_015665447.1	ENSMUSG00000025474.9
OG0007693	XP_015671719.1	ENSMUSG00000038876.12
OG0007694	XP_015677514.1	ENSMUSG00000038612.16
OG0007695	XP_015677515.1	ENSMUSG00000005774.12
OG0007696	XP_015668518.1, XP_015668519.1	ENSMUSG00000025978.14
OG0007697	XP_015667177.1	ENSMUSG00000050188.8
OG0007698	XP_015666476.1	ENSMUSG00000036030.9
OG0007699	XP_029141150.1	ENSMUSG00000022203.7
OG0007700	XP_015671267.2	ENSMUSG00000054675.5
OG0007701	XP_015683709.1	ENSMUSG00000041025.15, ENSMUSG00000094439.1
OG0007702	XP_029139066.1	ENSMUSG00000010154.7
OG0007703	XP_015666111.1	ENSMUSG00000043496.7
OG0007704	XP_015682095.1	ENSMUSG00000015085.8
OG0007705	XP_015666956.1	ENSMUSG00000040220.10
OG0007706	XP_015666083.1	ENSMUSG00000063568.11
OG0007707	XP_029139314.1	ENSMUSG00000031214.13
OG0007708	XP_029142405.1	ENSMUSG00000072662.2
OG0007709	XP_015683446.1	ENSMUSG00000040112.9
OG0007710	XP_015666107.1	ENSMUSG00000000938.11
OG0007711	XP_015668193.1	ENSMUSG00000044206.3
OG0007712	XP_029139877.1	ENSMUSG00000003031.14
OG0007713	XP_029141870.1	ENSMUSG00000038236.8
OG0007714	XP_015666104.1	ENSMUSG00000038253.6
OG0007715	XP_015666100.1	ENSMUSG00000029844.9
OG0007716	XP_015666079.1	ENSMUSG00000059182.7
OG0007717	XP_015678324.1	ENSMUSG00000040936.15
OG0007718	XP_015678843.1	ENSMUSG00000032532.7
OG0007719	XP_015669776.2	ENSMUSG00000044791.16
OG0007720	XP_015671269.1	ENSMUSG00000042096.15
OG0007721	XP_029139408.1	ENSMUSG00000037364.12
OG0007722	XP_015666611.1	ENSMUSG00000029994.17
OG0007724	XP_015677637.1	ENSMUSG00000047250.13
OG0007725	XP_015667173.1	ENSMUSG00000028654.13
OG0007726	XP_015672476.1	ENSMUSG00000027628.10
OG0007727	XP_015674021.1	ENSMUSG00000020131.14
OG0007728	XP_015676986.1	ENSMUSG00000071650.6
OG0007729	XP_015668845.1	ENSMUSG00000041912.12
OG0007730	XP_015675471.1	ENSMUSG00000029175.17
OG0007731	XP_015667404.1	ENSMUSG00000032400.18
OG0007732	XP_015667138.1	ENSMUSG00000028651.12
OG0007733	XP_029139720.1	ENSMUSG00000055799.13
OG0007734	XP_015680679.1	ENSMUSG00000033720.12
OG0007735	XP_029139165.1	ENSMUSG00000036867.7
OG0007736	XP_015674830.1, XP_015674831.1	ENSMUSG00000017868.16
OG0007737	XP_015683932.1	ENSMUSG00000029108.14
OG0007738	XP_029140588.1	ENSMUSG00000017861.11
OG0007739	XP_029139166.1	ENSMUSG00000037801.13
OG0007740	XP_029140489.1	ENSMUSG00000030834.7
OG0007741	XP_015674826.1, XP_015687369.1	ENSMUSG00000020553.8
OG0007742	XP_015666882.1	ENSMUSG00000006517.5
OG0007743	XP_015667164.1	ENSMUSG00000028789.16
OG0007744	XP_015666944.2	ENSMUSG00000014470.4
OG0007745	XP_029139168.1	ENSMUSG00000032245.12
OG0007746	XP_015666945.1	ENSMUSG00000049482.16
OG0007747	XP_015667409.1	ENSMUSG00000032244.9
OG0007748	XP_015669835.1, XP_029139652.1	ENSMUSG00000025370.7
OG0007749	XP_029142933.1	ENSMUSG00000008690.15
OG0007750	XP_015668940.1	ENSMUSG00000031858.16
OG0007751	XP_015678554.1	ENSMUSG00000074364.6
OG0007752	XP_015672791.1	ENSMUSG00000044465.19
OG0007753	XP_029141081.1	ENSMUSG00000015711.8
OG0007755	XP_015675022.1	ENSMUSG00000029557.7
OG0007756	XP_015675021.1	ENSMUSG00000036639.12
OG0007757	XP_015666644.1	ENSMUSG00000030000.10
OG0007758	XP_015675020.1	ENSMUSG00000036599.10
OG0007760	XP_015681336.1	ENSMUSG00000026805.14
OG0007761	XP_015682277.1, XP_015685808.1	ENSMUSG00000054342.8
OG0007762	XP_015669009.2	ENSMUSG00000018040.9
OG0007763	XP_015682643.1	ENSMUSG00000020692.14
OG0007764	XP_015682304.1	ENSMUSG00000036306.13
OG0007765	XP_015669008.1	ENSMUSG00000041815.14
OG0007766	XP_015666256.1	ENSMUSG00000033965.10
OG0007767	XP_015666267.1	ENSMUSG00000040420.15
OG0007768	XP_015674685.2	ENSMUSG00000037326.10
OG0007769	XP_015666250.1	ENSMUSG00000046449.15
OG0007770	XP_015676536.1	ENSMUSG00000031578.5
OG0007771	XP_015670989.1	ENSMUSG00000030706.17
OG0007772	XP_029140317.1	ENSMUSG00000025963.5
OG0007773	XP_029140492.1	ENSMUSG00000025964.15
OG0007774	XP_015683505.1, XP_015685756.1	ENSMUSG00000034818.17
OG0007776	XP_015666475.1	ENSMUSG00000037674.15
OG0007777	XP_015671539.1	ENSMUSG00000023571.4
OG0007778	XP_015678186.1	ENSMUSG00000021217.7
OG0007779	XP_015677332.1	ENSMUSG00000043456.17
OG0007780	XP_015669379.1	ENSMUSG00000037166.5
OG0007781	XP_015677336.1	ENSMUSG00000002068.16
OG0007782	XP_015675149.1	ENSMUSG00000037139.15
OG0007783	XP_015684187.1	ENSMUSG00000001588.12
OG0007784	XP_015675148.1	ENSMUSG00000062585.11
OG0007785	XP_015674239.1	ENSMUSG00000106685.3, ENSMUSG00000032946.16
OG0007786	XP_015673332.1	ENSMUSG00000042650.3
OG0007787	XP_015675137.1	ENSMUSG00000028673.10
OG0007788	XP_029139217.1	ENSMUSG00000048400.13
OG0007789	XP_015675817.1	ENSMUSG00000039356.15
OG0007790	XP_029140535.1	ENSMUSG00000025969.15
OG0007791	XP_015673333.1	ENSMUSG00000020536.12
OG0007792	XP_015680446.1	ENSMUSG00000025956.10
OG0007793	XP_015687160.1	ENSMUSG00000025105.10
OG0007794	XP_015673955.1	ENSMUSG00000052062.14
OG0007795	XP_015678858.1	ENSMUSG00000029005.4
OG0007796	XP_015672922.1	ENSMUSG00000020412.16
OG0007797	XP_015668535.1	ENSMUSG00000038323.3
OG0007798	XP_029142049.1	ENSMUSG00000042846.8
OG0007799	XP_015674950.1	ENSMUSG00000026014.15
OG0007800	XP_015678950.1	ENSMUSG00000026544.6
OG0007801	XP_015675064.1	ENSMUSG00000026782.15
OG0007802	XP_015687361.1	ENSMUSG00000024776.18
OG0007803	XP_015672159.1	ENSMUSG00000036764.12
OG0007804	XP_029139553.1	ENSMUSG00000053198.14
OG0007805	XP_015679268.1	ENSMUSG00000024868.8
OG0007806	XP_029141387.1	ENSMUSG00000029016.13
OG0007807	XP_029143119.1	ENSMUSG00000024774.16
OG0007808	XP_015669046.1	ENSMUSG00000034739.17
OG0007809	XP_029140643.1	ENSMUSG00000028668.5
OG0007810	XP_015673997.1	ENSMUSG00000043843.17
OG0007811	XP_015675816.2	ENSMUSG00000052613.16
OG0007812	XP_029140757.1	ENSMUSG00000040867.13
OG0007813	XP_015679475.2, XP_029140632.1	ENSMUSG00000038085.13
OG0007814	XP_029138774.1	ENSMUSG00000009670.11
OG0007815	XP_015675091.1	ENSMUSG00000026019.15
OG0007816	XP_015687208.1	ENSMUSG00000046321.8
OG0007817	XP_015675766.1	ENSMUSG00000048856.9
OG0007818	XP_015672147.1	ENSMUSG00000020070.18
OG0007819	XP_015675090.1	ENSMUSG00000041040.12
OG0007820	XP_015687929.1	ENSMUSG00000028030.12
OG0007821	XP_015675089.1	ENSMUSG00000067336.6
OG0007822	XP_029143147.1	ENSMUSG00000040998.18
OG0007823	XP_015687147.1	ENSMUSG00000028018.15
OG0007824	XP_015675840.1	ENSMUSG00000058070.14
OG0007825	XP_015672148.1	ENSMUSG00000071253.8
OG0007826	XP_015687703.1	ENSMUSG00000028016.9
OG0007827	XP_015675088.1	ENSMUSG00000026020.9
OG0007828	XP_029139434.1	ENSMUSG00000024896.9
OG0007829	XP_015687037.1	ENSMUSG00000040969.14
OG0007830	XP_015674969.1	ENSMUSG00000030554.16
OG0007831	XP_015668753.1, XP_029139433.1	ENSMUSG00000052595.8
OG0007832	XP_015667326.1	ENSMUSG00000030556.13
OG0007833	XP_015671496.1	ENSMUSG00000037541.21
OG0007834	XP_015666480.1	ENSMUSG00000044976.17
OG0007835	XP_015675819.1	ENSMUSG00000021260.8
OG0007836	XP_015672161.1	ENSMUSG00000036955.16
OG0007837	XP_015675800.1	ENSMUSG00000021258.10
OG0007838	XP_029141605.1	ENSMUSG00000020387.15
OG0007839	XP_015667443.1	ENSMUSG00000024132.6
OG0007840	XP_015671502.1	ENSMUSG00000027180.12
OG0007841	XP_015667341.1	ENSMUSG00000053091.16
OG0007842	XP_015671503.1	ENSMUSG00000032698.15
OG0007843	XP_015667342.2	ENSMUSG00000030509.17
OG0007844	XP_015684639.1, XP_015681883.1	ENSMUSG00000040972.8
OG0007845	XP_015679758.1	ENSMUSG00000036391.16
OG0007846	XP_015683308.1	ENSMUSG00000017307.16
OG0007847	XP_015673165.1	ENSMUSG00000004054.9
OG0007848	XP_015678343.1	ENSMUSG00000068966.10
OG0007849	XP_015666594.1	ENSMUSG00000029998.14
OG0007850	XP_029142716.1, XP_015683138.1	ENSMUSG00000033306.15
OG0007851	XP_015679769.1	ENSMUSG00000021501.4
OG0007852	XP_015673337.1	ENSMUSG00000001039.12
OG0007853	XP_029143075.1	ENSMUSG00000026969.3
OG0007854	XP_015681325.1	ENSMUSG00000001763.14
OG0007855	XP_015685769.1	ENSMUSG00000032295.15
OG0007856	XP_015666924.1	ENSMUSG00000035569.17
OG0007857	XP_015670415.1	ENSMUSG00000048904.5
OG0007858	XP_015684487.1	ENSMUSG00000021508.11
OG0007859	XP_015678673.1	ENSMUSG00000021509.5
OG0007860	XP_015678674.1	ENSMUSG00000035493.10
OG0007861	XP_015682568.1, XP_015682567.1	ENSMUSG00000058440.14
OG0007862	XP_015683254.1, XP_015684901.1	ENSMUSG00000017386.10
OG0007863	XP_015666913.1	ENSMUSG00000019278.5
OG0007864	XP_015673888.1	ENSMUSG00000010911.12
OG0007865	XP_015683275.1	ENSMUSG00000021018.8
OG0007866	XP_015667465.1	ENSMUSG00000037972.7
OG0007867	XP_015668627.1	ENSMUSG00000029711.13
OG0007868	XP_029138787.1	ENSMUSG00000042787.15
OG0007869	XP_029138791.1	ENSMUSG00000061393.14
OG0007871	XP_015677737.1	ENSMUSG00000028822.11
OG0007872	XP_015667813.1	ENSMUSG00000039783.15
OG0007873	XP_015668733.1	ENSMUSG00000057506.5
OG0007874	XP_029139209.1	ENSMUSG00000034206.15
OG0007875	XP_029141701.1	ENSMUSG00000018565.17
OG0007876	XP_029142015.1	ENSMUSG00000079550.9
OG0007877	XP_015677594.1	ENSMUSG00000037578.4
OG0007878	XP_015672420.1	ENSMUSG00000054263.12
OG0007879	XP_015681816.1	ENSMUSG00000038079.14
OG0007880	XP_015667597.2	ENSMUSG00000022816.11
OG0007881	XP_015672379.1	ENSMUSG00000042961.13
OG0007882	XP_015677593.1	ENSMUSG00000036961.5
OG0007883	XP_015680885.1	ENSMUSG00000027070.14
OG0007884	XP_015667596.1	ENSMUSG00000034158.9
OG0007885	XP_015674759.1	ENSMUSG00000025738.8
OG0007886	XP_015675475.1	ENSMUSG00000022034.10
OG0007887	XP_029141907.1	ENSMUSG00000046961.8
OG0007888	XP_015681815.1	ENSMUSG00000026028.12
OG0007889	XP_015672435.1, XP_015672434.1	ENSMUSG00000022144.4
OG0007890	XP_015672429.1	ENSMUSG00000039828.7
OG0007891	XP_029140344.1	ENSMUSG00000014453.4
OG0007892	XP_015668446.1	ENSMUSG00000040548.16
OG0007893	XP_015687917.1	ENSMUSG00000031139.15
OG0007894	XP_015672430.1	ENSMUSG00000022142.8
OG0007895	XP_029139369.1	ENSMUSG00000020715.9
OG0007896	XP_015687916.1	ENSMUSG00000031138.4
OG0007897	XP_015671211.1	ENSMUSG00000034807.9
OG0007898	XP_015682952.1	ENSMUSG00000066640.11
OG0007899	XP_015675763.1, XP_015675762.1	ENSMUSG00000057667.7
OG0007900	XP_029142254.1	ENSMUSG00000063145.10
OG0007901	XP_029139851.1	ENSMUSG00000039099.7
OG0007902	XP_015670784.1	ENSMUSG00000039313.14
OG0007903	XP_029140877.1	ENSMUSG00000031169.13
OG0007904	XP_015668251.1	ENSMUSG00000028937.14
OG0007905	XP_015684198.1	ENSMUSG00000068921.14
OG0007907	XP_015671536.1	ENSMUSG00000029033.16
OG0007908	XP_015672325.1	ENSMUSG00000031821.11
OG0007909	XP_015681609.1	ENSMUSG00000070953.13
OG0007910	XP_015676564.1	ENSMUSG00000031148.14
OG0007911	XP_015679793.1	ENSMUSG00000042570.14
OG0007912	XP_015681214.1	ENSMUSG00000002981.10
OG0007913	XP_015680669.1	ENSMUSG00000109865.1
