Orthogroup	P_Mucros.pep	N_naja.pep
OG0004427	XP_015686200.1, XP_015686231.1	Nana19531-RA
OG0004428	XP_029143177.1	Nana23087-RA, Nana23086-RA
OG0004429	XP_015687651.1	Nana14178-RC, Nana14178-RB, Nana14178-RA
OG0004430	XP_015687803.1	Nana23097-RA
OG0004430	XP_029143178.1	Nana23098-RA
OG0004431	XP_015675429.1	Nana17727-RB, Nana17727-RA
OG0004432	XP_015679081.1, XP_015672728.1	Nana19585-RA, Nana19585-RB
OG0004433	XP_015675431.1	Nana17729-RB, Nana17729-RC, Nana17729-RA
OG0004434	XP_015678651.1, XP_015678650.1	Nana14187-RA
OG0004435	XP_015671174.2, XP_015685551.1	Nana17763-RA
OG0004436	XP_015682376.1, XP_029142173.1	Nana14193-RA
OG0004437	XP_015672716.1	Nana19600-RB, Nana19600-RA
OG0004438	XP_015684008.1	Nana14205-RA
OG0004439	XP_015687788.1, XP_015687786.1, XP_015687787.1	Nana23128-RA
OG0004440	XP_015676332.1, XP_015676317.1, XP_015676324.1	Nana26800-RA
OG0004441	XP_015687562.1	Nana26849-RC, Nana26849-RB, Nana26849-RA
OG0004442	XP_015681321.1	Nana29506-RA
OG0004443	XP_015671002.1	Nana14249-RB, Nana14249-RA
OG0004444	XP_015680407.1, XP_015665934.1	Nana23177-RB, Nana23177-RA
OG0004445	XP_015671000.1, XP_015671001.1	Nana14251-RB, Nana14251-RA, Nana14251-RC
OG0004446	XP_015673217.1, XP_015686412.1	Nana14285-RA
OG0004447	XP_015665916.1, XP_015665915.1	Nana23222-RA
OG0004448	XP_015665912.1	Nana23227-RA
OG0004449	XP_015686085.1, XP_029140300.1	Nana14286-RB, Nana14286-RA
OG0004450	XP_015687836.1	Nana26480-RB, Nana26480-RA
OG0004451	XP_015665904.1	Nana23246-RB, Nana23246-RA
OG0004452	XP_015665903.1, XP_015677405.1	Nana37861-RA, Nana23250-RA
OG0004453	XP_015686461.1	Nana26395-RA
OG0004454	XP_015687158.1	Nana14298-RA, Nana14298-RB
OG0004455	XP_015678836.1	Nana18308-RA, Nana18308-RB
OG0004456	XP_015675448.1, XP_015665896.1, XP_015665895.1	Nana23260-RA
OG0004457	XP_029138836.1	Nana26279-RD, Nana26279-RA
OG0004458	XP_015665957.1, XP_015665956.1, XP_015665955.1	Nana23264-RA
OG0004459	XP_015676833.1, XP_015676832.1	Nana14038-RA
OG0004460	XP_015665632.1	Nana26282-RD, Nana26282-RC, Nana26282-RE
OG0004461	XP_015676387.1, XP_015676385.1, XP_015676384.1	Nana26283-RA
OG0004462	XP_015677762.1, XP_029141161.1	Nana29620-RA
OG0004463	XP_029138820.1	Nana23350-RA, Nana23348-RA
OG0004464	XP_029141160.1	Nana29619-RA
OG0004465	XP_015665561.1	Nana26273-RA, Nana26272-RA
OG0004466	XP_015667309.2	Nana26242-RD, Nana26242-RC, Nana26242-RB
OG0004467	XP_015667307.1	Nana26241-RC, Nana26241-RB, Nana26241-RA
OG0004468	XP_015667305.1	Nana26236-RA, Nana26236-RB, Nana26236-RC
OG0004469	XP_015665698.1	Nana23332-RC, Nana23332-RA, Nana23332-RB
OG0004470	XP_015667545.1, XP_015667546.1, XP_015667547.1	Nana13957-RA
OG0004471	XP_015674803.1	Nana26196-RC, Nana26196-RB, Nana26196-RA
OG0004472	XP_015665680.1	Nana23301-RB, Nana23301-RC, Nana23301-RD, Nana23301-RA
OG0004473	XP_015680664.1, XP_015680663.1	Nana13922-RB, Nana13922-RA
OG0004474	XP_015681510.1, XP_015665682.1	Nana23295-RB, Nana23295-RC, Nana23295-RA
OG0004475	XP_015681696.1	Nana26166-RB, Nana26166-RA
OG0004476	XP_015671067.1	Nana13885-RB, Nana13885-RA
OG0004477	XP_015670727.2, XP_029139843.1, XP_015670728.1	Nana26153-RA
OG0004478	XP_015671063.1	Nana13880-RA, Nana13880-RB
OG0004479	XP_029142734.1, XP_029142402.1	Nana18443-RB, Nana18443-RA
OG0004480	XP_015681448.1, XP_015684888.1	Nana18445-RA
OG0004481	XP_015681449.1	Nana18446-RC, Nana18446-RB, Nana18446-RA
OG0004482	XP_029139236.1	Nana26048-RA, Nana26047-RA
OG0004483	XP_015671046.1	Nana13859-RA
OG0004484	XP_015671040.1	Nana13854-RA, Nana13854-RB
OG0004485	XP_029139891.1	Nana13853-RB, Nana13853-RA, Nana13853-RC
OG0004486	XP_015667774.1	Nana26043-RC, Nana26043-RA, Nana26043-RB
OG0004487	XP_029139234.1, XP_015667756.1	Nana26038-RA
OG0004488	XP_015667755.1	Nana26035-RA, Nana26035-RB
OG0004489	XP_015669268.1	Nana13835-RA, Nana13835-RB
OG0004490	XP_015673965.1	Nana26022-RA, Nana26022-RC, Nana26022-RB
OG0004491	XP_015674774.1	Nana26004-RA
OG0004492	XP_015670960.1, XP_015685935.1	Nana29443-RA
OG0004493	XP_015670102.1	Nana29453-RB, Nana29453-RA
OG0004494	XP_015670108.1, XP_015670107.1	Nana29456-RA, Nana29456-RB
OG0004495	XP_029141348.1	Nana13801-RA, Nana13801-RB, Nana13801-RC
OG0004496	XP_029141685.1, XP_029141684.1	Nana39700-RA, Nana13794-RA
OG0004497	XP_015679518.1	Nana29486-RB, Nana29486-RC, Nana29486-RA
OG0004498	XP_015672485.1, XP_029140170.1, XP_015672484.1	Nana13782-RA
OG0004499	XP_015685980.1	Nana29499-RA
OG0004499	XP_029140736.1	Nana29498-RA
OG0004500	XP_015673809.1, XP_015673810.1	Nana25882-RA
OG0004501	XP_015684192.1, XP_015684193.1, XP_015684194.1	Nana29505-RA
OG0004502	XP_015679041.1, XP_015679034.1	Nana29510-RB, Nana29510-RA
OG0004503	XP_015668444.1	Nana13721-RA, Nana13719-RA
OG0004504	XP_015680790.1	Nana25861-RA
OG0004505	XP_015683186.1	Nana29164-RA
OG0004505	XP_015683405.1	Nana29162-RA
OG0004506	XP_015679837.1	Nana29191-RA, Nana29191-RB
OG0004507	XP_015683329.1	Nana25822-RA
OG0004508	XP_015683208.1	Nana25808-RA
OG0004508	XP_015683174.1	Nana25809-RA
OG0004509	XP_015685337.1, XP_015682062.1	Nana13653-RA
OG0004510	XP_015684547.1	Nana29227-RC, Nana29227-RB, Nana29227-RA
OG0004511	XP_015680207.1	Nana32241-RA
OG0004511	XP_015677591.1	Nana25737-RA
OG0004512	XP_015685516.1	Nana29236-RA
OG0004512	XP_015682017.1	Nana29237-RA
OG0004513	XP_015679514.1	Nana24404-RA
OG0004513	XP_015684420.1	Nana24403-RA
OG0004514	XP_029141530.1	Nana24409-RA
OG0004515	XP_015670398.1, XP_015670400.1, XP_015670399.1	Nana24412-RC
OG0004516	XP_015670397.1	Nana24420-RB, Nana24420-RA
OG0004517	XP_015686225.1, XP_029142443.1	Nana29361-RA
OG0004518	XP_015681237.1	Nana13513-RA
OG0004519	XP_015685507.1, XP_015685589.1	Nana29358-RA
OG0004520	XP_015683795.1	Nana29356-RA
OG0004521	XP_015687956.2, XP_015686554.1	Nana29349-RA
OG0004522	XP_029140359.1	Nana13485-RA
OG0004523	XP_015670358.1	Nana24480-RA
OG0004524	XP_015666122.1, XP_015684630.1	Nana29093-RA
OG0004525	XP_029143038.1, XP_029141238.1	Nana24523-RB, Nana24523-RA
OG0004526	XP_015666135.1	Nana29342-RA, Nana29346-RA, Nana29345-RA
OG0004527	XP_015682181.1	Nana13471-RA
OG0004528	XP_029142816.1	Nana13455-RA
OG0004528	XP_015680535.1	Nana13457-RA
OG0004529	XP_015682872.1, XP_015685119.1	Nana13454-RA
OG0004530	XP_015669109.1, XP_015685160.1	Nana29321-RA
OG0004531	XP_015669157.1	Nana29317-RA, Nana29317-RB
OG0004533	XP_015680965.1	Nana13448-RA, Nana13448-RC, Nana13448-RB
OG0004534	XP_015669077.1	Nana29311-RA
OG0004535	XP_015679816.1	Nana13439-RA
OG0004535	XP_015679817.1	Nana13439-RB
OG0004536	XP_015682632.1	Nana29305-RD
OG0004537	XP_029142621.1	Nana13414-RA
OG0004538	XP_029142434.1	Nana29288-RA
OG0004539	XP_029140970.1	Nana24385-RA, Nana24565-RA
OG0004540	XP_029141880.1	Nana13377-RA
OG0004541	XP_015681690.1	Nana24591-RC
OG0004542	XP_015681158.1	Nana29277-RA
OG0004543	XP_015678661.1, XP_015678657.1	Nana24607-RC, Nana24607-RB
OG0004544	XP_029143011.1	Nana29517-RA
OG0004545	XP_029140655.1	Nana24647-RA
OG0004546	XP_015687434.1	Nana18500-RB, Nana18500-RC
OG0004547	XP_015670368.1, XP_015670370.1, XP_015670369.1	Nana18270-RA
OG0004548	XP_015679767.1, XP_015679768.1	Nana18277-RA
OG0004549	XP_015674985.1	Nana24664-RA
OG0004550	XP_029142784.1, XP_015685778.1	Nana18471-RA
OG0004551	XP_015679185.1, XP_029142632.1	Nana24688-RB, Nana24688-RA
OG0004552	XP_029142991.1, XP_015686013.2	Nana18576-RA
OG0004553	XP_015676849.1, XP_015676850.1	Nana24697-RA
OG0004554	XP_015683754.1	Nana24705-RA
OG0004554	XP_015685409.1	Nana24706-RA
OG0004555	XP_015685401.1, XP_015676665.1, XP_015683520.1	Nana18616-RA
OG0004556	XP_015669615.1, XP_015669614.1	Nana24713-RA, Nana24713-RB
OG0004557	XP_015684919.1, XP_015679473.1	Nana18621-RA, Nana18621-RB
OG0004558	XP_029142087.1	Nana18628-RA
OG0004559	XP_015686451.1	Nana18142-RA
OG0004560	XP_029141801.1, XP_029141802.1	Nana31170-RA, Nana31169-RA
OG0004561	XP_015686408.1, XP_015685718.1	Nana18149-RB, Nana18149-RA
OG0004562	XP_015677845.1, XP_015677844.1	Nana24831-RA
OG0004563	XP_015687269.1	Nana18185-RB, Nana18185-RA, Nana18185-RC
OG0004564	XP_015687271.1, XP_015687270.1	Nana18186-RB, Nana18186-RA
OG0004565	XP_029143101.1	Nana18200-RB, Nana18200-RC, Nana18200-RA
OG0004566	XP_015687288.1	Nana18202-RB, Nana18202-RC, Nana18202-RA
OG0004567	XP_015678560.1, XP_015678561.1, XP_015678559.1	Nana24866-RB, Nana24866-RA
OG0004568	XP_015669419.1	Nana18256-RA
OG0004569	XP_015671377.1, XP_015671378.1, XP_015671376.1	Nana24871-RA
OG0004570	XP_015669424.1, XP_015669423.1, XP_015669425.1	Nana18260-RA
OG0004571	XP_015668709.1	Nana24887-RA
OG0004572	XP_029139712.1	Nana17992-RC, Nana17992-RB, Nana17992-RA
OG0004573	XP_015669998.1	Nana17993-RA
OG0004574	XP_015668748.1, XP_015668741.1	Nana24892-RA
OG0004575	XP_029139437.1	Nana24894-RA, Nana24894-RB, Nana24894-RC
OG0004576	XP_015676301.1	Nana24914-RA, Nana24914-RB, Nana24914-RC
OG0004577	XP_015681376.1, XP_015681377.1	Nana18009-RA, Nana18009-RB
OG0004578	XP_015685151.1, XP_015685150.1	Nana18018-RA
OG0004579	XP_015671446.1, XP_015671437.1, XP_015671454.1	Nana24925-RA
OG0004580	XP_015669022.1	Nana18031-RA, Nana18032-RA, Nana18032-RB
OG0004581	XP_029139642.1	Nana18762-RA, Nana18762-RC, Nana18762-RB
OG0004582	XP_015680931.1	Nana18752-RA
OG0004583	XP_015672047.1	Nana18672-RA
OG0004584	XP_015670733.1	Nana25026-RB, Nana25026-RA, Nana25026-RC
OG0004585	XP_015673842.1	Nana18646-RA
OG0004586	XP_015684789.1	Nana25046-RA
OG0004587	XP_029140064.1	Nana17957-RA
OG0004587	XP_029140068.1	Nana17956-RA
OG0004588	XP_015670009.1, XP_015670010.1	Nana17984-RA, Nana17984-RB
OG0004589	XP_029140604.1	Nana18070-RA, Nana18070-RB
OG0004590	XP_015674947.1, XP_015674948.1	Nana18072-RA
OG0004591	XP_029142969.1, XP_015678665.1	Nana18075-RA
OG0004592	XP_015669893.1	Nana25153-RA
OG0004593	XP_029139057.1	Nana18102-RA, Nana18102-RC, Nana18102-RB
OG0004594	XP_015672520.1	Nana25137-RA
OG0004595	XP_015679713.1	Nana25224-RA
OG0004595	XP_015679458.1	Nana25223-RA
OG0004596	XP_029140520.1	Nana17876-RB, Nana17876-RC, Nana17876-RA
OG0004597	XP_015682530.1, XP_015686368.1	Nana25299-RA
OG0004598	XP_015684734.1, XP_015682517.1	Nana25300-RA
OG0004599	XP_015683706.1, XP_015684764.1	Nana25306-RA
OG0004600	XP_015687847.1	Nana17627-RC, Nana17627-RA, Nana17627-RB
OG0004601	XP_015671862.1, XP_015671860.1, XP_015671861.1	Nana17606-RA
OG0004602	XP_015682637.1	Nana17588-RB, Nana17588-RA, Nana17590-RA
OG0004603	XP_015680602.1, XP_015680593.1	Nana25380-RA, Nana25380-RB
OG0004604	XP_029142670.1, XP_015680647.2	Nana25381-RB
OG0004605	XP_015670663.1, XP_015670664.1, XP_015670661.1	Nana12361-RA
OG0004606	XP_015674234.1, XP_015674235.1	Nana12300-RA
OG0004607	XP_015680578.1	Nana12311-RC, Nana12311-RA, Nana12311-RB
OG0004608	XP_015667693.1	Nana12266-RA, Nana12265-RA
OG0004609	XP_015667688.1	Nana12261-RC, Nana12261-RA, Nana12261-RB
OG0004610	XP_029140728.1	Nana12213-RA, Nana12213-RC, Nana12213-RB
OG0004611	XP_015686728.2, XP_015675629.1	Nana12210-RB, Nana12210-RA
OG0004612	XP_015675624.1	Nana12198-RC, Nana12198-RA, Nana12198-RB
OG0004613	XP_015674025.1, XP_015674026.1	Nana12160-RA, Nana12160-RB
OG0004614	XP_029140445.1	Nana12142-RA
OG0004615	XP_015674044.1	Nana12137-RA
OG0004616	XP_015670151.1, XP_015670149.1	Nana12126-RA
OG0004617	XP_015687592.1	Nana12098-RB, Nana12098-RA, Nana12098-RC
OG0004618	XP_015685702.1, XP_015687591.1, XP_015687590.1	Nana12097-RA
OG0004619	XP_015679497.1	Nana12077-RA
OG0004619	XP_015679498.1	Nana12077-RB
OG0004620	XP_015669448.1, XP_015669446.1	Nana12037-RA
OG0004621	XP_015679905.1	Nana12025-RB, Nana12025-RA
OG0004622	XP_015669404.1	Nana10773-RB, Nana10773-RA
OG0004623	XP_015669402.1	Nana10775-RA, Nana10775-RB
OG0004624	XP_015669435.1, XP_015669436.1	Nana10795-RA, Nana10795-RB
OG0004625	XP_015668085.1	Nana11685-RA
OG0004626	XP_015684236.2	Nana11654-RA
OG0004626	XP_015685177.1	Nana11655-RA
OG0004627	XP_015667964.1, XP_015686674.1	Nana11634-RB, Nana11634-RA
OG0004628	XP_015667963.1	Nana11633-RA, Nana11633-RB
OG0004629	XP_015676106.1	Nana11579-RB, Nana11579-RC, Nana11579-RA
OG0004630	XP_015676116.1, XP_015676115.1, XP_015676117.1	Nana11578-RA, Nana11578-RB
OG0004631	XP_015683977.1	Nana11566-RA, Nana11566-RC, Nana11566-RB
OG0004632	XP_015674566.1	Nana05255-RA, Nana05254-RA
OG0004633	XP_015674709.1	Nana11399-RA
OG0004634	XP_015674708.1	Nana11397-RC, Nana11397-RA, Nana11397-RB
OG0004635	XP_015674690.1	Nana11395-RA
OG0004636	XP_015674688.1, XP_015674687.1	Nana11394-RA
OG0004637	XP_029141552.1	Nana11467-RA, Nana11464-RA
OG0004638	XP_015679577.1	Nana11468-RA
OG0004639	XP_015678492.1	Nana11477-RB, Nana11477-RA, Nana11477-RC
OG0004640	XP_015685661.1, XP_015680752.1	Nana11488-RB, Nana11488-RA
OG0004641	XP_029141776.1, XP_029141775.1	Nana11489-RA
OG0004642	XP_015682204.1	Nana11384-RA
OG0004643	XP_015685060.1, XP_015668815.2, XP_015668817.2	Nana05769-RA
OG0004644	XP_015668809.1	Nana05779-RA, Nana05784-RA, Nana05782-RA
OG0004645	XP_015677942.1, XP_015668808.1	Nana05785-RA
OG0004646	XP_015682247.1, XP_015682316.1, XP_015682173.1	Nana10527-RA, Nana10527-RB, Nana10527-RC
OG0004647	XP_015674189.1, XP_015674190.1	Nana05730-RA, Nana05730-RB
OG0004648	XP_015668723.1	Nana05727-RB, Nana05727-RA
OG0004649	XP_029142032.1	Nana10491-RA
OG0004650	XP_015672631.1	Nana10308-RA, Nana10308-RB, Nana10308-RC
OG0004651	XP_015671180.1, XP_029139920.1	Nana05565-RA
OG0004652	XP_015682185.1, XP_015682193.1	Nana05540-RA
OG0004653	XP_029143210.1	Nana10240-RA
OG0004654	XP_029139736.1	Nana11325-RB, Nana11325-RA, Nana39059-RA
OG0004655	XP_015670138.1	Nana15497-RA, Nana11327-RA
OG0004656	XP_029140726.1	Nana05471-RA, Nana05471-RC, Nana05471-RB
OG0004657	XP_015667419.1	Nana05438-RA, Nana05435-RA, Nana05437-RA
OG0004658	XP_015677704.1, XP_029141146.1, XP_029141145.1	Nana05345-RA
OG0004659	XP_015677702.1	Nana05342-RA, Nana05342-RB
OG0004660	XP_015673260.1, XP_015677687.1	Nana05318-RA
OG0004661	XP_015674866.1	Nana27132-RA, Nana05306-RA, Nana05305-RA
OG0004662	XP_015668757.1	Nana10890-RB, Nana10890-RD, Nana10890-RA, Nana10890-RC
OG0004663	XP_015674855.2	Nana05298-RA, Nana05298-RC, Nana05298-RB
OG0004664	XP_015674857.1, XP_015674856.1	Nana05297-RA, Nana05297-RB
OG0004665	XP_015671240.1	Nana05122-RA
OG0004666	XP_015685105.1, XP_015681294.1	Nana05109-RA
OG0004667	XP_015666371.1	Nana12639-RA
OG0004668	XP_015674436.1	Nana04990-RA, Nana04990-RB
OG0004669	XP_029142201.1, XP_029142198.1, XP_015685400.1	Nana04998-RA
OG0004670	XP_015680560.1, XP_015680556.1	Nana05006-RA, Nana05006-RB
OG0004671	XP_015680565.1	Nana05008-RA, Nana05008-RB
OG0004672	XP_015680567.1	Nana05010-RC, Nana05010-RA, Nana05010-RB
OG0004673	XP_015671416.1, XP_015671417.1	Nana05031-RB, Nana05031-RA
OG0004674	XP_015671420.2	Nana05045-RA, Nana05045-RB, Nana05042-RA
OG0004675	XP_015680920.1, XP_015680921.1	Nana05056-RA
OG0004676	XP_015680198.1	Nana05061-RC, Nana05061-RB, Nana05061-RA
OG0004677	XP_015686214.1, XP_015684329.1, XP_015679608.1	Nana04877-RA
OG0004678	XP_015679614.1, XP_015679613.1, XP_015685937.1	Nana04878-RA
OG0004679	XP_015674132.1, XP_015674131.1	Nana04887-RA, Nana04887-RB
OG0004680	XP_015667714.1, XP_015667713.1	Nana10746-RA
OG0004681	XP_015670589.1	Nana10648-RA, Nana10648-RB, Nana10648-RC
OG0004682	XP_015677547.1	Nana04910-RA
OG0004683	XP_015687337.1, XP_015687338.1	Nana10018-RA
OG0004684	XP_015677546.1	Nana04911-RA
OG0004685	XP_015677543.1	Nana39022-RA, Nana04913-RA
OG0004686	XP_015682651.1, XP_029143108.1	Nana10032-RA
OG0004687	XP_015675419.1, XP_015675427.1	Nana10063-RA, Nana10063-RB
OG0004688	XP_015673948.1	Nana04832-RA
OG0004689	XP_015679280.1	Nana04728-RB, Nana04728-RA, Nana04728-RC
OG0004690	XP_015678403.1, XP_015678404.1	Nana10091-RA
OG0004691	XP_015687051.1, XP_015687057.1, XP_015687064.1	Nana04613-RA
OG0004692	XP_015679252.1	Nana04524-RA, Nana04524-RB
OG0004693	XP_015679794.1	Nana04454-RA, Nana04453-RA
OG0004694	XP_029140579.1	Nana04438-RB
OG0004695	XP_015686391.1, XP_015682237.1	Nana04419-RA
OG0004696	XP_029141978.1, XP_015681635.1, XP_029141977.1	Nana04410-RA
OG0004697	XP_015681632.1, XP_015681631.1	Nana04409-RA, Nana04409-RB
OG0004698	XP_029140633.1, XP_015681633.1	Nana04407-RA
OG0004699	XP_015682484.1, XP_015682485.1, XP_015682486.1	Nana04384-RA
OG0004700	XP_015677558.1, XP_015677556.1	Nana04382-RA
OG0004701	XP_015686862.1, XP_015677552.1	Nana04379-RA, Nana04380-RA
OG0004703	XP_015682760.1	Nana04358-RA
OG0004704	XP_015672915.1	Nana09686-RA
OG0004705	XP_015676759.1, XP_015676760.1	Nana09653-RA, Nana09653-RB
OG0004706	XP_029141565.1, XP_029141563.1	Nana09633-RE, Nana09633-RA
OG0004707	XP_015684322.1	Nana04325-RA
OG0004708	XP_029140710.1, XP_015675545.1	Nana04253-RA
OG0004709	XP_029141488.1, XP_015685742.1	Nana04211-RA, Nana04211-RB
OG0004710	XP_015674627.1	Nana03720-RB, Nana03720-RA
OG0004712	XP_015673084.1	Nana03758-RA, Nana03759-RA
OG0004713	XP_029140405.1	Nana03819-RA
OG0004714	XP_015675955.1, XP_015675956.1	Nana03865-RB, Nana03865-RA
OG0004715	XP_029140504.1	Nana09466-RC, Nana09466-RD, Nana09466-RB
OG0004716	XP_015686344.1, XP_015676678.1	Nana04115-RA, Nana04115-RB
OG0004717	XP_029140506.1	Nana09469-RA, Nana09469-RB, Nana09469-RC
OG0004718	XP_015680800.1, XP_015675215.1	Nana04109-RA
OG0004719	XP_015686346.1, XP_015675203.2	Nana04098-RA
OG0004720	XP_015680498.1	Nana04089-RA
OG0004721	XP_015675184.1, XP_015675183.1	Nana09487-RA
OG0004722	XP_015675199.1	Nana09487-RB, Nana09487-RC
OG0004723	XP_015674670.1	Nana09503-RC, Nana09503-RA, Nana09503-RB
OG0004724	XP_015677319.1	Nana09516-RD, Nana09516-RB, Nana09516-RC
OG0004725	XP_015687346.1, XP_015687345.1	Nana04031-RA
OG0004726	XP_015677315.1	Nana09522-RC, Nana09522-RA, Nana09522-RB
OG0004727	XP_015670529.1, XP_015670528.1	Nana09525-RA, Nana09525-RB
OG0004728	XP_015670545.1	Nana09535-RA
OG0004729	XP_015667236.1, XP_015667245.1, XP_015667254.1	Nana09558-RA
OG0004730	XP_015670675.1	Nana04001-RA, Nana04001-RB
OG0004731	XP_015678577.1	Nana09573-RC, Nana09573-RB, Nana09573-RA
OG0004732	XP_015678574.1	Nana09574-RA
OG0004733	XP_015672998.1	Nana09586-RA
OG0004734	XP_015673003.1	Nana09589-RA, Nana09590-RA, Nana09590-RB
OG0004735	XP_015673007.1, XP_015673005.1	Nana09595-RA, Nana09595-RB
OG0004736	XP_015673013.1, XP_015684948.1, XP_015681009.1	Nana09600-RA
OG0004737	XP_015679127.1	Nana09613-RB, Nana09613-RD, Nana09613-RA
OG0004738	XP_015680639.1	Nana09616-RB, Nana09616-RA
OG0004739	XP_015669067.1	Nana09144-RA
OG0004740	XP_015677078.1	Nana17528-RA
OG0004741	XP_015670063.1, XP_015670062.1, XP_015670065.1	Nana03083-RA
OG0004742	XP_029139724.1	Nana03080-RA
OG0004742	XP_015686539.1	Nana03078-RA
OG0004743	XP_015683434.1	Nana09070-RB, Nana09070-RD, Nana09070-RC, Nana09070-RA
OG0004744	XP_015672133.1	Nana01325-RB, Nana01325-RA
OG0004745	XP_015670752.1, XP_015670753.1	Nana08974-RA, Nana08974-RB
OG0004746	XP_015687668.1, XP_015687669.1, XP_015687670.1	Nana03028-RA
OG0004747	XP_015683165.1	Nana08970-RB, Nana08970-RA
OG0004748	XP_029140379.1	Nana08946-RA, Nana08946-RC, Nana08946-RB
OG0004749	XP_015669765.1	Nana08943-RB, Nana08943-RA
OG0004750	XP_015674313.1	Nana03244-RA
OG0004750	XP_015677751.1	Nana03248-RA
OG0004751	XP_015673411.1, XP_015673412.1	Nana03265-RA, Nana03265-RB
OG0004752	XP_015679701.1	Nana03015-RA
OG0004753	XP_015686785.2, XP_015676600.1	Nana09021-RA
OG0004754	XP_015678161.1, XP_015678160.1	Nana17578-RA
OG0004755	XP_015679805.1, XP_015679806.1, XP_015679807.1	Nana02877-RA
OG0004756	XP_015679700.1	Nana08812-RB, Nana08812-RA, Nana08812-RC
OG0004757	XP_015681004.1	Nana02986-RB, Nana02986-RA
OG0004758	XP_015681015.1	Nana02988-RA
OG0004759	XP_015685220.1, XP_015685889.1	Nana08818-RA
OG0004760	XP_015675417.1, XP_015675416.1	Nana08825-RA
OG0004761	XP_015667773.1, XP_015667764.1	Nana02835-RA
OG0004762	XP_015666435.1, XP_015666444.1	Nana02814-RB, Nana02814-RA
OG0004763	XP_015666453.1	Nana02812-RA, Nana02812-RC
OG0004764	XP_029142874.1, XP_015666498.1	Nana02807-RB, Nana02807-RA
OG0004765	XP_015681349.1	Nana08847-RB, Nana08847-RA
OG0004766	XP_029138992.1, XP_015666538.1	Nana02796-RA
OG0004767	XP_015682211.1, XP_015686038.1	Nana02733-RA
OG0004768	XP_015679658.1, XP_015679659.1	Nana02708-RA
OG0004769	XP_015673178.1	Nana08876-RB, Nana08876-RC, Nana08876-RA
OG0004770	XP_015671904.1	Nana00990-RA
OG0004771	XP_015671891.1, XP_015671892.1, XP_015671893.1	Nana00988-RA
OG0004772	XP_015677932.1	Nana02769-RA
OG0004773	XP_015677943.1, XP_015677950.1	Nana02768-RA
OG0004774	XP_015682210.1	Nana02736-RA, Nana02735-RA, Nana02737-RA
OG0004775	XP_015667832.1, XP_015667831.1	Nana02981-RB, Nana02981-RA
OG0004776	XP_015667833.2	Nana02982-RA
OG0004777	XP_015679446.1	Nana08674-RA
OG0004778	XP_015673377.1	Nana08656-RA
OG0004778	XP_015685690.1	Nana08656-RB
OG0004779	XP_015672806.1	Nana08648-RB, Nana08648-RC, Nana08648-RA
OG0004780	XP_015667792.1, XP_015667794.1, XP_015667795.1	Nana02921-RA
OG0004781	XP_015672821.1, XP_015672823.1	Nana08637-RA
OG0004782	XP_015672822.1	Nana08635-RB, Nana08635-RA
OG0004783	XP_015676187.1	Nana02906-RE, Nana02906-RD, Nana02906-RF
OG0004784	XP_015668074.1	Nana08568-RA, Nana39661-RA, Nana39661-RB
OG0004785	XP_015679379.1, XP_015685684.1	Nana02565-RA, Nana02565-RB
OG0004786	XP_015675515.1	Nana08552-RB, Nana08552-RA, Nana08552-RC
OG0004787	XP_015680628.1	Nana02541-RB, Nana02541-RC, Nana02541-RA
OG0004788	XP_015675567.1	Nana08541-RB, Nana08541-RA
OG0004789	XP_029140008.1, XP_015671641.1	Nana02537-RD, Nana02537-RC
OG0004790	XP_029139950.1	Nana08506-RC, Nana08506-RA, Nana08506-RB
OG0004791	XP_015671342.1, XP_015671343.1	Nana08505-RC, Nana08505-RA, Nana08505-RB
OG0004792	XP_015671348.1	Nana08502-RA
OG0004792	XP_015671347.1	Nana08500-RA
OG0004793	XP_015676713.1, XP_015676712.1	Nana02417-RA
OG0004794	XP_029141170.1	Nana08477-RA, Nana08472-RA
OG0004795	XP_015676265.1	Nana02447-RA
OG0004796	XP_015668142.1, XP_015668139.1, XP_015668140.1	Nana02458-RA
OG0004797	XP_015668136.1	Nana02463-RC, Nana02463-RA, Nana02463-RB
OG0004798	XP_015672359.1	Nana02473-RA
OG0004799	XP_015672360.1	Nana02475-RA, Nana02474-RA
OG0004800	XP_015672356.1, XP_015672358.1, XP_029140146.1	Nana02478-RA
OG0004801	XP_015680361.1, XP_015680356.1, XP_015680357.1	Nana08443-RB, Nana08443-RA
OG0004802	XP_015678783.1	Nana02488-RA, Nana02487-RA
OG0004803	XP_015678782.1	Nana02490-RA
OG0004804	XP_015680302.1, XP_015680301.1, XP_029141696.1	Nana02376-RA
OG0004805	XP_015672423.1	Nana02373-RA
OG0004805	XP_015680297.1	Nana02374-RA
OG0004806	XP_015680871.1	Nana08400-RA, Nana08401-RB, Nana08401-RA
