Orthogroup	P_Mucros.pep	X_tropicalis.pep
OG0007937	XP_015685072.1	ENSXETG00000019415.1
OG0007938	XP_015673543.1	ENSXETG00000009418.1
OG0007940	XP_015674663.2	ENSXETG00000001933.1
OG0007941	XP_015681799.1	ENSXETG00000016475.1
OG0007942	XP_015683696.1	ENSXETG00000020246.1
OG0007943	XP_015676681.1	ENSXETG00000020668.1
OG0007944	XP_015671364.1	ENSXETG00000002275.1
OG0007945	XP_015665824.1	ENSXETG00000008763.1
OG0007946	XP_029140262.1	ENSXETG00000002086.1
OG0007947	XP_015667361.1	ENSXETG00000003298.1
OG0007948	XP_015676682.1	ENSXETG00000017422.1
OG0007949	XP_015672901.1	ENSXETG00000001746.1
OG0007951	XP_015681777.1	ENSXETG00000017335.1
OG0007952	XP_015685356.1	ENSXETG00000017494.1
OG0007953	XP_015666251.1	ENSXETG00000010177.1
OG0007954	XP_015678822.1	ENSXETG00000016486.1
OG0007955	XP_015677097.1	ENSXETG00000019341.1
OG0007956	XP_029141835.1	ENSXETG00000013935.1
OG0007958	XP_015665750.1	ENSXETG00000009892.1
OG0007959	XP_015687840.1	ENSXETG00000012872.1
OG0007960	XP_015666045.1, XP_015681207.1	ENSXETG00000015320.1
OG0007962	XP_015676153.1	ENSXETG00000004295.1
OG0007963	XP_015665748.1	ENSXETG00000015317.1
OG0007964	XP_029138852.1	ENSXETG00000007135.1
OG0007965	XP_015665747.1, XP_015683187.1	ENSXETG00000008567.1
OG0007966	XP_015684352.1	ENSXETG00000007292.1
OG0007968	XP_015672785.1	ENSXETG00000014781.1
OG0007969	XP_015674344.1	ENSXETG00000013903.1
OG0007970	XP_015672955.1	ENSXETG00000008737.1
OG0007971	XP_015667616.1	ENSXETG00000000385.1
OG0007972	XP_015681104.1	ENSXETG00000011957.1
OG0007973	XP_015667411.1	ENSXETG00000006874.1
OG0007974	XP_015678526.1	ENSXETG00000006668.1
OG0007975	XP_015678528.1, XP_015678529.1	ENSXETG00000006719.1
OG0007976	XP_015670873.1	ENSXETG00000006859.1
OG0007977	XP_015670875.1	ENSXETG00000004544.1
OG0007978	XP_015667390.2	ENSXETG00000020289.1
OG0007979	XP_015674651.1	ENSXETG00000005733.1
OG0007980	XP_015667389.2	ENSXETG00000019456.1
OG0007981	XP_015674644.1	ENSXETG00000005741.1
OG0007982	XP_015669510.1	ENSXETG00000001271.1
OG0007983	XP_015667610.1	ENSXETG00000003175.1
OG0007984	XP_015679703.1	ENSXETG00000020444.1
OG0007985	XP_015667598.1	ENSXETG00000012286.1
OG0007986	XP_015679704.1	ENSXETG00000018330.1
OG0007987	XP_015667599.1, XP_015667601.1	ENSXETG00000012224.1
OG0007988	XP_015679706.1	ENSXETG00000018049.1
OG0007989	XP_029139143.1	ENSXETG00000020352.1
OG0007990	XP_015669536.1	ENSXETG00000004380.1
OG0007991	XP_029139844.1	ENSXETG00000002181.1
OG0007991	XP_029139842.1	ENSXETG00000014103.1
OG0007994	XP_029140833.1	ENSXETG00000001097.1
OG0007995	XP_015669521.1	ENSXETG00000015630.1
OG0007996	XP_015669555.1	ENSXETG00000015203.1
OG0007997	XP_029139768.1	ENSXETG00000001398.1
OG0007998	XP_029139590.1	ENSXETG00000009890.1
OG0008000	XP_015679010.1	ENSXETG00000017565.1
OG0008001	XP_015674501.1	ENSXETG00000012543.1
OG0008002	XP_029140578.1	ENSXETG00000007823.1
OG0008003	XP_015674780.1	ENSXETG00000008149.1
OG0008004	XP_015667583.1	ENSXETG00000012170.1
OG0008005	XP_015674781.1	ENSXETG00000008236.1
OG0008006	XP_015675915.1	ENSXETG00000006097.1
OG0008007	XP_015667582.1	ENSXETG00000003688.1
OG0008008	XP_015673409.1	ENSXETG00000010401.1
OG0008009	XP_015668360.1	ENSXETG00000016283.1
OG0008010	XP_015675916.1	ENSXETG00000001609.1
OG0008011	YP_008081111.1	ENSXETG00000021455.1
OG0008012	XP_015675917.1	ENSXETG00000016959.1
OG0008013	XP_015676856.1	ENSXETG00000000062.1
OG0008014	XP_015666172.1	ENSXETG00000007196.1
OG0008015	XP_015680088.1	ENSXETG00000003958.1
OG0008016	XP_029141419.1	ENSXETG00000017884.1
OG0008017	XP_015679019.1	ENSXETG00000017973.1
OG0008018	XP_015681841.1	ENSXETG00000005306.1
OG0008019	XP_015674336.1	ENSXETG00000020229.1
OG0008020	XP_015678469.1	ENSXETG00000006623.1
OG0008021	XP_015675464.1	ENSXETG00000006439.1
OG0008022	XP_015674269.1, XP_015674270.1	ENSXETG00000002330.1
OG0008023	XP_015674331.1	ENSXETG00000019683.1, ENSXETG00000020612.1
OG0008024	XP_015674275.1	ENSXETG00000002356.1
OG0008025	XP_029139322.1	ENSXETG00000019826.1
OG0008026	XP_015674280.1	ENSXETG00000010367.1
OG0008027	XP_015671830.1	ENSXETG00000016415.1
OG0008028	XP_015687632.1	ENSXETG00000011066.1
OG0008029	XP_015678029.1	ENSXETG00000012217.1
OG0008030	XP_015678022.1	ENSXETG00000007980.1
OG0008031	XP_015687636.1	ENSXETG00000010980.1
OG0008032	XP_015678025.2	ENSXETG00000008045.1
OG0008033	XP_015678031.1	ENSXETG00000008068.1
OG0008035	XP_029141157.1	ENSXETG00000011296.1
OG0008036	XP_029141006.1	ENSXETG00000013382.1
OG0008037	XP_015682104.1	ENSXETG00000002671.1
OG0008039	XP_015677620.2	ENSXETG00000010668.1
OG0008040	XP_029141004.1	ENSXETG00000008073.1
OG0008041	XP_015677619.1	ENSXETG00000017069.1
OG0008042	XP_015677108.1	ENSXETG00000009118.1
OG0008043	XP_015682103.1	ENSXETG00000002608.1
OG0008044	XP_029141005.1	ENSXETG00000009165.1
OG0008045	XP_015669451.1	ENSXETG00000017625.1
OG0008046	XP_015682771.1	ENSXETG00000001870.1
OG0008047	XP_015675378.1	ENSXETG00000012006.1, ENSXETG00000011979.1
OG0008048	XP_015682770.1	ENSXETG00000001821.1
OG0008049	XP_015680964.1	ENSXETG00000011889.1
OG0008050	XP_015668372.1	ENSXETG00000018662.1
OG0008051	XP_015666320.1	ENSXETG00000011843.1
OG0008052	XP_015672467.1	ENSXETG00000007365.1
OG0008054	XP_015666309.1	ENSXETG00000016580.1
OG0008055	XP_029139886.1	ENSXETG00000006180.1
OG0008056	XP_015687105.1	ENSXETG00000017153.1
OG0008057	XP_015687638.1	ENSXETG00000004710.1
OG0008058	XP_015683081.1	ENSXETG00000008994.1
OG0008059	XP_015684323.1	ENSXETG00000016931.1
OG0008060	XP_015682238.1	ENSXETG00000019138.1
OG0008061	XP_015668410.1	ENSXETG00000004283.1
OG0008063	XP_015678027.1	ENSXETG00000008630.1
OG0008064	XP_029140797.1	ENSXETG00000003501.1
OG0008065	XP_015671031.1	ENSXETG00000001650.1
OG0008066	XP_015673854.1	ENSXETG00000015449.1
OG0008068	XP_015686179.1, XP_015683585.1	ENSXETG00000009543.1, ENSXETG00000009417.1
OG0008069	XP_015665861.1	ENSXETG00000003525.1
OG0008070	XP_015678923.1	ENSXETG00000020908.1
OG0008071	XP_015670484.1	ENSXETG00000011984.1
OG0008072	XP_015672455.1	ENSXETG00000009212.1
OG0008073	XP_015677502.1	ENSXETG00000019818.1
OG0008074	XP_015671715.1	ENSXETG00000018555.1
OG0008075	XP_015685234.2	ENSXETG00000020943.1
OG0008076	XP_029142365.1	ENSXETG00000019446.1
OG0008077	XP_015670452.1	ENSXETG00000015429.1
OG0008078	XP_015679674.1	ENSXETG00000003720.1
OG0008079	XP_015683154.1	ENSXETG00000011130.1
OG0008080	XP_015667186.1	ENSXETG00000017864.1
OG0008081	XP_015665480.1	ENSXETG00000011619.1
OG0008082	XP_015683256.1	ENSXETG00000006920.1
OG0008083	XP_029140167.1, XP_015685842.1	ENSXETG00000009571.1
OG0008084	XP_015674886.1	ENSXETG00000003922.1
OG0008085	XP_015671700.1	ENSXETG00000017173.1
OG0008086	XP_015679326.1	ENSXETG00000002755.1
OG0008087	XP_015676837.1	ENSXETG00000001120.1
OG0008088	XP_015681067.1	ENSXETG00000017330.1
OG0008089	XP_015683259.1	ENSXETG00000011842.1
OG0008091	XP_015679324.2	ENSXETG00000002867.1
OG0008092	XP_015671710.1	ENSXETG00000017778.1
OG0008093	XP_015671697.1	ENSXETG00000019756.1
OG0008094	XP_029139531.1	ENSXETG00000011525.1
OG0008095	XP_015669238.1	ENSXETG00000005264.1
OG0008096	XP_015679533.1	ENSXETG00000006241.1
OG0008097	XP_015683307.1	ENSXETG00000002974.1
OG0008098	XP_015688038.1	ENSXETG00000004954.1
OG0008099	XP_029140294.1	ENSXETG00000001253.1
OG0008100	XP_015673138.1	ENSXETG00000015271.1
OG0008101	XP_015679591.2	ENSXETG00000015445.1
OG0008102	XP_015678297.1	ENSXETG00000009526.1
OG0008103	XP_015672060.1	ENSXETG00000001901.1
OG0008104	XP_029139806.1	ENSXETG00000006755.1
OG0008105	XP_015672095.1	ENSXETG00000014251.1
OG0008106	XP_015679178.2	ENSXETG00000003318.1
OG0008107	XP_015672233.2	ENSXETG00000003266.1
OG0008108	XP_029140920.1	ENSXETG00000003060.1
OG0008109	XP_015672089.1	ENSXETG00000008404.1
OG0008110	XP_015684711.1	ENSXETG00000005054.1
OG0008111	XP_015681445.1	ENSXETG00000009043.1
OG0008112	XP_015666552.1	ENSXETG00000020685.1
OG0008113	XP_015677618.1	ENSXETG00000018003.1
OG0008114	XP_015672090.1	ENSXETG00000008191.1
OG0008115	XP_015677622.1	ENSXETG00000016944.1
OG0008116	XP_015677301.1, XP_015677290.1	ENSXETG00000008586.1
OG0008117	XP_015679494.1	ENSXETG00000009677.1
OG0008118	XP_029140688.1	ENSXETG00000003184.1
OG0008119	XP_015667679.1	ENSXETG00000003408.1
OG0008120	XP_029140090.1	ENSXETG00000008378.1
OG0008121	XP_029140886.1	ENSXETG00000018613.1
OG0008122	XP_015672881.1	ENSXETG00000017872.1
OG0008123	XP_015675465.1	ENSXETG00000003180.1
OG0008124	XP_015667023.1	ENSXETG00000014079.1
OG0008125	XP_015675679.1	ENSXETG00000013447.1
OG0008126	XP_029139000.1	ENSXETG00000008165.1
OG0008127	XP_015686508.1	ENSXETG00000002838.1
OG0008128	XP_015679635.1	ENSXETG00000019272.1
OG0008129	XP_029141791.1	ENSXETG00000006809.1
OG0008130	XP_015683052.1	ENSXETG00000000577.1
OG0008131	XP_015670460.1	ENSXETG00000017042.1
OG0008132	XP_015672864.1	ENSXETG00000000677.1
OG0008133	XP_015678806.1, XP_015685292.1	ENSXETG00000008860.1
OG0008134	XP_015680172.1	ENSXETG00000016110.1
OG0008135	XP_015676066.1	ENSXETG00000015189.1
OG0008136	XP_015670459.1	ENSXETG00000020640.1
OG0008137	XP_015667670.1	ENSXETG00000004075.1
OG0008138	XP_029140792.1	ENSXETG00000013137.1
OG0008139	XP_015684306.1	ENSXETG00000017690.1
OG0008140	XP_015684038.1	ENSXETG00000019769.1
OG0008143	XP_029140275.1	ENSXETG00000019409.1
OG0008144	XP_015667674.1	ENSXETG00000004618.1
OG0008145	XP_029140607.1	ENSXETG00000002533.1
OG0008146	XP_029141654.1	ENSXETG00000002539.1
OG0008147	XP_015668568.1	ENSXETG00000010452.1
OG0008148	XP_015676816.1	ENSXETG00000012905.1
OG0008149	XP_015675737.1	ENSXETG00000010192.1
OG0008151	XP_015666614.1	ENSXETG00000000830.1
OG0008152	XP_015667472.2	ENSXETG00000012391.1
OG0008153	XP_015686228.1	ENSXETG00000019763.1
OG0008154	XP_015676884.1	ENSXETG00000004538.1
OG0008155	XP_015668917.1	ENSXETG00000005395.1
OG0008157	XP_015679824.1	ENSXETG00000021208.1
OG0008158	XP_015679801.1	ENSXETG00000019569.1
OG0008159	XP_015668920.1	ENSXETG00000005524.1
OG0008160	XP_015668933.1	ENSXETG00000005554.1
OG0008161	XP_029142251.1	ENSXETG00000020169.1
OG0008162	XP_015677662.1	ENSXETG00000015861.1
OG0008163	XP_015684784.1	ENSXETG00000017843.1
OG0008165	XP_015677656.1	ENSXETG00000015781.1
OG0008166	XP_015676073.1	ENSXETG00000020155.1
OG0008167	XP_029140793.1	ENSXETG00000017489.1
OG0008168	XP_015671405.1	ENSXETG00000017867.1
OG0008169	XP_029139372.1	ENSXETG00000002050.1
OG0008170	XP_029139182.1, XP_029139181.1	ENSXETG00000009888.1
OG0008171	XP_015671404.1	ENSXETG00000018161.1
OG0008172	XP_015668934.1	ENSXETG00000012272.1
OG0008174	XP_015680419.1	ENSXETG00000014767.1
OG0008175	XP_015681288.1, XP_015683670.1	ENSXETG00000017395.1
OG0008176	XP_015668922.1	ENSXETG00000012327.1
OG0008177	XP_029141717.1	ENSXETG00000014701.1
OG0008178	XP_015667432.2	ENSXETG00000009625.1
OG0008179	XP_015676063.1	ENSXETG00000019262.1
OG0008180	XP_015668916.1	ENSXETG00000012409.1
OG0008181	XP_015678514.1	ENSXETG00000020810.1
OG0008183	XP_015679119.1	ENSXETG00000012193.1
OG0008184	XP_015669755.1	ENSXETG00000011755.1
OG0008185	XP_015679213.1	ENSXETG00000019494.1
OG0008186	XP_015679218.1	ENSXETG00000019548.1
OG0008187	XP_015687122.1	ENSXETG00000015581.1
OG0008188	XP_015665489.1	ENSXETG00000017030.1
OG0008190	XP_015669275.1	ENSXETG00000010577.1
OG0008191	XP_015669281.1	ENSXETG00000000125.1
OG0008192	XP_015671386.1	ENSXETG00000016012.1
OG0008193	XP_015669325.1	ENSXETG00000004968.1
OG0008194	XP_015682314.1	ENSXETG00000015404.1
OG0008195	XP_015687368.1	ENSXETG00000007598.1
OG0008197	XP_029140972.1, XP_015676933.1	ENSXETG00000009027.1
OG0008198	XP_015677440.1	ENSXETG00000020761.1
OG0008199	XP_029139202.1	ENSXETG00000010665.1
OG0008200	XP_015674352.1	ENSXETG00000020917.1
OG0008201	XP_015669749.1	ENSXETG00000016229.1
OG0008202	XP_015677417.1	ENSXETG00000020708.1
OG0008203	XP_029141757.1	ENSXETG00000006279.1
OG0008204	XP_015669315.1	ENSXETG00000005022.1
OG0008205	XP_015666203.1	ENSXETG00000019742.1
OG0008206	XP_015669280.2	ENSXETG00000000226.1
OG0008207	XP_015670876.1	ENSXETG00000004011.1
OG0008208	XP_015675277.1	ENSXETG00000021263.1
OG0008209	XP_015681745.1	ENSXETG00000014410.1
OG0008210	XP_015678157.1	ENSXETG00000013676.1
OG0008211	XP_015669303.1	ENSXETG00000006427.1
OG0008212	XP_015670870.1	ENSXETG00000003887.1
OG0008213	XP_015679992.1	ENSXETG00000019112.1
OG0008214	XP_029139539.1	ENSXETG00000014277.1
OG0008215	XP_015679675.1	ENSXETG00000002264.1
OG0008216	XP_029142339.1	ENSXETG00000020589.1
OG0008217	XP_029140998.1	ENSXETG00000014993.1
OG0008218	XP_029140665.1	ENSXETG00000000609.1
OG0008219	XP_015684942.1	ENSXETG00000017091.1
OG0008220	XP_015683173.1	ENSXETG00000010526.1
OG0008221	XP_029140992.1	ENSXETG00000015475.1
OG0008222	XP_015679677.1	ENSXETG00000018847.1
OG0008223	XP_015674219.1	ENSXETG00000000627.1
OG0008224	XP_015685560.1	ENSXETG00000020665.1
OG0008225	XP_029140976.1	ENSXETG00000008835.1
OG0008226	XP_029142284.1	ENSXETG00000021166.1
OG0008227	XP_015685692.1	ENSXETG00000017738.1
OG0008229	XP_015669744.1	ENSXETG00000011571.1
OG0008230	XP_029140990.1	ENSXETG00000001639.1
OG0008231	XP_015669743.1	ENSXETG00000015812.1
OG0008232	XP_015672447.1	ENSXETG00000015756.1
OG0008233	XP_015681119.1, XP_015679029.1	ENSXETG00000008595.1
OG0008234	XP_029140210.1	ENSXETG00000004632.1
OG0008235	XP_015682335.2	ENSXETG00000007736.1
OG0008236	XP_015665415.1	ENSXETG00000007854.1
OG0008237	XP_015687247.1	ENSXETG00000002270.1
OG0008238	XP_029143097.1	ENSXETG00000002277.1
OG0008239	XP_015670032.1	ENSXETG00000010863.1
OG0008240	XP_015681793.2	ENSXETG00000001374.1
OG0008241	XP_015675494.2	ENSXETG00000001112.1
OG0008242	XP_015668454.1	ENSXETG00000000264.1
OG0008243	XP_015683166.1	ENSXETG00000005030.1
OG0008244	XP_015672788.1	ENSXETG00000003593.1
OG0008245	XP_015668462.2	ENSXETG00000000240.1
OG0008247	XP_015672251.1	ENSXETG00000003590.1
OG0008248	XP_015687914.2	ENSXETG00000018960.1
OG0008249	XP_015672876.1	ENSXETG00000015643.1
OG0008250	XP_015672873.2	ENSXETG00000015758.1
OG0008251	XP_015672872.1	ENSXETG00000015912.1
OG0008252	XP_029139525.1, XP_015686332.1	ENSXETG00000020858.1
OG0008253	XP_015683255.1	ENSXETG00000012789.1
OG0008254	XP_015684683.1	ENSXETG00000009147.1
OG0008255	XP_015682611.1	ENSXETG00000003382.1
OG0008256	XP_015682774.1	ENSXETG00000017040.1
OG0008257	XP_015682375.1	ENSXETG00000001350.1
OG0008258	XP_015683785.1	ENSXETG00000008448.1
OG0008259	XP_015682973.1	ENSXETG00000010774.1
OG0008260	XP_015684230.1, XP_029142955.1	ENSXETG00000006776.1
OG0008261	XP_015681275.1	ENSXETG00000005277.1
OG0008262	XP_015681274.1	ENSXETG00000016063.1
OG0008263	XP_029140432.1	ENSXETG00000002104.1
OG0008264	XP_015678944.1	ENSXETG00000015998.1
OG0008265	XP_015687193.1	ENSXETG00000007664.1
OG0008266	XP_029143073.1	ENSXETG00000020331.1
OG0008267	XP_029139265.1	ENSXETG00000005039.1
OG0008268	XP_015687597.1	ENSXETG00000005601.1
OG0008269	XP_015681281.1	ENSXETG00000020431.1
OG0008270	XP_015679024.1	ENSXETG00000007734.1
OG0008271	XP_015674498.1	ENSXETG00000019142.1
OG0008272	XP_015683723.1	ENSXETG00000010150.1
OG0008273	XP_015681521.1	ENSXETG00000000312.1
OG0008274	XP_015680875.1	ENSXETG00000010119.1
OG0008275	XP_015686158.1, XP_015681520.2	ENSXETG00000009578.1
OG0008276	XP_015681518.1	ENSXETG00000000380.1
OG0008277	XP_029143049.1	ENSXETG00000011603.1
OG0008278	XP_015674767.1	ENSXETG00000011157.1
OG0008279	XP_029140589.1	ENSXETG00000011971.1
OG0008280	XP_015674769.1	ENSXETG00000011283.1, ENSXETG00000015031.1
OG0008281	XP_015668260.1	ENSXETG00000016017.1
OG0008283	XP_015683820.1	ENSXETG00000005075.1
OG0008284	XP_029143159.1	ENSXETG00000003274.1
OG0008285	XP_015674097.2	ENSXETG00000010537.1
OG0008286	XP_015679337.1	ENSXETG00000001181.1
OG0008287	XP_015674083.1	ENSXETG00000003077.1
OG0008288	XP_015680264.1, XP_015680265.1	ENSXETG00000004372.1
OG0008289	XP_015681789.1	ENSXETG00000004400.1
OG0008290	XP_015678063.1	ENSXETG00000004271.1
OG0008291	XP_029142494.1, XP_015685223.1	ENSXETG00000014142.1
OG0008292	XP_015683868.1, XP_015682833.1	ENSXETG00000014123.1
OG0008293	XP_015683156.1	ENSXETG00000004457.1
OG0008294	XP_029141834.1	ENSXETG00000014167.1
OG0008295	XP_015685545.1, XP_015681035.1	ENSXETG00000014179.1
OG0008296	XP_015679467.1	ENSXETG00000002742.1, ENSXETG00000009647.1
OG0008297	XP_029141516.1	ENSXETG00000003247.1
OG0008298	XP_015666880.1	ENSXETG00000021139.1
OG0008299	XP_015671332.1, XP_015667261.1	ENSXETG00000017345.1
OG0008300	XP_015671324.1	ENSXETG00000005275.1
OG0008301	XP_015671839.1	ENSXETG00000006236.1
OG0008302	XP_029139947.1	ENSXETG00000005117.1
OG0008303	XP_029140296.1	ENSXETG00000018962.1
OG0008304	XP_015668887.2	ENSXETG00000003286.1, ENSXETG00000018579.1
OG0008305	XP_029140685.1	ENSXETG00000005958.1
OG0008306	XP_015671646.1	ENSXETG00000003064.1
OG0008308	XP_015671091.1	ENSXETG00000003046.1
OG0008309	XP_015681305.1	ENSXETG00000020613.1
OG0008310	XP_015680380.1	ENSXETG00000001653.1
OG0008311	XP_029138769.1	ENSXETG00000021409.1
OG0008312	XP_015666541.1	ENSXETG00000012187.1
OG0008313	XP_015675436.1	ENSXETG00000013012.1
OG0008314	XP_015675442.1	ENSXETG00000012991.1
OG0008315	XP_029140684.1	ENSXETG00000012982.1
OG0008316	XP_015678453.1	ENSXETG00000004319.1
OG0008317	XP_015679993.1	ENSXETG00000009542.1
OG0008318	XP_015675434.1	ENSXETG00000006630.1
OG0008319	XP_015678493.1	ENSXETG00000004027.1
OG0008320	XP_015681017.1	ENSXETG00000009285.1
OG0008321	XP_015678820.1	ENSXETG00000011697.1
OG0008322	XP_015677795.1	ENSXETG00000010260.1
OG0008323	XP_015674248.1	ENSXETG00000000744.1
OG0008324	XP_015674676.1	ENSXETG00000001000.1
OG0008325	XP_015665405.1	ENSXETG00000014370.1
OG0008326	XP_015680202.2	ENSXETG00000010217.1
OG0008328	XP_015679420.1	ENSXETG00000005257.1
OG0008329	XP_015680197.1	ENSXETG00000010202.1
OG0008330	XP_015668624.1	ENSXETG00000011071.1
OG0008331	XP_015667732.1	ENSXETG00000012241.1
OG0008332	XP_015681553.1	ENSXETG00000001641.1
OG0008333	XP_029142653.1	ENSXETG00000020245.1
OG0008335	XP_015670245.1	ENSXETG00000014182.1
OG0008336	XP_015668691.1	ENSXETG00000016336.1
OG0008338	XP_015683345.1	ENSXETG00000021004.1
OG0008339	XP_015669447.1	ENSXETG00000016109.1
OG0008340	XP_015670244.1	ENSXETG00000014169.1
OG0008341	XP_015683471.1	ENSXETG00000015771.1
OG0008342	XP_015670242.1	ENSXETG00000014165.1
OG0008343	XP_015684296.1	ENSXETG00000014984.1
OG0008344	XP_015678952.1	ENSXETG00000004128.1
OG0008345	XP_015679328.1	ENSXETG00000003406.1
OG0008346	XP_015672839.1	ENSXETG00000010372.1
OG0008347	XP_015683631.1	ENSXETG00000017457.1
OG0008348	XP_015681588.1	ENSXETG00000010517.1
OG0008349	XP_015681589.1	ENSXETG00000010531.1
OG0008351	XP_015676014.1	ENSXETG00000011374.1
OG0008352	XP_015676739.1	ENSXETG00000018655.1
OG0008353	XP_015677168.1	ENSXETG00000013808.1
OG0008354	XP_015683989.1	ENSXETG00000004614.1
OG0008355	XP_015667357.1	ENSXETG00000011800.1
OG0008356	XP_015667346.1	ENSXETG00000011816.1
OG0008357	XP_015677171.1	ENSXETG00000013964.1
OG0008358	XP_015670379.1	ENSXETG00000015100.1
OG0008359	XP_015682282.2	ENSXETG00000004192.1
OG0008360	XP_029141012.1	ENSXETG00000014415.1
OG0008361	XP_029140936.1	ENSXETG00000017244.1
OG0008362	XP_015677163.1	ENSXETG00000014534.1
OG0008363	XP_015682280.1	ENSXETG00000005226.1
OG0008364	XP_029140938.1	ENSXETG00000020987.1
OG0008365	XP_015666967.1	ENSXETG00000011443.1
OG0008366	XP_015681630.1	ENSXETG00000002291.1
OG0008368	XP_015676386.1	ENSXETG00000010365.1
OG0008369	XP_015667355.1	ENSXETG00000004736.1
OG0008370	XP_015667001.1	ENSXETG00000016713.1
OG0008371	XP_029139358.1	ENSXETG00000008971.1
OG0008372	XP_029142799.1	ENSXETG00000020088.1
OG0008373	XP_015666905.1	ENSXETG00000011371.1
OG0008374	XP_015687471.1	ENSXETG00000002447.1
OG0008375	XP_015687470.1	ENSXETG00000002443.1
OG0008376	XP_015666999.1	ENSXETG00000011158.1
OG0008377	XP_015678489.1	ENSXETG00000011605.1
OG0008378	XP_029143143.1	ENSXETG00000002415.1
OG0008379	XP_015685826.1, XP_015684249.1	ENSXETG00000002325.1
OG0008380	XP_015684041.2	ENSXETG00000013333.1
OG0008381	XP_015676992.1	ENSXETG00000013245.1
OG0008382	XP_015667673.1	ENSXETG00000015834.1
OG0008383	XP_015682440.1	ENSXETG00000010446.1
OG0008384	XP_015677006.1, XP_015677007.1	ENSXETG00000013229.1
OG0008385	XP_015676176.1	ENSXETG00000005291.1
OG0008386	XP_015676233.1	ENSXETG00000019798.1
OG0008387	XP_015675996.1	ENSXETG00000005860.1
OG0008388	XP_029140309.1	ENSXETG00000001889.1
OG0008389	XP_015672639.1	ENSXETG00000003868.1
OG0008390	XP_015674296.1	ENSXETG00000019927.1
OG0008391	XP_029142604.1	ENSXETG00000014549.1
OG0008392	XP_029139070.1	ENSXETG00000016670.1
OG0008393	XP_029142399.1	ENSXETG00000012817.1
OG0008394	XP_015673525.1	ENSXETG00000011683.1
OG0008395	XP_029141836.1	ENSXETG00000013891.1
OG0008396	XP_015673326.1	ENSXETG00000008466.1
OG0008397	XP_015673527.1	ENSXETG00000006876.1
OG0008398	XP_029142400.1	ENSXETG00000012914.1
OG0008399	XP_015681957.1	ENSXETG00000003995.1
OG0008400	XP_015673524.2	ENSXETG00000006992.1
OG0008401	XP_015673325.1	ENSXETG00000008626.1
OG0008402	XP_015671551.1	ENSXETG00000006861.1
OG0008403	XP_015673523.1	ENSXETG00000007314.1
OG0008404	XP_029141846.1	ENSXETG00000016926.1
OG0008406	XP_015682480.1	ENSXETG00000019338.1
OG0008407	XP_029141758.1	ENSXETG00000007797.1
OG0008408	XP_015680672.1	ENSXETG00000018488.1
OG0008409	XP_015676227.1	ENSXETG00000021141.1
OG0008410	XP_015673296.1	ENSXETG00000017936.1
OG0008411	XP_015670896.1	ENSXETG00000012186.1
OG0008412	XP_015676809.1	ENSXETG00000021292.1
OG0008413	XP_015678819.1, XP_015686752.1	ENSXETG00000016433.1
OG0008414	XP_015680673.1	ENSXETG00000020634.1
OG0008415	XP_015668687.1	ENSXETG00000016395.1
