Orthogroup	P_Mucros.pep	P_troglodytes.pep
OG0005961	XP_015682038.1	ENSPTRG00000047298.1, ENSPTRG00000002294.7
OG0005962	XP_015668954.1	ENSPTRG00000044224.1, ENSPTRG00000009824.6
OG0005963	XP_015676899.1	ENSPTRG00000004405.6
OG0005964	XP_015677668.1, XP_015677667.1	ENSPTRG00000000458.5
OG0005965	XP_015682037.1, XP_015685071.1	ENSPTRG00000002292.4
OG0005966	XP_015667476.1	ENSPTRG00000007526.6
OG0005967	XP_015672527.1, XP_015672528.1	ENSPTRG00000005725.6
OG0005968	XP_029141471.1	ENSPTRG00000013160.5
OG0005969	XP_015671955.1	ENSPTRG00000002538.5
OG0005970	XP_015679909.1	ENSPTRG00000004778.6
OG0005971	XP_015668369.1	ENSPTRG00000050253.1
OG0005972	XP_015671133.1	ENSPTRG00000005732.4
OG0005973	XP_015667891.1	ENSPTRG00000019042.7
OG0005974	XP_015668467.2	ENSPTRG00000023437.5
OG0005975	XP_029141166.1	ENSPTRG00000002530.6
OG0005976	XP_015684604.2, XP_015684594.1	ENSPTRG00000013164.5, ENSPTRG00000047946.1
OG0005977	XP_015682255.1	ENSPTRG00000004025.5
OG0005978	XP_015684816.1	ENSPTRG00000006980.6
OG0005979	XP_015677181.1, XP_015677182.1	ENSPTRG00000017114.4
OG0005980	XP_015670344.1	ENSPTRG00000005712.5
OG0005981	XP_015667888.2	ENSPTRG00000019046.6
OG0005982	XP_015681854.1, XP_015681853.1	ENSPTRG00000017117.5
OG0005983	XP_015683031.1, XP_015683032.1	ENSPTRG00000019263.4
OG0005984	XP_015677725.1	ENSPTRG00000034525.3
OG0005985	XP_015674207.1	ENSPTRG00000051743.1
OG0005986	XP_015666513.1	ENSPTRG00000007096.6
OG0005987	XP_015677804.2	ENSPTRG00000004496.6
OG0005988	XP_015674205.1	ENSPTRG00000000392.7
OG0005989	XP_015675226.1	ENSPTRG00000006913.5
OG0005991	XP_015674204.1	ENSPTRG00000000395.6
OG0005992	XP_015674491.1, XP_015674490.1	ENSPTRG00000029352.5
OG0005993	XP_029139262.1	ENSPTRG00000050231.1, ENSPTRG00000019049.6
OG0005994	XP_015678678.1	ENSPTRG00000050670.1, ENSPTRG00000009838.6
OG0005995	XP_015683003.1	ENSPTRG00000047777.1
OG0005996	XP_015673247.1	ENSPTRG00000003651.6
OG0005997	XP_015674302.2	ENSPTRG00000015933.6
OG0005998	XP_015679859.2	ENSPTRG00000051170.1, ENSPTRG00000001906.5
OG0005999	XP_015679862.2	ENSPTRG00000042872.1, ENSPTRG00000001907.6
OG0006000	XP_015674259.1	ENSPTRG00000001246.6
OG0006001	XP_029139625.1	ENSPTRG00000019123.6
OG0006002	XP_015677878.1	ENSPTRG00000050185.1
OG0006003	XP_015671525.1, XP_015671524.1	ENSPTRG00000049572.1
OG0006004	XP_015678133.1	ENSPTRG00000020104.6
OG0006005	XP_015678675.1	ENSPTRG00000009832.7
OG0006006	XP_015667882.1, XP_015682936.1	ENSPTRG00000014798.6
OG0006007	XP_015682605.2	ENSPTRG00000017143.5
OG0006008	XP_015672243.1	ENSPTRG00000009882.4
OG0006009	XP_029143123.1, XP_015687380.1	ENSPTRG00000022238.6
OG0006010	XP_015683871.1	ENSPTRG00000004088.6
OG0006011	XP_015675222.1	ENSPTRG00000008093.3
OG0006012	XP_015674413.1	ENSPTRG00000009889.6
OG0006013	XP_029140663.1	ENSPTRG00000049580.1, ENSPTRG00000017154.5
OG0006014	XP_015670941.1	ENSPTRG00000005568.2
OG0006015	XP_015685874.1, XP_015685402.1	ENSPTRG00000004090.4
OG0006016	XP_029141384.1	ENSPTRG00000020660.7
OG0006017	XP_029140664.1, XP_015685505.1	ENSPTRG00000017157.6
OG0006018	XP_029143124.1	ENSPTRG00000022228.5
OG0006019	XP_015686188.1	ENSPTRG00000001923.5
OG0006020	XP_015670939.1	ENSPTRG00000023038.5
OG0006021	XP_015682832.1	ENSPTRG00000012043.6
OG0006022	XP_015670217.1	ENSPTRG00000012562.6
OG0006023	XP_029139871.1	ENSPTRG00000005573.7
OG0006024	XP_015672469.1	ENSPTRG00000001925.6
OG0006025	XP_015683153.1	ENSPTRG00000008090.6
OG0006026	XP_015679064.1	ENSPTRG00000017166.6
OG0006027	XP_015678601.1	ENSPTRG00000007787.7
OG0006028	XP_015670360.1	ENSPTRG00000047837.1, ENSPTRG00000005185.3
OG0006029	XP_015688022.1	ENSPTRG00000019883.6, ENSPTRG00000045827.1
OG0006030	XP_015681088.1	ENSPTRG00000021443.6
OG0006031	XP_015681909.1	ENSPTRG00000010290.3
OG0006032	XP_029139780.1, XP_029139779.1	ENSPTRG00000005189.7
OG0006033	XP_015688040.1	ENSPTRG00000052085.1, ENSPTRG00000019886.6
OG0006034	XP_015679709.1	ENSPTRG00000012559.6
OG0006035	XP_015678149.1, XP_015685369.1	ENSPTRG00000008553.5
OG0006036	XP_015674441.1	ENSPTRG00000014403.5, ENSPTRG00000010777.3
OG0006037	XP_029141843.1	ENSPTRG00000021557.6
OG0006038	XP_015688021.1	ENSPTRG00000046866.1, ENSPTRG00000047231.1
OG0006039	XP_015667938.1	ENSPTRG00000005195.5
OG0006040	XP_015676791.1, XP_015686452.1	ENSPTRG00000031314.2
OG0006041	XP_015676019.1	ENSPTRG00000012557.5
OG0006042	XP_015676778.1	ENSPTRG00000007602.6
OG0006043	XP_015674447.1	ENSPTRG00000008085.5
OG0006044	XP_015668395.2	ENSPTRG00000004364.5
OG0006045	XP_015684240.1	ENSPTRG00000007603.6
OG0006046	XP_015681603.1	ENSPTRG00000018293.5
OG0006047	XP_015688039.1	ENSPTRG00000048510.1, ENSPTRG00000019891.6
OG0006048	XP_015673680.1	ENSPTRG00000017172.4
OG0006049	XP_015673679.2	ENSPTRG00000017173.4
OG0006050	XP_029140378.1	ENSPTRG00000010103.6
OG0006051	XP_015677598.1	ENSPTRG00000052865.1
OG0006052	XP_015682089.1, XP_015682083.1	ENSPTRG00000018296.4
OG0006053	XP_015684560.2	ENSPTRG00000015965.6
OG0006054	XP_015667943.1	ENSPTRG00000005206.2
OG0006055	XP_015673731.1	ENSPTRG00000010105.5, ENSPTRG00000045384.1
OG0006056	XP_015681354.1	ENSPTRG00000017442.4
OG0006057	XP_015682069.1	ENSPTRG00000009440.5
OG0006058	XP_015681352.1	ENSPTRG00000017443.5
OG0006059	XP_015688016.1	ENSPTRG00000052444.1, ENSPTRG00000024178.4
OG0006060	XP_015683448.1	ENSPTRG00000015968.6
OG0006061	XP_015667287.1	ENSPTRG00000005210.4
OG0006062	XP_029139598.1	ENSPTRG00000006471.6
OG0006063	XP_015682596.1	ENSPTRG00000015971.5
OG0006064	XP_029140820.1, XP_029140822.1	ENSPTRG00000010114.6
OG0006065	XP_015684027.1	ENSPTRG00000050596.1
OG0006066	XP_015667285.1	ENSPTRG00000005208.7
OG0006067	XP_015672268.1	ENSPTRG00000008384.4, ENSPTRG00000039664.2
OG0006068	XP_015667284.1, XP_015667283.1	ENSPTRG00000005212.6
OG0006069	XP_015685830.1, XP_029141368.1	ENSPTRG00000011616.7
OG0006070	XP_029139592.1	ENSPTRG00000017184.4
OG0006071	XP_015677740.1	ENSPTRG00000048547.1
OG0006072	XP_015675399.1	ENSPTRG00000051589.1
OG0006073	XP_015666655.1	ENSPTRG00000046179.1, ENSPTRG00000051135.1
OG0006074	XP_029138783.1, XP_015688034.1, XP_015688035.1	ENSPTRG00000019912.6
OG0006075	XP_015669025.1	ENSPTRG00000010124.6
OG0006076	XP_015685810.1, XP_029141678.1	ENSPTRG00000045104.1
OG0006077	XP_015684869.1, XP_015677199.1	ENSPTRG00000008393.6
OG0006078	XP_029138782.1	ENSPTRG00000019917.5
OG0006079	XP_015680253.1	ENSPTRG00000014073.6
OG0006080	XP_015671411.1	ENSPTRG00000010133.6
OG0006081	XP_015682294.2, XP_015671413.1	ENSPTRG00000010135.5
OG0006082	XP_029141840.1, XP_015665773.1, XP_015665774.1	ENSPTRG00000011352.6
OG0006083	XP_015679809.1	ENSPTRG00000008261.4
OG0006084	XP_015685427.1, XP_015685868.1	ENSPTRG00000010299.5
OG0006085	XP_015680743.1, XP_015684974.1	ENSPTRG00000052566.1
OG0006086	XP_015670288.1	ENSPTRG00000024236.5
OG0006087	XP_015681858.1, XP_015665777.1	ENSPTRG00000007940.5
OG0006088	XP_015673874.1	ENSPTRG00000044962.1
OG0006089	XP_015674732.1	ENSPTRG00000007702.5
OG0006090	XP_015674745.1	ENSPTRG00000007703.6
OG0006091	XP_029140408.1, XP_015686497.1	ENSPTRG00000017775.5
OG0006092	XP_015667425.1	ENSPTRG00000002244.7
OG0006093	XP_029139194.1	ENSPTRG00000002422.3
OG0006094	XP_015669309.1	ENSPTRG00000020853.5, ENSPTRG00000039658.2
OG0006095	XP_015670181.1	ENSPTRG00000049336.1, ENSPTRG00000017756.6
OG0006096	XP_015669310.1	ENSPTRG00000020854.6
OG0006097	XP_015668044.1, XP_015668045.1, XP_015668046.2	ENSPTRG00000000721.7
OG0006098	XP_015675902.1	ENSPTRG00000004737.5, ENSPTRG00000049907.1
OG0006099	XP_029140525.1, XP_029140526.1	ENSPTRG00000006308.6
OG0006100	XP_015674499.1	ENSPTRG00000006307.5
OG0006101	XP_015685957.1, XP_015685270.1	ENSPTRG00000006366.6
OG0006102	XP_015675903.1	ENSPTRG00000052547.1, ENSPTRG00000004734.6
OG0006103	XP_015670177.1	ENSPTRG00000017740.6
OG0006104	XP_015670189.1	ENSPTRG00000017743.6
OG0006105	XP_015683997.1, XP_015665800.1, XP_015665801.1	ENSPTRG00000045058.1
OG0006106	XP_015685469.1, XP_015685394.1	ENSPTRG00000022529.3
OG0006107	XP_015678302.1, XP_015678301.1	ENSPTRG00000052235.1
OG0006108	XP_015680730.1, XP_015676570.1	ENSPTRG00000004732.5
OG0006109	XP_015687621.1	ENSPTRG00000006389.6
OG0006110	XP_029143172.1	ENSPTRG00000006388.6
OG0006111	XP_015687620.1	ENSPTRG00000006385.7
OG0006112	XP_015669322.1	ENSPTRG00000047481.1
OG0006113	XP_029140786.1	ENSPTRG00000017752.6
OG0006114	XP_015687615.1	ENSPTRG00000052590.1, ENSPTRG00000023297.5
OG0006115	XP_015669489.1, XP_015669490.1, XP_015669491.1	ENSPTRG00000004581.5
OG0006116	XP_015666145.1, XP_015666144.1	ENSPTRG00000033794.3
OG0006117	XP_015668486.1	ENSPTRG00000016744.6
OG0006118	XP_015668488.1, XP_015668487.1	ENSPTRG00000016743.2
OG0006119	XP_015668492.1, XP_015668491.1	ENSPTRG00000016738.3
OG0006120	XP_029139929.1	ENSPTRG00000013547.6
OG0006121	XP_029140498.1	ENSPTRG00000000067.5
OG0006122	XP_015686860.1	ENSPTRG00000012271.6
OG0006123	XP_015668494.1	ENSPTRG00000045722.1
OG0006124	XP_015671236.1, XP_015671237.1	ENSPTRG00000032508.3
OG0006125	XP_029143165.1	ENSPTRG00000021424.4, ENSPTRG00000042689.1
OG0006126	XP_015665461.1	ENSPTRG00000010647.5
OG0006127	XP_015677090.1	ENSPTRG00000012089.4
OG0006128	XP_029141344.1	ENSPTRG00000045395.1, ENSPTRG00000019292.4
OG0006130	XP_029142994.1, XP_015686589.1	ENSPTRG00000012088.4, ENSPTRG00000052095.1
OG0006131	XP_015666140.1	ENSPTRG00000002386.6
OG0006132	XP_015677609.1	ENSPTRG00000002172.6
OG0006133	XP_015671366.1, XP_029139956.1	ENSPTRG00000008351.6
OG0006134	XP_015670961.1	ENSPTRG00000049248.1
OG0006135	XP_029141118.1	ENSPTRG00000002173.6
OG0006136	XP_015667109.1	ENSPTRG00000000544.5
OG0006137	XP_029139958.1	ENSPTRG00000008348.5
OG0006138	XP_015676663.1	ENSPTRG00000016035.4, ENSPTRG00000045255.1
OG0006139	XP_029141328.1	ENSPTRG00000010925.7
OG0006140	XP_015667704.1	ENSPTRG00000047876.1, ENSPTRG00000010461.6
OG0006141	XP_015680710.1	ENSPTRG00000021413.3, ENSPTRG00000048462.1
OG0006142	XP_029142527.1	ENSPTRG00000016038.5, ENSPTRG00000049978.1
OG0006143	XP_029141817.1	ENSPTRG00000013582.7
OG0006144	XP_015679395.1	ENSPTRG00000040212.2
OG0006145	XP_015679393.2	ENSPTRG00000016729.4
OG0006146	XP_015666158.1	ENSPTRG00000049037.1, ENSPTRG00000002373.7
OG0006147	XP_015667739.1	ENSPTRG00000041995.2, ENSPTRG00000042809.1
OG0006148	XP_015667150.1	ENSPTRG00000022932.4
OG0006149	XP_015687907.1	ENSPTRG00000052135.1, ENSPTRG00000052513.1
OG0006150	XP_029142149.1	ENSPTRG00000002179.7
OG0006151	XP_015676767.1	ENSPTRG00000016727.6
OG0006152	XP_015676588.1	ENSPTRG00000048709.1, ENSPTRG00000044277.1
OG0006153	XP_029142380.1	ENSPTRG00000016042.6
OG0006154	XP_029142954.1, XP_015682378.1	ENSPTRG00000010343.6
OG0006156	XP_015668652.1	ENSPTRG00000008606.3
OG0006157	XP_015687906.1	ENSPTRG00000022208.4
OG0006158	XP_015666128.1, XP_015666127.1	ENSPTRG00000002367.6
OG0006159	XP_015666125.2	ENSPTRG00000048236.1, ENSPTRG00000002365.5
OG0006160	XP_029139097.1	ENSPTRG00000002360.5
OG0006161	XP_015681508.1, XP_029139105.1	ENSPTRG00000048651.1
OG0006162	XP_015667053.1	ENSPTRG00000002356.5
OG0006163	XP_015667152.1	ENSPTRG00000052820.1, ENSPTRG00000046705.1
OG0006164	XP_029141860.1	ENSPTRG00000008569.6
OG0006165	XP_015667853.1	ENSPTRG00000020268.6
OG0006166	XP_015667051.1	ENSPTRG00000002354.6
OG0006167	XP_015681112.1	ENSPTRG00000016054.4
OG0006168	XP_015687946.1	ENSPTRG00000003365.5
OG0006169	XP_015687986.1	ENSPTRG00000043240.1, ENSPTRG00000022199.5
OG0006170	XP_015667049.1, XP_015678616.1	ENSPTRG00000002352.7
OG0006171	XP_015677177.1	ENSPTRG00000009975.5
OG0006172	XP_015667044.1	ENSPTRG00000002346.7
OG0006173	XP_015677172.1	ENSPTRG00000021194.7
OG0006174	XP_015667848.1	ENSPTRG00000020262.4
OG0006176	XP_015681442.1	ENSPTRG00000002742.6
OG0006177	XP_015674292.1, XP_015674293.1	ENSPTRG00000023952.5
OG0006178	XP_029142072.1	ENSPTRG00000007833.5
OG0006179	XP_015670860.1, XP_015670862.1	ENSPTRG00000002339.6
OG0006180	XP_015673367.1	ENSPTRG00000020246.5
OG0006181	XP_029140706.1, XP_029142773.1	ENSPTRG00000003317.5
OG0006182	XP_015666704.1, XP_015666706.1	ENSPTRG00000002331.7
OG0006183	XP_015676660.2	ENSPTRG00000016701.4
OG0006184	XP_029140707.1	ENSPTRG00000003315.5
OG0006185	XP_015685703.1	ENSPTRG00000007311.6
OG0006186	XP_015680129.1, XP_015685907.1	ENSPTRG00000002275.6
OG0006187	XP_015685324.1, XP_029142590.1	ENSPTRG00000002271.5
OG0006188	XP_015666698.1, XP_015666699.1, XP_015666701.1	ENSPTRG00000002325.7
OG0006189	XP_029139033.1	ENSPTRG00000001744.4
OG0006190	XP_015666759.1, XP_015666760.1	ENSPTRG00000001743.7
OG0006191	XP_015666696.1, XP_015666697.1	ENSPTRG00000002323.6
OG0006192	XP_015666781.1	ENSPTRG00000002766.6
OG0006193	XP_015666695.1	ENSPTRG00000002322.4
OG0006194	XP_015666758.1, XP_015666757.2	ENSPTRG00000001741.4
OG0006195	XP_015678760.1	ENSPTRG00000007025.7, ENSPTRG00000042837.1
OG0006196	XP_015668097.1	ENSPTRG00000021044.5
OG0006197	XP_015687048.1	ENSPTRG00000000796.5
OG0006198	XP_015682070.1	ENSPTRG00000009441.5
OG0006199	XP_015687497.1, XP_015687496.1	ENSPTRG00000001596.5
OG0006200	XP_015666249.1, XP_015666179.1	ENSPTRG00000016351.7
OG0006201	XP_015673927.1	ENSPTRG00000007154.7
OG0006202	XP_015668078.1	ENSPTRG00000004372.3
OG0006203	XP_015666044.1	ENSPTRG00000008424.6
OG0006204	XP_015665881.1	ENSPTRG00000048675.1
OG0006205	XP_015674469.1	ENSPTRG00000030181.3
OG0006206	XP_015667036.1, XP_015686094.1	ENSPTRG00000049713.1
OG0006207	XP_015687494.1	ENSPTRG00000045809.1
OG0006208	XP_015673937.1	ENSPTRG00000007159.5
OG0006209	XP_015681339.1, XP_015681340.1	ENSPTRG00000022917.5
OG0006210	XP_015679298.2	ENSPTRG00000022641.4
OG0006211	XP_029139019.1	ENSPTRG00000019374.6, ENSPTRG00000048692.1
OG0006212	XP_015673930.1	ENSPTRG00000007163.4
OG0006213	XP_015673932.1	ENSPTRG00000007164.5
OG0006214	XP_015671871.2	ENSPTRG00000015660.6
OG0006215	XP_015667338.1	ENSPTRG00000019382.6, ENSPTRG00000047406.1
OG0006216	XP_015678926.1	ENSPTRG00000002702.7
OG0006217	XP_015667337.1	ENSPTRG00000019383.7, ENSPTRG00000049983.1
OG0006218	XP_029140897.1	ENSPTRG00000017373.5
OG0006219	XP_015671013.1	ENSPTRG00000009432.6
OG0006220	XP_015679645.1	ENSPTRG00000049422.1, ENSPTRG00000017234.4
OG0006221	XP_015681574.1	ENSPTRG00000030046.3
OG0006222	XP_015670756.1	ENSPTRG00000044080.1, ENSPTRG00000048293.1
OG0006223	XP_015686819.1, XP_015682101.1	ENSPTRG00000021584.2
OG0006224	XP_015685189.1, XP_015683524.1	ENSPTRG00000019715.3
OG0006225	XP_015671471.1	ENSPTRG00000009434.7
OG0006226	XP_015666641.1	ENSPTRG00000012016.2
OG0006227	XP_015668515.1	ENSPTRG00000012784.5
OG0006228	XP_015676752.1	ENSPTRG00000044798.1, ENSPTRG00000008977.7
OG0006229	XP_015673259.1	ENSPTRG00000006355.6
OG0006230	XP_015682539.1	ENSPTRG00000007256.6
OG0006231	XP_015679388.1, XP_015676749.1	ENSPTRG00000008964.3
OG0006232	XP_015671300.2	ENSPTRG00000045279.1
OG0006233	XP_015684956.1, XP_015684727.1	ENSPTRG00000002260.6
OG0006234	XP_029140336.1, XP_029140330.1	ENSPTRG00000020056.5
OG0006235	XP_015673457.2	ENSPTRG00000020058.6
OG0006236	XP_015680352.1	ENSPTRG00000013678.3
OG0006237	XP_015668303.1, XP_015668302.1	ENSPTRG00000019271.6
OG0006238	XP_015666017.1, XP_015675744.1	ENSPTRG00000007975.5, ENSPTRG00000043191.1
OG0006239	XP_015681084.1	ENSPTRG00000021445.6, ENSPTRG00000050851.1
OG0006240	XP_015669789.1	ENSPTRG00000014862.4
OG0006241	XP_029139869.1	ENSPTRG00000005462.5
OG0006242	XP_015680233.1	ENSPTRG00000020240.5
OG0006243	XP_015679332.1	ENSPTRG00000045817.1, ENSPTRG00000000138.4
OG0006244	XP_015666119.1	ENSPTRG00000049637.1, ENSPTRG00000019395.5
OG0006245	XP_015673456.1	ENSPTRG00000020061.5
OG0006246	XP_015680945.1	ENSPTRG00000019472.6
OG0006247	XP_029142237.1	ENSPTRG00000009493.4
OG0006248	XP_015673451.1	ENSPTRG00000020062.6
OG0006249	XP_015680436.1	ENSPTRG00000002288.5
OG0006250	XP_029141485.1	ENSPTRG00000000142.4
OG0006251	XP_015680439.1	ENSPTRG00000002289.6
OG0006252	XP_015675755.1, XP_015666029.1	ENSPTRG00000007972.2
OG0006253	XP_015668718.1	ENSPTRG00000006754.6
OG0006254	XP_015666120.1	ENSPTRG00000052557.1, ENSPTRG00000019396.6
OG0006255	XP_015666197.1	ENSPTRG00000046081.1
OG0006256	XP_029141814.1	ENSPTRG00000019473.6
OG0006257	XP_029138905.1	ENSPTRG00000007968.6
OG0006258	XP_015681846.1	ENSPTRG00000000144.5
OG0006259	XP_029141026.1	ENSPTRG00000003736.6
OG0006260	XP_015677512.1	ENSPTRG00000001263.7, ENSPTRG00000046439.1
OG0006261	XP_015675751.1, XP_015666008.1	ENSPTRG00000007971.6
OG0006262	XP_015677532.1, XP_015677533.1	ENSPTRG00000001262.5
OG0006263	XP_015674367.1	ENSPTRG00000048656.1, ENSPTRG00000019312.6
OG0006264	XP_029139867.1	ENSPTRG00000005467.6
OG0006265	XP_015670906.1	ENSPTRG00000005468.5, ENSPTRG00000052453.1
OG0006266	XP_015679470.1	ENSPTRG00000001036.7
OG0006267	XP_015675522.2	ENSPTRG00000049411.1
OG0006268	XP_015684129.1, XP_015683856.1	ENSPTRG00000023928.5
OG0006269	XP_015670887.1	ENSPTRG00000005469.4
OG0006270	XP_015674272.1	ENSPTRG00000022060.5
OG0006271	XP_015687210.1	ENSPTRG00000007910.4
OG0006272	XP_029141574.1	ENSPTRG00000001033.4
OG0006273	XP_029139029.1	ENSPTRG00000042690.1
OG0006274	XP_015679511.1	ENSPTRG00000001031.7
OG0006275	XP_015684349.1, XP_015666006.1	ENSPTRG00000007984.5
OG0006276	XP_015673353.1	ENSPTRG00000046924.1, ENSPTRG00000050773.1
OG0006277	XP_015679500.1	ENSPTRG00000001030.5
OG0006278	XP_029139865.1	ENSPTRG00000005470.6
OG0006279	XP_029139563.1, XP_015669413.2	ENSPTRG00000041297.2
OG0006280	XP_015666746.1	ENSPTRG00000001724.5
OG0006281	XP_015670420.1	ENSPTRG00000015632.5
OG0006282	XP_015680533.1	ENSPTRG00000004770.6, ENSPTRG00000044140.1
OG0006283	XP_015678917.1	ENSPTRG00000023330.5
OG0006284	XP_015682865.1, XP_015685496.1	ENSPTRG00000006740.6
OG0006285	XP_015670224.1	ENSPTRG00000005064.7
OG0006286	XP_015679536.1, XP_015679537.1	ENSPTRG00000006738.6
OG0006287	XP_029142431.1	ENSPTRG00000019452.5
OG0006288	XP_029139091.1, XP_029139092.1	ENSPTRG00000019409.6
OG0006289	XP_015672043.1	ENSPTRG00000046089.1, ENSPTRG00000003751.3
OG0006290	XP_015684699.1, XP_029142749.1	ENSPTRG00000008955.5
OG0006291	XP_015681251.1, XP_015681250.1	ENSPTRG00000015624.6
OG0006292	XP_015687507.1, XP_015687508.1	ENSPTRG00000001680.5
OG0006293	XP_015686650.1, XP_029140040.1	ENSPTRG00000005069.5
OG0006294	XP_015677414.1	ENSPTRG00000009949.4
OG0006295	XP_015678119.1, XP_015666411.1	ENSPTRG00000011523.5
OG0006296	XP_029141106.1	ENSPTRG00000014053.7
OG0006297	XP_015676129.1	ENSPTRG00000041542.2
OG0006298	XP_029138964.1, XP_029141242.1	ENSPTRG00000011524.6
OG0006299	XP_015685221.1	ENSPTRG00000045301.1
OG0006300	XP_015681258.1	ENSPTRG00000049926.1
OG0006301	XP_029138851.1, XP_015681765.1	ENSPTRG00000011498.6
OG0006302	XP_015687519.1	ENSPTRG00000001665.5
OG0006303	XP_015677582.1	ENSPTRG00000014055.7
OG0006304	XP_015668289.1	ENSPTRG00000044695.1, ENSPTRG00000019281.5
OG0006305	XP_015687517.1, XP_015687516.1	ENSPTRG00000001667.4
OG0006306	XP_015677983.1, XP_015686201.1	ENSPTRG00000014093.5
OG0006307	XP_015674606.1	ENSPTRG00000015614.6
OG0006308	XP_015684357.2	ENSPTRG00000013279.6
OG0006309	XP_015672904.1, XP_015672902.1	ENSPTRG00000013287.5
OG0006310	XP_015684714.1, XP_015684715.1	ENSPTRG00000015606.5
OG0006311	XP_015684722.1	ENSPTRG00000015605.6
OG0006312	XP_015667100.1	ENSPTRG00000019428.4
OG0006313	XP_015674846.1	ENSPTRG00000004747.6
OG0006314	XP_015678058.1	ENSPTRG00000014117.4
OG0006315	XP_015677648.1	ENSPTRG00000015598.5
OG0006316	XP_029141131.1	ENSPTRG00000015597.4
OG0006317	XP_015671161.1	ENSPTRG00000044427.1, ENSPTRG00000004820.5
OG0006318	XP_015677101.1	ENSPTRG00000015593.3
OG0006319	XP_015667102.1	ENSPTRG00000018932.5, ENSPTRG00000049766.1
OG0006320	XP_015678050.1, XP_015678049.1	ENSPTRG00000014061.3
OG0006321	XP_015678056.1	ENSPTRG00000051117.1
OG0006322	XP_015678055.1	ENSPTRG00000043162.1, ENSPTRG00000040512.2
OG0006323	XP_015687325.1	ENSPTRG00000015586.4
OG0006324	XP_029142566.1, XP_015666416.2	ENSPTRG00000011502.3
OG0006325	XP_015666273.1	ENSPTRG00000028653.4, ENSPTRG00000045641.1
OG0006326	XP_015666284.1	ENSPTRG00000050898.1, ENSPTRG00000018950.4
OG0006327	XP_015682661.1	ENSPTRG00000052015.1, ENSPTRG00000004804.7
OG0006328	XP_029142642.1	ENSPTRG00000017328.7
OG0006329	XP_015687327.1, XP_015687326.1	ENSPTRG00000023041.5
OG0006330	XP_015670884.1	ENSPTRG00000022665.5
OG0006331	XP_015666292.1	ENSPTRG00000051620.1, ENSPTRG00000018964.5
OG0006332	XP_015666279.2	ENSPTRG00000052863.1, ENSPTRG00000018965.4
OG0006333	XP_015667084.1	ENSPTRG00000049455.1, ENSPTRG00000046901.1
OG0006334	XP_029139613.1	ENSPTRG00000047055.1, ENSPTRG00000004514.6
OG0006335	XP_015672105.1	ENSPTRG00000015554.5
OG0006336	XP_015669660.1, XP_015669661.1	ENSPTRG00000004515.6
OG0006337	XP_015667086.1	ENSPTRG00000017321.4
OG0006338	XP_015666293.1	ENSPTRG00000018970.3
OG0006339	XP_015679227.2	ENSPTRG00000004523.5
OG0006340	XP_015666093.1	ENSPTRG00000050502.1, ENSPTRG00000018979.5
OG0006341	XP_015666094.1	ENSPTRG00000049189.1, ENSPTRG00000018980.5
OG0006342	XP_029139212.1	ENSPTRG00000047729.1
OG0006343	XP_015666057.1, XP_015666056.1	ENSPTRG00000018981.4
OG0006344	XP_015667645.1	ENSPTRG00000017311.5
OG0006345	XP_015666061.1	ENSPTRG00000018989.3, ENSPTRG00000045270.1
OG0006346	XP_015666062.1	ENSPTRG00000018990.4, ENSPTRG00000048634.1
OG0006347	XP_015666050.1	ENSPTRG00000047172.1, ENSPTRG00000018991.6
OG0006348	XP_015679173.1	ENSPTRG00000039581.2
OG0006349	XP_029139279.1	ENSPTRG00000015897.6
OG0006350	XP_015679171.1	ENSPTRG00000015528.6
OG0006351	XP_015673195.1, XP_015673187.1	ENSPTRG00000015526.6
OG0006352	XP_015673218.1	ENSPTRG00000052129.1, ENSPTRG00000015521.5
OG0006353	XP_015668007.1	ENSPTRG00000013291.6
OG0006354	XP_015682668.2	ENSPTRG00000013298.6
OG0006355	XP_015678824.1	ENSPTRG00000015517.5
OG0006356	XP_029142233.1	ENSPTRG00000013301.6
OG0006357	XP_015666228.1	ENSPTRG00000014676.6
OG0006358	XP_015666229.1	ENSPTRG00000014675.6
OG0006359	XP_029141800.1, XP_015666237.1	ENSPTRG00000014674.7
OG0006360	XP_015668439.1	ENSPTRG00000015503.6
OG0006361	XP_029139365.1	ENSPTRG00000015500.7
OG0006362	XP_029140954.1	ENSPTRG00000014041.6
OG0006363	XP_015682612.1	ENSPTRG00000013308.4
OG0006364	XP_015682739.1	ENSPTRG00000013310.2
OG0006365	XP_015677364.1	ENSPTRG00000015489.7
OG0006366	XP_015666235.1	ENSPTRG00000014667.6
OG0006367	XP_015682590.1	ENSPTRG00000044444.1, ENSPTRG00000016725.4
OG0006368	XP_015682580.1, XP_015682573.1	ENSPTRG00000016724.4
OG0006369	XP_015677360.1, XP_015677359.1	ENSPTRG00000015485.6
