Orthogroup	P_Mucros.pep	C_familiaris.pep
OG0006176	XP_015681442.1	ENSCAFG00000031801.2
OG0006177	XP_015674292.1, XP_015674293.1	ENSCAFG00000007254.5
OG0006178	XP_029142072.1	ENSCAFG00000046846.1
OG0006179	XP_015670860.1, XP_015670862.1	ENSCAFG00000004474.4
OG0006180	XP_015673367.1	ENSCAFG00000006819.4
OG0006181	XP_029140706.1, XP_029142773.1	ENSCAFG00000006787.3
OG0006182	XP_015666704.1, XP_015666706.1	ENSCAFG00000023975.4
OG0006183	XP_015676660.2	ENSCAFG00000010491.5
OG0006184	XP_029140707.1	ENSCAFG00000006757.5
OG0006186	XP_015680129.1, XP_015685907.1	ENSCAFG00000005057.4
OG0006187	XP_015685324.1, XP_029142590.1	ENSCAFG00000005121.4
OG0006188	XP_015666698.1, XP_015666699.1, XP_015666701.1	ENSCAFG00000004586.4
OG0006189	XP_029139033.1	ENSCAFG00000012826.5
OG0006190	XP_015666759.1, XP_015666760.1	ENSCAFG00000012781.4
OG0006191	XP_015666696.1, XP_015666697.1	ENSCAFG00000004594.3
OG0006192	XP_015666781.1	ENSCAFG00000007881.4
OG0006193	XP_015666695.1	ENSCAFG00000023575.4
OG0006194	XP_015666758.1, XP_015666757.2	ENSCAFG00000012761.4
OG0006195	XP_015678760.1	ENSCAFG00000013672.4
OG0006196	XP_015668097.1	ENSCAFG00000001577.5
OG0006197	XP_015687048.1	ENSCAFG00000018906.5
OG0006198	XP_015682070.1	ENSCAFG00000017425.5
OG0006199	XP_015687497.1, XP_015687496.1	ENSCAFG00000013068.4
OG0006200	XP_015666249.1, XP_015666179.1	ENSCAFG00000011216.4
OG0006201	XP_015673927.1	ENSCAFG00000017041.4
OG0006202	XP_015668078.1	ENSCAFG00000012224.4
OG0006203	XP_015666044.1	ENSCAFG00000019939.4
OG0006204	XP_015665881.1	ENSCAFG00000011200.3
OG0006205	XP_015674469.1	ENSCAFG00000024833.4
OG0006206	XP_015667036.1, XP_015686094.1	ENSCAFG00000030716.2
OG0006207	XP_015687494.1	ENSCAFG00000015607.4
OG0006208	XP_015673937.1	ENSCAFG00000030087.2
OG0006209	XP_015681339.1, XP_015681340.1	ENSCAFG00000019885.5
OG0006210	XP_015679298.2	ENSCAFG00000016290.5
OG0006211	XP_029139019.1	ENSCAFG00000001852.5
OG0006212	XP_015673930.1	ENSCAFG00000017094.4
OG0006213	XP_015673932.1	ENSCAFG00000017097.5
OG0006214	XP_015671871.2	ENSCAFG00000011680.4
OG0006215	XP_015667338.1	ENSCAFG00000001870.4
OG0006216	XP_015678926.1	ENSCAFG00000015966.5
OG0006217	XP_015667337.1	ENSCAFG00000001874.4
OG0006218	XP_029140897.1	ENSCAFG00000006456.6
OG0006219	XP_015671013.1	ENSCAFG00000017390.4
OG0006220	XP_015679645.1	ENSCAFG00000029752.2
OG0006221	XP_015681574.1	ENSCAFG00000032714.2
OG0006222	XP_015670756.1	ENSCAFG00000001884.1
OG0006223	XP_015686819.1, XP_015682101.1	ENSCAFG00000029919.2
OG0006224	XP_015685189.1, XP_015683524.1	ENSCAFG00000001306.5
OG0006225	XP_015671471.1	ENSCAFG00000017404.5
OG0006227	XP_015668515.1	ENSCAFG00000011003.5
OG0006228	XP_015676752.1	ENSCAFG00000018507.4
OG0006229	XP_015673259.1	ENSCAFG00000014843.5
OG0006230	XP_015682539.1	ENSCAFG00000017727.4
OG0006231	XP_015679388.1, XP_015676749.1	ENSCAFG00000018481.5
OG0006232	XP_015671300.2	ENSCAFG00000006477.4, ENSCAFG00000014370.4
OG0006233	XP_015684956.1, XP_015684727.1	ENSCAFG00000005221.4
OG0006234	XP_029140336.1, XP_029140330.1	ENSCAFG00000009455.4
OG0006235	XP_015673457.2	ENSCAFG00000009425.5
OG0006236	XP_015680352.1	ENSCAFG00000012163.4
OG0006237	XP_015668303.1, XP_015668302.1	ENSCAFG00000013146.6
OG0006238	XP_015666017.1, XP_015675744.1	ENSCAFG00000017014.4
OG0006239	XP_015681084.1	ENSCAFG00000020013.4
OG0006240	XP_015669789.1	ENSCAFG00000013588.4
OG0006241	XP_029139869.1	ENSCAFG00000008627.4
OG0006242	XP_015680233.1	ENSCAFG00000006708.4
OG0006243	XP_015679332.1	ENSCAFG00000032626.2
OG0006244	XP_015666119.1	ENSCAFG00000030614.2
OG0006245	XP_015673456.1	ENSCAFG00000042909.1, ENSCAFG00000009371.4
OG0006246	XP_015680945.1	ENSCAFG00000014748.4
OG0006247	XP_029142237.1	ENSCAFG00000017737.5
OG0006248	XP_015673451.1	ENSCAFG00000009329.3
OG0006249	XP_015680436.1	ENSCAFG00000004859.4
OG0006250	XP_029141485.1	ENSCAFG00000016648.5
OG0006251	XP_015680439.1	ENSCAFG00000004856.4
OG0006252	XP_015675755.1, XP_015666029.1	ENSCAFG00000032759.2
OG0006253	XP_015668718.1	ENSCAFG00000018257.4
OG0006254	XP_015666120.1	ENSCAFG00000001977.5
OG0006255	XP_015666197.1	ENSCAFG00000019534.5
OG0006256	XP_029141814.1	ENSCAFG00000014674.4
OG0006257	XP_029138905.1	ENSCAFG00000016964.4
OG0006258	XP_015681846.1	ENSCAFG00000016599.4
OG0006259	XP_029141026.1	ENSCAFG00000016302.5
OG0006260	XP_015677512.1	ENSCAFG00000012075.4
OG0006261	XP_015675751.1, XP_015666008.1	ENSCAFG00000016970.4
OG0006262	XP_015677532.1, XP_015677533.1	ENSCAFG00000030530.2
OG0006263	XP_015674367.1	ENSCAFG00000013405.4
OG0006264	XP_029139867.1	ENSCAFG00000008770.4
OG0006265	XP_015670906.1	ENSCAFG00000030033.2
OG0006266	XP_015679470.1	ENSCAFG00000019891.5
OG0006267	XP_015675522.2	ENSCAFG00000016579.4
OG0006268	XP_015684129.1, XP_015683856.1	ENSCAFG00000018868.5
OG0006269	XP_015670887.1	ENSCAFG00000008792.3
OG0006270	XP_015674272.1	ENSCAFG00000017327.5
OG0006271	XP_015687210.1	ENSCAFG00000017466.4
OG0006272	XP_029141574.1	ENSCAFG00000019929.4
OG0006273	XP_029139029.1	ENSCAFG00000014126.5
OG0006274	XP_015679511.1	ENSCAFG00000019933.5
OG0006275	XP_015684349.1, XP_015666006.1	ENSCAFG00000017089.4
OG0006276	XP_015673353.1	ENSCAFG00000013781.4
OG0006277	XP_015679500.1	ENSCAFG00000019935.4
OG0006278	XP_029139865.1	ENSCAFG00000008830.4
OG0006279	XP_029139563.1, XP_015669413.2	ENSCAFG00000015560.5
OG0006280	XP_015666746.1	ENSCAFG00000014005.5
OG0006281	XP_015670420.1	ENSCAFG00000029357.2
OG0006282	XP_015680533.1	ENSCAFG00000011571.4
OG0006283	XP_015678917.1	ENSCAFG00000018002.5
OG0006284	XP_015682865.1, XP_015685496.1	ENSCAFG00000018049.5
OG0006285	XP_015670224.1	ENSCAFG00000000069.4
OG0006286	XP_015679536.1, XP_015679537.1	ENSCAFG00000018043.5
OG0006287	XP_029142431.1	ENSCAFG00000015055.5
OG0006288	XP_029139091.1, XP_029139092.1	ENSCAFG00000002069.4
OG0006289	XP_015672043.1	ENSCAFG00000030542.1
OG0006290	XP_015684699.1, XP_029142749.1	ENSCAFG00000018965.5
OG0006291	XP_015681251.1, XP_015681250.1	ENSCAFG00000015157.4
OG0006292	XP_015687507.1, XP_015687508.1	ENSCAFG00000014905.4
OG0006293	XP_015686650.1, XP_029140040.1	ENSCAFG00000000080.4
OG0006294	XP_015677414.1	ENSCAFG00000018046.4
OG0006295	XP_015678119.1, XP_015666411.1	ENSCAFG00000002551.4
OG0006296	XP_029141106.1	ENSCAFG00000014833.5
OG0006297	XP_015676129.1	ENSCAFG00000025083.3
OG0006298	XP_029138964.1, XP_029141242.1	ENSCAFG00000002531.4
OG0006300	XP_015681258.1	ENSCAFG00000014955.4
OG0006301	XP_029138851.1, XP_015681765.1	ENSCAFG00000002594.5
OG0006302	XP_015687519.1	ENSCAFG00000015126.5
OG0006303	XP_015677582.1	ENSCAFG00000014804.4
OG0006304	XP_015668289.1	ENSCAFG00000012503.4
OG0006305	XP_015687517.1, XP_015687516.1	ENSCAFG00000015008.4
OG0006306	XP_015677983.1, XP_015686201.1	ENSCAFG00000015201.4
OG0006307	XP_015674606.1	ENSCAFG00000014786.5
OG0006308	XP_015684357.2	ENSCAFG00000005454.4
OG0006310	XP_015684714.1, XP_015684715.1	ENSCAFG00000014720.4
OG0006311	XP_015684722.1	ENSCAFG00000014700.5
OG0006312	XP_015667100.1	ENSCAFG00000002207.5
OG0006313	XP_015674846.1	ENSCAFG00000012441.4
OG0006314	XP_015678058.1	ENSCAFG00000015309.4
OG0006315	XP_015677648.1	ENSCAFG00000014569.4
OG0006316	XP_029141131.1	ENSCAFG00000014555.4
OG0006317	XP_015671161.1	ENSCAFG00000010484.4
OG0006318	XP_015677101.1	ENSCAFG00000014473.4
OG0006319	XP_015667102.1	ENSCAFG00000025301.3
OG0006320	XP_015678050.1, XP_015678049.1	ENSCAFG00000014614.4
OG0006321	XP_015678056.1	ENSCAFG00000014611.4
OG0006322	XP_015678055.1	ENSCAFG00000014596.5
OG0006323	XP_015687325.1	ENSCAFG00000014352.5
OG0006324	XP_029142566.1, XP_015666416.2	ENSCAFG00000002588.4
OG0006325	XP_015666273.1	ENSCAFG00000032370.2
OG0006326	XP_015666284.1	ENSCAFG00000002428.4
OG0006327	XP_015682661.1	ENSCAFG00000015707.4
OG0006329	XP_015687327.1, XP_015687326.1	ENSCAFG00000008904.5
OG0006330	XP_015670884.1	ENSCAFG00000008893.4
OG0006331	XP_015666292.1	ENSCAFG00000002515.4
OG0006332	XP_015666279.2	ENSCAFG00000002519.4
OG0006333	XP_015667084.1	ENSCAFG00000005869.6
OG0006334	XP_029139613.1	ENSCAFG00000015831.4
OG0006335	XP_015672105.1	ENSCAFG00000008765.4
OG0006336	XP_015669660.1, XP_015669661.1	ENSCAFG00000015874.4
OG0006337	XP_015667086.1	ENSCAFG00000005861.4, ENSCAFG00000047653.1
OG0006338	XP_015666293.1	ENSCAFG00000002671.4
OG0006339	XP_015679227.2	ENSCAFG00000015985.4
OG0006340	XP_015666093.1	ENSCAFG00000002733.4
OG0006341	XP_015666094.1	ENSCAFG00000031816.2
OG0006342	XP_029139212.1	ENSCAFG00000005786.5
OG0006343	XP_015666057.1, XP_015666056.1	ENSCAFG00000002742.4
OG0006344	XP_015667645.1	ENSCAFG00000005749.4
OG0006345	XP_015666061.1	ENSCAFG00000029076.2
OG0006346	XP_015666062.1	ENSCAFG00000002784.5
OG0006347	XP_015666050.1	ENSCAFG00000002795.4
OG0006348	XP_015679173.1	ENSCAFG00000008429.5
OG0006349	XP_029139279.1	ENSCAFG00000014453.4
OG0006350	XP_015679171.1	ENSCAFG00000041807.1, ENSCAFG00000008407.4
OG0006351	XP_015673195.1, XP_015673187.1	ENSCAFG00000008387.6
OG0006352	XP_015673218.1	ENSCAFG00000008370.4
OG0006353	XP_015668007.1	ENSCAFG00000028659.2
OG0006354	XP_015682668.2	ENSCAFG00000005363.5
OG0006355	XP_015678824.1	ENSCAFG00000008348.4
OG0006356	XP_029142233.1	ENSCAFG00000005270.4
OG0006357	XP_015666228.1	ENSCAFG00000005849.5
OG0006358	XP_015666229.1	ENSCAFG00000005862.4
OG0006359	XP_029141800.1, XP_015666237.1	ENSCAFG00000005867.5
OG0006360	XP_015668439.1	ENSCAFG00000008205.4
OG0006361	XP_029139365.1	ENSCAFG00000008194.4
OG0006362	XP_029140954.1	ENSCAFG00000009888.3, ENSCAFG00000016168.4
OG0006363	XP_015682612.1	ENSCAFG00000005185.5
OG0006364	XP_015682739.1	ENSCAFG00000005173.4
OG0006365	XP_015677364.1	ENSCAFG00000007973.4
OG0006366	XP_015666235.1	ENSCAFG00000005949.5
OG0006367	XP_015682590.1	ENSCAFG00000010084.5
OG0006368	XP_015682580.1, XP_015682573.1	ENSCAFG00000010089.4
OG0006369	XP_015677360.1, XP_015677359.1	ENSCAFG00000007935.5
OG0006370	XP_015666092.1	ENSCAFG00000003056.5
OG0006371	XP_015676581.1	ENSCAFG00000007783.5
OG0006372	XP_015678669.1, XP_015678677.1	ENSCAFG00000003067.4
OG0006373	XP_015676584.1, XP_015671793.1	ENSCAFG00000007702.4
OG0006374	XP_015674307.1	ENSCAFG00000010323.4
OG0006375	XP_015675813.1	ENSCAFG00000004236.4
OG0006376	XP_029140751.1	ENSCAFG00000004319.4
OG0006377	XP_015675805.1	ENSCAFG00000029647.2, ENSCAFG00000032319.2
OG0006378	XP_015671789.1	ENSCAFG00000010548.5
OG0006379	XP_015671784.1	ENSCAFG00000010465.5
OG0006380	XP_015669842.1	ENSCAFG00000006103.5
OG0006381	XP_015669841.1	ENSCAFG00000006125.4
OG0006382	XP_015674511.1	ENSCAFG00000003890.4
OG0006383	XP_015674510.1	ENSCAFG00000003889.4
OG0006385	XP_029140752.1	ENSCAFG00000004115.4
OG0006386	XP_015678576.1	ENSCAFG00000006362.4
OG0006388	XP_015687089.1	ENSCAFG00000020007.4
OG0006389	XP_015686664.1, XP_029143071.1	ENSCAFG00000020022.4
OG0006390	XP_015674504.1, XP_015674505.1	ENSCAFG00000016228.4
OG0006391	XP_015675730.1, XP_015675732.1, XP_015675729.1	ENSCAFG00000020029.4
OG0006392	XP_015674506.1	ENSCAFG00000016186.3
OG0006393	XP_015667259.1	ENSCAFG00000003122.4
OG0006394	XP_015675728.1, XP_015675727.1	ENSCAFG00000020147.4
OG0006395	XP_015667229.1	ENSCAFG00000003143.5
OG0006396	XP_015679352.2	ENSCAFG00000007442.4
OG0006397	XP_015676793.1, XP_015676802.1	ENSCAFG00000016615.5
OG0006398	XP_015676824.1	ENSCAFG00000007610.4, ENSCAFG00000012196.4
OG0006399	XP_015676835.1	ENSCAFG00000007579.4
OG0006400	XP_015670558.1, XP_015670559.1	ENSCAFG00000001929.4
OG0006401	XP_015666659.1, XP_015666658.1	ENSCAFG00000003644.3
OG0006402	XP_015670553.1	ENSCAFG00000001894.5
OG0006403	XP_015684766.1	ENSCAFG00000020112.5
OG0006404	XP_015673851.1	ENSCAFG00000001879.6
OG0006405	XP_015673848.1, XP_015673849.1	ENSCAFG00000001873.4
OG0006406	XP_015684848.1, XP_015684840.1	ENSCAFG00000011591.4
OG0006407	XP_015666664.1	ENSCAFG00000003569.4
OG0006408	XP_015668546.1	ENSCAFG00000029250.3
OG0006409	XP_029140113.1	ENSCAFG00000012816.5
OG0006410	XP_015668554.1	ENSCAFG00000031550.2
OG0006411	XP_015668551.1	ENSCAFG00000003556.4
OG0006412	XP_015682115.1, XP_029142997.1	ENSCAFG00000012846.4
OG0006413	XP_015668328.1, XP_015668327.1	ENSCAFG00000001800.4
OG0006414	XP_015669945.1	ENSCAFG00000013617.4
OG0006415	XP_015682117.1	ENSCAFG00000028612.2, ENSCAFG00000012867.4
OG0006416	XP_015668321.1, XP_015668320.1	ENSCAFG00000001767.4
OG0006417	XP_015668054.1, XP_015686691.1	ENSCAFG00000020080.5
OG0006418	XP_015673357.1, XP_015673356.1	ENSCAFG00000020058.4
OG0006419	XP_015674542.1	ENSCAFG00000020053.4
OG0006420	XP_015668316.1	ENSCAFG00000029189.2
OG0006421	XP_015674550.1	ENSCAFG00000020052.4
OG0006422	XP_015668310.2	ENSCAFG00000001735.4
OG0006423	XP_015674541.1	ENSCAFG00000020040.5
OG0006424	XP_015687205.1	ENSCAFG00000001732.6
OG0006425	XP_015668287.1	ENSCAFG00000003459.4, ENSCAFG00000002706.4
OG0006426	XP_015679165.1, XP_015677572.1	ENSCAFG00000003479.4
OG0006427	XP_015680006.1	ENSCAFG00000013032.4
OG0006428	XP_015674539.1	ENSCAFG00000020150.4
OG0006429	XP_015679958.1, XP_015679966.1	ENSCAFG00000013054.4
OG0006430	XP_015674545.1	ENSCAFG00000001352.4, ENSCAFG00000020158.4
OG0006431	XP_015677064.1	ENSCAFG00000003403.4
OG0006432	XP_015677067.1	ENSCAFG00000011921.4
OG0006434	XP_015679589.1	ENSCAFG00000020182.4
OG0006435	XP_029140013.1	ENSCAFG00000003358.3
OG0006436	XP_029142306.1, XP_015685610.1	ENSCAFG00000024650.3
OG0006437	XP_015680735.1, XP_015686261.1	ENSCAFG00000006695.4
OG0006438	XP_015687341.1, XP_015687333.1	ENSCAFG00000001553.4
OG0006439	XP_029140910.1	ENSCAFG00000003438.4
OG0006440	XP_029139898.1	ENSCAFG00000006754.5
OG0006441	XP_015687352.1	ENSCAFG00000001544.4
OG0006442	XP_015672313.1	ENSCAFG00000020233.4
OG0006443	XP_015678361.1, XP_015678360.1	ENSCAFG00000011044.4, ENSCAFG00000049947.1
OG0006445	XP_015669618.1	ENSCAFG00000013533.5
OG0006446	XP_015687472.1	ENSCAFG00000001522.4
OG0006447	XP_015667554.1	ENSCAFG00000002552.5
OG0006448	XP_029143158.1	ENSCAFG00000001512.5
OG0006449	XP_029142631.1, XP_015683399.1	ENSCAFG00000002528.5
OG0006450	XP_015672762.1	ENSCAFG00000001501.4
OG0006451	XP_015683389.1	ENSCAFG00000010838.3
OG0006452	XP_015672760.1	ENSCAFG00000001496.4
OG0006453	XP_015685962.1, XP_029140523.1	ENSCAFG00000020256.5
OG0006454	XP_015682977.1	ENSCAFG00000018600.5
OG0006455	XP_015672771.1, XP_015672770.1	ENSCAFG00000001391.5
OG0006457	XP_015669637.1	ENSCAFG00000013236.2
OG0006458	XP_029141428.1	ENSCAFG00000018617.4
OG0006459	XP_015665525.1, XP_015665524.1	ENSCAFG00000001370.3
OG0006460	XP_015678164.1, XP_015678165.1	ENSCAFG00000002837.6
OG0006461	XP_015672205.1, XP_015672204.1	ENSCAFG00000001332.5
OG0006462	XP_015671019.1	ENSCAFG00000018706.4
OG0006463	XP_015672474.1	ENSCAFG00000029548.2, ENSCAFG00000048001.1
OG0006464	XP_015672201.1	ENSCAFG00000030521.2
OG0006465	XP_015677683.1, XP_015684293.1	ENSCAFG00000001296.4
OG0006466	XP_015669211.1	ENSCAFG00000029684.2, ENSCAFG00000012744.4
OG0006467	XP_015670652.1	ENSCAFG00000002871.5
OG0006468	XP_015671025.1	ENSCAFG00000023117.3
OG0006469	XP_015679286.1, XP_015679287.1	ENSCAFG00000032084.2
OG0006470	XP_015686953.1, XP_015686952.1	ENSCAFG00000030110.2
OG0006471	XP_015669194.1	ENSCAFG00000012370.5
OG0006472	XP_015669083.1	ENSCAFG00000001125.6
OG0006473	XP_015669200.1	ENSCAFG00000011484.6
OG0006474	XP_015686970.1	ENSCAFG00000007437.4
OG0006475	XP_029139493.1, XP_015669094.1	ENSCAFG00000001095.6
OG0006476	XP_015669196.1	ENSCAFG00000011811.4
OG0006477	XP_015669093.1	ENSCAFG00000001046.4
OG0006478	XP_015679133.1	ENSCAFG00000019002.3
OG0006480	XP_015666356.1	ENSCAFG00000019035.4
OG0006481	XP_015666345.1	ENSCAFG00000019055.3
OG0006482	XP_015666361.1, XP_015666360.1	ENSCAFG00000019064.5
OG0006483	XP_015671263.1, XP_015685384.1	ENSCAFG00000019831.5
OG0006484	XP_015671274.1	ENSCAFG00000019829.5
OG0006485	XP_015669917.1	ENSCAFG00000012926.4
OG0006486	XP_015671314.1	ENSCAFG00000019826.4
OG0006487	XP_015669918.1	ENSCAFG00000012963.4
OG0006488	XP_015686994.1	ENSCAFG00000012961.4
OG0006489	XP_015671759.1	ENSCAFG00000004206.3
OG0006490	XP_015669931.1, XP_015676401.1, XP_015676402.1	ENSCAFG00000003223.5
OG0006491	XP_015671741.1	ENSCAFG00000011923.5
OG0006492	XP_015671745.1, XP_015671744.1	ENSCAFG00000008339.5
OG0006493	XP_015676397.1	ENSCAFG00000006992.4
OG0006494	XP_015676399.1	ENSCAFG00000006964.4
OG0006495	XP_015671747.1	ENSCAFG00000008433.5
OG0006496	XP_015671750.1	ENSCAFG00000009524.5
OG0006497	XP_015687003.1	ENSCAFG00000014931.3
OG0006498	XP_029139727.1	ENSCAFG00000019788.4
OG0006499	XP_015671756.1	ENSCAFG00000009367.5
OG0006500	XP_015673637.1, XP_015673638.1	ENSCAFG00000006719.4
OG0006501	XP_015671768.1	ENSCAFG00000009350.3
OG0006502	XP_015687016.1	ENSCAFG00000014799.4
OG0006503	XP_015666789.1	ENSCAFG00000017105.4
OG0006504	XP_015666862.1	ENSCAFG00000005336.4
OG0006505	XP_029139045.1	ENSCAFG00000005288.4
OG0006506	XP_015680009.1	ENSCAFG00000009205.5
OG0006507	XP_015666852.1	ENSCAFG00000005259.4
OG0006508	XP_015666853.1, XP_015666855.1	ENSCAFG00000005245.3
OG0006509	XP_015678735.2, XP_029141358.1	ENSCAFG00000009725.4
OG0006510	XP_015668121.1, XP_015668122.1	ENSCAFG00000006454.4
OG0006511	XP_015675253.1, XP_015675251.1	ENSCAFG00000010201.4
OG0006512	XP_015668120.1	ENSCAFG00000006440.4
OG0006513	XP_015666850.1	ENSCAFG00000005177.4
OG0006514	XP_015669684.1, XP_015669685.1	ENSCAFG00000014592.5
OG0006515	XP_015675261.1, XP_015675262.1	ENSCAFG00000010264.5
OG0006516	XP_015675274.1	ENSCAFG00000010279.4
OG0006519	XP_015668233.1	ENSCAFG00000006273.5
OG0006521	XP_015668265.1	ENSCAFG00000010454.4
OG0006522	XP_015668264.1	ENSCAFG00000010455.3
OG0006523	XP_015668258.1	ENSCAFG00000006232.4
OG0006524	XP_015668277.2	ENSCAFG00000010473.5
OG0006525	XP_015668269.1, XP_015668278.1	ENSCAFG00000006227.5
OG0006526	XP_029139047.1	ENSCAFG00000004875.4
OG0006527	XP_015668288.1	ENSCAFG00000006222.4
OG0006528	XP_015668299.1	ENSCAFG00000031691.2
OG0006529	XP_015666838.1, XP_015666837.1	ENSCAFG00000004854.4
OG0006530	XP_015668270.1, XP_015668271.1	ENSCAFG00000031542.2
OG0006531	XP_029143050.1	ENSCAFG00000014125.4
OG0006533	XP_015686581.1, XP_029139310.1	ENSCAFG00000006134.4
OG0006534	XP_029143057.1	ENSCAFG00000014145.4
OG0006535	XP_015666456.1, XP_015666457.1	ENSCAFG00000006091.4
OG0006536	XP_015666455.1	ENSCAFG00000006060.4
OG0006537	XP_015674317.1, XP_015674318.1, XP_015674321.1	ENSCAFG00000010706.5
OG0006538	XP_015666815.2	ENSCAFG00000004612.4
OG0006539	XP_015670123.2	ENSCAFG00000013982.2
OG0006540	XP_015673421.1, XP_015673413.1	ENSCAFG00000005976.4
OG0006541	XP_029140368.1	ENSCAFG00000028967.2
OG0006542	XP_015671976.2	ENSCAFG00000023758.4
OG0006543	XP_015683697.1, XP_015670125.1	ENSCAFG00000018370.4
OG0006544	XP_015666794.1	ENSCAFG00000004745.4
OG0006545	XP_015686460.1, XP_015684785.1	ENSCAFG00000014339.3
OG0006546	XP_015667521.1	ENSCAFG00000047541.1
OG0006547	XP_015667013.1	ENSCAFG00000004390.5
OG0006549	XP_015669101.1	ENSCAFG00000014388.4
OG0006550	XP_015687701.1	ENSCAFG00000013735.5
OG0006551	XP_015667017.1	ENSCAFG00000004294.5
OG0006552	XP_015667010.1	ENSCAFG00000004272.4
OG0006553	XP_015667280.1	ENSCAFG00000000446.5
OG0006554	XP_015667019.1	ENSCAFG00000004260.4
OG0006555	XP_015667020.1	ENSCAFG00000004259.5
OG0006556	XP_015668051.1, XP_015668053.1	ENSCAFG00000004231.5
OG0006557	XP_015666398.1	ENSCAFG00000024665.3, ENSCAFG00000003903.5
OG0006558	XP_015687713.1	ENSCAFG00000015818.5
OG0006559	XP_015666394.1	ENSCAFG00000003871.4
OG0006560	XP_029141858.1	ENSCAFG00000014038.4
OG0006562	XP_015687715.1, XP_015687714.1	ENSCAFG00000015885.4
OG0006563	XP_015675162.1	ENSCAFG00000005665.4
OG0006564	XP_029140103.1	ENSCAFG00000014441.4
OG0006565	XP_015678451.1, XP_015682472.2	ENSCAFG00000014489.5
OG0006566	XP_029143180.1	ENSCAFG00000014228.5
OG0006567	XP_015680609.1	ENSCAFG00000014518.5
OG0006568	XP_015680608.1, XP_029141751.1	ENSCAFG00000031548.2
OG0006569	XP_015687794.1, XP_015687792.1	ENSCAFG00000014197.4
OG0006570	XP_015672982.1	ENSCAFG00000013001.5
OG0006571	XP_015675169.1	ENSCAFG00000005712.5
OG0006572	XP_029143190.1	ENSCAFG00000016510.4
OG0006573	XP_015666381.1	ENSCAFG00000003734.6
OG0006574	XP_015667515.1, XP_015667516.1	ENSCAFG00000013263.4
OG0006575	XP_015687856.1	ENSCAFG00000008979.4
OG0006576	XP_015667514.1	ENSCAFG00000013280.4
OG0006577	XP_015687739.1	ENSCAFG00000016441.5
OG0006578	XP_015683164.1, XP_015687797.1	ENSCAFG00000016407.4
OG0006579	XP_015667868.1	ENSCAFG00000024645.3
OG0006580	XP_015666402.1, XP_029138963.1	ENSCAFG00000019174.4
OG0006581	XP_015687745.1	ENSCAFG00000016359.4
OG0006582	XP_015687876.1	ENSCAFG00000009119.5
OG0006584	XP_015687875.1	ENSCAFG00000043229.1
OG0006586	XP_015667870.1	ENSCAFG00000011107.4
OG0006587	XP_015669454.1	ENSCAFG00000011123.4
OG0006588	XP_015669453.1	ENSCAFG00000042754.1
OG0006589	XP_015687866.1	ENSCAFG00000009320.4
OG0006590	XP_015669711.1	ENSCAFG00000012609.4
OG0006591	XP_015687755.1, XP_015682406.2	ENSCAFG00000016146.4
OG0006592	XP_015669702.1, XP_015669701.1	ENSCAFG00000012700.4
OG0006593	XP_029143174.1	ENSCAFG00000009651.3
OG0006594	XP_015687646.1	ENSCAFG00000049108.1, ENSCAFG00000013727.1
OG0006595	XP_015680195.1, XP_015674795.1	ENSCAFG00000009595.4
OG0006596	XP_015672970.1	ENSCAFG00000012986.5
OG0006597	XP_015678646.1	ENSCAFG00000010274.4
OG0006598	XP_015672727.1	ENSCAFG00000012494.5
OG0006599	XP_015678648.1	ENSCAFG00000019743.4, ENSCAFG00000032137.2
OG0006600	XP_015671176.1	ENSCAFG00000010026.5
OG0006601	XP_015678638.1	ENSCAFG00000001609.5
OG0006602	XP_015672733.1	ENSCAFG00000012327.4
OG0006603	XP_015676044.1	ENSCAFG00000001599.5
OG0006604	XP_015672714.1	ENSCAFG00000012199.4
OG0006605	XP_015672713.1	ENSCAFG00000012171.4
OG0006606	XP_029140849.1, XP_015676309.1	ENSCAFG00000000361.5
OG0006607	XP_029143142.1	ENSCAFG00000001586.4
OG0006608	XP_015665950.1	ENSCAFG00000015017.5
OG0006609	XP_015665949.1	ENSCAFG00000028879.2
OG0006610	XP_029138989.1	ENSCAFG00000004733.4
OG0006611	XP_015676295.1	ENSCAFG00000000356.4
OG0006612	XP_015684047.1	ENSCAFG00000001239.4
OG0006613	XP_015676577.1, XP_015676576.1	ENSCAFG00000001229.4
OG0006614	XP_029138880.1	ENSCAFG00000015615.4
OG0006615	XP_015666540.1	ENSCAFG00000004823.4
OG0006616	XP_015666553.1	ENSCAFG00000004843.5
OG0006617	XP_015677604.1, XP_015677603.1	ENSCAFG00000000333.5
OG0006618	XP_015665942.1	ENSCAFG00000014948.5
OG0006619	XP_015665941.1	ENSCAFG00000030243.2
