Orthogroup	P_Mucros.pep	G_gallus.pep
OG0006216	XP_015678926.1	ENSGALG00000001907.6
OG0006217	XP_015667337.1	ENSGALG00000009026.7
OG0006218	XP_029140897.1	ENSGALG00000007516.6
OG0006219	XP_015671013.1	ENSGALG00000003144.7
OG0006220	XP_015679645.1	ENSGALG00000006506.5
OG0006221	XP_015681574.1	ENSGALG00000008852.6
OG0006222	XP_015670756.1	ENSGALG00000054178.1
OG0006223	XP_015686819.1, XP_015682101.1	ENSGALG00000038789.2
OG0006224	XP_015685189.1, XP_015683524.1	ENSGALG00000037842.2
OG0006225	XP_015671471.1	ENSGALG00000003185.5
OG0006226	XP_015666641.1	ENSGALG00000030200.3
OG0006227	XP_015668515.1	ENSGALG00000031070.2
OG0006228	XP_015676752.1	ENSGALG00000003260.7
OG0006229	XP_015673259.1	ENSGALG00000012425.6
OG0006230	XP_015682539.1	ENSGALG00000001788.7
OG0006231	XP_015679388.1, XP_015676749.1	ENSGALG00000003294.7
OG0006232	XP_015671300.2	ENSGALG00000030028.3
OG0006233	XP_015684956.1, XP_015684727.1	ENSGALG00000008168.6
OG0006234	XP_029140336.1, XP_029140330.1	ENSGALG00000032501.2
OG0006235	XP_015673457.2	ENSGALG00000033989.2
OG0006236	XP_015680352.1	ENSGALG00000007477.7
OG0006237	XP_015668303.1, XP_015668302.1	ENSGALG00000029408.3
OG0006239	XP_015681084.1	ENSGALG00000043394.3
OG0006240	XP_015669789.1	ENSGALG00000005487.6
OG0006242	XP_015680233.1	ENSGALG00000015248.5
OG0006243	XP_015679332.1	ENSGALG00000003039.6
OG0006244	XP_015666119.1	ENSGALG00000009399.6
OG0006247	XP_029142237.1	ENSGALG00000005279.5
OG0006249	XP_015680436.1	ENSGALG00000006690.6
OG0006250	XP_029141485.1	ENSGALG00000003339.6
OG0006251	XP_015680439.1	ENSGALG00000055058.1
OG0006253	XP_015668718.1	ENSGALG00000011505.6
OG0006254	XP_015666120.1	ENSGALG00000009410.6
OG0006255	XP_015666197.1	ENSGALG00000033150.2
OG0006257	XP_029138905.1	ENSGALG00000049721.1
OG0006258	XP_015681846.1	ENSGALG00000003358.5
OG0006259	XP_029141026.1	ENSGALG00000043089.2
OG0006260	XP_015677512.1	ENSGALG00000043021.3
OG0006261	XP_015675751.1, XP_015666008.1	ENSGALG00000040471.3
OG0006262	XP_015677532.1, XP_015677533.1	ENSGALG00000014640.6
OG0006263	XP_015674367.1	ENSGALG00000035035.2
OG0006264	XP_029139867.1	ENSGALG00000004760.6
OG0006265	XP_015670906.1	ENSGALG00000023510.4
OG0006266	XP_015679470.1	ENSGALG00000051777.1
OG0006267	XP_015675522.2	ENSGALG00000026215.3
OG0006268	XP_015684129.1, XP_015683856.1	ENSGALG00000003741.6
OG0006269	XP_015670887.1	ENSGALG00000041821.3
OG0006270	XP_015674272.1	ENSGALG00000007151.6
OG0006271	XP_015687210.1	ENSGALG00000006301.6
OG0006272	XP_029141574.1	ENSGALG00000052265.1
OG0006273	XP_029139029.1	ENSGALG00000004424.6
OG0006274	XP_015679511.1	ENSGALG00000001959.5
OG0006276	XP_015673353.1	ENSGALG00000043223.2
OG0006277	XP_015679500.1	ENSGALG00000001951.6, ENSGALG00000046646.2
OG0006278	XP_029139865.1	ENSGALG00000043208.3
OG0006279	XP_029139563.1, XP_015669413.2	ENSGALG00000031929.2
OG0006280	XP_015666746.1	ENSGALG00000004290.7
OG0006281	XP_015670420.1	ENSGALG00000009170.7
OG0006282	XP_015680533.1	ENSGALG00000032768.2
OG0006283	XP_015678917.1	ENSGALG00000036969.2
OG0006284	XP_015682865.1, XP_015685496.1	ENSGALG00000011368.6
OG0006285	XP_015670224.1	ENSGALG00000037186.2
OG0006286	XP_015679536.1, XP_015679537.1	ENSGALG00000011366.7
OG0006287	XP_029142431.1	ENSGALG00000004711.6
OG0006288	XP_029139091.1, XP_029139092.1	ENSGALG00000009641.7
OG0006289	XP_015672043.1	ENSGALG00000033781.2
OG0006290	XP_015684699.1, XP_029142749.1	ENSGALG00000021572.5
OG0006291	XP_015681251.1, XP_015681250.1	ENSGALG00000009298.6
OG0006292	XP_015687507.1, XP_015687508.1	ENSGALG00000031381.3
OG0006293	XP_015686650.1, XP_029140040.1	ENSGALG00000035350.2
OG0006294	XP_015677414.1	ENSGALG00000044733.2, ENSGALG00000015143.7
OG0006295	XP_015678119.1, XP_015666411.1	ENSGALG00000052748.1
OG0006296	XP_029141106.1	ENSGALG00000005891.6
OG0006297	XP_015676129.1	ENSGALG00000020486.6, ENSGALG00000007127.7
OG0006299	XP_015685221.1	ENSGALG00000004186.7
OG0006300	XP_015681258.1	ENSGALG00000009312.6
OG0006301	XP_029138851.1, XP_015681765.1	ENSGALG00000053583.1
OG0006302	XP_015687519.1	ENSGALG00000036264.3
OG0006303	XP_015677582.1	ENSGALG00000005885.7
OG0006304	XP_015668289.1	ENSGALG00000050734.1
OG0006305	XP_015687517.1, XP_015687516.1	ENSGALG00000003329.6
OG0006306	XP_015677983.1, XP_015686201.1	ENSGALG00000040128.2
OG0006307	XP_015674606.1	ENSGALG00000009372.6
OG0006308	XP_015684357.2	ENSGALG00000008698.7
OG0006309	XP_015672904.1, XP_015672902.1	ENSGALG00000008749.5
OG0006310	XP_015684714.1, XP_015684715.1	ENSGALG00000009402.6
OG0006311	XP_015684722.1	ENSGALG00000009409.5
OG0006312	XP_015667100.1	ENSGALG00000009737.7
OG0006313	XP_015674846.1	ENSGALG00000038026.2
OG0006314	XP_015678058.1	ENSGALG00000031982.3
OG0006315	XP_015677648.1	ENSGALG00000009477.5
OG0006317	XP_015671161.1	ENSGALG00000012913.7
OG0006318	XP_015677101.1	ENSGALG00000034860.2
OG0006319	XP_015667102.1	ENSGALG00000010711.6
OG0006320	XP_015678050.1, XP_015678049.1	ENSGALG00000053063.1
OG0006321	XP_015678056.1	ENSGALG00000044654.2
OG0006322	XP_015678055.1	ENSGALG00000001593.7
OG0006323	XP_015687325.1	ENSGALG00000009533.5
OG0006324	XP_029142566.1, XP_015666416.2	ENSGALG00000054976.1
OG0006325	XP_015666273.1	ENSGALG00000010803.6
OG0006326	XP_015666284.1	ENSGALG00000010804.6
OG0006327	XP_015682661.1	ENSGALG00000053509.1
OG0006328	XP_029142642.1	ENSGALG00000052653.1
OG0006329	XP_015687327.1, XP_015687326.1	ENSGALG00000039728.2
OG0006330	XP_015670884.1	ENSGALG00000009682.5
OG0006331	XP_015666292.1	ENSGALG00000010868.6
OG0006332	XP_015666279.2	ENSGALG00000010875.6
OG0006333	XP_015667084.1	ENSGALG00000037172.3
OG0006334	XP_029139613.1	ENSGALG00000039171.3
OG0006335	XP_015672105.1	ENSGALG00000010302.7
OG0006336	XP_015669660.1, XP_015669661.1	ENSGALG00000012994.6
OG0006337	XP_015667086.1	ENSGALG00000040626.2
OG0006338	XP_015666293.1	ENSGALG00000039454.2
OG0006339	XP_015679227.2	ENSGALG00000026214.4
OG0006340	XP_015666093.1	ENSGALG00000010915.5
OG0006341	XP_015666094.1	ENSGALG00000029856.3
OG0006342	XP_029139212.1	ENSGALG00000001099.6
OG0006343	XP_015666057.1, XP_015666056.1	ENSGALG00000010925.7
OG0006344	XP_015667645.1	ENSGALG00000000949.5
OG0006345	XP_015666061.1	ENSGALG00000010976.5
OG0006346	XP_015666062.1	ENSGALG00000010977.6
OG0006347	XP_015666050.1	ENSGALG00000010980.6
OG0006348	XP_015679173.1	ENSGALG00000010399.5
OG0006349	XP_029139279.1	ENSGALG00000015556.6
OG0006350	XP_015679171.1	ENSGALG00000010401.7
OG0006351	XP_015673195.1, XP_015673187.1	ENSGALG00000027591.4
OG0006352	XP_015673218.1	ENSGALG00000010411.7
OG0006353	XP_015668007.1	ENSGALG00000008808.7
OG0006354	XP_015682668.2	ENSGALG00000008457.6
OG0006355	XP_015678824.1	ENSGALG00000010427.5
OG0006356	XP_029142233.1	ENSGALG00000008416.7
OG0006357	XP_015666228.1	ENSGALG00000011251.5
OG0006358	XP_015666229.1	ENSGALG00000011248.6
OG0006359	XP_029141800.1, XP_015666237.1	ENSGALG00000011243.6
OG0006360	XP_015668439.1	ENSGALG00000038512.2
OG0006361	XP_029139365.1	ENSGALG00000006810.6
OG0006362	XP_029140954.1	ENSGALG00000013039.6
OG0006363	XP_015682612.1	ENSGALG00000008372.6
OG0006364	XP_015682739.1	ENSGALG00000036869.2
OG0006365	XP_015677364.1	ENSGALG00000002612.6
OG0006366	XP_015666235.1	ENSGALG00000011211.7
OG0006367	XP_015682590.1	ENSGALG00000013041.7
OG0006368	XP_015682580.1, XP_015682573.1	ENSGALG00000013043.7
OG0006369	XP_015677360.1, XP_015677359.1	ENSGALG00000002639.7
OG0006370	XP_015666092.1	ENSGALG00000011185.6
OG0006371	XP_015676581.1	ENSGALG00000002706.6
OG0006372	XP_015678669.1, XP_015678677.1	ENSGALG00000029724.2
OG0006373	XP_015676584.1, XP_015671793.1	ENSGALG00000002800.6
OG0006374	XP_015674307.1	ENSGALG00000013063.7
OG0006375	XP_015675813.1	ENSGALG00000040666.3
OG0006376	XP_029140751.1	ENSGALG00000012812.6
OG0006377	XP_015675805.1	ENSGALG00000012834.7
OG0006378	XP_015671789.1	ENSGALG00000002958.7
OG0006379	XP_015671784.1	ENSGALG00000003052.7
OG0006380	XP_015669842.1	ENSGALG00000037242.3
OG0006381	XP_015669841.1	ENSGALG00000040873.3
OG0006382	XP_015674511.1	ENSGALG00000012874.6
OG0006383	XP_015674510.1	ENSGALG00000012875.6
OG0006384	XP_015684839.1, XP_015678875.1, XP_015678874.1	ENSGALG00000012877.6
OG0006385	XP_029140752.1	ENSGALG00000012796.7
OG0006386	XP_015678576.1	ENSGALG00000034586.2
OG0006388	XP_015687089.1	ENSGALG00000005248.6
OG0006389	XP_015686664.1, XP_029143071.1	ENSGALG00000005302.6
OG0006390	XP_015674504.1, XP_015674505.1	ENSGALG00000005135.6
OG0006391	XP_015675730.1, XP_015675732.1, XP_015675729.1	ENSGALG00000005340.7
OG0006392	XP_015674506.1	ENSGALG00000029819.2
OG0006393	XP_015667259.1	ENSGALG00000030287.2
OG0006394	XP_015675728.1, XP_015675727.1	ENSGALG00000043087.3
OG0006395	XP_015667229.1	ENSGALG00000041568.2
OG0006396	XP_015679352.2	ENSGALG00000031457.2
OG0006397	XP_015676793.1, XP_015676802.1	ENSGALG00000034575.2
OG0006398	XP_015676824.1	ENSGALG00000005367.6
OG0006399	XP_015676835.1	ENSGALG00000005505.6
OG0006400	XP_015670558.1, XP_015670559.1	ENSGALG00000012697.6
OG0006401	XP_015666659.1, XP_015666658.1	ENSGALG00000033038.3
OG0006402	XP_015670553.1	ENSGALG00000028254.3
OG0006403	XP_015684766.1	ENSGALG00000005647.4
OG0006404	XP_015673851.1	ENSGALG00000012662.5
OG0006405	XP_015673848.1, XP_015673849.1	ENSGALG00000012658.7
OG0006406	XP_015684848.1, XP_015684840.1	ENSGALG00000005571.5
OG0006407	XP_015666664.1	ENSGALG00000043636.2
OG0006408	XP_015668546.1	ENSGALG00000046769.1
OG0006409	XP_029140113.1	ENSGALG00000043596.3
OG0006410	XP_015668554.1	ENSGALG00000031294.3
OG0006411	XP_015668551.1	ENSGALG00000031758.2
OG0006412	XP_015682115.1, XP_029142997.1	ENSGALG00000006016.6
OG0006413	XP_015668328.1, XP_015668327.1	ENSGALG00000012640.2
OG0006414	XP_015669945.1	ENSGALG00000008818.7
OG0006415	XP_015682117.1	ENSGALG00000031766.3
OG0006416	XP_015668321.1, XP_015668320.1	ENSGALG00000012631.5
OG0006417	XP_015686691.1	ENSGALG00000005552.6
OG0006418	XP_015673357.1, XP_015673356.1	ENSGALG00000005478.7
OG0006419	XP_015674542.1	ENSGALG00000005442.6
OG0006420	XP_015668316.1	ENSGALG00000028627.3
OG0006421	XP_015674550.1	ENSGALG00000005418.6
OG0006423	XP_015674541.1	ENSGALG00000005407.6
OG0006424	XP_015687205.1	ENSGALG00000044768.2
OG0006425	XP_015668287.1	ENSGALG00000037863.3
OG0006426	XP_015679165.1, XP_015677572.1	ENSGALG00000031971.2
OG0006427	XP_015680006.1	ENSGALG00000037739.3
OG0006428	XP_015674539.1	ENSGALG00000005922.7
OG0006429	XP_015679958.1, XP_015679966.1	ENSGALG00000006298.6
OG0006430	XP_015674545.1	ENSGALG00000005953.7
OG0006431	XP_015677064.1	ENSGALG00000043006.3
OG0006432	XP_015677067.1	ENSGALG00000016559.5
OG0006434	XP_015679589.1	ENSGALG00000006051.6
OG0006435	XP_029140013.1	ENSGALG00000013084.4
OG0006436	XP_029142306.1, XP_015685610.1	ENSGALG00000006167.6
OG0006437	XP_015680735.1, XP_015686261.1	ENSGALG00000006471.6
OG0006438	XP_015687341.1, XP_015687333.1	ENSGALG00000012532.6
OG0006439	XP_029140910.1	ENSGALG00000013102.6
OG0006440	XP_029139898.1	ENSGALG00000006632.5
OG0006441	XP_015687352.1	ENSGALG00000012529.7
OG0006442	XP_015672313.1	ENSGALG00000006252.6
OG0006443	XP_015678361.1, XP_015678360.1	ENSGALG00000013400.7
OG0006444	XP_015675314.1	ENSGALG00000028423.4
OG0006445	XP_015669618.1	ENSGALG00000006566.5
OG0006446	XP_015687472.1	ENSGALG00000038141.2
OG0006447	XP_015667554.1	ENSGALG00000013441.6
OG0006448	XP_029143158.1	ENSGALG00000012483.6
OG0006449	XP_029142631.1, XP_015683399.1	ENSGALG00000033179.3
OG0006450	XP_015672762.1	ENSGALG00000038556.3
OG0006451	XP_015683389.1	ENSGALG00000033834.3
OG0006452	XP_015672760.1	ENSGALG00000039658.2
OG0006453	XP_015685962.1, XP_029140523.1	ENSGALG00000006804.6
OG0006454	XP_015682977.1	ENSGALG00000011058.6
OG0006455	XP_015672771.1, XP_015672770.1	ENSGALG00000012236.6
OG0006456	XP_015679057.1, XP_015679056.1	ENSGALG00000011035.6
OG0006457	XP_015669637.1	ENSGALG00000006649.5
OG0006458	XP_029141428.1	ENSGALG00000033759.3
OG0006459	XP_015665525.1, XP_015665524.1	ENSGALG00000043451.2
OG0006460	XP_015678164.1, XP_015678165.1	ENSGALG00000013138.6
OG0006461	XP_015672205.1, XP_015672204.1	ENSGALG00000012150.7
OG0006462	XP_015671019.1	ENSGALG00000010991.6
OG0006463	XP_015672474.1	ENSGALG00000013131.5
OG0006464	XP_015672201.1	ENSGALG00000029810.2
OG0006465	XP_015677683.1, XP_015684293.1	ENSGALG00000012056.6
OG0006466	XP_015669211.1	ENSGALG00000020943.5
OG0006467	XP_015670652.1	ENSGALG00000023120.4, ENSGALG00000023122.4
OG0006468	XP_015671025.1	ENSGALG00000010924.7
OG0006469	XP_015679286.1, XP_015679287.1	ENSGALG00000029508.2
OG0006470	XP_015686953.1, XP_015686952.1	ENSGALG00000026210.4
OG0006471	XP_015669194.1	ENSGALG00000030194.3
OG0006472	XP_015669083.1	ENSGALG00000011992.7
OG0006473	XP_015669200.1	ENSGALG00000038730.2
OG0006474	XP_015686970.1	ENSGALG00000015935.7
OG0006475	XP_029139493.1, XP_015669094.1	ENSGALG00000011958.7
OG0006476	XP_015669196.1	ENSGALG00000001696.7
OG0006477	XP_015669093.1	ENSGALG00000047248.1
OG0006478	XP_015679133.1	ENSGALG00000051885.1
OG0006479	XP_015669020.2	ENSGALG00000019322.3
OG0006480	XP_015666356.1	ENSGALG00000010761.6
OG0006481	XP_015666345.1	ENSGALG00000010752.6
OG0006482	XP_015666361.1, XP_015666360.1	ENSGALG00000010746.6
OG0006483	XP_015671263.1, XP_015685384.1	ENSGALG00000032619.3
OG0006485	XP_015669917.1	ENSGALG00000011745.6
OG0006486	XP_015671314.1	ENSGALG00000040168.3
OG0006487	XP_015669918.1	ENSGALG00000011740.5
OG0006489	XP_015671759.1	ENSGALG00000041501.3
OG0006490	XP_015669931.1, XP_015676401.1, XP_015676402.1	ENSGALG00000011682.5
OG0006491	XP_015671741.1	ENSGALG00000036356.2
OG0006492	XP_015671745.1, XP_015671744.1	ENSGALG00000034655.3
OG0006493	XP_015676397.1	ENSGALG00000011651.7
OG0006494	XP_015676399.1	ENSGALG00000011643.6
OG0006495	XP_015671747.1	ENSGALG00000007078.7
OG0006496	XP_015671750.1	ENSGALG00000037283.3
OG0006497	XP_015687003.1	ENSGALG00000019741.6
OG0006498	XP_029139727.1	ENSGALG00000000417.6
OG0006499	XP_015671756.1	ENSGALG00000017419.7
OG0006500	XP_015673637.1, XP_015673638.1	ENSGALG00000040976.3
OG0006501	XP_015671768.1	ENSGALG00000007014.7
OG0006502	XP_015687016.1	ENSGALG00000024449.5
OG0006503	XP_015666789.1	ENSGALG00000009032.7
OG0006504	XP_015666862.1	ENSGALG00000009045.6
OG0006505	XP_029139045.1	ENSGALG00000009957.5
OG0006506	XP_015680009.1	ENSGALG00000006134.6
OG0006507	XP_015666852.1	ENSGALG00000009971.5
OG0006508	XP_015666853.1, XP_015666855.1	ENSGALG00000009988.6
OG0006509	XP_015678735.2, XP_029141358.1	ENSGALG00000008025.6
OG0006510	XP_015668121.1, XP_015668122.1	ENSGALG00000043701.2
OG0006511	XP_015675253.1, XP_015675251.1	ENSGALG00000008039.4
OG0006512	XP_015668120.1	ENSGALG00000033709.3
OG0006513	XP_015666850.1	ENSGALG00000033943.2
OG0006514	XP_015669684.1, XP_015669685.1	ENSGALG00000002765.5
OG0006515	XP_015675261.1, XP_015675262.1	ENSGALG00000041010.3
OG0006516	XP_015675274.1	ENSGALG00000008121.6
OG0006518	XP_015675263.1	ENSGALG00000008124.7
OG0006519	XP_015668233.1	ENSGALG00000011342.6
OG0006520	XP_029141479.1	ENSGALG00000000201.5
OG0006521	XP_015668265.1	ENSGALG00000008271.4
OG0006522	XP_015668264.1	ENSGALG00000008273.4
OG0006523	XP_015668258.1	ENSGALG00000011325.6
OG0006524	XP_015668277.2	ENSGALG00000008293.6
OG0006525	XP_015668269.1, XP_015668278.1	ENSGALG00000011320.6
OG0006526	XP_029139047.1	ENSGALG00000010087.8
OG0006527	XP_015668288.1	ENSGALG00000019336.5
OG0006528	XP_015668299.1	ENSGALG00000011297.4
OG0006529	XP_015666838.1, XP_015666837.1	ENSGALG00000010091.7
OG0006530	XP_015668270.1, XP_015668271.1	ENSGALG00000052088.1
OG0006531	XP_029143050.1	ENSGALG00000045889.2
OG0006532	XP_015668166.1, XP_015668353.1	ENSGALG00000011277.5
OG0006533	XP_015686581.1, XP_029139310.1	ENSGALG00000011270.4
OG0006534	XP_029143057.1	ENSGALG00000054766.1
OG0006535	XP_015666456.1, XP_015666457.1	ENSGALG00000011206.6
OG0006536	XP_015666455.1	ENSGALG00000033106.2
OG0006537	XP_015674317.1, XP_015674318.1, XP_015674321.1	ENSGALG00000008555.6
OG0006538	XP_015666815.2	ENSGALG00000010226.8
OG0006539	XP_015670123.2	ENSGALG00000000914.6
OG0006540	XP_015673421.1, XP_015673413.1	ENSGALG00000027192.4
OG0006541	XP_029140368.1	ENSGALG00000044478.2
OG0006542	XP_015671976.2	ENSGALG00000028648.3
OG0006543	XP_015683697.1, XP_015670125.1	ENSGALG00000000674.6
OG0006544	XP_015666794.1	ENSGALG00000010124.7
OG0006545	XP_015686460.1, XP_015684785.1	ENSGALG00000049446.1
OG0006546	XP_015667521.1	ENSGALG00000010342.7
OG0006547	XP_015667013.1	ENSGALG00000010313.6
OG0006548	XP_015667526.1	ENSGALG00000026490.4
OG0006549	XP_015669101.1	ENSGALG00000004769.7
OG0006550	XP_015687701.1	ENSGALG00000000379.6
OG0006551	XP_015667017.1	ENSGALG00000010351.6
OG0006552	XP_015667010.1	ENSGALG00000010356.6
OG0006553	XP_015667280.1	ENSGALG00000010049.6
OG0006554	XP_015667019.1	ENSGALG00000017380.6
OG0006555	XP_015667020.1	ENSGALG00000010360.7
OG0006556	XP_015668051.1, XP_015668053.1	ENSGALG00000010436.5
OG0006557	XP_015666398.1	ENSGALG00000010536.6
OG0006558	XP_015687713.1	ENSGALG00000003475.7
OG0006559	XP_015666394.1	ENSGALG00000010543.6
OG0006560	XP_029141858.1	ENSGALG00000004446.4
OG0006561	XP_015667266.1	ENSGALG00000010200.6
OG0006562	XP_015687715.1, XP_015687714.1	ENSGALG00000025764.3
OG0006563	XP_015675162.1	ENSGALG00000010227.7
OG0006564	XP_029140103.1	ENSGALG00000034104.3
OG0006565	XP_015678451.1, XP_015682472.2	ENSGALG00000004372.7
OG0006566	XP_029143180.1	ENSGALG00000039978.3
OG0006567	XP_015680609.1	ENSGALG00000004355.6
OG0006568	XP_015680608.1, XP_029141751.1	ENSGALG00000004332.6
OG0006569	XP_015687794.1, XP_015687792.1	ENSGALG00000026518.3
OG0006570	XP_015672982.1	ENSGALG00000052052.1
OG0006571	XP_015675169.1	ENSGALG00000010253.6
OG0006572	XP_029143190.1	ENSGALG00000025788.3
OG0006573	XP_015666381.1	ENSGALG00000010629.6
OG0006574	XP_015667515.1, XP_015667516.1	ENSGALG00000042949.3
OG0006575	XP_015687856.1	ENSGALG00000011175.7
OG0006576	XP_015667514.1	ENSGALG00000010464.6
OG0006577	XP_015687739.1	ENSGALG00000001708.6
OG0006578	XP_015683164.1, XP_015687797.1	ENSGALG00000039633.2
OG0006579	XP_015667868.1	ENSGALG00000010476.6
OG0006580	XP_015666402.1, XP_029138963.1	ENSGALG00000010681.7
OG0006581	XP_015687745.1	ENSGALG00000022030.3
OG0006582	XP_015687876.1	ENSGALG00000011210.7
OG0006583	XP_029138962.1	ENSGALG00000029023.4
OG0006584	XP_015687875.1	ENSGALG00000023191.5
OG0006585	XP_029138958.1	ENSGALG00000010721.6
OG0006586	XP_015667870.1	ENSGALG00000020615.5
OG0006588	XP_015669453.1	ENSGALG00000010491.6
OG0006589	XP_015687866.1	ENSGALG00000011124.7
OG0006590	XP_015669711.1	ENSGALG00000038254.3
OG0006591	XP_015687755.1, XP_015682406.2	ENSGALG00000030739.2
OG0006592	XP_015669702.1, XP_015669701.1	ENSGALG00000009681.7
OG0006593	XP_029143174.1	ENSGALG00000000611.6
OG0006594	XP_015687646.1	ENSGALG00000000137.7
OG0006595	XP_015680195.1, XP_015674795.1	ENSGALG00000010921.7
OG0006596	XP_015672970.1	ENSGALG00000041255.2
OG0006598	XP_015672727.1	ENSGALG00000032373.2
OG0006599	XP_015678648.1	ENSGALG00000023763.5
OG0006600	XP_015671176.1	ENSGALG00000037339.2
OG0006601	XP_015678638.1	ENSGALG00000003461.8
OG0006602	XP_015672733.1	ENSGALG00000035013.2
OG0006603	XP_015676044.1	ENSGALG00000039878.2
OG0006604	XP_015672714.1	ENSGALG00000009433.7
OG0006605	XP_015672713.1	ENSGALG00000009427.7
OG0006606	XP_029140849.1, XP_015676309.1	ENSGALG00000009859.5
OG0006607	XP_029143142.1	ENSGALG00000023781.3
OG0006608	XP_015665950.1	ENSGALG00000003256.7
OG0006609	XP_015665949.1	ENSGALG00000003261.6
OG0006610	XP_029138989.1	ENSGALG00000016959.6
OG0006611	XP_015676295.1	ENSGALG00000009840.6
OG0006612	XP_015684047.1	ENSGALG00000002735.6
OG0006613	XP_015676577.1, XP_015676576.1	ENSGALG00000041792.3
OG0006614	XP_029138880.1	ENSGALG00000011485.5
OG0006615	XP_015666540.1	ENSGALG00000016946.7
OG0006616	XP_015666553.1	ENSGALG00000016943.6
OG0006617	XP_015677604.1, XP_015677603.1	ENSGALG00000009795.6
OG0006618	XP_015665942.1	ENSGALG00000028866.3
OG0006619	XP_015665941.1	ENSGALG00000045738.2
OG0006620	XP_029138879.1	ENSGALG00000054364.1
OG0006621	XP_015665938.1	ENSGALG00000032628.2
OG0006622	XP_015667980.2	ENSGALG00000016934.6
OG0006623	XP_015665885.1	ENSGALG00000050797.1
OG0006624	XP_015687563.1	ENSGALG00000009747.6
OG0006625	XP_015671011.1	ENSGALG00000031493.2
OG0006626	XP_015671004.1	ENSGALG00000003226.6
OG0006627	XP_015678088.1	ENSGALG00000016898.6
OG0006628	XP_029138892.1	ENSGALG00000029558.2, ENSGALG00000051244.1
OG0006629	XP_015684952.1, XP_015679928.2	ENSGALG00000016896.7
OG0006630	XP_015668081.1	ENSGALG00000000551.6
OG0006631	XP_015673541.1, XP_015673540.1	ENSGALG00000014510.7
OG0006632	XP_015665925.1	ENSGALG00000036452.2
OG0006633	XP_015665923.1, XP_015680168.1	ENSGALG00000011937.6
OG0006634	XP_015674717.2	ENSGALG00000016893.7
OG0006635	XP_015673215.1	ENSGALG00000033245.3
OG0006636	XP_029138890.1	ENSGALG00000000284.6
OG0006637	XP_015679548.1, XP_015665968.1	ENSGALG00000032740.2
OG0006638	XP_015665964.1, XP_015679542.2	ENSGALG00000001276.5
OG0006639	XP_015684266.1, XP_015685171.1	ENSGALG00000027514.4
OG0006640	XP_015687173.1, XP_015687174.1	ENSGALG00000009540.4
OG0006641	XP_015687812.1	ENSGALG00000016917.5
OG0006643	XP_029138873.1	ENSGALG00000033683.3
OG0006644	XP_015687835.1, XP_015687834.1	ENSGALG00000016921.6
OG0006645	XP_029138884.1, XP_029138885.1	ENSGALG00000009943.6
OG0006646	XP_015673222.1, XP_029140303.1	ENSGALG00000030941.2
OG0006647	XP_015669511.1	ENSGALG00000009485.7
OG0006648	XP_015673145.1	ENSGALG00000030070.3
OG0006649	XP_015677063.1	ENSGALG00000007993.7
OG0006650	XP_029140865.1	ENSGALG00000009435.7
