Orthogroup	C_familiaris.pep	X_tropicalis.pep
OG0006026	ENSCAFG00000000167.5	ENSXETG00000012760.1
OG0006027	ENSCAFG00000030194.2	ENSXETG00000017732.1
OG0006028	ENSCAFG00000030531.2	ENSXETG00000014093.1
OG0006029	ENSCAFG00000004876.5	ENSXETG00000000669.1
OG0006030	ENSCAFG00000020028.3	ENSXETG00000000459.1
OG0006031	ENSCAFG00000019154.4	ENSXETG00000021235.1
OG0006032	ENSCAFG00000000384.5	ENSXETG00000016306.1
OG0006033	ENSCAFG00000004878.6	ENSXETG00000000797.1
OG0006034	ENSCAFG00000009361.5	ENSXETG00000017404.1
OG0006035	ENSCAFG00000019305.5	ENSXETG00000012803.1
OG0006036	ENSCAFG00000007636.4	ENSXETG00000015772.1
OG0006037	ENSCAFG00000019664.4	ENSXETG00000017065.1
OG0006038	ENSCAFG00000004894.4	ENSXETG00000000823.1
OG0006039	ENSCAFG00000000410.3	ENSXETG00000011449.1
OG0006040	ENSCAFG00000019547.3	ENSXETG00000006535.1
OG0006041	ENSCAFG00000009318.5	ENSXETG00000014414.1
OG0006042	ENSCAFG00000014270.4	ENSXETG00000006547.1
OG0006043	ENSCAFG00000010270.4, ENSCAFG00000023721.4	ENSXETG00000011565.1
OG0006044	ENSCAFG00000012126.4	ENSXETG00000004074.1
OG0006045	ENSCAFG00000019513.5	ENSXETG00000018124.1
OG0006046	ENSCAFG00000002305.5	ENSXETG00000018787.1
OG0006047	ENSCAFG00000004932.4	ENSXETG00000019010.1
OG0006048	ENSCAFG00000000512.5	ENSXETG00000012545.1
OG0006049	ENSCAFG00000028461.2	ENSXETG00000012537.1
OG0006050	ENSCAFG00000000037.4	ENSXETG00000003224.1
OG0006051	ENSCAFG00000000519.4	ENSXETG00000012530.1
OG0006052	ENSCAFG00000002327.4	ENSXETG00000008667.1
OG0006053	ENSCAFG00000016417.4	ENSXETG00000011002.1
OG0006054	ENSCAFG00000000428.4	ENSXETG00000011723.1
OG0006055	ENSCAFG00000000036.3	ENSXETG00000009777.1
OG0006056	ENSCAFG00000017653.4, ENSCAFG00000046802.1	ENSXETG00000012580.1
OG0006057	ENSCAFG00000017421.4	ENSXETG00000006312.1
OG0006058	ENSCAFG00000030060.2	ENSXETG00000012571.1
OG0006059	ENSCAFG00000004964.4	ENSXETG00000020725.1
OG0006060	ENSCAFG00000016387.4	ENSXETG00000016693.1
OG0006061	ENSCAFG00000014077.3, ENSCAFG00000000432.4	ENSXETG00000011966.1
OG0006062	ENSCAFG00000016464.4	ENSXETG00000008239.1
OG0006063	ENSCAFG00000016354.4	ENSXETG00000009931.1, ENSXETG00000010833.1
OG0006064	ENSCAFG00000023363.3	ENSXETG00000008363.1
OG0006065	ENSCAFG00000006300.4	ENSXETG00000013166.1
OG0006066	ENSCAFG00000000435.5	ENSXETG00000006711.1
OG0006067	ENSCAFG00000020016.5	ENSXETG00000014068.1
OG0006068	ENSCAFG00000000436.4	ENSXETG00000006778.1
OG0006069	ENSCAFG00000003265.5	ENSXETG00000001760.1
OG0006070	ENSCAFG00000000582.5	ENSXETG00000019510.1
OG0006071	ENSCAFG00000000021.4	ENSXETG00000016628.1
OG0006072	ENSCAFG00000047992.1, ENSCAFG00000017605.4	ENSXETG00000011372.1
OG0006073	ENSCAFG00000000588.5	ENSXETG00000020317.1
OG0006075	ENSCAFG00000000016.5	ENSXETG00000016208.1
OG0006076	ENSCAFG00000006101.5	ENSXETG00000012915.1
OG0006077	ENSCAFG00000019997.4	ENSXETG00000013443.1
OG0006078	ENSCAFG00000029845.2	ENSXETG00000013467.1
OG0006079	ENSCAFG00000014196.4	ENSXETG00000012534.1
OG0006080	ENSCAFG00000000010.5	ENSXETG00000018080.1
OG0006081	ENSCAFG00000000009.4	ENSXETG00000018172.1, ENSXETG00000017275.1
OG0006082	ENSCAFG00000002920.4	ENSXETG00000001480.1
OG0006084	ENSCAFG00000019112.4	ENSXETG00000005265.1
OG0006085	ENSCAFG00000019725.5	ENSXETG00000015167.1
OG0006087	ENSCAFG00000017219.4	ENSXETG00000015461.1
OG0006088	ENSCAFG00000010436.4	ENSXETG00000003507.1
OG0006089	ENSCAFG00000019274.5	ENSXETG00000009940.1
OG0006091	ENSCAFG00000010284.4	ENSXETG00000004025.1
OG0006092	ENSCAFG00000005392.4	ENSXETG00000010747.1
OG0006093	ENSCAFG00000023176.3	ENSXETG00000007098.1
OG0006094	ENSCAFG00000001836.5	ENSXETG00000016831.1
OG0006095	ENSCAFG00000010160.5	ENSXETG00000021160.1
OG0006096	ENSCAFG00000001840.4	ENSXETG00000018314.1, ENSXETG00000016802.1
OG0006098	ENSCAFG00000012619.4	ENSXETG00000015752.1
OG0006099	ENSCAFG00000014085.5	ENSXETG00000008337.1
OG0006100	ENSCAFG00000014062.5	ENSXETG00000008216.1
OG0006101	ENSCAFG00000014989.4	ENSXETG00000010567.1
OG0006102	ENSCAFG00000012679.4	ENSXETG00000009696.1
OG0006103	ENSCAFG00000009857.4, ENSCAFG00000029176.2	ENSXETG00000012411.1
OG0006104	ENSCAFG00000009885.5	ENSXETG00000020000.1
OG0006105	ENSCAFG00000019337.3	ENSXETG00000014520.1
OG0006106	ENSCAFG00000006489.4	ENSXETG00000001157.1
OG0006107	ENSCAFG00000018039.3	ENSXETG00000000193.1
OG0006108	ENSCAFG00000012789.4	ENSXETG00000009884.1
OG0006109	ENSCAFG00000015269.4	ENSXETG00000017036.1
OG0006110	ENSCAFG00000015264.4	ENSXETG00000019602.1
OG0006111	ENSCAFG00000015251.4	ENSXETG00000020375.1
OG0006112	ENSCAFG00000006673.4	ENSXETG00000013581.1
OG0006113	ENSCAFG00000010146.5	ENSXETG00000017795.1
OG0006114	ENSCAFG00000015237.4	ENSXETG00000008233.1
OG0006116	ENSCAFG00000003984.4	ENSXETG00000010308.1
OG0006117	ENSCAFG00000023607.3	ENSXETG00000006543.1
OG0006119	ENSCAFG00000008990.5	ENSXETG00000006638.1
OG0006120	ENSCAFG00000009687.4	ENSXETG00000015471.1
OG0006121	ENSCAFG00000019491.5, ENSCAFG00000044040.1	ENSXETG00000015115.1
OG0006122	ENSCAFG00000002310.5	ENSXETG00000018676.1
OG0006123	ENSCAFG00000008997.5	ENSXETG00000012090.1
OG0006124	ENSCAFG00000009681.3	ENSXETG00000006933.1
OG0006125	ENSCAFG00000020067.5	ENSXETG00000011369.1
OG0006126	ENSCAFG00000015671.6	ENSXETG00000013181.1
OG0006127	ENSCAFG00000008478.3	ENSXETG00000016821.1
OG0006128	ENSCAFG00000011763.6	ENSXETG00000011288.1
OG0006129	ENSCAFG00000032307.2	ENSXETG00000013617.1, ENSXETG00000019643.1, ENSXETG00000021035.1, ENSXETG00000007330.1
OG0006131	ENSCAFG00000023202.4, ENSCAFG00000003862.4	ENSXETG00000020892.1
OG0006132	ENSCAFG00000015789.4	ENSXETG00000019229.1
OG0006133	ENSCAFG00000020099.4	ENSXETG00000008820.1
OG0006134	ENSCAFG00000005470.5	ENSXETG00000015462.1
OG0006135	ENSCAFG00000015803.5	ENSXETG00000018599.1
OG0006136	ENSCAFG00000003304.4	ENSXETG00000018088.1
OG0006137	ENSCAFG00000020109.5	ENSXETG00000009112.1
OG0006138	ENSCAFG00000001913.4	ENSXETG00000017277.1
OG0006140	ENSCAFG00000017892.4	ENSXETG00000013477.1
OG0006141	ENSCAFG00000031985.2, ENSCAFG00000018409.3	ENSXETG00000020408.1
OG0006142	ENSCAFG00000031803.2	ENSXETG00000019319.1
OG0006143	ENSCAFG00000010265.4	ENSXETG00000004249.1, ENSXETG00000004284.1
OG0006144	ENSCAFG00000044488.1, ENSCAFG00000049223.1	ENSXETG00000014099.1
OG0006145	ENSCAFG00000009997.5	ENSXETG00000014090.1
OG0006146	ENSCAFG00000004329.5	ENSXETG00000018492.1
OG0006147	ENSCAFG00000042407.1	ENSXETG00000014263.1
OG0006148	ENSCAFG00000003247.3	ENSXETG00000018800.1
OG0006149	ENSCAFG00000018287.4	ENSXETG00000019948.1
OG0006151	ENSCAFG00000010047.5	ENSXETG00000013842.1
OG0006152	ENSCAFG00000029165.2	ENSXETG00000021234.1
OG0006153	ENSCAFG00000001956.4	ENSXETG00000020794.1
OG0006154	ENSCAFG00000018762.4	ENSXETG00000006383.1
OG0006156	ENSCAFG00000015871.4	ENSXETG00000007244.1
OG0006157	ENSCAFG00000018266.5	ENSXETG00000021067.1, ENSXETG00000019403.1
OG0006158	ENSCAFG00000004264.4	ENSXETG00000012024.1
OG0006159	ENSCAFG00000004249.5	ENSXETG00000018859.1
OG0006160	ENSCAFG00000004218.4	ENSXETG00000017580.1
OG0006162	ENSCAFG00000004210.4	ENSXETG00000017071.1
OG0006163	ENSCAFG00000012185.3, ENSCAFG00000030622.2	ENSXETG00000020842.1
OG0006164	ENSCAFG00000019336.4	ENSXETG00000014300.1
OG0006165	ENSCAFG00000007060.4	ENSXETG00000018607.1
OG0006166	ENSCAFG00000004174.5	ENSXETG00000018601.1
OG0006167	ENSCAFG00000002006.4	ENSXETG00000020282.1, ENSXETG00000018820.1
OG0006168	ENSCAFG00000007691.4	ENSXETG00000008663.1
OG0006169	ENSCAFG00000029120.2	ENSXETG00000019240.1
OG0006171	ENSCAFG00000017854.5	ENSXETG00000000693.1
OG0006172	ENSCAFG00000004145.5	ENSXETG00000021365.1
OG0006173	ENSCAFG00000002577.4	ENSXETG00000000706.1
OG0006174	ENSCAFG00000007011.4	ENSXETG00000017695.1
OG0006176	ENSCAFG00000031801.2	ENSXETG00000020315.1
OG0006177	ENSCAFG00000007254.5	ENSXETG00000020135.1
OG0006178	ENSCAFG00000046846.1, ENSCAFG00000018078.5	ENSXETG00000003489.1
OG0006179	ENSCAFG00000004474.4	ENSXETG00000020320.1
OG0006180	ENSCAFG00000006819.4	ENSXETG00000001037.1
OG0006181	ENSCAFG00000006787.3	ENSXETG00000011358.1
OG0006182	ENSCAFG00000023975.4	ENSXETG00000021026.1
OG0006183	ENSCAFG00000010491.5	ENSXETG00000002120.1
OG0006184	ENSCAFG00000006757.5	ENSXETG00000011643.1
OG0006186	ENSCAFG00000005057.4	ENSXETG00000017608.1
OG0006187	ENSCAFG00000005121.4	ENSXETG00000021327.1
OG0006188	ENSCAFG00000004586.4	ENSXETG00000013757.1
OG0006189	ENSCAFG00000012826.5	ENSXETG00000010236.1
OG0006190	ENSCAFG00000012781.4	ENSXETG00000010256.1
OG0006191	ENSCAFG00000004594.3	ENSXETG00000013780.1
OG0006192	ENSCAFG00000007881.4	ENSXETG00000017998.1
OG0006193	ENSCAFG00000023575.4	ENSXETG00000006151.1
OG0006194	ENSCAFG00000012761.4	ENSXETG00000010487.1
OG0006195	ENSCAFG00000013672.4	ENSXETG00000018547.1
OG0006196	ENSCAFG00000001577.5	ENSXETG00000001129.1
OG0006197	ENSCAFG00000018906.5	ENSXETG00000011623.1
OG0006198	ENSCAFG00000017425.5	ENSXETG00000012531.1
OG0006199	ENSCAFG00000013068.4	ENSXETG00000011426.1
OG0006200	ENSCAFG00000011216.4	ENSXETG00000016782.1
OG0006201	ENSCAFG00000017041.4	ENSXETG00000004262.1
OG0006202	ENSCAFG00000012224.4	ENSXETG00000002723.1
OG0006203	ENSCAFG00000019939.4	ENSXETG00000001306.1
OG0006204	ENSCAFG00000011200.3	ENSXETG00000009653.1
OG0006205	ENSCAFG00000024833.4	ENSXETG00000005134.1
OG0006206	ENSCAFG00000030716.2	ENSXETG00000004471.1
OG0006207	ENSCAFG00000015607.4	ENSXETG00000013941.1
OG0006208	ENSCAFG00000030087.2	ENSXETG00000003612.1
OG0006209	ENSCAFG00000019885.5	ENSXETG00000007363.1
OG0006210	ENSCAFG00000016290.5	ENSXETG00000010949.1, ENSXETG00000010932.1
OG0006211	ENSCAFG00000001852.5	ENSXETG00000014255.1
OG0006212	ENSCAFG00000017094.4	ENSXETG00000003379.1
OG0006213	ENSCAFG00000017097.5	ENSXETG00000006526.1
OG0006214	ENSCAFG00000011680.4	ENSXETG00000011367.1
OG0006215	ENSCAFG00000001870.4	ENSXETG00000013799.1
OG0006216	ENSCAFG00000015966.5	ENSXETG00000002111.1
OG0006217	ENSCAFG00000001874.4	ENSXETG00000013809.1
OG0006218	ENSCAFG00000006456.6	ENSXETG00000001035.1
OG0006219	ENSCAFG00000017390.4	ENSXETG00000008750.1
OG0006220	ENSCAFG00000029752.2	ENSXETG00000016877.1
OG0006221	ENSCAFG00000032714.2	ENSXETG00000012278.1
OG0006222	ENSCAFG00000001884.1	ENSXETG00000016115.1
OG0006223	ENSCAFG00000029919.2	ENSXETG00000011445.1
OG0006224	ENSCAFG00000001306.5	ENSXETG00000018331.1
OG0006225	ENSCAFG00000017404.5	ENSXETG00000016000.1
OG0006227	ENSCAFG00000011003.5	ENSXETG00000009218.1
OG0006228	ENSCAFG00000018507.4	ENSXETG00000012260.1
OG0006229	ENSCAFG00000014843.5	ENSXETG00000012330.1
OG0006230	ENSCAFG00000017727.4	ENSXETG00000019234.1, ENSXETG00000020121.1
OG0006231	ENSCAFG00000018481.5	ENSXETG00000006574.1
OG0006232	ENSCAFG00000006477.4, ENSCAFG00000014370.4	ENSXETG00000019611.1
OG0006233	ENSCAFG00000005221.4	ENSXETG00000019451.1
OG0006234	ENSCAFG00000009455.4	ENSXETG00000006121.1
OG0006235	ENSCAFG00000009425.5	ENSXETG00000002790.1
OG0006236	ENSCAFG00000012163.4	ENSXETG00000009229.1, ENSXETG00000019003.1
OG0006237	ENSCAFG00000013146.6	ENSXETG00000007308.1
OG0006239	ENSCAFG00000020013.4	ENSXETG00000000674.1
OG0006240	ENSCAFG00000013588.4	ENSXETG00000008629.1
OG0006241	ENSCAFG00000008627.4	ENSXETG00000013587.1
OG0006242	ENSCAFG00000006708.4	ENSXETG00000000770.1
OG0006243	ENSCAFG00000032626.2	ENSXETG00000015486.1
OG0006244	ENSCAFG00000030614.2	ENSXETG00000002784.1
OG0006246	ENSCAFG00000014748.4	ENSXETG00000017499.1
OG0006247	ENSCAFG00000017737.5	ENSXETG00000019856.1
OG0006248	ENSCAFG00000009329.3	ENSXETG00000017426.1
OG0006249	ENSCAFG00000004859.4	ENSXETG00000000310.1
OG0006250	ENSCAFG00000016648.5	ENSXETG00000015964.1
OG0006251	ENSCAFG00000004856.4	ENSXETG00000000259.1
OG0006252	ENSCAFG00000032759.2	ENSXETG00000003500.1
OG0006253	ENSCAFG00000018257.4	ENSXETG00000019969.1
OG0006254	ENSCAFG00000001977.5	ENSXETG00000002005.1
OG0006255	ENSCAFG00000019534.5	ENSXETG00000006407.1
OG0006256	ENSCAFG00000014674.4	ENSXETG00000020304.1
OG0006257	ENSCAFG00000016964.4	ENSXETG00000000451.1
OG0006258	ENSCAFG00000016599.4	ENSXETG00000010769.1
OG0006259	ENSCAFG00000016302.5	ENSXETG00000015172.1
OG0006260	ENSCAFG00000012075.4	ENSXETG00000002017.1
OG0006261	ENSCAFG00000016970.4	ENSXETG00000000357.1
OG0006262	ENSCAFG00000030530.2	ENSXETG00000002039.1
OG0006263	ENSCAFG00000013405.4	ENSXETG00000007769.1
OG0006264	ENSCAFG00000008770.4	ENSXETG00000014829.1, ENSXETG00000014780.1
OG0006265	ENSCAFG00000030033.2	ENSXETG00000014853.1
OG0006266	ENSCAFG00000019891.5	ENSXETG00000004942.1
OG0006267	ENSCAFG00000016579.4	ENSXETG00000003330.1
OG0006268	ENSCAFG00000018868.5	ENSXETG00000020078.1
OG0006269	ENSCAFG00000008792.3	ENSXETG00000015140.1
OG0006270	ENSCAFG00000017327.5	ENSXETG00000000862.1
OG0006271	ENSCAFG00000017466.4	ENSXETG00000003462.1
OG0006272	ENSCAFG00000019929.4	ENSXETG00000005284.1
OG0006273	ENSCAFG00000014126.5	ENSXETG00000013552.1
OG0006274	ENSCAFG00000019933.5	ENSXETG00000013373.1
OG0006275	ENSCAFG00000017089.4	ENSXETG00000001982.1
OG0006276	ENSCAFG00000013781.4	ENSXETG00000017567.1
OG0006277	ENSCAFG00000019935.4	ENSXETG00000007913.1
OG0006278	ENSCAFG00000008830.4	ENSXETG00000015480.1
OG0006279	ENSCAFG00000015560.5	ENSXETG00000018281.1
OG0006280	ENSCAFG00000014005.5	ENSXETG00000013898.1, ENSXETG00000014793.1
OG0006281	ENSCAFG00000029357.2	ENSXETG00000020251.1
OG0006282	ENSCAFG00000011571.4	ENSXETG00000003859.1
OG0006283	ENSCAFG00000018002.5	ENSXETG00000008076.1
OG0006284	ENSCAFG00000018049.5	ENSXETG00000017512.1
OG0006285	ENSCAFG00000000069.4	ENSXETG00000021082.1
OG0006286	ENSCAFG00000018043.5	ENSXETG00000017222.1
OG0006287	ENSCAFG00000015055.5	ENSXETG00000003182.1
OG0006288	ENSCAFG00000002069.4	ENSXETG00000006968.1
OG0006289	ENSCAFG00000030542.1	ENSXETG00000013623.1
OG0006290	ENSCAFG00000018965.5	ENSXETG00000018128.1
OG0006291	ENSCAFG00000015157.4	ENSXETG00000001826.1
OG0006292	ENSCAFG00000014905.4	ENSXETG00000014333.1
OG0006293	ENSCAFG00000000080.4	ENSXETG00000018893.1
OG0006294	ENSCAFG00000018046.4	ENSXETG00000018720.1
OG0006295	ENSCAFG00000002551.4	ENSXETG00000010788.1
OG0006296	ENSCAFG00000014833.5	ENSXETG00000008474.1
OG0006297	ENSCAFG00000025083.3	ENSXETG00000005810.1
OG0006298	ENSCAFG00000002531.4	ENSXETG00000010677.1
OG0006299	ENSCAFG00000018976.5	ENSXETG00000017547.1
OG0006300	ENSCAFG00000014955.4	ENSXETG00000020373.1
OG0006301	ENSCAFG00000002594.5	ENSXETG00000008776.1
OG0006302	ENSCAFG00000015126.5	ENSXETG00000011028.1
OG0006303	ENSCAFG00000014804.4	ENSXETG00000008527.1
OG0006304	ENSCAFG00000012503.4	ENSXETG00000007183.1
OG0006305	ENSCAFG00000015008.4	ENSXETG00000000723.1
OG0006306	ENSCAFG00000015201.4	ENSXETG00000004605.1
OG0006307	ENSCAFG00000014786.5	ENSXETG00000002272.1
OG0006308	ENSCAFG00000005454.4	ENSXETG00000018457.1, ENSXETG00000001147.1
OG0006310	ENSCAFG00000014720.4	ENSXETG00000004276.1
OG0006311	ENSCAFG00000014700.5	ENSXETG00000018764.1, ENSXETG00000004288.1
OG0006312	ENSCAFG00000002207.5	ENSXETG00000005837.1, ENSXETG00000005850.1
OG0006313	ENSCAFG00000012441.4	ENSXETG00000015157.1
OG0006314	ENSCAFG00000015309.4	ENSXETG00000015721.1, ENSXETG00000019835.1
OG0006315	ENSCAFG00000014569.4	ENSXETG00000020309.1
OG0006316	ENSCAFG00000014555.4	ENSXETG00000010467.1, ENSXETG00000004228.1
OG0006318	ENSCAFG00000014473.4	ENSXETG00000021056.1, ENSXETG00000004390.1
OG0006319	ENSCAFG00000025301.3	ENSXETG00000018023.1
OG0006320	ENSCAFG00000014614.4	ENSXETG00000000842.1
OG0006321	ENSCAFG00000014611.4	ENSXETG00000000849.1
OG0006322	ENSCAFG00000014596.5	ENSXETG00000000861.1
OG0006323	ENSCAFG00000014352.5	ENSXETG00000013411.1
OG0006324	ENSCAFG00000002588.4	ENSXETG00000011393.1
OG0006325	ENSCAFG00000032370.2	ENSXETG00000018857.1
OG0006326	ENSCAFG00000002428.4	ENSXETG00000018029.1
OG0006327	ENSCAFG00000015707.4	ENSXETG00000005161.1
OG0006329	ENSCAFG00000008904.5	ENSXETG00000015805.1
OG0006330	ENSCAFG00000008893.4	ENSXETG00000015870.1
OG0006331	ENSCAFG00000002515.4	ENSXETG00000017193.1
OG0006332	ENSCAFG00000002519.4	ENSXETG00000017518.1
OG0006333	ENSCAFG00000005869.6	ENSXETG00000007282.1
OG0006334	ENSCAFG00000015831.4	ENSXETG00000021019.1
OG0006335	ENSCAFG00000008765.4	ENSXETG00000011144.1
OG0006336	ENSCAFG00000015874.4	ENSXETG00000021108.1
OG0006337	ENSCAFG00000005861.4, ENSCAFG00000047653.1	ENSXETG00000007289.1
OG0006338	ENSCAFG00000002671.4	ENSXETG00000019441.1
OG0006339	ENSCAFG00000015985.4	ENSXETG00000017501.1
OG0006340	ENSCAFG00000002733.4	ENSXETG00000004415.1
OG0006341	ENSCAFG00000031816.2	ENSXETG00000019585.1
OG0006342	ENSCAFG00000005786.5	ENSXETG00000016311.1
OG0006343	ENSCAFG00000002742.4	ENSXETG00000001720.1
OG0006344	ENSCAFG00000005749.4	ENSXETG00000006948.1
OG0006345	ENSCAFG00000029076.2	ENSXETG00000001153.1
OG0006346	ENSCAFG00000002784.5	ENSXETG00000017322.1
OG0006347	ENSCAFG00000002795.4	ENSXETG00000003227.1
OG0006348	ENSCAFG00000008429.5	ENSXETG00000020391.1
OG0006349	ENSCAFG00000014453.4	ENSXETG00000003291.1
OG0006350	ENSCAFG00000041807.1, ENSCAFG00000008407.4	ENSXETG00000018079.1
OG0006351	ENSCAFG00000008387.6	ENSXETG00000021265.1
OG0006352	ENSCAFG00000008370.4	ENSXETG00000021052.1
OG0006353	ENSCAFG00000028659.2	ENSXETG00000000408.1
OG0006354	ENSCAFG00000005363.5	ENSXETG00000000570.1
OG0006355	ENSCAFG00000008348.4	ENSXETG00000006344.1, ENSXETG00000006329.1
OG0006356	ENSCAFG00000005270.4	ENSXETG00000019270.1, ENSXETG00000000710.1
OG0006357	ENSCAFG00000005849.5	ENSXETG00000020160.1
OG0006358	ENSCAFG00000005862.4	ENSXETG00000019637.1
OG0006359	ENSCAFG00000005867.5	ENSXETG00000017453.1
OG0006360	ENSCAFG00000008205.4	ENSXETG00000005373.1
OG0006361	ENSCAFG00000008194.4	ENSXETG00000005357.1
OG0006363	ENSCAFG00000005185.5	ENSXETG00000000908.1
OG0006364	ENSCAFG00000005173.4	ENSXETG00000001005.1
OG0006365	ENSCAFG00000007973.4	ENSXETG00000006849.1
OG0006366	ENSCAFG00000005949.5	ENSXETG00000016947.1
OG0006367	ENSCAFG00000010084.5	ENSXETG00000008863.1
OG0006368	ENSCAFG00000010089.4	ENSXETG00000009025.1
OG0006369	ENSCAFG00000007935.5	ENSXETG00000011716.1
OG0006370	ENSCAFG00000003056.5	ENSXETG00000019302.1
OG0006371	ENSCAFG00000007783.5	ENSXETG00000010811.1
OG0006372	ENSCAFG00000003067.4	ENSXETG00000004255.1
OG0006373	ENSCAFG00000007702.4	ENSXETG00000001262.1
OG0006374	ENSCAFG00000010323.4	ENSXETG00000002138.1
OG0006375	ENSCAFG00000004236.4	ENSXETG00000010242.1
OG0006376	ENSCAFG00000004319.4	ENSXETG00000010305.1
OG0006377	ENSCAFG00000029647.2, ENSCAFG00000032319.2	ENSXETG00000018591.1
OG0006378	ENSCAFG00000010548.5	ENSXETG00000004756.1
OG0006379	ENSCAFG00000010465.5	ENSXETG00000004567.1
OG0006380	ENSCAFG00000006103.5	ENSXETG00000008329.1, ENSXETG00000004303.1
OG0006381	ENSCAFG00000006125.4	ENSXETG00000008258.1
OG0006383	ENSCAFG00000003889.4	ENSXETG00000002675.1
OG0006385	ENSCAFG00000004115.4	ENSXETG00000010223.1
OG0006386	ENSCAFG00000006362.4	ENSXETG00000010757.1
OG0006387	ENSCAFG00000007012.4	ENSXETG00000006909.1
OG0006388	ENSCAFG00000020007.4	ENSXETG00000011659.1
OG0006389	ENSCAFG00000020022.4	ENSXETG00000020677.1
OG0006390	ENSCAFG00000016228.4	ENSXETG00000003272.1
OG0006391	ENSCAFG00000020029.4	ENSXETG00000009773.1
OG0006392	ENSCAFG00000016186.3	ENSXETG00000000703.1
OG0006393	ENSCAFG00000003122.4	ENSXETG00000010433.1
OG0006394	ENSCAFG00000020147.4	ENSXETG00000017682.1
OG0006395	ENSCAFG00000003143.5	ENSXETG00000001103.1
OG0006396	ENSCAFG00000007442.4	ENSXETG00000012338.1
OG0006397	ENSCAFG00000016615.5	ENSXETG00000006201.1
OG0006398	ENSCAFG00000007610.4, ENSCAFG00000012196.4	ENSXETG00000009780.1
OG0006399	ENSCAFG00000007579.4	ENSXETG00000008282.1
OG0006400	ENSCAFG00000001929.4	ENSXETG00000001318.1
OG0006401	ENSCAFG00000003644.3	ENSXETG00000011415.1
OG0006402	ENSCAFG00000001894.5	ENSXETG00000002702.1
OG0006403	ENSCAFG00000020112.5	ENSXETG00000018831.1, ENSXETG00000018087.1
OG0006404	ENSCAFG00000001879.6	ENSXETG00000021325.1, ENSXETG00000017892.1
OG0006405	ENSCAFG00000001873.4	ENSXETG00000021198.1
OG0006406	ENSCAFG00000011591.4	ENSXETG00000020493.1
OG0006407	ENSCAFG00000003569.4	ENSXETG00000003374.1
OG0006408	ENSCAFG00000029250.3	ENSXETG00000003442.1
OG0006409	ENSCAFG00000012816.5	ENSXETG00000019314.1
OG0006410	ENSCAFG00000031550.2	ENSXETG00000004342.1
OG0006411	ENSCAFG00000003556.4	ENSXETG00000003837.1
OG0006412	ENSCAFG00000012846.4	ENSXETG00000021002.1
OG0006413	ENSCAFG00000001800.4	ENSXETG00000003459.1
OG0006414	ENSCAFG00000013617.4	ENSXETG00000007172.1
OG0006415	ENSCAFG00000028612.2, ENSCAFG00000012867.4	ENSXETG00000017161.1
OG0006416	ENSCAFG00000001767.4	ENSXETG00000004581.1
OG0006417	ENSCAFG00000020080.5	ENSXETG00000019373.1
OG0006418	ENSCAFG00000020058.4	ENSXETG00000020847.1
OG0006419	ENSCAFG00000020053.4	ENSXETG00000021138.1
OG0006420	ENSCAFG00000029189.2	ENSXETG00000020262.1
OG0006421	ENSCAFG00000020052.4	ENSXETG00000017122.1
OG0006422	ENSCAFG00000001735.4	ENSXETG00000019125.1
OG0006423	ENSCAFG00000020040.5	ENSXETG00000016353.1
OG0006424	ENSCAFG00000001732.6	ENSXETG00000002502.1
OG0006425	ENSCAFG00000003459.4, ENSCAFG00000002706.4	ENSXETG00000007696.1
OG0006426	ENSCAFG00000003479.4	ENSXETG00000007432.1
OG0006427	ENSCAFG00000013032.4	ENSXETG00000017206.1
OG0006428	ENSCAFG00000020150.4	ENSXETG00000021403.1
OG0006429	ENSCAFG00000013054.4	ENSXETG00000002163.1
OG0006430	ENSCAFG00000001352.4, ENSCAFG00000020158.4	ENSXETG00000020298.1
OG0006431	ENSCAFG00000003403.4	ENSXETG00000004792.1
OG0006432	ENSCAFG00000011921.4	ENSXETG00000015641.1
OG0006433	ENSCAFG00000012301.4	ENSXETG00000006119.1
OG0006434	ENSCAFG00000020182.4	ENSXETG00000020695.1
OG0006435	ENSCAFG00000003358.3	ENSXETG00000002743.1
OG0006436	ENSCAFG00000024650.3	ENSXETG00000018194.1
OG0006437	ENSCAFG00000006695.4	ENSXETG00000000532.1
OG0006438	ENSCAFG00000001553.4	ENSXETG00000007281.1
OG0006439	ENSCAFG00000003438.4	ENSXETG00000000304.1
OG0006440	ENSCAFG00000006754.5	ENSXETG00000013491.1
OG0006441	ENSCAFG00000001544.4	ENSXETG00000011523.1
OG0006442	ENSCAFG00000020233.4	ENSXETG00000001423.1, ENSXETG00000020949.1
OG0006443	ENSCAFG00000011044.4, ENSCAFG00000049947.1	ENSXETG00000013628.1
OG0006444	ENSCAFG00000032470.2	ENSXETG00000013337.1
OG0006445	ENSCAFG00000013533.5	ENSXETG00000005392.1
OG0006446	ENSCAFG00000001522.4	ENSXETG00000011468.1
OG0006447	ENSCAFG00000002552.5	ENSXETG00000017480.1
OG0006448	ENSCAFG00000001512.5	ENSXETG00000011294.1
OG0006449	ENSCAFG00000002528.5	ENSXETG00000001013.1
OG0006450	ENSCAFG00000001501.4	ENSXETG00000010970.1
OG0006451	ENSCAFG00000010838.3	ENSXETG00000003610.1
OG0006452	ENSCAFG00000001496.4	ENSXETG00000015931.1
OG0006453	ENSCAFG00000020256.5	ENSXETG00000006947.1
