Orthogroup	C_familiaris.pep	G_gallus.pep
OG0005921	ENSCAFG00000008313.4	ENSGALG00000004179.7
OG0005922	ENSCAFG00000016306.4	ENSGALG00000041373.2
OG0005923	ENSCAFG00000019401.4	ENSGALG00000005888.6
OG0005924	ENSCAFG00000005088.5	ENSGALG00000027905.4
OG0005925	ENSCAFG00000019694.5	ENSGALG00000001797.6
OG0005926	ENSCAFG00000028862.2	ENSGALG00000006025.7
OG0005927	ENSCAFG00000013691.4	ENSGALG00000053885.1
OG0005928	ENSCAFG00000015751.4	ENSGALG00000040720.3
OG0005929	ENSCAFG00000011165.5	ENSGALG00000040265.2
OG0005930	ENSCAFG00000017501.4	ENSGALG00000005933.6
OG0005931	ENSCAFG00000029434.2	ENSGALG00000042572.2
OG0005932	ENSCAFG00000012088.4	ENSGALG00000008549.7
OG0005933	ENSCAFG00000009414.5	ENSGALG00000027874.3
OG0005934	ENSCAFG00000008363.4	ENSGALG00000003901.6
OG0005935	ENSCAFG00000008869.4	ENSGALG00000006775.7
OG0005936	ENSCAFG00000001924.4	ENSGALG00000010299.7
OG0005937	ENSCAFG00000004966.4	ENSGALG00000005947.7
OG0005938	ENSCAFG00000004896.4	ENSGALG00000012113.6
OG0005939	ENSCAFG00000001677.4	ENSGALG00000016232.6
OG0005940	ENSCAFG00000020226.4	ENSGALG00000001124.6
OG0005941	ENSCAFG00000009345.4	ENSGALG00000008460.6
OG0005942	ENSCAFG00000004959.5	ENSGALG00000005860.5
OG0005943	ENSCAFG00000011663.4	ENSGALG00000032763.3
OG0005944	ENSCAFG00000020172.4	ENSGALG00000000950.6
OG0005945	ENSCAFG00000009598.4	ENSGALG00000011149.5
OG0005946	ENSCAFG00000009322.4	ENSGALG00000036432.2
OG0005947	ENSCAFG00000009300.4	ENSGALG00000008206.6
OG0005948	ENSCAFG00000011805.3	ENSGALG00000037065.2
OG0005949	ENSCAFG00000018324.5	ENSGALG00000014915.7
OG0005950	ENSCAFG00000019231.5	ENSGALG00000027823.3
OG0005951	ENSCAFG00000013490.5	ENSGALG00000004812.5
OG0005952	ENSCAFG00000011234.4	ENSGALG00000035184.2
OG0005953	ENSCAFG00000010868.4	ENSGALG00000008795.5
OG0005954	ENSCAFG00000030997.2	ENSGALG00000030140.3
OG0005955	ENSCAFG00000004789.5	ENSGALG00000014038.7
OG0005956	ENSCAFG00000009220.3	ENSGALG00000030313.3
OG0005957	ENSCAFG00000006930.5	ENSGALG00000026276.3
OG0005958	ENSCAFG00000007067.5	ENSGALG00000017111.7
OG0005959	ENSCAFG00000011149.5	ENSGALG00000000615.7
OG0005960	ENSCAFG00000009165.4	ENSGALG00000041216.2
OG0005961	ENSCAFG00000004794.5	ENSGALG00000013967.7
OG0005962	ENSCAFG00000018362.4	ENSGALG00000014860.6
OG0005963	ENSCAFG00000011656.3	ENSGALG00000006507.6
OG0005964	ENSCAFG00000011063.5	ENSGALG00000021685.5
OG0005965	ENSCAFG00000004827.4	ENSGALG00000003674.6
OG0005966	ENSCAFG00000032338.2	ENSGALG00000026559.3
OG0005967	ENSCAFG00000006841.4	ENSGALG00000017103.6
OG0005968	ENSCAFG00000044714.1	ENSGALG00000006186.7
OG0005969	ENSCAFG00000013049.4	ENSGALG00000040971.2
OG0005970	ENSCAFG00000011399.4	ENSGALG00000054273.1
OG0005971	ENSCAFG00000012366.4	ENSGALG00000029536.2
OG0005972	ENSCAFG00000006788.4	ENSGALG00000017097.5
OG0005973	ENSCAFG00000003086.4	ENSGALG00000005694.7
OG0005974	ENSCAFG00000008198.5	ENSGALG00000016639.6
OG0005975	ENSCAFG00000031918.2	ENSGALG00000025862.3
OG0005976	ENSCAFG00000006789.5	ENSGALG00000006182.7
OG0005977	ENSCAFG00000005785.5	ENSGALG00000035375.2
OG0005978	ENSCAFG00000011155.5	ENSGALG00000041014.2
OG0005979	ENSCAFG00000007473.6	ENSGALG00000015268.7
OG0005980	ENSCAFG00000007432.5	ENSGALG00000006469.6
OG0005981	ENSCAFG00000003100.4	ENSGALG00000005188.7
OG0005982	ENSCAFG00000007431.3	ENSGALG00000000273.6
OG0005983	ENSCAFG00000011106.4	ENSGALG00000001122.6
OG0005985	ENSCAFG00000012297.4	ENSGALG00000034910.2
OG0005986	ENSCAFG00000031021.2	ENSGALG00000037734.3
OG0005987	ENSCAFG00000009762.4	ENSGALG00000001557.7
OG0005988	ENSCAFG00000012279.4	ENSGALG00000027909.3
OG0005989	ENSCAFG00000008877.4	ENSGALG00000036892.3
OG0005991	ENSCAFG00000012229.4	ENSGALG00000000895.6
OG0005992	ENSCAFG00000018554.4	ENSGALG00000038340.2
OG0005993	ENSCAFG00000003111.5	ENSGALG00000005223.6
OG0005994	ENSCAFG00000018511.4	ENSGALG00000014795.6
OG0005995	ENSCAFG00000030762.2	ENSGALG00000000241.4
OG0005996	ENSCAFG00000007958.4	ENSGALG00000004841.5
OG0005997	ENSCAFG00000015148.4	ENSGALG00000014486.7
OG0005998	ENSCAFG00000010180.4	ENSGALG00000000721.6
OG0005999	ENSCAFG00000010159.4	ENSGALG00000000724.3
OG0006000	ENSCAFG00000011714.4	ENSGALG00000013899.7
OG0006001	ENSCAFG00000003494.5	ENSGALG00000037193.2
OG0006002	ENSCAFG00000016236.5	ENSGALG00000000215.7
OG0006003	ENSCAFG00000019258.4	ENSGALG00000001527.6
OG0006004	ENSCAFG00000008670.4	ENSGALG00000016564.6
OG0006006	ENSCAFG00000030889.3	ENSGALG00000005287.6
OG0006007	ENSCAFG00000000224.5	ENSGALG00000000189.6
OG0006008	ENSCAFG00000018846.6	ENSGALG00000013858.7
OG0006009	ENSCAFG00000018484.5	ENSGALG00000008593.6
OG0006010	ENSCAFG00000005326.4	ENSGALG00000000845.6
OG0006011	ENSCAFG00000010029.4	ENSGALG00000003942.6
OG0006012	ENSCAFG00000000173.4	ENSGALG00000013887.4
OG0006013	ENSCAFG00000000204.4	ENSGALG00000002345.6
OG0006014	ENSCAFG00000008093.4	ENSGALG00000004343.6
OG0006015	ENSCAFG00000005291.4	ENSGALG00000000839.4
OG0006016	ENSCAFG00000001317.4	ENSGALG00000040098.2
OG0006017	ENSCAFG00000000199.4	ENSGALG00000002318.6
OG0006018	ENSCAFG00000018426.5	ENSGALG00000008618.6
OG0006019	ENSCAFG00000011523.4	ENSGALG00000001091.7
OG0006020	ENSCAFG00000032589.2	ENSGALG00000004379.7
OG0006021	ENSCAFG00000042074.1, ENSCAFG00000030475.2	ENSGALG00000052976.1
OG0006022	ENSCAFG00000009375.4	ENSGALG00000012574.6
OG0006023	ENSCAFG00000007965.5	ENSGALG00000004397.7
OG0006024	ENSCAFG00000011550.5	ENSGALG00000001117.6
OG0006025	ENSCAFG00000010225.5	ENSGALG00000004004.6
OG0006026	ENSCAFG00000000167.5	ENSGALG00000002227.7
OG0006027	ENSCAFG00000030194.2	ENSGALG00000040854.2
OG0006028	ENSCAFG00000030531.2	ENSGALG00000019358.6
OG0006029	ENSCAFG00000004876.5	ENSGALG00000006181.6
OG0006030	ENSCAFG00000020028.3	ENSGALG00000004573.7
OG0006031	ENSCAFG00000019154.4	ENSGALG00000034413.2
OG0006032	ENSCAFG00000000384.5	ENSGALG00000009895.6
OG0006033	ENSCAFG00000004878.6	ENSGALG00000019690.6
OG0006034	ENSCAFG00000009361.5	ENSGALG00000012561.7
OG0006035	ENSCAFG00000019305.5	ENSGALG00000033885.2
OG0006036	ENSCAFG00000007636.4	ENSGALG00000025819.4
OG0006037	ENSCAFG00000019664.4	ENSGALG00000001964.7
OG0006038	ENSCAFG00000004894.4	ENSGALG00000039880.2
OG0006039	ENSCAFG00000000410.3	ENSGALG00000009904.6
OG0006040	ENSCAFG00000019547.3	ENSGALG00000029047.3
OG0006041	ENSCAFG00000009318.5	ENSGALG00000012555.7
OG0006042	ENSCAFG00000014270.4	ENSGALG00000009341.7
OG0006043	ENSCAFG00000010270.4, ENSCAFG00000023721.4	ENSGALG00000004115.7
OG0006044	ENSCAFG00000012126.4	ENSGALG00000007659.7
OG0006045	ENSCAFG00000019513.5	ENSGALG00000029514.2
OG0006046	ENSCAFG00000002305.5	ENSGALG00000016304.6, ENSGALG00000051798.1
OG0006047	ENSCAFG00000004932.4	ENSGALG00000006233.6
OG0006048	ENSCAFG00000000512.5	ENSGALG00000005316.6
OG0006050	ENSCAFG00000000037.4	ENSGALG00000013745.6
OG0006052	ENSCAFG00000002327.4	ENSGALG00000016299.4
OG0006053	ENSCAFG00000016417.4	ENSGALG00000014372.5
OG0006054	ENSCAFG00000000428.4	ENSGALG00000029135.3
OG0006055	ENSCAFG00000000036.3	ENSGALG00000013731.6
OG0006056	ENSCAFG00000017653.4, ENSCAFG00000046802.1	ENSGALG00000004068.6
OG0006057	ENSCAFG00000017421.4	ENSGALG00000005559.6
OG0006058	ENSCAFG00000030060.2	ENSGALG00000004040.5
OG0006059	ENSCAFG00000004964.4	ENSGALG00000026865.4
OG0006060	ENSCAFG00000016387.4	ENSGALG00000014365.6
OG0006061	ENSCAFG00000014077.3, ENSCAFG00000000432.4	ENSGALG00000009975.7
OG0006062	ENSCAFG00000016464.4	ENSGALG00000028762.3
OG0006063	ENSCAFG00000016354.4	ENSGALG00000014355.5
OG0006064	ENSCAFG00000023363.3	ENSGALG00000019514.6
OG0006065	ENSCAFG00000006300.4	ENSGALG00000002272.6
OG0006066	ENSCAFG00000000435.5	ENSGALG00000010029.5
OG0006067	ENSCAFG00000020016.5	ENSGALG00000040475.3
OG0006068	ENSCAFG00000000436.4	ENSGALG00000009959.6
OG0006069	ENSCAFG00000003265.5	ENSGALG00000050002.1
OG0006070	ENSCAFG00000000582.5	ENSGALG00000008237.6
OG0006071	ENSCAFG00000000021.4	ENSGALG00000022882.4
OG0006072	ENSCAFG00000047992.1, ENSCAFG00000017605.4	ENSGALG00000003919.6
OG0006073	ENSCAFG00000000588.5	ENSGALG00000008229.6
OG0006074	ENSCAFG00000029968.2	ENSGALG00000006379.6
OG0006075	ENSCAFG00000000016.5	ENSGALG00000013640.6
OG0006076	ENSCAFG00000006101.5	ENSGALG00000002143.5
OG0006077	ENSCAFG00000019997.4	ENSGALG00000038494.2
OG0006078	ENSCAFG00000029845.2	ENSGALG00000006437.6
OG0006079	ENSCAFG00000014196.4	ENSGALG00000033126.3
OG0006080	ENSCAFG00000000010.5	ENSGALG00000031461.2
OG0006081	ENSCAFG00000000009.4	ENSGALG00000049812.1
OG0006083	ENSCAFG00000020320.4	ENSGALG00000003374.5
OG0006084	ENSCAFG00000019112.4	ENSGALG00000041520.2
OG0006085	ENSCAFG00000019725.5	ENSGALG00000001273.5
OG0006086	ENSCAFG00000014496.4	ENSGALG00000016506.6
OG0006087	ENSCAFG00000017219.4	ENSGALG00000046986.1
OG0006088	ENSCAFG00000010436.4	ENSGALG00000013632.7
OG0006089	ENSCAFG00000019274.5	ENSGALG00000030877.2
OG0006091	ENSCAFG00000010284.4	ENSGALG00000029836.2
OG0006092	ENSCAFG00000005392.4	ENSGALG00000007036.5
OG0006093	ENSCAFG00000023176.3	ENSGALG00000007065.6
OG0006094	ENSCAFG00000001836.5	ENSGALG00000002014.3
OG0006095	ENSCAFG00000010160.5	ENSGALG00000012687.7
OG0006096	ENSCAFG00000001840.4	ENSGALG00000002022.5
OG0006098	ENSCAFG00000012619.4	ENSGALG00000013098.6
OG0006099	ENSCAFG00000014085.5	ENSGALG00000012452.5
OG0006100	ENSCAFG00000014062.5	ENSGALG00000031182.2
OG0006101	ENSCAFG00000014989.4	ENSGALG00000012199.7
OG0006102	ENSCAFG00000012679.4	ENSGALG00000013092.6
OG0006103	ENSCAFG00000009857.4, ENSCAFG00000029176.2	ENSGALG00000012699.7
OG0006104	ENSCAFG00000009885.5	ENSGALG00000012702.5
OG0006106	ENSCAFG00000006489.4	ENSGALG00000010283.6
OG0006107	ENSCAFG00000018039.3	ENSGALG00000040238.2
OG0006108	ENSCAFG00000012789.4	ENSGALG00000013085.7
OG0006109	ENSCAFG00000015269.4	ENSGALG00000012041.6, ENSGALG00000012085.7
OG0006110	ENSCAFG00000015264.4	ENSGALG00000051550.1
OG0006111	ENSCAFG00000015251.4	ENSGALG00000012098.7
OG0006112	ENSCAFG00000006673.4	ENSGALG00000030303.3
OG0006113	ENSCAFG00000010146.5	ENSGALG00000012720.7
OG0006114	ENSCAFG00000015237.4	ENSGALG00000012105.6
OG0006116	ENSCAFG00000003984.4	ENSGALG00000007351.5
OG0006117	ENSCAFG00000023607.3	ENSGALG00000042679.3
OG0006119	ENSCAFG00000008990.5	ENSGALG00000019543.5
OG0006120	ENSCAFG00000009687.4	ENSGALG00000003909.7
OG0006121	ENSCAFG00000019491.5, ENSCAFG00000044040.1	ENSGALG00000043926.2
OG0006122	ENSCAFG00000002310.5	ENSGALG00000016757.7
OG0006123	ENSCAFG00000008997.5	ENSGALG00000012965.7
OG0006124	ENSCAFG00000009681.3	ENSGALG00000003929.6
OG0006125	ENSCAFG00000020067.5	ENSGALG00000004927.7
OG0006126	ENSCAFG00000015671.6	ENSGALG00000003824.6
OG0006127	ENSCAFG00000008478.3	ENSGALG00000046858.1
OG0006128	ENSCAFG00000011763.6	ENSGALG00000001263.7
OG0006129	ENSCAFG00000032307.2	ENSGALG00000005661.6
OG0006130	ENSCAFG00000008486.4	ENSGALG00000049426.1
OG0006131	ENSCAFG00000023202.4, ENSCAFG00000003862.4	ENSGALG00000007417.7
OG0006132	ENSCAFG00000015789.4	ENSGALG00000010733.7
OG0006133	ENSCAFG00000020099.4	ENSGALG00000002798.6
OG0006134	ENSCAFG00000005470.5	ENSGALG00000017309.6
OG0006135	ENSCAFG00000015803.5	ENSGALG00000010713.6
OG0006136	ENSCAFG00000003304.4	ENSGALG00000002021.6
OG0006137	ENSCAFG00000020109.5	ENSGALG00000036234.2
OG0006138	ENSCAFG00000001913.4	ENSGALG00000014138.6
OG0006140	ENSCAFG00000017892.4	ENSGALG00000038018.2
OG0006141	ENSCAFG00000031985.2, ENSCAFG00000018409.3	ENSGALG00000004783.5
OG0006142	ENSCAFG00000031803.2	ENSGALG00000027986.4
OG0006143	ENSCAFG00000010265.4	ENSGALG00000020939.5
OG0006144	ENSCAFG00000044488.1, ENSCAFG00000049223.1	ENSGALG00000013002.5
OG0006145	ENSCAFG00000009997.5	ENSGALG00000038328.3
OG0006146	ENSCAFG00000004329.5	ENSGALG00000007579.6
OG0006147	ENSCAFG00000042407.1	ENSGALG00000049475.1
OG0006148	ENSCAFG00000003247.3	ENSGALG00000001639.4
OG0006149	ENSCAFG00000018287.4	ENSGALG00000005997.8
OG0006151	ENSCAFG00000010047.5	ENSGALG00000035699.2
OG0006152	ENSCAFG00000029165.2	ENSGALG00000009065.4
OG0006153	ENSCAFG00000001956.4	ENSGALG00000014115.7
OG0006154	ENSCAFG00000018762.4	ENSGALG00000001800.7
OG0006155	ENSCAFG00000004074.5	ENSGALG00000052338.1
OG0006157	ENSCAFG00000018266.5	ENSGALG00000005957.6
OG0006158	ENSCAFG00000004264.4	ENSGALG00000007680.6
OG0006159	ENSCAFG00000004249.5	ENSGALG00000007721.6
OG0006162	ENSCAFG00000004210.4	ENSGALG00000007864.6
OG0006163	ENSCAFG00000012185.3, ENSCAFG00000030622.2	ENSGALG00000024295.4
OG0006164	ENSCAFG00000019336.4	ENSGALG00000004660.5, ENSGALG00000055056.1
OG0006165	ENSCAFG00000007060.4	ENSGALG00000015416.3
OG0006166	ENSCAFG00000004174.5	ENSGALG00000007892.7
OG0006167	ENSCAFG00000002006.4	ENSGALG00000013964.6
OG0006168	ENSCAFG00000007691.4	ENSGALG00000005584.7
OG0006169	ENSCAFG00000029120.2	ENSGALG00000005853.6
OG0006171	ENSCAFG00000017854.5	ENSGALG00000013209.6
OG0006172	ENSCAFG00000004145.5	ENSGALG00000007928.6
OG0006173	ENSCAFG00000002577.4	ENSGALG00000013212.6
OG0006174	ENSCAFG00000007011.4	ENSGALG00000015340.6
OG0006175	ENSCAFG00000043525.1	ENSGALG00000054096.1, ENSGALG00000031869.3
OG0006176	ENSCAFG00000031801.2	ENSGALG00000006486.6
OG0006177	ENSCAFG00000007254.5	ENSGALG00000006502.6
OG0006178	ENSCAFG00000046846.1, ENSCAFG00000018078.5	ENSGALG00000006916.6
OG0006179	ENSCAFG00000004474.4	ENSGALG00000008591.6
OG0006180	ENSCAFG00000006819.4	ENSGALG00000015259.7
OG0006181	ENSCAFG00000006787.3	ENSGALG00000005318.6
OG0006182	ENSCAFG00000023975.4	ENSGALG00000008659.7
OG0006183	ENSCAFG00000010491.5	ENSGALG00000013189.5
OG0006184	ENSCAFG00000006757.5	ENSGALG00000005294.6
OG0006186	ENSCAFG00000005057.4	ENSGALG00000006833.6
OG0006187	ENSCAFG00000005121.4	ENSGALG00000009279.6
OG0006188	ENSCAFG00000004586.4	ENSGALG00000040891.3
OG0006189	ENSCAFG00000012826.5	ENSGALG00000003885.6
OG0006190	ENSCAFG00000012781.4	ENSGALG00000003893.6
OG0006191	ENSCAFG00000004594.3	ENSGALG00000008728.6
OG0006192	ENSCAFG00000007881.4	ENSGALG00000006639.7
OG0006193	ENSCAFG00000023575.4	ENSGALG00000008739.6
OG0006194	ENSCAFG00000012761.4	ENSGALG00000003924.7
OG0006195	ENSCAFG00000013672.4	ENSGALG00000031408.3
OG0006196	ENSCAFG00000001577.5	ENSGALG00000015179.5
OG0006197	ENSCAFG00000018906.5	ENSGALG00000010869.6
OG0006198	ENSCAFG00000017425.5	ENSGALG00000005549.7
OG0006199	ENSCAFG00000013068.4	ENSGALG00000032278.2
OG0006200	ENSCAFG00000011216.4	ENSGALG00000016124.7
OG0006201	ENSCAFG00000017041.4	ENSGALG00000002189.7
OG0006202	ENSCAFG00000012224.4	ENSGALG00000006806.6
OG0006203	ENSCAFG00000019939.4	ENSGALG00000042522.2
OG0006204	ENSCAFG00000011200.3	ENSGALG00000010535.6
OG0006205	ENSCAFG00000024833.4	ENSGALG00000022866.5
OG0006206	ENSCAFG00000030716.2	ENSGALG00000051117.1
OG0006207	ENSCAFG00000015607.4	ENSGALG00000032173.3
OG0006208	ENSCAFG00000030087.2	ENSGALG00000034288.2
OG0006209	ENSCAFG00000019885.5	ENSGALG00000003509.6
OG0006210	ENSCAFG00000016290.5	ENSGALG00000020139.6
OG0006211	ENSCAFG00000001852.5	ENSGALG00000008976.6
OG0006212	ENSCAFG00000017094.4	ENSGALG00000040087.2
OG0006213	ENSCAFG00000017097.5	ENSGALG00000036288.2
OG0006214	ENSCAFG00000011680.4	ENSGALG00000008839.6
OG0006215	ENSCAFG00000001870.4	ENSGALG00000009017.6
OG0006216	ENSCAFG00000015966.5	ENSGALG00000001907.6
OG0006217	ENSCAFG00000001874.4	ENSGALG00000009026.7
OG0006218	ENSCAFG00000006456.6	ENSGALG00000007516.6
OG0006219	ENSCAFG00000017390.4	ENSGALG00000003144.7
OG0006220	ENSCAFG00000029752.2	ENSGALG00000006506.5
OG0006221	ENSCAFG00000032714.2	ENSGALG00000008852.6
OG0006222	ENSCAFG00000001884.1	ENSGALG00000054178.1
OG0006223	ENSCAFG00000029919.2	ENSGALG00000038789.2
OG0006224	ENSCAFG00000001306.5	ENSGALG00000037842.2
OG0006225	ENSCAFG00000017404.5	ENSGALG00000003185.5
OG0006227	ENSCAFG00000011003.5	ENSGALG00000031070.2
OG0006228	ENSCAFG00000018507.4	ENSGALG00000003260.7
OG0006229	ENSCAFG00000014843.5	ENSGALG00000012425.6
OG0006230	ENSCAFG00000017727.4	ENSGALG00000001788.7
OG0006231	ENSCAFG00000018481.5	ENSGALG00000003294.7
OG0006232	ENSCAFG00000006477.4, ENSCAFG00000014370.4	ENSGALG00000030028.3
OG0006233	ENSCAFG00000005221.4	ENSGALG00000008168.6
OG0006234	ENSCAFG00000009455.4	ENSGALG00000032501.2
OG0006235	ENSCAFG00000009425.5	ENSGALG00000033989.2
OG0006236	ENSCAFG00000012163.4	ENSGALG00000007477.7
OG0006237	ENSCAFG00000013146.6	ENSGALG00000029408.3
OG0006239	ENSCAFG00000020013.4	ENSGALG00000043394.3
OG0006240	ENSCAFG00000013588.4	ENSGALG00000005487.6
OG0006242	ENSCAFG00000006708.4	ENSGALG00000015248.5
OG0006243	ENSCAFG00000032626.2	ENSGALG00000003039.6
OG0006244	ENSCAFG00000030614.2	ENSGALG00000009399.6
OG0006247	ENSCAFG00000017737.5	ENSGALG00000005279.5
OG0006249	ENSCAFG00000004859.4	ENSGALG00000006690.6
OG0006250	ENSCAFG00000016648.5	ENSGALG00000003339.6
OG0006251	ENSCAFG00000004856.4	ENSGALG00000055058.1
OG0006253	ENSCAFG00000018257.4	ENSGALG00000011505.6
OG0006254	ENSCAFG00000001977.5	ENSGALG00000009410.6
OG0006255	ENSCAFG00000019534.5	ENSGALG00000033150.2
OG0006257	ENSCAFG00000016964.4	ENSGALG00000049721.1
OG0006258	ENSCAFG00000016599.4	ENSGALG00000003358.5
OG0006259	ENSCAFG00000016302.5	ENSGALG00000043089.2
OG0006260	ENSCAFG00000012075.4	ENSGALG00000043021.3
OG0006261	ENSCAFG00000016970.4	ENSGALG00000040471.3
OG0006262	ENSCAFG00000030530.2	ENSGALG00000014640.6
OG0006263	ENSCAFG00000013405.4	ENSGALG00000035035.2
OG0006264	ENSCAFG00000008770.4	ENSGALG00000004760.6
OG0006265	ENSCAFG00000030033.2	ENSGALG00000023510.4
OG0006266	ENSCAFG00000019891.5	ENSGALG00000051777.1
OG0006267	ENSCAFG00000016579.4	ENSGALG00000026215.3
OG0006268	ENSCAFG00000018868.5	ENSGALG00000003741.6
OG0006269	ENSCAFG00000008792.3	ENSGALG00000041821.3
OG0006270	ENSCAFG00000017327.5	ENSGALG00000007151.6
OG0006271	ENSCAFG00000017466.4	ENSGALG00000006301.6
OG0006272	ENSCAFG00000019929.4	ENSGALG00000001983.7, ENSGALG00000052265.1
OG0006273	ENSCAFG00000014126.5	ENSGALG00000004424.6
OG0006274	ENSCAFG00000019933.5	ENSGALG00000001959.5
OG0006276	ENSCAFG00000013781.4	ENSGALG00000043223.2
OG0006277	ENSCAFG00000019935.4	ENSGALG00000001951.6, ENSGALG00000046646.2
OG0006278	ENSCAFG00000008830.4	ENSGALG00000043208.3
OG0006279	ENSCAFG00000015560.5	ENSGALG00000031929.2
OG0006280	ENSCAFG00000014005.5	ENSGALG00000004290.7
OG0006281	ENSCAFG00000029357.2	ENSGALG00000009170.7
OG0006282	ENSCAFG00000011571.4	ENSGALG00000032768.2
OG0006283	ENSCAFG00000018002.5	ENSGALG00000036969.2
OG0006284	ENSCAFG00000018049.5	ENSGALG00000011368.6
OG0006285	ENSCAFG00000000069.4	ENSGALG00000037186.2
OG0006286	ENSCAFG00000018043.5	ENSGALG00000011366.7
OG0006287	ENSCAFG00000015055.5	ENSGALG00000004711.6
OG0006288	ENSCAFG00000002069.4	ENSGALG00000009641.7
OG0006289	ENSCAFG00000030542.1	ENSGALG00000033781.2
OG0006290	ENSCAFG00000018965.5	ENSGALG00000021572.5
OG0006291	ENSCAFG00000015157.4	ENSGALG00000009298.6
OG0006292	ENSCAFG00000014905.4	ENSGALG00000031381.3
OG0006293	ENSCAFG00000000080.4	ENSGALG00000035350.2
OG0006294	ENSCAFG00000018046.4	ENSGALG00000044733.2, ENSGALG00000015143.7
OG0006295	ENSCAFG00000002551.4	ENSGALG00000052748.1
OG0006296	ENSCAFG00000014833.5	ENSGALG00000005891.6
OG0006297	ENSCAFG00000025083.3	ENSGALG00000020486.6, ENSGALG00000007127.7
OG0006299	ENSCAFG00000018976.5	ENSGALG00000004186.7
OG0006300	ENSCAFG00000014955.4	ENSGALG00000009312.6
OG0006301	ENSCAFG00000002594.5	ENSGALG00000053583.1
OG0006302	ENSCAFG00000015126.5	ENSGALG00000036264.3
OG0006303	ENSCAFG00000014804.4	ENSGALG00000005885.7
OG0006304	ENSCAFG00000012503.4	ENSGALG00000050734.1
OG0006305	ENSCAFG00000015008.4	ENSGALG00000003329.6
OG0006306	ENSCAFG00000015201.4	ENSGALG00000040128.2
OG0006307	ENSCAFG00000014786.5	ENSGALG00000009372.6
OG0006308	ENSCAFG00000005454.4	ENSGALG00000008698.7
OG0006310	ENSCAFG00000014720.4	ENSGALG00000009402.6
OG0006311	ENSCAFG00000014700.5	ENSGALG00000009409.5
OG0006312	ENSCAFG00000002207.5	ENSGALG00000009737.7
OG0006313	ENSCAFG00000012441.4	ENSGALG00000038026.2
OG0006314	ENSCAFG00000015309.4	ENSGALG00000031982.3
OG0006315	ENSCAFG00000014569.4	ENSGALG00000009477.5
OG0006317	ENSCAFG00000010484.4	ENSGALG00000012913.7
OG0006318	ENSCAFG00000014473.4	ENSGALG00000034860.2
OG0006319	ENSCAFG00000025301.3	ENSGALG00000010711.6
OG0006320	ENSCAFG00000014614.4	ENSGALG00000053063.1
OG0006321	ENSCAFG00000014611.4	ENSGALG00000044654.2
OG0006322	ENSCAFG00000014596.5	ENSGALG00000001593.7
OG0006323	ENSCAFG00000014352.5	ENSGALG00000009533.5
OG0006324	ENSCAFG00000002588.4	ENSGALG00000054976.1
OG0006325	ENSCAFG00000032370.2	ENSGALG00000010803.6
OG0006326	ENSCAFG00000002428.4	ENSGALG00000010804.6
OG0006327	ENSCAFG00000015707.4	ENSGALG00000053509.1
OG0006329	ENSCAFG00000008904.5	ENSGALG00000039728.2
OG0006330	ENSCAFG00000008893.4	ENSGALG00000009682.5
OG0006331	ENSCAFG00000002515.4	ENSGALG00000010868.6
OG0006332	ENSCAFG00000002519.4	ENSGALG00000010875.6
OG0006333	ENSCAFG00000005869.6	ENSGALG00000037172.3
OG0006334	ENSCAFG00000015831.4	ENSGALG00000039171.3
OG0006335	ENSCAFG00000008765.4	ENSGALG00000010302.7
OG0006336	ENSCAFG00000015874.4	ENSGALG00000012994.6
OG0006337	ENSCAFG00000005861.4, ENSCAFG00000047653.1	ENSGALG00000040626.2
OG0006338	ENSCAFG00000002671.4	ENSGALG00000039454.2
OG0006339	ENSCAFG00000015985.4	ENSGALG00000026214.4
OG0006340	ENSCAFG00000002733.4	ENSGALG00000010915.5
OG0006341	ENSCAFG00000031816.2	ENSGALG00000029856.3
OG0006342	ENSCAFG00000005786.5	ENSGALG00000001099.6
OG0006343	ENSCAFG00000002742.4	ENSGALG00000010925.7
OG0006344	ENSCAFG00000005749.4	ENSGALG00000000949.5
OG0006345	ENSCAFG00000029076.2	ENSGALG00000010976.5
OG0006346	ENSCAFG00000002784.5	ENSGALG00000010977.6
OG0006347	ENSCAFG00000002795.4	ENSGALG00000010980.6
OG0006348	ENSCAFG00000008429.5	ENSGALG00000010399.5
OG0006349	ENSCAFG00000014453.4	ENSGALG00000015556.6
OG0006350	ENSCAFG00000041807.1, ENSCAFG00000008407.4	ENSGALG00000010401.7
OG0006351	ENSCAFG00000008387.6	ENSGALG00000027591.4
OG0006352	ENSCAFG00000008370.4	ENSGALG00000010411.7
OG0006353	ENSCAFG00000028659.2	ENSGALG00000008808.7
OG0006354	ENSCAFG00000005363.5	ENSGALG00000008457.6
OG0006355	ENSCAFG00000008348.4	ENSGALG00000010427.5
OG0006356	ENSCAFG00000005270.4	ENSGALG00000008416.7
OG0006357	ENSCAFG00000005849.5	ENSGALG00000011251.5
OG0006358	ENSCAFG00000005862.4	ENSGALG00000011248.6
OG0006359	ENSCAFG00000005867.5	ENSGALG00000011243.6
OG0006360	ENSCAFG00000008205.4	ENSGALG00000038512.2
OG0006361	ENSCAFG00000008194.4	ENSGALG00000006810.6
OG0006362	ENSCAFG00000009888.3, ENSCAFG00000016168.4	ENSGALG00000013039.6
OG0006363	ENSCAFG00000005185.5	ENSGALG00000008372.6
OG0006364	ENSCAFG00000005173.4	ENSGALG00000036869.2
