Orthogroup	C_familiaris.pep	N_naja.pep
OG0004630	ENSCAFG00000002116.4	Nana11578-RA, Nana11578-RB
OG0004631	ENSCAFG00000001381.4	Nana11566-RA, Nana11566-RC, Nana11566-RB
OG0004632	ENSCAFG00000013391.3	Nana05255-RA, Nana05254-RA
OG0004633	ENSCAFG00000003043.4	Nana11399-RA
OG0004634	ENSCAFG00000003054.3	Nana11397-RC, Nana11397-RA, Nana11397-RB
OG0004635	ENSCAFG00000003063.4	Nana11395-RA
OG0004636	ENSCAFG00000002894.6	Nana11394-RA
OG0004637	ENSCAFG00000001675.4	Nana11467-RA, Nana11464-RA
OG0004638	ENSCAFG00000001671.5	Nana11468-RA
OG0004639	ENSCAFG00000025256.3	Nana11477-RB, Nana11477-RA, Nana11477-RC
OG0004640	ENSCAFG00000001612.6	Nana11488-RB, Nana11488-RA
OG0004641	ENSCAFG00000001601.4	Nana11489-RA
OG0004642	ENSCAFG00000002607.5	Nana11384-RA
OG0004643	ENSCAFG00000016035.4	Nana05769-RA
OG0004644	ENSCAFG00000015819.4	Nana05779-RA, Nana05784-RA, Nana05782-RA
OG0004645	ENSCAFG00000032183.2	Nana05785-RA
OG0004646	ENSCAFG00000015115.4	Nana10527-RA, Nana10527-RB, Nana10527-RC
OG0004647	ENSCAFG00000018300.4	Nana05730-RA, Nana05730-RB
OG0004648	ENSCAFG00000018285.5	Nana05727-RB, Nana05727-RA
OG0004649	ENSCAFG00000029237.3, ENSCAFG00000013298.5	Nana10491-RA
OG0004650	ENSCAFG00000007065.4	Nana10308-RA, Nana10308-RB, Nana10308-RC
OG0004651	ENSCAFG00000017606.5	Nana05565-RA
OG0004652	ENSCAFG00000010832.4	Nana05540-RA
OG0004653	ENSCAFG00000006726.4	Nana10240-RA
OG0004654	ENSCAFG00000010161.5	Nana11325-RB, Nana11325-RA, Nana39059-RA
OG0004655	ENSCAFG00000005301.4	Nana11327-RA
OG0004656	ENSCAFG00000017337.5	Nana05471-RA, Nana05471-RC, Nana05471-RB
OG0004657	ENSCAFG00000017293.4	Nana05438-RA, Nana05435-RA, Nana05437-RA
OG0004658	ENSCAFG00000017028.5	Nana05345-RA
OG0004659	ENSCAFG00000017012.5	Nana05342-RA, Nana05342-RB
OG0004660	ENSCAFG00000049281.1	Nana05318-RA
OG0004661	ENSCAFG00000016913.4	Nana27132-RA, Nana05306-RA, Nana05305-RA
OG0004662	ENSCAFG00000017411.4	Nana10890-RB, Nana10890-RD, Nana10890-RA, Nana10890-RC
OG0004663	ENSCAFG00000016879.3	Nana05298-RA, Nana05298-RC, Nana05298-RB
OG0004664	ENSCAFG00000016876.4	Nana05297-RA, Nana05297-RB
OG0004665	ENSCAFG00000008219.5	Nana05122-RA
OG0004666	ENSCAFG00000007971.3	Nana05109-RA
OG0004667	ENSCAFG00000017656.4	Nana12639-RA
OG0004668	ENSCAFG00000025353.3, ENSCAFG00000016823.5	Nana04990-RA, Nana04990-RB
OG0004669	ENSCAFG00000011917.4	Nana04998-RA
OG0004670	ENSCAFG00000011126.4	Nana05006-RA, Nana05006-RB
OG0004671	ENSCAFG00000014950.2, ENSCAFG00000011105.4	Nana05008-RA, Nana05008-RB
OG0004672	ENSCAFG00000010824.6	Nana05010-RC, Nana05010-RA, Nana05010-RB
OG0004674	ENSCAFG00000009577.4	Nana05045-RA, Nana05045-RB, Nana05042-RA
OG0004675	ENSCAFG00000009544.3	Nana05056-RA
OG0004676	ENSCAFG00000009492.4	Nana05061-RC, Nana05061-RB, Nana05061-RA
OG0004677	ENSCAFG00000009170.5	Nana04877-RA
OG0004678	ENSCAFG00000009147.4	Nana04878-RA
OG0004679	ENSCAFG00000008903.4	Nana04887-RA, Nana04887-RB
OG0004680	ENSCAFG00000019598.5	Nana10746-RA
OG0004681	ENSCAFG00000019568.5	Nana10648-RA, Nana10648-RB, Nana10648-RC
OG0004682	ENSCAFG00000032426.2	Nana04910-RA
OG0004683	ENSCAFG00000008174.5	Nana10018-RA
OG0004684	ENSCAFG00000008415.5	Nana04911-RA
OG0004685	ENSCAFG00000046170.1	Nana39022-RA, Nana04913-RA
OG0004686	ENSCAFG00000047778.1, ENSCAFG00000008318.6	Nana10032-RA
OG0004687	ENSCAFG00000007331.4	Nana10063-RA, Nana10063-RB
OG0004688	ENSCAFG00000006761.4	Nana04832-RA
OG0004689	ENSCAFG00000009410.5	Nana04728-RB, Nana04728-RA, Nana04728-RC
OG0004690	ENSCAFG00000000118.4	Nana10091-RA
OG0004691	ENSCAFG00000007325.3	Nana04613-RA
OG0004692	ENSCAFG00000007259.4	Nana04524-RA, Nana04524-RB
OG0004693	ENSCAFG00000008565.5	Nana04454-RA, Nana04453-RA
OG0004694	ENSCAFG00000030220.2, ENSCAFG00000043413.1	Nana04438-RB
OG0004695	ENSCAFG00000009066.3	Nana04419-RA
OG0004696	ENSCAFG00000009091.5	Nana04410-RA
OG0004697	ENSCAFG00000029787.2	Nana04409-RA, Nana04409-RB
OG0004698	ENSCAFG00000009161.4	Nana04407-RA
OG0004699	ENSCAFG00000010004.4	Nana04384-RA
OG0004700	ENSCAFG00000010271.4	Nana04382-RA
OG0004702	ENSCAFG00000005692.4	Nana09705-RA
OG0004703	ENSCAFG00000010086.4	Nana04358-RA
OG0004704	ENSCAFG00000005589.4	Nana09686-RA
OG0004705	ENSCAFG00000005537.4	Nana09653-RA, Nana09653-RB
OG0004706	ENSCAFG00000048539.1	Nana09633-RE, Nana09633-RA
OG0004709	ENSCAFG00000006450.4	Nana04211-RA, Nana04211-RB
OG0004710	ENSCAFG00000007576.4	Nana03720-RB, Nana03720-RA
OG0004711	ENSCAFG00000011953.4	Nana03726-RA, Nana03726-RB, Nana03726-RD
OG0004712	ENSCAFG00000012119.5	Nana03759-RA
OG0004713	ENSCAFG00000004689.4	Nana03819-RA
OG0004714	ENSCAFG00000014645.5	Nana03865-RB, Nana03865-RA
OG0004715	ENSCAFG00000005097.4	Nana09466-RC, Nana09466-RD, Nana09466-RB
OG0004717	ENSCAFG00000005073.5	Nana09469-RA, Nana09469-RB, Nana09469-RC
OG0004718	ENSCAFG00000011370.4	Nana04109-RA
OG0004719	ENSCAFG00000007581.4	Nana04098-RA
OG0004720	ENSCAFG00000007675.5	Nana04089-RA
OG0004721	ENSCAFG00000004989.5	Nana09487-RA
OG0004722	ENSCAFG00000004968.6	Nana09487-RB, Nana09487-RC
OG0004723	ENSCAFG00000004860.4	Nana09503-RC, Nana09503-RA, Nana09503-RB
OG0004724	ENSCAFG00000004774.5	Nana09516-RD, Nana09516-RB, Nana09516-RC
OG0004725	ENSCAFG00000011618.5	Nana04031-RA
OG0004726	ENSCAFG00000004729.5	Nana09522-RC, Nana09522-RA, Nana09522-RB
OG0004727	ENSCAFG00000004719.4	Nana09525-RA, Nana09525-RB
OG0004728	ENSCAFG00000049744.1	Nana09535-RA
OG0004729	ENSCAFG00000017036.4	Nana09558-RA
OG0004730	ENSCAFG00000044015.1	Nana04001-RA, Nana04001-RB
OG0004731	ENSCAFG00000017201.5	Nana09573-RC, Nana09573-RB, Nana09573-RA
OG0004732	ENSCAFG00000024785.4	Nana09576-RA, Nana09574-RA
OG0004733	ENSCAFG00000017320.4	Nana09586-RA
OG0004734	ENSCAFG00000006048.5	Nana09589-RA, Nana09590-RA, Nana09590-RB
OG0004735	ENSCAFG00000005952.5	Nana09595-RA, Nana09595-RB
OG0004736	ENSCAFG00000005915.5	Nana09600-RA
OG0004737	ENSCAFG00000005882.5	Nana09613-RB, Nana09613-RD, Nana09613-RA
OG0004738	ENSCAFG00000005877.4	Nana09616-RB, Nana09616-RA
OG0004739	ENSCAFG00000016968.4	Nana09144-RA
OG0004740	ENSCAFG00000017287.3	Nana17528-RA, Nana09130-RA
OG0004741	ENSCAFG00000013740.5	Nana03083-RA
OG0004742	ENSCAFG00000013772.5	Nana03080-RA, Nana03078-RA
OG0004743	ENSCAFG00000018334.6	Nana09070-RB, Nana09070-RD, Nana09070-RC, Nana09070-RA
OG0004744	ENSCAFG00000029636.2, ENSCAFG00000030522.2	Nana01325-RB, Nana01325-RA
OG0004745	ENSCAFG00000000948.4	Nana08974-RA, Nana08974-RB
OG0004746	ENSCAFG00000023774.2	Nana03028-RA
OG0004747	ENSCAFG00000000930.5	Nana08970-RB, Nana08970-RA
OG0004748	ENSCAFG00000000755.4	Nana08946-RA, Nana08946-RC, Nana08946-RB
OG0004749	ENSCAFG00000024183.4	Nana08943-RB, Nana08943-RA
OG0004750	ENSCAFG00000010115.4	Nana03244-RA, Nana03248-RA
OG0004751	ENSCAFG00000048528.1	Nana03265-RA, Nana03265-RB
OG0004752	ENSCAFG00000011936.4	Nana03015-RA
OG0004753	ENSCAFG00000016731.5	Nana09021-RA
OG0004754	ENSCAFG00000003090.4	Nana17578-RA
OG0004755	ENSCAFG00000002156.4	Nana02877-RA
OG0004756	ENSCAFG00000017943.4	Nana08812-RB, Nana08812-RA, Nana08812-RC
OG0004757	ENSCAFG00000011957.4	Nana02986-RB, Nana02986-RA
OG0004759	ENSCAFG00000018088.4	Nana08818-RA
OG0004760	ENSCAFG00000018094.5	Nana08825-RA
OG0004761	ENSCAFG00000003175.5	Nana19550-RA, Nana02835-RA
OG0004762	ENSCAFG00000030099.2	Nana02814-RB, Nana02814-RA
OG0004763	ENSCAFG00000003256.4	Nana02812-RB, Nana02812-RA, Nana02812-RC
OG0004764	ENSCAFG00000003262.4	Nana02807-RB, Nana02807-RA
OG0004765	ENSCAFG00000000381.6	Nana08847-RB, Nana08847-RA
OG0004766	ENSCAFG00000024887.3, ENSCAFG00000005520.3	Nana02796-RA
OG0004767	ENSCAFG00000005951.4	Nana02733-RA
OG0004768	ENSCAFG00000015396.4, ENSCAFG00000001282.5	Nana02708-RA
OG0004769	ENSCAFG00000001152.5	Nana08876-RB, Nana08876-RC, Nana08876-RA
OG0004770	ENSCAFG00000014965.4	Nana00990-RA
OG0004771	ENSCAFG00000032480.2	Nana00988-RA
OG0004772	ENSCAFG00000003290.3, ENSCAFG00000011124.3	Nana02769-RA
OG0004773	ENSCAFG00000029976.2	Nana02768-RA
OG0004774	ENSCAFG00000024978.2	Nana02736-RA, Nana02735-RA, Nana02737-RA
OG0004775	ENSCAFG00000006032.4	Nana02981-RB, Nana02981-RA
OG0004776	ENSCAFG00000031735.2	Nana02982-RA
OG0004777	ENSCAFG00000000240.4	Nana08674-RA
OG0004778	ENSCAFG00000029789.3	Nana08656-RA, Nana08656-RB
OG0004779	ENSCAFG00000023755.3	Nana08648-RB, Nana08648-RC, Nana08648-RA
OG0004780	ENSCAFG00000002020.4	Nana02921-RA
OG0004781	ENSCAFG00000011495.4	Nana08637-RA
OG0004782	ENSCAFG00000011057.5	Nana08635-RB, Nana08635-RA
OG0004783	ENSCAFG00000002111.4	Nana02906-RE, Nana02906-RD, Nana02906-RF
OG0004784	ENSCAFG00000010183.5	Nana08568-RA, Nana39661-RA, Nana39661-RB
OG0004785	ENSCAFG00000003487.5	Nana02565-RA, Nana02565-RB
OG0004786	ENSCAFG00000010060.5	Nana08552-RB, Nana08552-RA, Nana08552-RC
OG0004787	ENSCAFG00000003383.4	Nana02541-RB, Nana02541-RC, Nana02541-RA
OG0004788	ENSCAFG00000009917.4	Nana08541-RB, Nana08541-RA
OG0004789	ENSCAFG00000003372.4	Nana02537-RD, Nana02537-RC
OG0004790	ENSCAFG00000009084.5	Nana08506-RC, Nana08506-RA, Nana08506-RB
OG0004791	ENSCAFG00000009004.4	Nana08505-RC, Nana08505-RA, Nana08505-RB
OG0004792	ENSCAFG00000008921.4	Nana08500-RA
OG0004793	ENSCAFG00000008568.4	Nana02417-RA
OG0004794	ENSCAFG00000024350.3	Nana08477-RA, Nana08472-RA
OG0004795	ENSCAFG00000016330.4	Nana02447-RA
OG0004796	ENSCAFG00000010195.4	Nana02458-RA
OG0004797	ENSCAFG00000003200.3	Nana02463-RC, Nana02463-RA, Nana02463-RB
OG0004799	ENSCAFG00000003217.4	Nana02475-RA, Nana02474-RA
OG0004800	ENSCAFG00000003240.4	Nana02478-RA
OG0004802	ENSCAFG00000003254.4	Nana02488-RA, Nana02487-RA
OG0004803	ENSCAFG00000040846.2, ENSCAFG00000003257.4	Nana02490-RA
OG0004804	ENSCAFG00000002459.4	Nana02376-RA
OG0004805	ENSCAFG00000023267.3	Nana02373-RA, Nana02374-RA
OG0004806	ENSCAFG00000004929.4	Nana08400-RA, Nana08401-RB, Nana08401-RA
OG0004807	ENSCAFG00000002562.5	Nana02341-RA
OG0004808	ENSCAFG00000008248.4	Nana08392-RG, Nana08392-RE, Nana08392-RF
OG0004809	ENSCAFG00000003525.5	Nana02169-RA, Nana02169-RB
OG0004810	ENSCAFG00000003469.4	Nana02178-RA
OG0004811	ENSCAFG00000031761.2	Nana02195-RA
OG0004813	ENSCAFG00000003089.5	Nana02235-RA, Nana02237-RA
OG0004814	ENSCAFG00000012164.4	Nana08348-RA, Nana08349-RA
OG0004815	ENSCAFG00000012175.5	Nana08340-RA
OG0004816	ENSCAFG00000003009.4	Nana02256-RC, Nana02256-RB, Nana02256-RD
OG0004817	ENSCAFG00000001029.5	Nana02005-RA
OG0004818	ENSCAFG00000004157.4	Nana39669-RA, Nana39669-RB, Nana39669-RC
OG0004819	ENSCAFG00000004060.4	Nana02066-RA, Nana02064-RA
OG0004820	ENSCAFG00000004043.4	Nana02078-RB, Nana02078-RA
OG0004821	ENSCAFG00000003710.4	Nana02131-RA
OG0004822	ENSCAFG00000003765.5	Nana08284-RA
OG0004823	ENSCAFG00000003813.4	Nana08280-RB, Nana08280-RA, Nana08280-RC
OG0004824	ENSCAFG00000003738.4	Nana02122-RA, Nana02123-RA
OG0004825	ENSCAFG00000003778.4	Nana02114-RA, Nana02114-RB
OG0004826	ENSCAFG00000003810.4	Nana02104-RA
OG0004827	ENSCAFG00000004521.5	Nana08256-RA
OG0004828	ENSCAFG00000003923.4	Nana02086-RA
OG0004829	ENSCAFG00000003942.5	Nana02085-RB, Nana02085-RA
OG0004830	ENSCAFG00000003960.5	Nana02084-RB, Nana02084-RA
OG0004831	ENSCAFG00000004489.5	Nana22081-RB, Nana22081-RA
OG0004832	ENSCAFG00000030541.2	Nana08117-RA
OG0004833	ENSCAFG00000005492.4	Nana22019-RA
OG0004834	ENSCAFG00000002979.4	Nana02265-RA
OG0004835	ENSCAFG00000002967.4	Nana02267-RA, Nana02267-RB, Nana02267-RC
OG0004836	ENSCAFG00000030550.2	Nana02274-RA
OG0004837	ENSCAFG00000002929.5	Nana02275-RA
OG0004838	ENSCAFG00000006680.5	Nana08057-RC, Nana08057-RA, Nana08057-RB
OG0004839	ENSCAFG00000002862.4	Nana02280-RA, Nana02280-RB
OG0004840	ENSCAFG00000007205.4	Nana07999-RA, Nana07998-RA
OG0004841	ENSCAFG00000007216.5	Nana07997-RA
OG0004842	ENSCAFG00000007225.5	Nana07993-RA
OG0004843	ENSCAFG00000015210.4, ENSCAFG00000045440.1, ENSCAFG00000007340.4	Nana07989-RC
OG0004844	ENSCAFG00000007367.5	Nana07988-RA
OG0004845	ENSCAFG00000002822.3	Nana02292-RB, Nana02292-RA
OG0004846	ENSCAFG00000011846.4	Nana39576-RA, Nana07968-RA
OG0004847	ENSCAFG00000011567.6	Nana07958-RA, Nana07957-RA
OG0004848	ENSCAFG00000000309.4	Nana01851-RA, Nana01851-RB
OG0004849	ENSCAFG00000001147.4	Nana01974-RA
OG0004850	ENSCAFG00000011744.4	Nana07953-RC, Nana07953-RA, Nana07953-RB
OG0004851	ENSCAFG00000045470.1, ENSCAFG00000019592.4	Nana10631-RA, Nana10631-RB
OG0004853	ENSCAFG00000016427.5	Nana10612-RC, Nana10612-RD, Nana10612-RA, Nana10612-RB
OG0004855	ENSCAFG00000000659.4	Nana39455-RB, Nana39455-RA, Nana01720-RA
OG0004856	ENSCAFG00000032740.2	Nana01725-RB, Nana01725-RA
OG0004857	ENSCAFG00000047022.1	Nana07607-RA
OG0004858	ENSCAFG00000011439.6	Nana05840-RA, Nana01580-RA
OG0004859	ENSCAFG00000011585.4	Nana01595-RA, Nana01594-RA
OG0004860	ENSCAFG00000012124.4	Nana01619-RB, Nana01619-RA
OG0004861	ENSCAFG00000011931.4	Nana01630-RB, Nana01630-RC, Nana01630-RA
OG0004862	ENSCAFG00000000884.5	Nana01651-RA
OG0004863	ENSCAFG00000000860.6	Nana01664-RA, Nana01664-RB
OG0004864	ENSCAFG00000023119.3	Nana01665-RA, Nana01665-RC
OG0004865	ENSCAFG00000000847.4	Nana01671-RB, Nana01671-RA
OG0004866	ENSCAFG00000000811.4	Nana01676-RA
OG0004867	ENSCAFG00000007295.5	Nana12284-RA
OG0004868	ENSCAFG00000001892.5	Nana01403-RA, Nana16503-RA, Nana01403-RB
OG0004869	ENSCAFG00000006051.3	Nana01444-RA
OG0004871	ENSCAFG00000015937.5	Nana01484-RB, Nana01484-RC, Nana01484-RA
OG0004872	ENSCAFG00000001697.5	Nana01063-RB, Nana01063-RA
OG0004873	ENSCAFG00000050038.1, ENSCAFG00000001633.4	Nana01066-RA
OG0004874	ENSCAFG00000031193.2	Nana01071-RB, Nana01071-RA
OG0004875	ENSCAFG00000012038.4	Nana01073-RA
OG0004876	ENSCAFG00000012413.4	Nana01118-RB, Nana01118-RA, Nana01121-RA
OG0004877	ENSCAFG00000012460.5	Nana01127-RA, Nana01127-RC, Nana01127-RB
OG0004878	ENSCAFG00000010781.5	Nana01147-RA
OG0004879	ENSCAFG00000011125.4	Nana01181-RC, Nana01181-RA, Nana01181-RB
OG0004880	ENSCAFG00000001568.4	Nana01333-RA
OG0004882	ENSCAFG00000002159.4	Nana01281-RA
OG0004883	ENSCAFG00000016162.4	Nana01264-RA, Nana01264-RC, Nana01264-RB
OG0004884	ENSCAFG00000016381.4	Nana01241-RA
OG0004885	ENSCAFG00000005614.4	Nana00915-RA
OG0004886	ENSCAFG00000004400.6	Nana00914-RA, Nana00914-RC, Nana00914-RB
OG0004887	ENSCAFG00000002721.4	Nana00878-RC, Nana00878-RB, Nana00878-RA
OG0004888	ENSCAFG00000013455.4	Nana15198-RB, Nana15198-RA, Nana15109-RA
OG0004890	ENSCAFG00000049186.1	Nana23747-RA
OG0004891	ENSCAFG00000032118.2, ENSCAFG00000041688.1, ENSCAFG00000041651.1, ENSCAFG00000014738.3, ENSCAFG00000024399.3	Nana04213-RA
OG0004892	ENSCAFG00000019726.5	Nana37493-RB, Nana37493-RC, Nana37493-RA
OG0004893	ENSCAFG00000046034.1, ENSCAFG00000049228.1	Nana08392-RB, Nana08392-RD
OG0004895	ENSCAFG00000019767.5	Nana36923-RA, Nana36923-RC
OG0004896	ENSCAFG00000017529.4	Nana32295-RC, Nana32295-RA, Nana32295-RB, Nana32295-RD
OG0004898	ENSCAFG00000006500.5	Nana09004-RB, Nana09004-RD, Nana09004-RC, Nana09004-RA
OG0004899	ENSCAFG00000006473.3	Nana09002-RA
OG0004902	ENSCAFG00000013047.4	Nana00625-RA
OG0004903	ENSCAFG00000029663.2, ENSCAFG00000046381.1, ENSCAFG00000042980.1, ENSCAFG00000043064.1	Nana01476-RA
OG0004906	ENSCAFG00000000972.4	Nana06897-RA
OG0004907	ENSCAFG00000010867.4	Nana00579-RB, Nana00579-RA
OG0004908	ENSCAFG00000010797.4	Nana00576-RA
OG0004909	ENSCAFG00000015169.5	Nana15309-RD, Nana15309-RB, Nana15309-RA
OG0004910	ENSCAFG00000014244.4	Nana06237-RA, Nana17642-RA
OG0004912	ENSCAFG00000020091.4	Nana36586-RB, Nana36586-RA
OG0004914	ENSCAFG00000016744.4	Nana37544-RB, Nana37544-RA
OG0004915	ENSCAFG00000007359.7	Nana25166-RA, Nana25166-RB
OG0004916	ENSCAFG00000012510.5	Nana36354-RG, Nana36354-RD, Nana36354-RE, Nana36354-RF
OG0004918	ENSCAFG00000010123.4	Nana00572-RA
OG0004920	ENSCAFG00000042645.1, ENSCAFG00000016459.3, ENSCAFG00000047363.1	Nana29635-RA, Nana29635-RB
OG0004921	ENSCAFG00000013352.4	Nana29448-RA
OG0004922	ENSCAFG00000012689.4	Nana35778-RF, Nana35778-RA, Nana35778-RB, Nana35778-RD, Nana35778-RC
OG0004926	ENSCAFG00000004738.3	Nana30573-RD, Nana26888-RA, Nana12298-RA, Nana30573-RA, Nana30573-RC, Nana30573-RB
OG0004929	ENSCAFG00000013421.5	Nana20933-RB, Nana20933-RC, Nana20933-RD, Nana20933-RA
OG0004931	ENSCAFG00000003353.4, ENSCAFG00000019108.4	Nana28012-RA, Nana28012-RB
OG0004932	ENSCAFG00000001124.6	Nana16920-RF, Nana16920-RC, Nana16920-RH, Nana16920-RA
OG0004934	ENSCAFG00000011849.5	Nana34681-RA, Nana34681-RC, Nana34681-RB, Nana34681-RD
OG0004935	ENSCAFG00000013979.3	Nana33293-RA
OG0004936	ENSCAFG00000016364.5	Nana37654-RB, Nana37654-RC
OG0004937	ENSCAFG00000011729.4	Nana34697-RA, Nana34697-RC, Nana34697-RB, Nana34697-RD
OG0004939	ENSCAFG00000018176.4	Nana00536-RA, Nana00536-RB
OG0004940	ENSCAFG00000007324.5	Nana04365-RA, Nana27387-RA
OG0004941	ENSCAFG00000003959.4	Nana27422-RA
OG0004942	ENSCAFG00000047714.1	Nana19008-RA
OG0004943	ENSCAFG00000006776.4	Nana28120-RB, Nana28120-RD, Nana28120-RC, Nana28120-RA
OG0004944	ENSCAFG00000016152.5	Nana05600-RA, Nana05599-RB, Nana04171-RB, Nana04171-RA
OG0004945	ENSCAFG00000017877.5	Nana11235-RA, Nana32962-RA
OG0004946	ENSCAFG00000023663.3	Nana24838-RA, Nana24817-RA
OG0004947	ENSCAFG00000010892.4	Nana34724-RA
OG0004948	ENSCAFG00000018831.5	Nana39630-RA, Nana12453-RA, Nana12452-RA
OG0004951	ENSCAFG00000006425.4	Nana17402-RH, Nana17402-RG, Nana17402-RK, Nana17402-RA, Nana17402-RD
OG0004952	ENSCAFG00000010779.4	Nana17814-RA, Nana17812-RA, Nana17813-RA
OG0004954	ENSCAFG00000024131.3	Nana17402-RE, Nana17402-RF, Nana17402-RC, Nana17402-RI, Nana17402-RB, Nana17402-RJ
OG0004955	ENSCAFG00000008104.4	Nana00787-RA
OG0004956	ENSCAFG00000019455.5	Nana06159-RA, Nana06159-RD, Nana06159-RE, Nana06159-RB, Nana06159-RC
OG0004960	ENSCAFG00000044686.1	Nana16518-RD, Nana16518-RB, Nana16518-RC, Nana16518-RA
OG0004961	ENSCAFG00000009368.4	Nana13665-RA
OG0004985	ENSCAFG00000011972.5	Nana19643-RA, Nana19642-RA
OG0004986	ENSCAFG00000008932.4	Nana17298-RC
OG0004987	ENSCAFG00000005549.5	Nana25519-RA
OG0004988	ENSCAFG00000008926.4	Nana17305-RA
OG0004989	ENSCAFG00000013464.5	Nana03360-RA
OG0004990	ENSCAFG00000013452.5	Nana03362-RA
OG0004991	ENSCAFG00000013258.5	Nana29016-RB
OG0004992	ENSCAFG00000016361.4	Nana37651-RD, Nana37651-RC
OG0004993	ENSCAFG00000018083.4	Nana32094-RA
OG0004994	ENSCAFG00000011803.4	Nana19673-RA
OG0004995	ENSCAFG00000016824.1	Nana24337-RA
OG0004996	ENSCAFG00000032682.2	Nana24338-RA
OG0004998	ENSCAFG00000011633.3	Nana19684-RA, Nana19684-RB
OG0004999	ENSCAFG00000013400.6	Nana29013-RA, Nana29013-RB
OG0005000	ENSCAFG00000019289.5	Nana00381-RB, Nana00381-RA
OG0005001	ENSCAFG00000008731.4	Nana31105-RA, Nana31105-RB
OG0005002	ENSCAFG00000020227.5	Nana36504-RA, Nana36502-RA
OG0005003	ENSCAFG00000014583.4	Nana18437-RB
OG0005004	ENSCAFG00000011731.4	Nana35943-RA
OG0005005	ENSCAFG00000011229.5	Nana00413-RA
OG0005006	ENSCAFG00000016570.5	Nana32070-RB
OG0005007	ENSCAFG00000008782.5	Nana31126-RA
OG0005008	ENSCAFG00000012694.6	Nana18849-RB, Nana18849-RA
OG0005009	ENSCAFG00000014633.4	Nana05910-RA
OG0005010	ENSCAFG00000006778.3	Nana32065-RA
OG0005011	ENSCAFG00000014906.4	Nana35559-RA
OG0005012	ENSCAFG00000014648.4	Nana05912-RA
OG0005013	ENSCAFG00000008772.4	Nana31129-RA
OG0005014	ENSCAFG00000029394.2	Nana16845-RA
OG0005015	ENSCAFG00000009582.4	Nana15802-RB, Nana15802-RA
OG0005016	ENSCAFG00000018042.4	Nana32904-RA
OG0005017	ENSCAFG00000009583.4	Nana15804-RA
OG0005018	ENSCAFG00000002122.4	Nana26149-RA
OG0005019	ENSCAFG00000019161.4	Nana32725-RA
OG0005021	ENSCAFG00000016350.4	Nana32931-RA, Nana32931-RB
OG0005022	ENSCAFG00000002134.4	Nana26123-RA, Nana26122-RC
OG0005023	ENSCAFG00000014237.4	Nana05945-RA
OG0005024	ENSCAFG00000004596.4	Nana08247-RA
OG0005025	ENSCAFG00000019149.4	Nana32722-RA
OG0005026	ENSCAFG00000009791.4	Nana15827-RA, Nana15827-RB
OG0005027	ENSCAFG00000018100.4	Nana32933-RB, Nana32933-RA
OG0005028	ENSCAFG00000015946.5	Nana18865-RA
OG0005030	ENSCAFG00000002152.4	Nana26116-RA
OG0005032	ENSCAFG00000010742.5	Nana03223-RA
OG0005033	ENSCAFG00000007917.5	Nana11296-RA
OG0005034	ENSCAFG00000014219.4	Nana05953-RA
OG0005035	ENSCAFG00000019360.4	Nana34057-RB, Nana34057-RA
OG0005036	ENSCAFG00000005418.5	Nana11304-RA
OG0005037	ENSCAFG00000007871.5	Nana11308-RA
OG0005038	ENSCAFG00000005385.4	Nana11309-RA
OG0005039	ENSCAFG00000005140.5	Nana08230-RA
OG0005040	ENSCAFG00000008369.4	Nana38749-RA, Nana39048-RA
OG0005041	ENSCAFG00000019894.5	Nana31732-RA
OG0005042	ENSCAFG00000016771.4	Nana37527-RA, Nana37527-RB
OG0005043	ENSCAFG00000023234.3	Nana29844-RA, Nana29844-RB
OG0005044	ENSCAFG00000018939.4	Nana15700-RA, Nana15699-RA
OG0005045	ENSCAFG00000016784.4	Nana37523-RA
OG0005046	ENSCAFG00000016797.4	Nana37520-RA
OG0005047	ENSCAFG00000019785.5	Nana37517-RA
OG0005048	ENSCAFG00000014113.5	Nana33635-RA
OG0005049	ENSCAFG00000017156.4	Nana38805-RA
OG0005050	ENSCAFG00000020222.4, ENSCAFG00000047768.1	Nana24893-RA
OG0005051	ENSCAFG00000013577.5	Nana33590-RA
OG0005052	ENSCAFG00000013430.5	Nana05993-RA
OG0005053	ENSCAFG00000017506.4, ENSCAFG00000001069.4	Nana01993-RA
OG0005054	ENSCAFG00000015542.4	Nana00504-RA
OG0005055	ENSCAFG00000003376.3	Nana29845-RB, Nana29845-RA
OG0005056	ENSCAFG00000003380.5	Nana29754-RA
OG0005057	ENSCAFG00000003384.4	Nana29757-RA
OG0005058	ENSCAFG00000023848.4	Nana30793-RA
OG0005059	ENSCAFG00000031251.2	Nana06088-RA
OG0005060	ENSCAFG00000011324.4	Nana34743-RA
OG0005061	ENSCAFG00000011357.4	Nana35611-RA
OG0005062	ENSCAFG00000009994.4	Nana13091-RA
OG0005063	ENSCAFG00000011379.4	Nana34745-RA
OG0005064	ENSCAFG00000003017.5	Nana21893-RA, Nana21893-RB
OG0005065	ENSCAFG00000003005.4	Nana21890-RA
OG0005066	ENSCAFG00000002995.5	Nana21881-RA
OG0005067	ENSCAFG00000014068.5	Nana22223-RA
OG0005068	ENSCAFG00000019869.5	Nana36912-RA
OG0005069	ENSCAFG00000002971.5	Nana21867-RA
OG0005070	ENSCAFG00000002966.4	Nana21858-RA
OG0005071	ENSCAFG00000013248.4	Nana29440-RA, Nana23251-RA
