Orthogroup	C_familiaris.pep	P_troglodytes.pep
OG0006609	ENSCAFG00000028879.2	ENSPTRG00000040069.2
OG0006610	ENSCAFG00000004733.4	ENSPTRG00000005823.6
OG0006611	ENSCAFG00000000356.4	ENSPTRG00000005174.5
OG0006612	ENSCAFG00000001239.4	ENSPTRG00000018075.6
OG0006613	ENSCAFG00000001229.4	ENSPTRG00000018068.5
OG0006614	ENSCAFG00000015615.4	ENSPTRG00000009196.2
OG0006615	ENSCAFG00000004823.4	ENSPTRG00000046880.1, ENSPTRG00000005906.6
OG0006616	ENSCAFG00000004843.5	ENSPTRG00000005910.5
OG0006617	ENSCAFG00000000333.5	ENSPTRG00000005164.6
OG0006618	ENSCAFG00000014948.5	ENSPTRG00000009207.6
OG0006619	ENSCAFG00000030243.2	ENSPTRG00000042035.2
OG0006620	ENSCAFG00000016605.4	ENSPTRG00000009071.4
OG0006621	ENSCAFG00000016614.6	ENSPTRG00000009070.6
OG0006622	ENSCAFG00000004935.3	ENSPTRG00000005920.6
OG0006623	ENSCAFG00000016629.4	ENSPTRG00000051106.1
OG0006624	ENSCAFG00000000310.5	ENSPTRG00000005156.3
OG0006625	ENSCAFG00000001022.4	ENSPTRG00000045985.1, ENSPTRG00000018053.7
OG0006626	ENSCAFG00000001575.4	ENSPTRG00000029679.3
OG0006627	ENSCAFG00000005327.4	ENSPTRG00000005967.6
OG0006628	ENSCAFG00000016698.4	ENSPTRG00000009334.6
OG0006629	ENSCAFG00000005433.4	ENSPTRG00000005971.5
OG0006630	ENSCAFG00000001432.4	ENSPTRG00000024272.5
OG0006631	ENSCAFG00000015321.5	ENSPTRG00000015927.5
OG0006632	ENSCAFG00000016819.5	ENSPTRG00000009345.6, ENSPTRG00000047609.1
OG0006633	ENSCAFG00000023139.4	ENSPTRG00000022631.5
OG0006634	ENSCAFG00000005500.5	ENSPTRG00000005977.6
OG0006635	ENSCAFG00000003816.4	ENSPTRG00000018484.3
OG0006636	ENSCAFG00000016849.4	ENSPTRG00000009354.4
OG0006637	ENSCAFG00000016855.4	ENSPTRG00000009357.6
OG0006638	ENSCAFG00000016867.4	ENSPTRG00000009358.6
OG0006639	ENSCAFG00000005175.5	ENSPTRG00000005944.6
OG0006640	ENSCAFG00000009789.6	ENSPTRG00000004837.5
OG0006641	ENSCAFG00000005071.4	ENSPTRG00000005940.4
OG0006642	ENSCAFG00000005061.4	ENSPTRG00000005935.7
OG0006643	ENSCAFG00000016922.4	ENSPTRG00000050698.1, ENSPTRG00000009372.6
OG0006645	ENSCAFG00000016947.4	ENSPTRG00000009382.4
OG0006646	ENSCAFG00000019851.5	ENSPTRG00000001042.6
OG0006647	ENSCAFG00000003299.4	ENSPTRG00000019594.5
OG0006648	ENSCAFG00000015113.4	ENSPTRG00000015936.5
OG0006649	ENSCAFG00000018179.5	ENSPTRG00000023473.6
OG0006650	ENSCAFG00000003339.3	ENSPTRG00000019607.4
OG0006651	ENSCAFG00000005656.5	ENSPTRG00000005990.6
OG0006652	ENSCAFG00000003393.4	ENSPTRG00000019609.6
OG0006653	ENSCAFG00000003399.5	ENSPTRG00000023877.6
OG0006654	ENSCAFG00000012863.4	ENSPTRG00000009522.7
OG0006655	ENSCAFG00000003419.5	ENSPTRG00000019618.4
OG0006656	ENSCAFG00000031580.2	ENSPTRG00000005998.6
OG0006657	ENSCAFG00000013454.5	ENSPTRG00000001111.7
OG0006658	ENSCAFG00000005857.4	ENSPTRG00000045133.1
OG0006659	ENSCAFG00000005865.4	ENSPTRG00000006004.6
OG0006660	ENSCAFG00000013176.4	ENSPTRG00000019270.6, ENSPTRG00000045357.1
OG0006661	ENSCAFG00000005926.4	ENSPTRG00000006008.5
OG0006662	ENSCAFG00000009298.5	ENSPTRG00000001130.7
OG0006663	ENSCAFG00000000698.4	ENSPTRG00000014530.4
OG0006664	ENSCAFG00000009442.4	ENSPTRG00000001133.5
OG0006665	ENSCAFG00000003844.5	ENSPTRG00000011270.5
OG0006666	ENSCAFG00000006143.3	ENSPTRG00000048051.1, ENSPTRG00000006046.6
OG0006667	ENSCAFG00000009705.5	ENSPTRG00000001143.4
OG0006668	ENSCAFG00000009732.4	ENSPTRG00000001145.6
OG0006669	ENSCAFG00000009739.4	ENSPTRG00000050090.1
OG0006670	ENSCAFG00000001771.5	ENSPTRG00000019640.4
OG0006671	ENSCAFG00000001775.4	ENSPTRG00000019639.6
OG0006672	ENSCAFG00000009362.5	ENSPTRG00000003429.6
OG0006673	ENSCAFG00000001779.4	ENSPTRG00000019638.6
OG0006674	ENSCAFG00000029929.2, ENSCAFG00000031147.2	ENSPTRG00000001831.5
OG0006675	ENSCAFG00000003584.5	ENSPTRG00000019636.6
OG0006676	ENSCAFG00000003576.4	ENSPTRG00000019635.5
OG0006677	ENSCAFG00000003555.4	ENSPTRG00000011314.5
OG0006678	ENSCAFG00000048498.1	ENSPTRG00000045938.1
OG0006679	ENSCAFG00000003532.5	ENSPTRG00000023614.3
OG0006680	ENSCAFG00000003611.5	ENSPTRG00000011306.6
OG0006681	ENSCAFG00000006458.4	ENSPTRG00000006069.7
OG0006682	ENSCAFG00000003496.4	ENSPTRG00000019627.6
OG0006683	ENSCAFG00000019764.4	ENSPTRG00000001090.5
OG0006684	ENSCAFG00000016068.4	ENSPTRG00000015991.6
OG0006685	ENSCAFG00000010298.4	ENSPTRG00000001867.7
OG0006686	ENSCAFG00000016498.4	ENSPTRG00000015956.4
OG0006687	ENSCAFG00000016531.4	ENSPTRG00000050933.1, ENSPTRG00000015949.6
OG0006688	ENSCAFG00000016544.5	ENSPTRG00000015945.6
OG0006689	ENSCAFG00000002319.5	ENSPTRG00000023576.6
OG0006690	ENSCAFG00000002323.5	ENSPTRG00000012269.4
OG0006691	ENSCAFG00000002344.5	ENSPTRG00000012266.6
OG0006692	ENSCAFG00000007966.4	ENSPTRG00000013434.5
OG0006693	ENSCAFG00000008000.4	ENSPTRG00000013435.6
OG0006694	ENSCAFG00000008016.4	ENSPTRG00000013438.7
OG0006695	ENSCAFG00000015083.4	ENSPTRG00000045116.1
OG0006696	ENSCAFG00000010110.4	ENSPTRG00000006829.5
OG0006697	ENSCAFG00000008308.4	ENSPTRG00000042881.1, ENSPTRG00000013447.6
OG0006698	ENSCAFG00000001781.4	ENSPTRG00000050026.1
OG0006699	ENSCAFG00000009750.4	ENSPTRG00000051453.1
OG0006700	ENSCAFG00000009579.4	ENSPTRG00000006817.5
OG0006701	ENSCAFG00000008659.4	ENSPTRG00000013468.5
OG0006702	ENSCAFG00000015551.4	ENSPTRG00000010657.6
OG0006703	ENSCAFG00000015228.4	ENSPTRG00000004566.7
OG0006704	ENSCAFG00000011388.6	ENSPTRG00000045318.1
OG0006705	ENSCAFG00000010955.5	ENSPTRG00000004794.7
OG0006706	ENSCAFG00000010957.4	ENSPTRG00000004793.5
OG0006707	ENSCAFG00000013274.4	ENSPTRG00000004704.5
OG0006708	ENSCAFG00000031211.2	ENSPTRG00000004702.6
OG0006709	ENSCAFG00000013324.4	ENSPTRG00000004701.4
OG0006710	ENSCAFG00000011698.4	ENSPTRG00000028318.3
OG0006711	ENSCAFG00000007932.4	ENSPTRG00000013430.6
OG0006712	ENSCAFG00000009354.5	ENSPTRG00000013512.6
OG0006713	ENSCAFG00000007420.4	ENSPTRG00000049130.1, ENSPTRG00000013401.6
OG0006714	ENSCAFG00000007429.4	ENSPTRG00000013402.7, ENSPTRG00000048154.1
OG0006715	ENSCAFG00000007443.4	ENSPTRG00000013405.6, ENSPTRG00000049551.1
OG0006716	ENSCAFG00000007498.4	ENSPTRG00000013412.6
OG0006717	ENSCAFG00000007528.5	ENSPTRG00000013415.6
OG0006718	ENSCAFG00000000887.5	ENSPTRG00000014483.5, ENSPTRG00000050957.1
OG0006719	ENSCAFG00000029848.2	ENSPTRG00000013460.6
OG0006720	ENSCAFG00000000893.4	ENSPTRG00000014481.5, ENSPTRG00000044988.1
OG0006721	ENSCAFG00000000899.4	ENSPTRG00000014477.6
OG0006722	ENSCAFG00000000918.4	ENSPTRG00000014468.6
OG0006723	ENSCAFG00000000943.5	ENSPTRG00000051085.1
OG0006724	ENSCAFG00000009000.4	ENSPTRG00000013493.6
OG0006725	ENSCAFG00000013057.4	ENSPTRG00000022605.5
OG0006726	ENSCAFG00000003142.3	ENSPTRG00000013536.4
OG0006727	ENSCAFG00000006128.4	ENSPTRG00000019357.6, ENSPTRG00000046936.1
OG0006728	ENSCAFG00000001808.4	ENSPTRG00000022827.5
OG0006729	ENSCAFG00000013351.4	ENSPTRG00000021738.5
OG0006730	ENSCAFG00000004736.4	ENSPTRG00000002304.6
OG0006731	ENSCAFG00000004735.5	ENSPTRG00000002306.7
OG0006732	ENSCAFG00000009498.4	ENSPTRG00000013524.6
OG0006733	ENSCAFG00000009411.4	ENSPTRG00000013519.7
OG0006734	ENSCAFG00000030579.2	ENSPTRG00000013514.4
OG0006735	ENSCAFG00000013493.5	ENSPTRG00000021752.6
OG0006736	ENSCAFG00000049252.1, ENSCAFG00000029218.2	ENSPTRG00000003401.3
OG0006737	ENSCAFG00000006455.4	ENSPTRG00000003106.6
OG0006738	ENSCAFG00000010734.4	ENSPTRG00000013590.6
OG0006739	ENSCAFG00000013865.4	ENSPTRG00000045419.1
OG0006740	ENSCAFG00000013955.3	ENSPTRG00000021793.6
OG0006741	ENSCAFG00000010948.5	ENSPTRG00000013594.5
OG0006742	ENSCAFG00000014023.4	ENSPTRG00000021799.3, ENSPTRG00000051070.1
OG0006743	ENSCAFG00000014051.5	ENSPTRG00000021800.6
OG0006744	ENSCAFG00000014358.5	ENSPTRG00000021812.7
OG0006745	ENSCAFG00000031326.2	ENSPTRG00000048989.1
OG0006746	ENSCAFG00000004274.4	ENSPTRG00000019545.6
OG0006747	ENSCAFG00000046514.1	ENSPTRG00000019552.6
OG0006748	ENSCAFG00000014469.4	ENSPTRG00000021820.6, ENSPTRG00000045948.1
OG0006749	ENSCAFG00000012570.4	ENSPTRG00000013701.6
OG0006750	ENSCAFG00000004181.5	ENSPTRG00000019554.6
OG0006751	ENSCAFG00000010584.4	ENSPTRG00000013953.4
OG0006752	ENSCAFG00000010518.4	ENSPTRG00000013950.5
OG0006753	ENSCAFG00000004146.4	ENSPTRG00000019561.4
OG0006754	ENSCAFG00000004125.5	ENSPTRG00000019563.6
OG0006755	ENSCAFG00000004035.6	ENSPTRG00000043961.1, ENSPTRG00000019565.6
OG0006756	ENSCAFG00000047111.1	ENSPTRG00000050324.1, ENSPTRG00000019567.7
OG0006757	ENSCAFG00000010228.5	ENSPTRG00000013932.6
OG0006758	ENSCAFG00000003937.3	ENSPTRG00000028426.3
OG0006759	ENSCAFG00000003912.5	ENSPTRG00000019580.6
OG0006760	ENSCAFG00000013165.4	ENSPTRG00000013765.4
OG0006761	ENSCAFG00000010860.4	ENSPTRG00000048445.1
OG0006762	ENSCAFG00000009926.4	ENSPTRG00000004828.7
OG0006763	ENSCAFG00000009679.1	ENSPTRG00000013892.6
OG0006764	ENSCAFG00000000782.5	ENSPTRG00000014509.5
OG0006765	ENSCAFG00000015991.4	ENSPTRG00000015994.5
OG0006766	ENSCAFG00000015978.5	ENSPTRG00000015996.5
OG0006767	ENSCAFG00000007889.4	ENSPTRG00000016605.6
OG0006768	ENSCAFG00000007874.4	ENSPTRG00000016604.6
OG0006769	ENSCAFG00000015893.5	ENSPTRG00000016007.6
OG0006770	ENSCAFG00000015878.4	ENSPTRG00000016009.5
OG0006771	ENSCAFG00000018763.5	ENSPTRG00000008929.6
OG0006772	ENSCAFG00000008892.4	ENSPTRG00000013852.6
OG0006773	ENSCAFG00000001816.5	ENSPTRG00000016017.6
OG0006774	ENSCAFG00000001850.4	ENSPTRG00000016022.5
OG0006775	ENSCAFG00000047642.1	ENSPTRG00000048746.1, ENSPTRG00000013817.6
OG0006776	ENSCAFG00000008512.4	ENSPTRG00000042295.2, ENSPTRG00000013810.6
OG0006777	ENSCAFG00000008482.5	ENSPTRG00000013808.6
OG0006778	ENSCAFG00000008475.5	ENSPTRG00000013807.6
OG0006779	ENSCAFG00000002094.4	ENSPTRG00000016071.4
OG0006780	ENSCAFG00000002209.4	ENSPTRG00000016079.6
OG0006781	ENSCAFG00000002217.4	ENSPTRG00000051705.1, ENSPTRG00000016080.4
OG0006782	ENSCAFG00000007806.5	ENSPTRG00000045795.1
OG0006783	ENSCAFG00000030141.2	ENSPTRG00000020006.3
OG0006784	ENSCAFG00000006759.4	ENSPTRG00000041473.2
OG0006785	ENSCAFG00000006766.5	ENSPTRG00000020009.7
OG0006786	ENSCAFG00000000193.4, ENSCAFG00000011153.4	ENSPTRG00000023567.5
OG0006787	ENSCAFG00000011110.4	ENSPTRG00000001213.5
OG0006788	ENSCAFG00000011059.5	ENSPTRG00000001223.4
OG0006789	ENSCAFG00000006905.4	ENSPTRG00000045130.1, ENSPTRG00000020019.6
OG0006790	ENSCAFG00000011046.4	ENSPTRG00000001222.4
OG0006791	ENSCAFG00000019968.4	ENSPTRG00000008407.5
OG0006792	ENSCAFG00000011006.4	ENSPTRG00000015257.4
OG0006793	ENSCAFG00000019967.4	ENSPTRG00000008408.6
OG0006794	ENSCAFG00000023837.4	ENSPTRG00000001158.4
OG0006795	ENSCAFG00000015604.5	ENSPTRG00000001628.5
OG0006796	ENSCAFG00000015596.5	ENSPTRG00000001629.7
OG0006797	ENSCAFG00000020385.4	ENSPTRG00000008214.4
OG0006798	ENSCAFG00000015414.5	ENSPTRG00000001635.7
OG0006799	ENSCAFG00000015410.5	ENSPTRG00000023609.5
OG0006800	ENSCAFG00000009120.4	ENSPTRG00000015142.6
OG0006801	ENSCAFG00000007143.4	ENSPTRG00000020027.7
OG0006802	ENSCAFG00000008999.4	ENSPTRG00000015128.6, ENSPTRG00000047877.1
OG0006803	ENSCAFG00000030347.2	ENSPTRG00000015213.5
OG0006804	ENSCAFG00000023845.3	ENSPTRG00000031058.3
OG0006805	ENSCAFG00000013093.3	ENSPTRG00000024320.5
OG0006806	ENSCAFG00000007558.4	ENSPTRG00000016652.6
OG0006807	ENSCAFG00000007825.4	ENSPTRG00000016633.6
OG0006808	ENSCAFG00000007884.3	ENSPTRG00000047738.1, ENSPTRG00000016631.4
OG0006809	ENSCAFG00000008381.4	ENSPTRG00000016618.3
OG0006810	ENSCAFG00000007698.5	ENSPTRG00000016487.5
OG0006811	ENSCAFG00000007682.5	ENSPTRG00000016486.6
OG0006812	ENSCAFG00000009608.3	ENSPTRG00000015177.5
OG0006813	ENSCAFG00000009599.4	ENSPTRG00000043270.1, ENSPTRG00000015174.3
OG0006814	ENSCAFG00000009552.5	ENSPTRG00000015167.6
OG0006815	ENSCAFG00000009506.4	ENSPTRG00000015166.6
OG0006816	ENSCAFG00000009364.4	ENSPTRG00000015165.7
OG0006817	ENSCAFG00000009266.4	ENSPTRG00000015160.5
OG0006818	ENSCAFG00000009242.5	ENSPTRG00000015158.6
OG0006819	ENSCAFG00000003613.5	ENSPTRG00000016471.5
OG0006820	ENSCAFG00000009230.4	ENSPTRG00000015157.4
OG0006821	ENSCAFG00000003630.5	ENSPTRG00000016466.6
OG0006822	ENSCAFG00000003696.4	ENSPTRG00000049174.1
OG0006823	ENSCAFG00000015235.4	ENSPTRG00000001658.7
OG0006824	ENSCAFG00000003785.5	ENSPTRG00000016444.5
OG0006825	ENSCAFG00000010517.4	ENSPTRG00000015221.2
OG0006826	ENSCAFG00000014324.5	ENSPTRG00000047351.1, ENSPTRG00000004256.4
OG0006827	ENSCAFG00000010557.4	ENSPTRG00000015224.6
OG0006828	ENSCAFG00000008799.4	ENSPTRG00000023618.3
OG0006829	ENSCAFG00000010755.5	ENSPTRG00000015239.6
OG0006830	ENSCAFG00000008681.4	ENSPTRG00000016553.7
OG0006831	ENSCAFG00000008669.4	ENSPTRG00000016550.6
OG0006832	ENSCAFG00000008591.4	ENSPTRG00000016544.3
OG0006833	ENSCAFG00000008583.2	ENSPTRG00000016543.2
OG0006834	ENSCAFG00000008566.5	ENSPTRG00000016542.7
OG0006835	ENSCAFG00000008268.4	ENSPTRG00000016524.4
OG0006836	ENSCAFG00000006538.5	ENSPTRG00000005760.7
OG0006837	ENSCAFG00000002602.4	ENSPTRG00000018331.4
OG0006838	ENSCAFG00000007768.4	ENSPTRG00000016494.7
OG0006839	ENSCAFG00000014236.4	ENSPTRG00000045408.1, ENSPTRG00000004260.4
OG0006840	ENSCAFG00000007747.4	ENSPTRG00000016491.6
OG0006841	ENSCAFG00000003808.4	ENSPTRG00000016439.5
OG0006842	ENSCAFG00000007391.4	ENSPTRG00000005715.6
OG0006843	ENSCAFG00000007321.3	ENSPTRG00000048126.1
OG0006844	ENSCAFG00000007250.4	ENSPTRG00000005685.6
OG0006845	ENSCAFG00000020041.3	ENSPTRG00000021438.7
OG0006846	ENSCAFG00000007231.4	ENSPTRG00000005687.4
OG0006847	ENSCAFG00000007222.5	ENSPTRG00000005690.5
OG0006848	ENSCAFG00000030643.2, ENSCAFG00000003994.4	ENSPTRG00000016422.4
OG0006849	ENSCAFG00000007207.4	ENSPTRG00000005691.4
OG0006850	ENSCAFG00000004240.3	ENSPTRG00000049719.1
OG0006851	ENSCAFG00000007115.4	ENSPTRG00000032583.4
OG0006852	ENSCAFG00000004151.4	ENSPTRG00000016407.5
OG0006853	ENSCAFG00000032342.2	ENSPTRG00000004227.6
OG0006854	ENSCAFG00000016467.4	ENSPTRG00000016401.6, ENSPTRG00000006414.6
OG0006855	ENSCAFG00000012432.5	ENSPTRG00000016395.4
OG0006856	ENSCAFG00000015075.3	ENSPTRG00000004216.3
OG0006857	ENSCAFG00000012173.4	ENSPTRG00000016385.7
OG0006858	ENSCAFG00000030873.2	ENSPTRG00000022738.5
OG0006859	ENSCAFG00000015127.4	ENSPTRG00000004210.5
OG0006860	ENSCAFG00000015131.3	ENSPTRG00000004209.5
OG0006861	ENSCAFG00000003978.4	ENSPTRG00000004206.7
OG0006862	ENSCAFG00000011703.5	ENSPTRG00000016379.7
OG0006863	ENSCAFG00000011654.3	ENSPTRG00000052432.1
OG0006864	ENSCAFG00000004083.5	ENSPTRG00000004198.6
OG0006865	ENSCAFG00000004087.5	ENSPTRG00000004196.4
OG0006866	ENSCAFG00000004104.4	ENSPTRG00000004194.6
OG0006867	ENSCAFG00000004118.5	ENSPTRG00000004193.6
OG0006868	ENSCAFG00000004129.4	ENSPTRG00000045007.1
OG0006869	ENSCAFG00000005959.3, ENSCAFG00000004134.4	ENSPTRG00000044239.1
OG0006870	ENSCAFG00000011503.4	ENSPTRG00000049340.1, ENSPTRG00000016364.6
OG0006871	ENSCAFG00000004203.4	ENSPTRG00000052018.1
OG0006872	ENSCAFG00000004225.5	ENSPTRG00000004177.6
OG0006873	ENSCAFG00000011314.5	ENSPTRG00000016355.3
OG0006874	ENSCAFG00000013572.4	ENSPTRG00000032462.4
OG0006875	ENSCAFG00000008710.4	ENSPTRG00000016199.5
OG0006876	ENSCAFG00000004500.5	ENSPTRG00000004137.6
OG0006877	ENSCAFG00000030913.2	ENSPTRG00000004134.3
OG0006878	ENSCAFG00000004593.5	ENSPTRG00000051535.1, ENSPTRG00000004129.4
OG0006879	ENSCAFG00000004577.5	ENSPTRG00000004128.7
OG0006880	ENSCAFG00000004609.4	ENSPTRG00000004126.5
OG0006881	ENSCAFG00000028722.2	ENSPTRG00000028459.2
OG0006882	ENSCAFG00000019036.4	ENSPTRG00000010015.4
OG0006883	ENSCAFG00000019062.4	ENSPTRG00000010011.5
OG0006884	ENSCAFG00000019069.5	ENSPTRG00000010010.4
OG0006885	ENSCAFG00000019080.4	ENSPTRG00000010006.6
OG0006886	ENSCAFG00000006929.5	ENSPTRG00000016893.6
OG0006887	ENSCAFG00000006897.4	ENSPTRG00000016887.7
OG0006888	ENSCAFG00000006851.5	ENSPTRG00000016883.5
OG0006889	ENSCAFG00000028869.2, ENSCAFG00000009200.2	ENSPTRG00000016873.5
OG0006890	ENSCAFG00000018439.5	ENSPTRG00000016859.5
OG0006891	ENSCAFG00000018516.4	ENSPTRG00000016854.3
OG0006892	ENSCAFG00000018572.4	ENSPTRG00000016845.6
OG0006893	ENSCAFG00000018578.5	ENSPTRG00000052013.1, ENSPTRG00000016842.6
OG0006894	ENSCAFG00000018608.4	ENSPTRG00000016824.5
OG0006895	ENSCAFG00000018622.5	ENSPTRG00000016817.7
OG0006896	ENSCAFG00000018626.5	ENSPTRG00000016816.4
OG0006898	ENSCAFG00000007163.4	ENSPTRG00000048427.1, ENSPTRG00000016906.5
OG0006899	ENSCAFG00000007449.4	ENSPTRG00000016931.7
OG0006900	ENSCAFG00000007494.4	ENSPTRG00000022683.4
OG0006901	ENSCAFG00000007670.4	ENSPTRG00000016941.6
OG0006902	ENSCAFG00000009031.5	ENSPTRG00000023686.5
OG0006903	ENSCAFG00000009047.4	ENSPTRG00000017028.4
OG0006904	ENSCAFG00000009093.4	ENSPTRG00000017022.3
OG0006905	ENSCAFG00000009138.5	ENSPTRG00000017020.6
OG0006906	ENSCAFG00000009268.4	ENSPTRG00000017008.5
OG0006907	ENSCAFG00000006280.4, ENSCAFG00000024415.1	ENSPTRG00000016979.6
OG0006908	ENSCAFG00000008201.3	ENSPTRG00000016978.6
OG0006909	ENSCAFG00000031950.2	ENSPTRG00000016965.5
OG0006910	ENSCAFG00000007760.5	ENSPTRG00000016947.6
OG0006911	ENSCAFG00000008788.4	ENSPTRG00000017043.7
OG0006912	ENSCAFG00000008636.5	ENSPTRG00000017054.6
OG0006913	ENSCAFG00000008582.5	ENSPTRG00000017055.7
OG0006914	ENSCAFG00000008302.5	ENSPTRG00000024214.5
OG0006915	ENSCAFG00000008051.4	ENSPTRG00000023210.5
OG0006916	ENSCAFG00000007943.4	ENSPTRG00000017082.6
OG0006917	ENSCAFG00000007927.4	ENSPTRG00000017083.5
OG0006918	ENSCAFG00000007905.2	ENSPTRG00000048162.1, ENSPTRG00000044246.1
OG0006919	ENSCAFG00000017834.4	ENSPTRG00000010468.7
OG0006920	ENSCAFG00000016604.5	ENSPTRG00000010567.3
OG0006921	ENSCAFG00000000593.5	ENSPTRG00000017188.6, ENSPTRG00000046590.1
OG0006922	ENSCAFG00000030649.2	ENSPTRG00000045835.1, ENSPTRG00000048256.1
OG0006923	ENSCAFG00000000721.5	ENSPTRG00000017202.6
OG0006924	ENSCAFG00000002169.1	ENSPTRG00000021100.4
OG0006925	ENSCAFG00000001498.5	ENSPTRG00000020776.6
OG0006926	ENSCAFG00000001562.5	ENSPTRG00000020789.7
OG0006927	ENSCAFG00000002188.5	ENSPTRG00000021094.6
OG0006928	ENSCAFG00000001198.4	ENSPTRG00000042678.1, ENSPTRG00000021156.5
OG0006929	ENSCAFG00000001316.4	ENSPTRG00000023384.4
OG0006930	ENSCAFG00000001331.6	ENSPTRG00000021076.6
OG0006931	ENSCAFG00000001404.4	ENSPTRG00000021060.4
OG0006932	ENSCAFG00000001446.4	ENSPTRG00000021053.5
OG0006933	ENSCAFG00000001453.4	ENSPTRG00000021052.6
OG0006934	ENSCAFG00000001617.5	ENSPTRG00000021041.7
OG0006935	ENSCAFG00000001690.5	ENSPTRG00000021033.5
OG0006936	ENSCAFG00000001703.4	ENSPTRG00000021028.7
OG0006937	ENSCAFG00000001820.4, ENSCAFG00000049104.1	ENSPTRG00000021018.7
OG0006938	ENSCAFG00000001849.4	ENSPTRG00000021014.6
OG0006939	ENSCAFG00000001897.6	ENSPTRG00000021007.4
OG0006940	ENSCAFG00000001900.5	ENSPTRG00000021006.7
OG0006941	ENSCAFG00000001902.5	ENSPTRG00000021005.6
OG0006942	ENSCAFG00000029645.2	ENSPTRG00000047006.1, ENSPTRG00000044661.1
OG0006943	ENSCAFG00000001974.6	ENSPTRG00000041819.2, ENSPTRG00000043491.1
OG0006944	ENSCAFG00000031499.2	ENSPTRG00000020738.6
OG0006946	ENSCAFG00000002131.4	ENSPTRG00000020760.6
OG0006947	ENSCAFG00000001355.5	ENSPTRG00000029350.4
OG0006948	ENSCAFG00000001416.5	ENSPTRG00000046883.1, ENSPTRG00000029347.4
OG0006949	ENSCAFG00000008535.2, ENSCAFG00000013409.4	ENSPTRG00000006264.4
OG0006950	ENSCAFG00000013167.4	ENSPTRG00000006247.6
OG0006951	ENSCAFG00000013026.4	ENSPTRG00000006241.4
OG0006952	ENSCAFG00000049696.1	ENSPTRG00000006239.6
OG0006953	ENSCAFG00000012672.5	ENSPTRG00000006235.6
OG0006954	ENSCAFG00000001713.4	ENSPTRG00000020835.6
OG0006955	ENSCAFG00000031230.2	ENSPTRG00000020831.5
OG0006956	ENSCAFG00000001652.4	ENSPTRG00000052281.1
OG0006957	ENSCAFG00000001635.4	ENSPTRG00000020808.6
OG0006958	ENSCAFG00000009069.4	ENSPTRG00000004870.5
OG0006959	ENSCAFG00000000278.4	ENSPTRG00000005146.4
OG0006960	ENSCAFG00000000293.4	ENSPTRG00000005152.6
OG0006961	ENSCAFG00000015967.5	ENSPTRG00000043211.1, ENSPTRG00000006435.5
OG0006962	ENSCAFG00000007860.4	ENSPTRG00000004948.3
OG0006963	ENSCAFG00000015846.4	ENSPTRG00000006432.7
OG0006964	ENSCAFG00000007790.5	ENSPTRG00000004950.6
OG0006965	ENSCAFG00000031025.2	ENSPTRG00000049039.1, ENSPTRG00000004952.6
OG0006966	ENSCAFG00000048370.1, ENSCAFG00000007785.3	ENSPTRG00000049002.1
OG0006967	ENSCAFG00000015728.6	ENSPTRG00000006421.7
OG0006968	ENSCAFG00000018398.4	ENSPTRG00000047801.1
OG0006969	ENSCAFG00000031672.2	ENSPTRG00000006781.6
OG0006970	ENSCAFG00000018329.3	ENSPTRG00000006770.5
OG0006971	ENSCAFG00000018317.5	ENSPTRG00000006766.7
OG0006972	ENSCAFG00000014863.6	ENSPTRG00000021837.5
OG0006973	ENSCAFG00000031902.2	ENSPTRG00000012451.3
OG0006974	ENSCAFG00000017636.5	ENSPTRG00000006676.6
OG0006975	ENSCAFG00000018928.5	ENSPTRG00000010021.7
OG0006976	ENSCAFG00000017709.5	ENSPTRG00000006689.4
OG0006977	ENSCAFG00000017729.4	ENSPTRG00000006700.7
OG0006978	ENSCAFG00000007030.4	ENSPTRG00000005009.4
OG0006979	ENSCAFG00000017802.4	ENSPTRG00000006705.3
OG0006980	ENSCAFG00000017591.4	ENSPTRG00000006662.6
OG0006981	ENSCAFG00000011056.5	ENSPTRG00000047195.1, ENSPTRG00000006658.6
OG0006982	ENSCAFG00000010995.4	ENSPTRG00000051905.1, ENSPTRG00000006655.6
OG0006983	ENSCAFG00000010958.7	ENSPTRG00000006654.5
OG0006984	ENSCAFG00000042572.1	ENSPTRG00000006649.4
OG0006984	ENSCAFG00000043961.1	ENSPTRG00000050808.1
OG0006985	ENSCAFG00000010880.4, ENSCAFG00000030295.2	ENSPTRG00000006644.5
OG0006986	ENSCAFG00000006603.5	ENSPTRG00000005033.5
OG0006987	ENSCAFG00000032625.2	ENSPTRG00000005030.5
OG0006988	ENSCAFG00000017555.4	ENSPTRG00000042682.1
OG0006989	ENSCAFG00000017515.6	ENSPTRG00000023399.5
OG0006990	ENSCAFG00000017500.4	ENSPTRG00000006621.6
OG0006991	ENSCAFG00000017305.6	ENSPTRG00000006596.5
OG0006992	ENSCAFG00000018696.4	ENSPTRG00000010359.3
OG0006993	ENSCAFG00000016504.6	ENSPTRG00000010578.3
OG0006994	ENSCAFG00000016398.6	ENSPTRG00000010573.5
OG0006995	ENSCAFG00000017215.4	ENSPTRG00000006582.3
OG0006996	ENSCAFG00000017185.5	ENSPTRG00000038857.2
OG0006997	ENSCAFG00000017166.5	ENSPTRG00000006574.6
OG0006998	ENSCAFG00000017077.5	ENSPTRG00000006560.6
