Orthogroup	C_familiaris.pep	A_carolinensis.pep
OG0007289	ENSCAFG00000025168.2	ENSACAG00000005352.3
OG0007290	ENSCAFG00000002413.5	ENSACAG00000005967.2
OG0007291	ENSCAFG00000046173.1, ENSCAFG00000028759.2	ENSACAG00000006646.3
OG0007292	ENSCAFG00000008637.4	ENSACAG00000011028.3
OG0007293	ENSCAFG00000008232.4	ENSACAG00000017464.3
OG0007294	ENSCAFG00000002599.6	ENSACAG00000008382.3
OG0007295	ENSCAFG00000015868.4	ENSACAG00000008593.3
OG0007296	ENSCAFG00000007952.3	ENSACAG00000005651.3
OG0007297	ENSCAFG00000003498.5	ENSACAG00000010371.3
OG0007298	ENSCAFG00000007792.4	ENSACAG00000003067.2
OG0007299	ENSCAFG00000003458.5	ENSACAG00000010536.3
OG0007300	ENSCAFG00000007751.5	ENSACAG00000002930.3
OG0007301	ENSCAFG00000007695.5	ENSACAG00000002777.3
OG0007302	ENSCAFG00000003113.4	ENSACAG00000014391.3
OG0007303	ENSCAFG00000003080.4	ENSACAG00000014853.3
OG0007304	ENSCAFG00000003072.4	ENSACAG00000014970.2
OG0007305	ENSCAFG00000012145.4	ENSACAG00000001842.3
OG0007306	ENSCAFG00000029834.2	ENSACAG00000015197.2
OG0007307	ENSCAFG00000002994.4	ENSACAG00000015456.3
OG0007308	ENSCAFG00000001057.5	ENSACAG00000002072.2
OG0007309	ENSCAFG00000000938.5	ENSACAG00000017689.3
OG0007310	ENSCAFG00000000932.4	ENSACAG00000014342.3
OG0007311	ENSCAFG00000000928.6	ENSACAG00000014287.3
OG0007312	ENSCAFG00000004123.4	ENSACAG00000007201.3
OG0007313	ENSCAFG00000000911.4	ENSACAG00000014169.3
OG0007314	ENSCAFG00000000901.4	ENSACAG00000013995.3
OG0007315	ENSCAFG00000031480.2	ENSACAG00000013868.3
OG0007316	ENSCAFG00000032020.2	ENSACAG00000013820.3
OG0007317	ENSCAFG00000004072.6	ENSACAG00000007435.3
OG0007318	ENSCAFG00000023345.3	ENSACAG00000013817.3
OG0007319	ENSCAFG00000000886.4	ENSACAG00000013791.3
OG0007320	ENSCAFG00000003701.4	ENSACAG00000005534.3
OG0007321	ENSCAFG00000003723.4	ENSACAG00000005718.3
OG0007322	ENSCAFG00000004446.5	ENSACAG00000013570.3
OG0007323	ENSCAFG00000003761.5	ENSACAG00000005957.3
OG0007324	ENSCAFG00000004495.4	ENSACAG00000011855.3
OG0007325	ENSCAFG00000003828.5	ENSACAG00000006264.2
OG0007326	ENSCAFG00000003835.5	ENSACAG00000006299.3
OG0007327	ENSCAFG00000004581.4	ENSACAG00000012305.3
OG0007328	ENSCAFG00000003905.4	ENSACAG00000011081.3
OG0007330	ENSCAFG00000003918.4	ENSACAG00000011270.3
OG0007331	ENSCAFG00000005958.4	ENSACAG00000010348.2
OG0007332	ENSCAFG00000029831.2	ENSACAG00000005582.3
OG0007333	ENSCAFG00000004021.5	ENSACAG00000011815.2
OG0007334	ENSCAFG00000004479.5	ENSACAG00000015012.3
OG0007335	ENSCAFG00000006248.5	ENSACAG00000001405.3
OG0007336	ENSCAFG00000005390.5	ENSACAG00000014680.3
OG0007337	ENSCAFG00000005423.5	ENSACAG00000014453.3
OG0007338	ENSCAFG00000006434.4	ENSACAG00000014809.3
OG0007339	ENSCAFG00000006445.5	ENSACAG00000013899.3
OG0007340	ENSCAFG00000006461.4	ENSACAG00000013683.3
OG0007341	ENSCAFG00000005667.4	ENSACAG00000013795.3
OG0007342	ENSCAFG00000006612.5	ENSACAG00000015144.3
OG0007343	ENSCAFG00000006689.4	ENSACAG00000002472.3
OG0007344	ENSCAFG00000002876.5	ENSACAG00000025533.1
OG0007345	ENSCAFG00000012261.4	ENSACAG00000017366.2
OG0007346	ENSCAFG00000012108.5	ENSACAG00000012010.2
OG0007347	ENSCAFG00000011959.4	ENSACAG00000012425.3
OG0007348	ENSCAFG00000002708.5	ENSACAG00000005057.3
OG0007349	ENSCAFG00000000303.4	ENSACAG00000008183.3
OG0007350	ENSCAFG00000031954.2	ENSACAG00000022850.1
OG0007351	ENSCAFG00000000001.4	ENSACAG00000001235.3
OG0007352	ENSCAFG00000024818.3	ENSACAG00000012008.3
OG0007353	ENSCAFG00000012548.4	ENSACAG00000010321.3
OG0007354	ENSCAFG00000015798.4, ENSCAFG00000018263.4	ENSACAG00000029625.1
OG0007355	ENSCAFG00000032495.2	ENSACAG00000007948.1
OG0007356	ENSCAFG00000045607.1, ENSCAFG00000005324.4	ENSACAG00000009892.3
OG0007357	ENSCAFG00000000330.3	ENSACAG00000007403.3
OG0007358	ENSCAFG00000043121.1, ENSCAFG00000047274.1	ENSACAG00000010369.2
OG0007359	ENSCAFG00000000772.5	ENSACAG00000003270.2
OG0007360	ENSCAFG00000000758.4	ENSACAG00000003225.3
OG0007361	ENSCAFG00000012938.2	ENSACAG00000011571.3
OG0007362	ENSCAFG00000000732.4	ENSACAG00000004253.3
OG0007363	ENSCAFG00000000671.4	ENSACAG00000004516.3
OG0007364	ENSCAFG00000000665.6	ENSACAG00000004577.2
OG0007365	ENSCAFG00000000616.4	ENSACAG00000029273.1
OG0007366	ENSCAFG00000000570.4	ENSACAG00000005282.2
OG0007367	ENSCAFG00000000562.5	ENSACAG00000005456.3
OG0007368	ENSCAFG00000000549.4	ENSACAG00000005557.2
OG0007369	ENSCAFG00000015758.4	ENSACAG00000003422.3
OG0007370	ENSCAFG00000009967.3	ENSACAG00000003639.2
OG0007371	ENSCAFG00000010919.4	ENSACAG00000002477.3
OG0007372	ENSCAFG00000011101.4	ENSACAG00000002344.3
OG0007373	ENSCAFG00000011268.4	ENSACAG00000001633.3
OG0007374	ENSCAFG00000011303.4	ENSACAG00000001463.3
OG0007375	ENSCAFG00000011516.4	ENSACAG00000029274.1
OG0007376	ENSCAFG00000011522.4	ENSACAG00000001194.2
OG0007377	ENSCAFG00000011548.4	ENSACAG00000001134.3
OG0007378	ENSCAFG00000031346.2	ENSACAG00000002876.3
OG0007379	ENSCAFG00000012105.5	ENSACAG00000001377.3
OG0007380	ENSCAFG00000011812.4	ENSACAG00000002405.3
OG0007381	ENSCAFG00000004109.4	ENSACAG00000002686.3
OG0007382	ENSCAFG00000004094.4	ENSACAG00000002704.3
OG0007384	ENSCAFG00000007280.4	ENSACAG00000015602.3
OG0007385	ENSCAFG00000007301.4	ENSACAG00000015631.3
OG0007386	ENSCAFG00000001981.5	ENSACAG00000029568.1
OG0007387	ENSCAFG00000001983.5	ENSACAG00000014775.3
OG0007388	ENSCAFG00000001853.5	ENSACAG00000009528.3
OG0007389	ENSCAFG00000005875.6	ENSACAG00000009435.2
OG0007390	ENSCAFG00000005870.4	ENSACAG00000009357.3
OG0007391	ENSCAFG00000005816.6	ENSACAG00000008869.3
OG0007392	ENSCAFG00000030184.2, ENSCAFG00000003951.3	ENSACAG00000008452.3
OG0007393	ENSCAFG00000005886.4	ENSACAG00000001524.3
OG0007394	ENSCAFG00000015884.4	ENSACAG00000000300.3
OG0007395	ENSCAFG00000001725.4	ENSACAG00000000667.2
OG0007396	ENSCAFG00000011997.6	ENSACAG00000001292.3
OG0007397	ENSCAFG00000012107.4	ENSACAG00000016406.3
OG0007398	ENSCAFG00000012120.5	ENSACAG00000016371.3
OG0007399	ENSCAFG00000028996.2	ENSACAG00000016362.3
OG0007400	ENSCAFG00000031999.2	ENSACAG00000016353.3
OG0007401	ENSCAFG00000012155.4	ENSACAG00000016289.3
OG0007402	ENSCAFG00000012339.4	ENSACAG00000006353.3
OG0007403	ENSCAFG00000012355.4	ENSACAG00000006315.3
OG0007404	ENSCAFG00000012376.5	ENSACAG00000006244.2
OG0007405	ENSCAFG00000012593.4	ENSACAG00000005901.3
OG0007406	ENSCAFG00000010710.4	ENSACAG00000017622.3
OG0007407	ENSCAFG00000010794.3	ENSACAG00000014917.3
OG0007408	ENSCAFG00000010839.4	ENSACAG00000029073.1
OG0007409	ENSCAFG00000010873.4	ENSACAG00000001213.3
OG0007410	ENSCAFG00000010927.5	ENSACAG00000001459.3
OG0007411	ENSCAFG00000010952.4	ENSACAG00000001566.2
OG0007412	ENSCAFG00000011275.5	ENSACAG00000001802.3
OG0007413	ENSCAFG00000011340.5	ENSACAG00000002042.3
OG0007414	ENSCAFG00000013627.3	ENSACAG00000002130.3
OG0007415	ENSCAFG00000013620.4	ENSACAG00000002181.2
OG0007416	ENSCAFG00000013540.4	ENSACAG00000002339.3
OG0007417	ENSCAFG00000011859.4	ENSACAG00000001157.3
OG0007418	ENSCAFG00000005253.5	ENSACAG00000009264.3
OG0007419	ENSCAFG00000016089.5	ENSACAG00000006189.3
OG0007420	ENSCAFG00000007040.4	ENSACAG00000000830.3
OG0007421	ENSCAFG00000006471.4	ENSACAG00000000538.3
OG0007422	ENSCAFG00000006310.5	ENSACAG00000006226.3
OG0007423	ENSCAFG00000006254.5	ENSACAG00000006024.3
OG0007424	ENSCAFG00000004371.5	ENSACAG00000013641.3
OG0007425	ENSCAFG00000002669.4	ENSACAG00000014131.3
OG0007426	ENSCAFG00000002688.5	ENSACAG00000014250.3
OG0007427	ENSCAFG00000002838.4	ENSACAG00000003589.3
OG0007428	ENSCAFG00000002891.4	ENSACAG00000003692.3
OG0007429	ENSCAFG00000002724.4	ENSACAG00000012393.3
OG0007430	ENSCAFG00000019060.5	ENSACAG00000012022.3
OG0007431	ENSCAFG00000022729.1	ENSACAG00000028231.1
OG0007581	ENSCAFG00000011999.4	ENSACAG00000010374.3
OG0007582	ENSCAFG00000011991.4	ENSACAG00000010360.2
OG0007583	ENSCAFG00000011918.2	ENSACAG00000010205.2
OG0007584	ENSCAFG00000011908.6	ENSACAG00000010155.3
OG0007585	ENSCAFG00000029643.2	ENSACAG00000005892.3
OG0007586	ENSCAFG00000011891.5	ENSACAG00000010140.3
OG0007587	ENSCAFG00000013416.4	ENSACAG00000006488.3
OG0007588	ENSCAFG00000011876.4	ENSACAG00000010065.3
OG0007590	ENSCAFG00000013447.4	ENSACAG00000017910.3
OG0007591	ENSCAFG00000008846.5	ENSACAG00000000364.3
OG0007592	ENSCAFG00000013436.5	ENSACAG00000007282.3
OG0007593	ENSCAFG00000031845.2	ENSACAG00000016424.3
OG0007594	ENSCAFG00000013390.4	ENSACAG00000017917.3
OG0007595	ENSCAFG00000030496.3	ENSACAG00000011517.3
OG0007597	ENSCAFG00000017113.4	ENSACAG00000010828.3
OG0007598	ENSCAFG00000011782.5	ENSACAG00000009766.3
OG0007599	ENSCAFG00000018117.4	ENSACAG00000012945.3
OG0007601	ENSCAFG00000046633.1	ENSACAG00000016979.3
OG0007602	ENSCAFG00000004636.5	ENSACAG00000000409.3
OG0007603	ENSCAFG00000013143.5	ENSACAG00000002013.3
OG0007604	ENSCAFG00000011513.5	ENSACAG00000009399.3
OG0007605	ENSCAFG00000019295.5	ENSACAG00000011791.2
OG0007606	ENSCAFG00000028599.2	ENSACAG00000014054.1
OG0007607	ENSCAFG00000009417.4	ENSACAG00000013224.3
OG0007608	ENSCAFG00000007075.5	ENSACAG00000011291.3
OG0007609	ENSCAFG00000010529.5	ENSACAG00000006132.3
OG0007610	ENSCAFG00000017673.4	ENSACAG00000011852.3
OG0007611	ENSCAFG00000017160.6	ENSACAG00000004850.3
OG0007612	ENSCAFG00000009570.5	ENSACAG00000002761.3
OG0007613	ENSCAFG00000031307.2	ENSACAG00000013582.3
OG0007614	ENSCAFG00000030883.2	ENSACAG00000008333.3
OG0007615	ENSCAFG00000016559.4	ENSACAG00000013639.2
OG0007616	ENSCAFG00000017232.4	ENSACAG00000004719.3
OG0007617	ENSCAFG00000032289.2	ENSACAG00000002841.2
OG0007618	ENSCAFG00000009780.3	ENSACAG00000014064.2
OG0007619	ENSCAFG00000017881.4	ENSACAG00000008232.3
OG0007620	ENSCAFG00000005676.4	ENSACAG00000000030.2
OG0007621	ENSCAFG00000020118.5	ENSACAG00000006852.3
OG0007622	ENSCAFG00000028486.2	ENSACAG00000003085.3
OG0007623	ENSCAFG00000030120.2	ENSACAG00000002414.3
OG0007624	ENSCAFG00000018057.2	ENSACAG00000011513.3
OG0007625	ENSCAFG00000014383.5	ENSACAG00000001889.3
OG0007626	ENSCAFG00000014891.4	ENSACAG00000005888.1
OG0007627	ENSCAFG00000008855.4	ENSACAG00000006396.3
OG0007628	ENSCAFG00000014670.4	ENSACAG00000017862.3
OG0007629	ENSCAFG00000009658.5	ENSACAG00000008801.3
OG0007630	ENSCAFG00000018061.4	ENSACAG00000011520.3
OG0007631	ENSCAFG00000019556.4	ENSACAG00000000303.3
OG0007632	ENSCAFG00000025255.4	ENSACAG00000011547.3
OG0007633	ENSCAFG00000032659.2	ENSACAG00000007270.3
OG0007634	ENSCAFG00000012452.6	ENSACAG00000001589.3
OG0007635	ENSCAFG00000009740.5	ENSACAG00000008708.3
OG0007636	ENSCAFG00000023596.3	ENSACAG00000007279.2
OG0007637	ENSCAFG00000002130.5	ENSACAG00000007302.3
OG0007638	ENSCAFG00000009747.1	ENSACAG00000008677.3
OG0007639	ENSCAFG00000018073.4	ENSACAG00000011683.3
OG0007640	ENSCAFG00000009748.3	ENSACAG00000028834.1
OG0007641	ENSCAFG00000002138.4	ENSACAG00000007402.3
OG0007642	ENSCAFG00000009756.4	ENSACAG00000008616.3
OG0007643	ENSCAFG00000014285.4	ENSACAG00000001781.3
OG0007644	ENSCAFG00000009773.6	ENSACAG00000008570.3
OG0007645	ENSCAFG00000012396.4	ENSACAG00000001826.3
OG0007646	ENSCAFG00000029352.2	ENSACAG00000008566.1
OG0007647	ENSCAFG00000006991.5	ENSACAG00000005422.3
OG0007648	ENSCAFG00000012331.5	ENSACAG00000001892.3
OG0007649	ENSCAFG00000031946.2	ENSACAG00000014144.1
OG0007650	ENSCAFG00000014275.4	ENSACAG00000001355.3
OG0007651	ENSCAFG00000004613.5	ENSACAG00000014092.3
OG0007652	ENSCAFG00000009794.4	ENSACAG00000008461.3
OG0007653	ENSCAFG00000018642.5	ENSACAG00000015623.3
OG0007654	ENSCAFG00000002162.6	ENSACAG00000007525.3
OG0007655	ENSCAFG00000010723.6	ENSACAG00000013909.3
OG0007656	ENSCAFG00000018025.4	ENSACAG00000001576.3
OG0007657	ENSCAFG00000005444.5	ENSACAG00000005512.3
OG0007658	ENSCAFG00000005460.5	ENSACAG00000005630.3
OG0007659	ENSCAFG00000004871.5	ENSACAG00000014760.3
OG0007660	ENSCAFG00000019893.4	ENSACAG00000013373.2
OG0007662	ENSCAFG00000006336.4	ENSACAG00000006003.3
OG0007663	ENSCAFG00000005118.4	ENSACAG00000014855.3
OG0007664	ENSCAFG00000010588.4, ENSCAFG00000019054.3	ENSACAG00000004041.3
OG0007665	ENSCAFG00000016528.4	ENSACAG00000014949.3
OG0007666	ENSCAFG00000044690.1	ENSACAG00000014956.3
OG0007667	ENSCAFG00000000090.4	ENSACAG00000007935.2
OG0007668	ENSCAFG00000005535.4	ENSACAG00000014985.3
OG0007669	ENSCAFG00000018933.4	ENSACAG00000007940.3
OG0007670	ENSCAFG00000010674.5	ENSACAG00000004506.3
OG0007671	ENSCAFG00000016515.4	ENSACAG00000015085.3
OG0007672	ENSCAFG00000020284.5	ENSACAG00000007392.3
OG0007673	ENSCAFG00000008519.5	ENSACAG00000013352.3
OG0007674	ENSCAFG00000016789.5	ENSACAG00000011861.2
OG0007675	ENSCAFG00000006246.4	ENSACAG00000004532.3
OG0007676	ENSCAFG00000013334.5	ENSACAG00000004399.3
OG0007677	ENSCAFG00000002250.4	ENSACAG00000013720.3
OG0007678	ENSCAFG00000023748.3	ENSACAG00000007172.3
OG0007679	ENSCAFG00000010701.3	ENSACAG00000004585.3
OG0007680	ENSCAFG00000005548.4	ENSACAG00000015168.2
OG0007681	ENSCAFG00000010703.4	ENSACAG00000004586.3
OG0007682	ENSCAFG00000005553.4	ENSACAG00000011241.3
OG0007683	ENSCAFG00000010715.4	ENSACAG00000004595.2
OG0007684	ENSCAFG00000019566.3	ENSACAG00000007163.3
OG0007685	ENSCAFG00000012403.4	ENSACAG00000000604.3, ENSACAG00000010530.3
OG0007686	ENSCAFG00000006374.4	ENSACAG00000003970.3
OG0007687	ENSCAFG00000014148.4	ENSACAG00000013989.3
OG0007688	ENSCAFG00000031371.1	ENSACAG00000015741.3
OG0007689	ENSCAFG00000030456.2	ENSACAG00000013176.3
OG0007690	ENSCAFG00000017035.4	ENSACAG00000013971.3
OG0007691	ENSCAFG00000013606.4	ENSACAG00000013808.3
OG0007692	ENSCAFG00000030705.2	ENSACAG00000015861.3
OG0007693	ENSCAFG00000001068.3	ENSACAG00000010427.2
OG0007694	ENSCAFG00000012050.4	ENSACAG00000008755.3
OG0007695	ENSCAFG00000012661.2	ENSACAG00000029645.1
OG0007696	ENSCAFG00000010934.4	ENSACAG00000009388.2
OG0007697	ENSCAFG00000003382.1	ENSACAG00000001231.2
OG0007698	ENSCAFG00000015943.5	ENSACAG00000007452.3
OG0007699	ENSCAFG00000011605.4	ENSACAG00000006269.3
OG0007700	ENSCAFG00000032030.2	ENSACAG00000001169.2
OG0007701	ENSCAFG00000015468.5	ENSACAG00000012064.3
OG0007702	ENSCAFG00000019811.4	ENSACAG00000015016.3
OG0007703	ENSCAFG00000003014.3	ENSACAG00000007137.2
OG0007704	ENSCAFG00000019522.2	ENSACAG00000016135.3
OG0007705	ENSCAFG00000019802.5	ENSACAG00000009706.2
OG0007706	ENSCAFG00000003001.4	ENSACAG00000007174.3
OG0007707	ENSCAFG00000016688.4	ENSACAG00000009628.3
OG0007708	ENSCAFG00000025434.3	ENSACAG00000002464.3
OG0007709	ENSCAFG00000010963.4	ENSACAG00000004291.3
OG0007710	ENSCAFG00000002963.5	ENSACAG00000010315.3
OG0007711	ENSCAFG00000016623.5	ENSACAG00000003594.3
OG0007712	ENSCAFG00000013244.3	ENSACAG00000004348.1
OG0007713	ENSCAFG00000002957.4	ENSACAG00000010322.2
OG0007714	ENSCAFG00000002950.5	ENSACAG00000010364.3
OG0007715	ENSCAFG00000002936.5	ENSACAG00000010967.3
OG0007716	ENSCAFG00000002921.4	ENSACAG00000010455.3
OG0007717	ENSCAFG00000005216.4	ENSACAG00000004565.3
OG0007718	ENSCAFG00000005246.4	ENSACAG00000004398.3
OG0007719	ENSCAFG00000013392.4	ENSACAG00000002296.3
OG0007720	ENSCAFG00000011224.5	ENSACAG00000015373.3
OG0007721	ENSCAFG00000023538.3	ENSACAG00000001014.3
OG0007722	ENSCAFG00000003314.4	ENSACAG00000009754.3
OG0007724	ENSCAFG00000020263.5	ENSACAG00000012242.3
OG0007725	ENSCAFG00000003022.6	ENSACAG00000025431.1
OG0007726	ENSCAFG00000008435.4	ENSACAG00000001819.3
OG0007727	ENSCAFG00000019516.4	ENSACAG00000000486.3
OG0007728	ENSCAFG00000015767.5	ENSACAG00000008552.2
OG0007729	ENSCAFG00000012856.5	ENSACAG00000007457.3
OG0007730	ENSCAFG00000030769.2	ENSACAG00000011220.3
OG0007731	ENSCAFG00000017312.4	ENSACAG00000009844.3
OG0007732	ENSCAFG00000003031.5	ENSACAG00000002688.3
OG0007733	ENSCAFG00000007832.5	ENSACAG00000011398.3
OG0007734	ENSCAFG00000008944.4	ENSACAG00000008008.3
OG0007735	ENSCAFG00000017332.4	ENSACAG00000009899.3
OG0007736	ENSCAFG00000044408.1	ENSACAG00000002261.3
OG0007737	ENSCAFG00000016342.4	ENSACAG00000002164.3
OG0007738	ENSCAFG00000009336.4	ENSACAG00000002463.2
OG0007739	ENSCAFG00000017422.5	ENSACAG00000010052.3
OG0007740	ENSCAFG00000018197.4	ENSACAG00000003478.3
OG0007741	ENSCAFG00000017369.5	ENSACAG00000002610.3
OG0007742	ENSCAFG00000019878.4	ENSACAG00000006654.2
OG0007743	ENSCAFG00000010369.4	ENSACAG00000003415.2
OG0007744	ENSCAFG00000019875.5	ENSACAG00000006707.3
OG0007745	ENSCAFG00000017473.4	ENSACAG00000010272.3
OG0007746	ENSCAFG00000019873.5	ENSACAG00000006759.3
OG0007747	ENSCAFG00000017476.4	ENSACAG00000001361.2
OG0007748	ENSCAFG00000018973.5	ENSACAG00000000244.3
OG0007749	ENSCAFG00000000603.4	ENSACAG00000026084.1, ENSACAG00000013108.3
OG0007750	ENSCAFG00000014291.4	ENSACAG00000003122.3
OG0007751	ENSCAFG00000004095.4	ENSACAG00000004596.3
OG0007752	ENSCAFG00000006378.4	ENSACAG00000011305.3
OG0007753	ENSCAFG00000012349.4	ENSACAG00000005905.2
OG0007755	ENSCAFG00000016434.4	ENSACAG00000009089.2
OG0007756	ENSCAFG00000016431.4	ENSACAG00000009065.2
OG0007757	ENSCAFG00000003407.4	ENSACAG00000005866.3
OG0007758	ENSCAFG00000016406.3	ENSACAG00000008862.3
OG0007759	ENSCAFG00000000970.4	ENSACAG00000003608.3
OG0007760	ENSCAFG00000019892.4	ENSACAG00000004936.3
OG0007761	ENSCAFG00000004723.5	ENSACAG00000004522.3
OG0007762	ENSCAFG00000000965.3	ENSACAG00000003579.2
OG0007763	ENSCAFG00000018318.5	ENSACAG00000000509.2
OG0007764	ENSCAFG00000010055.3	ENSACAG00000001472.3
OG0007765	ENSCAFG00000000959.5	ENSACAG00000003515.3
OG0007766	ENSCAFG00000017195.3	ENSACAG00000002721.3
OG0007767	ENSCAFG00000019049.4	ENSACAG00000015923.3
OG0007768	ENSCAFG00000019667.6	ENSACAG00000003352.3
OG0007769	ENSCAFG00000017206.5	ENSACAG00000002731.3
OG0007770	ENSCAFG00000006325.5	ENSACAG00000000888.3
OG0007771	ENSCAFG00000005585.5	ENSACAG00000006382.3
OG0007772	ENSCAFG00000013438.5	ENSACAG00000009563.3
OG0007773	ENSCAFG00000013414.4	ENSACAG00000009477.3
OG0007774	ENSCAFG00000019263.4	ENSACAG00000016959.3
OG0007775	ENSCAFG00000013389.5	ENSACAG00000022695.1, ENSACAG00000009474.2
OG0007776	ENSCAFG00000016029.5	ENSACAG00000008482.2
OG0007777	ENSCAFG00000019316.5	ENSACAG00000005253.3
OG0007778	ENSCAFG00000007592.5	ENSACAG00000012280.3
OG0007779	ENSCAFG00000007601.4	ENSACAG00000012257.2
OG0007780	ENSCAFG00000029248.2	ENSACAG00000003980.3
OG0007781	ENSCAFG00000007614.4	ENSACAG00000014781.3
OG0007782	ENSCAFG00000013042.4	ENSACAG00000005357.3
OG0007783	ENSCAFG00000016225.4	ENSACAG00000001814.2
OG0007784	ENSCAFG00000013071.2	ENSACAG00000005323.2
OG0007785	ENSCAFG00000014309.6	ENSACAG00000014233.3
OG0007786	ENSCAFG00000018315.5	ENSACAG00000009646.3
OG0007787	ENSCAFG00000013073.4	ENSACAG00000005280.2
OG0007788	ENSCAFG00000030756.2	ENSACAG00000016441.2
OG0007789	ENSCAFG00000019941.5	ENSACAG00000002706.3
OG0007790	ENSCAFG00000013191.4	ENSACAG00000004128.3
OG0007791	ENSCAFG00000018305.4	ENSACAG00000009533.3
OG0007792	ENSCAFG00000029484.2	ENSACAG00000009731.3
OG0007793	ENSCAFG00000013219.3	ENSACAG00000013670.3
OG0007794	ENSCAFG00000012891.5	ENSACAG00000004428.3
OG0007795	ENSCAFG00000016575.4	ENSACAG00000008782.2
OG0007796	ENSCAFG00000012361.4	ENSACAG00000002002.3
OG0007797	ENSCAFG00000011000.5	ENSACAG00000011226.3
OG0007798	ENSCAFG00000013270.4	ENSACAG00000010660.3
OG0007799	ENSCAFG00000012860.7	ENSACAG00000004500.3
OG0007800	ENSCAFG00000031934.2	ENSACAG00000000611.3
OG0007801	ENSCAFG00000012817.5	ENSACAG00000004539.3
OG0007802	ENSCAFG00000015699.4	ENSACAG00000000640.3
OG0007803	ENSCAFG00000013305.5	ENSACAG00000010593.3
OG0007804	ENSCAFG00000043720.1	ENSACAG00000011202.3, ENSACAG00000025131.2
OG0007805	ENSCAFG00000015553.4	ENSACAG00000005589.3
OG0007806	ENSCAFG00000016542.4	ENSACAG00000008713.3
OG0007807	ENSCAFG00000029297.2	ENSACAG00000000760.3
OG0007808	ENSCAFG00000047904.1	ENSACAG00000001980.3
OG0007809	ENSCAFG00000013220.4	ENSACAG00000005103.2
OG0007810	ENSCAFG00000004834.4	ENSACAG00000008725.3
OG0007811	ENSCAFG00000015538.4	ENSACAG00000005607.3
OG0007812	ENSCAFG00000017919.5	ENSACAG00000013520.3
OG0007813	ENSCAFG00000008365.4	ENSACAG00000004755.3
OG0007814	ENSCAFG00000016894.5	ENSACAG00000015021.3
OG0007815	ENSCAFG00000012519.4	ENSACAG00000004774.3
OG0007816	ENSCAFG00000030242.2	ENSACAG00000006465.3
OG0007817	ENSCAFG00000017900.5	ENSACAG00000013425.3
OG0007818	ENSCAFG00000013679.5	ENSACAG00000010193.2
OG0007819	ENSCAFG00000012464.5	ENSACAG00000004859.3
OG0007820	ENSCAFG00000010959.4	ENSACAG00000008343.3
OG0007821	ENSCAFG00000023687.3	ENSACAG00000004885.3
OG0007822	ENSCAFG00000010936.4	ENSACAG00000008437.3
OG0007823	ENSCAFG00000010916.4	ENSACAG00000008508.3
OG0007824	ENSCAFG00000017867.5	ENSACAG00000013231.3
OG0007825	ENSCAFG00000013726.4	ENSACAG00000010134.3
OG0007826	ENSCAFG00000010906.4	ENSACAG00000008540.3
OG0007827	ENSCAFG00000012448.4	ENSACAG00000005194.3
OG0007828	ENSCAFG00000028821.2	ENSACAG00000015245.3
OG0007829	ENSCAFG00000010897.5	ENSACAG00000008587.2
OG0007830	ENSCAFG00000010852.4	ENSACAG00000008247.3
OG0007831	ENSCAFG00000015581.4	ENSACAG00000015269.3
OG0007832	ENSCAFG00000010811.4	ENSACAG00000008251.3
OG0007833	ENSCAFG00000010458.5	ENSACAG00000004060.2
OG0007834	ENSCAFG00000015875.5	ENSACAG00000012021.3
OG0007836	ENSCAFG00000013808.4	ENSACAG00000009782.2
OG0007837	ENSCAFG00000017831.4	ENSACAG00000013001.3
OG0007838	ENSCAFG00000001021.5	ENSACAG00000001897.2
OG0007839	ENSCAFG00000030058.2	ENSACAG00000022401.2
OG0007840	ENSCAFG00000007148.4	ENSACAG00000013809.2
OG0007841	ENSCAFG00000010684.4	ENSACAG00000009809.3
OG0007842	ENSCAFG00000007127.4	ENSACAG00000013783.2
OG0007843	ENSCAFG00000010679.4	ENSACAG00000009786.3
OG0007844	ENSCAFG00000015595.5	ENSACAG00000010900.3
OG0007845	ENSCAFG00000001034.5	ENSACAG00000001623.3
OG0007846	ENSCAFG00000009768.5	ENSACAG00000013976.2
OG0007847	ENSCAFG00000013415.4	ENSACAG00000003809.3
OG0007848	ENSCAFG00000023496.3	ENSACAG00000004729.2
OG0007849	ENSCAFG00000003349.3	ENSACAG00000007888.3
OG0007850	ENSCAFG00000013919.4	ENSACAG00000002871.3
OG0007851	ENSCAFG00000029693.2	ENSACAG00000001591.3
OG0007852	ENSCAFG00000018206.4	ENSACAG00000008466.2
OG0007853	ENSCAFG00000019458.4	ENSACAG00000012845.3
OG0007854	ENSCAFG00000001533.4	ENSACAG00000000270.1
OG0007855	ENSCAFG00000018005.4	ENSACAG00000012598.2
OG0007856	ENSCAFG00000019843.6	ENSACAG00000017023.3
OG0007857	ENSCAFG00000001083.3	ENSACAG00000001255.2
OG0007858	ENSCAFG00000001084.4	ENSACAG00000028502.1
OG0007859	ENSCAFG00000001085.5	ENSACAG00000001174.3
OG0007860	ENSCAFG00000001091.5	ENSACAG00000000858.3
OG0007861	ENSCAFG00000001507.4	ENSACAG00000014124.2
OG0007862	ENSCAFG00000018800.4	ENSACAG00000025674.1
OG0007863	ENSCAFG00000019824.4	ENSACAG00000017169.3
OG0007864	ENSCAFG00000006910.4	ENSACAG00000013004.3
OG0007865	ENSCAFG00000049844.1	ENSACAG00000002828.3
