P_Mucros.pep,P_bivittatus_protein
XP_029142581.1,XP_025023366.1
XP_015683542.1,XP_025023347.1
XP_015681237.1,XP_025030216.1
XP_015681036.1,XP_007443639.2
XP_015680078.1,XP_007430297.1
XP_015669077.1,XP_007440298.1
XP_015683582.1,XP_025020031.1
XP_015669289.1,XP_007422473.1
XP_015682589.1,XP_025019411.1
XP_029143011.1,XP_007441148.1
XP_015682066.1,XP_007444034.1
XP_015678442.1,XP_007432579.2
XP_015674475.1,XP_015742805.1
XP_015685287.2,XP_007423867.1
XP_015685471.1,XP_007440754.1
XP_015671375.1,XP_025031676.1
XP_015669419.1,XP_007425781.1
XP_015668709.1,XP_007429338.1
XP_015669998.1,XP_007428690.1
XP_015676298.1,XP_015743419.1
XP_015676301.1,XP_007425873.2
XP_015669022.1,XP_007430968.1
XP_015674667.1,XP_007438394.1
XP_015671673.2,XP_007440212.1
XP_015674825.1,XP_007440923.1
XP_015672046.1,XP_007437938.1
XP_015671139.1,XP_025021627.1
XP_015669903.1,XP_007433076.1
XP_015666981.1,XP_007437553.2
XP_015666959.1,XP_007431328.1
XP_015666947.1,XP_007431325.1
XP_015672514.1,XP_025033508.1
XP_015672520.1,XP_007422592.1
XP_015679458.1,XP_007430600.1
XP_015678775.1,XP_007437628.2
XP_015681205.1,XP_007440272.1
XP_015678216.1,XP_015746527.2
XP_015670574.1,XP_007438329.1
XP_015666930.1,XP_007437449.1
XP_029141325.1,XP_007427240.1
XP_015670209.1,XP_007436103.1
XP_015679408.1,XP_025031331.1
XP_015665932.1,XP_007437202.1
XP_029140677.1,XP_007438627.1
XP_015675575.1,XP_007437284.1
XP_015668157.1,XP_007438401.1
XP_015678199.1,XP_007436702.2
XP_015675635.1,XP_015746474.1
XP_029140445.1,XP_025025952.1
XP_015665399.1,XP_025025197.1
XP_015665436.1,XP_007433162.1
XP_015665435.1,XP_007430074.1
XP_015665434.1,XP_007442666.1
XP_015687592.1,XP_025027621.1
XP_015687428.1,XP_007430988.1
XP_015687424.1,XP_007437861.2
XP_015666604.1,XP_007437090.1
XP_029141203.1,XP_007443410.2
XP_015679330.1,XP_025022430.1
XP_015682574.2,XP_007436155.1
XP_015667995.1,XP_025020656.1
XP_029139692.1,XP_007433028.1
XP_029140804.1,XP_007428185.1
XP_015674690.1,XP_007442730.2
XP_015675070.1,XP_025025438.1
XP_015679577.1,XP_025026697.1
XP_015680584.1,XP_007423539.1
XP_015675072.1,XP_007427008.1
XP_015677945.1,XP_007437739.1
XP_015687026.1,XP_015742982.1
XP_029142358.1,XP_025023734.1
XP_015680258.1,XP_025033510.1
XP_015682916.1,XP_007422596.1
XP_015682259.1,XP_007422600.1
XP_015682150.1,XP_007433025.1
XP_029140740.1,XP_025019537.1
XP_015665403.1,XP_007436452.1
XP_015677703.1,XP_025020675.1
XP_029139439.1,XP_007426252.1
XP_015668757.1,XP_007423089.1
XP_015671081.1,XP_007440668.1
XP_015672984.2,XP_007439455.1
XP_015681267.1,XP_007424041.1
XP_015674133.1,XP_007436125.1
XP_015677547.1,XP_007431564.1
XP_015677546.1,XP_007431565.1
XP_015677543.1,XP_007431562.2
XP_015687199.1,XP_025027877.1
XP_015680342.1,XP_007428002.1
XP_015673948.1,XP_007442834.1
XP_015676572.1,XP_007440484.1
XP_015669559.1,XP_007425592.1
XP_015679280.1,XP_007430547.1
XP_015680763.1,XP_007425566.1
XP_029142408.1,XP_007432203.1
XP_015679253.1,XP_007421190.1
XP_015683673.1,XP_025025532.1
XP_029140579.1,XP_007440345.1
XP_015682421.1,XP_025025528.1
XP_015675105.1,XP_007443172.1
XP_029139808.1,XP_025022166.1
XP_015670592.1,XP_015746364.1
XP_015682760.1,XP_007431394.1
XP_015682817.1,XP_007431739.1
XP_015672915.1,XP_025019267.1
XP_015674381.1,XP_007428565.1
XP_015667360.1,XP_007433236.1
XP_029140074.1,XP_007427327.2
XP_029139597.1,XP_025020563.1
XP_015670684.1,XP_015746067.1
XP_015670686.1,XP_007435617.2
XP_015680985.1,XP_007424094.1
XP_015665667.1,XP_007431255.1
XP_015665679.1,XP_007432460.2
XP_015675981.1,XP_025019207.1
XP_015676676.1,XP_025029817.1
XP_015675203.2,XP_015744826.2
XP_015680498.1,XP_025019079.1
XP_015677315.1,XP_007434150.2
XP_015670545.1,XP_025022313.1
XP_029139812.1,XP_007436483.2
XP_015667217.1,XP_007444745.2
XP_015670675.1,XP_007437017.1
XP_015678577.1,XP_007433060.1
XP_015673004.1,XP_007434239.1
XP_015667927.2,XP_025021707.1
XP_015686591.1,XP_007421735.2
XP_015686569.1,XP_007421732.1
XP_015681241.1,XP_007439189.1
XP_015682443.1,XP_007443567.1
XP_015679701.1,XP_025025677.1
XP_015675248.1,XP_007429609.1
XP_015667873.1,XP_007437771.1
XP_015680313.1,XP_007430122.1
XP_015681444.1,XP_007436778.1
XP_015673188.1,XP_025021979.1
XP_015671888.1,XP_007437765.1
XP_015671902.1,XP_007436620.1
XP_015667826.1,XP_007430819.1
XP_029140765.1,XP_025020346.1
XP_015679446.1,XP_007420387.1
XP_015673378.1,XP_007428471.1
XP_015673379.1,XP_025022534.1
XP_015672802.1,XP_007428474.1
XP_015672822.1,XP_007425868.1
XP_015671843.1,XP_007426206.1
XP_015672668.2,XP_007430807.2
XP_015668074.1,XP_007432461.1
XP_015679522.1,XP_007423660.1
XP_015680628.1,XP_025029578.1
XP_015680627.1,XP_007439279.1
XP_015674730.1,XP_007423822.1
XP_015676472.1,XP_007433030.2
XP_015677819.1,XP_007428723.1
XP_015674635.1,XP_025020528.1
XP_015668136.1,XP_007438523.1
XP_015672360.1,XP_007431246.1
XP_015672302.2,XP_007434384.2
XP_015678782.1,XP_007424750.1
XP_029140062.1,XP_025025457.1
XP_015671693.1,XP_007441500.1
XP_015675646.1,XP_007428832.1
XP_015682060.1,XP_007433133.1
XP_015672871.1,XP_007440799.1
XP_015672869.1,XP_007421861.1
XP_015671818.1,XP_015743053.1
XP_015680536.1,XP_007432512.1
XP_015687039.1,XP_007444579.2
XP_029143065.1,XP_007443310.2
XP_015671116.1,XP_007432614.1
XP_015672387.1,XP_007425490.1
XP_029140341.1,XP_025024150.1
XP_015682667.1,XP_007432302.1
XP_015671125.1,XP_007426643.1
XP_015671124.1,XP_025021418.1
XP_015671123.1,XP_007426647.1
XP_015671120.2,XP_007426651.1
XP_015667913.1,XP_007421425.1
XP_015667180.1,XP_007441591.3
XP_015676179.1,XP_007432871.2
XP_015679201.1,XP_007431354.2
XP_029141603.1,XP_007442055.2
XP_015677377.1,XP_025032260.1
XP_015677379.1,XP_007431438.1
XP_015682379.1,XP_007438435.1
XP_015675352.1,XP_025023285.1
XP_015670434.1,XP_025032588.1
XP_015678634.1,XP_007440733.2
XP_029140104.1,XP_025030095.1
XP_015676852.1,XP_007433140.1
XP_015678293.1,XP_025026849.1
XP_015672396.1,XP_007428487.1
XP_029140533.1,XP_007439550.2
XP_029142331.1,XP_025028305.1
XP_015673739.1,XP_025028167.1
XP_015680692.1,XP_007437549.2
XP_015680798.1,XP_007440763.1
XP_015679404.1,XP_007434588.1
XP_029140426.1,XP_007430790.2
XP_015682131.1,XP_025022311.1
XP_015671489.1,XP_025027345.1
XP_015671992.1,XP_007435418.1
XP_015673504.1,XP_007438996.2
XP_015673509.1,XP_007436035.1
XP_015676863.1,XP_025026353.1
XP_015687406.1,XP_007431753.1
XP_015687412.1,XP_007434470.1
XP_015671885.1,XP_025024352.1
XP_015686033.1,XP_007441610.1
XP_015667651.1,XP_007431742.1
XP_015674460.1,XP_007434749.1
XP_015686857.1,XP_007433481.1
XP_015666024.1,XP_007424372.1
XP_015679918.1,XP_007437931.1
XP_029141657.1,XP_025026408.1
XP_015678308.1,XP_007441181.1
XP_015672679.1,XP_015743830.1
XP_015668951.1,XP_007431530.1
XP_015667649.1,XP_007432569.2
XP_015673466.1,XP_007438050.2
XP_015669043.1,XP_007422981.1
XP_015687486.1,XP_007425213.1
XP_015666648.1,XP_007432150.1
XP_015670779.1,XP_007440729.1
XP_015675864.1,XP_007423188.1
XP_029141009.1,XP_007429587.1
XP_029140466.1,XP_025023384.1
XP_015667159.1,XP_007442468.2
XP_015671248.1,XP_007439618.1
XP_015671289.1,XP_007443305.1
XP_015665466.1,XP_007424542.1
XP_015669255.1,XP_007430585.1
XP_029138931.1,XP_007430389.1
XP_015673170.1,XP_015744106.1
XP_015666212.1,XP_007430775.2
XP_015675871.1,XP_007441031.1
XP_015671259.1,XP_025032013.1
XP_029138814.1,XP_025025995.1
XP_015665430.1,XP_025025996.1
XP_015670972.1,XP_025027036.1
XP_029141928.1,XP_025025198.1
XP_015678801.1,XP_007425683.1
XP_015681529.1,XP_007436354.1
XP_015684451.1,XP_007426759.1
XP_015671310.1,XP_007425006.1
XP_029139348.1,XP_015747025.1
XP_015668415.1,XP_007422953.1
XP_015668366.1,XP_007422957.1
XP_029142029.1,XP_025019222.1
XP_015684760.1,XP_007432421.1
XP_015683310.1,XP_007440837.1
XP_015666323.1,XP_007422204.1
XP_015666321.1,XP_007428104.1
XP_015687113.1,XP_025021720.1
XP_015672276.1,XP_007421711.1
XP_015673472.1,XP_015744931.1
XP_029140128.1,XP_025029216.1
XP_015675057.1,XP_025024718.1
XP_015672281.2,XP_007439447.2
XP_029140127.1,XP_007439446.1
XP_015666310.1,XP_007437556.1
XP_015675058.1,XP_007431899.1
XP_029138766.1,XP_007443720.1
XP_015687884.1,XP_007445266.3
XP_015678958.1,XP_007423324.1
XP_029139386.1,XP_025020712.1
XP_015679598.1,XP_007425019.1
XP_029139387.1,XP_007427004.1
XP_015673957.1,XP_007434282.1
XP_015666990.1,XP_007439882.1
XP_015667120.1,XP_007432017.1
XP_015681311.1,XP_025032623.1
XP_015667110.1,XP_007432014.1
XP_015678990.1,XP_007425545.1
XP_015676923.1,XP_025018986.1
XP_015676926.1,XP_007420163.1
XP_015668782.1,XP_007429343.1
XP_015665447.1,XP_007433209.1
XP_015667386.1,XP_007445157.2
XP_015677515.1,XP_025022231.1
XP_015671266.1,XP_007433576.1
XP_015680856.1,XP_007444067.1
XP_029142603.1,XP_025027486.1
XP_015666083.1,XP_007425826.1
XP_015666109.1,XP_007428288.1
XP_015683446.1,XP_007442277.1
XP_015666079.1,XP_007437214.1
XP_015678085.1,XP_007429895.1
XP_029139112.1,XP_025027019.1
XP_015683393.1,XP_007422051.1
XP_015668845.1,XP_007428873.1
XP_015670041.1,XP_007420082.1
XP_015680679.1,XP_007435369.1
XP_029140620.1,XP_007435847.2
XP_015670043.1,XP_007420086.1
XP_015674987.1,XP_007435846.1
XP_015667406.1,XP_007430210.2
XP_029140588.1,XP_025024708.1
XP_015666943.1,XP_025024603.1
XP_015670055.1,XP_025032210.1
XP_029140884.1,XP_007431039.1
XP_029142933.1,XP_015746784.1
XP_015672778.1,XP_007443213.1
XP_015675021.1,XP_007442864.1
XP_029140617.1,XP_025027510.1
XP_015682304.1,XP_025030143.1
XP_015668228.1,XP_015745702.1
XP_015666250.1,XP_025019695.1
XP_029140317.1,XP_007434194.1
XP_015674052.1,XP_007445570.2
XP_015683179.1,XP_007425922.1
XP_015671539.1,XP_025021194.1
XP_015674840.1,XP_007436740.1
XP_015675149.1,XP_007424138.1
XP_015673618.1,XP_007436739.1
XP_015675146.1,XP_007424133.1
XP_015680174.1,XP_007421536.1
XP_015669372.1,XP_025026008.1
XP_029139553.1,XP_007433846.1
XP_015675097.1,XP_015746003.2
XP_015669046.1,XP_025031248.1
XP_015669050.1,XP_007439351.2
XP_015672147.1,XP_007423207.1
XP_015675089.1,XP_007422081.1
XP_015676826.1,XP_007425583.2
XP_015667443.1,XP_007435979.1
XP_015666594.1,XP_007432156.3
XP_015679781.1,XP_007421951.1
XP_015667482.1,XP_025030556.1
XP_015679803.1,XP_007431259.1
XP_015665526.1,XP_007424550.1
XP_015683254.1,XP_015745537.2
XP_015679623.1,XP_025028552.1
XP_015673888.1,XP_007426488.2
XP_015683276.1,XP_025030397.1
XP_029138791.1,XP_007428221.1
XP_015686928.1,XP_007421251.1
XP_015677734.1,XP_025019276.1
XP_015667813.1,XP_007434981.1
XP_015668733.1,XP_007426208.1
XP_015670958.1,XP_025029582.1
XP_015672379.1,XP_025023525.1
XP_015674759.1,XP_007444193.1
XP_015677592.1,XP_025028791.1
XP_029139851.1,XP_025026988.1
XP_015687235.1,XP_007436019.1
XP_015670786.1,XP_007432174.1
XP_015674660.1,XP_007421899.1
XP_015672325.1,XP_007431274.1
XP_015671537.1,XP_025021199.1
XP_015672331.1,XP_015743398.1
XP_029142258.1,XP_007440107.2
XP_015684203.1,XP_007426176.1
XP_015684284.1,XP_025027414.1
XP_015685072.1,XP_007433640.1
XP_015683769.1,XP_015744469.1
XP_015667361.1,XP_007437340.1
XP_015678822.1,XP_007436985.1
XP_015684360.1,XP_025025314.1
XP_015665464.1,XP_007424545.2
XP_015684352.1,XP_007443752.1
XP_015681108.1,XP_007437397.1
XP_015687911.1,XP_007440692.1
XP_015667616.1,XP_025030654.1
XP_015681104.1,XP_025029540.1
XP_015667385.2,XP_007435397.1
XP_015674643.1,XP_007428442.1
XP_015674642.1,XP_025022517.1
XP_015667598.1,XP_007424229.1
XP_015669517.1,XP_007420466.1
XP_015668307.1,XP_007434023.1
XP_029140833.1,XP_007444848.2
XP_015669521.1,XP_007441583.1
XP_015678478.1,XP_007438979.1
XP_015684551.1,XP_007440603.1
XP_015667665.1,XP_007438959.1
XP_015675915.1,XP_025019686.1
XP_015679827.1,XP_025031581.1
XP_015682388.1,XP_015744205.2
YP_008081111.1,YP_008083610.1
XP_015680088.1,XP_007425032.1
XP_015676587.1,XP_007428461.1
XP_015668388.1,XP_015745410.1
XP_015674275.1,XP_007426672.1
XP_015683587.1,XP_007442736.1
XP_029141004.1,XP_025032107.1
XP_029141005.1,XP_007437872.1
XP_015682771.1,XP_007444857.3
XP_015675378.1,XP_007424441.1
XP_015682773.1,XP_025028364.1
XP_015668372.1,XP_007424326.1
XP_015666297.1,XP_007440677.1
XP_015666309.1,XP_007429215.1
XP_015676453.1,XP_007436919.1
XP_029143092.1,XP_007442010.1
XP_029139582.1,XP_025029421.1
XP_015683560.1,XP_007434965.1
XP_015665864.1,XP_007421709.1
XP_015677933.1,XP_007436934.1
XP_029142764.1,XP_007443800.1
XP_015683256.1,XP_015744879.1
XP_015675298.1,XP_007437975.1
XP_015679325.1,XP_007439606.1
XP_015685494.1,XP_007421217.1
XP_015676634.1,XP_007441911.1
XP_029139806.1,XP_025027061.1
XP_015672234.2,XP_015743996.1
XP_015672233.2,XP_025023956.1
XP_015667160.1,XP_015745951.1
XP_029140920.1,XP_015743008.2
XP_015676640.1,XP_025020385.1
XP_015668735.1,XP_007433964.2
XP_015679494.1,XP_007439119.1
XP_015671104.1,XP_007438565.1
XP_015675679.1,XP_007439535.2
XP_015678808.1,XP_007439508.1
XP_015676082.1,XP_007430177.1
XP_015679635.1,XP_007439485.1
XP_015680520.1,XP_007438149.1
XP_029138999.1,XP_007434607.1
XP_015675591.1,XP_007431107.1
XP_015684038.1,XP_025031374.1
XP_015680518.1,XP_007438148.1
XP_015683985.1,XP_007439291.1
XP_029140949.1,XP_007444445.1
XP_015666633.1,XP_015744035.2
XP_015679620.1,XP_007432134.1
XP_015676090.2,XP_025026505.1
XP_015676093.1,XP_007434621.1
XP_015676072.1,XP_007443146.1
XP_015676260.1,XP_007425220.1
XP_015679748.1,XP_007432944.1
XP_015676073.1,XP_007422704.1
XP_015683288.1,XP_007437279.1
XP_015668935.1,XP_007426006.1
XP_015671403.1,XP_007422145.1
XP_015680418.1,XP_007439273.1
XP_015679216.1,XP_007441962.1
XP_029139171.1,XP_007441734.1
XP_029139961.1,XP_025031901.1
XP_015671397.1,XP_007422160.1
XP_015679117.1,XP_007438130.1
XP_015687368.1,XP_007438085.1
XP_015668257.1,XP_025020359.1
XP_015667631.1,XP_007429376.1
XP_029140023.1,XP_025024668.1
XP_029139539.1,XP_025023649.1
XP_015675074.1,XP_007429924.1
XP_015682372.1,XP_025028193.1
XP_015678943.1,XP_007419956.1
XP_015681274.1,XP_025028195.1
XP_015670657.1,XP_025027963.1
XP_015674082.1,XP_007441337.1
XP_015674083.1,XP_007441338.1
XP_015674084.2,XP_025029779.1
XP_015681786.1,XP_007421893.1
XP_015673833.1,XP_025029683.1
XP_029141515.1,XP_007422111.2
XP_015671839.1,XP_007425283.2
XP_015666469.1,XP_007424474.1
XP_015681305.1,XP_025021770.1
XP_015678483.1,XP_007437917.1
XP_015681017.1,XP_015744508.1
XP_015678876.1,XP_007421800.1
XP_015680202.2,XP_007440694.2
XP_015677527.1,XP_007427989.1
XP_015678986.1,XP_007420442.1
XP_015682621.1,XP_007438184.1
XP_015680148.1,XP_007420860.2
XP_015684737.1,XP_025026678.1
XP_015678952.1,XP_025029936.1
XP_015679328.1,XP_015745958.1
XP_015678883.1,XP_007435795.1
XP_015677167.1,XP_025021905.1
XP_015676018.1,XP_007431139.1
XP_015681595.1,XP_007427568.1
XP_015677163.1,XP_025024112.1
XP_015675558.1,XP_007430908.1
XP_029140938.1,XP_025033470.1
XP_029139357.1,XP_015742877.2
XP_029139358.1,XP_025019881.1
XP_015666905.1,XP_007445568.3
XP_015687471.1,XP_007445460.2
XP_029143143.1,XP_025024405.1
XP_015682440.1,XP_015745248.1
XP_015667696.1,XP_007425623.1
XP_015670938.1,XP_007422811.1
XP_015673325.1,XP_007439599.1
XP_029142575.1,XP_007438325.1
XP_015678821.1,XP_007422099.1
XP_015675620.1,XP_007425459.1
XP_029139870.1,XP_025018823.1
XP_015668692.1,XP_007426558.1
XP_029139422.1,XP_007440536.1
XP_015670912.1,XP_025018844.1
XP_015667203.1,XP_025023349.1
XP_015667210.1,XP_025026308.1
XP_029141234.1,XP_015745434.1
XP_015671306.1,XP_007437051.2
XP_029143181.1,XP_015745726.2
XP_015677869.1,XP_007430834.1
XP_015668034.1,XP_007426244.1
XP_015667007.1,XP_007426732.1
XP_015676823.1,XP_007422507.1
XP_015677567.1,XP_007422690.1
XP_015687521.1,XP_007443110.1
XP_015679015.1,XP_007422697.1
XP_015666182.2,XP_015744137.1
XP_015676021.1,XP_007427406.1
XP_015673686.1,XP_025019605.1
XP_029138928.1,XP_025031269.1
XP_015666995.1,XP_007429938.2
XP_015666964.1,XP_007442038.1
XP_015684568.1,XP_007432470.1
XP_015666936.1,XP_007442037.2
XP_015684782.1,XP_007423734.2
XP_029141768.1,XP_007433802.1
XP_015676904.1,XP_007420177.1
XP_015674418.2,XP_007438008.1
XP_015674388.1,XP_025028781.1
XP_015673302.1,XP_025020439.1
XP_029139368.1,XP_007431407.1
XP_015668039.1,XP_007436055.2
XP_015675569.1,XP_025030488.1
XP_015672752.1,XP_007434462.1
XP_015668905.2,XP_025028555.1
XP_015668904.1,XP_007437625.1
XP_015683935.1,XP_025028514.1
XP_015666515.1,XP_007424600.1
XP_015668472.1,XP_007434115.1
XP_029141021.1,XP_007422833.1
XP_015678213.1,XP_025020584.1
XP_029141111.1,XP_025020534.1
XP_015666483.1,XP_007424602.2
XP_015670810.1,XP_007421030.1
XP_015673154.1,XP_007423274.1
XP_029141617.1,XP_025031200.1
XP_015673230.1,XP_025021209.1
XP_015673799.2,XP_007423621.1
XP_015666487.1,XP_007431617.1
XP_015677481.1,XP_007427667.2
XP_015670827.2,XP_025024296.1
XP_015686296.1,XP_007427669.1
XP_015674686.2,XP_007442647.2
XP_015675846.1,XP_007440841.1
XP_015687371.1,XP_007429857.1
XP_029138982.1,XP_007424460.2
XP_015666526.2,XP_007424469.1
XP_015679124.1,XP_025024891.1
XP_029139849.1,XP_007438991.1
XP_015668578.1,XP_007438142.1
XP_015675681.1,XP_007439534.1
XP_015671380.1,XP_007444779.2
XP_015669133.1,XP_015746008.1
XP_015669550.1,XP_007420477.1
XP_015675029.1,XP_025023951.1
XP_015679563.1,XP_007444346.2
XP_015674710.1,XP_007424610.1
XP_015673297.1,XP_007443131.1
XP_029138929.1,XP_015745534.1
XP_015671388.1,XP_007431985.1
XP_015681596.1,XP_007443365.1
XP_015675657.1,XP_007436523.1
XP_015674698.1,XP_007424617.1
XP_015674699.1,XP_025020067.1
XP_015681597.1,XP_007442148.2
XP_015681132.1,XP_025027432.1
XP_015676209.1,XP_025025373.1
XP_015682326.1,XP_025033024.1
XP_029140431.1,XP_007430507.1
XP_015669286.1,XP_007430779.1
XP_015669341.1,XP_025031931.1
XP_015676212.1,XP_025030190.1
XP_015683304.1,XP_025032498.1
XP_015683181.1,XP_007430601.1
XP_015680747.1,XP_015745657.1
XP_015669762.1,XP_025020035.1
XP_015672974.1,XP_025022976.1
XP_015669474.1,XP_025023574.1
XP_029140606.1,XP_007429202.1
XP_015684910.1,XP_007430878.1
XP_015672829.1,XP_025030252.1
XP_015687951.1,XP_007428924.1
XP_029140983.1,XP_015745716.1
XP_029141741.1,XP_007438841.2
XP_015685131.1,XP_007430875.1
XP_015684555.1,XP_007441630.1
XP_015677131.1,XP_007436215.1
XP_015671528.1,XP_007429913.1
XP_015687926.1,XP_007426082.2
XP_015671036.1,XP_007423569.1
XP_029142609.1,XP_025026392.1
XP_029142824.1,XP_025022393.1
XP_015682496.2,XP_007444664.2
XP_015677014.1,XP_025031489.1
XP_015674110.1,XP_007437445.2
XP_015677017.1,XP_007442328.1
XP_015673057.1,XP_007422246.1
XP_015667015.1,XP_025023820.1
XP_029143064.1,XP_007436303.1
XP_015678064.1,XP_007439468.1
XP_015673374.1,XP_007425975.1
XP_015675122.1,XP_007428945.1
XP_015687978.1,XP_007426087.1
XP_015673136.2,XP_025028570.1
XP_029142767.1,XP_007441715.1
XP_015677129.2,XP_025023166.1
XP_029142014.1,XP_025031077.1
XP_015681807.2,XP_007441718.2
XP_015669045.1,XP_007424864.2
XP_015682419.1,XP_007432898.1
XP_015673552.1,XP_007428145.1
XP_015669034.1,XP_007424859.1
XP_015669480.1,XP_007430066.1
XP_015673741.1,XP_025031105.1
XP_015668586.1,XP_015745754.1
XP_029139392.1,XP_025030672.1
XP_029140272.1,XP_007439216.1
XP_015672941.2,XP_007434311.1
XP_029143134.1,XP_007426514.1
XP_029141449.1,XP_007432797.1
XP_015683751.1,XP_007442076.1
XP_015687557.1,XP_007432592.2
XP_015682324.1,XP_007438070.1
XP_015675923.1,XP_015745314.1
XP_015680315.1,XP_007437335.1
XP_015668066.1,XP_007438624.1
XP_015668077.1,XP_025030231.1
XP_015687552.1,XP_007432590.1
XP_029141339.1,XP_025032239.1
XP_015668711.1,XP_007422110.1
XP_029139250.1,XP_007440361.1
XP_015678319.1,XP_025027842.1
XP_015687454.1,XP_007420638.1
XP_015672509.1,XP_025027625.1
XP_015673036.2,XP_025024985.1
XP_015673113.1,XP_025030115.1
XP_015687887.1,XP_025025855.1
XP_029139636.1,XP_025029442.1
XP_015673114.1,XP_025021496.1
XP_015670582.1,XP_025031404.1
XP_015681324.1,XP_025031368.1
XP_015679306.1,XP_007429182.1
XP_015682162.1,XP_007429682.1
XP_015677165.1,XP_025021896.1
XP_015681832.1,XP_007421290.1
XP_015684571.1,XP_007428879.1
XP_015674877.1,XP_007423229.1
XP_015683700.1,XP_007427476.1
XP_015674878.1,XP_025019133.1
XP_015677885.1,XP_007420808.2
XP_015677887.1,XP_007420806.1
XP_029140859.1,XP_007443022.2
XP_015676368.1,XP_007434495.1
XP_015676937.1,XP_007420111.1
XP_015670321.1,XP_007426528.1
XP_015673593.1,XP_007424935.1
XP_015674327.1,XP_007441087.3
XP_015668745.1,XP_025030669.1
XP_015672651.1,XP_007424873.1
XP_015675155.1,XP_025019775.1
XP_015680327.1,XP_007444738.1
XP_015675723.1,XP_025028478.1
XP_015672643.1,XP_025020282.1
XP_015672765.1,XP_025028547.1
XP_015668707.1,XP_025028541.1
XP_015673163.1,XP_007438645.1
XP_015674347.1,XP_025023686.1
XP_015672555.1,XP_007425383.1
XP_015680048.1,XP_007434295.1
XP_015672079.1,XP_007440095.1
XP_015672076.1,XP_007440089.1
XP_015666167.2,XP_025024689.1
XP_015682151.1,XP_025027554.1
XP_015679427.1,XP_025029528.1
XP_015684871.1,XP_007443847.1
