h_genes,m_genes,s_genes,g_gene,a_gene,x_gene,p_gene,dog_gene
55379,98238,107283796,422103,100560830,407863,455120,491080
55388,70024,107297426,429525,100560518,549663,450309,487128
55425,67467,107283201,418842,100562645,780247,452574,609189
55432,226418,107288375,428266,100565916,100493203,469659,490268
55435,211556,107286688,422693,100562431,496465,461439,610672
55437,227154,107296972,424083,100563886,100495317,459878,478870
55454,78752,107293256,423632,100558813,100124741,450416,486786
55471,73694,107287933,421477,100562864,548899,459157,475725
55486,381038,107287723,424767,100553171,100036610,460877,488100
55500,75320,107295786,418196,100557169,116409664,101057524,486637
55501,59031,107290634,416469,100566390,548703,472270,609635
55504,29820,107288409,418943,100565299,100485234,452480,486042
55506,404634,107285432,423721,100551724,448772,450509,489024
55508,215436,107284416,417842,100556527,779730,742051,481154
55509,381319,107287442,421368,100556684,101731114,457721,490283
55512,58994,107295254,415619,100564529,100495702,468008,489743
55515,241118,107295533,769191,100561869,100486325,743548,488537
55521,28105,107290899,426811,100556128,734110,462007,474639
55526,209692,107297191,426076,100551958,100493977,736115,478008
55529,72519,107285754,420221,100556773,448483,464281,477939
55530,68666,107287291,416895,103282582,100492312,749791,486316
55531,270162,107284948,418971,100560686,779768,451525,489423
55532,226781,107292293,421349,100559236,100489414,469681,488599
55534,433586,107293152,422445,100551739,100158633,471311,102154734
55536,217946,107282956,420608,100558150,100492269,472306,482347
55544,56190,107296081,768866,100554116,448763,746038,611796
55553,20679,107286428,423068,100561540,100144640,466449,476871
55565,75871,107283499,415878,100561980,496803,468020,489726
55568,171212,107290975,416260,100566755,779898,462207,489165
55571,52846,107288159,418711,100561785,100380053,743599,481334
55572,235169,107298043,419712,100566961,100125144,451653,100856312
55573,321022,107293865,420693,100552869,448377,741203,100685602
55576,192188,107293123,418089,100563150,100038160,452186,100687903
55577,56174,107297981,107051359,100566913,100485993,459309,492060
55578,56790,107298202,418896,100559444,100485496,452704,477299
55584,231252,107298611,395522,100558678,100493319,471396,488832
55586,56727,107297171,107052518,100559963,496668,747218,481189
55588,67224,107291647,107055391,100567236,780334,736237,612535
55589,140780,107303153,422578,100556054,100486326,471194,487819
55591,215008,107284621,417911,100567588,734067,452138,111090044
55596,70650,107286962,416862,100566965,100216122,452327,477460
55599,67225,107292304,424458,100556831,548771,469395,490136
55602,70925,107302679,769372,100560384,100379748,461623,607991
55603,212943,107302926,421845,100557934,100490270,462847,481896
55605,16564,107294230,417692,100556711,100485713,451832,100683402
55607,243725,107283678,420568,100560585,100496337,463546,482308
55608,102334,107283851,418760,100554739,496544,452669,476986
55610,73288,107283643,420560,100559004,100135656,463538,475228
55611,107260,107296907,777320,100564150,100492748,742797,100855636
55612,241639,107297359,416727,100561350,100492800,458088,485775
55614,16558,107283188,421260,100564630,100489716,458104,485759
55617,75812,107293274,416741,100553551,100145722,735437,477152
55619,210293,107299643,424803,100565296,100127561,459984,100684934
55622,74196,107287478,421462,100560699,100380007,459142,475719
55623,233802,107296897,107049049,100563558,394656,453976,489984
55624,68273,107283598,429097,100554813,100158594,456564,482511
55625,102193,107282737,415821,100566833,100485887,454390,489676
55627,77626,107289809,416942,100555572,100127861,104004656,486434
55628,240476,107291690,421011,100554352,100487970,107966256,476164
55629,52830,107290749,419688,100563633,493263,100614798,100855478
55631,67144,107292134,424713,100556726,496765,456936,490217
55632,217558,107287628,423305,100559175,100496302,453236,490639
55633,381085,107284531,421181,100552484,100380202,471996,481773
55635,76131,107298889,424710,100556333,549568,456933,479992
55636,320790,107284331,421140,100564383,100379668,464198,486968
55638,319613,107297911,420277,100562281,549137,472844,475076
55640,217721,107285965,423365,100552104,549736,453050,490795
55646,17089,107295970,422846,100556916,100145276,461089,479095
55647,19332,107284291,418753,100552246,550049,112205216,485549
55650,230801,107289899,771632,100553470,100380028,101059423,106557463
55651,52530,107294706,416218,100557483,394586,462318,474644
55652,67739,107288966,426887,100556459,548700,744236,100855680
55654,69470,107283691,100857207,100557988,549686,740173,609057
55656,72656,107289132,420230,100561236,100038299,464291,487056
55660,56194,107291323,373972,100560727,100170464,459664,476152
55661,228889,107296126,419308,103281468,100101759,458320,477259
55662,319594,107292978,428952,100564872,394511,466183,609221
55664,67072,107291604,426535,100567118,733511,473161,476341
55666,217365,107286772,417456,100563589,100216289,454960,483363
55667,329877,107295933,427236,100560110,100494441,465013,100856373
55669,67414,107285701,424973,100561751,548943,460861,488086
55670,74043,107294350,418165,100564192,100145166,100613902,477743
55671,68734,107297328,423411,100551585,100485426,107966179,612974
55676,210148,107287936,421480,100563452,496932,746054,475716
55677,73473,107295312,424750,100567317,595082,738706,476103
55680,70432,107288083,423687,100564799,548968,466094,479228
55681,213326,107289401,417930,100555608,100486630,107966181,482622
55683,226976,107283273,426585,100555433,100158552,459418,481348
55684,227624,107302548,417284,100554720,100135091,100609480,480675
55686,381269,107303014,424013,100563707,549186,459928,610230
55687,72026,107294525,425909,100557100,100379803,458914,481204
55689,208146,107287722,424764,100562808,100135359,460875,488099
55691,209630,107297067,419035,100560126,733886,450316,607414
55692,66978,107290370,416654,100561332,448056,467851,479898
55695,100609,107286465,417462,100552807,100485928,463460,479720
55696,66810,107300003,416270,100562805,394713,471698,489184
55697,234729,107284174,415678,100559094,100216224,454220,489717
55699,381314,107292299,421346,100559437,100145647,457749,478963
55700,245877,107291458,419624,100567814,779451,456751,608497
55703,70428,107289579,418071,100553058,100158643,452201,474531
55704,108686,107302288,421210,100563386,100380128,459241,481375
55705,226432,107287117,421167,100557495,100036619,457623,480004
55706,72787,107283038,772284,100561498,549567,456867,100684187
55707,66147,107296998,419464,100558122,100037850,456477,478218
55709,67136,107292934,423180,100552633,395033,451174,483621
55715,114255,107287379,430610,100564550,780013,454120,487264
55716,74775,107286381,107055406,100553585,733770,451874,612809
55717,207425,107288608,423935,100562809,100496077,450784,477847
55720,104662,107283254,100857289,100565474,100145784,100608290,491201
55721,230767,107283693,419646,100554909,100497026,742137,487311
55726,71177,107299445,418213,100565241,448436,465353,486627
55727,238386,107287213,423424,100565873,100486833,467536,490834
55728,333789,107302803,422786,100558282,100493484,471175,479101
55729,54343,107302978,417966,100563760,100490711,473374,486674
55731,216971,107298394,417578,100565939,100379857,454535,610626
55732,381306,107302875,424399,100557480,100145634,457501,611419
55733,226861,107286422,771269,100554928,100490766,469670,480017
55734,22722,107286077,419342,100555811,100125785,470031,485932
55737,65114,107290106,415750,100559729,549980,465139,475346
55738,228998,107288171,419241,100555011,100170564,458456,612498
55739,69225,107283854,418755,100554347,549064,452663,607381
55740,13800,107299157,374180,100555779,100144977,737268,490390
55742,57342,107293553,423030,100565056,101730687,748437,476859
55743,231600,107297832,416792,100563684,395009,452391,477434
55745,74385,107302961,423548,100563625,100135208,467465,100685159
55746,234865,107295107,421535,100560424,100494693,457804,479208
55748,66054,107291689,421013,100553967,394907,455473,476166
55749,67500,107288086,423692,100565384,100216237,450498,479230
55750,69923,107290163,418121,100557026,100037870,463784,482764
55751,234463,107287893,422469,100566749,549286,100615092,475459
55752,52398,107287827,422635,100556837,447955,461233,478439
55753,239017,107293835,423618,100559079,100497480,450453,477748
55754,69981,107288832,421861,100560108,394738,462827,474973
55756,210925,107284864,422023,100557312,549355,745212,486090
55757,66435,107290356,418785,100559323,100493790,452628,485525
55758,214742,107288581,421380,100565355,779496,457710,480018
55759,57750,107290702,424089,100567600,595016,459888,478876
55761,74569,107289667,423167,100560814,100036681,740868,475940
55764,81896,107294261,416123,100559937,100127681,460684,476528
55768,59007,107283763,420655,100562703,100488447,460233,100682555
55770,66482,107285698,420889,100557576,100491449,462387,478696
55773,67581,107291769,418383,100551995,100493673,460554,478539
55775,104884,107292390,423403,100563188,734106,453096,490828
55776,67509,107290727,421426,103283041,100124912,748265,608740
55777,109241,107294540,424308,100561778,100145640,470553,483910
55778,72805,107298016,423466,100558027,100495472,744018,612606
55781,67045,107285727,427278,100563196,549436,461961,479147
55783,234728,107298304,427537,100566866,100496665,745202,489718
55784,244049,107293219,426324,100553332,100498038,453668,488717
55785,13998,107284652,417908,100567784,100379840,452135,482608
55787,353170,107289549,418618,100555984,100135219,738047,480853
55788,68421,107290820,421874,100566663,779630,736319,100856550
55789,218581,107295764,427152,100552968,100158588,461858,608968
55790,234356,107302358,422488,100560783,100497098,464030,482831
55791,321000,107289533,421150,100555729,100492192,744971,479906
55794,71986,107292598,427544,100561700,100487122,454183,489747
55795,234069,107290444,418745,100555721,549344,452692,476994
55799,12294,107289410,415996,100555458,101732520,460457,476585
55800,235281,107286486,419744,100563612,496752,466810,610239
55802,75901,107287677,415992,100554670,100485468,460444,607346
55805,67620,107302666,422543,100562027,100145071,471371,475628
55809,224829,107286415,421386,100554336,100491272,462695,608906
55810,60611,107297435,418259,100557635,448174,466941,486703
55813,216987,107292198,417405,100551615,549609,454568,480616
55814,544971,107289756,427394,100553043,100491494,461824,478090
55816,76829,107292017,419336,100562108,100496159,458347,485936
55819,59044,107296631,416281,100556570,100124963,741135,474651
55823,71732,107284769,419702,103282854,100101673,451601,489374
55824,94212,107302901,420195,100559128,100380123,464253,610895
55825,111175,107301996,424224,100557192,496922,459929,478901
55827,74106,107302761,418438,100553706,733780,457491,480085
55829,109815,107283883,415522,100551705,496967,453691,607791
55830,76485,107287353,415898,100552909,549340,460432,484731
55831,66087,107288694,415936,100566603,549661,460162,476537
55832,71902,107284415,417837,100557705,100485277,452060,474437
55833,68926,107284414,407092,100564540,100379870,473216,481583
55835,219103,107288234,418960,100563142,100491003,467235,486055
55837,66266,107292953,423319,100553493,493306,452852,490647
55839,72155,107288198,693246,100563416,496510,454265,479635
55840,106389,107290075,424243,100561868,100216163,745927,608554
55843,76117,107285937,424303,100551652,100485536,459642,476138
55844,52432,107284338,423970,100567969,448324,466265,491587
55845,101314,107288700,107054369,100566414,548748,100608101,607701
55846,101142,107298005,418262,100562682,100144985,451749,611853
55850,67023,107282223,420134,100561407,100145610,455822,609734
55852,21763,107284843,417415,100566576,100492976,454767,480474
