P_Mucros.pep,N_naja.pep
XP_015684782.1,Nana16768-RA
XP_015674418.2,Nana31520-RA
XP_015674388.1,Nana31519-RA
XP_029139368.1,Nana09866-RA
XP_015668039.1,Nana14456-RA
XP_015672752.1,Nana27296-RA
XP_015684053.1,Nana03316-RA
XP_015668905.2,Nana14815-RA
XP_015670820.1,Nana09257-RA
XP_015668904.1,Nana14818-RA
XP_015683935.1,Nana16750-RA
XP_015666515.1,Nana32847-RA
XP_015670815.1,Nana09250-RA
XP_029141021.1,Nana03320-RA
XP_015678213.1,Nana16746-RA
XP_015666483.1,Nana32845-RA
XP_015672746.1,Nana27290-RA
XP_015670810.1,Nana09244-RA
XP_015677228.1,Nana03323-RA
XP_015673154.1,Nana27168-RA
XP_029141617.1,Nana00191-RA
XP_015684173.1,Nana36908-RA
XP_015673230.1,Nana00732-RA
XP_015673799.2,Nana33367-RA
XP_015666487.1,Nana32838-RA
XP_015677481.1,Nana16728-RA
XP_015670827.2,Nana09231-RA
XP_015686296.1,Nana16726-RA
XP_015681882.1,Nana37224-RA
XP_015674686.2,Nana33992-RA
XP_015671855.1,Nana16718-RA
XP_015686977.1,Nana26080-RA
XP_015687371.1,Nana09978-RA
XP_015669534.2,Nana11091-RA
XP_029138982.1,Nana32800-RA
XP_015666526.2,Nana32792-RA
XP_015681342.2,Nana34267-RA
XP_015679124.1,Nana03479-RA
XP_015684790.1,Nana17037-RA
XP_029139849.1,Nana33305-RA
XP_015668578.1,Nana01027-RA
XP_015675681.1,Nana33262-RA
XP_015671380.1,Nana03380-RA
XP_015681884.1,Nana03309-RA
XP_015679563.1,Nana13319-RA
XP_015674710.1,Nana11416-RA
XP_015673297.1,Nana34492-RA
XP_015671388.1,Nana03388-RA
XP_015681596.1,Nana36822-RA
XP_015675657.1,Nana17006-RA
XP_015674698.1,Nana11411-RA
XP_015681597.1,Nana36820-RA
XP_015676209.1,Nana20916-RA
XP_015682326.1,Nana35411-RA
XP_029140431.1,Nana30649-RA
XP_015669286.1,Nana24722-RA
XP_015669341.1,Nana30918-RA
XP_015683181.1,Nana35433-RA
XP_015680747.1,Nana03297-RA
XP_015669762.1,Nana16119-RA
XP_015672974.1,Nana02322-RA
XP_015669474.1,Nana16589-RA
XP_029140606.1,Nana19610-RA
XP_015677769.1,Nana28318-RA
XP_015684910.1,Nana10538-RA
XP_015687951.1,Nana32595-RB
XP_029140983.1,Nana08723-RA
XP_029141741.1,Nana00750-RA
XP_015685131.1,Nana10534-RA
XP_015684555.1,Nana33027-RA
XP_015671528.1,Nana37391-RA
XP_015687926.1,Nana32677-RN
XP_015671036.1,Nana13594-RA
XP_029142609.1,Nana36004-RA
XP_029142824.1,Nana28336-RA
XP_015676920.1,Nana37500-RA
XP_015682496.2,Nana30474-RA
XP_015666624.2,Nana28031-RA
XP_015677014.1,Nana08729-RB
XP_029141660.1,Nana33928-RA
XP_015673057.1,Nana33151-RA
XP_015667015.1,Nana28121-RA
XP_015687928.1,Nana32675-RA
XP_015678064.1,Nana05937-RA
XP_015673374.1,Nana16626-RA
XP_015675122.1,Nana16630-RA
XP_015687978.1,Nana32673-RA
XP_015673136.2,Nana10409-RA
XP_015685035.2,Nana00089-RA
XP_015667366.1,Nana33582-RA
XP_015668993.1,Nana16635-RA
XP_029142767.1,Nana00083-RA
XP_015677129.2,Nana33872-RA
XP_029142014.1,Nana00082-RA
XP_015669045.1,Nana16648-RA
XP_015682419.1,Nana33847-RA
XP_015673552.1,Nana29545-RA
XP_015669034.1,Nana16652-RA
XP_015669480.1,Nana16582-RA
XP_015673741.1,Nana33684-RA
XP_015678095.1,Nana35461-RA
XP_015669464.2,Nana16565-RA
XP_029140272.1,Nana34980-RA
XP_015672941.2,Nana34991-RA
XP_029143134.1,Nana18504-RA
XP_015681539.1,Nana36063-RA
XP_015678350.1,Nana18512-RA
XP_015687557.1,Nana16525-RA
XP_015682324.1,Nana18517-RA
XP_015675923.1,Nana26719-RA
XP_015668066.1,Nana28870-RA
XP_015687552.1,Nana16519-RA
XP_029141339.1,Nana26758-RA
XP_015668711.1,Nana16499-RA
XP_029139250.1,Nana16358-RA
XP_015678319.1,Nana33817-RA
XP_015687454.1,Nana36928-RA
XP_015672509.1,Nana12467-RA
XP_015673078.1,Nana31335-RA
XP_015673113.1,Nana16403-RA
XP_015687887.1,Nana32715-RA
XP_029139636.1,Nana21112-RA
XP_015669787.1,Nana21113-RA
XP_015673114.1,Nana16411-RA
XP_015673046.1,Nana31351-RB
XP_015670582.1,Nana17919-RA
XP_015671711.1,Nana33178-RA
XP_015681645.2,Nana12534-RA
XP_015674954.1,Nana19611-RA
XP_015679306.1,Nana05817-RA
XP_015682162.1,Nana16422-RA
XP_015677165.1,Nana31373-RA
XP_015681832.1,Nana12514-RA
XP_015684571.1,Nana36266-RA
XP_015674877.1,Nana16428-RA
XP_015683700.1,Nana28540-RA
XP_015674878.1,Nana16430-RA
XP_015684071.1,Nana33325-RA
XP_015677885.1,Nana19022-RA
XP_029141183.1,Nana19023-RA
XP_015676368.1,Nana11272-RA
XP_015673593.1,Nana19249-RA
XP_015683826.1,Nana19044-RA
XP_015674327.1,Nana19253-RA
XP_015668745.1,Nana19254-RA
XP_015672651.1,Nana16459-RA
XP_015675155.1,Nana30035-RA
XP_015675723.1,Nana11248-RA
XP_015672643.1,Nana16465-RA
XP_015682123.2,Nana16473-RA
XP_015672827.1,Nana11236-RA
XP_015672765.1,Nana11237-RA
XP_015668707.1,Nana16482-RA
XP_015679192.1,Nana33131-RA
XP_015673163.1,Nana36032-RA
XP_029141803.1,Nana31187-RB
XP_015669130.1,Nana34871-RA
XP_015672555.1,Nana03288-RA
XP_015680048.1,Nana31194-RA
XP_015672079.1,Nana30290-RC
XP_015672076.1,Nana30292-RA
XP_015682151.1,Nana30788-RA
XP_015679427.1,Nana17209-RB
XP_029142826.1,Nana37027-RA
XP_015669122.1,Nana34849-RB
XP_015684871.1,Nana17196-RA
XP_029141762.1,Nana17504-RA
XP_015666570.1,Nana26646-RA
XP_015681737.1,Nana35978-RA
XP_029138991.1,Nana26649-RA
XP_029142002.1,Nana35983-RA
XP_029142001.1,Nana35985-RA
XP_015680814.1,Nana35817-RA
XP_015683089.1,Nana05958-RA
XP_015669138.1,Nana34839-RA
XP_015676055.1,Nana19704-RA
XP_015683096.1,Nana05955-RA
XP_015676047.1,Nana19706-RA
XP_015666841.1,Nana28104-RA
XP_015667571.1,Nana31072-RA
XP_029140750.1,Nana16183-RA
XP_015676254.1,Nana16174-RA
XP_015668798.1,Nana15090-RA
XP_029139441.1,Nana15091-RA
XP_015673470.1,Nana01396-RA
XP_015673482.1,Nana01398-RA
XP_015675445.1,Nana05065-RA
XP_015666054.1,Nana31651-RA
XP_015665954.1,Nana31649-RA
XP_029139257.1,Nana21169-RA
XP_015685628.1,Nana15105-RA
XP_029140095.1,Nana15106-RA
XP_029142414.1,Nana30235-RA
XP_015672125.1,Nana15107-RB
XP_015677671.1,Nana30245-RA
XP_015668729.1,Nana19122-RA
XP_029139714.1,Nana05076-RA
XP_015677445.1,Nana35118-RA
XP_015668952.1,Nana16140-RA
XP_015673015.1,Nana28374-RA
XP_015677810.1,Nana18825-RB
XP_015668369.1,Nana29035-RA
XP_015684604.2,Nana13273-RA
XP_015682255.1,Nana25573-RA
XP_015667192.2,Nana21984-RA
XP_015667888.2,Nana21153-RA
XP_015675226.1,Nana05098-RA
XP_015673280.1,Nana14133-RA
XP_015668600.1,Nana15130-RA
XP_015673278.1,Nana14132-RA
XP_015668613.1,Nana15131-RA
XP_029139453.1,Nana36198-RA
XP_015681328.1,Nana05105-RA
XP_015679862.2,Nana14121-RA
XP_015679861.1,Nana14119-RA
XP_029141243.1,Nana00746-RA
XP_015674058.1,Nana39040-RA
XP_015670943.1,Nana34818-RA
XP_015675326.1,Nana11951-RA
XP_015675323.1,Nana11949-RA
XP_015687388.1,Nana32401-RA
XP_015670940.1,Nana34810-RA
XP_015669779.2,Nana21128-RA
XP_015670939.1,Nana34807-RA
XP_015677628.1,Nana11937-RA
XP_015669785.1,Nana21122-RA
XP_015682832.1,Nana17454-RA
XP_015685195.1,Nana17138-RA
XP_015672262.1,Nana16051-RA
XP_015671738.1,Nana33696-RA
XP_015688040.1,Nana21212-RA
XP_015674441.1,Nana31435-RA
XP_015682618.1,Nana18423-RA
XP_015674447.1,Nana31462-RA
XP_015668395.2,Nana29036-RC
XP_015673736.1,Nana16037-RA
XP_015678470.1,Nana34085-RA
XP_029141297.1,Nana34090-RA
XP_015669584.1,Nana04934-RA
XP_015674442.1,Nana31452-RA
XP_015684865.1,Nana27847-RA
XP_015675375.1,Nana02395-RA
XP_015688016.1,Nana21225-RA
XP_015681025.1,Nana16001-RA
XP_015674445.1,Nana31449-RA
XP_015667287.1,Nana26915-RA
XP_015684027.1,Nana35296-RC
XP_015672268.1,Nana31259-RA
XP_029139592.1,Nana11872-RA
XP_015675399.1,Nana08776-RA
XP_029138788.1,Nana21255-RA
XP_015677200.1,Nana31252-RA
XP_015676477.1,Nana30835-RA
XP_015677198.1,Nana31239-RA
XP_015680253.1,Nana35250-RA
XP_015687611.1,Nana08763-RA
XP_015666969.1,Nana21269-RA
XP_029142042.1,Nana15930-RA
XP_015687605.1,Nana08756-RA
XP_015683978.1,Nana17279-RA
XP_015687604.1,Nana08750-RA
XP_015680046.1,Nana31207-RA
XP_015673874.1,Nana15918-RB
XP_015673042.1,Nana31317-RA
XP_015666984.1,Nana21286-RA
XP_015665791.1,Nana23529-RA
XP_015669302.1,Nana11197-RA
XP_015687178.1,Nana15880-RA
XP_015669309.1,Nana11192-RA
XP_015675903.1,Nana27557-RA
XP_015670177.1,Nana15859-RA
XP_015665799.1,Nana23509-RA
XP_015669540.1,Nana11112-RA
XP_015686678.1,Nana03826-RA
XP_015669321.1,Nana11171-RA
XP_015686661.1,Nana03831-RA
XP_015669329.1,Nana11154-RA
XP_015665867.1,Nana09783-RA
XP_015669334.1,Nana11149-RA
XP_015668483.1,Nana15618-RA
XP_029140498.1,Nana37159-RA
XP_029139585.1,Nana11098-RA
XP_029139941.1,Nana34726-RA
XP_015674353.1,Nana37155-RA
XP_029143165.1,Nana36556-RA
XP_015670970.1,Nana25522-RA
XP_029142629.1,Nana32415-RA
XP_015667708.1,Nana10753-RA
XP_015667109.1,Nana29869-RA
XP_029138919.1,Nana21396-RA
XP_029140927.1,Nana18611-RA
XP_015667124.1,Nana29874-RA
XP_029141817.1,Nana13019-RA
XP_015679395.1,Nana15598-RA
XP_015676770.1,Nana15595-RA
XP_015687907.1,Nana32627-RA
XP_015676588.1,Nana32457-RA
XP_015670641.1,Nana01497-RA
XP_015687906.1,Nana32635-RA
XP_015681508.1,Nana37819-RA
XP_029139105.1,Nana21574-RA
XP_015679527.2,Nana08740-RA
XP_015667049.1,Nana21548-RA
XP_015678616.1,Nana39136-RA
XP_015677172.1,Nana15577-RA
XP_015674295.1,Nana19337-RA
XP_029141250.1,Nana19346-RA
XP_029139016.1,Nana21485-RA
XP_015678181.1,Nana19362-RA
XP_015666783.1,Nana19367-RA
XP_015666670.1,Nana21471-RA
XP_015666780.1,Nana19374-RA
XP_029139637.1,Nana21043-RA
XP_015669047.1,Nana28852-RA
XP_029139633.1,Nana21044-RA
XP_015674478.1,Nana24844-RA
XP_015684778.1,Nana20695-RA
XP_015679800.1,Nana04464-RA
XP_029140979.1,Nana36096-RA
XP_015673937.1,Nana33086-RA
XP_029141439.1,Nana27775-RA
XP_015679298.2,Nana18520-RA
XP_015671279.1,Nana34723-RA
XP_029141371.1,Nana04472-RA
XP_029139145.1,Nana21452-RA
XP_015687522.1,Nana15262-RA
XP_015667338.1,Nana21448-RA
XP_015685881.1,Nana06627-RA
XP_015672712.1,Nana09963-RA
XP_015667337.1,Nana21447-RA
XP_015679645.1,Nana08937-RA
XP_015682214.1,Nana02731-RA
XP_015685405.1,Nana09953-RA
XP_015668515.1,Nana03198-RA
XP_015676752.1,Nana09945-RA
XP_015671299.1,Nana15255-RA
XP_015677267.1,Nana04146-RA
XP_015674679.1,Nana34030-RA
XP_015668725.1,Nana05724-RA
XP_015679332.1,Nana37548-RA
XP_015669572.1,Nana04945-RA
XP_015675755.1,Nana39429-RA
XP_015666029.1,Nana23768-RA
XP_015674153.1,Nana08994-RA
XP_015678278.1,Nana09922-RA
XP_015674367.1,Nana00535-RA
XP_015686636.1,Nana05916-RA
XP_015670906.1,Nana34757-RA
XP_015675508.1,Nana04952-RA
XP_029141815.1,Nana12973-RA
XP_015675522.2,Nana04953-RA
XP_015687224.1,Nana33733-RA
XP_015670235.1,Nana09905-RA
XP_015677263.1,Nana04165-RA
XP_015677256.1,Nana04166-RA
XP_015673348.1,Nana00497-RA
XP_015685936.1,Nana15366-RA
XP_029138768.1,Nana32701-RA
XP_015666740.1,Nana15208-RA
XP_015670418.1,Nana20609-RA
XP_015670223.1,Nana09892-RA
XP_015677416.1,Nana16254-RA
XP_015687506.1,Nana15284-RA
XP_029141052.1,Nana16249-RA
XP_015677414.1,Nana16246-RA
XP_015671798.1,Nana09882-RA
XP_015686034.1,Nana34124-RA
XP_029138847.1,Nana23611-RA
XP_015687518.1,Nana15301-RA
XP_029140694.1,Nana00719-RA
XP_015674605.1,Nana20574-RB
XP_015667099.1,Nana21643-RA
XP_015667100.1,Nana21654-RA
XP_029139924.1,Nana10455-RA
XP_015686739.1,Nana35193-RA
XP_029141131.1,Nana20532-RA
XP_015671161.1,Nana27461-RA
XP_015677101.1,Nana20527-RA
XP_015666170.1,Nana06284-RA
XP_015678049.1,Nana35203-RA
XP_015678056.1,Nana35204-RA
XP_015678055.1,Nana35205-RA
XP_015671149.1,Nana27479-RA
XP_015666273.1,Nana21706-RA
XP_015687320.1,Nana20501-RA
XP_015687304.1,Nana20471-RA
XP_015687326.1,Nana20466-RA
XP_015670882.1,Nana20452-RA
XP_015670878.1,Nana20444-RA
XP_015667089.1,Nana15463-RA
XP_015667084.1,Nana15470-RA
XP_015672105.1,Nana20431-RB
XP_029140094.1,Nana20429-RA
XP_015667085.1,Nana15472-RA
XP_015668508.1,Nana20419-RA
XP_015666093.1,Nana21766-RA
XP_015668502.1,Nana20417-RA
XP_015666094.1,Nana21767-RA
XP_015666095.1,Nana21771-RA
XP_015669807.1,Nana20404-RA
XP_015666062.1,Nana21779-RA
XP_015668012.1,Nana15507-RA
XP_029141453.1,Nana20392-RA
XP_029139280.1,Nana15509-RA
XP_015673240.1,Nana20379-RA
XP_015678823.1,Nana20376-RA
XP_015672428.1,Nana27528-RA
XP_015666220.1,Nana21930-RA
XP_029138913.1,Nana21897-RA
XP_015676569.1,Nana27552-RA
XP_015676584.1,Nana20309-RA
XP_015671793.1,Nana20308-RA
XP_015674307.1,Nana15549-RA
XP_015671795.1,Nana20305-RA
XP_015671789.1,Nana20299-RA
XP_015669846.1,Nana22122-RA
XP_015671780.1,Nana20293-RA
XP_015669845.1,Nana22127-RA
XP_015669841.1,Nana22137-RA
XP_015670549.1,Nana20285-RA
XP_015678257.1,Nana20264-RA
XP_015673724.1,Nana27396-RA
XP_029139129.1,Nana22333-RA
XP_015675725.1,Nana14925-RA
XP_015670557.1,Nana27373-RA
XP_015670554.1,Nana27370-RA
XP_015666660.1,Nana22444-RA
XP_015672221.1,Nana20166-RA
XP_015684858.1,Nana14908-RA
XP_015668331.1,Nana27359-RA
XP_015669945.1,Nana03091-RA
XP_015674539.1,Nana14871-RA
XP_015687451.1,Nana27337-RA
XP_015677064.1,Nana22582-RA
XP_015679719.1,Nana20131-RA
XP_029138969.1,Nana14862-RA
XP_029139606.1,Nana20103-RA
XP_015687375.1,Nana27325-RA
XP_015687472.1,Nana27324-RA
XP_015667557.1,Nana22668-RA
XP_029142429.1,Nana22675-RA
XP_015672760.1,Nana27308-RB
XP_015669629.1,Nana20073-RA
XP_015679055.1,Nana14662-RA
XP_015673706.1,Nana22690-RA
XP_015669638.1,Nana20061-RA
XP_015672206.1,Nana27259-RC
XP_015669071.1,Nana27245-RA
XP_015670522.2,Nana14570-RA
XP_015686973.1,Nana22790-RA
XP_015669196.1,Nana20008-RA
XP_015679133.1,Nana14552-RA
XP_015668999.1,Nana27209-RA
XP_015671683.1,Nana19995-RA
XP_015671314.1,Nana14312-RA
XP_015686998.1,Nana22848-RA
XP_015676397.1,Nana27117-RB
XP_015677207.1,Nana14318-RA
XP_015670097.1,Nana14324-RA
XP_015673636.1,Nana27103-RA
XP_015666789.1,Nana14336-RA
XP_015671757.1,Nana19946-RA
XP_015666862.1,Nana14338-RA
XP_015674923.1,Nana27093-RA
XP_029141628.1,Nana19937-RA
XP_029139044.1,Nana14344-RA
XP_015668126.1,Nana27086-RA
XP_015675274.1,Nana19818-RA
XP_015675268.1,Nana19807-RA
XP_015668265.1,Nana19803-RA
XP_015668264.1,Nana19802-RA
XP_015668299.1,Nana27064-RA
XP_015666839.1,Nana14370-RA
XP_029139331.1,Nana19781-RA
XP_015666829.1,Nana14392-RA
XP_015670123.2,Nana22941-RA
XP_015666795.1,Nana14421-RA
XP_015687695.1,Nana22959-RA
XP_015666793.1,Nana14425-RA
XP_015667526.1,Nana26987-RA
XP_015667014.1,Nana14432-RA
XP_015687701.1,Nana22973-RA
XP_015667009.1,Nana14440-RA
XP_015667010.1,Nana14442-RA
XP_015667268.1,Nana26928-RA
XP_015666354.1,Nana14491-RA
XP_015667266.1,Nana26935-RA
XP_015666386.1,Nana14510-RA
XP_029140644.1,Nana26961-RA
XP_015666351.1,Nana14513-RA
XP_015667514.1,Nana19461-RA
XP_015666375.1,Nana14520-RA
XP_015687746.1,Nana23044-RA
XP_015687876.1,Nana17669-RA
XP_029138962.1,Nana14530-RA
XP_015687875.1,Nana17668-RA
XP_015669454.1,Nana19437-RA
XP_015673293.1,Nana14149-RA
XP_015678640.1,Nana14192-RA
XP_029143197.1,Nana23123-RA
XP_015676044.1,Nana14201-RA
XP_015687468.1,Nana14210-RA
XP_015665949.1,Nana23142-RA
XP_015676364.1,Nana26807-RA
XP_015676573.1,Nana14228-RA
XP_015666553.1,Nana26610-RA
XP_015674942.1,Nana26853-RA
XP_015671004.1,Nana14247-RA
XP_015678089.1,Nana26357-RA
XP_015670998.1,Nana14254-RA
XP_015672388.1,Nana26876-RA
XP_015665973.1,Nana23192-RA
XP_015665925.1,Nana23194-RA
XP_015687812.1,Nana26445-RA
XP_015687821.2,Nana26478-RA
XP_015673563.1,Nana26389-RA
XP_015683118.1,Nana08425-RA
XP_015687829.1,Nana26421-RA
XP_015669522.1,Nana29707-RA
XP_015679383.1,Nana29721-RA
XP_015665894.1,Nana23266-RA
XP_015673497.1,Nana26298-RA
XP_015675946.1,Nana13992-RA
XP_015678533.1,Nana26307-RA
XP_015667548.1,Nana13950-RA
XP_015677755.1,Nana29594-RA
XP_015671827.1,Nana13942-RA
XP_029141184.1,Nana29599-RA
XP_015674813.2,Nana26202-RA
XP_029140501.1,Nana39419-RA
XP_015665635.1,Nana23297-RA
XP_015678984.1,Nana29526-RA
XP_015687631.1,Nana29525-RA
XP_015683488.1,Nana18412-RA
XP_015682825.1,Nana18356-RB
XP_029141376.1,Nana18307-RA
XP_015671045.1,Nana13860-RA
XP_015667776.1,Nana26044-RA
XP_015667769.1,Nana26036-RA
XP_029142440.1,Nana29380-RA
XP_015669269.1,Nana13834-RA
XP_015680888.1,Nana25959-RA
XP_015687063.2,Nana25911-RA
XP_015670949.1,Nana29469-RA
XP_015679059.1,Nana29475-RA
XP_015680269.1,Nana13793-RA
XP_015672481.1,Nana13781-RA
XP_015672480.1,Nana13778-RA
XP_029142134.1,Nana29496-RA
XP_015675687.1,Nana29504-RA
XP_015675423.1,Nana13977-RA
XP_015677832.1,Nana25876-RA
XP_015680453.1,Nana29111-RA
XP_015683238.1,Nana25830-RA
XP_015685257.1,Nana13672-RA
XP_015683298.1,Nana25825-RA
XP_015685163.1,Nana13667-RA
XP_015679129.1,Nana04212-RA
XP_015670405.1,Nana24410-RA
XP_015670394.1,Nana24429-RA
XP_015675235.1,Nana13631-RA
XP_015673605.1,Nana13628-RA
XP_015673606.1,Nana13627-RA
XP_015673611.1,Nana13619-RA
XP_015670353.1,Nana24483-RA
XP_015673627.1,Nana13480-RA
XP_029139777.1,Nana24510-RA
XP_029141237.1,Nana24514-RA
XP_015666135.1,Nana29345-RA
XP_015679856.1,Nana24533-RA
XP_015684310.1,Nana13470-RA
XP_015677411.1,Nana24544-RA
XP_015669132.1,Nana29320-RA
XP_015680966.1,Nana13447-RA
XP_015679815.1,Nana13438-RA
XP_015683580.2,Nana29289-RA
XP_015684413.1,Nana29287-RA
XP_015669292.1,Nana24576-RA
XP_015678664.1,Nana24605-RA
XP_015679244.1,Nana29520-RA
XP_015687435.1,Nana18502-RA
XP_015674963.1,Nana24667-RA
XP_015674929.1,Nana24672-RA
XP_015684731.1,Nana18472-RA
XP_029142784.1,Nana18471-RA
XP_029141773.1,Nana18571-RA
XP_029142475.1,Nana18623-RA
XP_029142830.1,Nana18623-RB
XP_015673206.1,Nana24764-RA
XP_015673211.1,Nana24767-RA
XP_015673210.2,Nana24768-RA
XP_015673202.1,Nana24769-RA
XP_015682049.1,Nana24798-RA
XP_015674468.1,Nana24842-RA
XP_015676953.1,Nana24851-RA
XP_015677903.1,Nana24861-RA
XP_015687275.1,Nana18190-RA
XP_015687297.1,Nana18213-RA
XP_029139565.1,Nana18254-RA
XP_015676299.1,Nana24911-RA
XP_015669021.1,Nana18033-RA
XP_015668420.1,Nana25191-RA
XP_015679472.1,Nana18772-RA
XP_029139643.1,Nana18758-RA
XP_015669824.1,Nana18755-RA
XP_015672042.1,Nana18666-RA
XP_015670718.1,Nana25027-RA
XP_015680725.1,Nana17936-RA
XP_015680808.1,Nana02335-RA
XP_015673674.1,Nana17980-RA
XP_015672316.1,Nana25168-RA
XP_015679820.1,Nana36801-RA
XP_015669902.1,Nana25160-RA
XP_015669890.1,Nana25155-RA
XP_015666935.1,Nana18095-RA
XP_015669897.1,Nana25149-RA
XP_015682251.1,Nana25207-RA
XP_029140449.1,Nana18116-RA
XP_015679576.1,Nana25235-RA
XP_015674070.1,Nana18122-RA
XP_015670204.1,Nana25238-RA
XP_015670194.1,Nana25257-RA
XP_015670575.1,Nana17903-RA
XP_015679343.1,Nana25294-RA
XP_015679265.1,Nana25297-RA
XP_015678583.1,Nana25314-RA
XP_015683190.1,Nana17619-RA
XP_015671865.1,Nana17597-RA
XP_015679316.1,Nana17569-RA
XP_015665921.1,Nana25408-RA
XP_029140959.1,Nana12338-RA
XP_015679744.1,Nana12344-RA
XP_015679739.1,Nana12345-RA
XP_015670665.1,Nana12366-RA
XP_029140678.1,Nana12378-RA
XP_015680575.1,Nana12309-RA
XP_015668184.1,Nana12236-RA
XP_015668182.1,Nana12235-RA
XP_015668175.1,Nana12223-RA
XP_015674916.1,Nana12169-RA
XP_015674920.1,Nana12168-RA
XP_015674029.1,Nana12150-RA
XP_015679964.1,Nana12084-RA
XP_015687423.1,Nana12040-RA
XP_015668766.1,Nana10848-RA
XP_015673581.2,Nana11515-RA
XP_015675524.1,Nana11508-RA
XP_015681735.1,Nana11784-RA
XP_015667983.1,Nana11700-RA
XP_015669960.1,Nana11670-RA
XP_015672186.1,Nana11641-RA
XP_015667965.1,Nana11635-RA
XP_015673521.1,Nana11610-RA
XP_015678871.1,Nana11595-RA
XP_015676109.1,Nana11583-RA
XP_015683965.1,Nana11565-RA
XP_015674567.1,Nana05256-RA
XP_015674565.1,Nana05252-RA
XP_029140821.1,Nana10214-RA
XP_015675954.1,Nana10194-RA
XP_015668810.1,Nana05777-RA
XP_015676650.1,Nana10184-RA
XP_015682738.1,Nana10514-RA
XP_015670121.1,Nana05743-RA
XP_015682525.1,Nana10492-RA
XP_015671183.1,Nana05562-RA
XP_015682917.1,Nana05557-RA
XP_015682119.1,Nana05555-RC
XP_015673754.1,Nana10265-RA
XP_015673758.1,Nana10264-RA
XP_015673761.1,Nana10260-RA
XP_015676962.1,Nana05503-RA
XP_015679770.1,Nana05490-RA
XP_015684748.1,Nana05474-RA
XP_015681289.1,Nana05445-RA
XP_015680278.1,Nana05442-RA
XP_015682954.1,Nana10804-RA
XP_015682964.1,Nana10803-RA
XP_029139297.1,Nana05410-RA
XP_015668094.1,Nana05405-RA
XP_015669725.1,Nana05369-RA
XP_015677700.1,Nana05333-RA
XP_029141143.1,Nana05323-RC
XP_015668790.1,Nana10867-RA
XP_015674860.1,Nana05302-RA
XP_015668796.1,Nana10891-RA
XP_015674854.2,Nana05294-RA
XP_015671074.1,Nana10905-RA
XP_015678656.1,Nana05133-RA
XP_015676126.1,Nana10930-RA
XP_029141704.1,Nana10955-RA
XP_029141588.1,Nana10956-RA
XP_015668205.1,Nana32033-RA
XP_015674437.2,Nana04992-RA
XP_015670591.1,Nana10652-RA
XP_029141455.1,Nana05004-RA
XP_015667751.1,Nana10701-RA
XP_015667723.2,Nana10723-RA
XP_015672967.1,Nana02317-RA
XP_015679612.2,Nana04879-RA
XP_015667721.1,Nana10735-RA
XP_015677544.1,Nana04905-RA
XP_015673655.1,Nana10047-RA
XP_015683853.1,Nana10054-RA
XP_029140695.1,Nana10058-RA
XP_015682527.1,Nana04867-RA
XP_015677970.1,Nana04813-RA
XP_015676571.1,Nana04807-RA
XP_015669561.1,Nana04749-RA
XP_015685332.1,Nana10089-RA
XP_015666060.1,Nana04684-RA
XP_029142063.1,Nana04634-RA
XP_015678395.1,Nana10101-RA
XP_015683449.2,Nana10175-RA
XP_015669439.1,Nana10168-RA
XP_015676686.1,Nana04541-RA
XP_015678385.1,Nana10148-RA
XP_015679796.2,Nana04462-RA
XP_015674761.1,Nana04434-RA
XP_015666580.1,Nana39771-RA
XP_015666582.1,Nana09761-RA
XP_029139853.1,Nana09744-RA
XP_015672937.1,Nana09689-RA
XP_015672836.1,Nana09685-RA
XP_015669840.1,Nana04338-RA
XP_015674375.1,Nana09643-RA
XP_015667462.1,Nana04324-RA
XP_015667484.1,Nana04315-RA
XP_015667415.1,Nana04314-RA
XP_015667394.1,Nana04313-RA
XP_015669566.1,Nana04292-RA
XP_015686080.1,Nana09311-RA
XP_015683023.1,Nana04272-RA
XP_029140553.1,Nana03718-RA
XP_029140552.1,Nana03721-RA
XP_015673089.1,Nana03752-RA
XP_015673083.1,Nana03753-RA
XP_015670693.1,Nana09361-RA
XP_029141566.1,Nana09381-RA
XP_015674402.1,Nana03775-RA
XP_015665690.1,Nana09403-RA
XP_015674408.1,Nana03790-RA
XP_015675968.2,Nana03897-RA
XP_015675964.1,Nana03881-RD
XP_015675962.1,Nana03877-RA
XP_029140781.1,Nana03864-RA
XP_015673249.1,Nana09425-RA
XP_029140505.1,Nana09468-RA
XP_015675195.1,Nana09478-RA
XP_015680508.1,Nana04093-RA
XP_015680501.1,Nana04090-RA
XP_015675186.1,Nana09486-RA
XP_029141863.1,Nana04067-RA
XP_015675198.1,Nana09489-RA
XP_015674659.1,Nana09502-RA
XP_015687347.2,Nana04033-RA
XP_015670527.1,Nana09524-RA
XP_015670534.1,Nana09530-RA
XP_015670540.1,Nana09534-RA
XP_029141608.1,Nana04016-RA
XP_015670546.1,Nana09533-RA
XP_015679916.1,Nana04012-RA
XP_015667589.1,Nana09566-RA
XP_029142207.1,Nana03950-RG
XP_015672187.1,Nana03943-RA
XP_015671188.1,Nana09577-RA
XP_015672189.1,Nana03927-RA
XP_015667928.2,Nana03670-RA
XP_029139264.1,Nana03665-RA
XP_015667918.1,Nana03664-RA
XP_015667921.1,Nana03662-RA
XP_015667920.1,Nana03661-RA
XP_015680639.1,Nana09616-RA
XP_015680644.1,Nana09618-RA
XP_015680646.1,Nana09621-RA
XP_015669699.1,Nana03615-RA
