P_Mucros.pep,E_macularius_gene_v1.0.pep
XP_015674763.1,CCG006342.2
XP_015671298.1,CCG024010.1
XP_015678873.1,CCG015455.1
XP_015676991.1,CCG019250.1
XP_015680352.1,CCG014043.2
XP_015679433.1,CCG002480.3
XP_015686550.1,CCG008340.1
XP_015676980.1,CCG019251.1
XP_015666119.1,CCG017256.1
XP_029141550.1,CCG019822.1
XP_015680439.1,CCG002071.1
XP_015677512.1,CCG023371.1
XP_029140719.1,CCG017583.1
XP_015675506.1,CCG016499.1
XP_015679470.1,CCG019817.1
XP_015668297.1,CCG021860.2
XP_015669004.1,CCG010518.1
XP_015679478.1,CCG019815.1
XP_029141574.1,CCG019814.1
XP_029139900.1,CCG003184.1
XP_015679500.1,CCG019811.1
XP_029139865.1,CCG007492.1
XP_029143090.1,CCG011720.1
XP_015683854.2,CCG001931.1
XP_015675518.1,CCG015262.1
XP_015677255.1,CCG017954.1
XP_029143086.1,CCG011716.1
XP_015687226.2,CCG011715.1
XP_015666747.1,CCG001524.1
XP_015670420.1,CCG005658.1
XP_015683768.1,CCG024419.1
XP_029139934.1,CCG007500.1
XP_029142431.1,CCG006321.2
XP_015670239.1,CCG020746.1
XP_015681247.1,CCG006967.2
XP_029141106.1,CCG022329.1
XP_015681258.1,CCG006965.1
XP_015674612.1,CCG006963.1
XP_015672128.1,CCG021633.1
XP_015684357.2,CCG020204.1
XP_015684319.1,CCG018860.1
XP_015679172.1,CCG014321.2
XP_029140547.1,CCG011251.1
XP_015667101.1,CCG006778.1
XP_015677648.1,CCG012751.1
XP_015677646.2,CCG005814.3
XP_029141062.1,CCG004661.1
XP_015687321.1,CCG003045.1
XP_015682661.1,CCG002855.1
XP_015669665.1,CCG002858.1
XP_015669657.2,CCG002862.1
XP_015666292.1,CCG018912.1
XP_029139613.1,CCG002868.1
XP_015669819.1,CCG001875.1
XP_015668010.1,CCG001032.1
XP_015678824.1,CCG001767.1
XP_015666226.1,CCG012661.1
XP_015676839.1,CCG002879.1
XP_015677098.1,CCG016399.2
XP_015666230.1,CCG022576.1
XP_029140954.1,CCG002883.1
XP_015682612.1,CCG022563.3
XP_015682488.1,CCG022560.1
XP_015666234.1,CCG008820.1
XP_015682590.1,CCG004733.1
XP_015682551.1,CCG004729.1
XP_015676585.1,CCG003993.1
XP_015678748.1,CCG019769.1
XP_015678703.1,CCG019771.1
XP_015676579.1,CCG003988.1
XP_015678629.1,CCG000489.1
XP_015675805.1,CCG015483.1
XP_015674511.1,CCG015462.1
XP_015678596.1,CCG019712.1
XP_029141392.1,CCG019713.1
XP_029139814.1,CCG002102.1
XP_015673630.1,CCG015489.1
XP_015687088.1,CCG008648.1
XP_015667223.1,CCG006893.1
XP_015673345.1,CCG005624.1
XP_015667259.1,CCG006897.1
XP_015667229.1,CCG006903.1
XP_029140316.1,CCG005621.1
XP_015667263.1,CCG018838.1
XP_015667244.1,CCG019381.1
XP_015679351.1,CCG007289.1
XP_015676824.1,CCG004176.1
XP_029139012.1,CCG003784.1
XP_015684766.1,CCG000943.1
XP_015686468.1,CCG012464.1
XP_015668553.1,CCG007756.1
XP_015682117.1,CCG002209.1
XP_029139246.1,CCG003671.1
XP_015669739.1,CCG006532.1
XP_015668310.2,CCG007949.1
XP_015687244.1,CCG007954.1
XP_015679948.1,CCG006869.1
XP_015677067.1,CCG004870.1
XP_015674544.2,CCG014240.1
XP_029140013.1,CCG010816.1
XP_015672313.1,CCG006424.1
XP_015687102.1,CCG006733.1
XP_015669618.1,CCG010749.1
XP_029143111.1,CCG011648.1
XP_015687194.1,CCG011642.2
XP_015683389.1,CCG013333.1
XP_015682977.1,CCG003660.1
XP_015682723.1,CCG004074.1
XP_015679051.2,CCG019362.1
XP_015669639.1,CCG008504.1
XP_015677031.1,CCG004081.1
XP_015672474.1,CCG013952.1
XP_015672203.1,CCG016548.1
XP_015672201.1,CCG016552.1
XP_015670648.1,CCG023107.1
XP_015669211.1,CCG004951.1
XP_015671028.1,CCG016726.1
XP_029143053.1,CCG010945.1
XP_015669206.1,CCG004946.1
XP_015670525.1,CCG001280.1
XP_015669091.1,CCG006164.1
XP_015669093.1,CCG006162.1
XP_015679132.1,CCG001276.1
XP_015666345.1,CCG003679.1
XP_029143076.1,CCG004124.1
XP_015669917.1,CCG020588.1
XP_015669918.1,CCG020592.2
XP_015669934.1,CCG020593.3
XP_015686994.1,CCG012065.1
XP_029143063.1,CCG004253.1
XP_029139690.1,CCG020598.1
XP_015669936.1,CCG020599.1
XP_015671746.1,CCG001538.1
XP_015670100.1,CCG019066.2
XP_015686999.1,CCG004248.3
XP_015687003.1,CCG004246.1
XP_015671751.1,CCG001546.1
XP_029140033.1,CCG001552.1
XP_015671767.1,CCG001553.1
XP_015687016.1,CCG004238.1
XP_015666863.1,CCG022512.1
XP_015680008.2,CCG001565.1
XP_015680005.1,CCG001569.1
XP_029139465.1,CCG008481.1
XP_015669681.1,CCG008585.1
XP_015675259.1,CCG018377.1
XP_015675267.1,CCG013833.1
XP_015666848.1,CCG011595.1
XP_015668258.1,CCG022380.1
XP_029139047.1,CCG006807.1
XP_015668409.1,CCG022283.2
XP_015666873.1,CCG006810.1
XP_015668154.1,CCG022278.1
XP_015666451.1,CCG004423.1
XP_015666807.1,CCG004625.1
XP_015673596.1,CCG021504.1
XP_029140318.1,CCG012382.1
XP_029140368.1,CCG012386.1
XP_015666799.1,CCG004621.1
XP_015673682.1,CCG012388.1
XP_015671977.1,CCG008766.1
XP_015671976.2,CCG008767.1
XP_029139046.1,CCG010590.1
XP_015667524.1,CCG004087.1
XP_015666794.1,CCG010585.1
XP_015687700.1,CCG015810.2
XP_015667017.1,CCG000694.1
XP_015667018.1,CCG010724.1
XP_015687711.1,CCG008610.1
XP_015667272.1,CCG006095.1
XP_015675162.1,CCG011465.1
XP_029140103.1,CCG007260.1
XP_029143180.1,CCG000624.1
XP_015680609.1,CCG007258.1
XP_015672982.1,CCG006354.1
XP_015675169.1,CCG016690.1
XP_015687683.1,CCG002738.1
XP_015687798.1,CCG002735.1
XP_015687754.1,CCG000836.1
XP_015687756.1,CCG000833.1
XP_015687644.1,CCG017070.1
XP_015686191.1,CCG011259.1
XP_015687646.1,CCG017061.1
XP_015687764.1,CCG000823.1
XP_015672970.1,CCG001782.1
XP_015680924.1,CCG011583.3
XP_015672716.1,CCG013022.1
XP_015687693.1,CCG010042.1
XP_015666542.1,CCG014827.1
XP_029138880.1,CCG010034.1
XP_015665941.1,CCG021315.1
XP_029138879.1,CCG021313.1
XP_015671011.1,CCG020098.1
XP_015668081.1,CCG019764.1
XP_029138890.1,CCG012771.1
XP_015687171.1,CCG002658.1
XP_029142693.1,CCG018325.1
XP_015687158.1,CCG012337.1
XP_015678670.1,CCG002675.1
XP_015671921.1,CCG021196.1
XP_015676830.1,CCG021545.1
XP_015685355.1,CCG005682.1
XP_015665686.1,CCG009310.2
XP_015676382.1,CCG010394.3
XP_015682138.1,CCG020559.2
XP_015684725.1,CCG023179.1
XP_015679235.1,CCG018492.1
XP_015682835.1,CCG005678.1
XP_015670164.1,CCG003632.1
XP_029139199.1,CCG003609.1
XP_029141182.1,CCG009789.1
XP_015674812.1,CCG015291.1
XP_015677760.1,CCG013154.1
XP_015671959.1,CCG020976.2
XP_015673796.1,CCG007920.1
XP_015671964.1,CCG020979.2
XP_015683346.1,CCG001887.1
XP_015671063.1,CCG019203.1
XP_015671062.1,CCG019200.1
XP_015667763.1,CCG004308.1
XP_015669267.1,CCG018446.1
XP_029140172.1,CCG005273.1
XP_015670102.1,CCG000495.1
XP_015680364.1,CCG018434.1
XP_015679519.1,CCG000419.1
XP_015675688.1,CCG018423.1
XP_015681320.1,CCG013376.1
XP_015675424.1,CCG023185.1
XP_029141796.1,CCG006285.1
XP_015668444.1,CCG007124.3
XP_015682534.1,CCG013384.1
XP_015680587.1,CCG013382.1
XP_015675495.1,CCG013381.1
XP_015685215.1,CCG008798.1
XP_029142581.1,CCG017574.1
XP_015674712.2,CCG007465.1
XP_015670402.1,CCG002895.1
XP_015681237.1,CCG024104.1
XP_015681036.1,CCG024645.1
XP_015680078.1,CCG016484.1
XP_015669077.1,CCG015963.1
XP_015672414.1,CCG015266.1
XP_015683582.1,CCG006851.1
XP_015669293.1,CCG018658.1
XP_015669289.1,CCG001049.1
XP_015682589.1,CCG022525.1
XP_029143011.1,CCG022811.1
XP_015676845.1,CCG001497.1
XP_015682066.1,CCG008420.1
XP_029142088.1,CCG008418.1
XP_015686462.1,CCG006536.1
XP_015678442.1,CCG018059.1
XP_015674475.1,CCG013526.1
XP_015685287.2,CCG013523.1
XP_015685471.1,CCG006783.1
XP_015687289.1,CCG005416.1
XP_029143099.1,CCG005411.1
XP_015669415.1,CCG008570.1
XP_015671375.1,CCG019378.1
XP_015669419.1,CCG008566.2
XP_015668709.1,CCG005267.1
XP_015669998.1,CCG008709.1
XP_015676298.1,CCG002938.4
XP_015676301.1,CCG022229.1
XP_015669022.1,CCG003745.1
XP_015671385.1,CCG023894.1
XP_015672343.1,CCG012243.1
XP_015674667.1,CCG017023.1
XP_015674825.1,CCG015146.1
XP_015672046.1,CCG008249.1
XP_015671139.1,CCG020443.1
XP_015666959.1,CCG013392.1
XP_015666947.1,CCG013393.1
XP_015669905.2,CCG009926.1
XP_015672514.1,CCG020464.1
XP_015681430.1,CCG004828.1
XP_015672520.1,CCG020462.1
XP_015679458.1,CCG019028.2
XP_015678775.1,CCG004674.1
XP_015681205.1,CCG005795.1
XP_015678216.1,CCG003626.1
XP_015670574.1,CCG003421.2
XP_015666930.1,CCG003405.1
XP_015666585.1,CCG003402.1
XP_015666470.1,CCG003399.1
XP_015679408.1,CCG023657.1
XP_015684232.2,CCG011087.1
XP_015674054.2,CCG019366.2
XP_015665932.1,CCG011085.1
XP_029140677.1,CCG000723.1
XP_015675575.1,CCG006708.1
XP_015674236.1,CCG022273.1
XP_015668157.1,CCG016381.1
XP_029140445.1,CCG007595.1
XP_015665399.1,CCG002764.1
XP_015665436.1,CCG002765.1
XP_015665435.1,CCG002766.1
XP_015665434.1,CCG012947.1
XP_015687592.1,CCG009296.1
XP_015687429.1,CCG002242.1
XP_015687424.1,CCG005838.1
XP_015679903.1,CCG007263.2
XP_015666604.1,CCG001441.2
XP_015670745.2,CCG008487.1
XP_029141203.1,CCG018602.1
XP_015681481.1,CCG020283.1
XP_015679330.1,CCG020289.1
XP_015682574.2,CCG000947.1
XP_015667995.1,CCG007242.1
XP_029139692.1,CCG002082.1
XP_015679139.1,CCG021110.1
XP_015678870.1,CCG012696.1
XP_015676118.1,CCG007539.1
XP_029140804.1,CCG007547.1
XP_015674690.1,CCG005793.1
XP_015675070.1,CCG019481.1
XP_015679577.1,CCG002617.1
XP_015680584.1,CCG023543.2
XP_015680751.1,CCG002182.1
XP_015675072.1,CCG004937.1
XP_015680749.1,CCG023547.1
XP_015676120.1,CCG020693.1
XP_015677945.1,CCG011539.1
XP_015687018.1,CCG014626.1
XP_015687026.1,CCG014622.1
XP_029142358.1,CCG009532.1
XP_015672640.1,CCG000561.1
XP_015680258.1,CCG007350.1
XP_015682916.1,CCG007353.1
XP_015682259.1,CCG003178.1
XP_015673755.2,CCG000546.1
XP_015682216.1,CCG003181.2
XP_015682150.1,CCG004399.1
XP_029140740.1,CCG020674.2
XP_015680971.1,CCG006723.1
XP_015665403.1,CCG010821.1
XP_015677703.1,CCG001308.1
XP_015677701.1,CCG001311.1
XP_015677689.1,CCG001313.1
XP_029139439.1,CCG006924.1
XP_015668757.1,CCG019409.2
XP_015672984.2,CCG011460.1
XP_015672102.1,CCG008496.1
XP_015669062.1,CCG008490.1
XP_015669061.1,CCG015311.1
XP_015681267.1,CCG009490.1
XP_015683040.1,CCG003572.1
XP_015678864.1,CCG016923.1
XP_015670596.1,CCG007039.1
XP_015670613.1,CCG007035.1
XP_029139963.1,CCG015785.1
XP_015674133.1,CCG001898.1
XP_015677547.1,CCG012968.1
XP_015677546.1,CCG012967.1
XP_015677543.1,CCG012964.1
XP_015673952.1,CCG016853.1
XP_015687199.1,CCG012788.1
XP_015687196.2,CCG022301.1
XP_015680342.1,CCG004538.1
XP_015673948.1,CCG012617.1
XP_015676572.1,CCG006469.1
XP_015669559.1,CCG004911.1
XP_015679280.1,CCG010465.1
XP_015675283.1,CCG017997.1
XP_015681093.2,CCG006785.1
XP_015680763.1,CCG004849.1
XP_029142408.1,CCG012607.1
XP_015669385.1,CCG001068.2
XP_015675406.1,CCG001062.1
XP_015679253.1,CCG013004.1
XP_015683673.1,CCG021748.3
XP_029140579.1,CCG005009.1
XP_015682421.1,CCG004763.1
XP_015675105.1,CCG018938.1
XP_015670794.1,CCG007661.1
XP_015682487.1,CCG020494.1
XP_029139808.1,CCG007670.1
XP_015670592.1,CCG007672.1
XP_015682760.1,CCG017764.1
XP_015682817.1,CCG017768.1
XP_015672915.1,CCG003335.2
XP_029140256.1,CCG003336.1
XP_015667360.1,CCG006569.1
XP_015667473.1,CCG006562.1
XP_015677873.1,CCG012524.1
XP_029140074.1,CCG021884.1
XP_015686143.1,CCG000789.1
XP_015678264.1,CCG000785.1
XP_015675549.1,CCG005764.2
XP_015670684.1,CCG004150.1
XP_015670686.1,CCG004146.1
XP_015675771.1,CCG020960.1
XP_015680985.1,CCG012469.1
XP_015665667.1,CCG007140.1
XP_015665679.1,CCG007142.1
XP_015679975.1,CCG001267.1
XP_015675981.1,CCG010918.1
XP_015675972.1,CCG010660.1
XP_015677123.1,CCG018940.1
XP_015675205.1,CCG011759.1
XP_015675203.2,CCG011764.1
XP_015680498.1,CCG011772.2
XP_029140789.1,CCG013047.1
XP_015677312.1,CCG009767.1
XP_015677315.1,CCG009763.1
XP_015678268.1,CCG008929.1
XP_015670545.1,CCG009750.1
XP_029139812.1,CCG009748.1
XP_015667217.1,CCG009272.1
XP_015670675.1,CCG016437.1
XP_015670672.1,CCG016432.1
XP_015678577.1,CCG021247.1
XP_015686266.1,CCG006137.2
XP_015667927.2,CCG015088.1
XP_015672365.1,CCG017724.1
XP_015686591.1,CCG011027.1
XP_015686569.1,CCG011028.1
XP_015677040.1,CCG017203.1
XP_015681241.1,CCG023492.2
XP_015674183.1,CCG023499.1
XP_029142989.1,CCG019152.1
XP_015672131.1,CCG001652.1
XP_015674981.1,CCG015162.1
XP_015678727.1,CCG006653.1
XP_015679701.1,CCG023076.2
XP_015672612.1,CCG019742.1
XP_015667873.1,CCG018419.1
XP_015680313.1,CCG016359.1
XP_015681444.1,CCG011829.1
XP_015673188.1,CCG002731.1
XP_015671888.1,CCG012690.1
XP_015671902.1,CCG015079.1
XP_015674154.1,CCG014777.1
XP_015667826.1,CCG023616.2
XP_015675880.1,CCG016965.1
XP_029140765.1,CCG016962.2
XP_015679446.1,CCG016949.1
XP_015672802.1,CCG017677.1
XP_015671843.1,CCG003356.1
XP_015672668.2,CCG004959.1
XP_015675366.1,CCG003354.1
XP_015668074.1,CCG006511.1
XP_015679522.1,CCG008689.1
XP_015675482.1,CCG013288.1
XP_015680628.1,CCG006290.1
XP_015680627.1,CCG006291.2
XP_015674730.1,CCG016477.1
XP_015676470.1,CCG016471.1
XP_015676472.1,CCG016469.1
XP_015677819.1,CCG006636.1
XP_015674635.1,CCG017480.1
XP_015668136.1,CCG013639.1
XP_015672360.1,CCG014316.1
XP_015672302.2,CCG019637.1
XP_015678782.1,CCG013882.1
XP_029140062.1,CCG007615.2
XP_015671693.1,CCG014683.1
XP_029142521.1,CCG011752.1
XP_015682060.1,CCG009602.1
XP_015672871.1,CCG005320.1
XP_015672869.1,CCG012995.2
XP_015681605.1,CCG005306.1
XP_015671818.1,CCG009621.1
XP_015668335.1,CCG013450.2
XP_015668342.1,CCG013455.1
XP_015680536.1,CCG003860.1
XP_015687039.1,CCG009438.1
XP_029143065.1,CCG009434.2
XP_015671116.1,CCG009803.1
XP_015672387.1,CCG021329.1
XP_015680451.1,CCG002306.1
XP_015680450.1,CCG002305.1
XP_015676803.1,CCG019841.1
XP_029140341.1,CCG014675.1
XP_015682667.1,CCG008191.1
XP_015671125.1,CCG019109.1
XP_015671120.2,CCG019103.1
XP_015681129.1,CCG015728.1
XP_015675347.1,CCG018608.1
XP_015667907.1,CCG023985.1
XP_015667180.1,CCG004382.1
XP_029141603.1,CCG019320.1
XP_015677377.1,CCG013325.1
XP_015677379.1,CCG013321.1
XP_015670792.1,CCG021283.1
XP_015682379.1,CCG013315.1
XP_015670432.1,CCG008028.1
XP_015670434.1,CCG005895.1
XP_029142122.1,CCG018876.1
XP_015677629.1,CCG016136.1
XP_015676852.1,CCG010401.2
XP_015672396.1,CCG018589.1
XP_015679884.1,CCG010943.1
XP_015680395.1,CCG006503.1
XP_015674526.1,CCG018510.1
XP_029140533.1,CCG018513.1
XP_029142331.1,CCG018635.1
XP_015680692.1,CCG013792.1
XP_015680798.1,CCG013783.1
XP_015679404.1,CCG013615.1
XP_029140426.1,CCG020437.1
XP_029139975.1,CCG002228.1
XP_015671489.1,CCG002230.1
XP_015671992.1,CCG003367.1
XP_015673504.1,CCG018478.1
XP_015673509.1,CCG003364.2
XP_015676863.1,CCG003309.2
XP_015676865.1,CCG003311.1
XP_015687406.1,CCG017381.1
XP_015687412.1,CCG022753.1
XP_015674734.1,CCG008573.1
XP_015671885.1,CCG022183.1
XP_015686033.1,CCG021688.1
XP_015674460.1,CCG014207.1
XP_015674459.1,CCG014204.2
XP_015686911.1,CCG004272.1
XP_015686857.1,CCG014343.1
XP_015669174.1,CCG004261.1
XP_015669405.1,CCG008036.1
XP_015666024.1,CCG011205.1
XP_029141657.1,CCG003639.1
XP_029139175.1,CCG012040.1
XP_015672679.1,CCG007089.2
XP_015668951.1,CCG007980.1
XP_015667649.1,CCG001373.1
XP_015681043.1,CCG015919.1
XP_015682467.1,CCG011298.2
XP_015674740.1,CCG006347.1
XP_015673466.1,CCG002541.3
XP_015666253.1,CCG016090.1
XP_015669043.1,CCG009526.1
XP_015666648.1,CCG018639.2
XP_015671291.1,CCG000928.1
XP_015670779.1,CCG001399.1
XP_015675864.1,CCG013578.2
XP_015675863.1,CCG013579.2
XP_029141009.1,CCG000251.1
XP_015675837.1,CCG013592.1
XP_029140466.1,CCG008869.1
XP_015667159.1,CCG021162.2
XP_015681421.1,CCG004570.1
XP_015678054.1,CCG022340.1
XP_015671248.1,CCG007518.1
XP_029139773.1,CCG009008.1
XP_015671280.1,CCG007519.1
XP_015670341.1,CCG009013.1
XP_029140455.1,CCG010380.1
XP_015671289.1,CCG007526.1
XP_015669255.1,CCG009861.1
XP_029138931.1,CCG014059.1
XP_015673170.1,CCG008124.1
XP_015666212.1,CCG007971.2
XP_015666178.1,CCG007992.1
XP_015675871.1,CCG013609.1
XP_015671259.1,CCG019394.2
XP_015671060.1,CCG007075.1
XP_029140813.1,CCG014512.1
XP_029139594.1,CCG015281.1
XP_015671834.1,CCG008736.1
XP_015670972.1,CCG018320.2
XP_029141928.1,CCG009970.1
XP_015678801.1,CCG014929.2
XP_015681529.1,CCG008222.1
XP_015684451.1,CCG023863.1
XP_015671310.1,CCG019227.1
XP_029139348.1,CCG023477.4
XP_015668366.1,CCG013425.1
XP_029142029.1,CCG024431.1
XP_015684760.1,CCG020221.1
XP_029139561.1,CCG005891.1
XP_015666323.1,CCG021220.1
XP_015666321.1,CCG021218.1
XP_015687113.1,CCG018202.1
XP_015672276.1,CCG008186.1
XP_015673472.1,CCG019006.1
XP_029140128.1,CCG008184.1
XP_015680617.1,CCG011587.1
XP_015673479.1,CCG019005.2
XP_015672281.2,CCG008182.1
XP_029140127.1,CCG008181.1
XP_015666310.1,CCG005984.1
XP_029138949.1,CCG005986.1
XP_029138766.1,CCG014109.1
XP_015687884.1,CCG022703.2
XP_015678958.1,CCG020094.1
XP_029139386.1,CCG018571.1
XP_015679598.1,CCG007469.1
XP_029139387.1,CCG008715.1
XP_015673957.1,CCG000973.1
XP_015682693.1,CCG011008.1
XP_015666990.1,CCG017833.1
XP_015667120.1,CCG021151.2
XP_015681311.1,CCG015541.1
XP_015667110.1,CCG021154.1
XP_015678990.1,CCG012980.1
XP_015676923.1,CCG005121.1
XP_015676926.1,CCG005116.1
XP_015668782.1,CCG005263.1
XP_015665447.1,CCG017592.3
XP_015667386.1,CCG006988.1
XP_015677515.1,CCG023360.1
XP_015671266.1,CCG007503.1
XP_015680856.1,CCG021631.1
XP_029142603.1,CCG017449.1
XP_015666083.1,CCG008808.1
XP_015666109.1,CCG002224.1
XP_015683446.1,CCG006441.1
XP_015666079.1,CCG009962.1
XP_015677088.1,CCG014077.2
XP_015678085.1,CCG024659.1
XP_029139112.1,CCG021185.1
XP_015683393.1,CCG017417.1
XP_015668845.1,CCG011799.3
XP_015670041.1,CCG019901.1
XP_015680679.1,CCG010805.1
XP_015675014.2,CCG016785.1
XP_029140620.1,CCG016784.1
XP_015670043.1,CCG019895.1
XP_015674987.1,CCG017691.1
XP_015667406.1,CCG024215.3
XP_029140588.1,CCG002340.1
XP_015666943.1,CCG012871.1
XP_015670055.1,CCG019890.2
XP_015672778.1,CCG006243.1
XP_015675021.1,CCG023436.1
XP_015675020.1,CCG023441.1
XP_029140617.1,CCG006317.1
XP_015682304.1,CCG019879.1
XP_015668228.1,CCG005195.2
XP_015666250.1,CCG011238.1
XP_015675018.1,CCG022742.1
XP_015674052.1,CCG007590.1
XP_015683179.1,CCG012324.1
XP_015671539.1,CCG005081.1
XP_015674840.1,CCG013767.1
XP_015675149.1,CCG016182.1
XP_015669354.2,CCG000847.1
XP_015673618.1,CCG013769.1
XP_015675146.1,CCG016179.1
XP_015675817.1,CCG015915.1
XP_015680174.1,CCG000717.1
XP_015669372.1,CCG000852.1
XP_029139553.1,CCG000853.1
XP_015675097.1,CCG004929.1
XP_015672147.1,CCG002991.1
XP_015675089.1,CCG008550.1
XP_015683641.1,CCG019610.1
XP_015672150.1,CCG024315.1
XP_015673337.1,CCG003533.1
XP_015679781.1,CCG010450.1
XP_015667482.1,CCG012027.2
XP_015679803.1,CCG010447.1
XP_015685769.1,CCG018991.3
XP_015665526.1,CCG015131.1
XP_015666924.1,CCG012888.1
XP_029139983.1,CCG016063.1
XP_015679623.1,CCG013224.1
XP_015673888.1,CCG015020.1
XP_029138787.1,CCG003091.1
XP_015683276.1,CCG013083.2
XP_029138791.1,CCG003092.1
XP_015686928.1,CCG000951.1
XP_015677734.1,CCG016160.2
XP_015667813.1,CCG023608.2
XP_015676252.1,CCG017162.1
XP_015668733.1,CCG022923.1
XP_015670958.1,CCG001199.2
XP_015672379.1,CCG017128.1
XP_015674759.1,CCG022724.1
XP_029141907.1,CCG011448.1
XP_015677592.1,CCG022914.1
XP_015676278.1,CCG008435.1
XP_029139851.1,CCG001396.1
XP_015687235.1,CCG003875.1
XP_015684750.1,CCG022019.1
XP_015670786.1,CCG001401.1
XP_015674660.1,CCG011495.1
XP_015672325.1,CCG012850.1
XP_015676586.1,CCG019418.1
XP_015671537.1,CCG005079.1
XP_015672331.1,CCG012845.1
XP_029142258.1,CCG015613.1
XP_015684203.1,CCG004452.1
XP_015684284.1,CCG009958.1
XP_015684204.1,CCG004453.1
XP_029142656.1,CCG020788.1
XP_015680072.1,CCG022033.1
XP_015685072.1,CCG024383.1
XP_015683769.1,CCG024384.1
XP_015667361.1,CCG007906.1
XP_015684360.1,CCG013891.1
XP_015665464.1,CCG015125.1
XP_015684352.1,CCG013665.1
XP_015687911.1,CCG022624.1
XP_015667616.1,CCG012739.1
XP_015667385.2,CCG006979.2
XP_015674643.1,CCG024188.1
XP_015674642.1,CCG024187.1
XP_015667598.1,CCG011452.2
XP_015668307.1,CCG021861.1
XP_029140833.1,CCG014333.1
XP_015669521.1,CCG018686.1
XP_015669555.1,CCG018685.1
XP_015678478.1,CCG012714.1
XP_029140578.1,CCG016131.1
XP_015684551.1,CCG019618.1
XP_015674780.1,CCG016128.1
XP_015667665.1,CCG006124.1
XP_015679827.1,CCG017736.1
XP_015682388.1,CCG024666.1
XP_015680088.1,CCG009979.1
XP_015668388.1,CCG014637.1
XP_015674275.1,CCG023426.1
XP_015671830.1,CCG021592.1
XP_015687632.1,CCG004195.1
XP_029141006.1,CCG017923.1
XP_029141004.1,CCG017922.1
XP_015682103.1,CCG015748.1
XP_029141005.1,CCG014200.1
XP_015682771.1,CCG010772.1
XP_015675378.1,CCG000745.1
XP_015682773.1,CCG010769.1
XP_015668372.1,CCG013410.4
XP_015666297.1,CCG016295.1
XP_015666309.1,CCG016302.1
XP_015676453.1,CCG018968.2
XP_029143092.1,CCG003125.1
XP_029139582.1,CCG001071.1
XP_015683560.1,CCG010202.1
XP_015665864.1,CCG006362.1
XP_029142764.1,CCG001799.2
XP_015683256.1,CCG000667.1
XP_015675298.1,CCG008960.1
XP_015679325.1,CCG001795.1
XP_015671710.1,CCG015692.2
XP_015685494.1,CCG013735.2
XP_015676634.1,CCG011962.1
XP_029139806.1,CCG022545.1
XP_015672095.1,CCG002009.1
XP_015672234.2,CCG018503.1
XP_015672233.2,CCG018502.1
XP_015667160.1,CCG021167.1
XP_029140920.1,CCG011956.2
XP_015676640.1,CCG011955.1
XP_015668735.1,CCG003881.1
XP_015679494.1,CCG016209.1
XP_015682908.1,CCG023302.2
XP_015671104.1,CCG002973.1
XP_015675679.1,CCG001412.2
XP_015671103.1,CCG002974.1
XP_015678808.1,CCG023265.2
XP_015676082.1,CCG011741.1
XP_015679635.1,CCG016194.1
XP_015680520.1,CCG021918.2
XP_029138999.1,CCG024455.1
XP_015675591.1,CCG019919.1
XP_015684038.1,CCG020479.1
XP_015680518.1,CCG021917.1
XP_015683985.1,CCG019499.1
XP_029140949.1,CCG023304.1
XP_015679620.1,CCG019907.1
XP_015676090.2,CCG011844.1
XP_015676093.1,CCG011850.1
XP_015676072.1,CCG011853.1
XP_015668920.1,CCG014970.1
XP_015676260.1,CCG017158.1
XP_015679748.1,CCG013088.1
XP_015676073.1,CCG011857.2
XP_029140793.1,CCG011858.1
XP_015683288.1,CCG016794.1
XP_015668935.1,CCG012649.1
XP_015671403.1,CCG006660.1
XP_015680418.1,CCG011407.1
XP_015679219.1,CCG011402.1
XP_015679216.1,CCG011400.1
XP_029139961.1,CCG006658.1
XP_015671397.1,CCG016575.1
XP_015679117.1,CCG013099.2
XP_015687368.1,CCG003467.1
XP_015669280.2,CCG001577.1
XP_015668257.1,CCG021827.1
XP_029140023.1,CCG023153.1
XP_029139539.1,CCG001576.1
XP_015674219.1,CCG017365.1
XP_029140976.1,CCG015858.3
XP_015669743.1,CCG022752.1
XP_029143096.1,CCG001233.1
