CroVir_rnd1.all.maker.proteins.final,P_Mucros.pep
crovir-protein-9953,XP_015668297.1
crovir-protein-4930,XP_015669004.1
crovir-protein-5737,XP_015679478.1
crovir-protein-5733,XP_029141574.1
crovir-protein-5736,XP_015679500.1
crovir-protein-16416,XP_029139865.1
crovir-protein-17289,XP_015683854.2
crovir-protein-7399,XP_015675518.1
crovir-protein-465,XP_029143086.1
crovir-protein-459,XP_015687226.2
crovir-protein-7809,XP_015666747.1
crovir-protein-10917,XP_015670420.1
crovir-protein-16438,XP_029139934.1
crovir-protein-150,XP_029142431.1
crovir-protein-14530,XP_015670239.1
crovir-protein-10910,XP_015681258.1
crovir-protein-10900,XP_015674612.1
crovir-protein-10904,XP_029140546.1
crovir-protein-10903,XP_029140545.1
crovir-protein-5541,XP_015684357.2
crovir-protein-10895,XP_015674605.1
crovir-protein-5547,XP_015684319.1
crovir-protein-9212,XP_015679172.1
crovir-protein-10898,XP_029140547.1
crovir-protein-14541,XP_015671207.1
crovir-protein-11362,XP_029140591.1
crovir-protein-1981,XP_015667101.1
crovir-protein-10886,XP_015677648.1
crovir-protein-10884,XP_015677646.2
crovir-protein-714,XP_029141062.1
crovir-protein-12250,XP_015671160.1
crovir-protein-10870,XP_015687321.1
crovir-protein-10866,XP_015687320.1
crovir-protein-12261,XP_015682661.1
crovir-protein-12265,XP_015669665.1
crovir-protein-5533,XP_029142642.1
crovir-protein-12271,XP_015669657.2
crovir-protein-2015,XP_015666292.1
crovir-protein-12276,XP_029139613.1
crovir-protein-12277,XP_015679227.2
crovir-protein-5508,XP_015668010.1
crovir-protein-2099,XP_015666226.1
crovir-protein-11810,XP_029142226.1
crovir-protein-7973,XP_015677098.1
crovir-protein-2073,XP_015666230.1
crovir-protein-12304,XP_029140954.1
crovir-protein-5497,XP_015682612.1
crovir-protein-5495,XP_015682488.1
crovir-protein-2078,XP_015666234.1
crovir-protein-5489,XP_015682590.1
crovir-protein-10925,XP_015678748.1
crovir-protein-10921,XP_015678703.1
crovir-protein-10779,XP_015676579.1
crovir-protein-2140,XP_015678629.1
crovir-protein-12215,XP_015675805.1
crovir-protein-12235,XP_015674511.1
crovir-protein-2159,XP_015678596.1
crovir-protein-2157,XP_029141392.1
crovir-protein-12208,XP_015673630.1
crovir-protein-5748,XP_029143070.1
crovir-protein-5755,XP_015687088.1
crovir-protein-2206,XP_015667223.1
crovir-protein-5754,XP_029143071.1
crovir-protein-10753,XP_015673345.1
crovir-protein-2221,XP_015667229.1
crovir-protein-10747,XP_029140316.1
crovir-protein-2232,XP_015667263.1
crovir-protein-12191,XP_015679347.1
crovir-protein-2227,XP_015667244.1
crovir-protein-12184,XP_015679351.1
crovir-protein-10737,XP_015676824.1
crovir-protein-5780,XP_015684766.1
crovir-protein-2263,XP_015668553.1
crovir-protein-12166,XP_015668320.1
crovir-protein-8623,XP_029139246.1
crovir-protein-2274,XP_015669739.1
crovir-protein-12157,XP_015668310.2
crovir-protein-12154,XP_015687244.1
crovir-protein-10706,XP_015679948.1
crovir-protein-2288,XP_015677067.1
crovir-protein-5830,XP_015674544.2
crovir-protein-2300,XP_029140013.1
crovir-protein-5845,XP_015672313.1
crovir-protein-5846,XP_015687102.1
crovir-protein-10666,XP_015669618.1
crovir-protein-12134,XP_015687194.1
crovir-protein-3604,XP_015683389.1
crovir-protein-12126,XP_015672769.1
crovir-protein-12095,XP_015685217.1
crovir-protein-12103,XP_015682723.1
crovir-protein-10654,XP_015669645.1
crovir-protein-5943,XP_015679051.2
crovir-protein-10655,XP_015669639.1
crovir-protein-12100,XP_015677031.1
crovir-protein-2347,XP_015672474.1
crovir-protein-12091,XP_015672203.1
crovir-protein-12087,XP_015672201.1
crovir-protein-2363,XP_015670648.1
crovir-protein-10645,XP_015669211.1
crovir-protein-5956,XP_015671028.1
crovir-protein-12079,XP_015669074.1
crovir-protein-10644,XP_015669206.1
crovir-protein-10640,XP_015669200.1
crovir-protein-5991,XP_015670525.1
crovir-protein-12061,XP_015669091.1
crovir-protein-12060,XP_015669093.1
crovir-protein-6162,XP_029143076.1
crovir-protein-12026,XP_015669917.1
crovir-protein-12025,XP_015669918.1
crovir-protein-12013,XP_015669934.1
crovir-protein-2435,XP_015676716.1
crovir-protein-2417,XP_029143063.1
crovir-protein-12017,XP_029139690.1
crovir-protein-12014,XP_015669936.1
crovir-protein-10608,XP_015671743.1
crovir-protein-2413,XP_015686998.1
crovir-protein-10598,XP_015671746.1
crovir-protein-6155,XP_015670100.1
crovir-protein-1851,XP_015687003.1
crovir-protein-10593,XP_015671751.1
crovir-protein-10589,XP_029140033.1
crovir-protein-2368,XP_015687016.1
crovir-protein-6140,XP_015666863.1
crovir-protein-10570,XP_015680008.2
crovir-protein-10539,XP_029139465.1
crovir-protein-2400,XP_015669681.1
crovir-protein-10538,XP_015675259.1
crovir-protein-10522,XP_015675267.1
crovir-protein-6122,XP_015666848.1
crovir-protein-6120,XP_029139047.1
crovir-protein-11957,XP_015668409.1
crovir-protein-6119,XP_015666837.1
crovir-protein-6117,XP_015666873.1
crovir-protein-11951,XP_015668166.1
crovir-protein-11940,XP_015666451.1
crovir-protein-6095,XP_015666807.1
crovir-protein-10505,XP_015673596.1
crovir-protein-11932,XP_029140368.1
crovir-protein-6094,XP_015666799.1
crovir-protein-11931,XP_015673682.1
crovir-protein-11926,XP_015671977.1
crovir-protein-11927,XP_015671976.2
crovir-protein-11920,XP_015667524.1
crovir-protein-6078,XP_015666794.1
crovir-protein-2480,XP_015687674.2
crovir-protein-2478,XP_015687700.1
crovir-protein-6062,XP_015667017.1
crovir-protein-6067,XP_015667018.1
crovir-protein-2502,XP_015687711.1
crovir-protein-11887,XP_015667266.1
crovir-protein-10242,XP_015672153.1
crovir-protein-11897,XP_015675162.1
crovir-protein-10280,XP_015680609.1
crovir-protein-11901,XP_015675168.1
crovir-protein-11904,XP_015675169.1
crovir-protein-2527,XP_015687795.1
crovir-protein-2533,XP_015687680.2
crovir-protein-2543,XP_015687683.1
crovir-protein-2539,XP_015687754.1
crovir-protein-2538,XP_015687756.1
crovir-protein-10422,XP_015678333.1
crovir-protein-6273,XP_015687644.1
crovir-protein-2557,XP_015687764.1
crovir-protein-2586,XP_029143197.1
crovir-protein-10453,XP_015672716.1
crovir-protein-11842,XP_015676305.1
crovir-protein-2601,XP_029138880.1
crovir-protein-2602,XP_029138871.1
crovir-protein-2610,XP_015665941.1
crovir-protein-6211,XP_015671011.1
crovir-protein-10941,XP_015672388.1
crovir-protein-6203,XP_015668081.1
crovir-protein-11819,XP_015687171.1
crovir-protein-2659,XP_015665903.1
crovir-protein-3265,XP_015687825.1
crovir-protein-6173,XP_015687158.1
crovir-protein-11784,XP_015678670.1
crovir-protein-2676,XP_015665952.1
crovir-protein-11772,XP_015671921.1
crovir-protein-6333,XP_015676830.1
crovir-protein-6340,XP_015685355.1
crovir-protein-3317,XP_015676387.1
crovir-protein-2684,XP_015665686.1
crovir-protein-6346,XP_015682138.1
crovir-protein-2697,XP_029138840.1
crovir-protein-2731,XP_015665653.1
crovir-protein-3305,XP_015673496.1
crovir-protein-6355,XP_015684725.1
crovir-protein-11713,XP_015679235.1
crovir-protein-6363,XP_015667536.1
crovir-protein-3351,XP_015682835.1
crovir-protein-11733,XP_015670164.1
crovir-protein-6369,XP_029139199.1
crovir-protein-11740,XP_015677682.1
crovir-protein-11743,XP_029141182.1
crovir-protein-3359,XP_015674812.1
crovir-protein-2702,XP_015665681.1
crovir-protein-11751,XP_015677760.1
crovir-protein-6394,XP_015673789.1
crovir-protein-3370,XP_015671959.1
crovir-protein-6400,XP_015673796.1
crovir-protein-11701,XP_015687631.1
crovir-protein-3373,XP_015687101.1
crovir-protein-5556,XP_015683346.1
crovir-protein-6416,XP_015671063.1
crovir-protein-6423,XP_015671062.1
crovir-protein-6424,XP_015671059.1
crovir-protein-16729,XP_015684888.1
crovir-protein-6432,XP_015671051.1
crovir-protein-3464,XP_015667763.1
crovir-protein-17468,XP_029142440.1
crovir-protein-6449,XP_015669267.1
crovir-protein-11778,XP_029140172.1
crovir-protein-17436,XP_015670102.1
crovir-protein-17423,XP_015670950.1
crovir-protein-6464,XP_015680364.1
crovir-protein-6463,XP_029141348.1
crovir-protein-11676,XP_015679519.1
crovir-protein-11693,XP_015681320.1
crovir-protein-6356,XP_015675424.1
crovir-protein-3519,XP_029141796.1
crovir-protein-6500,XP_015668444.1
crovir-protein-6496,XP_015682534.1
crovir-protein-6498,XP_015680587.1
crovir-protein-6497,XP_015675495.1
crovir-protein-11663,XP_015685215.1
crovir-protein-6549,XP_015674712.2
crovir-protein-3585,XP_015670402.1
crovir-protein-6620,XP_015683542.1
crovir-protein-6636,XP_015681237.1
crovir-protein-3645,XP_015677410.1
crovir-protein-3647,XP_015680078.1
crovir-protein-3655,XP_015672414.1
crovir-protein-3665,XP_015669293.1
crovir-protein-3669,XP_015669289.1
crovir-protein-11697,XP_015679244.1
crovir-protein-3727,XP_015676845.1
crovir-protein-4712,XP_015682066.1
crovir-protein-4711,XP_029142088.1
crovir-protein-4557,XP_015686462.1
crovir-protein-16061,XP_015678442.1
crovir-protein-3766,XP_015679911.1
crovir-protein-3803,XP_015674475.1
crovir-protein-3798,XP_015676953.1
crovir-protein-4587,XP_015687289.1
crovir-protein-4598,XP_029143099.1
crovir-protein-4607,XP_015669415.1
crovir-protein-3818,XP_015671375.1
crovir-protein-4610,XP_015669419.1
crovir-protein-4469,XP_015669998.1
crovir-protein-3841,XP_015676298.1
crovir-protein-4478,XP_015672666.1
crovir-protein-3844,XP_015676301.1
crovir-protein-3856,XP_015671385.1
crovir-protein-3874,XP_015672343.1
crovir-protein-3894,XP_015674667.1
crovir-protein-3902,XP_015671673.2
crovir-protein-4686,XP_015674825.1
crovir-protein-4679,XP_015672046.1
crovir-protein-3940,XP_015671139.1
crovir-protein-4460,XP_015673674.1
crovir-protein-3977,XP_015669903.1
crovir-protein-4511,XP_015666981.1
crovir-protein-4518,XP_015666947.1
crovir-protein-3969,XP_015669905.2
crovir-protein-3966,XP_015672514.1
crovir-protein-4525,XP_015681430.1
crovir-protein-3965,XP_015672520.1
crovir-protein-4431,XP_015681205.1
crovir-protein-4423,XP_015670574.1
crovir-protein-4415,XP_015666930.1
crovir-protein-4411,XP_015666585.1
crovir-protein-4051,XP_015683701.1
crovir-protein-4268,XP_015679316.1
crovir-protein-4271,XP_015674054.2
crovir-protein-4098,XP_015665932.1
crovir-protein-15812,XP_015670666.1
crovir-protein-15810,XP_029140677.1
crovir-protein-11357,XP_015675575.1
crovir-protein-15753,XP_015668157.1
crovir-protein-15714,XP_015678199.1
crovir-protein-15680,XP_015675635.1
crovir-protein-15663,XP_015665399.1
crovir-protein-15658,XP_015665436.1
crovir-protein-15659,XP_015665435.1
crovir-protein-15654,XP_015687592.1
crovir-protein-15642,XP_015687429.1
crovir-protein-15613,XP_015687428.1
crovir-protein-15621,XP_015687424.1
crovir-protein-15609,XP_015679903.1
crovir-protein-14985,XP_015668766.1
crovir-protein-15538,XP_015666604.1
crovir-protein-15532,XP_015670745.2
crovir-protein-15528,XP_029141203.1
crovir-protein-15505,XP_015681481.1
crovir-protein-15494,XP_015679330.1
crovir-protein-15486,XP_015682574.2
crovir-protein-15478,XP_015679291.1
crovir-protein-15480,XP_015667995.1
crovir-protein-15475,XP_015667991.1
crovir-protein-15458,XP_029139692.1
crovir-protein-15426,XP_015679140.1
crovir-protein-15429,XP_015679139.1
crovir-protein-15412,XP_015678870.1
crovir-protein-15408,XP_029141580.1
crovir-protein-15403,XP_015676118.1
crovir-protein-15390,XP_029140804.1
crovir-protein-15304,XP_015674690.1
crovir-protein-15349,XP_015675070.1
crovir-protein-15353,XP_015679577.1
crovir-protein-15357,XP_015680584.1
crovir-protein-15358,XP_015680749.1
crovir-protein-14718,XP_015676120.1
crovir-protein-13872,XP_015687018.1
crovir-protein-7123,XP_029142358.1
crovir-protein-7117,XP_015679246.1
crovir-protein-14630,XP_015672640.1
crovir-protein-7108,XP_015680258.1
crovir-protein-7107,XP_015682916.1
crovir-protein-7129,XP_015682259.1
crovir-protein-14649,XP_015673755.2
crovir-protein-7160,XP_015682216.1
crovir-protein-14688,XP_015675714.1
crovir-protein-7197,XP_015680971.1
crovir-protein-7208,XP_029139297.1
crovir-protein-7190,XP_015677703.1
crovir-protein-7191,XP_015677701.1
crovir-protein-15036,XP_029139439.1
crovir-protein-15039,XP_015668757.1
crovir-protein-15002,XP_015671081.1
crovir-protein-7247,XP_015672984.2
crovir-protein-7249,XP_015672102.1
crovir-protein-7387,XP_015678864.1
crovir-protein-7375,XP_015684816.1
crovir-protein-14843,XP_015670596.1
crovir-protein-14845,XP_015670613.1
crovir-protein-7524,XP_015674133.1
crovir-protein-7484,XP_015677544.1
crovir-protein-7486,XP_015677547.1
crovir-protein-7482,XP_015677546.1
crovir-protein-7481,XP_015677543.1
crovir-protein-7559,XP_015673952.1
crovir-protein-7533,XP_015687199.1
crovir-protein-7499,XP_015687196.2
crovir-protein-7528,XP_015673948.1
crovir-protein-7526,XP_015677973.1
crovir-protein-7545,XP_015676572.1
crovir-protein-7595,XP_015679280.1
crovir-protein-14441,XP_015675283.1
crovir-protein-7606,XP_015681093.2
crovir-protein-7608,XP_015680763.1
crovir-protein-7642,XP_029142408.1
crovir-protein-14431,XP_015678386.1
crovir-protein-7769,XP_015669408.1
crovir-protein-7782,XP_015669385.1
crovir-protein-7781,XP_015675406.1
crovir-protein-7795,XP_015679253.1
crovir-protein-7720,XP_029140579.1
crovir-protein-7721,XP_015682421.1
crovir-protein-7744,XP_015675105.1
crovir-protein-14382,XP_015670794.1
crovir-protein-7730,XP_015682487.1
crovir-protein-14363,XP_029139808.1
crovir-protein-14350,XP_015670592.1
crovir-protein-7686,XP_015682760.1
crovir-protein-7685,XP_015682817.1
crovir-protein-14346,XP_015672915.1
crovir-protein-14348,XP_029140256.1
crovir-protein-14306,XP_015674381.1
crovir-protein-7787,XP_015667473.1
crovir-protein-14083,XP_015677873.1
crovir-protein-7825,XP_029140074.1
crovir-protein-7861,XP_029139597.1
crovir-protein-14096,XP_015686143.1
crovir-protein-14097,XP_015678264.1
crovir-protein-7857,XP_015675549.1
crovir-protein-8126,XP_015675771.1
crovir-protein-14115,XP_015680985.1
crovir-protein-14132,XP_015665667.1
crovir-protein-8076,XP_015679975.1
crovir-protein-7990,XP_015675981.1
crovir-protein-8025,XP_015675972.1
crovir-protein-14151,XP_015677123.1
crovir-protein-14171,XP_015685583.1
crovir-protein-7862,XP_015676676.1
crovir-protein-7957,XP_015675205.1
crovir-protein-7954,XP_015675203.2
crovir-protein-7872,XP_015680498.1
crovir-protein-7896,XP_029140789.1
crovir-protein-14203,XP_015674593.1
crovir-protein-14225,XP_015677312.1
crovir-protein-14229,XP_015677315.1
crovir-protein-7940,XP_015678268.1
crovir-protein-14241,XP_015670545.1
crovir-protein-14221,XP_029139812.1
crovir-protein-14267,XP_015667217.1
crovir-protein-7985,XP_015670675.1
crovir-protein-14274,XP_015678577.1
crovir-protein-14295,XP_015673004.1
crovir-protein-8207,XP_015667927.2
crovir-protein-14303,XP_015681014.2
crovir-protein-13997,XP_015672365.1
crovir-protein-8511,XP_015686569.1
crovir-protein-13991,XP_015677040.1
crovir-protein-13981,XP_015681241.1
crovir-protein-13972,XP_015674183.1
crovir-protein-9524,XP_015674981.1
crovir-protein-8506,XP_029143175.1
crovir-protein-13930,XP_015682443.1
crovir-protein-8548,XP_015678727.1
crovir-protein-8522,XP_015679701.1
crovir-protein-8525,XP_015675248.1
crovir-protein-8402,XP_015672612.1
crovir-protein-13811,XP_015680313.1
crovir-protein-10449,XP_015667744.1
crovir-protein-13868,XP_015673188.1
crovir-protein-9723,XP_015671888.1
crovir-protein-9722,XP_015671902.1
crovir-protein-13381,XP_015674154.1
crovir-protein-8679,XP_015670155.1
crovir-protein-8556,XP_015667826.1
crovir-protein-13717,XP_015675880.1
crovir-protein-13731,XP_029140765.1
crovir-protein-13727,XP_015686436.1
crovir-protein-13726,XP_015679446.1
crovir-protein-13708,XP_015673378.1
crovir-protein-13701,XP_015672802.1
crovir-protein-13693,XP_029140250.1
crovir-protein-8766,XP_015671843.1
crovir-protein-13653,XP_015672668.2
crovir-protein-8707,XP_015675366.1
crovir-protein-13666,XP_015668074.1
crovir-protein-8710,XP_015679522.1
crovir-protein-13637,XP_015675482.1
crovir-protein-8762,XP_015680628.1
crovir-protein-8747,XP_015680627.1
crovir-protein-8875,XP_015676714.1
crovir-protein-13617,XP_015671344.1
crovir-protein-8792,XP_015674730.1
crovir-protein-8785,XP_015676470.1
crovir-protein-8783,XP_015676472.1
crovir-protein-13596,XP_015677819.1
crovir-protein-8846,XP_015674635.1
crovir-protein-8803,XP_015668136.1
crovir-protein-8825,XP_015672360.1
crovir-protein-13580,XP_015672302.2
crovir-protein-8837,XP_015678782.1
crovir-protein-13565,XP_029140062.1
crovir-protein-13539,XP_015671693.1
crovir-protein-13520,XP_029142521.1
crovir-protein-9006,XP_015672871.1
crovir-protein-8994,XP_015681605.1
crovir-protein-13478,XP_015671818.1
crovir-protein-8972,XP_015668335.1
crovir-protein-8976,XP_015668342.1
crovir-protein-9068,XP_015680536.1
crovir-protein-9072,XP_015678206.2
crovir-protein-13458,XP_015687039.1
crovir-protein-13454,XP_029143065.1
crovir-protein-9034,XP_015672387.1
crovir-protein-13431,XP_015680451.1
crovir-protein-13435,XP_015680450.1
crovir-protein-9016,XP_015676803.1
crovir-protein-13417,XP_029140341.1
crovir-protein-9050,XP_015682667.1
crovir-protein-9051,XP_015671120.2
crovir-protein-13395,XP_015681129.1
crovir-protein-13387,XP_015675347.1
crovir-protein-2131,XP_015667907.1
crovir-protein-2113,XP_015667180.1
crovir-protein-13349,XP_015679201.1
crovir-protein-13347,XP_029141603.1
crovir-protein-13316,XP_029141935.1
crovir-protein-13287,XP_015677377.1
crovir-protein-13284,XP_015677379.1
crovir-protein-9227,XP_015670792.1
crovir-protein-14791,XP_015670432.1
crovir-protein-14795,XP_015670434.1
crovir-protein-9330,XP_015676611.2
crovir-protein-9304,XP_029142122.1
crovir-protein-9284,XP_015678634.1
crovir-protein-9278,XP_015677629.1
crovir-protein-9428,XP_015678293.1
crovir-protein-9408,XP_015672396.1
crovir-protein-9393,XP_015672407.1
crovir-protein-9386,XP_015679887.2
crovir-protein-9388,XP_015679884.1
crovir-protein-9403,XP_015680395.1
crovir-protein-9401,XP_015674526.1
crovir-protein-9405,XP_029140533.1
crovir-protein-9350,XP_029142331.1
crovir-protein-16846,XP_029141172.1
crovir-protein-9345,XP_015673739.1
crovir-protein-15761,XP_015668134.1
crovir-protein-9477,XP_015680692.1
crovir-protein-9540,XP_015680798.1
crovir-protein-9472,XP_015679404.1
crovir-protein-9511,XP_029140426.1
crovir-protein-9495,XP_029139975.1
crovir-protein-9489,XP_015671489.1
