geneid,proteinid
107291065,XP_015675506.1
107291066,XP_015675507.1
107291067,XP_015675508.1
107291068,XP_015675509.1
107291069,XP_015675510.1
107291069,XP_015675511.1
107291069,XP_015675512.1
107291070,XP_015675515.1
107291071,XP_015675513.1
107291072,XP_015675514.1
107291073,XP_015675516.1
107291073,XP_015675517.1
107291074,XP_015675518.1
107291075,XP_015675519.1
107291077,XP_015675520.1
107291078,XP_015675521.1
107291079,XP_015675522.1
107291080,XP_015675526.1
107291081,XP_015675523.1
107291082,XP_015675524.1
107291083,XP_015675525.1
107291084,XP_015675527.1
107291085,XP_015675528.1
107291086,XP_015675529.1
107291086,XP_015675530.1
107291086,XP_015675531.1
107291086,XP_015675532.1
107291087,XP_015675533.1
107291088,XP_015675537.1
107291089,XP_015675534.1
107291089,XP_015675535.1
107291089,XP_015675536.1
107291090,XP_015675538.1
107291091,XP_015675539.1
107291092,XP_015675540.1
107291093,XP_015675541.1
107291094,XP_015675542.1
107291095,XP_015675543.1
107291096,XP_015675544.1
107291097,XP_015675548.1
107291097,XP_015675556.1
107291098,XP_015675545.1
107291099,XP_015675546.1
107291100,XP_015675547.1
107291101,XP_015675549.1
107291102,XP_015675585.1
107291103,XP_015675550.1
107291104,XP_015675551.1
107291105,XP_015675552.1
107291106,XP_015675553.1
107291107,XP_015675554.1
107291108,XP_015675555.1
107291109,XP_015675557.1
107291110,XP_015675558.1
107291111,XP_015675559.1
107291112,XP_015675560.1
107291113,XP_015675561.1
107291114,XP_015675562.1
107291115,XP_015675563.1
107291116,XP_015675567.1
107291117,XP_015675564.1
107291118,XP_015675565.1
107291119,XP_015675566.1
107291120,XP_015675568.1
107291121,XP_015675569.1
107291122,XP_015675570.1
107291123,XP_015675571.1
107291124,XP_015675572.1
107291125,XP_015675573.1
107291126,XP_015675577.1
107291127,XP_015675574.1
107291128,XP_015675575.1
107291129,XP_015675576.1
107291130,XP_015675578.1
107291131,XP_015675579.1
107291132,XP_015675580.1
107291133,XP_015675581.1
107291134,XP_015675582.1
107291134,XP_015675583.1
107291135,XP_015675584.1
107291136,XP_015675589.1
107291137,XP_015675586.1
107291138,XP_015675587.1
107291139,XP_015675588.1
107291139,XP_015675590.1
107291140,XP_015675591.1
107291141,XP_015675592.1
107291142,XP_015675593.1
107291142,XP_015675594.1
107291143,XP_015675595.1
107291144,XP_015675596.1
107291145,XP_015675597.1
107291146,XP_015675601.1
107291147,XP_015675598.1
107291148,XP_015675599.1
107291149,XP_015675600.1
107291150,XP_015675602.1
107291151,XP_015675603.1
107291152,XP_015675604.1
107291153,XP_015675605.1
107291154,XP_015675606.1
107291155,XP_015675607.1
107291156,XP_015675608.1
107291157,XP_015675612.1
107291158,XP_015675609.1
107291159,XP_015675610.1
107291160,XP_015675611.1
107291161,XP_015675613.1
107291162,XP_015675614.1
107291162,XP_015675615.1
107291162,XP_015675616.1
107291163,XP_015675617.1
107291164,XP_015675618.1
107291166,XP_015675622.1
107291168,XP_015675619.1
107291169,XP_015675620.1
107291170,XP_015675621.1
107291171,XP_015675623.1
107291172,XP_015675624.1
107291173,XP_015675625.1
107291174,XP_015675626.1
107291175,XP_015675627.1
107291176,XP_015675628.1
107291177,XP_015675629.1
107291178,XP_015675633.1
107291179,XP_015675630.1
107291179,XP_015675631.1
107291180,XP_015675632.1
107291181,XP_015675634.1
107291182,XP_015675635.1
107291183,XP_015675636.1
107291184,XP_015675637.1
107291185,XP_015675638.1
107291186,XP_015675639.1
107291186,XP_015675640.1
107291186,XP_015675641.1
107291187,XP_015675645.1
107291188,XP_015675642.1
107291189,XP_015675643.1
107291190,XP_015675644.1
107291191,XP_015675646.1
107291191,XP_015675647.1
107291192,XP_015675648.1
107291193,XP_015675649.1
107291194,XP_015675650.1
107291194,XP_015675651.1
107291195,XP_015675652.1
107291197,XP_015675653.1
107291198,XP_015675654.1
107291199,XP_015675655.1
107291200,XP_015675656.1
107291201,XP_015675657.1
107291202,XP_015675658.1
107291203,XP_015675659.1
107291203,XP_015675660.1
107291203,XP_015675661.1
107291203,XP_015675662.1
107291203,XP_015675663.1
107291204,XP_015675694.1
107291205,XP_015675664.1
107291207,XP_015675665.1
107291208,XP_015675666.1
107291209,XP_015675667.1
107291210,XP_015675668.1
107291211,XP_015675669.1
107291212,XP_015675670.1
107291213,XP_015675671.1
107291214,XP_015675675.1
107291215,XP_015675672.1
107291216,XP_015675673.1
107291217,XP_015675674.1
107291218,XP_015675676.1
107291219,XP_015675677.1
107291220,XP_015675678.1
107291221,XP_015675679.1
107291222,XP_015675680.1
107291223,XP_015675681.1
107291224,XP_015675682.1
107291227,XP_015675683.1
107291228,XP_015675684.1
107291229,XP_015675685.1
107291230,XP_015675686.1
107291231,XP_015675687.1
107291232,XP_015675688.1
107291233,XP_015675689.1
107291234,XP_015675690.1
107291237,XP_015675691.1
107291237,XP_015675692.1
107291238,XP_015675693.1
107291239,XP_015675695.1
107291240,XP_015675696.1
107291241,XP_015675697.1
107291241,XP_015675698.1
107291241,XP_015675699.1
107291241,XP_015675700.1
107291241,XP_015675701.1
107291241,XP_015675702.1
107291241,XP_015675703.1
107291241,XP_015675704.1
107291241,XP_015675705.1
107291241,XP_015675706.1
107291241,XP_015675707.1
107291241,XP_015675708.1
107291241,XP_015675710.1
107291241,XP_015675711.1
107291242,XP_015675709.1
107291243,XP_015675712.1
107291244,XP_015675713.1
107291245,XP_015675714.1
107291246,XP_015675715.1
107291247,XP_015675716.1
107291248,XP_015675721.1
107291249,XP_015675717.1
107291250,XP_015675718.1
107291250,XP_015675719.1
107291251,XP_015675720.1
107291252,XP_015675722.1
107291253,XP_015675723.1
107291254,XP_015675724.1
107291255,XP_015675725.1
107291256,XP_015675726.1
107291257,XP_015675727.1
107291257,XP_015675728.1
107291258,XP_015675733.1
107291259,XP_015675729.1
107291259,XP_015675730.1
107291259,XP_015675731.1
107291259,XP_015675732.1
107291260,XP_015675734.1
107291261,XP_015675735.1
107291262,XP_015675736.1
107291263,XP_015675737.1
107291264,XP_015675738.1
107291264,XP_015675739.1
107291265,XP_015675740.1
107291265,XP_015675741.1
107291266,XP_015675745.1
107291267,XP_015675742.1
107291268,XP_015675743.1
107291269,XP_015675744.1
107291271,XP_015675746.1
107291271,XP_015675747.1
107291271,XP_015675748.1
107291272,XP_015675749.1
107291273,XP_015675750.1
107291275,XP_015675754.1
107291276,XP_015675751.1
107291277,XP_015675752.1
107291278,XP_015675753.1
107291279,XP_015675755.1
107291280,XP_015675756.1
107291281,XP_015675757.1
107291282,XP_015675758.1
107291283,XP_015675759.1
107291284,XP_015675760.1
107291285,XP_015675761.1
107291286,XP_015675766.1
107291287,XP_015675762.1
107291287,XP_015675763.1
107291288,XP_015675764.1
107291289,XP_015675765.1
107291290,XP_015675767.1
107291291,XP_015675768.1
107291291,XP_015675769.1
107291292,XP_015675770.1
107291293,XP_015675771.1
107291294,XP_015675772.1
107291295,XP_015675773.1
107291296,XP_015675807.1
107291297,XP_015675777.1
107291298,XP_015675774.1
107291299,XP_015675775.1
107291300,XP_015675776.1
107291300,XP_015675778.1
107291301,XP_015675779.1
107291302,XP_015675780.1
107291303,XP_015675781.1
107291304,XP_015675782.1
107291305,XP_015675783.1
107291306,XP_015675784.1
107291307,XP_015675788.1
107291308,XP_015675785.1
107291309,XP_015675786.1
107291310,XP_015675787.1
107291311,XP_015675789.1
107291312,XP_015675790.1
107291313,XP_015675791.1
107291314,XP_015675792.1
107291315,XP_015675793.1
107291316,XP_015675794.1
107291317,XP_015675795.1
107291318,XP_015675800.1
107291319,XP_015675796.1
107291320,XP_015675797.1
107291320,XP_015675798.1
107291321,XP_015675799.1
107291322,XP_015675801.1
107291323,XP_015675802.1
107291324,XP_015675803.1
107291325,XP_015675808.1
107291326,XP_015675804.1
107291327,XP_015675805.1
107291328,XP_015675806.1
107291329,XP_015675809.1
107291330,XP_015675810.1
107291331,XP_015675811.1
107291332,XP_015675812.1
107291333,XP_015675813.1
107291334,XP_015675814.1
107291335,XP_015675815.1
107291336,XP_015675819.1
107291337,XP_015675816.1
107291338,XP_015675817.1
107291339,XP_015675818.1
107291341,XP_015675820.1
107291342,XP_015675821.1
107291343,XP_015675822.1
107291344,XP_015675823.1
107291345,XP_015675824.1
107291346,XP_015675825.1
107291347,XP_015675829.1
107291348,XP_015675826.1
107291349,XP_015675827.1
107291350,XP_015675828.1
107291351,XP_015675830.1
107291352,XP_015675831.1
107291353,XP_015675832.1
107291353,XP_015675833.1
107291354,XP_015675834.1
107291355,XP_015675835.1
107291356,XP_015675836.1
107291357,XP_015675840.1
107291358,XP_015675837.1
107291359,XP_015675838.1
107291360,XP_015675839.1
107291361,XP_015675841.1
107291361,XP_015675842.1
107291361,XP_015675843.1
107291362,XP_015675844.1
107291363,XP_015675846.1
107291364,XP_015675847.1
107291365,XP_015675848.1
107291366,XP_015675849.1
107291367,XP_015675853.1
107291368,XP_015675850.1
107291369,XP_015675851.1
107291370,XP_015675852.1
107291371,XP_015675854.1
107291372,XP_015675855.1
107291373,XP_015675856.1
107291374,XP_015675857.1
107291375,XP_015675858.1
107291376,XP_015675859.1
107291377,XP_015675860.1
107291379,XP_015675861.1
107291380,XP_015675862.1
107291381,XP_015675863.1
107291382,XP_015675864.1
107291383,XP_015675865.1
107291385,XP_015675866.1
107291387,XP_015675867.1
107291388,XP_015675868.1
107291389,XP_015675869.1
107291390,XP_015675870.1
107291390,XP_015675871.1
107291391,XP_015675872.1
107291392,XP_015675873.1
107291393,XP_015675877.1
107291394,XP_015675874.1
107291395,XP_015675875.1
107291396,XP_015675876.1
107291397,XP_015675878.1
107291398,XP_015675879.1
107291399,XP_015675880.1
107291400,XP_015675918.1
107291401,XP_015675881.1
107291402,XP_015675882.1
107291403,XP_015675883.1
107291405,XP_015675887.1
107291405,XP_015675895.1
107291406,XP_015675884.1
107291407,XP_015675885.1
107291408,XP_015675886.1
107291409,XP_015675888.1
107291410,XP_015675889.1
107291410,XP_015675890.1
107291411,XP_015675891.1
107291412,XP_015675892.1
107291413,XP_015675893.1
107291414,XP_015675894.1
107291415,XP_015675896.1
107291416,XP_015675897.1
107291417,XP_015675898.1
107291418,XP_015675899.1
107291419,XP_015675900.1
107291420,XP_015675901.1
107291421,XP_015675902.1
107291422,XP_015675906.1
107291422,XP_015675914.1
107291423,XP_015675903.1
107291424,XP_015675904.1
107291425,XP_015675905.1
107291426,XP_015675907.1
107291427,XP_015675908.1
107291428,XP_015675909.1
107291429,XP_015675910.1
107291430,XP_015675911.1
107291431,XP_015675912.1
107291431,XP_015675913.1
107291432,XP_015675915.1
107291433,XP_015675916.1
107291434,XP_015675917.1
107291435,XP_015675919.1
107291436,XP_015675920.1
107291437,XP_015675921.1
107291438,XP_015675922.1
107291439,XP_015675926.1
107291440,XP_015675923.1
107291441,XP_015675924.1
107291442,XP_015675925.1
107291443,XP_015675927.1
107291444,XP_015675928.1
107291445,XP_015675929.1
107291446,XP_015675930.1
107291447,XP_015675931.1
107291448,XP_015675932.1
107291449,XP_015675933.1
107291449,XP_015675934.1
107291451,XP_015675935.1
107291452,XP_015675936.1
107291453,XP_015675937.1
107291454,XP_015675938.1
107291455,XP_015675939.1
107291456,XP_015675940.1
107291457,XP_015675944.1
107291458,XP_015675941.1
107291459,XP_015675942.1
107291460,XP_015675943.1
107291461,XP_015675945.1
107291462,XP_015675946.1
107291463,XP_015675947.1
107291465,XP_015675948.1
107291465,XP_015675949.1
107291466,XP_015675950.1
107291467,XP_015675954.1
107291468,XP_015675951.1
107291469,XP_015675952.1
107291470,XP_015675953.1
107291471,XP_015675955.1
107291471,XP_015675956.1
107291473,XP_015675957.1
107291474,XP_015675958.1
107291474,XP_015675959.1
107291475,XP_015675960.1
107291476,XP_015675961.1
107291477,XP_015675965.1
107291478,XP_015675962.1
107291479,XP_015675963.1
107291480,XP_015675964.1
107291481,XP_015675966.1
107291481,XP_015675967.1
107291482,XP_015675968.1
107291483,XP_015675969.1
107291484,XP_015675970.1
107291485,XP_015675971.1
107291486,XP_015675972.1
107291487,XP_015675976.1
107291488,XP_015675973.1
107291489,XP_015675974.1
107291490,XP_015675975.1
107291491,XP_015675977.1
107291492,XP_015675978.1
107291494,XP_015675979.1
107291496,XP_015675980.1
107291497,XP_015675981.1
107291498,XP_015675985.1
107291499,XP_015675982.1
107291500,XP_015675983.1
107291501,XP_015675984.1
107291502,XP_015675986.1
107291504,XP_015675987.1
107291505,XP_015675988.1
107291506,XP_015676029.1
107291507,XP_015675989.1
107291508,XP_015675990.1
107291508,XP_015675991.1
107291508,XP_015675992.1
107291508,XP_015675993.1
107291509,XP_015675996.1
107291510,XP_015675994.1
107291511,XP_015675995.1
107291512,XP_015675997.1
107291513,XP_015675998.1
107291513,XP_015675999.1
107291513,XP_015676000.1
107291513,XP_015676001.1
107291513,XP_015676002.1
107291514,XP_015676003.1
107291515,XP_015676004.1
107291516,XP_015676005.1
107291516,XP_015676006.1
107291517,XP_015676009.1
107291517,XP_015676017.1
107291518,XP_015676007.1
107291519,XP_015676008.1
107291520,XP_015676010.1
107291521,XP_015676011.1
107291522,XP_015676012.1
107291523,XP_015676013.1
107291524,XP_015676014.1
107291525,XP_015676015.1
107291525,XP_015676016.1
107291526,XP_015676018.1
107291527,XP_015676019.1
107291528,XP_015676020.1
107291529,XP_015676021.1
107291530,XP_015676022.1
107291530,XP_015676023.1
107291530,XP_015676024.1
107291530,XP_015676025.1
107291531,XP_015676030.1
107291532,XP_015676026.1
107291533,XP_015676027.1
107291534,XP_015676028.1
107291535,XP_015676031.1
107291536,XP_015676032.1
107291536,XP_015676033.1
107291537,XP_015676034.1
107291537,XP_015676035.1
107291538,XP_015676036.1
107291539,XP_015676037.1
107291540,XP_015676040.1
107291541,XP_015676038.1
107291544,XP_015676039.1
107291544,XP_015676041.1
107291545,XP_015676042.1
107291546,XP_015676043.1
107291547,XP_015676044.1
107291548,XP_015676045.1
107291549,XP_015676046.1
107291550,XP_015676047.1
107291551,XP_015676052.1
107291551,XP_015676060.1
107291552,XP_015676048.1
107291552,XP_015676049.1
107291552,XP_015676050.1
107291552,XP_015676051.1
107291552,XP_015676053.1
107291553,XP_015676054.1
107291554,XP_015676055.1
107291555,XP_015676056.1
107291556,XP_015676057.1
107291557,XP_015676058.1
107291557,XP_015676059.1
107291558,XP_015676061.1
107291559,XP_015676062.1
107291560,XP_015676063.1
107291561,XP_015676064.1
107291562,XP_015676065.1
107291563,XP_015676066.1
107291564,XP_015676067.1
107291565,XP_015676071.1
107291565,XP_015676079.1
107291565,XP_015676087.1
107291566,XP_015676068.1
107291567,XP_015676069.1
107291568,XP_015676070.1
107291569,XP_015676072.1
107291570,XP_015676073.1
107291571,XP_015676074.1
107291572,XP_015676075.1
107291573,XP_015676076.1
107291574,XP_015676077.1
107291575,XP_015676078.1
107291576,XP_015676080.1
107291577,XP_015676081.1
107291578,XP_015676082.1
107291579,XP_015676083.1
107291580,XP_015676084.1
107291581,XP_015676085.1
107291582,XP_015676086.1
107291582,XP_015676088.1
107291583,XP_015676089.1
107291584,XP_015676090.1
107291585,XP_015676091.1
107291586,XP_015676092.1
107291587,XP_015676093.1
107291589,XP_015676097.1
107291590,XP_015676094.1
107291591,XP_015676095.1
107291592,XP_015676096.1
107291593,XP_015676098.1
107291594,XP_015676099.1
107291595,XP_015676100.1
107291596,XP_015676101.1
107291597,XP_015676102.1
107291598,XP_015676103.1
107291599,XP_015676104.1
107291600,XP_015676142.1
107291601,XP_015676108.1
107291602,XP_015676105.1
107291603,XP_015676106.1
107291604,XP_015676107.1
107291605,XP_015676109.1
107291606,XP_015676110.1
107291607,XP_015676111.1
107291608,XP_015676112.1
107291609,XP_015676113.1
107291610,XP_015676114.1
107291611,XP_015676115.1
107291611,XP_015676116.1
107291611,XP_015676117.1
107291612,XP_015676120.1
107291613,XP_015676118.1
107291614,XP_015676119.1
107291615,XP_015676121.1
107291616,XP_015676122.1
107291617,XP_015676123.1
107291618,XP_015676124.1
107291619,XP_015676125.1
107291620,XP_015676126.1
107291621,XP_015676127.1
107291621,XP_015676128.1
107291622,XP_015676131.1
107291623,XP_015676129.1
107291625,XP_015676130.1
107291626,XP_015676132.1
107291627,XP_015676133.1
107291628,XP_015676134.1
107291629,XP_015676135.1
107291630,XP_015676136.1
107291631,XP_015676137.1
107291632,XP_015676138.1
107291633,XP_015676143.1
107291634,XP_015676139.1
107291635,XP_015676140.1
107291636,XP_015676141.1
107291637,XP_015676144.1
107291638,XP_015676145.1
107291639,XP_015676146.1
107291640,XP_015676147.1
107291641,XP_015676148.1
107291642,XP_015676149.1
107291643,XP_015676150.1
107291644,XP_015676154.1
107291645,XP_015676151.1
107291646,XP_015676152.1
107291647,XP_015676153.1
107291648,XP_015676155.1
107291649,XP_015676156.1
107291650,XP_015676157.1
107291651,XP_015676158.1
107291652,XP_015676159.1
107291653,XP_015676160.1
107291653,XP_015676161.1
