P_Mucros.pep,P_guttatus.pep
XP_029142042.1,XP_034285189.1
XP_015680046.1,XP_034281337.1
XP_015673874.1,XP_034285170.1
XP_015673042.1,XP_034281256.1
XP_015674745.1,XP_034276346.1
XP_015666984.1,XP_034257926.1
XP_015665791.1,XP_034279282.1
XP_015669302.1,XP_034266710.1
XP_015687178.1,XP_034285136.1
XP_015669309.1,XP_034266715.1
XP_015675903.1,XP_034259706.1
XP_015670177.1,XP_034285113.1
XP_015669540.1,XP_034266825.1
XP_015669329.1,XP_034266765.1
XP_015666577.1,XP_034268611.1
XP_015666576.1,XP_034268610.1
XP_015668483.1,XP_034267787.1
XP_029140498.1,XP_034264322.1
XP_029139941.1,XP_034284811.1
XP_015670973.1,XP_034264214.1
XP_029143165.1,XP_034294613.1
XP_015677090.1,XP_034281961.1
XP_015670970.1,XP_034291759.1
XP_015667708.1,XP_034290198.1
XP_029138919.1,XP_034257738.1
XP_029141817.1,XP_034280035.1
XP_015679395.1,XP_034267763.1
XP_015676770.1,XP_034267761.1
XP_015687907.1,XP_034297565.1
XP_015676588.1,XP_034291646.1
XP_015687906.1,XP_034297574.1
XP_029139097.1,XP_034258101.1
XP_015677172.1,XP_034267730.1
XP_015674295.1,XP_034286277.1
XP_029139016.1,XP_034257870.1
XP_015685703.1,XP_034265386.1
XP_029139637.1,XP_034260396.1
XP_015674478.1,XP_034269378.1
XP_015674469.1,XP_034269391.1
XP_015673937.1,XP_034288513.1
XP_029141439.1,XP_034286871.1
XP_015679298.2,XP_034298399.1
XP_015673932.1,XP_034288517.1
XP_015667338.1,XP_034257721.1
XP_015685881.1,XP_034281722.1
XP_015667337.1,XP_034257719.1
XP_015679645.1,XP_034260058.1
XP_015683524.1,XP_034262803.1
XP_015671471.1,XP_034268390.1
XP_015682214.1,XP_034288217.1
XP_015685405.1,XP_034268393.1
XP_029139857.1,XP_034268392.1
XP_015668515.1,XP_034286123.1
XP_015676752.1,XP_034268395.1
XP_029140977.1,XP_034262442.1
XP_015674679.1,XP_034286199.1
XP_015679332.1,XP_034286099.1
XP_015680945.1,XP_034280022.1
XP_015669572.1,XP_034273533.1
XP_015666029.1,XP_034275561.1
XP_015674367.1,XP_034276820.1
XP_015670906.1,XP_034284764.1
XP_015675508.1,XP_034273537.1
XP_015675522.2,XP_034273538.1
XP_015679489.1,XP_034293287.1
XP_015677263.1,XP_034276103.1
XP_015685936.1,XP_034265816.1
XP_015670223.1,XP_034268933.1
XP_015677416.1,XP_034285569.1
XP_029141052.1,XP_034285563.1
XP_015677414.1,XP_034285553.1
XP_015677582.1,XP_034262134.1
XP_029140546.1,XP_034294895.1
XP_029140545.1,XP_034294894.1
XP_015674605.1,XP_034294897.1
XP_029140591.1,XP_034298540.1
XP_015667100.1,XP_034257899.1
XP_029139924.1,XP_034275249.1
XP_015686739.1,XP_034291740.1
XP_029141131.1,XP_034294934.1
XP_015671161.1,XP_034258571.1
XP_015677101.1,XP_034294938.1
XP_015666170.1,XP_034278513.1
XP_015678056.1,XP_034260985.1
XP_015678055.1,XP_034291659.1
XP_015666273.1,XP_034258378.1
XP_015687326.1,XP_034295026.1
XP_015670882.1,XP_034295036.1
XP_015670878.1,XP_034295041.1
XP_015667089.1,XP_034267530.1
XP_015667084.1,XP_034267542.1
XP_015672105.1,XP_034295049.1
XP_015668508.1,XP_034295076.1
XP_015666093.1,XP_034258205.1
XP_015668502.1,XP_034295065.1
XP_015666094.1,XP_034257866.1
XP_015669807.1,XP_034295103.1
XP_015667645.1,XP_034267559.1
XP_015666062.1,XP_034257833.1
XP_015679173.1,XP_034295131.1
XP_015673240.1,XP_034295148.1
XP_015678823.1,XP_034295150.1
XP_015672428.1,XP_034259601.1
XP_015666220.1,XP_034258202.1
XP_015682739.1,XP_034267839.1
XP_015674307.1,XP_034267690.1
XP_015671789.1,XP_034295230.1
XP_015671779.1,XP_034295231.1
XP_015669845.1,XP_034259863.1
XP_015669841.1,XP_034259954.1
XP_015670549.1,XP_034295268.1
XP_015678257.1,XP_034295291.1
XP_015673724.1,XP_034259378.1
XP_015674506.1,XP_034295300.1
XP_015675725.1,XP_034293207.1
XP_015666657.1,XP_034268532.1
XP_015670553.1,XP_034259341.1
XP_015669945.1,XP_034287847.1
XP_015674550.1,XP_034293142.1
XP_015674539.1,XP_034293138.1
XP_015677064.1,XP_034272354.1
XP_015687375.1,XP_034258797.1
XP_015687472.1,XP_034258689.1
XP_029143158.1,XP_034259480.1
XP_029142429.1,XP_034272447.1
XP_015672762.1,XP_034259621.1
XP_015672760.1,XP_034258932.1
XP_015673706.1,XP_034272234.1
XP_015669637.1,XP_034295536.1
XP_015669638.1,XP_034295544.1
XP_029141428.1,XP_034289180.1
XP_015672207.1,XP_034258732.1
XP_015672206.1,XP_034258731.1
XP_015669071.1,XP_034259088.1
XP_015686970.1,XP_034271996.1
XP_015669196.1,XP_034295630.1
XP_015679133.1,XP_034271043.1
XP_015666356.1,XP_034271023.1
XP_015671683.1,XP_034295673.1
XP_015671314.1,XP_034270663.1
XP_015671759.1,XP_034295685.1
XP_015676397.1,XP_034259647.1
XP_015676399.1,XP_034259064.1
XP_015677207.1,XP_034270676.1
XP_015670097.1,XP_034270683.1
XP_029139727.1,XP_034270696.1
XP_015673636.1,XP_034258812.1
XP_015666789.1,XP_034270710.1
XP_015666862.1,XP_034270713.1
XP_015680009.1,XP_034295760.1
XP_029139044.1,XP_034270725.1
XP_015668126.1,XP_034258809.1
XP_015668120.1,XP_034259648.1
XP_015675274.1,XP_034295873.1
XP_015670252.1,XP_034272132.1
XP_015675268.1,XP_034295895.1
XP_015668265.1,XP_034295896.1
XP_015668264.1,XP_034295897.1
XP_015668299.1,XP_034258619.1
XP_015670123.2,XP_034271916.1
XP_015687695.1,XP_034271878.1
XP_015666793.1,XP_034270868.1
XP_015667526.1,XP_034258628.1
XP_015667014.1,XP_034270884.1
XP_015667010.1,XP_034270891.1
XP_015667020.1,XP_034270892.1
XP_015667266.1,XP_034259312.1
XP_029140644.1,XP_034259704.1
XP_015666351.1,XP_034271191.1
XP_015687855.1,XP_034287085.1
XP_015667514.1,XP_034292373.1
XP_015667868.1,XP_034292382.1
XP_015687746.1,XP_034271718.1
XP_015687876.1,XP_034287038.1
XP_029138962.1,XP_034271002.1
XP_015687875.1,XP_034287039.1
XP_015669454.1,XP_034292236.1
XP_015682406.2,XP_034271680.1
XP_015672733.1,XP_034292239.1
XP_015678640.1,XP_034270447.1
XP_015676044.1,XP_034270454.1
XP_015665949.1,XP_034271571.1
XP_015676364.1,XP_034258655.1
XP_015684047.1,XP_034270503.1
XP_015666553.1,XP_034276039.1
XP_015674942.1,XP_034259737.1
XP_015671004.1,XP_034270550.1
XP_015670998.1,XP_034270565.1
XP_015665973.1,XP_034271477.1
XP_015665925.1,XP_034271475.1
XP_015673215.1,XP_034270617.1
XP_015665913.2,XP_034271398.1
XP_015687812.1,XP_034272953.1
XP_015673221.1,XP_034270643.1
XP_015687836.1,XP_034272760.1
XP_015683118.1,XP_034293644.1
XP_015669522.1,XP_034264751.1
XP_015673145.1,XP_034298668.1
XP_015665894.1,XP_034271322.1
XP_015667548.1,XP_034270129.1
XP_015677755.1,XP_034286996.1
XP_015671827.1,XP_034270119.1
XP_029141184.1,XP_034286992.1
XP_015674813.2,XP_034274941.1
XP_015665635.1,XP_034271272.1
XP_015677761.1,XP_034286962.1
XP_015678984.1,XP_034297972.1
XP_015687631.1,XP_034297971.1
XP_015678998.1,XP_034270066.1
XP_015673486.1,XP_034270045.1
XP_015682825.1,XP_034291902.1
XP_029141376.1,XP_034298642.1
XP_015671051.1,XP_034270014.1
XP_015671045.1,XP_034270008.1
XP_015684025.2,XP_034280670.1
XP_015667776.1,XP_034287275.1
XP_015667769.1,XP_034287288.1
XP_015680888.1,XP_034291578.1
XP_015683445.1,XP_034296279.1
XP_015687063.2,XP_034291249.1
XP_015670949.1,XP_034296249.1
XP_015680269.1,XP_034269924.1
XP_015672481.1,XP_034269902.1
XP_015672480.1,XP_034269899.1
XP_029142134.1,XP_034297907.1
XP_015675423.1,XP_034271057.1
XP_015685257.1,XP_034269767.1
XP_015679129.1,XP_034276028.1
XP_015670405.1,XP_034279654.1
XP_015670394.1,XP_034279722.1
XP_015675235.1,XP_034269698.1
XP_015673605.1,XP_034269691.1
XP_015673611.1,XP_034269684.1
XP_015670353.1,XP_034279763.1
XP_015673627.1,XP_034289034.1
XP_015666135.1,XP_034289570.1
XP_015679856.1,XP_034279805.1
XP_029142267.1,XP_034261712.1
XP_015677411.1,XP_034279831.1
XP_015669132.1,XP_034289527.1
XP_015678072.1,XP_034279846.1
XP_015680966.1,XP_034297206.1
XP_015683580.2,XP_034289505.1
XP_015684413.1,XP_034263227.1
XP_015669292.1,XP_034259306.1
XP_015681825.1,XP_034289503.1
XP_029138803.1,XP_034289502.1
XP_015679244.1,XP_034297964.1
XP_015687435.1,XP_034280714.1
XP_015674963.1,XP_034288903.1
XP_029140605.1,XP_034288455.1
XP_015674929.1,XP_034288582.1
XP_015684731.1,XP_034280677.1
XP_029142784.1,XP_034280676.1
XP_015676664.1,XP_034267264.1
XP_015673206.1,XP_034275694.1
XP_015673210.2,XP_034270267.1
XP_015673202.1,XP_034270281.1
XP_015673197.1,XP_034270181.1
XP_015673196.1,XP_034270157.1
XP_015679911.1,XP_034270076.1
XP_015686355.1,XP_034257262.1
XP_015674468.1,XP_034269403.1
XP_015687272.1,XP_034298782.1
XP_015677903.1,XP_034269008.1
XP_015687275.1,XP_034298783.1
XP_029139416.1,XP_034270637.1
XP_015668420.1,XP_034265555.1
XP_015679472.1,XP_034267323.1
XP_015669824.1,XP_034288747.1
XP_015672042.1,XP_034288734.1
XP_015670718.1,XP_034266948.1
XP_015680808.1,XP_034287855.1
XP_015673674.1,XP_034257292.1
XP_015679820.1,XP_034291967.1
XP_015666970.1,XP_034298733.1
XP_015669890.1,XP_034266023.1
XP_015669897.1,XP_034266119.1
XP_015679576.1,XP_034265135.1
XP_015674070.1,XP_034298734.1
XP_015670204.1,XP_034265124.1
XP_015670198.1,XP_034265018.1
XP_015670194.1,XP_034264907.1
XP_015681173.1,XP_034264745.1
XP_015680015.1,XP_034264721.1
XP_015679343.1,XP_034264679.1
XP_015683190.1,XP_034287105.1
XP_015671866.1,XP_034287017.1
XP_015671865.1,XP_034287020.1
XP_015678245.1,XP_034261926.1
XP_015665921.1,XP_034270343.1
XP_015679744.1,XP_034296769.1
XP_015679739.1,XP_034296768.1
XP_015670665.1,XP_034296745.1
XP_015680575.1,XP_034296846.1
XP_015671919.1,XP_034296955.1
XP_015668182.1,XP_034296958.1
XP_015668175.1,XP_034296980.1
XP_015674916.1,XP_034296651.1
XP_015674029.1,XP_034297067.1
XP_015687421.1,XP_034296601.1
XP_015668766.1,XP_034290368.1
XP_015681735.1,XP_034265965.1
XP_015667983.1,XP_034266061.1
XP_015672186.1,XP_034266138.1
XP_015683965.1,XP_034266253.1
XP_015674567.1,XP_034273914.1
XP_015668810.1,XP_034289463.1
XP_015676650.1,XP_034268114.1
XP_015670121.1,XP_034274459.1
XP_015680159.1,XP_034289820.1
XP_015671183.1,XP_034274261.1
XP_015682119.1,XP_034274250.1
XP_029139736.1,XP_034266566.1
XP_015676962.1,XP_034274197.1
XP_015680278.1,XP_034274157.1
XP_015682882.1,XP_034290323.1
XP_015667419.1,XP_034274156.1
XP_015682933.1,XP_034290302.1
XP_015682954.1,XP_034290300.1
XP_015669725.1,XP_034274053.1
XP_015677700.1,XP_034274009.1
XP_029141143.1,XP_034273995.1
XP_029139436.1,XP_034290428.1
XP_015674865.1,XP_034273969.1
XP_015680782.1,XP_034273953.1
XP_015680777.1,XP_034273952.1
XP_015678656.1,XP_034273814.1
XP_029139938.1,XP_034273803.1
XP_015684011.1,XP_034259796.1
XP_015668205.1,XP_034291024.1
XP_015670591.1,XP_034290055.1
XP_029141455.1,XP_034273646.1
XP_029141742.1,XP_034273667.1
XP_015667751.1,XP_034290112.1
XP_015680922.1,XP_034273701.1
XP_015672967.1,XP_034287784.1
XP_015667718.1,XP_034290451.1
XP_015674141.1,XP_034273436.1
XP_015677544.1,XP_034273440.1
XP_015673655.1,XP_034268306.1
XP_029140695.1,XP_034268295.1
XP_015675408.1,XP_034268288.1
XP_015669562.1,XP_034273185.1
XP_015685332.1,XP_034268246.1
XP_015666060.1,XP_034257816.1
XP_029142063.1,XP_034273083.1
XP_015678395.1,XP_034268928.1
XP_015676688.1,XP_034272976.1
XP_015678385.1,XP_034268169.1
XP_015679796.2,XP_034272892.1
XP_015674761.1,XP_034272859.1
XP_015666574.1,XP_034268616.1
XP_015666580.1,XP_034268622.1
XP_029139853.1,XP_034268626.1
XP_015677551.1,XP_034274518.1
XP_015672937.1,XP_034268694.1
XP_015672836.1,XP_034268704.1
XP_015674375.1,XP_034268748.1
XP_015667462.1,XP_034272714.1
XP_015667394.1,XP_034272698.1
XP_015669566.1,XP_034272654.1
XP_015683023.1,XP_034272615.1
XP_029140553.1,XP_034279290.1
XP_015674402.1,XP_034278622.1
XP_015674408.1,XP_034278501.1
XP_015675964.1,XP_034289615.1
XP_015675977.1,XP_034289614.1
XP_015675962.1,XP_034289613.1
XP_015685573.1,XP_034264449.1
XP_029141851.1,XP_034272221.1
XP_015675187.1,XP_034264503.1
XP_015675186.1,XP_034264508.1
XP_015685074.2,XP_034276304.1
XP_015687347.2,XP_034289770.1
XP_015670527.1,XP_034264575.1
XP_015670534.1,XP_034264588.1
XP_015670540.1,XP_034292181.1
XP_029141608.1,XP_034289744.1
XP_015679916.1,XP_034289737.1
XP_015679920.1,XP_034289738.1
XP_029142207.1,XP_034289680.1
XP_015672178.1,XP_034289656.1
XP_015672189.1,XP_034289647.1
XP_015667928.2,XP_034280059.1
XP_015667918.1,XP_034280163.1
XP_015667921.1,XP_034280177.1
XP_015680638.1,XP_034268781.1
XP_015680639.1,XP_034268777.1
XP_015680644.1,XP_034268778.1
XP_015680646.1,XP_034268775.1
XP_015678227.1,XP_034262149.1
XP_015669065.1,XP_034261901.1
XP_029142894.1,XP_034264634.1
XP_015677042.1,XP_034261584.1
XP_015677044.1,XP_034261576.1
XP_015681242.1,XP_034261504.1
XP_015682598.2,XP_034264631.1
XP_015681892.1,XP_034260411.1
XP_015679825.1,XP_034259868.1
XP_015683843.1,XP_034282871.1
XP_015678162.1,XP_034288373.1
XP_015669250.1,XP_034288410.1
XP_015681049.1,XP_034282790.1
XP_015667782.1,XP_034288344.1
XP_015666453.1,XP_034288323.1
XP_015666581.1,XP_034288320.1
XP_015666415.1,XP_034288306.1
XP_015681455.1,XP_034258624.1
XP_015677872.1,XP_034288289.1
XP_015671462.2,XP_034288194.1
XP_015679657.1,XP_034288187.1
XP_015670155.1,XP_034288269.1
XP_015682047.1,XP_034283455.1
XP_015681143.1,XP_034283448.1
XP_015680483.1,XP_034298324.1
XP_015669027.1,XP_034288236.1
XP_015680479.1,XP_034298298.1
XP_015667804.1,XP_034282731.1
XP_015667799.1,XP_034282705.1
XP_029139242.1,XP_034282704.1
XP_015674908.1,XP_034296828.1
XP_015681915.1,XP_034288098.1
XP_015678038.1,XP_034288097.1
XP_015672840.1,XP_034296265.1
XP_015672669.1,XP_034296205.1
XP_015672667.1,XP_034296181.1
XP_029142756.1,XP_034287986.1
XP_015684857.1,XP_034287988.1
XP_015678772.1,XP_034287978.1
XP_015684675.1,XP_034295307.1
XP_015675175.1,XP_034294816.1
XP_015677823.1,XP_034294696.1
XP_015677821.1,XP_034294517.1
XP_015677818.1,XP_034294547.1
XP_015674638.1,XP_034292646.1
XP_015680298.1,XP_034292581.1
XP_015672423.1,XP_034292580.1
XP_015680871.1,XP_034293153.1
XP_015680869.1,XP_034293132.1
XP_015675232.1,XP_034287867.1
XP_015681048.1,XP_034287719.1
XP_015675649.1,XP_034264948.1
XP_015672866.1,XP_034264876.1
XP_015668336.1,XP_034264844.1
XP_015668350.1,XP_034264823.1
XP_015678989.1,XP_034287397.1
XP_015678206.2,XP_034274940.1
XP_015677062.1,XP_034265102.1
XP_015677053.1,XP_034265120.1
XP_015672374.1,XP_034264994.1
XP_015680448.1,XP_034287446.1
XP_015673511.1,XP_034287462.1
XP_015682988.1,XP_034265028.1
XP_015674481.1,XP_034265052.1
XP_015675348.1,XP_034260351.1
XP_015667912.1,XP_034259894.1
XP_015667910.1,XP_034259838.1
XP_015678358.1,XP_034296460.1
XP_029143098.1,XP_034296492.1
XP_015674215.1,XP_034269471.1
XP_015670791.1,XP_034274833.1
XP_015670797.1,XP_034274835.1
XP_015687241.1,XP_034274714.1
XP_015670424.1,XP_034289995.1
XP_029142792.1,XP_034287624.1
XP_029140908.1,XP_034284416.1
XP_015682450.1,XP_034284429.1
XP_029141181.1,XP_034284437.1
XP_029141029.1,XP_034261647.1
XP_015683622.2,XP_034275840.1
XP_015675371.1,XP_034284238.1
XP_015674535.1,XP_034284291.1
XP_015668134.1,XP_034296867.1
XP_015673503.1,XP_034283984.1
XP_015671490.1,XP_034284052.1
XP_015671981.1,XP_034284070.1
XP_015687073.1,XP_034284091.1
XP_015672695.1,XP_034283656.1
XP_015671448.1,XP_034283676.1
XP_029139970.1,XP_034283684.1
XP_015687416.1,XP_034283760.1
XP_015675666.1,XP_034283827.1
XP_015675667.1,XP_034283826.1
XP_015676444.1,XP_034283369.1
XP_015667585.1,XP_034283351.1
XP_015686788.1,XP_034283139.1
XP_015669173.1,XP_034283280.1
XP_029139451.1,XP_034261987.1
XP_015681542.1,XP_034262886.1
XP_015682778.1,XP_034276656.1
XP_015680657.1,XP_034289836.1
XP_015679331.1,XP_034276817.1
XP_015665539.1,XP_034293519.1
XP_015682313.1,XP_034260265.1
XP_015683212.1,XP_034290794.1
XP_015679840.1,XP_034292074.1
XP_015686822.1,XP_034292075.1
XP_015675858.1,XP_034280187.1
XP_015678144.1,XP_034272964.1
XP_015678158.1,XP_034292001.1
XP_015675341.1,XP_034282919.1
XP_015677986.1,XP_034276306.1
XP_015671980.1,XP_034284073.1
XP_029141937.1,XP_034279350.1
XP_015673826.1,XP_034280352.1
XP_015669126.1,XP_034284511.1
XP_015671110.1,XP_034276861.1
XP_015676354.2,XP_034294444.1
XP_015671260.1,XP_034284883.1
XP_015683243.1,XP_034260236.1
XP_015682250.1,XP_034265370.1
XP_015685470.1,XP_034265378.1
XP_015675717.1,XP_034266661.1
XP_015684010.1,XP_034259755.1
XP_015675481.1,XP_034277106.1
XP_015675480.1,XP_034277107.1
XP_015685835.1,XP_034265414.1
XP_015672620.2,XP_034275064.1
XP_015666597.1,XP_034286570.1
XP_015672675.1,XP_034276891.1
XP_015675818.1,XP_034262429.1
XP_015671246.2,XP_034284802.1
XP_015676817.1,XP_034261309.1
XP_015669547.1,XP_034266884.1
XP_029140456.1,XP_034294487.1
XP_015665520.1,XP_034293645.1
XP_015666213.1,XP_034278473.1
XP_015667059.1,XP_034286517.1
XP_015666216.1,XP_034298406.1
XP_015682269.1,XP_034282880.1
XP_015665589.2,XP_034278869.1
XP_029140366.1,XP_034263023.1
XP_015675790.1,XP_034297743.1
XP_015670708.1,XP_034296184.1
XP_015670704.1,XP_034296118.1
XP_015670456.1,XP_034284090.1
XP_015670469.1,XP_034284014.1
XP_015668363.1,XP_034281113.1
XP_029142271.1,XP_034293922.1
XP_015671365.1,XP_034281416.1
XP_015666314.1,XP_034284977.1
XP_029140818.1,XP_034289289.1
XP_015687204.1,XP_034276518.1
XP_029140554.1,XP_034280527.1
XP_015678421.1,XP_034281398.1
XP_015675774.1,XP_034290970.1
XP_015674970.1,XP_034291318.1
XP_015680190.1,XP_034262930.1
XP_015666322.1,XP_034285006.1
XP_015676242.1,XP_034265345.1
XP_015675055.1,XP_034291129.1
XP_015666312.2,XP_034284926.1
XP_015681056.1,XP_034289238.1
XP_015666339.1,XP_034285028.1
XP_015684660.2,XP_034291251.1
XP_015687966.1,XP_034297703.1
XP_015678957.1,XP_034287481.1
XP_015666338.1,XP_034285041.1
XP_015681771.1,XP_034282141.1
XP_015669180.1,XP_034269220.1
XP_015683469.1,XP_034287511.1
XP_015667006.1,XP_034267832.1
XP_015676903.1,XP_034294772.1
XP_015682245.1,XP_034261011.1
XP_015676775.1,XP_034261025.1
XP_015681537.2,XP_034262876.1
XP_015671719.1,XP_034274645.1
XP_015677514.1,XP_034280981.1
XP_015671331.1,XP_034297772.1
XP_029139107.1,XP_034269058.1
XP_015677521.1,XP_034280948.1
XP_015671267.2,XP_034284783.1
XP_015666111.1,XP_034257725.1
XP_015682095.1,XP_034292108.1
XP_015666956.1,XP_034282573.1
XP_029142405.1,XP_034296278.1
XP_015666108.1,XP_034257902.1
XP_015666107.1,XP_034257901.1
XP_015670926.1,XP_034296274.1
XP_015666100.1,XP_034257796.1
XP_015667173.1,XP_034269184.1
XP_015675471.1,XP_034277105.1
XP_029139720.1,XP_034292864.1
XP_015675000.2,XP_034292470.1
XP_015667380.1,XP_034291323.1
XP_015666882.1,XP_034282503.1
XP_015666944.2,XP_034282506.1
XP_015667409.1,XP_034291377.1
XP_015668940.1,XP_034298431.1
XP_015666644.1,XP_034286540.1
XP_015680028.1,XP_034282955.1
XP_015669009.2,XP_034259204.1
XP_015666256.1,XP_034290999.1
XP_015676536.1,XP_034292704.1
XP_015677862.1,XP_034293847.1
XP_015666475.1,XP_034265177.1
XP_015669396.1,XP_034293821.1
XP_015678186.1,XP_034281633.1
XP_015675148.1,XP_034269345.1
XP_015673332.1,XP_034297407.1
XP_015675137.1,XP_034269344.1
XP_029139217.1,XP_034281290.1
XP_015687160.1,XP_034290534.1
XP_015673955.1,XP_034287298.1
XP_015678858.1,XP_034260557.1
XP_015668535.1,XP_034286085.1
XP_029142049.1,XP_034294575.1
XP_015672159.1,XP_034294571.1
XP_029141387.1,XP_034263643.1
XP_029143119.1,XP_034286250.1
XP_015673997.1,XP_034293909.1
XP_015669057.1,XP_034263094.1
XP_029140963.1,XP_034294766.1
XP_015675766.1,XP_034274360.1
XP_015675088.1,XP_034286894.1
XP_029139434.1,XP_034281839.1
XP_015674969.1,XP_034291316.1
XP_015675819.1,XP_034274344.1
XP_015672161.1,XP_034294537.1
XP_015671502.1,XP_034273229.1
XP_015671503.1,XP_034273230.1
XP_015684639.1,XP_034260387.1
XP_015683308.1,XP_034280069.1
XP_015687120.1,XP_034292161.1
XP_015678343.1,XP_034272477.1
XP_015679769.1,XP_034259801.1
XP_015671504.1,XP_034273235.1
XP_015684487.1,XP_034259594.1
XP_015678674.1,XP_034259458.1
XP_015679601.1,XP_034294526.1
XP_015667466.1,XP_034297336.1
XP_015667465.1,XP_034297337.1
XP_015676166.2,XP_034294322.1
XP_029141701.1,XP_034262056.1
XP_015677594.1,XP_034291596.1
XP_029139882.1,XP_034291780.1
XP_029139885.1,XP_034262178.1
XP_015667597.2,XP_034267035.1
XP_015677593.1,XP_034291592.1
XP_015667596.1,XP_034267036.1
XP_015687916.1,XP_034297502.1
XP_015682952.1,XP_034292468.1
XP_029142254.1,XP_034282878.1
XP_015670784.1,XP_034277305.1
XP_029140327.1,XP_034285934.1
XP_029140161.1,XP_034298281.1
XP_015668251.1,XP_034264223.1
XP_015671536.1,XP_034261546.1
XP_015676564.1,XP_034289926.1
XP_015681214.1,XP_034293947.1
XP_015680669.1,XP_034280722.1
XP_015681610.1,XP_034262421.1
XP_029141501.1,XP_034277303.1
XP_015674664.1,XP_034282969.1
XP_015679419.1,XP_034277281.1
XP_015683845.1,XP_034298074.1
XP_015680059.1,XP_034293950.1
XP_015680068.1,XP_034293951.1
XP_015684080.1,XP_034275673.1
XP_015680065.1,XP_034293967.1
XP_015683755.1,XP_034298057.1
XP_015681799.1,XP_034298302.1
XP_015668659.1,XP_034286702.1
XP_029140262.1,XP_034298051.1
XP_015672901.1,XP_034298050.1
XP_015665622.1,XP_034278899.1
XP_015685356.1,XP_034286401.1
XP_015666251.1,XP_034291011.1
XP_015687840.1,XP_034287015.1
XP_015676153.1,XP_034294119.1
XP_029138852.1,XP_034279084.1
XP_029138899.1,XP_034275631.1
XP_015671579.1,XP_034278851.1
XP_015671580.1,XP_034278784.1
XP_015682320.1,XP_034260253.1
