"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_livr_1","Mus_livr_2","Mus_livr_3","Mus_livr_4","Homo_livr_1","Homo_livr_2","Homo_livr_3","Canis_livr_1","Canis_livr_2","Canis_livr_3"
"2101",107290862,"lectin, mannose binding 1",3928.02,653.05,632.4,3199.1,2100.43,762.9,975.7,656.4,1500.44,1622.79,596.9,1212.45,434.01,1778.82,1112.53,937.11,1568.54,2672.18,701.5,1106.41,762.95,540.73,1761.69,529.49,2011.86,550.46,1582.33,1305.49,665.88,3152.47,62.813944,74.494138,68.672672,71.2728985,25.357116,48.1734,51.4305713,69.2615,66.9605,52.6514
"2102",107290863,"collagen and calcium binding EGF domains 1",7,15,26,6,3,11,2,6,5,2,20,3,5,3,5,7,3,2,29,7,5,9,9,20,25,14,12,6,14,6,1.8639604,3.0675151,1.9402653,2.4852112,1.624132,1.094372,0.8289938,4.547328,5.4283,1.836654
"2103",107290865,"complexin 4",0,0,0,1,1,0,0,1,0,0,0,3,1,1,0,4,0,1,0,0,4,0,0,0,5,1,1,1,2,3,0,0,0,0,0.0756227,0,0.0315641,0.256485,0,0
"2104",107290867,"mutS homolog 5",3,1,6,1,1,3,4,2,2,3,11,2,1,3,1,2,2,1,5,2,0,8,2,0,1,4,3,4,5,0,2.1448658,4.235053,2.840533,3.0200669,1.052578,0.2480023,0.6536034,1.616509,1.128941,3.430051
"2105",107290871,"activin A receptor type IL",0,17,9,4,3,4,2,1,5,4,8,5,5,6,1,6,2,2,12,7,1,12,16,20,13,9,4,2,3,8,1.670398565,4.037559,4.06118,3.0587495,3.916772,0.673950001,2.43237074,5.09551,6.26333,3.51228
"2106",107290885,"coiled-coil domain containing 138",40,212,205,104,39,112,22,96,93,31,157,70,189,65,85,125,43,32,201,74,68,229,238,162,90,177,76,14,87,38,0.927706,0.649413,0.488587,0.53985,0.4255449,0.1767082,0.935213926,0.492785,0.368634,0.491119
"2107",107290888,"heparan sulfate 2-O-sulfotransferase 1",430,194,242,216.99,143,100.56,120,117,288,142,127,136,97,115.01,114,148,139,101.99,224,81,106,126,329,157.99,203.5,249.97,148.39,100.29,151.97,350,1.768463,1.832915,1.6035695,1.655354,6.93775,2.33851,5.08744,0.0595794,0,8.4367
"2108",107290890,"PAN2 poly(A) specific ribonuclease subunit",353,266,296,186,300,153,163,184,243,189,274,247,190,178,136,182,192,224,348,258,126,250,835,424,527,165,252,268,251,226,10.889456,17.791371,18.358901,17.550571,21.55621305,13.35339091,24.8353878,5.873605,5.367691199,4.066261084
"2109",107290891,"ectodysplasin A receptor",0,3,6,0,1,4,1,2,12,2,7,4,4,2,2,2,0,0,7,1,0,8,54,3,0,1,0,0,9,0,0.0134481,0.0624614,0,0.0564849,0.795158,0.0263397,0.0931115,0,0,0
"2110",107290892,"adaptor related protein complex 3 sigma 1 subunit",432,666,530,587,256,293,153,261,390,297,444,363,296,299,299,326,320,309,517,346,312,331,499,328,472,521,305,348,395,284,8.687909,17.299291,14.684267,14.415841,14.18826,24.55755,30.72283,60.7675,29.539741,21.24451
"2111",107290893,"cysteine dioxygenase type 1",479,2215,3464,347,420,1024,79,460,1099,324,534,700,662,460,448,823,270,171,2239,423,602,317,1512,2061,1115,1278,1101,51,2318,180,3912.19839,3968.94015,4666.68231,3875.566785,76.57486,99.945353,144.89186,3347.89,2124.43,1238.31
"2112",107290896,"fem-1 homolog c (C. elegans)",632,1887,1696,651,514,1560,137,579,465,436,1720,359,710,449,432,471,326,352,1175,520,360,1272,1036,1050,1404,1208,521,89,1643,206,2.53808,1.7235,1.99209,1.88451,1.48424,3.0042,2.65883,7.3440968,4.62577,3.384467
"2113",107290904,"uncharacterized LOC107290904",24,38,62,18,31,46,18,33,17,27,35,75,28,35,11,33,28,25,55,28,19,56,93,103,103,17,33,25,56,12,63.963054,66.231555,75.001205,64.064308,125.8978384,13.25422502,45.13384066,12.68009415,14.71322,10.86896
"2114",107290915,"transmembrane protein 104",727,212,268,297,361,132,184,228,177,209,165,228,155,242,190,220,290,221,239,165,204,190,474,215,410,184,299,161,207,216,12.76804,9.90665,12.04757,10.49122,6.661433,1.781126,1.897525765,0,0,1.2863438
"2115",107290917,"RAB37, member RAS oncogene family",14,20,46,31,17,6,3,11,40,9,105,8,29,16,8,7,9,13,63,11,26,69,35,89,17,48,42,21,14,9,0.406739,0.375479,0.473797,0.414026,6.325335,3.098832,9.359408,0,0,1.24549
"2116",107290919,"tRNA nucleotidyl transferase, CCA-adding, 1",255,212,249,188,155,129,57,68,174,79,150,190,118,71,88,99,114,100,173,55,86,143,262,201,242,215,125,46,194,120,12.2503828,10.010753,15.214619,13.130195,4.810276,4.096999801,4.687867463,13.63727,9.01522,4.69209
"2117",107290922,"SET domain containing 5",55,79,84,69,36,41,29,39,68,39,78,69,44,39,41,36,60,43,70,42,43,74,135,78,91,57,72,60,73,71,9.8752033,14.1396645,13.2817634,13.0300314,15.60885,1.728094,8.331447,9.78044,12.084,8.074832
"2118",107290924,"myotubularin related protein 14",66,53,55,36,49,49,33,22,63,35,43,55,27,41,70,49,41,25,65,34,23,59,97,61,81,50,68,71,67,71,27.003494,29.667391,30.115464,28.461483,10.08859955,5.198975,9.931981,15.97187,32.1242,15.67415
"2119",107290925,"timeless circadian clock",22.53,81.06,70.32,27.87,27.61,72.06,19.49,51.16,58.82,15.36,86.77,42.23,56.88,29.61,16.3,26.4,8.2,28.56,75.46,33.21,14.23,122.92,155.6,103.14,45.38,57.31,28.61,6.06,67.13,21.22,3.922025,9.173731112,11.95471238,10.86829707,3.732705,2.068362,3.99844,2.715767,4.155345,2.678726
"2120",107290936,"family with sequence similarity 84 member A",21,6,15,18,7,3,0,7,6,4,5,24,4,6,7,5,12,18,6,6,16,2,13,7,31,5,10,20,1,20,0.707289,1.355489,1.60855,1.550668,1.7399629,1.58921,0.0361487,0.763455,1.91469,0.290773
"2121",107290937,"SprT-like N-terminal domain",652,488,454.99,355,422,325,206,213,325,174,345,397,254,248,225,193,262,499,340,282,184,305,673,357,514,353,467,132,350,367,3.54728,4.275149,3.634734,4.333423,3.868064,0.809236,1.3924725,5.733850001,0,2.639133
"2122",107290939,"translin-associated factor X",1198,1146,1388,753,507,586,333,353,746,346,739,900,584,418,496,422,391,382,971,536,418,736,1427,1058,869,803,668,182,584,605,15.070043,15.08445,15.17505,14.91957,5.911596,7.1805154,8.04715,32.5127,0.0315537,6.68585
"2123",107290940,"exocyst complex component 8",73,59,89,40,44,27,25,27,56,23,72,47,24,30,38,36,34,41,48,54,25,74,96,56,78,36,47,97,58,65,3.80767,4.02316,3.66546,3.8314,1.59635,0.848556,1.40705,3.12734,0,1.92807
"2124",107290943,"bone morphogenetic protein 5",16,56,33,10,14,18,4,3,78,2,28,88,48,9,5,7,8,0,40,7,1,33,252,11,10,14,21,6,39,33,1.0373,1.645944,2.104192,1.68977,0.192381,0.198071,0.787358,2.01559,1.36058,0.712965039
"2125",107290949,"protein kinase C eta",39,140,189,20,52,50,18,61,75,21,226,97,129,55,31,39,16,16,106,39,24,110,377,83,130,57,46,5,125,24,1.1437057,1.3654899,1.1746643,1.4558421,8.7943343,1.3806857,3.7923594,0,0,1.18095
"2126",107290951,"tRNA methyltransferase 5",203,348,457,233,116,270,60,123,234,99,313,260,222,159,125,146,115,120,398,166,152,226,483,523,282,346,190,75,500,146,3.095304,2.28786,1.90729,2.257169,1.669397,0.985646,1.810121,0,0,3.32596
"2127",107290952,"RNA binding motif, single stranded interacting protein 2",122,194,235,75,131,133,51,77,117,89,174,185,96,118,56,111,54,40,205,79,73,228,336,150,266,106,116,23,191,80,19.542617,20.034978,21.689171,22.151052,1.607514004,0.17811793,0.9674607,14.3103,17.83638,14.286692
"2128",107290953,"MNAT CDK-activating kinase assembly factor 1",130,193,255,179,122,101,52,137,146,69,247,110,191,90,55,86,78,74,179,50,112,237,227,153,168,251,115,77,255,101,2.1819446,2.9756144,2.3377725,3.103619,5.386095,5.417679,8.052207,0,0,3.50917
"2129",107290954,"SIX homeobox 4",45,100,71,60,31,91,3,35,48,31,97,78,43,40,27,37,8,12,100,2,24,48,67,50,125,108,48,40,122,21,0.0597702,0.04998075,0.0309287,0,0.1147823,0.0530603,0.0298998,0,0.013900375,0.045077058
"2130",107290956,"SIX homeobox 1",1,24,16,7,2,25.89,0,7,9,4,10,4,5,3,0,3,1,4,20,11,11,17,7,19.56,13,13,6,2,20,5,0,0.342831,0,0.308964,0.0480683,0,0.0205046,0,0,0.0554214
"2131",107290962,"TBC1 domain family member 32",49,158,183,76,46,115.98,32,155,131,29,147,51,117,54,76,72,48,55,168,92,158,240,237,89,89,175,113,16,66,35,1.249964,1.207415,0.817248,1.139899,0.5671336,0.1528983,0.6833209,0.220207127,0.285692,0.339352133
"2132",107290964,"hyperpolarization activated cyclic nucleotide gated potassium channel 1",0,25,13,5,5,10,4,5,8,0,6,4,5,3,0,2,3,1,5,2,2,6,7,8,5,14,3,2,7,0,0.03568927,0.11158354,0.1004861,0.06892236,0.03624686,0,0.01291708,0.361381,0.0173687,0.326216
"2133",107290965,"poly(ADP-ribose) polymerase family member 8",15,130,434,30,173,176,10,38,227,29,155,55,61,53,36,39,74,45,692,64,32,81,66,356,87,79,225,23,265,26,0.2292792,0.3871474,0.23939,0.5422964,6.8218509,2.4969426,8.0812832,1.7228,0.0260522,3.881092
"2134",107290966,"embigin",10,55,51,15,10,6,12,23,33,1,76,36,52,26,2,9,12,15,63,6,14,74,79,36,18,51,21,8,18,32,0.1846581,0.3170817,0.140109,0.0843106,0.1354142,0.4382839,0.794075,6.980829,0,3.123597
"2135",107290968,"mitochondrial ribosomal protein L22",333,521,580,299,248,249,106,176,363,154,374,444,228,176,137,176,113,114,521,137,189,414,469,289,451,592,283,350,548,236,51.765197,53.2051,54.62185,57.2123,19.018957,28.97189012,28.0943009,78.4233,33.5783,25.4298
"2136",107290969,"gem nuclear organelle associated protein 5",270,211,184,147,144,120,67,77,175,74,148,168,77,93,91,118,114,134,145,95,49,172,468,112,266,208,128,133,140,199,2.36125579,3.897307,4.05914419,3.307047,2.01501,1.080319,1.84128,4.47584,0,2.55431
"2137",107290971,"La ribonucleoprotein domain family member 1",620,345,276,233,268,222,318,295,311,243,331,178,157,287,217,337,304,317,151,145,150,360,449,293,676,284,325,211,511,373,28.9023386,34.25169601,34.73840717,35.37214002,28.162246,1.71122,9.0772565,36.479563,0.0950674,22.88341
"2138",107290976,"cyclin T1",558,676,896,392,371,471,164,263,456,223,473,467,352,245,226,305,242,271,682,278,229,469,1205,559,923,619,365,173,579,346,3.921356,5.765444,6.308702,6.065545,1.85703,1.24997,2.55689,5.520781,3.69447,2.94968
"2139",107290978,"transmembrane BAX inhibitor motif containing 6",4355,2833,3400,4223,2325,2191,2054,1811,3292,2584,2177,3889,1284,2758,1783,2243,2299,2450,3715,2752,2680,2118,5904,2558,4012,2833,3250,6130,2401,3768,1844.665301,1980.463658,1944.811219,2041.08891,628.307797,243.1200349,807.3909492,898.636,1647.97,545.118
"2140",107290988,"protein tyrosine phosphatase, non-receptor type 22",47,149,160,43,43,43,12,97,49,27,277,93,173,66,21,48,17,10,236,77,74,293,251,102,77,184,56,9,102,23,0.6408869,0.7584447,1.036069293,0.8825236,0.494711528,0.1581863,0.898170588,1.770717,0.454134,0.577444
"2141",107290989,"membrane associated guanylate kinase, WW and PDZ domain containing 3",41,70,79,27,14,28,12,21,35,18,29,22,23,29,51,28,19,31,41,31,21,27,58,53,64,31,34,27,48,23,5.45453,5.7863877,6.34428,5.74954,1.419787,0.6910076,1.6797898,7.120965142,18.15894113,9.135702
"2142",107290996,"protein phosphatase, Mg2+/Mn2+ dependent 1K",35,16,14,14,14,8,39,30,12,23,25,10,8,27,24,22,46,16,24,23,25,16,28,7,19,15,13,14,14,14,11.78172,10.960251,11.213773,9.232685,1.4715012,0.69729796,2.1389702,19.680173,17.750147,6.385854
"2143",107290998,"SPRY domain containing 3",36,22,14,23,19,18,23,18,18,21,41,27,20,11,6,40,14,17,25,11,10,23,20,20,30,34,12,29,46,28,18.791945,18.608372,19.427767,17.345184,20.76528,5.418128,3.596967,10.287444,13.96385,3.85551
"2144",107291000,"nuclear envelope integral membrane protein 1",66,118,168,62,68,68,40,98,79,49,227,92,122,60,53,49,50,31,155,85,78,236,320,184,152,83,98,3,75,45,2.1911607,2.497906,2.646246,1.608782,1.310092,0.43489,1.534069,3.56306,2.28745,1.06887
"2145",107291001,"signal transducer and activator of transcription 6, interleukin-4 induced",19,163,133,47,65,84,11,50,55,20,201,43,81,44,30,62,48,28,301,50,27,181,117,125,87,106,46,16,136,25,37.53245,58.933267,60.47133,58.25819,30.5118,9.482589,27.63928,15.91083,33.23934,20.70883
"2146",107291003,"interleukin 17 receptor E",5,39,39,5,11,13,4,12,14,11,13,29,22,11,4,6,1,9,23,19,7,29,90,37,19,12,10,5,23,7,0.218872506,0.2270858,0.529832,0.3270946,32.825193,0.0446493,4.677083,0.509706,0.244933,0.727928
"2147",107291007,"NGFI-A binding protein 2 (EGR1 binding protein 2)",0,4,3,1,0,1,0,1,0,2,8,7,4,1,0,5,0,0,1,2,1,9,12,1,1,0,3,3,1,1,12.3103,14.261876,16.73649,15.646891,3.233073,1.998325,4.556077,7.860446,7.652463,3.663714
"2148",107291010,"VPS18 CORVET/HOPS core subunit",444,482,542,228,250,157,211,192,170,177,383,264,313,237,322,222,208,246,189,304,146,301,1142,207,512,210,194,91,284,136,11.137308,12.62610003,11.75105017,11.6964309,8.226489,1.25746,2.373875,5.24969,9.9772,3.17918922
"2149",107291012,"serine peptidase inhibitor, Kunitz type 1",25,23,20,24,19,5,10,20,16,9,33,19,8,11,18,3,18,15,18,7,17,12,31,16,44,10,25,21,22,31,0.222404,0.186707,0.17587863,0.309214,1.855724,0.62559,0.4802877,0.792,1.978411,1.862093
"2150",107291013,"ephrin type-A receptor 3",8,24,33,7,4,15,1,2,12,5,18,8,14,5,5,10,2,3,19,10,4,36,53,9,9,23,6,1,16,5,0.48030388,0.559243,0.3583337,0.283562,0.2328357,0.352446,0.299202,2.000586,2.919269,2.460163
"2151",107291020,"activin A receptor type IB",23,126,43,34,21,22,18,24,45,26,57,77,69,14,35,27,7,16,52,6,8,28,57,32,101,21,31,10,82,19,7.34694,8.18975,7.92013,8.0239,15.3787706,3.782943,5.906334,5.019136,7.514662,5.450037
"2152",107291023,"bromodomain containing 3",30.87,25.8,32,11,24,23,7,20,19,22,29,39.91,21,16,17,20,23,20,20.92,5,19,27.8,62,31,50.83,28,18.59,105.62,32,32,21.464706,28.31888001,22.77793,23.5279872,13.30561,1.657107,2.989639,0.220747,0.513268,9.1585
"2153",107291024,"sarcosine dehydrogenase",85,46,52,129,73,50,57,62,103,60,38,48,22,81,50,68,72,62,73,45,32,53,78,61,94,51,63,203,39,119,815.24302,731.158714,758.09271,734.501942,99.357706,18.274963,42.235309,0.104512,0.3043881,58.08514
"2154",107291025,"ADAMTS like 2",12,28,48,6,9,25,12,5,18,15,31,27,19,12,17,12,11,8,36,8,9,40,102,60,86,15,23,3,24,11,4.1961995,3.635371,3.7691384,2.7441103,16.01909,4.152664,4.403903,0.0239575,0.0219494,5.05032
"2155",107291026,"transmembrane protein 8C",0,7,3,0,0,0,0,0,2,2,3,0,2,1,0,0,0,0,10,0,0,3,0,3,1,4,1,2,1,0,0,0,0,0.0472639,0.120879,0,0,0,0,0.0534979
"2156",107291027,"WD repeat domain 5",279,104,91,100,69,94,52,43,123,59,71,78,34,80,55,62,48,43,122,24,44,80,103,69,113,49,64,244,72,158,18.1590032,19.186861,17.336205,18.540362,34.03188,13.4421,10.80975,0.0567132,0.245749,20.28102
"2157",107291028,"dopamine beta-hydroxylase (dopamine beta-monooxygenase)",0,0,3,2,2,0,0,0,1,0,0,6,0,0,0,0,0,0,4,0,0,6,6,4,0,1,0,0,4,0,0,0,0,0,17.804644,4.87376,6.57942,0,0,0.0402456
"2158",107291029,"family with sequence similarity 163 member B",1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,9,0,3,1,1,1,1,0,0.016737,0.0194202,0,0.0351227,3.418929,0.429715,0.6235649,0,0,0.236298
"2159",107291033,"coiled-coil domain containing 25",1143,1296,1501,587,517,667,263,418,769,278,1032,545,738,369,436,492,475,353,1103,515,375,859,1305,1153,1027,924,715,374,770,517,7.6209585,6.591239,5.881846,7.2597417,23.83489232,6.1793831,18.026028,36.67303,33.41746,14.62254
"2160",107291038,"establishment of sister chromatid cohesion N-acetyltransferase 2",3,58,41,35,22,98,6,33,65,7,160,27,100,29,27,18,7,5,81,20,22,104,121,135,6,36,25,0,59,3,0.1081824,0.76364,0.2118239,0.3747338,0.1372635,0.1455881,0.3534286,0.166389,0.0383218,0.0378934
"2161",107291039,"scavenger receptor class A member 3",8,44,55,10,7,8,12,3,38,11,55,28,25,15,10,9,8,8,65,23,8,29,259,31,35,18,12,3,13,13,0.639475,0.69511,0.767843,0.742889,2.681789,0.151728,1.165929,5.1353926,3.8673372,1.0554044
"2162",107291041,"poly(ADP-ribose) polymerase family member 3",124,199,343,124,73,164,40,112,130,52,162,214,122,67,76,74,153,64,345,158,113,240,412,161,115,123,119,37,175,79,19.535593,19.41945,23.148072,21.817141,19.528892,1.9623436,9.242209,0.501516,0.816949,0.363064
"2163",107291052,"BRCA1 associated protein 1",29,67,77,27,29,57,28,25,32,18,51,46,41,15,35,38,20,17,61,43,15,80,195,82,68,23,40,12,42,22,21.416516,22.100161,25.207168,24.194659,22.827157,10.419231,16.608438,42.6513,50.7336,25.92871
"2164",107291054,"solute carrier family 2 member 8",30,46,37,35,29,29,16,52,53,26,44,60,26,40,39,30,16,20,72,18,24,84,87,41,54,37,33,21,75,35,95.60721,101.049951,127.77099,93.867117,43.167468,9.076530889,17.97973713,0,0,3.58399
"2165",107291057,"zinc finger protein 277",1008,1122,1040,1108,629,815,305,449,846,329,781,668,546,433,422,446,442,374,1217,330,407,701,816,976,1030,1082,729,376,1235,735,2.2851256,2.933315,3.1637105,3.0393376,6.010704,6.700917,13.19048,14.795181,12.01,7.388285
"2166",107291062,"follicle stimulating hormone beta subunit",0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2167",107291066,"solute carrier family 39 member 9",5028,759,801,2227,1896,625.99,1553,1709,1001,1503,928,654,509,1384,1485,1406,2033,2029,887,1396,1378,719.97,1542.99,827,2869,665,1720,951,685,2202.99,39.8352828,41.3571346,37.4284909,38.2320427,13.5437422,14.0544692,19.1596768,0,0,14.75319
"2168",107291067,"pleckstrin homology and coiled-coil domain containing D1",181,48,18,31,25,17,29,104,21,71,52,66,3,41,106,27,133,32,50,96,88,46,31,33,239,16,84,24,33,59,0,0.0160896,0.0783703,0.01455,0.1834548,0.00717601,0.0495805,0,0,0
"2169",107291068,"sushi domain containing 6",6,23,29,15,7,9,5,9,21,6,29,13,13,7,5,2,10,13,24,5,1,13,37,22,14,25,8,7,29,3,18.3579621,19.471645,20.462483,18.883448,6.056,0.756419,2.94821,0,0,9.58292
"2170",107291072,"solute carrier family 8 member A3",8,25,8,4,8,29,3,8,22,18,21,6,6,6,5,5,2,1,9,8,2,14,56,18,27,9,4,0,24,0,0.0211825,0,0,0,0.0444087,0,0.00807192,0,0,0.1700531
"2171",107291079,"coiled-coil domain containing 177",2,6,3,3,2,4,3,1,12,2,1,5,3,1,1,1,3,3,3,5,1,1,11,6,8,6,0,11,5,11,0,0,0.0109097,0.00872906,0.0755136,0,0.0386543,0,0,0.0227324
"2172",107291081,"tetratricopeptide repeat domain 39B",887,363,723,498,390,257,111,263,366,180,235,356,251,344,591,319,605,694,947,421,629,345,1506,928,1522,303,1412,227,286,320,5.5119775,6.183624,5.647929,6.1582461,1.0288917,1.171334,1.0479046,4.83595,1.48194,1.42263
"2173",107291084,"coiled-coil domain containing 171",144,113,143,143,91,92,73,146,142,95,222,127,199,102,116,188,125,129,234,127,114,279,229,115,137,108,192,69,130,92,0.620831,2.244924975,2.257464,1.770064,0.0508375,0.1954163,0.1458245,0.372053,0.317506,0.300329
"2174",107291085,"TEA domain transcription factor 1",14,42,55,27,22,56,16,26,18,32,50,24,25,16,25,21,19,19,38,20,25,50,47,54,59,31,25,3,51,7,2.553453624,2.5584049,2.296902,2.339957,4.162242,0.8306858,3.489697,7.025010139,8.132860006,5.293995081
"2175",107291094,"aryl hydrocarbon receptor nuclear translocator like",173,342,289,126,91,160,52,81,123,38,147,237,123,72,114,94.98,97,85,276,141,70,137,356,186,277,172,165,26,177,76,9.5813226,7.639003,7.033264,7.46694,9.38246552,7.845817305,1.540179184,7.186631,5.94586,1.74884
"2176",107291100,"beta-1,4-N-acetyl-galactosaminyltransferase 4",1,7,5,1,2,3,0,6,0,0,2,4,2,1,3,2,0,1,3,4,4,2,5,7,5,3,1,0,1,0,0.0321186,0.0830653,0.0939159,0.075067,0.0680932,0.2237883,0.1695205,0,0.0199523,0.158224
"2177",107291101,"plakophilin 3",331,776,970,294,349,523,172,418,402,276,693,510,431,236,181,374,482,210,772,680,236,728,2155,594,824,523,241,104,723,207,2.854509,4.346567,2.604631,3.862618,0.0234691,0.0132161,0.0200225,0.090002,0.1241367,0.221195
"2178",107291103,"single immunoglobulin and toll-interleukin 1 receptor (TIR) domain",384,91,173,336,256,105,128,206,99,170,160,43,100,176,130,198,213,281,130,134,120,232,162,120,121,267,238,67,152,149,33.9643985,37.049067,38.635262,30.70901,223.4561,76.23471,93.73097,13.9067,9.52249,11.4714
"2179",107291109,"dpy-19 like 3 (C. elegans)",124,93,134,77,78,62,63,44,112,63,96,120,69,111,88,35,60,75,140,57,59,86,105,112,156,49,85,57,86,97,1.734625,2.8197582,1.9749443,1.7996484,1.80085,0.719027,1.939371,7.263709,9.8766761,5.34475134
"2180",107291115,"elongator acetyltransferase complex subunit 2",130,65,98,36,87,37,56,51,47,49,84,80,34,53,48,33,98,107,72,46,24,47,120,43,113,40,85,30,111,45,11.78314,12.719856,12.3637493,12.3729119,20.4535957,22.54881243,41.02893498,0,0.0409602,5.697578
"2181",107291126,"dynein, axonemal, heavy chain 1",157,482,433,243,128,240,57,280,287,96,280,218,241,108,123,282,110,85,516,166,171,456,481,377,244,359,203,86,288,154,0.01711992,0.029795,0.0192437,0.0790158,8.19491764,0.4392585,3.268101013,0.057858116,0.0594684,0.161405813
"2182",107291127,"protein kinase AMP-activated catalytic subunit alpha 1",436,799,818,478,265,386,96,334,543,215,535,738,442,209,164,222,184,214,809,203,239,572,962,562,626,589,361,176,736,242,1.391497566,1.423466477,1.3777634,1.848447147,16.92269,10.0750991,12.5513319,0.04702838,0,8.56078
"2183",107291129,"prostaglandin E receptor 4",166,358,354,148,110,251,22,112,158,99,473,357,170,128,107,135,77,129,582,88,126,257,490,525,1339,394,348,65,304,71,0.31431743,0.6270986,0.5281329,0.582683,0.7474974,0.0846381,0.36064,0,0,0.248475
"2184",107291132,"zinc finger RANBP2-type containing 1",499,951,975,647,352,661,221,299,639,271,642,407,394,370,343,339,301,358,768,290,313,510,812,725,787,952,473,241,1300,417,8.17827,9.9293,9.192219,9.03650874,7.28481,1.58198,7.92532,10.033419,10.765859,6.701135
"2185",107291141,"pannexin 3",7,11,22,4,14,2,3,4,81,1,13,50,11,1,0,1,3,2,20,12,5,5,150,6,10,10,9,8,11,8,0,0,0,0,0,0,0,0,0,0.0975818
"2186",107291143,"nucleoside-triphosphatase, cancer-related",246,423,295,74,81,187,95,165,178,92,187,293,206,154,204,85,93,50,261,190,140,207,272,350,270,200,247,86,232,74,14.509079,13.417638,13.306934,16.097936,33.3845186,16.7953582,26.4228068,194.3194,27.62237,79.1525
"2187",107291144,"signal-induced proliferation-associated 1 like 2",59,300.98,398,64,55,106,28,65,245,42,284,136,230,71,68,92,34,41,359,109,58,234,561,206,310,211,72,14,257,43,1.4347445,1.4213568,1.3296886,1.101953,1.409889,0.604896,0.4155081,0.500337,0,0.548745
