"","X","gene","description","class","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Pm_1_kidney","Pm_10_kidney","Pm_3_kidney","Pm_5_kidney","Pm_8_kidney","Pm_1_liver","Pm_10_liver","Pm_3_liver","Pm_5_liver","Pm_8_liver","sg_1","sg_2","sg_3","sg_4","hrt_1","hr2_2","kidn_1","kidn_2","kidn_3","livr_1","livr_2","livr_3","Naja_vg_1","Naja_vg_2","Naja_vg_3","Naja_vg_4","Naja_vg_5","Naja_vg_6","Naja_liv_1","Naja_liv_2","Naja_kid_1","Naja_kid_2","Naja_pan_1","Naja_pan_2","Naja_sg_1"
"2535",3888,107292774,"glutaminyl-tRNA synthetase",NA,447.44,190.77,278.63,308.57,769.91,216.67,450.4,361.18,351.88,653.83,479.4,506.9,188.86,588.11,383.2,365.23,662.87,662.32,342.7,520.77,240.12,352.91,893.79,388.29,561.89,174.98,369.74,381.4,174.63,326.23,84.66,58.15,77.95,127.17,83.6,149.42,89.75,108.8,119.92,90,55.75,160.1,70.34,179.38,150.54,0.32,0.26,0.15,0.18,3.59,3.38,5.24,5.18,5.96,1.84,1.65,1.8,16.3609,6.71491,30.9151,18.3867,26.0175,7.68801,20.2284,17.8076,65.3515,20.0388,12.2461,3.31803,24.7569
"2536",3889,107292775,"glutamine rich 1",NA,393,327,478,188,300,335,146,258,202,227,366,433,280,248,205,265,213,272,481,309,156,484,1090,446,856,213,299,97,333,200,171,164,157,213,162,185,132,233,173,137,73,113,104,92,162,2.87,2.12,2.8,2.32,5.53,4.58,12.16,11.14,12.02,12.87,14.2,12.13,13.718,8.82378,21.2513,19.7507,14.3568,7.93233,17.0757,16.6387,18.0247,23.7711,9.99874,5.17039,25.4749
"2537",3890,107292777,"ariadne RBR E3 ubiquitin protein ligase 2",NA,179,169,237,118,165,99,63,76,115,118,198,150,146,114,95,130,164,97,190,115,81,245,427,151,176,163,145,71,147,103,77,80,116,86,79,121,112,121,101,75,52,183,91,117,165,1.32,2.31,0.88,0.8,11.83,11.33,3.48,5.05,3.64,2.29,1.91,2.26,3.87284,11.0394,6.80889,5.92875,10.943,2.43513,23.086,18.3466,23.5527,17.5291,4.77186,2.03516,15.9701
"2538",3891,107292778,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",NA,419,357,539,295,232,238,127,188,291,109,355,346,344,158,168,195,227,210,433,185,215,483,765,535,375,553,329,108,373,280,229,216,184,186,217,523,399,456,392,368,809,1466,975,982,1094,0.02,0.02,0.05,0.02,1.57,1.19,0.66,0.22,0.14,0.05,0.03,0.04,2.90561,0.99235,3.49533,3.06479,4.87259,2.00804,18.4625,25.5095,23.3674,11.6458,4.54596,2.37951,10.2021
"2539",3893,107292788,"BCDIN3 domain containing RNA methyltransfease",NA,112,106,111,75,61,81,22,58,78,45,102,108,79,41,31,47,55,37,92,39,64,90,247,105,111,93,78,41,100,51,71,71,109,47,82,74,90,102,49,56,48,72,50,51,86,4.99,2.74,1.94,2.34,17.98,14.88,19.41,21.72,19.49,6.16,4.06,4.04,1.94576,1.55896,3.00481,2.67035,2.97087,4.99188,2.43733,2.74206,3.68515,6.30873,3.19149,2.37883,4.8893
"2540",3896,107292799,"ubiquitin associated and SH3 domain containing A",NA,6,25,8,9,3,4,7,39,6,6,159,14,46,31,5,1,5,7,32,3,15,37,17,22,8,27,15,0,14,4,7,21,33,1422,22,14,30,83,156,28,7,21,66,29,23,0.21,0.16,0.07,0.16,20.9,17.49,12.78,11.9,12.59,2.4,2.29,1.83,0.0761594,0,0.122532,0.159804,0.0332881,0.0456399,0.35298,0.219534,0.171055,0.217535,2.87583,0.0639162,1.78983
"2541",3897,107292801,"radial spoke head 1 homolog (Chlamydomonas)",NA,242,1104,1225,1581,312,842,146,2056,1428,418,1791,942,2203,679,159,2479,322,295,2605,676,1611,5661,746,3848,295,2644,442,32,1248,144,2,2,2,43,5,83,73,47,104,76,32,0,0,0,37,0.96,1.48,1.7,1.39,24.42,19.83,93.15,94.6,99.92,5.39,5.08,5.05,0,0,0,0,0,42.5008,0,0,2.04436,2.88874,0.56598,0.116706,8.71488
"2542",3900,107292804,"acidic residue methyltransferase 1",NA,188,301,414,279,166,171,59,197,236,75,298,196,319,153,127,210,124,82,365,80,136,368,380,475,282,486,156,73,336,121,287,378,258,124,370,297,372,487,406,279,242,310,165,324,167,4.32,4.38,10.16,7.22,0.02,0.02,227.83,216.33,223.17,0,0,0.02,1.77179,12.1898,4.49572,2.85429,7.49612,5.43923,2.75704,1.37465,3.62032,2.28375,2.49775,0.531442,3.66969
"2543",3903,107292819,"lipoma HMGIC fusion partner-like 5",NA,36,18,33,21,11,6,11,14,13,14,15,11,14,16,6,8,14,8,17,4,9,22,24,26,27,33,20,39,21,29,6,18,9,8,13,24,16,13,21,15,8,10,4,10,9,0.05,0.09,0.01,0.05,0.19,0.25,0.17,0.11,0.23,0.1,0.12,0.23,0,1.61588,0,0,0,0,0,0,0,0.0792614,0.345098,0.256175,0
"2544",3908,107292829,"phosphatase domain containing, paladin 1",NA,8,18,12,2,5,2,3,3,13,3,21,27,14,3,3,6,2,1,13,5,5,25,95,16,24,15,8,7,28,4,24,8,10,38,29,2,4,2,4,5,2,0,1,22,1,1.81,1.86,3.05,2.09,13.25,10.63,25.44,24.5,25.55,7.8,8.15,8.17,4.95747,1.02368,9.02253,8.34061,9.31855,0.347653,0.814773,0.433547,1.89524,1.5566,2.18623,0.284007,3.34861
"2545",3909,107292830,"eukaryotic translation initiation factor 4E binding protein 2",NA,328,600,438,290,205,354,137,143,293,195,489,303,251,158,181,216,156,153,383,123,197,411,505,410,609,382,218,304,512,157,360,457,358,302,317,1065,797,1465,978,923,470,705,418,412,736,8.43,5.6,6.81,7.34,11.35,10.77,12.78,15.36,15.62,5.24,3.94,6.04,14.6248,92.3921,17.321,19.3132,40.2676,11.8417,25.2877,20.7923,67.1347,95.4275,47.5628,33.8665,27.3569
"2546",3910,107292832,"coiled-coil-helix-coiled-coil-helix domain containing 10",NA,92,192,260,138,38,153,21,59,102,54,146,101,100,54,40,47,41,13,152,35,96,123,125,162,175,216,69,234,238,64,1139,1104,941,68,1399,958,639,617,467,490,427,468,369,345,488,1.63,2.24,2.11,1.81,14.87,12.05,69.55,63.78,69.31,7.39,7.95,8.32,49.0607,347.662,69.289,34.4138,88.5833,121.921,247.786,297.292,759.298,548.869,45.4725,20.3188,57.8801
"2547",3914,107292860,"histone deacetylase 11",NA,182,226,400,141,119,145,49,91,88,80,122,98,84,109,111,80,81,113,156,136,82,108,369,187,230,240,211,17,164,74,242,151,200,148,222,274,186,349,248,193,247,194,142,156,281,16.5,14.56,18.01,15.31,19.59,19.82,43.93,47.45,51.52,31.51,30.7,37.27,1.81903,0.50681,5.72853,3.02817,4.16191,0.841469,6.0642,8.06703,5.6266,3.69168,1.15093,0.662867,6.2959
"2548",3915,107292865,"DDB1 and CUL4 associated factor 13",NA,948.5,1268.46,1582.82,782.95,656.88,757.29,203.55,376.51,649.47,308.5,741.3,837.87,631.07,365.42,379.65,369.85,371.21,185.53,1175.18,333.11,326.58,884.45,1549.99,1107.46,1116.54,1244.41,565.71,470.36,1127.98,372.23,971.67,955.91,877,363.41,981.05,1340.06,772.95,1195.17,925.53,862.14,929.75,478.66,529.84,489.4,540.4,0,0,0.21,0,0.35,0.31,1.08,1.19,0.88,0.54,0.62,0.88,5.62288,15.3252,10.8843,7.93344,17.5409,7.439,8.62933,6.66744,12.4258,14.2072,11.1708,8.11513,9.45744
"2549",3920,107292891,"kelch domain containing 4",NA,60,42,110,63,39,33,39,36,74,35,89,55,27,73,43,86,37,33,100,25,24,74,136,62,124,43,36,94,77,50,39,62,31,40,59,45,30,27,30,42,17,47,26,30,84,0.74,1.08,0.69,0.61,14.06,10.6,38.34,41.2,41.25,83.71,73.34,78.02,6.68935,3.5019,8.93921,6.78608,9.85697,2.89462,8.08785,10.2166,11.5917,10.0828,5.85803,2.51385,9.07816
"2550",3922,107292894,"latent transforming growth factor beta binding protein 1",NA,553,882,1099,428,248,329,109,160,735,147,357,625,295,237,300,318,363,171,982,257,187,347,960,788,865,900,620,148,248,657,512,3005,559,2006,1385,375,331,372,327,258,38,89,110,59,129,0.13,0,0,0,0.05,0.51,0.15,0.08,0.08,0,0,0,2.65897,1.22285,4.18763,3.85703,5.63591,0.809974,5.89987,6.02593,4.60326,10.8097,1.80923,0.136119,11.9143
"2551",3923,107292895,"BTG3 associated nuclear protein",NA,28,33,44,23,28,30,21,10,60,19,42,65,23,25,18,11,16,15,50,15,25,32,110,59,90,33,43,37,37,37,7,20,30,51,23,23,26,23,20,16,9,15,11,9,18,0.15,0.26,0.25,0.4,2.73,1.27,2.34,2.96,1.48,1.27,0.75,1.16,0.391741,0.51844,0.247605,1.00465,1.88346,0,0.453905,1.38015,0.439928,0.839199,0.730762,0.452052,1.33249
"2552",3925,107292901,"impact RWD domain protein",NA,786,660,682,592,270,369,160,262,537,213,367,529,3,276,221,235,227,237,633,167,297,543,733,398,642,605,340,315,426,448,379,521,298,92,290,442,504,738,517,341,487,805,361,607,334,0,0,0,0,0,0.02,0.2,0.08,0.17,0,0.04,0.03,3.43029,9.11765,7.99325,5.78968,17.7832,6.50026,7.65449,7.22682,6.29749,7.29702,6.07388,3.47379,8.3043
"2553",3926,107292903,"myeloid cell leukemia 1",NA,409,379,428,253,188,148,166,182,289,113,412,524,254,194,145,163,364,125,495,87,205,288,412,375,294,410,222,222,260,398,104,248,120,248,124,320,256,270,395,171,228,209,227,192,229,0,0.05,0,0.04,0,0,2.15,1.96,2.32,0,0,0,33.0304,25.4399,47.2675,55.96,85.2664,12.4071,50.6497,46.1423,42.056,32.3481,15.6679,4.71264,93.2838
"2554",3927,107292905,"methylmalonic aciduria and homocystinuria, cblD type",NA,626,334,431,585,468,268,203,284,334,266,373,393,268,250,228,287,303,432,460,217,254,525,647,396,708,418,378,269,318,400,296,204,287,134,347,221,218,277,245,213,120,186,154,168,210,4.42,2.73,5.86,4.65,31.18,29.58,26.52,25.45,24.44,12.86,15.88,12.89,7.01026,10.0904,13.8419,9.35411,15.8712,9.2324,12.5312,9.09024,16.6115,17.7986,10.553,3.75093,21.7647
"2555",3928,107292909,"cingulin",NA,92,45,80,68,54,25,51,50,66,53,68,67,20,59,97,68,70,68,70,67,41,64,62,59,143,58,87,177,42.98,169,9,26,9,28,7,55,43,106,98,48,14,48,17,30,42,0.76,0.82,1.08,0.61,85.65,75.77,9.19,8.17,8.68,3.11,3.74,3.85,21.739,5.59957,28.5705,35.6695,24.0747,12.0161,32.1846,12.1651,51.3786,66.3253,9.68024,7.30982,46.4077
"2556",3930,107292921,"endosulfine alpha",NA,18,10,26.3,21,13,19,2,8,14,14,20,6,13.05,9,7,4,6,16,17,5,9.29,31,18,30.06,27,14,12,26,15.02,21,37,25,17,38,13,38,44,28,25,15,25,42,17,20,25,4.62,0.91,1.41,0.89,4.68,2.92,5.78,6.13,6.55,5.93,5.51,5.74,39.2539,50.2589,51.3638,59.1821,118.882,15.447,51.7889,45.1894,64.3472,48.8036,20.8478,8.53357,71.8228
"2557",3931,107292930,"receptor associated protein of the synapse",NA,4,33,15,11,5,40,6,11,5,14,23,19,9,5,11,3,5,2,21,8,11,24,23,12,14,16,3,5,25,14,3,4,11,26,9,9,6,12,4,4,0,2,3,4,11,0.78,0.94,1.03,0.67,15.25,14.49,28.33,30.18,28.71,15.37,17.52,17.43,1.16583,0.737908,2.72326,1.26744,4.55427,2.71486,0.587321,0.948715,1.76463,2.75086,0.61461,0.599547,4.62647
"2558",3932,107292932,"proteasome 26S subunit, ATPase 3",NA,3430,2218,2922,2774,1959,1990,664,1077,2049,1167,1646,2984,1302,1227,1177,972,1417,1477,2365,1108,1104,1780,2973,2717,2632,2251,1986,2354,2436,2721,2515,2336,2937,1146,2831,2222,1992,3132,2427,2102,1605,2706,1699,2039,2471,0.35,0.16,0.42,0.33,6.85,6.4,7.16,6.58,7.32,3.54,3.84,3.64,28.0899,36.8514,48.4573,36.3329,50.0964,40.4604,34.6795,47.6688,44.5506,39.253,20.3069,7.98858,52.0847
"2559",3933,107292934,"kelch repeat and BTB domain containing 4",NA,408.26,339.36,440.63,179.57,263.09,287.48,149.36,222.58,234.09,150.01,394.28,548.91,249.93,212.91,202.1,229.51,151.8,144.19,405.29,235.26,207.95,386.68,614.05,364.47,510.23,249.3,255.79,122.28,280.61,174.92,123.07,119.85,154.39,151.99,100.01,365.75,189.23,286.62,217.59,179.87,131.11,219.68,182.11,154.59,196.22,1.41,1.37,3.04,1.7,23.93,18.46,47.9,44,44.56,34.36,37.81,35.35,2.13002,2.85625,4.14118,3.76985,6.39893,3.44563,3.1132,3.88131,5.03285,2.70787,2.24541,0.769071,4.86048
"2560",3935,107292951,"egl-9 family hypoxia-inducible factor 3",NA,13,10,10,4,4,2,4,20,12,6,47,24,30,1,5,0,0,1,41,4,8,28,74,30,9,2,1,0,16,2,6,2,2,1,3,460,312,367,257,173,1,0,1,2,2,1.17,0.68,0.91,0.93,3.44,2.87,17.27,17.1,15.47,3,2.56,3.18,0.16405,0,0.452467,0.26773,0.80667,0.884792,0.414726,0.131357,8.87653,7.02867,0.222562,0.137678,3.34807
"2561",3937,107292953,"E2F associated phosphoprotein",NA,834,733,771,737,466,412,230,323,690,259,525,648,492,358,310,407,393,319,934,257,415,469,772,660,827,724,458,500,639,451,750,1035,574,307,669,641,725,1150,847,720,429,311,245,250,234,8.19,5.87,8.25,8.94,121.79,105.77,93.93,89.84,89.48,70.51,69.99,70.41,4.601579,10.133273,9.344949,8.634756,9.0370119,4.824852245,12.041458,6.30998,24.73823,14.29881,9.575461,2.26973,8.978307
"2562",3939,107292969,"ribophorin I",NA,8917,2883,3135,5010,5516,2808,4079,2384,3457,3770,2176,4681,1473,4085,4267,2914,4453,5016,3327,4243,2930,2171,5488,2132,5827,2166,5453,2534,1579,4110,726,1022,782,560,698,3566,3116,3624,3292,3689,2917,5337,2979,3875,5909,0.02,0.09,0.02,0,2.07,1.48,1.89,1.77,1.89,0.07,0.1,0.02,161.242,47.0285,262.136,197.037,153.541,64.2281,150.098,123.219,163.36,110.747,82.2909,28.9016,124.444
"2563",3940,107292970,"DiGeorge syndrome critical region gene 2",NA,54,18,35,21,44,28,20,27,34,36,28,65,25,13,18,27,29,26,37,11,15,35,125,43,138,11,40,45,29,27,10,8,8,97,10,22,12,10,18,8,9,5,7,6,12,0,0,0,0,0.17,0.15,0.14,0.18,0.37,0,0.11,0.09,129.05776,19.77450078,145.3134653,203.05312,121.1681,32.79996911,15.20144283,14.595668,35.76294207,62.7496049,16.45970369,8.278993453,138.580812
"2564",3943,107292976,"mediator complex subunit 27",NA,53,82,90,30,21,59,12,23,37,34,96,55,29,36,30,44,36,44,70,49,29,45,98,64,63,35,40,70,23,31,72,92,67,55,49,119,80,171,70,83,90,141,139,61,128,0.01,0.04,0,0.02,3.8,3.36,10.89,9.19,9.03,0.9,2.68,1.49,5.73059,7.43596,9.08275,7.71487,12.1326,5.3263,13.9425,21.2844,29.0365,31.0679,16.7886,19.939,7.52635
"2565",3944,107292977,"transmembrane protein 47",NA,0,2,1,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,39,37,22,1,31,6,24,23,26,7,0,0,0,0,0,1,0.52,0.75,1.36,5.66,5.22,30.45,28.38,30.84,28.54,30.05,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0
"2566",3945,107292979,"wingless-type MMTV integration site family member 8B",NA,0,1,1,0,0,2,1,2,0,0,0,0,0,2,0,1,0,0,2,1,0,1,3,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.86,1.39,3.55,2.53,8.88,8.19,10.21,9.46,8.38,8.04,12.21,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0.110537
"2567",3946,107292981,"polycystin 2 like 1, transient receptor potential cation channel",NA,0,8,0,1,2,0,0,2,2,0,0,0,2,7,1,3,0,0,1,1,1,0,3,0,2,5,0,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0.4,0.25,0.35,0.23,6.97,5.88,5.93,5.61,5.04,2.09,2.64,3.48,0.0442248,0.273132,0.0559058,0,0.0177191,0,0.0683235,0.0779046,0.115884,0.105266,0.146663,0.0170112,0.0668573
"2568",3947,107292982,"NADH:ubiquinone oxidoreductase subunit B8",NA,749,560,883,757,400,526,230,352,619,388,632,840,501,458,394,293,296,220,870,253,441,646,803,653,588,538,536,1390,513,488,1333,1802,1096,204,1382,2151,1606,2007,1347,1155,1197,1353,715,656,939,0.33,0.58,0.23,0.27,27.37,22.88,11.62,11.57,12.62,7.2,6.84,7.78,17.1717,46.7926,32.9686,22.7084,71.3173,34.0699,40.0068,41.1257,56.6272,56.5057,19.6741,8.96834,42.3178
"2569",3949,107292985,"synuclein alpha interacting protein",NA,3,16,25,0,7,5,3,9,49,6,18,36,36,20,10,6,4,8,27,15,12,27,125,17,16,20,23,0,16,10,6,12,18,15,6,43,59,15,47,20,2,10,2,9,10,1.48,1.88,2.85,1.52,8.6,8.55,8.22,10.1,8.8,7.87,7.3,8.79,0.210225,0.135716,0.103708,0.368191,0.0493047,0.236599,0.285172,0.108387,0.299424,0.600466,0.140284,0.0355011,2.88354
"2570",3951,107292993,"centrosomal protein 170kDa",NA,58,161,206,68,56,127,21,55,128,32,205,46,124,42,55,92,44,37,191,60,58,254,277,159,95,109,88,10,116,29,142,148,155,205,128,89,80,209,157,135,25,62,15,17,45,1.14,0.43,1.25,1.18,0.23,0.1,0.56,0.3,0.77,1.16,0.79,0.84,0.550585,1.41178,1.13102,0.849416,2.87467,1.36104,1.99361,0.772881,2.59884,8.01064,3.00633,0.982811,7.22782
"2571",3952,107292997,"5-hydroxymethylcytosine (hmC) binding, ES cell-specific",NA,227,241.99,216,144,82,135,55,115,186,62,121,253,146,110,169,100,45,63,214,126,88,199,281,270,272,226,163,38,120,126,157,79,87,66,63,294,217,350,267,221,147,65,97,85,79,5.2,8.45,6.42,5.89,24.29,22.99,40.44,36.07,39.19,31.83,32.31,33.06,2.26691,5.0573,5.70405,4.51251,5.6507,2.81078,6.404,1.66388,7.81912,9.72791,8.01448,1.60692,7.86994
"2572",3954,107293000,"family with sequence similarity 189 member A1",NA,1,3,8,2,1,1,1,1,2,2,1,8,5,3,2,2,1,0,4,2,3,0,7,11,5,4,4,0,0,0,5,3,4,5,0,1,0,4,0,0,1,5,0,0,1,2.09,1.7,2.05,2.09,12.99,11.64,26.46,25.65,26.97,6.67,6.75,7.09,0.0678871,0,0.114424,0.145085,0.108799,0.895017,0.0524399,0.219243,0.0254126,0.161589,1.18196,2.0107,7.44062
"2573",3955,107293002,"adenosine deaminase-like",NA,19,14,15,9,14,35,3,13,26,3,37,37,15,8,9,8,3,9,93,13,12,23,40,40,33,15,14,6,21,5,14,1,17,11,9,36,8,28,13,22,19,24,43,28,40,8.72,14.47,7.13,7.45,22.76,22.22,32.65,28.8,30.15,33.34,29.85,32.57,1.77714,0.313589,5.84098,1.36728,7.26272,0.780988,6.04016,1.66962,10.3778,3.72244,5.7462,1.6406,2.41795
"2574",3956,107293003,"La ribonucleoprotein domain family member 6",NA,2,22,15,8,8,17,3,3,27,1,19,17,9,1,4,6,8,11,23,3,4,13,39,29,8,11,9,6,5,7,1,27,17,29,5,3,7,22,9,10,4,18,61,15,17,13.15,9.79,11.92,10.64,8.97,8.7,28.84,29.67,28.44,10.46,8.83,11.06,0.817795,0.748252,3.36942,0.983917,1.44413,0.532432,3.97745,1.13825,6.53078,0.836301,4.04298,0.209712,1.53394
"2575",3957,107293004,"zinc finger protein 521",NA,54,345,264,84,91,196,31,63,209,78,265,121,143,70,85,62,31,47,325,98,43,344,550,228,233,159,120,57,221,64,128,214,175,246,335,513,316,534,349,318,159,188,146,125,325,0,0.22,0,0.21,0.03,0.21,0.02,0.68,0.42,0.06,0,0,0.597006,0.861921,1.06114,0.927919,0.995931,0.62013,4.4607,1.43409,5.32291,5.6221,1.45789,0.317321,10.4037
"2576",3958,107293005,"leucine rich repeat containing 49",NA,33,70,80,49,34,48,10,53,53,44,93,58,86,38,19,76,26,26,114,51,46,168,146,128,80,63,57,7,62,23,15,12,16,31,22,35,27,45,41,34,6,12,20,17,43,0.52,0.33,0.25,0.28,1.27,0.82,1.68,1.63,2.04,0.8,0.71,1,5.05635,0.456253,8.86147,6.59421,27.0041,8.14343,4.32747,1.72068,11.2599,11.4473,4.35883,1.42555,12.8341
"2577",3959,107293007,"TM2 domain containing 3",NA,251,194,315,227,182,146,63,93,285,129,130,362,105,112,118,135,122,163,288,81,116,173,303,221,299,237,182,370,184,203,121,171,144,43,151,255,178,300,228,146,85,184,134,148,230,0.33,0.09,0,0.02,3.49,2.76,7.33,7.16,7.42,0.06,0.12,0.28,3.91826,6.05975,8.08559,5.30541,8.6255,6.90766,13.2943,7.65618,8.95428,12.0851,5.39396,3.01112,6.798
"2578",3960,107293010,"leucine rich repeat and fibronectin type III domain containing 2",NA,2,15,6,0,4,0,1,2,4,0,0,3,3,0,1,1,0,0,1,0,0,1,17,6,4,11,3,0,2,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4.46,3.22,4.16,3.42,14.97,15.2,21.84,23.64,23.15,9.36,11.05,11.93,0,0,0,0.030292,0,0,0,0,0,0,0,0,0
"2579",3961,107293011,"ADP ribosylation factor like GTPase 14 effector protein like",NA,2,7,6,1,1,5,2,1,3,8,3,0,3,3,1,6,0,1,15,0,6,5,3,1,0,11,0,1,1,0,1,4,0,7,8,1,0,4,0,1,1,0,1,0,0,0.02,0.25,0,0.01,0.25,0.24,0.18,0.06,0.06,0.04,0.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"2580",3962,107293012,"semaphorin 6A",NA,21,91,95,30,36,39,11,20,76,17,47,28,33,44,37,30,48,32,67,42,28,75,188,75,112,63,31,4,39,31,57,13,26,43,36,25,18,30,28,33,2,25,8,16,23,2.05,1.26,0.3,0.64,7.65,6.61,3.2,2.64,4.81,0.1,0.19,0.16,7.41916,1.10288,14.9826,11.3687,20.8544,2.82301,1.87755,2.83406,12.4782,14.5133,1.64092,0.721242,5.43303
"2581",3963,107293013,"COMM domain containing 10",NA,210,173,251,93,114,123,60,112,131,66,149,58,152,87,59,96,78,123,224,93,76,220,343,187,238,136,180,32,146,66,120,56,171,86,176,206,142,294,201,185,76,126,166,92,104,0.1,0.14,0.08,0.05,0.19,0.14,0.09,0.18,0.12,0.08,0.14,0.12,2.05365,1.55306,5.06854,4.13815,4.58428,4.83485,4.53246,3.44537,7.35809,7.40216,3.77012,1.12849,7.20719
"2582",3966,107293016,"small VCP/p97-interacting protein",NA,330,790,729,342,366,463,243,209,438,214,348,570,368,158,316,210,201,189,851,426,228,407,592,592,546,575,376,171,481,167,1012,790,1301,208,669,518,382,1506,902,909,496,246,187,225,368,1.16,1.44,0.92,1.03,19.11,14.65,45.84,41.86,45.89,35.41,36.15,32.86,2.86926,16.4878,5.15279,4.41279,5.80239,5.48585,10.8645,3.30125,7.19464,6.54064,4.69165,2.68305,5.31655
"2583",3969,107293032,"zinc finger B-box domain containing",NA,13,177,159,66,27,75,4,83,103,37,133,21,84,25,7,93,21,25,162,59,69,239,98,131,34,121,43,2,94,11,0,1,1,2,8,15,10,9,2,10,1,0,0,0,2,2.45,1.4,2.75,1.7,24.64,21.76,31.26,29.9,31.48,9.11,10.28,10.12,0,0.0817065,0.0130076,0.0263888,0.0185522,1.35659,0.119226,0,0.242665,0.514338,0.076779,0,1.47001
"2584",3972,107293045,"taxilin beta",NA,1434,10406,5362,2746,2830,16214,391,1246,1161,2165,3107,1765,2029,1239,1436,943,215,247,3577,1575,590,4336,2432,3404,7164,10093,1150,1201,8460,223,5628,3431,7156,643,4988,6,3,13,6,7,6,2,1,1,3,2.55,2.55,2.88,3.22,28.7,23.97,32.58,34.07,38.48,15.68,18.02,20.02,5.0609,288.72,8.54761,2.31352,1.53695,9.30186,0.0958953,0.0874743,0.0557655,0.177295,0.329357,0.0573024,0.309664
"2585",3973,107293046,"human immunodeficiency virus type I enhancer binding protein 3",NA,10,21.06,18.97,13,15,8,29.05,17,11.01,28,44.02,16,5.03,12,10,8.01,13,11,21.01,11,30.02,26,33,23,57.01,12.02,14.54,15,21,24.01,8,8,9,204.03,10,3,12,5,9,6,0,5,6,16,11,0.41,0.47,0.38,0.38,3.28,3.21,11.89,11.69,11.27,10.46,8.61,10.37,0.608749,0.222696,1.708,1.32637,4.30398,0.0815618,0.424356,0.248471,0.427963,0.537182,0.898611,0.308402,2.99092
"2586",3974,107293047,"zinc finger CCHC-type containing 17",NA,321,304,405,290,181,168,79,141,295,100,238,343,147,119,148,153,173,131,365,109,183,216,395,279,399,323,189,298,239,297,209,307,122,109,224,183,198,241,281,156,92,163,95,153,108,1.63,1.17,1.14,1.13,5.14,5.36,22.16,16.12,20.86,26.34,35.95,25.48,2.76194,9.90005,4.29043,4.13001,6.317,5.70739,5.09628,4.97209,7.23401,7.41907,3.6609,1.47868,7.67671
"2587",3976,107293050,"solute carrier family 13 member 1",NA,0,2,4,0,6,2,0,4,0,0,9,0,0,0,0,1.62,0,0,0,0,0,0,2,1,4,9,0,0,1,0,0,0,0,3,1,172.9,56.21,14.15,28,146.16,0,0,0,0,0,0.09,0.14,0.3,0.17,6.03,5.87,9.23,8.64,9.3,4.76,4.5,4.44,0,0,0,0,0,0.604775,0,0,106.67,25.8119,0,0,3.50207
"2588",3978,107293053,"small nuclear ribonucleoprotein, U5 40kDa subunit",NA,683,919,1279,671,420,597,161,252,592,309,484,1031,383,303,394,243,369,350,819,365,289,657,1266,725,790,748,466,414,523,525,441,563,473,269,514,381,363,550,520,375,263,492,286,402,470,0.94,1.63,1.1,1.01,24.24,26.35,26.06,27.11,25.88,19.85,19.9,19.98,10.0663,6.75255,12.5891,13.6765,27.3949,11.0426,17.9497,34.8693,33.5512,40.2974,12.5377,9.754,26.6604
"2589",3979,107293055,"periostin, osteoblast specific factor",NA,49,1327,799,83,98,180,23,50,197,80,349,198,184,91,90,106,39,26,581,108,56,190,563,271,129,515,55,11,282,13,11,1230,28,84,322,0,4,2,0,2,0,0,0,0,189,0.96,1.48,1.27,0.86,5.15,5.09,9.85,10.82,10.81,28.26,28.3,26.69,1.39954,3.08247,2.01456,3.17004,1.25246,0.134682,0,0.125968,0.0229444,0.175074,0.0762257,0,11.3974
"2590",3980,107293070,"ribosomal protein S6 kinase like 1",NA,6,38,36,16,6,5,7,11,17,6,36,33,28,6,11,7,3,5,44,7,7,43,85,20,18,25,13,3,17,3,16,43,23,33,28,4,10,19,23,6,20,21,12,17,25,0,0,0,0,0.03,0,0,0,0,0,0,0,0.222827,5.3594,0.845046,0.472073,0.401752,0.574774,0.381667,0.13653,0.576632,3.83261,1.49399,0.514266,1.39505
"2591",3982,107293075,"apoptosis resistant E3 ubiquitin protein ligase 1",NA,23,35,57,23,13,23,16,22,39,15,53,22,13,23,34,28,33,43,43,36,10,52,97,29,48,20,32,15,31,14,13,12,18,34,9,108,64,183,123,130,21,43,43,40,76,1.99,1.02,1.5,2.21,10.79,9.79,17.37,18.43,17.65,9.92,8.13,10.77,3.34255,1.76926,5.93973,4.88601,6.89468,3.71723,8.24625,5.32478,12.403,18.4126,7.15764,2.75954,13.374
