"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"2627",107293256,"chondroitin sulfate N-acetylgalactosaminyltransferase 2",7,23,19,5,22,15,6,6,14,7,15,12,13,3,1,13,4,9,7,17,4,25,104,17,50,9,7,7,17,4,3.1657417,2.2611811,2.360256,4.18215,1.90654,1.82867,1.34398,2.54179,11.305811
"2628",107293263,"defective in cullin neddylation 1 domain containing 1",21,20,32,12,32,22,4,8,13,11,26,4,19,15,13,15,10,13,22,17,6,29,29,30,37,14,12,23,28,11,6.951470701,5.0518447,5.686719,3.355569,6.0647947,3.140665,2.74604,10.52748,21.18096
"2629",107293271,"KIAA1524 ortholog",1.52,19.78,44.84,17,6.09,27,145.71,21.35,48.69,8.7,64.35,23,48,27,238.27,256.67,4,4.56,22.9,13.69,12,85.75,71,55.23,15.83,33.47,10,0,38,15.25,0.3466056,0.2206467,0.4505579,0.4379575,0.128787,0.3258579,0.795511,0.988764,2.34142
"2630",107293273,"intraflagellar transport 57",111,213,187,158,78,77,45,145,159,67,230,158,173,55,77,160,53,65,229,105,146,238,184,232,154,335,97,49,178,85,2.627791,1.75297,1.742599,6.87581,19.426092,11.265383,0.882841,1.35736,1.64227
"2631",107293274,"taspase 1",171,444,484,195,110,199,80,148,230,110,319,325,223,118,131,168,80,119,417,159,164,358,561,368,249,294,220,45,255,101,2.30677,1.418535,1.772768,4.127511002,3.86347,3.00526,0.623977,1.109418,4.531091
"2632",107293276,"SH3 and PX domains 2B",12,41,30,5.98,12,14,13,7,39,4,38,29,46,9,7,11,3,9,46,25,15,43,203,20,40,14,10,4,10,9,1.9492772,2.1325554,2.166561,2.23122,2.635993,2.785797,0.730004,2.73198,6.204920001
"2633",107293280,"centlein",32,246,146,115,55,139,17,145,141,32,197,52,168,63,23,164,29,20,236,41,78,248,129,100,60,155,63,11,110,13,0.7751611,0.762704,0.4522174,0.93183,0.2747521,0.594046,1.595874,1.542048,6.11251
"2634",107293285,"isthmin 1, angiogenesis inhibitor",11,112,107,24,26,95,9,17,93,21,83,74,29,33,27,25,32,26,71,36,28,82,280,67,50,41,27,83,184,37,0.405354,1.0533,0.86061,0.543591,0.386909,0.367685,0.5990138,0.4780705,1.094555
"2635",107293293,"BTB domain containing 3",77,50,70,43,42,35,28,28,36,26,60,39,49,26,39,42,32,20,54,40,34,61,106,42,108,38,52,47,53,47,4.074863,3.86349,3.88852,4.889776135,5.759400065,9.966516366,3.439738,11.42156,54.1635
"2636",107293299,"bone morphogenetic protein 4",5,40,24,7,3,23,7,4,29,17,27,32,14,13,5,9,11,6,25,10,9,37,165,23,36,11,5,30,22,11,14.945097,22.433346,17.6485,9.759975,10.11377,8.53998,1.88585,6.96653,8.36343
"2637",107293301,"serine palmitoyltransferase long chain base subunit 1",329,276,327.99,225,152,114,74,130,198,96,260,304,147,120,111,83,127,96,218,118,64,126,542,131,342,258,176,100,163,200,6.004992,4.1356594,4.84504,15.906171,9.260626,12.512943,4.1257418,8.050823876,6.324747
"2638",107293302,"receptor tyrosine kinase-like orphan receptor 2",44,73,110,46,33,20,44,3,87,11,38,58,58,13,43,45,21,89,89,26,12,83,417,40,38,57,22,11,44,42,0.476007,0.7941076,0.891059,0.622072,1.428027,1.05794,0.187736948,0.414702,3.103574308
"2639",107293303,"histidine triad nucleotide binding protein 1",299,355,659,547,336,446,269,414,636,301,482,365,387,334,261,266,336,253,745,214,434,535,531,647,479,639,337,1080,638,364,178.550671,261.16171,259.18837,173.3681,142.3733,157.6067,347.9661,270.3578,1333.819
"2640",107293305,"CDC42 small effector 2",244,493,477.99,173,134,152,83,145,345,107,394,301,247,123,143,138,99,112,328,153,125,385,801,210,278,407,202,90,166,151,15.777967,14.044895,13.779768,3.6015462,4.6648198,2.506397,1.26081,4.18989,7.39681
"2641",107293307,"thrombospondin-2",75,66,63,53,64,90,49,28,120,43,80,51,30,40,86,31,46,56,80,39,16,67,112,75,108,70,142,23,78,55,8.1070531,5.7038174,5.9748089,22.27585,14.69305,15.80329,0.114083,1.124902,0.1759834
"2642",107293311,"WD repeat domain 89",45,74,111,63,46,46,21,46,57,27,93,81,40,33,29,20,34,33,116,29,36,56,126,66,73,138,46,8,91,49,0.457578,1.03468,0.818046,1.173879,1.592129,1.116418,0.697998,0.689033,4.91343
"2643",107293312,"protein phosphatase 2 regulatory subunit B', epsilon",338,543,613,388,267,208,144,176,412,127,370,291,255,203,276,177,226,207,357,202,179,259,524,349,384,543,343,205,327,290,5.750725001,5.334989,4.78274,3.6471166,4.73974,6.745322,3.7151564,9.473534,34.0199866
"2644",107293323,"serpin peptidase inhibitor, clade D (heparin cofactor), member 1",0,0,2,1,0,3,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,2,1,0,3,2,1,1,1,0,0.347679,0.14187,0.0481488,0.0731101,0.0817728,0.380778,0,0.17182,0.114605
"2645",107293335,"recombination activating gene 2",1,7,4,0,1,0,0,0,0,0,2,1,1,3,0,2,0,0,1,0,0,2,3,3,8,1,0,0,3,0,0.216951,0.175556,0.0976096,0,1.88805,0.728485,0,0,0
"2646",107293339,"proline rich 5 like",7,486,947,19,45,138,3,30,169,13,226,175,302,32,68,37,5,8,237,154,35,348,1155,437,38,48,17,7,388,6,0.412034898,1.285180167,0.493604092,2.387261936,0.6634935,3.0550259,0.0152711,0.3975162,0.2203926
"2647",107293341,"contactin 5",6,18,7,1,5,6,5,9,10,6,13,7,1,3,5,8,9,4,7,8,1,3,9,3,9,14,10,8,10,3,0.216513329,0.11622,0.1632472,0.0533747,0,0.0360571,0.191537,0.820975,1.28508
"2648",107293388,"family with sequence similarity 219 member B",4,3,7,2,0,2,0,3,1,0,1,6,1,3,2,0,0,3,8,0,2,2,4,4,5,2,3,1,1,4,5.28411,4.47155,4.829807,25.79938,34.60413,47.09842,9.5302623,14.443871,66.273928
"2649",107293390,"complexin 3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,2,0,0.0403623,0,0,1.64043,2.38524,2.07493,0.152317,0.0729332,0.0851799
"2650",107293393,"cytochrome c oxidase subunit 5A, mitochondrial",605,383,676,812,346,687,134,406,458,299,792,492,464,317,186,300,351,235,871,257,564,649,517,937,773,751,500,2096,656,480,726.231039,938.102195,963.956768,350.7143,897.882,984.3735,513.6352917,1303.4279,1739.597744
"2651",107293394,"mannose phosphate isomerase",491.8,565.47,478.84,277,389.98,309.75,161.88,201.92,358.85,264.08,587.93,623,318.83,343,205,317,188,209,507,267,138,598,964.69,428.86,650,278.68,344,560.95,368.83,259.98,99.097829,80.479984,77.998072,15.48138,72.26057,58.81737,31.3756056,39.266257,75.4098307
"2652",107293397,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3",0,3.08,0,0,2,2.41,1,1.1,0,0,3.33,2,1.37,0,1,0,0,0,3,1,0,3.82,2.25,10.28,0,9.78,0,0,2.01,0,0,0.0234622,0,0.1896651,0,0.116336,1.04883,2.44565,15.5128
"2653",107293402,"ribonuclease H2 subunit B",471,254,344,392,234,262,89,214,356,120,310,349,248,158,137,152,193,117,559,151,249,361,462,418,385,355,269,167,383,172,2.0292616,1.3318791,2.0104733,10.9338391,9.036746263,8.497675592,3.6787691,3.917429,12.189617
"2654",107293403,"splicing factor 3b subunit 6",2273,2084,2658,1918,1035,1396,552,1051,2146,656,1557,2312,1603,980,848,1027,743,703,3043,680,1070,1835,2439,2106,2432,2459,1558,873,2011,1048,18.324165,19.2027122,17.590372,29.22432,27.96578,29.8154,21.27214,34.5579,44.33099
"2655",107293406,"ATPase family, AAA domain containing 2B",155,266,352,141,136,147,88,136,173,91,294,168,118,127,134,132,119,129,261,100,133,213,535,262,234,181,150,107,333,179,3.4033849,2.8995309,2.4876168,1.30346908,2.305894,1.14818,0.244537,1.17147,1.36335
"2656",107293407,"kelch like family member 29",2,14,15,2,2,15,7,8,4,7,6,5,3,5,4,9,1,10,4,4,3,12,28,22,11,4,10,2,18,3,0.2488692,0.303272,0.389925,0.8982579,1.157252,1.3484158,0.135532,0.834026,1.17944
"2657",107293409,"protein phosphatase, Mg2+/Mn2+ dependent 1F",2,6,4,2,1,4,0,4,5,1,4,0,1,1,0,4,0,3,2,0,2,5,0,5,5,3,7,3,2,0,7.88317,8.711536,7.74468,10.317571,21.051596,17.030079,3.98576,11.3957,10.2045
"2658",107293411,"cell division cycle 45",1,64,61,24,14,66,4,53,35,13,193,34,95,36,19,21,9,13,73,7,49,164,178,160,19,33,11,7,84,1,1.981516,2.1213685,2.4234138,1.496226,1.440187,0.2679871,0,0.0576903,0.0224667
"2659",107293413,"peptidylprolyl isomerase like 2",257.2,123.39,158.27,58.4,165.27,72.2,49.17,75.88,88.03,77.24,156.71,346.72,70.72,73.58,78.42,99.25,81.91,51.06,201.2,70.05,75.45,127.44,310.11,129.76,390.18,94.81,132.76,156.89,111.61,81.8,51.704886,39.221085,34.7272362,11.04179616,19.29470715,19.46943,2.02678,7.39712,6.23292
"2660",107293415,"topoisomerase (DNA) III beta",10,5,23,8,8,13,8,6,13,18,23,6,7,17,5,6,14,13,14,13,10,7,16,17,17,6,8,22,13,21,23.81767106,21.051637,21.03146,5.222374,14.77458112,15.16946333,25.2908,28.1252,29.3737
"2661",107293417,"ubiquitin fusion degradation 1 like (yeast)",159.33,110,128,222.35,84.42,93.94,91.56,95,170.03,105.83,104,122.47,70.15,134.36,141,107.01,94,95,133.17,70.15,141.5,103.45,101,99.88,145.06,103,98,370.99,102,279.43,17.705504,18.879498,18.498857,30.4672109,39.217459,42.555001,16.6778,26.7999,9.7361
"2662",107293418,"chromosome unknown open reading frame, human C22orf39",853,456,326,376,410,452,102,213,357,140,270,1016,218,238,198,206,72,91,590,132,271,281,364,307,1014,272,415,1473,401,260,28.15952,30.78421,31.38424,21.59538,46.33466,46.02184,19.4265,73.8862,159.24
"2663",107293421,"stromal cell derived factor 2 like 1",645,27,82,406,330,70,118,58,178,102,42,65,31,274,107,127,234,211,56,82,84,35,87,85,215,87,116,1306,82,751,4.43492,5.2422,5.10165,28.363579,32.9818,34.0818,2.70096,6.78334,26.9838
"2664",107293428,"ninein",147,82,112,94,87,64,43,65,184,91,103,106,73,53,55,59,65,109,94,59,33,107,314,45,85,37,124,54,55,83,3.892979161,3.608439,2.474415526,13.77924376,7.76657738,10.53110978,1.289915,4.545579714,7.4402668
"2665",107293432,"basic helix-loop-helix family member e40",1037,2306,3276,611,735,1646,224,731,673,455,2777,1102,1380,528,573,627,546,363,2302,787,571,1396,3639,1291,2157,2082,902,211,2574,825,8.237674,14.978538,14.56889,24.47105,21.0464,18.635035,9.34615,34.0864,29.1253
"2666",107293434,"receptor interacting serine/threonine kinase 4",261,1094,1147,171,232,449,57,258,406,136,918,419,418,186,186,256,169,145,1009,461,261,561,1219,505,478,748,251,38,647,158,0.0874468,0.358537,0.3684,0.038889,0.0434969,0.17361,0.00887524,0.0885716,0.0275864
"2667",107293436,"solute carrier family 38 member 3",3,2,2,1,1,1,0,0,15,1,3,4,16,0,0,0,0,0,8,0,0,27,111,2,2,8,0,0,1,0,131.39807,100.240335,102.866066,3.169308,16.40889,12.9058,0.28291,1.93641,1.019
"2668",107293438,"trafficking protein particle complex 10",95,116,128,92,83,88,35,69,81,26,94,38,73,34,46,55,62,56,93,58,47,87,140,104,99,126,120,31,112,77,19.289264,21.362199,20.042705,4.3556614,9.3362197,7.776812,1.68127,10.0086,13.107
"2669",107293448,"glypican 6",0,11,4,1,1,2,0,0,2,4,5,3,5,1,5,5,2,0,5,1,3,5,11,5,6,3,1,0,6,3,3.2621652,2.7130957,2.6993419,0.461283,1.37584,2.288091,0.0297655,0.456249,0.339747
"2670",107293449,"dopachrome tautomerase",1,1,0,0,0,0,0,0,4.99,0,0,14,15,0,0,0,0,0,6,0,1,7,51,1,0,1,0,0,0,0,1.0978443,1.3172257,0.9499384,0.014325,0,0.0985648,0,0,0
"2671",107293451,"G protein-coupled receptor 180",679,156,186,420,296,136,189,173,262,205,231,163,83,236,176,174,239,308,214,216,224,137,182,135,423,190,294,383,132,575,13.3652,15.423,15.1245,0.602483,0.78027,0.648814,0.246331,0.596938,2.13266
"2672",107293455,"coenzyme Q5, methyltransferase",754,371,381,605,351,342,181,254,437,231,352,452,283,200,280,197,263,314,552,199,240,333,514,624,446,453,366.99,357,471,349,33.039585,30.880647,30.559854,24.28499,31.89476,31.097792,17.771358,18.961982,60.30293
"2673",107293457,"POP5 homolog, ribonuclease P/MRP subunit",378,275,390,209,207,340,55,96,252,70,192,388,139,186,83,86,101,83,316,87,131,160,261,217,323,263,221,247,192,137,17.643585,22.868914,20.009,23.47521,36.35764,33.45189,9.009754,12.85131,32.0571
"2674",107293469,"family with sequence similarity 174 member A",392,311,407,336,190,226,109,227,409,141,312,402,299,194,183,247,151,138,541,116,256,434,404,488,388,440,314,410,306,274,6.29327,8.6844267,8.6309744,20.85231,24.10928,26.07493,16.0661,44.2888,30.4443
"2675",107293494,"neuronal acetylcholine receptor subunit alpha-2-like",3,2,3,0,0,0,0,0,0,3,1,1,0,0,5,3,8,0,0,4,2,2,2,3,2,0,0,1,2,1,0.958545,0.910567,0.852067,0.277767,0,0.432338,0.146412,0.0531855,0.476639
"2676",107293504,"SWAP switching B-cell complex 70kDa subunit",209,212,268,135,97,85,55,160,241,74,137,231,120,96,131,117,103,125,245,117,98,169,252,238,207,167,188,109,198,163,3.3284782,4.2613649,4.2575516,11.387597,5.102393,7.0194432,6.36673,5.78363,11.9692
"2677",107293506,"WEE1 G2 checkpoint kinase",93,99,104,25,27,54,31,57,51,18,78,155,68,104,99,59,53,33,163,34,206,61,101,162,477,73,347,6,58,29,1.96528,2.12547,1.95875,12.74595,8.507035,12.05999,1.7534377,4.42853,6.37865
"2678",107293507,"SET binding factor 2",349.26,472,491,265.14,212,254,129,199,346,150,448,176,292,159,184,152,194,233,453,180,108,396.55,673,315,332,384.44,337,138.77,336,255,11.3565821,8.6403593,9.4939184,6.842267002,12.111083,8.35767,1.4177406,4.100448291,3.5592107
"2679",107293508,"LIM and cysteine rich domains 1",24,104,102,27,22,78,8,26,64,23,64,22,62,37,9,30,15,21,142,35,21,73,215,45,130,29,63,0,69,11,7.84489,16.1791,16.5921,34.535097,23.653634,26.636326,16.017635,15.913007,47.994337
"2680",107293518,"prostaglandin E synthase",19,119,200,59,17,78,9,40,79,26,123,62,88,39,17,33,8,13,181,35,57,98,171,116,78,95,37,36,88,9,2.162041,2.317618,3.429607,2.956255,2.13723,1.91095,0.0991442,0.890849,0
"2681",107293522,"chaperonin containing TCP1 subunit 4",13598.26,7198.49,7858.49,8515.35,7857.29,6948.26,1749.12,2554.46,5324.17,2433.59,3586.56,8745.39,3652.19,3402.99,3165.44,3084.27,3084.91,2823.72,8069,2405.9,2974.52,4513.62,5910.89,4859.29,10367.69,6618.4,7123.68,5488.29,6705.2,5787.06,24.532763,48.850462,42.4147833,18.75,22.2845,22.316098,28.328,31.9025,143.813448
"2682",107293523,"family with sequence similarity 161 member A",100,85,87,102,25,36,16,46,83,27,59,61,79,58,51,84,52,27,114,35,57,104,39,110,68,84,68,59,40,58,0.3950452,0.7288766,0.872174,0.738781,0.507727,0.5214176,1.199428,2.55706,15.56137
"2683",107293532,"tankyrase 2",684.5,351.96,283.3,252.26,181.88,154,50,136.28,337.19,214.03,249.3,191.06,59.04,62,358.25,167.01,204.03,300,339.41,325.01,142.04,96.38,255.05,395.69,441.44,205.13,404.06,85.95,173.35,441.66,13.7832984,9.849232,11.114674,2.76761,3.82768,3.29816,1.661442,5.26123,5.805932001
"2684",107293534,"TBC1 domain family member 12",374,497,443,308,194,181,100,170,317,123,351,267,226,187,219,215,163,156,380,127,161,212,374,326,382,394,281,178,295,318,1.410201,0.786069,0.966292,0.880048,1.2406747,1.485701,0.635852,1.935317,2.28937
"2685",107293536,"family with sequence similarity 198 member A",1,10,1,11,1,4,0,1,7,3,2,13,0,3,6,5,1,3,5,4,0,5,7,3,3,7,4,5,4,0,1.033524,0.979301,0.704997,0.343327011,1.477141,0.799911,0.00991609,0.0793009,0.123472
"2686",107293537,"leucine-rich, glioma inactivated 1",37,211,147,46,74,106,10,36,100,67,130,78,51,39,146,236,32,34,141,32,72,136,126,72,105,149,38,37,197,21,2.5805306,1.070636,1.3876111,0.1120278,0.290423,0.1162286,0.191347,0.14979,0.621649
"2687",107293538,"fibroblast growth factor binding protein 3",0,2,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,1,0.293654,0.933754,0.661119,0.368876,0.275055,0.640404,0,0,0
"2688",107293539,"NOC3 like DNA replication regulator",913,361,414,423,452,218,173,139,345,166,199,311,167,216,223,132,312,357,295,213,145,164,527,300,546,341,236,338,289,433,1.39514,1.0498,1.15836,1.347118,2.086332,1.2328,1.31895,2.62776,11.5567
"2689",107293540,"phospholipase C epsilon 1",96,326,210,117,88,254,48,88,112,108,243,79,80,73,109,45,98,101,129,92,50,167,217,92,147,184,147,77,202,109,4.5663144,3.71739743,3.90893127,2.680415,3.088418,2.726062,0.778299,4.22112,4.514499
"2690",107293541,"protein FRA10AC1",167,244,309,193,111,234,34,109,218,69,207,224,106,107,92,99,85,71,319,103,125,147,163,217,233,327,119,140,337,154,3.10184,3.443602,3.214535,6.686117,2.128516,1.332134,15.5769,11.7078,8.91859
"2691",107293542,"phosphodiesterase 6C",8,17,10,9,2,12,1,4,8,3,8,3,3,3,2,6,9,6,25,5,5,5,15,9,20,31,8,4,7,4,0,0,0,0.0675152,0.0503433,0.167447,0,0.0138748,0.0216144
"2692",107293543,"contactin 1",10,29,37,10,9,17,7,7,17,0,32,14,18,6,10,11,15,15,34,7,4,34,53,14,40,12,35,1,28,4,0.406319323,0.2472795,0.272917112,0.1818561,0.76592,0.2645368,0.2402568,0.1753663,0.332843995
"2693",107293548,"testis and ovary specific PAZ domain containing 1",16,58,45,48,11,33,3,23,41,19,29,28,8,14,26,9,16,21,40,21,11,19,33,11,31,72,25,3,65,14,0.0068202,0,0,0,0,0,0.0233096,0.0846102,0.395637
"2694",107293553,"parvin alpha",296,486,494,184,135,226,112,173,228,148,407,286,260,161,194,177,161,181,363,188,93,327,939,323,221,272,280,45,271,80,18.496693,18.989857,19.1044427,33.1909,33.23866,26.75777,18.6387,54.5482617,1.692264
"2695",107293555,"corticotropin releasing hormone binding protein",135,229,283,115,56,29,16,40,194,16,188,208,107,39,59,14,41,31,348,36,56,128,440,254,100,188,117,26,75,86,0.0219689,0,0,1.243553,1.780396,0.545224146,0.0119236,0,0
"2696",107293559,"F2R like trypsin receptor 1",1322,2276,3381,978,563,655,380,386,960,296,1118,1743,1131,500,691,555,606,386,1632,602,604,1274,3582,1263,1222,1274,736,238,1006,754,0.479909,0.818675,0.830892,0.81262,0.362975,0.121042,0,0.0346256,0.107848
"2697",107293561,"IQ motif containing GTPase activating protein 2",934,2019,2648,978,513,889,220,718,1413,261,2008,1155,1246,426,476,576,433,441,1953,627,561,1641,3062,2007,1548,1884,1093,166,1397,553,0.450007,0.329448,0.368992,1.59908,3.404098156,1.8304756,0.703121401,0.68273485,0.939716
"2698",107293572,"zinc finger protein, FOG family member 2",5,13,6,2,10,12,4,6,11,4,15,3,7,3,2,5,1,2,9,7,0,9,6,16,14,11,4,2,16,1,2.7900414,2.6525404,2.7694901,5.843805,4.409502,5.20355,1.946215823,9.853385,25.01267219
"2699",107293573,"oxidation resistance 1",437,1288,1283,548,327,1076,120,240,535,229,851,381,451,269,285,206,170,108,794,301,173,833,1060,779,728,911,486,182,1625,291,17.7853491,10.708127,9.60361037,7.724434,8.546916,7.137181,3.759379544,16.35835843,40.92191992
"2700",107293575,"transient receptor potential cation channel subfamily C member 6",12,47,34,13,3,28,1,6,20,11,18,31,8,3,5,5,11,9,24,10,6,11,44,28.96,24,24,4,14,23,25,0.1655885,0.1755635,0.1511487,0.2582425,0.1977524,0.144107,0.124851,0.276014,0.386984
"2701",107293581,"NudC domain containing 2",178,216,251,170,101,222,61,92,181,75,149,211,159,105,111,53,77,49,307,64,112,165,238,201,192,185,95,166,166,81,4.554532,3.072361,3.993185,6.653987,3.718249,3.181688,2.69373,3.87082,21.2356
"2702",107293582,"methionine adenosyltransferase 2B",382,1472,1553,609,305,597,194,687,1060,354,1340,816,1065,341,461,498,250,266,2109,590,829,1376.99,1392,1810,703,816,571,120,948.99,322,28.9286897,28.261754,26.822141,40.717065,34.393865,28.942117,6.713008,9.2738,28.6922
"2703",107293588,"transient receptor potential cation channel subfamily M member 7",71,99,136,42,31,44,28,27,178,18,76,127,75,26,31,25,23,21,67,22,27,69,404,77,84,88,34,51,76,47,7.685142,5.0853203,6.163931,9.158688,6.417188,4.7015954,1.699036749,4.136603189,14.79428
"2704",107293597,"kelch like family member 8",26,164,118,23,27,46,17,22,53,17,54,85,46,15,27,28,20,20,103,46,33,79,159,100,40,52,44,15,53,27,6.108606,4.747889,4.740066,7.775091,5.4720388,4.4720897,0.483267,1.40938,6.55171
"2705",107293599,"AF4/FMR2 family member 1",259.46,305.5,391.29,232.26,219.71,209.25,266.79,266.79,334.79,378.73,513.7,325.38,167.4,265.74,252.14,278.3,298.18,225.99,399.66,314.91,183.09,320.15,933.24,466.62,530.44,195.64,298.18,658.08,462.43,173.67,5.733005,5.601442046,6.137414426,11.99294,17.79771,14.61281,0.91181,6.49454,10.89965889
"2706",107293616,"cullin 3",1859,2283,2324,1536,1154,1601,619,881,1354,833,1477,1456,1187,955,883,723,825,774,1811,870,953,1796,2604,2104,2150,1832,1414,659,1946,1153,20.569933,12.17744,12.463337,18.507109,21.4930943,22.82322154,9.02542,18.2313,45.9477
"2707",107293617,"cartilage associated protein",90,196,157,171,49,182,30,58,256,56,85,300,142,42,54,59,32,56,215,60,130,215,1107,147,112,240,67,38,234,77,36.2013,32.9843,32.8431,47.5065,40.31966,37.49912,6.00565,13.776458,16.07534
"2708",107293619,"elaC ribonuclease Z 2",536,434,583,364,372,312,135,201,278,209,451,443,371,223,226,277,265,350,439,180,244,550,1163,533,726,534,323,119,447,380,6.260591,10.575742,9.61505,22.427475,61.34954,60.950979,1.77014,7.35826,6.29977
"2709",107293635,"spermatogenesis associated, serine rich 2",90,21,39,32,25,66,23,44,34,40,148,48,62,43,60,145,53,21,88,24,43,153,65,26,157,55,27,59,18,47,2.744085,3.418949,3.137805,3.275960096,2.3423907,3.468318003,3.39185,5.26472,14.0896
"2710",107293636,"DnaJ heat shock protein family (Hsp40) member C22",0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,2,0,0.193433,0.0620564,0.108796,0.0507585,0.117184,0.1442919,0,0.0577359,0.0449118
"2711",107293640,"ADP ribosylation factor guanine nucleotide exchange factor 2",1766,586,659,757,542,400,499,622,682,409,660,426,432,469,623,534,606,565,661,501,408,560,884,581,1205,635,913,248,530.99,762,7.456463,6.613897,6.88849,3.91994,8.10636,7.22481,0.9714591,4.34014,7.467696
"2712",107293641,"CSE1 chromosome segregation 1-like (yeast)",1642,996,1573,1095,795,824,260,520,867,377,1039,675,882,536,335,532,508,550,1183,430,451,1214,1874,1305,1602,1370,813,410,1343,736,13.5241248,9.0806254,9.4410039,8.96175,8.62531,7.50413,5.63283,10.75318,13.95545
"2713",107293646,"myosin VIIA and Rab interacting protein",661,256,148,640,308,610,472,825,346,686,332,162,136,324,834,481,563,770,157,401,417,304,113,134,309,212,371,206,789,491,0.845431,0.961686,0.916837,0.791516,0.7032776,0.649029,1.578449,0.804732702,1.6292779
