Pm_pro,Pm_geneid,Pm_description,target_id,cro_vg.un.,cro_vg_1,cro_vg_2,cro_vg_3(surrogate)
XP_015675888.1,107291409,sodium-dependent phosphate transport protein 2A,crovir-protein-13725,1.80715,1.02748,1.01098,1.28187
XP_015675892.1,107291412,AP-2 complex subunit mu,crovir-protein-11012,98.4535,72.0111,77.37,82.61153333
XP_015675897.1,107291416,cytochrome P450 2J2-like,crovir-protein-11015,0,0.018348,0,0.006116
XP_015675899.1,107291418,cytochrome P450 2B4-like,crovir-protein-10801,0,0,0,0
XP_015675901.1,107291420,cytochrome P450 2J5-like,crovir-protein-11016,0,0,0,0
XP_015675902.1,107291421,microsomal glutathione S-transferase 1,crovir-protein-12321,17.2242,11.4692,8.59366,12.42902
XP_015675903.1,107291423,serine-threonine kinase receptor-associated protein,crovir-protein-12323,54.3734,71.0192,86.4353,70.6093
XP_015675908.1,107291427,deoxyribose-phosphate aldolase,crovir-protein-12322,30.9935,30.9398,30.1009,30.67806667
XP_015675909.1,107291428,diphosphoinositol polyphosphate phosphohydrolase 1,crovir-protein-6219,5.01659,5.65972,6.86553,5.84728
XP_015675911.1,107291430,small integral membrane protein 29,crovir-protein-6221,5.50682,4.60524,6.17696,5.429673333
XP_015675915.1,107291432,choline transporter-like protein 1,crovir-protein-15274,1.84434,2.59151,1.94957,2.128473333
XP_015675916.1,107291433,FSD1-like protein,crovir-protein-15272,1.99566,4.83321,5.21025,4.01304
XP_015675917.1,107291434,T-cell acute lymphocytic leukemia protein 2,crovir-protein-15275,0,0,0,0
XP_015675919.1,107291435,trimeric intracellular cation channel type B,crovir-protein-15271,19.9718,16.8108,18.1486,18.3104
XP_015675921.1,107291437,conserved oligomeric Golgi complex subunit 3,crovir-protein-3186,13.4108,13.1121,14.6313,13.71806667
XP_015675923.1,107291440,histone-lysine N-methyltransferase NSD2,crovir-protein-3200,0.24872,0.129651,0.067205,0.148525333
XP_015675924.1,107291441,LOW QUALITY PROTEIN: negative elongation factor A,crovir-protein-3198,8.48825,4.71806,6.09335,6.43322
XP_015675925.1,107291442,neuropeptide-like protein C4orf48 homolog,crovir-protein-3194,0,1.24098,0.457462,0.566147333
XP_015675926.1,107291439,WD repeat-containing protein 25,crovir-protein-7071,0,0.327339,0.792347,0.373228667
XP_015675929.1,107291445,inhibitor of nuclear factor kappa-B kinase subunit alpha,crovir-protein-3188,43.6404,29.786,30.8905,34.7723
XP_015675932.1,107291448,mitochondrial proton/calcium exchanger protein,crovir-protein-3196,7.58799,11.5415,13.8174,10.98229667
XP_015675937.1,107291453,gap junction alpha-4 protein,crovir-protein-664,0.456313,0.144188,0.21301,0.271170333
XP_015675938.1,107291454,gap junction beta-3 protein,crovir-protein-663,4.98629,1.41729,1.43554,2.61304
XP_015675939.1,107291455,"uncharacterized protein LOC107291455, partial",crovir-protein-674,29.7239,8.75189,9.79498,16.09025667
XP_015675943.1,107291460,disks large-associated protein 3,crovir-protein-666,0,0,0,0
XP_015675945.1,107291461,small integral membrane protein 12,crovir-protein-665,203.692,75.3546,82.2093,120.4186333
XP_015675946.1,107291462,leucine-rich repeats and immunoglobulin-like domains protein 2,crovir-protein-6342,0.953025,2.6077,2.61157,2.057431667
XP_015675947.1,107291463,monocarboxylate transporter 1,crovir-protein-6343,14.7004,7.18822,11.0348,10.97447333
XP_015675950.1,107291466,"keratin, type II cytoskeletal 8",crovir-protein-8053,8.3735,4.56114,3.39525,5.443296667
XP_015675951.1,107291468,angio-associated migratory cell protein,crovir-protein-8050,16.5938,13.3515,14.3768,14.77403333
XP_015675952.1,107291469,protein lifeguard 3,crovir-protein-8048,6.09615,0.790779,0.695888,2.527605667
XP_015675954.1,107291467,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2,crovir-protein-14710,11.3393,5.67193,6.25714,7.756123333
XP_015675957.1,107291473,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,crovir-protein-8029,5.2596,3.94476,3.89481,4.36639
XP_015675959.1,107291474,ubiquitin carboxyl-terminal hydrolase 37,crovir-protein-7998,2.70613,4.21748,5.10127,4.008293333
XP_015675960.1,107291475,CCR4-NOT transcription complex subunit 9,crovir-protein-7996,19.5002,16.4688,18.2875,18.0855
XP_015675962.1,107291478,E3 ubiquitin-protein ligase RNF25,crovir-protein-8001,8.01258,8.96289,9.50715,8.82754
XP_015675963.1,107291479,mitochondrial chaperone BCS1,crovir-protein-7992,2.80121,1.49655,2.53938,2.279046667
XP_015675964.1,107291480,protein CNPPD1,crovir-protein-7991,12.4372,9.268,12.9448,11.55
XP_015675965.2,107291477,"elongation factor Ts, mitochondrial",crovir-protein-14713,15.9049,11.2262,11.3756,12.83556667
XP_015675968.2,107291482,cilia- and flagella-associated protein 65,crovir-protein-7977,0.885383,0.599322,0.587341,0.690682
XP_015675971.1,107291485,"keratin, type I cytoskeletal 18",crovir-protein-8047,6.73257,2.0023,2.04434,3.59307
XP_015675972.1,107291486,probable hydrolase PNKD,crovir-protein-8025,0,5.76965,8.64031,4.80332
XP_015675976.2,107291487,E3 ubiquitin-protein ligase MARCH9,crovir-protein-14727,0.299515,0,0.0232174,0.107577467
XP_015675977.1,107291491,reticulophagy regulator 2,crovir-protein-7999,16.5399,11.0371,13.9328,13.8366
XP_015675978.1,107291492,G-protein coupled bile acid receptor 1,crovir-protein-8055,1.62625,0.228996,0.338076,0.731107333
XP_015675980.1,107291496,villin-1,crovir-protein-7995,0.20601,0,0.0159344,0.073981467
XP_015675981.1,107291497,solute carrier family 23 member 3,crovir-protein-7990,0,0.0622998,0.0153692,0.025889667
XP_015675982.1,107291499,indian hedgehog protein,crovir-protein-7979,0,0,0,0
XP_015675984.1,107291501,protein FEV,crovir-protein-7975,0,0.0368553,0,0.0122851
XP_015675996.1,107291509,"UPF0160 protein MYG1, mitochondrial",crovir-protein-14721,12.8902,7.72428,9.45676,10.02374667
XP_015676003.1,107291514,adenylyl cyclase-associated protein 2,crovir-protein-5313,0.166036,0.0173322,0.0384918,0.073953333
XP_015676004.1,107291515,RNA-binding protein 24,crovir-protein-5317,0,0,1.48064,0.493546667
XP_015676010.1,107291520,protein FAM8A1,crovir-protein-5315,48.1729,62.7953,76.7325,62.5669
XP_015676011.1,107291521,"runt-related transcription factor 1, partial",crovir-protein-3680,3.53112,1.41389,1.45756,2.13419
XP_015676012.1,107291522,runt-related transcription factor 1,crovir-protein-3682,4.0684,1.21354,0.957923,2.079954333
XP_015676014.1,107291524,integrin alpha-6,crovir-protein-8299,4.35724,4.6205,5.25721,4.744983333
XP_015676018.1,107291526,"pyruvate dehydrogenase (acetyl-transferring) kinase isozyme 1, mitochondrial",crovir-protein-8298,4.52261,9.99565,10.007,8.175086667
XP_015676019.1,107291527,coiled-coil domain-containing protein 148,crovir-protein-8199,0,0.0736628,0,0.024554267
XP_015676021.1,107291529,netrin receptor UNC5A,crovir-protein-13754,0.150426,0.0156951,0.0464804,0.070867167
XP_015676026.2,107291532,hexokinase-3-like,crovir-protein-13750,13.4227,9.84583,9.81544,11.02799
XP_015676027.1,107291533,large neutral amino acids transporter small subunit 3,crovir-protein-7909,36.4261,57.9685,61.1959,51.8635
XP_015676029.1,107291506,GREB1-like protein,crovir-protein-5177,0,0.289823,0.248872,0.179565
XP_015676038.1,107291541,palmitoyltransferase ZDHHC5,crovir-protein-7897,5.93946,11.0845,10.2699,9.097953333
XP_015676040.1,107291540,cyclin-dependent kinase 4,crovir-protein-14726,33.326,11.3609,15.1721,19.953
XP_015676042.1,107291545,myoD family inhibitor,crovir-protein-6229,2.54752,0.0905646,0.533634,1.057239533
XP_015676044.1,107291547,transcription factor EB,crovir-protein-6249,1.54886,0.864752,0.99955,1.137720667
XP_015676045.1,107291548,gastricsin-like,crovir-protein-6243,1.556,0,0,0.518666667
XP_015676046.1,107291549,nebulin-related-anchoring protein,crovir-protein-10487,0.085508,0.00890395,0.0263814,0.04026445
XP_015676047.1,107291550,caspase-7,crovir-protein-10488,3.49863,4.36502,5.46773,4.443793333
XP_015676055.1,107291554,DNA cross-link repair 1A protein,crovir-protein-10486,2.79022,3.27406,3.30768,3.123986667
XP_015676057.1,107291556,XK-related protein 2,crovir-protein-172,8.84288,7.21571,6.70834,7.588976667
XP_015676063.1,107291560,xaa-Pro aminopeptidase 2,crovir-protein-160,0,0.0299972,0.0665584,0.0321852
XP_015676064.1,107291561,tenomodulin,crovir-protein-187,0,0.990485,1.00035,0.663611667
XP_015676065.1,107291562,synaptotagmin-like protein 4,crovir-protein-178,6.32626,7.37133,4.58574,6.094443333
XP_015676066.1,107291563,dystrophin-related protein 2,crovir-protein-183,0,0,0.0161201,0.005373367
XP_015676069.1,107291567,ras-related protein Rab-33A,crovir-protein-156,52.2734,25.2038,25.6289,34.3687
XP_015676070.1,107291568,"methionine--tRNA ligase, mitochondrial",crovir-protein-155,3.75003,2.40333,2.27137,2.808243333
XP_015676071.1,107291565,transmembrane protein 106C,crovir-protein-14720,44.2401,27.0414,26.3337,32.5384
XP_015676072.1,107291569,"apoptosis-inducing factor 1, mitochondrial",crovir-protein-170,74.1715,49.4971,51.8545,58.5077
XP_015676073.1,107291570,palmitoyltransferase ZDHHC9,crovir-protein-169,19.0906,6.61383,8.06268,11.25570333
XP_015676075.2,107291572,"protocadherin-19, partial",crovir-protein-188,0.410212,0,0.126913,0.179041667
XP_015676076.1,107291573,tetraspanin-6,crovir-protein-177,46.4539,34.8904,33.7093,38.3512
XP_015676078.1,107291575,tRNA wybutosine-synthesizing protein 2 homolog,crovir-protein-173,1.28959,1.13099,1.33692,1.2525
XP_015676080.1,107291576,cleavage stimulation factor subunit 2,crovir-protein-182,19.394,8.25951,9.72965,12.46105333
XP_015676081.1,107291577,LOW QUALITY PROTEIN: NADPH oxidase 1,crovir-protein-176,1.23477,0.491023,0.516228,0.747340333
XP_015676082.1,107291578,transmembrane protein 35A,crovir-protein-185,0,0,0,0
XP_015676084.1,107291580,transcription initiation factor TFIID subunit 7-like,crovir-protein-175,19.6637,19.1126,21.61,20.12876667
XP_015676090.2,107291584,alpha-galactosidase A,crovir-protein-163,13.45,9.42955,9.31511,10.73155333
XP_015676091.1,107291585,peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,crovir-protein-165,11.4474,8.20385,8.1223,9.25785
XP_015676092.1,107291586,brain mitochondrial carrier protein 1,crovir-protein-161,5.41073,6.90527,8.43548,6.91716
XP_015676093.1,107291587,"RNA-binding motif protein, X-linked 2",crovir-protein-158,9.23037,9.87368,12.3394,10.48115
XP_015676094.1,107291590,BCL-6 corepressor-like protein 1,crovir-protein-159,2.41004,1.15707,1.62627,1.731126667
XP_015676097.1,107291589,vitamin D3 receptor,crovir-protein-14722,8.30105,11.2552,13.8018,11.11935
XP_015676098.1,107291593,mitogen-activated protein kinase kinase kinase 21,crovir-protein-9370,4.2174,3.65889,2.98236,3.61955
XP_015676099.1,107291594,potassium channel subfamily K member 1,crovir-protein-9371,43.3568,37.5827,49.6681,43.53586667
XP_015676105.1,107291602,RAB6A-GEF complex partner protein 1,crovir-protein-15402,5.97564,12.2518,12.6088,10.27874667
XP_015676106.1,107291603,tyrosine-protein kinase JAK2,crovir-protein-15405,0,0.48378,0.380574,0.288118
XP_015676107.1,107291604,hsp90 co-chaperone Cdc37-like 1,crovir-protein-15399,1.82424,2.6711,3.68816,2.727833333
XP_015676108.1,107291601,cysteine/serine-rich nuclear protein 2,crovir-protein-14714,4.69505,4.29981,4.6829,4.559253333
XP_015676109.1,107291605,spermatogenesis associated 6-like protein,crovir-protein-15397,2.25598,2.51851,2.69777,2.490753333
XP_015676110.1,107291606,excitatory amino acid transporter 3,crovir-protein-15400,31.8932,38.9288,43.1561,37.9927
XP_015676111.2,107291607,uncharacterized protein KIAA2026 homolog,crovir-protein-15389,1.33642,2.52434,2.9262,2.26232
XP_015676118.1,107291613,RNA 3\'-terminal phosphate cyclase-like protein,crovir-protein-15403,15.8964,16.684,20.4344,17.6716
XP_015676120.1,107291612,LETM1 domain-containing protein 1,crovir-protein-14718,5.4219,9.56344,11.1689,8.71808
XP_015676122.1,107291616,kelch-like protein 2,crovir-protein-9751,2.41976,4.71524,3.59129,3.57543
XP_015676123.1,107291617,transmembrane protein 192,crovir-protein-9752,9.69276,8.18504,6.97558,8.28446
XP_015676124.1,107291618,cysteine protease ATG4D,crovir-protein-15015,23.987,30.9643,34.2724,29.74123333
XP_015676125.1,107291619,protein KRI1 homolog,crovir-protein-15018,7.44585,8.26798,9.88687,8.533566667
XP_015676126.1,107291620,cyclin-dependent kinase 4 inhibitor D,crovir-protein-15017,0,0.169307,0.187855,0.119054
XP_015676129.1,107291623,acyl-CoA (8-3)-desaturase,crovir-protein-9215,0.876629,0.520573,0.407649,0.601617
XP_015676131.1,107291622,advillin,crovir-protein-14709,0,0,0,0
XP_015676138.1,107291632,MAP/microtubule affinity-regulating kinase 4,crovir-protein-1245,10.2577,7.43582,8.32073,8.671416667
XP_015676142.1,107291600,N-acetyltransferase ESCO1,crovir-protein-5175,3.44652,8.94459,9.2342,7.208436667
XP_015676143.1,107291633,tRNA (guanine-N(7)-)-methyltransferase,crovir-protein-14711,6.25316,7.91345,9.11219,7.7596
XP_015676144.1,107291637,4F2 cell-surface antigen heavy chain-like,crovir-protein-1247,0,0.053288,0.11804,0.057109333
XP_015676145.1,107291638,LOW QUALITY PROTEIN: vasodilator-stimulated phosphoprotein,crovir-protein-1249,36.3434,12.8214,12.5809,20.5819
XP_015676147.1,107291640,kelch-like protein 17,crovir-protein-1254,2.33758,4.55723,5.43921,4.11134
XP_015676149.1,107291642,acid phosphatase type 7,crovir-protein-1272,18.0658,15.9535,19.965,17.99476667
XP_015676150.1,107291643,uncharacterized protein LOC107291643,crovir-protein-1277,0,0,0,0
XP_015676151.1,107291645,leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein,crovir-protein-1269,2.84418,0.854593,1.07353,1.590767667
XP_015676154.1,107291644,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",crovir-protein-14712,0,0,0,0
XP_015676156.1,107291649,transmembrane protein 229B-like,crovir-protein-1276,0,0.0497376,0.110203,0.053313533
XP_015676157.1,107291650,neuroglobin-like,crovir-protein-1271,6.13916,4.50924,4.24959,4.965996667
XP_015676158.1,107291651,general transcription and DNA repair factor IIH helicase subunit XPD,crovir-protein-1256,52.0516,33.0666,32.4093,39.17583333
XP_015676162.1,107291655,optic atrophy 3 protein,crovir-protein-1258,20.5463,6.51875,10.0787,12.38125
XP_015676169.1,107291661,protein Smaug homolog 2,crovir-protein-11954,10.6444,7.59508,8.49216,8.910546667
XP_015676170.1,107291662,RNA polymerase II-associated factor 1 homolog,crovir-protein-1278,18.4059,22.0043,27.0212,22.47713333
XP_015676172.1,107291664,synaptic functional regulator FMR1,crovir-protein-247,15.6469,18.7677,22.4796,18.96473333
XP_015676173.1,107291666,iduronate 2-sulfatase,crovir-protein-255,8.53254,2.00829,2.968,4.502943333
XP_015676174.1,107291667,AF4/FMR2 family member 2,crovir-protein-251,0.770998,2.7676,2.47782,2.005472667
XP_015676176.1,107291665,aladin,crovir-protein-14719,10.0416,5.03466,5.15852,6.744926667
XP_015676178.1,107291670,monocarboxylate transporter 2,crovir-protein-13344,7.47593,12.9344,11.0379,10.48274333
XP_015676180.1,107291672,protein transport protein Sec61 subunit beta,crovir-protein-2322,335.944,254.901,276.628,289.1576667
XP_015676181.1,107291673,"alpha-1,3/1,6-mannosyltransferase ALG2",crovir-protein-2321,71.6768,80.4912,86.67,79.61266667
XP_015676185.1,107291678,FERM domain-containing protein 6,crovir-protein-6890,0.193871,0.506379,0.389773,0.363341
XP_015676186.1,107291679,cell division cycle 5-like protein,crovir-protein-8562,16.4866,27.748,29.2116,24.48206667
XP_015676187.1,107291680,"LOW QUALITY PROTEIN: methylmalonyl-CoA mutase, mitochondrial",crovir-protein-8561,5.98691,12.4538,14.8774,11.10603667
XP_015676188.1,107291681,cytochrome P450 2K1-like,crovir-protein-10027,0,0.183351,0.101591,0.094980667
XP_015676195.1,107291685,wnt inhibitory factor 1,crovir-protein-11847,0,0,0.167328,0.055776
XP_015676200.2,107291690,zinc finger protein 407,crovir-protein-5251,0.471746,0.589634,0.691483,0.584287667
XP_015676201.1,107291691,divergent protein kinase domain 1C,crovir-protein-5258,0.175049,0.170005,0.185541,0.176865
XP_015676210.1,107291696,leucine-rich repeat-containing protein 15-like,crovir-protein-17340,1.94957,0,0.151213,0.700261
XP_015676212.1,107291698,xyloside xylosyltransferase 1,crovir-protein-17334,54.6503,21.655,23.324,33.20976667
XP_015676214.1,107291700,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like",crovir-protein-17336,148.284,41.0729,50.5704,79.97576667
XP_015676215.1,107291701,transcription factor HES-1,crovir-protein-16509,8.32636,0.64356,0.567157,3.179025667
XP_015676219.1,107291703,methionine-R-sulfoxide reductase B3,crovir-protein-11849,2.39074,3.1219,1.65712,2.38992
XP_015676221.1,107291708,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",crovir-protein-17330,180.649,80.3053,95.3506,118.7683
XP_015676223.1,107291710,melanophilin,crovir-protein-8563,0,0.150042,0.221826,0.123956
XP_015676225.2,107291712,sperm-tail PG-rich repeat-containing protein 2,crovir-protein-4361,0,0,0,0
XP_015676227.1,107291715,homeobox protein BarH-like 2,crovir-protein-12963,12.1937,5.95077,9.68338,9.27595
XP_015676230.1,107291714,SLIT-ROBO Rho GTPase-activating protein 1,crovir-protein-11836,0.15224,0.127082,0.0588035,0.1127085
XP_015676232.1,107291717,LOW QUALITY PROTEIN: nuclear factor related to kappa-B-binding protein-like,crovir-protein-12964,4.70964,5.99205,6.64659,5.78276
XP_015676233.1,107291718,PR domain zinc finger protein 10,crovir-protein-12966,1.59462,1.36105,2.19458,1.71675
XP_015676237.1,107291722,"fructose-1,6-bisphosphatase 1",crovir-protein-15488,94.7437,56.8102,63.7754,71.77643333
XP_015676238.1,107291724,aminopeptidase O,crovir-protein-15490,0.465868,0.245418,0.253772,0.321686
XP_015676240.1,107291726,endophilin-A1,crovir-protein-15364,0,0,0,0
XP_015676241.1,107291723,60S ribosomal protein L18a isoform X1,crovir-protein-16378,1699.62,686.932,845.064,1077.205333
