Orthogroup	H_sapiens.pep	A_carolinensis.pep
OG0004701	ENSG00000181649.8, ENSG00000274538.2	ENSACAG00000000075.2, ENSACAG00000000076.2
OG0004702	ENSG00000141564.15	ENSACAG00000027778.2, ENSACAG00000015535.3
OG0004703	ENSG00000288141.1, ENSG00000214026.11	ENSACAG00000009700.2
OG0004704	ENSG00000141519.15	ENSACAG00000015957.2
OG0004705	ENSG00000171302.17	ENSACAG00000016215.2
OG0004706	ENSG00000183077.15	ENSACAG00000016716.2
OG0004708	ENSG00000206013.2	ENSACAG00000017472.2
OG0004709	ENSG00000142082.15	ENSACAG00000017510.3
OG0004710	ENSG00000158234.12	ENSACAG00000009679.3
OG0004711	ENSG00000173200.13	ENSACAG00000009741.3
OG0004712	ENSG00000065534.18	ENSACAG00000010640.3
OG0004713	ENSG00000155052.14	ENSACAG00000006032.3
OG0004714	ENSG00000018280.17	ENSACAG00000001716.3
OG0004715	ENSG00000129667.12	ENSACAG00000008383.3
OG0004716	ENSG00000167799.10	ENSACAG00000028442.1
OG0004717	ENSG00000176170.13	ENSACAG00000008270.3
OG0004718	ENSG00000167797.7	ENSACAG00000010133.2
OG0004719	ENSG00000166889.14	ENSACAG00000006607.2
OG0004720	ENSG00000186660.15, ENSG00000255073.8	ENSACAG00000006811.3
OG0004721	ENSG00000161533.12	ENSACAG00000007694.3
OG0004722	ENSG00000267426.5, ENSG00000188878.19	ENSACAG00000007621.3
OG0004723	ENSG00000108469.15	ENSACAG00000006875.3
OG0004724	ENSG00000177728.17	ENSACAG00000006582.3
OG0004725	ENSG00000172613.8	ENSACAG00000008066.3
OG0004726	ENSG00000125450.11	ENSACAG00000006230.3
OG0004727	ENSG00000125449.7	ENSACAG00000006197.3
OG0004728	ENSG00000183034.13	ENSACAG00000005863.3
OG0004729	ENSG00000108829.10	ENSACAG00000005254.3
OG0004730	ENSG00000109919.10, ENSG00000285121.2	ENSACAG00000009555.3
OG0004731	ENSG00000108846.16	ENSACAG00000001396.3
OG0004732	ENSG00000154945.7	ENSACAG00000001562.3
OG0004733	ENSG00000011260.14	ENSACAG00000002427.3
OG0004734	ENSG00000176155.19	ENSACAG00000002600.2
OG0004735	ENSG00000169718.18	ENSACAG00000009945.2
OG0004736	ENSG00000169683.8	ENSACAG00000010215.2
OG0004737	ENSG00000185813.10	ENSACAG00000010492.2
OG0004738	ENSG00000183684.8	ENSACAG00000010526.2
OG0004739	ENSG00000168269.10	ENSACAG00000015950.1
OG0004740	ENSG00000113302.5	ENSACAG00000015836.3
OG0004741	ENSG00000078018.20	ENSACAG00000010914.3
OG0004742	ENSG00000144406.19	ENSACAG00000010788.3
OG0004743	ENSG00000169247.13	ENSACAG00000015429.3
OG0004744	ENSG00000119760.16	ENSACAG00000009730.3
OG0004745	ENSG00000170606.15	ENSACAG00000013092.3
OG0004746	ENSG00000132329.11	ENSACAG00000015937.3
OG0004747	ENSG00000072364.13	ENSACAG00000022605.2
OG0004748	ENSG00000217128.12	ENSACAG00000012175.3
OG0004749	ENSG00000158987.21, ENSG00000273217.1	ENSACAG00000011619.3
OG0004750	ENSG00000144339.12	ENSACAG00000006747.3
OG0004751	ENSG00000115415.19	ENSACAG00000005909.3
OG0004752	ENSG00000144481.17	ENSACAG00000010093.2
OG0004753	ENSG00000120149.9	ENSACAG00000015018.3
OG0004754	ENSG00000173163.10	ENSACAG00000005706.3
OG0004755	ENSG00000008196.13	ENSACAG00000005251.3
OG0004756	ENSG00000197043.14	ENSACAG00000010216.3
OG0004757	ENSG00000281289.2, ENSG00000160285.15	ENSACAG00000004914.3
OG0004759	ENSG00000164591.13	ENSACAG00000014811.3
OG0004760	ENSG00000164587.13	ENSACAG00000015004.3
OG0004761	ENSG00000119844.15	ENSACAG00000001654.3
OG0004762	ENSG00000197223.11	ENSACAG00000001337.2
OG0004763	ENSG00000115946.8	ENSACAG00000001218.3
OG0004764	ENSG00000169621.10	ENSACAG00000000856.3
OG0004765	ENSG00000284400.2, ENSG00000197226.12	ENSACAG00000016000.3
OG0004766	ENSG00000125870.11	ENSACAG00000000582.3
OG0004767	ENSG00000286235.1, ENSG00000125885.13	ENSACAG00000000664.2
OG0004768	ENSG00000120705.13	ENSACAG00000015818.3
OG0004769	ENSG00000031003.10	ENSACAG00000028138.2
OG0004770	ENSG00000131979.19	ENSACAG00000004252.2
OG0004771	ENSG00000180398.13	ENSACAG00000004264.2
OG0004772	ENSG00000177683.14	ENSACAG00000001543.3
OG0004773	ENSG00000128590.5	ENSACAG00000001564.3
OG0004774	ENSG00000125872.8	ENSACAG00000003314.3
OG0004775	ENSG00000139826.6	ENSACAG00000014564.2
OG0004776	ENSG00000102524.11	ENSACAG00000014510.3
OG0004777	ENSG00000145912.8	ENSACAG00000006692.3
OG0004778	ENSG00000187492.9	ENSACAG00000007315.3
OG0004779	ENSG00000173540.13	ENSACAG00000007523.2
OG0004780	ENSG00000001561.7	ENSACAG00000013087.3
OG0004781	ENSG00000233276.5	ENSACAG00000008293.3
OG0004782	ENSG00000183763.9	ENSACAG00000008316.2
OG0004783	ENSG00000146085.8	ENSACAG00000012754.3
OG0004784	ENSG00000145041.15	ENSACAG00000007692.3
OG0004785	ENSG00000162976.13	ENSACAG00000029326.1
OG0004786	ENSG00000114767.7	ENSACAG00000011490.3
OG0004787	ENSG00000151694.14	ENSACAG00000001356.2
OG0004788	ENSG00000114786.16, ENSG00000243989.9	ENSACAG00000011945.3
OG0004789	ENSG00000119185.12	ENSACAG00000001993.3
OG0004790	ENSG00000163939.18	ENSACAG00000007132.3
OG0004791	ENSG00000163938.17	ENSACAG00000007357.3
OG0004792	ENSG00000114904.13	ENSACAG00000007481.3
OG0004793	ENSG00000155189.12, ENSG00000284980.2	ENSACAG00000009071.3
OG0004794	ENSG00000188312.14	ENSACAG00000009087.3
OG0004795	ENSG00000283239.1, ENSG00000182372.10, ENSG00000278220.2	ENSACAG00000005195.3
OG0004796	ENSG00000147364.16	ENSACAG00000005286.2
OG0004797	ENSG00000035115.22	ENSACAG00000005356.3
OG0004798	ENSG00000281020.2	ENSACAG00000005431.3
OG0004799	ENSG00000115705.22, ENSG00000277603.4	ENSACAG00000005443.3
OG0004800	ENSG00000186487.19	ENSACAG00000005667.3
OG0004801	ENSG00000154743.18	ENSACAG00000013345.3
OG0004802	ENSG00000274891.3, ENSG00000171853.16	ENSACAG00000005867.3
OG0004803	ENSG00000280830.1, ENSG00000182551.14	ENSACAG00000005935.2
OG0004804	ENSG00000112210.12	ENSACAG00000006656.2
OG0004806	ENSG00000088726.16	ENSACAG00000029582.1
OG0004807	ENSG00000082293.13	ENSACAG00000008255.2
OG0004808	ENSG00000113812.14	ENSACAG00000011744.3
OG0004809	ENSG00000112237.13	ENSACAG00000010351.3
OG0004810	ENSG00000132423.12	ENSACAG00000010498.2
OG0004811	ENSG00000123545.6	ENSACAG00000002121.3
OG0004813	ENSG00000111880.16	ENSACAG00000014716.3
OG0004814	ENSG00000213672.8	ENSACAG00000001733.3
OG0004815	ENSG00000225697.13	ENSACAG00000000977.3
OG0004816	ENSG00000135317.13	ENSACAG00000015278.3
OG0004817	ENSG00000111907.21	ENSACAG00000001702.3
OG0004818	ENSG00000075785.13	ENSACAG00000005993.3
OG0004819	ENSG00000178425.14	ENSACAG00000012457.3
OG0004820	ENSG00000112769.20	ENSACAG00000027915.2, ENSACAG00000011870.3
OG0004821	ENSG00000112297.16	ENSACAG00000005581.2, ENSACAG00000023736.1
OG0004822	ENSG00000114544.16	ENSACAG00000013923.2
OG0004823	ENSG00000163885.12	ENSACAG00000013872.3
OG0004824	ENSG00000112320.12	ENSACAG00000005784.3
OG0004825	ENSG00000135537.17	ENSACAG00000006011.3
OG0004826	ENSG00000185250.16	ENSACAG00000006233.3
OG0004827	ENSG00000154783.12	ENSACAG00000011946.3, ENSACAG00000023480.2
OG0004828	ENSG00000173214.7	ENSACAG00000011435.2
OG0004829	ENSG00000009413.16	ENSACAG00000011456.3
OG0004830	ENSG00000056972.20	ENSACAG00000011569.2
OG0004831	ENSG00000163788.14	ENSACAG00000015044.3
OG0004832	ENSG00000121440.15	ENSACAG00000014911.2
OG0004833	ENSG00000187118.14	ENSACAG00000014240.3
OG0004834	ENSG00000135315.12	ENSACAG00000003932.3
OG0004835	ENSG00000065615.14	ENSACAG00000003963.3
OG0004836	ENSG00000013392.8	ENSACAG00000017287.2
OG0004837	ENSG00000013375.16	ENSACAG00000017288.3
OG0004838	ENSG00000144749.13	ENSACAG00000002482.3
OG0004839	ENSG00000283068.2, ENSG00000005700.15	ENSACAG00000017326.3
OG0004840	ENSG00000163689.20	ENSACAG00000011335.3
OG0004841	ENSG00000198643.7	ENSACAG00000011383.3
OG0004842	ENSG00000168309.18	ENSACAG00000011413.3
OG0004843	ENSG00000168291.13	ENSACAG00000011676.3
OG0004844	ENSG00000168297.16	ENSACAG00000011721.2
OG0004845	ENSG00000135338.14	ENSACAG00000004563.3
OG0004846	ENSG00000172053.18	ENSACAG00000012645.3
OG0004847	ENSG00000172046.19	ENSACAG00000013261.3
OG0004848	ENSG00000001036.14	ENSACAG00000008062.3
OG0004849	ENSG00000118507.17	ENSACAG00000001820.3
OG0004850	ENSG00000172037.14	ENSACAG00000013350.3
OG0004851	ENSG00000071889.16	ENSACAG00000004999.3
OG0004852	ENSG00000223638.3, ENSG00000229292.1, ENSG00000128253.15, ENSG00000128250.5, ENSG00000128276.10	ENSACAG00000025926.2
OG0004853	ENSG00000184083.12	ENSACAG00000012139.2
OG0004854	ENSG00000111796.4	ENSACAG00000011649.3
OG0004855	ENSG00000164674.15	ENSACAG00000004780.3
OG0004856	ENSG00000272047.3	ENSACAG00000004909.3
OG0004857	ENSG00000224200.2, ENSG00000223666.2, ENSG00000204315.4, ENSG00000230907.2	ENSACAG00000025499.1
OG0004858	ENSG00000054267.22	ENSACAG00000001289.3
OG0004859	ENSG00000135749.19	ENSACAG00000000765.3
OG0004860	ENSG00000135801.9	ENSACAG00000001237.2
OG0004861	ENSG00000143643.13	ENSACAG00000002115.3
OG0004862	ENSG00000285733.1, ENSG00000184465.16	ENSACAG00000002799.3
OG0004863	ENSG00000130396.20	ENSACAG00000008269.3
OG0004864	ENSG00000120440.15	ENSACAG00000027036.2
OG0004865	ENSG00000213066.13	ENSACAG00000010465.3
OG0004866	ENSG00000198818.10	ENSACAG00000029203.1
OG0004867	ENSG00000153006.16	ENSACAG00000015621.3
OG0004868	ENSG00000124571.18	ENSACAG00000009808.3
OG0004869	ENSG00000055332.18	ENSACAG00000008379.3
OG0004870	ENSG00000162959.13	ENSACAG00000000666.3
OG0004871	ENSG00000153207.15	ENSACAG00000000397.3
OG0004872	ENSG00000024048.10	ENSACAG00000000759.3
OG0004873	ENSG00000048544.6	ENSACAG00000001234.3
OG0004874	ENSG00000281230.3, ENSG00000082497.12	ENSACAG00000001441.2
OG0004875	ENSG00000280680.3, ENSG00000054392.13	ENSACAG00000028564.1, ENSACAG00000001446.3
OG0004876	ENSG00000136643.12	ENSACAG00000006181.3
OG0004877	ENSG00000143499.14	ENSACAG00000006117.3
OG0004878	ENSG00000092978.11	ENSACAG00000014945.3
OG0004879	ENSG00000118873.16	ENSACAG00000001769.3
OG0004881	ENSG00000162949.16	ENSACAG00000007376.3
OG0004882	ENSG00000143776.18	ENSACAG00000006624.3
OG0004883	ENSG00000143742.13	ENSACAG00000005788.3
OG0004884	ENSG00000143753.13	ENSACAG00000005458.3
OG0004885	ENSG00000141543.12	ENSACAG00000014384.3
OG0004886	ENSG00000101004.15	ENSACAG00000014297.3
OG0004887	ENSG00000115239.23	ENSACAG00000012429.3
OG0004985	ENSG00000165650.12	ENSACAG00000010324.3
OG0004986	ENSG00000135632.12	ENSACAG00000000683.2
OG0004987	ENSG00000168014.16	ENSACAG00000009457.3, ENSACAG00000024617.2
OG0004988	ENSG00000135617.4	ENSACAG00000000676.3
OG0004989	ENSG00000128652.11	ENSACAG00000017904.2
OG0004990	ENSG00000170166.6	ENSACAG00000017905.2
OG0004991	ENSG00000160584.16	ENSACAG00000001502.3
OG0004992	ENSG00000116731.22	ENSACAG00000010749.3
OG0004993	ENSG00000157600.12	ENSACAG00000012888.3, ENSACAG00000022568.1
OG0004994	ENSG00000182645.6	ENSACAG00000025174.1, ENSACAG00000009856.2
OG0004995	ENSG00000182224.12	ENSACAG00000004459.2
OG0004996	ENSG00000183011.13	ENSACAG00000004477.2
OG0004997	ENSG00000109917.11	ENSACAG00000001726.2
OG0004998	ENSG00000151553.15	ENSACAG00000009309.3
OG0004999	ENSG00000137656.12	ENSACAG00000001884.3
OG0005000	ENSG00000141258.13	ENSACAG00000011801.3
OG0005001	ENSG00000088682.14	ENSACAG00000014031.2
OG0005002	ENSG00000119522.16	ENSACAG00000017005.2
OG0005003	ENSG00000109625.19	ENSACAG00000025987.2, ENSACAG00000012204.3
OG0005004	ENSG00000162706.13	ENSACAG00000014870.3
OG0005005	ENSG00000158321.18	ENSACAG00000008635.2
OG0005006	ENSG00000001497.16	ENSACAG00000013567.2
OG0005007	ENSG00000102934.10	ENSACAG00000006772.3
OG0005008	ENSG00000151150.22	ENSACAG00000000230.3
OG0005009	ENSG00000139926.15	ENSACAG00000017890.3, ENSACAG00000024280.2
OG0005010	ENSG00000164743.5	ENSACAG00000013684.2
OG0005011	ENSG00000099910.17	ENSACAG00000013691.3, ENSACAG00000010847.3
OG0005012	ENSG00000087302.9	ENSACAG00000017886.3
OG0005013	ENSG00000172775.17	ENSACAG00000006643.3
OG0005014	ENSG00000170961.7	ENSACAG00000009367.3, ENSACAG00000024213.1
OG0005015	ENSG00000239264.9	ENSACAG00000003016.3
OG0005016	ENSG00000173548.8	ENSACAG00000004078.2
OG0005017	ENSG00000124802.12, ENSG00000265818.1	ENSACAG00000003104.3
OG0005018	ENSG00000135972.9	ENSACAG00000011232.3
OG0005019	ENSG00000011677.13	ENSACAG00000013798.3
OG0005021	ENSG00000140391.15	ENSACAG00000011566.3
OG0005022	ENSG00000115607.9	ENSACAG00000007382.3
OG0005023	ENSG00000087299.12	ENSACAG00000001723.2
OG0005024	ENSG00000172765.17	ENSACAG00000014065.3
OG0005025	ENSG00000130032.16	ENSACAG00000014130.3
OG0005026	ENSG00000095951.17	ENSACAG00000008494.3
OG0005027	ENSG00000140386.13	ENSACAG00000011770.3
OG0005028	ENSG00000107771.17	ENSACAG00000001956.3
OG0005029	ENSG00000198088.10, ENSG00000213024.11	ENSACAG00000014162.3
OG0005030	ENSG00000115590.14	ENSACAG00000007477.2
OG0005031	ENSG00000163914.5	ENSACAG00000016065.2, ENSACAG00000014258.1
OG0005032	ENSG00000197121.15	ENSACAG00000013805.2
OG0005033	ENSG00000115423.19	ENSACAG00000000566.3
OG0005034	ENSG00000165516.11	ENSACAG00000001109.3
OG0005035	ENSG00000162066.15	ENSACAG00000001708.3
OG0005036	ENSG00000131931.8	ENSACAG00000005705.2
OG0005037	ENSG00000176407.18	ENSACAG00000005906.3
OG0005038	ENSG00000168522.13	ENSACAG00000005961.3
OG0005039	ENSG00000134070.5	ENSACAG00000014931.3
OG0005040	ENSG00000168078.10	ENSACAG00000016068.3
OG0005041	ENSG00000172530.20	ENSACAG00000013493.3
OG0005042	ENSG00000130940.15	ENSACAG00000011787.3
OG0005043	ENSG00000222046.2	ENSACAG00000004581.3
OG0005044	ENSG00000113360.16	ENSACAG00000007970.3
OG0005045	ENSG00000160049.12	ENSACAG00000011913.3
OG0005046	ENSG00000142657.21	ENSACAG00000022463.1
OG0005047	ENSG00000054523.17	ENSACAG00000011994.3
OG0005048	ENSG00000185787.15	ENSACAG00000014214.3
OG0005049	ENSG00000160691.18	ENSACAG00000015799.3
OG0005050	ENSG00000140830.9	ENSACAG00000011887.2
OG0005051	ENSG00000104131.13	ENSACAG00000013759.3
OG0005052	ENSG00000198546.15	ENSACAG00000023439.2, ENSACAG00000015979.3
OG0005053	ENSG00000093144.19	ENSACAG00000010436.2
OG0005054	ENSG00000108561.8	ENSACAG00000007147.3
OG0005055	ENSG00000119535.17	ENSACAG00000001059.3
OG0005056	ENSG00000116885.18	ENSACAG00000001106.3
OG0005057	ENSG00000196182.10	ENSACAG00000001240.2
OG0005058	ENSG00000176182.6	ENSACAG00000022477.2
OG0005059	ENSG00000130311.11	ENSACAG00000017369.2
OG0005060	ENSG00000136003.15	ENSACAG00000001172.2
OG0005061	ENSG00000131779.11	ENSACAG00000014389.3
OG0005062	ENSG00000101017.14	ENSACAG00000011550.2
OG0005063	ENSG00000198855.7	ENSACAG00000001379.2
OG0005064	ENSG00000106066.15	ENSACAG00000007086.3
OG0005065	ENSG00000146592.17	ENSACAG00000007144.3
OG0005066	ENSG00000106052.13	ENSACAG00000007204.3
OG0005067	ENSG00000163812.15	ENSACAG00000004129.2
OG0005068	ENSG00000285245.1, ENSG00000160271.16	ENSACAG00000016173.3
OG0005069	ENSG00000106038.13	ENSACAG00000007272.3
OG0005070	ENSG00000005073.6	ENSACAG00000010304.3
OG0005071	ENSG00000111269.3	ENSACAG00000004363.3
OG0005072	ENSG00000105997.22	ENSACAG00000010401.3
OG0005073	ENSG00000170011.14	ENSACAG00000004434.3
OG0005074	ENSG00000123575.9	ENSACAG00000003239.3
OG0005075	ENSG00000136940.14	ENSACAG00000012212.3
OG0005076	ENSG00000043514.17	ENSACAG00000002280.3
OG0005077	ENSG00000137819.14	ENSACAG00000005016.3
OG0005078	ENSG00000171490.13	ENSACAG00000029687.1
OG0005079	ENSG00000092470.12	ENSACAG00000004994.3, ENSACAG00000015499.2
OG0005080	ENSG00000042445.14	ENSACAG00000011330.2
OG0005081	ENSG00000144868.13	ENSACAG00000004468.3
OG0005082	ENSG00000185513.16, ENSG00000288000.1	ENSACAG00000002143.3
OG0005083	ENSG00000152291.14	ENSACAG00000024591.1, ENSACAG00000026400.1
OG0005084	ENSG00000242802.9	ENSACAG00000017557.3
OG0005085	ENSG00000135506.16	ENSACAG00000007233.3
OG0005086	ENSG00000162298.18	ENSACAG00000010060.3
OG0005087	ENSG00000101052.13	ENSACAG00000002461.3
OG0005088	ENSG00000042493.16	ENSACAG00000011605.3
OG0005089	ENSG00000157954.15	ENSACAG00000014501.3
OG0005090	ENSG00000103591.13	ENSACAG00000010006.3
OG0005091	ENSG00000164638.10	ENSACAG00000014620.3
OG0005092	ENSG00000158545.15	ENSACAG00000006544.3
OG0005093	ENSG00000051523.11	ENSACAG00000006600.2
OG0005094	ENSG00000106633.17	ENSACAG00000011822.2
OG0005095	ENSG00000166292.12	ENSACAG00000002609.2
OG0005096	ENSG00000033800.13	ENSACAG00000010183.2
OG0005097	ENSG00000168653.11	ENSACAG00000003412.2
OG0005098	ENSG00000105197.11	ENSACAG00000000693.2
OG0005099	ENSG00000196235.14	ENSACAG00000000375.3
OG0005100	ENSG00000103335.22	ENSACAG00000006792.2, ENSACAG00000006119.3
OG0005101	ENSG00000154162.15	ENSACAG00000016017.3
OG0005102	ENSG00000122515.15	ENSACAG00000001877.3
OG0005103	ENSG00000059728.11	ENSACAG00000006004.2
OG0005104	ENSG00000106003.13	ENSACAG00000008815.3
OG0005105	ENSG00000143569.19	ENSACAG00000010587.3, ENSACAG00000014393.3
OG0005106	ENSG00000136295.15	ENSACAG00000008745.3
OG0005107	ENSG00000157741.15	ENSACAG00000003424.3
OG0005108	ENSG00000198286.9	ENSACAG00000008579.3, ENSACAG00000002661.3
OG0005109	ENSG00000011422.12	ENSACAG00000004396.3
OG0005110	ENSG00000189127.8	ENSACAG00000023729.1, ENSACAG00000023023.1
OG0005111	ENSG00000073050.11, ENSG00000268361.1	ENSACAG00000004188.3
OG0005112	ENSG00000185338.6	ENSACAG00000014599.2
OG0005113	ENSG00000105176.18	ENSACAG00000012186.3
OG0005114	ENSG00000075292.19	ENSACAG00000010581.3
OG0005115	ENSG00000023228.14, ENSG00000283447.2	ENSACAG00000001471.3
OG0005116	ENSG00000267748.4, ENSG00000167642.13	ENSACAG00000003964.3
OG0005117	ENSG00000114933.16, ENSG00000283510.2	ENSACAG00000004095.2
OG0005118	ENSG00000189266.13	ENSACAG00000005326.2
OG0005119	ENSG00000140525.17	ENSACAG00000017250.3, ENSACAG00000000882.3
OG0005120	ENSG00000118260.15	ENSACAG00000009672.2
OG0005121	ENSG00000119396.11	ENSACAG00000008285.2
OG0005122	ENSG00000285005.2, ENSG00000178385.15	ENSACAG00000009797.3
OG0005123	ENSG00000136404.16	ENSACAG00000013723.3
OG0005124	ENSG00000178562.18	ENSACAG00000004486.3
OG0005125	ENSG00000090013.11	ENSACAG00000003108.3
OG0005126	ENSG00000186281.12	ENSACAG00000004312.3, ENSACAG00000028005.2
OG0005127	ENSG00000110046.13	ENSACAG00000023311.2
OG0005128	ENSG00000119004.16	ENSACAG00000004604.2
OG0005129	ENSG00000144426.18	ENSACAG00000005672.3, ENSACAG00000004721.3
OG0005130	ENSG00000076706.17	ENSACAG00000002036.3
OG0005131	ENSG00000132153.15	ENSACAG00000017696.3
OG0005132	ENSG00000108187.16	ENSACAG00000010420.3, ENSACAG00000010301.3
OG0005133	ENSG00000176473.13	ENSACAG00000013516.2
OG0005134	ENSG00000140105.18	ENSACAG00000013482.3
OG0005135	ENSG00000184719.12	ENSACAG00000015097.3
OG0005136	ENSG00000177427.13, ENSG00000284495.2	ENSACAG00000009323.3
OG0005137	ENSG00000165349.12	ENSACAG00000004018.3
OG0005138	ENSG00000131238.17	ENSACAG00000005000.2
OG0005139	ENSG00000138346.15	ENSACAG00000010137.3
OG0005140	ENSG00000130055.13	ENSACAG00000015258.3
OG0005141	ENSG00000284238.2, ENSG00000177302.15	ENSACAG00000009174.3
OG0005142	ENSG00000007923.16	ENSACAG00000024682.2
OG0005143	ENSG00000060339.14	ENSACAG00000009927.3
OG0005144	ENSG00000143344.15	ENSACAG00000005151.2, ENSACAG00000015194.3
OG0005145	ENSG00000168769.13	ENSACAG00000008609.2
OG0005146	ENSG00000183060.15	ENSACAG00000009916.3
OG0005147	ENSG00000122958.15	ENSACAG00000009758.2
OG0005148	ENSG00000188566.13	ENSACAG00000012920.2
OG0005149	ENSG00000184254.17	ENSACAG00000009322.3
OG0005150	ENSG00000129910.8	ENSACAG00000016950.2
OG0005151	ENSG00000136859.10	ENSACAG00000004716.3
OG0005152	ENSG00000145833.16	ENSACAG00000001437.3
OG0005153	ENSG00000128602.11	ENSACAG00000000255.3
OG0005154	ENSG00000122729.19	ENSACAG00000001541.3
OG0005155	ENSG00000103249.18	ENSACAG00000005029.3
OG0005156	ENSG00000113621.14	ENSACAG00000001427.2
OG0005157	ENSG00000132570.15	ENSACAG00000001400.2
OG0005158	ENSG00000105085.10, ENSG00000141979.4	ENSACAG00000014212.3
OG0005159	ENSG00000113648.16	ENSACAG00000001269.3
OG0005160	ENSG00000197912.15	ENSACAG00000017044.3
OG0005161	ENSG00000167526.13	ENSACAG00000017072.2
OG0005162	ENSG00000103316.11	ENSACAG00000007165.2
OG0005163	ENSG00000116701.14	ENSACAG00000015065.3, ENSACAG00000023019.2
OG0005164	ENSG00000278574.4, ENSG00000273611.5	ENSACAG00000009391.3
OG0005165	ENSG00000146166.17	ENSACAG00000009236.2
OG0005166	ENSG00000023902.14	ENSACAG00000017599.2
OG0005167	ENSG00000090539.15	ENSACAG00000002707.3
OG0005168	ENSG00000106682.14	ENSACAG00000000612.3
OG0005169	ENSG00000261992.2, ENSG00000143614.10	ENSACAG00000008791.2
OG0005170	ENSG00000204178.11	ENSACAG00000013738.2
OG0005171	ENSG00000179751.6	ENSACAG00000011951.2
OG0005172	ENSG00000165029.16	ENSACAG00000015547.3, ENSACAG00000014282.2
OG0005173	ENSG00000006453.14	ENSACAG00000001902.2
OG0005174	ENSG00000160298.17	ENSACAG00000028291.1
OG0005175	ENSG00000005379.17	ENSACAG00000012879.2, ENSACAG00000005303.3
OG0005176	ENSG00000164327.13	ENSACAG00000009960.3
OG0005177	ENSG00000073737.16	ENSACAG00000017218.3
OG0005178	ENSG00000160255.18	ENSACAG00000009502.3
OG0005179	ENSG00000186642.16	ENSACAG00000002764.3
OG0005180	ENSG00000166135.14	ENSACAG00000010968.2
OG0005181	ENSG00000125740.14	ENSACAG00000007426.2
OG0005182	ENSG00000083093.10	ENSACAG00000022548.1, ENSACAG00000012053.3
OG0005183	ENSG00000158864.12	ENSACAG00000003534.3
OG0005184	ENSG00000154237.13	ENSACAG00000012028.3
OG0005185	ENSG00000166821.9	ENSACAG00000011967.2
OG0005186	ENSG00000104866.11	ENSACAG00000004300.3
OG0005187	ENSG00000086666.19	ENSACAG00000011877.3
OG0005188	ENSG00000166828.3	ENSACAG00000027346.2, ENSACAG00000014662.2
OG0005189	ENSG00000188986.7	ENSACAG00000012467.3
OG0005190	ENSG00000103876.12	ENSACAG00000011747.3
OG0005191	ENSG00000164188.8	ENSACAG00000009233.3
OG0005192	ENSG00000165695.10	ENSACAG00000002505.1
OG0005193	ENSG00000155463.14	ENSACAG00000000945.3
OG0005194	ENSG00000138398.16	ENSACAG00000017064.3
