Orthogroup	H_sapiens.pep	N_naja.pep
OG0006186	ENSG00000151655.19	Nana27724-RA
OG0006187	ENSG00000198879.12	Nana27731-RA
OG0006189	ENSG00000135835.12	Nana15183-RA, Nana15183-RB
OG0006190	ENSG00000143324.14	Nana15185-RA
OG0006191	ENSG00000165983.14	Nana21477-RA
OG0006192	ENSG00000138180.16	Nana19370-RA, Nana19370-RB
OG0006193	ENSG00000148481.14	Nana21476-RB, Nana21476-RA
OG0006194	ENSG00000230124.8	Nana15187-RA
OG0006195	ENSG00000140263.14	Nana33073-RA
OG0006196	ENSG00000148019.13	Nana11684-RB, Nana11684-RA
OG0006197	ENSG00000162601.11	Nana14582-RB, Nana14582-RC
OG0006198	ENSG00000180891.13	Nana00339-RA
OG0006199	ENSG00000118217.6	Nana15274-RA
OG0006200	ENSG00000138796.16	Nana17851-RA
OG0006201	ENSG00000028528.15	Nana33081-RA, Nana33081-RB
OG0006202	ENSG00000172273.13	Nana28860-RA, Nana28860-RB
OG0006203	ENSG00000153786.12	Nana31661-RC, Nana31661-RD
OG0006204	ENSG00000164023.14	Nana17849-RA
OG0006205	ENSG00000175105.7	Nana24843-RA, Nana24843-RB
OG0006206	ENSG00000250298.5	Nana17840-RA
OG0006207	ENSG00000152382.6	Nana15270-RB, Nana15270-RA
OG0006208	ENSG00000259316.11, ENSG00000166803.13	Nana33086-RA
OG0006209	ENSG00000165698.16	Nana36905-RA
OG0006210	ENSG00000197057.9	Nana18520-RA
OG0006211	ENSG00000008277.14	Nana21457-RA
OG0006212	ENSG00000180357.9	Nana33092-RB, Nana33092-RA
OG0006213	ENSG00000180304.14	Nana10515-RA, Nana33094-RA
OG0006214	ENSG00000058063.16	Nana20687-RB, Nana20687-RA
OG0006215	ENSG00000157214.14	Nana21448-RA
OG0006216	ENSG00000062650.19	Nana18885-RA, Nana18885-RB
OG0006217	ENSG00000105792.19	Nana21447-RA
OG0006218	ENSG00000275740.1, ENSG00000091009.8	Nana09001-RA
OG0006219	ENSG00000121060.18	Nana09960-RA, Nana09961-RA
OG0006220	ENSG00000113583.8	Nana08937-RA
OG0006221	ENSG00000205981.8	Nana20673-RB, Nana20673-RA
OG0006222	ENSG00000157224.16	Nana21445-RA
OG0006223	ENSG00000169583.13	Nana36756-RC
OG0006224	ENSG00000155530.3	Nana27819-RA
OG0006225	ENSG00000121064.13	Nana09958-RA, Nana09958-RB
OG0006226	ENSG00000169599.12	Nana28077-RB, Nana28077-RC, Nana28077-RA
OG0006227	ENSG00000162972.10	Nana03198-RA
OG0006228	ENSG00000108651.10	Nana09945-RA
OG0006229	ENSG00000073712.15	Nana05924-RB, Nana05924-RA
OG0006230	ENSG00000159322.17	Nana33046-RD
OG0006231	ENSG00000176208.9	Nana09942-RA
OG0006232	ENSG00000120333.4	Nana15256-RA
OG0006233	ENSG00000134461.16	Nana27830-RA
OG0006234	ENSG00000168495.13	Nana28255-RA
OG0006235	ENSG00000104635.14	Nana28250-RA, Nana28250-RB
OG0006236	ENSG00000101158.15	Nana13531-RA
OG0006237	ENSG00000009954.11	Nana00619-RA
OG0006238	ENSG00000174943.11	Nana39923-RA, Nana23778-RA
OG0006239	ENSG00000095319.14	Nana36813-RA
OG0006240	ENSG00000160799.11	Nana21055-RC, Nana21055-RD
OG0006241	ENSG00000111271.14	Nana34766-RB, Nana34766-RA
OG0006242	ENSG00000147481.17	Nana16301-RA
OG0006243	ENSG00000116649.10	Nana37548-RA
OG0006244	ENSG00000157259.8	Nana21433-RA
OG0006245	ENSG00000120896.13	Nana28244-RA, Nana28244-RD
OG0006246	ENSG00000166508.18	Nana12968-RC, Nana12968-RA, Nana12968-RB
OG0006247	ENSG00000136492.9	Nana00237-RA, Nana00233-RA
OG0006248	ENSG00000120913.23	Nana28241-RA, Nana28243-RA, Nana25956-RA
OG0006249	ENSG00000134463.15	Nana27677-RA, Nana27677-RB
OG0006250	ENSG00000198793.13	Nana37550-RB, Nana37550-RC
OG0006251	ENSG00000148426.13	Nana27676-RA, Nana27676-RB
OG0006252	ENSG00000103502.14	Nana39429-RA, Nana23768-RA
OG0006253	ENSG00000075413.18	Nana05721-RB, Nana05721-RA
OG0006254	ENSG00000127980.16	Nana21431-RA
OG0006255	ENSG00000167470.12	Nana06320-RA, Nana06321-RA
OG0006256	ENSG00000221838.10	Nana12970-RC, Nana12970-RA, Nana12970-RB
OG0006257	ENSG00000103495.14	Nana37747-RA, Nana23764-RA
OG0006258	ENSG00000120942.13	Nana37553-RA, Nana37553-RB
OG0006259	ENSG00000167992.13	Nana04163-RC, Nana04163-RB
OG0006260	ENSG00000143452.16	Nana36297-RA
OG0006261	ENSG00000013364.19	Nana23762-RB
OG0006262	ENSG00000143457.11	Nana36295-RA
OG0006263	ENSG00000005486.17	Nana00535-RA
OG0006264	ENSG00000198270.13	Nana34759-RA
OG0006265	ENSG00000089248.7	Nana34757-RA
OG0006266	ENSG00000162641.20	Nana14975-RA
OG0006267	ENSG00000267909.3	Nana04953-RA, Nana04954-RA
OG0006268	ENSG00000196535.16	Nana39957-RA
OG0006269	ENSG00000111300.10	Nana34756-RA, Nana34756-RD
OG0006270	ENSG00000165288.11	Nana32180-RC, Nana32180-RB
OG0006271	ENSG00000155666.11	Nana33734-RA, Nana33734-RB
OG0006272	ENSG00000143107.10	Nana14973-RA
OG0006273	ENSG00000120341.18	Nana15232-RA, Nana15231-RA
OG0006274	ENSG00000162639.16	Nana14971-RB, Nana14971-RA
OG0006275	ENSG00000149923.14	Nana23754-RA, Nana38963-RA
OG0006276	ENSG00000160963.14	Nana00494-RA
OG0006277	ENSG00000162636.16	Nana14970-RA
OG0006278	ENSG00000135148.12	Nana34754-RB, Nana34754-RA
OG0006280	ENSG00000116194.13	Nana15219-RA
OG0006281	ENSG00000144959.10	Nana20616-RA, Nana20616-RB
OG0006282	ENSG00000134532.18	Nana27636-RA
OG0006283	ENSG00000197705.10	Nana16261-RA
OG0006284	ENSG00000022976.15	Nana05694-RA
OG0006285	ENSG00000257390.5, ENSG00000135392.16	Nana09894-RA
OG0006286	ENSG00000080823.23	Nana05693-RA
OG0006287	ENSG00000248919.7, ENSG00000106246.17	Nana34335-RA
OG0006288	ENSG00000164692.18	Nana21610-RA
OG0006289	ENSG00000168496.4	Nana04183-RA
OG0006290	ENSG00000141298.19	Nana38678-RA
OG0006291	ENSG00000154310.17	Nana20597-RA
OG0006292	ENSG00000117533.15	Nana15285-RA
OG0006293	ENSG00000185664.14	Nana09887-RA
OG0006294	ENSG00000118271.10	Nana16246-RA
OG0006295	ENSG00000063244.12	Nana23717-RD
OG0006296	ENSG00000070413.20	Nana35158-RI
OG0006297	ENSG00000149485.19	Nana04199-RA
OG0006298	ENSG00000063245.14	Nana37804-RA, Nana23714-RA
OG0006300	ENSG00000163584.18	Nana20592-RB, Nana20592-RA
OG0006301	ENSG00000133247.14	Nana23612-RA
OG0006302	ENSG00000000457.14	Nana15303-RA, Nana15303-RB
OG0006303	ENSG00000100056.12	Nana35164-RB, Nana35164-RA
OG0006304	ENSG00000165171.11	Nana00599-RA
OG0006305	ENSG00000120370.12	Nana15298-RA
OG0006306	ENSG00000099940.12	Nana35172-RA
OG0006307	ENSG00000173889.16	Nana20577-RA, Nana20577-RB
OG0006308	ENSG00000125871.14	Nana28078-RA
OG0006309	ENSG00000132664.12	Nana15397-RA, Nana15396-RA
OG0006310	ENSG00000171757.17	Nana20567-RA
OG0006311	ENSG00000085274.15	Nana20565-RA
OG0006312	ENSG00000006128.12	Nana21654-RA
OG0006313	ENSG00000139154.16	Nana27580-RA, Nana27580-RB
OG0006314	ENSG00000128228.5	Nana35191-RA
OG0006315	ENSG00000114209.15	Nana20533-RB, Nana20533-RA
OG0006316	ENSG00000174776.11	Nana20531-RA, Nana20532-RA
OG0006317	ENSG00000057294.14	Nana27462-RA, Nana27461-RA
OG0006318	ENSG00000114200.10	Nana20527-RA
OG0006319	ENSG00000122584.13	Nana21670-RA
OG0006320	ENSG00000185608.8	Nana35203-RA
OG0006321	ENSG00000242259.8	Nana35204-RA
OG0006322	ENSG00000070010.19	Nana35205-RA
OG0006323	ENSG00000169251.12	Nana20513-RA, Nana20513-RB
OG0006324	ENSG00000095752.7	Nana23684-RA
OG0006325	ENSG00000205858.10	Nana21706-RA
OG0006326	ENSG00000106524.9	Nana21708-RA
OG0006327	ENSG00000013573.17	Nana27485-RA
OG0006328	ENSG00000243232.6, ENSG00000248383.4	Nana15446-RA
OG0006329	ENSG00000168779.19	Nana20466-RA
OG0006330	ENSG00000197415.12	Nana20457-RA, Nana20455-RA
OG0006331	ENSG00000183742.13	Nana21744-RA
OG0006332	ENSG00000105855.10	Nana21747-RA
OG0006333	ENSG00000113141.18	Nana15470-RA
OG0006334	ENSG00000002016.18	Nana27505-RA
OG0006335	ENSG00000169359.16, ENSG00000284952.1	Nana20431-RB
OG0006336	ENSG00000082805.20	Nana27506-RA
OG0006337	ENSG00000131495.8	Nana15471-RA
OG0006338	ENSG00000105866.15	Nana21754-RA
OG0006339	ENSG00000285383.2, ENSG00000166159.11	Nana27515-RA
OG0006340	ENSG00000136244.12	Nana21766-RA
OG0006341	ENSG00000196683.10	Nana21767-RA
OG0006342	ENSG00000131503.21, ENSG00000254996.5	Nana15478-RA
OG0006343	ENSG00000122591.12	Nana21769-RA
OG0006344	ENSG00000113070.8	Nana15486-RA, Nana15486-RB
OG0006345	ENSG00000169193.12	Nana21778-RA
OG0006346	ENSG00000188732.11	Nana21779-RA
OG0006347	ENSG00000196335.13	Nana21781-RA
OG0006348	ENSG00000198843.13	Nana20391-RB, Nana20391-RA
OG0006349	ENSG00000196526.10	Nana15510-RA, Nana15510-RB
OG0006350	ENSG00000144895.12	Nana20390-RB
OG0006351	ENSG00000196428.12	Nana20387-RA
OG0006352	ENSG00000082996.19	Nana20382-RA
OG0006353	ENSG00000125821.12, ENSG00000284776.1	Nana15513-RA
OG0006354	ENSG00000132669.13	Nana15520-RA, Nana15518-RA
OG0006355	ENSG00000169903.7	Nana20375-RA
OG0006356	ENSG00000089101.18	Nana15522-RA
OG0006357	ENSG00000131374.14	Nana21920-RA, Nana21919-RA
OG0006358	ENSG00000284017.2, ENSG00000154822.18	Nana21914-RA
OG0006359	ENSG00000092345.13	Nana21910-RA
OG0006360	ENSG00000144891.17	Nana20365-RA
OG0006361	ENSG00000174963.17	Nana20347-RA
OG0006362	ENSG00000015475.18	Nana27533-RB, Nana27533-RA
OG0006363	ENSG00000088930.8	Nana15528-RA, Nana15528-RB
OG0006364	ENSG00000125820.6	Nana15530-RB, Nana15530-RA
OG0006365	ENSG00000163714.18	Nana20318-RA, Nana20318-RB
OG0006366	ENSG00000131373.15	Nana21903-RA
OG0006367	ENSG00000150753.12	Nana15539-RA
OG0006368	ENSG00000150756.14	Nana15540-RA
OG0006369	ENSG00000144935.15	Nana20315-RA
OG0006370	ENSG00000106086.20	Nana21900-RA
OG0006371	ENSG00000114127.10	Nana20312-RA, Nana20312-RB
OG0006372	ENSG00000180354.16	Nana22100-RA
OG0006373	ENSG00000114124.2	Nana20309-RA, Nana20308-RA
OG0006374	ENSG00000145545.12	Nana15549-RA
OG0006375	ENSG00000105929.16	Nana27412-RA
OG0006376	ENSG00000157703.15	Nana27413-RA
OG0006377	ENSG00000122787.15	Nana27416-RA
OG0006378	ENSG00000187957.8	Nana20299-RA
OG0006379	ENSG00000173744.17	Nana20291-RB, Nana20291-RA
OG0006380	ENSG00000114670.14	Nana22132-RA
OG0006381	ENSG00000114686.9	Nana22137-RA
OG0006382	ENSG00000262599.5, ENSG00000257093.7	Nana27433-RA
OG0006383	ENSG00000263042.5, ENSG00000214102.7	Nana27435-RA
OG0006384	ENSG00000182158.15	Nana27439-RA
OG0006385	ENSG00000122778.9	Nana27411-RA, Nana27410-RA
OG0006386	ENSG00000274810.4, ENSG00000113971.20	Nana22157-RA
OG0006387	ENSG00000166211.8	Nana27399-RA
OG0006388	ENSG00000079335.20	Nana14941-RA, Nana14941-RB
OG0006389	ENSG00000156876.10	Nana14935-RA
OG0006390	ENSG00000135919.13	Nana20260-RA
OG0006391	ENSG00000117620.15	Nana14933-RA
OG0006392	ENSG00000171951.5	Nana20254-RA, Nana20255-RA
OG0006393	ENSG00000164600.7	Nana22320-RA
OG0006394	ENSG00000143033.18	Nana14928-RA
OG0006395	ENSG00000105778.19	Nana22347-RA
OG0006396	ENSG00000139372.15	Nana27382-RA
OG0006397	ENSG00000037757.14	Nana20206-RA
OG0006398	ENSG00000175110.11	Nana20204-RA
OG0006399	ENSG00000051382.9	Nana20192-RA, Nana20192-RB
OG0006400	ENSG00000136052.9	Nana27374-RA
OG0006402	ENSG00000136051.14	Nana27371-RA, Nana27371-RB
OG0006403	ENSG00000117528.14	Nana14915-RA
OG0006404	ENSG00000074590.13	Nana27368-RA
OG0006405	ENSG00000166046.11	Nana27365-RA
OG0006406	ENSG00000004961.15	Nana14909-RA
OG0006407	ENSG00000241127.8	Nana22461-RA
OG0006408	ENSG00000065883.16	Nana22466-RA
OG0006409	ENSG00000162804.14	Nana20160-RA, Nana20160-RB
OG0006410	ENSG00000168303.9	Nana22467-RA
OG0006411	ENSG00000175600.15	Nana22468-RA, Nana22472-RA
OG0006412	ENSG00000115687.13	Nana20158-RA
OG0006413	ENSG00000151135.10	Nana27360-RA
OG0006414	ENSG00000138413.13	Nana03091-RA
OG0006415	ENSG00000115685.15	Nana20156-RA
OG0006416	ENSG00000136045.12	Nana27355-RA
OG0006417	ENSG00000117569.18	Nana14900-RA
OG0006418	ENSG00000162627.17	Nana14881-RA
OG0006419	ENSG00000099260.11	Nana14875-RA, Nana14875-RB
OG0006420	ENSG00000100234.11	Nana27346-RA
OG0006421	ENSG00000156869.13	Nana14874-RB, Nana14874-RA
OG0006422	ENSG00000175329.13	Nana06544-RA, Nana27341-RA
OG0006423	ENSG00000162688.17	Nana14873-RA, Nana14873-RB
OG0006424	ENSG00000100281.14	Nana27339-RC, Nana27339-RD
OG0006425	ENSG00000132432.14	Nana22543-RA
OG0006426	ENSG00000174469.23	Nana22564-RA
OG0006427	ENSG00000115694.15	Nana20149-RB, Nana20149-RA
OG0006428	ENSG00000122406.14	Nana14871-RA
OG0006429	ENSG00000168397.17	Nana20144-RA
OG0006430	ENSG00000122484.9	Nana14868-RA
OG0006431	ENSG00000155660.11	Nana22582-RA
OG0006432	ENSG00000165195.15	Nana22586-RA
OG0006433	ENSG00000136205.17	Nana10382-RB, Nana10382-RA, Nana22628-RA
OG0006434	ENSG00000097046.13	Nana14859-RA, Nana14859-RB
OG0006435	ENSG00000164500.6	Nana22648-RA, Nana22647-RA
OG0006436	ENSG00000197147.13	Nana14844-RA
OG0006437	ENSG00000174640.15	Nana20122-RA
OG0006438	ENSG00000100348.10	Nana27329-RA
OG0006439	ENSG00000106078.19	Nana22658-RA, Nana22659-RA
OG0006440	ENSG00000182923.17	Nana20116-RB, Nana20116-RA
OG0006441	ENSG00000100353.18	Nana27328-RA, Nana27328-RB
OG0006442	ENSG00000143013.13	Nana14836-RA
OG0006443	ENSG00000249915.8	Nana22661-RA
OG0006444	ENSG00000267561.2	Nana14834-RA
OG0006445	ENSG00000113838.13	Nana20091-RB, Nana20091-RA
OG0006446	ENSG00000100365.16, ENSG00000275990.3	Nana27324-RA
OG0006447	ENSG00000119509.13	Nana22667-RA, Nana22665-RA
OG0006448	ENSG00000187045.18	Nana27319-RA, Nana39538-RA
OG0006449	ENSG00000106799.13	Nana22677-RA
OG0006450	ENSG00000128283.7	Nana27310-RB, Nana27310-RA
OG0006451	ENSG00000071539.14	Nana22678-RA
OG0006452	ENSG00000100083.19	Nana27308-RA, Nana27308-RB
OG0006453	ENSG00000122417.15	Nana14829-RA
OG0006454	ENSG00000116678.19	Nana14668-RA
OG0006455	ENSG00000100206.10	Nana27275-RA
OG0006456	ENSG00000162433.15	Nana14665-RA
OG0006457	ENSG00000163900.11	Nana20064-RB, Nana20064-RA
OG0006458	ENSG00000162437.14	Nana14660-RA, Nana14660-RB
OG0006459	ENSG00000100246.13	Nana05998-RA
OG0006460	ENSG00000106771.13	Nana22686-RA
OG0006461	ENSG00000100324.14	Nana27259-RB
OG0006462	ENSG00000088035.18	Nana14650-RA
OG0006463	ENSG00000141428.17	Nana22699-RA
OG0006464	ENSG00000187051.9	Nana27254-RB, Nana27254-RA
OG0006465	ENSG00000100351.17	Nana27247-RA
OG0006466	ENSG00000172482.5	Nana20039-RA
OG0006467	ENSG00000173597.9	Nana22732-RA
OG0006468	ENSG00000162599.17	Nana14612-RA
OG0006469	ENSG00000176209.11	Nana22741-RA
OG0006470	ENSG00000185900.10	Nana22760-RA
OG0006471	ENSG00000132330.18	Nana20028-RA, Nana20028-RB
OG0006472	ENSG00000100393.14	Nana27228-RA, Nana27228-RB
OG0006473	ENSG00000204120.14	Nana20018-RB, Nana20018-RA
OG0006474	ENSG00000115593.15	Nana22784-RB, Nana22784-RA
OG0006475	ENSG00000167074.15	Nana27222-RA
OG0006476	ENSG00000281857.3, ENSG00000130561.17	Nana20008-RA
OG0006477	ENSG00000100418.8	Nana27215-RA
OG0006478	ENSG00000243725.7	Nana14552-RA
OG0006479	ENSG00000234965.2	Nana27208-RA, Nana27207-RA
OG0006480	ENSG00000116221.15	Nana14543-RA, Nana14543-RB
OG0006481	ENSG00000157211.11	Nana39133-RA, Nana39329-RA
OG0006482	ENSG00000116209.12	Nana14540-RA
OG0006483	ENSG00000143028.9	Nana14306-RA
OG0006484	ENSG00000162650.16	Nana14307-RB, Nana14307-RA, Nana14307-RC, Nana14307-RD
OG0006485	ENSG00000084463.8	Nana27146-RA
OG0006486	ENSG00000156097.12	Nana14312-RA
OG0006487	ENSG00000111341.10	Nana27143-RA, Nana27143-RB
OG0006488	ENSG00000136485.15	Nana22832-RA, Nana38351-RA
OG0006489	ENSG00000178171.10	Nana19979-RA, Nana19978-RA
OG0006490	ENSG00000080802.18	Nana27125-RA
OG0006491	ENSG00000163872.16	Nana19975-RA, Nana19975-RB
OG0006492	ENSG00000059573.9	Nana19970-RA
OG0006493	ENSG00000120805.14	Nana27117-RA, Nana27117-RB
OG0006494	ENSG00000120800.5	Nana27116-RA, Nana27116-RB
OG0006495	ENSG00000138185.20	Nana19968-RA
OG0006496	ENSG00000119929.13	Nana19963-RB, Nana19963-RA
OG0006497	ENSG00000131470.14	Nana22852-RB, Nana22852-RA
OG0006498	ENSG00000168679.18	Nana14326-RC, Nana14326-RA, Nana14326-RD
OG0006499	ENSG00000107521.19	Nana19950-RB
OG0006500	ENSG00000075089.9	Nana27104-RA
OG0006501	ENSG00000119943.13	Nana19949-RA, Nana19949-RB
OG0006502	ENSG00000131477.11	Nana22861-RB, Nana22861-RA
OG0006503	ENSG00000140451.13	Nana14336-RA
OG0006504	ENSG00000117395.12	Nana14338-RA
OG0006505	ENSG00000066056.14	Nana14343-RA, Nana14343-RB
OG0006506	ENSG00000241935.9	Nana19936-RG, Nana19936-RH, Nana19936-RD
OG0006507	ENSG00000117399.14	Nana14345-RA
OG0006508	ENSG00000066322.15	Nana14346-RA
OG0006509	ENSG00000119906.13	Nana19836-RA
OG0006510	ENSG00000111145.8	Nana27082-RA
OG0006511	ENSG00000138111.14	Nana19834-RA
OG0006512	ENSG00000111144.10	Nana27081-RB, Nana27081-RA
OG0006513	ENSG00000178922.16	Nana14350-RB, Nana14350-RA
OG0006514	ENSG00000188554.14	Nana22897-RA
OG0006515	ENSG00000166272.18	Nana19819-RA
OG0006516	ENSG00000148795.7	Nana19818-RA
OG0006517	ENSG00000184988.8	Nana22898-RA, Nana22898-RB
OG0006518	ENSG00000166275.16, ENSG00000270316.1	Nana19817-RB, Nana19817-RA
OG0006519	ENSG00000180263.14	Nana27070-RD, Nana27070-RC
OG0006520	ENSG00000225190.11, ENSG00000276358.2, ENSG00000277111.3	Nana22910-RB
OG0006521	ENSG00000185933.6	Nana19803-RA
OG0006522	ENSG00000183128.7	Nana19802-RA
OG0006523	ENSG00000184752.13	Nana27069-RA, Nana27069-RB
OG0006524	ENSG00000107957.16	Nana19790-RB, Nana19790-RC
OG0006525	ENSG00000057704.13	Nana27068-RA
OG0006526	ENSG00000117408.11	Nana14369-RB, Nana14369-RA
OG0006527	ENSG00000173588.15	Nana27067-RA, Nana27066-RA
OG0006528	ENSG00000169372.13	Nana27064-RA
OG0006529	ENSG00000117410.14	Nana14371-RA
OG0006530	ENSG00000156384.14	Nana19782-RA
OG0006531	ENSG00000180336.18	Nana22928-RA
OG0006532	ENSG00000187510.9	Nana02947-RC, Nana27058-RA
OG0006533	ENSG00000139330.5	Nana27052-RA
OG0006534	ENSG00000005961.19	Nana22934-RA
OG0006535	ENSG00000049130.16	Nana27034-RA
OG0006536	ENSG00000139324.12	Nana27031-RA, Nana39411-RA
OG0006538	ENSG00000288208.1, ENSG00000132781.18	Nana14402-RA
OG0006539	ENSG00000214447.4	Nana22941-RA
OG0006540	ENSG00000133636.11	Nana27021-RA
OG0006541	ENSG00000133640.20	Nana27014-RA, Nana27013-RA
OG0006542	ENSG00000133773.12	Nana27002-RA
OG0006543	ENSG00000176658.17	Nana22955-RA
OG0006544	ENSG00000142937.12, ENSG00000288164.1	Nana14424-RA
OG0006545	ENSG00000198246.9	Nana19195-RA
OG0006546	ENSG00000165899.11	Nana26989-RA
OG0006547	ENSG00000086015.22	Nana14431-RB, Nana14431-RA
OG0006548	ENSG00000105193.9	Nana26987-RA
OG0006549	ENSG00000197746.14	Nana19185-RA, Nana19185-RB
OG0006550	ENSG00000259753.1, ENSG00000259207.8	Nana22973-RA
OG0006551	ENSG00000085998.14	Nana14438-RB, Nana14438-RA
OG0006552	ENSG00000085999.13	Nana14442-RA
OG0006553	ENSG00000127329.15	Nana26924-RB, Nana26924-RA
OG0006556	ENSG00000197587.11	Nana14452-RA
OG0006557	ENSG00000185104.20	Nana14496-RA
OG0006558	ENSG00000131473.17	Nana22988-RB, Nana22988-RA
OG0006559	ENSG00000085832.17	Nana14502-RA, Nana14502-RB
OG0006560	ENSG00000148734.8	Nana19217-RA
OG0006561	ENSG00000072657.9	Nana26935-RA
OG0006562	ENSG00000141756.19	Nana23002-RA
OG0006563	ENSG00000111615.14	Nana26950-RB, Nana26950-RA
OG0006564	ENSG00000148719.15	Nana19231-RB, Nana19231-RA
OG0006565	ENSG00000107745.19	Nana19234-RA
OG0006566	ENSG00000004939.15	Nana23008-RB, Nana23008-RA
OG0006567	ENSG00000156026.14	Nana19237-RA
OG0006568	ENSG00000138308.6	Nana19240-RA
OG0006569	ENSG00000108309.14	Nana23009-RA
OG0006570	ENSG00000154493.19	Nana19508-RA, Nana19507-RA
OG0006571	ENSG00000186908.14	Nana26959-RC, Nana26959-RB
OG0006572	ENSG00000067191.16	Nana23021-RB, Nana23021-RC
OG0006573	ENSG00000134744.14	Nana14512-RB, Nana14512-RA
OG0006575	ENSG00000249242.8	Nana17652-RC, Nana17652-RB
OG0006576	ENSG00000108010.12	Nana19461-RA
OG0006577	ENSG00000125686.12	Nana23028-RC, Nana23028-RB
OG0006578	ENSG00000171532.5	Nana23032-RA
OG0006579	ENSG00000176171.11	Nana19443-RA, Nana19443-RB
OG0006580	ENSG00000157184.7	Nana14523-RA
OG0006581	ENSG00000161395.14	Nana23042-RA, Nana23042-RB
OG0006582	ENSG00000163322.14	Nana17669-RA
OG0006583	ENSG00000143006.7	Nana11615-RA, Nana14530-RA
OG0006584	ENSG00000163319.11	Nana17668-RA
OG0006585	ENSG00000174332.5	Nana14531-RA, Nana14532-RA, Nana14533-RA
OG0006586	ENSG00000165752.17	Nana19439-RA
OG0006587	ENSG00000148814.18	Nana19438-RA, Nana19437-RA
OG0006588	ENSG00000171813.14	Nana19436-RA
OG0006589	ENSG00000138639.18	Nana17686-RB, Nana17686-RA
OG0006590	ENSG00000138161.14, ENSG00000286088.1	Nana19576-RA
OG0006591	ENSG00000188895.12	Nana23064-RA
OG0006592	ENSG00000154473.18	Nana19551-RA
OG0006593	ENSG00000158615.9	Nana14161-RA
OG0006594	ENSG00000182004.13	Nana14172-RA
OG0006595	ENSG00000118762.8	Nana17717-RA
OG0006596	ENSG00000148848.14	Nana19510-RA, Nana19511-RA
OG0006597	ENSG00000064886.14, ENSG00000133048.13	Nana14182-RA
OG0006598	ENSG00000138162.19	Nana19589-RA, Nana23106-RA
OG0006599	ENSG00000173947.14	Nana14183-RA
OG0006600	ENSG00000163104.17	Nana17760-RA, Nana17760-RB
OG0006601	ENSG00000164663.14	Nana14189-RA
OG0006602	ENSG00000120008.16	Nana19595-RB, Nana19595-RA
OG0006603	ENSG00000112561.18	Nana14201-RA
OG0006604	ENSG00000151929.9	Nana19602-RA
OG0006605	ENSG00000151923.17	Nana19603-RB, Nana19603-RC
OG0006606	ENSG00000111490.14	Nana26796-RA
OG0006607	ENSG00000095970.17	Nana14208-RA
OG0006608	ENSG00000033627.16	Nana23139-RB, Nana23139-RA
OG0006609	ENSG00000177469.13	Nana23141-RA, Nana23142-RA
OG0006610	ENSG00000102780.16	Nana26628-RA, Nana26628-RB
OG0006611	ENSG00000183735.10	Nana26804-RA, Nana26804-RB
OG0006612	ENSG00000064995.18	Nana04552-RA, Nana14222-RA
OG0006613	ENSG00000196821.10	Nana14226-RA
OG0006614	ENSG00000161610.1	Nana23148-RA
OG0006615	ENSG00000165416.14	Nana26615-RA
OG0006616	ENSG00000102837.7	Nana26610-RA
OG0006617	ENSG00000061987.16	Nana26816-RA
OG0006618	ENSG00000068120.15	Nana23154-RA, Nana23154-RB
OG0006619	ENSG00000274768.2, ENSG00000277972.2	Nana23156-RA
OG0006620	ENSG00000277303.2, ENSG00000273604.2	Nana23160-RA
OG0006621	ENSG00000273608.4, ENSG00000277363.5	Nana23165-RA
OG0006622	ENSG00000280165.1, ENSG00000197991.11	Nana26553-RA
OG0006623	ENSG00000274211.6, ENSG00000274229.2	Nana23171-RA
OG0006624	ENSG00000166896.9, ENSG00000262145.5	Nana26848-RA
OG0006625	ENSG00000030110.13	Nana14246-RA
OG0006626	ENSG00000124701.5	Nana14247-RA
OG0006627	ENSG00000088451.11	Nana26359-RA, Nana26359-RB
OG0006628	ENSG00000198933.9	Nana23180-RA
OG0006629	ENSG00000125257.16	Nana26340-RA
OG0006630	ENSG00000198663.16	Nana14258-RB, Nana14257-RA, Nana14258-RA
OG0006631	ENSG00000118564.15	Nana18705-RA
OG0006632	ENSG00000108465.15	Nana23194-RA
OG0006633	ENSG00000082641.16	Nana23197-RA
OG0006634	ENSG00000102595.20	Nana26326-RA, Nana26326-RB
OG0006635	ENSG00000135587.9	Nana14281-RB, Nana14281-RA
OG0006636	ENSG00000182742.6	Nana23210-RA
OG0006637	ENSG00000260027.5	Nana23213-RA
OG0006638	ENSG00000170689.10	Nana23215-RA
OG0006639	ENSG00000136155.17	Nana26317-RA
OG0006640	ENSG00000015153.14	Nana26898-RA
