Orthogroup	H_sapiens.pep	M_musculus.pep
OG0008794	ENSG00000206113.10	ENSMUSG00000109572.1
OG0008795	ENSG00000164684.13	ENSMUSG00000040209.12
OG0008796	ENSG00000205189.12	ENSMUSG00000069114.8
OG0008797	ENSG00000164244.20	ENSMUSG00000024594.9
OG0008798	ENSG00000164683.17	ENSMUSG00000040289.8
OG0008799	ENSG00000104435.13	ENSMUSG00000027500.10
OG0008800	ENSG00000104427.12	ENSMUSG00000043542.12
OG0008801	ENSG00000132646.11	ENSMUSG00000027342.14
OG0008802	ENSG00000265203.2	ENSMUSG00000041534.9
OG0008803	ENSG00000136848.17	ENSMUSG00000026883.17
OG0008804	ENSG00000169122.11	ENSMUSG00000049119.14
OG0008805	ENSG00000167910.4	ENSMUSG00000028240.2
OG0008806	ENSG00000165383.11	ENSMUSG00000041673.12
OG0008807	ENSG00000165633.13	ENSMUSG00000050666.14
OG0008808	ENSG00000177354.12	ENSMUSG00000071540.4
OG0008809	ENSG00000165606.8	ENSMUSG00000041730.14
OG0008810	ENSG00000256349.1, ENSG00000174483.20	ENSMUSG00000006464.9
OG0008811	ENSG00000151466.12	ENSMUSG00000059834.12
OG0008812	ENSG00000165837.12	ENSMUSG00000022002.2
OG0008813	ENSG00000198846.6	ENSMUSG00000041272.11
OG0008814	ENSG00000178538.10	ENSMUSG00000041261.9
OG0008815	ENSG00000140931.20	ENSMUSG00000031875.7
OG0008816	ENSG00000183723.12	ENSMUSG00000096188.1
OG0008817	ENSG00000171316.12	ENSMUSG00000041235.12
OG0008818	ENSG00000249961.10	ENSMUSG00000052616.10
OG0008819	ENSG00000074695.6	ENSMUSG00000041891.16
OG0008820	ENSG00000159593.15	ENSMUSG00000031878.18
OG0008821	ENSG00000198363.18	ENSMUSG00000028207.18
OG0008822	ENSG00000172840.7	ENSMUSG00000048371.8
OG0008823	ENSG00000168701.19	ENSMUSG00000014856.12
OG0008824	ENSG00000063978.16	ENSMUSG00000029110.13
OG0008825	ENSG00000172817.4	ENSMUSG00000039519.6
OG0008826	ENSG00000147234.10	ENSMUSG00000042425.18
OG0008827	ENSG00000178038.17	ENSMUSG00000044037.15
OG0008828	ENSG00000180998.12	ENSMUSG00000049092.11
OG0008829	ENSG00000123560.14	ENSMUSG00000031425.15
OG0008830	ENSG00000081692.12	ENSMUSG00000036819.14
OG0008831	ENSG00000179044.16	ENSMUSG00000043251.6
OG0008832	ENSG00000087301.9	ENSMUSG00000021830.14
OG0008833	ENSG00000143740.14	ENSMUSG00000009894.15
OG0008834	ENSG00000011485.15	ENSMUSG00000003099.11
OG0008835	ENSG00000188038.8	ENSMUSG00000044287.6
OG0008836	ENSG00000147573.17	ENSMUSG00000060913.6
OG0008837	ENSG00000102901.13	ENSMUSG00000036672.5
OG0008838	ENSG00000147576.17	ENSMUSG00000025911.14
OG0008839	ENSG00000178297.13	ENSMUSG00000059406.8
OG0008840	ENSG00000141098.13	ENSMUSG00000013150.15
OG0008841	ENSG00000158055.15	ENSMUSG00000037188.7
OG0008842	ENSG00000101751.10	ENSMUSG00000038425.18
OG0008843	ENSG00000175073.8	ENSMUSG00000045210.8
OG0008844	ENSG00000137872.16	ENSMUSG00000027200.17
OG0008845	ENSG00000188467.11	ENSMUSG00000035183.14
OG0008846	ENSG00000125746.16	ENSMUSG00000040811.15
OG0008847	ENSG00000170537.13	ENSMUSG00000042246.5
OG0008848	ENSG00000167699.13	ENSMUSG00000017286.15
OG0008849	ENSG00000102974.16	ENSMUSG00000005698.15
OG0008850	ENSG00000020426.11	ENSMUSG00000021103.12
OG0008851	ENSG00000100625.9	ENSMUSG00000034460.9
OG0008852	ENSG00000162630.6	ENSMUSG00000033849.3
OG0008853	ENSG00000179008.9	ENSMUSG00000021098.14
OG0008854	ENSG00000179409.11	ENSMUSG00000049396.6
OG0008855	ENSG00000023572.9	ENSMUSG00000018196.18
OG0008856	ENSG00000039523.20	ENSMUSG00000038604.9
OG0008857	ENSG00000119979.18	ENSMUSG00000024993.15
OG0008858	ENSG00000261787.2	ENSMUSG00000099032.2
OG0008859	ENSG00000178125.14	ENSMUSG00000025916.10
OG0008860	ENSG00000126773.13	ENSMUSG00000034501.7
OG0008861	ENSG00000091157.13	ENSMUSG00000040560.10
OG0008862	ENSG00000090861.15	ENSMUSG00000031960.14
OG0008863	ENSG00000116741.8	ENSMUSG00000026360.9
OG0008864	ENSG00000126790.12	ENSMUSG00000019718.8
OG0008865	ENSG00000127074.14	ENSMUSG00000051079.8
OG0008866	ENSG00000090104.12	ENSMUSG00000026358.13
OG0008867	ENSG00000253148.1	ENSMUSG00000098509.2
OG0008868	ENSG00000150681.10	ENSMUSG00000026357.3
OG0008869	ENSG00000130876.11	ENSMUSG00000030495.12
OG0008870	ENSG00000114650.20	ENSMUSG00000032485.14
OG0008871	ENSG00000178904.19	ENSMUSG00000043671.14
OG0008872	ENSG00000165078.13	ENSMUSG00000042501.12
OG0008873	ENSG00000154143.3	ENSMUSG00000011118.4
OG0008874	ENSG00000182325.11, ENSG00000285442.2	ENSMUSG00000022559.8
OG0008875	ENSG00000154096.13	ENSMUSG00000032011.5
OG0008876	ENSG00000127419.17	ENSMUSG00000013495.15
OG0008877	ENSG00000081923.14	ENSMUSG00000039529.9
OG0008878	ENSG00000046889.19	ENSMUSG00000048960.13
OG0008879	ENSG00000064309.14	ENSMUSG00000038119.15
OG0008880	ENSG00000167858.13	ENSMUSG00000020799.16
OG0008881	ENSG00000073282.13	ENSMUSG00000022510.14
OG0008882	ENSG00000149554.13	ENSMUSG00000032113.16
OG0008883	ENSG00000165084.16	ENSMUSG00000057715.13
OG0008884	ENSG00000137573.14	ENSMUSG00000016918.15
OG0008885	ENSG00000134910.14	ENSMUSG00000032116.18
OG0008886	ENSG00000196083.10	ENSMUSG00000022514.14
OG0008887	ENSG00000149547.15	ENSMUSG00000062762.17
OG0008888	ENSG00000147596.4	ENSMUSG00000042414.7
OG0008889	ENSG00000182307.14	ENSMUSG00000063236.6
OG0008890	ENSG00000165731.20	ENSMUSG00000030110.13
OG0008891	ENSG00000140396.13	ENSMUSG00000005886.14
OG0008892	ENSG00000169826.8	ENSMUSG00000042042.14
OG0008893	ENSG00000127415.13	ENSMUSG00000033540.18
OG0008894	ENSG00000182934.12	ENSMUSG00000032042.11
OG0008895	ENSG00000145214.14	ENSMUSG00000004815.12
OG0008896	ENSG00000117118.10	ENSMUSG00000009863.14
OG0008897	ENSG00000103266.11	ENSMUSG00000039615.9
OG0008898	ENSG00000169026.12	ENSMUSG00000029490.4
OG0008899	ENSG00000185619.18	ENSMUSG00000033623.13
OG0008900	ENSG00000110063.10	ENSMUSG00000032040.15
OG0008901	ENSG00000159921.16	ENSMUSG00000028479.18
OG0008902	ENSG00000143401.15	ENSMUSG00000015749.12
OG0008903	ENSG00000173848.19	ENSMUSG00000021215.15
OG0008904	ENSG00000084764.12	ENSMUSG00000029166.14
OG0008905	ENSG00000122705.17	ENSMUSG00000028478.18
OG0008906	ENSG00000149571.12	ENSMUSG00000032036.15
OG0008907	ENSG00000171824.14	ENSMUSG00000017264.16
OG0008908	ENSG00000108064.11	ENSMUSG00000003923.14
OG0008909	ENSG00000119772.16	ENSMUSG00000020661.15
OG0008910	ENSG00000107371.13	ENSMUSG00000028322.11
OG0008911	ENSG00000104321.11	ENSMUSG00000032769.5
OG0008912	ENSG00000107872.12	ENSMUSG00000025226.11
OG0008913	ENSG00000148218.16	ENSMUSG00000028393.10
OG0008914	ENSG00000164764.11	ENSMUSG00000032719.4
OG0008915	ENSG00000073060.16	ENSMUSG00000037936.15
OG0008916	ENSG00000165304.8	ENSMUSG00000035683.13
OG0008917	ENSG00000077150.20	ENSMUSG00000025225.15
OG0008918	ENSG00000243284.1	ENSMUSG00000049598.9
OG0008919	ENSG00000188931.4	ENSMUSG00000026649.14
OG0008920	ENSG00000107862.5	ENSMUSG00000025224.16
OG0008921	ENSG00000143222.12	ENSMUSG00000062963.10
OG0008922	ENSG00000284009.2, ENSG00000187838.17	ENSMUSG00000074139.8, ENSMUSG00000019461.12
OG0008923	ENSG00000133135.14	ENSMUSG00000031438.11
OG0008924	ENSG00000143258.16	ENSMUSG00000053483.13
OG0008925	ENSG00000040341.18	ENSMUSG00000025920.19
OG0008926	ENSG00000178882.15	ENSMUSG00000037962.7
OG0008927	ENSG00000168795.5	ENSMUSG00000049657.9
OG0008928	ENSG00000214367.8	ENSMUSG00000079555.2
OG0008929	ENSG00000175606.11	ENSMUSG00000025940.6
OG0008930	ENSG00000154589.7	ENSMUSG00000025779.10
OG0008931	ENSG00000077147.16	ENSMUSG00000025016.11
OG0008932	ENSG00000122741.16	ENSMUSG00000035572.16
OG0008933	ENSG00000183454.17	ENSMUSG00000059003.12
OG0008934	ENSG00000104381.13	ENSMUSG00000025777.8
OG0008935	ENSG00000137558.9	ENSMUSG00000067780.3
OG0008936	ENSG00000158859.10	ENSMUSG00000006403.13
OG0008937	ENSG00000087258.15	ENSMUSG00000031748.16
OG0008938	ENSG00000126016.15	ENSMUSG00000041688.16
OG0008939	ENSG00000121005.9	ENSMUSG00000025776.13
OG0008940	ENSG00000159461.15	ENSMUSG00000031751.14
OG0008941	ENSG00000069966.18	ENSMUSG00000032192.9
OG0008942	ENSG00000108384.15	ENSMUSG00000007646.13
OG0008943	ENSG00000087263.17	ENSMUSG00000033009.15
OG0008944	ENSG00000164749.13	ENSMUSG00000017688.14
OG0008945	ENSG00000185344.14	ENSMUSG00000038023.12
OG0008946	ENSG00000102158.19	ENSMUSG00000031232.17
OG0008947	ENSG00000167191.12	ENSMUSG00000008734.9
OG0008948	ENSG00000111361.13	ENSMUSG00000029388.14
OG0008949	ENSG00000177791.12	ENSMUSG00000068697.7
OG0008950	ENSG00000166317.12	ENSMUSG00000039376.13
OG0008951	ENSG00000169605.6	ENSMUSG00000030050.4
OG0008952	ENSG00000047346.12	ENSMUSG00000034858.16
OG0008953	ENSG00000196372.13	ENSMUSG00000033781.7
OG0008954	ENSG00000196468.8	ENSMUSG00000031230.3
OG0008955	ENSG00000272741.1, ENSG00000213123.11	ENSMUSG00000014075.15
OG0008956	ENSG00000115194.11	ENSMUSG00000029151.14
OG0008957	ENSG00000099624.8	ENSMUSG00000003072.15
OG0008958	ENSG00000151687.14	ENSMUSG00000039342.5
OG0008959	ENSG00000111364.16	ENSMUSG00000029389.17
OG0008960	ENSG00000138449.10	ENSMUSG00000025993.10
OG0008961	ENSG00000004700.16	ENSMUSG00000030243.16
OG0008962	ENSG00000166192.15	ENSMUSG00000051705.13
OG0008963	ENSG00000142611.17	ENSMUSG00000039410.16
OG0008964	ENSG00000102900.13	ENSMUSG00000032939.14
OG0008965	ENSG00000163157.15	ENSMUSG00000005628.12
OG0008966	ENSG00000198795.11	ENSMUSG00000024420.9
OG0008967	ENSG00000117758.14	ENSMUSG00000028879.4
OG0008968	ENSG00000168758.11	ENSMUSG00000026121.13
OG0008969	ENSG00000154059.11	ENSMUSG00000024423.6
OG0008970	ENSG00000213337.9	ENSMUSG00000079610.9
OG0008971	ENSG00000163156.12	ENSMUSG00000092607.9
OG0008972	ENSG00000163155.12	ENSMUSG00000053769.5
OG0008973	ENSG00000163154.6	ENSMUSG00000013707.3
OG0008974	ENSG00000185033.14	ENSMUSG00000030539.13
OG0008975	ENSG00000114988.11	ENSMUSG00000001143.13
OG0008976	ENSG00000130768.15	ENSMUSG00000028885.8
OG0008977	ENSG00000168234.13	ENSMUSG00000024424.15
OG0008978	ENSG00000145982.12	ENSMUSG00000021420.13
OG0008979	ENSG00000124785.9	ENSMUSG00000039114.16
OG0008980	ENSG00000124491.16	ENSMUSG00000039109.16
OG0008981	ENSG00000035403.17	ENSMUSG00000021823.10
OG0008982	ENSG00000261587.2, ENSG00000285272.1	ENSMUSG00000116376.1
OG0008983	ENSG00000189339.12	ENSMUSG00000042202.15
OG0008984	ENSG00000177051.6	ENSMUSG00000050428.7
OG0008985	ENSG00000261236.8, ENSG00000285301.2	ENSMUSG00000022557.11
OG0008986	ENSG00000182087.14	ENSMUSG00000013858.14
OG0008987	ENSG00000213221.5	ENSMUSG00000075467.4
OG0008988	ENSG00000182196.13	ENSMUSG00000029404.15
OG0008989	ENSG00000111325.16	ENSMUSG00000023707.13
OG0008990	ENSG00000008735.14	ENSMUSG00000022619.5
OG0008991	ENSG00000154065.17	ENSMUSG00000057766.14
OG0008992	ENSG00000156110.14	ENSMUSG00000039197.10
OG0008993	ENSG00000179562.3	ENSMUSG00000029708.9
OG0008994	ENSG00000159239.13, ENSG00000284308.1	ENSMUSG00000030030.5
OG0008995	ENSG00000283243.3, ENSG00000251322.9	ENSMUSG00000022623.17
OG0008996	ENSG00000150967.18	ENSMUSG00000029408.13
OG0008997	ENSG00000148200.17	ENSMUSG00000063972.13
OG0008998	ENSG00000106992.19	ENSMUSG00000026817.14
OG0008999	ENSG00000151773.13	ENSMUSG00000034795.14
OG0009000	ENSG00000162551.14	ENSMUSG00000028766.10
OG0009001	ENSG00000102804.15	ENSMUSG00000022010.19
OG0009002	ENSG00000092067.5	ENSMUSG00000052435.7
OG0009003	ENSG00000179933.6	ENSMUSG00000040822.7
OG0009004	ENSG00000188342.12	ENSMUSG00000067995.4
OG0009005	ENSG00000180332.6	ENSMUSG00000046523.5
OG0009006	ENSG00000130787.14	ENSMUSG00000000915.15
OG0009007	ENSG00000165816.13	ENSMUSG00000025082.8
OG0009008	ENSG00000115525.18	ENSMUSG00000056091.12
OG0009009	ENSG00000124203.6	ENSMUSG00000050600.5
OG0009010	ENSG00000165813.20	ENSMUSG00000035173.14
OG0009011	ENSG00000114491.14	ENSMUSG00000022814.6
OG0009012	ENSG00000101361.17	ENSMUSG00000027405.16
OG0009013	ENSG00000121900.19	ENSMUSG00000028786.15
OG0009014	ENSG00000116711.10	ENSMUSG00000056220.14
OG0009015	ENSG00000146576.13	ENSMUSG00000039244.10
OG0009016	ENSG00000165501.17	ENSMUSG00000034883.9
OG0009017	ENSG00000077782.20	ENSMUSG00000031565.18
OG0009018	ENSG00000165506.14	ENSMUSG00000113149.1, ENSMUSG00000020973.7
OG0009019	ENSG00000101782.15	ENSMUSG00000024404.7
OG0009020	ENSG00000111231.9	ENSMUSG00000029464.10
OG0009021	ENSG00000198924.8	ENSMUSG00000025077.13
OG0009022	ENSG00000162522.11	ENSMUSG00000050390.12
OG0009023	ENSG00000134490.14	ENSMUSG00000049411.15
OG0009024	ENSG00000073756.12	ENSMUSG00000032487.8
OG0009025	ENSG00000134508.12	ENSMUSG00000040957.15
OG0009026	ENSG00000165806.20	ENSMUSG00000025076.11
OG0009027	ENSG00000155066.16	ENSMUSG00000027376.15
OG0009028	ENSG00000124302.13	ENSMUSG00000060402.8
OG0009029	ENSG00000116703.14	ENSMUSG00000006007.14
OG0009030	ENSG00000124299.15	ENSMUSG00000063931.14
OG0009031	ENSG00000197776.8	ENSMUSG00000051890.13
OG0009032	ENSG00000197893.13	ENSMUSG00000049134.15
OG0009033	ENSG00000131876.17	ENSMUSG00000030512.13
OG0009034	ENSG00000184232.9	ENSMUSG00000032014.6
OG0009035	ENSG00000101752.11	ENSMUSG00000024294.14
OG0009036	ENSG00000047410.14	ENSMUSG00000006005.18
OG0009037	ENSG00000131871.15	ENSMUSG00000075701.9
OG0009038	ENSG00000122970.16	ENSMUSG00000029469.14
OG0009039	ENSG00000182685.7	ENSMUSG00000045744.11
OG0009040	ENSG00000148702.15	ENSMUSG00000025075.14
OG0009041	ENSG00000184860.10	ENSMUSG00000034308.13
OG0009042	ENSG00000090924.15	ENSMUSG00000037552.17
OG0009043	ENSG00000141449.14	ENSMUSG00000042942.18
OG0009044	ENSG00000103187.8	ENSMUSG00000031827.13
OG0009045	ENSG00000188676.13	ENSMUSG00000031549.16
OG0009046	ENSG00000283632.2	ENSMUSG00000011263.16
OG0009047	ENSG00000176907.5	ENSMUSG00000056313.5
OG0009048	ENSG00000163075.13	ENSMUSG00000036962.12
OG0009049	ENSG00000143341.12	ENSMUSG00000066842.18
OG0009050	ENSG00000171227.7	ENSMUSG00000050777.7
OG0009051	ENSG00000179632.10	ENSMUSG00000022553.16
OG0009052	ENSG00000095397.15	ENSMUSG00000039137.18
OG0009053	ENSG00000096080.11	ENSMUSG00000023967.9
OG0009054	ENSG00000128917.8	ENSMUSG00000027314.6
OG0009055	ENSG00000106948.16	ENSMUSG00000039158.11
OG0009056	ENSG00000104142.11	ENSMUSG00000034216.12
OG0009057	ENSG00000115221.12	ENSMUSG00000026971.15
OG0009058	ENSG00000115107.20	ENSMUSG00000026389.16
OG0009059	ENSG00000166145.14	ENSMUSG00000027315.13
OG0009060	ENSG00000103175.11	ENSMUSG00000023336.6
OG0009061	ENSG00000116679.16	ENSMUSG00000023150.14
OG0009062	ENSG00000168418.7	ENSMUSG00000045246.11
OG0009063	ENSG00000154114.12	ENSMUSG00000037287.15
OG0009065	ENSG00000116668.13	ENSMUSG00000052748.14
OG0009066	ENSG00000109927.10	ENSMUSG00000037705.13
OG0009067	ENSG00000158517.15	ENSMUSG00000015950.13
OG0009068	ENSG00000008226.20	ENSMUSG00000038060.15
OG0009069	ENSG00000101557.15	ENSMUSG00000047879.17
OG0009070	ENSG00000129951.18	ENSMUSG00000035835.14
OG0009071	ENSG00000121481.11	ENSMUSG00000026484.13
OG0009072	ENSG00000119913.6	ENSMUSG00000024979.13
OG0009073	ENSG00000135108.14	ENSMUSG00000032898.9
OG0009074	ENSG00000137880.6	ENSMUSG00000046814.3
OG0009075	ENSG00000089250.19	ENSMUSG00000029361.18
OG0009076	ENSG00000158270.12	ENSMUSG00000036103.9
OG0009077	ENSG00000137824.16	ENSMUSG00000070730.11
OG0009078	ENSG00000116406.19	ENSMUSG00000043019.12
OG0009079	ENSG00000139505.11	ENSMUSG00000021987.9
OG0009080	ENSG00000176890.16	ENSMUSG00000025747.12
OG0009081	ENSG00000109943.9	ENSMUSG00000032021.14
OG0009082	ENSG00000165476.14	ENSMUSG00000019873.8
OG0009083	ENSG00000137812.19	ENSMUSG00000027326.13
OG0009084	ENSG00000188909.5	ENSMUSG00000054360.4
OG0009085	ENSG00000180730.4	ENSMUSG00000044461.6
OG0009086	ENSG00000176871.8	ENSMUSG00000029364.15
OG0009087	ENSG00000176834.14	ENSMUSG00000066894.14
OG0009088	ENSG00000174132.9	ENSMUSG00000051185.9
OG0009089	ENSG00000173930.9	ENSMUSG00000040693.7
OG0009090	ENSG00000125818.18	ENSMUSG00000032869.15
OG0009091	ENSG00000123066.8	ENSMUSG00000018076.12
OG0009092	ENSG00000023171.18	ENSMUSG00000040111.17
OG0009093	ENSG00000125895.5	ENSMUSG00000044364.5
OG0009094	ENSG00000141433.13	ENSMUSG00000024256.7
OG0009095	ENSG00000161980.6	ENSMUSG00000038628.8
OG0009096	ENSG00000140320.12	ENSMUSG00000040007.8
OG0009097	ENSG00000127124.16	ENSMUSG00000028634.17
OG0009098	ENSG00000148606.13	ENSMUSG00000025280.8
OG0009099	ENSG00000101574.15	ENSMUSG00000055660.9
OG0009100	ENSG00000204060.7, ENSG00000281518.7	ENSMUSG00000052135.8
OG0009101	ENSG00000138311.17	ENSMUSG00000037855.15
OG0009102	ENSG00000151461.20	ENSMUSG00000043241.14
OG0009103	ENSG00000080986.13	ENSMUSG00000024056.10
OG0009104	ENSG00000176204.13	ENSMUSG00000052581.13
OG0009105	ENSG00000182010.11	ENSMUSG00000037846.18
OG0009106	ENSG00000128944.13	ENSMUSG00000027331.15
OG0009107	ENSG00000152936.10	ENSMUSG00000054966.13
OG0009108	ENSG00000122035.6	ENSMUSG00000029641.8
OG0009109	ENSG00000145725.19	ENSMUSG00000040648.14
OG0009110	ENSG00000150347.16	ENSMUSG00000019947.10
OG0009111	ENSG00000139517.9	ENSMUSG00000016520.7
OG0009112	ENSG00000119421.7	ENSMUSG00000026895.7
OG0009113	ENSG00000165724.6	ENSMUSG00000026974.11
OG0009114	ENSG00000181751.10	ENSMUSG00000044768.16
OG0009115	ENSG00000179796.12	ENSMUSG00000045201.6
OG0009116	ENSG00000139515.6	ENSMUSG00000029644.7
OG0009117	ENSG00000129946.10	ENSMUSG00000020312.12
OG0009118	ENSG00000151093.8	ENSMUSG00000021786.13
OG0009119	ENSG00000157064.11	ENSMUSG00000042751.14
OG0009120	ENSG00000186648.15, ENSG00000284765.2	ENSMUSG00000022211.9
OG0009121	ENSG00000151092.17	ENSMUSG00000021785.8
OG0009122	ENSG00000149357.10	ENSMUSG00000030842.12
OG0009123	ENSG00000137841.12	ENSMUSG00000040061.17
OG0009124	ENSG00000125875.14	ENSMUSG00000027465.13
OG0009125	ENSG00000170312.16	ENSMUSG00000019942.13
OG0009126	ENSG00000184349.13	ENSMUSG00000048915.12
OG0009127	ENSG00000109956.13	ENSMUSG00000045994.17
OG0009128	ENSG00000137843.12	ENSMUSG00000074923.10
OG0009129	ENSG00000196476.12	ENSMUSG00000032680.11
OG0009130	ENSG00000112893.9	ENSMUSG00000024085.13
OG0009131	ENSG00000135862.6	ENSMUSG00000026478.14
OG0009132	ENSG00000082397.17	ENSMUSG00000024044.19
OG0009133	ENSG00000259431.6	ENSMUSG00000045691.14
OG0009134	ENSG00000138074.15	ENSMUSG00000006641.12
OG0009135	ENSG00000151500.15	ENSMUSG00000035443.10
OG0009136	ENSG00000117266.15	ENSMUSG00000026437.11
OG0009137	ENSG00000164209.17	ENSMUSG00000024259.9
OG0009138	ENSG00000134987.11	ENSMUSG00000038299.16
OG0009139	ENSG00000175707.9	ENSMUSG00000037600.16
OG0009140	ENSG00000104081.14	ENSMUSG00000040093.16
OG0009141	ENSG00000151502.11	ENSMUSG00000031988.10
OG0009142	ENSG00000135829.17	ENSMUSG00000042699.11
OG0009143	ENSG00000170579.17	ENSMUSG00000003279.17
OG0009144	ENSG00000174514.13	ENSMUSG00000059149.17
OG0009145	ENSG00000135838.13	ENSMUSG00000042684.8
OG0009147	ENSG00000166073.11	ENSMUSG00000040133.2
OG0009148	ENSG00000101605.12	ENSMUSG00000024049.15
OG0009149	ENSG00000150667.8	ENSMUSG00000027344.14
OG0009150	ENSG00000090020.11	ENSMUSG00000028854.9
OG0009151	ENSG00000117280.13	ENSMUSG00000026433.13
OG0009152	ENSG00000151503.12	ENSMUSG00000035024.16
OG0009153	ENSG00000134982.17	ENSMUSG00000005871.15
OG0009154	ENSG00000140718.21	ENSMUSG00000055932.15
OG0009155	ENSG00000169744.13	ENSMUSG00000039706.11
OG0009156	ENSG00000174502.19	ENSMUSG00000042268.10
OG0009157	ENSG00000166086.13	ENSMUSG00000031990.15
OG0009158	ENSG00000110237.5	ENSMUSG00000032875.8
OG0009159	ENSG00000159387.7	ENSMUSG00000031738.14
OG0009160	ENSG00000120903.13	ENSMUSG00000022041.10
OG0009161	ENSG00000087245.13	ENSMUSG00000031740.8
OG0009162	ENSG00000276600.5	ENSMUSG00000052688.12
OG0009163	ENSG00000101577.9	ENSMUSG00000024052.17
OG0009164	ENSG00000137478.15	ENSMUSG00000030691.15
OG0009165	ENSG00000196188.11	ENSMUSG00000004552.16
OG0009166	ENSG00000171444.18	ENSMUSG00000071856.10
OG0009167	ENSG00000092850.12	ENSMUSG00000028845.15
OG0009168	ENSG00000116863.11	ENSMUSG00000042558.16
OG0009169	ENSG00000149257.14	ENSMUSG00000070436.12
OG0009170	ENSG00000128789.21	ENSMUSG00000024537.5
OG0009171	ENSG00000175354.20	ENSMUSG00000024539.17
OG0009172	ENSG00000171533.11	ENSMUSG00000055407.14
OG0009173	ENSG00000276045.3	ENSMUSG00000049686.14
OG0009174	ENSG00000214517.10	ENSMUSG00000030718.9
OG0009175	ENSG00000285371.2, ENSG00000139714.12	ENSMUSG00000029477.14
OG0009176	ENSG00000085415.16	ENSMUSG00000079614.4
OG0009177	ENSG00000143486.16	ENSMUSG00000026427.16
OG0009178	ENSG00000135736.6	ENSMUSG00000063605.5
OG0009179	ENSG00000152503.9	ENSMUSG00000033949.12
OG0009180	ENSG00000124787.14	ENSMUSG00000021418.15
OG0009181	ENSG00000164219.10	ENSMUSG00000024477.4
OG0009182	ENSG00000163092.20	ENSMUSG00000027022.14
OG0009183	ENSG00000197816.15	ENSMUSG00000035539.14
OG0009184	ENSG00000136875.12	ENSMUSG00000066148.3
OG0009185	ENSG00000101639.18	ENSMUSG00000024542.9
OG0009186	ENSG00000161594.7	ENSMUSG00000001558.5
OG0009187	ENSG00000145780.8	ENSMUSG00000033319.5
OG0009188	ENSG00000251201.8, ENSG00000243414.5	ENSMUSG00000056130.10
OG0009189	ENSG00000125355.15	ENSMUSG00000036502.14
OG0009190	ENSG00000136634.7	ENSMUSG00000016529.5
OG0009191	ENSG00000127526.15	ENSMUSG00000019731.13
OG0009192	ENSG00000134970.14	ENSMUSG00000033184.14
OG0009193	ENSG00000176386.9	ENSMUSG00000066149.11
OG0009194	ENSG00000129596.5	ENSMUSG00000033022.8
OG0009195	ENSG00000136868.11	ENSMUSG00000066150.12
OG0009196	ENSG00000186471.13	ENSMUSG00000036551.6
OG0009197	ENSG00000185231.5	ENSMUSG00000045569.7
OG0009198	ENSG00000071282.12	ENSMUSG00000057604.9
OG0009199	ENSG00000110801.14	ENSMUSG00000029440.15
OG0009200	ENSG00000162896.6	ENSMUSG00000026417.13
OG0009201	ENSG00000168802.13	ENSMUSG00000046691.14
OG0009202	ENSG00000181873.13	ENSMUSG00000049287.5
OG0009203	ENSG00000198835.4	ENSMUSG00000043448.13
OG0009204	ENSG00000162910.19	ENSMUSG00000036860.14
OG0009205	ENSG00000145781.9	ENSMUSG00000042705.9
OG0009206	ENSG00000143793.13	ENSMUSG00000020441.6
OG0009207	ENSG00000092421.16	ENSMUSG00000019647.16
OG0009208	ENSG00000167962.14	ENSMUSG00000041130.10
OG0009209	ENSG00000285321.1, ENSG00000139914.6	ENSMUSG00000022215.6
OG0009210	ENSG00000147799.11	ENSMUSG00000033697.16
OG0009211	ENSG00000081138.14	ENSMUSG00000026312.17
OG0009212	ENSG00000127554.13	ENSMUSG00000040888.10
OG0009213	ENSG00000158113.13	ENSMUSG00000063409.12
OG0009214	ENSG00000093217.11	ENSMUSG00000035769.9
