Orthogroup	H_sapiens.pep	X_tropicalis.pep
OG0006762	ENSG00000188906.16	ENSXETG00000001163.1
OG0006763	ENSG00000159261.12	ENSXETG00000013510.1
OG0006764	ENSG00000075218.19	ENSXETG00000008632.1
OG0006765	ENSG00000121897.15	ENSXETG00000004290.1, ENSXETG00000004124.1
OG0006766	ENSG00000109814.12	ENSXETG00000004386.1, ENSXETG00000004779.1
OG0006767	ENSG00000164118.13	ENSXETG00000001094.1
OG0006768	ENSG00000164117.14	ENSXETG00000001108.1
OG0006769	ENSG00000179299.17	ENSXETG00000006396.1
OG0006770	ENSG00000154277.13	ENSXETG00000012079.1
OG0006771	ENSG00000109111.15	ENSXETG00000012951.1
OG0006772	ENSG00000142207.7	ENSXETG00000004371.1
OG0006773	ENSG00000124406.16	ENSXETG00000001589.1
OG0006774	ENSG00000151806.14	ENSXETG00000001990.1
OG0006775	ENSG00000156239.12	ENSXETG00000014007.1
OG0006776	ENSG00000154727.10	ENSXETG00000009704.1
OG0006777	ENSG00000154721.15	ENSXETG00000009742.1
OG0006778	ENSG00000154719.13	ENSXETG00000009784.1
OG0006779	ENSG00000134851.13	ENSXETG00000007892.1
OG0006780	ENSG00000157426.14	ENSXETG00000009048.1
OG0006781	ENSG00000128059.8	ENSXETG00000009353.1
OG0006782	ENSG00000175161.13	ENSXETG00000005271.1
OG0006783	ENSG00000285360.2, ENSG00000154359.13	ENSXETG00000009405.1
OG0006784	ENSG00000284872.1, ENSG00000250305.9	ENSXETG00000009427.1
OG0006785	ENSG00000285265.3, ENSG00000164741.15	ENSXETG00000009614.1
OG0006786	ENSG00000174827.14	ENSXETG00000011470.1
OG0006787	ENSG00000117262.19, ENSG00000188092.15	ENSXETG00000011275.1
OG0006788	ENSG00000162836.12	ENSXETG00000011530.1
OG0006789	ENSG00000155975.10	ENSXETG00000004837.1
OG0006790	ENSG00000116128.11	ENSXETG00000011581.1
OG0006791	ENSG00000166558.10	ENSXETG00000010477.1
OG0006792	ENSG00000144843.11	ENSXETG00000002375.1
OG0006793	ENSG00000140943.17	ENSXETG00000010504.1
OG0006794	ENSG00000134247.10	ENSXETG00000014766.1
OG0006795	ENSG00000143195.13	ENSXETG00000011151.1
OG0006796	ENSG00000143194.13	ENSXETG00000015359.1
OG0006797	ENSG00000125149.12	ENSXETG00000020727.1
OG0006798	ENSG00000143162.9	ENSXETG00000010673.1
OG0006799	ENSG00000198771.11	ENSXETG00000010689.1
OG0006800	ENSG00000170854.18	ENSXETG00000003761.1
OG0006801	ENSG00000104763.19	ENSXETG00000005709.1
OG0006802	ENSG00000184500.16	ENSXETG00000004041.1
OG0006803	ENSG00000114529.12, ENSG00000285394.1	ENSXETG00000003626.1
OG0006804	ENSG00000205129.8	ENSXETG00000001984.1
OG0006805	ENSG00000198574.6	ENSXETG00000006259.1
OG0006806	ENSG00000109775.11	ENSXETG00000001997.1
OG0006807	ENSG00000168538.16	ENSXETG00000000276.1
OG0006808	ENSG00000168556.7	ENSXETG00000000441.1
OG0006809	ENSG00000038002.9	ENSXETG00000000831.1
OG0006810	ENSG00000151612.18	ENSXETG00000021226.1
OG0006811	ENSG00000151611.16	ENSXETG00000019377.1
OG0006812	ENSG00000182504.11	ENSXETG00000004073.1
OG0006813	ENSG00000066422.5	ENSXETG00000000923.1
OG0006814	ENSG00000081148.12	ENSXETG00000019486.1
OG0006816	ENSG00000114354.14	ENSXETG00000017290.1
OG0006817	ENSG00000036054.13	ENSXETG00000010994.1
OG0006818	ENSG00000168386.18	ENSXETG00000007303.1
OG0006819	ENSG00000109458.8	ENSXETG00000012602.1
OG0006820	ENSG00000184220.12	ENSXETG00000007279.1
OG0006821	ENSG00000109445.11	ENSXETG00000012849.1
OG0006822	ENSG00000153132.13	ENSXETG00000012975.1
OG0006823	ENSG00000117479.15	ENSXETG00000004353.1
OG0006824	ENSG00000138650.9	ENSXETG00000013642.1
OG0006825	ENSG00000138459.9	ENSXETG00000004803.1
OG0006826	ENSG00000178105.11	ENSXETG00000012407.1
OG0006827	ENSG00000163607.17	ENSXETG00000011485.1
OG0006828	ENSG00000198498.10	ENSXETG00000007479.1
OG0006829	ENSG00000163617.11	ENSXETG00000015047.1
OG0006830	ENSG00000171503.12	ENSXETG00000005383.1
OG0006831	ENSG00000164124.11	ENSXETG00000006203.1
OG0006832	ENSG00000262635.5, ENSG00000151790.9	ENSXETG00000012443.1
OG0006833	ENSG00000262505.2, ENSG00000256394.3	ENSXETG00000003192.1
OG0006834	ENSG00000061918.13	ENSXETG00000003225.1
OG0006835	ENSG00000121211.8	ENSXETG00000001854.1
OG0006836	ENSG00000120694.20	ENSXETG00000010266.1
OG0006837	ENSG00000154079.6	ENSXETG00000002938.1
OG0006838	ENSG00000151617.17	ENSXETG00000010145.1
OG0006839	ENSG00000137714.3	ENSXETG00000005481.1
OG0006840	ENSG00000120519.14	ENSXETG00000010171.1
OG0006841	ENSG00000077684.16	ENSXETG00000013748.1
OG0006842	ENSG00000151849.15	ENSXETG00000005660.1
OG0006843	ENSG00000121743.4	ENSXETG00000006639.1, ENSXETG00000007758.1, ENSXETG00000006415.1
OG0006844	ENSG00000032742.17	ENSXETG00000006489.1
OG0006845	ENSG00000160446.19	ENSXETG00000016571.1, ENSXETG00000014128.1
OG0006846	ENSG00000150456.11	ENSXETG00000006616.1
OG0006847	ENSG00000132953.16	ENSXETG00000012075.1
OG0006848	ENSG00000170917.14	ENSXETG00000014378.1
OG0006849	ENSG00000150457.9	ENSXETG00000004591.1
OG0006850	ENSG00000173141.5	ENSXETG00000008759.1
OG0006851	ENSG00000273167.1, ENSG00000182957.16	ENSXETG00000003404.1
OG0006852	ENSG00000164111.15	ENSXETG00000016282.1
OG0006853	ENSG00000170962.13	ENSXETG00000018360.1
OG0006854	ENSG00000164109.14	ENSXETG00000009544.1
OG0006855	ENSG00000172399.5	ENSXETG00000009021.1
OG0006856	ENSG00000137674.4	ENSXETG00000012623.1
OG0006857	ENSG00000174607.11	ENSXETG00000011847.1
OG0006858	ENSG00000152558.15	ENSXETG00000012669.1
OG0006859	ENSG00000137691.13	ENSXETG00000015007.1, ENSXETG00000012811.1
OG0006860	ENSG00000110318.15	ENSXETG00000012814.1
OG0006861	ENSG00000082175.15	ENSXETG00000012977.1
OG0006862	ENSG00000138658.15	ENSXETG00000016122.1
OG0006863	ENSG00000145365.11	ENSXETG00000015970.1
OG0006864	ENSG00000149231.14	ENSXETG00000010691.1
OG0006865	ENSG00000184384.14	ENSXETG00000010702.1
OG0006866	ENSG00000166037.11	ENSXETG00000010813.1
OG0006867	ENSG00000077458.13	ENSXETG00000011105.1
OG0006868	ENSG00000149218.5	ENSXETG00000010755.1
OG0006869	ENSG00000150316.12	ENSXETG00000010737.1
OG0006870	ENSG00000109534.17	ENSXETG00000015563.1
OG0006871	ENSG00000214376.6	ENSXETG00000008775.1
OG0006872	ENSG00000182919.14	ENSXETG00000010853.1
OG0006873	ENSG00000164089.9	ENSXETG00000010956.1
OG0006874	ENSG00000166012.17	ENSXETG00000010881.1
OG0006875	ENSG00000169288.18	ENSXETG00000020009.1
OG0006877	ENSG00000171202.7	ENSXETG00000019650.1
OG0006878	ENSG00000137500.9	ENSXETG00000004447.1
OG0006879	ENSG00000137494.14	ENSXETG00000004519.1
OG0006880	ENSG00000165494.11	ENSXETG00000004601.1
OG0006881	ENSG00000182103.5	ENSXETG00000000187.1
OG0006882	ENSG00000101670.12	ENSXETG00000016690.1
OG0006883	ENSG00000141627.13	ENSXETG00000007812.1
OG0006884	ENSG00000101665.9	ENSXETG00000007738.1
OG0006885	ENSG00000184828.10	ENSXETG00000008125.1
OG0006886	ENSG00000155545.19	ENSXETG00000019592.1
OG0006887	ENSG00000134352.20	ENSXETG00000012478.1
OG0006888	ENSG00000177058.12	ENSXETG00000012804.1
OG0006889	ENSG00000164294.14	ENSXETG00000013013.1
OG0006890	ENSG00000213949.10	ENSXETG00000013370.1
OG0006891	ENSG00000112996.11	ENSXETG00000016868.1
OG0006892	ENSG00000112972.15	ENSXETG00000012636.1
OG0006893	ENSG00000172262.11	ENSXETG00000012661.1
OG0006894	ENSG00000112936.19	ENSXETG00000013038.1
OG0006895	ENSG00000153071.15	ENSXETG00000013122.1
OG0006896	ENSG00000113600.11	ENSXETG00000013153.1
OG0006897	ENSG00000188725.8	ENSXETG00000019709.1
OG0006898	ENSG00000164182.11	ENSXETG00000017610.1
OG0006899	ENSG00000113595.15	ENSXETG00000021347.1
OG0006900	ENSG00000197860.10	ENSXETG00000010511.1
OG0006901	ENSG00000145740.19	ENSXETG00000000204.1
OG0006902	ENSG00000164309.15	ENSXETG00000014703.1
OG0006903	ENSG00000164329.13	ENSXETG00000015144.1
OG0006904	ENSG00000145692.15	ENSXETG00000016797.1
OG0006905	ENSG00000132837.15	ENSXETG00000016343.1
OG0006906	ENSG00000285000.1, ENSG00000164252.13	ENSXETG00000006693.1
OG0006907	ENSG00000145741.15	ENSXETG00000021244.1
OG0006908	ENSG00000164325.8	ENSXETG00000018369.1, ENSXETG00000017764.1
OG0006909	ENSG00000164326.5	ENSXETG00000003197.1, ENSXETG00000010492.1
OG0006910	ENSG00000277868.4, ENSG00000183323.13	ENSXETG00000002172.1
OG0006911	ENSG00000113318.11	ENSXETG00000018421.1
OG0006912	ENSG00000152422.15	ENSXETG00000016076.1
OG0006914	ENSG00000081189.15	ENSXETG00000011593.1
OG0006915	ENSG00000185261.14	ENSXETG00000009128.1
OG0006916	ENSG00000153347.10	ENSXETG00000009342.1
OG0006917	ENSG00000198677.11	ENSXETG00000009456.1
OG0006918	ENSG00000173221.14	ENSXETG00000009660.1
OG0006919	ENSG00000105397.14	ENSXETG00000015657.1
OG0006920	ENSG00000288360.1, ENSG00000132003.9	ENSXETG00000005735.1
OG0006921	ENSG00000113368.12	ENSXETG00000017228.1
OG0006922	ENSG00000164241.13	ENSXETG00000019610.1
OG0006923	ENSG00000066583.12	ENSXETG00000000642.1
OG0006924	ENSG00000165030.4	ENSXETG00000012589.1
OG0006925	ENSG00000107186.16	ENSXETG00000018532.1
OG0006926	ENSG00000173068.18	ENSXETG00000003238.1
OG0006927	ENSG00000187742.15	ENSXETG00000016858.1
OG0006928	ENSG00000158122.12	ENSXETG00000019173.1
OG0006929	ENSG00000196730.13	ENSXETG00000020213.1
OG0006930	ENSG00000083223.18	ENSXETG00000019391.1
OG0006931	ENSG00000165118.15	ENSXETG00000010059.1
OG0006932	ENSG00000172159.16	ENSXETG00000020520.1
OG0006933	ENSG00000165105.10	ENSXETG00000018674.1
OG0006934	ENSG00000197969.14	ENSXETG00000004226.1
OG0006935	ENSG00000099139.14	ENSXETG00000009313.1
OG0006936	ENSG00000156017.13	ENSXETG00000009029.1
OG0006937	ENSG00000155621.15	ENSXETG00000015148.1
OG0006938	ENSG00000083067.22	ENSXETG00000013484.1
OG0006939	ENSG00000107282.8	ENSXETG00000012777.1
OG0006940	ENSG00000135063.19	ENSXETG00000012706.1
OG0006941	ENSG00000285130.2, ENSG00000119139.20	ENSXETG00000012596.1
OG0006942	ENSG00000165060.14	ENSXETG00000018154.1
OG0006943	ENSG00000107104.19	ENSXETG00000018427.1
OG0006944	ENSG00000107249.23	ENSXETG00000020771.1
OG0006945	ENSG00000120158.12	ENSXETG00000019265.1
OG0006946	ENSG00000099219.14	ENSXETG00000019154.1
OG0006947	ENSG00000183354.12	ENSXETG00000017246.1
OG0006948	ENSG00000178445.9	ENSXETG00000017253.1
OG0006949	ENSG00000100902.11	ENSXETG00000020413.1
OG0006950	ENSG00000151320.11	ENSXETG00000019155.1
OG0006951	ENSG00000129493.15	ENSXETG00000019728.1
OG0006952	ENSG00000100478.15	ENSXETG00000017837.1
OG0006953	ENSG00000092108.21	ENSXETG00000020860.1
OG0006954	ENSG00000120156.21	ENSXETG00000020549.1
OG0006955	ENSG00000120159.13	ENSXETG00000000257.1
OG0006956	ENSG00000188921.14	ENSXETG00000011309.1
OG0006957	ENSG00000171843.16	ENSXETG00000014917.1
OG0006958	ENSG00000134291.12	ENSXETG00000019797.1
OG0006959	ENSG00000135452.10	ENSXETG00000000585.1
OG0006960	ENSG00000123297.19	ENSXETG00000000654.1
OG0006961	ENSG00000100714.17	ENSXETG00000000431.1
OG0006962	ENSG00000110925.7	ENSXETG00000021012.1
OG0006963	ENSG00000140009.18	ENSXETG00000000989.1
OG0006964	ENSG00000184271.17	ENSXETG00000021062.1
OG0006965	ENSG00000183283.16	ENSXETG00000018483.1
OG0006966	ENSG00000170545.17	ENSXETG00000017247.1
OG0006967	ENSG00000139973.16	ENSXETG00000020296.1
OG0006968	ENSG00000170779.11	ENSXETG00000000084.1
OG0006969	ENSG00000140104.14	ENSXETG00000018498.1
OG0006970	ENSG00000276342.4, ENSG00000258986.7	ENSXETG00000005287.1
OG0006971	ENSG00000166183.16	ENSXETG00000005006.1
OG0006973	ENSG00000136718.10	ENSXETG00000014885.1
OG0006974	ENSG00000119698.12, ENSG00000278326.4	ENSXETG00000019794.1
OG0006975	ENSG00000141644.17	ENSXETG00000020558.1
OG0006976	ENSG00000165959.12	ENSXETG00000018745.1
OG0006977	ENSG00000066739.12	ENSXETG00000020834.1
OG0006978	ENSG00000135476.12	ENSXETG00000005893.1
OG0006979	ENSG00000100749.8	ENSXETG00000020461.1, ENSXETG00000015390.1
OG0006980	ENSG00000278787.4, ENSG00000012963.15	ENSXETG00000010464.1
OG0006981	ENSG00000100605.17, ENSG00000274958.4	ENSXETG00000017077.1
OG0006982	ENSG00000100600.15	ENSXETG00000020305.1
OG0006983	ENSG00000100599.16	ENSXETG00000017317.1
OG0006984	ENSG00000183648.11	ENSXETG00000002274.1
OG0006985	ENSG00000100815.12	ENSXETG00000010209.1
OG0006986	ENSG00000123415.15	ENSXETG00000004547.1
OG0006987	ENSG00000037965.6	ENSXETG00000004586.1, ENSXETG00000017195.1
OG0006988	ENSG00000119714.11	ENSXETG00000008365.1, ENSXETG00000001668.1
OG0006989	ENSG00000119720.18	ENSXETG00000005252.1
OG0006990	ENSG00000042088.14	ENSXETG00000005008.1
OG0006991	ENSG00000165417.12	ENSXETG00000008141.1
OG0006992	ENSG00000125656.11	ENSXETG00000004914.1
OG0006993	ENSG00000104998.4, ENSG00000288185.1	ENSXETG00000004989.1
OG0006994	ENSG00000288453.1, ENSG00000132017.10	ENSXETG00000005106.1
OG0006995	ENSG00000100591.8	ENSXETG00000001071.1
OG0006996	ENSG00000100577.19	ENSXETG00000001034.1
OG0006997	ENSG00000165548.11	ENSXETG00000000590.1
OG0006998	ENSG00000119685.20	ENSXETG00000003174.1
OG0006999	ENSG00000156127.8	ENSXETG00000003029.1
OG0007000	ENSG00000179218.13	ENSXETG00000003513.1, ENSXETG00000020149.1
OG0007001	ENSG00000119689.15	ENSXETG00000002754.1
OG0007004	ENSG00000130159.14	ENSXETG00000002524.1
OG0007005	ENSG00000130175.9	ENSXETG00000019877.1
OG0007006	ENSG00000119636.16	ENSXETG00000005838.1
OG0007007	ENSG00000105518.14	ENSXETG00000010373.1
OG0007008	ENSG00000165355.7	ENSXETG00000017403.1
OG0007009	ENSG00000100941.9	ENSXETG00000009609.1
OG0007010	ENSG00000182400.15	ENSXETG00000009652.1
OG0007011	ENSG00000120685.20	ENSXETG00000008044.1
OG0007012	ENSG00000151332.19	ENSXETG00000019939.1
OG0007013	ENSG00000282046.3, ENSG00000166923.12, ENSG00000276886.4	ENSXETG00000017250.1
OG0007014	ENSG00000248905.10	ENSXETG00000019163.1
OG0007015	ENSG00000129351.17	ENSXETG00000009092.1
OG0007016	ENSG00000166532.16	ENSXETG00000008806.1
OG0007017	ENSG00000167220.12	ENSXETG00000008279.1
OG0007018	ENSG00000167216.17	ENSXETG00000008398.1
OG0007019	ENSG00000078043.16	ENSXETG00000009108.1
OG0007020	ENSG00000167210.17	ENSXETG00000004939.1, ENSXETG00000004877.1
OG0007021	ENSG00000152240.13	ENSXETG00000004815.1
OG0007023	ENSG00000152217.19	ENSXETG00000019920.1
OG0007024	ENSG00000078142.13	ENSXETG00000000335.1
OG0007025	ENSG00000181704.12	ENSXETG00000017383.1, ENSXETG00000003730.1
OG0007026	ENSG00000197555.9	ENSXETG00000000945.1
OG0007027	ENSG00000119707.14	ENSXETG00000000536.1
OG0007028	ENSG00000080815.19	ENSXETG00000000435.1
OG0007029	ENSG00000119661.15	ENSXETG00000005841.1
OG0007030	ENSG00000184343.11	ENSXETG00000014325.1
OG0007031	ENSG00000128881.17	ENSXETG00000003092.1
OG0007032	ENSG00000185825.17	ENSXETG00000003461.1
OG0007033	ENSG00000092529.25	ENSXETG00000019825.1
OG0007034	ENSG00000103978.16	ENSXETG00000017024.1
OG0007036	ENSG00000168907.13	ENSXETG00000021175.1
OG0007037	ENSG00000126895.15	ENSXETG00000019909.1, ENSXETG00000020746.1
OG0007038	ENSG00000182533.7	ENSXETG00000020136.1, ENSXETG00000020749.1
OG0007039	ENSG00000284987.1, ENSG00000089820.15	ENSXETG00000000007.1
OG0007040	ENSG00000174197.16	ENSXETG00000009944.1
OG0007041	ENSG00000092445.12	ENSXETG00000010074.1
OG0007042	ENSG00000184216.14	ENSXETG00000001027.1
OG0007043	ENSG00000169057.23	ENSXETG00000001058.1
OG0007044	ENSG00000137815.14	ENSXETG00000017327.1
OG0007045	ENSG00000156535.15	ENSXETG00000010069.1, ENSXETG00000010015.1
OG0007046	ENSG00000102003.10	ENSXETG00000008861.1
OG0007047	ENSG00000149091.15	ENSXETG00000011045.1
OG0007048	ENSG00000110497.14	ENSXETG00000010791.1
OG0007049	ENSG00000149179.13	ENSXETG00000008385.1
OG0007050	ENSG00000269335.5	ENSXETG00000018864.1
OG0007051	ENSG00000134575.13	ENSXETG00000021278.1
OG0007052	ENSG00000066336.11	ENSXETG00000021149.1
OG0007053	ENSG00000123268.9	ENSXETG00000020313.1
OG0007054	ENSG00000165915.14	ENSXETG00000017570.1
OG0007055	ENSG00000165916.8	ENSXETG00000020537.1
OG0007056	ENSG00000165917.10	ENSXETG00000011134.1
OG0007057	ENSG00000151348.14	ENSXETG00000013315.1
OG0007058	ENSG00000161800.13	ENSXETG00000002844.1
OG0007059	ENSG00000019485.13	ENSXETG00000002935.1
OG0007060	ENSG00000261308.2	ENSXETG00000018582.1
OG0007061	ENSG00000161835.11	ENSXETG00000016351.1
OG0007062	ENSG00000123358.20	ENSXETG00000016386.1
OG0007063	ENSG00000110955.9	ENSXETG00000017039.1
OG0007064	ENSG00000076108.11	ENSXETG00000019450.1
OG0007065	ENSG00000179241.13	ENSXETG00000013418.1
OG0007066	ENSG00000026508.19	ENSXETG00000013525.1
OG0007067	ENSG00000162344.4	ENSXETG00000015296.1
OG0007068	ENSG00000110092.4	ENSXETG00000003542.1, ENSXETG00000006512.1
OG0007069	ENSG00000287725.1, ENSG00000162341.18	ENSXETG00000008880.1
OG0007070	ENSG00000166833.21	ENSXETG00000010082.1
OG0007071	ENSG00000139645.10	ENSXETG00000000877.1
OG0007072	ENSG00000062485.19	ENSXETG00000000211.1
OG0007073	ENSG00000139613.12	ENSXETG00000002450.1
OG0007074	ENSG00000152219.5	ENSXETG00000003800.1
OG0007075	ENSG00000148950.11	ENSXETG00000003702.1
OG0007076	ENSG00000149100.13	ENSXETG00000007842.1
OG0007078	ENSG00000110422.12	ENSXETG00000007164.1
OG0007079	ENSG00000134285.11	ENSXETG00000006321.1
OG0007080	ENSG00000000460.17	ENSXETG00000011061.1
OG0007081	ENSG00000110321.17	ENSXETG00000008755.1
OG0007082	ENSG00000174243.10	ENSXETG00000005339.1
OG0007083	ENSG00000072952.18	ENSXETG00000003600.1
OG0007084	ENSG00000133805.15	ENSXETG00000003821.1
OG0007085	ENSG00000167566.17	ENSXETG00000008210.1
OG0007086	ENSG00000139644.13	ENSXETG00000008090.1
OG0007087	ENSG00000166478.10	ENSXETG00000012194.1
OG0007088	ENSG00000166471.11	ENSXETG00000012093.1
OG0007089	ENSG00000184014.8	ENSXETG00000003395.1
OG0007090	ENSG00000186104.10	ENSXETG00000007131.1
OG0007091	ENSG00000011405.13	ENSXETG00000015074.1
OG0007092	ENSG00000143971.9	ENSXETG00000007455.1
OG0007093	ENSG00000166685.12	ENSXETG00000003577.1
OG0007094	ENSG00000288114.1, ENSG00000110768.12	ENSXETG00000003128.1
OG0007095	ENSG00000171595.14	ENSXETG00000012231.1
OG0007096	ENSG00000151116.17	ENSXETG00000008577.1
OG0007097	ENSG00000179119.15	ENSXETG00000014830.1
OG0007098	ENSG00000185298.13	ENSXETG00000020495.1
OG0007099	ENSG00000182612.10	ENSXETG00000006598.1, ENSXETG00000004585.1
OG0007100	ENSG00000141577.14	ENSXETG00000012202.1
OG0007102	ENSG00000176108.9	ENSXETG00000009161.1
OG0007103	ENSG00000173818.17	ENSXETG00000009475.1
OG0007104	ENSG00000064201.15	ENSXETG00000005576.1
OG0007105	ENSG00000181045.15	ENSXETG00000009833.1
OG0007106	ENSG00000182156.10	ENSXETG00000007979.1
OG0007107	ENSG00000167281.19	ENSXETG00000006795.1
OG0007108	ENSG00000177595.18	ENSXETG00000010482.1
OG0007110	ENSG00000177156.11	ENSXETG00000010886.1
OG0007111	ENSG00000177106.16	ENSXETG00000018103.1
OG0007112	ENSG00000161328.11, ENSG00000273831.2	ENSXETG00000000558.1
OG0007114	ENSG00000110721.12	ENSXETG00000001546.1
OG0007115	ENSG00000069482.7	ENSXETG00000004960.1
OG0007116	ENSG00000011451.20	ENSXETG00000010713.1
OG0007117	ENSG00000233670.7	ENSXETG00000010681.1
OG0007118	ENSG00000185621.11	ENSXETG00000012446.1
OG0007119	ENSG00000170310.15	ENSXETG00000017178.1
OG0007120	ENSG00000121542.12	ENSXETG00000003979.1
OG0007121	ENSG00000154914.17	ENSXETG00000020572.1
OG0007123	ENSG00000125633.11	ENSXETG00000015491.1
OG0007124	ENSG00000171928.14	ENSXETG00000021283.1
OG0007125	ENSG00000169087.11	ENSXETG00000000231.1
OG0007126	ENSG00000278759.2, ENSG00000141556.21	ENSXETG00000009185.1
OG0007128	ENSG00000173226.17	ENSXETG00000010887.1
OG0007129	ENSG00000065559.15	ENSXETG00000019937.1
OG0007130	ENSG00000170222.12	ENSXETG00000019036.1, ENSXETG00000017662.1
OG0007131	ENSG00000187736.12	ENSXETG00000017578.1
OG0007132	ENSG00000280537.2, ENSG00000213901.10	ENSXETG00000019221.1
OG0007133	ENSG00000115649.16	ENSXETG00000017860.1
OG0007134	ENSG00000144567.11	ENSXETG00000021099.1
OG0007135	ENSG00000115556.14	ENSXETG00000016987.1
OG0007136	ENSG00000135926.15	ENSXETG00000018821.1
OG0007137	ENSG00000184544.11	ENSXETG00000006358.1
OG0007138	ENSG00000141562.18	ENSXETG00000020402.1
OG0007139	ENSG00000178927.18	ENSXETG00000019107.1
OG0007140	ENSG00000163466.16	ENSXETG00000009752.1
OG0007141	ENSG00000070495.14	ENSXETG00000005537.1
OG0007142	ENSG00000161544.10	ENSXETG00000005447.1
OG0007143	ENSG00000129646.14	ENSXETG00000004740.1
OG0007144	ENSG00000153391.15	ENSXETG00000001904.1
OG0007145	ENSG00000166902.5	ENSXETG00000004125.1
OG0007146	ENSG00000198561.14	ENSXETG00000011887.1
OG0007147	ENSG00000156603.18	ENSXETG00000007504.1
OG0007148	ENSG00000167880.7	ENSXETG00000003435.1
OG0007149	ENSG00000261408.7, ENSG00000257949.7	ENSXETG00000003424.1
OG0007151	ENSG00000134809.9	ENSXETG00000012822.1
OG0007152	ENSG00000149136.9	ENSXETG00000009413.1
OG0007154	ENSG00000132470.14	ENSXETG00000016101.1
OG0007155	ENSG00000173120.15	ENSXETG00000005148.1
OG0007156	ENSG00000073350.13	ENSXETG00000021110.1
OG0007157	ENSG00000177303.10	ENSXETG00000017791.1
OG0007158	ENSG00000125454.12	ENSXETG00000009620.1
OG0007159	ENSG00000125457.14	ENSXETG00000010141.1
OG0007160	ENSG00000125447.17	ENSXETG00000010188.1
OG0007161	ENSG00000175544.13	ENSXETG00000001155.1
OG0007162	ENSG00000189159.16	ENSXETG00000018478.1
OG0007163	ENSG00000110719.10	ENSXETG00000004964.1
OG0007164	ENSG00000182938.6	ENSXETG00000018589.1, ENSXETG00000002267.1
OG0007165	ENSG00000125954.12, ENSG00000257365.8	ENSXETG00000012042.1
OG0007166	ENSG00000161509.14	ENSXETG00000010274.1
OG0007167	ENSG00000167107.12	ENSXETG00000002422.1
OG0007168	ENSG00000072182.12	ENSXETG00000017261.1
OG0007169	ENSG00000072195.15	ENSXETG00000009115.1
OG0007170	ENSG00000163521.16	ENSXETG00000003583.1
OG0007171	ENSG00000163516.14	ENSXETG00000003902.1
OG0007172	ENSG00000198925.12, ENSG00000284820.1	ENSXETG00000003957.1
OG0007173	ENSG00000115657.14	ENSXETG00000018034.1
OG0007174	ENSG00000153086.14	ENSXETG00000012151.1
OG0007175	ENSG00000121988.18	ENSXETG00000005323.1
OG0007176	ENSG00000115850.10	ENSXETG00000004430.1, ENSXETG00000017813.1
OG0007177	ENSG00000076003.5	ENSXETG00000001471.1, ENSXETG00000020866.1
