Orthogroup	H_sapiens.pep	P_Mucros.pep
OG0007046	ENSG00000102003.10	XP_015667742.1
OG0007047	ENSG00000149091.15	XP_029140225.1
OG0007048	ENSG00000110497.14	XP_015684331.1
OG0007049	ENSG00000149179.13	XP_015679363.1, XP_015674133.1
OG0007050	ENSG00000269335.5	XP_015667712.2
OG0007051	ENSG00000134575.13	XP_015674138.1
OG0007052	ENSG00000066336.11	XP_015674141.1
OG0007053	ENSG00000123268.9	XP_015687336.1, XP_015687335.1
OG0007054	ENSG00000165915.14	XP_015674142.1
OG0007055	ENSG00000165916.8	XP_015677544.1
OG0007056	ENSG00000165917.10	XP_015677542.1
OG0007057	ENSG00000151348.14	XP_015687199.1
OG0007058	ENSG00000161800.13	XP_015673652.1
OG0007059	ENSG00000019485.13	XP_015687203.1
OG0007060	ENSG00000261308.2	XP_015673655.1
OG0007061	ENSG00000161835.11	XP_015685905.2, XP_029140695.1
OG0007062	ENSG00000123358.20	XP_015675438.1
OG0007063	ENSG00000110955.9	XP_015675408.1
OG0007064	ENSG00000076108.11	XP_015675396.1
OG0007065	ENSG00000179241.13	XP_015676572.1
OG0007066	ENSG00000026508.19	XP_029140580.1
OG0007067	ENSG00000162344.4	XP_015669562.1
OG0007068	ENSG00000110092.4	XP_015669559.1
OG0007069	ENSG00000287725.1, ENSG00000162341.18	XP_029141476.1
OG0007070	ENSG00000166833.21	XP_015685940.1, XP_029142158.1
OG0007071	ENSG00000139645.10	XP_029140666.1
OG0007072	ENSG00000062485.19	XP_015685332.1
OG0007073	ENSG00000139613.12	XP_015678400.1
OG0007074	ENSG00000152219.5	XP_015666911.1
OG0007075	ENSG00000148950.11	XP_015678415.1, XP_015678416.1
OG0007076	ENSG00000149100.13	XP_015687075.1, XP_015687083.1
OG0007077	ENSG00000151689.13	XP_015685585.2, XP_015678386.1
OG0007078	ENSG00000110422.12	XP_015687001.1
OG0007079	ENSG00000134285.11	XP_015669416.1, XP_015669408.1
OG0007080	ENSG00000000460.17	XP_015687520.2
OG0007081	ENSG00000110321.17	XP_015676688.1
OG0007083	ENSG00000072952.18	XP_029140929.1
OG0007084	ENSG00000133805.15	XP_015676687.1
OG0007085	ENSG00000167566.17	XP_015675412.1
OG0007086	ENSG00000139644.13	XP_015675410.1
OG0007087	ENSG00000166478.10	XP_015679251.1
OG0007088	ENSG00000166471.11	XP_015679253.1
OG0007089	ENSG00000184014.8	XP_029141469.1
OG0007090	ENSG00000186104.10	XP_015679798.1, XP_015679795.1
OG0007091	ENSG00000011405.13	XP_015674739.1
OG0007092	ENSG00000143971.9	XP_029141047.1, XP_015677392.1
OG0007093	ENSG00000166685.12	XP_015666574.1
OG0007094	ENSG00000288114.1, ENSG00000110768.12	XP_015675099.1
OG0007095	ENSG00000171595.14	XP_015670724.1, XP_015670716.1
OG0007096	ENSG00000151116.17	XP_015675108.1, XP_015675103.1
OG0007097	ENSG00000179119.15	XP_015675105.1
OG0007098	ENSG00000185298.13	XP_015670694.1, XP_029139847.1
OG0007099	ENSG00000182612.10	XP_029139861.1
OG0007100	ENSG00000141577.14	XP_029139860.1
OG0007101	ENSG00000110628.16, ENSG00000276130.4	XP_015677551.1
OG0007102	ENSG00000176108.9	XP_015670592.1
OG0007103	ENSG00000173818.17	XP_029139828.1
OG0007104	ENSG00000064201.15	XP_029141346.1
OG0007105	ENSG00000181045.15	XP_015672949.1
OG0007106	ENSG00000182156.10	XP_015684993.1, XP_015675389.1
OG0007107	ENSG00000167281.19	XP_015676754.1, XP_015676753.1
OG0007108	ENSG00000177595.18	XP_015667360.1
OG0007109	ENSG00000288239.1, ENSG00000188032.10	XP_015685134.1, XP_029140531.1, XP_029141178.1
OG0007110	ENSG00000177156.11	XP_015667394.1
OG0007111	ENSG00000177106.16	XP_029139176.1
OG0007112	ENSG00000161328.11, ENSG00000273831.2	XP_029140074.1
OG0007113	ENSG00000104918.8	XP_015680022.1, XP_015684803.1
OG0007114	ENSG00000110721.12	XP_015680699.1, XP_029141765.1
OG0007115	ENSG00000069482.7	XP_029140157.1
OG0007116	ENSG00000011451.20	XP_029142948.1
OG0007117	ENSG00000233670.7	XP_015679865.1
OG0007118	ENSG00000185621.11	XP_015674634.1, XP_015685752.1
OG0007119	ENSG00000170310.15	XP_015670686.1
OG0007120	ENSG00000121542.12	XP_029139559.1
OG0007121	ENSG00000154914.17	XP_015670693.1
OG0007122	ENSG00000088205.13	XP_015675771.1
OG0007123	ENSG00000125633.11	XP_015675770.1
OG0007124	ENSG00000171928.14	XP_015680985.1
OG0007125	ENSG00000169087.11	XP_015674403.1
OG0007126	ENSG00000278759.2, ENSG00000141556.21	XP_015665679.1
OG0007127	ENSG00000167363.14	XP_015665717.1
OG0007128	ENSG00000173226.17	XP_029140510.1, XP_015674406.1
OG0007129	ENSG00000065559.15	XP_015665727.1
OG0007130	ENSG00000170222.12	XP_015665757.1
OG0007131	ENSG00000187736.12	XP_015675966.1, XP_015675967.1
OG0007132	ENSG00000280537.2, ENSG00000213901.10	XP_015675981.1
OG0007133	ENSG00000115649.16	XP_015675964.1
OG0007134	ENSG00000144567.11	XP_015675977.1
OG0007135	ENSG00000115556.14	XP_029140783.1
OG0007136	ENSG00000135926.15	XP_015675953.1
OG0007137	ENSG00000184544.11	XP_015677123.1
OG0007138	ENSG00000141562.18	XP_015673253.1
OG0007139	ENSG00000178927.18	XP_015673251.1
OG0007140	ENSG00000163466.16	XP_015675949.1, XP_015675948.1
OG0007141	ENSG00000070495.14	XP_015685573.1
OG0007142	ENSG00000161544.10	XP_015674383.1, XP_015674382.1
OG0007143	ENSG00000129646.14	XP_029140507.1
OG0007144	ENSG00000153391.15	XP_029141851.1
OG0007145	ENSG00000166902.5	XP_015675205.1
OG0007146	ENSG00000198561.14	XP_015680506.1
OG0007147	ENSG00000156603.18	XP_015685528.2, XP_015685424.1
OG0007148	ENSG00000167880.7	XP_015675187.1
OG0007149	ENSG00000261408.7, ENSG00000257949.7	XP_015675186.1
OG0007150	ENSG00000149131.16	XP_015676034.1, XP_015676035.1
OG0007151	ENSG00000134809.9	XP_015685723.1, XP_015676039.1
OG0007152	ENSG00000149136.9	XP_015673234.1
OG0007153	ENSG00000149115.14	XP_015673235.1
OG0007154	ENSG00000132470.14	XP_029140564.1
OG0007155	ENSG00000173120.15	XP_015681493.1
OG0007156	ENSG00000073350.13	XP_015674715.1, XP_015685959.1
OG0007157	ENSG00000177303.10	XP_029141040.1
OG0007158	ENSG00000125454.12	XP_015677312.1
OG0007159	ENSG00000125457.14	XP_015677317.1
OG0007160	ENSG00000125447.17	XP_015677314.1
OG0007161	ENSG00000175544.13	XP_015678268.1
OG0007162	ENSG00000189159.16	XP_015670527.1
OG0007163	ENSG00000110719.10	XP_015678277.2
OG0007164	ENSG00000182938.6	XP_015670540.1
OG0007165	ENSG00000125954.12, ENSG00000257365.8	XP_015679916.1
OG0007166	ENSG00000161509.14	XP_029142957.1, XP_015683330.1
OG0007167	ENSG00000167107.12	XP_015667217.1
OG0007168	ENSG00000072182.12	XP_015680344.1
OG0007169	ENSG00000072195.15	XP_029140107.1
OG0007170	ENSG00000163521.16	XP_015672178.1
OG0007171	ENSG00000163516.14	XP_029140108.1
OG0007172	ENSG00000198925.12, ENSG00000284820.1	XP_015672179.1
OG0007173	ENSG00000115657.14	XP_015672189.1, XP_015682857.1
OG0007174	ENSG00000153086.14	XP_015667934.1, XP_015667935.1
OG0007175	ENSG00000121988.18	XP_015667927.2
OG0007176	ENSG00000115850.10	XP_015667918.1
OG0007177	ENSG00000076003.5	XP_015667921.1
OG0007178	ENSG00000169696.16	XP_015681014.2
OG0007179	ENSG00000185105.5	XP_015681011.1, XP_015686311.1
OG0007180	ENSG00000121966.7	XP_015686396.1, XP_015667933.2
OG0007181	ENSG00000183979.8	XP_015680638.1
OG0007182	ENSG00000288186.1, ENSG00000182676.5	XP_015680646.1
OG0007183	ENSG00000215644.10, ENSG00000288269.1	XP_015680649.1
OG0007184	ENSG00000113328.19	XP_015678228.1, XP_015686621.1
OG0007185	ENSG00000072571.20	XP_015678227.1
OG0007186	ENSG00000076984.17	XP_015675602.1
OG0007187	ENSG00000145936.9	XP_015669068.1, XP_015669069.1
OG0007188	ENSG00000127743.6	XP_015677039.2, XP_029142894.1
OG0007189	ENSG00000145882.11	XP_015677042.1
OG0007190	ENSG00000164284.15	XP_015677044.1
OG0007191	ENSG00000072786.13	XP_015681241.1
OG0007192	ENSG00000214357.9	XP_015677909.1
OG0007193	ENSG00000113734.17	XP_015674151.1, XP_015674158.1
OG0007194	ENSG00000138376.11	XP_015681556.1
OG0007195	ENSG00000163803.13	XP_015685338.1, XP_015684372.1
OG0007196	ENSG00000113580.15	XP_015686030.1
OG0007197	ENSG00000164404.8	XP_015682598.2
OG0007198	ENSG00000131437.15	XP_015682443.1
OG0007199	ENSG00000125347.14	XP_029140626.1
OG0007200	ENSG00000131435.13	XP_015681892.1
OG0007201	ENSG00000082153.18	XP_015676287.1, XP_029140845.1
OG0007202	ENSG00000130147.16	XP_015678726.1
OG0007203	ENSG00000168505.7	XP_015675248.1
OG0007204	ENSG00000138386.17	XP_015680833.1
OG0007205	ENSG00000169764.15	XP_015667816.1, XP_015667825.1
OG0007206	ENSG00000197299.12	XP_029139155.1
OG0007208	ENSG00000176049.16	XP_029141699.1, XP_029141700.1
OG0007209	ENSG00000112118.20	XP_015669250.1
OG0007210	ENSG00000132912.12	XP_029142751.1
OG0007211	ENSG00000160282.14, ENSG00000281775.2	XP_015681060.1
OG0007212	ENSG00000019582.15	XP_015675414.1, XP_015675413.1
OG0007213	ENSG00000163359.16	XP_029140835.1
OG0007214	ENSG00000138071.13	XP_015670993.1
OG0007215	ENSG00000113716.13	XP_015683422.1
OG0007216	ENSG00000204923.4	XP_015666485.1, XP_015666477.1
OG0007217	ENSG00000125864.14	XP_015666415.1
OG0007218	ENSG00000113269.14	XP_015681466.1
OG0007219	ENSG00000161011.20, ENSG00000284099.3	XP_015681455.1
OG0007220	ENSG00000284501.2, ENSG00000161013.17	XP_015681444.1
OG0007221	ENSG00000089048.14	XP_015677900.1, XP_015677892.1
OG0007222	ENSG00000161021.13, ENSG00000283780.3	XP_015681477.1
OG0007223	ENSG00000101247.18	XP_015677872.1
OG0007224	ENSG00000175309.15	XP_029140297.1, XP_015673174.1, XP_015673176.1
OG0007225	ENSG00000078795.16	XP_015673188.1
OG0007226	ENSG00000113013.15	XP_015679657.1
OG0007227	ENSG00000171150.9	XP_015671894.1
OG0007228	ENSG00000188811.14	XP_015674162.1, XP_015674161.1
OG0007229	ENSG00000136114.17	XP_015674156.1
OG0007230	ENSG00000288564.1, ENSG00000112651.12	XP_015666772.1
OG0007231	ENSG00000124702.18	XP_015681145.1, XP_015685430.1
OG0007232	ENSG00000124733.5	XP_015682045.1, XP_015682043.1
OG0007233	ENSG00000132639.12	XP_015681856.1
OG0007234	ENSG00000160867.15	XP_015680483.1
OG0007235	ENSG00000169230.10	XP_015680479.1
OG0007236	ENSG00000213347.10	XP_015686213.1, XP_015680478.1
OG0007237	ENSG00000139687.15	XP_015667820.1
OG0007238	ENSG00000146094.14	XP_015675879.1
OG0007239	ENSG00000196923.14	XP_015675885.1
OG0007240	ENSG00000136159.4	XP_015667824.1
OG0007241	ENSG00000136146.15	XP_015667826.1
OG0007242	ENSG00000174405.13	XP_015667828.1, XP_015667829.1
OG0007243	ENSG00000169220.18	XP_015679978.1, XP_015686436.1
OG0007244	ENSG00000027847.14	XP_015679981.1, XP_015679439.1
OG0007245	ENSG00000145911.6	XP_015679447.1
OG0007246	ENSG00000145916.19	XP_015679445.1, XP_015679444.1
OG0007247	ENSG00000136169.16	XP_029139243.1
OG0007248	ENSG00000136147.18	XP_029139239.1
OG0007249	ENSG00000136144.12	XP_015667807.1
OG0007250	ENSG00000283189.2, ENSG00000145020.16	XP_015672802.1
OG0007251	ENSG00000145029.13	XP_015672824.1
OG0007252	ENSG00000123178.15	XP_015667804.1
OG0007253	ENSG00000204977.10	XP_015667802.1, XP_015667803.1
OG0007254	ENSG00000144554.10	XP_029140246.1
OG0007255	ENSG00000115364.14	XP_015667800.1
OG0007256	ENSG00000244694.7	XP_015667839.1, XP_015667840.1
OG0007257	ENSG00000198087.7	XP_015667781.1
OG0007258	ENSG00000146072.6	XP_015667799.1
OG0007259	ENSG00000069122.19	XP_029139242.1
OG0007260	ENSG00000196284.16	XP_029139237.1
OG0007261	ENSG00000004534.15	XP_015674905.1
OG0007262	ENSG00000164062.13	XP_015672855.1
OG0007263	ENSG00000173531.15	XP_015685782.1, XP_015672854.1
OG0007264	ENSG00000214706.10	XP_015672852.1, XP_015672851.1
OG0007265	ENSG00000134323.12	XP_015671845.1
OG0007266	ENSG00000079785.15	XP_015671843.1
OG0007267	ENSG00000068001.14	XP_015672849.1
OG0007268	ENSG00000126062.4	XP_015672840.1
OG0007269	ENSG00000088543.15	XP_015672669.1
OG0007270	ENSG00000114737.15	XP_015672667.1
OG0007271	ENSG00000169016.17	XP_015679377.1
OG0007272	ENSG00000164080.13	XP_015687899.1
OG0007273	ENSG00000143882.12	XP_015679524.1, XP_015679525.1
OG0007274	ENSG00000172059.11	XP_015675743.1
OG0007275	ENSG00000114779.19	XP_015675537.1
OG0007276	ENSG00000134330.19	XP_015680627.1
OG0007277	ENSG00000151693.11	XP_015671640.1
OG0007278	ENSG00000012660.14	XP_015676707.1, XP_015676708.1
OG0007279	ENSG00000112146.16	XP_015676709.1, XP_015676710.1
OG0007280	ENSG00000096092.6	XP_015672658.1
OG0007281	ENSG00000147316.13, ENSG00000285262.2	XP_015672661.1
OG0007282	ENSG00000143867.7	XP_015669716.1
OG0007283	ENSG00000115884.11	XP_015679488.1, XP_015679490.1
OG0007284	ENSG00000118961.15	XP_015676472.1
OG0007285	ENSG00000164053.21	XP_015677822.1
OG0007286	ENSG00000127080.10	XP_015677821.1
OG0007287	ENSG00000274137.2, ENSG00000036448.10	XP_015674638.1
OG0007288	ENSG00000104714.14	XP_015676267.1, XP_015676266.1
OG0007289	ENSG00000184731.6	XP_015668137.1, XP_015668138.1
OG0007290	ENSG00000151914.20	XP_029141240.1
OG0007291	ENSG00000112208.11	XP_015680298.1
OG0007292	ENSG00000272886.6	XP_015680869.1, XP_015671691.1
OG0007293	ENSG00000144771.8	XP_015677306.1
OG0007294	ENSG00000082269.16	XP_015680807.1
OG0007295	ENSG00000162174.12	XP_015672199.1, XP_015672198.1
OG0007296	ENSG00000157500.12	XP_029142620.1, XP_015685700.1
OG0007297	ENSG00000123552.17	XP_015675649.1
OG0007298	ENSG00000174840.9	XP_015685462.2
OG0007299	ENSG00000146263.11	XP_015673226.1
OG0007300	ENSG00000174839.13	XP_015671821.1
OG0007301	ENSG00000163681.15	XP_015671814.1
OG0007302	ENSG00000288475.1, ENSG00000118412.12	XP_015672866.1
OG0007303	ENSG00000135336.14	XP_015668335.1
OG0007304	ENSG00000146282.18	XP_015668337.1
OG0007305	ENSG00000068745.15	XP_015681356.1
OG0007306	ENSG00000111850.11	XP_015668342.1
OG0007307	ENSG00000135318.12	XP_015668350.1
OG0007308	ENSG00000066651.20	XP_015673556.1
OG0007309	ENSG00000111877.17	XP_015684587.1
OG0007310	ENSG00000196376.11	XP_015684636.1, XP_015684629.1
OG0007311	ENSG00000047932.14	XP_015680537.1
OG0007312	ENSG00000175792.12, ENSG00000284901.2	XP_015678989.1
OG0007313	ENSG00000173612.9	XP_015678206.2
OG0007314	ENSG00000153975.10	XP_015678210.1, XP_015678209.1
OG0007315	ENSG00000111832.13	XP_015677062.1
OG0007316	ENSG00000173626.10	XP_015677055.1, XP_015677056.1
OG0007317	ENSG00000114631.11	XP_029143065.1
OG0007318	ENSG00000188820.13	XP_015677053.1
OG0007319	ENSG00000111817.18	XP_015677061.1
OG0007320	ENSG00000057663.16	XP_015677883.1, XP_015677882.1
OG0007321	ENSG00000130348.11	XP_015672387.1
OG0007322	ENSG00000170876.7	XP_015680450.1
OG0007323	ENSG00000112333.11	XP_015676609.1
OG0007324	ENSG00000154781.16	XP_015673511.1
OG0007325	ENSG00000112365.4	XP_015682988.1
OG0007326	ENSG00000155085.15	XP_015682987.1
OG0007327	ENSG00000131381.12	XP_029141496.1
OG0007328	ENSG00000123505.18	XP_015671125.1
OG0007329	ENSG00000155115.7	XP_015671130.1, XP_015671129.1
OG0007330	ENSG00000197498.13	XP_015671124.1, XP_015671123.1
OG0007331	ENSG00000170364.12	XP_015681130.1, XP_015685211.2
OG0007332	ENSG00000113851.14	XP_015675348.1
OG0007333	ENSG00000074935.14	XP_015671117.1
OG0007334	ENSG00000160746.13	XP_015678788.1, XP_015678781.1
OG0007335	ENSG00000134121.10	XP_015673361.1, XP_015682164.1
OG0007336	ENSG00000144635.9	XP_015667915.1, XP_015667913.1
OG0007337	ENSG00000163527.10	XP_015667910.1
OG0007338	ENSG00000144736.14	XP_015680091.2
OG0007339	ENSG00000163412.13	XP_015678358.1
OG0007340	ENSG00000285708.1, ENSG00000114861.21	XP_015677854.1
OG0007341	ENSG00000163491.16	XP_015667178.1
OG0007342	ENSG00000172340.14	XP_015679201.1
OG0007343	ENSG00000144741.17, ENSG00000282739.1	XP_015681833.1
OG0007344	ENSG00000146242.8, ENSG00000283085.1	XP_015687573.1
OG0007345	ENSG00000131910.5	XP_015674215.1
OG0007346	ENSG00000114302.16	XP_015677386.1
OG0007347	ENSG00000178057.15	XP_015677376.1
OG0007348	ENSG00000112697.17	XP_015672969.1
OG0007349	ENSG00000146416.19	XP_015670791.1
OG0007350	ENSG00000231824.4	XP_015674492.1, XP_015675287.1
OG0007351	ENSG00000197594.13	XP_015687241.1, XP_015675297.1
OG0007352	ENSG00000204628.12	XP_015673899.1
OG0007353	ENSG00000164051.14	XP_015680718.1, XP_015680717.1
OG0007354	ENSG00000102007.11	XP_015670434.1
OG0007355	ENSG00000169976.7	XP_015683416.1, XP_015685903.1
OG0007356	ENSG00000171148.13	XP_015683038.1
OG0007357	ENSG00000118496.5	XP_015677852.1, XP_015677851.1
OG0007358	ENSG00000167842.16	XP_015681763.1, XP_015681762.1
OG0007359	ENSG00000112531.17	XP_015670064.1, XP_015670073.1
OG0007360	ENSG00000122194.18	XP_029140908.1
OG0007361	ENSG00000131446.16	XP_015673919.1, XP_015673918.1
OG0007362	ENSG00000120438.12	XP_015682450.1
OG0007363	ENSG00000285441.1, ENSG00000112096.18	XP_015681654.1
OG0007364	ENSG00000164691.17	XP_015672339.1
OG0007365	ENSG00000215712.11	XP_015686067.1, XP_015676696.1
OG0007366	ENSG00000213079.9	XP_015685582.1, XP_015678637.1
OG0007367	ENSG00000288520.1	XP_015677629.1
OG0007368	ENSG00000112031.16	XP_015686700.1, XP_015677258.1
OG0007369	ENSG00000174371.17	XP_015685591.1, XP_015685443.1
OG0007370	ENSG00000133019.11	XP_015676852.1
OG0007371	ENSG00000119285.11	XP_015678298.1
OG0007372	ENSG00000077585.14	XP_015685341.1
OG0007373	ENSG00000162885.13, ENSG00000282880.2	XP_015672403.1
OG0007374	ENSG00000152904.11	XP_015672401.1, XP_015672402.1
OG0007375	ENSG00000173726.11	XP_015672396.1
OG0007376	ENSG00000168264.10	XP_015672410.1, XP_029140154.1
OG0007377	ENSG00000183780.13	XP_029141779.1, XP_015680766.1
OG0007378	ENSG00000284984.2, ENSG00000116574.6	XP_015680339.1
OG0007379	ENSG00000143641.10	XP_015680397.1
OG0007380	ENSG00000116906.13	XP_029140533.1
OG0007381	ENSG00000275333.4, ENSG00000112584.13	XP_015674532.1
OG0007382	ENSG00000275555.2, ENSG00000198719.9	XP_015674535.1
OG0007383	ENSG00000275368.2, ENSG00000184786.6	XP_029142331.1
OG0007384	ENSG00000164197.12	XP_015668133.1
OG0007385	ENSG00000153015.16	XP_015668147.1, XP_015668148.1
OG0007386	ENSG00000112759.19	XP_015680794.1, XP_015680793.1
OG0007387	ENSG00000157593.19	XP_015680796.1
OG0007388	ENSG00000124574.15	XP_015673973.1
OG0007389	ENSG00000119812.19	XP_015673976.1
OG0007390	ENSG00000152689.18	XP_015673977.1
OG0007391	ENSG00000018699.13	XP_015682131.1, XP_029139979.1
OG0007392	ENSG00000170191.5	XP_015671489.1
OG0007393	ENSG00000150938.10	XP_029139980.1, XP_029139978.1
OG0007394	ENSG00000143653.10	XP_015687073.1
OG0007395	ENSG00000112624.12	XP_015670257.1
OG0007396	ENSG00000117597.18	XP_015670268.1, XP_015670267.1
OG0007397	ENSG00000117625.13	XP_015672699.1
OG0007398	ENSG00000082512.15	XP_015672698.1
OG0007399	ENSG00000198570.5	XP_015672704.1
OG0007400	ENSG00000170385.10	XP_015672695.1
OG0007401	ENSG00000123684.13	XP_015672702.1, XP_015684375.1
OG0007402	ENSG00000162772.17	XP_015671448.1
OG0007403	ENSG00000203705.11	XP_015671444.1
OG0007404	ENSG00000143494.15	XP_029139970.1
OG0007405	ENSG00000117724.13	XP_029140340.1
OG0007406	ENSG00000136636.13	XP_015673506.1
OG0007407	ENSG00000162814.11	XP_015678020.1
OG0007408	ENSG00000143353.12	XP_015676862.1
OG0007409	ENSG00000136628.18	XP_015676863.1
OG0007410	ENSG00000162813.18	XP_015676860.1, XP_015676864.1
OG0007411	ENSG00000067704.10	XP_015676865.1
OG0007412	ENSG00000116141.15	XP_015683595.1
OG0007413	ENSG00000136630.13	XP_015687404.1
OG0007414	ENSG00000143512.13	XP_015687416.1
OG0007415	ENSG00000143498.18	XP_015687417.1, XP_015685744.1
OG0007416	ENSG00000186063.13	XP_015687409.1, XP_015687408.1
OG0007417	ENSG00000277909.4, ENSG00000152253.9	XP_015671881.1
OG0007418	ENSG00000163811.12	XP_015682866.1, XP_015685841.1
OG0007419	ENSG00000143799.13	XP_015686644.1, XP_015675666.1
OG0007420	ENSG00000144029.12	XP_015673444.1
OG0007421	ENSG00000138050.15	XP_015673428.1, XP_015673427.1
OG0007422	ENSG00000214694.11	XP_029140874.1
OG0007423	ENSG00000143891.17	XP_015676438.1, XP_015676439.1
OG0007424	ENSG00000197586.13	XP_015667608.1, XP_015667617.1
OG0007425	ENSG00000138081.20	XP_015674461.1
OG0007426	ENSG00000162869.16	XP_015674459.1
OG0007427	ENSG00000163001.11	XP_015686857.1
OG0007428	ENSG00000138035.15	XP_015686788.1
OG0007429	ENSG00000068912.14	XP_015669174.1
OG0007430	ENSG00000276016.4, ENSG00000278741.4, ENSG00000159842.15	XP_015679230.1
OG0007431	ENSG00000198899.2	YP_008081105.1
OG0007432	ENSG00000198258.10	XP_015671198.1
OG0007433	ENSG00000125482.13	XP_029141112.1
OG0007434	ENSG00000173915.16	XP_015675270.1, XP_015675269.1
OG0007435	ENSG00000108590.11	XP_015670278.1, XP_015670279.1
OG0007436	ENSG00000004142.12	XP_015681034.1, XP_015681808.1
OG0007437	ENSG00000169242.12	XP_015681542.1
OG0007438	ENSG00000109084.14	XP_015682781.1, XP_015682779.1
OG0007439	ENSG00000065029.15	XP_015686238.1, XP_029143138.1, XP_029143137.1, XP_029143139.1
OG0007440	ENSG00000164853.9	XP_015682934.1, XP_029143016.1
OG0007441	ENSG00000160767.21, ENSG00000262666.5	XP_015681865.1, XP_029142034.1
OG0007442	ENSG00000168255.20, ENSG00000270249.2, ENSG00000205236.6, ENSG00000284981.1, ENSG00000267368.1	XP_015679791.1
OG0007443	ENSG00000148180.19	XP_015680177.1, XP_015680178.1
OG0007445	ENSG00000184708.18	XP_015678139.1
OG0007447	ENSG00000130520.10	XP_015665539.1
OG0007448	ENSG00000160323.18, ENSG00000281244.2	XP_015685289.1, XP_015687440.1
OG0007449	ENSG00000148290.10, ENSG00000280627.3	XP_015682315.1
OG0007450	ENSG00000148296.7, ENSG00000281309.2	XP_015682313.1
OG0007452	ENSG00000050820.17, ENSG00000285460.2	XP_015671368.1, XP_015671369.1
OG0007454	ENSG00000158828.8	XP_015675858.1
OG0007455	ENSG00000148926.10	XP_015678144.1
OG0007457	ENSG00000176635.18	XP_029140269.1
