Orthogroup	G_gallus.pep	A_carolinensis.pep
OG0005742	ENSGALG00000017366.6	ENSACAG00000003927.3
OG0005743	ENSGALG00000007989.6	ENSACAG00000023616.1
OG0005744	ENSGALG00000005126.7	ENSACAG00000012418.3
OG0005745	ENSGALG00000003969.7	ENSACAG00000024425.2
OG0005746	ENSGALG00000040511.3	ENSACAG00000004143.3
OG0005747	ENSGALG00000003665.6	ENSACAG00000012235.3
OG0005748	ENSGALG00000003589.7	ENSACAG00000011935.2
OG0005749	ENSGALG00000023757.4	ENSACAG00000011872.3
OG0005750	ENSGALG00000029379.2	ENSACAG00000009136.3
OG0005751	ENSGALG00000005263.2	ENSACAG00000006111.3
OG0005752	ENSGALG00000000378.6	ENSACAG00000012023.2
OG0005753	ENSGALG00000003108.7	ENSACAG00000011783.3
OG0005754	ENSGALG00000008539.7	ENSACAG00000009086.3
OG0005755	ENSGALG00000007244.6	ENSACAG00000002657.3
OG0005756	ENSGALG00000005414.5	ENSACAG00000005434.2
OG0005757	ENSGALG00000036417.2	ENSACAG00000002995.2
OG0005758	ENSGALG00000007102.6	ENSACAG00000003140.2
OG0005759	ENSGALG00000007954.6	ENSACAG00000003325.3
OG0005760	ENSGALG00000007354.6	ENSACAG00000003441.3
OG0005761	ENSGALG00000016267.6	ENSACAG00000009258.3
OG0005762	ENSGALG00000035561.2	ENSACAG00000009847.3
OG0005763	ENSGALG00000041663.3	ENSACAG00000026896.1, ENSACAG00000007623.2
OG0005764	ENSGALG00000009815.6	ENSACAG00000000800.3
OG0005765	ENSGALG00000013583.6	ENSACAG00000007354.3
OG0005766	ENSGALG00000038915.2	ENSACAG00000014098.3
OG0005767	ENSGALG00000039499.2	ENSACAG00000013984.3
OG0005768	ENSGALG00000039380.3	ENSACAG00000007199.3
OG0005769	ENSGALG00000007490.7	ENSACAG00000004703.3
OG0005770	ENSGALG00000008357.6	ENSACAG00000004804.3
OG0005771	ENSGALG00000042794.3	ENSACAG00000013785.3
OG0005772	ENSGALG00000040842.2	ENSACAG00000006470.3
OG0005773	ENSGALG00000014336.5	ENSACAG00000007020.3
OG0005774	ENSGALG00000034487.3	ENSACAG00000013732.3
OG0005775	ENSGALG00000014337.5	ENSACAG00000006997.3
OG0005776	ENSGALG00000013369.6	ENSACAG00000017479.2
OG0005777	ENSGALG00000015706.5	ENSACAG00000008011.3
OG0005778	ENSGALG00000016509.7	ENSACAG00000006750.3
OG0005779	ENSGALG00000036873.2	ENSACAG00000006549.2
OG0005780	ENSGALG00000008289.6	ENSACAG00000005065.3
OG0005782	ENSGALG00000053178.1, ENSGALG00000007618.4	ENSACAG00000006608.2
OG0005783	ENSGALG00000006809.6	ENSACAG00000006629.3
OG0005784	ENSGALG00000033925.2, ENSGALG00000024486.5	ENSACAG00000024164.2
OG0005785	ENSGALG00000015688.5	ENSACAG00000007819.3
OG0005786	ENSGALG00000005893.7	ENSACAG00000007774.3
OG0005787	ENSGALG00000041213.2	ENSACAG00000002014.3
OG0005788	ENSGALG00000050857.1	ENSACAG00000011319.3
OG0005789	ENSGALG00000030585.2	ENSACAG00000005315.2
OG0005790	ENSGALG00000032702.3	ENSACAG00000005508.3, ENSACAG00000027996.2
OG0005791	ENSGALG00000026808.4	ENSACAG00000011767.3
OG0005792	ENSGALG00000034132.2	ENSACAG00000022005.2
OG0005793	ENSGALG00000016980.6	ENSACAG00000012239.3
OG0005794	ENSGALG00000030382.2, ENSGALG00000028267.4	ENSACAG00000007801.3
OG0005795	ENSGALG00000005241.6	ENSACAG00000002640.3
OG0005796	ENSGALG00000002854.6	ENSACAG00000007750.3
OG0005797	ENSGALG00000038426.2	ENSACAG00000007605.2
OG0005798	ENSGALG00000002103.5	ENSACAG00000002364.2
OG0005799	ENSGALG00000002091.6	ENSACAG00000002334.3
OG0005800	ENSGALG00000031130.2	ENSACAG00000016891.3
OG0005801	ENSGALG00000030220.2	ENSACAG00000001972.3
OG0005802	ENSGALG00000004870.7	ENSACAG00000014208.2
OG0005803	ENSGALG00000012404.7	ENSACAG00000016044.2, ENSACAG00000006903.2
OG0005804	ENSGALG00000001722.6	ENSACAG00000028484.1
OG0005805	ENSGALG00000038540.3	ENSACAG00000009265.2
OG0005806	ENSGALG00000037148.2	ENSACAG00000016674.2
OG0005807	ENSGALG00000033286.2	ENSACAG00000011862.3, ENSACAG00000011954.2
OG0005808	ENSGALG00000033304.3	ENSACAG00000016577.3
OG0005809	ENSGALG00000039420.2	ENSACAG00000013470.3
OG0005810	ENSGALG00000003712.6	ENSACAG00000024118.1, ENSACAG00000013758.3
OG0005811	ENSGALG00000033806.2	ENSACAG00000025228.1
OG0005812	ENSGALG00000006861.7	ENSACAG00000024341.1
OG0005813	ENSGALG00000011893.7	ENSACAG00000006516.3
OG0005814	ENSGALG00000004799.7	ENSACAG00000015977.3
OG0005815	ENSGALG00000002504.7	ENSACAG00000008263.3
OG0005816	ENSGALG00000011921.6	ENSACAG00000015156.3
OG0005817	ENSGALG00000030843.2	ENSACAG00000016425.3
OG0005818	ENSGALG00000012005.7	ENSACAG00000015114.3
OG0005819	ENSGALG00000012006.7	ENSACAG00000015060.3
OG0005820	ENSGALG00000009147.6	ENSACAG00000016223.3
OG0005821	ENSGALG00000039151.2, ENSGALG00000026991.3	ENSACAG00000009347.3
OG0005823	ENSGALG00000015352.7	ENSACAG00000001376.3
OG0005824	ENSGALG00000004532.7	ENSACAG00000000318.3
OG0005825	ENSGALG00000024326.5	ENSACAG00000000189.2
OG0005826	ENSGALG00000000962.7	ENSACAG00000000186.3
OG0005827	ENSGALG00000051392.1	ENSACAG00000027372.2
OG0005828	ENSGALG00000042941.2	ENSACAG00000008908.3, ENSACAG00000022381.1
OG0005829	ENSGALG00000000067.6	ENSACAG00000001020.1
OG0005830	ENSGALG00000015372.5	ENSACAG00000001268.1
OG0005831	ENSGALG00000026907.3	ENSACAG00000000904.3
OG0005832	ENSGALG00000002536.6	ENSACAG00000014093.3
OG0005833	ENSGALG00000033322.3	ENSACAG00000015976.3
OG0005834	ENSGALG00000021601.5	ENSACAG00000028102.2, ENSACAG00000001730.3
OG0005835	ENSGALG00000038745.3	ENSACAG00000014807.3
OG0005836	ENSGALG00000040224.3	ENSACAG00000000103.3
OG0005837	ENSGALG00000002679.4	ENSACAG00000025870.2
OG0005838	ENSGALG00000022850.4	ENSACAG00000008284.3
OG0005839	ENSGALG00000002701.5	ENSACAG00000004330.2
OG0005840	ENSGALG00000002705.7	ENSACAG00000004372.2
OG0005841	ENSGALG00000002421.7	ENSACAG00000029235.1
OG0005842	ENSGALG00000002899.6	ENSACAG00000014525.3
OG0005843	ENSGALG00000002710.6	ENSACAG00000004374.3
OG0005844	ENSGALG00000002414.6	ENSACAG00000001509.2
OG0005845	ENSGALG00000015311.6	ENSACAG00000002163.3
OG0005846	ENSGALG00000002417.6	ENSACAG00000002231.1, ENSACAG00000014108.3
OG0005847	ENSGALG00000028675.3	ENSACAG00000011894.3
OG0005848	ENSGALG00000003120.8	ENSACAG00000014866.3
OG0005849	ENSGALG00000054449.1	ENSACAG00000001388.3
OG0005850	ENSGALG00000048409.1	ENSACAG00000001167.2
OG0005851	ENSGALG00000005423.7	ENSACAG00000011898.2
OG0005852	ENSGALG00000034346.3	ENSACAG00000014363.3
OG0005853	ENSGALG00000005547.7	ENSACAG00000014577.2
OG0005854	ENSGALG00000003146.7	ENSACAG00000015093.2
OG0005855	ENSGALG00000054130.1	ENSACAG00000004038.3
OG0005856	ENSGALG00000035845.2	ENSACAG00000013059.3
OG0005857	ENSGALG00000030605.2	ENSACAG00000003984.3
OG0005858	ENSGALG00000050207.1	ENSACAG00000014658.1
OG0005859	ENSGALG00000029118.3	ENSACAG00000012156.3
OG0005860	ENSGALG00000005326.6	ENSACAG00000010260.3
OG0005861	ENSGALG00000054942.1, ENSGALG00000052152.1	ENSACAG00000012188.3
OG0005862	ENSGALG00000007171.4	ENSACAG00000021980.2
OG0005863	ENSGALG00000007167.6	ENSACAG00000000009.3
OG0005864	ENSGALG00000003084.5	ENSACAG00000007323.2
OG0005865	ENSGALG00000053836.1	ENSACAG00000005312.2
OG0005866	ENSGALG00000012222.7	ENSACAG00000013983.3
OG0005867	ENSGALG00000007843.6	ENSACAG00000008641.3, ENSACAG00000025259.1
OG0005868	ENSGALG00000015128.6	ENSACAG00000002159.3
OG0005869	ENSGALG00000048805.1	ENSACAG00000016116.2
OG0005870	ENSGALG00000015122.6	ENSACAG00000002056.3
OG0005871	ENSGALG00000012239.6	ENSACAG00000014229.2
OG0005872	ENSGALG00000005169.4	ENSACAG00000009701.2
OG0005873	ENSGALG00000003307.4	ENSACAG00000015382.3
OG0005874	ENSGALG00000000793.5	ENSACAG00000014838.3
OG0005875	ENSGALG00000003314.6	ENSACAG00000015406.2
OG0005876	ENSGALG00000003318.5	ENSACAG00000015421.2
OG0005877	ENSGALG00000033618.2	ENSACAG00000011552.3
OG0005878	ENSGALG00000012118.6	ENSACAG00000014166.3
OG0005880	ENSGALG00000000734.6	ENSACAG00000017653.3
OG0005881	ENSGALG00000035202.2	ENSACAG00000011959.3
OG0005882	ENSGALG00000029390.3	ENSACAG00000015561.3
OG0005883	ENSGALG00000003419.7, ENSGALG00000051644.1	ENSACAG00000015563.3
OG0005884	ENSGALG00000000777.6	ENSACAG00000017635.3
OG0005885	ENSGALG00000000783.7	ENSACAG00000017632.3
OG0005886	ENSGALG00000044985.2	ENSACAG00000025342.1
OG0005887	ENSGALG00000015056.6	ENSACAG00000000304.3
OG0005888	ENSGALG00000009445.7	ENSACAG00000023795.2, ENSACAG00000017047.3
OG0005889	ENSGALG00000001985.5	ENSACAG00000008189.2
OG0005893	ENSGALG00000042992.3	ENSACAG00000001627.3, ENSACAG00000002247.3, ENSACAG00000004044.2
OG0005894	ENSGALG00000038229.2	ENSACAG00000012495.2
OG0005895	ENSGALG00000002656.6	ENSACAG00000008373.3
OG0005896	ENSGALG00000016969.5	ENSACAG00000006411.3
OG0005897	ENSGALG00000034042.2	ENSACAG00000013782.3
OG0005898	ENSGALG00000002945.7	ENSACAG00000007849.3
OG0005899	ENSGALG00000015030.7	ENSACAG00000000201.2
OG0005900	ENSGALG00000005004.4	ENSACAG00000008599.3
OG0005901	ENSGALG00000046811.1	ENSACAG00000000247.3
OG0005902	ENSGALG00000003299.7	ENSACAG00000017999.3
OG0005903	ENSGALG00000046180.2	ENSACAG00000009854.3
OG0005904	ENSGALG00000004034.7	ENSACAG00000007683.2
OG0005905	ENSGALG00000036049.3	ENSACAG00000018000.3
OG0005906	ENSGALG00000050256.1	ENSACAG00000000696.2
OG0005907	ENSGALG00000004166.7	ENSACAG00000010936.3
OG0005908	ENSGALG00000003795.6	ENSACAG00000016012.3
OG0005909	ENSGALG00000051266.1	ENSACAG00000021101.2
OG0005910	ENSGALG00000012237.7	ENSACAG00000000757.3
OG0005911	ENSGALG00000010588.7, ENSGALG00000035981.2	ENSACAG00000027314.2
OG0005913	ENSGALG00000003826.5	ENSACAG00000016062.3
OG0005914	ENSGALG00000014982.6	ENSACAG00000007768.3
OG0005915	ENSGALG00000031482.2	ENSACAG00000000339.2
OG0005916	ENSGALG00000006033.5	ENSACAG00000009518.3
OG0005917	ENSGALG00000042360.2	ENSACAG00000003480.3
OG0005918	ENSGALG00000006673.6	ENSACAG00000003384.3
OG0005919	ENSGALG00000014936.6	ENSACAG00000007912.3
OG0005920	ENSGALG00000001042.6	ENSACAG00000000440.3
OG0005921	ENSGALG00000004179.7	ENSACAG00000001772.3, ENSACAG00000027058.2
OG0005922	ENSGALG00000041373.2	ENSACAG00000006900.3
OG0005923	ENSGALG00000005888.6	ENSACAG00000013778.2
OG0005924	ENSGALG00000027905.4	ENSACAG00000009756.3
OG0005925	ENSGALG00000001797.6	ENSACAG00000022613.2
OG0005926	ENSGALG00000006025.7	ENSACAG00000009771.2
OG0005927	ENSGALG00000053885.1	ENSACAG00000001824.3
OG0005928	ENSGALG00000040720.3	ENSACAG00000013844.3
OG0005929	ENSGALG00000040265.2	ENSACAG00000025026.1
OG0005930	ENSGALG00000005933.6	ENSACAG00000013853.3
OG0005931	ENSGALG00000042572.2	ENSACAG00000010246.2
OG0005932	ENSGALG00000008549.7	ENSACAG00000003704.3
OG0005933	ENSGALG00000027874.3	ENSACAG00000003525.3
OG0005934	ENSGALG00000003901.6	ENSACAG00000016294.2
OG0005935	ENSGALG00000006775.7	ENSACAG00000006267.3, ENSACAG00000013226.3
OG0005936	ENSGALG00000010299.7	ENSACAG00000000580.3
OG0005937	ENSGALG00000005947.7	ENSACAG00000009971.3
OG0005938	ENSGALG00000012113.6	ENSACAG00000009484.2
OG0005939	ENSGALG00000016232.6	ENSACAG00000017933.3, ENSACAG00000009145.1
OG0005940	ENSGALG00000001124.6	ENSACAG00000014926.2
OG0005941	ENSGALG00000008460.6	ENSACAG00000003355.3
OG0005942	ENSGALG00000005860.5	ENSACAG00000005137.3
OG0005943	ENSGALG00000032763.3	ENSACAG00000001529.3
OG0005944	ENSGALG00000000950.6	ENSACAG00000009852.3
OG0005945	ENSGALG00000011149.5	ENSACAG00000012329.3
OG0005946	ENSGALG00000036432.2	ENSACAG00000003311.3
OG0005947	ENSGALG00000008206.6	ENSACAG00000016473.2
OG0005948	ENSGALG00000037065.2	ENSACAG00000002668.3
OG0005949	ENSGALG00000014915.7	ENSACAG00000008307.3
OG0005950	ENSGALG00000027823.3	ENSACAG00000016352.3
OG0005951	ENSGALG00000004812.5	ENSACAG00000002460.3
OG0005952	ENSGALG00000035184.2	ENSACAG00000000940.3
OG0005953	ENSGALG00000008795.5	ENSACAG00000010027.3
OG0005954	ENSGALG00000030140.3	ENSACAG00000001378.3
OG0005955	ENSGALG00000014038.7	ENSACAG00000009021.3
OG0005956	ENSGALG00000030313.3	ENSACAG00000013786.3
OG0005957	ENSGALG00000026276.3	ENSACAG00000011172.2
OG0005958	ENSGALG00000017111.7	ENSACAG00000002295.3
OG0005959	ENSGALG00000000615.7	ENSACAG00000000469.3
OG0005960	ENSGALG00000041216.2	ENSACAG00000013893.3
OG0005961	ENSGALG00000013967.7	ENSACAG00000009104.3
OG0005962	ENSGALG00000014860.6	ENSACAG00000008639.3
OG0005963	ENSGALG00000006507.6	ENSACAG00000004869.3
OG0005964	ENSGALG00000021685.5	ENSACAG00000000268.3
OG0005965	ENSGALG00000003674.6	ENSACAG00000009148.3
OG0005966	ENSGALG00000026559.3	ENSACAG00000016514.3
OG0005967	ENSGALG00000017103.6	ENSACAG00000003083.2
OG0005968	ENSGALG00000006186.7	ENSACAG00000008407.3
OG0005969	ENSGALG00000040971.2	ENSACAG00000010340.2
OG0005970	ENSGALG00000054273.1	ENSACAG00000000388.3
OG0005971	ENSGALG00000029536.2	ENSACAG00000027495.2
OG0005972	ENSGALG00000017097.5	ENSACAG00000003250.3
OG0005973	ENSGALG00000005694.7	ENSACAG00000005601.2
OG0005974	ENSGALG00000016639.6	ENSACAG00000022405.2
OG0005975	ENSGALG00000025862.3	ENSACAG00000011005.3
OG0005976	ENSGALG00000006182.7	ENSACAG00000008276.3
OG0005977	ENSGALG00000035375.2	ENSACAG00000014495.2
OG0005978	ENSGALG00000041014.2	ENSACAG00000010091.2, ENSACAG00000015768.3
OG0005979	ENSGALG00000015268.7	ENSACAG00000006752.3
OG0005980	ENSGALG00000006469.6	ENSACAG00000009911.3
OG0005981	ENSGALG00000005188.7	ENSACAG00000005775.3
OG0005982	ENSGALG00000000273.6	ENSACAG00000006839.3
OG0005983	ENSGALG00000001122.6	ENSACAG00000000491.3
OG0005985	ENSGALG00000034910.2	ENSACAG00000016644.3
OG0005986	ENSGALG00000037734.3	ENSACAG00000006869.2
OG0005987	ENSGALG00000001557.7	ENSACAG00000000861.3
OG0005988	ENSGALG00000027909.3	ENSACAG00000016692.2
OG0005989	ENSGALG00000036892.3	ENSACAG00000014432.3
OG0005991	ENSGALG00000000895.6	ENSACAG00000016726.3
OG0005992	ENSGALG00000038340.2	ENSACAG00000009653.2
OG0005993	ENSGALG00000005223.6	ENSACAG00000006137.3
OG0005994	ENSGALG00000014795.6	ENSACAG00000009578.3
OG0005995	ENSGALG00000000241.4	ENSACAG00000007330.3
OG0005996	ENSGALG00000004841.5	ENSACAG00000007589.2, ENSACAG00000009901.2
OG0005997	ENSGALG00000014486.7	ENSACAG00000012470.3
OG0005998	ENSGALG00000000721.6	ENSACAG00000012492.3
OG0005999	ENSGALG00000000724.3	ENSACAG00000012585.2
OG0006000	ENSGALG00000013899.7	ENSACAG00000011298.3
OG0006001	ENSGALG00000037193.2	ENSACAG00000027835.2, ENSACAG00000017492.3
OG0006002	ENSGALG00000000215.7	ENSACAG00000007587.3
OG0006003	ENSGALG00000001527.6	ENSACAG00000028043.1
OG0006004	ENSGALG00000016564.6	ENSACAG00000002392.3
OG0006005	ENSGALG00000032997.2	ENSACAG00000023980.1
OG0006006	ENSGALG00000005287.6	ENSACAG00000006705.3
OG0006007	ENSGALG00000000189.6	ENSACAG00000007754.2
OG0006008	ENSGALG00000013858.7	ENSACAG00000022148.1, ENSACAG00000013429.2
OG0006009	ENSGALG00000008593.6	ENSACAG00000003749.3
OG0006010	ENSGALG00000000845.6	ENSACAG00000012675.3
OG0006011	ENSGALG00000003942.6	ENSACAG00000014302.2
OG0006012	ENSGALG00000013887.4	ENSACAG00000013169.3
OG0006013	ENSGALG00000002345.6	ENSACAG00000008076.3
OG0006014	ENSGALG00000004343.6	ENSACAG00000011214.3
OG0006015	ENSGALG00000000839.4	ENSACAG00000012725.3
OG0006016	ENSGALG00000040098.2	ENSACAG00000001861.3
OG0006017	ENSGALG00000002318.6	ENSACAG00000008112.2
OG0006018	ENSGALG00000008618.6	ENSACAG00000003625.2
OG0006019	ENSGALG00000001091.7	ENSACAG00000013874.3
OG0006020	ENSGALG00000004379.7	ENSACAG00000011483.2
OG0006021	ENSGALG00000052976.1	ENSACAG00000000524.2
OG0006022	ENSGALG00000012574.6	ENSACAG00000010555.3
OG0006023	ENSGALG00000004397.7	ENSACAG00000011503.2
OG0006024	ENSGALG00000001117.6	ENSACAG00000013698.3
OG0006025	ENSGALG00000004004.6	ENSACAG00000013941.3
OG0006026	ENSGALG00000002227.7	ENSACAG00000004113.3
OG0006027	ENSGALG00000040854.2	ENSACAG00000003641.2
OG0006028	ENSGALG00000019358.6	ENSACAG00000003523.3
OG0006029	ENSGALG00000006181.6	ENSACAG00000012076.3
OG0006030	ENSGALG00000004573.7	ENSACAG00000003742.2
OG0006031	ENSGALG00000034413.2	ENSACAG00000025865.1
OG0006032	ENSGALG00000009895.6	ENSACAG00000003595.3
OG0006033	ENSGALG00000019690.6	ENSACAG00000002245.3
OG0006034	ENSGALG00000012561.7	ENSACAG00000010447.3
OG0006035	ENSGALG00000033885.2	ENSACAG00000012840.3
OG0006036	ENSGALG00000025819.4	ENSACAG00000014884.2
OG0006037	ENSGALG00000001964.7	ENSACAG00000016224.3
OG0006038	ENSGALG00000039880.2	ENSACAG00000002265.3
OG0006039	ENSGALG00000009904.6	ENSACAG00000003906.2
OG0006040	ENSGALG00000029047.3	ENSACAG00000014846.1
OG0006041	ENSGALG00000012555.7	ENSACAG00000010412.3
OG0006042	ENSGALG00000009341.7	ENSACAG00000003178.2
OG0006043	ENSGALG00000004115.7	ENSACAG00000013584.3
OG0006044	ENSGALG00000007659.7	ENSACAG00000014089.3
OG0006045	ENSGALG00000029514.2	ENSACAG00000003246.3
OG0006046	ENSGALG00000016304.6, ENSGALG00000051798.1	ENSACAG00000016633.3
OG0006047	ENSGALG00000006233.6	ENSACAG00000014168.3
OG0006048	ENSGALG00000005316.6	ENSACAG00000003779.3
OG0006050	ENSGALG00000013745.6	ENSACAG00000011576.3
OG0006052	ENSGALG00000016299.4	ENSACAG00000016759.3
OG0006053	ENSGALG00000014372.5	ENSACAG00000014383.3
OG0006054	ENSGALG00000029135.3	ENSACAG00000004443.2
OG0006055	ENSGALG00000013731.6	ENSACAG00000011568.1
OG0006056	ENSGALG00000004068.6	ENSACAG00000004308.3
OG0006057	ENSGALG00000005559.6	ENSACAG00000005454.3
OG0006058	ENSGALG00000004040.5	ENSACAG00000004302.3
OG0006059	ENSGALG00000026865.4	ENSACAG00000010622.3
OG0006060	ENSGALG00000014365.6	ENSACAG00000014578.3
OG0006061	ENSGALG00000009975.7	ENSACAG00000004492.2
OG0006062	ENSGALG00000028762.3	ENSACAG00000005878.3
OG0006063	ENSGALG00000014355.5	ENSACAG00000014755.3
OG0006064	ENSGALG00000019514.6	ENSACAG00000003653.3
OG0006065	ENSGALG00000002272.6	ENSACAG00000007479.3
OG0006066	ENSGALG00000010029.5	ENSACAG00000004637.3
OG0006067	ENSGALG00000040475.3	ENSACAG00000008885.2
OG0006068	ENSGALG00000009959.6	ENSACAG00000004695.3
OG0006069	ENSGALG00000050002.1	ENSACAG00000016908.2
OG0006070	ENSGALG00000008237.6	ENSACAG00000023904.1, ENSACAG00000003047.3
OG0006071	ENSGALG00000022882.4	ENSACAG00000005316.3
OG0006072	ENSGALG00000003919.6	ENSACAG00000003875.2
OG0006073	ENSGALG00000008229.6	ENSACAG00000002899.3
OG0006074	ENSGALG00000006379.6	ENSACAG00000011060.3
OG0006075	ENSGALG00000013640.6	ENSACAG00000005477.3
OG0006076	ENSGALG00000002143.5	ENSACAG00000007828.2
OG0006077	ENSGALG00000038494.2	ENSACAG00000009149.3
OG0006078	ENSGALG00000006437.6	ENSACAG00000011192.3
OG0006079	ENSGALG00000033126.3	ENSACAG00000008031.2
OG0006080	ENSGALG00000031461.2	ENSACAG00000001148.3
OG0006081	ENSGALG00000049812.1	ENSACAG00000001270.3
OG0006083	ENSGALG00000003374.5	ENSACAG00000009900.3
OG0006084	ENSGALG00000041520.2	ENSACAG00000000449.3
OG0006085	ENSGALG00000001273.5	ENSACAG00000009075.2
OG0006086	ENSGALG00000016506.6	ENSACAG00000009040.3
OG0006087	ENSGALG00000046986.1	ENSACAG00000005528.3
OG0006088	ENSGALG00000013632.7	ENSACAG00000002307.1, ENSACAG00000002326.2
OG0006089	ENSGALG00000030877.2	ENSACAG00000001440.3
OG0006090	ENSGALG00000033278.2	ENSACAG00000001552.3
OG0006091	ENSGALG00000029836.2	ENSACAG00000002705.3
OG0006092	ENSGALG00000007036.5	ENSACAG00000008286.3
OG0006093	ENSGALG00000007065.6	ENSACAG00000001121.2
OG0006095	ENSGALG00000012687.7	ENSACAG00000003316.3
OG0006096	ENSGALG00000002022.5	ENSACAG00000003414.3
OG0006097	ENSGALG00000036909.2	ENSACAG00000010653.2
OG0006098	ENSGALG00000013098.6	ENSACAG00000014518.3
OG0006099	ENSGALG00000012452.5	ENSACAG00000004214.3
OG0006100	ENSGALG00000031182.2	ENSACAG00000004149.3
OG0006101	ENSGALG00000012199.7	ENSACAG00000016303.3
OG0006102	ENSGALG00000013092.6	ENSACAG00000014378.3
OG0006103	ENSGALG00000012699.7	ENSACAG00000003648.3
OG0006104	ENSGALG00000012702.5	ENSACAG00000003669.3
OG0006106	ENSGALG00000010283.6	ENSACAG00000003080.3
OG0006107	ENSGALG00000040238.2	ENSACAG00000016259.1
OG0006108	ENSGALG00000013085.7	ENSACAG00000013967.3
OG0006109	ENSGALG00000012041.6, ENSGALG00000012085.7	ENSACAG00000000833.3
OG0006110	ENSGALG00000051550.1	ENSACAG00000000793.2
OG0006111	ENSGALG00000012098.7	ENSACAG00000000751.3
OG0006112	ENSGALG00000030303.3	ENSACAG00000002925.3
OG0006113	ENSGALG00000012720.7	ENSACAG00000004118.2
OG0006114	ENSGALG00000012105.6	ENSACAG00000000344.3
OG0006115	ENSGALG00000014455.7	ENSACAG00000006228.2
OG0006116	ENSGALG00000007351.5	ENSACAG00000007513.3
OG0006117	ENSGALG00000042679.3	ENSACAG00000000324.3
OG0006118	ENSGALG00000037171.3	ENSACAG00000000306.3
OG0006119	ENSGALG00000019543.5	ENSACAG00000000278.3
OG0006120	ENSGALG00000003909.7	ENSACAG00000012034.3
OG0006121	ENSGALG00000043926.2	ENSACAG00000001590.3
OG0006122	ENSGALG00000016757.7	ENSACAG00000000982.3
OG0006123	ENSGALG00000012965.7	ENSACAG00000005616.3
OG0006124	ENSGALG00000003929.6	ENSACAG00000012137.3
OG0006125	ENSGALG00000004927.7	ENSACAG00000007364.3
OG0006126	ENSGALG00000003824.6	ENSACAG00000011583.3
OG0006127	ENSGALG00000046858.1	ENSACAG00000000558.3
OG0006128	ENSGALG00000001263.7	ENSACAG00000011622.3
OG0006129	ENSGALG00000005661.6	ENSACAG00000026939.1
OG0006130	ENSGALG00000049426.1	ENSACAG00000000639.3
OG0006131	ENSGALG00000007417.7	ENSACAG00000007785.3
OG0006132	ENSGALG00000010733.7	ENSACAG00000005222.3
OG0006133	ENSGALG00000002798.6	ENSACAG00000006681.3
OG0006134	ENSGALG00000017309.6	ENSACAG00000014446.3
OG0006135	ENSGALG00000010713.6	ENSACAG00000006805.3
OG0006136	ENSGALG00000002021.6	ENSACAG00000017285.3
OG0006137	ENSGALG00000036234.2	ENSACAG00000006627.3
OG0006138	ENSGALG00000014138.6	ENSACAG00000006640.3
OG0006140	ENSGALG00000038018.2	ENSACAG00000003948.3
OG0006141	ENSGALG00000004783.5	ENSACAG00000006946.2
OG0006142	ENSGALG00000027986.4	ENSACAG00000006581.3
OG0006143	ENSGALG00000020939.5	ENSACAG00000013762.3
OG0006144	ENSGALG00000013002.5	ENSACAG00000024923.2
OG0006145	ENSGALG00000038328.3	ENSACAG00000002815.3, ENSACAG00000016915.3
OG0006146	ENSGALG00000007579.6	ENSACAG00000008163.3
OG0006147	ENSGALG00000049475.1	ENSACAG00000004177.2
OG0006148	ENSGALG00000001639.4	ENSACAG00000017181.3
OG0006149	ENSGALG00000005997.8	ENSACAG00000004931.3
OG0006151	ENSGALG00000035699.2	ENSACAG00000002675.3
OG0006152	ENSGALG00000009065.4	ENSACAG00000013271.2
OG0006153	ENSGALG00000014115.7	ENSACAG00000006385.3
OG0006154	ENSGALG00000001800.7	ENSACAG00000012955.3
OG0006155	ENSGALG00000052338.1	ENSACAG00000004893.2
OG0006157	ENSGALG00000005957.6	ENSACAG00000004828.2
OG0006158	ENSGALG00000007680.6	ENSACAG00000008543.3
