Orthogroup	G_gallus.pep	C_familiaris.pep
OG0005971	ENSGALG00000029536.2	ENSCAFG00000012366.4
OG0005972	ENSGALG00000017097.5	ENSCAFG00000006788.4
OG0005973	ENSGALG00000005694.7	ENSCAFG00000003086.4
OG0005974	ENSGALG00000016639.6	ENSCAFG00000008198.5
OG0005975	ENSGALG00000025862.3	ENSCAFG00000031918.2
OG0005976	ENSGALG00000006182.7	ENSCAFG00000006789.5
OG0005977	ENSGALG00000035375.2	ENSCAFG00000005785.5
OG0005978	ENSGALG00000041014.2	ENSCAFG00000011155.5
OG0005979	ENSGALG00000015268.7	ENSCAFG00000007473.6
OG0005980	ENSGALG00000006469.6	ENSCAFG00000007432.5
OG0005981	ENSGALG00000005188.7	ENSCAFG00000003100.4
OG0005982	ENSGALG00000000273.6	ENSCAFG00000007431.3
OG0005983	ENSGALG00000001122.6	ENSCAFG00000011106.4
OG0005985	ENSGALG00000034910.2	ENSCAFG00000012297.4
OG0005986	ENSGALG00000037734.3	ENSCAFG00000031021.2
OG0005987	ENSGALG00000001557.7	ENSCAFG00000009762.4
OG0005988	ENSGALG00000027909.3	ENSCAFG00000012279.4
OG0005989	ENSGALG00000036892.3	ENSCAFG00000008877.4
OG0005991	ENSGALG00000000895.6	ENSCAFG00000012229.4
OG0005992	ENSGALG00000038340.2	ENSCAFG00000018554.4
OG0005993	ENSGALG00000005223.6	ENSCAFG00000003111.5
OG0005994	ENSGALG00000014795.6	ENSCAFG00000018511.4
OG0005995	ENSGALG00000000241.4	ENSCAFG00000030762.2
OG0005996	ENSGALG00000004841.5	ENSCAFG00000007958.4
OG0005997	ENSGALG00000014486.7	ENSCAFG00000015148.4
OG0005998	ENSGALG00000000721.6	ENSCAFG00000010180.4
OG0005999	ENSGALG00000000724.3	ENSCAFG00000010159.4
OG0006000	ENSGALG00000013899.7	ENSCAFG00000011714.4
OG0006001	ENSGALG00000037193.2	ENSCAFG00000003494.5
OG0006002	ENSGALG00000000215.7	ENSCAFG00000016236.5
OG0006003	ENSGALG00000001527.6	ENSCAFG00000019258.4
OG0006004	ENSGALG00000016564.6	ENSCAFG00000008670.4
OG0006006	ENSGALG00000005287.6	ENSCAFG00000030889.3
OG0006007	ENSGALG00000000189.6	ENSCAFG00000000224.5
OG0006008	ENSGALG00000013858.7	ENSCAFG00000018846.6
OG0006009	ENSGALG00000008593.6	ENSCAFG00000018484.5
OG0006010	ENSGALG00000000845.6	ENSCAFG00000005326.4
OG0006011	ENSGALG00000003942.6	ENSCAFG00000010029.4
OG0006012	ENSGALG00000013887.4	ENSCAFG00000000173.4
OG0006013	ENSGALG00000002345.6	ENSCAFG00000000204.4
OG0006014	ENSGALG00000004343.6	ENSCAFG00000008093.4
OG0006015	ENSGALG00000000839.4	ENSCAFG00000005291.4
OG0006016	ENSGALG00000040098.2	ENSCAFG00000001317.4
OG0006017	ENSGALG00000002318.6	ENSCAFG00000000199.4
OG0006018	ENSGALG00000008618.6	ENSCAFG00000018426.5
OG0006019	ENSGALG00000001091.7	ENSCAFG00000011523.4
OG0006020	ENSGALG00000004379.7	ENSCAFG00000032589.2
OG0006021	ENSGALG00000052976.1	ENSCAFG00000042074.1, ENSCAFG00000030475.2
OG0006022	ENSGALG00000012574.6	ENSCAFG00000009375.4
OG0006023	ENSGALG00000004397.7	ENSCAFG00000007965.5
OG0006024	ENSGALG00000001117.6	ENSCAFG00000011550.5
OG0006025	ENSGALG00000004004.6	ENSCAFG00000010225.5
OG0006026	ENSGALG00000002227.7	ENSCAFG00000000167.5
OG0006027	ENSGALG00000040854.2	ENSCAFG00000030194.2
OG0006028	ENSGALG00000019358.6	ENSCAFG00000030531.2
OG0006029	ENSGALG00000006181.6	ENSCAFG00000004876.5
OG0006030	ENSGALG00000004573.7	ENSCAFG00000020028.3
OG0006031	ENSGALG00000034413.2	ENSCAFG00000019154.4
OG0006032	ENSGALG00000009895.6	ENSCAFG00000000384.5
OG0006033	ENSGALG00000019690.6	ENSCAFG00000004878.6
OG0006034	ENSGALG00000012561.7	ENSCAFG00000009361.5
OG0006035	ENSGALG00000033885.2	ENSCAFG00000019305.5
OG0006036	ENSGALG00000025819.4	ENSCAFG00000007636.4
OG0006037	ENSGALG00000001964.7	ENSCAFG00000019664.4
OG0006038	ENSGALG00000039880.2	ENSCAFG00000004894.4
OG0006039	ENSGALG00000009904.6	ENSCAFG00000000410.3
OG0006040	ENSGALG00000029047.3	ENSCAFG00000019547.3
OG0006041	ENSGALG00000012555.7	ENSCAFG00000009318.5
OG0006042	ENSGALG00000009341.7	ENSCAFG00000014270.4
OG0006043	ENSGALG00000004115.7	ENSCAFG00000010270.4, ENSCAFG00000023721.4
OG0006044	ENSGALG00000007659.7	ENSCAFG00000012126.4
OG0006045	ENSGALG00000029514.2	ENSCAFG00000019513.5
OG0006046	ENSGALG00000016304.6, ENSGALG00000051798.1	ENSCAFG00000002305.5
OG0006047	ENSGALG00000006233.6	ENSCAFG00000004932.4
OG0006048	ENSGALG00000005316.6	ENSCAFG00000000512.5
OG0006050	ENSGALG00000013745.6	ENSCAFG00000000037.4
OG0006052	ENSGALG00000016299.4	ENSCAFG00000002327.4
OG0006053	ENSGALG00000014372.5	ENSCAFG00000016417.4
OG0006054	ENSGALG00000029135.3	ENSCAFG00000000428.4
OG0006055	ENSGALG00000013731.6	ENSCAFG00000000036.3
OG0006056	ENSGALG00000004068.6	ENSCAFG00000017653.4, ENSCAFG00000046802.1
OG0006057	ENSGALG00000005559.6	ENSCAFG00000017421.4
OG0006058	ENSGALG00000004040.5	ENSCAFG00000030060.2
OG0006059	ENSGALG00000026865.4	ENSCAFG00000004964.4
OG0006060	ENSGALG00000014365.6	ENSCAFG00000016387.4
OG0006061	ENSGALG00000009975.7	ENSCAFG00000014077.3, ENSCAFG00000000432.4
OG0006062	ENSGALG00000028762.3	ENSCAFG00000016464.4
OG0006063	ENSGALG00000014355.5	ENSCAFG00000016354.4
OG0006064	ENSGALG00000019514.6	ENSCAFG00000023363.3
OG0006065	ENSGALG00000002272.6	ENSCAFG00000006300.4
OG0006066	ENSGALG00000010029.5	ENSCAFG00000000435.5
OG0006067	ENSGALG00000040475.3	ENSCAFG00000020016.5
OG0006068	ENSGALG00000009959.6	ENSCAFG00000000436.4
OG0006069	ENSGALG00000050002.1	ENSCAFG00000003265.5
OG0006070	ENSGALG00000008237.6	ENSCAFG00000000582.5
OG0006071	ENSGALG00000022882.4	ENSCAFG00000000021.4
OG0006072	ENSGALG00000003919.6	ENSCAFG00000047992.1, ENSCAFG00000017605.4
OG0006073	ENSGALG00000008229.6	ENSCAFG00000000588.5
OG0006074	ENSGALG00000006379.6	ENSCAFG00000029968.2
OG0006075	ENSGALG00000013640.6	ENSCAFG00000000016.5
OG0006076	ENSGALG00000002143.5	ENSCAFG00000006101.5
OG0006077	ENSGALG00000038494.2	ENSCAFG00000019997.4
OG0006078	ENSGALG00000006437.6	ENSCAFG00000029845.2
OG0006079	ENSGALG00000033126.3	ENSCAFG00000014196.4
OG0006080	ENSGALG00000031461.2	ENSCAFG00000000010.5
OG0006081	ENSGALG00000049812.1	ENSCAFG00000000009.4
OG0006083	ENSGALG00000003374.5	ENSCAFG00000020320.4
OG0006084	ENSGALG00000041520.2	ENSCAFG00000019112.4
OG0006085	ENSGALG00000001273.5	ENSCAFG00000019725.5
OG0006086	ENSGALG00000016506.6	ENSCAFG00000014496.4
OG0006087	ENSGALG00000046986.1	ENSCAFG00000017219.4
OG0006088	ENSGALG00000013632.7	ENSCAFG00000010436.4
OG0006089	ENSGALG00000030877.2	ENSCAFG00000019274.5
OG0006091	ENSGALG00000029836.2	ENSCAFG00000010284.4
OG0006092	ENSGALG00000007036.5	ENSCAFG00000005392.4
OG0006093	ENSGALG00000007065.6	ENSCAFG00000023176.3
OG0006094	ENSGALG00000002014.3	ENSCAFG00000001836.5
OG0006095	ENSGALG00000012687.7	ENSCAFG00000010160.5
OG0006096	ENSGALG00000002022.5	ENSCAFG00000001840.4
OG0006098	ENSGALG00000013098.6	ENSCAFG00000012619.4
OG0006099	ENSGALG00000012452.5	ENSCAFG00000014085.5
OG0006100	ENSGALG00000031182.2	ENSCAFG00000014062.5
OG0006101	ENSGALG00000012199.7	ENSCAFG00000014989.4
OG0006102	ENSGALG00000013092.6	ENSCAFG00000012679.4
OG0006103	ENSGALG00000012699.7	ENSCAFG00000009857.4, ENSCAFG00000029176.2
OG0006104	ENSGALG00000012702.5	ENSCAFG00000009885.5
OG0006106	ENSGALG00000010283.6	ENSCAFG00000006489.4
OG0006107	ENSGALG00000040238.2	ENSCAFG00000018039.3
OG0006108	ENSGALG00000013085.7	ENSCAFG00000012789.4
OG0006109	ENSGALG00000012041.6, ENSGALG00000012085.7	ENSCAFG00000015269.4
OG0006110	ENSGALG00000051550.1	ENSCAFG00000015264.4
OG0006111	ENSGALG00000012098.7	ENSCAFG00000015251.4
OG0006112	ENSGALG00000030303.3	ENSCAFG00000006673.4
OG0006113	ENSGALG00000012720.7	ENSCAFG00000010146.5
OG0006114	ENSGALG00000012105.6	ENSCAFG00000015237.4
OG0006116	ENSGALG00000007351.5	ENSCAFG00000003984.4
OG0006117	ENSGALG00000042679.3	ENSCAFG00000023607.3
OG0006119	ENSGALG00000019543.5	ENSCAFG00000008990.5
OG0006120	ENSGALG00000003909.7	ENSCAFG00000009687.4
OG0006121	ENSGALG00000043926.2	ENSCAFG00000019491.5, ENSCAFG00000044040.1
OG0006122	ENSGALG00000016757.7	ENSCAFG00000002310.5
OG0006123	ENSGALG00000012965.7	ENSCAFG00000008997.5
OG0006124	ENSGALG00000003929.6	ENSCAFG00000009681.3
OG0006125	ENSGALG00000004927.7	ENSCAFG00000020067.5
OG0006126	ENSGALG00000003824.6	ENSCAFG00000015671.6
OG0006127	ENSGALG00000046858.1	ENSCAFG00000008478.3
OG0006128	ENSGALG00000001263.7	ENSCAFG00000011763.6
OG0006129	ENSGALG00000005661.6	ENSCAFG00000032307.2
OG0006130	ENSGALG00000049426.1	ENSCAFG00000008486.4
OG0006131	ENSGALG00000007417.7	ENSCAFG00000023202.4, ENSCAFG00000003862.4
OG0006132	ENSGALG00000010733.7	ENSCAFG00000015789.4
OG0006133	ENSGALG00000002798.6	ENSCAFG00000020099.4
OG0006134	ENSGALG00000017309.6	ENSCAFG00000005470.5
OG0006135	ENSGALG00000010713.6	ENSCAFG00000015803.5
OG0006136	ENSGALG00000002021.6	ENSCAFG00000003304.4
OG0006137	ENSGALG00000036234.2	ENSCAFG00000020109.5
OG0006138	ENSGALG00000014138.6	ENSCAFG00000001913.4
OG0006140	ENSGALG00000038018.2	ENSCAFG00000017892.4
OG0006141	ENSGALG00000004783.5	ENSCAFG00000031985.2, ENSCAFG00000018409.3
OG0006142	ENSGALG00000027986.4	ENSCAFG00000031803.2
OG0006143	ENSGALG00000020939.5	ENSCAFG00000010265.4
OG0006144	ENSGALG00000013002.5	ENSCAFG00000044488.1, ENSCAFG00000049223.1
OG0006145	ENSGALG00000038328.3	ENSCAFG00000009997.5
OG0006146	ENSGALG00000007579.6	ENSCAFG00000004329.5
OG0006147	ENSGALG00000049475.1	ENSCAFG00000042407.1
OG0006148	ENSGALG00000001639.4	ENSCAFG00000003247.3
OG0006149	ENSGALG00000005997.8	ENSCAFG00000018287.4
OG0006151	ENSGALG00000035699.2	ENSCAFG00000010047.5
OG0006152	ENSGALG00000009065.4	ENSCAFG00000029165.2
OG0006153	ENSGALG00000014115.7	ENSCAFG00000001956.4
OG0006154	ENSGALG00000001800.7	ENSCAFG00000018762.4
OG0006155	ENSGALG00000052338.1	ENSCAFG00000004074.5
OG0006157	ENSGALG00000005957.6	ENSCAFG00000018266.5
OG0006158	ENSGALG00000007680.6	ENSCAFG00000004264.4
OG0006159	ENSGALG00000007721.6	ENSCAFG00000004249.5
OG0006162	ENSGALG00000007864.6	ENSCAFG00000004210.4
OG0006163	ENSGALG00000024295.4	ENSCAFG00000012185.3, ENSCAFG00000030622.2
OG0006164	ENSGALG00000004660.5, ENSGALG00000055056.1	ENSCAFG00000019336.4
OG0006165	ENSGALG00000015416.3	ENSCAFG00000007060.4
OG0006166	ENSGALG00000007892.7	ENSCAFG00000004174.5
OG0006167	ENSGALG00000013964.6	ENSCAFG00000002006.4
OG0006168	ENSGALG00000005584.7	ENSCAFG00000007691.4
OG0006169	ENSGALG00000005853.6	ENSCAFG00000029120.2
OG0006171	ENSGALG00000013209.6	ENSCAFG00000017854.5
OG0006172	ENSGALG00000007928.6	ENSCAFG00000004145.5
OG0006173	ENSGALG00000013212.6	ENSCAFG00000002577.4
OG0006174	ENSGALG00000015340.6	ENSCAFG00000007011.4
OG0006175	ENSGALG00000054096.1, ENSGALG00000031869.3	ENSCAFG00000043525.1
OG0006176	ENSGALG00000006486.6	ENSCAFG00000031801.2
OG0006177	ENSGALG00000006502.6	ENSCAFG00000007254.5
OG0006178	ENSGALG00000006916.6	ENSCAFG00000046846.1, ENSCAFG00000018078.5
OG0006179	ENSGALG00000008591.6	ENSCAFG00000004474.4
OG0006180	ENSGALG00000015259.7	ENSCAFG00000006819.4
OG0006181	ENSGALG00000005318.6	ENSCAFG00000006787.3
OG0006182	ENSGALG00000008659.7	ENSCAFG00000023975.4
OG0006183	ENSGALG00000013189.5	ENSCAFG00000010491.5
OG0006184	ENSGALG00000005294.6	ENSCAFG00000006757.5
OG0006186	ENSGALG00000006833.6	ENSCAFG00000005057.4
OG0006187	ENSGALG00000009279.6	ENSCAFG00000005121.4
OG0006188	ENSGALG00000040891.3	ENSCAFG00000004586.4
OG0006189	ENSGALG00000003885.6	ENSCAFG00000012826.5
OG0006190	ENSGALG00000003893.6	ENSCAFG00000012781.4
OG0006191	ENSGALG00000008728.6	ENSCAFG00000004594.3
OG0006192	ENSGALG00000006639.7	ENSCAFG00000007881.4
OG0006193	ENSGALG00000008739.6	ENSCAFG00000023575.4
OG0006194	ENSGALG00000003924.7	ENSCAFG00000012761.4
OG0006195	ENSGALG00000031408.3	ENSCAFG00000013672.4
OG0006196	ENSGALG00000015179.5	ENSCAFG00000001577.5
OG0006197	ENSGALG00000010869.6	ENSCAFG00000018906.5
OG0006198	ENSGALG00000005549.7	ENSCAFG00000017425.5
OG0006199	ENSGALG00000032278.2	ENSCAFG00000013068.4
OG0006200	ENSGALG00000016124.7	ENSCAFG00000011216.4
OG0006201	ENSGALG00000002189.7	ENSCAFG00000017041.4
OG0006202	ENSGALG00000006806.6	ENSCAFG00000012224.4
OG0006203	ENSGALG00000042522.2	ENSCAFG00000019939.4
OG0006204	ENSGALG00000010535.6	ENSCAFG00000011200.3
OG0006205	ENSGALG00000022866.5	ENSCAFG00000024833.4
OG0006206	ENSGALG00000051117.1	ENSCAFG00000030716.2
OG0006207	ENSGALG00000032173.3	ENSCAFG00000015607.4
OG0006208	ENSGALG00000034288.2	ENSCAFG00000030087.2
OG0006209	ENSGALG00000003509.6	ENSCAFG00000019885.5
OG0006210	ENSGALG00000020139.6	ENSCAFG00000016290.5
OG0006211	ENSGALG00000008976.6	ENSCAFG00000001852.5
OG0006212	ENSGALG00000040087.2	ENSCAFG00000017094.4
OG0006213	ENSGALG00000036288.2	ENSCAFG00000017097.5
OG0006214	ENSGALG00000008839.6	ENSCAFG00000011680.4
OG0006215	ENSGALG00000009017.6	ENSCAFG00000001870.4
OG0006216	ENSGALG00000001907.6	ENSCAFG00000015966.5
OG0006217	ENSGALG00000009026.7	ENSCAFG00000001874.4
OG0006218	ENSGALG00000007516.6	ENSCAFG00000006456.6
OG0006219	ENSGALG00000003144.7	ENSCAFG00000017390.4
OG0006220	ENSGALG00000006506.5	ENSCAFG00000029752.2
OG0006221	ENSGALG00000008852.6	ENSCAFG00000032714.2
OG0006222	ENSGALG00000054178.1	ENSCAFG00000001884.1
OG0006223	ENSGALG00000038789.2	ENSCAFG00000029919.2
OG0006224	ENSGALG00000037842.2	ENSCAFG00000001306.5
OG0006225	ENSGALG00000003185.5	ENSCAFG00000017404.5
OG0006227	ENSGALG00000031070.2	ENSCAFG00000011003.5
OG0006228	ENSGALG00000003260.7	ENSCAFG00000018507.4
OG0006229	ENSGALG00000012425.6	ENSCAFG00000014843.5
OG0006230	ENSGALG00000001788.7	ENSCAFG00000017727.4
OG0006231	ENSGALG00000003294.7	ENSCAFG00000018481.5
OG0006232	ENSGALG00000030028.3	ENSCAFG00000006477.4, ENSCAFG00000014370.4
OG0006233	ENSGALG00000008168.6	ENSCAFG00000005221.4
OG0006234	ENSGALG00000032501.2	ENSCAFG00000009455.4
OG0006235	ENSGALG00000033989.2	ENSCAFG00000009425.5
OG0006236	ENSGALG00000007477.7	ENSCAFG00000012163.4
OG0006237	ENSGALG00000029408.3	ENSCAFG00000013146.6
OG0006239	ENSGALG00000043394.3	ENSCAFG00000020013.4
OG0006240	ENSGALG00000005487.6	ENSCAFG00000013588.4
OG0006242	ENSGALG00000015248.5	ENSCAFG00000006708.4
OG0006243	ENSGALG00000003039.6	ENSCAFG00000032626.2
OG0006244	ENSGALG00000009399.6	ENSCAFG00000030614.2
OG0006247	ENSGALG00000005279.5	ENSCAFG00000017737.5
OG0006249	ENSGALG00000006690.6	ENSCAFG00000004859.4
OG0006250	ENSGALG00000003339.6	ENSCAFG00000016648.5
OG0006251	ENSGALG00000055058.1	ENSCAFG00000004856.4
OG0006253	ENSGALG00000011505.6	ENSCAFG00000018257.4
OG0006254	ENSGALG00000009410.6	ENSCAFG00000001977.5
OG0006255	ENSGALG00000033150.2	ENSCAFG00000019534.5
OG0006257	ENSGALG00000049721.1	ENSCAFG00000016964.4
OG0006258	ENSGALG00000003358.5	ENSCAFG00000016599.4
OG0006259	ENSGALG00000043089.2	ENSCAFG00000016302.5
OG0006260	ENSGALG00000043021.3	ENSCAFG00000012075.4
OG0006261	ENSGALG00000040471.3	ENSCAFG00000016970.4
OG0006262	ENSGALG00000014640.6	ENSCAFG00000030530.2
OG0006263	ENSGALG00000035035.2	ENSCAFG00000013405.4
OG0006264	ENSGALG00000004760.6	ENSCAFG00000008770.4
OG0006265	ENSGALG00000023510.4	ENSCAFG00000030033.2
OG0006266	ENSGALG00000051777.1	ENSCAFG00000019891.5
OG0006267	ENSGALG00000026215.3	ENSCAFG00000016579.4
OG0006268	ENSGALG00000003741.6	ENSCAFG00000018868.5
OG0006269	ENSGALG00000041821.3	ENSCAFG00000008792.3
OG0006270	ENSGALG00000007151.6	ENSCAFG00000017327.5
OG0006271	ENSGALG00000006301.6	ENSCAFG00000017466.4
OG0006272	ENSGALG00000001983.7, ENSGALG00000052265.1	ENSCAFG00000019929.4
OG0006273	ENSGALG00000004424.6	ENSCAFG00000014126.5
OG0006274	ENSGALG00000001959.5	ENSCAFG00000019933.5
OG0006276	ENSGALG00000043223.2	ENSCAFG00000013781.4
OG0006277	ENSGALG00000001951.6, ENSGALG00000046646.2	ENSCAFG00000019935.4
OG0006278	ENSGALG00000043208.3	ENSCAFG00000008830.4
OG0006279	ENSGALG00000031929.2	ENSCAFG00000015560.5
OG0006280	ENSGALG00000004290.7	ENSCAFG00000014005.5
OG0006281	ENSGALG00000009170.7	ENSCAFG00000029357.2
OG0006282	ENSGALG00000032768.2	ENSCAFG00000011571.4
OG0006283	ENSGALG00000036969.2	ENSCAFG00000018002.5
OG0006284	ENSGALG00000011368.6	ENSCAFG00000018049.5
OG0006285	ENSGALG00000037186.2	ENSCAFG00000000069.4
OG0006286	ENSGALG00000011366.7	ENSCAFG00000018043.5
OG0006287	ENSGALG00000004711.6	ENSCAFG00000015055.5
OG0006288	ENSGALG00000009641.7	ENSCAFG00000002069.4
OG0006289	ENSGALG00000033781.2	ENSCAFG00000030542.1
OG0006290	ENSGALG00000021572.5	ENSCAFG00000018965.5
OG0006291	ENSGALG00000009298.6	ENSCAFG00000015157.4
OG0006292	ENSGALG00000031381.3	ENSCAFG00000014905.4
OG0006293	ENSGALG00000035350.2	ENSCAFG00000000080.4
OG0006294	ENSGALG00000044733.2, ENSGALG00000015143.7	ENSCAFG00000018046.4
OG0006295	ENSGALG00000052748.1	ENSCAFG00000002551.4
OG0006296	ENSGALG00000005891.6	ENSCAFG00000014833.5
OG0006297	ENSGALG00000020486.6, ENSGALG00000007127.7	ENSCAFG00000025083.3
OG0006299	ENSGALG00000004186.7	ENSCAFG00000018976.5
OG0006300	ENSGALG00000009312.6	ENSCAFG00000014955.4
OG0006301	ENSGALG00000053583.1	ENSCAFG00000002594.5
OG0006302	ENSGALG00000036264.3	ENSCAFG00000015126.5
OG0006303	ENSGALG00000005885.7	ENSCAFG00000014804.4
OG0006304	ENSGALG00000050734.1	ENSCAFG00000012503.4
OG0006305	ENSGALG00000003329.6	ENSCAFG00000015008.4
OG0006306	ENSGALG00000040128.2	ENSCAFG00000015201.4
OG0006307	ENSGALG00000009372.6	ENSCAFG00000014786.5
OG0006308	ENSGALG00000008698.7	ENSCAFG00000005454.4
OG0006310	ENSGALG00000009402.6	ENSCAFG00000014720.4
OG0006311	ENSGALG00000009409.5	ENSCAFG00000014700.5
OG0006312	ENSGALG00000009737.7	ENSCAFG00000002207.5
OG0006313	ENSGALG00000038026.2	ENSCAFG00000012441.4
OG0006314	ENSGALG00000031982.3	ENSCAFG00000015309.4
OG0006315	ENSGALG00000009477.5	ENSCAFG00000014569.4
OG0006317	ENSGALG00000012913.7	ENSCAFG00000010484.4
OG0006318	ENSGALG00000034860.2	ENSCAFG00000014473.4
OG0006319	ENSGALG00000010711.6	ENSCAFG00000025301.3
OG0006320	ENSGALG00000053063.1	ENSCAFG00000014614.4
OG0006321	ENSGALG00000044654.2	ENSCAFG00000014611.4
OG0006322	ENSGALG00000001593.7	ENSCAFG00000014596.5
OG0006323	ENSGALG00000009533.5	ENSCAFG00000014352.5
OG0006324	ENSGALG00000054976.1	ENSCAFG00000002588.4
OG0006325	ENSGALG00000010803.6	ENSCAFG00000032370.2
OG0006326	ENSGALG00000010804.6	ENSCAFG00000002428.4
OG0006327	ENSGALG00000053509.1	ENSCAFG00000015707.4
OG0006329	ENSGALG00000039728.2	ENSCAFG00000008904.5
OG0006330	ENSGALG00000009682.5	ENSCAFG00000008893.4
OG0006331	ENSGALG00000010868.6	ENSCAFG00000002515.4
OG0006332	ENSGALG00000010875.6	ENSCAFG00000002519.4
OG0006333	ENSGALG00000037172.3	ENSCAFG00000005869.6
OG0006334	ENSGALG00000039171.3	ENSCAFG00000015831.4
OG0006335	ENSGALG00000010302.7	ENSCAFG00000008765.4
OG0006336	ENSGALG00000012994.6	ENSCAFG00000015874.4
OG0006337	ENSGALG00000040626.2	ENSCAFG00000005861.4, ENSCAFG00000047653.1
OG0006338	ENSGALG00000039454.2	ENSCAFG00000002671.4
OG0006339	ENSGALG00000026214.4	ENSCAFG00000015985.4
OG0006340	ENSGALG00000010915.5	ENSCAFG00000002733.4
OG0006341	ENSGALG00000029856.3	ENSCAFG00000031816.2
OG0006342	ENSGALG00000001099.6	ENSCAFG00000005786.5
OG0006343	ENSGALG00000010925.7	ENSCAFG00000002742.4
OG0006344	ENSGALG00000000949.5	ENSCAFG00000005749.4
OG0006345	ENSGALG00000010976.5	ENSCAFG00000029076.2
OG0006346	ENSGALG00000010977.6	ENSCAFG00000002784.5
OG0006347	ENSGALG00000010980.6	ENSCAFG00000002795.4
OG0006348	ENSGALG00000010399.5	ENSCAFG00000008429.5
OG0006349	ENSGALG00000015556.6	ENSCAFG00000014453.4
OG0006350	ENSGALG00000010401.7	ENSCAFG00000041807.1, ENSCAFG00000008407.4
OG0006351	ENSGALG00000027591.4	ENSCAFG00000008387.6
OG0006352	ENSGALG00000010411.7	ENSCAFG00000008370.4
OG0006353	ENSGALG00000008808.7	ENSCAFG00000028659.2
OG0006354	ENSGALG00000008457.6	ENSCAFG00000005363.5
OG0006355	ENSGALG00000010427.5	ENSCAFG00000008348.4
OG0006356	ENSGALG00000008416.7	ENSCAFG00000005270.4
OG0006357	ENSGALG00000011251.5	ENSCAFG00000005849.5
OG0006358	ENSGALG00000011248.6	ENSCAFG00000005862.4
OG0006359	ENSGALG00000011243.6	ENSCAFG00000005867.5
OG0006360	ENSGALG00000038512.2	ENSCAFG00000008205.4
OG0006361	ENSGALG00000006810.6	ENSCAFG00000008194.4
OG0006362	ENSGALG00000013039.6	ENSCAFG00000009888.3, ENSCAFG00000016168.4
OG0006363	ENSGALG00000008372.6	ENSCAFG00000005185.5
OG0006364	ENSGALG00000036869.2	ENSCAFG00000005173.4
OG0006365	ENSGALG00000002612.6	ENSCAFG00000007973.4
OG0006366	ENSGALG00000011211.7	ENSCAFG00000005949.5
OG0006367	ENSGALG00000013041.7	ENSCAFG00000010084.5
OG0006368	ENSGALG00000013043.7	ENSCAFG00000010089.4
OG0006369	ENSGALG00000002639.7	ENSCAFG00000007935.5
OG0006370	ENSGALG00000011185.6	ENSCAFG00000003056.5
OG0006371	ENSGALG00000002706.6	ENSCAFG00000007783.5
OG0006372	ENSGALG00000029724.2	ENSCAFG00000003067.4
OG0006373	ENSGALG00000002800.6	ENSCAFG00000007702.4
OG0006374	ENSGALG00000013063.7	ENSCAFG00000010323.4
OG0006375	ENSGALG00000040666.3	ENSCAFG00000004236.4
OG0006376	ENSGALG00000012812.6	ENSCAFG00000004319.4
OG0006377	ENSGALG00000012834.7	ENSCAFG00000029647.2, ENSCAFG00000032319.2
OG0006378	ENSGALG00000002958.7	ENSCAFG00000010548.5
OG0006379	ENSGALG00000003052.7	ENSCAFG00000010465.5
OG0006380	ENSGALG00000037242.3	ENSCAFG00000006103.5
OG0006381	ENSGALG00000040873.3	ENSCAFG00000006125.4
OG0006382	ENSGALG00000012874.6	ENSCAFG00000003890.4
OG0006383	ENSGALG00000012875.6	ENSCAFG00000003889.4
OG0006385	ENSGALG00000012796.7	ENSCAFG00000004115.4
OG0006386	ENSGALG00000034586.2	ENSCAFG00000006362.4
OG0006387	ENSGALG00000054799.1	ENSCAFG00000007012.4
OG0006388	ENSGALG00000005248.6	ENSCAFG00000020007.4
OG0006389	ENSGALG00000005302.6	ENSCAFG00000020022.4
OG0006390	ENSGALG00000005135.6	ENSCAFG00000016228.4
OG0006391	ENSGALG00000005340.7	ENSCAFG00000020029.4
OG0006392	ENSGALG00000029819.2	ENSCAFG00000016186.3
OG0006393	ENSGALG00000030287.2	ENSCAFG00000003122.4
OG0006394	ENSGALG00000043087.3	ENSCAFG00000020147.4
OG0006395	ENSGALG00000041568.2	ENSCAFG00000003143.5
OG0006396	ENSGALG00000031457.2	ENSCAFG00000007442.4
OG0006397	ENSGALG00000034575.2	ENSCAFG00000016615.5
OG0006398	ENSGALG00000005367.6	ENSCAFG00000007610.4, ENSCAFG00000012196.4
OG0006399	ENSGALG00000005505.6	ENSCAFG00000007579.4
OG0006400	ENSGALG00000012697.6	ENSCAFG00000001929.4
OG0006401	ENSGALG00000033038.3	ENSCAFG00000003644.3
OG0006402	ENSGALG00000028254.3	ENSCAFG00000001894.5
OG0006403	ENSGALG00000005647.4	ENSCAFG00000020112.5
OG0006404	ENSGALG00000012662.5	ENSCAFG00000001879.6
OG0006405	ENSGALG00000012658.7	ENSCAFG00000001873.4
OG0006406	ENSGALG00000005571.5	ENSCAFG00000011591.4
OG0006407	ENSGALG00000043636.2	ENSCAFG00000003569.4
OG0006408	ENSGALG00000043243.2, ENSGALG00000046769.1	ENSCAFG00000029250.3
OG0006409	ENSGALG00000043596.3	ENSCAFG00000012816.5
OG0006410	ENSGALG00000031294.3	ENSCAFG00000031550.2
OG0006411	ENSGALG00000031758.2	ENSCAFG00000003556.4
OG0006412	ENSGALG00000006016.6	ENSCAFG00000012846.4
OG0006413	ENSGALG00000012640.2	ENSCAFG00000001800.4
OG0006414	ENSGALG00000008818.7	ENSCAFG00000013617.4
