Orthogroup	G_gallus.pep	P_troglodytes.pep
OG0006465	ENSGALG00000012056.6	ENSPTRG00000014404.5
OG0006466	ENSGALG00000020943.5	ENSPTRG00000013113.6
OG0006467	ENSGALG00000023120.4, ENSGALG00000023122.4	ENSPTRG00000016117.5
OG0006468	ENSGALG00000010924.7	ENSPTRG00000000802.7
OG0006469	ENSGALG00000029508.2	ENSPTRG00000020207.4
OG0006470	ENSGALG00000026210.4	ENSPTRG00000020216.5
OG0006471	ENSGALG00000030194.3	ENSPTRG00000013082.6
OG0006472	ENSGALG00000011992.7	ENSPTRG00000014418.5
OG0006473	ENSGALG00000038730.2	ENSPTRG00000028976.4
OG0006474	ENSGALG00000015935.7	ENSPTRG00000012168.4
OG0006475	ENSGALG00000011958.7	ENSPTRG00000014425.5
OG0006476	ENSGALG00000001696.7	ENSPTRG00000013052.7
OG0006477	ENSGALG00000047248.1	ENSPTRG00000014433.4, ENSPTRG00000043420.1
OG0006478	ENSGALG00000051885.1	ENSPTRG00000046533.1, ENSPTRG00000041368.2
OG0006479	ENSGALG00000045762.2, ENSGALG00000019322.3	ENSPTRG00000039404.2
OG0006480	ENSGALG00000010761.6	ENSPTRG00000000769.7
OG0006481	ENSGALG00000010752.6	ENSPTRG00000034216.2
OG0006482	ENSGALG00000010746.6	ENSPTRG00000000764.5
OG0006483	ENSGALG00000032619.3	ENSPTRG00000044168.1
OG0006485	ENSGALG00000011745.6	ENSPTRG00000004724.2, ENSPTRG00000049647.1
OG0006486	ENSGALG00000040168.3	ENSPTRG00000001054.5
OG0006487	ENSGALG00000011740.5	ENSPTRG00000004727.5
OG0006488	ENSGALG00000000510.5	ENSPTRG00000009515.4
OG0006489	ENSGALG00000041501.3	ENSPTRG00000012458.4
OG0006490	ENSGALG00000011682.5	ENSPTRG00000019727.7
OG0006491	ENSGALG00000036356.2	ENSPTRG00000015670.6
OG0006492	ENSGALG00000034655.3	ENSPTRG00000002785.4
OG0006493	ENSGALG00000011651.7	ENSPTRG00000005350.6
OG0006494	ENSGALG00000011643.6	ENSPTRG00000005349.7
OG0006495	ENSGALG00000007078.7	ENSPTRG00000044976.1
OG0006496	ENSGALG00000037283.3	ENSPTRG00000002836.6
OG0006497	ENSGALG00000019741.6	ENSPTRG00000009209.6
OG0006498	ENSGALG00000000417.6	ENSPTRG00000023772.4
OG0006499	ENSGALG00000017419.7	ENSPTRG00000043046.1, ENSPTRG00000002825.7
OG0006500	ENSGALG00000040976.3	ENSPTRG00000005341.6
OG0006501	ENSGALG00000007014.7	ENSPTRG00000002824.5
OG0006502	ENSGALG00000024449.5	ENSPTRG00000009219.3
OG0006503	ENSGALG00000009032.7	ENSPTRG00000007166.3
OG0006504	ENSGALG00000009045.6	ENSPTRG00000000625.3
OG0006505	ENSGALG00000009957.5	ENSPTRG00000000631.6
OG0006507	ENSGALG00000009971.5	ENSPTRG00000021078.4, ENSPTRG00000000634.6
OG0006508	ENSGALG00000009988.6	ENSPTRG00000000635.5
OG0006509	ENSGALG00000008025.6	ENSPTRG00000002855.5
OG0006510	ENSGALG00000043701.2	ENSPTRG00000005322.3
OG0006511	ENSGALG00000008039.4	ENSPTRG00000002893.5
OG0006512	ENSGALG00000033709.3	ENSPTRG00000005321.5
OG0006513	ENSGALG00000033943.2	ENSPTRG00000000640.7
OG0006514	ENSGALG00000002765.5	ENSPTRG00000009241.7
OG0006515	ENSGALG00000041010.3	ENSPTRG00000049387.1
OG0006516	ENSGALG00000008121.6	ENSPTRG00000002900.6
OG0006518	ENSGALG00000008124.7	ENSPTRG00000002902.7
OG0006519	ENSGALG00000011342.6	ENSPTRG00000005309.6
OG0006520	ENSGALG00000000201.5	ENSPTRG00000009306.6
OG0006521	ENSGALG00000008271.4	ENSPTRG00000002914.5
OG0006522	ENSGALG00000008273.4	ENSPTRG00000002915.4
OG0006523	ENSGALG00000011325.6	ENSPTRG00000005306.5
OG0006524	ENSGALG00000008293.6	ENSPTRG00000047766.1
OG0006525	ENSGALG00000011320.6	ENSPTRG00000005304.5
OG0006526	ENSGALG00000010087.8	ENSPTRG00000000646.3
OG0006527	ENSGALG00000019336.5	ENSPTRG00000005302.6
OG0006528	ENSGALG00000011297.4	ENSPTRG00000005300.4
OG0006529	ENSGALG00000010091.7	ENSPTRG00000000648.5
OG0006530	ENSGALG00000052088.1	ENSPTRG00000002922.6
OG0006531	ENSGALG00000045889.2	ENSPTRG00000009281.6
OG0006532	ENSGALG00000011277.5	ENSPTRG00000005292.4, ENSPTRG00000033711.3
OG0006533	ENSGALG00000011270.4	ENSPTRG00000005288.4
OG0006534	ENSGALG00000054766.1	ENSPTRG00000009277.7
OG0006535	ENSGALG00000011206.6	ENSPTRG00000005281.7
OG0006536	ENSGALG00000033106.2	ENSPTRG00000005280.5
OG0006537	ENSGALG00000008555.6	ENSPTRG00000044935.1
OG0006538	ENSGALG00000010226.8	ENSPTRG00000024019.6
OG0006540	ENSGALG00000027192.4	ENSPTRG00000005274.5
OG0006541	ENSGALG00000044478.2	ENSPTRG00000005271.6
OG0006542	ENSGALG00000028648.3	ENSPTRG00000005266.5, ENSPTRG00000048467.1
OG0006543	ENSGALG00000000674.6	ENSPTRG00000008991.6
OG0006544	ENSGALG00000010124.7	ENSPTRG00000000659.5
OG0006545	ENSGALG00000049446.1	ENSPTRG00000023469.3
OG0006546	ENSGALG00000010342.7	ENSPTRG00000005257.5
OG0006547	ENSGALG00000010313.6	ENSPTRG00000000683.6
OG0006548	ENSGALG00000026490.4	ENSPTRG00000010970.5, ENSPTRG00000041276.2, ENSPTRG00000048713.1
OG0006549	ENSGALG00000004769.7	ENSPTRG00000023687.5
OG0006550	ENSGALG00000000379.6	ENSPTRG00000009329.6
OG0006551	ENSGALG00000010351.6	ENSPTRG00000000687.7
OG0006552	ENSGALG00000010356.6	ENSPTRG00000000689.5
OG0006553	ENSGALG00000010049.6	ENSPTRG00000005219.6
OG0006554	ENSGALG00000017380.6	ENSPTRG00000052062.1, ENSPTRG00000041786.2, ENSPTRG00000000691.5
OG0006555	ENSGALG00000010360.7	ENSPTRG00000000692.5
OG0006556	ENSGALG00000010436.5	ENSPTRG00000024252.4
OG0006557	ENSGALG00000010536.6	ENSPTRG00000000725.6
OG0006558	ENSGALG00000003475.7	ENSPTRG00000023148.5
OG0006559	ENSGALG00000010543.6	ENSPTRG00000000729.7
OG0006560	ENSGALG00000004446.4	ENSPTRG00000002586.6
OG0006561	ENSGALG00000010200.6	ENSPTRG00000005230.6
OG0006562	ENSGALG00000025764.3	ENSPTRG00000009180.6
OG0006563	ENSGALG00000010227.7	ENSPTRG00000005238.5
OG0006564	ENSGALG00000034104.3	ENSPTRG00000002613.7
OG0006565	ENSGALG00000004372.7	ENSPTRG00000002615.6
OG0006566	ENSGALG00000039978.3	ENSPTRG00000009270.6
OG0006567	ENSGALG00000004355.6	ENSPTRG00000022948.5
OG0006568	ENSGALG00000004332.6	ENSPTRG00000002618.3
OG0006569	ENSGALG00000026518.3	ENSPTRG00000009271.5
OG0006570	ENSGALG00000052052.1	ENSPTRG00000003047.6
OG0006571	ENSGALG00000010253.6	ENSPTRG00000005243.6
OG0006572	ENSGALG00000025788.3	ENSPTRG00000009085.7
OG0006573	ENSGALG00000010629.6	ENSPTRG00000000740.7
OG0006574	ENSGALG00000042949.3	ENSPTRG00000003057.6
OG0006575	ENSGALG00000011175.7	ENSPTRG00000052717.1
OG0006576	ENSGALG00000010464.6	ENSPTRG00000051344.1, ENSPTRG00000003060.6
OG0006577	ENSGALG00000001708.6	ENSPTRG00000009091.6
OG0006578	ENSGALG00000039633.2	ENSPTRG00000043080.1
OG0006579	ENSGALG00000010476.6	ENSPTRG00000003067.3
OG0006580	ENSGALG00000010681.7	ENSPTRG00000000751.5
OG0006581	ENSGALG00000022030.3	ENSPTRG00000009099.6
OG0006582	ENSGALG00000011210.7	ENSPTRG00000049208.1, ENSPTRG00000023645.5
OG0006583	ENSGALG00000029023.4	ENSPTRG00000000755.3
OG0006584	ENSGALG00000023191.5	ENSPTRG00000016233.4, ENSPTRG00000047058.1
OG0006585	ENSGALG00000010721.6	ENSPTRG00000000756.3
OG0006586	ENSGALG00000020615.5	ENSPTRG00000003074.5
OG0006588	ENSGALG00000010491.6	ENSPTRG00000029653.4
OG0006589	ENSGALG00000011124.7	ENSPTRG00000016243.6
OG0006590	ENSGALG00000038254.3	ENSPTRG00000003015.7
OG0006591	ENSGALG00000030739.2	ENSPTRG00000009114.6
OG0006592	ENSGALG00000009681.7	ENSPTRG00000044868.1
OG0006593	ENSGALG00000000611.6	ENSPTRG00000001887.5
OG0006594	ENSGALG00000000137.7	ENSPTRG00000043604.1
OG0006595	ENSGALG00000010921.7	ENSPTRG00000016267.5
OG0006596	ENSGALG00000041255.2	ENSPTRG00000003046.7
OG0006598	ENSGALG00000032373.2	ENSPTRG00000003008.7
OG0006599	ENSGALG00000023763.5	ENSPTRG00000001095.6
OG0006600	ENSGALG00000037339.2	ENSPTRG00000023126.5
OG0006601	ENSGALG00000003461.8	ENSPTRG00000018161.5, ENSPTRG00000043479.1
OG0006602	ENSGALG00000035013.2	ENSPTRG00000003004.5
OG0006603	ENSGALG00000039878.2	ENSPTRG00000018157.7, ENSPTRG00000044465.1
OG0006604	ENSGALG00000009433.7	ENSPTRG00000002998.4
OG0006605	ENSGALG00000009427.7	ENSPTRG00000002996.6
OG0006606	ENSGALG00000009859.5	ENSPTRG00000005177.6
OG0006607	ENSGALG00000023781.3	ENSPTRG00000018149.6
OG0006608	ENSGALG00000003256.7	ENSPTRG00000009202.6
OG0006609	ENSGALG00000003261.6	ENSPTRG00000040069.2
OG0006610	ENSGALG00000016959.6	ENSPTRG00000005823.6
OG0006611	ENSGALG00000009840.6	ENSPTRG00000005174.5
OG0006612	ENSGALG00000002735.6	ENSPTRG00000018075.6
OG0006613	ENSGALG00000041792.3	ENSPTRG00000018068.5
OG0006614	ENSGALG00000011485.5	ENSPTRG00000009196.2
OG0006615	ENSGALG00000016946.7	ENSPTRG00000046880.1, ENSPTRG00000005906.6
OG0006616	ENSGALG00000016943.6	ENSPTRG00000005910.5
OG0006617	ENSGALG00000009795.6	ENSPTRG00000005164.6
OG0006618	ENSGALG00000028866.3	ENSPTRG00000009207.6
OG0006619	ENSGALG00000045738.2	ENSPTRG00000042035.2
OG0006620	ENSGALG00000054364.1	ENSPTRG00000009071.4
OG0006621	ENSGALG00000032628.2	ENSPTRG00000009070.6
OG0006622	ENSGALG00000016934.6	ENSPTRG00000005920.6
OG0006623	ENSGALG00000050797.1	ENSPTRG00000051106.1
OG0006624	ENSGALG00000009747.6	ENSPTRG00000005156.3
OG0006625	ENSGALG00000031493.2	ENSPTRG00000045985.1, ENSPTRG00000018053.7
OG0006626	ENSGALG00000003226.6	ENSPTRG00000029679.3
OG0006627	ENSGALG00000016898.6	ENSPTRG00000005967.6
OG0006628	ENSGALG00000029558.2, ENSGALG00000051244.1	ENSPTRG00000009334.6
OG0006629	ENSGALG00000016896.7	ENSPTRG00000005971.5
OG0006630	ENSGALG00000000551.6	ENSPTRG00000024272.5
OG0006631	ENSGALG00000014510.7	ENSPTRG00000015927.5
OG0006632	ENSGALG00000036452.2	ENSPTRG00000009345.6, ENSPTRG00000047609.1
OG0006633	ENSGALG00000011937.6	ENSPTRG00000022631.5
OG0006634	ENSGALG00000016893.7	ENSPTRG00000005977.6
OG0006635	ENSGALG00000033245.3	ENSPTRG00000018484.3
OG0006636	ENSGALG00000000284.6	ENSPTRG00000009354.4
OG0006637	ENSGALG00000032740.2	ENSPTRG00000009357.6
OG0006638	ENSGALG00000001276.5	ENSPTRG00000009358.6
OG0006639	ENSGALG00000027514.4	ENSPTRG00000005944.6
OG0006640	ENSGALG00000009540.4	ENSPTRG00000004837.5
OG0006641	ENSGALG00000016917.5	ENSPTRG00000005940.4
OG0006642	ENSGALG00000016920.6	ENSPTRG00000005935.7
OG0006643	ENSGALG00000033683.3	ENSPTRG00000050698.1, ENSPTRG00000009372.6
OG0006645	ENSGALG00000009943.6	ENSPTRG00000009382.4
OG0006646	ENSGALG00000030941.2	ENSPTRG00000001042.6
OG0006647	ENSGALG00000009485.7	ENSPTRG00000019594.5
OG0006648	ENSGALG00000030070.3	ENSPTRG00000015936.5
OG0006649	ENSGALG00000007993.7	ENSPTRG00000023473.6
OG0006650	ENSGALG00000009435.7	ENSPTRG00000019607.4
OG0006651	ENSGALG00000016884.5	ENSPTRG00000005990.6
OG0006652	ENSGALG00000026838.3	ENSPTRG00000019609.6
OG0006653	ENSGALG00000031934.2	ENSPTRG00000023877.6
OG0006654	ENSGALG00000000564.7	ENSPTRG00000009522.7
OG0006655	ENSGALG00000034574.2	ENSPTRG00000019618.4
OG0006656	ENSGALG00000016875.6	ENSPTRG00000005998.6
OG0006658	ENSGALG00000022758.4	ENSPTRG00000045133.1
OG0006659	ENSGALG00000016870.6	ENSPTRG00000006004.6
OG0006660	ENSGALG00000029211.2	ENSPTRG00000019270.6, ENSPTRG00000045357.1
OG0006661	ENSGALG00000016866.6	ENSPTRG00000006008.5
OG0006662	ENSGALG00000001939.6	ENSPTRG00000001130.7
OG0006663	ENSGALG00000030705.3	ENSPTRG00000014530.4
OG0006664	ENSGALG00000001976.6	ENSPTRG00000001133.5
OG0006665	ENSGALG00000036359.2	ENSPTRG00000011270.5
OG0006666	ENSGALG00000016836.5	ENSPTRG00000048051.1, ENSPTRG00000006046.6
OG0006667	ENSGALG00000054224.1, ENSGALG00000002511.7	ENSPTRG00000001143.4
OG0006668	ENSGALG00000002554.6	ENSPTRG00000001145.6
OG0006669	ENSGALG00000002556.5	ENSPTRG00000050090.1
OG0006670	ENSGALG00000008797.6	ENSPTRG00000019640.4
OG0006671	ENSGALG00000008805.6	ENSPTRG00000019639.6
OG0006672	ENSGALG00000000295.6	ENSPTRG00000003429.6
OG0006673	ENSGALG00000008814.6	ENSPTRG00000019638.6
OG0006674	ENSGALG00000000299.7	ENSPTRG00000001831.5
OG0006675	ENSGALG00000008823.6	ENSPTRG00000019636.6
OG0006676	ENSGALG00000008874.7	ENSPTRG00000019635.5
OG0006678	ENSGALG00000016826.7	ENSPTRG00000045938.1
OG0006679	ENSGALG00000008953.5	ENSPTRG00000023614.3
OG0006681	ENSGALG00000016817.6	ENSPTRG00000006069.7
OG0006682	ENSGALG00000028069.3	ENSPTRG00000019627.6
OG0006683	ENSGALG00000000154.6	ENSPTRG00000001090.5
OG0006684	ENSGALG00000014298.5	ENSPTRG00000015991.6
OG0006685	ENSGALG00000000168.6	ENSPTRG00000001867.7
OG0006686	ENSGALG00000018557.5	ENSPTRG00000015956.4
OG0006687	ENSGALG00000033470.2	ENSPTRG00000050933.1, ENSPTRG00000015949.6
OG0006688	ENSGALG00000014406.7	ENSPTRG00000015945.6
OG0006689	ENSGALG00000016755.7	ENSPTRG00000023576.6
OG0006690	ENSGALG00000030780.2	ENSPTRG00000012269.4
OG0006691	ENSGALG00000029709.2	ENSPTRG00000012266.6
OG0006692	ENSGALG00000041093.2	ENSPTRG00000013434.5
OG0006693	ENSGALG00000033993.3	ENSPTRG00000013435.6
OG0006694	ENSGALG00000040254.3	ENSPTRG00000013438.7
OG0006695	ENSGALG00000054271.1	ENSPTRG00000045116.1
OG0006696	ENSGALG00000034944.2	ENSPTRG00000044292.1, ENSPTRG00000006829.5
OG0006697	ENSGALG00000001568.6	ENSPTRG00000042881.1, ENSPTRG00000013447.6
OG0006698	ENSGALG00000015529.6	ENSPTRG00000050026.1
OG0006699	ENSGALG00000039811.3	ENSPTRG00000051453.1
OG0006700	ENSGALG00000016735.6	ENSPTRG00000006817.5
OG0006701	ENSGALG00000001231.5	ENSPTRG00000013468.5
OG0006702	ENSGALG00000003727.7	ENSPTRG00000010657.6
OG0006703	ENSGALG00000017272.7	ENSPTRG00000004566.7
OG0006704	ENSGALG00000030802.2	ENSPTRG00000045318.1
OG0006705	ENSGALG00000017295.7	ENSPTRG00000004794.7
OG0006706	ENSGALG00000017296.6	ENSPTRG00000004793.5
OG0006707	ENSGALG00000028155.3	ENSPTRG00000004704.5
OG0006708	ENSGALG00000038710.2	ENSPTRG00000004702.6
OG0006709	ENSGALG00000031503.2	ENSPTRG00000004701.4
OG0006710	ENSGALG00000016590.7	ENSPTRG00000028318.3
OG0006711	ENSGALG00000003128.6	ENSPTRG00000013430.6
OG0006712	ENSGALG00000003106.6	ENSPTRG00000013512.6
OG0006713	ENSGALG00000003096.6	ENSPTRG00000049130.1, ENSPTRG00000013401.6
OG0006714	ENSGALG00000003065.6	ENSPTRG00000013402.7, ENSPTRG00000048154.1
OG0006715	ENSGALG00000003042.7	ENSPTRG00000013405.6, ENSPTRG00000049551.1
OG0006716	ENSGALG00000033196.2	ENSPTRG00000013412.6, ENSPTRG00000042999.1
OG0006717	ENSGALG00000040474.2	ENSPTRG00000013415.6
OG0006718	ENSGALG00000014194.7	ENSPTRG00000014483.5, ENSPTRG00000050957.1
OG0006719	ENSGALG00000001054.4	ENSPTRG00000013460.6
OG0006720	ENSGALG00000029308.2	ENSPTRG00000014481.5, ENSPTRG00000044988.1
OG0006721	ENSGALG00000014189.6	ENSPTRG00000014477.6
OG0006722	ENSGALG00000034275.3	ENSPTRG00000014468.6
OG0006723	ENSGALG00000014140.7	ENSPTRG00000051085.1
OG0006724	ENSGALG00000003559.4	ENSPTRG00000013493.6
OG0006725	ENSGALG00000016426.6	ENSPTRG00000022605.5
OG0006727	ENSGALG00000006563.4	ENSPTRG00000019357.6, ENSPTRG00000046936.1
OG0006728	ENSGALG00000030324.2	ENSPTRG00000022827.5
OG0006729	ENSGALG00000016358.6	ENSPTRG00000021738.5
OG0006730	ENSGALG00000006682.6	ENSPTRG00000002304.6
OG0006731	ENSGALG00000043593.2	ENSPTRG00000002306.7
OG0006732	ENSGALG00000004170.6	ENSPTRG00000013524.6
OG0006733	ENSGALG00000004285.4	ENSPTRG00000013519.7
OG0006734	ENSGALG00000004321.7	ENSPTRG00000013514.4
OG0006735	ENSGALG00000016318.6	ENSPTRG00000021752.6
OG0006736	ENSGALG00000044841.2	ENSPTRG00000003401.3
OG0006737	ENSGALG00000043684.2	ENSPTRG00000003106.6
OG0006738	ENSGALG00000004542.6	ENSPTRG00000013590.6
OG0006739	ENSGALG00000016266.6	ENSPTRG00000045419.1
OG0006740	ENSGALG00000016259.5	ENSPTRG00000021793.6
OG0006741	ENSGALG00000004621.6	ENSPTRG00000013594.5
OG0006742	ENSGALG00000016254.4	ENSPTRG00000021799.3, ENSPTRG00000051070.1
OG0006743	ENSGALG00000016251.6	ENSPTRG00000021800.6
OG0006744	ENSGALG00000042400.2	ENSPTRG00000021812.7
OG0006745	ENSGALG00000008014.4	ENSPTRG00000048989.1
OG0006746	ENSGALG00000008298.5	ENSPTRG00000019545.6
OG0006747	ENSGALG00000008249.5	ENSPTRG00000019552.6
OG0006748	ENSGALG00000016221.7	ENSPTRG00000021820.6, ENSPTRG00000045948.1
OG0006749	ENSGALG00000005164.6	ENSPTRG00000013701.6
OG0006750	ENSGALG00000008222.5	ENSPTRG00000019554.6
OG0006751	ENSGALG00000016199.6	ENSPTRG00000013953.4
OG0006752	ENSGALG00000016191.6	ENSPTRG00000013950.5
OG0006753	ENSGALG00000008175.5	ENSPTRG00000019561.4
OG0006754	ENSGALG00000008167.6	ENSPTRG00000019563.6
OG0006755	ENSGALG00000008132.6	ENSPTRG00000043961.1, ENSPTRG00000019565.6
OG0006756	ENSGALG00000045949.2	ENSPTRG00000050324.1, ENSPTRG00000019567.7
OG0006757	ENSGALG00000016148.6	ENSPTRG00000013932.6
OG0006758	ENSGALG00000008032.4	ENSPTRG00000028426.3
OG0006759	ENSGALG00000008009.6	ENSPTRG00000019580.6
OG0006760	ENSGALG00000006001.7	ENSPTRG00000013765.4
OG0006761	ENSGALG00000007183.7	ENSPTRG00000048445.1
OG0006762	ENSGALG00000007161.5	ENSPTRG00000004828.7
OG0006763	ENSGALG00000016043.4	ENSPTRG00000013892.6
OG0006764	ENSGALG00000004897.6	ENSPTRG00000014509.5
OG0006765	ENSGALG00000049929.1	ENSPTRG00000015994.5
OG0006766	ENSGALG00000041993.3	ENSPTRG00000015996.5
OG0006767	ENSGALG00000020201.5	ENSPTRG00000016605.6
OG0006768	ENSGALG00000010764.6	ENSPTRG00000016604.6
OG0006769	ENSGALG00000014264.7	ENSPTRG00000016007.6
OG0006770	ENSGALG00000014261.7	ENSPTRG00000016009.5
OG0006771	ENSGALG00000000146.6	ENSPTRG00000008929.6
OG0006772	ENSGALG00000015887.7	ENSPTRG00000013852.6
OG0006773	ENSGALG00000014236.6	ENSPTRG00000016017.6
OG0006774	ENSGALG00000014217.7	ENSPTRG00000016022.5
OG0006775	ENSGALG00000015802.7	ENSPTRG00000048746.1, ENSPTRG00000013817.6
OG0006776	ENSGALG00000015763.6	ENSPTRG00000042295.2, ENSPTRG00000013810.6
OG0006777	ENSGALG00000015746.6	ENSPTRG00000013808.6
OG0006778	ENSGALG00000015742.7	ENSPTRG00000013807.6
OG0006779	ENSGALG00000027886.4	ENSPTRG00000016071.4
OG0006780	ENSGALG00000013764.6	ENSPTRG00000016079.6
OG0006781	ENSGALG00000013728.5	ENSPTRG00000051705.1, ENSPTRG00000016080.4
OG0006782	ENSGALG00000043393.2	ENSPTRG00000045795.1
OG0006783	ENSGALG00000013725.6	ENSPTRG00000020006.3
OG0006784	ENSGALG00000042726.3	ENSPTRG00000041473.2
OG0006785	ENSGALG00000013715.6	ENSPTRG00000020009.7
OG0006786	ENSGALG00000015492.7	ENSPTRG00000023567.5
OG0006787	ENSGALG00000015491.6	ENSPTRG00000001213.5
OG0006788	ENSGALG00000015485.7	ENSPTRG00000001223.4
OG0006789	ENSGALG00000013646.6	ENSPTRG00000045130.1, ENSPTRG00000020019.6
OG0006790	ENSGALG00000037655.2	ENSPTRG00000001222.4
OG0006791	ENSGALG00000003302.7	ENSPTRG00000008407.5
OG0006792	ENSGALG00000015473.7	ENSPTRG00000015257.4
OG0006793	ENSGALG00000003293.6	ENSPTRG00000008408.6
OG0006794	ENSGALG00000015464.6	ENSPTRG00000001158.4
OG0006795	ENSGALG00000015458.8	ENSPTRG00000001628.5
OG0006796	ENSGALG00000019211.6	ENSPTRG00000001629.7
OG0006797	ENSGALG00000003183.6	ENSPTRG00000008214.4
OG0006798	ENSGALG00000040426.3	ENSPTRG00000001635.7
OG0006799	ENSGALG00000040275.2	ENSPTRG00000023609.5
OG0006800	ENSGALG00000039302.3	ENSPTRG00000015142.6
OG0006801	ENSGALG00000026364.4	ENSPTRG00000020027.7
OG0006802	ENSGALG00000015409.6	ENSPTRG00000015128.6, ENSPTRG00000047877.1
OG0006803	ENSGALG00000026299.4	ENSPTRG00000015213.5
OG0006804	ENSGALG00000013287.7	ENSPTRG00000031058.3
OG0006805	ENSGALG00000028448.3	ENSPTRG00000024320.5
OG0006806	ENSGALG00000010601.6	ENSPTRG00000016652.6
OG0006807	ENSGALG00000010654.5	ENSPTRG00000016633.6
OG0006808	ENSGALG00000010659.8	ENSPTRG00000047738.1, ENSPTRG00000016631.4
OG0006809	ENSGALG00000010716.5	ENSPTRG00000016618.3
OG0006810	ENSGALG00000009982.6	ENSPTRG00000016487.5
OG0006811	ENSGALG00000009974.6	ENSPTRG00000016486.6
OG0006812	ENSGALG00000015342.7	ENSPTRG00000015177.5
OG0006813	ENSGALG00000054191.1	ENSPTRG00000043270.1, ENSPTRG00000015174.3
OG0006814	ENSGALG00000015322.6	ENSPTRG00000015167.6
OG0006815	ENSGALG00000049529.1, ENSGALG00000015307.7	ENSPTRG00000015166.6
OG0006816	ENSGALG00000015299.7	ENSPTRG00000015165.7
OG0006817	ENSGALG00000015273.5	ENSPTRG00000015160.5
OG0006818	ENSGALG00000015271.7	ENSPTRG00000015158.6
OG0006819	ENSGALG00000009898.6	ENSPTRG00000016471.5
OG0006820	ENSGALG00000015267.6	ENSPTRG00000015157.4
OG0006821	ENSGALG00000009868.7	ENSPTRG00000016466.6
OG0006822	ENSGALG00000009826.6	ENSPTRG00000049174.1
OG0006823	ENSGALG00000015218.7	ENSPTRG00000001658.7
OG0006824	ENSGALG00000009719.6	ENSPTRG00000016444.5
OG0006825	ENSGALG00000015197.5	ENSPTRG00000015221.2
OG0006826	ENSGALG00000017156.6	ENSPTRG00000047351.1, ENSPTRG00000004256.4
OG0006827	ENSGALG00000015190.6	ENSPTRG00000015224.6
OG0006828	ENSGALG00000009501.6	ENSPTRG00000023618.3
OG0006829	ENSGALG00000053464.1	ENSPTRG00000015239.6
OG0006830	ENSGALG00000009442.5	ENSPTRG00000016553.7
OG0006831	ENSGALG00000026253.4	ENSPTRG00000016550.6
OG0006832	ENSGALG00000035207.3	ENSPTRG00000016544.3
OG0006833	ENSGALG00000009366.6	ENSPTRG00000016543.2
OG0006834	ENSGALG00000009361.6	ENSPTRG00000016542.7
OG0006835	ENSGALG00000009212.7	ENSPTRG00000016524.4
OG0006836	ENSGALG00000017077.6	ENSPTRG00000005760.7
OG0006837	ENSGALG00000031631.2	ENSPTRG00000018331.4
OG0006838	ENSGALG00000010013.3	ENSPTRG00000016494.7
OG0006839	ENSGALG00000026507.2	ENSPTRG00000045408.1, ENSPTRG00000004260.4
OG0006840	ENSGALG00000010006.6	ENSPTRG00000016491.6
OG0006841	ENSGALG00000010214.6	ENSPTRG00000016439.5
OG0006842	ENSGALG00000017148.7	ENSPTRG00000005715.6
OG0006843	ENSGALG00000045036.2, ENSGALG00000017137.4	ENSPTRG00000048126.1
OG0006844	ENSGALG00000017134.6	ENSPTRG00000005685.6
OG0006845	ENSGALG00000050757.1	ENSPTRG00000021438.7
OG0006846	ENSGALG00000017133.5	ENSPTRG00000005687.4
OG0006847	ENSGALG00000017132.6	ENSPTRG00000005690.5
OG0006848	ENSGALG00000011834.7	ENSPTRG00000016422.4
OG0006849	ENSGALG00000053657.1	ENSPTRG00000005691.4
OG0006850	ENSGALG00000039783.3	ENSPTRG00000049719.1
OG0006851	ENSGALG00000019077.4	ENSPTRG00000032583.4
OG0006852	ENSGALG00000011885.7	ENSPTRG00000016407.5
OG0006853	ENSGALG00000017179.7	ENSPTRG00000004227.6
OG0006854	ENSGALG00000011967.7	ENSPTRG00000016401.6, ENSPTRG00000006414.6
OG0006855	ENSGALG00000011991.7	ENSPTRG00000016395.4
OG0006857	ENSGALG00000005599.6, ENSGALG00000012018.6	ENSPTRG00000016385.7
OG0006858	ENSGALG00000017185.7	ENSPTRG00000022738.5
OG0006859	ENSGALG00000017189.6	ENSPTRG00000004210.5
OG0006860	ENSGALG00000017190.7	ENSPTRG00000004209.5
OG0006861	ENSGALG00000017195.6	ENSPTRG00000004206.7
OG0006862	ENSGALG00000050394.1, ENSGALG00000012068.7	ENSPTRG00000016379.7
OG0006863	ENSGALG00000012076.4	ENSPTRG00000052432.1
OG0006864	ENSGALG00000013489.5	ENSPTRG00000004198.6
OG0006865	ENSGALG00000017199.6	ENSPTRG00000004196.4
OG0006866	ENSGALG00000017201.7	ENSPTRG00000004194.6
OG0006867	ENSGALG00000017202.6	ENSPTRG00000004193.6
OG0006868	ENSGALG00000017205.5	ENSPTRG00000045007.1
OG0006869	ENSGALG00000017207.7	ENSPTRG00000044239.1
OG0006870	ENSGALG00000020164.5	ENSPTRG00000049340.1, ENSPTRG00000016364.6
OG0006871	ENSGALG00000017217.6	ENSPTRG00000052018.1
OG0006872	ENSGALG00000017219.7	ENSPTRG00000004177.6
OG0006873	ENSGALG00000034741.2	ENSPTRG00000016355.3
OG0006874	ENSGALG00000017220.7	ENSPTRG00000032462.4
OG0006875	ENSGALG00000010324.7	ENSPTRG00000016199.5
OG0006876	ENSGALG00000032681.2	ENSPTRG00000004137.6
