Orthogroup	G_gallus.pep	N_naja.pep
OG0006158	ENSGALG00000007680.6	Nana21421-RA
OG0006159	ENSGALG00000007721.6	Nana21425-RA
OG0006161	ENSGALG00000027144.3	Nana37819-RA, Nana21574-RA
OG0006162	ENSGALG00000007864.6	Nana21569-RA, Nana21570-RA
OG0006164	ENSGALG00000004660.5	Nana00148-RA
OG0006165	ENSGALG00000015416.3	Nana16345-RA
OG0006166	ENSGALG00000007892.7	Nana21562-RA
OG0006167	ENSGALG00000013964.6	Nana18591-RA
OG0006168	ENSGALG00000005584.7	Nana04549-RA
OG0006169	ENSGALG00000005853.6	Nana32647-RA
OG0006170	ENSGALG00000007900.5	Nana21548-RA, Nana39136-RA
OG0006171	ENSGALG00000013209.6	Nana15578-RA, Nana15578-RB
OG0006172	ENSGALG00000007928.6	Nana21538-RA, Nana21537-RA
OG0006173	ENSGALG00000013212.6	Nana15577-RA
OG0006174	ENSGALG00000015340.6	Nana16335-RD, Nana16335-RA
OG0006175	ENSGALG00000054096.1	Nana16323-RA
OG0006176	ENSGALG00000006486.6	Nana19328-RA, Nana19327-RB
OG0006177	ENSGALG00000006502.6	Nana19334-RA
OG0006178	ENSGALG00000006916.6	Nana34125-RA
OG0006179	ENSGALG00000008591.6	Nana21495-RA
OG0006180	ENSGALG00000015259.7	Nana16310-RB, Nana16310-RA
OG0006181	ENSGALG00000005318.6	Nana04585-RA
OG0006182	ENSGALG00000008659.7	Nana21487-RA
OG0006183	ENSGALG00000013189.5	Nana15568-RA
OG0006184	ENSGALG00000005294.6	Nana04587-RB, Nana04587-RA
OG0006185	ENSGALG00000039897.2	Nana32944-RC
OG0006186	ENSGALG00000006833.6	Nana27724-RA
OG0006187	ENSGALG00000009279.6	Nana27731-RA
OG0006189	ENSGALG00000003885.6	Nana15183-RA, Nana15183-RB
OG0006190	ENSGALG00000003893.6	Nana15185-RA
OG0006191	ENSGALG00000008728.6	Nana21477-RA
OG0006192	ENSGALG00000006639.7	Nana19370-RA, Nana19370-RB
OG0006193	ENSGALG00000008739.6	Nana21476-RB, Nana21476-RA
OG0006194	ENSGALG00000003924.7	Nana15187-RA
OG0006195	ENSGALG00000031408.3	Nana33073-RA
OG0006196	ENSGALG00000015179.5	Nana11684-RB, Nana11684-RA
OG0006197	ENSGALG00000010869.6	Nana14582-RB, Nana14582-RC
OG0006198	ENSGALG00000005549.7	Nana00339-RA
OG0006199	ENSGALG00000032278.2	Nana15274-RA
OG0006200	ENSGALG00000016124.7	Nana17851-RA
OG0006201	ENSGALG00000002189.7	Nana33081-RA, Nana33081-RB
OG0006202	ENSGALG00000006806.6	Nana28860-RA, Nana28860-RB
OG0006203	ENSGALG00000042522.2	Nana31661-RC, Nana31661-RD
OG0006204	ENSGALG00000010535.6	Nana17849-RA
OG0006205	ENSGALG00000022866.5	Nana24843-RA, Nana24843-RB
OG0006206	ENSGALG00000051117.1	Nana17840-RA
OG0006207	ENSGALG00000032173.3	Nana15270-RB, Nana15270-RA
OG0006208	ENSGALG00000034288.2	Nana33086-RA
OG0006209	ENSGALG00000003509.6	Nana36905-RA
OG0006210	ENSGALG00000020139.6	Nana18520-RA
OG0006211	ENSGALG00000008976.6	Nana21457-RA
OG0006212	ENSGALG00000040087.2	Nana33092-RB, Nana33092-RA
OG0006213	ENSGALG00000036288.2	Nana10515-RA, Nana33094-RA
OG0006214	ENSGALG00000008839.6	Nana20687-RB, Nana20687-RA
OG0006215	ENSGALG00000009017.6	Nana21448-RA
OG0006216	ENSGALG00000001907.6	Nana18885-RA, Nana18885-RB
OG0006217	ENSGALG00000009026.7	Nana21447-RA
OG0006218	ENSGALG00000007516.6	Nana09001-RA
OG0006219	ENSGALG00000003144.7	Nana09960-RA, Nana09961-RA
OG0006220	ENSGALG00000006506.5	Nana08937-RA
OG0006221	ENSGALG00000008852.6	Nana20673-RB, Nana20673-RA
OG0006222	ENSGALG00000054178.1	Nana21445-RA
OG0006223	ENSGALG00000038789.2	Nana36756-RC
OG0006224	ENSGALG00000037842.2	Nana27819-RA
OG0006225	ENSGALG00000003185.5	Nana09958-RA, Nana09958-RB
OG0006226	ENSGALG00000030200.3	Nana28077-RB, Nana28077-RC, Nana28077-RA
OG0006227	ENSGALG00000031070.2	Nana03198-RA
OG0006228	ENSGALG00000003260.7	Nana09945-RA
OG0006229	ENSGALG00000012425.6	Nana05924-RB, Nana05924-RA
OG0006230	ENSGALG00000001788.7	Nana33046-RD
OG0006231	ENSGALG00000003294.7	Nana09942-RA
OG0006232	ENSGALG00000030028.3	Nana15256-RA
OG0006233	ENSGALG00000008168.6	Nana27830-RA
OG0006234	ENSGALG00000032501.2	Nana28255-RA
OG0006235	ENSGALG00000033989.2	Nana28250-RA, Nana28250-RB
OG0006236	ENSGALG00000007477.7	Nana13531-RA
OG0006237	ENSGALG00000029408.3	Nana00619-RA
OG0006239	ENSGALG00000043394.3	Nana36813-RA
OG0006240	ENSGALG00000005487.6	Nana21055-RC, Nana21055-RD
OG0006242	ENSGALG00000015248.5	Nana16301-RA
OG0006243	ENSGALG00000003039.6	Nana37548-RA
OG0006244	ENSGALG00000009399.6	Nana21433-RA
OG0006247	ENSGALG00000005279.5	Nana00237-RA, Nana00233-RA
OG0006249	ENSGALG00000006690.6	Nana27677-RA, Nana27677-RB
OG0006250	ENSGALG00000003339.6	Nana37550-RB, Nana37550-RC
OG0006251	ENSGALG00000055058.1	Nana27676-RA, Nana27676-RB
OG0006253	ENSGALG00000011505.6	Nana05721-RB, Nana05721-RA
OG0006254	ENSGALG00000009410.6	Nana21431-RA
OG0006255	ENSGALG00000033150.2	Nana06320-RA, Nana06321-RA
OG0006257	ENSGALG00000049721.1	Nana37747-RA, Nana23764-RA
OG0006258	ENSGALG00000003358.5	Nana37553-RA, Nana37553-RB
OG0006259	ENSGALG00000043089.2	Nana04163-RC, Nana04163-RB
OG0006260	ENSGALG00000043021.3	Nana36297-RA
OG0006261	ENSGALG00000040471.3	Nana23762-RB
OG0006262	ENSGALG00000014640.6	Nana36295-RA
OG0006263	ENSGALG00000035035.2	Nana00535-RA
OG0006264	ENSGALG00000004760.6	Nana34759-RA
OG0006265	ENSGALG00000023510.4	Nana34757-RA
OG0006266	ENSGALG00000051777.1	Nana14975-RA
OG0006267	ENSGALG00000026215.3	Nana04953-RA, Nana04954-RA
OG0006268	ENSGALG00000003741.6	Nana39957-RA
OG0006269	ENSGALG00000041821.3	Nana34756-RA, Nana34756-RD
OG0006270	ENSGALG00000007151.6	Nana32180-RC, Nana32180-RB
OG0006271	ENSGALG00000006301.6	Nana33734-RA, Nana33734-RB
OG0006272	ENSGALG00000052265.1	Nana14973-RA
OG0006273	ENSGALG00000004424.6	Nana15232-RA, Nana15231-RA
OG0006274	ENSGALG00000001959.5	Nana14971-RB, Nana14971-RA
OG0006276	ENSGALG00000043223.2	Nana00494-RA
OG0006277	ENSGALG00000001951.6, ENSGALG00000046646.2	Nana14970-RA
OG0006278	ENSGALG00000043208.3	Nana34754-RB, Nana34754-RA
OG0006280	ENSGALG00000004290.7	Nana15219-RA
OG0006281	ENSGALG00000009170.7	Nana20616-RA, Nana20616-RB
OG0006282	ENSGALG00000032768.2	Nana27636-RA
OG0006283	ENSGALG00000036969.2	Nana16260-RA, Nana16261-RA
OG0006284	ENSGALG00000011368.6	Nana05694-RA
OG0006285	ENSGALG00000037186.2	Nana09894-RA
OG0006286	ENSGALG00000011366.7	Nana05693-RA
OG0006287	ENSGALG00000004711.6	Nana34335-RA
OG0006288	ENSGALG00000009641.7	Nana21610-RA
OG0006289	ENSGALG00000033781.2	Nana04183-RA
OG0006290	ENSGALG00000021572.5	Nana38678-RA
OG0006291	ENSGALG00000009298.6	Nana20597-RA
OG0006292	ENSGALG00000031381.3	Nana15285-RA
OG0006293	ENSGALG00000035350.2	Nana09887-RA
OG0006294	ENSGALG00000044733.2, ENSGALG00000015143.7	Nana16246-RA
OG0006295	ENSGALG00000052748.1	Nana23717-RD
OG0006296	ENSGALG00000005891.6	Nana35158-RI
OG0006297	ENSGALG00000020486.6, ENSGALG00000007127.7	Nana04199-RA
OG0006299	ENSGALG00000004186.7	Nana38470-RA
OG0006300	ENSGALG00000009312.6	Nana20592-RB, Nana20592-RA
OG0006301	ENSGALG00000053583.1	Nana23612-RA
OG0006302	ENSGALG00000036264.3	Nana15303-RA, Nana15303-RB
OG0006303	ENSGALG00000005885.7	Nana35164-RB, Nana35164-RA
OG0006304	ENSGALG00000050734.1	Nana00599-RA
OG0006305	ENSGALG00000003329.6	Nana15298-RA
OG0006306	ENSGALG00000040128.2	Nana35172-RA
OG0006307	ENSGALG00000009372.6	Nana20577-RA, Nana20577-RB
OG0006308	ENSGALG00000008698.7	Nana28078-RA
OG0006309	ENSGALG00000008749.5	Nana15397-RA, Nana15396-RA
OG0006310	ENSGALG00000009402.6	Nana20567-RA
OG0006311	ENSGALG00000009409.5	Nana20565-RA
OG0006312	ENSGALG00000009737.7	Nana21654-RA
OG0006313	ENSGALG00000038026.2	Nana27580-RA, Nana27580-RB
OG0006314	ENSGALG00000031982.3	Nana35191-RA
OG0006315	ENSGALG00000009477.5	Nana20533-RB, Nana20533-RA
OG0006317	ENSGALG00000012913.7	Nana27462-RA, Nana27461-RA
OG0006318	ENSGALG00000034860.2	Nana20527-RA
OG0006319	ENSGALG00000010711.6	Nana21670-RA
OG0006320	ENSGALG00000053063.1	Nana35203-RA
OG0006321	ENSGALG00000044654.2	Nana35204-RA
OG0006322	ENSGALG00000001593.7	Nana35205-RA
OG0006323	ENSGALG00000009533.5	Nana20513-RA, Nana20513-RB
OG0006324	ENSGALG00000054976.1	Nana23684-RA
OG0006325	ENSGALG00000010803.6	Nana21706-RA
OG0006326	ENSGALG00000010804.6	Nana21708-RA
OG0006327	ENSGALG00000053509.1	Nana27485-RA
OG0006328	ENSGALG00000052653.1	Nana15446-RA
OG0006329	ENSGALG00000039728.2	Nana20466-RA
OG0006330	ENSGALG00000009682.5	Nana20457-RA, Nana20455-RA
OG0006331	ENSGALG00000010868.6	Nana21744-RA
OG0006332	ENSGALG00000010875.6	Nana21747-RA
OG0006333	ENSGALG00000037172.3	Nana15470-RA
OG0006334	ENSGALG00000039171.3	Nana27505-RA
OG0006335	ENSGALG00000010302.7	Nana20431-RB
OG0006336	ENSGALG00000012994.6	Nana27506-RA
OG0006337	ENSGALG00000040626.2	Nana15471-RA
OG0006338	ENSGALG00000039454.2	Nana21756-RA, Nana21754-RA
OG0006339	ENSGALG00000026214.4	Nana27515-RA
OG0006340	ENSGALG00000010915.5	Nana21766-RA
OG0006341	ENSGALG00000029856.3	Nana21767-RA
OG0006342	ENSGALG00000001099.6	Nana15478-RA
OG0006343	ENSGALG00000010925.7	Nana21769-RA
OG0006344	ENSGALG00000000949.5	Nana15486-RA, Nana15486-RB
OG0006345	ENSGALG00000010976.5	Nana21778-RA
OG0006346	ENSGALG00000010977.6	Nana21779-RA
OG0006347	ENSGALG00000010980.6	Nana21781-RA
OG0006348	ENSGALG00000010399.5	Nana20391-RB, Nana20391-RA
OG0006349	ENSGALG00000015556.6	Nana15510-RA, Nana15510-RB
OG0006350	ENSGALG00000010401.7	Nana20390-RB
OG0006351	ENSGALG00000027591.4	Nana20387-RA
OG0006352	ENSGALG00000010411.7	Nana20382-RA
OG0006353	ENSGALG00000008808.7	Nana15513-RA
OG0006354	ENSGALG00000008457.6	Nana15518-RA
OG0006355	ENSGALG00000010427.5	Nana20375-RA
OG0006356	ENSGALG00000008416.7	Nana15522-RA
OG0006357	ENSGALG00000011251.5	Nana21920-RA, Nana21919-RA
OG0006358	ENSGALG00000011248.6	Nana21914-RA
OG0006359	ENSGALG00000011243.6	Nana21910-RA
OG0006360	ENSGALG00000038512.2	Nana20365-RA
OG0006361	ENSGALG00000006810.6	Nana20347-RA
OG0006362	ENSGALG00000013039.6	Nana27533-RB, Nana27533-RA
OG0006363	ENSGALG00000008372.6	Nana15528-RA, Nana15528-RB
OG0006364	ENSGALG00000036869.2	Nana15530-RB, Nana15530-RA
OG0006365	ENSGALG00000002612.6	Nana20318-RA, Nana20318-RB
OG0006366	ENSGALG00000011211.7	Nana21903-RA
OG0006367	ENSGALG00000013041.7	Nana15539-RA
OG0006368	ENSGALG00000013043.7	Nana15540-RA
OG0006369	ENSGALG00000002639.7	Nana20315-RA
OG0006370	ENSGALG00000011185.6	Nana21900-RA
OG0006371	ENSGALG00000002706.6	Nana20312-RA, Nana20312-RB
OG0006372	ENSGALG00000029724.2	Nana22100-RA
OG0006373	ENSGALG00000002800.6	Nana20309-RA, Nana20308-RA
OG0006374	ENSGALG00000013063.7	Nana15549-RA
OG0006375	ENSGALG00000040666.3	Nana27412-RA
OG0006376	ENSGALG00000012812.6	Nana27413-RA
OG0006377	ENSGALG00000012834.7	Nana27416-RA
OG0006378	ENSGALG00000002958.7	Nana20298-RA, Nana20299-RA
OG0006379	ENSGALG00000003052.7	Nana20291-RB, Nana20291-RA
OG0006380	ENSGALG00000037242.3	Nana22132-RA
OG0006381	ENSGALG00000040873.3	Nana22137-RA
OG0006382	ENSGALG00000012874.6	Nana27433-RA
OG0006383	ENSGALG00000012875.6	Nana27435-RA
OG0006384	ENSGALG00000012877.6	Nana27439-RA
OG0006385	ENSGALG00000012796.7	Nana27411-RA, Nana27410-RA
OG0006386	ENSGALG00000034586.2	Nana22157-RA
OG0006387	ENSGALG00000054799.1	Nana27399-RA
OG0006388	ENSGALG00000005248.6	Nana14941-RA, Nana14941-RB
OG0006389	ENSGALG00000005302.6	Nana14935-RA
OG0006390	ENSGALG00000005135.6	Nana20260-RA
OG0006391	ENSGALG00000005340.7	Nana14933-RA
OG0006392	ENSGALG00000029819.2	Nana20254-RA, Nana20255-RA
OG0006393	ENSGALG00000030287.2	Nana22320-RA
OG0006394	ENSGALG00000043087.3	Nana14928-RA
OG0006395	ENSGALG00000041568.2	Nana22347-RA
OG0006396	ENSGALG00000031457.2	Nana27382-RA
OG0006397	ENSGALG00000034575.2	Nana20206-RA
OG0006398	ENSGALG00000005367.6	Nana20204-RA
OG0006399	ENSGALG00000005505.6	Nana20192-RA, Nana20192-RB
OG0006400	ENSGALG00000012697.6	Nana27374-RA
OG0006402	ENSGALG00000028254.3	Nana27371-RA, Nana27371-RB
OG0006403	ENSGALG00000005647.4	Nana14915-RA
OG0006404	ENSGALG00000012662.5	Nana27368-RA
OG0006405	ENSGALG00000012658.7	Nana27365-RA
OG0006406	ENSGALG00000005571.5	Nana14909-RA
OG0006407	ENSGALG00000043636.2	Nana22461-RA
OG0006408	ENSGALG00000046769.1	Nana22466-RA
OG0006409	ENSGALG00000043596.3	Nana20160-RA, Nana20160-RB
OG0006410	ENSGALG00000031294.3	Nana22467-RA
OG0006411	ENSGALG00000031758.2	Nana22468-RA, Nana22472-RA
OG0006412	ENSGALG00000006016.6	Nana20158-RA
OG0006413	ENSGALG00000012640.2	Nana27360-RA
OG0006414	ENSGALG00000008818.7	Nana03091-RA
OG0006415	ENSGALG00000031766.3	Nana20156-RA
OG0006416	ENSGALG00000012631.5	Nana27355-RA
OG0006417	ENSGALG00000005552.6	Nana14900-RA
OG0006418	ENSGALG00000005478.7	Nana14881-RA
OG0006419	ENSGALG00000005442.6	Nana14875-RA, Nana14875-RB
OG0006420	ENSGALG00000028627.3	Nana27346-RA
OG0006421	ENSGALG00000005418.6	Nana14874-RB, Nana14874-RA
OG0006423	ENSGALG00000005407.6	Nana14873-RA, Nana14873-RB
OG0006424	ENSGALG00000044768.2	Nana27339-RC, Nana27339-RD
OG0006425	ENSGALG00000037863.3	Nana22543-RA
OG0006426	ENSGALG00000031971.2	Nana22564-RA
OG0006427	ENSGALG00000037739.3	Nana20149-RB, Nana20149-RA
OG0006428	ENSGALG00000005922.7	Nana14871-RA
OG0006429	ENSGALG00000006298.6	Nana20144-RA
OG0006430	ENSGALG00000005953.7	Nana14868-RA
OG0006431	ENSGALG00000043006.3	Nana22582-RA
OG0006432	ENSGALG00000016559.5	Nana22586-RA
OG0006433	ENSGALG00000039139.3	Nana10382-RB, Nana10382-RA, Nana22628-RA
OG0006434	ENSGALG00000006051.6	Nana14859-RA, Nana14859-RB
OG0006435	ENSGALG00000013084.4	Nana22648-RA, Nana22647-RA
OG0006436	ENSGALG00000006167.6	Nana14844-RA
OG0006437	ENSGALG00000006471.6	Nana20122-RA
OG0006438	ENSGALG00000012532.6	Nana27329-RA
OG0006439	ENSGALG00000013102.6	Nana22658-RA, Nana22659-RA
OG0006440	ENSGALG00000006632.5	Nana20116-RB, Nana20116-RA
OG0006441	ENSGALG00000012529.7	Nana27328-RA, Nana27328-RB
OG0006442	ENSGALG00000006252.6	Nana14836-RA
OG0006443	ENSGALG00000013400.7	Nana22661-RA
OG0006444	ENSGALG00000028423.4	Nana14834-RA
OG0006445	ENSGALG00000006566.5	Nana20091-RB, Nana20091-RA
OG0006446	ENSGALG00000038141.2	Nana27324-RA
OG0006447	ENSGALG00000013441.6	Nana22667-RA, Nana22665-RA
OG0006448	ENSGALG00000012483.6	Nana27319-RA, Nana39538-RA
OG0006449	ENSGALG00000033179.3	Nana22677-RA
OG0006450	ENSGALG00000038556.3	Nana27310-RB, Nana27310-RA
OG0006451	ENSGALG00000033834.3	Nana22678-RA
OG0006452	ENSGALG00000039658.2	Nana27308-RA, Nana27308-RB
OG0006453	ENSGALG00000006804.6	Nana14829-RA
OG0006454	ENSGALG00000011058.6	Nana14668-RA
OG0006455	ENSGALG00000012236.6	Nana27275-RA
OG0006456	ENSGALG00000011035.6	Nana14665-RA
OG0006457	ENSGALG00000006649.5	Nana20064-RB, Nana20064-RA
OG0006458	ENSGALG00000033759.3	Nana14660-RA, Nana14660-RB
OG0006459	ENSGALG00000043451.2	Nana05998-RA
OG0006460	ENSGALG00000013138.6	Nana22686-RA
OG0006461	ENSGALG00000012150.7	Nana27259-RB
OG0006462	ENSGALG00000010991.6	Nana14650-RA
OG0006463	ENSGALG00000013131.5	Nana22699-RA
OG0006464	ENSGALG00000029810.2	Nana27254-RB, Nana27254-RA
OG0006465	ENSGALG00000012056.6	Nana27247-RA
OG0006466	ENSGALG00000020943.5	Nana20039-RA
OG0006467	ENSGALG00000023120.4, ENSGALG00000023122.4	Nana22732-RA
OG0006468	ENSGALG00000010924.7	Nana06150-RA, Nana14612-RA
OG0006469	ENSGALG00000029508.2	Nana22741-RA
OG0006470	ENSGALG00000026210.4	Nana22760-RA
OG0006471	ENSGALG00000030194.3	Nana20028-RA, Nana20028-RB
OG0006472	ENSGALG00000011992.7	Nana27228-RA, Nana27228-RB
OG0006473	ENSGALG00000038730.2	Nana20018-RB, Nana20018-RA
OG0006474	ENSGALG00000015935.7	Nana22784-RB, Nana22784-RA
OG0006475	ENSGALG00000011958.7	Nana27222-RA
OG0006476	ENSGALG00000001696.7	Nana20008-RA
OG0006477	ENSGALG00000047248.1	Nana27215-RA
OG0006478	ENSGALG00000051885.1	Nana14552-RA
OG0006479	ENSGALG00000019322.3	Nana27208-RA, Nana27207-RA
OG0006480	ENSGALG00000010761.6	Nana14543-RA, Nana14543-RB
OG0006481	ENSGALG00000010752.6	Nana39133-RA, Nana39329-RA
OG0006482	ENSGALG00000010746.6	Nana14540-RA
OG0006483	ENSGALG00000032619.3	Nana14306-RA
OG0006485	ENSGALG00000011745.6	Nana27146-RA
OG0006486	ENSGALG00000040168.3	Nana14312-RA
OG0006487	ENSGALG00000011740.5	Nana27143-RA, Nana27143-RB
OG0006488	ENSGALG00000000510.5	Nana38351-RA
OG0006489	ENSGALG00000041501.3	Nana19979-RA, Nana19978-RA
OG0006490	ENSGALG00000011682.5	Nana27125-RA
OG0006491	ENSGALG00000036356.2	Nana19975-RA, Nana19975-RB
OG0006492	ENSGALG00000034655.3	Nana19970-RA
OG0006493	ENSGALG00000011651.7	Nana27117-RA, Nana27117-RB
OG0006494	ENSGALG00000011643.6	Nana27116-RA, Nana27116-RB
OG0006495	ENSGALG00000007078.7	Nana19968-RA
OG0006496	ENSGALG00000037283.3	Nana19963-RB, Nana19963-RA
OG0006497	ENSGALG00000019741.6	Nana22852-RB, Nana22852-RA
OG0006498	ENSGALG00000000417.6	Nana14326-RC, Nana14326-RA, Nana14326-RD
OG0006499	ENSGALG00000017419.7	Nana19950-RB
OG0006500	ENSGALG00000040976.3	Nana27104-RA
OG0006501	ENSGALG00000007014.7	Nana19949-RA, Nana19949-RB
OG0006502	ENSGALG00000024449.5	Nana22861-RB, Nana22861-RA
OG0006503	ENSGALG00000009032.7	Nana14336-RA
OG0006504	ENSGALG00000009045.6	Nana14338-RA
OG0006505	ENSGALG00000009957.5	Nana14343-RA, Nana14343-RB
OG0006506	ENSGALG00000006134.6	Nana19936-RG, Nana19936-RH, Nana19936-RD
OG0006507	ENSGALG00000009971.5	Nana14345-RA
OG0006508	ENSGALG00000009988.6	Nana14346-RA
OG0006509	ENSGALG00000008025.6	Nana19836-RA
OG0006510	ENSGALG00000043701.2	Nana27082-RA
OG0006511	ENSGALG00000008039.4	Nana19834-RA
OG0006512	ENSGALG00000033709.3	Nana27081-RB, Nana27081-RA
OG0006513	ENSGALG00000033943.2	Nana14350-RB, Nana14350-RA
OG0006514	ENSGALG00000002765.5	Nana22897-RA
OG0006515	ENSGALG00000041010.3	Nana19819-RA
OG0006516	ENSGALG00000008121.6	Nana19818-RA
OG0006518	ENSGALG00000008124.7	Nana19817-RB, Nana19817-RA
OG0006519	ENSGALG00000011342.6	Nana27070-RD, Nana27070-RC
OG0006520	ENSGALG00000000201.5	Nana22910-RB
OG0006521	ENSGALG00000008271.4	Nana19803-RA
OG0006522	ENSGALG00000008273.4	Nana19802-RA
OG0006523	ENSGALG00000011325.6	Nana27069-RA, Nana27069-RB
OG0006524	ENSGALG00000008293.6	Nana19790-RB, Nana19790-RC
OG0006525	ENSGALG00000011320.6	Nana27068-RA
OG0006526	ENSGALG00000010087.8	Nana14369-RB, Nana14369-RA
OG0006527	ENSGALG00000019336.5	Nana27067-RA, Nana27066-RA
OG0006528	ENSGALG00000011297.4	Nana27064-RA
OG0006529	ENSGALG00000010091.7	Nana14371-RA
OG0006530	ENSGALG00000052088.1	Nana19782-RA
OG0006531	ENSGALG00000045889.2	Nana22928-RA
OG0006532	ENSGALG00000011277.5	Nana02947-RC, Nana27058-RA
OG0006533	ENSGALG00000011270.4	Nana27052-RA
OG0006534	ENSGALG00000054766.1	Nana22934-RA
OG0006535	ENSGALG00000011206.6	Nana27034-RA
OG0006536	ENSGALG00000033106.2	Nana27031-RA, Nana39411-RA
OG0006538	ENSGALG00000010226.8	Nana14402-RA
OG0006539	ENSGALG00000000914.6	Nana22941-RA
OG0006540	ENSGALG00000027192.4	Nana27021-RA
OG0006541	ENSGALG00000044478.2	Nana27014-RA, Nana27013-RA
OG0006542	ENSGALG00000028648.3	Nana27002-RA
OG0006543	ENSGALG00000000674.6	Nana22955-RA
OG0006544	ENSGALG00000010124.7	Nana14424-RA
OG0006545	ENSGALG00000049446.1	Nana19195-RA
OG0006546	ENSGALG00000010342.7	Nana26989-RA
OG0006547	ENSGALG00000010313.6	Nana14431-RB, Nana14431-RA
OG0006548	ENSGALG00000026490.4	Nana26987-RA
OG0006549	ENSGALG00000004769.7	Nana19185-RA, Nana19185-RB
OG0006550	ENSGALG00000000379.6	Nana22973-RA
OG0006551	ENSGALG00000010351.6	Nana14438-RB, Nana14438-RA
OG0006552	ENSGALG00000010356.6	Nana14442-RA
OG0006553	ENSGALG00000010049.6	Nana26924-RB, Nana26924-RA
OG0006555	ENSGALG00000010360.7	Nana14444-RA, Nana14444-RB, Nana14444-RC
OG0006556	ENSGALG00000010436.5	Nana14452-RA
OG0006557	ENSGALG00000010536.6	Nana14496-RA
OG0006558	ENSGALG00000003475.7	Nana22988-RB, Nana22988-RA
OG0006559	ENSGALG00000010543.6	Nana14502-RA, Nana14502-RB
OG0006560	ENSGALG00000004446.4	Nana19217-RA
OG0006561	ENSGALG00000010200.6	Nana26935-RA
OG0006562	ENSGALG00000025764.3	Nana23002-RA
OG0006563	ENSGALG00000010227.7	Nana26950-RB, Nana26950-RA
OG0006564	ENSGALG00000034104.3	Nana19231-RB, Nana19231-RA
OG0006565	ENSGALG00000004372.7	Nana19234-RA
OG0006566	ENSGALG00000039978.3	Nana23008-RB, Nana23008-RA
OG0006567	ENSGALG00000004355.6	Nana19237-RA
OG0006568	ENSGALG00000004332.6	Nana19240-RA
OG0006569	ENSGALG00000026518.3	Nana23009-RA
OG0006570	ENSGALG00000052052.1	Nana19508-RA, Nana19507-RA
OG0006571	ENSGALG00000010253.6	Nana26959-RC, Nana26959-RB
OG0006572	ENSGALG00000025788.3	Nana23021-RB, Nana23021-RC
OG0006573	ENSGALG00000010629.6	Nana14512-RB, Nana14512-RA
OG0006575	ENSGALG00000011175.7	Nana17652-RC, Nana17652-RB
OG0006576	ENSGALG00000010464.6	Nana19461-RA
OG0006577	ENSGALG00000001708.6	Nana23028-RC, Nana23028-RB
OG0006578	ENSGALG00000039633.2	Nana23032-RA
OG0006579	ENSGALG00000010476.6	Nana19443-RA, Nana19443-RB
OG0006580	ENSGALG00000010681.7	Nana14523-RA
OG0006581	ENSGALG00000022030.3	Nana23042-RA, Nana23042-RB
OG0006582	ENSGALG00000011210.7	Nana17669-RA
OG0006583	ENSGALG00000029023.4	Nana11615-RA, Nana14530-RA
OG0006584	ENSGALG00000023191.5	Nana17668-RA
OG0006585	ENSGALG00000010721.6	Nana14533-RA
OG0006586	ENSGALG00000020615.5	Nana19439-RA
OG0006588	ENSGALG00000010491.6	Nana19436-RA
OG0006589	ENSGALG00000011124.7	Nana17686-RB, Nana17686-RA
OG0006590	ENSGALG00000038254.3	Nana19576-RA
OG0006591	ENSGALG00000030739.2	Nana23064-RA
OG0006592	ENSGALG00000009681.7	Nana19551-RA
OG0006593	ENSGALG00000000611.6	Nana14161-RA
OG0006594	ENSGALG00000000137.7	Nana14172-RA
OG0006595	ENSGALG00000010921.7	Nana17717-RA
OG0006596	ENSGALG00000041255.2	Nana19510-RA, Nana19511-RA
OG0006598	ENSGALG00000032373.2	Nana19589-RA, Nana23106-RA
OG0006599	ENSGALG00000023763.5	Nana14183-RA
OG0006600	ENSGALG00000037339.2	Nana17760-RA, Nana17760-RB
OG0006601	ENSGALG00000003461.8	Nana14189-RA
OG0006602	ENSGALG00000035013.2	Nana19595-RB, Nana19595-RA
OG0006603	ENSGALG00000039878.2	Nana14201-RA
OG0006604	ENSGALG00000009433.7	Nana19602-RA
OG0006605	ENSGALG00000009427.7	Nana19603-RB, Nana19603-RC
OG0006606	ENSGALG00000009859.5	Nana26796-RA
OG0006607	ENSGALG00000023781.3	Nana14208-RA
OG0006608	ENSGALG00000003256.7	Nana23139-RB, Nana23139-RA
OG0006609	ENSGALG00000003261.6	Nana23141-RA, Nana23142-RA
OG0006610	ENSGALG00000016959.6	Nana26628-RA, Nana26628-RB
OG0006611	ENSGALG00000009840.6	Nana26804-RA, Nana26804-RB
OG0006612	ENSGALG00000002735.6	Nana04552-RA, Nana14222-RA
OG0006613	ENSGALG00000041792.3	Nana14226-RA
OG0006614	ENSGALG00000011485.5	Nana23148-RA
OG0006615	ENSGALG00000016946.7	Nana26615-RA
OG0006616	ENSGALG00000016943.6	Nana26610-RA
OG0006617	ENSGALG00000009795.6	Nana26816-RA
OG0006618	ENSGALG00000028866.3	Nana23154-RA, Nana23154-RB
OG0006619	ENSGALG00000045738.2	Nana23156-RA
OG0006620	ENSGALG00000054364.1	Nana23160-RA
OG0006621	ENSGALG00000032628.2	Nana23165-RA
OG0006622	ENSGALG00000016934.6	Nana26553-RA
OG0006623	ENSGALG00000050797.1	Nana23171-RA
OG0006624	ENSGALG00000009747.6	Nana26848-RA
