Orthogroup	G_gallus.pep	H_sapiens.pep
OG0008423	ENSGALG00000004598.7	ENSG00000111249.14
OG0008424	ENSGALG00000012361.6	ENSG00000100503.24
OG0008425	ENSGALG00000008999.8	ENSG00000169129.15
OG0008426	ENSGALG00000011392.6	ENSG00000057468.7
OG0008427	ENSGALG00000036106.2	ENSG00000166311.10
OG0008428	ENSGALG00000002186.6	ENSG00000141161.11
OG0008429	ENSGALG00000009027.6	ENSG00000184005.11
OG0008430	ENSGALG00000009021.6	ENSG00000117069.15
OG0008431	ENSGALG00000010502.7	ENSG00000132122.12
OG0008432	ENSGALG00000008088.6	ENSG00000068366.20
OG0008433	ENSGALG00000004625.6	ENSG00000204842.18
OG0008434	ENSGALG00000015419.5	ENSG00000181195.11
OG0008435	ENSGALG00000008974.7	ENSG00000077254.14
OG0008436	ENSGALG00000036782.2	ENSG00000116329.11
OG0008437	ENSGALG00000030097.2	ENSG00000180198.16
OG0008438	ENSGALG00000028691.4	ENSG00000103152.11
OG0008439	ENSGALG00000004650.5	ENSG00000089234.16
OG0008440	ENSGALG00000030862.3	ENSG00000164758.7
OG0008441	ENSGALG00000010478.6	ENSG00000123473.15
OG0008442	ENSGALG00000012888.6	ENSG00000081913.14
OG0008443	ENSGALG00000012449.6	ENSG00000204406.13
OG0008444	ENSGALG00000029523.2	ENSG00000164754.15
OG0008445	ENSGALG00000003438.6	ENSG00000143228.13
OG0008446	ENSGALG00000035387.2	ENSG00000205090.9
OG0008447	ENSGALG00000010473.5	ENSG00000162366.8
OG0008448	ENSGALG00000012889.8	ENSG00000141664.10
OG0008449	ENSGALG00000043126.2	ENSG00000213380.15
OG0008450	ENSGALG00000032400.2	ENSG00000147679.12
OG0008451	ENSGALG00000045642.2	ENSG00000141655.17
OG0008452	ENSGALG00000012444.7	ENSG00000121989.15
OG0008453	ENSGALG00000026563.3	ENSG00000187664.9
OG0008454	ENSGALG00000018998.5	ENSG00000113763.12
OG0008455	ENSGALG00000040522.3	ENSG00000147677.11
OG0008456	ENSGALG00000008916.4	ENSG00000162616.9
OG0008457	ENSGALG00000036484.2	ENSG00000130287.14
OG0008458	ENSGALG00000008475.5	ENSG00000197070.14
OG0008459	ENSGALG00000034649.2	ENSG00000103460.17
OG0008460	ENSGALG00000012903.7	ENSG00000197563.11
OG0008461	ENSGALG00000021542.6	ENSG00000074317.11
OG0008462	ENSGALG00000008890.6	ENSG00000162618.15
OG0008464	ENSGALG00000028822.3	ENSG00000176641.11
OG0008465	ENSGALG00000008990.7	ENSG00000147231.14
OG0008466	ENSGALG00000003753.6	ENSG00000083799.17
OG0008467	ENSGALG00000012906.6	ENSG00000101542.10
OG0008468	ENSGALG00000038102.2	ENSG00000136270.14
OG0008469	ENSGALG00000002583.5	ENSG00000171608.16
OG0008470	ENSGALG00000038374.3	ENSG00000167208.15
OG0008471	ENSGALG00000003767.6	ENSG00000140807.7
OG0008472	ENSGALG00000000707.6	ENSG00000103035.11
OG0008473	ENSGALG00000031449.2	ENSG00000164794.9
OG0008474	ENSGALG00000017167.7	ENSG00000110660.15
OG0008475	ENSGALG00000017163.6	ENSG00000075239.14
OG0008476	ENSGALG00000040879.2	ENSG00000120526.11
OG0008477	ENSGALG00000031851.2	ENSG00000121274.13
OG0008478	ENSGALG00000041613.3	ENSG00000155393.13
OG0008479	ENSGALG00000004850.6	ENSG00000108175.17
OG0008482	ENSGALG00000037067.3	ENSG00000104408.10
OG0008483	ENSGALG00000033575.3	ENSG00000115211.15
OG0008484	ENSGALG00000046125.2	ENSG00000261371.6
OG0008485	ENSGALG00000008763.6	ENSG00000117155.16
OG0008486	ENSGALG00000047290.1	ENSG00000149633.12
OG0008487	ENSGALG00000016024.2	ENSG00000185917.13
OG0008488	ENSGALG00000010446.7	ENSG00000159658.12
OG0008489	ENSGALG00000001848.6	ENSG00000160087.20
OG0008490	ENSGALG00000004929.7	ENSG00000141034.10
OG0008491	ENSGALG00000010444.6	ENSG00000123472.12
OG0008492	ENSGALG00000023886.5	ENSG00000170396.8
OG0008493	ENSGALG00000021634.5	ENSG00000116871.15
OG0008495	ENSGALG00000029983.2	ENSG00000154188.10
OG0008496	ENSGALG00000012299.5	ENSG00000100124.15
OG0008497	ENSGALG00000021262.6	ENSG00000165678.21
OG0008498	ENSGALG00000043268.2	ENSG00000162999.13
OG0008499	ENSGALG00000002514.6	ENSG00000116560.11
OG0008500	ENSGALG00000002314.6	ENSG00000148600.15
OG0008502	ENSGALG00000008696.6	ENSG00000162643.13
OG0008504	ENSGALG00000032980.2	ENSG00000116544.12
OG0008505	ENSGALG00000002299.7	ENSG00000148604.15
OG0008506	ENSGALG00000012265.7	ENSG00000100139.13
OG0008507	ENSGALG00000002763.6	ENSG00000162998.5
OG0008508	ENSGALG00000008670.7	ENSG00000162642.14
OG0008509	ENSGALG00000034140.3	ENSG00000186918.14
OG0008510	ENSGALG00000028935.2	ENSG00000142867.14
OG0008511	ENSGALG00000012513.6	ENSG00000115145.10
OG0008512	ENSGALG00000041103.3	ENSG00000187714.7
OG0008514	ENSGALG00000003913.7	ENSG00000124370.11
OG0008515	ENSGALG00000012293.5	ENSG00000128346.11
OG0008516	ENSGALG00000016609.6	ENSG00000138092.11
OG0008517	ENSGALG00000008661.6	ENSG00000142871.17
OG0008518	ENSGALG00000016608.6	ENSG00000138031.14
OG0008519	ENSGALG00000008862.6	ENSG00000077232.18
OG0008520	ENSGALG00000012291.6	ENSG00000100142.15
OG0008521	ENSGALG00000002289.6	ENSG00000070748.18
OG0008522	ENSGALG00000051159.1	ENSG00000132004.13
OG0008523	ENSGALG00000040079.2	ENSG00000169946.14
OG0008524	ENSGALG00000016630.7	ENSG00000012232.9
OG0008526	ENSGALG00000016631.6	ENSG00000104299.15
OG0008527	ENSGALG00000012290.6	ENSG00000100146.18
OG0008528	ENSGALG00000005061.7	ENSG00000175175.6
OG0008529	ENSGALG00000041823.2	ENSG00000100151.16
OG0008530	ENSGALG00000050799.1	ENSG00000123144.11
OG0008531	ENSGALG00000046867.1	ENSG00000198356.12
OG0008532	ENSGALG00000007012.6	ENSG00000140450.9
OG0008533	ENSGALG00000008073.7	ENSG00000186575.18
OG0008534	ENSGALG00000011809.5	ENSG00000273079.5
OG0008535	ENSGALG00000007016.6	ENSG00000283597.2
OG0008536	ENSGALG00000008302.7	ENSG00000185043.12
OG0008537	ENSGALG00000012285.6	ENSG00000128298.17
OG0008538	ENSGALG00000008903.6	ENSG00000138434.17
OG0008539	ENSGALG00000011803.6	ENSG00000134531.10
OG0008540	ENSGALG00000005084.6	ENSG00000108395.14
OG0008541	ENSGALG00000029223.3	ENSG00000100296.13
OG0008542	ENSGALG00000008614.5	ENSG00000114999.8
OG0008543	ENSGALG00000012281.5	ENSG00000184381.20
OG0008544	ENSGALG00000026590.3	ENSG00000275746.1, ENSG00000169926.11
OG0008545	ENSGALG00000003802.6	ENSG00000169918.9
OG0008546	ENSGALG00000011800.7	ENSG00000084444.14
OG0008547	ENSGALG00000016591.7	ENSG00000157856.12
OG0008548	ENSGALG00000008269.6	ENSG00000188177.14
OG0008549	ENSGALG00000002048.4	ENSG00000204175.5
OG0008550	ENSGALG00000001429.7	ENSG00000113312.11
OG0008551	ENSGALG00000012277.4	ENSG00000185022.12
OG0008552	ENSGALG00000030534.3	ENSG00000103528.17
OG0008553	ENSGALG00000008257.6	ENSG00000153208.17
OG0008554	ENSGALG00000040152.2	ENSG00000135083.15
OG0008555	ENSGALG00000012254.6	ENSG00000168135.4
OG0008556	ENSGALG00000012801.5	ENSG00000112799.9
OG0008557	ENSGALG00000012799.6	ENSG00000124782.20
OG0008558	ENSGALG00000023584.4	ENSG00000219438.8
OG0008559	ENSGALG00000047720.1	ENSG00000179023.8
OG0008560	ENSGALG00000014179.5	ENSG00000188322.7
OG0008561	ENSGALG00000003642.7	ENSG00000197461.13
OG0008562	ENSGALG00000012795.6	ENSG00000124784.9
OG0008563	ENSGALG00000007937.5	ENSG00000099995.19
OG0008564	ENSGALG00000029295.3	ENSG00000155096.14
OG0008565	ENSGALG00000051152.1	ENSG00000122367.19
OG0008566	ENSGALG00000003759.6	ENSG00000069667.16
OG0008567	ENSGALG00000016764.6	ENSG00000158417.11
OG0008568	ENSGALG00000030966.2	ENSG00000156711.17
OG0008569	ENSGALG00000000542.3	ENSG00000142684.9
OG0008570	ENSGALG00000000978.7	ENSG00000116198.13
OG0008571	ENSGALG00000037913.2	ENSG00000155090.15
OG0008572	ENSGALG00000003011.6	ENSG00000141198.16
OG0008573	ENSGALG00000046299.2	ENSG00000142675.18
OG0008574	ENSGALG00000036295.2	ENSG00000169598.15
OG0008575	ENSGALG00000001328.7	ENSG00000172270.20
OG0008576	ENSGALG00000003033.6	ENSG00000166263.13
OG0008577	ENSGALG00000006676.5	ENSG00000140522.12
OG0008578	ENSGALG00000037996.2	ENSG00000115944.15
OG0008579	ENSGALG00000016766.7	ENSG00000135945.10
OG0008580	ENSGALG00000031282.2	ENSG00000104517.13
OG0008581	ENSGALG00000038536.3	ENSG00000142669.15
OG0008582	ENSGALG00000003059.7	ENSG00000108924.14
OG0008583	ENSGALG00000054685.1	ENSG00000158062.20
OG0008584	ENSGALG00000031183.3	ENSG00000176092.15
OG0008585	ENSGALG00000044449.2	ENSG00000089692.9
OG0008586	ENSGALG00000003427.6	ENSG00000140455.17
OG0008587	ENSGALG00000022926.5	ENSG00000250510.8
OG0008588	ENSGALG00000029909.2	ENSG00000117682.17
OG0008589	ENSGALG00000016768.6	ENSG00000170500.13
OG0008590	ENSGALG00000037546.2	ENSG00000096063.16
OG0008591	ENSGALG00000016769.7	ENSG00000115526.11
OG0008592	ENSGALG00000004759.7	ENSG00000109016.17
OG0008593	ENSGALG00000009926.6	ENSG00000162882.15
OG0008594	ENSGALG00000050491.1	ENSG00000100036.13
OG0008595	ENSGALG00000006635.5	ENSG00000140519.14
OG0008596	ENSGALG00000004749.5	ENSG00000178307.9
OG0008597	ENSGALG00000034934.2	ENSG00000137392.10
OG0008598	ENSGALG00000033129.2	ENSG00000152518.8
OG0008599	ENSGALG00000003322.6	ENSG00000167202.11
OG0008600	ENSGALG00000012856.6	ENSG00000124535.16
OG0008601	ENSGALG00000007758.6	ENSG00000184792.16
OG0008602	ENSGALG00000006631.7	ENSG00000140534.14
OG0008603	ENSGALG00000003456.7	ENSG00000074410.14
OG0008604	ENSGALG00000003562.6	ENSG00000106236.4
OG0008605	ENSGALG00000010971.6	ENSG00000178662.16
OG0008606	ENSGALG00000034971.2	ENSG00000022567.9
OG0008607	ENSGALG00000006611.6	ENSG00000166813.15
OG0008608	ENSGALG00000014526.4	ENSG00000111669.15
OG0008609	ENSGALG00000009947.6	ENSG00000152527.14
OG0008610	ENSGALG00000026007.3	ENSG00000175283.8
OG0008611	ENSGALG00000004224.6	ENSG00000002822.15
OG0008613	ENSGALG00000021193.5	ENSG00000172345.14
OG0008614	ENSGALG00000004203.7	ENSG00000157778.9
OG0008615	ENSGALG00000006130.6	ENSG00000197457.10
OG0008616	ENSGALG00000006106.6	ENSG00000243509.6
OG0008617	ENSGALG00000014555.5	ENSG00000111678.11
OG0008618	ENSGALG00000041857.2	ENSG00000065548.18
OG0008619	ENSGALG00000006101.6	ENSG00000101246.20
OG0008620	ENSGALG00000002855.6	ENSG00000123453.18
OG0008621	ENSGALG00000002655.6	ENSG00000138448.12
OG0008622	ENSGALG00000015691.6	ENSG00000136824.19
OG0008623	ENSGALG00000009967.7	ENSG00000138095.19
OG0008624	ENSGALG00000004064.6	ENSG00000164850.15
OG0008625	ENSGALG00000004058.6	ENSG00000164849.10
OG0008626	ENSGALG00000004212.7	ENSG00000137845.15
OG0008627	ENSGALG00000040089.2	ENSG00000163755.9
OG0008628	ENSGALG00000044649.2	ENSG00000187848.15
OG0008629	ENSGALG00000000996.6	ENSG00000065000.18
OG0008630	ENSGALG00000014567.7	ENSG00000215021.9
OG0008631	ENSGALG00000040823.3	ENSG00000104472.10
OG0008632	ENSGALG00000043079.3	ENSG00000217236.2
OG0008633	ENSGALG00000004230.6	ENSG00000166035.11
OG0008634	ENSGALG00000042766.3	ENSG00000167632.16
OG0008635	ENSGALG00000008425.6	ENSG00000166963.13
OG0008637	ENSGALG00000015684.6	ENSG00000059769.20
OG0008638	ENSGALG00000015683.6	ENSG00000242616.4
OG0008639	ENSGALG00000021637.6	ENSG00000065268.10
OG0008640	ENSGALG00000007150.6	ENSG00000198836.10
OG0008641	ENSGALG00000002346.7	ENSG00000092853.14
OG0008642	ENSGALG00000051443.1	ENSG00000142686.8
OG0008643	ENSGALG00000026421.4	ENSG00000126067.12
OG0008644	ENSGALG00000006738.6	ENSG00000101391.21
OG0008645	ENSGALG00000046461.2	ENSG00000172061.8
OG0008646	ENSGALG00000039497.3	ENSG00000116819.8
OG0008647	ENSGALG00000000513.5	ENSG00000158805.12
OG0008648	ENSGALG00000019201.3	ENSG00000155304.6
OG0008649	ENSGALG00000005093.7	ENSG00000167447.12
OG0008650	ENSGALG00000040926.2	ENSG00000155307.18
OG0008651	ENSGALG00000014758.6	ENSG00000088756.12
OG0008653	ENSGALG00000038022.3	ENSG00000169436.17
OG0008654	ENSGALG00000015681.6	ENSG00000180530.11
OG0008655	ENSGALG00000034111.2	ENSG00000103241.7
OG0008656	ENSGALG00000002199.6	ENSG00000187961.14
OG0008657	ENSGALG00000002125.6	ENSG00000136842.14
OG0008658	ENSGALG00000014615.6	ENSG00000101680.15
OG0008659	ENSGALG00000015928.6	ENSG00000080007.8
OG0008660	ENSGALG00000042652.3	ENSG00000206422.2
OG0008661	ENSGALG00000037249.2	ENSG00000185760.15
OG0008662	ENSGALG00000028140.3	ENSG00000122756.15
OG0008663	ENSGALG00000001918.6	ENSG00000137094.14
OG0008664	ENSGALG00000033638.2	ENSG00000147606.9
OG0008665	ENSGALG00000009328.7	ENSG00000107581.13
OG0008667	ENSGALG00000009350.6	ENSG00000183605.17
OG0008670	ENSGALG00000000364.6	ENSG00000159167.12
OG0008671	ENSGALG00000039061.3	ENSG00000054148.18
OG0008672	ENSGALG00000052038.1	ENSG00000214309.5
OG0008673	ENSGALG00000034876.2	ENSG00000164951.16
OG0008674	ENSGALG00000005103.6	ENSG00000153982.11
OG0008675	ENSGALG00000035094.2	ENSG00000079112.10
OG0008676	ENSGALG00000032506.2	ENSG00000164949.8
OG0008678	ENSGALG00000044375.2	ENSG00000184508.11
OG0008679	ENSGALG00000034803.3	ENSG00000179580.10
OG0008680	ENSGALG00000016600.6	ENSG00000115138.11
OG0008681	ENSGALG00000005269.5	ENSG00000108506.12
OG0008682	ENSGALG00000001561.6	ENSG00000162576.16
OG0008683	ENSGALG00000004622.7	ENSG00000198917.13
OG0008684	ENSGALG00000005230.6	ENSG00000108510.10
OG0008685	ENSGALG00000001741.6	ENSG00000156642.17
OG0008687	ENSGALG00000033603.3	ENSG00000067365.15
OG0008688	ENSGALG00000053560.1	ENSG00000214050.8
OG0008689	ENSGALG00000001729.7	ENSG00000103855.18
OG0008690	ENSGALG00000042308.3	ENSG00000104290.11
OG0008691	ENSGALG00000001716.6	ENSG00000205363.5
OG0008692	ENSGALG00000016624.6	ENSG00000134014.17
OG0008694	ENSGALG00000006695.6	ENSG00000186716.21
OG0008695	ENSGALG00000040546.2	ENSG00000171940.13
OG0008696	ENSGALG00000005425.7	ENSG00000147162.14
OG0008697	ENSGALG00000039222.2	ENSG00000156162.16
OG0008698	ENSGALG00000016620.5	ENSG00000168081.9
OG0008699	ENSGALG00000041365.2	ENSG00000101115.13
OG0008700	ENSGALG00000002492.7	ENSG00000049239.12
OG0008701	ENSGALG00000001666.6	ENSG00000129197.14
OG0008702	ENSGALG00000052488.1	ENSG00000184857.8
OG0008703	ENSGALG00000014689.5	ENSG00000159784.17
OG0008704	ENSGALG00000000314.7	ENSG00000277586.2
OG0008706	ENSGALG00000013293.6	ENSG00000186417.14
OG0008707	ENSGALG00000045317.2	ENSG00000257108.2
OG0008708	ENSGALG00000004302.5	ENSG00000130414.12
OG0008709	ENSGALG00000005173.7	ENSG00000108423.15
OG0008710	ENSGALG00000053043.1	ENSG00000153048.11
OG0008711	ENSGALG00000012473.7	ENSG00000168288.13
OG0008712	ENSGALG00000006596.5	ENSG00000100028.12
OG0008713	ENSGALG00000046787.1	ENSG00000103174.13
OG0008714	ENSGALG00000047289.1	ENSG00000183578.8
OG0008715	ENSGALG00000005150.6	ENSG00000141378.14
OG0008716	ENSGALG00000043583.3	ENSG00000104112.9
OG0008717	ENSGALG00000003360.6	ENSG00000175414.7
OG0008718	ENSGALG00000026313.4	ENSG00000115963.13
OG0008719	ENSGALG00000018976.6	ENSG00000140280.14
OG0008720	ENSGALG00000007980.7	ENSG00000026559.14
OG0008721	ENSGALG00000040504.3	ENSG00000099998.17
OG0008722	ENSGALG00000003377.6	ENSG00000170085.18
OG0008723	ENSGALG00000007986.3	ENSG00000124217.5
OG0008724	ENSGALG00000040794.3	ENSG00000175305.17
OG0008725	ENSGALG00000035386.3	ENSG00000123338.13
OG0008726	ENSGALG00000012480.7	ENSG00000123609.11
OG0008729	ENSGALG00000008005.7	ENSG00000042062.13
OG0008730	ENSGALG00000041353.2	ENSG00000164938.14
OG0008731	ENSGALG00000040366.2	ENSG00000156170.13
OG0008732	ENSGALG00000012341.6	ENSG00000151748.15
OG0008733	ENSGALG00000012481.5	ENSG00000123610.5
OG0008734	ENSGALG00000038971.3	ENSG00000156172.6
OG0008735	ENSGALG00000048771.1	ENSG00000076382.17
OG0008736	ENSGALG00000050150.1	ENSG00000162236.12
OG0008737	ENSGALG00000035901.3	ENSG00000156466.10
OG0008738	ENSGALG00000037826.2	ENSG00000135426.16
OG0008739	ENSGALG00000008010.6	ENSG00000196396.10
OG0008740	ENSGALG00000034306.2	ENSG00000123307.4
OG0008741	ENSGALG00000005541.5	ENSG00000169562.12
OG0008742	ENSGALG00000043868.2	ENSG00000109101.7
OG0008743	ENSGALG00000043775.2	ENSG00000079337.16
OG0008744	ENSGALG00000031424.2	ENSG00000169439.12
OG0008745	ENSGALG00000004696.7	ENSG00000166477.13
OG0008746	ENSGALG00000030866.2	ENSG00000104324.16
OG0008747	ENSGALG00000003604.5	ENSG00000076351.13
OG0008748	ENSGALG00000045196.2	ENSG00000104341.17
OG0008749	ENSGALG00000024041.4	ENSG00000180185.11
OG0008750	ENSGALG00000003595.6	ENSG00000004139.14
OG0008751	ENSGALG00000005411.6	ENSG00000162039.15
OG0008752	ENSGALG00000036380.2	ENSG00000211584.14
OG0008753	ENSGALG00000044675.2	ENSG00000132561.14
OG0008754	ENSGALG00000044187.2	ENSG00000103227.18
OG0008755	ENSGALG00000044554.2	ENSG00000132541.11
OG0008756	ENSGALG00000039710.2	ENSG00000061273.18
OG0008758	ENSGALG00000005247.6	ENSG00000163060.8
OG0008759	ENSGALG00000008551.5	ENSG00000184164.14
OG0008760	ENSGALG00000032718.3	ENSG00000104361.10
OG0008761	ENSGALG00000008554.6	ENSG00000188263.10
OG0008762	ENSGALG00000043764.2	ENSG00000156486.8
OG0008764	ENSGALG00000029571.3	ENSG00000155099.8
OG0008765	ENSGALG00000029509.2	ENSG00000123119.12
OG0008766	ENSGALG00000042599.3	ENSG00000180694.14
OG0008767	ENSGALG00000032282.2	ENSG00000104327.7
OG0008768	ENSGALG00000005365.6	ENSG00000103245.14
OG0008769	ENSGALG00000007199.5	ENSG00000170855.4
OG0008770	ENSGALG00000007185.7	ENSG00000110871.15
OG0008771	ENSGALG00000037686.2	ENSG00000104320.13
OG0008772	ENSGALG00000042840.2	ENSG00000164823.11
OG0008773	ENSGALG00000007124.7	ENSG00000167272.11
OG0008774	ENSGALG00000043535.3	ENSG00000104312.8
OG0008775	ENSGALG00000007072.6	ENSG00000122971.9
OG0008776	ENSGALG00000006979.6	ENSG00000157837.16
OG0008777	ENSGALG00000007319.7	ENSG00000135127.11
OG0008778	ENSGALG00000031248.3	ENSG00000176623.12
OG0008779	ENSGALG00000007276.6	ENSG00000089154.11
OG0008780	ENSGALG00000046262.2	ENSG00000183273.7
OG0008782	ENSGALG00000033428.2	ENSG00000185015.8
OG0008783	ENSGALG00000008681.6	ENSG00000165802.22
OG0008784	ENSGALG00000041717.2	ENSG00000109787.13
OG0008785	ENSGALG00000036938.2	ENSG00000184672.12
OG0008786	ENSGALG00000029678.3	ENSG00000104497.14
OG0008787	ENSGALG00000037307.2	ENSG00000166578.10
OG0008788	ENSGALG00000007945.7	ENSG00000109846.9
OG0008789	ENSGALG00000015705.7	ENSG00000109685.18
OG0008790	ENSGALG00000008253.7	ENSG00000089225.19
OG0008791	ENSGALG00000015699.4	ENSG00000185049.16
OG0008792	ENSGALG00000054772.1	ENSG00000185818.8
OG0008793	ENSGALG00000034188.2	ENSG00000076641.4
OG0008794	ENSGALG00000015685.7	ENSG00000206113.10
OG0008795	ENSGALG00000030011.3	ENSG00000164684.13
OG0008796	ENSGALG00000034376.2	ENSG00000205189.12
OG0008797	ENSGALG00000014703.7	ENSG00000164244.20
OG0008798	ENSGALG00000035031.3	ENSG00000164683.17
OG0008799	ENSGALG00000039690.2	ENSG00000104435.13
OG0008800	ENSGALG00000035932.3	ENSG00000104427.12
OG0008801	ENSGALG00000029292.3	ENSG00000132646.11
OG0008802	ENSGALG00000005978.6	ENSG00000265203.2
OG0008803	ENSGALG00000001419.6	ENSG00000136848.17
OG0008804	ENSGALG00000035065.2	ENSG00000169122.11
OG0008805	ENSGALG00000041222.3	ENSG00000167910.4
OG0008806	ENSGALG00000053919.1	ENSG00000165383.11
OG0008807	ENSGALG00000006174.6	ENSG00000165633.13
OG0008808	ENSGALG00000027353.3	ENSG00000177354.12
OG0008809	ENSGALG00000030822.3	ENSG00000165606.8
OG0008811	ENSGALG00000048011.1	ENSG00000151466.12
OG0008812	ENSGALG00000050157.1	ENSG00000165837.12
OG0008813	ENSGALG00000039102.2	ENSG00000198846.6
OG0008814	ENSGALG00000039145.2	ENSG00000178538.10
OG0008815	ENSGALG00000000424.7	ENSG00000140931.20
OG0008816	ENSGALG00000005251.5	ENSG00000183723.12
OG0008817	ENSGALG00000041080.2	ENSG00000171316.12
OG0008818	ENSGALG00000005214.7	ENSG00000249961.10
OG0008819	ENSGALG00000034821.3	ENSG00000074695.6
OG0008820	ENSGALG00000038957.2	ENSG00000159593.15
OG0008821	ENSGALG00000030112.2	ENSG00000198363.18
OG0008822	ENSGALG00000005146.6	ENSG00000172840.7
OG0008823	ENSGALG00000040878.3	ENSG00000168701.19
OG0008824	ENSGALG00000052529.1	ENSG00000063978.16
OG0008825	ENSGALG00000029435.2	ENSG00000172817.4
OG0008827	ENSGALG00000005430.7	ENSG00000178038.17
OG0008828	ENSGALG00000012401.6	ENSG00000180998.12
OG0008829	ENSGALG00000000112.7	ENSG00000123560.14
OG0008830	ENSGALG00000005417.7	ENSG00000081692.12
OG0008831	ENSGALG00000001702.6	ENSG00000179044.16
OG0008832	ENSGALG00000043613.2	ENSG00000087301.9
OG0008833	ENSGALG00000005412.7	ENSG00000143740.14
OG0008834	ENSGALG00000049393.1	ENSG00000011485.15
OG0008835	ENSGALG00000050750.1	ENSG00000188038.8
OG0008836	ENSGALG00000041327.2	ENSG00000147573.17
OG0008837	ENSGALG00000028900.4	ENSG00000102901.13
OG0008838	ENSGALG00000031860.2	ENSG00000147576.17
OG0008839	ENSGALG00000000458.6	ENSG00000178297.13
OG0008840	ENSGALG00000001201.7	ENSG00000141098.13
OG0008841	ENSGALG00000004249.6	ENSG00000158055.15
OG0008843	ENSGALG00000042883.2	ENSG00000175073.8
OG0008844	ENSGALG00000030542.2	ENSG00000137872.16
OG0008845	ENSGALG00000004885.7	ENSG00000188467.11
OG0008847	ENSGALG00000006889.6	ENSG00000170537.13
OG0008849	ENSGALG00000001817.6	ENSG00000102974.16
OG0008850	ENSGALG00000011910.6	ENSG00000020426.11
OG0008851	ENSGALG00000017389.6	ENSG00000100625.9
OG0008852	ENSGALG00000051274.1	ENSG00000162630.6
OG0008853	ENSGALG00000036504.3	ENSG00000179008.9
OG0008854	ENSGALG00000004817.7	ENSG00000179409.11
OG0008855	ENSGALG00000034850.3	ENSG00000023572.9
OG0008856	ENSGALG00000030055.2	ENSG00000039523.20
OG0008857	ENSGALG00000009336.7	ENSG00000119979.18
OG0008858	ENSGALG00000040355.3	ENSG00000261787.2
OG0008859	ENSGALG00000034424.3	ENSG00000178125.14
OG0008860	ENSGALG00000011922.6	ENSG00000126773.13
OG0008861	ENSGALG00000032776.2	ENSG00000091157.13
OG0008862	ENSGALG00000001965.7	ENSG00000090861.15
OG0008863	ENSGALG00000042744.3	ENSG00000116741.8
OG0008864	ENSGALG00000012011.7	ENSG00000126790.12
OG0008865	ENSGALG00000053210.1	ENSG00000127074.14
OG0008866	ENSGALG00000002549.7	ENSG00000090104.12
OG0008867	ENSGALG00000023897.4	ENSG00000253148.1
OG0008868	ENSGALG00000021143.5	ENSG00000150681.10
OG0008869	ENSGALG00000004729.6	ENSG00000130876.11
OG0008870	ENSGALG00000035768.3	ENSG00000114650.20
OG0008871	ENSGALG00000004559.7	ENSG00000178904.19
