gene,kTotal,MM.turquoise,kWithin,description
107297777,37.70167358,0.461403472,13.4504199,SH3-domain GRB2-like 1
107290405,46.66992022,0.46060779,13.41096675,UDP-GlcNAc:betaGal beta-13-N-acetylglucosaminyltransferase 7
107283239,34.68727253,0.460448303,10.85846665,chromosome unknown open reading frame human C2orf68
107294751,37.31961259,0.459431081,16.8196178,trafficking protein particle complex 3
107299812,37.39826807,0.459201487,13.64483136,urokinase plasminogen activator surface receptor-like
107293716,39.08576202,0.458450498,15.79043029,ADP ribosylation factor like GTPase 15
107291896,58.72169036,0.458435463,21.55470195,anaphase promoting complex subunit 1
107301188,24.74657431,0.458391524,11.63724,phospholipid phosphatase 6
107289615,46.89220571,0.458267375,14.16424419,TRAF family member associated NFKB activator
107284292,38.43527976,0.457772009,12.79719565,adenosine deaminase RNA-specific B1
107299412,52.04556817,0.457602715,15.54044421,F-box only protein 6-like
107285434,34.27577785,0.457543966,12.87342894,Werner helicase interacting protein 1
107294831,30.21987042,0.457026372,14.97156922,paired like homeodomain 3
107290593,69.10140906,0.456635674,23.47814994,3-hydroxyacyl-CoA dehydratase 3
107294626,36.51023726,0.456542144,12.86696129,protein phosphatase 1J-like
107298431,27.29383661,0.455415441,14.26515761,protein arginine methyltransferase 8
107282719,55.81779551,0.454925193,17.3437031,transforming growth factor beta regulator 1-like
107298261,37.9185464,0.454676901,14.95179087,caseinolytic mitochondrial matrix peptidase proteolytic subunit
107294174,26.69773471,0.454502186,9.294281245,DDB1 and CUL4 associated factor 4
107292423,41.02073204,0.454258523,14.46167525,methyltransferase like 12
107286247,35.46371058,0.4535627,12.11274126,microtubule associated protein 2
107287339,59.59610965,0.452856598,15.55799381,cAMP responsive element binding protein 3
107298085,54.51190059,0.452598954,13.65310906,homeobox protein unc-4 homolog
107287723,44.15610358,0.452373116,14.24949912,presenilin associated rhomboid-like
107294524,43.70527225,0.452204239,13.67302056,dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-12-glucosyltransferase-like
107294091,46.80651635,0.451311286,14.49948916,trafficking protein particle complex 12
107298006,45.75158784,0.451304502,14.53672744,GUF1 homolog GTPase
107282940,42.34894322,0.45112445,14.70548772,zinc finger DHHC-type containing 15
107290483,54.06040815,0.451014786,15.84438886,utrophin-like
107298865,78.76389484,0.450967581,16.08442823,claudin-7-like
107298790,66.98297777,0.450937972,14.41762096,CDP-diacylglycerol--serine O-phosphatidyltransferase
107293046,29.06708797,0.450852664,11.18574501,human immunodeficiency virus type I enhancer binding protein 3
107299449,25.01231155,0.450793196,12.7101659,GRB2 associated binding protein 2
107297903,32.30201636,0.450750594,11.24616691,chromosome unknown open reading frame human C20orf27
107300771,31.60931071,0.450564544,12.02218915,N-glycosylase/DNA lyase-like
107294418,39.95614464,0.450038242,16.17217289,family with sequence similarity 189 member A2
107302763,46.25294911,0.449884435,15.68582339,crystallin beta-gamma domain containing 3
107290948,30.00063334,0.449617801,10.70359622,uncharacterized LOC107290948
107285049,43.21146242,0.449558767,13.15076564,arrestin beta 2
107301086,67.96377599,0.449417957,13.9677254,ubiquitin protein ligase E3A
107291378,70.23427525,0.449253491,12.67943737,uncharacterized LOC107291378
107298525,32.44074035,0.448669536,13.84632083,uncharacterized LOC107298525
107300969,21.43747368,0.448435808,9.548305096,E3 ubiquitin-protein ligase BRE1B-like
107298375,57.72295447,0.447500748,14.67925695,52 kDa repressor of the inhibitor of the protein kinase-like
107301285,34.61594667,0.447026633,10.44072191,protein SDA1 homolog
107302133,30.95727505,0.44633944,11.75817193,dipeptidyl peptidase 3-like
107297419,55.29906788,0.445968743,14.84607513,potassium calcium-activated channel subfamily N member 4
107293069,27.92399734,0.445714928,11.69501593,prospero homeobox protein 2-like
107303261,55.29278063,0.445656669,11.50248436,HIV-1 Tat specific factor 1
107299798,38.69045166,0.445621038,10.93144026,tribbles pseudokinase 3
107292853,23.65136451,0.445595033,10.26380107,L-amino-acid oxidase-like
107291322,36.52719416,0.445407548,13.41528364,ADP ribosylation factor like GTPase 6 interacting protein 6
107301366,28.77650533,0.44500363,9.937533282,leucine-rich repeat-containing protein 14-like
107289392,27.95386351,0.444756593,9.812041666,synovial sarcoma translocation gene on chromosome 18-like 1
107290498,39.04008227,0.444028358,11.71066608,vertebrae development associated
107288374,26.7884433,0.443993559,11.65208689,6-phosphofructo-2-kinase/fructose-26-biphosphatase 2
107298543,55.13223116,0.443543543,17.43996278,reversion inducing cysteine rich protein with kazal motifs
107297697,29.24826959,0.443464892,14.04633518,serine--tRNA ligase cytoplasmic-like
107301119,31.55308573,0.443407667,11.00788685,interleukin-27 subunit beta-like
107295625,40.34482536,0.443072957,14.25512538,uncharacterized LOC107295625
107286987,27.44049454,0.442390092,11.46897134,cAMP responsive element binding protein-like 2
107287630,23.76148697,0.441379913,11.92074328,ArfGAP with SH3 domain ankyrin repeat and PH domain 2
107296939,36.75588231,0.440668907,10.11998234,uncharacterized LOC107296939
107294768,67.08127825,0.440611922,19.40425849,WD repeat domain 82
107300645,67.30043754,0.440475955,15.36611261,signal recognition particle receptor subunit beta-like
107291010,58.09718248,0.440321903,18.34990966,VPS18 CORVET/HOPS core subunit
107294980,27.85900758,0.440281299,9.758202139,mitochondrial ubiquitin ligase activator of nfkb 1-A-like
107300187,28.54823651,0.440260936,9.13230059,glutathione-specific gamma-glutamylcyclotransferase 1-like
107301836,41.99595507,0.440174004,19.96443028,phosphatidylinositol-glycan-specific phospholipase D-like
107301558,28.6401966,0.439932462,8.95337596,ATPase ASNA1-like
107292716,34.05047108,0.439705104,11.96942384,solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier) member 19
107297507,37.21759983,0.439683619,12.59744605,zinc finger protein 239-like
107291611,32.65302272,0.439264857,13.79302163,plasminogen receptor C-terminal lysine transmembrane protein
107297220,31.67148087,0.439080213,16.86244391,LON peptidase N-terminal domain and ring finger 1
107301928,38.08327654,0.438919141,12.25090206,acyl-CoA dehydrogenase long chain
107289921,43.73320946,0.438868554,17.86274121,importin 11
107289380,36.70110577,0.438754953,13.69082657,par-6 family cell polarity regulator beta
107297087,21.34794896,0.438340095,9.344255596,histone H2B 8-like
107301206,33.33407579,0.437909173,14.01208479,protein-tyrosine kinase 6-like
107301019,30.85634149,0.437506191,13.64675969,nei like DNA glycosylase 1
107294150,34.69930369,0.437389766,14.63103612,fms related tyrosine kinase 1
107292842,51.24905842,0.436884058,16.11839223,uncharacterized LOC107292842
107302907,40.53645861,0.436640215,9.180623381,rho guanine nucleotide exchange factor 38-like
107298200,36.97967874,0.436516597,15.6730521,protein kinase N2
107293529,27.17572566,0.436377863,10.00078138,syntaxin 16
107289923,33.30978747,0.436265723,15.20618263,uncharacterized LOC107289923
107287183,39.96473412,0.435881336,19.20801667,CDC42 binding protein kinase beta
107291508,25.26110494,0.435731346,8.728244252,TBC1 domain family member 7
107297593,53.01901971,0.435700127,12.13904875,zinc finger and AT-hook domain containing
107299173,36.18864807,0.435546105,12.31827261,diaphanous related formin 1
107282298,50.32509231,0.435002179,11.38179284,mex-3 RNA binding family member D
107292610,50.97183158,0.434327508,13.41925703,glutathione S-transferase Mu 1-like
107296631,41.14191212,0.433736823,11.36832016,ring finger protein 130
107302768,37.50093791,0.433486784,11.41044321,sushi domain containing 4
107283141,33.91610401,0.432888785,8.897950308,myotubularin related protein 10
107287878,36.41664321,0.432550563,10.1975453,uncharacterized LOC107287878
107300284,25.38171125,0.432080042,10.17840373,DNA repair protein RAD51 homolog 3-like
107292923,44.22065946,0.432060421,10.36069947,G protein-coupled receptor 20
107294415,44.13839186,0.431463966,11.57440554,tetratricopeptide repeat domain 4
107289003,27.92313263,0.43113849,8.349856004,copper chaperone for superoxide dismutase
107301114,37.80896725,0.431073374,11.95698245,neurofibromin-like
107291609,36.08513601,0.431042908,17.28677943,programmed cell death 1 ligand 1-like
107288615,42.62257322,0.430614486,13.4474109,insulin like growth factor binding protein-like 1
107290783,53.1583646,0.430164215,17.5350634,TEN1 CST complex subunit
107289697,41.41346949,0.429951176,14.22411919,PDZ and LIM domain protein 4-like
107291704,30.78886492,0.429780332,8.774196039,ATPase 13A3
107291892,20.09649168,0.429692931,8.226286128,ArfGAP with dual PH domains 1
107301344,25.12590225,0.429568696,10.97152587,transmembrane protein 242-like
107283960,37.03440273,0.428903319,13.29592299,N-methylpurine DNA glycosylase
107291700,23.98014312,0.428818237,9.939831753,D-beta-hydroxybutyrate dehydrogenase mitochondrial-like
107293740,23.86714283,0.428159979,8.543504621,C-type lectin domain family 3 member B
107284704,34.17502716,0.428009622,9.186048845,frizzled class receptor 9
107302484,58.8808688,0.427775979,12.67844377,triple QxxK/R motif containing
107284258,43.19312788,0.427730943,18.69095095,HECT and RLD domain containing E3 ubiquitin protein ligase 2
107294303,41.32322964,0.42768454,14.94853862,activin A receptor type IIA
107284384,39.91267483,0.42701107,13.76358124,glycerol-3-phosphate dehydrogenase 1-like
107298966,19.63833317,0.426330163,8.421639578,RING finger protein 121-like
107286668,34.79404755,0.426164974,13.01213261,rhomboid domain containing 1
107293320,37.22834211,0.425882557,10.39092578,period circadian clock 2
107290026,54.52340414,0.425706564,12.87046253,tumor protein p63 regulated 1-like
107289779,24.95553936,0.425447286,9.019070204,DIS3 like exosome 3'-5' exoribonuclease
107294107,46.44725589,0.4253955,19.12195808,glia maturation factor beta
107285274,45.81571355,0.425036873,14.3907224,polymerase (DNA) lambda
107291870,45.80134419,0.424635064,9.553806917,leucine rich repeat neuronal 1
107300987,56.74871374,0.42461626,13.06960804,golgin subfamily A member 2-like
107292787,31.49280029,0.424237327,8.876548307,Fas apoptotic inhibitory molecule 2
107302242,37.26872865,0.423709451,12.17046365,testis specific 10
107292110,43.57248454,0.42355239,12.44542828,nuclear envelope integral membrane protein 2-like
107286455,21.36904959,0.4233085,8.208868386,PITPNM family member 3
107288678,82.36613725,0.423264227,16.13668613,T-cell leukemia translocation altered
107285597,45.43700766,0.422982942,12.49506429,nuclear receptor interacting protein 1
107302003,25.16924894,0.422633118,7.77912081,transcription intermediary factor 1-alpha-like
107298658,30.69704103,0.422488578,8.834075025,uncharacterized LOC107298658
107285968,29.2097178,0.422323782,10.59981427,angel homolog 1 (Drosophila)
107295579,37.51217341,0.421749911,10.08697867,cortexin-3-like
107284161,19.81070983,0.421092359,7.65028,lysosomal protective protein-like
107284577,29.25461556,0.420923222,8.860636187,family with sequence similarity 110 member C
107292296,29.33944682,0.420922677,10.68077823,3'(2') 5'-bisphosphate nucleotidase 1
107287679,23.13350002,0.420630954,10.0409981,ARP8 actin-related protein 8 homolog (yeast)
107282938,19.74335439,0.42016237,7.765966752,uncharacterized LOC107282938
107300040,22.49539774,0.419845775,8.492806074,C-Maf-inducing protein
107286129,39.76310715,0.419541511,10.90065085,glycogen synthase kinase 3 beta
107288749,26.76594986,0.419295712,6.63815189,transmembrane protein 179B-like
107287154,17.940696,0.419279904,7.860002898,CGRP receptor component
107301674,28.69453561,0.419254805,9.747905781,uncharacterized LOC107301674
107291939,28.68962457,0.417786146,7.978644117,striatin 4
107290750,30.11768993,0.417595493,14.61081084,3-hydroxymethyl-3-methylglutaryl-CoA lyase
107297478,25.29287725,0.417180067,11.99002935,DNA repair protein RAD51 homolog 3-like
107288902,27.39497102,0.416964617,8.926597799,leucine rich repeat containing 29
107297540,33.59780653,0.416758983,7.135382405,solute carrier family 25 member 43
107296891,36.56811014,0.416682038,8.753359688,zinc finger protein 576-like
107299465,53.36791565,0.416200465,12.71309258,tubulointerstitial nephritis antigen-like 1
107297639,38.09974252,0.416122258,9.540325398,oxysterol binding protein like 5
107287461,24.33742596,0.416091644,9.076582699,GDNF-inducible zinc finger protein 1-like
107301205,16.19550444,0.416072733,6.547250462,HEAT repeat-containing protein 5A-like
107284416,40.44794899,0.415675313,11.60810182,solute carrier family 35 member E3
107289185,55.87564808,0.415415754,14.4217502,dystroglycan 1
107300563,30.29718568,0.415305059,9.030050312,cytochrome c oxidase subunit 6A2 mitochondrial
107302675,65.11390279,0.415152378,24.49230748,trafficking protein particle complex 11
107289472,25.47467554,0.415024007,12.50518192,myosin binding protein C slow type
107286059,66.97398685,0.414979137,26.4158748,toll interacting protein
107302727,24.49346908,0.414607337,9.294479646,lysosomal acid lipase/cholesteryl ester hydrolase-like
107283979,37.48539149,0.414420559,14.65353319,cell death-inducing p53 target 1
107286521,63.71922147,0.414303832,21.79350146,ubiquitin specific peptidase 9 X-linked
107290376,44.96901535,0.414083019,11.32332938,glyoxylate reductase 1 homolog (Arabidopsis)
107283162,33.07999792,0.413724221,13.34783594,methylmalonyl-CoA epimerase
107286446,31.30311337,0.413044854,9.128264383,DnaJ heat shock protein family (Hsp40) member C5 gamma
107296346,21.98299063,0.412941586,7.982304796,olfactory receptor 6J1-like
107287285,34.26528179,0.412846651,9.435977509,zinc and ring finger 3
107283012,29.61427367,0.412632198,8.841200357,transmembrane protein 170B
107299581,27.49058636,0.412479053,8.236460185,testis expressed 264
107284250,57.84753876,0.412361013,19.56020861,cohesin subunit SA-2-like
107301093,23.02388566,0.411750741,7.327032603,uncharacterized LOC107301093
107286725,31.77135172,0.411624962,7.737174414,cAMP-specific 3'5'-cyclic phosphodiesterase 4D-like
107293227,33.70442342,0.411546748,7.213259872,mitogen-activated protein kinase kinase kinase kinase 2
107292971,23.80719485,0.411170974,9.723999171,solute carrier family 25 (mitochondrial carrier; citrate transporter) member 1
107297642,23.9981128,0.410945563,7.496496709,carcinoembryonic antigen-related cell adhesion molecule 6-like
107303277,24.08346112,0.410415205,7.622652732,zinc finger MYM-type containing 3
