Orthogroup	P_troglodytes.pep	M_musculus.pep
OG0007535	ENSPTRG00000048751.1	ENSMUSG00000060701.1, ENSMUSG00000071276.1, ENSMUSG00000071275.1, ENSMUSG00000048062.4, ENSMUSG00000079700.7, ENSMUSG00000052270.7
OG0007536	ENSPTRG00000015423.6	ENSMUSG00000035048.13
OG0007537	ENSPTRG00000015413.5	ENSMUSG00000032553.14
OG0007538	ENSPTRG00000003881.4	ENSMUSG00000079478.9, ENSMUSG00000118125.1
OG0007539	ENSPTRG00000014071.6	ENSMUSG00000098615.4, ENSMUSG00000000325.16
OG0007540	ENSPTRG00000041568.2	ENSMUSG00000057207.2, ENSMUSG00000059873.4
OG0007540	ENSPTRG00000050823.1	ENSMUSG00000058884.6, ENSMUSG00000042863.5, ENSMUSG00000075206.1, ENSMUSG00000044923.4
OG0007541	ENSPTRG00000010731.6	ENSMUSG00000079033.10
OG0007542	ENSPTRG00000024067.6	ENSMUSG00000028637.16
OG0007546	ENSPTRG00000051391.1, ENSPTRG00000041553.2	ENSMUSG00000074489.9, ENSMUSG00000074483.2, ENSMUSG00000074486.2
OG0007547	ENSPTRG00000047938.1, ENSPTRG00000052267.1, ENSPTRG00000045622.1	ENSMUSG00000096805.2, ENSMUSG00000094102.1, ENSMUSG00000094322.2, ENSMUSG00000096459.1
OG0007548	ENSPTRG00000017895.7	ENSMUSG00000049561.9
OG0007549	ENSPTRG00000051419.1	ENSMUSG00000095377.2
OG0007550	ENSPTRG00000024332.6	ENSMUSG00000024457.16
OG0007551	ENSPTRG00000048543.1, ENSPTRG00000050068.1	ENSMUSG00000079479.2, ENSMUSG00000079476.1, ENSMUSG00000109745.1, ENSMUSG00000081443.2
OG0007552	ENSPTRG00000018014.7	ENSMUSG00000057246.16
OG0007553	ENSPTRG00000048781.1, ENSPTRG00000048996.1, ENSPTRG00000042674.1	ENSMUSG00000063106.6, ENSMUSG00000063867.2
OG0007553	ENSPTRG00000006130.2	ENSMUSG00000095030.2, ENSMUSG00000094140.2
OG0007554	ENSPTRG00000017917.7	ENSMUSG00000058063.4
OG0007555	ENSPTRG00000017918.7	ENSMUSG00000073399.9
OG0007556	ENSPTRG00000017920.7	ENSMUSG00000050747.14
OG0007581	ENSPTRG00000002984.7	ENSMUSG00000057858.8
OG0007582	ENSPTRG00000002982.6	ENSMUSG00000040022.14
OG0007583	ENSPTRG00000002978.3	ENSMUSG00000040901.8
OG0007584	ENSPTRG00000002976.6	ENSMUSG00000041362.17
OG0007585	ENSPTRG00000000878.6	ENSMUSG00000039047.17
OG0007586	ENSPTRG00000002975.5	ENSMUSG00000048029.10
OG0007587	ENSPTRG00000012674.6	ENSMUSG00000027099.9
OG0007588	ENSPTRG00000002974.5	ENSMUSG00000025092.7
OG0007589	ENSPTRG00000028264.4	ENSMUSG00000050332.7
OG0007590	ENSPTRG00000012667.3	ENSMUSG00000050368.4
OG0007591	ENSPTRG00000012061.7	ENSMUSG00000047013.15
OG0007592	ENSPTRG00000012666.6	ENSMUSG00000042499.13
OG0007593	ENSPTRG00000006363.6	ENSMUSG00000055128.15
OG0007594	ENSPTRG00000012662.6	ENSMUSG00000009207.15
OG0007595	ENSPTRG00000000194.6	ENSMUSG00000116181.1, ENSMUSG00000051435.11
OG0007597	ENSPTRG00000001403.5	ENSMUSG00000042672.15
OG0007598	ENSPTRG00000002966.6	ENSMUSG00000025089.15
OG0007599	ENSPTRG00000022186.6	ENSMUSG00000031283.16
OG0007601	ENSPTRG00000021348.7	ENSMUSG00000035403.10
OG0007602	ENSPTRG00000011124.6	ENSMUSG00000002980.14
OG0007603	ENSPTRG00000004321.6	ENSMUSG00000035382.9
OG0007604	ENSPTRG00000002961.7	ENSMUSG00000025085.16
OG0007605	ENSPTRG00000008549.5	ENSMUSG00000000282.12
OG0007606	ENSPTRG00000008158.5	ENSMUSG00000040631.8
OG0007607	ENSPTRG00000017688.5	ENSMUSG00000059288.14
OG0007608	ENSPTRG00000013360.7	ENSMUSG00000027469.16
OG0007609	ENSPTRG00000007514.6	ENSMUSG00000030513.14
OG0007610	ENSPTRG00000007887.6	ENSMUSG00000030871.11
OG0007611	ENSPTRG00000007180.5	ENSMUSG00000032816.15
OG0007612	ENSPTRG00000017702.7	ENSMUSG00000054889.10
OG0007613	ENSPTRG00000021969.5	ENSMUSG00000035045.17
OG0007614	ENSPTRG00000014882.5	ENSMUSG00000032478.14
OG0007615	ENSPTRG00000021968.6	ENSMUSG00000035062.13
OG0007616	ENSPTRG00000007183.5	ENSMUSG00000033629.6
OG0007617	ENSPTRG00000017705.6	ENSMUSG00000039004.6
OG0007618	ENSPTRG00000013571.4	ENSMUSG00000039873.4
OG0007619	ENSPTRG00000010462.6	ENSMUSG00000003299.10
OG0007620	ENSPTRG00000006128.7	ENSMUSG00000049532.11
OG0007621	ENSPTRG00000021397.6	ENSMUSG00000059013.12
OG0007622	ENSPTRG00000048795.1	ENSMUSG00000038982.10
OG0007623	ENSPTRG00000047141.1, ENSPTRG00000007305.5	ENSMUSG00000032911.6
OG0007624	ENSPTRG00000030235.3	ENSMUSG00000049556.5
OG0007625	ENSPTRG00000006332.6	ENSMUSG00000034761.15
OG0007626	ENSPTRG00000010703.4	ENSMUSG00000056204.8
OG0007627	ENSPTRG00000008147.6	ENSMUSG00000034361.10
OG0007628	ENSPTRG00000006345.6	ENSMUSG00000021806.4
OG0007629	ENSPTRG00000017714.5	ENSMUSG00000021359.16
OG0007630	ENSPTRG00000007326.6	ENSMUSG00000032329.4
OG0007631	ENSPTRG00000034484.3	ENSMUSG00000015087.14
OG0007632	ENSPTRG00000007323.4	ENSMUSG00000074305.9
OG0007633	ENSPTRG00000012308.5	ENSMUSG00000079588.3
OG0007634	ENSPTRG00000002524.6	ENSMUSG00000048701.13
OG0007635	ENSPTRG00000017722.4	ENSMUSG00000021363.14
OG0007636	ENSPTRG00000012307.4	ENSMUSG00000041945.12
OG0007637	ENSPTRG00000012305.3	ENSMUSG00000026062.12
OG0007638	ENSPTRG00000017724.4	ENSMUSG00000021362.7
OG0007639	ENSPTRG00000007320.5	ENSMUSG00000032322.14
OG0007640	ENSPTRG00000017725.5	ENSMUSG00000038651.15
OG0007641	ENSPTRG00000012302.4	ENSMUSG00000026070.15
OG0007642	ENSPTRG00000023849.4	ENSMUSG00000021364.16
OG0007643	ENSPTRG00000006330.6	ENSMUSG00000054894.6
OG0007644	ENSPTRG00000017727.6	ENSMUSG00000021365.15
OG0007645	ENSPTRG00000002521.5	ENSMUSG00000037747.9
OG0007646	ENSPTRG00000029856.2	ENSMUSG00000087370.3
OG0007647	ENSPTRG00000052106.1, ENSPTRG00000013354.4	ENSMUSG00000000359.3
OG0007648	ENSPTRG00000002520.5	ENSMUSG00000014329.14
OG0007649	ENSPTRG00000022156.3	ENSMUSG00000047230.6
OG0007650	ENSPTRG00000006328.6	ENSMUSG00000034801.13
OG0007651	ENSPTRG00000015381.6	ENSMUSG00000030123.15
OG0007652	ENSPTRG00000017730.4	ENSMUSG00000021367.8
OG0007653	ENSPTRG00000008903.6	ENSMUSG00000020826.9
OG0007654	ENSPTRG00000012294.5	ENSMUSG00000026074.15
OG0007655	ENSPTRG00000012767.5	ENSMUSG00000041303.7
OG0007656	ENSPTRG00000051928.1	ENSMUSG00000066197.5
OG0007657	ENSPTRG00000020210.4	ENSMUSG00000031491.10
OG0007658	ENSPTRG00000020209.6	ENSMUSG00000031492.13
OG0007659	ENSPTRG00000015376.5	ENSMUSG00000030321.15
OG0007660	ENSPTRG00000021497.5	ENSMUSG00000079502.8
OG0007662	ENSPTRG00000020148.6	ENSMUSG00000046152.16
OG0007663	ENSPTRG00000014619.6	ENSMUSG00000030298.10
OG0007664	ENSPTRG00000000482.3	ENSMUSG00000047945.6
OG0007665	ENSPTRG00000001478.7	ENSMUSG00000028072.6
OG0007666	ENSPTRG00000043259.1	ENSMUSG00000033933.13
OG0007667	ENSPTRG00000010067.2	ENSMUSG00000047259.3
OG0007668	ENSPTRG00000023245.4	ENSMUSG00000030257.16
OG0007669	ENSPTRG00000016763.6	ENSMUSG00000022195.7
OG0007670	ENSPTRG00000000476.4	ENSMUSG00000028798.16
OG0007671	ENSPTRG00000001480.6	ENSMUSG00000028073.15
OG0007672	ENSPTRG00000021318.5	ENSMUSG00000026885.13
OG0007673	ENSPTRG00000012086.6	ENSMUSG00000034930.16
OG0007674	ENSPTRG00000000132.5	ENSMUSG00000028975.16
OG0007675	ENSPTRG00000013199.5	ENSMUSG00000027316.15
OG0007676	ENSPTRG00000003889.7	ENSMUSG00000024927.8
OG0007677	ENSPTRG00000020924.7	ENSMUSG00000078716.10
OG0007679	ENSPTRG00000000474.6	ENSMUSG00000040795.12
OG0007680	ENSPTRG00000014583.4	ENSMUSG00000030254.16
OG0007681	ENSPTRG00000000473.7	ENSMUSG00000028795.15
OG0007682	ENSPTRG00000014582.5	ENSMUSG00000049112.9
OG0007683	ENSPTRG00000000472.5	ENSMUSG00000053841.15
OG0007684	ENSPTRG00000021565.4	ENSMUSG00000036186.5
OG0007685	ENSPTRG00000014891.7	ENSMUSG00000025650.13
OG0007686	ENSPTRG00000013196.5	ENSMUSG00000027309.18
OG0007687	ENSPTRG00000007350.4	ENSMUSG00000032363.15
OG0007688	ENSPTRG00000001395.3	ENSMUSG00000047824.13
OG0007689	ENSPTRG00000044719.1	ENSMUSG00000028990.13
OG0007690	ENSPTRG00000007153.4	ENSMUSG00000032381.5
OG0007691	ENSPTRG00000007016.5	ENSMUSG00000033396.13
OG0007692	ENSPTRG00000003089.5	ENSMUSG00000025474.9
OG0007693	ENSPTRG00000018579.6	ENSMUSG00000038876.12
OG0007694	ENSPTRG00000001260.5	ENSMUSG00000038612.16
OG0007695	ENSPTRG00000001286.6	ENSMUSG00000005774.12
OG0007696	ENSPTRG00000012776.4	ENSMUSG00000025978.14
OG0007697	ENSPTRG00000000539.3	ENSMUSG00000050188.8
OG0007698	ENSPTRG00000007101.5	ENSMUSG00000036030.9
OG0007699	ENSPTRG00000006170.4	ENSMUSG00000022203.7
OG0007700	ENSPTRG00000051328.1	ENSMUSG00000054675.5
OG0007701	ENSPTRG00000000256.6	ENSMUSG00000041025.15
OG0007702	ENSPTRG00000031102.4	ENSMUSG00000010154.7
OG0007703	ENSPTRG00000043675.1	ENSMUSG00000043496.7
OG0007704	ENSPTRG00000021588.6	ENSMUSG00000015085.8
OG0007705	ENSPTRG00000008501.4	ENSMUSG00000040220.10
OG0007706	ENSPTRG00000019027.6	ENSMUSG00000063568.11
OG0007707	ENSPTRG00000021979.7	ENSMUSG00000031214.13
OG0007708	ENSPTRG00000029669.3	ENSMUSG00000072662.2
OG0007709	ENSPTRG00000004792.6	ENSMUSG00000040112.9
OG0007710	ENSPTRG00000052537.1, ENSPTRG00000019019.5	ENSMUSG00000000938.11
OG0007711	ENSPTRG00000021973.4	ENSMUSG00000044206.3
OG0007712	ENSPTRG00000004707.5	ENSMUSG00000003031.14
OG0007713	ENSPTRG00000047796.1, ENSPTRG00000019017.4	ENSMUSG00000038236.8
OG0007714	ENSPTRG00000019015.3, ENSPTRG00000048699.1	ENSMUSG00000038253.6
OG0007715	ENSPTRG00000019010.7, ENSPTRG00000048196.1	ENSMUSG00000029844.9
OG0007716	ENSPTRG00000019007.4	ENSMUSG00000059182.7
OG0007717	ENSPTRG00000014788.5	ENSMUSG00000040936.15
OG0007718	ENSPTRG00000014791.5	ENSMUSG00000032532.7
OG0007719	ENSPTRG00000014866.6	ENSMUSG00000044791.16
OG0007720	ENSPTRG00000005411.5	ENSMUSG00000042096.15
OG0007721	ENSPTRG00000019511.6	ENSMUSG00000037364.12
OG0007722	ENSPTRG00000012019.6	ENSMUSG00000029994.17
OG0007724	ENSPTRG00000021325.6	ENSMUSG00000047250.13
OG0007725	ENSPTRG00000000580.5	ENSMUSG00000028654.13
OG0007726	ENSPTRG00000013456.5	ENSMUSG00000027628.10
OG0007727	ENSPTRG00000010204.5	ENSMUSG00000020131.14
OG0007728	ENSPTRG00000003776.6, ENSPTRG00000050814.1	ENSMUSG00000071650.6
OG0007729	ENSPTRG00000001297.6	ENSMUSG00000041912.12
OG0007730	ENSPTRG00000033946.3	ENSMUSG00000029175.17
OG0007731	ENSPTRG00000007196.4	ENSMUSG00000032400.18
OG0007732	ENSPTRG00000000577.7	ENSMUSG00000028651.12
OG0007733	ENSPTRG00000012128.5	ENSMUSG00000055799.13
OG0007734	ENSPTRG00000012056.4	ENSMUSG00000033720.12
OG0007735	ENSPTRG00000007198.5	ENSMUSG00000036867.7
OG0007736	ENSPTRG00000013508.7	ENSMUSG00000017868.16
OG0007737	ENSPTRG00000015972.5	ENSMUSG00000029108.14
OG0007738	ENSPTRG00000013510.7	ENSMUSG00000017861.11
OG0007739	ENSPTRG00000007205.6	ENSMUSG00000037801.13
OG0007740	ENSPTRG00000048009.1, ENSPTRG00000007815.7	ENSMUSG00000030834.7
OG0007741	ENSPTRG00000009427.6	ENSMUSG00000020553.8
OG0007742	ENSPTRG00000008459.5	ENSMUSG00000006517.5
OG0007743	ENSPTRG00000000501.5	ENSMUSG00000028789.16
OG0007744	ENSPTRG00000008461.4	ENSMUSG00000014470.4
OG0007745	ENSPTRG00000007212.4	ENSMUSG00000032245.12
OG0007746	ENSPTRG00000008462.5	ENSMUSG00000049482.16
OG0007747	ENSPTRG00000007214.6	ENSMUSG00000032244.9
OG0007748	ENSPTRG00000016759.3	ENSMUSG00000025370.7
OG0007749	ENSPTRG00000014545.6	ENSMUSG00000008690.15
OG0007750	ENSPTRG00000010738.7	ENSMUSG00000031858.16
OG0007751	ENSPTRG00000011214.5, ENSPTRG00000046930.1	ENSMUSG00000074364.6
OG0007752	ENSPTRG00000003281.4	ENSMUSG00000044465.19
OG0007753	ENSPTRG00000050821.1	ENSMUSG00000015711.8
OG0007755	ENSPTRG00000018857.6	ENSMUSG00000029557.7
OG0007756	ENSPTRG00000018858.6	ENSMUSG00000036639.12
OG0007757	ENSPTRG00000012032.6	ENSMUSG00000030000.10
OG0007758	ENSPTRG00000048266.1, ENSPTRG00000018861.6	ENSMUSG00000036599.10
OG0007759	ENSPTRG00000014456.7, ENSPTRG00000047863.1	ENSMUSG00000058586.12
OG0007760	ENSPTRG00000021499.4	ENSMUSG00000026805.14
OG0007761	ENSPTRG00000011094.5	ENSMUSG00000054342.8
OG0007762	ENSPTRG00000033935.3	ENSMUSG00000018040.9
OG0007763	ENSPTRG00000009012.6	ENSMUSG00000020692.14
OG0007764	ENSPTRG00000042132.2	ENSMUSG00000036306.13
OG0007765	ENSPTRG00000014460.6	ENSMUSG00000041815.14
OG0007766	ENSPTRG00000022036.4	ENSMUSG00000033965.10
OG0007767	ENSPTRG00000016752.5	ENSMUSG00000040420.15
OG0007768	ENSPTRG00000045173.1	ENSMUSG00000037326.10
OG0007769	ENSPTRG00000045628.1	ENSMUSG00000046449.15
OG0007770	ENSPTRG00000020149.5	ENSMUSG00000031578.5
OG0007771	ENSPTRG00000004049.6	ENSMUSG00000030706.17
OG0007772	ENSPTRG00000012847.6	ENSMUSG00000025963.5
OG0007773	ENSPTRG00000012846.5	ENSMUSG00000025964.15
OG0007774	ENSPTRG00000010259.6	ENSMUSG00000034818.17
OG0007775	ENSPTRG00000029052.3	ENSMUSG00000027520.15
OG0007776	ENSPTRG00000007104.6	ENSMUSG00000037674.15
OG0007777	ENSPTRG00000046221.1	ENSMUSG00000023571.4
OG0007778	ENSPTRG00000010788.4	ENSMUSG00000021217.7
OG0007779	ENSPTRG00000010786.4	ENSMUSG00000043456.17
OG0007780	ENSPTRG00000048672.1	ENSMUSG00000037166.5
OG0007781	ENSPTRG00000010782.6	ENSMUSG00000002068.16
OG0007782	ENSPTRG00000000341.6	ENSMUSG00000037139.15
OG0007783	ENSPTRG00000033884.2	ENSMUSG00000001588.12
OG0007784	ENSPTRG00000024370.3	ENSMUSG00000062585.11
OG0007785	ENSPTRG00000003844.7	ENSMUSG00000106685.3, ENSMUSG00000032946.16
OG0007786	ENSPTRG00000024216.5	ENSMUSG00000042650.3
OG0007787	ENSPTRG00000000340.5	ENSMUSG00000028673.10
OG0007788	ENSPTRG00000008178.6	ENSMUSG00000048400.13
OG0007789	ENSPTRG00000021476.7, ENSPTRG00000045766.1	ENSMUSG00000039356.15
OG0007790	ENSPTRG00000012839.6	ENSMUSG00000025969.15
OG0007791	ENSPTRG00000008846.6	ENSMUSG00000020536.12
OG0007792	ENSPTRG00000012852.5	ENSMUSG00000025956.10
OG0007793	ENSPTRG00000007392.5	ENSMUSG00000025105.10
OG0007794	ENSPTRG00000012838.5	ENSMUSG00000052062.14
OG0007795	ENSPTRG00000000150.4	ENSMUSG00000029005.4
OG0007796	ENSPTRG00000014231.6	ENSMUSG00000020412.16
OG0007797	ENSPTRG00000012782.5	ENSMUSG00000038323.3
OG0007798	ENSPTRG00000002545.4	ENSMUSG00000042846.8
OG0007799	ENSPTRG00000012831.7	ENSMUSG00000026014.15
OG0007800	ENSPTRG00000001528.5	ENSMUSG00000026544.6
OG0007801	ENSPTRG00000012830.7	ENSMUSG00000026782.15
OG0007802	ENSPTRG00000002727.7	ENSMUSG00000024776.18
OG0007803	ENSPTRG00000002546.4	ENSMUSG00000036764.12
OG0007804	ENSPTRG00000010996.7	ENSMUSG00000053198.14
OG0007805	ENSPTRG00000002511.4	ENSMUSG00000024868.8
OG0007806	ENSPTRG00000000154.7	ENSMUSG00000029016.13
OG0007807	ENSPTRG00000002726.4	ENSMUSG00000024774.16
OG0007808	ENSPTRG00000024075.4	ENSMUSG00000034739.17
OG0007809	ENSPTRG00000000335.4	ENSMUSG00000028668.5
OG0007810	ENSPTRG00000011054.6	ENSMUSG00000043843.17
OG0007811	ENSPTRG00000048830.1	ENSMUSG00000052613.16
OG0007812	ENSPTRG00000006725.5	ENSMUSG00000040867.13
OG0007813	ENSPTRG00000013454.3	ENSMUSG00000038085.13
OG0007814	ENSPTRG00000022000.6	ENSMUSG00000009670.11
OG0007815	ENSPTRG00000012823.4	ENSMUSG00000026019.15
OG0007816	ENSPTRG00000007881.4	ENSMUSG00000046321.8
OG0007817	ENSPTRG00000006719.5	ENSMUSG00000048856.9
OG0007818	ENSPTRG00000002554.6	ENSMUSG00000020070.18
OG0007819	ENSPTRG00000012821.6	ENSMUSG00000041040.12
OG0007820	ENSPTRG00000016344.6	ENSMUSG00000028030.12
OG0007821	ENSPTRG00000029076.5	ENSMUSG00000067336.6
OG0007822	ENSPTRG00000016343.4	ENSMUSG00000040998.18
OG0007823	ENSPTRG00000016341.6	ENSMUSG00000028018.15
OG0007824	ENSPTRG00000006714.7	ENSMUSG00000058070.14
OG0007825	ENSPTRG00000002557.5	ENSMUSG00000071253.8
OG0007826	ENSPTRG00000016340.5	ENSMUSG00000028016.9
OG0007827	ENSPTRG00000012818.3	ENSMUSG00000026020.9
OG0007828	ENSPTRG00000002715.6	ENSMUSG00000024896.9
OG0007829	ENSPTRG00000016338.3	ENSMUSG00000040969.14
OG0007830	ENSPTRG00000007493.6	ENSMUSG00000030554.16
OG0007831	ENSPTRG00000002508.7	ENSMUSG00000052595.8
OG0007832	ENSPTRG00000007495.5	ENSMUSG00000030556.13
OG0007833	ENSPTRG00000004007.6	ENSMUSG00000037541.21
OG0007834	ENSPTRG00000007092.6	ENSMUSG00000044976.17
OG0007835	ENSPTRG00000006712.6	ENSMUSG00000021260.8
OG0007836	ENSPTRG00000024353.4	ENSMUSG00000036955.16
OG0007837	ENSPTRG00000006709.6	ENSMUSG00000021258.10
OG0007838	ENSPTRG00000017242.6	ENSMUSG00000020387.15
OG0007839	ENSPTRG00000007644.6	ENSMUSG00000024132.6
OG0007840	ENSPTRG00000003490.6	ENSMUSG00000027180.12
OG0007841	ENSPTRG00000023792.5	ENSMUSG00000053091.16
OG0007842	ENSPTRG00000003491.6	ENSMUSG00000032698.15
OG0007843	ENSPTRG00000007507.6	ENSMUSG00000030509.17
OG0007844	ENSPTRG00000000250.5	ENSMUSG00000040972.8
OG0007845	ENSPTRG00000017246.7	ENSMUSG00000036391.16
OG0007846	ENSPTRG00000013567.6	ENSMUSG00000017307.16
OG0007847	ENSPTRG00000003886.3	ENSMUSG00000004054.9
OG0007848	ENSPTRG00000044442.1	ENSMUSG00000068966.10
OG0007849	ENSPTRG00000012028.6	ENSMUSG00000029998.14
OG0007850	ENSPTRG00000015730.6	ENSMUSG00000033306.15
OG0007851	ENSPTRG00000017247.3	ENSMUSG00000021501.4
OG0007852	ENSPTRG00000008866.6	ENSMUSG00000001039.12
OG0007853	ENSPTRG00000022939.5	ENSMUSG00000026969.3
OG0007854	ENSPTRG00000047489.1, ENSPTRG00000019678.5	ENSMUSG00000001763.14
OG0007855	ENSPTRG00000007299.5	ENSMUSG00000032295.15
OG0007856	ENSPTRG00000008476.6	ENSMUSG00000035569.17
OG0007857	ENSPTRG00000017258.5	ENSMUSG00000048904.5
OG0007858	ENSPTRG00000017259.4	ENSMUSG00000021508.11
OG0007859	ENSPTRG00000017260.5	ENSMUSG00000021509.5
OG0007860	ENSPTRG00000017264.6	ENSMUSG00000035493.10
OG0007861	ENSPTRG00000019683.6	ENSMUSG00000058440.14
OG0007862	ENSPTRG00000008936.7	ENSMUSG00000017386.10
OG0007863	ENSPTRG00000008482.4	ENSMUSG00000019278.5
OG0007864	ENSPTRG00000003499.5	ENSMUSG00000010911.12
OG0007865	ENSPTRG00000047600.1	ENSMUSG00000021018.8
OG0007866	ENSPTRG00000041691.2	ENSMUSG00000037972.7
OG0007867	ENSPTRG00000050969.1, ENSPTRG00000019505.4	ENSMUSG00000029711.13
OG0007868	ENSPTRG00000014761.6	ENSMUSG00000042787.15
OG0007869	ENSPTRG00000014760.7	ENSMUSG00000061393.14
OG0007870	ENSPTRG00000003197.7	ENSMUSG00000070424.12
OG0007872	ENSPTRG00000002164.6	ENSMUSG00000039783.15
OG0007873	ENSPTRG00000038697.2	ENSMUSG00000057506.5
OG0007874	ENSPTRG00000015276.6	ENSMUSG00000034206.15
OG0007875	ENSPTRG00000039212.2, ENSPTRG00000022977.4	ENSMUSG00000018565.17
OG0007876	ENSPTRG00000012809.7	ENSMUSG00000079550.9
OG0007877	ENSPTRG00000002845.7	ENSMUSG00000037578.4
OG0007878	ENSPTRG00000016809.4	ENSMUSG00000054263.12
OG0007879	ENSPTRG00000012808.6	ENSMUSG00000038079.14
OG0007880	ENSPTRG00000015269.4	ENSMUSG00000022816.11
OG0007881	ENSPTRG00000016808.6	ENSMUSG00000042961.13
OG0007882	ENSPTRG00000002849.5	ENSMUSG00000036961.5
OG0007883	ENSPTRG00000012613.5	ENSMUSG00000027070.14
OG0007884	ENSPTRG00000015268.3	ENSMUSG00000034158.9
OG0007885	ENSPTRG00000007555.4	ENSMUSG00000025738.8
OG0007886	ENSPTRG00000020110.5	ENSMUSG00000022034.10
OG0007887	ENSPTRG00000015267.6	ENSMUSG00000046961.8
OG0007888	ENSPTRG00000012804.4	ENSMUSG00000026028.12
OG0007889	ENSPTRG00000016807.5	ENSMUSG00000022144.4
OG0007890	ENSPTRG00000016806.5	ENSMUSG00000039828.7
OG0007891	ENSPTRG00000019991.5	ENSMUSG00000014453.4
OG0007892	ENSPTRG00000009537.4	ENSMUSG00000040548.16
OG0007893	ENSPTRG00000046461.1	ENSMUSG00000031139.15
OG0007894	ENSPTRG00000016804.5	ENSMUSG00000022142.8
OG0007895	ENSPTRG00000009535.6	ENSMUSG00000020715.9
OG0007896	ENSPTRG00000022330.6	ENSMUSG00000031138.4
OG0007897	ENSPTRG00000010680.6	ENSMUSG00000034807.9
OG0007898	ENSPTRG00000018889.6	ENSMUSG00000066640.11
OG0007899	ENSPTRG00000011143.6	ENSMUSG00000057667.7
OG0007900	ENSPTRG00000012614.6	ENSMUSG00000063145.10
OG0007901	ENSPTRG00000007438.6	ENSMUSG00000039099.7
OG0007902	ENSPTRG00000007357.3	ENSMUSG00000039313.14
OG0007903	ENSPTRG00000047836.1	ENSMUSG00000031169.13
OG0007904	ENSPTRG00000047265.1, ENSPTRG00000000084.7	ENSMUSG00000028937.14
OG0007905	ENSPTRG00000001430.6	ENSMUSG00000068921.14
OG0007906	ENSPTRG00000041628.2	ENSMUSG00000079654.3
OG0007907	ENSPTRG00000024081.6	ENSMUSG00000029033.16
OG0007908	ENSPTRG00000008430.4	ENSMUSG00000031821.11
OG0007909	ENSPTRG00000021369.7	ENSMUSG00000070953.13
OG0007910	ENSPTRG00000047603.1	ENSMUSG00000031148.14
OG0007911	ENSPTRG00000010142.5	ENSMUSG00000042570.14
OG0007912	ENSPTRG00000011131.6	ENSMUSG00000002981.10
OG0007913	ENSPTRG00000002311.6	ENSMUSG00000109865.1
OG0007914	ENSPTRG00000010307.6	ENSMUSG00000003199.16
OG0007915	ENSPTRG00000052408.1, ENSPTRG00000021882.6	ENSMUSG00000039382.12
OG0007917	ENSPTRG00000001626.5	ENSMUSG00000040596.15
OG0007918	ENSPTRG00000007365.7	ENSMUSG00000052353.13
OG0007919	ENSPTRG00000002314.7	ENSMUSG00000026648.18
OG0007920	ENSPTRG00000042009.2	ENSMUSG00000027088.10
OG0007921	ENSPTRG00000008435.5	ENSMUSG00000041515.10
OG0007922	ENSPTRG00000010326.6	ENSMUSG00000001228.14
OG0007923	ENSPTRG00000012619.6	ENSMUSG00000042155.3
OG0007924	ENSPTRG00000007366.4	ENSMUSG00000038503.15
OG0007925	ENSPTRG00000001436.6	ENSMUSG00000068923.14
OG0007926	ENSPTRG00000016318.5	ENSMUSG00000053897.15
OG0007928	ENSPTRG00000000842.5	ENSMUSG00000036390.8
OG0007929	ENSPTRG00000011021.6	ENSMUSG00000002603.15
OG0007930	ENSPTRG00000010322.6	ENSMUSG00000047123.8
OG0007931	ENSPTRG00000001438.7	ENSMUSG00000028060.14
OG0007932	ENSPTRG00000000845.5	ENSMUSG00000028173.10
OG0007933	ENSPTRG00000016313.3	ENSMUSG00000046818.7
OG0007934	ENSPTRG00000001418.7	ENSMUSG00000028049.15
OG0007935	ENSPTRG00000017843.6	ENSMUSG00000006179.9
OG0007936	ENSPTRG00000016311.5	ENSMUSG00000074212.7
OG0007937	ENSPTRG00000000846.4	ENSMUSG00000028174.12
OG0007938	ENSPTRG00000015925.4	ENSMUSG00000061535.11
OG0007940	ENSPTRG00000048906.1	ENSMUSG00000044308.17
OG0007941	ENSPTRG00000016784.5	ENSMUSG00000022247.12
OG0007942	ENSPTRG00000016310.5	ENSMUSG00000091512.5
OG0007943	ENSPTRG00000000848.7	ENSMUSG00000028176.13
OG0007944	ENSPTRG00000050509.1	ENSMUSG00000031953.2
OG0007945	ENSPTRG00000011295.3	ENSMUSG00000003423.15
OG0007946	ENSPTRG00000039157.2	ENSMUSG00000090066.2
OG0007947	ENSPTRG00000029149.2	ENSMUSG00000075304.2
OG0007948	ENSPTRG00000000850.5	ENSMUSG00000063052.9
OG0007949	ENSPTRG00000023619.5	ENSMUSG00000028158.14
OG0007950	ENSPTRG00000008004.6	ENSMUSG00000030830.18
OG0007951	ENSPTRG00000000853.4	ENSMUSG00000039988.14
OG0007952	ENSPTRG00000020271.6	ENSMUSG00000066324.2
OG0007953	ENSPTRG00000022040.6	ENSMUSG00000073016.3
OG0007954	ENSPTRG00000000854.3	ENSMUSG00000028179.12
OG0007955	ENSPTRG00000045565.1	ENSMUSG00000033227.7
OG0007956	ENSPTRG00000008542.7	ENSMUSG00000078789.9
OG0007957	ENSPTRG00000048448.1	ENSMUSG00000037145.14, ENSMUSG00000058287.5
OG0007958	ENSPTRG00000011259.5	ENSMUSG00000030825.19
OG0007959	ENSPTRG00000016209.6	ENSMUSG00000029337.2
OG0007960	ENSPTRG00000007995.5	ENSMUSG00000042502.10
