Orthogroup	P_troglodytes.pep	N_naja.pep
OG0006872	ENSPTRG00000004177.6	Nana25307-RA
OG0006873	ENSPTRG00000016355.3	Nana17860-RA, Nana17860-RB
OG0006874	ENSPTRG00000032462.4	Nana25308-RA
OG0006875	ENSPTRG00000016199.5	Nana17612-RB, Nana17612-RA
OG0006876	ENSPTRG00000004137.6	Nana25385-RE, Nana25385-RD, Nana25385-RA
OG0006877	ENSPTRG00000004134.3	Nana25388-RB, Nana25388-RA
OG0006878	ENSPTRG00000051535.1, ENSPTRG00000004129.4	Nana25407-RA
OG0006879	ENSPTRG00000004128.7	Nana25408-RB, Nana25408-RA
OG0006880	ENSPTRG00000004126.5	Nana25410-RB, Nana25410-RA
OG0006881	ENSPTRG00000028459.2	Nana25416-RA
OG0006882	ENSPTRG00000010015.4	Nana12585-RB
OG0006883	ENSPTRG00000010011.5	Nana12589-RA
OG0006884	ENSPTRG00000010010.4	Nana12594-RA
OG0006885	ENSPTRG00000010006.6	Nana12602-RA
OG0006886	ENSPTRG00000016893.6	Nana12330-RA
OG0006887	ENSPTRG00000016887.7	Nana12339-RA
OG0006888	ENSPTRG00000016883.5	Nana12342-RB, Nana12342-RA
OG0006889	ENSPTRG00000016873.5	Nana12348-RA
OG0006890	ENSPTRG00000016859.5	Nana12366-RA
OG0006891	ENSPTRG00000016854.3	Nana12381-RA
OG0006892	ENSPTRG00000016845.6	Nana12391-RA
OG0006893	ENSPTRG00000052013.1, ENSPTRG00000016842.6	Nana12393-RA
OG0006894	ENSPTRG00000016824.5	Nana12405-RA
OG0006895	ENSPTRG00000016817.7	Nana12412-RB, Nana12412-RA
OG0006896	ENSPTRG00000016816.4	Nana39753-RA, Nana12414-RA, Nana12413-RA
OG0006898	ENSPTRG00000048427.1, ENSPTRG00000016906.5	Nana12309-RA
OG0006899	ENSPTRG00000016931.7	Nana12272-RA
OG0006900	ENSPTRG00000022683.4	Nana12269-RA, Nana12269-RB
OG0006901	ENSPTRG00000016941.6	Nana12256-RA
OG0006902	ENSPTRG00000023686.5	Nana12248-RA, Nana12247-RA
OG0006903	ENSPTRG00000017028.4	Nana12246-RA, Nana12246-RB
OG0006904	ENSPTRG00000017022.3	Nana12241-RA
OG0006905	ENSPTRG00000017020.6	Nana12240-RA, Nana12240-RB
OG0006906	ENSPTRG00000017008.5	Nana12223-RA
OG0006907	ENSPTRG00000016979.6	Nana12183-RA
OG0006908	ENSPTRG00000016978.6	Nana12169-RA
OG0006909	ENSPTRG00000016965.5	Nana12152-RA
OG0006910	ENSPTRG00000016947.6	Nana12141-RA
OG0006911	ENSPTRG00000017043.7	Nana12134-RA
OG0006912	ENSPTRG00000017054.6	Nana12115-RA, Nana12114-RA
OG0006913	ENSPTRG00000017055.7	Nana12112-RA, Nana12113-RA
OG0006914	ENSPTRG00000024214.5	Nana12089-RA, Nana12089-RB
OG0006915	ENSPTRG00000023210.5	Nana12065-RA, Nana12066-RA
OG0006916	ENSPTRG00000017082.6	Nana12060-RA
OG0006917	ENSPTRG00000017083.5	Nana12059-RA, Nana12059-RB
OG0006918	ENSPTRG00000048162.1, ENSPTRG00000044246.1	Nana12052-RA
OG0006919	ENSPTRG00000010468.7	Nana10774-RB, Nana10774-RA
OG0006920	ENSPTRG00000010567.3	Nana10797-RA
OG0006921	ENSPTRG00000017188.6, ENSPTRG00000046590.1	Nana11869-RA
OG0006922	ENSPTRG00000045835.1, ENSPTRG00000048256.1	Nana11864-RA
OG0006923	ENSPTRG00000017202.6	Nana11855-RA
OG0006924	ENSPTRG00000021100.4	Nana11832-RA
OG0006925	ENSPTRG00000020776.6	Nana11531-RB, Nana11531-RA
OG0006926	ENSPTRG00000020789.7	Nana11502-RA
OG0006927	ENSPTRG00000021094.6	Nana11817-RA
OG0006928	ENSPTRG00000042678.1, ENSPTRG00000021156.5	Nana11790-RA
OG0006929	ENSPTRG00000023384.4	Nana11740-RB, Nana11740-RA
OG0006930	ENSPTRG00000021076.6	Nana11730-RA
OG0006931	ENSPTRG00000021060.4	Nana11712-RA
OG0006932	ENSPTRG00000021053.5	Nana11704-RA
OG0006933	ENSPTRG00000021052.6	Nana11700-RB, Nana11700-RA
OG0006934	ENSPTRG00000021041.7	Nana11679-RC, Nana11679-RB
OG0006935	ENSPTRG00000021033.5	Nana11665-RB, Nana11665-RA
OG0006936	ENSPTRG00000021028.7	Nana11659-RB, Nana11659-RA
OG0006937	ENSPTRG00000021018.7	Nana11641-RA
OG0006938	ENSPTRG00000021014.6	Nana11637-RA, Nana11636-RA
OG0006939	ENSPTRG00000021007.4	Nana11629-RB, Nana11629-RA
OG0006940	ENSPTRG00000021006.7	Nana11628-RA, Nana11628-RB
OG0006941	ENSPTRG00000021005.6	Nana11627-RA
OG0006942	ENSPTRG00000047006.1, ENSPTRG00000044661.1	Nana11624-RA
OG0006943	ENSPTRG00000041819.2, ENSPTRG00000043491.1	Nana11616-RA
OG0006944	ENSPTRG00000020738.6	Nana11587-RA
OG0006945	ENSPTRG00000020743.5	Nana11580-RC, Nana11580-RB, Nana11580-RA
OG0006946	ENSPTRG00000020760.6	Nana11573-RA, Nana11574-RA
OG0006947	ENSPTRG00000029350.4	Nana11570-RA, Nana11571-RA
OG0006948	ENSPTRG00000046883.1, ENSPTRG00000029347.4	Nana11565-RA
OG0006949	ENSPTRG00000006264.4	Nana05256-RA
OG0006950	ENSPTRG00000006247.6	Nana05229-RA, Nana05232-RA
OG0006951	ENSPTRG00000006241.4	Nana05220-RA, Nana05219-RA
OG0006952	ENSPTRG00000006239.6	Nana05217-RA
OG0006953	ENSPTRG00000006235.6	Nana05210-RA
OG0006954	ENSPTRG00000020835.6	Nana11447-RA, Nana11448-RA
OG0006955	ENSPTRG00000020831.5	Nana11453-RA
OG0006956	ENSPTRG00000052281.1	Nana11476-RA, Nana11476-RB
OG0006957	ENSPTRG00000020808.6	Nana11480-RA, Nana11482-RA
OG0006958	ENSPTRG00000004870.5	Nana10216-RA, Nana10216-RB
OG0006959	ENSPTRG00000005146.4	Nana10209-RA, Nana10209-RB
OG0006960	ENSPTRG00000005152.6	Nana10197-RB, Nana10197-RA
OG0006961	ENSPTRG00000043211.1, ENSPTRG00000006435.5	Nana05775-RA
OG0006962	ENSPTRG00000004948.3	Nana10188-RA, Nana10188-RB
OG0006963	ENSPTRG00000006432.7	Nana05778-RA, Nana05777-RA
OG0006964	ENSPTRG00000004950.6	Nana10185-RB, Nana10185-RA
OG0006965	ENSPTRG00000049039.1, ENSPTRG00000004952.6	Nana10184-RA
OG0006966	ENSPTRG00000049002.1	Nana10183-RA
OG0006967	ENSPTRG00000006421.7	Nana01070-RA, Nana05795-RA
OG0006968	ENSPTRG00000047801.1	Nana05756-RB, Nana05756-RA
OG0006969	ENSPTRG00000006781.6	Nana05753-RA
OG0006970	ENSPTRG00000006770.5	Nana05743-RA
OG0006971	ENSPTRG00000006766.7	Nana05733-RA
OG0006972	ENSPTRG00000021837.5	Nana10499-RD, Nana10499-RA, Nana10499-RB, Nana10499-RG
OG0006973	ENSPTRG00000012451.3	Nana10494-RA, Nana10494-RB
OG0006974	ENSPTRG00000006676.6	Nana05570-RA
OG0006975	ENSPTRG00000010021.7	Nana10487-RA, Nana10486-RA
OG0006976	ENSPTRG00000006689.4	Nana05580-RA
OG0006977	ENSPTRG00000006700.7	Nana05584-RB, Nana05584-RA
OG0006978	ENSPTRG00000005009.4	Nana10318-RB, Nana10318-RC
OG0006979	ENSPTRG00000006705.3	Nana05590-RA
OG0006980	ENSPTRG00000006662.6	Nana05562-RA
OG0006982	ENSPTRG00000051905.1, ENSPTRG00000006655.6	Nana05556-RA
OG0006983	ENSPTRG00000006654.5	Nana05555-RC
OG0006985	ENSPTRG00000006644.5	Nana05546-RA
OG0006986	ENSPTRG00000005033.5	Nana10275-RA
OG0006987	ENSPTRG00000005030.5	Nana10263-RA
OG0006988	ENSPTRG00000042682.1	Nana05525-RA
OG0006989	ENSPTRG00000023399.5	Nana05508-RA, Nana05508-RB
OG0006990	ENSPTRG00000006621.6	Nana05504-RA, Nana05504-RB
OG0006991	ENSPTRG00000006596.5	Nana05441-RA
OG0006992	ENSPTRG00000010359.3	Nana10812-RA
OG0006993	ENSPTRG00000010578.3	Nana10807-RA, Nana10807-RB
OG0006994	ENSPTRG00000010573.5	Nana10804-RA
OG0006995	ENSPTRG00000006582.3	Nana05409-RA
OG0006996	ENSPTRG00000038857.2	Nana05403-RA
OG0006997	ENSPTRG00000006574.6	Nana05399-RB, Nana05399-RA
OG0006998	ENSPTRG00000006560.6	Nana05359-RA, Nana05360-RA
OG0006999	ENSPTRG00000006556.5	Nana05356-RA
OG0007000	ENSPTRG00000010551.5	Nana10853-RA
OG0007001	ENSPTRG00000040641.2, ENSPTRG00000006543.6	Nana05333-RA
OG0007002	ENSPTRG00000006538.6	Nana05323-RA, Nana05323-RB, Nana05323-RC
OG0007003	ENSPTRG00000006534.5	Nana05312-RA, Nana05313-RA, Nana05314-RA
OG0007004	ENSPTRG00000010508.5	Nana10875-RA
OG0007005	ENSPTRG00000010505.4	Nana10884-RA
OG0007006	ENSPTRG00000006530.6	Nana05301-RA, Nana05301-RB
OG0007007	ENSPTRG00000010498.6	Nana10895-RA
OG0007008	ENSPTRG00000006299.4	Nana05294-RA, Nana05294-RB
OG0007009	ENSPTRG00000006293.4	Nana05292-RA, Nana05292-RB
OG0007010	ENSPTRG00000006292.6	Nana05291-RA, Nana05291-RB
OG0007011	ENSPTRG00000005802.6	Nana05289-RA
OG0007012	ENSPTRG00000006273.6	Nana05264-RA
OG0007014	ENSPTRG00000006870.4	Nana05119-RA, Nana05118-RA
OG0007015	ENSPTRG00000010480.7	Nana10939-RA
OG0007016	ENSPTRG00000047031.1, ENSPTRG00000047714.1	Nana10947-RA
OG0007017	ENSPTRG00000010001.5	Nana12609-RA, Nana12611-RA
OG0007018	ENSPTRG00000009999.6	Nana12612-RA
OG0007019	ENSPTRG00000009998.6	Nana12613-RA
OG0007020	ENSPTRG00000009995.6	Nana12621-RA
OG0007021	ENSPTRG00000009992.4	Nana12636-RA
OG0007022	ENSPTRG00000009988.6	Nana12644-RA
OG0007023	ENSPTRG00000009986.6	Nana12650-RA, Nana12654-RA
OG0007024	ENSPTRG00000009983.5	Nana12682-RA, Nana12683-RA
OG0007025	ENSPTRG00000051628.1	Nana32033-RA
OG0007026	ENSPTRG00000023075.5	Nana04973-RA
OG0007027	ENSPTRG00000006509.5	Nana04987-RA
OG0007028	ENSPTRG00000006510.6	Nana04988-RB, Nana04988-RA
OG0007029	ENSPTRG00000006520.3	Nana04995-RA
OG0007030	ENSPTRG00000022410.6	Nana10653-RB, Nana10654-RA
OG0007031	ENSPTRG00000006982.7	Nana05002-RA
OG0007032	ENSPTRG00000046838.1	Nana10665-RA, Nana10666-RA
OG0007033	ENSPTRG00000034200.3	Nana05011-RB, Nana05011-RA
OG0007034	ENSPTRG00000006972.6	Nana05013-RB, Nana05013-RA
OG0007035	ENSPTRG00000022397.6	Nana10684-RB, Nana10684-RA, Nana10684-RC, Nana10684-RD
OG0007036	ENSPTRG00000006970.6	Nana39830-RA, Nana05015-RA
OG0007037	ENSPTRG00000033849.3	Nana10699-RA
OG0007038	ENSPTRG00000014581.5	Nana10701-RA
OG0007039	ENSPTRG00000033931.3	Nana10702-RA
OG0007040	ENSPTRG00000006953.7	Nana05037-RA, Nana05036-RA
OG0007041	ENSPTRG00000039189.2, ENSPTRG00000006951.5	Nana05038-RA
OG0007042	ENSPTRG00000045829.1, ENSPTRG00000022423.6	Nana10712-RA
OG0007043	ENSPTRG00000044429.1, ENSPTRG00000048003.1	Nana10713-RA
OG0007044	ENSPTRG00000006946.6	Nana05055-RA, Nana05055-RB
OG0007045	ENSPTRG00000018349.5	Nana02317-RA
OG0007046	ENSPTRG00000021887.6	Nana10725-RA, Nana10725-RC, Nana10725-RB
OG0007047	ENSPTRG00000003545.7	Nana04872-RA, Nana04872-RB
OG0007048	ENSPTRG00000003546.6	Nana04876-RA
OG0007049	ENSPTRG00000003555.6	Nana04886-RA
OG0007050	ENSPTRG00000045486.1, ENSPTRG00000040677.2	Nana10747-RB, Nana10747-RA
OG0007051	ENSPTRG00000003559.5	Nana04894-RA, Nana04894-RB
OG0007052	ENSPTRG00000003563.4	Nana04901-RB, Nana04901-RA
OG0007053	ENSPTRG00000004941.5	Nana10013-RA
OG0007054	ENSPTRG00000003564.6	Nana04902-RB, Nana04902-RA
OG0007055	ENSPTRG00000003565.3	Nana04905-RA
OG0007056	ENSPTRG00000003567.6	Nana04907-RA
OG0007057	ENSPTRG00000003528.7	Nana04843-RA, Nana04842-RA
OG0007058	ENSPTRG00000004921.6, ENSPTRG00000052454.1	Nana10042-RA
OG0007059	ENSPTRG00000003533.6	Nana04854-RA, Nana04853-RA
OG0007060	ENSPTRG00000052556.1	Nana10047-RA
OG0007061	ENSPTRG00000004965.4	Nana10058-RA
OG0007062	ENSPTRG00000004966.6	Nana10061-RC, Nana10061-RB, Nana10061-RA
OG0007063	ENSPTRG00000005107.3	Nana10064-RA, Nana10064-RB
OG0007064	ENSPTRG00000005106.6	Nana10067-RB, Nana10067-RA
OG0007065	ENSPTRG00000003507.3	Nana04805-RA, Nana04806-RA
OG0007066	ENSPTRG00000003501.6	Nana04790-RA, Nana04791-RA
OG0007067	ENSPTRG00000003998.5	Nana04750-RA, Nana31218-RA
OG0007068	ENSPTRG00000052519.1	Nana04748-RA
OG0007069	ENSPTRG00000003992.5	Nana04733-RA
OG0007070	ENSPTRG00000003436.6	Nana04712-RA
OG0007071	ENSPTRG00000005085.6	Nana10087-RB, Nana10087-RA
OG0007072	ENSPTRG00000005090.5	Nana10089-RA
OG0007073	ENSPTRG00000005081.6	Nana10094-RB, Nana10094-RC
OG0007074	ENSPTRG00000003465.5	Nana04639-RA, Nana04639-RB
OG0007075	ENSPTRG00000003472.3	Nana04630-RA
OG0007076	ENSPTRG00000003478.5	Nana04615-RA
OG0007077	ENSPTRG00000012742.5	Nana10103-RB, Nana10103-RA
OG0007078	ENSPTRG00000003486.5	Nana04607-RA, Nana04607-RB
OG0007079	ENSPTRG00000004890.5	Nana10172-RA
OG0007080	ENSPTRG00000052083.1, ENSPTRG00000001664.5	Nana15304-RA
OG0007081	ENSPTRG00000003362.7	Nana04546-RA, Nana04546-RB
OG0007082	ENSPTRG00000051972.1	Nana10169-RA
OG0007083	ENSPTRG00000003360.6	Nana04543-RB, Nana04543-RA
OG0007084	ENSPTRG00000003355.6	Nana04540-RA, Nana04538-RA
OG0007085	ENSPTRG00000023249.5	Nana10160-RB, Nana10160-RA
OG0007086	ENSPTRG00000004914.6	Nana10159-RA
OG0007087	ENSPTRG00000003349.6	Nana04527-RB, Nana04527-RA
OG0007088	ENSPTRG00000003346.5	Nana04523-RA, Nana04523-RB
OG0007089	ENSPTRG00000003345.4	Nana04520-RB, Nana04520-RA
OG0007090	ENSPTRG00000003388.5	Nana04461-RA
OG0007091	ENSPTRG00000003399.5	Nana04433-RA, Nana04433-RB
OG0007092	ENSPTRG00000011996.4	Nana10117-RA
OG0007093	ENSPTRG00000009595.6	Nana09764-RB, Nana09764-RE
OG0007094	ENSPTRG00000003420.5	Nana04406-RA
OG0007095	ENSPTRG00000009604.6	Nana09743-RA
OG0007096	ENSPTRG00000003425.7	Nana04398-RA
OG0007097	ENSPTRG00000003426.6	Nana04396-RB, Nana04396-RA
OG0007098	ENSPTRG00000009767.4	Nana09737-RA
OG0007099	ENSPTRG00000009765.6	Nana09734-RA
OG0007100	ENSPTRG00000009754.6	Nana09714-RA, Nana09715-RA
OG0007101	ENSPTRG00000003184.5	Nana04378-RA, Nana04376-RA
OG0007102	ENSPTRG00000009748.5	Nana09708-RB, Nana09708-RA
OG0007103	ENSPTRG00000009745.6	Nana09695-RB, Nana09695-RA
OG0007104	ENSPTRG00000044879.1	Nana04366-RB, Nana04366-RA
OG0007105	ENSPTRG00000009740.5	Nana09690-RA, Nana09691-RA
OG0007106	ENSPTRG00000009728.4	Nana09669-RA
OG0007107	ENSPTRG00000009727.6	Nana09660-RA
OG0007108	ENSPTRG00000049480.1	Nana04318-RB, Nana04318-RA
OG0007109	ENSPTRG00000010582.4	Nana09288-RA
OG0007110	ENSPTRG00000003132.5	Nana04313-RA
OG0007111	ENSPTRG00000047139.1	Nana04312-RA
OG0007112	ENSPTRG00000003120.4	Nana04301-RA
OG0007114	ENSPTRG00000003980.6	Nana04296-RA
OG0007115	ENSPTRG00000003985.4	Nana04279-RB, Nana04279-RA
OG0007116	ENSPTRG00000010622.6	Nana09318-RA, Nana09320-RA
OG0007117	ENSPTRG00000050087.1	Nana09338-RA, Nana09340-RA
OG0007118	ENSPTRG00000015801.7	Nana03727-RA
OG0007119	ENSPTRG00000008753.3	Nana09352-RA
OG0007120	ENSPTRG00000015303.6	Nana03765-RB, Nana03765-RA
OG0007121	ENSPTRG00000008757.6	Nana09360-RA, Nana09361-RA
OG0007122	ENSPTRG00000047092.1, ENSPTRG00000045036.1, ENSPTRG00000012391.3	Nana03703-RA
OG0007123	ENSPTRG00000012394.5	Nana03704-RB, Nana03704-RA
OG0007124	ENSPTRG00000007790.6, ENSPTRG00000047476.1	Nana09377-RA
OG0007125	ENSPTRG00000015298.6	Nana03778-RA, Nana03779-RA
OG0007126	ENSPTRG00000009811.6	Nana09402-RA
OG0007127	ENSPTRG00000009810.5	Nana09405-RB, Nana09405-RD, Nana09405-RC
OG0007128	ENSPTRG00000015281.6	Nana03787-RA
OG0007129	ENSPTRG00000008783.5, ENSPTRG00000051207.1	Nana09409-RA
OG0007130	ENSPTRG00000008775.4	Nana09411-RA
OG0007131	ENSPTRG00000034481.3	Nana03884-RA
OG0007132	ENSPTRG00000012940.7	Nana03883-RA
OG0007133	ENSPTRG00000012941.6	Nana03881-RD, Nana39666-RA
OG0007134	ENSPTRG00000012942.2	Nana03880-RB, Nana03880-RA
OG0007135	ENSPTRG00000012922.6	Nana03872-RB, Nana03872-RC
OG0007136	ENSPTRG00000012915.4	Nana03859-RB, Nana03859-RA
OG0007137	ENSPTRG00000008759.5	Nana09418-RA, Nana09418-RB
OG0007138	ENSPTRG00000009805.7	Nana09419-RA, Nana09419-RB
OG0007139	ENSPTRG00000009804.6	Nana09422-RA
OG0007140	ENSPTRG00000012911.6	Nana03852-RA
OG0007141	ENSPTRG00000009690.7	Nana09457-RA, Nana09457-RB
OG0007142	ENSPTRG00000033861.2	Nana09465-RA
OG0007143	ENSPTRG00000009677.6	Nana09473-RB, Nana09473-RA
OG0007144	ENSPTRG00000009971.6	Nana22696-RA, Nana22696-RB
OG0007145	ENSPTRG00000003700.4	Nana04102-RA
OG0007146	ENSPTRG00000003668.7	Nana04087-RA
OG0007147	ENSPTRG00000003667.6	Nana04082-RA
OG0007148	ENSPTRG00000009669.6	Nana09484-RA, Nana09484-RB
OG0007149	ENSPTRG00000034559.3	Nana09486-RA
OG0007150	ENSPTRG00000046666.1	Nana04077-RA, Nana04077-RB
OG0007151	ENSPTRG00000003659.5	Nana04074-RA
OG0007152	ENSPTRG00000003653.5	Nana04063-RA, Nana04063-RB
OG0007153	ENSPTRG00000003652.6	Nana04062-RA, Nana04062-RB, Nana04062-RC
OG0007154	ENSPTRG00000009653.5	Nana09499-RB, Nana09499-RA, Nana09501-RA
OG0007155	ENSPTRG00000050414.1, ENSPTRG00000003945.5	Nana04055-RA
OG0007156	ENSPTRG00000009647.6	Nana09511-RA
OG0007157	ENSPTRG00000009645.4	Nana09515-RB, Nana09515-RA
OG0007158	ENSPTRG00000009641.4	Nana09518-RA, Nana39672-RA
OG0007159	ENSPTRG00000009640.6	Nana09519-RB, Nana09519-RA
OG0007160	ENSPTRG00000009638.5	Nana09521-RA, Nana09521-RB
OG0007161	ENSPTRG00000050164.1	Nana04025-RA
OG0007162	ENSPTRG00000024246.6, ENSPTRG00000052501.1	Nana09524-RA
OG0007163	ENSPTRG00000003979.4	Nana04021-RB, Nana04021-RA
OG0007164	ENSPTRG00000009624.4	Nana09534-RA
OG0007165	ENSPTRG00000006447.4	Nana04012-RA
OG0007166	ENSPTRG00000009619.6	Nana09542-RA
OG0007167	ENSPTRG00000009399.5	Nana09561-RA, Nana09559-RA
OG0007168	ENSPTRG00000012960.6	Nana03970-RA
OG0007169	ENSPTRG00000012957.6	Nana03950-RG
OG0007170	ENSPTRG00000012947.6	Nana03931-RB, Nana03931-RA
OG0007171	ENSPTRG00000012946.5	Nana03930-RA, Nana03930-RB
OG0007172	ENSPTRG00000012943.7	Nana03929-RA
OG0007173	ENSPTRG00000012945.7	Nana03927-RA
OG0007174	ENSPTRG00000012488.6	Nana03674-RA
OG0007175	ENSPTRG00000012492.6	Nana39586-RA, Nana03669-RA
OG0007176	ENSPTRG00000012497.4	Nana03664-RA
OG0007177	ENSPTRG00000012498.2	Nana03662-RA
OG0007178	ENSPTRG00000009782.6	Nana09604-RA, Nana09603-RA
OG0007179	ENSPTRG00000049454.1	Nana09608-RA
OG0007180	ENSPTRG00000012501.3	Nana03659-RA
OG0007181	ENSPTRG00000045453.1	Nana09615-RA, Nana09615-RB
OG0007182	ENSPTRG00000009771.5	Nana09621-RA
OG0007183	ENSPTRG00000034006.3	Nana09624-RA
OG0007184	ENSPTRG00000017501.6	Nana09206-RA
OG0007185	ENSPTRG00000017503.6	Nana39766-RA, Nana09204-RA
OG0007186	ENSPTRG00000010409.7	Nana09274-RA
OG0007187	ENSPTRG00000017518.5	Nana39622-RA
OG0007188	ENSPTRG00000017399.3	Nana09080-RA
OG0007189	ENSPTRG00000017397.5	Nana09079-RB, Nana09079-RA
OG0007190	ENSPTRG00000049126.1, ENSPTRG00000017396.5	Nana09077-RB, Nana09077-RA
OG0007191	ENSPTRG00000017527.7	Nana09059-RA, Nana09059-RB
OG0007192	ENSPTRG00000033712.3	Nana09053-RA, Nana09054-RA
OG0007193	ENSPTRG00000017541.6	Nana09044-RA
OG0007194	ENSPTRG00000012888.4	Nana03044-RA
OG0007195	ENSPTRG00000011786.6	Nana01315-RA
OG0007196	ENSPTRG00000017363.7	Nana08985-RA, Nana08986-RA
OG0007197	ENSPTRG00000017225.3, ENSPTRG00000046389.1	Nana08969-RA
OG0007198	ENSPTRG00000048416.1, ENSPTRG00000017221.6	Nana08964-RA
OG0007199	ENSPTRG00000017216.5, ENSPTRG00000045681.1	Nana08960-RA
OG0007200	ENSPTRG00000017214.6	Nana08954-RA
OG0007201	ENSPTRG00000012791.6	Nana03194-RB
OG0007202	ENSPTRG00000013066.6	Nana03017-RA, Nana03017-RB
OG0007203	ENSPTRG00000013068.6	Nana03004-RA
OG0007204	ENSPTRG00000012746.6, ENSPTRG00000052881.1	Nana03269-RA
OG0007205	ENSPTRG00000011976.6	Nana02842-RA
OG0007206	ENSPTRG00000007460.5	Nana33601-RA, Nana33601-RB
OG0007207	ENSPTRG00000050186.1	Nana02859-RA
OG0007208	ENSPTRG00000017381.6	Nana09014-RA
OG0007209	ENSPTRG00000018275.7	Nana02885-RA
OG0007210	ENSPTRG00000017424.4	Nana08816-RA, Nana08816-RB
OG0007211	ENSPTRG00000047921.1	Nana02987-RA
OG0007212	ENSPTRG00000017417.6	Nana08826-RA
OG0007213	ENSPTRG00000013074.6	Nana02995-RB, Nana02995-RA
OG0007214	ENSPTRG00000011990.6	Nana35908-RA, Nana02829-RA
OG0007215	ENSPTRG00000017408.4	Nana08840-RC, Nana08840-RB
OG0007216	ENSPTRG00000030457.2	Nana02808-RB
OG0007217	ENSPTRG00000013274.5	Nana02805-RA
OG0007218	ENSPTRG00000017629.5	Nana08846-RA
OG0007219	ENSPTRG00000017626.7	Nana08848-RA
OG0007220	ENSPTRG00000017625.6	Nana08849-RA
OG0007221	ENSPTRG00000013258.4	Nana02780-RA
OG0007222	ENSPTRG00000033932.3	Nana08850-RC, Nana08850-RB
OG0007223	ENSPTRG00000013259.7	Nana02782-RA, Nana02782-RB
OG0007224	ENSPTRG00000048247.1	Nana08872-RA
OG0007225	ENSPTRG00000017276.7	Nana08877-RA, Nana08877-RC, Nana08877-RB
OG0007226	ENSPTRG00000017290.4, ENSPTRG00000044174.1	Nana02707-RA
OG0007227	ENSPTRG00000040283.2, ENSPTRG00000051236.1	Nana00989-RA
OG0007228	ENSPTRG00000048931.1	Nana02689-RA
OG0007229	ENSPTRG00000005901.5	Nana02678-RA, Nana02678-RB
OG0007230	ENSPTRG00000018186.5	Nana00974-RB, Nana00974-RA
OG0007231	ENSPTRG00000018182.6	Nana00967-RA, Nana00966-RA
OG0007232	ENSPTRG00000018181.4	Nana00965-RA
OG0007233	ENSPTRG00000013246.6	Nana02760-RA, Nana02760-RB
OG0007234	ENSPTRG00000017574.6	Nana08705-RB, Nana08705-RA
OG0007235	ENSPTRG00000043293.1, ENSPTRG00000046505.1	Nana08700-RA
OG0007236	ENSPTRG00000051004.1	Nana08699-RD, Nana08699-RE
OG0007237	ENSPTRG00000005864.7	Nana02972-RA, Nana02972-RB
OG0007238	ENSPTRG00000052283.1	Nana08697-RG, Nana08697-RA, Nana08697-RB
OG0007239	ENSPTRG00000017587.6	Nana08695-RA
OG0007240	ENSPTRG00000042329.2, ENSPTRG00000005860.4	Nana02976-RA
OG0007241	ENSPTRG00000005861.5	Nana02977-RA
OG0007242	ENSPTRG00000006025.6	Nana02980-RA
OG0007243	ENSPTRG00000017581.6	Nana08683-RA
OG0007244	ENSPTRG00000017592.7	Nana08678-RA
OG0007245	ENSPTRG00000017597.5	Nana08676-RA
OG0007246	ENSPTRG00000017598.6	Nana08675-RC, Nana08675-RB, Nana08675-RA
OG0007247	ENSPTRG00000005873.6	Nana02956-RB, Nana02956-RA
OG0007248	ENSPTRG00000005874.7	Nana02955-RA
OG0007249	ENSPTRG00000005875.5	Nana02954-RA, Nana02954-RB
OG0007250	ENSPTRG00000014924.7	Nana08650-RA
OG0007251	ENSPTRG00000042709.1, ENSPTRG00000032494.4	Nana08649-RB
OG0007252	ENSPTRG00000005879.6	Nana02952-RA, Nana02952-RB
OG0007253	ENSPTRG00000031189.4	Nana02951-RA
OG0007254	ENSPTRG00000014609.5, ENSPTRG00000049448.1	Nana08641-RA
OG0007255	ENSPTRG00000012108.6	Nana02946-RB, Nana02946-RA
OG0007256	ENSPTRG00000018252.5	Nana02940-RA
OG0007257	ENSPTRG00000018244.6	Nana02934-RA, Nana02935-RA
OG0007258	ENSPTRG00000018243.4	Nana02931-RA
OG0007259	ENSPTRG00000044630.1, ENSPTRG00000018240.6	Nana02928-RA
OG0007260	ENSPTRG00000023379.5	Nana02909-RA, Nana02908-RA
OG0007261	ENSPTRG00000014943.6	Nana08629-RA, Nana08628-RA
OG0007262	ENSPTRG00000014928.4	Nana08611-RB, Nana08611-RA
OG0007263	ENSPTRG00000014929.7	Nana08609-RA
OG0007264	ENSPTRG00000033679.3	Nana08608-RA, Nana08608-RB
OG0007265	ENSPTRG00000011672.6	Nana02593-RA
OG0007266	ENSPTRG00000011670.2	Nana02588-RB, Nana02588-RA
OG0007267	ENSPTRG00000014957.6	Nana08603-RA, Nana08603-RB
OG0007268	ENSPTRG00000014963.4	Nana08597-RB, Nana08597-RA
OG0007269	ENSPTRG00000014965.6	Nana08587-RA, Nana08585-RA
OG0007270	ENSPTRG00000014967.6	Nana08580-RA, Nana08580-RB
OG0007271	ENSPTRG00000011661.6	Nana02569-RA, Nana02569-RB
OG0007272	ENSPTRG00000014974.4	Nana08561-RB, Nana08561-RA
OG0007273	ENSPTRG00000011652.6	Nana02561-RA
OG0007274	ENSPTRG00000011645.4	Nana02547-RC, Nana02547-RB
OG0007275	ENSPTRG00000014984.6	Nana08545-RB, Nana08545-RA
OG0007276	ENSPTRG00000011639.6	Nana02540-RA
