Orthogroup	P_troglodytes.pep	P_Mucros.pep
OG0005489	ENSPTRG00000014726.7	XP_015678272.1
OG0005490	ENSPTRG00000046127.1	XP_015677794.1
OG0005491	ENSPTRG00000005734.7	XP_015677792.1, XP_015677793.1
OG0005492	ENSPTRG00000034322.2	XP_015672674.1
OG0005493	ENSPTRG00000009453.6	XP_015672681.1
OG0005494	ENSPTRG00000001291.7	XP_015685396.2, XP_015685413.1
OG0005495	ENSPTRG00000020683.6	XP_015679424.1
OG0005496	ENSPTRG00000049191.1	XP_015685459.1, XP_015686090.1
OG0005498	ENSPTRG00000001288.5	XP_015677527.1
OG0005499	ENSPTRG00000008899.5	XP_015678986.1
OG0005500	ENSPTRG00000015959.6	XP_015682621.1
OG0005501	ENSPTRG00000041967.2	XP_015680148.1
OG0005502	ENSPTRG00000044922.1	XP_015681042.1
OG0005503	ENSPTRG00000020594.4	XP_015684737.1
OG0005504	ENSPTRG00000000153.5	XP_015678863.1
OG0005505	ENSPTRG00000014134.4	XP_015678883.1
OG0005506	ENSPTRG00000010801.4, ENSPTRG00000044923.1	XP_015677167.1
OG0005507	ENSPTRG00000020161.6	XP_015681590.1
OG0005508	ENSPTRG00000008254.5	XP_015667667.1
OG0005509	ENSPTRG00000017672.5	XP_015669564.1
OG0005510	ENSPTRG00000004348.4	XP_029139353.1
OG0005511	ENSPTRG00000017673.7	XP_015669781.1
OG0005512	ENSPTRG00000010797.5	XP_015677170.1
OG0005513	ENSPTRG00000024086.5	XP_015681595.1
OG0005514	ENSPTRG00000015866.5	XP_015673142.1
OG0005515	ENSPTRG00000006393.6	XP_015676738.1
OG0005516	ENSPTRG00000015867.5	XP_015680791.1
OG0005517	ENSPTRG00000000255.7	XP_015683708.1, XP_015685682.1
OG0005518	ENSPTRG00000015868.5	XP_029141783.1
OG0005519	ENSPTRG00000015869.5	XP_015680788.1
OG0005520	ENSPTRG00000015870.3, ENSPTRG00000047154.1	XP_015680787.1
OG0005521	ENSPTRG00000012637.4	XP_015667347.1, XP_015667348.1
OG0005522	ENSPTRG00000006394.4	XP_015676737.1, XP_015676735.1
OG0005523	ENSPTRG00000044990.1, ENSPTRG00000010791.5	XP_015675558.1
OG0005524	ENSPTRG00000004341.5	XP_015668405.1, XP_015668404.1
OG0005525	ENSPTRG00000008362.2	XP_015666941.1, XP_015666940.1
OG0005526	ENSPTRG00000008363.5	XP_029139056.1, XP_029139055.1
OG0005527	ENSPTRG00000008157.4	XP_015680043.1
OG0005528	ENSPTRG00000004337.4	XP_029139357.1
OG0005529	ENSPTRG00000022865.5, ENSPTRG00000042835.1	XP_015667354.1
OG0005530	ENSPTRG00000020603.6	XP_015676375.1, XP_015676398.2
OG0005531	ENSPTRG00000040383.2, ENSPTRG00000003834.4	XP_015684042.1
OG0005532	ENSPTRG00000022168.6	XP_015687910.2
OG0005533	ENSPTRG00000045359.1, ENSPTRG00000022447.6	XP_029143214.1
OG0005534	ENSPTRG00000022169.7	XP_015687921.1
OG0005535	ENSPTRG00000018454.5	XP_015667685.1
OG0005536	ENSPTRG00000050327.1	XP_015676988.1, XP_015685306.1
OG0005537	ENSPTRG00000004476.6	XP_015676232.1
OG0005538	ENSPTRG00000018456.7	XP_015667696.1
OG0005539	ENSPTRG00000015717.6	XP_029141211.1
OG0005540	ENSPTRG00000020587.6	XP_015667315.1
OG0005541	ENSPTRG00000010180.5	XP_029138812.1
OG0005542	ENSPTRG00000008828.5	XP_015673300.1
OG0005543	ENSPTRG00000015716.4	XP_029141210.1
OG0005544	ENSPTRG00000005576.5	XP_015670938.1
OG0005545	ENSPTRG00000020581.7	XP_029142575.1
OG0005546	ENSPTRG00000005579.6	XP_015670897.1
OG0005547	ENSPTRG00000000856.7	XP_015678821.1
OG0005548	ENSPTRG00000005582.6	XP_029139870.1
OG0005549	ENSPTRG00000005241.3	XP_015680674.1, XP_029141759.1
OG0005550	ENSPTRG00000040236.2	XP_015668692.1
OG0005551	ENSPTRG00000004466.7	XP_015675621.1
OG0005552	ENSPTRG00000020567.4	XP_015667203.1
OG0005553	ENSPTRG00000000868.5	XP_015668701.1, XP_015668700.1
OG0005554	ENSPTRG00000000238.6	XP_029142024.1
OG0005555	ENSPTRG00000032439.4	XP_015668704.1
OG0005556	ENSPTRG00000047007.1	XP_015671245.1, XP_015671243.1
OG0005557	ENSPTRG00000046451.1	XP_015686944.1
OG0005558	ENSPTRG00000040445.2	XP_015671135.1
OG0005559	ENSPTRG00000043865.1	XP_015666401.1
OG0005560	ENSPTRG00000020556.3	XP_015679951.1
OG0005561	ENSPTRG00000049339.1	XP_029143181.1
OG0005562	ENSPTRG00000006795.6	XP_015677150.1
OG0005563	ENSPTRG00000020555.3	XP_015679950.1
OG0005564	ENSPTRG00000000881.6	XP_015673701.1, XP_015673700.1
OG0005565	ENSPTRG00000000716.6	XP_015668032.1, XP_015668033.1
OG0005567	ENSPTRG00000020551.4	XP_029141612.1
OG0005568	ENSPTRG00000000712.5	XP_015668034.1
OG0005569	ENSPTRG00000008325.6	XP_015667007.1
OG0005570	ENSPTRG00000012518.6	XP_015677567.1
OG0005571	ENSPTRG00000008276.6	XP_029139078.1, XP_015666960.1
OG0005572	ENSPTRG00000051089.1	XP_015666961.1
OG0005573	ENSPTRG00000000891.6	XP_015673684.1
OG0005574	ENSPTRG00000045256.1, ENSPTRG00000008108.6	XP_015683583.2
OG0005575	ENSPTRG00000050247.1, ENSPTRG00000000898.6	XP_015678707.1
OG0005576	ENSPTRG00000007013.6	XP_015667412.1
OG0005578	ENSPTRG00000004241.5	XP_015668569.1, XP_015668577.1
OG0005579	ENSPTRG00000020514.6	XP_015682758.1
OG0005580	ENSPTRG00000021431.5	XP_029141768.1
OG0005581	ENSPTRG00000020513.6	XP_015682757.1, XP_015685894.1
OG0005582	ENSPTRG00000004246.6	XP_015668524.1
OG0005583	ENSPTRG00000000121.7	XP_015676904.1
OG0005584	ENSPTRG00000000901.4	XP_015668909.1
OG0005585	ENSPTRG00000000903.7	XP_015668899.1
OG0005586	ENSPTRG00000000904.3	XP_015668898.1, XP_015668908.1
OG0005587	ENSPTRG00000020506.4	XP_015675126.1
OG0005588	ENSPTRG00000008099.4	XP_015674467.2, XP_015674476.1
OG0005589	ENSPTRG00000008842.5	XP_015673302.1
OG0005590	ENSPTRG00000000200.5	XP_015675859.1
OG0005591	ENSPTRG00000043343.1, ENSPTRG00000020706.6	XP_029141473.1
OG0005592	ENSPTRG00000010274.6	XP_029138921.1
OG0005593	ENSPTRG00000007043.7	XP_015671707.1
OG0005594	ENSPTRG00000007044.6	XP_015671713.1
OG0005595	ENSPTRG00000012711.7	XP_015684055.1, XP_015684054.1
OG0005596	ENSPTRG00000008838.6	XP_015673330.1
OG0005597	ENSPTRG00000000909.6	XP_029139461.1
OG0005598	ENSPTRG00000000912.5	XP_029139459.1
OG0005599	ENSPTRG00000011715.6	XP_015668465.1
OG0005600	ENSPTRG00000020502.3	XP_015686744.1, XP_015683935.1
OG0005601	ENSPTRG00000047916.1	XP_015669858.1
OG0005602	ENSPTRG00000020501.6	XP_015678214.2
OG0005603	ENSPTRG00000014167.6	XP_015679934.1, XP_015676356.1
OG0005604	ENSPTRG00000010851.6	XP_015671575.1
OG0005605	ENSPTRG00000000917.4	XP_015674484.1
OG0005606	ENSPTRG00000021495.7	XP_029141111.1
OG0005607	ENSPTRG00000006858.7	XP_015666483.1
OG0005608	ENSPTRG00000014600.4	XP_015672952.1
OG0005609	ENSPTRG00000020127.7	XP_029139371.1
OG0005610	ENSPTRG00000009369.5	XP_029138875.1
OG0005611	ENSPTRG00000020655.4	XP_015684988.1, XP_029142036.1
OG0005612	ENSPTRG00000006859.5	XP_015666464.1
OG0005613	ENSPTRG00000008551.7	XP_015679988.1
OG0005614	ENSPTRG00000021504.7	XP_029141917.1
OG0005615	ENSPTRG00000008684.4	XP_015684150.1, XP_015684149.1, XP_015684148.1
OG0005616	ENSPTRG00000007168.5	XP_015673799.2
OG0005617	ENSPTRG00000007128.5	XP_015666487.1
OG0005618	ENSPTRG00000044919.1, ENSPTRG00000022277.6	XP_029138763.1
OG0005619	ENSPTRG00000004281.5	XP_015668069.1
OG0005620	ENSPTRG00000010315.6	XP_015683188.2
OG0005621	ENSPTRG00000020493.6	XP_015677481.1
OG0005622	ENSPTRG00000004279.6	XP_015668058.1
OG0005623	ENSPTRG00000050713.1, ENSPTRG00000017487.4	XP_015670829.1
OG0005624	ENSPTRG00000000369.6	XP_015680437.1, XP_015680447.1, XP_015680454.1
OG0005625	ENSPTRG00000009462.5	XP_015679967.1
OG0005626	ENSPTRG00000051911.1, ENSPTRG00000022278.4	XP_029143211.1
OG0005627	ENSPTRG00000020491.6	XP_015686296.1
OG0005628	ENSPTRG00000002707.3	XP_029141720.1
OG0005629	ENSPTRG00000014369.5	XP_015672739.1
OG0005630	ENSPTRG00000020490.6	XP_015682495.1
OG0005631	ENSPTRG00000018089.5	XP_029141061.1, XP_015668080.1
OG0005632	ENSPTRG00000000272.7	XP_029141674.1
OG0005633	ENSPTRG00000020486.6	XP_015671857.1
OG0005634	ENSPTRG00000000271.2	XP_015680221.1
OG0005635	ENSPTRG00000007133.4	XP_029138981.1
OG0005636	ENSPTRG00000000373.3	XP_015680499.1
OG0005637	ENSPTRG00000051635.1	XP_029140864.1, XP_015676417.1, XP_029140869.1
OG0005638	ENSPTRG00000000374.4	XP_015680513.1, XP_015680509.1
OG0005639	ENSPTRG00000000068.3	XP_015675846.1
OG0005640	ENSPTRG00000046129.1	XP_015676413.1
OG0005641	ENSPTRG00000043105.1, ENSPTRG00000023897.5	XP_015685053.1
OG0005642	ENSPTRG00000004586.5	XP_015669496.1, XP_015669497.1
OG0005643	ENSPTRG00000043233.1, ENSPTRG00000009422.4	XP_015687371.1
OG0005644	ENSPTRG00000007427.4	XP_015670765.1
OG0005645	ENSPTRG00000040196.2, ENSPTRG00000045492.1	XP_015676410.1
OG0005646	ENSPTRG00000000072.4	XP_029139328.1
OG0005647	ENSPTRG00000000378.6	XP_015680554.1
OG0005648	ENSPTRG00000048943.1	XP_029139329.1
OG0005649	ENSPTRG00000011866.4	XP_015668595.1, XP_015668596.1
OG0005650	ENSPTRG00000007885.6	XP_015687233.1
OG0005651	ENSPTRG00000000384.4, ENSPTRG00000049314.1	XP_015678459.1
OG0005652	ENSPTRG00000007884.4	XP_029143088.1
OG0005653	ENSPTRG00000007431.6	XP_015670767.2
OG0005654	ENSPTRG00000045557.1, ENSPTRG00000014251.6	XP_015669135.1
OG0005655	ENSPTRG00000014252.3	XP_015669118.1
OG0005656	ENSPTRG00000004594.6	XP_015669507.1, XP_015669506.1
OG0005657	ENSPTRG00000012136.3	XP_015666636.1
OG0005658	ENSPTRG00000011873.6	XP_015668567.1
OG0005659	ENSPTRG00000017663.4	XP_015669330.1, XP_015669253.1
OG0005660	ENSPTRG00000012660.6	XP_015686089.1, XP_015686096.1
OG0005661	ENSPTRG00000049934.1, ENSPTRG00000021444.6	XP_015681086.1, XP_015681087.1
OG0005662	ENSPTRG00000020179.6	XP_015681008.1
OG0005663	ENSPTRG00000007369.6	XP_029140733.1
OG0005664	ENSPTRG00000012658.5	XP_015671380.1
OG0005665	ENSPTRG00000009736.7	XP_015675027.1, XP_015672926.1
OG0005666	ENSPTRG00000007368.6	XP_015679416.1, XP_015686164.1
OG0005667	ENSPTRG00000040559.2	XP_015669509.1
OG0005668	ENSPTRG00000021246.7	XP_029140565.1
OG0005669	ENSPTRG00000014261.6	XP_015669133.1
OG0005670	ENSPTRG00000044903.1	XP_015666531.1
OG0005671	ENSPTRG00000048504.1	XP_015675029.1
OG0005672	ENSPTRG00000014442.7	XP_015669015.1
OG0005673	ENSPTRG00000012653.5	XP_015685861.2, XP_015671382.1
OG0005674	ENSPTRG00000008962.6	XP_015683875.1, XP_015683968.1
OG0005675	ENSPTRG00000012652.7	XP_015671383.1, XP_015671384.1
OG0005676	ENSPTRG00000011884.6	XP_015668570.1
OG0005677	ENSPTRG00000010188.4	XP_029138929.1
OG0005678	ENSPTRG00000044510.1, ENSPTRG00000021453.7	XP_015681596.1
OG0005679	ENSPTRG00000010187.6	XP_015684841.1, XP_015666196.1
OG0005680	ENSPTRG00000047001.1, ENSPTRG00000021451.5	XP_015681597.1
OG0005681	ENSPTRG00000045365.1	XP_015669112.1, XP_015686043.1
OG0005682	ENSPTRG00000015702.6	XP_015669283.1
OG0005683	ENSPTRG00000013786.6	XP_015669284.1
OG0005684	ENSPTRG00000014079.4	XP_015682326.1
OG0005685	ENSPTRG00000050693.1	XP_029139429.1
OG0005686	ENSPTRG00000011767.4	XP_029139763.1
OG0005687	ENSPTRG00000011055.6	XP_029140431.1
OG0005688	ENSPTRG00000030017.2	XP_029140830.1, XP_029143007.1
OG0005689	ENSPTRG00000000106.6	XP_015683030.2
OG0005690	ENSPTRG00000052237.1	XP_015669342.2
OG0005691	ENSPTRG00000008492.6	XP_029139065.1
OG0005692	ENSPTRG00000011152.7	XP_015669341.1
OG0005693	ENSPTRG00000015761.6	XP_015676212.1
OG0005694	ENSPTRG00000018787.6	XP_029140351.1
OG0005695	ENSPTRG00000022912.6	XP_015682399.1, XP_029142178.1
OG0005696	ENSPTRG00000012723.7	XP_015681881.1, XP_015681880.1
OG0005697	ENSPTRG00000020885.7	XP_015683304.1
OG0005698	ENSPTRG00000020611.4	XP_015682382.1, XP_029142852.1
OG0005699	ENSPTRG00000045954.1, ENSPTRG00000014102.5	XP_015683181.1
OG0005700	ENSPTRG00000012726.5	XP_015680747.1
OG0005701	ENSPTRG00000020413.3	XP_015669473.1, XP_029139575.1
OG0005703	ENSPTRG00000020201.6	XP_029140080.1
OG0005704	ENSPTRG00000041814.2	XP_015678599.1, XP_015678468.1
OG0005705	ENSPTRG00000049451.1, ENSPTRG00000020698.5	XP_029142166.1
OG0005706	ENSPTRG00000049470.1	XP_015687078.1, XP_015687077.1
OG0005707	ENSPTRG00000020202.6	XP_015672015.1
OG0005708	ENSPTRG00000000505.7	XP_029140756.1
OG0005709	ENSPTRG00000021576.6	XP_029143077.1
OG0005710	ENSPTRG00000018052.4	XP_029141687.1
OG0005711	ENSPTRG00000029085.4	XP_015681044.2, XP_015683789.1
OG0005712	ENSPTRG00000017595.2	XP_015684910.1
OG0005713	ENSPTRG00000008935.5	XP_029142645.1
OG0005714	ENSPTRG00000010836.7	XP_015672829.1
OG0005715	ENSPTRG00000007257.7	XP_015678852.1
OG0005716	ENSPTRG00000020427.6	XP_015677354.1
OG0005717	ENSPTRG00000044478.1, ENSPTRG00000019811.5	XP_015674281.1
OG0005718	ENSPTRG00000022307.5	XP_015687951.1
OG0005719	ENSPTRG00000020428.5	XP_015677345.1
OG0005720	ENSPTRG00000000027.5	XP_015671548.1, XP_015671547.1
OG0005721	ENSPTRG00000021440.7	XP_015684179.1, XP_015684180.1
OG0005722	ENSPTRG00000022293.6	XP_015687950.1
OG0005723	ENSPTRG00000020430.6	XP_015677351.1
OG0005724	ENSPTRG00000011379.3	XP_015678613.1, XP_015678612.1
OG0005725	ENSPTRG00000013638.7	XP_029139890.1
OG0005726	ENSPTRG00000007746.7	XP_015677131.1
OG0005727	ENSPTRG00000000029.3	XP_015671528.1
OG0005728	ENSPTRG00000013634.4	XP_015671036.1
OG0005729	ENSPTRG00000022287.6	XP_015687912.2
OG0005730	ENSPTRG00000048718.1, ENSPTRG00000019809.6	XP_015674282.1
OG0005731	ENSPTRG00000017563.6	XP_015677013.2
OG0005732	ENSPTRG00000022286.6	XP_015687945.1
OG0005733	ENSPTRG00000051534.1	XP_015677014.1
OG0005734	ENSPTRG00000014174.5	XP_015674110.1
OG0005735	ENSPTRG00000020048.6	XP_015666623.1
OG0005736	ENSPTRG00000044639.1, ENSPTRG00000019807.5	XP_029140484.1
OG0005737	ENSPTRG00000017560.6	XP_015677017.1
OG0005738	ENSPTRG00000012230.6	XP_015667015.1
OG0005739	ENSPTRG00000013628.6	XP_015669854.1
OG0005740	ENSPTRG00000051228.1, ENSPTRG00000022010.6	XP_015687928.1
OG0005741	ENSPTRG00000017594.6	XP_015677024.1, XP_015685668.1
OG0005742	ENSPTRG00000013625.6	XP_015674775.1
OG0005743	ENSPTRG00000013623.3	XP_015673619.1
OG0005744	ENSPTRG00000009471.5	XP_029141404.1, XP_029142901.1
OG0005745	ENSPTRG00000000261.6	XP_029143064.1
OG0005746	ENSPTRG00000020441.3	XP_015675121.1
OG0005747	ENSPTRG00000008922.6	XP_015686101.1, XP_015685035.2
OG0005748	ENSPTRG00000008916.3	XP_029142014.1
OG0005749	ENSPTRG00000008914.3	XP_015681807.2
OG0005750	ENSPTRG00000014521.6	XP_015673549.1, XP_015673548.1
OG0005751	ENSPTRG00000007570.5	XP_015680002.1
OG0005752	ENSPTRG00000020079.5	XP_015685954.1, XP_015677765.2
OG0005753	ENSPTRG00000008544.6	XP_015681033.1, XP_015681809.1
OG0005754	ENSPTRG00000014523.6	XP_015673551.1
OG0005755	ENSPTRG00000005529.5	XP_015684856.1
OG0005756	ENSPTRG00000024355.5, ENSPTRG00000051475.1	XP_015673741.1
OG0005757	ENSPTRG00000005541.5	XP_015678094.1
OG0005758	ENSPTRG00000045338.1	XP_015678522.2
OG0005759	ENSPTRG00000014238.6	XP_015672938.1
OG0005760	ENSPTRG00000005521.6	XP_015672959.1, XP_015672958.1
OG0005761	ENSPTRG00000018315.6	XP_015671393.1
OG0005762	ENSPTRG00000020397.5	XP_015668583.1
OG0005763	ENSPTRG00000015992.4	XP_029143134.1
OG0005764	ENSPTRG00000005169.5	XP_015677959.1
OG0005766	ENSPTRG00000020384.5	XP_029141449.1
OG0005767	ENSPTRG00000020382.6	XP_015679157.1
OG0005768	ENSPTRG00000015981.6	XP_015685380.2, XP_029142549.1
OG0005769	ENSPTRG00000005483.6	XP_015683751.1
OG0005770	ENSPTRG00000005486.5	XP_015686140.2, XP_029142473.1
OG0005771	ENSPTRG00000020378.4	XP_015687555.1
OG0005772	ENSPTRG00000034105.3	XP_015668073.1
OG0005773	ENSPTRG00000015978.5	XP_015682323.1, XP_015683245.1
OG0005774	ENSPTRG00000051430.1, ENSPTRG00000020377.5	XP_015687554.1
OG0005775	ENSPTRG00000015976.6	XP_015682324.1
OG0005776	ENSPTRG00000010258.4	XP_015683504.1
OG0005777	ENSPTRG00000015837.5	XP_015675932.1
OG0005778	ENSPTRG00000011771.6	XP_015670291.1
OG0005779	ENSPTRG00000004269.5	XP_029139288.1
OG0005780	ENSPTRG00000005494.6	XP_015682553.1, XP_015684946.1
OG0005781	ENSPTRG00000003879.7	XP_015680315.1
OG0005782	ENSPTRG00000004265.4	XP_015668066.1
OG0005783	ENSPTRG00000004264.7	XP_015668077.1
OG0005784	ENSPTRG00000031284.3	XP_015675925.1
OG0005785	ENSPTRG00000015844.6	XP_015684984.1, XP_015675928.1
OG0005786	ENSPTRG00000002460.6	XP_015679875.1
OG0005787	ENSPTRG00000007900.5	XP_015684158.1
OG0005788	ENSPTRG00000002476.6	XP_029141339.1
OG0005789	ENSPTRG00000044290.1, ENSPTRG00000033886.2	XP_029139250.1
OG0005790	ENSPTRG00000009387.5	XP_029138883.1
OG0005791	ENSPTRG00000002451.4	XP_029142650.1, XP_029140775.1
OG0005792	ENSPTRG00000024267.6	XP_015687454.1
OG0005793	ENSPTRG00000005847.6	XP_015675921.1
OG0005794	ENSPTRG00000016768.4	XP_015672509.1
OG0005795	ENSPTRG00000008200.5	XP_015673036.2
OG0005796	ENSPTRG00000016765.6	XP_015675282.1
OG0005797	ENSPTRG00000010059.3	XP_015675284.1
OG0005798	ENSPTRG00000050239.1	XP_015673033.1
OG0005799	ENSPTRG00000008229.5	XP_015673032.1
OG0005800	ENSPTRG00000020293.5	XP_015687349.1
OG0005801	ENSPTRG00000008220.6	XP_015673077.1
OG0005802	ENSPTRG00000022160.4	XP_015687885.1
OG0005803	ENSPTRG00000006350.6	XP_015673270.1
OG0005804	ENSPTRG00000031180.4	XP_015673076.1
OG0005805	ENSPTRG00000004302.6	XP_029139342.1, XP_015668412.1
OG0005806	ENSPTRG00000020304.4	XP_015673114.1
OG0005807	ENSPTRG00000016384.6	XP_015670582.1
OG0005808	ENSPTRG00000020308.7	XP_015679892.1, XP_015679891.1
OG0005809	ENSPTRG00000019676.6	XP_015681324.1
OG0005810	ENSPTRG00000021490.6	XP_029140697.1
OG0005811	ENSPTRG00000031279.3	XP_015681820.1
OG0005812	ENSPTRG00000007828.3	XP_015681979.1
OG0005813	ENSPTRG00000006416.6	XP_015675381.1
OG0005814	ENSPTRG00000008512.6	XP_015683214.1
OG0005815	ENSPTRG00000001794.7	XP_015674128.1
OG0005816	ENSPTRG00000006406.6	XP_015679306.1
OG0005817	ENSPTRG00000039214.2, ENSPTRG00000020317.6	XP_015682162.1
OG0005818	ENSPTRG00000045558.1	XP_015679300.1
OG0005819	ENSPTRG00000006402.7	XP_015679308.1
OG0005820	ENSPTRG00000001550.7	XP_029140258.1
OG0005821	ENSPTRG00000049302.1	XP_015681832.1
OG0005822	ENSPTRG00000004426.2	XP_029140720.1, XP_015675590.1, XP_015675588.1
OG0005823	ENSPTRG00000015815.6	XP_015676725.1
OG0005824	ENSPTRG00000010789.6	XP_029140714.1
OG0005825	ENSPTRG00000004454.4	XP_015685265.1, XP_015675586.1
OG0005826	ENSPTRG00000004449.4	XP_015675584.1, XP_029142835.1
OG0005827	ENSPTRG00000012090.5	XP_029140994.1
OG0005828	ENSPTRG00000001295.7	XP_015684571.1
OG0005829	ENSPTRG00000050402.1	XP_015686740.2, XP_015680685.1
OG0005830	ENSPTRG00000015809.4	XP_015683533.1, XP_015676729.1
OG0005831	ENSPTRG00000030020.3	XP_029142497.1
OG0005832	ENSPTRG00000005635.4	XP_015680634.1, XP_015680633.1
OG0005833	ENSPTRG00000008440.6	XP_015682234.1
OG0005834	ENSPTRG00000010644.4	XP_015665459.1
OG0005835	ENSPTRG00000020336.4	XP_015674601.1, XP_015674598.1
OG0005836	ENSPTRG00000004458.5	XP_015682886.1
OG0005837	ENSPTRG00000005629.5	XP_015679100.1
OG0005838	ENSPTRG00000011743.6	XP_015670321.1
OG0005839	ENSPTRG00000034219.3, ENSPTRG00000047563.1	XP_015673593.1
OG0005840	ENSPTRG00000039202.2, ENSPTRG00000002517.4	XP_015674327.1
OG0005841	ENSPTRG00000002685.5, ENSPTRG00000046964.1	XP_015681484.1, XP_015685806.1
OG0005842	ENSPTRG00000005622.6, ENSPTRG00000049669.1	XP_015666194.1, XP_015666186.1
OG0005843	ENSPTRG00000049737.1, ENSPTRG00000002516.5, ENSPTRG00000045648.1	XP_015668745.1
OG0005844	ENSPTRG00000002686.6	XP_015681483.1
OG0005845	ENSPTRG00000020933.6	XP_015677747.1
OG0005846	ENSPTRG00000012959.6	XP_015682536.1
OG0005847	ENSPTRG00000020939.7	XP_015675715.1
OG0005848	ENSPTRG00000005613.6	XP_029141713.1, XP_015686269.1
OG0005849	ENSPTRG00000042284.2, ENSPTRG00000048594.1, ENSPTRG00000051617.1	XP_015676996.1
OG0005850	ENSPTRG00000001197.5	XP_015680327.1
OG0005851	ENSPTRG00000020940.6	XP_015675723.1
OG0005852	ENSPTRG00000020346.5	XP_015672643.1
OG0005853	ENSPTRG00000002798.6	XP_015683466.1, XP_015680424.1
OG0005854	ENSPTRG00000005611.5	XP_015669150.1
OG0005855	ENSPTRG00000001574.7	XP_015684854.1
OG0005856	ENSPTRG00000020353.5	XP_015680143.1
OG0005857	ENSPTRG00000001575.6	XP_015686249.1, XP_015684853.1
OG0005858	ENSPTRG00000007756.6	XP_015667494.1
OG0005859	ENSPTRG00000020951.6	XP_015672777.1, XP_015672784.1
OG0005860	ENSPTRG00000003326.6, ENSPTRG00000051517.1	XP_015680430.1
OG0005861	ENSPTRG00000020949.3	XP_029140231.1
OG0005862	ENSPTRG00000007761.7	XP_029139179.1
OG0005863	ENSPTRG00000007763.6	XP_029139186.1
OG0005864	ENSPTRG00000008131.5	XP_015680896.1
OG0005865	ENSPTRG00000034510.3	XP_015685605.1, XP_015673163.1
OG0005866	ENSPTRG00000016299.5	XP_015672885.1, XP_015672886.1
OG0005867	ENSPTRG00000022047.7	XP_015668199.1
OG0005868	ENSPTRG00000009936.6	XP_015674728.1
OG0005869	ENSPTRG00000051463.1, ENSPTRG00000010203.4	XP_015666204.1
OG0005870	ENSPTRG00000009934.6	XP_015674725.1, XP_029140807.1
OG0005871	ENSPTRG00000016302.4	XP_015672889.1
OG0005872	ENSPTRG00000024232.3	XP_015685944.1, XP_015685517.1
OG0005873	ENSPTRG00000052790.1, ENSPTRG00000045679.1	XP_015669131.1
OG0005874	ENSPTRG00000001281.6	XP_015680373.1
OG0005875	ENSPTRG00000022983.5	XP_015669151.1
OG0005876	ENSPTRG00000023573.5	XP_015669152.1
OG0005877	ENSPTRG00000007243.7	XP_029142245.1
OG0005878	ENSPTRG00000006380.5	XP_029140430.1
OG0005879	ENSPTRG00000012242.5	XP_015672007.1
OG0005880	ENSPTRG00000000420.4, ENSPTRG00000051598.1	XP_015672076.1
OG0005881	ENSPTRG00000007381.4	XP_015673933.1, XP_029140420.1
OG0005882	ENSPTRG00000005595.3	XP_015669144.1, XP_015669145.1
OG0005883	ENSPTRG00000005594.6	XP_029139496.1
OG0005884	ENSPTRG00000000423.6	XP_015672070.1, XP_015672069.1
OG0005885	ENSPTRG00000000424.5	XP_015672071.1, XP_015672072.1, XP_015672073.1
OG0005886	ENSPTRG00000010164.4	XP_029138802.1
OG0005887	ENSPTRG00000009922.6	XP_015685764.1, XP_029140787.1
OG0005888	ENSPTRG00000022873.5	XP_015672715.1
OG0005889	ENSPTRG00000007545.5	XP_015685300.2, XP_015674683.1
OG0005890	ENSPTRG00000044361.1	XP_015666621.1
OG0005891	ENSPTRG00000001257.7	XP_015686255.1, XP_015685501.1
OG0005892	ENSPTRG00000020644.4	XP_015684871.1
OG0005893	ENSPTRG00000004131.6	XP_015683991.1
OG0005894	ENSPTRG00000003817.5	XP_015681744.1
OG0005895	ENSPTRG00000045379.1	XP_015673827.1, XP_015673828.1
OG0005896	ENSPTRG00000005834.5	XP_015666570.1
OG0005897	ENSPTRG00000001206.7	XP_015681229.1, XP_029141703.1
OG0005898	ENSPTRG00000007313.7	XP_029142909.1, XP_029142800.1
OG0005899	ENSPTRG00000009920.5	XP_015676896.1, XP_029141036.1
OG0005900	ENSPTRG00000002656.5	XP_015683540.1
OG0005901	ENSPTRG00000052049.1, ENSPTRG00000003820.6	XP_029142002.1
OG0005902	ENSPTRG00000020173.6	XP_015674308.1
OG0005903	ENSPTRG00000002958.6	XP_029139944.1
OG0005904	ENSPTRG00000000268.7	XP_015687031.1, XP_015680223.1
OG0005905	ENSPTRG00000046606.1, ENSPTRG00000020174.5	XP_015674311.1
OG0005906	ENSPTRG00000003822.7	XP_015683913.1, XP_029142001.1
OG0005907	ENSPTRG00000003863.3, ENSPTRG00000047907.1	XP_015680814.1
OG0005908	ENSPTRG00000005584.5, ENSPTRG00000046065.1	XP_015669138.1
OG0005909	ENSPTRG00000005737.4, ENSPTRG00000013681.3	XP_015679454.1
OG0005910	ENSPTRG00000006319.7, ENSPTRG00000048697.1	XP_015683096.1
